Orthogroup	DSEC.longest_only	BTRY.longest_only
OG0003854	LOC6614423|XP_002038856.1|DSEC	LOC120768576|XP_039951257.1|BTRY
OG0003855	LOC6614421|XP_002038854.2|DSEC	LOC120769132|XP_039951933.1|BTRY
OG0003856	LOC6612115|XP_002036632.1|DSEC	LOC120768469|XP_039951108.1|BTRY
OG0003857	LOC6613675|XP_032577450.1|DSEC	LOC120767588|XP_039949670.1|BTRY
OG0003858	LOC6614996|XP_002039413.2|DSEC	LOC120773862|XP_039958947.1|BTRY
OG0003859	LOC6614601|XP_032583089.1|DSEC	LOC120767958|XP_039950281.1|BTRY
OG0003860	LOC6609677|XP_002034335.1|DSEC	LOC120770567|XP_039954080.1|BTRY
OG0003861	LOC6613138|XP_002037619.1|DSEC	LOC120768927|XP_039951641.1|BTRY
OG0003862	LOC116803628|XP_032583629.1|DSEC, LOC6613588|XP_032583614.1|DSEC	LOC120767456|XP_039949460.1|BTRY
OG0003863	LOC6611790|XP_002036313.1|DSEC	LOC120769308|XP_039952175.1|BTRY
OG0003864	LOC6611789|XP_002036312.1|DSEC	LOC120768969|XP_039951697.1|BTRY
OG0003865	LOC6616978|XP_002041306.1|DSEC	LOC120782585|XP_039970867.1|BTRY
OG0003866	LOC6618276|XP_032569806.1|DSEC	LOC120768493|XP_039951144.1|BTRY
OG0003867	LOC116803538|XP_032583137.1|DSEC	LOC120768633|XP_039951332.1|BTRY
OG0003868	LOC6611967|XP_002036484.1|DSEC	LOC120768893|XP_039951580.1|BTRY
OG0003869	LOC6613241|XP_002037718.1|DSEC	LOC120768255|XP_039950783.1|BTRY
OG0003870	LOC6614558|XP_032569769.1|DSEC	LOC120767359|XP_039949261.1|BTRY
OG0003871	LOC6617725|XP_002042037.1|DSEC	LOC120768127|XP_039950615.1|BTRY
OG0003872	LOC6609623|XP_002034300.1|DSEC	LOC120772285|XP_039956729.1|BTRY
OG0003873	LOC6618246|XP_002042520.1|DSEC	LOC120767300|XP_039949120.1|BTRY
OG0003874	LOC6618269|XP_002042542.1|DSEC	LOC120768978|XP_039951713.1|BTRY
OG0003875	LOC6611922|XP_002036439.1|DSEC	LOC120768231|XP_039950751.1|BTRY
OG0003876	LOC6617392|XP_002041717.1|DSEC	LOC120766297|XP_039947635.1|BTRY, LOC120769227|XP_039952058.1|BTRY
OG0003877	LOC6611395|XP_002035939.1|DSEC	LOC120769454|XP_039952392.1|BTRY
OG0003878	LOC6614602|XP_032573140.1|DSEC	LOC120768036|XP_039950466.1|BTRY
OG0003879	LOC6610138|XP_032575090.1|DSEC	LOC120776950|XP_039963971.1|BTRY
OG0003880	LOC6605201|XP_032574399.1|DSEC	LOC120777635|XP_039965021.1|BTRY
OG0003881	LOC6618846|XP_002043095.1|DSEC	LOC120771202|XP_039955036.1|BTRY
OG0003882	LOC6619123|XP_032570507.1|DSEC	LOC120771968|XP_039956246.1|BTRY
OG0003883	LOC6620171|XP_032582556.1|DSEC	LOC120774902|XP_039960704.1|BTRY
OG0003884	LOC6611195|XP_002035751.1|DSEC	LOC120767732|XP_039949874.1|BTRY
OG0003885	LOC6611402|XP_002035946.1|DSEC	LOC120768412|XP_039951028.1|BTRY
OG0003886	LOC6611401|XP_002035945.2|DSEC	LOC120769785|XP_039952906.1|BTRY
OG0003887	LOC6613108|XP_002037589.1|DSEC	LOC120767189|XP_039948922.1|BTRY
OG0003888	LOC6607464|XP_032579599.1|DSEC	LOC120782586|XP_039970868.1|BTRY
OG0003889	LOC6617352|XP_002041677.1|DSEC	LOC120769235|XP_039952069.1|BTRY
OG0003891	LOC6611202|XP_002035758.1|DSEC	LOC120768419|XP_039951034.1|BTRY
OG0003892	LOC6610397|XP_032576043.1|DSEC	LOC120776350|XP_039962839.1|BTRY
OG0003893	LOC6614687|XP_002039114.1|DSEC	LOC120768061|XP_039950516.1|BTRY
OG0003894	LOC6612005|XP_002036522.1|DSEC	LOC120781730|XP_039969900.1|BTRY
OG0003895	LOC6615280|XP_002039684.1|DSEC	LOC120771308|XP_039955177.1|BTRY
OG0003896	LOC6615277|XP_032571416.1|DSEC	LOC120771037|XP_039954760.1|BTRY
OG0003897	LOC6609591|XP_002034268.1|DSEC	LOC120772919|XP_039957753.1|BTRY
OG0003898	LOC6614656|XP_002039083.2|DSEC	LOC120768430|XP_039951048.1|BTRY
OG0003899	LOC6617257|XP_002041584.1|DSEC	LOC120767233|XP_039948996.1|BTRY
OG0003900	LOC6617328|XP_032570197.1|DSEC	LOC120767961|XP_039950286.1|BTRY
OG0003901	LOC6613674|XP_002038144.1|DSEC	LOC120767728|XP_039949871.1|BTRY
OG0003902	LOC6611494|XP_002036035.1|DSEC	LOC120768021|XP_039950420.1|BTRY
OG0003903	LOC6617808|XP_002042120.1|DSEC	LOC120769244|XP_039952078.1|BTRY
OG0003904	LOC6617809|XP_002042121.1|DSEC	LOC120769240|XP_039952073.1|BTRY
OG0003905	LOC6607806|XP_032576969.1|DSEC	LOC120770373|XP_039953724.1|BTRY
OG0003906	LOC6615495|XP_002039875.1|DSEC	LOC120771966|XP_039956236.1|BTRY
OG0003907	LOC6617307|XP_002041634.1|DSEC	LOC120769134|XP_039951940.1|BTRY
OG0003908	LOC6617308|XP_002041635.1|DSEC	LOC120768375|XP_039950974.1|BTRY
OG0003909	LOC6608600|XP_002033334.1|DSEC	LOC120772153|XP_039956518.1|BTRY
OG0003910	LOC6614278|XP_002038718.1|DSEC	LOC120772356|XP_039956856.1|BTRY
OG0003911	LOC6613389|XP_002037863.1|DSEC	LOC120767626|XP_039949718.1|BTRY
OG0003912	LOC6611383|XP_002035928.2|DSEC	LOC120769672|XP_039952725.1|BTRY
OG0003913	LOC6611188|XP_032583670.1|DSEC	LOC120781698|XP_039969848.1|BTRY
OG0003914	LOC6612128|XP_002036645.2|DSEC	LOC120776102|XP_039962526.1|BTRY
OG0003915	LOC6618953|XP_002043198.1|DSEC	LOC120774736|XP_039960423.1|BTRY
OG0003916	LOC6613682|XP_002038152.1|DSEC	LOC120767883|XP_039950143.1|BTRY
OG0003917	LOC6613483|XP_002037952.1|DSEC	LOC120769328|XP_039952218.1|BTRY
OG0003918	LOC6617688|XP_002042000.1|DSEC	LOC120768489|XP_039951139.1|BTRY
OG0003919	LOC6613212|XP_002037692.1|DSEC	LOC120768180|XP_039950681.1|BTRY
OG0003920	LOC6615555|XP_002039929.1|DSEC	LOC120771870|XP_039956055.1|BTRY
OG0003921	LOC6618183|XP_002042458.1|DSEC	LOC120781966|XP_039970076.1|BTRY
OG0003922	LOC6612117|XP_002036634.2|DSEC	LOC120767321|XP_039949189.1|BTRY
OG0003923	LOC6619452|XP_002043667.1|DSEC	LOC120781487|XP_039969646.1|BTRY
OG0003924	LOC6608972|XP_032572330.1|DSEC	LOC120771913|XP_039956134.1|BTRY
OG0003925	LOC6613430|XP_002037904.1|DSEC	LOC120767367|XP_039949275.1|BTRY
OG0003926	LOC6613437|XP_002037911.1|DSEC	LOC120769175|XP_039951995.1|BTRY
OG0003927	LOC6613058|XP_002037541.1|DSEC	LOC120768953|XP_039951676.1|BTRY
OG0003928	LOC6611712|XP_032583143.1|DSEC	LOC120769441|XP_039952358.1|BTRY
OG0003929	LOC6612124|XP_002036641.1|DSEC	LOC120768849|XP_039951534.1|BTRY
OG0003930	LOC6611475|XP_002036016.1|DSEC	LOC120768223|XP_039950735.1|BTRY
OG0003931	LOC6611425|XP_032569694.1|DSEC	LOC120769450|XP_039952377.1|BTRY
OG0003932	LOC6608267|XP_032571818.1|DSEC	LOC120770260|XP_039953504.1|BTRY
OG0003933	LOC6613384|XP_032577015.1|DSEC	LOC120768501|XP_039951159.1|BTRY
OG0003934	LOC6611737|XP_002036260.1|DSEC	LOC120767794|XP_039949993.1|BTRY
OG0003935	LOC6609356|XP_002034045.1|DSEC	LOC120770187|XP_039953351.1|BTRY
OG0003936	LOC6609357|XP_002034046.1|DSEC	LOC120770188|XP_039953352.1|BTRY
OG0003937	LOC6608084|XP_002032832.1|DSEC	LOC120771053|XP_039954790.1|BTRY
OG0003938	LOC6613421|XP_032574085.1|DSEC	LOC120767383|XP_039949313.1|BTRY
OG0003939	LOC6613458|XP_002037930.1|DSEC	LOC120767384|XP_039949322.1|BTRY
OG0003940	LOC6613415|XP_002037889.1|DSEC	LOC120768526|XP_039951189.1|BTRY
OG0003941	LOC6613418|XP_002037892.1|DSEC	LOC120769123|XP_039951919.1|BTRY
OG0003942	LOC6611588|XP_002036125.1|DSEC	LOC120769499|XP_039952464.1|BTRY
OG0003943	LOC6613424|XP_002037898.1|DSEC	LOC120771046|XP_039954781.1|BTRY
OG0003944	LOC6617736|XP_002042048.1|DSEC	LOC120769147|XP_039951956.1|BTRY
OG0003945	LOC6615734|XP_002040105.1|DSEC	LOC120770421|XP_039953800.1|BTRY
OG0003946	LOC6614672|XP_002039099.1|DSEC	LOC120768155|XP_039950650.1|BTRY
OG0003947	LOC6614661|XP_002039088.1|DSEC	LOC120768003|XP_039950360.1|BTRY
OG0003948	LOC6614494|XP_002038927.1|DSEC	LOC120769286|XP_039952140.1|BTRY
OG0003949	LOC6614495|XP_032583303.1|DSEC	LOC120768926|XP_039951640.1|BTRY
OG0003950	LOC6613567|XP_002038035.2|DSEC	LOC120769118|XP_039951912.1|BTRY
OG0003951	LOC6613561|XP_032580966.1|DSEC	LOC120768587|XP_039951280.1|BTRY
OG0003952	LOC6612142|XP_002036659.1|DSEC	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY
OG0003953	LOC6611453|XP_002035995.1|DSEC	LOC120767894|XP_039950165.1|BTRY
OG0003954	LOC6610756|XP_002035322.2|DSEC	LOC120769404|XP_039952316.1|BTRY
OG0003955	LOC6611988|XP_032570864.1|DSEC	LOC120781768|XP_039969934.1|BTRY
OG0003956	LOC6614555|XP_032574138.1|DSEC	LOC120769221|XP_039952051.1|BTRY
OG0003957	LOC6604851|XP_002029696.1|DSEC	LOC120777534|XP_039964850.1|BTRY
OG0003958	LOC6617921|XP_002042229.2|DSEC	LOC120775287|XP_039961334.1|BTRY
OG0003959	LOC6615263|XP_032570978.1|DSEC	LOC120771796|XP_039955928.1|BTRY
OG0003960	LOC116803495|XP_032583081.1|DSEC, LOC6620332|XP_032581598.1|DSEC	LOC120774502|XP_039960115.1|BTRY
OG0003961	LOC6611579|XP_002036117.1|DSEC	LOC120767788|XP_039949980.1|BTRY
OG0003962	LOC6613442|XP_002037916.1|DSEC	LOC120767449|XP_039949450.1|BTRY
OG0003963	LOC6614642|XP_032575278.1|DSEC	LOC120768153|XP_039950648.1|BTRY
OG0003964	LOC6621131|XP_002045310.1|DSEC	LOC120767642|XP_039949747.1|BTRY
OG0003965	LOC6611616|XP_032582900.1|DSEC	LOC120767946|XP_039950265.1|BTRY
OG0003966	LOC6620730|XP_032577029.1|DSEC	LOC120767770|XP_039949943.1|BTRY
OG0003967	LOC6615386|XP_032572739.1|DSEC	LOC120771942|XP_039956175.1|BTRY
OG0003968	LOC6615384|XP_032572753.1|DSEC	LOC120772326|XP_039956791.1|BTRY
OG0003969	LOC6609587|XP_002034264.1|DSEC	LOC120770917|XP_039954547.1|BTRY
OG0003970	LOC6617254|XP_002041581.2|DSEC	LOC120767347|XP_039949239.1|BTRY
OG0003971	LOC6611953|XP_032577235.1|DSEC	LOC120774464|XP_039960054.1|BTRY
OG0003972	LOC6605735|XP_002030551.2|DSEC	LOC120777946|XP_039965492.1|BTRY
OG0003973	LOC6618893|XP_002043141.1|DSEC	LOC120771948|XP_039956192.1|BTRY
OG0003974	LOC6608749|XP_002033472.1|DSEC	LOC120782346|XP_039970513.1|BTRY
OG0003975	LOC6611757|XP_032583156.1|DSEC	LOC120767633|XP_039949727.1|BTRY
OG0003976	LOC6614702|XP_002039129.1|DSEC	LOC120768221|XP_039950731.1|BTRY
OG0003977	LOC6617856|XP_002042164.1|DSEC	LOC120768637|XP_039951336.1|BTRY
OG0003978	LOC6618396|XP_002042666.1|DSEC	LOC120776803|XP_039963731.1|BTRY
OG0003979	LOC6612018|XP_002036535.1|DSEC	LOC120769781|XP_039952899.1|BTRY
OG0003980	LOC6606290|XP_002031095.1|DSEC	LOC120782383|XP_039970559.1|BTRY
OG0003981	LOC6617741|XP_032569781.1|DSEC	LOC120767590|XP_039949672.1|BTRY
OG0003982	LOC6614689|XP_032583000.1|DSEC	LOC120781665|XP_039969820.1|BTRY
OG0003983	LOC6611396|XP_002035940.1|DSEC	LOC120769620|XP_039952657.1|BTRY
OG0003984	LOC6614635|XP_002039062.1|DSEC	LOC120768278|XP_039950812.1|BTRY
OG0003985	LOC6621705|XP_032583728.1|DSEC	LOC120767949|XP_039950268.1|BTRY
OG0003986	LOC6611517|XP_002036058.2|DSEC	LOC120781853|XP_039970005.1|BTRY
OG0003987	LOC6611518|XP_032573661.1|DSEC	LOC120781124|XP_039969193.1|BTRY
OG0003988	LOC6613448|XP_032574880.1|DSEC	LOC120767972|XP_039950317.1|BTRY
OG0003989	LOC6617715|XP_002042027.1|DSEC	LOC120767639|XP_039949741.1|BTRY
OG0003990	LOC6611328|XP_002035875.1|DSEC	LOC120769368|XP_039952265.1|BTRY
OG0003991	LOC6613358|XP_032569734.1|DSEC	LOC120767920|XP_039950213.1|BTRY
OG0003992	LOC6613354|XP_002037828.2|DSEC	LOC120767991|XP_039950344.1|BTRY
OG0003993	LOC6613339|XP_002037815.1|DSEC	LOC120767812|XP_039950024.1|BTRY
OG0003994	LOC6612638|XP_002037142.1|DSEC	LOC120780854|XP_039969027.1|BTRY
OG0003995	LOC6608971|XP_002033685.1|DSEC	LOC120771452|XP_039955397.1|BTRY
OG0003996	LOC6608260|XP_002033004.1|DSEC	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY
OG0003997	LOC6611521|XP_032570100.1|DSEC	LOC120767199|XP_039948934.1|BTRY
OG0003998	LOC6620416|XP_032572643.1|DSEC	LOC120767458|XP_039949465.1|BTRY
OG0003999	LOC6620234|XP_002044442.1|DSEC	LOC120768709|XP_039951413.1|BTRY
OG0004000	LOC6619736|XP_002043951.1|DSEC	LOC120775677|XP_039961902.1|BTRY
OG0004001	LOC6613003|XP_032570506.1|DSEC	LOC120772881|XP_039957661.1|BTRY
OG0004002	LOC6614779|XP_002039198.1|DSEC	LOC120768307|XP_039950877.1|BTRY
OG0004003	LOC6612134|XP_032572461.1|DSEC	LOC120781719|XP_039969886.1|BTRY
OG0004004	LOC6611631|XP_032580199.1|DSEC	LOC120769738|XP_039952826.1|BTRY
OG0004005	LOC6613494|XP_032572751.1|DSEC	LOC120769739|XP_039952827.1|BTRY
OG0004006	LOC6618178|XP_002042453.1|DSEC	LOC120767755|XP_039949904.1|BTRY
OG0004007	LOC6613240|XP_002037717.1|DSEC	LOC120768258|XP_039950785.1|BTRY
OG0004008	LOC6617219|XP_032583636.1|DSEC	LOC120767756|XP_039949906.1|BTRY
OG0004009	LOC6613092|XP_002037575.2|DSEC	LOC120769294|XP_039952157.1|BTRY
OG0004010	LOC6611217|XP_032581690.1|DSEC	LOC120769106|XP_039951900.1|BTRY
OG0004011	LOC6617897|XP_032569914.1|DSEC	LOC120769195|XP_039952024.1|BTRY
OG0004012	LOC6607453|XP_002032222.1|DSEC	LOC120777788|XP_039965252.1|BTRY
OG0004013	LOC6611239|XP_002035794.1|DSEC	LOC120768057|XP_039950508.1|BTRY
OG0004014	LOC6605736|XP_002030552.2|DSEC	LOC120777667|XP_039965057.1|BTRY
OG0004015	LOC6617811|XP_032571934.1|DSEC	LOC120769231|XP_039952062.1|BTRY
OG0004016	LOC6611966|XP_002036483.1|DSEC	LOC120768088|XP_039950559.1|BTRY
OG0004017	LOC6613334|XP_032569725.1|DSEC	LOC120767857|XP_039950099.1|BTRY
OG0004018	LOC6607943|XP_002032693.1|DSEC	LOC120771850|XP_039956027.1|BTRY
OG0004019	LOC6618190|XP_002042465.1|DSEC	LOC120778472|XP_039966217.1|BTRY
OG0004020	LOC6613195|XP_002037676.1|DSEC, LOC116802491|XP_032582856.1|DSEC	LOC120768941|XP_039951660.1|BTRY
OG0004021	LOC6613190|XP_032583417.1|DSEC	LOC120772601|XP_039957250.1|BTRY
OG0004022	LOC6613680|XP_002038150.1|DSEC	LOC120769510|XP_039952480.1|BTRY
OG0004023	LOC6609971|XP_032571306.1|DSEC	LOC120769630|XP_039952669.1|BTRY
OG0004024	LOC6614396|XP_032578768.1|DSEC	LOC120769323|XP_039952208.1|BTRY
OG0004025	LOC6611863|XP_002036385.1|DSEC	LOC120769027|XP_039951802.1|BTRY
OG0004026	LOC6620617|XP_002044821.1|DSEC	LOC120769069|XP_039951859.1|BTRY
OG0004028	LOC6613524|XP_032583249.1|DSEC	LOC120768830|XP_039951516.1|BTRY
OG0004029	LOC6611698|XP_032582477.1|DSEC	LOC120781541|XP_039969707.1|BTRY
OG0004030	LOC6615812|XP_032572831.1|DSEC	LOC120772514|XP_039957095.1|BTRY
OG0004031	LOC6617720|XP_002042032.2|DSEC	LOC120768630|XP_039951329.1|BTRY
OG0004032	LOC6620479|XP_002044684.1|DSEC	LOC120767776|XP_039949950.1|BTRY
OG0004033	LOC6611889|XP_032569777.1|DSEC	LOC120767906|XP_039950188.1|BTRY
OG0004034	LOC6614598|XP_032583454.1|DSEC	LOC120769230|XP_039952061.1|BTRY
OG0004035	LOC6613422|XP_032579929.1|DSEC	LOC120767339|XP_039949216.1|BTRY
OG0004036	LOC6613151|XP_032583757.1|DSEC	LOC120768475|XP_039951116.1|BTRY
OG0004037	LOC6617786|XP_002042098.2|DSEC	LOC120767425|XP_039949400.1|BTRY
OG0004038	LOC6617312|XP_032583110.1|DSEC	LOC120769519|XP_039952491.1|BTRY
OG0004039	LOC6613084|XP_002037567.2|DSEC	LOC120767392|XP_039949339.1|BTRY
OG0004040	LOC6615609|XP_002039983.1|DSEC	LOC120770835|XP_039954358.1|BTRY
OG0004041	LOC6620445|XP_002044652.2|DSEC	LOC120775258|XP_039961273.1|BTRY
OG0004042	LOC6611055|XP_002035612.2|DSEC	LOC120777759|XP_039965196.1|BTRY
OG0004043	LOC6612052|XP_002036569.1|DSEC	LOC120769479|XP_039952437.1|BTRY
OG0004044	LOC6619001|XP_032580941.1|DSEC	LOC120774837|XP_039960588.1|BTRY
OG0004045	LOC6612092|XP_002036609.1|DSEC	LOC120776456|XP_039963059.1|BTRY
OG0004046	LOC6617267|XP_002041594.1|DSEC	LOC120769580|XP_039952571.1|BTRY
OG0004047	LOC6617696|XP_002042008.1|DSEC	LOC120768530|XP_039951195.1|BTRY
OG0004048	LOC6613395|XP_002037869.1|DSEC	LOC120771427|XP_039955350.1|BTRY
OG0004049	LOC6617213|XP_002041540.1|DSEC	LOC120767351|XP_039949251.1|BTRY
OG0004050	LOC6614614|XP_032575693.1|DSEC	LOC120767244|XP_039949024.1|BTRY
OG0004051	LOC6612160|XP_032583124.1|DSEC	LOC120767706|XP_039949836.1|BTRY
OG0004052	LOC6614812|XP_032581397.1|DSEC	LOC120773745|XP_039958740.1|BTRY
OG0004053	LOC6608627|XP_002033361.1|DSEC	LOC120770198|XP_039953374.1|BTRY
OG0004054	LOC6614565|XP_002038993.1|DSEC	LOC120768186|XP_039950689.1|BTRY
OG0004055	LOC6606974|XP_002031766.1|DSEC	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY
OG0004056	LOC6613783|XP_002038252.2|DSEC	LOC120782192|XP_039970270.1|BTRY
OG0004057	LOC6619419|XP_002043634.2|DSEC	LOC120779083|XP_039967167.1|BTRY
OG0004058	LOC6610579|XP_002035152.1|DSEC	LOC120776661|XP_039963465.1|BTRY
OG0004059	LOC6614329|XP_002038769.1|DSEC	LOC120777129|XP_039964211.1|BTRY
OG0004060	LOC6606855|XP_002031652.1|DSEC	LOC120782680|XP_039971002.1|BTRY
OG0004061	LOC6619914|XP_032582270.1|DSEC	LOC120774320|XP_039959792.1|BTRY
OG0004062	LOC6610415|XP_032573940.1|DSEC	LOC120776896|XP_039963892.1|BTRY
OG0004063	LOC6616152|XP_002040517.1|DSEC	LOC120774751|XP_039960443.1|BTRY
OG0004064	LOC6605839|XP_002030653.1|DSEC	LOC120779207|XP_039967414.1|BTRY
OG0004065	LOC6615480|XP_032572610.1|DSEC	LOC120770138|XP_039953253.1|BTRY
OG0004066	LOC6609163|XP_002033865.1|DSEC	LOC120771622|XP_039955647.1|BTRY
OG0004067	LOC6619899|XP_002044111.1|DSEC	LOC120774536|XP_039960191.1|BTRY
OG0004068	LOC6607160|XP_002031946.1|DSEC	LOC120766176|XP_039947464.1|BTRY
OG0004069	LOC6607159|XP_032576360.1|DSEC	LOC120766167|XP_039947448.1|BTRY
OG0004070	LOC6610673|XP_002035239.1|DSEC	LOC120777317|XP_039964488.1|BTRY
OG0004071	LOC6604965|XP_002029808.1|DSEC	LOC120776853|XP_039963828.1|BTRY
OG0004072	LOC6604966|XP_002029809.1|DSEC	LOC120776854|XP_039963830.1|BTRY
OG0004073	LOC6614801|XP_002039220.1|DSEC	LOC120774782|XP_039960492.1|BTRY
OG0004074	LOC6615540|XP_002039919.2|DSEC	LOC120771551|XP_039955544.1|BTRY
OG0004075	LOC6609006|XP_002033711.1|DSEC	LOC120771530|XP_039955522.1|BTRY
OG0004076	LOC6609005|XP_002033710.2|DSEC	LOC120770117|XP_039953223.1|BTRY
OG0004077	LOC6611612|XP_002036148.2|DSEC	LOC120768217|XP_039950721.1|BTRY
OG0004078	LOC6617019|XP_002041347.1|DSEC	LOC120782588|XP_039970877.1|BTRY
OG0004079	LOC6618987|XP_002043232.1|DSEC	LOC120775076|XP_039961001.1|BTRY
OG0004080	LOC6609462|XP_002034147.1|DSEC	LOC120772481|XP_039957060.1|BTRY
OG0004081	LOC6609220|XP_032570268.1|DSEC	LOC120772477|XP_039957053.1|BTRY
OG0004082	LOC6615301|XP_002039705.1|DSEC	LOC120775936|XP_039962276.1|BTRY
OG0004083	LOC116801434|XP_032576831.1|DSEC	LOC120782876|XP_039971356.1|BTRY
OG0004084	LOC6619372|XP_032573924.1|DSEC	LOC120778177|XP_039965846.1|BTRY
OG0004085	LOC6616844|XP_002041180.1|DSEC	LOC120779347|XP_039967481.1|BTRY
OG0004086	LOC6617160|XP_032577787.1|DSEC	LOC120781299|XP_039969431.1|BTRY
OG0004087	LOC6617601|XP_032581063.1|DSEC	LOC120774825|XP_039960569.1|BTRY
OG0004088	LOC6617134|XP_002041461.1|DSEC	LOC120766678|XP_039948252.1|BTRY
OG0004089	LOC6618998|XP_002043243.2|DSEC	LOC120776082|XP_039962487.1|BTRY
OG0004090	LOC6607726|XP_032579116.1|DSEC	LOC120780231|XP_039968415.1|BTRY
OG0004091	LOC6606327|XP_002031132.1|DSEC	LOC120775502|XP_039961646.1|BTRY
OG0004092	LOC6618946|XP_002043189.1|DSEC	LOC120775805|XP_039962088.1|BTRY
OG0004094	LOC6612547|XP_002037055.1|DSEC	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY
OG0004095	LOC116801474|XP_032577178.1|DSEC	LOC120780515|XP_039968743.1|BTRY
OG0004096	LOC6617161|XP_002041488.1|DSEC	LOC120773093|XP_039958000.1|BTRY
OG0004097	LOC6605523|XP_002030356.1|DSEC	LOC120778705|XP_039966599.1|BTRY
OG0004098	LOC6616850|XP_002041186.1|DSEC	LOC120777917|XP_039965435.1|BTRY
OG0004099	LOC6613867|XP_032577875.1|DSEC	LOC120773217|XP_039958077.1|BTRY
OG0004100	LOC6613878|XP_032577815.1|DSEC	LOC120766397|XP_039947778.1|BTRY
OG0004101	LOC6613882|XP_002038351.1|DSEC	LOC120774874|XP_039960664.1|BTRY
OG0004102	LOC6613884|XP_032579257.1|DSEC	LOC120770574|XP_039954126.1|BTRY
OG0004103	LOC6617017|XP_002041345.1|DSEC	LOC120780236|XP_039968425.1|BTRY
OG0004104	LOC6607577|XP_032577966.1|DSEC	LOC120766909|XP_039948590.1|BTRY
OG0004105	LOC6605841|XP_002030655.2|DSEC	LOC120776648|XP_039963417.1|BTRY
OG0004106	LOC6616460|XP_002040821.1|DSEC	LOC120777502|XP_039964787.1|BTRY
OG0004107	LOC6610506|XP_002035086.1|DSEC	LOC120771761|XP_039955876.1|BTRY
OG0004108	LOC6606295|XP_002031100.1|DSEC	LOC120766264|XP_039947585.1|BTRY
OG0004109	LOC6607727|XP_002032490.2|DSEC	LOC120780239|XP_039968430.1|BTRY
OG0004110	LOC6616538|XP_002040897.1|DSEC	LOC120777965|XP_039965518.1|BTRY
OG0004111	LOC6616957|XP_032579160.1|DSEC	LOC120770449|XP_039953862.1|BTRY
OG0004112	LOC6617038|XP_032576246.1|DSEC	LOC120778857|XP_039966822.1|BTRY
OG0004113	LOC6615229|XP_002039635.1|DSEC	LOC120775890|XP_039962212.1|BTRY
OG0004114	LOC6612369|XP_032580402.1|DSEC	LOC120774858|XP_039960617.1|BTRY
OG0004115	LOC6612372|XP_032580395.1|DSEC	LOC120775982|XP_039962339.1|BTRY
OG0004116	LOC6616951|XP_002041279.1|DSEC	LOC120782835|XP_039971291.1|BTRY
OG0004117	LOC6616683|XP_002041038.1|DSEC	LOC120782642|XP_039970945.1|BTRY
OG0004118	LOC6609633|XP_002034310.1|DSEC	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY
OG0004119	LOC6616657|XP_002041014.1|DSEC	LOC120782715|XP_039971070.1|BTRY
OG0004120	LOC6606282|XP_032578989.1|DSEC	LOC120770890|XP_039954483.1|BTRY
OG0004121	LOC6610833|XP_032574794.1|DSEC	LOC120776706|XP_039963536.1|BTRY
OG0004122	LOC6606304|XP_032577085.1|DSEC	LOC120771428|XP_039955357.1|BTRY
OG0004123	LOC6614332|XP_002038772.2|DSEC	LOC120782445|XP_039970669.1|BTRY
OG0004124	LOC6618620|XP_002042879.1|DSEC	LOC120774530|XP_039960176.1|BTRY
OG0004125	LOC6612808|XP_032579157.1|DSEC	LOC120766835|XP_039948480.1|BTRY
OG0004126	LOC6612800|XP_002037301.1|DSEC	LOC120774099|XP_039959386.1|BTRY
OG0004127	LOC6611898|XP_002036415.1|DSEC	LOC120769336|XP_039952227.1|BTRY
OG0004128	LOC6616697|XP_002041052.1|DSEC	LOC120769161|XP_039951981.1|BTRY
OG0004129	LOC6608717|XP_032570256.1|DSEC	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY
OG0004130	LOC6615076|XP_032581047.1|DSEC	LOC120775325|XP_039961399.1|BTRY
OG0004131	LOC6606158|XP_002030966.1|DSEC	LOC120775376|XP_039961474.1|BTRY
OG0004132	LOC6610542|XP_002035122.1|DSEC	LOC120778750|XP_039966658.1|BTRY
OG0004133	LOC6617692|XP_002042004.1|DSEC	LOC120768169|XP_039950667.1|BTRY
OG0004134	LOC6619633|XP_002043848.1|DSEC	LOC120780286|XP_039968486.1|BTRY
OG0004135	LOC6619286|XP_032579000.1|DSEC	LOC120766849|XP_039948497.1|BTRY
OG0004136	LOC6614322|XP_002038762.1|DSEC	LOC120770161|XP_039953305.1|BTRY
OG0004137	LOC6608434|XP_002033168.1|DSEC	LOC120771763|XP_039955878.1|BTRY
OG0004138	LOC6605975|XP_002030787.1|DSEC	LOC120775884|XP_039962195.1|BTRY
OG0004139	LOC6616229|XP_002040594.1|DSEC	LOC120776050|XP_039962441.1|BTRY
OG0004140	LOC6618956|XP_002043201.1|DSEC	LOC120772526|XP_039957124.1|BTRY
OG0004141	LOC6610067|XP_032571303.1|DSEC	LOC120770434|XP_039953830.1|BTRY
OG0004142	LOC116801963|XP_032580255.1|DSEC	LOC120774118|XP_039959413.1|BTRY
