Orthogroup	DSEC.longest_only	AEAL.longest_only
OG0003941	LOC6613418|XP_002037892.1|DSEC	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL
OG0003942	LOC6611588|XP_002036125.1|DSEC	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL
OG0003943	LOC6613424|XP_002037898.1|DSEC	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL
OG0003944	LOC6617736|XP_002042048.1|DSEC	LOC109420700|XP_019550697.1|AEAL, LOC115255131|XP_029708864.1|AEAL, LOC115255129|XP_029708862.1|AEAL, LOC109414276|XP_019543644.1|AEAL
OG0003945	LOC6615734|XP_002040105.1|DSEC	LOC109420692|XP_019550676.2|AEAL
OG0003946	LOC6614672|XP_002039099.1|DSEC	LOC115264418|XP_029723946.1|AEAL
OG0003947	LOC6614661|XP_002039088.1|DSEC	LOC109420675|XP_029708744.1|AEAL
OG0003948	LOC6614494|XP_002038927.1|DSEC	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL
OG0003949	LOC6614495|XP_032583303.1|DSEC	LOC109420662|XP_029708760.1|AEAL
OG0003950	LOC6613567|XP_002038035.2|DSEC	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL
OG0003951	LOC6613561|XP_032580966.1|DSEC	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL
OG0003952	LOC6612142|XP_002036659.1|DSEC	LOC109420642|XP_029708741.1|AEAL
OG0003953	LOC6611453|XP_002035995.1|DSEC	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL
OG0003954	LOC6610756|XP_002035322.2|DSEC	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL
OG0003956	LOC6614555|XP_032574138.1|DSEC	LOC109417064|XP_029708693.1|AEAL
OG0003957	LOC6604851|XP_002029696.1|DSEC	LOC109407366|XP_029709427.1|AEAL
OG0003958	LOC6617921|XP_002042229.2|DSEC	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL
OG0003959	LOC6615263|XP_032570978.1|DSEC	LOC109419740|XP_029708595.1|AEAL
OG0003960	LOC116803495|XP_032583081.1|DSEC, LOC6620332|XP_032581598.1|DSEC	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL
OG0003961	LOC6611579|XP_002036117.1|DSEC	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL
OG0003962	LOC6613442|XP_002037916.1|DSEC	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL
OG0003963	LOC6614642|XP_032575278.1|DSEC	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL
OG0003964	LOC6621131|XP_002045310.1|DSEC	LOC115254972|XP_029708523.1|AEAL, LOC115254988|XP_029708538.1|AEAL, LOC109402112|XP_019530281.2|AEAL
OG0003965	LOC6611616|XP_032582900.1|DSEC	LOC109431811|XP_029708486.1|AEAL
OG0003966	LOC6620730|XP_032577029.1|DSEC	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL
OG0003967	LOC6615386|XP_032572739.1|DSEC	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL
OG0003968	LOC6615384|XP_032572753.1|DSEC	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL
OG0003969	LOC6609587|XP_002034264.1|DSEC	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL
OG0003970	LOC6617254|XP_002041581.2|DSEC	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL
OG0003971	LOC6611953|XP_032577235.1|DSEC	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL
OG0003972	LOC6605735|XP_002030551.2|DSEC	LOC109430172|XP_029724763.1|AEAL
OG0003973	LOC6618893|XP_002043141.1|DSEC	LOC109432568|XP_019564457.2|AEAL
OG0003974	LOC6608749|XP_002033472.1|DSEC	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL
OG0003975	LOC6611757|XP_032583156.1|DSEC	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL
OG0003976	LOC6614702|XP_002039129.1|DSEC	LOC109416254|XP_019545817.2|AEAL
OG0003977	LOC6617856|XP_002042164.1|DSEC	LOC109423962|XP_019554577.2|AEAL
OG0003978	LOC6618396|XP_002042666.1|DSEC	LOC109416259|XP_029727378.1|AEAL
OG0003979	LOC6612018|XP_002036535.1|DSEC	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL
OG0003980	LOC6606290|XP_002031095.1|DSEC	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL
OG0003981	LOC6617741|XP_032569781.1|DSEC	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL
OG0003982	LOC6614689|XP_032583000.1|DSEC	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL
OG0003983	LOC6611396|XP_002035940.1|DSEC	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL
OG0003984	LOC6614635|XP_002039062.1|DSEC	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL
OG0003985	LOC6621705|XP_032583728.1|DSEC	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL
OG0003986	LOC6611517|XP_002036058.2|DSEC	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL
OG0003987	LOC6611518|XP_032573661.1|DSEC	LOC109621667|XP_029727222.1|AEAL
OG0003988	LOC6613448|XP_032574880.1|DSEC	LOC115268897|XP_029732958.1|AEAL, LOC109421661|XP_029727198.1|AEAL
OG0003989	LOC6617715|XP_002042027.1|DSEC	LOC109421657|XP_019551725.2|AEAL
OG0003990	LOC6611328|XP_002035875.1|DSEC	LOC109407327|XP_019535865.1|AEAL
OG0003991	LOC6613358|XP_032569734.1|DSEC	LOC109421643|XP_029727141.1|AEAL
OG0003992	LOC6613354|XP_002037828.2|DSEC	LOC109407320|XP_019535859.2|AEAL
OG0003993	LOC6613339|XP_002037815.1|DSEC	LOC109407357|XP_029727136.1|AEAL
OG0003994	LOC6612638|XP_002037142.1|DSEC	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL
OG0003995	LOC6608971|XP_002033685.1|DSEC	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL
OG0003996	LOC6608260|XP_002033004.1|DSEC	LOC109421490|XP_019551529.2|AEAL
OG0003997	LOC6611521|XP_032570100.1|DSEC	LOC109409178|XP_019538144.1|AEAL
OG0003998	LOC6620416|XP_032572643.1|DSEC	LOC109409124|XP_029727084.1|AEAL
OG0003999	LOC6620234|XP_002044442.1|DSEC	LOC109421519|XP_019551574.2|AEAL
OG0004000	LOC6619736|XP_002043951.1|DSEC	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL
OG0004001	LOC6613003|XP_032570506.1|DSEC	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL
OG0004002	LOC6614779|XP_002039198.1|DSEC	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL
OG0004003	LOC6612134|XP_032572461.1|DSEC	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL
OG0004004	LOC6611631|XP_032580199.1|DSEC	LOC115265568|XP_029727045.1|AEAL, LOC109432566|XP_029726900.1|AEAL
OG0004005	LOC6613494|XP_032572751.1|DSEC	LOC109432539|XP_029726902.1|AEAL, LOC109421413|XP_029727046.1|AEAL
OG0004006	LOC6618178|XP_002042453.1|DSEC	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL
OG0004007	LOC6613240|XP_002037717.1|DSEC	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL
OG0004008	LOC6617219|XP_032583636.1|DSEC	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL
OG0004009	LOC6613092|XP_002037575.2|DSEC	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL
OG0004010	LOC6611217|XP_032581690.1|DSEC	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL
OG0004011	LOC6617897|XP_032569914.1|DSEC	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL
OG0004012	LOC6607453|XP_002032222.1|DSEC	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL
OG0004013	LOC6611239|XP_002035794.1|DSEC	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL
OG0004014	LOC6605736|XP_002030552.2|DSEC	LOC109402499|XP_019530728.2|AEAL
OG0004015	LOC6617811|XP_032571934.1|DSEC	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL
OG0004016	LOC6611966|XP_002036483.1|DSEC	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL
OG0004017	LOC6613334|XP_032569725.1|DSEC	LOC109402496|XP_019530725.2|AEAL
OG0004018	LOC6607943|XP_002032693.1|DSEC	LOC109402524|XP_019530766.2|AEAL
OG0004019	LOC6618190|XP_002042465.1|DSEC	LOC109402297|XP_019530500.2|AEAL
OG0004020	LOC6613195|XP_002037676.1|DSEC, LOC116802491|XP_032582856.1|DSEC	LOC109402598|XP_019530846.2|AEAL
OG0004021	LOC6613190|XP_032583417.1|DSEC	LOC109402578|XP_019530809.2|AEAL
OG0004022	LOC6613680|XP_002038150.1|DSEC	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL
OG0004023	LOC6609971|XP_032571306.1|DSEC	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL
OG0004024	LOC6614396|XP_032578768.1|DSEC	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL
OG0004025	LOC6611863|XP_002036385.1|DSEC	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL
OG0004026	LOC6620617|XP_002044821.1|DSEC	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL
OG0004027	LOC116800520|XP_032571828.1|DSEC	LOC109622647|XP_029719977.1|AEAL, LOC109429639|XP_019561185.2|AEAL
OG0004028	LOC6613524|XP_032583249.1|DSEC	LOC109429621|XP_019561163.2|AEAL
OG0004029	LOC6611698|XP_032582477.1|DSEC	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL
OG0004030	LOC6615812|XP_032572831.1|DSEC	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL
OG0004031	LOC6617720|XP_002042032.2|DSEC	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL
OG0004032	LOC6620479|XP_002044684.1|DSEC	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL
OG0004033	LOC6611889|XP_032569777.1|DSEC	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL
OG0004034	LOC6614598|XP_032583454.1|DSEC	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL
OG0004035	LOC6613422|XP_032579929.1|DSEC	LOC109429541|XP_029720095.1|AEAL
OG0004036	LOC6613151|XP_032583757.1|DSEC	LOC109429539|XP_019561055.1|AEAL
OG0004037	LOC6617786|XP_002042098.2|DSEC	LOC109429896|XP_029720102.1|AEAL
OG0004038	LOC6617312|XP_032583110.1|DSEC	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL
OG0004039	LOC6613084|XP_002037567.2|DSEC	LOC109415447|XP_019544869.2|AEAL
OG0004040	LOC6615609|XP_002039983.1|DSEC	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL
OG0004041	LOC6620445|XP_002044652.2|DSEC	LOC109429949|XP_029720126.1|AEAL, LOC109398316|XP_019526208.2|AEAL
OG0004042	LOC6611055|XP_002035612.2|DSEC	LOC109429814|XP_019561343.1|AEAL, LOC109398330|XP_019526229.1|AEAL
OG0004043	LOC6612052|XP_002036569.1|DSEC	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL
OG0004044	LOC6619001|XP_032580941.1|DSEC	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL
OG0004045	LOC6612092|XP_002036609.1|DSEC	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL
OG0004046	LOC6617267|XP_002041594.1|DSEC	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL
OG0004047	LOC6617696|XP_002042008.1|DSEC	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL
OG0004048	LOC6613395|XP_002037869.1|DSEC	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL
OG0004049	LOC6617213|XP_002041540.1|DSEC	LOC109420649|XP_019550607.2|AEAL
OG0004050	LOC6614614|XP_032575693.1|DSEC	LOC109411730|XP_019540859.2|AEAL
OG0004051	LOC6612160|XP_032583124.1|DSEC	LOC109411839|XP_019540995.2|AEAL
OG0004052	LOC6614812|XP_032581397.1|DSEC	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL
OG0004053	LOC6608627|XP_002033361.1|DSEC	LOC115262192|XP_029720394.1|AEAL, LOC109411218|XP_019540261.2|AEAL
OG0004054	LOC6614565|XP_002038993.1|DSEC	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL
OG0004055	LOC6606974|XP_002031766.1|DSEC	LOC109411233|XP_019540289.2|AEAL
OG0004056	LOC6613783|XP_002038252.2|DSEC	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL
OG0004058	LOC6610579|XP_002035152.1|DSEC	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL
OG0004059	LOC6614329|XP_002038769.1|DSEC	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL
OG0004060	LOC6606855|XP_002031652.1|DSEC	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL
OG0004061	LOC6619914|XP_032582270.1|DSEC	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL
OG0004062	LOC6610415|XP_032573940.1|DSEC	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL
OG0004063	LOC6616152|XP_002040517.1|DSEC	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL, LOC115262404|XP_029720645.1|AEAL
OG0004064	LOC6605839|XP_002030653.1|DSEC	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL
OG0004065	LOC6615480|XP_032572610.1|DSEC	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL
OG0004066	LOC6609163|XP_002033865.1|DSEC	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL
OG0004067	LOC6619899|XP_002044111.1|DSEC	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL
OG0004068	LOC6607160|XP_002031946.1|DSEC	LOC109426326|XP_019557327.2|AEAL, LOC109406988|XP_019535584.2|AEAL, LOC115254448|XP_029707822.1|AEAL
OG0004069	LOC6607159|XP_032576360.1|DSEC	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL
OG0004070	LOC6610673|XP_002035239.1|DSEC	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL
OG0004071	LOC6604965|XP_002029808.1|DSEC	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL
OG0004072	LOC6604966|XP_002029809.1|DSEC	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL
OG0004073	LOC6614801|XP_002039220.1|DSEC	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL
OG0004074	LOC6615540|XP_002039919.2|DSEC	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL
OG0004075	LOC6609006|XP_002033711.1|DSEC	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL
OG0004077	LOC6611612|XP_002036148.2|DSEC	LOC109423086|XP_019553574.2|AEAL
OG0004078	LOC6617019|XP_002041347.1|DSEC	LOC109421797|XP_019551891.1|AEAL
OG0004079	LOC6618987|XP_002043232.1|DSEC	LOC109422010|XP_029732697.1|AEAL
OG0004080	LOC6609462|XP_002034147.1|DSEC	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL
OG0004081	LOC6609220|XP_032570268.1|DSEC	LOC109418256|XP_029720668.1|AEAL
OG0004082	LOC6615301|XP_002039705.1|DSEC	LOC109418264|XP_019547971.2|AEAL
OG0004083	LOC116801434|XP_032576831.1|DSEC	LOC109418266|XP_019547973.1|AEAL
OG0004084	LOC6619372|XP_032573924.1|DSEC	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL
OG0004085	LOC6616844|XP_002041180.1|DSEC	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL
OG0004086	LOC6617160|XP_032577787.1|DSEC	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL
OG0004087	LOC6617601|XP_032581063.1|DSEC	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL
OG0004088	LOC6617134|XP_002041461.1|DSEC	LOC115270953|XP_029736166.1|AEAL, LOC109426164|XP_019557143.2|AEAL, LOC109418435|XP_029708057.1|AEAL
OG0004089	LOC6618998|XP_002043243.2|DSEC	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL
OG0004090	LOC6607726|XP_032579116.1|DSEC	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL
OG0004091	LOC6606327|XP_002031132.1|DSEC	LOC109419214|XP_019548966.2|AEAL
OG0004092	LOC6618946|XP_002043189.1|DSEC	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL
OG0004094	LOC6612547|XP_002037055.1|DSEC	LOC115264368|XP_029723886.1|AEAL, LOC109419295|XP_029723980.1|AEAL, LOC109426108|XP_019557077.2|AEAL
OG0004095	LOC116801474|XP_032577178.1|DSEC	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL
OG0004096	LOC6617161|XP_002041488.1|DSEC	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL
OG0004097	LOC6605523|XP_002030356.1|DSEC	LOC109429495|XP_029724775.1|AEAL, LOC109415717|XP_029724375.1|AEAL
OG0004098	LOC6616850|XP_002041186.1|DSEC	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL
OG0004099	LOC6613867|XP_032577875.1|DSEC	LOC109429511|XP_029724640.1|AEAL
OG0004100	LOC6613878|XP_032577815.1|DSEC	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL
OG0004101	LOC6613882|XP_002038351.1|DSEC	LOC109402951|XP_029724840.1|AEAL, LOC109431763|XP_019563579.2|AEAL
OG0004102	LOC6613884|XP_032579257.1|DSEC	LOC109402890|XP_029724817.1|AEAL, LOC109431761|XP_029724819.1|AEAL, LOC115264930|XP_029724912.1|AEAL
OG0004103	LOC6617017|XP_002041345.1|DSEC	LOC109431766|XP_019563581.1|AEAL, LOC109402854|XP_019531143.1|AEAL, LOC115254142|XP_029724930.1|AEAL
OG0004104	LOC6607577|XP_032577966.1|DSEC	LOC109431755|XP_029724853.1|AEAL, LOC109431757|XP_029724899.1|AEAL
OG0004105	LOC6605841|XP_002030655.2|DSEC	LOC109410438|XP_029725942.1|AEAL, LOC115265216|XP_029725356.1|AEAL
OG0004106	LOC6616460|XP_002040821.1|DSEC	LOC109410447|XP_029725829.1|AEAL, LOC115253963|XP_029710422.1|AEAL
OG0004107	LOC6610506|XP_002035086.1|DSEC	LOC109401476|XP_019529591.2|AEAL, LOC109410444|XP_019539545.2|AEAL
OG0004108	LOC6606295|XP_002031100.1|DSEC	LOC109410451|XP_019539552.2|AEAL, LOC115254151|XP_029725774.1|AEAL
OG0004109	LOC6607727|XP_002032490.2|DSEC	LOC109410458|XP_029726025.1|AEAL, LOC109401464|XP_019529573.2|AEAL
OG0004110	LOC6616538|XP_002040897.1|DSEC	LOC109401487|XP_019529605.1|AEAL, LOC109410461|XP_019539565.1|AEAL
OG0004111	LOC6616957|XP_032579160.1|DSEC	LOC109401488|XP_019529606.1|AEAL, LOC109410418|XP_019539512.2|AEAL
OG0004112	LOC6617038|XP_032576246.1|DSEC	LOC109411327|XP_029726479.1|AEAL
OG0004113	LOC6615229|XP_002039635.1|DSEC	LOC109427073|XP_029726701.1|AEAL, LOC109411330|XP_019540401.1|AEAL, LOC115254152|XP_029726542.1|AEAL, LOC115266496|XP_029728600.1|AEAL
OG0004114	LOC6612369|XP_032580402.1|DSEC	LOC115253766|XP_029726751.1|AEAL, LOC109411332|XP_029726563.1|AEAL, LOC115254171|XP_029728598.1|AEAL, LOC109427070|XP_029726694.1|AEAL
OG0004115	LOC6612372|XP_032580395.1|DSEC	LOC115265500|XP_029726775.1|AEAL, LOC109427067|XP_029728593.1|AEAL, LOC109411336|XP_029726860.1|AEAL
OG0004116	LOC6616951|XP_002041279.1|DSEC	LOC109399736|XP_029727138.1|AEAL, LOC115265547|XP_029726997.1|AEAL
OG0004117	LOC6616683|XP_002041038.1|DSEC	LOC109399745|XP_019527808.2|AEAL
OG0004118	LOC6609633|XP_002034310.1|DSEC	LOC109413689|XP_019542954.1|AEAL
OG0004119	LOC6616657|XP_002041014.1|DSEC	LOC109413671|XP_019542925.1|AEAL
OG0004120	LOC6606282|XP_032578989.1|DSEC	LOC109413666|XP_019542916.2|AEAL
OG0004121	LOC6610833|XP_032574794.1|DSEC	LOC109415651|XP_029727703.1|AEAL
OG0004122	LOC6606304|XP_032577085.1|DSEC	LOC115266789|XP_029729244.1|AEAL, LOC109427018|XP_019558113.2|AEAL
OG0004123	LOC6614332|XP_002038772.2|DSEC	LOC109400190|XP_029728421.1|AEAL, LOC109427092|XP_029728413.1|AEAL
OG0004124	LOC6618620|XP_002042879.1|DSEC	LOC109402022|XP_029723019.1|AEAL, LOC115254113|XP_029723011.1|AEAL, LOC109399720|XP_019527778.2|AEAL
OG0004125	LOC6612808|XP_032579157.1|DSEC	LOC109413708|XP_029736141.1|AEAL, LOC109402032|XP_029736155.1|AEAL, LOC115265550|XP_029727005.1|AEAL
OG0004126	LOC6612800|XP_002037301.1|DSEC	LOC109402027|XP_029736153.1|AEAL, LOC109413707|XP_029736142.1|AEAL
OG0004127	LOC6611898|XP_002036415.1|DSEC	LOC109413884|XP_019543154.1|AEAL, LOC115270930|XP_029736136.1|AEAL
OG0004130	LOC6615076|XP_032581047.1|DSEC	LOC115266491|XP_029728590.1|AEAL, LOC109401337|XP_029723222.1|AEAL, LOC115266370|XP_029728459.1|AEAL
OG0004131	LOC6606158|XP_002030966.1|DSEC	LOC109423854|XP_029728972.1|AEAL, LOC115254178|XP_029728886.1|AEAL, LOC109415775|XP_029712096.1|AEAL
OG0004132	LOC6610542|XP_002035122.1|DSEC	LOC115266633|XP_029729003.1|AEAL, LOC115266602|XP_029728911.1|AEAL, LOC109415326|XP_029728992.1|AEAL
OG0004133	LOC6617692|XP_002042004.1|DSEC	LOC109415340|XP_019544772.2|AEAL, LOC109423651|XP_029729312.1|AEAL
OG0004134	LOC6619633|XP_002043848.1|DSEC	LOC109415343|XP_029729170.1|AEAL, LOC109423625|XP_029729323.1|AEAL
OG0004135	LOC6619286|XP_032579000.1|DSEC	LOC109416221|XP_029712373.1|AEAL, LOC109411737|XP_029729367.1|AEAL
OG0004136	LOC6614322|XP_002038762.1|DSEC	LOC109425542|XP_019556334.2|AEAL
OG0004137	LOC6608434|XP_002033168.1|DSEC	LOC109425545|XP_019556336.2|AEAL, LOC109411295|XP_019540375.2|AEAL
OG0004138	LOC6605975|XP_002030787.1|DSEC	LOC115267015|XP_029729647.1|AEAL, LOC115267156|XP_029729858.1|AEAL, LOC109411254|XP_019540322.2|AEAL, LOC109425595|XP_019556385.2|AEAL
OG0004139	LOC6616229|XP_002040594.1|DSEC	LOC115267146|XP_029729851.1|AEAL, LOC109411846|XP_019541005.2|AEAL, LOC115267088|XP_029729807.1|AEAL, LOC109425549|XP_029729655.1|AEAL
OG0004140	LOC6618956|XP_002043201.1|DSEC	LOC109411109|XP_019540104.2|AEAL, LOC109410905|XP_019539967.2|AEAL
OG0004141	LOC6610067|XP_032571303.1|DSEC	LOC115258977|XP_029715341.1|AEAL, LOC109410943|XP_029718449.1|AEAL
OG0004142	LOC116801963|XP_032580255.1|DSEC	LOC109400860|XP_019528890.2|AEAL, LOC109415487|XP_029731028.1|AEAL
OG0004143	LOC6606662|XP_002031462.1|DSEC	LOC109416752|XP_029731221.1|AEAL
OG0004144	LOC6611876|XP_002036394.2|DSEC	LOC109423452|XP_029731476.1|AEAL, LOC109414743|XP_019544121.1|AEAL
OG0004145	LOC6604852|XP_002029697.1|DSEC	LOC115269174|XP_029733442.1|AEAL, LOC115267956|XP_029731633.1|AEAL, LOC109414654|XP_019544041.2|AEAL
OG0004146	LOC6606197|XP_002031005.1|DSEC	LOC109414620|XP_029733448.1|AEAL, LOC109423423|XP_029731724.1|AEAL, LOC115267959|XP_029731660.1|AEAL
OG0004147	LOC6611892|XP_002036409.1|DSEC	LOC109430482|XP_029732153.1|AEAL
OG0004148	LOC6606630|XP_032577123.1|DSEC	LOC109405762|XP_029732655.1|AEAL, LOC109430416|XP_029718974.1|AEAL
