Orthogroup	DSEC.longest_only	DBUS.longest_only
OG0005993	LOC6605167|XP_032573819.1|DSEC	LOC108600494|XP_017843616.1|DBUS
OG0005994	LOC6616456|XP_002040817.2|DSEC	LOC108598477|XP_017840615.1|DBUS
OG0005995	LOC6616297|XP_002040661.2|DSEC	LOC108598524|XP_017840694.1|DBUS
OG0005997	LOC6608574|XP_002033308.1|DSEC	LOC108595147|XP_017835802.1|DBUS
OG0005998	LOC6605741|XP_002030557.1|DSEC	LOC108598878|XP_017841128.2|DBUS
OG0005999	LOC6610190|XP_002034798.1|DSEC	LOC108604748|XP_017849824.1|DBUS
OG0006000	LOC6609507|XP_002034191.2|DSEC	LOC108597361|XP_017839373.1|DBUS
OG0006001	LOC6610880|XP_032574856.1|DSEC	LOC108601091|XP_017844488.1|DBUS
OG0006002	LOC6615787|XP_032570308.1|DSEC	LOC108595114|XP_017835762.1|DBUS
OG0006003	LOC6605718|XP_032574510.1|DSEC	LOC108598472|XP_017840608.1|DBUS
OG0006004	LOC6613870|XP_032577884.1|DSEC	LOC108603049|XP_017846963.1|DBUS
OG0006005	LOC6608629|XP_002033363.1|DSEC	LOC108597632|XP_017839766.1|DBUS
OG0006006	LOC6615312|XP_002039716.1|DSEC	LOC108595424|XP_017836142.1|DBUS
OG0006007	LOC6619185|XP_002043409.1|DSEC	LOC108595078|XP_017835716.1|DBUS
OG0006008	LOC6613186|XP_032583667.1|DSEC	LOC108608458|XP_017855327.1|DBUS
OG0006009	LOC6616320|XP_002040680.1|DSEC	LOC108600063|XP_017842904.1|DBUS
OG0006010	LOC6616468|XP_032573481.1|DSEC	LOC108598178|XP_033149597.1|DBUS
OG0006011	LOC6610143|XP_002034752.1|DSEC	LOC108599485|XP_017841820.2|DBUS
OG0006012	LOC6605285|XP_032575472.1|DSEC	LOC108598143|XP_033150619.1|DBUS
OG0006013	LOC6608917|XP_002033631.2|DSEC	LOC108594902|XP_017835529.1|DBUS
OG0006014	LOC6605596|XP_002030415.1|DSEC	LOC108598891|XP_017841140.1|DBUS
OG0006015	LOC6609247|XP_002033937.1|DSEC	LOC108595969|XP_017836745.1|DBUS
OG0006016	LOC6608250|XP_002032994.1|DSEC	LOC108595472|XP_017836211.1|DBUS
OG0006017	LOC6608774|XP_002033495.1|DSEC	LOC108596093|XP_017837002.1|DBUS
OG0006018	LOC6609895|XP_002034545.1|DSEC	LOC108596404|XP_017837579.1|DBUS
OG0006019	LOC116800402|XP_032571010.1|DSEC	LOC108597479|XP_017839543.1|DBUS
OG0006020	LOC6616307|XP_002040671.1|DSEC	LOC108600846|XP_017844134.1|DBUS
OG0006021	LOC6605487|XP_032576028.1|DSEC	LOC108601078|XP_033150614.1|DBUS
OG0006022	LOC6617860|XP_002042168.1|DSEC	LOC108594310|XP_017834944.1|DBUS
OG0006023	LOC6616958|XP_002041286.1|DSEC	LOC108603793|XP_017848378.1|DBUS
OG0006024	LOC6617946|XP_032580456.1|DSEC	LOC108605487|XP_017850672.1|DBUS
OG0006025	LOC6608794|XP_002033513.1|DSEC	LOC108596696|XP_033148964.1|DBUS
OG0006026	LOC6607450|XP_002032219.1|DSEC	LOC108602018|XP_017845510.1|DBUS
OG0006027	LOC6609007|XP_002033712.1|DSEC	LOC108597081|XP_017838905.1|DBUS
OG0006028	LOC6609129|XP_032571387.1|DSEC	LOC108595187|XP_017835854.1|DBUS, LOC108594939|XP_033149084.1|DBUS
OG0006029	LOC6608246|XP_002032990.1|DSEC	LOC108595475|XP_017836214.1|DBUS
OG0006030	LOC6607789|XP_002032548.1|DSEC	LOC108604424|XP_017849382.1|DBUS
OG0006031	LOC6608750|XP_032572201.1|DSEC	LOC108595167|XP_017835828.1|DBUS
OG0006032	LOC6615197|XP_032581886.1|DSEC	LOC108606545|XP_033150502.1|DBUS
OG0006033	LOC6608776|XP_002033497.1|DSEC	LOC108596094|XP_017837003.1|DBUS
OG0006034	LOC6619201|XP_002043422.2|DSEC	LOC108601447|XP_017844834.1|DBUS
OG0006035	LOC6606201|XP_002031009.1|DSEC	LOC108596408|XP_017837588.1|DBUS
OG0006036	LOC6611830|XP_002036352.1|DSEC	LOC108607613|XP_017854015.1|DBUS
OG0006037	LOC6609191|XP_002033882.1|DSEC	LOC108597455|XP_017839509.1|DBUS
OG0006038	LOC6614029|XP_002038483.1|DSEC	LOC108601785|XP_017845200.1|DBUS
OG0006039	LOC6619178|XP_002043404.1|DSEC	LOC108597415|XP_017839454.1|DBUS
OG0006040	LOC6609063|XP_032570440.1|DSEC	LOC108595208|XP_017835885.1|DBUS
OG0006041	LOC6618952|XP_002043197.1|DSEC	LOC108607007|XP_017853076.1|DBUS
OG0006042	LOC6609311|XP_032572353.1|DSEC	LOC108596633|XP_017838076.1|DBUS
OG0006043	LOC6606150|XP_032573774.1|DSEC	LOC108598358|XP_017840465.1|DBUS
OG0006044	LOC6615922|XP_002040290.1|DSEC	LOC108606956|XP_017853002.1|DBUS
OG0006045	LOC6619156|XP_032570769.1|DSEC	LOC108595156|XP_017835815.1|DBUS
OG0006046	LOC6609536|XP_002034219.1|DSEC	LOC108596449|XP_017837685.1|DBUS
OG0006047	LOC6605642|XP_002030460.1|DSEC	LOC108600105|XP_017842964.2|DBUS
OG0006048	LOC6605296|XP_002030134.1|DSEC	LOC108598484|XP_017840628.1|DBUS
OG0006049	LOC6618513|XP_002042773.1|DSEC	LOC108606517|XP_017852178.1|DBUS
OG0006050	LOC6612981|XP_002037472.1|DSEC	LOC108603964|XP_017848654.1|DBUS
OG0006051	LOC6619880|XP_002044093.1|DSEC	LOC108599342|XP_017841634.1|DBUS, LOC108606707|XP_017852575.1|DBUS
OG0006052	LOC6618922|XP_002043170.1|DSEC	LOC108596896|XP_017838574.1|DBUS
OG0006053	LOC6604850|XP_002029695.1|DSEC	LOC108600403|XP_017843444.1|DBUS
OG0006054	LOC6620289|XP_032579807.1|DSEC	LOC108607403|XP_033150524.1|DBUS
OG0006056	LOC6609312|XP_002034001.1|DSEC	LOC108595488|XP_017836228.1|DBUS
OG0006057	LOC6610302|XP_002034897.1|DSEC	LOC108600668|XP_017843852.1|DBUS
OG0006058	LOC6613708|XP_032576877.1|DSEC	LOC108604727|XP_017849796.1|DBUS
OG0006059	LOC6605491|XP_032573376.1|DSEC	LOC108599661|XP_017842130.2|DBUS
OG0006060	LOC6605492|XP_032573378.1|DSEC	LOC108599663|XP_017842132.1|DBUS
OG0006061	LOC6615225|XP_032580757.1|DSEC	LOC108606281|XP_017851751.1|DBUS
OG0006062	LOC6606852|XP_002031649.1|DSEC	LOC108601966|XP_017845442.1|DBUS
OG0006063	LOC6611891|XP_002036408.1|DSEC	LOC108606033|XP_017851354.2|DBUS
OG0006064	LOC6609111|XP_002033813.1|DSEC	LOC108597510|XP_017839587.1|DBUS
OG0006065	LOC6610480|XP_002035060.1|DSEC	LOC108600082|XP_017842930.2|DBUS
OG0006066	LOC6607996|XP_002032744.1|DSEC	LOC108596459|XP_017837697.1|DBUS
OG0006067	LOC6608238|XP_032572730.1|DSEC	LOC108596038|XP_017836892.1|DBUS
OG0006068	LOC6615036|XP_002039453.1|DSEC	LOC108606276|XP_017851744.1|DBUS
OG0006069	LOC6606135|XP_002030943.1|DSEC	LOC108600810|XP_017844084.1|DBUS
OG0006070	LOC6616474|XP_032575062.1|DSEC	LOC108603849|XP_017848491.1|DBUS
OG0006071	LOC6618710|XP_002042969.1|DSEC	LOC108604444|XP_017849411.1|DBUS
OG0006072	LOC6610479|XP_002035059.1|DSEC	LOC108600084|XP_017842932.1|DBUS
OG0006073	LOC6610242|XP_002034837.1|DSEC	LOC108600982|XP_017844333.1|DBUS
OG0006074	LOC6619922|XP_032582062.1|DSEC	LOC108606926|XP_017852964.1|DBUS
OG0006075	LOC116802210|XP_032581815.1|DSEC	LOC108606930|XP_017852969.1|DBUS
OG0006076	LOC6609212|XP_002033903.1|DSEC	LOC108596780|XP_017838369.1|DBUS
OG0006077	LOC6619390|XP_032574120.1|DSEC	LOC108600570|XP_017843726.1|DBUS
OG0006078	LOC6619391|XP_032574385.1|DSEC	LOC108600481|XP_017843589.1|DBUS
OG0006079	LOC6616354|XP_002040714.1|DSEC	LOC108601028|XP_017844396.2|DBUS
OG0006080	LOC6605856|XP_032573314.1|DSEC	LOC108600017|XP_017842823.2|DBUS
OG0006081	LOC6608372|XP_032570803.1|DSEC	LOC108595200|XP_017835877.1|DBUS
OG0006082	LOC6608374|XP_002033110.1|DSEC	LOC108595306|XP_017836012.1|DBUS
OG0006083	LOC6618357|XP_002042628.1|DSEC	LOC108599881|XP_017842548.1|DBUS
OG0006084	LOC6605830|XP_032574361.1|DSEC	LOC108599622|XP_017842070.1|DBUS
OG0006085	LOC6616473|XP_002040834.1|DSEC	LOC108598552|XP_017840724.1|DBUS
OG0006086	LOC6616477|XP_032574447.1|DSEC	LOC108598335|XP_033149467.1|DBUS
OG0006087	LOC6609535|XP_002034218.1|DSEC	LOC108597107|XP_017838969.1|DBUS
OG0006088	LOC6606139|XP_002030947.1|DSEC	LOC108598752|XP_017840977.1|DBUS
OG0006089	LOC6612427|XP_002036935.1|DSEC	LOC108605680|XP_017850960.1|DBUS
OG0006090	LOC6605955|XP_032574924.1|DSEC	LOC108598554|XP_033149691.1|DBUS
OG0006091	LOC6605086|XP_032575687.1|DSEC	LOC108599177|XP_017841453.1|DBUS
OG0006092	LOC116801945|XP_032580010.1|DSEC	LOC108605655|XP_017850930.1|DBUS
OG0006093	LOC6608421|XP_002033155.1|DSEC	LOC108595988|XP_017836765.2|DBUS
OG0006094	LOC6605339|XP_002030175.1|DSEC	LOC108600203|XP_017843108.1|DBUS
OG0006095	LOC6608296|XP_002033033.2|DSEC	LOC108595065|XP_017835700.1|DBUS
OG0006096	LOC6609162|XP_032571977.1|DSEC	LOC117135040|XP_033150761.1|DBUS, LOC108596615|XP_017838046.1|DBUS
OG0006097	LOC6618328|XP_032575596.1|DSEC	LOC108600430|XP_033150611.1|DBUS
OG0006098	LOC6617210|XP_002041537.1|DSEC	LOC108608350|XP_017855184.1|DBUS
OG0006099	LOC6609234|XP_002033925.1|DSEC	LOC108595352|XP_017836065.1|DBUS
OG0006100	LOC6615640|XP_002040014.1|DSEC	LOC108595436|XP_017836155.1|DBUS
OG0006101	LOC6611983|XP_002036500.1|DSEC	LOC108600361|XP_017843386.2|DBUS, LOC117134981|XP_033150555.1|DBUS
OG0006102	LOC6609944|XP_032572389.1|DSEC	LOC108594955|XP_017835577.1|DBUS
OG0006103	LOC6617613|XP_032580103.1|DSEC	LOC108605065|XP_017850121.1|DBUS
OG0006104	LOC6618975|XP_002043220.1|DSEC	LOC108605600|XP_017850866.1|DBUS
OG0006105	LOC6618974|XP_002043219.1|DSEC	LOC108604970|XP_017850029.1|DBUS
OG0006106	LOC6616506|XP_032574530.1|DSEC	LOC108600951|XP_017844286.1|DBUS
OG0006107	LOC6615306|XP_002039710.1|DSEC	LOC108597618|XP_017839747.1|DBUS
OG0006108	LOC6615968|XP_002040335.1|DSEC	LOC108606890|XP_017852904.1|DBUS
OG0006109	LOC6616604|XP_002040962.1|DSEC	LOC108599886|XP_017842555.1|DBUS
OG0006110	LOC6618343|XP_002042615.1|DSEC	LOC108598508|XP_033149516.1|DBUS
OG0006111	LOC6615286|XP_002039690.1|DSEC	LOC108595182|XP_017835849.1|DBUS
OG0006112	LOC6613011|XP_002037501.1|DSEC	LOC108596774|XP_017838362.1|DBUS
OG0006113	LOC6606024|XP_002030835.1|DSEC	LOC108598659|XP_017840859.1|DBUS
OG0006114	LOC6612664|XP_002037168.1|DSEC	LOC108603903|XP_017848573.1|DBUS
OG0006115	LOC6608801|XP_002033520.1|DSEC	LOC108597767|XP_017839968.1|DBUS
OG0006116	LOC6608743|XP_002033466.2|DSEC	LOC108597281|XP_017839237.1|DBUS
OG0006117	LOC6609394|XP_002034083.1|DSEC	LOC108597014|XP_017838783.1|DBUS
OG0006118	LOC6609527|XP_032570234.1|DSEC	LOC108596056|XP_017836939.1|DBUS
OG0006119	LOC6609055|XP_002033758.1|DSEC	LOC108596430|XP_017837644.1|DBUS
OG0006120	LOC6609679|XP_002034337.1|DSEC	LOC108595534|XP_017836278.1|DBUS
OG0006121	LOC6616481|XP_002040842.1|DSEC	LOC108598908|XP_017841227.2|DBUS
OG0006122	LOC116801931|XP_032579828.1|DSEC	LOC108607411|XP_017853684.1|DBUS
OG0006123	LOC6618814|XP_032571859.1|DSEC	LOC108596675|XP_017838175.1|DBUS
OG0006124	LOC6607718|XP_002032481.1|DSEC	LOC108602218|XP_017845753.1|DBUS
OG0006125	LOC6605493|XP_032573880.1|DSEC	LOC108600472|XP_017843575.2|DBUS
OG0006126	LOC6611127|XP_032574403.1|DSEC	LOC108600477|XP_017843583.1|DBUS
OG0006127	LOC6605760|XP_002030575.1|DSEC	LOC108600462|XP_017843545.2|DBUS
OG0006128	LOC6605779|XP_002030594.1|DSEC	LOC108599093|XP_017841372.2|DBUS
OG0006129	LOC6605750|XP_002030565.1|DSEC	LOC108600891|XP_017844200.2|DBUS
OG0006130	LOC6605795|XP_002030610.1|DSEC	LOC108600464|XP_017843547.1|DBUS
OG0006132	LOC6605783|XP_002030598.1|DSEC	LOC108598238|XP_017840341.2|DBUS
OG0006133	LOC6605796|XP_002030611.1|DSEC	LOC108600465|XP_017843548.1|DBUS
OG0006134	LOC6605746|XP_032573473.1|DSEC	LOC108600060|XP_017842894.2|DBUS
OG0006135	LOC6605794|XP_002030609.2|DSEC	LOC108600248|XP_033150602.1|DBUS
OG0006136	LOC6605494|XP_002030327.1|DSEC	LOC108600474|XP_017843579.1|DBUS
OG0006137	LOC6605715|XP_002030531.1|DSEC	LOC108599356|XP_017841648.1|DBUS
OG0006138	LOC6608143|XP_002032889.1|DSEC	LOC108595647|XP_017836411.1|DBUS
OG0006139	LOC6608257|XP_002033001.1|DSEC	LOC108597484|XP_017839550.1|DBUS
OG0006140	LOC6618799|XP_032570599.1|DSEC	LOC108594987|XP_017835608.1|DBUS
OG0006141	LOC6609475|XP_002034160.1|DSEC	LOC108596752|XP_017838318.1|DBUS
OG0006142	LOC6618383|XP_002042653.1|DSEC	LOC108598446|XP_017840573.1|DBUS
OG0006143	LOC6605524|XP_002030357.1|DSEC	LOC108598561|XP_033149349.1|DBUS
OG0006144	LOC6605628|XP_032575500.1|DSEC	LOC108598359|XP_017840468.2|DBUS
OG0006145	LOC6619421|XP_002043636.1|DSEC	LOC108599293|XP_017841583.1|DBUS
OG0006146	LOC6611672|XP_002036207.2|DSEC	LOC108607596|XP_017854027.2|DBUS
OG0006147	LOC6607128|XP_002031916.1|DSEC	LOC108603172|XP_017847218.1|DBUS
OG0006148	LOC6616272|XP_002040636.1|DSEC	LOC108601079|XP_017844468.2|DBUS
OG0006149	LOC6605525|XP_002030358.1|DSEC	LOC108598401|XP_017840513.1|DBUS
OG0006150	LOC6605528|XP_002030359.1|DSEC	LOC108598400|XP_017840512.2|DBUS
OG0006151	LOC6611894|XP_002036411.1|DSEC	LOC108599108|XP_017841390.1|DBUS
OG0006152	LOC6619662|XP_002043877.1|DSEC	LOC108604338|XP_017849251.1|DBUS
OG0006153	LOC6609523|XP_002034207.1|DSEC	LOC108595336|XP_017836044.1|DBUS
OG0006154	LOC6619682|XP_002043897.1|DSEC	LOC108601476|XP_017844864.1|DBUS
OG0006155	LOC6607124|XP_002031912.2|DSEC, LOC6621815|XP_032577772.1|DSEC, LOC116801551|XP_032577771.1|DSEC	LOC108602602|XP_017846229.1|DBUS
OG0006156	LOC6607190|XP_002031974.2|DSEC	LOC108604154|XP_017848966.1|DBUS
OG0006157	LOC6615821|XP_002040191.1|DSEC	LOC108595745|XP_017836523.1|DBUS
OG0006158	LOC6605416|XP_002030249.2|DSEC	LOC108599477|XP_017841805.1|DBUS
OG0006159	LOC6609148|XP_002033850.1|DSEC	LOC108594991|XP_017835613.1|DBUS
OG0006160	LOC6615822|XP_002040192.1|DSEC	LOC108595327|XP_017836036.1|DBUS
OG0006161	LOC6608341|XP_032571260.1|DSEC	LOC108596542|XP_017837923.1|DBUS
OG0006162	LOC6620286|XP_032579854.1|DSEC	LOC117134627|XP_033150538.1|DBUS
OG0006163	LOC6609137|XP_002033839.1|DSEC	LOC108594935|XP_017835559.1|DBUS
OG0006165	LOC6616502|XP_002040862.1|DSEC, LOC6616467|XP_002040828.1|DSEC	LOC108598946|XP_017841205.1|DBUS
OG0006166	LOC6611822|XP_002036344.2|DSEC	LOC108600490|XP_033149755.1|DBUS
OG0006168	LOC6612330|XP_002036840.1|DSEC	LOC108604962|XP_033150239.1|DBUS
OG0006169	LOC6612425|XP_002036933.1|DSEC	LOC108606139|XP_017851482.1|DBUS
OG0006170	LOC6615350|XP_032572663.1|DSEC	LOC108594934|XP_017835557.1|DBUS
OG0006171	LOC6606058|XP_002030869.1|DSEC, LOC6621197|XP_002045376.1|DSEC	LOC108598882|XP_017841131.2|DBUS
OG0006172	LOC6611167|XP_002035724.2|DSEC, LOC6611168|XP_002035725.2|DSEC	LOC108597990|XP_017840095.1|DBUS
OG0006173	LOC6617371|XP_002041696.2|DSEC, LOC6617370|XP_002041695.1|DSEC	LOC108602344|XP_017845932.1|DBUS
OG0006174	LOC6618313|XP_002042586.1|DSEC, LOC6618314|XP_002042587.2|DSEC	LOC108598219|XP_017840324.2|DBUS
OG0006175	LOC6615294|XP_032571733.1|DSEC	LOC108596343|XP_017837487.1|DBUS
OG0006176	LOC6613716|XP_032576630.1|DSEC	LOC108605453|XP_017850630.1|DBUS
OG0006182	LOC6607458|XP_002032227.1|DSEC	LOC108603136|XP_017847146.1|DBUS
OG0006184	LOC6607342|XP_002032115.1|DSEC	LOC108602349|XP_017845938.1|DBUS
OG0006185	LOC6606279|XP_002031084.1|DSEC	LOC108603046|XP_017846953.1|DBUS
OG0006186	LOC6607349|XP_002032122.1|DSEC	LOC108604449|XP_017849417.1|DBUS
OG0006187	LOC6612831|XP_002037332.1|DSEC	LOC108602642|XP_017846276.1|DBUS
OG0006188	LOC6612210|XP_032582403.1|DSEC	LOC108605154|XP_017850217.1|DBUS
OG0006189	LOC6612211|XP_002036728.2|DSEC	LOC108605181|XP_017850260.1|DBUS
OG0006190	LOC6607827|XP_032579285.1|DSEC	LOC108603805|XP_017848392.1|DBUS
OG0006191	LOC6617170|XP_002041497.1|DSEC	LOC108604631|XP_017849668.1|DBUS
OG0006192	LOC6612196|XP_002036708.2|DSEC	LOC108605075|XP_017850131.1|DBUS
OG0006193	LOC6618514|XP_002042774.1|DSEC	LOC108605860|XP_017851160.1|DBUS
OG0006194	LOC6618114|XP_032581634.1|DSEC	LOC108605151|XP_017850214.1|DBUS
OG0006195	LOC6619592|XP_032580012.1|DSEC	LOC108605713|XP_017850996.1|DBUS
OG0006196	LOC6607058|XP_032577368.1|DSEC	LOC117134661|XP_033148941.1|DBUS
OG0006197	LOC6619449|XP_032579774.1|DSEC	LOC108607364|XP_017853566.1|DBUS
OG0006198	LOC6614805|XP_032581382.1|DSEC, LOC116802684|XP_032582940.1|DSEC	LOC108606187|XP_017851529.1|DBUS
OG0006199	LOC6607839|XP_002032596.1|DSEC	LOC108604195|XP_017849037.1|DBUS
OG0006200	LOC6616747|XP_002041084.2|DSEC	LOC108604721|XP_017849787.1|DBUS
OG0006201	LOC6614852|XP_032582348.1|DSEC	LOC108606598|XP_017852337.1|DBUS
OG0006202	LOC6614851|XP_002039269.1|DSEC	LOC108606597|XP_017852334.1|DBUS
OG0006203	LOC6618057|XP_032582645.1|DSEC	LOC108606443|XP_017852043.1|DBUS
OG0006204	LOC6606367|XP_002031172.1|DSEC	LOC108603460|XP_017847782.1|DBUS
OG0006205	LOC6620462|XP_002044669.1|DSEC	LOC108605246|XP_017850345.1|DBUS
OG0006206	LOC6620002|XP_032581219.1|DSEC	LOC108607682|XP_017854127.2|DBUS
OG0006207	LOC6613489|XP_002037958.1|DSEC	LOC108607462|XP_017853789.2|DBUS
OG0006208	LOC6610150|XP_002034759.1|DSEC	LOC108600245|XP_017843170.1|DBUS
OG0006209	LOC6619800|XP_002044013.1|DSEC	LOC108606111|XP_017851453.1|DBUS
OG0006210	LOC6619746|XP_032580586.1|DSEC	LOC108606200|XP_017851547.1|DBUS
OG0006211	LOC6611626|XP_002036162.1|DSEC	LOC108596958|XP_017838696.1|DBUS
OG0006212	LOC6611625|XP_032578634.1|DSEC	LOC108596951|XP_017838683.2|DBUS
OG0006213	LOC6613785|XP_032578084.1|DSEC	LOC108601379|XP_017844767.1|DBUS
OG0006214	LOC6617922|XP_002042230.1|DSEC	LOC108607005|XP_017853071.1|DBUS
OG0006215	LOC6620263|XP_002044471.2|DSEC	LOC108606328|XP_017851837.1|DBUS
OG0006216	LOC6617104|XP_032577639.1|DSEC	LOC108601733|XP_017845143.1|DBUS
OG0006217	LOC6618096|XP_032580995.1|DSEC	LOC108607253|XP_017853425.1|DBUS
OG0006218	LOC6611203|XP_002035759.1|DSEC	LOC108608180|XP_017854928.2|DBUS
OG0006219	LOC6616014|XP_032581769.1|DSEC	LOC108606291|XP_033150405.1|DBUS
OG0006220	LOC6606129|XP_002030937.2|DSEC	LOC108598089|XP_017840192.1|DBUS
OG0006221	LOC6612967|XP_002037458.2|DSEC	LOC108602167|XP_017845689.1|DBUS
OG0006222	LOC6612965|XP_002037456.1|DSEC	LOC108601931|XP_017845398.1|DBUS
OG0006223	LOC6615132|XP_002039548.1|DSEC	LOC108605797|XP_017851089.1|DBUS
OG0006224	LOC6620464|XP_032582738.1|DSEC	LOC108606646|XP_017852437.1|DBUS
OG0006225	LOC6612327|XP_002036837.1|DSEC	LOC108607061|XP_017853163.1|DBUS
OG0006226	LOC6608577|XP_002033311.1|DSEC	LOC108597728|XP_017839912.2|DBUS
OG0006227	LOC6617653|XP_032580704.1|DSEC	LOC108605253|XP_017850362.1|DBUS
OG0006228	LOC6609953|XP_002034599.1|DSEC	LOC108595991|XP_017836767.1|DBUS
OG0006229	LOC6620107|XP_032579887.1|DSEC	LOC108607385|XP_017853615.1|DBUS
OG0006230	LOC6617989|XP_032582706.1|DSEC	LOC108606370|XP_017851908.1|DBUS
OG0006231	LOC6618458|XP_032582038.1|DSEC	LOC108606590|XP_033150289.1|DBUS
OG0006232	LOC6620006|XP_032582284.1|DSEC	LOC108606495|XP_017852140.1|DBUS
OG0006233	LOC6620008|XP_032580911.1|DSEC	LOC108606496|XP_017852144.1|DBUS
OG0006234	LOC6617990|XP_002042298.1|DSEC	LOC108605180|XP_017850258.1|DBUS
OG0006235	LOC6614962|XP_032582526.1|DSEC	LOC108605001|XP_017850057.1|DBUS
OG0006236	LOC6619590|XP_002043805.1|DSEC	LOC108607087|XP_017853199.1|DBUS
OG0006237	LOC6620461|XP_002044668.1|DSEC	LOC108605951|XP_017851261.1|DBUS
OG0006238	LOC6617937|XP_032581095.1|DSEC	LOC108606592|XP_017852327.1|DBUS
OG0006239	LOC6620594|XP_032581439.1|DSEC	LOC108606761|XP_017852661.1|DBUS
OG0006240	LOC6612744|XP_002037247.1|DSEC	LOC108603923|XP_017848606.1|DBUS
OG0006241	LOC6617991|XP_002042299.1|DSEC	LOC108605162|XP_017850233.1|DBUS
OG0006242	LOC6619903|XP_002044115.1|DSEC	LOC108606883|XP_017852897.1|DBUS
OG0006243	LOC6607047|XP_002031835.1|DSEC	LOC108601698|XP_017845099.1|DBUS
OG0006244	LOC6607133|XP_002031919.1|DSEC	LOC108604587|XP_017849607.1|DBUS
OG0006245	LOC6607433|XP_002032202.2|DSEC	LOC108603272|XP_017847420.1|DBUS
OG0006246	LOC6616221|XP_032582620.1|DSEC	LOC108606039|XP_017851358.1|DBUS, LOC108605098|XP_017850306.1|DBUS
OG0006247	LOC6608069|XP_032570810.1|DSEC	LOC108594895|XP_017835522.1|DBUS
OG0006248	LOC6619240|XP_002043459.1|DSEC	LOC108603834|XP_017848466.1|DBUS
OG0006249	LOC6613336|XP_032569722.1|DSEC	LOC108608353|XP_017855187.1|DBUS
OG0006250	LOC6619939|XP_002044151.2|DSEC	LOC108607011|XP_017853080.1|DBUS
OG0006251	LOC6617092|XP_002041419.1|DSEC	LOC108604466|XP_017849438.1|DBUS
OG0006252	LOC6617093|XP_002041420.1|DSEC	LOC108604465|XP_017849437.1|DBUS
OG0006253	LOC6616220|XP_002040585.2|DSEC	LOC108606575|XP_017852284.1|DBUS
OG0006254	LOC6618181|XP_002042456.1|DSEC	LOC108604630|XP_017849667.1|DBUS
OG0006255	LOC6607493|XP_002032262.1|DSEC	LOC108601981|XP_017845465.1|DBUS
OG0006256	LOC6617996|XP_002042304.1|DSEC	LOC108605770|XP_017851063.1|DBUS
OG0006257	LOC6617472|XP_032582311.1|DSEC	LOC108606298|XP_017851774.1|DBUS
OG0006258	LOC6619799|XP_032580651.1|DSEC	LOC108606109|XP_017851445.2|DBUS
OG0006259	LOC6606455|XP_002031258.1|DSEC	LOC108604226|XP_017849080.1|DBUS
OG0006260	LOC6617471|XP_002041788.1|DSEC	LOC108606853|XP_017852839.2|DBUS
OG0006261	LOC6617704|XP_002042016.1|DSEC	LOC108608530|XP_017855434.1|DBUS
OG0006262	LOC6617514|XP_002041830.2|DSEC	LOC108606679|XP_017852514.1|DBUS
OG0006263	LOC6612381|XP_032580407.1|DSEC	LOC108606553|XP_017852243.1|DBUS
OG0006264	LOC6616057|XP_002040423.2|DSEC	LOC108606440|XP_017852041.1|DBUS
OG0006265	LOC6609382|XP_002034071.1|DSEC	LOC108595979|XP_017836755.2|DBUS
OG0006266	LOC6616054|XP_002040420.1|DSEC	LOC108605565|XP_017850821.1|DBUS
OG0006267	LOC6618547|XP_032581232.1|DSEC	LOC108606402|XP_033150429.1|DBUS
OG0006268	LOC6615527|XP_002039906.2|DSEC	LOC108595282|XP_017835984.1|DBUS
OG0006269	LOC6607139|XP_002031925.1|DSEC	LOC108604150|XP_017848953.1|DBUS
OG0006270	LOC6617504|XP_002041820.1|DSEC	LOC108604957|XP_017850015.1|DBUS
OG0006271	LOC6606950|XP_002031744.2|DSEC	LOC108601861|XP_017845306.1|DBUS
OG0006272	LOC6618447|XP_032581411.1|DSEC	LOC108607122|XP_017853244.1|DBUS
OG0006273	LOC6607898|XP_002032652.1|DSEC	LOC108605448|XP_017850619.1|DBUS
OG0006274	LOC6618666|XP_032581001.1|DSEC	LOC108605205|XP_017850296.1|DBUS
OG0006275	LOC6616187|XP_002040552.1|DSEC	LOC108605454|XP_017850628.1|DBUS
OG0006276	LOC6610180|XP_002034788.1|DSEC	LOC108601048|XP_017844429.1|DBUS
OG0006277	LOC6614342|XP_032577543.1|DSEC	LOC108597685|XP_017839849.1|DBUS
OG0006278	LOC6618091|XP_002042389.1|DSEC	LOC108605528|XP_017850768.1|DBUS
OG0006279	LOC6620974|XP_032580184.1|DSEC	LOC108606981|XP_017853044.1|DBUS
OG0006280	LOC6620342|XP_002044550.2|DSEC	LOC108606361|XP_033150180.1|DBUS
OG0006281	LOC6620344|XP_002044552.1|DSEC	LOC108606360|XP_033150250.1|DBUS
OG0006282	LOC6615067|XP_002039484.2|DSEC	LOC108606603|XP_017852352.1|DBUS
OG0006283	LOC6607621|XP_002032389.1|DSEC	LOC108601841|XP_017845275.1|DBUS
OG0006284	LOC6605893|XP_002030706.1|DSEC	LOC108599319|XP_017841610.1|DBUS
OG0006285	LOC116801772|XP_032579110.1|DSEC	LOC108601237|XP_017844625.1|DBUS
OG0006286	LOC6613768|XP_002038237.2|DSEC	LOC108602002|XP_017845492.1|DBUS
OG0006287	LOC6619925|XP_002044137.1|DSEC	LOC108605915|XP_017851220.1|DBUS
OG0006288	LOC6612919|XP_002037411.2|DSEC	LOC108602006|XP_017845497.1|DBUS
