Orthogroup	DSEC.longest_only	CPIP.longest_only
OG0003587	LOC6617350|XP_002041675.1|DSEC	LOC120425974|XP_039446562.1|CPIP
OG0003588	LOC6606617|XP_002031418.1|DSEC	LOC120422331|XP_039441660.1|CPIP
OG0003589	LOC6609377|XP_002034066.1|DSEC	LOC120422349|XP_039441679.1|CPIP
OG0003590	LOC6610434|XP_002035015.1|DSEC	LOC120420566|XP_039439575.1|CPIP
OG0003591	LOC6610347|XP_032574190.1|DSEC	LOC120429984|XP_039451013.1|CPIP
OG0003592	LOC6605450|XP_032574795.1|DSEC	LOC120422847|XP_039442326.1|CPIP
OG0003593	LOC6604781|XP_032574416.1|DSEC	LOC120422433|XP_039441785.1|CPIP
OG0003594	LOC6611128|XP_032574406.1|DSEC	LOC120415748|XP_039433289.1|CPIP
OG0003595	LOC6609272|XP_032571344.1|DSEC	LOC120415739|XP_039433274.1|CPIP
OG0003596	LOC6607880|XP_002032634.2|DSEC	LOC120415735|XP_039433264.1|CPIP
OG0003597	LOC6607870|XP_002032624.1|DSEC	LOC120415752|XP_039433294.1|CPIP
OG0003598	LOC6610779|XP_032575705.1|DSEC	LOC120428572|XP_039449539.1|CPIP
OG0003599	LOC6613181|XP_002037662.1|DSEC	LOC120424877|XP_039445071.1|CPIP
OG0003600	LOC6604879|XP_032574955.1|DSEC	LOC120424883|XP_039445081.1|CPIP
OG0003601	LOC6608280|XP_032571776.1|DSEC	LOC120418863|XP_039437332.1|CPIP
OG0003602	LOC6615763|XP_032572694.1|DSEC	LOC120418856|XP_039437317.1|CPIP
OG0003603	LOC6604860|XP_002029705.1|DSEC	LOC120430196|XP_039451213.1|CPIP
OG0003604	LOC6619302|XP_032573954.1|DSEC	LOC120430042|XP_039451068.1|CPIP
OG0003605	LOC6607623|XP_002032391.1|DSEC	LOC120430147|XP_039451169.1|CPIP
OG0003606	LOC6609653|XP_002034327.1|DSEC	LOC120430158|XP_039451177.1|CPIP
OG0003607	LOC6609695|XP_002034352.1|DSEC	LOC120430016|XP_039451048.1|CPIP
OG0003608	LOC6605129|XP_002029970.1|DSEC	LOC120422884|XP_039442378.1|CPIP
OG0003609	LOC6608298|XP_002033035.1|DSEC	LOC120430755|XP_039451800.1|CPIP, LOC120430317|XP_039451352.1|CPIP
OG0003610	LOC6620534|XP_002044733.1|DSEC	LOC120416555|XP_039434221.1|CPIP
OG0003611	LOC6604985|XP_032575400.1|DSEC	LOC120430951|XP_039452008.1|CPIP
OG0003612	LOC6615272|XP_002039676.1|DSEC	LOC120429260|XP_039450413.1|CPIP
OG0003613	LOC6608019|XP_002032767.1|DSEC	LOC120423179|XP_039442804.1|CPIP
OG0003614	LOC6608020|XP_002032768.1|DSEC	LOC120423180|XP_039442805.1|CPIP
OG0003615	LOC6615699|XP_002040070.1|DSEC	LOC120420670|XP_039439702.1|CPIP
OG0003616	LOC6615560|XP_002039934.1|DSEC	LOC120412428|XP_039428821.1|CPIP
OG0003617	LOC6608858|XP_032570784.1|DSEC	LOC120426803|XP_039447521.1|CPIP
OG0003618	LOC6608857|XP_032570780.1|DSEC	LOC120426802|XP_039447516.1|CPIP
OG0003619	LOC6608914|XP_002033628.1|DSEC	LOC120428619|XP_039449597.1|CPIP
OG0003620	LOC6613028|XP_002037518.1|DSEC	LOC120413201|XP_039429850.1|CPIP
OG0003621	LOC6604981|XP_002029824.1|DSEC	LOC120431468|XP_039452516.1|CPIP
OG0003622	LOC6604982|XP_032573648.1|DSEC	LOC120431467|XP_039452515.1|CPIP
OG0003623	LOC116800661|XP_032572716.1|DSEC	LOC120421532|XP_039440685.1|CPIP
OG0003624	LOC6615755|XP_002040126.1|DSEC	LOC120428750|XP_039449765.1|CPIP
OG0003625	LOC6608017|XP_032572866.1|DSEC	LOC120428754|XP_039449770.1|CPIP
OG0003626	LOC6609294|XP_002033984.1|DSEC	LOC120413254|XP_039429917.1|CPIP
OG0003627	LOC6609842|XP_032572487.1|DSEC	LOC120413253|XP_039429916.1|CPIP
OG0003628	LOC6608353|XP_032572633.1|DSEC	LOC120413218|XP_039429873.1|CPIP
OG0003629	LOC6608939|XP_002033653.1|DSEC	LOC120413235|XP_039429899.1|CPIP
OG0003630	LOC6613016|XP_032570962.1|DSEC	LOC120413221|XP_039429881.1|CPIP
OG0003631	LOC6619379|XP_002043595.1|DSEC	LOC120413214|XP_039429866.1|CPIP
OG0003632	LOC6610850|XP_002035416.1|DSEC	LOC120413238|XP_039429902.1|CPIP, LOC120413263|XP_039429925.1|CPIP
OG0003633	LOC6608899|XP_002033613.1|DSEC	LOC120418504|XP_039436875.1|CPIP
OG0003634	LOC6604895|XP_032574517.1|DSEC	LOC120413204|XP_039429854.1|CPIP
OG0003635	LOC6610615|XP_032574100.1|DSEC	LOC120413156|XP_039429798.1|CPIP
OG0003636	LOC6608284|XP_002033028.1|DSEC	LOC120418625|XP_039437003.1|CPIP, LOC120418489|XP_039436860.1|CPIP
OG0003637	LOC6608866|XP_002033580.1|DSEC	LOC120418500|XP_039436871.1|CPIP
OG0003638	LOC6619408|XP_032573969.1|DSEC	LOC120424827|XP_039444982.1|CPIP
OG0003639	LOC6611849|XP_002036371.1|DSEC	LOC120424848|XP_039445030.1|CPIP
OG0003640	LOC6609277|XP_002033967.1|DSEC	LOC120420077|XP_039438936.1|CPIP
OG0003641	LOC6615346|XP_002039744.1|DSEC	LOC120420075|XP_039438933.1|CPIP
OG0003642	LOC6608123|XP_032570469.1|DSEC	LOC120420104|XP_039438985.1|CPIP
OG0003643	LOC6613035|XP_002037525.1|DSEC	LOC120420090|XP_039438956.1|CPIP
OG0003644	LOC6608439|XP_032572801.1|DSEC	LOC120420063|XP_039438911.1|CPIP
OG0003645	LOC6610521|XP_002035101.1|DSEC	LOC120429150|XP_039450289.1|CPIP
OG0003646	LOC6604818|XP_002029662.1|DSEC	LOC120429154|XP_039450296.1|CPIP
OG0003647	LOC6605010|XP_002029853.1|DSEC	LOC120416508|XP_039434160.1|CPIP
OG0003648	LOC6613416|XP_002037890.2|DSEC	LOC120416529|XP_039434180.1|CPIP
OG0003649	LOC6619644|XP_002043859.1|DSEC	LOC120428834|XP_039449884.1|CPIP
OG0003650	LOC6619962|XP_032581273.1|DSEC	LOC120428833|XP_039449883.1|CPIP
OG0003651	LOC6612810|XP_032579156.1|DSEC	LOC120413475|XP_039430248.1|CPIP
OG0003652	LOC6605479|XP_002030312.1|DSEC	LOC120418018|XP_039436195.1|CPIP
OG0003653	LOC6619405|XP_002043620.1|DSEC	LOC120418047|XP_039436229.1|CPIP
OG0003654	LOC6606049|XP_002030860.2|DSEC	LOC120424198|XP_039444190.1|CPIP
OG0003655	LOC6614696|XP_002039123.1|DSEC	LOC120425592|XP_039446107.1|CPIP
OG0003656	LOC6605484|XP_002030317.2|DSEC	LOC120425586|XP_039446097.1|CPIP
OG0003657	LOC6605185|XP_002030024.1|DSEC	LOC120418933|XP_039437404.1|CPIP
OG0003658	LOC6607095|XP_002031883.1|DSEC	LOC120418923|XP_039437387.1|CPIP
OG0003659	LOC6619437|XP_002043652.1|DSEC	LOC120418921|XP_039437385.1|CPIP
OG0003660	LOC6610153|XP_032573886.1|DSEC	LOC120418907|XP_039437368.1|CPIP
OG0003661	LOC6610498|XP_032573995.1|DSEC	LOC120420644|XP_039439656.1|CPIP
OG0003662	LOC6616419|XP_002040779.1|DSEC	LOC120420685|XP_039439714.1|CPIP
OG0003663	LOC6610923|XP_002035480.1|DSEC	LOC120412381|XP_039428743.1|CPIP
OG0003664	LOC6610925|XP_002035482.1|DSEC	LOC120412380|XP_039428739.1|CPIP
OG0003665	LOC6608492|XP_002033226.1|DSEC	LOC120412390|XP_039428765.1|CPIP
OG0003666	LOC6607886|XP_002032640.1|DSEC	LOC120412392|XP_039428773.1|CPIP
OG0003667	LOC6610604|XP_002035172.1|DSEC	LOC120413486|XP_039430270.1|CPIP
OG0003668	LOC6620583|XP_032570445.1|DSEC	LOC120412619|XP_039429103.1|CPIP
OG0003669	LOC6608559|XP_002033293.1|DSEC	LOC120421527|XP_039440680.1|CPIP
OG0003670	LOC6608558|XP_002033292.1|DSEC	LOC120421526|XP_039440679.1|CPIP
OG0003671	LOC6615750|XP_032570336.1|DSEC	LOC120429132|XP_039450264.1|CPIP
OG0003672	LOC6619686|XP_002043901.1|DSEC	LOC120424862|XP_039445049.1|CPIP
OG0003673	LOC6621912|XP_032571016.1|DSEC	LOC120430654|XP_039451694.1|CPIP
OG0003674	LOC6609361|XP_032570551.1|DSEC	LOC120422291|XP_039441617.1|CPIP
OG0003675	LOC6608097|XP_002032845.1|DSEC	LOC120422294|XP_039441621.1|CPIP
OG0003676	LOC6608096|XP_032572316.1|DSEC	LOC120422293|XP_039441620.1|CPIP
OG0003677	LOC116800898|XP_032573234.1|DSEC	LOC120423606|XP_039443405.1|CPIP
OG0003678	LOC6610709|XP_002035275.1|DSEC	LOC120419972|XP_039438782.1|CPIP
OG0003679	LOC6610704|XP_002035270.1|DSEC	LOC120419980|XP_039438792.1|CPIP
OG0003680	LOC6609697|XP_002034354.1|DSEC	LOC120414123|XP_039431085.1|CPIP
OG0003681	LOC6609334|XP_002034023.1|DSEC	LOC120414124|XP_039431086.1|CPIP
OG0003682	LOC6606670|XP_032577181.1|DSEC	LOC120414114|XP_039431076.1|CPIP
OG0003683	LOC6608943|XP_032571687.1|DSEC	LOC120414122|XP_039431084.1|CPIP
OG0003684	LOC6605039|XP_002029881.1|DSEC	LOC120417210|XP_039435108.1|CPIP, LOC120430339|XP_039451375.1|CPIP
OG0003685	LOC6604949|XP_032574504.1|DSEC	LOC120418569|XP_039436947.1|CPIP, LOC120418566|XP_039436936.1|CPIP
OG0003686	LOC6608424|XP_032572501.1|DSEC	LOC120418522|XP_039436892.1|CPIP
OG0003687	LOC6609673|XP_002034331.1|DSEC	LOC120418551|XP_039436918.1|CPIP
OG0003688	LOC6615556|XP_002039930.1|DSEC	LOC120418552|XP_039436920.1|CPIP
OG0003689	LOC6616584|XP_032574205.1|DSEC	LOC120418531|XP_039436901.1|CPIP
OG0003690	LOC116801074|XP_032574489.1|DSEC	LOC120418532|XP_039436903.1|CPIP
OG0003691	LOC6605833|XP_032573369.1|DSEC	LOC120418549|XP_039436915.1|CPIP
OG0003692	LOC6608001|XP_002032749.2|DSEC	LOC120431431|XP_039452486.1|CPIP, LOC120426205|XP_039446848.1|CPIP
OG0003693	LOC6610145|XP_032574520.1|DSEC	LOC120431880|XP_039452943.1|CPIP, LOC120414462|XP_039431584.1|CPIP
OG0003694	LOC6605946|XP_002030758.1|DSEC	LOC120414433|XP_039431551.1|CPIP
OG0003695	LOC6606083|XP_032574185.1|DSEC	LOC120414447|XP_039431568.1|CPIP
OG0003696	LOC6608692|XP_002033419.1|DSEC	LOC120429028|XP_039450098.1|CPIP
OG0003697	LOC6608467|XP_002033201.1|DSEC	LOC120423616|XP_039443417.1|CPIP
OG0003698	LOC6605050|XP_002029892.1|DSEC	LOC120426782|XP_039447490.1|CPIP
OG0003699	LOC6618830|XP_032571384.1|DSEC	LOC120419515|XP_039438149.1|CPIP
OG0003700	LOC6618881|XP_002043129.2|DSEC	LOC120419539|XP_039438182.1|CPIP
OG0003701	LOC6611607|XP_002036144.1|DSEC	LOC120419523|XP_039438168.1|CPIP
OG0003702	LOC6605639|XP_002030457.1|DSEC	LOC120413393|XP_039430125.1|CPIP
OG0003703	LOC6610574|XP_032574260.1|DSEC	LOC120413412|XP_039430151.1|CPIP
OG0003704	LOC6606081|XP_002030890.1|DSEC	LOC120413401|XP_039430135.1|CPIP
OG0003705	LOC6608105|XP_032570123.1|DSEC	LOC120430383|XP_039451415.1|CPIP, LOC120430839|XP_039451889.1|CPIP
OG0003706	LOC6610918|XP_002035475.1|DSEC	LOC120427789|XP_039448647.1|CPIP
OG0003707	LOC6610292|XP_032573792.1|DSEC	LOC120427774|XP_039448628.1|CPIP
OG0003708	LOC6605882|XP_002030696.2|DSEC	LOC120422275|XP_039441593.1|CPIP, LOC120430407|XP_039451446.1|CPIP, LOC120425139|XP_039445500.1|CPIP
OG0003709	LOC6608920|XP_002033634.1|DSEC	LOC120422287|XP_039441611.1|CPIP
OG0003710	LOC6608921|XP_002033635.1|DSEC	LOC120422282|XP_039441603.1|CPIP
OG0003711	LOC6619365|XP_032574634.1|DSEC	LOC120423774|XP_039443627.1|CPIP
OG0003712	LOC6609147|XP_002033849.1|DSEC	LOC120423787|XP_039443639.1|CPIP
OG0003713	LOC6610087|XP_002034703.1|DSEC	LOC120423763|XP_039443610.1|CPIP
OG0003714	LOC6610088|XP_002034704.1|DSEC	LOC120423785|XP_039443637.1|CPIP
OG0003715	LOC6604861|XP_002029706.1|DSEC	LOC120421632|XP_039440793.1|CPIP
OG0003716	LOC6605530|XP_032574244.1|DSEC	LOC120424482|XP_039444555.1|CPIP
OG0003717	LOC6605994|XP_002030805.1|DSEC	LOC120424490|XP_039444568.1|CPIP
OG0003718	LOC6604835|XP_002029680.1|DSEC	LOC120424499|XP_039444584.1|CPIP
OG0003719	LOC6605634|XP_002030452.1|DSEC	LOC120420919|XP_039439980.1|CPIP
OG0003720	LOC6615222|XP_002039628.1|DSEC	LOC120430130|XP_039451149.1|CPIP, LOC120431473|XP_039452521.1|CPIP
OG0003721	LOC6615550|XP_002039924.1|DSEC	LOC120431479|XP_039452528.1|CPIP, LOC120424649|XP_039444754.1|CPIP
OG0003722	LOC6611176|XP_032573334.1|DSEC	LOC120429807|XP_039450791.1|CPIP
OG0003723	LOC6605035|XP_002029877.1|DSEC	LOC120412586|XP_039429033.1|CPIP
OG0003724	LOC6610894|XP_002035457.1|DSEC	LOC120412597|XP_039429064.1|CPIP
OG0003725	LOC6605455|XP_032574652.1|DSEC	LOC120412571|XP_039429019.1|CPIP
OG0003726	LOC6610872|XP_032573757.1|DSEC	LOC120412604|XP_039429086.1|CPIP
OG0003727	LOC6616444|XP_002040805.2|DSEC	LOC120427731|XP_039448568.1|CPIP
OG0003728	LOC6606152|XP_002030960.1|DSEC	LOC120415775|XP_039433329.1|CPIP
OG0003729	LOC6610400|XP_032576038.1|DSEC	LOC120415774|XP_039433324.1|CPIP
OG0003730	LOC6610523|XP_032574060.1|DSEC	LOC120418658|XP_039437038.1|CPIP
OG0003731	LOC6610750|XP_002035316.1|DSEC	LOC120418686|XP_039437082.1|CPIP
OG0003732	LOC6605211|XP_002030049.1|DSEC	LOC120418682|XP_039437073.1|CPIP
OG0003733	LOC6610309|XP_032574676.1|DSEC	LOC120418653|XP_039437032.1|CPIP
OG0003734	LOC6610191|XP_032575063.1|DSEC	LOC120418995|XP_039437499.1|CPIP
OG0003735	LOC6615798|XP_002040168.1|DSEC	LOC120427118|XP_039447905.1|CPIP
OG0003736	LOC6609817|XP_032571456.1|DSEC	LOC120427116|XP_039447899.1|CPIP
OG0003737	LOC6615512|XP_002039891.1|DSEC	LOC120427129|XP_039447916.1|CPIP
OG0003738	LOC6615598|XP_032572135.1|DSEC	LOC120422705|XP_039442151.1|CPIP
OG0003739	LOC6608012|XP_032570327.1|DSEC	LOC120422689|XP_039442132.1|CPIP
OG0003740	LOC6608006|XP_002032754.1|DSEC	LOC120422683|XP_039442127.1|CPIP
OG0003741	LOC6610310|XP_002034905.1|DSEC	LOC120422693|XP_039442136.1|CPIP
OG0003742	LOC6618363|XP_002042633.1|DSEC	LOC120422692|XP_039442135.1|CPIP
OG0003743	LOC6608091|XP_032570251.1|DSEC	LOC120417466|XP_039435469.1|CPIP
OG0003744	LOC6608008|XP_002032756.1|DSEC	LOC120417485|XP_039435495.1|CPIP
OG0003745	LOC6608847|XP_002033561.1|DSEC	LOC120417488|XP_039435498.1|CPIP
OG0003746	LOC6615282|XP_032572204.1|DSEC	LOC120417449|XP_039435427.1|CPIP
OG0003747	LOC6605427|XP_002030260.1|DSEC	LOC120417450|XP_039435433.1|CPIP
OG0003748	LOC6605424|XP_002030257.2|DSEC	LOC120417459|XP_039435450.1|CPIP
OG0003749	LOC6605420|XP_002030253.1|DSEC	LOC120417463|XP_039435465.1|CPIP
OG0003750	LOC6605422|XP_002030255.1|DSEC	LOC120417464|XP_039435468.1|CPIP
OG0003751	LOC6605418|XP_032573269.1|DSEC	LOC120417460|XP_039435452.1|CPIP
OG0003752	LOC6606041|XP_032575387.1|DSEC	LOC120431235|XP_039452305.1|CPIP
OG0003753	LOC6611056|XP_002035613.1|DSEC	LOC120429824|XP_039450817.1|CPIP
OG0003754	LOC6611052|XP_032575779.1|DSEC	LOC120429818|XP_039450811.1|CPIP
OG0003755	LOC6606044|XP_032575910.1|DSEC	LOC120421407|XP_039440543.1|CPIP
OG0003756	LOC6620412|XP_032571505.1|DSEC	LOC120421379|XP_039440509.1|CPIP
OG0003757	LOC6618894|XP_002043142.1|DSEC	LOC120431182|XP_039452259.1|CPIP
OG0003758	LOC6609839|XP_032570522.1|DSEC	LOC120421895|XP_039441124.1|CPIP
OG0003759	LOC6604901|XP_032574869.1|DSEC	LOC120421896|XP_039441127.1|CPIP
OG0003760	LOC6609650|XP_032573056.1|DSEC	LOC120421937|XP_039441178.1|CPIP
OG0003761	LOC6604886|XP_002029731.1|DSEC	LOC120421914|XP_039441149.1|CPIP
OG0003762	LOC6604888|XP_032573337.1|DSEC	LOC120421893|XP_039441120.1|CPIP
OG0003763	LOC6620842|XP_032574199.1|DSEC	LOC120421903|XP_039441135.1|CPIP
OG0003764	LOC6610967|XP_032574075.1|DSEC	LOC120430638|XP_039451668.1|CPIP
OG0003765	LOC6611198|XP_002035754.1|DSEC	LOC120430639|XP_039451673.1|CPIP
OG0003766	LOC6612452|XP_002036960.1|DSEC	LOC120431060|XP_039452147.1|CPIP
OG0003767	LOC6609305|XP_002033995.1|DSEC	LOC120431063|XP_039452153.1|CPIP, LOC120431057|XP_039452145.1|CPIP
OG0003768	LOC6608644|XP_002033378.2|DSEC	LOC120427294|XP_039448080.1|CPIP
OG0003769	LOC6608639|XP_002033373.2|DSEC	LOC120427295|XP_039448083.1|CPIP
OG0003770	LOC6620113|XP_002044325.2|DSEC	LOC120418842|XP_039437297.1|CPIP
OG0003771	LOC6604847|XP_002029692.1|DSEC	LOC120418819|XP_039437264.1|CPIP
OG0003772	LOC6604987|XP_002029830.1|DSEC	LOC120418824|XP_039437272.1|CPIP
OG0003773	LOC6608432|XP_002033166.1|DSEC	LOC120418823|XP_039437271.1|CPIP
OG0003774	LOC6608426|XP_032572502.1|DSEC	LOC120418796|XP_039437212.1|CPIP
OG0003775	LOC6615038|XP_032580787.1|DSEC	LOC120425821|XP_039446368.1|CPIP
OG0003780	LOC6609589|XP_002034266.1|DSEC	LOC120413606|XP_039430444.1|CPIP
OG0003782	LOC6616015|XP_032581756.1|DSEC	LOC120428451|XP_039449395.1|CPIP
OG0003783	LOC6618705|XP_002042964.1|DSEC	LOC120429089|XP_039450183.1|CPIP
OG0003784	LOC6608294|XP_002033031.1|DSEC	LOC120420847|XP_039439898.1|CPIP
OG0003785	LOC6620403|XP_002044612.2|DSEC	LOC120414877|XP_039432137.1|CPIP
OG0003786	LOC6609749|XP_032572775.1|DSEC	LOC120429090|XP_039450186.1|CPIP
OG0003787	LOC6609748|XP_032572779.1|DSEC	LOC120416240|XP_039433876.1|CPIP
OG0003789	LOC6608042|XP_032570649.1|DSEC	LOC120424226|XP_039444217.1|CPIP
OG0003790	LOC6611119|XP_002035676.1|DSEC	LOC120426797|XP_039447546.1|CPIP
OG0003791	LOC6614112|XP_032577603.1|DSEC	LOC120428144|XP_039449066.1|CPIP
OG0003796	LOC6612732|XP_002037235.1|DSEC	LOC120431613|XP_039452655.1|CPIP
OG0003797	LOC6611269|XP_032572893.1|DSEC	LOC120431328|XP_039452393.1|CPIP
OG0003798	LOC6608360|XP_032572940.1|DSEC	LOC120429895|XP_039450924.1|CPIP
OG0003799	LOC6615579|XP_002039953.1|DSEC	LOC120429683|XP_039450649.1|CPIP
OG0003800	LOC6611277|XP_002035832.1|DSEC	LOC120426644|XP_039447366.1|CPIP, LOC120425449|XP_039445915.1|CPIP
OG0003801	LOC6614765|XP_032573134.1|DSEC	LOC120422187|XP_039441495.1|CPIP
OG0003802	LOC6614775|XP_002039194.1|DSEC	LOC120414704|XP_039431944.1|CPIP
OG0003803	LOC6612729|XP_002037232.1|DSEC	LOC120414705|XP_039431945.1|CPIP
OG0003804	LOC6611291|XP_032583664.1|DSEC	LOC120414687|XP_039431904.1|CPIP
OG0003805	LOC6617202|XP_032576390.1|DSEC	LOC120414685|XP_039431902.1|CPIP
OG0003806	LOC6619115|XP_032572119.1|DSEC	LOC120414728|XP_039431966.1|CPIP
OG0003807	LOC6613554|XP_032571346.1|DSEC	LOC120414695|XP_039431920.1|CPIP
OG0003808	LOC6606116|XP_032573944.1|DSEC	LOC120414660|XP_039431854.1|CPIP
OG0003809	LOC6614607|XP_032581166.1|DSEC	LOC120414664|XP_039431868.1|CPIP
OG0003810	LOC6618835|XP_032571986.1|DSEC	LOC120414691|XP_039431914.1|CPIP
OG0003811	LOC6609941|XP_002034588.1|DSEC	LOC120431189|XP_039452265.1|CPIP
OG0003812	LOC6617215|XP_032583619.1|DSEC	LOC120427691|XP_039448514.1|CPIP
OG0003813	LOC6611874|XP_002036392.2|DSEC	LOC120422792|XP_039442264.1|CPIP
OG0003814	LOC6617744|XP_002042056.1|DSEC	LOC120428094|XP_039449013.1|CPIP
OG0003815	LOC6619256|XP_002043473.1|DSEC	LOC120428098|XP_039449016.1|CPIP
OG0003816	LOC6614698|XP_002039125.2|DSEC	LOC120425846|XP_039446399.1|CPIP
OG0003817	LOC6611815|XP_002036337.1|DSEC	LOC120425856|XP_039446413.1|CPIP
OG0003818	LOC6614600|XP_032583455.1|DSEC	LOC120422801|XP_039442276.1|CPIP
OG0003820	LOC6607163|XP_002031949.1|DSEC	LOC120415689|XP_039433218.1|CPIP
OG0003821	LOC6609145|XP_002033847.1|DSEC	LOC120424559|XP_039444661.1|CPIP
OG0003822	LOC6613624|XP_002038094.1|DSEC	LOC120423672|XP_039443491.1|CPIP
OG0003823	LOC6617418|XP_032571718.1|DSEC	LOC120428130|XP_039449046.1|CPIP
OG0003824	LOC6614707|XP_032577097.1|DSEC	LOC120422993|XP_039442538.1|CPIP
OG0003825	LOC6611711|XP_002036244.1|DSEC	LOC120422985|XP_039442530.1|CPIP
OG0003826	LOC6613474|XP_032583181.1|DSEC	LOC120422986|XP_039442531.1|CPIP
OG0003827	LOC6611811|XP_002036333.1|DSEC	LOC120413555|XP_039430369.1|CPIP
OG0003828	LOC6611814|XP_002036336.1|DSEC	LOC120413574|XP_039430394.1|CPIP
OG0003829	LOC6611256|XP_002035811.1|DSEC	LOC120413561|XP_039430374.1|CPIP
OG0003830	LOC6618267|XP_002042540.1|DSEC	LOC120413547|XP_039430361.1|CPIP
OG0003831	LOC6607364|XP_002032137.1|DSEC	LOC120413522|XP_039430327.1|CPIP
OG0003832	LOC6611442|XP_032571788.1|DSEC	LOC120413520|XP_039430326.1|CPIP
OG0003833	LOC6611444|XP_002035987.1|DSEC	LOC120431162|XP_039452233.1|CPIP
OG0003834	LOC6611460|XP_002036002.1|DSEC	LOC120421105|XP_039440191.1|CPIP
OG0003835	LOC6611384|XP_032577402.1|DSEC	LOC120420135|XP_039439021.1|CPIP
OG0003836	LOC6614631|XP_002039058.2|DSEC	LOC120422759|XP_039442243.1|CPIP
OG0003837	LOC6614629|XP_002039056.1|DSEC	LOC120414065|XP_039431020.1|CPIP
OG0003838	LOC6613256|XP_002037733.1|DSEC	LOC120414098|XP_039431055.1|CPIP
OG0003839	LOC6617864|XP_002042172.1|DSEC	LOC120414102|XP_039431059.1|CPIP
OG0003840	LOC6608095|XP_002032843.1|DSEC	LOC120424100|XP_039444047.1|CPIP
OG0003841	LOC6613107|XP_002037588.1|DSEC	LOC120420618|XP_039439625.1|CPIP
OG0003842	LOC6612101|XP_002036618.1|DSEC	LOC120413626|XP_039430470.1|CPIP, LOC120429868|XP_039450879.1|CPIP
OG0003843	LOC6611218|XP_002035774.2|DSEC, LOC116800393|XP_032570965.1|DSEC	LOC120422559|XP_039441979.1|CPIP
OG0003844	LOC6617862|XP_032583650.1|DSEC	LOC120423251|XP_039442908.1|CPIP
OG0003845	LOC6611334|XP_032580874.1|DSEC	LOC120422875|XP_039442372.1|CPIP
OG0003846	LOC6611833|XP_032574901.1|DSEC	LOC120422954|XP_039442477.1|CPIP
OG0003847	LOC116803536|XP_032583135.1|DSEC	LOC120414067|XP_039431022.1|CPIP
OG0003848	LOC6616795|XP_002041132.1|DSEC	LOC120428848|XP_039449904.1|CPIP
OG0003849	LOC6608520|XP_002033254.2|DSEC	LOC120424905|XP_039445131.1|CPIP
OG0003850	LOC6611237|XP_032569811.1|DSEC	LOC120432041|XP_039453108.1|CPIP, LOC120422903|XP_039442402.1|CPIP
OG0003851	LOC6610099|XP_032571235.1|DSEC	LOC120417371|XP_039435320.1|CPIP, LOC120419807|XP_039438577.1|CPIP
OG0003852	LOC6613060|XP_002037543.1|DSEC	LOC120413146|XP_039429787.1|CPIP
OG0003853	LOC6609355|XP_032570546.1|DSEC	LOC120431973|XP_039453045.1|CPIP, LOC120428532|XP_039449497.1|CPIP
OG0003854	LOC6614423|XP_002038856.1|DSEC	LOC120424964|XP_039445255.1|CPIP
OG0003855	LOC6614421|XP_002038854.2|DSEC	LOC120424954|XP_039445199.1|CPIP
OG0003856	LOC6612115|XP_002036632.1|DSEC	LOC120424963|XP_039445251.1|CPIP
OG0003857	LOC6613675|XP_032577450.1|DSEC	LOC120416291|XP_039433939.1|CPIP
OG0003858	LOC6614996|XP_002039413.2|DSEC	LOC120415175|XP_039432564.1|CPIP
OG0003859	LOC6614601|XP_032583089.1|DSEC	LOC120418955|XP_039437430.1|CPIP
OG0003860	LOC6609677|XP_002034335.1|DSEC	LOC120418977|XP_039437458.1|CPIP
OG0003861	LOC6613138|XP_002037619.1|DSEC	LOC120428566|XP_039449537.1|CPIP
OG0003862	LOC116803628|XP_032583629.1|DSEC, LOC6613588|XP_032583614.1|DSEC	LOC120427661|XP_039448473.1|CPIP
OG0003863	LOC6611790|XP_002036313.1|DSEC	LOC120427680|XP_039448498.1|CPIP
OG0003864	LOC6611789|XP_002036312.1|DSEC	LOC120428621|XP_039449607.1|CPIP
OG0003865	LOC6616978|XP_002041306.1|DSEC	LOC120427841|XP_039448701.1|CPIP
OG0003866	LOC6618276|XP_032569806.1|DSEC	LOC120427986|XP_039448880.1|CPIP
OG0003867	LOC116803538|XP_032583137.1|DSEC	LOC120428244|XP_039449161.1|CPIP
OG0003868	LOC6611967|XP_002036484.1|DSEC	LOC120416298|XP_039433950.1|CPIP
OG0003869	LOC6613241|XP_002037718.1|DSEC	LOC120414746|XP_039431995.1|CPIP
OG0003870	LOC6614558|XP_032569769.1|DSEC	LOC120425148|XP_039445506.1|CPIP
OG0003871	LOC6617725|XP_002042037.1|DSEC	LOC120429760|XP_039450746.1|CPIP
OG0003872	LOC6609623|XP_002034300.1|DSEC	LOC120424362|XP_039444391.1|CPIP
OG0003873	LOC6618246|XP_002042520.1|DSEC	LOC120424357|XP_039444388.1|CPIP
OG0003874	LOC6618269|XP_002042542.1|DSEC	LOC120424351|XP_039444378.1|CPIP
OG0003875	LOC6611922|XP_002036439.1|DSEC	LOC120424361|XP_039444390.1|CPIP
OG0003876	LOC6617392|XP_002041717.1|DSEC	LOC120421723|XP_039440905.1|CPIP
OG0003877	LOC6611395|XP_002035939.1|DSEC	LOC120420826|XP_039439882.1|CPIP
OG0003878	LOC6614602|XP_032573140.1|DSEC	LOC120420798|XP_039439850.1|CPIP
OG0003879	LOC6610138|XP_032575090.1|DSEC	LOC120420800|XP_039439852.1|CPIP
