Orthogroup	DSEC.longest_only	DKIK.longest_only
OG0003379	LOC6607435|XP_002032204.1|DSEC	LOC108084208|XP_017035812.1|DKIK
OG0003380	LOC6607416|XP_002032189.2|DSEC	LOC108075486|XP_017023429.1|DKIK
OG0003381	LOC6612089|XP_002036606.1|DSEC	LOC108077169|XP_017025893.1|DKIK
OG0003382	LOC6618695|XP_032578964.1|DSEC	LOC108083712|XP_017035103.1|DKIK
OG0003383	LOC6607141|XP_002031927.1|DSEC	LOC108082762|XP_017033776.1|DKIK
OG0003384	LOC6617235|XP_002041562.1|DSEC	LOC108074342|XP_017021854.1|DKIK
OG0003385	LOC6607306|XP_032576319.1|DSEC	LOC108071434|XP_017017678.1|DKIK
OG0003386	LOC6607815|XP_002032573.1|DSEC	LOC108081144|XP_017031674.1|DKIK
OG0003387	LOC6618707|XP_032578766.1|DSEC	LOC108083727|XP_017035121.1|DKIK
OG0003388	LOC6618002|XP_002042310.1|DSEC	LOC108077049|XP_017025689.1|DKIK
OG0003389	LOC6618858|XP_002043106.1|DSEC	LOC108076224|XP_017024456.1|DKIK
OG0003390	LOC6620508|XP_002044713.1|DSEC	LOC108084531|XP_017036257.1|DKIK
OG0003391	LOC6616765|XP_002041102.2|DSEC	LOC108075573|XP_017023579.1|DKIK
OG0003392	LOC6616854|XP_002041190.2|DSEC	LOC108077803|XP_017026806.1|DKIK
OG0003393	LOC6612698|XP_002037201.1|DSEC	LOC108075746|XP_017023789.1|DKIK
OG0003394	LOC6614349|XP_002038788.1|DSEC	LOC108084060|XP_017035567.1|DKIK
OG0003396	LOC6612602|XP_032576168.1|DSEC	LOC108081109|XP_017031597.1|DKIK
OG0003397	LOC6607519|XP_032578540.1|DSEC	LOC108073561|XP_017020737.1|DKIK
OG0003398	LOC6607285|XP_002032064.1|DSEC	LOC108084914|XP_017036800.1|DKIK
OG0003399	LOC6619650|XP_002043865.1|DSEC	LOC108073496|XP_017020645.1|DKIK
OG0003400	LOC6619675|XP_032576914.1|DSEC	LOC108073519|XP_017020683.1|DKIK
OG0003401	LOC6607388|XP_032576313.1|DSEC	LOC108075394|XP_017023293.1|DKIK
OG0003402	LOC6607379|XP_002032152.1|DSEC	LOC108075475|XP_017023417.1|DKIK
OG0003403	LOC6618831|XP_002043080.2|DSEC	LOC108070882|XP_017017016.1|DKIK
OG0003404	LOC6606495|XP_002031296.1|DSEC	LOC108084155|XP_017035700.1|DKIK
OG0003405	LOC6608560|XP_002033294.1|DSEC	LOC108078559|XP_017027966.1|DKIK
OG0003406	LOC6618727|XP_032578979.1|DSEC	LOC108084166|XP_017035736.1|DKIK
OG0003407	LOC6621514|XP_002045657.1|DSEC	LOC108084167|XP_017035737.1|DKIK
OG0003408	LOC6606344|XP_002031149.2|DSEC	LOC108075530|XP_017023516.1|DKIK
OG0003409	LOC6607365|XP_032578102.1|DSEC	LOC108073469|XP_017020601.1|DKIK
OG0003410	LOC6607401|XP_032577902.1|DSEC	LOC108075646|XP_017023681.1|DKIK
OG0003411	LOC6616922|XP_002041252.1|DSEC	LOC108084073|XP_017035583.1|DKIK
OG0003412	LOC6612639|XP_032577710.1|DSEC	LOC108070690|XP_017016761.1|DKIK
OG0003413	LOC6613799|XP_002038268.2|DSEC	LOC108084320|XP_017035971.1|DKIK
OG0003414	LOC6605681|XP_002030497.1|DSEC	LOC108072745|XP_017019502.1|DKIK
OG0003415	LOC116802165|XP_032581461.1|DSEC	LOC108071841|XP_017018242.1|DKIK
OG0003416	LOC6620055|XP_002044267.2|DSEC	LOC108084865|XP_017036744.1|DKIK
OG0003417	LOC6607617|XP_032577005.1|DSEC	LOC108081030|XP_017031480.1|DKIK
OG0003418	LOC6606641|XP_002031442.1|DSEC	LOC108085720|XP_017037932.1|DKIK
OG0003419	LOC6620033|XP_002044245.1|DSEC	LOC108075399|XP_017023310.1|DKIK
OG0003420	LOC6620034|XP_002044246.1|DSEC	LOC108075516|XP_017023493.1|DKIK
OG0003421	LOC6612660|XP_002037164.1|DSEC	LOC108075721|XP_017023750.1|DKIK
OG0003422	LOC6612659|XP_002037163.1|DSEC	LOC108075741|XP_017023780.1|DKIK
OG0003423	LOC6609675|XP_032570743.1|DSEC	LOC108073026|XP_017019975.1|DKIK
OG0003424	LOC6607651|XP_002032416.1|DSEC	LOC108084596|XP_017036360.1|DKIK
OG0003425	LOC6607333|XP_002032106.1|DSEC	LOC108073336|XP_017020389.1|DKIK
OG0003426	LOC6613723|XP_032578530.1|DSEC	LOC108085704|XP_017037907.1|DKIK
OG0003427	LOC6613732|XP_002038202.1|DSEC	LOC108085735|XP_017037952.1|DKIK
OG0003428	LOC6606132|XP_002030940.2|DSEC	LOC108080595|XP_017030892.1|DKIK
OG0003429	LOC6615757|XP_002040128.1|DSEC	LOC108076492|XP_017024873.1|DKIK
OG0003430	LOC6620281|XP_002044485.1|DSEC	LOC108077330|XP_017026111.1|DKIK
OG0003431	LOC6613860|XP_032576194.1|DSEC	LOC108080809|XP_017031193.1|DKIK
OG0003432	LOC6607701|XP_002032465.2|DSEC	LOC108084608|XP_017036380.1|DKIK
OG0003433	LOC6612766|XP_032576980.1|DSEC	LOC108073478|XP_017020619.1|DKIK
OG0003434	LOC6620481|XP_002044690.1|DSEC	LOC108071746|XP_017018058.1|DKIK
OG0003435	LOC6617100|XP_002041427.1|DSEC	LOC108077765|XP_017026741.1|DKIK
OG0003436	LOC6614004|XP_002038458.2|DSEC	LOC108081200|XP_017031758.1|DKIK
OG0003437	LOC6614002|XP_032578197.1|DSEC	LOC108081186|XP_017031737.1|DKIK
OG0003438	LOC6614005|XP_002038459.2|DSEC	LOC108081226|XP_017031795.1|DKIK
OG0003439	LOC6607695|XP_032578038.1|DSEC	LOC108084528|XP_017036253.1|DKIK
OG0003440	LOC6619540|XP_032578615.1|DSEC	LOC108077683|XP_017026593.1|DKIK
OG0003441	LOC6611273|XP_002035828.1|DSEC	LOC108077375|XP_017026159.1|DKIK
OG0003442	LOC6607148|XP_002031934.1|DSEC	LOC108083080|XP_017034214.1|DKIK
OG0003443	LOC6610517|XP_032575383.1|DSEC	LOC108075245|XP_017023091.1|DKIK
OG0003444	LOC6619433|XP_002043648.2|DSEC	LOC108083000|XP_017034113.1|DKIK
OG0003445	LOC6619750|XP_032581135.1|DSEC	LOC108083898|XP_017035382.1|DKIK
OG0003446	LOC6620009|XP_032580907.1|DSEC	LOC108084910|XP_017036798.1|DKIK
OG0003447	LOC6620099|XP_032579673.1|DSEC	LOC108074885|XP_017022583.1|DKIK
OG0003448	LOC6613788|XP_002038257.1|DSEC	LOC108083223|XP_017034424.1|DKIK
OG0003449	LOC6616799|XP_002041136.1|DSEC	LOC108071421|XP_017017660.1|DKIK
OG0003450	LOC6606265|XP_002031070.2|DSEC	LOC108081069|XP_017031539.1|DKIK
OG0003451	LOC6620059|XP_002044271.1|DSEC	LOC108084872|XP_017036753.1|DKIK
OG0003452	LOC6620060|XP_002044272.1|DSEC	LOC108084884|XP_017036768.1|DKIK
OG0003453	LOC6611116|XP_002035673.1|DSEC	LOC108076016|XP_017024161.1|DKIK
OG0003454	LOC6613170|XP_002037651.1|DSEC	LOC108075938|XP_017024069.1|DKIK
OG0003455	LOC6606953|XP_002031746.1|DSEC	LOC108077849|XP_017026870.1|DKIK
OG0003456	LOC6615383|XP_002039765.1|DSEC	LOC108074689|XP_017022304.1|DKIK
OG0003457	LOC6613894|XP_002038360.1|DSEC	LOC108080760|XP_017031102.1|DKIK
OG0003458	LOC6616690|XP_032577000.1|DSEC	LOC108085391|XP_017037448.1|DKIK
OG0003459	LOC6606758|XP_002031555.1|DSEC	LOC108075571|XP_017023575.1|DKIK
OG0003460	LOC6607554|XP_002032323.1|DSEC	LOC108071287|XP_017017469.1|DKIK
OG0003461	LOC6614001|XP_002038455.1|DSEC	LOC108081155|XP_017031686.1|DKIK
OG0003462	LOC6610885|XP_002035448.1|DSEC	LOC108086005|XP_017038307.1|DKIK
OG0003463	LOC6606414|XP_002031218.1|DSEC	LOC108075755|XP_017023800.1|DKIK
OG0003464	LOC6616776|XP_032577336.1|DSEC	LOC108075450|XP_017023394.1|DKIK
OG0003465	LOC6616798|XP_002041135.1|DSEC	LOC108071424|XP_017017663.1|DKIK
OG0003466	LOC6619621|XP_002043836.1|DSEC	LOC108073529|XP_017020699.1|DKIK
OG0003467	LOC6606405|XP_002031209.1|DSEC	LOC108077865|XP_017026888.1|DKIK
OG0003468	LOC6619538|XP_002043753.1|DSEC	LOC108077763|XP_017026738.1|DKIK
OG0003469	LOC6612795|XP_002037296.1|DSEC	LOC108084955|XP_017036843.1|DKIK
OG0003470	LOC6606427|XP_032578660.1|DSEC	LOC108075708|XP_017023728.1|DKIK
OG0003471	LOC6614572|XP_002039000.1|DSEC	LOC108082785|XP_017033812.1|DKIK
OG0003472	LOC6611896|XP_032574131.1|DSEC	LOC108082018|XP_017032771.1|DKIK
OG0003473	LOC6612054|XP_002036571.1|DSEC	LOC108077239|XP_017025987.1|DKIK
OG0003474	LOC6620703|XP_032578826.1|DSEC	LOC108085711|XP_017037920.1|DKIK
OG0003475	LOC6619221|XP_032579648.1|DSEC	LOC108071350|XP_017017580.1|DKIK
OG0003476	LOC6620117|XP_002044329.2|DSEC	LOC108074897|XP_017022611.1|DKIK
OG0003477	LOC6606498|XP_002031299.1|DSEC	LOC108074080|XP_017021448.1|DKIK
OG0003478	LOC6606643|XP_032576965.1|DSEC	LOC108085717|XP_017037928.1|DKIK
OG0003479	LOC6607115|XP_002031903.1|DSEC	LOC108073493|XP_017020642.1|DKIK
OG0003480	LOC6614095|XP_002038549.1|DSEC	LOC108085607|XP_017037767.1|DKIK
OG0003481	LOC6614094|XP_002038548.1|DSEC	LOC108085606|XP_017037766.1|DKIK
OG0003482	LOC6614093|XP_032578413.1|DSEC	LOC108085654|XP_017037833.1|DKIK
OG0003483	LOC6614069|XP_002038523.1|DSEC	LOC108070673|XP_017016735.1|DKIK
OG0003484	LOC6607308|XP_032578656.1|DSEC	LOC108071439|XP_017017685.1|DKIK
OG0003485	LOC6606553|XP_002031354.1|DSEC	LOC108074066|XP_017021427.1|DKIK
OG0003486	LOC6606555|XP_002031356.1|DSEC	LOC108074065|XP_017021425.1|DKIK
OG0003487	LOC6612665|XP_002037169.1|DSEC	LOC108075723|XP_017023752.1|DKIK
OG0003488	LOC6618689|XP_032576991.1|DSEC	LOC108083717|XP_017035110.1|DKIK
OG0003489	LOC6607126|XP_002031914.2|DSEC	LOC108073404|XP_017020485.1|DKIK
OG0003490	LOC6619106|XP_002043346.2|DSEC	LOC108073170|XP_017020168.1|DKIK
OG0003491	LOC6617178|XP_032577811.1|DSEC	LOC108083962|XP_017035458.1|DKIK
OG0003492	LOC6618761|XP_032578302.1|DSEC	LOC108085734|XP_017037951.1|DKIK
OG0003493	LOC6607343|XP_002032116.1|DSEC	LOC108073577|XP_017020753.1|DKIK
OG0003494	LOC6613833|XP_032579109.1|DSEC	LOC108077726|XP_017026670.1|DKIK
OG0003495	LOC6614490|XP_002038923.1|DSEC	LOC108085360|XP_017037419.1|DKIK
OG0003496	LOC6606450|XP_002031253.1|DSEC	LOC108077870|XP_017026896.1|DKIK
OG0003497	LOC6619212|XP_032576930.1|DSEC	LOC108071318|XP_017017515.1|DKIK
OG0003499	LOC6607114|XP_032576878.1|DSEC	LOC108073499|XP_017020655.1|DKIK
OG0003500	LOC6614670|XP_032583596.1|DSEC	LOC108082713|XP_017033710.1|DKIK
OG0003501	LOC6606531|XP_002031332.1|DSEC	LOC108074117|XP_017021505.1|DKIK
OG0003502	LOC6607321|XP_002032095.2|DSEC	LOC108071404|XP_017017635.1|DKIK
OG0003503	LOC6612613|XP_032576756.1|DSEC	LOC108081145|XP_017031671.1|DKIK
OG0003504	LOC116801564|XP_032577858.1|DSEC	LOC108081194|XP_017031749.1|DKIK
OG0003505	LOC6606483|XP_032578002.1|DSEC	LOC108084169|XP_017035743.1|DKIK
OG0003506	LOC6614044|XP_032577238.1|DSEC	LOC108070699|XP_017016772.1|DKIK
OG0003507	LOC6607548|XP_002032317.2|DSEC	LOC108071291|XP_017017472.1|DKIK
OG0003508	LOC6610432|XP_002035013.2|DSEC	LOC108075181|XP_017023003.1|DKIK
OG0003509	LOC6607439|XP_002032208.1|DSEC	LOC108084283|XP_017035929.1|DKIK
OG0003510	LOC6607629|XP_002032397.1|DSEC	LOC108081126|XP_017031633.1|DKIK
OG0003511	LOC6607630|XP_032577649.1|DSEC	LOC108075542|XP_017023534.1|DKIK
OG0003512	LOC6607610|XP_002032378.2|DSEC	LOC108081264|XP_017031849.1|DKIK
OG0003513	LOC6607558|XP_032577482.1|DSEC	LOC108071360|XP_017017591.1|DKIK
OG0003514	LOC6606913|XP_002031707.2|DSEC	LOC108071466|XP_017017719.1|DKIK
OG0003515	LOC6608742|XP_002033465.1|DSEC	LOC108082407|XP_017033245.1|DKIK
OG0003516	LOC6606524|XP_002031325.1|DSEC	LOC108074070|XP_017021430.1|DKIK
OG0003517	LOC6616838|XP_032577445.1|DSEC	LOC108071457|XP_017017708.1|DKIK
OG0003518	LOC6614143|XP_032579123.1|DSEC	LOC108080493|XP_017030743.1|DKIK
OG0003519	LOC6605057|XP_032573179.1|DSEC	LOC108078865|XP_017028461.1|DKIK
OG0003520	LOC6605070|XP_002029911.1|DSEC	LOC108078786|XP_017028327.1|DKIK
OG0003521	LOC6605047|XP_032573903.1|DSEC	LOC108078876|XP_017028490.1|DKIK
OG0003522	LOC6608452|XP_002033186.1|DSEC	LOC108073097|XP_017020073.1|DKIK
OG0003523	LOC6614488|XP_002038921.1|DSEC	LOC108085367|XP_017037429.1|DKIK
OG0003524	LOC6614808|XP_002039227.1|DSEC	LOC108083510|XP_017034808.1|DKIK
OG0003525	LOC6609434|XP_032571644.1|DSEC	LOC108076421|XP_017024751.1|DKIK
OG0003526	LOC6616692|XP_002041047.1|DSEC	LOC108085407|XP_017037464.1|DKIK
OG0003527	LOC6608026|XP_032572856.1|DSEC	LOC108078249|XP_017027462.1|DKIK
OG0003529	LOC6611948|XP_002036465.2|DSEC	LOC108077303|XP_017026073.1|DKIK
OG0003530	LOC6611178|XP_002035734.2|DSEC	LOC108078103|XP_017027198.1|DKIK
OG0003531	LOC6616700|XP_002041055.1|DSEC	LOC108075663|XP_017023701.1|DKIK
OG0003532	LOC6604817|XP_002029661.1|DSEC	LOC108070583|XP_017016626.1|DKIK
OG0003533	LOC6604948|XP_002029791.2|DSEC	LOC108078924|XP_017028558.1|DKIK
OG0003534	LOC6605105|XP_032574460.1|DSEC	LOC108078949|XP_017028588.1|DKIK
OG0003535	LOC6610464|XP_002035045.1|DSEC	LOC108075211|XP_017023037.1|DKIK
OG0003536	LOC6607869|XP_032570070.1|DSEC	LOC108076436|XP_017024780.1|DKIK
OG0003537	LOC6615377|XP_002039759.1|DSEC	LOC108074757|XP_017022422.1|DKIK
OG0003538	LOC6608969|XP_002033683.1|DSEC	LOC108073018|XP_017019965.1|DKIK
OG0003539	LOC6609304|XP_002033994.1|DSEC	LOC108082454|XP_017033315.1|DKIK
OG0003540	LOC6610172|XP_002034780.1|DSEC	LOC108079116|XP_017028845.1|DKIK
OG0003541	LOC116801528|XP_032577667.1|DSEC	LOC108084542|XP_017036269.1|DKIK
OG0003542	LOC6608127|XP_032573092.1|DSEC	LOC108078157|XP_017027293.1|DKIK
OG0003543	LOC6615974|XP_002040341.2|DSEC	LOC108080336|XP_017030524.1|DKIK
OG0003544	LOC6611109|XP_002035666.1|DSEC	LOC108071546|XP_017017813.1|DKIK
OG0003545	LOC6616546|XP_002040905.1|DSEC	LOC108084788|XP_017036621.1|DKIK
OG0003546	LOC6619392|XP_002043608.1|DSEC	LOC108083262|XP_017034460.1|DKIK
OG0003547	LOC6615741|XP_032570236.1|DSEC	LOC108076364|XP_017024653.1|DKIK
OG0003548	LOC6608319|XP_032572720.1|DSEC	LOC108078356|XP_017027660.1|DKIK
OG0003549	LOC6608321|XP_032571311.1|DSEC	LOC108078376|XP_017027698.1|DKIK
OG0003550	LOC6608462|XP_002033196.1|DSEC	LOC108073089|XP_017020059.1|DKIK
OG0003551	LOC6609688|XP_002034346.1|DSEC	LOC108072971|XP_017019895.1|DKIK
OG0003552	LOC6608597|XP_032572272.1|DSEC	LOC108072090|XP_017018590.1|DKIK
OG0003553	LOC6608459|XP_032570865.1|DSEC	LOC108073124|XP_017020110.1|DKIK
OG0003554	LOC6605985|XP_002030797.1|DSEC	LOC108079832|XP_017029821.1|DKIK
OG0003555	LOC6610596|XP_032573616.1|DSEC	LOC108079759|XP_017029670.1|DKIK
OG0003556	LOC6616371|XP_032575246.1|DSEC	LOC108083632|XP_017034991.1|DKIK
OG0003557	LOC6616369|XP_002040729.1|DSEC	LOC108083687|XP_017035057.1|DKIK
OG0003558	LOC6610813|XP_032575450.1|DSEC	LOC108078822|XP_017028396.1|DKIK
OG0003559	LOC6605435|XP_032576003.1|DSEC	LOC108083100|XP_017034245.1|DKIK
OG0003560	LOC6611111|XP_002035668.1|DSEC	LOC108071555|XP_017017823.1|DKIK
OG0003561	LOC6610111|XP_032572274.1|DSEC	LOC108076705|XP_017025152.1|DKIK
OG0003562	LOC6609678|XP_032573067.1|DSEC	LOC108073028|XP_017019977.1|DKIK
OG0003563	LOC6620513|XP_002044717.1|DSEC	LOC108084620|XP_017036395.1|DKIK
OG0003564	LOC6611135|XP_002035692.2|DSEC	LOC108083718|XP_017035113.1|DKIK
OG0003565	LOC6610597|XP_002035170.1|DSEC	LOC108079839|XP_017029831.1|DKIK
OG0003566	LOC6607063|XP_032576777.1|DSEC	LOC108075518|XP_017023495.1|DKIK
OG0003567	LOC6609378|XP_002034067.1|DSEC	LOC108078284|XP_017027537.1|DKIK
OG0003568	LOC6608358|XP_032570514.1|DSEC	LOC108078298|XP_017027567.1|DKIK
OG0003569	LOC6610477|XP_002035057.1|DSEC	LOC108075049|XP_017022816.1|DKIK
OG0003570	LOC6608007|XP_002032755.1|DSEC	LOC108072986|XP_017019917.1|DKIK
OG0003571	LOC6610797|XP_002035363.2|DSEC	LOC108078621|XP_017028033.1|DKIK
OG0003572	LOC6608732|XP_032571238.1|DSEC	LOC108082517|XP_017033433.1|DKIK
OG0003573	LOC6609076|XP_002033779.1|DSEC	LOC108085124|XP_017037114.1|DKIK
OG0003574	LOC6610854|XP_032575371.1|DSEC	LOC108070595|XP_017016653.1|DKIK
OG0003575	LOC6605881|XP_002030695.2|DSEC	LOC108078710|XP_017028160.1|DKIK
OG0003576	LOC6606053|XP_002030864.1|DSEC	LOC108078937|XP_017028575.1|DKIK
OG0003577	LOC6610921|XP_002035478.1|DSEC	LOC108084407|XP_017036094.1|DKIK
OG0003578	LOC6611121|XP_002035678.1|DSEC	LOC108071540|XP_017017804.1|DKIK
OG0003579	LOC6609732|XP_002034389.1|DSEC	LOC108073004|XP_017019946.1|DKIK
OG0003580	LOC6609956|XP_002034602.1|DSEC	LOC108076764|XP_017025253.1|DKIK
OG0003581	LOC6610370|XP_032573127.1|DSEC	LOC108079820|XP_017029791.1|DKIK
OG0003582	LOC6605170|XP_032573799.1|DSEC	LOC108071922|XP_017018371.1|DKIK
OG0003583	LOC6608480|XP_002033214.1|DSEC	LOC108085129|XP_017037120.1|DKIK
OG0003584	LOC6608442|XP_002033176.2|DSEC	LOC108082529|XP_017033446.1|DKIK
OG0003585	LOC6618293|XP_002042566.1|DSEC	LOC108080573|XP_017030866.1|DKIK, LOC108080648|XP_017030961.1|DKIK
OG0003586	LOC116801933|XP_032579837.1|DSEC	LOC108085500|XP_017037613.1|DKIK
OG0003587	LOC6617350|XP_002041675.1|DSEC	LOC108074449|XP_017021979.1|DKIK
OG0003588	LOC6606617|XP_002031418.1|DSEC	LOC108085702|XP_017037902.1|DKIK
OG0003589	LOC6609377|XP_002034066.1|DSEC	LOC108078072|XP_017027126.1|DKIK
OG0003590	LOC6610434|XP_002035015.1|DSEC	LOC108075282|XP_017023159.1|DKIK
OG0003591	LOC6610347|XP_032574190.1|DSEC	LOC108079113|XP_017028841.1|DKIK
OG0003592	LOC6605450|XP_032574795.1|DSEC	LOC108070494|XP_017016478.1|DKIK
OG0003593	LOC6604781|XP_032574416.1|DSEC	LOC108070561|XP_017016579.1|DKIK
OG0003594	LOC6611128|XP_032574406.1|DSEC	LOC108084414|XP_017036106.1|DKIK
OG0003595	LOC6609272|XP_032571344.1|DSEC	LOC108078432|XP_017027799.1|DKIK
OG0003596	LOC6607880|XP_002032634.2|DSEC	LOC108076335|XP_017024608.1|DKIK
OG0003597	LOC6607870|XP_002032624.1|DSEC	LOC108076435|XP_017024779.1|DKIK
OG0003598	LOC6610779|XP_032575705.1|DSEC	LOC108078955|XP_017028599.1|DKIK
OG0003599	LOC6613181|XP_002037662.1|DSEC	LOC108075855|XP_017023934.1|DKIK
OG0003600	LOC6604879|XP_032574955.1|DSEC	LOC108077507|XP_017026330.1|DKIK
OG0003601	LOC6608280|XP_032571776.1|DSEC	LOC108077950|XP_017026978.1|DKIK
OG0003602	LOC6615763|XP_032572694.1|DSEC	LOC108076427|XP_017024765.1|DKIK
OG0003603	LOC6604860|XP_002029705.1|DSEC	LOC108078578|XP_017027986.1|DKIK
OG0003604	LOC6619302|XP_032573954.1|DSEC	LOC108073656|XP_017020872.1|DKIK
OG0003605	LOC6607623|XP_002032391.1|DSEC	LOC108081249|XP_017031822.1|DKIK
OG0003606	LOC6609653|XP_002034327.1|DSEC	LOC108073022|XP_017019969.1|DKIK
OG0003607	LOC6609695|XP_002034352.1|DSEC	LOC108073035|XP_017019985.1|DKIK
OG0003608	LOC6605129|XP_002029970.1|DSEC	LOC108078941|XP_017028580.1|DKIK
OG0003609	LOC6608298|XP_002033035.1|DSEC	LOC108078208|XP_017027381.1|DKIK
OG0003610	LOC6620534|XP_002044733.1|DSEC	LOC108080671|XP_017030992.1|DKIK
OG0003611	LOC6604985|XP_032575400.1|DSEC	LOC108078716|XP_017028188.1|DKIK
OG0003612	LOC6615272|XP_002039676.1|DSEC	LOC108078016|XP_017027066.1|DKIK
OG0003613	LOC6608019|XP_002032767.1|DSEC	LOC108072177|XP_017018721.1|DKIK
OG0003614	LOC6608020|XP_002032768.1|DSEC	LOC108072178|XP_017018723.1|DKIK
OG0003615	LOC6615699|XP_002040070.1|DSEC	LOC108074207|XP_017021634.1|DKIK
OG0003616	LOC6615560|XP_002039934.1|DSEC	LOC108076760|XP_017025249.1|DKIK
OG0003618	LOC6608857|XP_032570780.1|DSEC	LOC108072924|XP_017019758.1|DKIK
OG0003619	LOC6608914|XP_002033628.1|DSEC	LOC108081797|XP_017032516.1|DKIK
OG0003620	LOC6613028|XP_002037518.1|DSEC	LOC108070895|XP_017017030.1|DKIK
OG0003621	LOC6604981|XP_002029824.1|DSEC	LOC108078768|XP_017028298.1|DKIK
OG0003622	LOC6604982|XP_032573648.1|DSEC	LOC108078766|XP_017028293.1|DKIK
OG0003623	LOC116800661|XP_032572716.1|DSEC	LOC108070833|XP_017016945.1|DKIK
OG0003624	LOC6615755|XP_002040126.1|DSEC	LOC108076537|XP_017024939.1|DKIK
OG0003625	LOC6608017|XP_032572866.1|DSEC	LOC108076776|XP_017025269.1|DKIK
OG0003626	LOC6609294|XP_002033984.1|DSEC	LOC108078123|XP_017027235.1|DKIK
OG0003627	LOC6609842|XP_032572487.1|DSEC	LOC108082569|XP_017033515.1|DKIK
OG0003628	LOC6608353|XP_032572633.1|DSEC	LOC108078143|XP_017027271.1|DKIK
OG0003629	LOC6608939|XP_002033653.1|DSEC	LOC108080948|XP_017031348.1|DKIK
OG0003630	LOC6613016|XP_032570962.1|DSEC	LOC108072171|XP_017018710.1|DKIK
OG0003631	LOC6619379|XP_002043595.1|DSEC	LOC108083281|XP_017034499.1|DKIK
OG0003632	LOC6610850|XP_002035416.1|DSEC	LOC108070557|XP_017016571.1|DKIK
OG0003633	LOC6608899|XP_002033613.1|DSEC	LOC108078256|XP_017027479.1|DKIK
OG0003634	LOC6604895|XP_032574517.1|DSEC	LOC108077545|XP_017026426.1|DKIK
OG0003635	LOC6610615|XP_032574100.1|DSEC	LOC108073997|XP_017021339.1|DKIK
OG0003636	LOC6608284|XP_002033028.1|DSEC	LOC108078126|XP_017027239.1|DKIK
OG0003637	LOC6608866|XP_002033580.1|DSEC	LOC108077995|XP_017027037.1|DKIK
OG0003638	LOC6619408|XP_032573969.1|DSEC	LOC108074003|XP_017021353.1|DKIK
OG0003639	LOC6611849|XP_002036371.1|DSEC	LOC108077086|XP_017025742.1|DKIK
OG0003640	LOC6609277|XP_002033967.1|DSEC	LOC108078213|XP_017027389.1|DKIK
OG0003641	LOC6615346|XP_002039744.1|DSEC	LOC108082591|XP_017033545.1|DKIK
OG0003642	LOC6608123|XP_032570469.1|DSEC	LOC108078110|XP_017027203.1|DKIK
OG0003643	LOC6613035|XP_002037525.1|DSEC	LOC108070829|XP_017016936.1|DKIK
OG0003644	LOC6608439|XP_032572801.1|DSEC	LOC108082453|XP_017033313.1|DKIK
OG0003645	LOC6610521|XP_002035101.1|DSEC	LOC108075085|XP_017022858.1|DKIK
OG0003646	LOC6604818|XP_002029662.1|DSEC	LOC108070569|XP_017016610.1|DKIK
OG0003647	LOC6605010|XP_002029853.1|DSEC	LOC108078933|XP_017028570.1|DKIK
OG0003648	LOC6613416|XP_002037890.2|DSEC	LOC108086228|XP_017038585.1|DKIK
OG0003649	LOC6619644|XP_002043859.1|DSEC	LOC108073459|XP_017020583.1|DKIK
OG0003650	LOC6619962|XP_032581273.1|DSEC	LOC108080506|XP_017030764.1|DKIK
OG0003651	LOC6612810|XP_032579156.1|DSEC	LOC108085878|XP_017038128.1|DKIK
OG0003652	LOC6605479|XP_002030312.1|DSEC	LOC108070461|XP_017016431.1|DKIK
OG0003653	LOC6619405|XP_002043620.1|DSEC	LOC108073920|XP_017021207.1|DKIK
OG0003654	LOC6606049|XP_002030860.2|DSEC	LOC108078798|XP_017028352.1|DKIK
OG0003655	LOC6614696|XP_002039123.1|DSEC	LOC108082805|XP_017033852.1|DKIK
OG0003656	LOC6605484|XP_002030317.2|DSEC	LOC108070439|XP_017016403.1|DKIK
OG0003657	LOC6605185|XP_002030024.1|DSEC	LOC108073324|XP_017020374.1|DKIK
OG0003658	LOC6607095|XP_002031883.1|DSEC	LOC108073210|XP_017020227.1|DKIK
OG0003659	LOC6619437|XP_002043652.1|DSEC	LOC108083056|XP_017034176.1|DKIK
OG0003660	LOC6610153|XP_032573886.1|DSEC	LOC108079078|XP_017028790.1|DKIK
OG0003661	LOC6610498|XP_032573995.1|DSEC	LOC108075154|XP_017022930.1|DKIK
OG0003662	LOC6616419|XP_002040779.1|DSEC	LOC108085820|XP_017038060.1|DKIK
OG0003663	LOC6610923|XP_002035480.1|DSEC	LOC108084408|XP_017036095.1|DKIK
OG0003664	LOC6610925|XP_002035482.1|DSEC	LOC108084417|XP_017036110.1|DKIK
OG0003665	LOC6608492|XP_002033226.1|DSEC	LOC108085144|XP_017037153.1|DKIK
OG0003666	LOC6607886|XP_002032640.1|DSEC	LOC108070537|XP_017016550.1|DKIK
OG0003667	LOC6610604|XP_002035172.1|DSEC	LOC108079789|XP_017029735.1|DKIK
OG0003668	LOC6620583|XP_032570445.1|DSEC	LOC108071978|XP_017018441.1|DKIK
OG0003669	LOC6608559|XP_002033293.1|DSEC	LOC108078489|XP_017027860.1|DKIK
OG0003670	LOC6608558|XP_002033292.1|DSEC	LOC108078487|XP_017027859.1|DKIK
OG0003671	LOC6615750|XP_032570336.1|DSEC	LOC108076381|XP_017024681.1|DKIK
OG0003672	LOC6619686|XP_002043901.1|DSEC	LOC108071368|XP_017017600.1|DKIK
