Orthogroup	DSEC.longest_only	DBIA.longest_only
OG0004366	LOC6617302|XP_002041629.1|DSEC	LOC108029226|XP_016956908.1|DBIA
OG0004367	LOC6616303|XP_002040667.2|DSEC	LOC108028834|XP_016956314.1|DBIA
OG0004368	LOC6616609|XP_002040966.1|DSEC	LOC108030831|XP_016959441.1|DBIA
OG0004369	LOC6608140|XP_032572835.1|DSEC	LOC108029538|XP_016957337.1|DBIA
OG0004370	LOC6609506|XP_032572109.1|DSEC	LOC108036601|XP_016968351.1|DBIA
OG0004371	LOC6617593|XP_002041906.1|DSEC	LOC108025629|XP_016951654.1|DBIA
OG0004372	LOC6618787|XP_032571771.1|DSEC	LOC108026920|XP_016953620.1|DBIA
OG0004373	LOC6606590|XP_032576229.1|DSEC	LOC108024202|XP_016949546.1|DBIA
OG0004374	LOC6609618|XP_032572543.1|DSEC	LOC108022463|XP_016946860.1|DBIA
OG0004375	LOC6611120|XP_002035677.1|DSEC	LOC108028744|XP_016956201.1|DBIA
OG0004376	LOC6620572|XP_002044776.1|DSEC	LOC108028716|XP_016956161.1|DBIA
OG0004377	LOC6605126|XP_002029967.1|DSEC	LOC108035488|XP_016966628.1|DBIA
OG0004378	LOC6609246|XP_032570301.1|DSEC	LOC108026697|XP_016953274.1|DBIA
OG0004379	LOC6615307|XP_002039711.1|DSEC	LOC108022864|XP_016947531.1|DBIA
OG0004380	LOC6608240|XP_002032984.1|DSEC	LOC108029801|XP_016957805.1|DBIA
OG0004381	LOC6616810|XP_032577113.1|DSEC	LOC108025011|XP_016950759.1|DBIA
OG0004382	LOC6608781|XP_032571582.1|DSEC	LOC108022608|XP_016947133.1|DBIA
OG0004383	LOC6609093|XP_002033796.1|DSEC	LOC108036918|XP_016968819.1|DBIA
OG0004384	LOC6609091|XP_002033794.1|DSEC	LOC108036913|XP_016968814.1|DBIA
OG0004385	LOC6608711|XP_002033435.1|DSEC	LOC108030271|XP_016958585.1|DBIA
OG0004386	LOC6608755|XP_002033478.2|DSEC	LOC108030137|XP_016958341.1|DBIA
OG0004387	LOC6605587|XP_032573874.1|DSEC	LOC108035203|XP_016966200.1|DBIA
OG0004388	LOC6608788|XP_002033507.2|DSEC	LOC108023111|XP_016947866.1|DBIA
OG0004389	LOC6610718|XP_032575969.1|DSEC	LOC108035376|XP_016966469.1|DBIA
OG0004390	LOC116801188|XP_032575177.1|DSEC	LOC108030622|XP_016959114.1|DBIA
OG0004391	LOC6609972|XP_032572421.1|DSEC	LOC108026579|XP_016953020.1|DBIA
OG0004392	LOC6605844|XP_002030658.1|DSEC	LOC108030555|XP_016958938.1|DBIA
OG0004393	LOC6609831|XP_002034483.1|DSEC	LOC108029648|XP_016957554.1|DBIA
OG0004394	LOC6609461|XP_032570146.1|DSEC	LOC108030281|XP_016958596.1|DBIA
OG0004395	LOC6609047|XP_002033750.1|DSEC	LOC108029398|XP_016957117.1|DBIA
OG0004396	LOC6619149|XP_032572945.1|DSEC	LOC108021929|XP_016946241.1|DBIA
OG0004397	LOC6608965|XP_002033679.1|DSEC	LOC108029627|XP_016957508.1|DBIA
OG0004398	LOC6608964|XP_002033678.1|DSEC	LOC108029674|XP_016957609.1|DBIA
OG0004399	LOC6609337|XP_002034026.1|DSEC	LOC108030102|XP_016958277.1|DBIA
OG0004400	LOC6607223|XP_002032007.1|DSEC	LOC108031600|XP_016960667.1|DBIA
OG0004401	LOC6615776|XP_002040147.2|DSEC	LOC108026916|XP_016953615.1|DBIA
OG0004402	LOC116800315|XP_032570290.1|DSEC	LOC108026851|XP_016953519.1|DBIA
OG0004403	LOC6609157|XP_002033859.1|DSEC	LOC108022517|XP_016946975.1|DBIA
OG0004404	LOC6619157|XP_032570764.1|DSEC	LOC108035418|XP_016966532.1|DBIA
OG0004405	LOC6616264|XP_032575524.1|DSEC	LOC108028354|XP_016955600.1|DBIA
OG0004406	LOC6605592|XP_032573510.1|DSEC	LOC108035154|XP_016966087.1|DBIA
OG0004407	LOC6608253|XP_002032997.1|DSEC	LOC108029600|XP_016957462.1|DBIA
OG0004408	LOC6605578|XP_032573937.1|DSEC	LOC108034493|XP_016964887.1|DBIA
OG0004409	LOC6619455|XP_032579932.1|DSEC	LOC108035693|XP_016966904.1|DBIA
OG0004410	LOC6609625|XP_032570676.1|DSEC	LOC108022654|XP_016947201.1|DBIA
OG0004411	LOC6616545|XP_002040904.1|DSEC	LOC108030882|XP_016959528.1|DBIA
OG0004412	LOC6616544|XP_002040903.1|DSEC	LOC108030881|XP_016959527.1|DBIA
OG0004413	LOC6615790|XP_032571422.1|DSEC	LOC108026840|XP_016953505.1|DBIA
OG0004414	LOC6613012|XP_002037502.1|DSEC	LOC108026950|XP_016953652.1|DBIA
OG0004415	LOC6609238|XP_002033929.1|DSEC	LOC108030212|XP_016958468.1|DBIA
OG0004416	LOC6607995|XP_002032743.1|DSEC	LOC108030391|XP_016958762.1|DBIA
OG0004417	LOC6607801|XP_002032559.1|DSEC	LOC108032008|XP_016961295.1|DBIA
OG0004418	LOC6609806|XP_032572652.1|DSEC	LOC108030112|XP_016958295.1|DBIA
OG0004419	LOC6608236|XP_032571140.1|DSEC	LOC108029570|XP_016957417.1|DBIA
OG0004420	LOC6608882|XP_002033596.2|DSEC	LOC108029374|XP_016957091.1|DBIA
OG0004421	LOC6606149|XP_032574321.1|DSEC	LOC108028797|XP_016956269.1|DBIA
OG0004422	LOC6606090|XP_002030899.1|DSEC	LOC108028098|XP_016955232.1|DBIA
OG0004423	LOC6609543|XP_002034226.1|DSEC	LOC108022574|XP_016947081.1|DBIA
OG0004424	LOC6618802|XP_032570591.1|DSEC	LOC108022916|XP_016947612.1|DBIA
OG0004425	LOC6616316|XP_002040676.1|DSEC	LOC108028347|XP_016955588.1|DBIA
OG0004426	LOC6616305|XP_002040669.1|DSEC	LOC108028688|XP_016956121.1|DBIA
OG0004427	LOC6605855|XP_002030669.1|DSEC	LOC108030614|XP_016959097.1|DBIA
OG0004428	LOC6606500|XP_002031301.1|DSEC	LOC108031576|XP_016960626.1|DBIA
OG0004429	LOC6613491|XP_002037960.2|DSEC	LOC108033650|XP_016963574.1|DBIA
OG0004430	LOC6605696|XP_002030512.1|DSEC	LOC108034996|XP_016965824.1|DBIA
OG0004431	LOC6607366|XP_002032139.1|DSEC	LOC108032172|XP_016961515.1|DBIA
OG0004432	LOC6607368|XP_002032141.2|DSEC	LOC108032171|XP_016961514.1|DBIA
OG0004433	LOC6616495|XP_032574586.1|DSEC	LOC108030883|XP_016959530.1|DBIA
OG0004434	LOC6608963|XP_002033677.1|DSEC	LOC108029673|XP_016957608.1|DBIA
OG0004435	LOC6609954|XP_032570558.1|DSEC	LOC108026966|XP_016953670.1|DBIA
OG0004436	LOC6609083|XP_032570686.1|DSEC	LOC108036901|XP_016968770.1|DBIA
OG0004437	LOC6618937|XP_002043182.1|DSEC	LOC108023080|XP_016947819.1|DBIA
OG0004438	LOC6609095|XP_002033798.1|DSEC, LOC116803399|XP_032583023.1|DSEC	LOC108036917|XP_016968817.1|DBIA
OG0004439	LOC6609152|XP_002033854.1|DSEC	LOC108022462|XP_016946859.1|DBIA
OG0004440	LOC6609624|XP_002034301.1|DSEC	LOC108022840|XP_016947500.1|DBIA
OG0004441	LOC6617432|XP_002041755.2|DSEC	LOC108032378|XP_016961688.1|DBIA
OG0004442	LOC6609583|XP_002034260.1|DSEC	LOC108022650|XP_016947196.1|DBIA
OG0004443	LOC6605421|XP_002030254.1|DSEC	LOC108035084|XP_016965989.1|DBIA
OG0004444	LOC6609508|XP_002034192.1|DSEC	LOC108036391|XP_016967989.1|DBIA
OG0004445	LOC6613019|XP_032570960.1|DSEC	LOC108026943|XP_016953645.1|DBIA
OG0004446	LOC6612939|XP_002037431.1|DSEC	LOC108025268|XP_016951119.1|DBIA
OG0004447	LOC6607709|XP_002032473.1|DSEC	LOC108026019|XP_016952198.1|DBIA
OG0004448	LOC6609636|XP_002034313.1|DSEC	LOC108022260|XP_016946608.1|DBIA
OG0004449	LOC6605827|XP_002030642.2|DSEC	LOC108030624|XP_016959116.1|DBIA
OG0004450	LOC6608804|XP_002033523.1|DSEC	LOC108022861|XP_016947526.1|DBIA
OG0004451	LOC6608814|XP_032571032.1|DSEC	LOC108022835|XP_016947491.1|DBIA
OG0004452	LOC6609957|XP_002034603.1|DSEC	LOC108026948|XP_016953650.1|DBIA
OG0004453	LOC6609746|XP_002034400.1|DSEC	LOC108022665|XP_016947222.1|DBIA
OG0004454	LOC6606737|XP_002031534.1|DSEC	LOC108031086|XP_016959780.1|DBIA
OG0004455	LOC6605822|XP_002030637.2|DSEC	LOC108030702|XP_016959230.1|DBIA
OG0004456	LOC6615864|XP_002040234.2|DSEC	LOC108023566|XP_016948646.1|DBIA
OG0004457	LOC6605300|XP_032573547.1|DSEC	LOC108030621|XP_016959112.1|DBIA
OG0004458	LOC6605329|XP_032574382.1|DSEC	LOC108030650|XP_016959157.1|DBIA
OG0004459	LOC6605496|XP_032574549.1|DSEC	LOC108035909|XP_016967165.1|DBIA
OG0004460	LOC6606078|XP_002030887.1|DSEC	LOC108035000|XP_016965828.1|DBIA
OG0004461	LOC6605767|XP_002030582.1|DSEC	LOC108030613|XP_016959096.1|DBIA
OG0004462	LOC6618377|XP_002042647.1|DSEC	LOC108035920|XP_016967186.1|DBIA
OG0004463	LOC6616589|XP_032573507.1|DSEC	LOC108030810|XP_016959396.1|DBIA
OG0004464	LOC6605595|XP_032573623.1|DSEC	LOC108035171|XP_016966121.1|DBIA
OG0004465	LOC6618386|XP_002042656.1|DSEC	LOC108035953|XP_016967245.1|DBIA
OG0004466	LOC6618371|XP_032574788.1|DSEC	LOC108035948|XP_016967239.1|DBIA
OG0004467	LOC6616240|XP_002040600.1|DSEC	LOC108028517|XP_016955889.1|DBIA
OG0004468	LOC6616236|XP_002040601.1|DSEC	LOC108028516|XP_016955887.1|DBIA
OG0004469	LOC6605784|XP_032574292.1|DSEC	LOC108030701|XP_016959228.1|DBIA
OG0004470	LOC6614530|XP_032575536.1|DSEC	LOC108033917|XP_016964077.1|DBIA
OG0004471	LOC6607385|XP_032577096.1|DSEC	LOC108031697|XP_016960844.1|DBIA
OG0004472	LOC6608394|XP_032570502.1|DSEC	LOC108036620|XP_016968376.1|DBIA
OG0004473	LOC116800573|XP_032572200.1|DSEC	LOC108030439|XP_016958818.1|DBIA
OG0004474	LOC6608748|XP_002033471.2|DSEC	LOC108030459|XP_016958842.1|DBIA
OG0004475	LOC6606591|XP_002031392.1|DSEC	LOC108024195|XP_016949534.1|DBIA
OG0004476	LOC6613505|XP_032583521.1|DSEC	LOC108033461|XP_016963286.1|DBIA
OG0004477	LOC6608133|XP_002032880.1|DSEC	LOC108029757|XP_016957746.1|DBIA
OG0004478	LOC6609151|XP_002033853.2|DSEC	LOC108023120|XP_016947876.1|DBIA
OG0004479	LOC6615808|XP_002040178.1|DSEC	LOC108026914|XP_016953612.1|DBIA
OG0004480	LOC6615220|XP_002039626.1|DSEC	LOC108027618|XP_016954629.1|DBIA
OG0004481	LOC116800665|XP_032572782.1|DSEC	LOC108036584|XP_016968329.1|DBIA
OG0004482	LOC116801570|XP_032577890.1|DSEC	LOC108025521|XP_016951531.1|DBIA
OG0004483	LOC6615800|XP_002040170.1|DSEC	LOC108026899|XP_016953597.1|DBIA
OG0004484	LOC6614102|XP_002038556.1|DSEC	LOC108027138|XP_016953846.1|DBIA
OG0004485	LOC6615984|XP_002040351.2|DSEC	LOC108023184|XP_016947915.1|DBIA
OG0004486	LOC6609631|XP_002034308.1|DSEC	LOC108022516|XP_016946974.1|DBIA
OG0004487	LOC6606050|XP_002030861.1|DSEC	LOC108035414|XP_016966525.1|DBIA
OG0004488	LOC6607919|XP_002032669.1|DSEC	LOC108030097|XP_016958273.1|DBIA, LOC108029850|XP_016957828.1|DBIA
OG0004489	LOC6610357|XP_032573529.1|DSEC	LOC108028597|XP_016956005.1|DBIA
OG0004490	LOC6608890|XP_002033604.1|DSEC	LOC108029774|XP_016957772.1|DBIA
OG0004492	LOC6619394|XP_002043610.1|DSEC	LOC108030821|XP_016959424.1|DBIA
OG0004493	LOC6605503|XP_032574668.1|DSEC	LOC108028199|XP_016955348.1|DBIA
OG0004494	LOC6607248|XP_032576657.1|DSEC	LOC108031836|XP_016961074.1|DBIA
OG0004495	LOC6607329|XP_002032102.1|DSEC	LOC108032022|XP_016961321.1|DBIA
OG0004496	LOC6608590|XP_002033324.1|DSEC	LOC108023108|XP_016947863.1|DBIA
OG0004497	LOC6615603|XP_002039977.2|DSEC	LOC108026544|XP_016952983.1|DBIA
OG0004498	LOC6606547|XP_002031348.1|DSEC	LOC108023673|XP_016948787.1|DBIA, LOC108023776|XP_016948909.1|DBIA
OG0004499	LOC116800641|XP_032572600.1|DSEC	LOC108022538|XP_016947005.1|DBIA
OG0004499	LOC116800642|XP_032572603.1|DSEC	LOC108022541|XP_016947008.1|DBIA
OG0004500	LOC6609882|XP_032571458.1|DSEC, LOC116803252|XP_032582999.1|DSEC	LOC108029988|XP_016957987.1|DBIA
OG0004501	LOC6608723|XP_032572346.1|DSEC	LOC108030285|XP_016958604.1|DBIA
OG0004502	LOC116800510|XP_032571808.1|DSEC	LOC108022722|XP_016947296.1|DBIA
OG0004502	LOC6615414|XP_032571807.1|DSEC	LOC108022721|XP_016947295.1|DBIA
OG0004503	LOC116801436|XP_032576846.1|DSEC	LOC108024281|XP_016949668.1|DBIA, LOC108024687|XP_016950252.1|DBIA
OG0004504	LOC6620126|XP_002044340.1|DSEC	LOC108036887|XP_016968754.1|DBIA
OG0004505	LOC6606439|XP_032577731.1|DSEC	LOC108032052|XP_016961355.1|DBIA
OG0004506	LOC6618742|XP_002043000.1|DSEC	LOC108024644|XP_016950183.1|DBIA
OG0004507	LOC6614101|XP_002038555.1|DSEC	LOC108027416|XP_016954347.1|DBIA
OG0004508	LOC6617072|XP_032577817.1|DSEC	LOC108025383|XP_016951345.1|DBIA
OG0004509	LOC6605306|XP_002030144.1|DSEC	LOC108030512|XP_016958889.1|DBIA
OG0004510	LOC6617961|XP_032580350.1|DSEC	LOC108033092|XP_016962777.1|DBIA
OG0004511	LOC6619626|XP_032578677.1|DSEC	LOC108026247|XP_016952578.1|DBIA
OG0004512	LOC6620101|XP_002044314.2|DSEC	LOC108035989|XP_016967328.1|DBIA
OG0004513	LOC6619469|XP_032579731.1|DSEC	LOC108036004|XP_016967387.1|DBIA
OG0004514	LOC6619461|XP_032579784.1|DSEC	LOC108035986|XP_016967319.1|DBIA
OG0004515	LOC6618509|XP_002042769.1|DSEC	LOC108024001|XP_016949231.1|DBIA
OG0004516	LOC6618559|XP_032581648.1|DSEC	LOC108024867|XP_016950499.1|DBIA
OG0004517	LOC6619764|XP_032580309.1|DSEC	LOC108023387|XP_016948283.1|DBIA
OG0004518	LOC6620000|XP_032580191.1|DSEC	LOC108025747|XP_016951830.1|DBIA
OG0004519	LOC6612675|XP_032576531.1|DSEC	LOC108026335|XP_016952727.1|DBIA
OG0004520	LOC6619981|XP_002044193.2|DSEC	LOC108032981|XP_016962545.1|DBIA
OG0004521	LOC6619142|XP_002043382.1|DSEC	LOC108024270|XP_016949649.1|DBIA
OG0004522	LOC6619737|XP_002043952.1|DSEC	LOC108023726|XP_016948852.1|DBIA
OG0004523	LOC6612961|XP_032576534.1|DSEC	LOC108025294|XP_016951171.1|DBIA
OG0004524	LOC6616179|XP_002040544.2|DSEC	LOC108024121|XP_016949391.1|DBIA
OG0004525	LOC6618443|XP_002042713.1|DSEC	LOC108023964|XP_016949174.1|DBIA
OG0004526	LOC6612445|XP_032581806.1|DSEC	LOC108023504|XP_016948528.1|DBIA
OG0004527	LOC6616182|XP_002040547.1|DSEC	LOC108025811|XP_016951948.1|DBIA
OG0004528	LOC6615131|XP_002039547.1|DSEC	LOC108027581|XP_016954584.1|DBIA
OG0004529	LOC6612356|XP_002036865.2|DSEC	LOC108034575|XP_016965033.1|DBIA
OG0004530	LOC6617941|XP_032581843.1|DSEC	LOC108024837|XP_016950460.1|DBIA
OG0004531	LOC6607428|XP_032578485.1|DSEC	LOC108032210|XP_016961559.1|DBIA
OG0004532	LOC6620364|XP_032582204.1|DSEC	LOC108026330|XP_016952720.1|DBIA
OG0004533	LOC6618622|XP_002042881.1|DSEC	LOC108036424|XP_016968045.1|DBIA
OG0004534	LOC6609466|XP_002034151.1|DSEC	LOC108030200|XP_016958446.1|DBIA
OG0004535	LOC6605968|XP_002030780.1|DSEC	LOC108034866|XP_016965535.1|DBIA
OG0004536	LOC6615138|XP_002039554.2|DSEC	LOC108027547|XP_016954490.1|DBIA
OG0004537	LOC6612204|XP_032581822.1|DSEC	LOC108023571|XP_016948651.1|DBIA
OG0004538	LOC6615761|XP_032571789.1|DSEC	LOC108026759|XP_016953384.1|DBIA
OG0004539	LOC6619259|XP_032579150.1|DSEC	LOC108032109|XP_016961428.1|DBIA
OG0004540	LOC6617585|XP_002041898.2|DSEC	LOC108025741|XP_016951818.1|DBIA
OG0004541	LOC6609736|XP_002034393.1|DSEC	LOC108022501|XP_016946949.1|DBIA
OG0004542	LOC6619786|XP_032580266.1|DSEC	LOC108023605|XP_016948700.1|DBIA
OG0004543	LOC6612432|XP_032581192.1|DSEC	LOC108032518|XP_016961847.1|DBIA
OG0004544	LOC6615859|XP_002040229.2|DSEC	LOC108023574|XP_016948657.1|DBIA
OG0004545	LOC6607406|XP_032577900.1|DSEC	LOC108031611|XP_016960690.1|DBIA
OG0004546	LOC6608968|XP_002033682.1|DSEC	LOC108029683|XP_016957626.1|DBIA
OG0004547	LOC6616058|XP_002040424.1|DSEC	LOC108023343|XP_016948173.1|DBIA
OG0004548	LOC6614979|XP_002039396.1|DSEC	LOC108024245|XP_016949616.1|DBIA
OG0004549	LOC6615887|XP_002040257.1|DSEC	LOC108023460|XP_016948464.1|DBIA
OG0004550	LOC6620197|XP_032581726.1|DSEC	LOC108021873|XP_016946154.1|DBIA
OG0004551	LOC6610061|XP_002034677.1|DSEC	LOC108029640|XP_016957537.1|DBIA
OG0004552	LOC6614826|XP_032580420.1|DSEC	LOC108023458|XP_016948457.1|DBIA
OG0004553	LOC6604915|XP_032573649.1|DSEC	LOC108035038|XP_016965872.1|DBIA
OG0004554	LOC6616194|XP_002040559.1|DSEC	LOC108025832|XP_016951979.1|DBIA
OG0004555	LOC6616195|XP_032581703.1|DSEC	LOC108025926|XP_016952106.1|DBIA
OG0004556	LOC6614929|XP_032580144.1|DSEC	LOC108027592|XP_016954599.1|DBIA
OG0004557	LOC6612554|XP_032582668.1|DSEC	LOC108032974|XP_016962534.1|DBIA
OG0004558	LOC6620346|XP_032582565.1|DSEC	LOC108028876|XP_016956355.1|DBIA
OG0004559	LOC6607622|XP_002032390.1|DSEC	LOC108024533|XP_016949988.1|DBIA
OG0004560	LOC116801014|XP_032574054.1|DSEC	LOC108021931|XP_016946246.1|DBIA
OG0004561	LOC6606377|XP_002031182.1|DSEC	LOC108024545|XP_016950007.1|DBIA
OG0004562	LOC6607479|XP_032576833.1|DSEC	LOC108032132|XP_016961455.1|DBIA
OG0004563	LOC6606255|XP_032577497.1|DSEC	LOC108026181|XP_016952458.1|DBIA
OG0004564	LOC6619017|XP_002043262.1|DSEC	LOC108030962|XP_016959651.1|DBIA
OG0004565	LOC6606346|XP_002031151.1|DSEC	LOC108032240|XP_016961593.1|DBIA
OG0004566	LOC6617568|XP_002041881.1|DSEC	LOC108025763|XP_016951846.1|DBIA
OG0004567	LOC6620162|XP_032581332.1|DSEC	LOC108024018|XP_016949268.1|DBIA
OG0004568	LOC6616001|XP_032580028.1|DSEC	LOC108023535|XP_016948590.1|DBIA
OG0004569	LOC6613825|XP_002038294.1|DSEC	LOC108024959|XP_016950686.1|DBIA
OG0004570	LOC6609413|XP_002034098.1|DSEC	LOC108036407|XP_016968016.1|DBIA
OG0004571	LOC6614872|XP_002039290.1|DSEC	LOC108035789|XP_016967016.1|DBIA
OG0004572	LOC6613342|XP_002037817.1|DSEC	LOC108027915|XP_016955027.1|DBIA
OG0004573	LOC6613734|XP_002038204.1|DSEC	LOC108024589|XP_016950089.1|DBIA
OG0004574	LOC6612320|XP_002036830.1|DSEC	LOC108033009|XP_016962625.1|DBIA
OG0004575	LOC6612319|XP_032580774.1|DSEC	LOC108033143|XP_016962854.1|DBIA
OG0004576	LOC6607275|XP_002032054.1|DSEC	LOC108032056|XP_016961361.1|DBIA
OG0004577	LOC6606499|XP_002031300.1|DSEC	LOC108031176|XP_016959884.1|DBIA
OG0004578	LOC6617638|XP_032580672.1|DSEC	LOC108032430|XP_016961744.1|DBIA
OG0004579	LOC6613237|XP_032569828.1|DSEC	LOC108034172|XP_016964475.1|DBIA
OG0004580	LOC6606539|XP_002031340.1|DSEC	LOC108031908|XP_016961165.1|DBIA
OG0004581	LOC6606277|XP_002031082.1|DSEC	LOC108026231|XP_016952555.1|DBIA
OG0004582	LOC6612927|XP_032577738.1|DSEC	LOC108025429|XP_016951405.1|DBIA
OG0004583	LOC6620441|XP_032580954.1|DSEC	LOC108023634|XP_016948739.1|DBIA
OG0004584	LOC6609219|XP_002033910.1|DSEC	LOC108022160|XP_016946491.1|DBIA
OG0004585	LOC6612773|XP_002037274.1|DSEC	LOC108025327|XP_016951242.1|DBIA
OG0004586	LOC6612453|XP_002036961.1|DSEC	LOC108023513|XP_016948548.1|DBIA
OG0004587	LOC6612955|XP_002037447.1|DSEC	LOC108025216|XP_016951053.1|DBIA
OG0004588	LOC6612957|XP_002037449.1|DSEC	LOC108025221|XP_016951057.1|DBIA
OG0004589	LOC6620341|XP_032581564.1|DSEC	LOC108028877|XP_016956356.1|DBIA
OG0004590	LOC6612743|XP_032576180.1|DSEC	LOC108025256|XP_016951098.1|DBIA
OG0004591	LOC6612738|XP_002037241.1|DSEC	LOC108025382|XP_016951344.1|DBIA
OG0004592	LOC6618523|XP_002042783.1|DSEC	LOC108023972|XP_016949185.1|DBIA
OG0004593	LOC6620297|XP_002044500.2|DSEC	LOC108025621|XP_016951646.1|DBIA
OG0004594	LOC6619825|XP_032580855.1|DSEC	LOC108024155|XP_016949454.1|DBIA
OG0004595	LOC6620480|XP_002044689.1|DSEC	LOC108026654|XP_016953184.1|DBIA
OG0004596	LOC6615857|XP_032582084.1|DSEC	LOC108023257|XP_016948029.1|DBIA
OG0004597	LOC6614791|XP_002039210.1|DSEC	LOC108023207|XP_016947960.1|DBIA
OG0004598	LOC6605989|XP_032574053.1|DSEC	LOC108035535|XP_016966691.1|DBIA
OG0004599	LOC6613255|XP_032576155.1|DSEC	LOC108032731|XP_016962201.1|DBIA
OG0004600	LOC6619902|XP_002044114.1|DSEC	LOC108036315|XP_016967820.1|DBIA
OG0004601	LOC6619910|XP_032581237.1|DSEC	LOC108036605|XP_016968359.1|DBIA
OG0004602	LOC6617525|XP_002041840.1|DSEC	LOC108027491|XP_016954424.1|DBIA
OG0004603	LOC6617276|XP_002041603.1|DSEC	LOC108029297|XP_016956989.1|DBIA
OG0004604	LOC6619783|XP_032580269.1|DSEC	LOC108023649|XP_016948756.1|DBIA
OG0004605	LOC6617457|XP_032581007.1|DSEC	LOC108023338|XP_016948166.1|DBIA
OG0004606	LOC6619027|XP_002043272.1|DSEC	LOC108031347|XP_016960099.1|DBIA
OG0004607	LOC6612567|XP_002037072.2|DSEC	LOC108025856|XP_016952012.1|DBIA
OG0004608	LOC6617958|XP_032580075.1|DSEC	LOC108033069|XP_016962723.1|DBIA
OG0004609	LOC6617931|XP_032581027.1|DSEC	LOC108025828|XP_016951972.1|DBIA
OG0004610	LOC6612890|XP_002037382.1|DSEC	LOC108025343|XP_016951271.1|DBIA
OG0004611	LOC6612867|XP_032576621.1|DSEC	LOC108025349|XP_016951296.1|DBIA
OG0004612	LOC6612868|XP_002037360.1|DSEC	LOC108025498|XP_016951501.1|DBIA
OG0004613	LOC6606275|XP_002031080.1|DSEC	LOC108026233|XP_016952557.1|DBIA
OG0004614	LOC6618438|XP_002042708.2|DSEC	LOC108023949|XP_016949129.1|DBIA
OG0004615	LOC6612562|XP_032580369.1|DSEC	LOC108025805|XP_016951938.1|DBIA
OG0004616	LOC6619775|XP_002043988.2|DSEC	LOC108023206|XP_016947958.1|DBIA
OG0004617	LOC6618196|XP_002042471.1|DSEC	LOC108033962|XP_016964156.1|DBIA
OG0004618	LOC6607462|XP_032579598.1|DSEC	LOC108031481|XP_016960447.1|DBIA
OG0004619	LOC6607371|XP_002032144.1|DSEC	LOC108031569|XP_016960616.1|DBIA
OG0004620	LOC116800176|XP_032579299.1|DSEC	LOC108031550|XP_016960581.1|DBIA
OG0004621	LOC6606761|XP_002031558.1|DSEC	LOC108025035|XP_016950779.1|DBIA
OG0004622	LOC6613770|XP_032577612.1|DSEC	LOC108025177|XP_016950978.1|DBIA
OG0004623	LOC6612728|XP_002037231.1|DSEC	LOC108026000|XP_016952179.1|DBIA
OG0004624	LOC6613961|XP_002038425.1|DSEC	LOC108023294|XP_016948527.1|DBIA
OG0004625	LOC6619593|XP_032580206.1|DSEC	LOC108026170|XP_016952419.1|DBIA
OG0004626	LOC6615891|XP_032581355.1|DSEC	LOC108023397|XP_016948332.1|DBIA
OG0004627	LOC6610720|XP_032575952.1|DSEC	LOC108035080|XP_016965975.1|DBIA
OG0004628	LOC6616024|XP_032581724.1|DSEC	LOC108023682|XP_016948793.1|DBIA
OG0004629	LOC6606361|XP_032577680.1|DSEC	LOC108032088|XP_016961402.1|DBIA
OG0004630	LOC6612768|XP_032579397.1|DSEC	LOC108025373|XP_016951327.1|DBIA
OG0004632	LOC6613748|XP_002038218.1|DSEC	LOC108024766|XP_016950372.1|DBIA
OG0004633	LOC6612725|XP_032578156.1|DSEC	LOC108026018|XP_016952197.1|DBIA
OG0004634	LOC6612714|XP_002037217.1|DSEC	LOC108026418|XP_016952836.1|DBIA
OG0004635	LOC6617473|XP_032582305.1|DSEC	LOC108023541|XP_016948600.1|DBIA
OG0004636	LOC6614927|XP_032582375.1|DSEC	LOC108035775|XP_016966971.1|DBIA
OG0004637	LOC6620586|XP_032582230.1|DSEC	LOC108023399|XP_016948335.1|DBIA
OG0004638	LOC6614935|XP_002039352.1|DSEC	LOC108027566|XP_016954542.1|DBIA
OG0004639	LOC6617129|XP_002041456.1|DSEC	LOC108025073|XP_016950820.1|DBIA
OG0004640	LOC6617127|XP_032577837.1|DSEC	LOC108025540|XP_016951557.1|DBIA
OG0004641	LOC6618652|XP_002042911.1|DSEC	LOC108036539|XP_016968255.1|DBIA
OG0004642	LOC6605071|XP_002029912.1|DSEC	LOC108023400|XP_016948339.1|DBIA
OG0004643	LOC6607188|XP_002031972.1|DSEC	LOC108032202|XP_016961549.1|DBIA
OG0004644	LOC6614989|XP_002039406.1|DSEC	LOC108024193|XP_016949528.1|DBIA
OG0004645	LOC6617270|XP_002041597.1|DSEC	LOC108029231|XP_016956914.1|DBIA
OG0004646	LOC6612940|XP_002037432.1|DSEC	LOC108025269|XP_016951120.1|DBIA
OG0004647	LOC6620362|XP_002044570.1|DSEC	LOC108026560|XP_016953003.1|DBIA
OG0004648	LOC6614889|XP_002039306.1|DSEC	LOC108035781|XP_016966991.1|DBIA
OG0004649	LOC6619583|XP_032580948.1|DSEC	LOC108026097|XP_016952289.1|DBIA
OG0004650	LOC6612126|XP_002036643.1|DSEC	LOC108033362|XP_016963162.1|DBIA
OG0004651	LOC6616737|XP_002041074.2|DSEC	LOC108031102|XP_016959802.1|DBIA
OG0004652	LOC6618733|XP_032578327.1|DSEC	LOC108024665|XP_016950221.1|DBIA
OG0004653	LOC6616524|XP_002040883.1|DSEC	LOC108030874|XP_016959518.1|DBIA
