Orthogroup	DSEC.longest_only	AALB.longest_only
OG0003173	LOC6613930|XP_002038395.1|DSEC	LOC118466851|XP_035792572.1|AALB
OG0003174	LOC6607093|XP_002031881.1|DSEC	LOC118465110|XP_035788949.1|AALB
OG0003175	LOC6609396|XP_032571936.1|DSEC	LOC118467843|XP_035794640.1|AALB
OG0003176	LOC6613053|XP_002037536.1|DSEC	LOC118466049|XP_035790780.1|AALB
OG0003177	LOC6615425|XP_002039807.1|DSEC	LOC118465512|XP_035789724.1|AALB
OG0003178	LOC6615418|XP_002039800.1|DSEC	LOC118465507|XP_035789718.1|AALB
OG0003179	LOC6615422|XP_002039804.1|DSEC	LOC118463362|XP_035785773.1|AALB
OG0003180	LOC6608714|XP_002033438.1|DSEC	LOC118464353|XP_035787570.1|AALB
OG0003181	LOC6609092|XP_002033795.1|DSEC	LOC118464354|XP_035787571.1|AALB
OG0003182	LOC6610056|XP_032572510.1|DSEC	LOC118466239|XP_035791180.1|AALB
OG0003183	LOC6609012|XP_002033717.1|DSEC	LOC118467018|XP_035792857.1|AALB
OG0003184	LOC6605326|XP_032574862.1|DSEC	LOC118466742|XP_035792321.1|AALB
OG0003185	LOC6608966|XP_002033680.1|DSEC	LOC118466161|XP_035791030.1|AALB
OG0003186	LOC6615581|XP_002039955.2|DSEC	LOC118466889|XP_035792635.1|AALB
OG0003187	LOC6613353|XP_002037827.1|DSEC	LOC118467434|XP_035793822.1|AALB
OG0003188	LOC6616647|XP_032579179.1|DSEC	LOC118467247|XP_035793412.1|AALB
OG0003189	LOC6616321|XP_002040681.1|DSEC	LOC118467730|XP_035794427.1|AALB
OG0003190	LOC6609629|XP_002034306.1|DSEC	LOC118466866|XP_035792603.1|AALB
OG0003191	LOC6605463|XP_002030296.1|DSEC	LOC118466954|XP_035792747.1|AALB
OG0003192	LOC6605636|XP_032575807.1|DSEC	LOC118467426|XP_035793803.1|AALB
OG0003193	LOC6613493|XP_032572679.1|DSEC	LOC118467905|XP_035794725.1|AALB
OG0003194	LOC6605698|XP_032574500.1|DSEC	LOC118463627|XP_035786222.1|AALB
OG0003195	LOC6607167|XP_002031953.1|DSEC	LOC118467260|XP_035793436.1|AALB
OG0003196	LOC6619418|XP_002043633.1|DSEC	LOC118467258|XP_035793434.1|AALB
OG0003197	LOC6605689|XP_032575733.1|DSEC	LOC118465145|XP_035788978.1|AALB
OG0003198	LOC6611423|XP_002035967.2|DSEC	LOC118464013|XP_035786954.1|AALB
OG0003199	LOC6610155|XP_002034764.2|DSEC	LOC118463102|XP_035785299.1|AALB
OG0003200	LOC6619148|XP_032572944.1|DSEC	LOC118466766|XP_035792380.1|AALB
OG0003201	LOC6609084|XP_032570692.1|DSEC	LOC118467924|XP_035794762.1|AALB
OG0003202	LOC6604823|XP_002029668.1|DSEC	LOC118464700|XP_035788115.1|AALB
OG0003203	LOC6609235|XP_032572755.1|DSEC	LOC118465433|XP_035789568.1|AALB
OG0003204	LOC6614334|XP_002038773.2|DSEC	LOC118465819|XP_035790294.1|AALB
OG0003205	LOC6615789|XP_002040159.1|DSEC	LOC118463732|XP_035786419.1|AALB
OG0003206	LOC6608346|XP_002033083.1|DSEC	LOC118465478|XP_035789672.1|AALB
OG0003207	LOC6612656|XP_032576243.1|DSEC	LOC118463378|XP_035785799.1|AALB
OG0003208	LOC6605088|XP_032575688.1|DSEC	LOC118467284|XP_035793484.1|AALB
OG0003209	LOC6608569|XP_002033303.1|DSEC	LOC118467420|XP_035793799.1|AALB
OG0003210	LOC6619687|XP_002043902.1|DSEC	LOC118462743|XP_035784597.1|AALB
OG0003211	LOC6609249|XP_032572026.1|DSEC	LOC118462733|XP_035784574.1|AALB
OG0003212	LOC6606697|XP_032577215.1|DSEC	LOC118467630|XP_035794244.1|AALB
OG0003213	LOC6609386|XP_002034075.1|DSEC	LOC118462802|XP_035784699.1|AALB
OG0003214	LOC6609902|XP_002034552.1|DSEC	LOC118465020|XP_035788771.1|AALB
OG0003215	LOC6609914|XP_002034564.1|DSEC	LOC118463978|XP_035786882.1|AALB
OG0003216	LOC6608231|XP_032572629.1|DSEC	LOC118464068|XP_035787008.1|AALB
OG0003217	LOC6608171|XP_002032916.1|DSEC	LOC118465682|XP_035790005.1|AALB
OG0003218	LOC6616616|XP_002040599.1|DSEC	LOC118463869|XP_035786679.1|AALB
OG0003219	LOC6605637|XP_002030455.1|DSEC	LOC118466311|XP_035791315.1|AALB
OG0003220	LOC6614576|XP_002039004.1|DSEC	LOC118463518|XP_035786013.1|AALB
OG0003221	LOC6618066|XP_002042364.1|DSEC	LOC118462046|XP_035783921.1|AALB
OG0003222	LOC6608170|XP_032572798.1|DSEC	LOC118463110|XP_035785327.1|AALB
OG0003224	LOC6609735|XP_032570734.1|DSEC	LOC118465982|XP_035790651.1|AALB
OG0003225	LOC6612172|XP_032578830.1|DSEC	LOC118459787|XP_035779401.1|AALB
OG0003226	LOC6608537|XP_032570157.1|DSEC	LOC118466708|XP_035792250.1|AALB
OG0003227	LOC6616139|XP_002040504.1|DSEC	LOC118466790|XP_035792424.1|AALB
OG0003250	LOC6607405|XP_002032178.1|DSEC	LOC118458364|XP_035776650.1|AALB
OG0003251	LOC6617102|XP_032577469.1|DSEC	LOC118465739|XP_035790094.1|AALB
OG0003252	LOC6607459|XP_002032228.2|DSEC	LOC118456307|XP_035772842.1|AALB
OG0003253	LOC116801750|XP_032578917.1|DSEC, LOC6606651|XP_002031451.2|DSEC	LOC118462278|XP_035784007.1|AALB
OG0003254	LOC6614212|XP_002038657.1|DSEC	LOC118468913|XP_035796114.1|AALB
OG0003255	LOC6612966|XP_002037457.1|DSEC	LOC118464368|XP_035787604.1|AALB
OG0003256	LOC6617171|XP_002041498.1|DSEC	LOC118459164|XP_035778197.1|AALB
OG0003257	LOC6617665|XP_032581664.1|DSEC	LOC118464227|XP_035787304.1|AALB
OG0003258	LOC6615176|XP_002039592.1|DSEC	LOC118462119|XP_035783995.1|AALB
OG0003259	LOC6621439|XP_032581554.1|DSEC	LOC118458324|XP_035776570.1|AALB
OG0003260	LOC6617913|XP_002042221.2|DSEC	LOC118462246|XP_035784005.1|AALB
OG0003261	LOC6613807|XP_002038276.1|DSEC	LOC118468535|XP_035795311.1|AALB
OG0003262	LOC116801440|XP_032576896.1|DSEC	LOC118467526|XP_035793984.1|AALB
OG0003263	LOC6619762|XP_002043976.2|DSEC	LOC118459146|XP_035778125.1|AALB
OG0003264	LOC6620350|XP_002044539.1|DSEC	LOC118459913|XP_035779688.1|AALB
OG0003265	LOC6611205|XP_002035761.1|DSEC	LOC118463319|XP_035785704.1|AALB
OG0003266	LOC6613610|XP_002038080.1|DSEC	LOC118462775|XP_035784645.1|AALB
OG0003267	LOC6620948|XP_032580537.1|DSEC	LOC118466215|XP_035791135.1|AALB
OG0003268	LOC6612618|XP_032578724.1|DSEC	LOC118460613|XP_035780950.1|AALB
OG0003269	LOC6612733|XP_002037236.1|DSEC	LOC118460604|XP_035780932.1|AALB
OG0003270	LOC6605709|XP_002030525.2|DSEC	LOC118461836|XP_035783505.1|AALB
OG0003271	LOC6619471|XP_032579724.1|DSEC	LOC118463817|XP_035786592.1|AALB
OG0003272	LOC6614857|XP_032580110.1|DSEC	LOC118462976|XP_035785100.1|AALB
OG0003273	LOC6608867|XP_002033581.1|DSEC	LOC118466981|XP_035792789.1|AALB
OG0003274	LOC6617479|XP_032582133.1|DSEC	LOC118463893|XP_035786721.1|AALB
OG0003275	LOC6612549|XP_032582667.1|DSEC	LOC118456794|XP_035774182.1|AALB
OG0003276	LOC6616874|XP_002041210.1|DSEC	LOC118460591|XP_035780904.1|AALB
OG0003277	LOC6608572|XP_002033306.1|DSEC	LOC118462637|XP_035784381.1|AALB
OG0003278	LOC116801537|XP_032577718.1|DSEC	LOC118459685|XP_035779210.1|AALB
OG0003279	LOC6612202|XP_002036719.1|DSEC	LOC118457149|XP_035774368.1|AALB, LOC118457183|XP_035774421.1|AALB
OG0003280	LOC6607278|XP_032576350.1|DSEC	LOC118458454|XP_035776845.1|AALB
OG0003281	LOC6619232|XP_002043451.1|DSEC	LOC118460544|XP_035780832.1|AALB
OG0003282	LOC6612205|XP_032582396.1|DSEC	LOC118466507|XP_035791847.1|AALB
OG0003283	LOC6614722|XP_032583004.1|DSEC	LOC118465503|XP_035789716.1|AALB
OG0003284	LOC6619004|XP_032580969.1|DSEC	LOC118467880|XP_035794684.1|AALB
OG0003285	LOC6612959|XP_032578923.1|DSEC	LOC118463757|XP_035786461.1|AALB
OG0003286	LOC6617089|XP_002041416.1|DSEC	LOC118460575|XP_035780880.1|AALB
OG0003287	LOC6605363|XP_032576085.1|DSEC	LOC118465304|XP_035789301.1|AALB
OG0003288	LOC6606319|XP_002031124.1|DSEC	LOC118466110|XP_035790941.1|AALB
OG0003289	LOC6615616|XP_002039990.1|DSEC	LOC118464005|XP_035786945.1|AALB
OG0003290	LOC6613819|XP_002038288.1|DSEC	LOC118464355|XP_035787572.1|AALB
OG0003291	LOC6619395|XP_032573961.1|DSEC	LOC118464968|XP_035788681.1|AALB
OG0003292	LOC6619587|XP_002043802.1|DSEC	LOC118457835|XP_035775645.1|AALB, LOC118468510|XP_035795239.1|AALB
OG0003293	LOC6612193|XP_002036711.2|DSEC	LOC118456256|XP_035772753.1|AALB
OG0003294	LOC6609680|XP_002034338.1|DSEC	LOC118457245|XP_035774527.1|AALB
OG0003295	LOC6620334|XP_032581586.1|DSEC	LOC118465150|XP_035788992.1|AALB
OG0003296	LOC116801729|XP_032578809.1|DSEC	LOC118460910|XP_035781553.1|AALB
OG0003297	LOC6606989|XP_032579548.1|DSEC	LOC118458796|XP_035777538.1|AALB
OG0003298	LOC6618085|XP_002042383.1|DSEC	LOC118460055|XP_035779934.1|AALB
OG0003299	LOC6606376|XP_002031181.1|DSEC	LOC118463632|XP_035786247.1|AALB
OG0003300	LOC6606362|XP_032576664.1|DSEC	LOC118465899|XP_035790448.1|AALB
OG0003301	LOC6609745|XP_002034399.1|DSEC	LOC118462557|XP_035784238.1|AALB
OG0003302	LOC6617569|XP_032580064.1|DSEC	LOC118464281|XP_035787450.1|AALB
OG0003303	LOC6609215|XP_002033906.1|DSEC	LOC118460877|XP_035781507.1|AALB
OG0003304	LOC6607620|XP_002032388.1|DSEC	LOC118464920|XP_035788588.1|AALB
OG0003305	LOC6614973|XP_032580760.1|DSEC	LOC118457119|XP_035774318.1|AALB
OG0003306	LOC6607864|XP_002032618.1|DSEC	LOC118465861|XP_035790386.1|AALB
OG0003307	LOC6620012|XP_002044224.2|DSEC	LOC118463522|XP_035786028.1|AALB
OG0003308	LOC6617274|XP_002041601.1|DSEC	LOC118458265|XP_035776450.1|AALB
OG0003309	LOC6615188|XP_032582354.1|DSEC	LOC118465344|XP_035789398.1|AALB
OG0003310	LOC6618468|XP_002042738.1|DSEC	LOC118461559|XP_035782912.1|AALB
OG0003311	LOC6606833|XP_002031630.1|DSEC	LOC118466487|XP_035791780.1|AALB
OG0003312	LOC6616779|XP_002041116.1|DSEC	LOC118458724|XP_035777385.1|AALB, LOC118467481|XP_035793916.1|AALB
OG0003313	LOC6615885|XP_002040255.1|DSEC	LOC118458255|XP_035776441.1|AALB
OG0003314	LOC6615797|XP_002040167.1|DSEC	LOC118457246|XP_035774524.1|AALB
OG0003315	LOC6617975|XP_032581344.1|DSEC	LOC118460846|XP_035781444.1|AALB
OG0003316	LOC6612943|XP_002037435.1|DSEC	LOC118459004|XP_035777905.1|AALB
OG0003317	LOC6606339|XP_002031144.1|DSEC	LOC118468748|XP_035795801.1|AALB
OG0003318	LOC6607011|XP_032577645.1|DSEC	LOC118465064|XP_035788844.1|AALB
OG0003319	LOC6613808|XP_032579610.1|DSEC	LOC118465295|XP_035789258.1|AALB
OG0003320	LOC6612950|XP_002037442.1|DSEC	LOC118458726|XP_035777390.1|AALB
OG0003321	LOC6612954|XP_002037446.1|DSEC	LOC118463029|XP_035785168.1|AALB
OG0003322	LOC6612956|XP_002037448.1|DSEC	LOC118459355|XP_035778536.1|AALB
OG0003323	LOC6615852|XP_032581877.1|DSEC	LOC118460170|XP_035780170.1|AALB
OG0003324	LOC6616027|XP_032580122.1|DSEC	LOC118463370|XP_035785791.1|AALB
OG0003325	LOC6614311|XP_032576285.1|DSEC	LOC118463846|XP_035786647.1|AALB
OG0003326	LOC6618050|XP_032580455.1|DSEC	LOC118464715|XP_035788150.1|AALB
OG0003327	LOC6619478|XP_032579980.1|DSEC	LOC118459181|XP_035778233.1|AALB
OG0003328	LOC6616082|XP_032581222.1|DSEC	LOC118462744|XP_035784602.1|AALB
OG0003329	LOC6619236|XP_032576550.1|DSEC	LOC118461944|XP_035783724.1|AALB
OG0003330	LOC6605038|XP_032576022.1|DSEC	LOC118465229|XP_035789161.1|AALB
OG0003331	LOC6618027|XP_032581613.1|DSEC	LOC118468822|XP_035795949.1|AALB
OG0003332	LOC6617932|XP_002042240.1|DSEC	LOC118462982|XP_035785071.1|AALB
OG0003333	LOC6612910|XP_002037402.2|DSEC	LOC118466563|XP_035792003.1|AALB
OG0003334	LOC6614035|XP_002038489.1|DSEC	LOC118460139|XP_035780161.1|AALB
OG0003335	LOC6606394|XP_002031199.1|DSEC	LOC118459981|XP_035779810.1|AALB
OG0003336	LOC6607372|XP_002032145.1|DSEC	LOC118466755|XP_035792352.1|AALB
OG0003337	LOC6612666|XP_032576231.1|DSEC	LOC118456562|XP_035773324.1|AALB
OG0003338	LOC6613772|XP_032577466.1|DSEC	LOC118461908|XP_035783659.1|AALB
OG0003339	LOC6612719|XP_002037222.2|DSEC	LOC118465282|XP_035789220.1|AALB
OG0003340	LOC6612718|XP_002037221.1|DSEC	LOC118464288|XP_035787463.1|AALB
OG0003341	LOC6618097|XP_002042395.2|DSEC	LOC118468825|XP_035795948.1|AALB
OG0003342	LOC6614800|XP_032580128.1|DSEC	LOC118461027|XP_035781782.1|AALB
OG0003343	LOC6620021|XP_032582675.1|DSEC	LOC118467204|XP_035793362.1|AALB
OG0003344	LOC6611193|XP_002035749.1|DSEC	LOC118458621|XP_035777199.1|AALB
OG0003345	LOC6614930|XP_002039347.1|DSEC	LOC118466306|XP_035791311.1|AALB
OG0003346	LOC6613739|XP_002038209.1|DSEC	LOC118464886|XP_035788524.1|AALB
OG0003347	LOC6613757|XP_002038226.2|DSEC	LOC118460965|XP_035781643.1|AALB
OG0003348	LOC6613733|XP_002038203.1|DSEC	LOC118463628|XP_035786231.1|AALB
OG0003349	LOC6605607|XP_002030425.2|DSEC	LOC118458142|XP_035776233.1|AALB
OG0003350	LOC6607542|XP_032576225.1|DSEC	LOC118463565|XP_035786100.1|AALB
OG0003351	LOC6612260|XP_002036772.2|DSEC	LOC118467509|XP_035793954.1|AALB
OG0003352	LOC6612870|XP_002037362.1|DSEC	LOC118463917|XP_035786766.1|AALB
OG0003353	LOC6616848|XP_032576608.1|DSEC	LOC118460140|XP_035780124.1|AALB
OG0003354	LOC6612922|XP_002037414.1|DSEC	LOC118460493|XP_035780742.1|AALB
OG0003355	LOC6614910|XP_032580531.1|DSEC	LOC118457994|XP_035775963.1|AALB
OG0003356	LOC6620163|XP_032581321.1|DSEC	LOC118456935|XP_035773983.1|AALB
OG0003357	LOC6619920|XP_002044132.2|DSEC	LOC118456947|XP_035774016.1|AALB
OG0003358	LOC6614489|XP_032583309.1|DSEC	LOC118460688|XP_035781095.1|AALB
OG0003359	LOC6618014|XP_032582626.1|DSEC	LOC118468832|XP_035795962.1|AALB, LOC118465357|XP_035789426.1|AALB
OG0003360	LOC6619582|XP_032580942.1|DSEC	LOC118467582|XP_035794124.1|AALB
OG0003361	LOC6621169|XP_002045345.1|DSEC	LOC118467951|XP_035794815.1|AALB
OG0003362	LOC6619533|XP_002043748.2|DSEC	LOC118466237|XP_035791174.1|AALB
OG0003363	LOC6614339|XP_032577212.1|DSEC	LOC118466251|XP_035791200.1|AALB
OG0003364	LOC6606976|XP_002031768.2|DSEC	LOC118462042|XP_035783910.1|AALB
OG0003365	LOC6613931|XP_002038396.1|DSEC	LOC118461036|XP_035781815.1|AALB
OG0003366	LOC6618333|XP_032573448.1|DSEC	LOC118461434|XP_035782636.1|AALB
OG0003367	LOC6618399|XP_002042669.1|DSEC	LOC118460367|XP_035780510.1|AALB
OG0003368	LOC6618402|XP_002042672.1|DSEC	LOC118456158|XP_035772618.1|AALB
OG0003369	LOC6614209|XP_032576645.1|DSEC	LOC118459452|XP_035778755.1|AALB
OG0003370	LOC6607040|XP_002031828.2|DSEC	LOC118461718|XP_035783271.1|AALB
OG0003371	LOC6615118|XP_002039534.1|DSEC	LOC118459999|XP_035779798.1|AALB
OG0003372	LOC6609073|XP_002033776.2|DSEC	LOC118460305|XP_035780404.1|AALB
OG0003373	LOC6606762|XP_002031559.1|DSEC	LOC118465412|XP_035789532.1|AALB
OG0003374	LOC6618581|XP_032581194.1|DSEC	LOC118460181|XP_035780182.1|AALB
OG0003375	LOC6606379|XP_002031184.2|DSEC	LOC118458225|XP_035776385.1|AALB
OG0003376	LOC6606968|XP_002031760.1|DSEC	LOC118459585|XP_035779005.1|AALB
OG0003377	LOC6606971|XP_032579231.1|DSEC	LOC118457980|XP_035775923.1|AALB
OG0003378	LOC6618725|XP_002042984.1|DSEC	LOC118468316|XP_035794953.1|AALB
OG0003379	LOC6607435|XP_002032204.1|DSEC	LOC118468314|XP_035794951.1|AALB
OG0003380	LOC6607416|XP_002032189.2|DSEC	LOC118458736|XP_035777400.1|AALB
OG0003381	LOC6612089|XP_002036606.1|DSEC	LOC118460087|XP_035779996.1|AALB
OG0003382	LOC6618695|XP_032578964.1|DSEC	LOC118456186|XP_035772634.1|AALB, LOC118456188|XP_035772636.1|AALB
OG0003383	LOC6607141|XP_002031927.1|DSEC	LOC118460199|XP_035780200.1|AALB
OG0003384	LOC6617235|XP_002041562.1|DSEC	LOC118460424|XP_035780608.1|AALB
OG0003385	LOC6607306|XP_032576319.1|DSEC	LOC118468307|XP_035794937.1|AALB
OG0003386	LOC6607815|XP_002032573.1|DSEC	LOC118458981|XP_035777869.1|AALB
OG0003387	LOC6618707|XP_032578766.1|DSEC	LOC118458975|XP_035777858.1|AALB
OG0003388	LOC6618002|XP_002042310.1|DSEC	LOC118458409|XP_035776719.1|AALB
OG0003389	LOC6618858|XP_002043106.1|DSEC	LOC118460322|XP_035780426.1|AALB
OG0003390	LOC6620508|XP_002044713.1|DSEC	LOC118457186|XP_035774427.1|AALB
OG0003391	LOC6616765|XP_002041102.2|DSEC	LOC118468616|XP_035795516.1|AALB
OG0003392	LOC6616854|XP_002041190.2|DSEC	LOC118457407|XP_035774868.1|AALB
OG0003393	LOC6612698|XP_002037201.1|DSEC	LOC118468444|XP_035795105.1|AALB
OG0003394	LOC6614349|XP_002038788.1|DSEC	LOC118459161|XP_035778142.1|AALB
OG0003395	LOC6614340|XP_002038779.1|DSEC	LOC118458853|XP_035777667.1|AALB
OG0003396	LOC6612602|XP_032576168.1|DSEC	LOC118461752|XP_035783360.1|AALB
OG0003397	LOC6607519|XP_032578540.1|DSEC	LOC118460976|XP_035781683.1|AALB
OG0003399	LOC6619650|XP_002043865.1|DSEC	LOC118456728|XP_035773666.1|AALB
OG0003400	LOC6619675|XP_032576914.1|DSEC	LOC118459348|XP_035778518.1|AALB
OG0003401	LOC6607388|XP_032576313.1|DSEC	LOC118461274|XP_035782310.1|AALB
OG0003402	LOC6607379|XP_002032152.1|DSEC	LOC118460228|XP_035780253.1|AALB
OG0003403	LOC6618831|XP_002043080.2|DSEC	LOC118458165|XP_035776265.1|AALB
OG0003404	LOC6606495|XP_002031296.1|DSEC	LOC118457822|XP_035775590.1|AALB
OG0003405	LOC6608560|XP_002033294.1|DSEC	LOC118459502|XP_035778820.1|AALB
OG0003406	LOC6618727|XP_032578979.1|DSEC	LOC118459499|XP_035778818.1|AALB
OG0003407	LOC6621514|XP_002045657.1|DSEC	LOC118459504|XP_035778823.1|AALB
OG0003408	LOC6606344|XP_002031149.2|DSEC	LOC118459496|XP_035778810.1|AALB
OG0003409	LOC6607365|XP_032578102.1|DSEC	LOC118460551|XP_035780839.1|AALB
OG0003410	LOC6607401|XP_032577902.1|DSEC	LOC118462040|XP_035783908.1|AALB
OG0003411	LOC6616922|XP_002041252.1|DSEC	LOC118461386|XP_035782540.1|AALB
OG0003412	LOC6612639|XP_032577710.1|DSEC	LOC118461373|XP_035782514.1|AALB
OG0003413	LOC6613799|XP_002038268.2|DSEC	LOC118458580|XP_035777131.1|AALB
OG0003414	LOC6605681|XP_002030497.1|DSEC	LOC118460636|XP_035780982.1|AALB
OG0003415	LOC116802165|XP_032581461.1|DSEC	LOC118458099|XP_035776162.1|AALB
OG0003416	LOC6620055|XP_002044267.2|DSEC	LOC118458100|XP_035776166.1|AALB
OG0003417	LOC6607617|XP_032577005.1|DSEC	LOC118460664|XP_035781024.1|AALB
OG0003418	LOC6606641|XP_002031442.1|DSEC	LOC118459583|XP_035779004.1|AALB
OG0003419	LOC6620033|XP_002044245.1|DSEC	LOC118468723|XP_035795747.1|AALB
OG0003420	LOC6620034|XP_002044246.1|DSEC	LOC118468722|XP_035795746.1|AALB
OG0003421	LOC6612660|XP_002037164.1|DSEC	LOC118459992|XP_035779782.1|AALB
OG0003422	LOC6612659|XP_002037163.1|DSEC	LOC118458127|XP_035776202.1|AALB
OG0003423	LOC6609675|XP_032570743.1|DSEC	LOC118459376|XP_035778569.1|AALB
OG0003424	LOC6607651|XP_002032416.1|DSEC	LOC118459378|XP_035778571.1|AALB
OG0003425	LOC6607333|XP_002032106.1|DSEC	LOC118461910|XP_035783657.1|AALB
OG0003426	LOC6613723|XP_032578530.1|DSEC	LOC118461596|XP_035782992.1|AALB
OG0003427	LOC6613732|XP_002038202.1|DSEC	LOC118458835|XP_035777626.1|AALB
OG0003428	LOC6606132|XP_002030940.2|DSEC	LOC118457090|XP_035774271.1|AALB
OG0003429	LOC6615757|XP_002040128.1|DSEC	LOC118457723|XP_035775408.1|AALB
OG0003430	LOC6620281|XP_002044485.1|DSEC	LOC118468724|XP_035795749.1|AALB
OG0003431	LOC6613860|XP_032576194.1|DSEC	LOC118461683|XP_035783168.1|AALB
OG0003432	LOC6607701|XP_002032465.2|DSEC	LOC118460213|XP_035780222.1|AALB
OG0003433	LOC6612766|XP_032576980.1|DSEC	LOC118468597|XP_035795450.1|AALB
OG0003434	LOC6620481|XP_002044690.1|DSEC	LOC118469012|XP_035796342.1|AALB
OG0003435	LOC6617100|XP_002041427.1|DSEC	LOC118462033|XP_035783900.1|AALB
OG0003436	LOC6614004|XP_002038458.2|DSEC	LOC118461469|XP_035782708.1|AALB
OG0003437	LOC6614002|XP_032578197.1|DSEC	LOC118461467|XP_035782701.1|AALB
OG0003438	LOC6614005|XP_002038459.2|DSEC	LOC118466706|XP_035792249.1|AALB
OG0003439	LOC6607695|XP_032578038.1|DSEC	LOC118460240|XP_035780289.1|AALB
OG0003440	LOC6619540|XP_032578615.1|DSEC	LOC118461124|XP_035781957.1|AALB
OG0003441	LOC6611273|XP_002035828.1|DSEC	LOC118461465|XP_035782698.1|AALB
OG0003442	LOC6607148|XP_002031934.1|DSEC	LOC118457848|XP_035775628.1|AALB
OG0003443	LOC6610517|XP_032575383.1|DSEC	LOC118468318|XP_035794955.1|AALB
OG0003444	LOC6619433|XP_002043648.2|DSEC	LOC118460949|XP_035781611.1|AALB
OG0003445	LOC6619750|XP_032581135.1|DSEC	LOC118468552|XP_035795340.1|AALB
OG0003446	LOC6620009|XP_032580907.1|DSEC	LOC118462059|XP_035783938.1|AALB
OG0003447	LOC6620099|XP_032579673.1|DSEC	LOC118460804|XP_035781307.1|AALB
OG0003448	LOC6613788|XP_002038257.1|DSEC	LOC118461460|XP_035782690.1|AALB
OG0003449	LOC6616799|XP_002041136.1|DSEC	LOC118461455|XP_035782677.1|AALB
OG0003450	LOC6606265|XP_002031070.2|DSEC	LOC118461461|XP_035782691.1|AALB
OG0003451	LOC6620059|XP_002044271.1|DSEC	LOC118460945|XP_035781606.1|AALB
OG0003452	LOC6620060|XP_002044272.1|DSEC	LOC118460944|XP_035781605.1|AALB
OG0003453	LOC6611116|XP_002035673.1|DSEC	LOC118456729|XP_035773667.1|AALB
OG0003454	LOC6613170|XP_002037651.1|DSEC	LOC118468315|XP_035794952.1|AALB
OG0003455	LOC6606953|XP_002031746.1|DSEC	LOC118456722|XP_035773652.1|AALB
OG0003456	LOC6615383|XP_002039765.1|DSEC	LOC118457520|XP_035775056.1|AALB
OG0003457	LOC6613894|XP_002038360.1|DSEC	LOC118468976|XP_035796249.1|AALB
OG0003458	LOC6616690|XP_032577000.1|DSEC	LOC118457417|XP_035774882.1|AALB
OG0003459	LOC6606758|XP_002031555.1|DSEC	LOC118458302|XP_035776523.1|AALB
OG0003460	LOC6607554|XP_002032323.1|DSEC	LOC118468770|XP_035795839.1|AALB
OG0003461	LOC6614001|XP_002038455.1|DSEC	LOC118459489|XP_035778800.1|AALB
OG0003462	LOC6610885|XP_002035448.1|DSEC	LOC118461480|XP_035782731.1|AALB
OG0003463	LOC6606414|XP_002031218.1|DSEC	LOC118459622|XP_035779090.1|AALB
OG0003464	LOC6616776|XP_032577336.1|DSEC	LOC118457843|XP_035775616.1|AALB
OG0003465	LOC6616798|XP_002041135.1|DSEC	LOC118461334|XP_035782437.1|AALB
OG0003466	LOC6619621|XP_002043836.1|DSEC	LOC118457652|XP_035775287.1|AALB
OG0003467	LOC6606405|XP_002031209.1|DSEC	LOC118459963|XP_035779744.1|AALB
OG0003468	LOC6619538|XP_002043753.1|DSEC	LOC118459956|XP_035779736.1|AALB
OG0003469	LOC6612795|XP_002037296.1|DSEC	LOC118457930|XP_035775834.1|AALB
OG0003470	LOC6606427|XP_032578660.1|DSEC	LOC118469028|XP_035796366.1|AALB
OG0003471	LOC6614572|XP_002039000.1|DSEC	LOC118458038|XP_035776049.1|AALB
OG0003472	LOC6611896|XP_032574131.1|DSEC	LOC118459418|XP_035778652.1|AALB
OG0003473	LOC6612054|XP_002036571.1|DSEC	LOC118458847|XP_035777660.1|AALB
OG0003474	LOC6620703|XP_032578826.1|DSEC	LOC118461287|XP_035782333.1|AALB
OG0003475	LOC6619221|XP_032579648.1|DSEC	LOC118457180|XP_035774404.1|AALB
OG0003476	LOC6620117|XP_002044329.2|DSEC	LOC118459582|XP_035779003.1|AALB
OG0003477	LOC6606498|XP_002031299.1|DSEC	LOC118457387|XP_035774815.1|AALB
OG0003478	LOC6606643|XP_032576965.1|DSEC	LOC118460802|XP_035781305.1|AALB
OG0003479	LOC6607115|XP_002031903.1|DSEC	LOC118461379|XP_035782524.1|AALB
OG0003480	LOC6614095|XP_002038549.1|DSEC	LOC118456414|XP_035773023.1|AALB
OG0003481	LOC6614094|XP_002038548.1|DSEC	LOC118458587|XP_035777143.1|AALB
OG0003482	LOC6614093|XP_032578413.1|DSEC	LOC118458586|XP_035777139.1|AALB
OG0003483	LOC6614069|XP_002038523.1|DSEC	LOC118456260|XP_035772755.1|AALB
OG0003484	LOC6607308|XP_032578656.1|DSEC	LOC118457861|XP_035775650.1|AALB
OG0003485	LOC6606553|XP_002031354.1|DSEC	LOC118457619|XP_035775228.1|AALB
OG0003486	LOC6606555|XP_002031356.1|DSEC	LOC118457620|XP_035775229.1|AALB
OG0003487	LOC6612665|XP_002037169.1|DSEC	LOC118462030|XP_035783896.1|AALB
OG0003488	LOC6618689|XP_032576991.1|DSEC	LOC118459113|XP_035778070.1|AALB
OG0003489	LOC6607126|XP_002031914.2|DSEC	LOC118458248|XP_035776411.1|AALB
OG0003490	LOC6619106|XP_002043346.2|DSEC	LOC118460159|XP_035780152.1|AALB
