Orthogroup	DSEC.longest_only	AAEG.longest_only
OG0003449	LOC6616799|XP_002041136.1|DSEC	LOC5574612|XP_001661529.1|AAEG
OG0003450	LOC6606265|XP_002031070.2|DSEC	LOC5574618|XP_021713371.1|AAEG
OG0003451	LOC6620059|XP_002044271.1|DSEC	LOC5574690|XP_021713381.1|AAEG
OG0003452	LOC6620060|XP_002044272.1|DSEC	LOC5574692|XP_021713383.1|AAEG
OG0003453	LOC6611116|XP_002035673.1|DSEC	LOC5567595|XP_021713391.1|AAEG
OG0003454	LOC6613170|XP_002037651.1|DSEC	LOC5567614|XP_001657570.1|AAEG
OG0003455	LOC6606953|XP_002031746.1|DSEC	LOC5567615|XP_021713393.1|AAEG
OG0003456	LOC6615383|XP_002039765.1|DSEC	LOC5571512|XP_021692970.1|AAEG
OG0003457	LOC6613894|XP_002038360.1|DSEC	LOC5571516|XP_021692972.1|AAEG
OG0003458	LOC6616690|XP_032577000.1|DSEC	LOC5564696|XP_021692997.1|AAEG
OG0003459	LOC6606758|XP_002031555.1|DSEC	LOC110674037|XP_021693012.1|AAEG
OG0003460	LOC6607554|XP_002032323.1|DSEC	LOC5573797|XP_021693033.1|AAEG
OG0003461	LOC6614001|XP_002038455.1|DSEC	LOC5570837|XP_021693037.1|AAEG
OG0003462	LOC6610885|XP_002035448.1|DSEC	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG
OG0003463	LOC6606414|XP_002031218.1|DSEC	LOC5580098|XP_001654849.2|AAEG
OG0003464	LOC6616776|XP_032577336.1|DSEC	LOC110674054|XP_021693086.1|AAEG
OG0003465	LOC6616798|XP_002041135.1|DSEC	LOC5566483|XP_001650870.1|AAEG
OG0003466	LOC6619621|XP_002043836.1|DSEC	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG
OG0003467	LOC6606405|XP_002031209.1|DSEC	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG
OG0003468	LOC6619538|XP_002043753.1|DSEC	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG
OG0003469	LOC6612795|XP_002037296.1|DSEC	LOC5578927|XP_001657213.1|AAEG
OG0003470	LOC6606427|XP_032578660.1|DSEC	LOC5563724|XP_021693210.1|AAEG
OG0003471	LOC6614572|XP_002039000.1|DSEC	LOC5563704|XP_001647991.1|AAEG
OG0003472	LOC6611896|XP_032574131.1|DSEC	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG
OG0003473	LOC6612054|XP_002036571.1|DSEC	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG
OG0003474	LOC6620703|XP_032578826.1|DSEC	LOC5576365|XP_021693250.1|AAEG
OG0003475	LOC6619221|XP_032579648.1|DSEC	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG
OG0003476	LOC6620117|XP_002044329.2|DSEC	LOC5576352|XP_021693305.1|AAEG
OG0003477	LOC6606498|XP_002031299.1|DSEC	LOC5567293|XP_021693314.1|AAEG
OG0003478	LOC6606643|XP_032576965.1|DSEC	LOC5567283|XP_021693342.1|AAEG
OG0003479	LOC6607115|XP_002031903.1|DSEC	LOC5569127|XP_001652733.2|AAEG
OG0003480	LOC6614095|XP_002038549.1|DSEC	LOC5576718|XP_001656224.1|AAEG
OG0003481	LOC6614094|XP_002038548.1|DSEC	LOC5576717|XP_001656223.1|AAEG
OG0003482	LOC6614093|XP_032578413.1|DSEC	LOC5576735|XP_021693381.1|AAEG
OG0003483	LOC6614069|XP_002038523.1|DSEC	LOC5566413|XP_001650805.1|AAEG
OG0003484	LOC6607308|XP_032578656.1|DSEC	LOC5568914|XP_001658238.1|AAEG
OG0003485	LOC6606553|XP_002031354.1|DSEC	LOC5568905|XP_001658228.2|AAEG
OG0003486	LOC6606555|XP_002031356.1|DSEC	LOC110674672|XP_021694418.1|AAEG
OG0003487	LOC6612665|XP_002037169.1|DSEC	LOC5573324|XP_001654544.1|AAEG
OG0003488	LOC6618689|XP_032576991.1|DSEC	LOC5569057|XP_021693516.1|AAEG
OG0003489	LOC6607126|XP_002031914.2|DSEC	LOC5564565|XP_021693531.1|AAEG
OG0003490	LOC6619106|XP_002043346.2|DSEC	LOC5566454|XP_021693543.1|AAEG
OG0003491	LOC6617178|XP_032577811.1|DSEC	LOC5578805|XP_021693546.1|AAEG
OG0003492	LOC6618761|XP_032578302.1|DSEC	LOC5578571|XP_001663962.2|AAEG
OG0003493	LOC6607343|XP_002032116.1|DSEC	LOC5577195|XP_021693675.1|AAEG
OG0003494	LOC6613833|XP_032579109.1|DSEC	LOC5572161|XP_021693685.1|AAEG
OG0003495	LOC6614490|XP_002038923.1|DSEC	LOC5576201|XP_001662536.1|AAEG
OG0003496	LOC6606450|XP_002031253.1|DSEC	LOC110674163|XP_021693719.1|AAEG
OG0003497	LOC6619212|XP_032576930.1|DSEC	LOC23687673|XP_011493646.2|AAEG
OG0003498	LOC6620131|XP_032573586.1|DSEC	LOC5575648|XP_021693759.1|AAEG
OG0003499	LOC6607114|XP_032576878.1|DSEC	LOC5575653|XP_021693763.1|AAEG
OG0003500	LOC6614670|XP_032583596.1|DSEC	LOC5565614|XP_021693783.1|AAEG
OG0003501	LOC6606531|XP_002031332.1|DSEC	LOC5565612|XP_001649949.1|AAEG
OG0003502	LOC6607321|XP_002032095.2|DSEC	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG
OG0003503	LOC6612613|XP_032576756.1|DSEC	LOC5577655|XP_001656653.3|AAEG
OG0003504	LOC116801564|XP_032577858.1|DSEC	LOC5577651|XP_021693826.1|AAEG
OG0003505	LOC6606483|XP_032578002.1|DSEC	LOC5577636|XP_021693854.1|AAEG
OG0003506	LOC6614044|XP_032577238.1|DSEC	LOC5565953|XP_021693896.1|AAEG
OG0003507	LOC6607548|XP_002032317.2|DSEC	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG
OG0003508	LOC6610432|XP_002035013.2|DSEC	LOC5568525|XP_021693918.1|AAEG
OG0003509	LOC6607439|XP_002032208.1|DSEC	LOC5573535|XP_021693961.1|AAEG
OG0003510	LOC6607629|XP_002032397.1|DSEC	LOC5579966|XP_001658483.2|AAEG
OG0003511	LOC6607630|XP_032577649.1|DSEC	LOC5579960|XP_021694041.1|AAEG
OG0003512	LOC6607610|XP_002032378.2|DSEC	LOC5578914|XP_001657204.2|AAEG
OG0003513	LOC6607558|XP_032577482.1|DSEC	LOC5578915|XP_021694075.1|AAEG
OG0003514	LOC6606913|XP_002031707.2|DSEC	LOC5576115|XP_021694090.1|AAEG
OG0003515	LOC6608742|XP_002033465.1|DSEC	LOC5575229|XP_001655635.2|AAEG
OG0003516	LOC6606524|XP_002031325.1|DSEC	LOC5565161|XP_021694131.1|AAEG
OG0003517	LOC6616838|XP_032577445.1|DSEC	LOC5579159|XP_021694193.1|AAEG
OG0003518	LOC6614143|XP_032579123.1|DSEC	LOC5566105|XP_001650511.2|AAEG
OG0003519	LOC6605057|XP_032573179.1|DSEC	LOC5566136|XP_021695359.1|AAEG
OG0003520	LOC6605070|XP_002029911.1|DSEC	LOC5566123|XP_001650503.2|AAEG
OG0003521	LOC6605047|XP_032573903.1|DSEC	LOC5566143|XP_021695372.1|AAEG
OG0003522	LOC6608452|XP_002033186.1|DSEC	LOC5566137|XP_001650495.1|AAEG
OG0003523	LOC6614488|XP_002038921.1|DSEC	LOC5566133|XP_001650494.1|AAEG
OG0003524	LOC6614808|XP_002039227.1|DSEC	LOC5566132|XP_001650493.2|AAEG
OG0003525	LOC6609434|XP_032571644.1|DSEC	LOC5566126|XP_001650491.1|AAEG
OG0003526	LOC6616692|XP_002041047.1|DSEC	LOC5566124|XP_001650486.2|AAEG
OG0003527	LOC6608026|XP_032572856.1|DSEC	LOC5566111|XP_001650482.1|AAEG
OG0003529	LOC6611948|XP_002036465.2|DSEC	LOC5570950|XP_001653417.2|AAEG
OG0003530	LOC6611178|XP_002035734.2|DSEC	LOC5570952|XP_021695452.1|AAEG
OG0003531	LOC6616700|XP_002041055.1|DSEC	LOC5571445|XP_001659696.2|AAEG
OG0003532	LOC6604817|XP_002029661.1|DSEC	LOC5571444|XP_021695478.1|AAEG
OG0003533	LOC6604948|XP_002029791.2|DSEC	LOC5567850|XP_001657714.1|AAEG
OG0003534	LOC6605105|XP_032574460.1|DSEC	LOC5569149|XP_021695598.1|AAEG
OG0003535	LOC6610464|XP_002035045.1|DSEC	LOC5569146|XP_021695603.1|AAEG
OG0003536	LOC6607869|XP_032570070.1|DSEC	LOC110680371|XP_021711869.1|AAEG, LOC5578204|XP_001656848.2|AAEG
OG0003537	LOC6615377|XP_002039759.1|DSEC	LOC5575741|XP_001655841.2|AAEG
OG0003538	LOC6608969|XP_002033683.1|DSEC	LOC5575733|XP_021695723.1|AAEG, LOC110675350|XP_021695724.1|AAEG
OG0003539	LOC6609304|XP_002033994.1|DSEC	LOC5566722|XP_021695725.1|AAEG
OG0003540	LOC6610172|XP_002034780.1|DSEC	LOC5571766|XP_001659898.2|AAEG
OG0003541	LOC116801528|XP_032577667.1|DSEC	LOC5576630|XP_021695759.1|AAEG
OG0003542	LOC6608127|XP_032573092.1|DSEC	LOC5576629|XP_021695763.1|AAEG
OG0003543	LOC6615974|XP_002040341.2|DSEC	LOC5576633|XP_001662790.1|AAEG
OG0003544	LOC6611109|XP_002035666.1|DSEC	LOC5570665|XP_001659266.1|AAEG
OG0003545	LOC6616546|XP_002040905.1|DSEC	LOC5571262|XP_021695920.1|AAEG
OG0003546	LOC6619392|XP_002043608.1|DSEC	LOC5571248|XP_021695946.1|AAEG
OG0003547	LOC6615741|XP_032570236.1|DSEC	LOC5568483|XP_021695974.1|AAEG
OG0003548	LOC6608319|XP_032572720.1|DSEC	LOC5568482|XP_011493357.2|AAEG
OG0003549	LOC6608321|XP_032571311.1|DSEC	LOC5568481|XP_021695981.1|AAEG
OG0003550	LOC6608462|XP_002033196.1|DSEC	LOC5568468|XP_001652303.1|AAEG
OG0003551	LOC6609688|XP_002034346.1|DSEC	LOC5579328|XP_021696014.1|AAEG
OG0003552	LOC6608597|XP_032572272.1|DSEC	LOC110675403|XP_021696024.1|AAEG
OG0003553	LOC6608459|XP_032570865.1|DSEC	LOC5573481|XP_021696025.1|AAEG
OG0003554	LOC6605985|XP_002030797.1|DSEC	LOC5577799|XP_021696028.1|AAEG
OG0003555	LOC6610596|XP_032573616.1|DSEC	LOC5578168|XP_021696070.1|AAEG
OG0003556	LOC6616371|XP_032575246.1|DSEC	LOC5574103|XP_021700597.1|AAEG
OG0003557	LOC6616369|XP_002040729.1|DSEC	LOC5574100|XP_001661171.1|AAEG
OG0003558	LOC6610813|XP_032575450.1|DSEC	LOC5565097|XP_021696157.1|AAEG
OG0003559	LOC6605435|XP_032576003.1|DSEC	LOC5565095|XP_021696175.1|AAEG
OG0003560	LOC6611111|XP_002035668.1|DSEC	LOC5564907|XP_001649256.2|AAEG
OG0003561	LOC6610111|XP_032572274.1|DSEC	LOC5572885|XP_021696189.1|AAEG
OG0003562	LOC6609678|XP_032573067.1|DSEC	LOC5569889|XP_021696239.1|AAEG
OG0003563	LOC6620513|XP_002044717.1|DSEC	LOC5569898|XP_001658796.1|AAEG
OG0003564	LOC6611135|XP_002035692.2|DSEC	LOC110681383|XP_021712817.1|AAEG, LOC5569901|XP_001658799.2|AAEG
OG0003565	LOC6610597|XP_002035170.1|DSEC	LOC110675493|XP_021696321.1|AAEG
OG0003566	LOC6607063|XP_032576777.1|DSEC	LOC5570462|XP_021696323.1|AAEG
OG0003567	LOC6609378|XP_002034067.1|DSEC	LOC5570461|XP_021696331.1|AAEG
OG0003568	LOC6608358|XP_032570514.1|DSEC	LOC5577064|XP_021696349.1|AAEG
OG0003569	LOC6610477|XP_002035057.1|DSEC	LOC5571867|XP_021696396.1|AAEG, LOC5564708|XP_021712809.1|AAEG
OG0003570	LOC6608007|XP_002032755.1|DSEC	LOC5571874|XP_021696407.1|AAEG
OG0003571	LOC6610797|XP_002035363.2|DSEC	LOC5570525|XP_001659184.2|AAEG
OG0003572	LOC6608732|XP_032571238.1|DSEC	LOC5570536|XP_021696455.1|AAEG
OG0003573	LOC6609076|XP_002033779.1|DSEC	LOC5570522|XP_021696464.1|AAEG
OG0003574	LOC6610854|XP_032575371.1|DSEC	LOC5567621|XP_001657591.2|AAEG
OG0003575	LOC6605881|XP_002030695.2|DSEC	LOC5576612|XP_001662762.1|AAEG
OG0003576	LOC6606053|XP_002030864.1|DSEC	LOC5566268|XP_021696550.1|AAEG
OG0003577	LOC6610921|XP_002035478.1|DSEC	LOC5566289|XP_021696567.1|AAEG, LOC110681021|XP_021712475.1|AAEG
OG0003578	LOC6611121|XP_002035678.1|DSEC	LOC5569215|XP_001658388.1|AAEG
OG0003579	LOC6609732|XP_002034389.1|DSEC	LOC5569212|XP_021696607.1|AAEG
OG0003580	LOC6609956|XP_002034602.1|DSEC	LOC5568100|XP_021696615.1|AAEG
OG0003581	LOC6610370|XP_032573127.1|DSEC	LOC110675582|XP_021696631.1|AAEG
OG0003582	LOC6605170|XP_032573799.1|DSEC	LOC5568120|XP_001652059.2|AAEG
OG0003583	LOC6608480|XP_002033214.1|DSEC	LOC5578232|XP_021696662.1|AAEG
OG0003584	LOC6608442|XP_002033176.2|DSEC	LOC5574286|XP_001661329.1|AAEG
OG0003585	LOC6618293|XP_002042566.1|DSEC	LOC5566329|XP_001650718.1|AAEG
OG0003586	LOC116801933|XP_032579837.1|DSEC	LOC5579064|XP_021696762.1|AAEG
OG0003587	LOC6617350|XP_002041675.1|DSEC	LOC5564624|XP_001648973.2|AAEG
OG0003588	LOC6606617|XP_002031418.1|DSEC	LOC5567128|XP_001651546.2|AAEG
OG0003589	LOC6609377|XP_002034066.1|DSEC	LOC110676989|XP_021702921.1|AAEG
OG0003590	LOC6610434|XP_002035015.1|DSEC	LOC5574420|XP_021696838.1|AAEG
OG0003591	LOC6610347|XP_032574190.1|DSEC	LOC5566232|XP_021696842.1|AAEG
OG0003592	LOC6605450|XP_032574795.1|DSEC	LOC5566211|XP_001650600.1|AAEG
OG0003593	LOC6604781|XP_032574416.1|DSEC	LOC5566219|XP_021696862.1|AAEG
OG0003594	LOC6611128|XP_032574406.1|DSEC	LOC5566962|XP_001651375.2|AAEG
OG0003595	LOC6609272|XP_032571344.1|DSEC	LOC5565647|XP_021696889.1|AAEG
OG0003596	LOC6607880|XP_002032634.2|DSEC	LOC5565652|XP_001650005.1|AAEG
OG0003597	LOC6607870|XP_002032624.1|DSEC	LOC5565650|XP_001650002.2|AAEG
OG0003598	LOC6610779|XP_032575705.1|DSEC	LOC5573763|XP_001654790.1|AAEG
OG0003599	LOC6613181|XP_002037662.1|DSEC	LOC5573779|XP_021696930.1|AAEG
OG0003600	LOC6604879|XP_032574955.1|DSEC	LOC5576770|XP_001662857.2|AAEG
OG0003601	LOC6608280|XP_032571776.1|DSEC	LOC5568893|XP_001658218.2|AAEG
OG0003602	LOC6615763|XP_032572694.1|DSEC	LOC5574799|XP_021697010.1|AAEG
OG0003603	LOC6604860|XP_002029705.1|DSEC	LOC5574896|XP_001655401.2|AAEG
OG0003604	LOC6619302|XP_032573954.1|DSEC	LOC5579976|XP_001658608.1|AAEG
OG0003605	LOC6607623|XP_002032391.1|DSEC	LOC5568318|XP_021697072.1|AAEG
OG0003606	LOC6609653|XP_002034327.1|DSEC	LOC5568317|XP_001652194.1|AAEG
OG0003607	LOC6609695|XP_002034352.1|DSEC	LOC5568314|XP_001652191.1|AAEG
OG0003608	LOC6605129|XP_002029970.1|DSEC	LOC5568308|XP_021697084.1|AAEG
OG0003609	LOC6608298|XP_002033035.1|DSEC	LOC5568291|XP_001652167.1|AAEG
OG0003610	LOC6620534|XP_002044733.1|DSEC	LOC5576961|XP_001663056.2|AAEG
OG0003611	LOC6604985|XP_032575400.1|DSEC	LOC5571818|XP_021697130.1|AAEG
OG0003612	LOC6615272|XP_002039676.1|DSEC	LOC5571827|XP_021697152.1|AAEG
OG0003613	LOC6608019|XP_002032767.1|DSEC	LOC5573466|XP_001660886.2|AAEG
OG0003614	LOC6608020|XP_002032768.1|DSEC	LOC5573465|XP_001660887.1|AAEG
OG0003615	LOC6615699|XP_002040070.1|DSEC	LOC110675782|XP_021697245.1|AAEG
OG0003616	LOC6615560|XP_002039934.1|DSEC	LOC5577568|XP_001663442.1|AAEG
OG0003617	LOC6608858|XP_032570784.1|DSEC	LOC110675790|XP_021697279.1|AAEG
OG0003618	LOC6608857|XP_032570780.1|DSEC	LOC5574903|XP_021697274.1|AAEG
OG0003619	LOC6608914|XP_002033628.1|DSEC	LOC5574912|XP_021697293.1|AAEG
OG0003620	LOC6613028|XP_002037518.1|DSEC	LOC5578898|XP_001664109.2|AAEG
OG0003621	LOC6604981|XP_002029824.1|DSEC	LOC110675810|XP_021697327.1|AAEG, LOC5571598|XP_011493059.2|AAEG
OG0003622	LOC6604982|XP_032573648.1|DSEC	LOC110675811|XP_021697329.1|AAEG, LOC5571597|XP_001653721.2|AAEG
OG0003623	LOC116800661|XP_032572716.1|DSEC	LOC5570735|XP_001659326.1|AAEG
OG0003624	LOC6615755|XP_002040126.1|DSEC	LOC5579975|XP_021697397.1|AAEG
OG0003625	LOC6608017|XP_032572866.1|DSEC	LOC5574421|XP_001661438.1|AAEG
OG0003626	LOC6609294|XP_002033984.1|DSEC	LOC5576843|XP_001662949.1|AAEG
OG0003627	LOC6609842|XP_032572487.1|DSEC	LOC5577050|XP_001663147.2|AAEG
OG0003628	LOC6608353|XP_032572633.1|DSEC	LOC5576845|XP_021697495.1|AAEG
OG0003629	LOC6608939|XP_002033653.1|DSEC	LOC5564960|XP_021697514.1|AAEG
OG0003630	LOC6613016|XP_032570962.1|DSEC	LOC5579516|XP_021697513.1|AAEG
OG0003631	LOC6619379|XP_002043595.1|DSEC	LOC110681439|XP_021712886.1|AAEG, LOC5566249|XP_021697520.1|AAEG
OG0003632	LOC6610850|XP_002035416.1|DSEC	LOC5576854|XP_001656279.1|AAEG
OG0003633	LOC6608899|XP_002033613.1|DSEC	LOC5575244|XP_021697543.1|AAEG
OG0003634	LOC6604895|XP_032574517.1|DSEC	LOC5574066|XP_021697592.1|AAEG
OG0003635	LOC6610615|XP_032574100.1|DSEC	LOC5565621|XP_021697596.1|AAEG
OG0003636	LOC6608284|XP_002033028.1|DSEC	LOC5565623|XP_001649978.2|AAEG
OG0003637	LOC6608866|XP_002033580.1|DSEC	LOC110680630|XP_021712118.1|AAEG, LOC5564737|XP_001649083.3|AAEG
OG0003638	LOC6619408|XP_032573969.1|DSEC	LOC5572754|XP_021697617.1|AAEG
OG0003639	LOC6611849|XP_002036371.1|DSEC	LOC5565412|XP_001649759.1|AAEG
OG0003640	LOC6609277|XP_002033967.1|DSEC	LOC5578399|XP_021697634.1|AAEG
OG0003641	LOC6615346|XP_002039744.1|DSEC	LOC5571951|XP_001660055.1|AAEG, LOC5572768|XP_001660589.1|AAEG
OG0003642	LOC6608123|XP_032570469.1|DSEC	LOC5566366|XP_021697649.1|AAEG
OG0003643	LOC6613035|XP_002037525.1|DSEC	LOC110675919|XP_021697651.1|AAEG
OG0003644	LOC6608439|XP_032572801.1|DSEC	LOC5573545|XP_001654680.1|AAEG
OG0003645	LOC6610521|XP_002035101.1|DSEC	LOC5571703|XP_001659845.2|AAEG
OG0003646	LOC6604818|XP_002029662.1|DSEC	LOC5565875|XP_021697696.1|AAEG
OG0003647	LOC6605010|XP_002029853.1|DSEC	LOC5567984|XP_001657805.2|AAEG
OG0003648	LOC6613416|XP_002037890.2|DSEC	LOC5565748|XP_001650108.2|AAEG
OG0003649	LOC6619644|XP_002043859.1|DSEC	LOC5565555|XP_001649906.1|AAEG
OG0003650	LOC6619962|XP_032581273.1|DSEC	LOC5565559|XP_021697733.1|AAEG
OG0003651	LOC6612810|XP_032579156.1|DSEC	LOC5564456|XP_021697774.1|AAEG
OG0003652	LOC6605479|XP_002030312.1|DSEC	LOC5570336|XP_001653165.1|AAEG
OG0003653	LOC6619405|XP_002043620.1|DSEC	LOC5573421|XP_021697823.1|AAEG
OG0003654	LOC6606049|XP_002030860.2|DSEC	LOC5573417|XP_001654591.1|AAEG
OG0003655	LOC6614696|XP_002039123.1|DSEC	LOC5573416|XP_001654590.2|AAEG
OG0003656	LOC6605484|XP_002030317.2|DSEC	LOC5564145|XP_021697831.1|AAEG
OG0003657	LOC6605185|XP_002030024.1|DSEC	LOC5578038|XP_001663658.2|AAEG
OG0003658	LOC6607095|XP_002031883.1|DSEC	LOC5563748|XP_021697833.1|AAEG
OG0003659	LOC6619437|XP_002043652.1|DSEC	LOC5576553|XP_021697848.1|AAEG
OG0003660	LOC6610153|XP_032573886.1|DSEC	LOC5576547|XP_021697849.1|AAEG
OG0003661	LOC6610498|XP_032573995.1|DSEC	LOC5575117|XP_021697884.1|AAEG
OG0003662	LOC6616419|XP_002040779.1|DSEC	LOC5575143|XP_021697917.1|AAEG
OG0003663	LOC6610923|XP_002035480.1|DSEC	LOC5577083|XP_001656317.1|AAEG
OG0003664	LOC6610925|XP_002035482.1|DSEC	LOC5577077|XP_021697922.1|AAEG
OG0003665	LOC6608492|XP_002033226.1|DSEC	LOC5571197|XP_021697945.1|AAEG
OG0003666	LOC6607886|XP_002032640.1|DSEC	LOC5573986|XP_021697972.1|AAEG
OG0003667	LOC6610604|XP_002035172.1|DSEC	LOC5573995|XP_021697981.1|AAEG
OG0003668	LOC6620583|XP_032570445.1|DSEC	LOC23687412|XP_021698133.1|AAEG
OG0003669	LOC6608559|XP_002033293.1|DSEC	LOC5569166|XP_001658356.1|AAEG
OG0003670	LOC6608558|XP_002033292.1|DSEC	LOC5569167|XP_001658357.1|AAEG
OG0003671	LOC6615750|XP_032570336.1|DSEC	LOC5577718|XP_021698177.1|AAEG
OG0003672	LOC6619686|XP_002043901.1|DSEC	LOC110676045|XP_021698198.1|AAEG
OG0003673	LOC6621912|XP_032571016.1|DSEC	LOC5575822|XP_001662247.2|AAEG
OG0003674	LOC6609361|XP_032570551.1|DSEC	LOC5567851|XP_021698252.1|AAEG
OG0003675	LOC6608097|XP_002032845.1|DSEC	LOC5567856|XP_001651881.1|AAEG
OG0003676	LOC6608096|XP_032572316.1|DSEC	LOC5567854|XP_021698257.1|AAEG
OG0003677	LOC116800898|XP_032573234.1|DSEC	LOC5576040|XP_001662376.1|AAEG
OG0003678	LOC6610709|XP_002035275.1|DSEC	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG
OG0003679	LOC6610704|XP_002035270.1|DSEC	LOC5564308|XP_001648652.1|AAEG
OG0003680	LOC6609697|XP_002034354.1|DSEC	LOC5568838|XP_001658204.2|AAEG
OG0003681	LOC6609334|XP_002034023.1|DSEC	LOC5568875|XP_021698385.1|AAEG
OG0003682	LOC6606670|XP_032577181.1|DSEC	LOC5568874|XP_021698400.1|AAEG
OG0003683	LOC6608943|XP_032571687.1|DSEC	LOC5572106|XP_021698409.1|AAEG
OG0003684	LOC6605039|XP_002029881.1|DSEC	LOC5574160|XP_001655069.1|AAEG
OG0003685	LOC6604949|XP_032574504.1|DSEC	LOC5571938|XP_021698447.1|AAEG
OG0003686	LOC6608424|XP_032572501.1|DSEC	LOC5569619|XP_001652901.1|AAEG
OG0003687	LOC6609673|XP_002034331.1|DSEC	LOC5569616|XP_021698472.1|AAEG
OG0003688	LOC6615556|XP_002039930.1|DSEC	LOC5565346|XP_001649689.1|AAEG
OG0003689	LOC6616584|XP_032574205.1|DSEC	LOC5563919|XP_021698485.1|AAEG
OG0003690	LOC116801074|XP_032574489.1|DSEC	LOC5569604|XP_021698487.1|AAEG
OG0003691	LOC6605833|XP_032573369.1|DSEC	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG
OG0003692	LOC6608001|XP_002032749.2|DSEC	LOC5569591|XP_021698549.1|AAEG
OG0003693	LOC6610145|XP_032574520.1|DSEC	LOC5570788|XP_001653292.1|AAEG
OG0003694	LOC6605946|XP_002030758.1|DSEC	LOC5570794|XP_001653296.1|AAEG
OG0003695	LOC6606083|XP_032574185.1|DSEC	LOC5564902|XP_001649245.2|AAEG
OG0003696	LOC6608692|XP_002033419.1|DSEC	LOC5579150|XP_021698648.1|AAEG
OG0003697	LOC6608467|XP_002033201.1|DSEC	LOC5572295|XP_021698721.1|AAEG
OG0003698	LOC6605050|XP_002029892.1|DSEC	LOC5572284|XP_001653969.1|AAEG
OG0003699	LOC6618830|XP_032571384.1|DSEC	LOC5567317|XP_021698753.1|AAEG
OG0003700	LOC6618881|XP_002043129.2|DSEC	LOC5572272|XP_001653957.2|AAEG
OG0003701	LOC6611607|XP_002036144.1|DSEC	LOC5572269|XP_001653954.1|AAEG
OG0003702	LOC6605639|XP_002030457.1|DSEC	LOC5572266|XP_001653951.1|AAEG
OG0003703	LOC6610574|XP_032574260.1|DSEC	LOC5574042|XP_021698766.1|AAEG
OG0003704	LOC6606081|XP_002030890.1|DSEC	LOC5575360|XP_001661892.2|AAEG
OG0003705	LOC6608105|XP_032570123.1|DSEC	LOC5572191|XP_021698801.1|AAEG
OG0003706	LOC6610918|XP_002035475.1|DSEC	LOC5565819|XP_021698841.1|AAEG
OG0003707	LOC6610292|XP_032573792.1|DSEC	LOC5575064|XP_021698851.1|AAEG
OG0003708	LOC6605882|XP_002030696.2|DSEC	LOC5566015|XP_021698872.1|AAEG
OG0003709	LOC6608920|XP_002033634.1|DSEC	LOC5566018|XP_001650384.2|AAEG
OG0003710	LOC6608921|XP_002033635.1|DSEC	LOC5566025|XP_021698881.1|AAEG
OG0003711	LOC6619365|XP_032574634.1|DSEC	LOC5574346|XP_001661381.1|AAEG
OG0003712	LOC6609147|XP_002033849.1|DSEC	LOC5565753|XP_001650112.2|AAEG
OG0003713	LOC6610087|XP_002034703.1|DSEC	LOC5574343|XP_001661378.2|AAEG
OG0003714	LOC6610088|XP_002034704.1|DSEC	LOC5574341|XP_021698911.1|AAEG
OG0003715	LOC6604861|XP_002029706.1|DSEC	LOC5577796|XP_021698955.1|AAEG
OG0003716	LOC6605530|XP_032574244.1|DSEC	LOC23687946|XP_021698970.1|AAEG
OG0003717	LOC6605994|XP_002030805.1|DSEC	LOC5577272|XP_001656371.1|AAEG
OG0003718	LOC6604835|XP_002029680.1|DSEC	LOC5574567|XP_021699003.1|AAEG
OG0003719	LOC6605634|XP_002030452.1|DSEC	LOC110676244|XP_021699030.1|AAEG
OG0003720	LOC6615222|XP_002039628.1|DSEC	LOC5573291|XP_021699052.1|AAEG
OG0003721	LOC6615550|XP_002039924.1|DSEC	LOC5573292|XP_001654507.1|AAEG
OG0003722	LOC6611176|XP_032573334.1|DSEC	LOC5564044|XP_021699093.1|AAEG
OG0003723	LOC6605035|XP_002029877.1|DSEC	LOC5577458|XP_001663389.1|AAEG
OG0003724	LOC6610894|XP_002035457.1|DSEC	LOC5575702|XP_001662153.1|AAEG
OG0003725	LOC6605455|XP_032574652.1|DSEC	LOC5575495|XP_021699130.1|AAEG
OG0003726	LOC6610872|XP_032573757.1|DSEC	LOC5579263|XP_021699132.1|AAEG
OG0003727	LOC6616444|XP_002040805.2|DSEC	LOC5565706|XP_021699195.1|AAEG
OG0003728	LOC6606152|XP_002030960.1|DSEC	LOC5566098|XP_021699212.1|AAEG
OG0003729	LOC6610400|XP_032576038.1|DSEC	LOC5566099|XP_021699209.1|AAEG
OG0003730	LOC6610523|XP_032574060.1|DSEC	LOC5573007|XP_021699256.1|AAEG
