Orthogroup	DSEC.longest_only	ASTE.longest_only
OG0003795	LOC6605693|XP_032575739.1|DSEC	LOC118509678|XP_035906606.1|ASTE
OG0003796	LOC6612732|XP_002037235.1|DSEC	LOC118512890|XP_035913886.1|ASTE
OG0003797	LOC6611269|XP_032572893.1|DSEC	LOC118510965|XP_035909344.1|ASTE
OG0003798	LOC6608360|XP_032572940.1|DSEC	LOC118510964|XP_035909325.1|ASTE
OG0003799	LOC6615579|XP_002039953.1|DSEC	LOC118510960|XP_035909320.1|ASTE
OG0003800	LOC6611277|XP_002035832.1|DSEC	LOC118511031|XP_035909503.1|ASTE
OG0003801	LOC6614765|XP_032573134.1|DSEC	LOC118511038|XP_035909524.1|ASTE
OG0003802	LOC6614775|XP_002039194.1|DSEC	LOC118510085|XP_035907387.1|ASTE
OG0003803	LOC6612729|XP_002037232.1|DSEC	LOC118513404|XP_035914991.1|ASTE
OG0003804	LOC6611291|XP_032583664.1|DSEC	LOC118513385|XP_035914942.1|ASTE
OG0003805	LOC6617202|XP_032576390.1|DSEC	LOC118513382|XP_035914938.1|ASTE
OG0003806	LOC6619115|XP_032572119.1|DSEC	LOC118513384|XP_035914941.1|ASTE
OG0003807	LOC6613554|XP_032571346.1|DSEC	LOC118513376|XP_035914914.1|ASTE
OG0003808	LOC6606116|XP_032573944.1|DSEC	LOC118512701|XP_035913416.1|ASTE
OG0003809	LOC6614607|XP_032581166.1|DSEC	LOC118512711|XP_035913436.1|ASTE
OG0003810	LOC6618835|XP_032571986.1|DSEC	LOC118512720|XP_035913454.1|ASTE
OG0003811	LOC6609941|XP_002034588.1|DSEC	LOC118509637|XP_035906436.1|ASTE
OG0003812	LOC6617215|XP_032583619.1|DSEC	LOC118509854|XP_035906950.1|ASTE
OG0003813	LOC6611874|XP_002036392.2|DSEC	LOC118511803|XP_035911229.1|ASTE
OG0003814	LOC6617744|XP_002042056.1|DSEC	LOC118513299|XP_035914775.1|ASTE
OG0003815	LOC6619256|XP_002043473.1|DSEC	LOC118513306|XP_035914781.1|ASTE
OG0003816	LOC6614698|XP_002039125.2|DSEC	LOC118510567|XP_035908448.1|ASTE
OG0003817	LOC6611815|XP_002036337.1|DSEC	LOC118508929|XP_035904729.1|ASTE
OG0003818	LOC6614600|XP_032583455.1|DSEC	LOC118511105|XP_035909721.1|ASTE
OG0003819	LOC6613297|XP_002037774.1|DSEC	LOC118511125|XP_035909750.1|ASTE
OG0003820	LOC6607163|XP_002031949.1|DSEC	LOC118513529|XP_035915294.1|ASTE
OG0003821	LOC6609145|XP_002033847.1|DSEC	LOC118513589|XP_035915462.1|ASTE
OG0003822	LOC6613624|XP_002038094.1|DSEC	LOC118510619|XP_035908539.1|ASTE
OG0003823	LOC6617418|XP_032571718.1|DSEC	LOC118513229|XP_035914656.1|ASTE
OG0003824	LOC6614707|XP_032577097.1|DSEC	LOC118513536|XP_035915300.1|ASTE
OG0003825	LOC6611711|XP_002036244.1|DSEC	LOC118513528|XP_035915293.1|ASTE
OG0003826	LOC6613474|XP_032583181.1|DSEC	LOC118509164|XP_035905312.1|ASTE
OG0003827	LOC6611811|XP_002036333.1|DSEC	LOC118511112|XP_035909730.1|ASTE
OG0003828	LOC6611814|XP_002036336.1|DSEC	LOC118511095|XP_035909692.1|ASTE
OG0003829	LOC6611256|XP_002035811.1|DSEC	LOC118511078|XP_035909641.1|ASTE
OG0003830	LOC6618267|XP_002042540.1|DSEC	LOC118513541|XP_035915307.1|ASTE
OG0003831	LOC6607364|XP_002032137.1|DSEC	LOC118513950|XP_035916235.1|ASTE
OG0003832	LOC6611442|XP_032571788.1|DSEC	LOC118513929|XP_035916191.1|ASTE
OG0003833	LOC6611444|XP_002035987.1|DSEC	LOC118513960|XP_035916252.1|ASTE
OG0003834	LOC6611460|XP_002036002.1|DSEC	LOC118513986|XP_035916309.1|ASTE
OG0003835	LOC6611384|XP_032577402.1|DSEC	LOC118511274|XP_035910055.1|ASTE
OG0003836	LOC6614631|XP_002039058.2|DSEC	LOC118513569|XP_035915400.1|ASTE
OG0003837	LOC6614629|XP_002039056.1|DSEC	LOC118513562|XP_035915383.1|ASTE
OG0003838	LOC6613256|XP_002037733.1|DSEC	LOC118513544|XP_035915319.1|ASTE
OG0003839	LOC6617864|XP_002042172.1|DSEC	LOC118511047|XP_035909538.1|ASTE
OG0003840	LOC6608095|XP_002032843.1|DSEC	LOC118513391|XP_035914964.1|ASTE
OG0003841	LOC6613107|XP_002037588.1|DSEC	LOC118504141|XP_035894132.1|ASTE
OG0003842	LOC6612101|XP_002036618.1|DSEC	LOC118513850|XP_035916028.1|ASTE
OG0003843	LOC6611218|XP_002035774.2|DSEC, LOC116800393|XP_032570965.1|DSEC	LOC118513668|XP_035915662.1|ASTE
OG0003844	LOC6617862|XP_032583650.1|DSEC	LOC118512211|XP_035912217.1|ASTE
OG0003845	LOC6611334|XP_032580874.1|DSEC	LOC118513215|XP_035914622.1|ASTE
OG0003846	LOC6611833|XP_032574901.1|DSEC	LOC118509331|XP_035905688.1|ASTE
OG0003847	LOC116803536|XP_032583135.1|DSEC	LOC118514278|XP_035916912.1|ASTE
OG0003848	LOC6616795|XP_002041132.1|DSEC	LOC118512641|XP_035913239.1|ASTE
OG0003849	LOC6608520|XP_002033254.2|DSEC	LOC118513616|XP_035915565.1|ASTE
OG0003850	LOC6611237|XP_032569811.1|DSEC	LOC118514711|XP_035917680.1|ASTE
OG0003851	LOC6610099|XP_032571235.1|DSEC	LOC118513998|XP_035916326.1|ASTE
OG0003852	LOC6613060|XP_002037543.1|DSEC	LOC118513882|XP_035916083.1|ASTE
OG0003853	LOC6609355|XP_032570546.1|DSEC	LOC118511080|XP_035909646.1|ASTE
OG0003854	LOC6614423|XP_002038856.1|DSEC	LOC118511099|XP_035909708.1|ASTE
OG0003855	LOC6614421|XP_002038854.2|DSEC	LOC118511097|XP_035909699.1|ASTE
OG0003856	LOC6612115|XP_002036632.1|DSEC	LOC118511124|XP_035909748.1|ASTE
OG0003857	LOC6613675|XP_032577450.1|DSEC	LOC118511056|XP_035909550.1|ASTE
OG0003858	LOC6614996|XP_002039413.2|DSEC	LOC118503887|XP_035893538.1|ASTE
OG0003859	LOC6614601|XP_032583089.1|DSEC	LOC118513419|XP_035915024.1|ASTE
OG0003860	LOC6609677|XP_002034335.1|DSEC	LOC118513415|XP_035915018.1|ASTE
OG0003861	LOC6613138|XP_002037619.1|DSEC	LOC118511727|XP_035911065.1|ASTE
OG0003862	LOC116803628|XP_032583629.1|DSEC, LOC6613588|XP_032583614.1|DSEC	LOC118511601|XP_035910775.1|ASTE
OG0003863	LOC6611790|XP_002036313.1|DSEC	LOC118511597|XP_035910754.1|ASTE
OG0003864	LOC6611789|XP_002036312.1|DSEC	LOC118511596|XP_035910752.1|ASTE
OG0003865	LOC6616978|XP_002041306.1|DSEC	LOC118511594|XP_035910748.1|ASTE
OG0003866	LOC6618276|XP_032569806.1|DSEC	LOC118510604|XP_035908505.1|ASTE
OG0003867	LOC116803538|XP_032583137.1|DSEC	LOC118511591|XP_035910744.1|ASTE
OG0003868	LOC6611967|XP_002036484.1|DSEC	LOC118511651|XP_035910879.1|ASTE
OG0003869	LOC6613241|XP_002037718.1|DSEC	LOC118511232|XP_035909962.1|ASTE
OG0003870	LOC6614558|XP_032569769.1|DSEC	LOC118510105|XP_035907453.1|ASTE
OG0003871	LOC6617725|XP_002042037.1|DSEC	LOC118514607|XP_035917496.1|ASTE
OG0003872	LOC6609623|XP_002034300.1|DSEC	LOC118513421|XP_035915027.1|ASTE
OG0003873	LOC6618246|XP_002042520.1|DSEC	LOC118513427|XP_035915043.1|ASTE
OG0003874	LOC6618269|XP_002042542.1|DSEC	LOC118513426|XP_035915040.1|ASTE
OG0003875	LOC6611922|XP_002036439.1|DSEC	LOC118513430|XP_035915050.1|ASTE
OG0003876	LOC6617392|XP_002041717.1|DSEC	LOC118509271|XP_035905518.1|ASTE
OG0003877	LOC6611395|XP_002035939.1|DSEC	LOC118509068|XP_035905083.1|ASTE
OG0003878	LOC6614602|XP_032573140.1|DSEC	LOC118509074|XP_035905096.1|ASTE
OG0003879	LOC6610138|XP_032575090.1|DSEC	LOC118509078|XP_035905104.1|ASTE
OG0003880	LOC6605201|XP_032574399.1|DSEC	LOC118509086|XP_035905111.1|ASTE
OG0003881	LOC6618846|XP_002043095.1|DSEC	LOC118508992|XP_035904883.1|ASTE
OG0003882	LOC6619123|XP_032570507.1|DSEC	LOC118508986|XP_035904871.1|ASTE
OG0003883	LOC6620171|XP_032582556.1|DSEC	LOC118513450|XP_035915093.1|ASTE
OG0003884	LOC6611195|XP_002035751.1|DSEC	LOC118509843|XP_035906929.1|ASTE
OG0003885	LOC6611402|XP_002035946.1|DSEC	LOC118511761|XP_035911124.1|ASTE
OG0003886	LOC6611401|XP_002035945.2|DSEC	LOC118511759|XP_035911121.1|ASTE
OG0003887	LOC6613108|XP_002037589.1|DSEC	LOC118509280|XP_035905550.1|ASTE
OG0003888	LOC6607464|XP_032579599.1|DSEC	LOC118514107|XP_035916575.1|ASTE
OG0003889	LOC6617352|XP_002041677.1|DSEC	LOC118512466|XP_035912835.1|ASTE
OG0003890	LOC6610633|XP_002035200.1|DSEC	LOC118513505|XP_035915247.1|ASTE
OG0003891	LOC6611202|XP_002035758.1|DSEC	LOC118513504|XP_035915246.1|ASTE
OG0003892	LOC6610397|XP_032576043.1|DSEC	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE
OG0003893	LOC6614687|XP_002039114.1|DSEC	LOC118512026|XP_035911705.1|ASTE
OG0003894	LOC6612005|XP_002036522.1|DSEC	LOC118513228|XP_035914655.1|ASTE
OG0003895	LOC6615280|XP_002039684.1|DSEC	LOC118509230|XP_035905432.1|ASTE
OG0003896	LOC6615277|XP_032571416.1|DSEC	LOC118510122|XP_035907481.1|ASTE
OG0003897	LOC6609591|XP_002034268.1|DSEC	LOC118510127|XP_035907492.1|ASTE
OG0003898	LOC6614656|XP_002039083.2|DSEC	LOC118511617|XP_035910800.1|ASTE
OG0003899	LOC6617257|XP_002041584.1|DSEC	LOC118509146|XP_035905251.1|ASTE
OG0003900	LOC6617328|XP_032570197.1|DSEC	LOC118513726|XP_035915761.1|ASTE
OG0003901	LOC6613674|XP_002038144.1|DSEC	LOC118513725|XP_035915760.1|ASTE
OG0003902	LOC6611494|XP_002036035.1|DSEC	LOC118513721|XP_035915755.1|ASTE
OG0003903	LOC6617808|XP_002042120.1|DSEC	LOC118513723|XP_035915758.1|ASTE
OG0003904	LOC6617809|XP_002042121.1|DSEC	LOC118513722|XP_035915757.1|ASTE
OG0003905	LOC6607806|XP_032576969.1|DSEC	LOC118513717|XP_035915752.1|ASTE
OG0003907	LOC6617307|XP_002041634.1|DSEC	LOC118510996|XP_035909403.1|ASTE
OG0003908	LOC6617308|XP_002041635.1|DSEC	LOC118511002|XP_035909410.1|ASTE
OG0003909	LOC6608600|XP_002033334.1|DSEC	LOC118511020|XP_035909466.1|ASTE
OG0003910	LOC6614278|XP_002038718.1|DSEC	LOC118511021|XP_035909485.1|ASTE
OG0003911	LOC6613389|XP_002037863.1|DSEC	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE
OG0003912	LOC6611383|XP_002035928.2|DSEC	LOC118509057|XP_035905062.1|ASTE
OG0003913	LOC6611188|XP_032583670.1|DSEC	LOC118514571|XP_035917463.1|ASTE
OG0003914	LOC6612128|XP_002036645.2|DSEC	LOC118514558|XP_035917441.1|ASTE
OG0003915	LOC6618953|XP_002043198.1|DSEC	LOC118514587|XP_035917482.1|ASTE
OG0003916	LOC6613682|XP_002038152.1|DSEC	LOC118514580|XP_035917475.1|ASTE
OG0003917	LOC6613483|XP_002037952.1|DSEC	LOC118512505|XP_035912910.1|ASTE
OG0003918	LOC6617688|XP_002042000.1|DSEC	LOC118512525|XP_035912962.1|ASTE
OG0003919	LOC6613212|XP_002037692.1|DSEC	LOC118514555|XP_035917438.1|ASTE
OG0003920	LOC6615555|XP_002039929.1|DSEC	LOC118514557|XP_035917440.1|ASTE
OG0003921	LOC6618183|XP_002042458.1|DSEC	LOC118509138|XP_035905232.1|ASTE
OG0003922	LOC6612117|XP_002036634.2|DSEC	LOC118509141|XP_035905238.1|ASTE
OG0003923	LOC6619452|XP_002043667.1|DSEC	LOC118512549|XP_035913027.1|ASTE
OG0003924	LOC6608972|XP_032572330.1|DSEC	LOC118512551|XP_035913030.1|ASTE
OG0003925	LOC6613430|XP_002037904.1|DSEC	LOC118512557|XP_035913036.1|ASTE
OG0003926	LOC6613437|XP_002037911.1|DSEC	LOC118512564|XP_035913048.1|ASTE
OG0003927	LOC6613058|XP_002037541.1|DSEC	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE
OG0003928	LOC6611712|XP_032583143.1|DSEC	LOC118513781|XP_035915858.1|ASTE
OG0003929	LOC6612124|XP_002036641.1|DSEC	LOC118513767|XP_035915836.1|ASTE
OG0003930	LOC6611475|XP_002036016.1|DSEC	LOC118511770|XP_035911151.1|ASTE
OG0003931	LOC6611425|XP_032569694.1|DSEC	LOC118511768|XP_035911137.1|ASTE
OG0003932	LOC6608267|XP_032571818.1|DSEC	LOC118508974|XP_035904845.1|ASTE
OG0003933	LOC6613384|XP_032577015.1|DSEC	LOC118513746|XP_035915795.1|ASTE
OG0003934	LOC6611737|XP_002036260.1|DSEC	LOC118513750|XP_035915803.1|ASTE
OG0003935	LOC6609356|XP_002034045.1|DSEC	LOC118513758|XP_035915825.1|ASTE
OG0003936	LOC6609357|XP_002034046.1|DSEC	LOC118513757|XP_035915823.1|ASTE
OG0003937	LOC6608084|XP_002032832.1|DSEC	LOC118513769|XP_035915838.1|ASTE
OG0003938	LOC6613421|XP_032574085.1|DSEC	LOC118514676|XP_035917614.1|ASTE
OG0003939	LOC6613458|XP_002037930.1|DSEC	LOC118514677|XP_035917617.1|ASTE
OG0003940	LOC6613415|XP_002037889.1|DSEC	LOC118514680|XP_035917621.1|ASTE
OG0003941	LOC6613418|XP_002037892.1|DSEC	LOC118514684|XP_035917623.1|ASTE
OG0003942	LOC6611588|XP_002036125.1|DSEC	LOC118514697|XP_035917645.1|ASTE
OG0003943	LOC6613424|XP_002037898.1|DSEC	LOC118514152|XP_035916658.1|ASTE
OG0003944	LOC6617736|XP_002042048.1|DSEC	LOC118513354|XP_035914879.1|ASTE
OG0003945	LOC6615734|XP_002040105.1|DSEC	LOC118508472|XP_035904177.1|ASTE
OG0003946	LOC6614672|XP_002039099.1|DSEC	LOC118513834|XP_035915991.1|ASTE
OG0003947	LOC6614661|XP_002039088.1|DSEC	LOC118512443|XP_035912799.1|ASTE
OG0003948	LOC6614494|XP_002038927.1|DSEC	LOC118512586|XP_035913116.1|ASTE
OG0003949	LOC6614495|XP_032583303.1|DSEC	LOC118510631|XP_035908563.1|ASTE
OG0003950	LOC6613567|XP_002038035.2|DSEC	LOC118510643|XP_035908630.1|ASTE
OG0003951	LOC6613561|XP_032580966.1|DSEC	LOC118510646|XP_035908643.1|ASTE
OG0003952	LOC6612142|XP_002036659.1|DSEC	LOC118512662|XP_035913304.1|ASTE
OG0003953	LOC6611453|XP_002035995.1|DSEC	LOC118511569|XP_035910706.1|ASTE
OG0003954	LOC6610756|XP_002035322.2|DSEC	LOC118514466|XP_035917281.1|ASTE
OG0003955	LOC6611988|XP_032570864.1|DSEC	LOC118510010|XP_035907289.1|ASTE
OG0003956	LOC6614555|XP_032574138.1|DSEC	LOC118514659|XP_035917585.1|ASTE
OG0003957	LOC6604851|XP_002029696.1|DSEC	LOC118514667|XP_035917601.1|ASTE
OG0003958	LOC6617921|XP_002042229.2|DSEC	LOC118514671|XP_035917607.1|ASTE
OG0003959	LOC6615263|XP_032570978.1|DSEC	LOC118511782|XP_035911185.1|ASTE
OG0003960	LOC116803495|XP_032583081.1|DSEC, LOC6620332|XP_032581598.1|DSEC	LOC118509304|XP_035905646.1|ASTE
OG0003961	LOC6611579|XP_002036117.1|DSEC	LOC118514548|XP_035917432.1|ASTE
OG0003962	LOC6613442|XP_002037916.1|DSEC	LOC118512473|XP_035912854.1|ASTE
OG0003963	LOC6614642|XP_032575278.1|DSEC	LOC118514634|XP_035917538.1|ASTE
OG0003964	LOC6621131|XP_002045310.1|DSEC	LOC118514641|XP_035917557.1|ASTE
OG0003965	LOC6611616|XP_032582900.1|DSEC	LOC118514652|XP_035917575.1|ASTE
OG0003966	LOC6620730|XP_032577029.1|DSEC	LOC118511797|XP_035911220.1|ASTE
OG0003967	LOC6615386|XP_032572739.1|DSEC	LOC118513597|XP_035915492.1|ASTE
OG0003968	LOC6615384|XP_032572753.1|DSEC	LOC118513595|XP_035915485.1|ASTE
OG0003969	LOC6609587|XP_002034264.1|DSEC	LOC118512533|XP_035912978.1|ASTE
OG0003970	LOC6617254|XP_002041581.2|DSEC	LOC118513282|XP_035914742.1|ASTE
OG0003971	LOC6611953|XP_032577235.1|DSEC	LOC118512593|XP_035913130.1|ASTE
OG0003972	LOC6605735|XP_002030551.2|DSEC	LOC118512596|XP_035913142.1|ASTE
OG0003973	LOC6618893|XP_002043141.1|DSEC	LOC118512600|XP_035913149.1|ASTE
OG0003974	LOC6608749|XP_002033472.1|DSEC	LOC118513698|XP_035915715.1|ASTE
OG0003975	LOC6611757|XP_032583156.1|DSEC	LOC118513705|XP_035915727.1|ASTE
OG0003976	LOC6614702|XP_002039129.1|DSEC	LOC118513369|XP_035914893.1|ASTE
OG0003977	LOC6617856|XP_002042164.1|DSEC	LOC118513370|XP_035914894.1|ASTE
OG0003978	LOC6618396|XP_002042666.1|DSEC	LOC118512631|XP_035913219.1|ASTE
OG0003979	LOC6612018|XP_002036535.1|DSEC	LOC118512618|XP_035913192.1|ASTE
OG0003980	LOC6606290|XP_002031095.1|DSEC	LOC118512615|XP_035913187.1|ASTE
OG0003981	LOC6617741|XP_032569781.1|DSEC	LOC118510865|XP_035909104.1|ASTE
OG0003982	LOC6614689|XP_032583000.1|DSEC	LOC118510046|XP_035907328.1|ASTE
OG0003984	LOC6614635|XP_002039062.1|DSEC	LOC118512594|XP_035913140.1|ASTE
OG0003985	LOC6621705|XP_032583728.1|DSEC	LOC118513318|XP_035914812.1|ASTE
OG0003986	LOC6611517|XP_002036058.2|DSEC	LOC118508830|XP_035904469.1|ASTE
OG0003987	LOC6611518|XP_032573661.1|DSEC	LOC118513221|XP_035914637.1|ASTE
OG0003988	LOC6613448|XP_032574880.1|DSEC	LOC118513341|XP_035914858.1|ASTE
OG0003989	LOC6617715|XP_002042027.1|DSEC	LOC118509296|XP_035905622.1|ASTE
OG0003990	LOC6611328|XP_002035875.1|DSEC	LOC118509289|XP_035905590.1|ASTE
OG0003991	LOC6613358|XP_032569734.1|DSEC	LOC118509285|XP_035905556.1|ASTE
OG0003992	LOC6613354|XP_002037828.2|DSEC	LOC118509172|XP_035905325.1|ASTE
OG0003993	LOC6613339|XP_002037815.1|DSEC	LOC118509173|XP_035905326.1|ASTE
OG0003994	LOC6612638|XP_002037142.1|DSEC	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE
OG0003995	LOC6608971|XP_002033685.1|DSEC	LOC118509956|XP_035907215.1|ASTE
OG0003996	LOC6608260|XP_002033004.1|DSEC	LOC118508821|XP_035904458.1|ASTE
OG0003997	LOC6611521|XP_032570100.1|DSEC	LOC118513628|XP_035915584.1|ASTE
OG0003998	LOC6620416|XP_032572643.1|DSEC	LOC118510877|XP_035909134.1|ASTE
OG0003999	LOC6620234|XP_002044442.1|DSEC	LOC118510876|XP_035909133.1|ASTE
OG0004000	LOC6619736|XP_002043951.1|DSEC	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE
OG0004001	LOC6613003|XP_032570506.1|DSEC	LOC118513804|XP_035915900.1|ASTE
OG0004002	LOC6614779|XP_002039198.1|DSEC	LOC118513827|XP_035915959.1|ASTE
OG0004003	LOC6612134|XP_032572461.1|DSEC	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE
OG0004004	LOC6611631|XP_032580199.1|DSEC	LOC118510870|XP_035909119.1|ASTE
OG0004005	LOC6613494|XP_032572751.1|DSEC	LOC118510871|XP_035909120.1|ASTE
OG0004006	LOC6618178|XP_002042453.1|DSEC	LOC118514289|XP_035916931.1|ASTE
OG0004007	LOC6613240|XP_002037717.1|DSEC	LOC118514303|XP_035916976.1|ASTE
OG0004008	LOC6617219|XP_032583636.1|DSEC	LOC118513467|XP_035915136.1|ASTE
OG0004009	LOC6613092|XP_002037575.2|DSEC	LOC118512975|XP_035914100.1|ASTE
OG0004010	LOC6611217|XP_032581690.1|DSEC	LOC118514522|XP_035917385.1|ASTE
OG0004011	LOC6617897|XP_032569914.1|DSEC	LOC118511696|XP_035910997.1|ASTE
OG0004012	LOC6607453|XP_002032222.1|DSEC	LOC118511699|XP_035911001.1|ASTE
OG0004013	LOC6611239|XP_002035794.1|DSEC	LOC118512484|XP_035912872.1|ASTE
OG0004014	LOC6605736|XP_002030552.2|DSEC	LOC118512477|XP_035912859.1|ASTE
OG0004015	LOC6617811|XP_032571934.1|DSEC	LOC118512465|XP_035912828.1|ASTE
OG0004016	LOC6611966|XP_002036483.1|DSEC	LOC118509274|XP_035905521.1|ASTE
OG0004017	LOC6613334|XP_032569725.1|DSEC	LOC118513621|XP_035915570.1|ASTE
OG0004018	LOC6607943|XP_002032693.1|DSEC	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE
OG0004019	LOC6618190|XP_002042465.1|DSEC	LOC118513205|XP_035914597.1|ASTE
OG0004020	LOC6613195|XP_002037676.1|DSEC, LOC116802491|XP_032582856.1|DSEC	LOC118509950|XP_035907174.1|ASTE
OG0004021	LOC6613190|XP_032583417.1|DSEC	LOC118511810|XP_035911243.1|ASTE
OG0004022	LOC6613680|XP_002038150.1|DSEC	LOC118514098|XP_035916531.1|ASTE
OG0004023	LOC6609971|XP_032571306.1|DSEC	LOC118514054|XP_035916440.1|ASTE
OG0004024	LOC6614396|XP_032578768.1|DSEC	LOC118512622|XP_035913195.1|ASTE
OG0004025	LOC6611863|XP_002036385.1|DSEC	LOC118510835|XP_035909054.1|ASTE
OG0004026	LOC6620617|XP_002044821.1|DSEC	LOC118510831|XP_035909043.1|ASTE
OG0004027	LOC116800520|XP_032571828.1|DSEC	LOC118510804|XP_035909012.1|ASTE
OG0004028	LOC6613524|XP_032583249.1|DSEC	LOC118510800|XP_035909005.1|ASTE
OG0004029	LOC6611698|XP_032582477.1|DSEC	LOC118510786|XP_035908976.1|ASTE
OG0004030	LOC6615812|XP_032572831.1|DSEC	LOC118510773|XP_035908933.1|ASTE
OG0004031	LOC6617720|XP_002042032.2|DSEC	LOC118510759|XP_035908896.1|ASTE
OG0004032	LOC6620479|XP_002044684.1|DSEC	LOC118510753|XP_035908891.1|ASTE
OG0004033	LOC6611889|XP_032569777.1|DSEC	LOC118510742|XP_035908866.1|ASTE
OG0004034	LOC6614598|XP_032583454.1|DSEC	LOC118514072|XP_035916491.1|ASTE
OG0004035	LOC6613422|XP_032579929.1|DSEC	LOC118514048|XP_035916432.1|ASTE
OG0004036	LOC6613151|XP_032583757.1|DSEC	LOC118514045|XP_035916424.1|ASTE
OG0004037	LOC6617786|XP_002042098.2|DSEC	LOC118514119|XP_035916591.1|ASTE
OG0004038	LOC6617312|XP_032583110.1|DSEC	LOC118514085|XP_035916511.1|ASTE
OG0004039	LOC6613084|XP_002037567.2|DSEC	LOC118514092|XP_035916517.1|ASTE
OG0004040	LOC6615609|XP_002039983.1|DSEC	LOC118513203|XP_035914593.1|ASTE
OG0004041	LOC6620445|XP_002044652.2|DSEC	LOC118513683|XP_035915681.1|ASTE
OG0004043	LOC6612052|XP_002036569.1|DSEC	LOC118514115|XP_035916584.1|ASTE
OG0004044	LOC6619001|XP_032580941.1|DSEC	LOC118510722|XP_035908824.1|ASTE
OG0004045	LOC6612092|XP_002036609.1|DSEC	LOC118510727|XP_035908832.1|ASTE
OG0004046	LOC6617267|XP_002041594.1|DSEC	LOC118510719|XP_035908819.1|ASTE
OG0004047	LOC6617696|XP_002042008.1|DSEC	LOC118510718|XP_035908818.1|ASTE
OG0004048	LOC6613395|XP_002037869.1|DSEC	LOC118510716|XP_035908813.1|ASTE
OG0004049	LOC6617213|XP_002041540.1|DSEC	LOC118510686|XP_035908746.1|ASTE
OG0004050	LOC6614614|XP_032575693.1|DSEC	LOC118510679|XP_035908735.1|ASTE
OG0004052	LOC6614812|XP_032581397.1|DSEC	LOC118512199|XP_035912196.1|ASTE
OG0004053	LOC6608627|XP_002033361.1|DSEC	LOC118505769|XP_035897905.1|ASTE
OG0004054	LOC6614565|XP_002038993.1|DSEC	LOC118512731|XP_035913484.1|ASTE
OG0004055	LOC6606974|XP_002031766.1|DSEC	LOC118505757|XP_035897867.1|ASTE
OG0004056	LOC6613783|XP_002038252.2|DSEC	LOC118505755|XP_035897865.1|ASTE
OG0004057	LOC6619419|XP_002043634.2|DSEC	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE
OG0004058	LOC6610579|XP_002035152.1|DSEC	LOC118507577|XP_035902123.1|ASTE
OG0004059	LOC6614329|XP_002038769.1|DSEC	LOC118506590|XP_035899840.1|ASTE
OG0004060	LOC6606855|XP_002031652.1|DSEC	LOC118511894|XP_035911417.1|ASTE
OG0004061	LOC6619914|XP_032582270.1|DSEC	LOC118506572|XP_035899807.1|ASTE
OG0004062	LOC6610415|XP_032573940.1|DSEC	LOC118506649|XP_035899943.1|ASTE
OG0004063	LOC6616152|XP_002040517.1|DSEC	LOC118506643|XP_035899924.1|ASTE
OG0004064	LOC6605839|XP_002030653.1|DSEC	LOC118506641|XP_035899916.1|ASTE
OG0004065	LOC6615480|XP_032572610.1|DSEC	LOC118506635|XP_035899897.1|ASTE
OG0004066	LOC6609163|XP_002033865.1|DSEC	LOC118506632|XP_035899896.1|ASTE
OG0004067	LOC6619899|XP_002044111.1|DSEC	LOC118506626|XP_035899890.1|ASTE
OG0004068	LOC6607160|XP_002031946.1|DSEC	LOC118506624|XP_035899886.1|ASTE
OG0004069	LOC6607159|XP_032576360.1|DSEC	LOC118506625|XP_035899887.1|ASTE
OG0004070	LOC6610673|XP_002035239.1|DSEC	LOC118506604|XP_035899864.1|ASTE
OG0004071	LOC6604965|XP_002029808.1|DSEC	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE
OG0004072	LOC6604966|XP_002029809.1|DSEC	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE
OG0004073	LOC6614801|XP_002039220.1|DSEC	LOC118505616|XP_035897569.1|ASTE
OG0004074	LOC6615540|XP_002039919.2|DSEC	LOC118505617|XP_035897570.1|ASTE
OG0004075	LOC6609006|XP_002033711.1|DSEC	LOC118504463|XP_035894856.1|ASTE
OG0004076	LOC6609005|XP_002033710.2|DSEC	LOC118508347|XP_035903927.1|ASTE
OG0004077	LOC6611612|XP_002036148.2|DSEC	LOC118517551|XP_035919684.1|ASTE
OG0004078	LOC6617019|XP_002041347.1|DSEC	LOC118517542|XP_035919674.1|ASTE
OG0004079	LOC6618987|XP_002043232.1|DSEC	LOC118517524|XP_035919646.1|ASTE
OG0004080	LOC6609462|XP_002034147.1|DSEC	LOC118504862|XP_035895791.1|ASTE
OG0004081	LOC6609220|XP_032570268.1|DSEC	LOC118505285|XP_035896759.1|ASTE
OG0004082	LOC6615301|XP_002039705.1|DSEC	LOC118505657|XP_035897641.1|ASTE
