Orthogroup	DSEC.longest_only	SLEB.longest_only
OG0006493	LOC6618074|XP_002042372.1|DSEC	LOC115629130|XP_030381330.1|SLEB
OG0006494	LOC6620361|XP_032582206.1|DSEC	LOC115626703|XP_030377996.1|SLEB
OG0006495	LOC6619976|XP_032580711.1|DSEC	LOC115627167|XP_030378617.1|SLEB
OG0006496	LOC6607685|XP_002032449.1|DSEC	LOC115621088|XP_030370481.1|SLEB
OG0006497	LOC6606596|XP_002031397.1|DSEC	LOC115620837|XP_030370130.1|SLEB
OG0006498	LOC6606598|XP_002031399.1|DSEC	LOC115620881|XP_030370219.1|SLEB
OG0006499	LOC6612974|XP_032576258.1|DSEC	LOC115621010|XP_030370389.1|SLEB
OG0006500	LOC6611947|XP_002036464.2|DSEC	LOC115631750|XP_030384447.1|SLEB
OG0006501	LOC6612821|XP_002037322.1|DSEC	LOC115621843|XP_030371515.1|SLEB
OG0006502	LOC6612826|XP_032577590.1|DSEC	LOC115620868|XP_030370201.1|SLEB
OG0006503	LOC6612828|XP_032576849.1|DSEC	LOC115620946|XP_030370321.1|SLEB
OG0006504	LOC6612829|XP_002037330.1|DSEC	LOC115621351|XP_030370833.1|SLEB
OG0006505	LOC6612745|XP_002037248.1|DSEC	LOC115620622|XP_030369809.1|SLEB
OG0006506	LOC6604924|XP_002029767.1|DSEC	LOC115622618|XP_030372479.1|SLEB
OG0006507	LOC6616693|XP_032577888.1|DSEC	LOC115625187|XP_030376013.1|SLEB
OG0006508	LOC6616691|XP_032577003.1|DSEC	LOC115625397|XP_030376296.1|SLEB
OG0006509	LOC6615107|XP_002039523.1|DSEC	LOC115627377|XP_030378890.1|SLEB
OG0006510	LOC6606956|XP_002031749.2|DSEC	LOC115620340|XP_030369399.1|SLEB
OG0006511	LOC6606594|XP_032576227.1|DSEC	LOC115620448|XP_030369538.1|SLEB
OG0006512	LOC6619233|XP_002043452.1|DSEC	LOC115620289|XP_030369324.1|SLEB
OG0006513	LOC6606585|XP_032578793.1|DSEC	LOC115620274|XP_030369301.1|SLEB
OG0006514	LOC6619630|XP_002043845.1|DSEC	LOC115620927|XP_030370293.1|SLEB
OG0006515	LOC6620516|XP_002044720.1|DSEC	LOC115621114|XP_030370518.1|SLEB
OG0006516	LOC6607788|XP_002032547.1|DSEC	LOC115625459|XP_030376366.1|SLEB
OG0006517	LOC6607784|XP_002032543.1|DSEC	LOC115625183|XP_030376007.1|SLEB
OG0006518	LOC6607786|XP_032578491.1|DSEC	LOC115625550|XP_030376491.1|SLEB
OG0006519	LOC6607783|XP_002032542.2|DSEC	LOC115625184|XP_030376008.1|SLEB
OG0006520	LOC6612797|XP_032577454.1|DSEC	LOC115621266|XP_030370725.1|SLEB
OG0006521	LOC6606419|XP_002031223.1|DSEC	LOC115621177|XP_030370601.1|SLEB
OG0006522	LOC6612793|XP_002037294.1|DSEC	LOC115620799|XP_030370082.1|SLEB
OG0006523	LOC6606271|XP_002031076.1|DSEC	LOC115621580|XP_030371130.1|SLEB
OG0006524	LOC6611418|XP_002035962.1|DSEC	LOC115625910|XP_030377001.1|SLEB
OG0006525	LOC6614987|XP_032581416.1|DSEC	LOC115629136|XP_030381340.1|SLEB
OG0006526	LOC6614091|XP_002038545.2|DSEC	LOC115621998|XP_030371713.1|SLEB
OG0006527	LOC6614089|XP_002038543.1|DSEC	LOC115621681|XP_030371251.1|SLEB
OG0006528	LOC6614088|XP_002038542.1|DSEC	LOC115621997|XP_030371712.1|SLEB
OG0006529	LOC6614086|XP_002038540.1|DSEC	LOC115621988|XP_030371701.1|SLEB
OG0006530	LOC6614084|XP_002038538.1|DSEC	LOC115621979|XP_030371691.1|SLEB
OG0006531	LOC6614080|XP_002038534.1|DSEC	LOC115625639|XP_030376628.1|SLEB, LOC115621652|XP_030371214.1|SLEB
OG0006532	LOC6614073|XP_002038527.2|DSEC	LOC115621226|XP_030370675.1|SLEB
OG0006533	LOC6615440|XP_002039822.1|DSEC	LOC115624888|XP_030375596.1|SLEB
OG0006534	LOC6606266|XP_002031071.1|DSEC	LOC115620375|XP_030369441.1|SLEB
OG0006535	LOC6607671|XP_002032436.1|DSEC	LOC115621919|XP_030371622.1|SLEB
OG0006536	LOC6614042|XP_002038496.1|DSEC	LOC115625583|XP_030376547.1|SLEB
OG0006537	LOC6617090|XP_002041417.1|DSEC	LOC115620484|XP_030369576.1|SLEB
OG0006538	LOC6617180|XP_032577351.1|DSEC	LOC115620544|XP_030369687.1|SLEB
OG0006539	LOC6618763|XP_032578304.1|DSEC	LOC115622038|XP_030371766.1|SLEB
OG0006540	LOC6607346|XP_032576471.1|DSEC	LOC115621235|XP_030370685.1|SLEB
OG0006541	LOC6612670|XP_002037174.1|DSEC	LOC115620587|XP_030369756.1|SLEB
OG0006542	LOC6612671|XP_002037175.1|DSEC	LOC115620588|XP_030369757.1|SLEB
OG0006543	LOC6617106|XP_032579180.1|DSEC	LOC115620506|XP_030369623.1|SLEB
OG0006544	LOC6620067|XP_032578064.1|DSEC	LOC115623626|XP_030373926.1|SLEB
OG0006545	LOC6615876|XP_002040246.1|DSEC	LOC115629728|XP_030382121.1|SLEB
OG0006546	LOC6607527|XP_032579387.1|DSEC	LOC115620762|XP_030370022.1|SLEB
OG0006547	LOC6607778|XP_032579414.1|DSEC	LOC115625316|XP_030376197.1|SLEB
OG0006548	LOC6606530|XP_002031331.1|DSEC	LOC115621493|XP_030371021.1|SLEB
OG0006549	LOC6616886|XP_002041222.1|DSEC	LOC115625609|XP_030376604.1|SLEB
OG0006550	LOC6619504|XP_032578322.1|DSEC	LOC115621556|XP_030371088.1|SLEB
OG0006551	LOC116802150|XP_032581365.1|DSEC	LOC115629593|XP_030381944.1|SLEB
OG0006552	LOC6614893|XP_002039310.1|DSEC	LOC115629559|XP_030381910.1|SLEB
OG0006553	LOC6617138|XP_002041465.1|DSEC	LOC115620855|XP_030370159.1|SLEB
OG0006554	LOC6614375|XP_032576691.1|DSEC	LOC115623902|XP_030374317.1|SLEB
OG0006555	LOC6613787|XP_002038256.1|DSEC	LOC115622753|XP_030372667.1|SLEB
OG0006556	LOC6606490|XP_002031291.2|DSEC	LOC115621123|XP_030370529.1|SLEB
OG0006557	LOC6606827|XP_002031624.1|DSEC	LOC115625233|XP_030376078.1|SLEB
OG0006558	LOC6607550|XP_032577243.1|DSEC	LOC115620673|XP_030369896.1|SLEB
OG0006559	LOC6607033|XP_032577034.1|DSEC	LOC115621250|XP_030370703.1|SLEB
OG0006560	LOC6612747|XP_002037250.1|DSEC	LOC115620471|XP_030369562.1|SLEB
OG0006561	LOC6612748|XP_002037251.1|DSEC	LOC115621333|XP_030370814.1|SLEB
OG0006562	LOC6617149|XP_002041476.1|DSEC	LOC115620965|XP_030370346.1|SLEB
OG0006563	LOC6621947|XP_032577194.1|DSEC	LOC115621996|XP_030371711.1|SLEB
OG0006564	LOC6606682|XP_002031482.2|DSEC	LOC115620819|XP_030370106.1|SLEB
OG0006565	LOC6616868|XP_032579512.1|DSEC	LOC115622039|XP_030371767.1|SLEB
OG0006566	LOC6606370|XP_032579306.1|DSEC	LOC115625587|XP_030376557.1|SLEB
OG0006567	LOC6607567|XP_002032336.1|DSEC	LOC115620192|XP_030369183.1|SLEB
OG0006568	LOC6607565|XP_002032334.2|DSEC	LOC115620190|XP_030369181.1|SLEB
OG0006569	LOC6610932|XP_002035489.1|DSEC	LOC115632473|XP_030385502.1|SLEB
OG0006570	LOC6613920|XP_032576809.1|DSEC	LOC115624397|XP_030374984.1|SLEB
OG0006571	LOC6607456|XP_002032225.1|DSEC	LOC115620432|XP_030369520.1|SLEB
OG0006572	LOC6606920|XP_032578899.1|DSEC	LOC115629976|XP_030382459.1|SLEB
OG0006573	LOC6614118|XP_002038572.1|DSEC	LOC115623400|XP_030373569.1|SLEB
OG0006574	LOC6606957|XP_032579045.1|DSEC	LOC115620288|XP_030369321.1|SLEB
OG0006575	LOC6612694|XP_002037197.1|DSEC	LOC115621147|XP_030370563.1|SLEB
OG0006576	LOC6607817|XP_002032575.1|DSEC	LOC115625152|XP_030375937.1|SLEB
OG0006577	LOC6607288|XP_002032067.1|DSEC	LOC115625313|XP_030376191.1|SLEB
OG0006578	LOC6607816|XP_032576364.1|DSEC	LOC115625151|XP_030375935.1|SLEB
OG0006579	LOC6611714|XP_002036247.1|DSEC	LOC115628535|XP_030380557.1|SLEB
OG0006580	LOC6616777|XP_002041114.1|DSEC	LOC115621443|XP_030370957.1|SLEB
OG0006581	LOC6613916|XP_032579081.1|DSEC	LOC115623921|XP_030374338.1|SLEB
OG0006582	LOC6616701|XP_032576672.1|DSEC	LOC115623532|XP_030373775.1|SLEB
OG0006583	LOC6616762|XP_032578350.1|DSEC	LOC115620457|XP_030369547.1|SLEB
OG0006584	LOC6621135|XP_002045311.1|DSEC	LOC115631004|XP_030383463.1|SLEB
OG0006585	LOC6611623|XP_002036159.2|DSEC	LOC115631949|XP_030384663.1|SLEB
OG0006586	LOC6612789|XP_002037290.1|DSEC	LOC115620535|XP_030369666.1|SLEB
OG0006587	LOC6612788|XP_032577455.1|DSEC	LOC115620533|XP_030369663.1|SLEB
OG0006588	LOC6616824|XP_002041161.1|DSEC	LOC115625200|XP_030376027.1|SLEB
OG0006589	LOC6614169|XP_032577152.1|DSEC	LOC115629463|XP_030381791.1|SLEB
OG0006590	LOC6614160|XP_002038613.1|DSEC	LOC115623441|XP_030373650.1|SLEB
OG0006591	LOC6616402|XP_002040762.2|DSEC	LOC115622192|XP_030371941.1|SLEB
OG0006592	LOC6607007|XP_002031796.1|DSEC	LOC115625089|XP_030375848.1|SLEB
OG0006593	LOC6607008|XP_002031797.1|DSEC	LOC115625088|XP_030375846.1|SLEB
OG0006594	LOC6605048|XP_002029890.1|DSEC	LOC115632549|XP_030385624.1|SLEB
OG0006595	LOC6609374|XP_002034063.1|DSEC	LOC115631092|XP_030383603.1|SLEB
OG0006596	LOC6609878|XP_002034528.1|DSEC	LOC115625815|XP_030376865.1|SLEB
OG0006597	LOC6610496|XP_002035076.1|DSEC	LOC115632215|XP_030385132.1|SLEB
OG0006598	LOC6611939|XP_002036456.1|DSEC	LOC115631999|XP_030384788.1|SLEB
OG0006599	LOC6605216|XP_002030054.1|DSEC	LOC115623178|XP_030373258.1|SLEB
OG0006600	LOC6611164|XP_032573513.1|DSEC	LOC115628219|XP_030380069.1|SLEB
OG0006601	LOC6605403|XP_002030236.1|DSEC	LOC115633143|XP_030386411.1|SLEB
OG0006602	LOC6605402|XP_002030235.1|DSEC	LOC115633144|XP_030386413.1|SLEB
OG0006603	LOC6605401|XP_002030234.1|DSEC	LOC115632604|XP_030385689.1|SLEB
OG0006604	LOC6605861|XP_002030675.1|DSEC	LOC115622961|XP_030372967.1|SLEB
OG0006605	LOC6612313|XP_002036823.1|DSEC	LOC115628915|XP_030381038.1|SLEB
OG0006606	LOC6611034|XP_002035591.2|DSEC	LOC115622839|XP_030372778.1|SLEB
OG0006607	LOC6605183|XP_002030022.2|DSEC	LOC115633078|XP_030386312.1|SLEB
OG0006608	LOC6613929|XP_032579331.1|DSEC	LOC115623480|XP_030373709.1|SLEB
OG0006609	LOC6607269|XP_002032048.1|DSEC	LOC115621631|XP_030371191.1|SLEB
OG0006610	LOC6605875|XP_032575353.1|DSEC	LOC115632188|XP_030385092.1|SLEB
OG0006611	LOC6610420|XP_032574013.1|DSEC	LOC115632204|XP_030385113.1|SLEB
OG0006612	LOC6610421|XP_002035003.1|DSEC	LOC115632763|XP_030385871.1|SLEB
OG0006613	LOC6610422|XP_002035004.1|DSEC	LOC115632784|XP_030385895.1|SLEB
OG0006614	LOC6610423|XP_002035005.1|DSEC	LOC115632082|XP_030384902.1|SLEB
OG0006615	LOC6610427|XP_002035008.1|DSEC	LOC115632216|XP_030385134.1|SLEB
OG0006616	LOC6604947|XP_002029790.1|DSEC	LOC115632179|XP_030385073.1|SLEB
OG0006617	LOC6606112|XP_032573957.1|DSEC	LOC115632129|XP_030384995.1|SLEB
OG0006618	LOC6605108|XP_002029949.1|DSEC	LOC115622819|XP_030372752.1|SLEB
OG0006619	LOC6610463|XP_002035044.1|DSEC	LOC115622652|XP_030372521.1|SLEB
OG0006620	LOC6610466|XP_002035047.1|DSEC	LOC115622198|XP_030371950.1|SLEB
OG0006621	LOC6611117|XP_032573465.1|DSEC	LOC115622534|XP_030372357.1|SLEB
OG0006622	LOC6610229|XP_032573767.1|DSEC	LOC115622623|XP_030372486.1|SLEB
OG0006623	LOC6610220|XP_002034826.1|DSEC	LOC115622890|XP_030372853.1|SLEB
OG0006624	LOC6607876|XP_002032630.1|DSEC	LOC115633847|XP_030387199.1|SLEB
OG0006625	LOC6607877|XP_002032631.2|DSEC	LOC115633853|XP_030387204.1|SLEB
OG0006626	LOC6619128|XP_002043368.1|DSEC	LOC115621136|XP_030370553.1|SLEB
OG0006627	LOC6608114|XP_032570467.1|DSEC	LOC115622573|XP_030372416.1|SLEB
OG0006628	LOC6608117|XP_032570462.1|DSEC	LOC115629866|XP_030382321.1|SLEB
OG0006629	LOC6615285|XP_002039689.1|DSEC	LOC115627737|XP_030379371.1|SLEB
OG0006630	LOC6608662|XP_032571101.1|DSEC	LOC115633885|XP_030387253.1|SLEB
OG0006631	LOC6604791|XP_002029642.1|DSEC	LOC115632890|XP_030386032.1|SLEB
OG0006632	LOC6608869|XP_032571318.1|DSEC	LOC115633732|XP_030387065.1|SLEB
OG0006633	LOC6610365|XP_002034951.1|DSEC	LOC115628262|XP_030380141.1|SLEB
OG0006634	LOC6617304|XP_032583500.1|DSEC	LOC115631054|XP_030383550.1|SLEB
OG0006635	LOC6617396|XP_002041721.1|DSEC	LOC115631907|XP_030384617.1|SLEB
OG0006636	LOC116802042|XP_032580952.1|DSEC	LOC115626739|XP_030378048.1|SLEB
OG0006637	LOC6611026|XP_002035583.2|DSEC	LOC115624675|XP_030375333.1|SLEB
OG0006638	LOC6608333|XP_002033070.1|DSEC	LOC115630710|XP_030383226.1|SLEB
OG0006639	LOC6608331|XP_032572670.1|DSEC	LOC115634388|XP_030387933.1|SLEB
OG0006640	LOC6608088|XP_002032836.1|DSEC	LOC115623323|XP_030373449.1|SLEB
OG0006641	LOC6608433|XP_032571956.1|DSEC	LOC115623908|XP_030374327.1|SLEB
OG0006642	LOC6615622|XP_032570819.1|DSEC	LOC115627958|XP_030379715.1|SLEB
OG0006643	LOC6612996|XP_002037487.1|DSEC	LOC115634039|XP_030387443.1|SLEB
OG0006644	LOC6605249|XP_002030087.1|DSEC	LOC115622856|XP_030372800.1|SLEB
OG0006645	LOC6614699|XP_032583347.1|DSEC	LOC115626198|XP_030377338.1|SLEB
OG0006646	LOC6608730|XP_002033453.1|DSEC	LOC115624617|XP_030375232.1|SLEB
OG0006647	LOC6609856|XP_032570443.1|DSEC	LOC115619937|XP_030368823.1|SLEB
OG0006648	LOC6610413|XP_032575155.1|DSEC	LOC115622352|XP_030372126.1|SLEB
OG0006649	LOC6609921|XP_032571037.1|DSEC	LOC115628302|XP_030380213.1|SLEB
OG0006650	LOC6607891|XP_032571652.1|DSEC	LOC115634645|XP_030388362.1|SLEB
OG0006651	LOC6616388|XP_032575922.1|DSEC	LOC115633065|XP_030386289.1|SLEB
OG0006652	LOC6605213|XP_002030051.1|DSEC	LOC115622855|XP_030372799.1|SLEB
OG0006653	LOC6610492|XP_032575566.1|DSEC	LOC115633036|XP_030386240.1|SLEB
OG0006654	LOC6610203|XP_032573502.1|DSEC	LOC115622670|XP_030372544.1|SLEB
OG0006655	LOC6610589|XP_032573617.1|DSEC	LOC115632659|XP_030385750.1|SLEB
OG0006656	LOC6610805|XP_032574470.1|DSEC	LOC115623021|XP_030373053.1|SLEB
OG0006657	LOC6610117|XP_002034726.1|DSEC	LOC115633950|XP_030387328.1|SLEB
OG0006658	LOC6610708|XP_002035274.1|DSEC	LOC115622263|XP_030372024.1|SLEB
OG0006659	LOC6610705|XP_002035271.1|DSEC	LOC115622647|XP_030372515.1|SLEB
OG0006660	LOC6610975|XP_002035532.1|DSEC	LOC115632685|XP_030385780.1|SLEB
OG0006661	LOC6610994|XP_002035551.1|DSEC	LOC115632697|XP_030385794.1|SLEB
OG0006662	LOC6617346|XP_002041671.1|DSEC	LOC115630569|XP_030383046.1|SLEB
OG0006663	LOC6611046|XP_002035603.2|DSEC	LOC115622129|XP_030371842.1|SLEB
OG0006664	LOC6607436|XP_002032205.1|DSEC	LOC115621665|XP_030371234.1|SLEB
OG0006665	LOC6610181|XP_002034789.1|DSEC	LOC115628282|XP_030380172.1|SLEB
OG0006666	LOC116800487|XP_032571648.1|DSEC	LOC115623086|XP_030373156.1|SLEB
OG0006667	LOC6616360|XP_002040720.1|DSEC	LOC115632466|XP_030385487.1|SLEB
OG0006668	LOC6608099|XP_002032847.2|DSEC	LOC115634425|XP_030387992.1|SLEB
OG0006669	LOC6611099|XP_002035656.1|DSEC	LOC115632648|XP_030385738.1|SLEB
OG0006670	LOC6611103|XP_032574910.1|DSEC	LOC115633156|XP_030386426.1|SLEB
OG0006671	LOC6611104|XP_032573444.1|DSEC	LOC115633157|XP_030386427.1|SLEB
OG0006672	LOC6604897|XP_032574865.1|DSEC	LOC115632532|XP_030385589.1|SLEB
OG0006673	LOC6610855|XP_002035421.1|DSEC	LOC115622409|XP_030372202.1|SLEB
OG0006674	LOC6610253|XP_002034848.1|DSEC	LOC115622998|XP_030373017.1|SLEB
OG0006675	LOC6610721|XP_002035287.1|DSEC	LOC115628229|XP_030380092.1|SLEB
OG0006676	LOC6610887|XP_032575390.1|DSEC	LOC115622778|XP_030372696.1|SLEB
OG0006677	LOC6604867|XP_032574936.1|DSEC	LOC115622124|XP_030371835.1|SLEB
OG0006678	LOC6616349|XP_002040709.1|DSEC	LOC115634380|XP_030387924.1|SLEB
OG0006679	LOC116800957|XP_032573738.1|DSEC	LOC115622589|XP_030372444.1|SLEB
OG0006680	LOC6612772|XP_032577173.1|DSEC	LOC115622024|XP_030371743.1|SLEB
OG0006681	LOC116800919|XP_032573442.1|DSEC	LOC115632136|XP_030385009.1|SLEB
OG0006682	LOC6610919|XP_002035476.2|DSEC	LOC115632210|XP_030385125.1|SLEB
OG0006683	LOC6610920|XP_032575137.1|DSEC	LOC115632869|XP_030385993.1|SLEB
OG0006684	LOC6604866|XP_002029711.1|DSEC	LOC115622122|XP_030371834.1|SLEB
OG0006685	LOC6608412|XP_002033146.2|DSEC	LOC115629187|XP_030381442.1|SLEB
OG0006686	LOC6611071|XP_032575267.1|DSEC	LOC115622942|XP_030372932.1|SLEB
OG0006687	LOC6614897|XP_032581549.1|DSEC	LOC115629622|XP_030381980.1|SLEB
OG0006688	LOC6610970|XP_032575004.1|DSEC	LOC115632104|XP_030384946.1|SLEB
OG0006689	LOC6610378|XP_002034960.2|DSEC	LOC115628242|XP_030380115.1|SLEB
OG0006690	LOC6616819|XP_032578708.1|DSEC	LOC115625080|XP_030375831.1|SLEB
OG0006691	LOC116800914|XP_032573418.1|DSEC	LOC115632320|XP_030385285.1|SLEB
OG0006692	LOC6610367|XP_002034953.2|DSEC	LOC115628261|XP_030380140.1|SLEB
OG0006693	LOC6610543|XP_032576052.1|DSEC	LOC115623255|XP_030373384.1|SLEB
OG0006694	LOC6616117|XP_032581975.1|DSEC	LOC115627846|XP_030379563.1|SLEB
OG0006695	LOC6604878|XP_002029723.1|DSEC	LOC115622765|XP_030372681.1|SLEB
OG0006696	LOC6613593|XP_032583250.1|DSEC	LOC115626438|XP_030377673.1|SLEB
OG0006697	LOC6605033|XP_032576020.1|DSEC	LOC115628377|XP_030380318.1|SLEB
OG0006698	LOC6605978|XP_002030790.1|DSEC	LOC115628239|XP_030380112.1|SLEB
OG0006699	LOC6610552|XP_032575881.1|DSEC	LOC115632272|XP_030385212.1|SLEB
OG0006700	LOC6605003|XP_002029846.1|DSEC	LOC115623272|XP_030373411.1|SLEB
OG0006701	LOC6608543|XP_002033277.2|DSEC	LOC115629109|XP_030381298.1|SLEB
OG0006702	LOC6610161|XP_002034769.1|DSEC	LOC115632380|XP_030385366.1|SLEB
OG0006703	LOC6606016|XP_002030827.1|DSEC	LOC115632358|XP_030385334.1|SLEB
OG0006704	LOC6606017|XP_002030828.1|DSEC	LOC115632359|XP_030385335.1|SLEB
OG0006705	LOC6608278|XP_002033022.1|DSEC	LOC115630894|XP_030383351.1|SLEB
OG0006706	LOC6618883|XP_002043131.1|DSEC	LOC115627564|XP_030379150.1|SLEB
OG0006707	LOC6615760|XP_002040131.2|DSEC	LOC115620179|XP_030369167.1|SLEB
OG0006708	LOC6615020|XP_002039437.1|DSEC	LOC115623445|XP_030373655.1|SLEB
OG0006709	LOC6618573|XP_002042832.1|DSEC	LOC115620058|XP_030369058.1|SLEB
OG0006710	LOC6611031|XP_032575632.1|DSEC	LOC115622684|XP_030372567.1|SLEB
OG0006712	LOC6610494|XP_032575913.1|DSEC	LOC115632107|XP_030384951.1|SLEB
OG0006713	LOC6605187|XP_002030026.1|DSEC	LOC115632291|XP_030385244.1|SLEB
OG0006714	LOC6605188|XP_002030027.1|DSEC	LOC115632290|XP_030385243.1|SLEB
OG0006715	LOC6611036|XP_002035593.2|DSEC	LOC115622661|XP_030372532.1|SLEB
OG0006716	LOC6613191|XP_032583428.1|DSEC	LOC115631023|XP_030383498.1|SLEB
OG0006717	LOC6605451|XP_002030284.1|DSEC	LOC115632400|XP_030385394.1|SLEB
OG0006718	LOC6605452|XP_002030285.1|DSEC	LOC115632402|XP_030385397.1|SLEB
OG0006719	LOC6606036|XP_002030847.2|DSEC	LOC115632717|XP_030385822.1|SLEB
OG0006720	LOC6618295|XP_002042568.2|DSEC	LOC115622638|XP_030372506.1|SLEB
OG0006721	LOC6605443|XP_032575271.1|DSEC	LOC115632485|XP_030385522.1|SLEB
OG0006722	LOC6605939|XP_002030752.1|DSEC	LOC115632851|XP_030385969.1|SLEB
OG0006723	LOC6611479|XP_032578165.1|DSEC	LOC115625874|XP_030376949.1|SLEB
OG0006724	LOC6619622|XP_002043837.1|DSEC	LOC115620307|XP_030369351.1|SLEB
OG0006725	LOC6607805|XP_002032563.1|DSEC	LOC115620689|XP_030369918.1|SLEB
OG0006726	LOC6606406|XP_032579472.1|DSEC	LOC115621857|XP_030371535.1|SLEB
OG0006727	LOC6607803|XP_002032561.1|DSEC	LOC115620554|XP_030369700.1|SLEB
OG0006728	LOC6607157|XP_002031943.1|DSEC	LOC115625381|XP_030376277.1|SLEB
OG0006729	LOC6608553|XP_032570921.1|DSEC	LOC115622706|XP_030372599.1|SLEB
OG0006730	LOC6608552|XP_032570918.1|DSEC	LOC115632789|XP_030385904.1|SLEB
OG0006731	LOC6611471|XP_002036012.2|DSEC	LOC115625886|XP_030376965.1|SLEB
OG0006732	LOC6604826|XP_032575244.1|DSEC	LOC115623067|XP_030373121.1|SLEB
OG0006733	LOC6616448|XP_002040809.1|DSEC	LOC115623058|XP_030373097.1|SLEB
OG0006734	LOC6611081|XP_002035638.1|DSEC	LOC115622237|XP_030371994.1|SLEB
OG0006735	LOC6604832|XP_002029677.1|DSEC	LOC115633129|XP_030386391.1|SLEB
OG0006736	LOC6610853|XP_002035419.1|DSEC	LOC115622342|XP_030372114.1|SLEB
OG0006737	LOC6606108|XP_032575003.1|DSEC	LOC115632694|XP_030385791.1|SLEB
OG0006738	LOC6609061|XP_002033764.1|DSEC	LOC115622801|XP_030372730.1|SLEB
OG0006739	LOC6610905|XP_002035467.1|DSEC	LOC115624974|XP_030375686.1|SLEB
OG0006740	LOC6604816|XP_002029660.1|DSEC	LOC115623158|XP_030373232.1|SLEB
OG0006741	LOC6604815|XP_002029659.1|DSEC	LOC115623157|XP_030373230.1|SLEB
OG0006742	LOC6606206|XP_002031014.1|DSEC	LOC115623858|XP_030374263.1|SLEB
OG0006743	LOC6621105|XP_032575133.1|DSEC	LOC115631449|XP_030384054.1|SLEB
OG0006744	LOC6605112|XP_002029953.1|DSEC	LOC115622773|XP_030372688.1|SLEB
OG0006745	LOC6616900|XP_032577923.1|DSEC	LOC115624072|XP_030374519.1|SLEB
OG0006746	LOC6604894|XP_032573698.1|DSEC	LOC115632835|XP_030385950.1|SLEB
OG0006747	LOC116801092|XP_032574574.1|DSEC	LOC115633128|XP_030386390.1|SLEB
OG0006748	LOC6615906|XP_032580931.1|DSEC	LOC115627093|XP_030378505.1|SLEB
OG0006749	LOC6610392|XP_032575527.1|DSEC	LOC115628293|XP_030380199.1|SLEB
OG0006750	LOC6620312|XP_002044520.2|DSEC	LOC115633214|XP_030386460.1|SLEB
OG0006752	LOC6610692|XP_032575050.1|DSEC	LOC115628342|XP_030380266.1|SLEB
OG0006753	LOC6610694|XP_002035260.1|DSEC	LOC115628384|XP_030380328.1|SLEB
OG0006754	LOC6610141|XP_002034750.2|DSEC	LOC115632454|XP_030385466.1|SLEB
OG0006755	LOC6610201|XP_002034808.1|DSEC	LOC115622646|XP_030372514.1|SLEB
OG0006756	LOC6610966|XP_002035523.1|DSEC	LOC115632551|XP_030385626.1|SLEB
OG0006757	LOC6610965|XP_002035522.1|DSEC	LOC115632933|XP_030386086.1|SLEB
OG0006758	LOC6610503|XP_002035083.1|DSEC	LOC115622860|XP_030372804.1|SLEB
OG0006759	LOC6610502|XP_002035082.1|DSEC	LOC115622356|XP_030372131.1|SLEB
OG0006760	LOC6616395|XP_032575366.1|DSEC	LOC115632518|XP_030385571.1|SLEB
OG0006761	LOC6614028|XP_002038482.1|DSEC	LOC115623573|XP_030373830.1|SLEB
OG0006762	LOC6615206|XP_032581895.1|DSEC	LOC115628047|XP_030379851.1|SLEB
OG0006763	LOC6609802|XP_002034456.1|DSEC	LOC115628882|XP_030381002.1|SLEB
OG0006764	LOC6609090|XP_002033793.1|DSEC	LOC115634811|XP_030388583.1|SLEB
OG0006766	LOC6610345|XP_002034931.2|DSEC	LOC115632895|XP_030386045.1|SLEB
OG0006767	LOC6616412|XP_002040772.1|DSEC	LOC115623035|XP_030373073.1|SLEB
OG0006768	LOC6616411|XP_002040771.1|DSEC	LOC115622429|XP_030372226.1|SLEB
OG0006769	LOC6616413|XP_002040773.1|DSEC	LOC115622546|XP_030372372.1|SLEB
OG0006770	LOC6610929|XP_002035486.1|DSEC	LOC115632474|XP_030385504.1|SLEB
OG0006771	LOC6615054|XP_032580392.1|DSEC	LOC115627284|XP_030378776.1|SLEB
OG0006772	LOC6608053|XP_002032801.1|DSEC	LOC115634152|XP_030387591.1|SLEB
OG0006773	LOC6610570|XP_002035143.1|DSEC	LOC115633029|XP_030386226.1|SLEB
OG0006774	LOC6619382|XP_032574027.1|DSEC	LOC115633208|XP_030386455.1|SLEB
OG0006775	LOC116800906|XP_032573257.1|DSEC	LOC115632344|XP_030385310.1|SLEB
OG0006776	LOC6610696|XP_002035262.1|DSEC	LOC115632190|XP_030385094.1|SLEB
OG0006777	LOC6606051|XP_002030862.1|DSEC	LOC115632261|XP_030385196.1|SLEB
OG0006778	LOC6610470|XP_002035051.1|DSEC	LOC115632755|XP_030385862.1|SLEB, LOC115632668|XP_030385762.1|SLEB
OG0006779	LOC6610333|XP_002034919.1|DSEC	LOC115628256|XP_030380134.1|SLEB
OG0006780	LOC6611163|XP_002035720.1|DSEC	LOC115628237|XP_030380110.1|SLEB
OG0006781	LOC6610866|XP_032574070.1|DSEC	LOC115622768|XP_030372684.1|SLEB
OG0006782	LOC6610359|XP_032573128.1|DSEC	LOC115628269|XP_030380150.1|SLEB
OG0006783	LOC6609327|XP_032572076.1|DSEC	LOC115627286|XP_030378781.1|SLEB
OG0006784	LOC6610771|XP_032573739.1|DSEC	LOC115622682|XP_030372560.1|SLEB
OG0006785	LOC6615502|XP_002039881.1|DSEC	LOC115621051|XP_030370435.1|SLEB
