Orthogroup	DSEC.longest_only	CQUI.longest_only
OG0003049	LOC6606629|XP_002031430.1|DSEC	LOC6049618|XP_038121400.1|CQUI
OG0003050	LOC6617032|XP_002041360.2|DSEC	LOC6053994|XP_038118087.1|CQUI
OG0003051	LOC6610572|XP_002035145.1|DSEC	LOC6046283|XP_001863509.2|CQUI
OG0003052	LOC6614103|XP_032579252.1|DSEC	LOC6048847|XP_038117564.1|CQUI
OG0003053	LOC6614293|XP_032578007.1|DSEC	LOC6046002|XP_001863268.2|CQUI
OG0003054	LOC6614297|XP_032579367.1|DSEC	LOC6046021|XP_038116483.1|CQUI
OG0003055	LOC6607595|XP_032579393.1|DSEC	LOC6049808|XP_038117696.1|CQUI
OG0003056	LOC6619806|XP_032581045.1|DSEC	LOC6039740|XP_038118361.1|CQUI
OG0003057	LOC6609088|XP_032571187.1|DSEC	LOC6039718|XP_001849272.2|CQUI
OG0003058	LOC6609522|XP_002034206.2|DSEC	LOC6039705|XP_038118269.1|CQUI
OG0003059	LOC6614992|XP_032580965.1|DSEC	LOC6039697|XP_001849256.2|CQUI
OG0003060	LOC6615788|XP_002040158.1|DSEC	LOC6054796|XP_001870648.1|CQUI
OG0003061	LOC6612586|XP_002037091.1|DSEC	LOC6050268|XP_001866905.2|CQUI
OG0003062	LOC6619215|XP_002043434.1|DSEC	LOC6050278|XP_038119613.1|CQUI
OG0003063	LOC6616454|XP_032575771.1|DSEC	LOC6048882|XP_038115158.1|CQUI
OG0003064	LOC6616861|XP_002041197.1|DSEC	LOC6047139|XP_038120399.1|CQUI
OG0003065	LOC116800305|XP_032570226.1|DSEC	LOC6039516|XP_038114865.1|CQUI
OG0003066	LOC6616619|XP_002040977.1|DSEC	LOC6039511|XP_001849114.2|CQUI
OG0003067	LOC6606819|XP_032576922.1|DSEC	LOC6039486|XP_001849090.2|CQUI
OG0003068	LOC6606785|XP_032577394.1|DSEC	LOC6043403|XP_038120034.1|CQUI
OG0003069	LOC6609643|XP_032570744.1|DSEC	LOC6044513|XP_038118119.1|CQUI
OG0003070	LOC6611807|XP_002036329.2|DSEC	LOC6045567|XP_038119660.1|CQUI
OG0003071	LOC6606110|XP_002030918.2|DSEC	LOC6042270|XP_001851407.1|CQUI
OG0003072	LOC116801468|XP_032577133.1|DSEC, LOC6619097|XP_002043337.1|DSEC	LOC6042266|XP_038121812.1|CQUI
OG0003073	LOC6619096|XP_032582817.1|DSEC, LOC116800178|XP_032577135.1|DSEC	LOC6042263|XP_038121814.1|CQUI
OG0003074	LOC116801932|XP_032579836.1|DSEC	LOC6046900|XP_038121353.1|CQUI
OG0003075	LOC116801021|XP_032574112.1|DSEC	LOC6046389|XP_038120214.1|CQUI
OG0003076	LOC6605676|XP_002030494.1|DSEC	LOC6037589|XP_038122008.1|CQUI
OG0003077	LOC6616672|XP_032579033.1|DSEC	LOC6050348|XP_038119867.1|CQUI
OG0003078	LOC6606257|XP_032577486.1|DSEC	LOC6032738|XP_038119775.1|CQUI
OG0003079	LOC6607765|XP_032577353.1|DSEC	LOC6032752|XP_038121762.1|CQUI
OG0003080	LOC6606189|XP_002030997.1|DSEC	LOC6033844|XP_038115428.1|CQUI
OG0003081	LOC6606898|XP_002031692.1|DSEC	LOC6033841|XP_001844234.1|CQUI
OG0003082	LOC6620048|XP_002044260.1|DSEC	LOC6033840|XP_038118315.1|CQUI
OG0003083	LOC116801596|XP_032578050.1|DSEC	LOC6033810|XP_038117780.1|CQUI
OG0003084	LOC6614197|XP_032577056.1|DSEC	LOC6037784|XP_038114598.1|CQUI
OG0003085	LOC6614206|XP_002038651.1|DSEC	LOC6037781|XP_038121694.1|CQUI
OG0003086	LOC6620040|XP_032577356.1|DSEC	LOC6037777|XP_038118129.1|CQUI
OG0003087	LOC6605389|XP_032575037.1|DSEC	LOC6037796|XP_038122136.1|CQUI
OG0003088	LOC6613888|XP_002038354.1|DSEC	LOC6035855|XP_038119431.1|CQUI
OG0003089	LOC6607062|XP_002031850.1|DSEC	LOC6042779|XP_038119918.1|CQUI
OG0003090	LOC6612677|XP_002037180.1|DSEC	LOC6042765|XP_038119359.1|CQUI
OG0003091	LOC6606858|XP_032576540.1|DSEC	LOC6038969|XP_001848658.2|CQUI
OG0003092	LOC6620039|XP_002044251.2|DSEC	LOC6038960|XP_038120811.1|CQUI
OG0003093	LOC6609110|XP_002033812.2|DSEC	LOC6033989|XP_001844377.2|CQUI
OG0003094	LOC6619961|XP_032581279.1|DSEC	LOC6034000|XP_001844387.1|CQUI
OG0003095	LOC6618005|XP_002042313.1|DSEC	LOC6039966|XP_001849457.2|CQUI
OG0003096	LOC6609467|XP_002034152.1|DSEC	LOC6034046|XP_001844425.2|CQUI
OG0003097	LOC116801416|XP_032576649.1|DSEC	LOC6034053|XP_038119695.1|CQUI
OG0003098	LOC6616042|XP_002040408.1|DSEC	LOC6047962|XP_001864944.2|CQUI
OG0003099	LOC6616898|XP_002041232.1|DSEC	LOC119770367|XP_038121034.1|CQUI
OG0003100	LOC6616059|XP_002040425.1|DSEC	LOC6046199|XP_038111629.1|CQUI
OG0003101	LOC6606170|XP_032578810.1|DSEC	LOC6039961|XP_038112364.1|CQUI
OG0003102	LOC6606764|XP_032576577.1|DSEC	LOC6039958|XP_001849451.2|CQUI
OG0003103	LOC6606830|XP_032576185.1|DSEC	LOC6039954|XP_038108665.1|CQUI
OG0003104	LOC6618385|XP_002042655.1|DSEC	LOC6046175|XP_001863408.2|CQUI
OG0003105	LOC6616160|XP_032581088.1|DSEC	LOC6046177|XP_001863411.1|CQUI
OG0003106	LOC6613007|XP_032571326.1|DSEC	LOC119767179|XP_038111027.1|CQUI
OG0003107	LOC6619923|XP_032582063.1|DSEC	LOC6033791|XP_038112005.1|CQUI
OG0003108	LOC6617933|XP_032580333.1|DSEC	LOC6033788|XP_038112003.1|CQUI
OG0003109	LOC6620177|XP_002044388.1|DSEC	LOC6033786|XP_001844189.1|CQUI
OG0003110	LOC6615408|XP_002039790.1|DSEC	LOC6034893|XP_038112282.1|CQUI, LOC6031513|XP_038110018.1|CQUI
OG0003111	LOC6619888|XP_032580430.1|DSEC	LOC6041154|XP_038107069.1|CQUI
OG0003112	LOC6616901|XP_002041235.1|DSEC	LOC6041141|XP_001850441.1|CQUI
OG0003114	LOC6609033|XP_032573030.1|DSEC	LOC6054063|XP_001870043.1|CQUI, LOC6054065|XP_038109087.1|CQUI
OG0003115	LOC6609645|XP_002034319.1|DSEC	LOC6051423|XP_038111361.1|CQUI
OG0003116	LOC6615466|XP_032571699.1|DSEC	LOC6054186|XP_038108052.1|CQUI
OG0003117	LOC6619428|XP_002043643.1|DSEC	LOC6036900|XP_001846876.1|CQUI
OG0003118	LOC6605312|XP_002030150.1|DSEC	LOC6040047|XP_038108920.1|CQUI
OG0003119	LOC6605310|XP_002030148.1|DSEC	LOC6040050|XP_038108300.1|CQUI
OG0003120	LOC6615349|XP_032572662.1|DSEC	LOC6033392|XP_038110296.1|CQUI
OG0003121	LOC6617616|XP_032581744.1|DSEC	LOC6046811|XP_038112332.1|CQUI
OG0003122	LOC6610057|XP_032572509.1|DSEC	LOC6041434|XP_001850694.2|CQUI
OG0003123	LOC6605625|XP_002030443.1|DSEC	LOC6050957|XP_001867470.1|CQUI
OG0003124	LOC6615416|XP_002039798.1|DSEC	LOC6043528|XP_001859578.2|CQUI
OG0003125	LOC6605654|XP_032575890.1|DSEC	LOC6048682|XP_038107479.1|CQUI
OG0003126	LOC6615769|XP_032570321.1|DSEC	LOC6032419|XP_038107284.1|CQUI
OG0003127	LOC6615768|XP_002040139.1|DSEC	LOC6052141|XP_001868454.1|CQUI
OG0003128	LOC6605958|XP_032574926.1|DSEC	LOC6032410|XP_038114081.1|CQUI
OG0003129	LOC116800537|XP_032571923.1|DSEC	LOC6032395|XP_038108275.1|CQUI
OG0003130	LOC6609307|XP_002033997.1|DSEC	LOC6032382|XP_038109409.1|CQUI
OG0003131	LOC6609436|XP_002034121.1|DSEC	LOC6035982|XP_001846021.1|CQUI
OG0003132	LOC6607442|XP_002032211.1|DSEC	LOC6044631|XP_038112202.1|CQUI
OG0003133	LOC6613024|XP_032573032.1|DSEC	LOC6051969|XP_038106298.1|CQUI
OG0003134	LOC6609342|XP_002034031.1|DSEC	LOC6053605|XP_038112428.1|CQUI
OG0003135	LOC6616289|XP_002040653.1|DSEC	LOC6037714|XP_001847597.2|CQUI
OG0003136	LOC6619385|XP_032575132.1|DSEC	LOC6049196|XP_038113435.1|CQUI
OG0003137	LOC6608656|XP_002033389.1|DSEC	LOC6038542|XP_001848329.1|CQUI
OG0003138	LOC6613021|XP_002037511.2|DSEC	LOC6038550|XP_038108777.1|CQUI
OG0003139	LOC6616513|XP_002040873.1|DSEC	LOC119767187|XP_038111074.1|CQUI
OG0003140	LOC6610010|XP_002034630.1|DSEC	LOC6050211|XP_001866855.2|CQUI
OG0003141	LOC6608805|XP_002033524.1|DSEC	LOC6043502|XP_038111133.1|CQUI
OG0003142	LOC6609102|XP_032571194.1|DSEC	LOC6043494|XP_038107263.1|CQUI
OG0003143	LOC6610573|XP_002035146.1|DSEC	LOC6034245|XP_001844591.2|CQUI
OG0003144	LOC6621167|XP_032570559.1|DSEC	LOC6042640|XP_038108691.1|CQUI
OG0003145	LOC6607985|XP_032571070.1|DSEC	LOC6054805|XP_038111143.1|CQUI
OG0003146	LOC6608734|XP_032571011.1|DSEC	LOC6049079|XP_038106319.1|CQUI
OG0003147	LOC6605703|XP_002030519.1|DSEC	LOC6043172|XP_038113430.1|CQUI
OG0003148	LOC6616280|XP_032574902.1|DSEC	LOC6043166|XP_001856893.2|CQUI
OG0003149	LOC116802338|XP_032582550.1|DSEC	LOC6043167|XP_038111832.1|CQUI
OG0003150	LOC6618797|XP_002043046.2|DSEC	LOC6047677|XP_038111033.1|CQUI
OG0003151	LOC6618248|XP_002042522.2|DSEC	LOC6044182|XP_001861725.2|CQUI
OG0003152	LOC6609638|XP_002034315.1|DSEC	LOC6036629|XP_001846656.1|CQUI
OG0003153	LOC6609251|XP_002033941.2|DSEC	LOC6053059|XP_001869215.1|CQUI
OG0003154	LOC6606200|XP_002031008.1|DSEC	LOC6051164|XP_038107845.1|CQUI
OG0003155	LOC6621085|XP_032571477.1|DSEC	LOC6045073|XP_001862485.2|CQUI
OG0003156	LOC6615645|XP_002040019.1|DSEC	LOC6038119|XP_001847955.2|CQUI
OG0003157	LOC6613211|XP_032569816.1|DSEC	LOC6038109|XP_038113136.1|CQUI
OG0003158	LOC6610038|XP_002034654.1|DSEC	LOC6047102|XP_038112009.1|CQUI
OG0003159	LOC6609918|XP_032570929.1|DSEC	LOC6051370|XP_038109228.1|CQUI
OG0003160	LOC6615494|XP_002039874.1|DSEC	LOC6047093|XP_038111960.1|CQUI
OG0003161	LOC6608566|XP_002033300.1|DSEC	LOC6040284|XP_001849711.1|CQUI
OG0003162	LOC6608206|XP_002032951.2|DSEC	LOC6042633|XP_001870695.2|CQUI
OG0003163	LOC6610303|XP_032574681.1|DSEC	LOC6037732|XP_038111159.1|CQUI
OG0003164	LOC6621173|XP_002045350.1|DSEC	LOC6037733|XP_001847613.2|CQUI
OG0003165	LOC6609534|XP_032570346.1|DSEC	LOC6042457|XP_038114125.1|CQUI
OG0003166	LOC6615460|XP_032571631.1|DSEC	LOC6042458|XP_001851572.1|CQUI
OG0003167	LOC6609897|XP_032570752.1|DSEC	LOC6036733|XP_038107989.1|CQUI
OG0003168	LOC6607162|XP_032578945.1|DSEC	LOC6036729|XP_038113448.1|CQUI, LOC6036735|XP_038112204.1|CQUI
OG0003169	LOC6618171|XP_002042449.1|DSEC	LOC6035963|XP_001846071.1|CQUI
OG0003170	LOC6609537|XP_032571480.1|DSEC	LOC6052020|XP_038112209.1|CQUI
OG0003171	LOC6615473|XP_002039853.1|DSEC	LOC6035938|XP_001846047.1|CQUI
OG0003172	LOC6606316|XP_032576588.1|DSEC	LOC6035912|XP_038109519.1|CQUI
OG0003173	LOC6613930|XP_002038395.1|DSEC	LOC6034170|XP_001844525.2|CQUI
OG0003174	LOC6607093|XP_002031881.1|DSEC	LOC6051850|XP_038112047.1|CQUI
OG0003175	LOC6609396|XP_032571936.1|DSEC	LOC6048218|XP_038112539.1|CQUI
OG0003176	LOC6613053|XP_002037536.1|DSEC	LOC119768619|XP_038114728.1|CQUI, LOC119768615|XP_038114703.1|CQUI, LOC6049880|XP_001866570.2|CQUI
OG0003177	LOC6615425|XP_002039807.1|DSEC	LOC6042939|XP_001870878.1|CQUI
OG0003178	LOC6615418|XP_002039800.1|DSEC	LOC6042940|XP_038112766.1|CQUI
OG0003179	LOC6615422|XP_002039804.1|DSEC	LOC6040385|XP_038107224.1|CQUI
OG0003180	LOC6608714|XP_002033438.1|DSEC	LOC6042943|XP_001870882.2|CQUI
OG0003181	LOC6609092|XP_002033795.1|DSEC	LOC6042942|XP_038110161.1|CQUI
OG0003182	LOC6610056|XP_032572510.1|DSEC	LOC6052290|XP_038114286.1|CQUI
OG0003183	LOC6609012|XP_002033717.1|DSEC	LOC6031690|XP_038109838.1|CQUI
OG0003184	LOC6605326|XP_032574862.1|DSEC	LOC6044920|XP_038112171.1|CQUI
OG0003185	LOC6608966|XP_002033680.1|DSEC	LOC6049709|XP_038108588.1|CQUI
OG0003186	LOC6615581|XP_002039955.2|DSEC	LOC6042922|XP_038107965.1|CQUI
OG0003187	LOC6613353|XP_002037827.1|DSEC	LOC6042170|XP_038108840.1|CQUI
OG0003188	LOC6616647|XP_032579179.1|DSEC	LOC6034656|XP_038107763.1|CQUI
OG0003189	LOC6616321|XP_002040681.1|DSEC	LOC6048568|XP_001865472.1|CQUI
OG0003190	LOC6609629|XP_002034306.1|DSEC	LOC6032287|XP_001842923.2|CQUI
OG0003191	LOC6605463|XP_002030296.1|DSEC	LOC6038344|XP_001848159.2|CQUI
OG0003192	LOC6605636|XP_032575807.1|DSEC	LOC6054191|XP_038108956.1|CQUI
OG0003193	LOC6613493|XP_032572679.1|DSEC	LOC6042359|XP_001851487.1|CQUI
OG0003194	LOC6605698|XP_032574500.1|DSEC	LOC6044038|XP_038109455.1|CQUI
OG0003195	LOC6607167|XP_002031953.1|DSEC	LOC6052258|XP_001868553.1|CQUI
OG0003196	LOC6619418|XP_002043633.1|DSEC	LOC6052255|XP_001868552.2|CQUI
OG0003197	LOC6605689|XP_032575733.1|DSEC	LOC6045111|XP_038108110.1|CQUI
OG0003198	LOC6611423|XP_002035967.2|DSEC	LOC6051795|XP_038113485.1|CQUI
OG0003199	LOC6610155|XP_002034764.2|DSEC	LOC6040404|XP_038112754.1|CQUI
OG0003200	LOC6619148|XP_032572944.1|DSEC	LOC6046500|XP_038108225.1|CQUI
OG0003201	LOC6609084|XP_032570692.1|DSEC	LOC6042198|XP_038111088.1|CQUI
OG0003202	LOC6604823|XP_002029668.1|DSEC	LOC6043071|XP_038108375.1|CQUI
OG0003203	LOC6609235|XP_032572755.1|DSEC	LOC6054789|XP_038110535.1|CQUI
OG0003204	LOC6614334|XP_002038773.2|DSEC	LOC119767949|XP_038113945.1|CQUI
OG0003205	LOC6615789|XP_002040159.1|DSEC	LOC6052262|XP_001868546.2|CQUI
OG0003206	LOC6608346|XP_002033083.1|DSEC	LOC6049228|XP_001866026.2|CQUI
OG0003207	LOC6612656|XP_032576243.1|DSEC	LOC119768034|XP_038114257.1|CQUI, LOC6037430|XP_038109354.1|CQUI
OG0003208	LOC6605088|XP_032575688.1|DSEC	LOC6037436|XP_001847350.2|CQUI
OG0003209	LOC6608569|XP_002033303.1|DSEC	LOC6053823|XP_001869839.2|CQUI
OG0003210	LOC6619687|XP_002043902.1|DSEC	LOC6049135|XP_038112475.1|CQUI
OG0003211	LOC6609249|XP_032572026.1|DSEC	LOC6045881|XP_001863164.2|CQUI
OG0003212	LOC6606697|XP_032577215.1|DSEC	LOC6036304|XP_038118824.1|CQUI
OG0003213	LOC6609386|XP_002034075.1|DSEC	LOC6052333|XP_001868616.2|CQUI
OG0003214	LOC6609902|XP_002034552.1|DSEC	LOC6037463|XP_038114303.1|CQUI
OG0003215	LOC6609914|XP_002034564.1|DSEC	LOC119767550|XP_038112322.1|CQUI
OG0003216	LOC6608231|XP_032572629.1|DSEC	LOC6051762|XP_038109754.1|CQUI
OG0003217	LOC6608171|XP_002032916.1|DSEC	LOC6037639|XP_038113324.1|CQUI
OG0003218	LOC6616616|XP_002040599.1|DSEC	LOC6053121|XP_038112153.1|CQUI
OG0003219	LOC6605637|XP_002030455.1|DSEC	LOC6037686|XP_038107546.1|CQUI
OG0003220	LOC6614576|XP_002039004.1|DSEC	LOC6034526|XP_038110313.1|CQUI
OG0003221	LOC6618066|XP_002042364.1|DSEC	LOC6034550|XP_001844850.2|CQUI
OG0003222	LOC6608170|XP_032572798.1|DSEC	LOC6034559|XP_001844858.2|CQUI
OG0003224	LOC6609735|XP_032570734.1|DSEC	LOC6040557|XP_038113288.1|CQUI
OG0003225	LOC6612172|XP_032578830.1|DSEC	LOC119766293|XP_038106681.1|CQUI, LOC6032492|XP_038106682.1|CQUI
OG0003229	LOC6616318|XP_002040678.1|DSEC	LOC6034190|XP_001844545.1|CQUI
OG0003250	LOC6607405|XP_002032178.1|DSEC	LOC6038172|XP_038104726.1|CQUI
OG0003251	LOC6617102|XP_032577469.1|DSEC	LOC6038177|XP_038104725.1|CQUI
OG0003252	LOC6607459|XP_002032228.2|DSEC	LOC6048862|XP_001865710.2|CQUI
OG0003253	LOC116801750|XP_032578917.1|DSEC, LOC6606651|XP_002031451.2|DSEC	LOC6044318|XP_001861850.2|CQUI
OG0003254	LOC6614212|XP_002038657.1|DSEC	LOC6035097|XP_001845333.2|CQUI
OG0003255	LOC6612966|XP_002037457.1|DSEC	LOC6035087|XP_001845326.2|CQUI
OG0003256	LOC6617171|XP_002041498.1|DSEC	LOC6042743|XP_001870755.2|CQUI
OG0003257	LOC6617665|XP_032581664.1|DSEC	LOC6041677|XP_038105501.1|CQUI
OG0003258	LOC6615176|XP_002039592.1|DSEC	LOC6038174|XP_001848005.2|CQUI
OG0003259	LOC6621439|XP_032581554.1|DSEC	LOC6038186|XP_038111880.1|CQUI
OG0003260	LOC6617913|XP_002042221.2|DSEC	LOC6044325|XP_038104013.1|CQUI
OG0003261	LOC6613807|XP_002038276.1|DSEC	LOC6046427|XP_038112658.1|CQUI
OG0003262	LOC116801440|XP_032576896.1|DSEC	LOC6051950|XP_038105187.1|CQUI
OG0003263	LOC6619762|XP_002043976.2|DSEC	LOC6041764|XP_038116872.1|CQUI
OG0003264	LOC6620350|XP_002044539.1|DSEC	LOC6035158|XP_038122479.1|CQUI
OG0003265	LOC6611205|XP_002035761.1|DSEC	LOC6053092|XP_038104064.1|CQUI
OG0003266	LOC6613610|XP_002038080.1|DSEC	LOC6048965|XP_038114332.1|CQUI
OG0003267	LOC6620948|XP_032580537.1|DSEC	LOC6045731|XP_038120606.1|CQUI
OG0003268	LOC6612618|XP_032578724.1|DSEC	LOC6042708|XP_038115333.1|CQUI
OG0003269	LOC6612733|XP_002037236.1|DSEC	LOC6042707|XP_001870724.1|CQUI
OG0003270	LOC6605709|XP_002030525.2|DSEC	LOC6042705|XP_038112950.1|CQUI
OG0003271	LOC6619471|XP_032579724.1|DSEC	LOC6048855|XP_038122756.1|CQUI
OG0003272	LOC6614857|XP_032580110.1|DSEC	LOC6045821|XP_038110841.1|CQUI
OG0003273	LOC6608867|XP_002033581.1|DSEC	LOC6042713|XP_001870730.2|CQUI
OG0003274	LOC6617479|XP_032582133.1|DSEC	LOC6037929|XP_038104602.1|CQUI
OG0003275	LOC6612549|XP_032582667.1|DSEC	LOC6047967|XP_038105614.1|CQUI
OG0003276	LOC6616874|XP_002041210.1|DSEC	LOC6044976|XP_001862398.2|CQUI
OG0003277	LOC6608572|XP_002033306.1|DSEC	LOC6047047|XP_038104678.1|CQUI
OG0003278	LOC116801537|XP_032577718.1|DSEC	LOC6043390|XP_038104515.1|CQUI
OG0003279	LOC6612202|XP_002036719.1|DSEC	LOC6043402|XP_038104861.1|CQUI
OG0003281	LOC6619232|XP_002043451.1|DSEC	LOC6051867|XP_038122487.1|CQUI
OG0003282	LOC6612205|XP_032582396.1|DSEC	LOC6046910|XP_038104714.1|CQUI
OG0003283	LOC6614722|XP_032583004.1|DSEC	LOC6049215|XP_038104174.1|CQUI
OG0003284	LOC6619004|XP_032580969.1|DSEC	LOC6045227|XP_001862603.1|CQUI
OG0003285	LOC6612959|XP_032578923.1|DSEC	LOC6040443|XP_001849833.1|CQUI
OG0003286	LOC6617089|XP_002041416.1|DSEC	LOC6040797|XP_038122603.1|CQUI
OG0003287	LOC6605363|XP_032576085.1|DSEC	LOC6034956|XP_001845212.1|CQUI, LOC6037961|XP_038104479.1|CQUI
OG0003289	LOC6615616|XP_002039990.1|DSEC	LOC119765512|XP_038105437.1|CQUI
OG0003290	LOC6613819|XP_002038288.1|DSEC	LOC6051120|XP_001867604.2|CQUI
OG0003291	LOC6619395|XP_032573961.1|DSEC	LOC6041038|XP_001850349.2|CQUI, LOC6052656|XP_001868890.2|CQUI
OG0003292	LOC6619587|XP_002043802.1|DSEC	LOC6052272|XP_038104143.1|CQUI
OG0003293	LOC6612193|XP_002036711.2|DSEC	LOC6044374|XP_038104790.1|CQUI
OG0003294	LOC6609680|XP_002034338.1|DSEC	LOC6045679|XP_038122680.1|CQUI
OG0003295	LOC6620334|XP_032581586.1|DSEC	LOC6047712|XP_038105249.1|CQUI
OG0003296	LOC116801729|XP_032578809.1|DSEC	LOC119769394|XP_038117487.1|CQUI
OG0003297	LOC6606989|XP_032579548.1|DSEC	LOC6053528|XP_038104050.1|CQUI
OG0003298	LOC6618085|XP_002042383.1|DSEC	LOC6044791|XP_038104898.1|CQUI
OG0003299	LOC6606376|XP_002031181.1|DSEC	LOC6051621|XP_038123026.1|CQUI
OG0003300	LOC6606362|XP_032576664.1|DSEC	LOC6052939|XP_038105716.1|CQUI
OG0003301	LOC6609745|XP_002034399.1|DSEC	LOC6034320|XP_001844653.2|CQUI
OG0003302	LOC6617569|XP_032580064.1|DSEC	LOC119769388|XP_038117434.1|CQUI
OG0003303	LOC6609215|XP_002033906.1|DSEC	LOC6048458|XP_001865376.2|CQUI
OG0003304	LOC6607620|XP_002032388.1|DSEC	LOC6035163|XP_038105726.1|CQUI
OG0003305	LOC6614973|XP_032580760.1|DSEC	LOC6040796|XP_038107449.1|CQUI
OG0003306	LOC6607864|XP_002032618.1|DSEC	LOC119771120|XP_038122447.1|CQUI, LOC6036963|XP_001846930.2|CQUI
OG0003307	LOC6620012|XP_002044224.2|DSEC	LOC6041286|XP_038118761.1|CQUI
OG0003308	LOC6617274|XP_002041601.1|DSEC	LOC6041274|XP_038111355.1|CQUI
OG0003309	LOC6615188|XP_032582354.1|DSEC	LOC6046401|XP_038104328.1|CQUI
OG0003310	LOC6618468|XP_002042738.1|DSEC	LOC6049179|XP_001865984.2|CQUI
OG0003311	LOC6606833|XP_002031630.1|DSEC	LOC6040799|XP_001850138.2|CQUI
OG0003312	LOC6616779|XP_002041116.1|DSEC	LOC6038455|XP_001848252.2|CQUI
OG0003313	LOC6615885|XP_002040255.1|DSEC	LOC119770166|XP_038120773.1|CQUI
OG0003314	LOC6615797|XP_002040167.1|DSEC	LOC119769656|XP_038119124.1|CQUI
OG0003315	LOC6617975|XP_032581344.1|DSEC	LOC6045637|XP_038104047.1|CQUI
OG0003316	LOC6612943|XP_002037435.1|DSEC	LOC6046923|XP_038104731.1|CQUI
OG0003318	LOC6607011|XP_032577645.1|DSEC	LOC6046383|XP_038121783.1|CQUI
OG0003319	LOC6613808|XP_032579610.1|DSEC	LOC6050261|XP_038117527.1|CQUI
OG0003320	LOC6612950|XP_002037442.1|DSEC	LOC6050925|XP_038107496.1|CQUI
OG0003321	LOC6612954|XP_002037446.1|DSEC	LOC6050923|XP_038104096.1|CQUI
OG0003322	LOC6612956|XP_002037448.1|DSEC	LOC6050928|XP_001867444.2|CQUI
OG0003323	LOC6615852|XP_032581877.1|DSEC	LOC6053136|XP_038104993.1|CQUI, LOC6053138|XP_038104727.1|CQUI
OG0003324	LOC6616027|XP_032580122.1|DSEC	LOC6044766|XP_038105505.1|CQUI
OG0003325	LOC6614311|XP_032576285.1|DSEC	LOC6054667|XP_038122729.1|CQUI
OG0003326	LOC6618050|XP_032580455.1|DSEC	LOC6052313|XP_001868606.2|CQUI
OG0003327	LOC6619478|XP_032579980.1|DSEC	LOC6054823|XP_038117070.1|CQUI
OG0003328	LOC6616082|XP_032581222.1|DSEC	LOC6045240|XP_038105004.1|CQUI
OG0003329	LOC6619236|XP_032576550.1|DSEC	LOC6045236|XP_038104816.1|CQUI
OG0003330	LOC6605038|XP_032576022.1|DSEC	LOC6049097|XP_001865912.2|CQUI
OG0003331	LOC6618027|XP_032581613.1|DSEC	LOC6039046|XP_038105147.1|CQUI
OG0003332	LOC6617932|XP_002042240.1|DSEC	LOC6045134|XP_001862536.1|CQUI
OG0003333	LOC6612910|XP_002037402.2|DSEC	LOC6046168|XP_038108595.1|CQUI
OG0003334	LOC6614035|XP_002038489.1|DSEC	LOC6053762|XP_038105116.1|CQUI
OG0003335	LOC6606394|XP_002031199.1|DSEC	LOC6053764|XP_038105798.1|CQUI
OG0003336	LOC6607372|XP_002032145.1|DSEC	LOC6049475|XP_038104934.1|CQUI
OG0003337	LOC6612666|XP_032576231.1|DSEC	LOC6038463|XP_038122611.1|CQUI, LOC6045749|XP_038120681.1|CQUI
OG0003338	LOC6613772|XP_032577466.1|DSEC	LOC6038468|XP_001848265.2|CQUI
OG0003339	LOC6612719|XP_002037222.2|DSEC	LOC6042693|XP_038104736.1|CQUI
OG0003340	LOC6612718|XP_002037221.1|DSEC	LOC6042694|XP_038104608.1|CQUI
OG0003341	LOC6618097|XP_002042395.2|DSEC	LOC6042505|XP_001851719.2|CQUI
OG0003342	LOC6614800|XP_032580128.1|DSEC	LOC6042500|XP_001851692.2|CQUI
OG0003343	LOC6620021|XP_032582675.1|DSEC	LOC6047403|XP_038121381.1|CQUI, LOC6047404|XP_038105604.1|CQUI
OG0003344	LOC6611193|XP_002035749.1|DSEC	LOC6046229|XP_038115211.1|CQUI
OG0003345	LOC6614930|XP_002039347.1|DSEC	LOC119767346|XP_038111667.1|CQUI
OG0003346	LOC6613739|XP_002038209.1|DSEC	LOC6045625|XP_001862961.2|CQUI
OG0003347	LOC6613757|XP_002038226.2|DSEC	LOC6054237|XP_038111943.1|CQUI
OG0003348	LOC6613733|XP_002038203.1|DSEC	LOC6045000|XP_038104115.1|CQUI
OG0003349	LOC6605607|XP_002030425.2|DSEC	LOC6038485|XP_001848282.2|CQUI
OG0003350	LOC6607542|XP_032576225.1|DSEC	LOC6038483|XP_038108551.1|CQUI
OG0003351	LOC6612260|XP_002036772.2|DSEC	LOC6035135|XP_038109381.1|CQUI
OG0003352	LOC6612870|XP_002037362.1|DSEC	LOC6051272|XP_001867743.2|CQUI
OG0003354	LOC6612922|XP_002037414.1|DSEC	LOC6047656|XP_001864689.2|CQUI
OG0003355	LOC6614910|XP_032580531.1|DSEC	LOC6051356|XP_038116845.1|CQUI
OG0003356	LOC6620163|XP_032581321.1|DSEC	LOC6053494|XP_038122552.1|CQUI
OG0003357	LOC6619920|XP_002044132.2|DSEC	LOC6053495|XP_001869569.2|CQUI
OG0003358	LOC6614489|XP_032583309.1|DSEC	LOC6041908|XP_001851099.1|CQUI
OG0003359	LOC6618014|XP_032582626.1|DSEC	LOC6034408|XP_001844726.1|CQUI
OG0003360	LOC6619582|XP_032580942.1|DSEC	LOC6034412|XP_038114340.1|CQUI
OG0003361	LOC6621169|XP_002045345.1|DSEC	LOC6034453|XP_001844767.2|CQUI
