Orthogroup	DSEC.longest_only	DNOV.longest_only
OG0003337	LOC6612666|XP_032576231.1|DSEC	LOC115763984|XP_030562656.1|DNOV
OG0003338	LOC6613772|XP_032577466.1|DSEC	LOC115761370|XP_030558978.1|DNOV
OG0003339	LOC6612719|XP_002037222.2|DSEC	LOC115764957|XP_030564139.1|DNOV
OG0003340	LOC6612718|XP_002037221.1|DSEC	LOC115770085|XP_030571055.1|DNOV, LOC115764928|XP_030564098.1|DNOV
OG0003341	LOC6618097|XP_002042395.2|DSEC	LOC115767090|XP_030567098.1|DNOV
OG0003342	LOC6614800|XP_032580128.1|DSEC	LOC115768168|XP_030568524.1|DNOV
OG0003343	LOC6620021|XP_032582675.1|DSEC	LOC115764402|XP_030563251.1|DNOV
OG0003344	LOC6611193|XP_002035749.1|DSEC	LOC115769226|XP_030569797.1|DNOV
OG0003345	LOC6614930|XP_002039347.1|DSEC	LOC115764294|XP_030563087.1|DNOV
OG0003346	LOC6613739|XP_002038209.1|DSEC	LOC115761769|XP_030559558.1|DNOV
OG0003347	LOC6613757|XP_002038226.2|DSEC	LOC115761278|XP_030558856.1|DNOV
OG0003348	LOC6613733|XP_002038203.1|DSEC	LOC115761498|XP_030559126.1|DNOV
OG0003349	LOC6605607|XP_002030425.2|DSEC	LOC115765188|XP_030564476.1|DNOV
OG0003350	LOC6607542|XP_032576225.1|DSEC	LOC115764752|XP_030563836.1|DNOV
OG0003351	LOC6612260|XP_002036772.2|DSEC	LOC115767547|XP_030567689.1|DNOV
OG0003352	LOC6612870|XP_002037362.1|DSEC	LOC115759598|XP_030556429.1|DNOV
OG0003353	LOC6616848|XP_032576608.1|DSEC	LOC115771630|XP_030573281.1|DNOV
OG0003354	LOC6612922|XP_002037414.1|DSEC	LOC115757702|XP_030553909.1|DNOV
OG0003355	LOC6614910|XP_032580531.1|DSEC	LOC115765157|XP_030564430.1|DNOV
OG0003356	LOC6620163|XP_032581321.1|DSEC	LOC115766858|XP_030566776.1|DNOV
OG0003357	LOC6619920|XP_002044132.2|DSEC	LOC115766911|XP_030566850.1|DNOV
OG0003358	LOC6614489|XP_032583309.1|DSEC	LOC115759957|XP_030556960.1|DNOV
OG0003359	LOC6618014|XP_032582626.1|DSEC	LOC115767180|XP_030567229.1|DNOV
OG0003360	LOC6619582|XP_032580942.1|DSEC	LOC115766822|XP_030566718.1|DNOV
OG0003361	LOC6621169|XP_002045345.1|DSEC	LOC115759948|XP_030556954.1|DNOV
OG0003362	LOC6619533|XP_002043748.2|DSEC	LOC115771608|XP_030573231.1|DNOV
OG0003363	LOC6614339|XP_032577212.1|DSEC	LOC115757704|XP_030553911.1|DNOV
OG0003364	LOC6606976|XP_002031768.2|DSEC	LOC115761826|XP_030559626.1|DNOV
OG0003365	LOC6613931|XP_002038396.1|DSEC	LOC115767897|XP_030568128.1|DNOV
OG0003366	LOC6618333|XP_032573448.1|DSEC	LOC115769514|XP_030570212.1|DNOV
OG0003367	LOC6618399|XP_002042669.1|DSEC	LOC115769869|XP_030570731.1|DNOV
OG0003368	LOC6618402|XP_002042672.1|DSEC	LOC115769866|XP_030570724.1|DNOV
OG0003369	LOC6614209|XP_032576645.1|DSEC	LOC115759489|XP_030556285.1|DNOV
OG0003370	LOC6607040|XP_002031828.2|DSEC	LOC115759545|XP_030556360.1|DNOV
OG0003371	LOC6615118|XP_002039534.1|DSEC	LOC115768763|XP_030569312.1|DNOV
OG0003372	LOC6609073|XP_002033776.2|DSEC	LOC115758246|XP_030554661.1|DNOV
OG0003373	LOC6606762|XP_002031559.1|DSEC	LOC115770858|XP_030572154.1|DNOV
OG0003374	LOC6618581|XP_032581194.1|DSEC	LOC115768498|XP_030568944.1|DNOV
OG0003375	LOC6606379|XP_002031184.2|DSEC	LOC115771952|XP_030573716.1|DNOV
OG0003376	LOC6606968|XP_002031760.1|DSEC	LOC115761970|XP_030559872.1|DNOV
OG0003377	LOC6606971|XP_032579231.1|DSEC	LOC115761858|XP_030559711.1|DNOV
OG0003378	LOC6618725|XP_002042984.1|DSEC	LOC115764032|XP_030562727.1|DNOV
OG0003379	LOC6607435|XP_002032204.1|DSEC	LOC115761198|XP_030558736.1|DNOV
OG0003380	LOC6607416|XP_002032189.2|DSEC	LOC115772055|XP_030573859.1|DNOV
OG0003381	LOC6612089|XP_002036606.1|DSEC	LOC115764911|XP_030564071.1|DNOV
OG0003382	LOC6618695|XP_032578964.1|DSEC	LOC115764852|XP_030563981.1|DNOV
OG0003383	LOC6607141|XP_002031927.1|DSEC	LOC115764908|XP_030564067.1|DNOV
OG0003384	LOC6617235|XP_002041562.1|DSEC	LOC115759187|XP_030555923.1|DNOV
OG0003385	LOC6607306|XP_032576319.1|DSEC	LOC115771901|XP_030573647.1|DNOV
OG0003386	LOC6607815|XP_002032573.1|DSEC	LOC115761902|XP_030559777.1|DNOV
OG0003387	LOC6618707|XP_032578766.1|DSEC	LOC115765039|XP_030564266.1|DNOV
OG0003388	LOC6618002|XP_002042310.1|DSEC	LOC115765383|XP_030564766.1|DNOV
OG0003389	LOC6618858|XP_002043106.1|DSEC	LOC115760659|XP_030557985.1|DNOV
OG0003390	LOC6620508|XP_002044713.1|DSEC	LOC115770590|XP_030571779.1|DNOV
OG0003391	LOC6616765|XP_002041102.2|DSEC	LOC115771611|XP_030573240.1|DNOV
OG0003392	LOC6616854|XP_002041190.2|DSEC	LOC115772077|XP_030573890.1|DNOV
OG0003393	LOC6612698|XP_002037201.1|DSEC	LOC115765040|XP_030564267.1|DNOV
OG0003394	LOC6614349|XP_002038788.1|DSEC	LOC115764075|XP_030562783.1|DNOV
OG0003395	LOC6614340|XP_002038779.1|DSEC	LOC115759575|XP_030556402.1|DNOV
OG0003396	LOC6612602|XP_032576168.1|DSEC	LOC115757766|XP_030554050.1|DNOV
OG0003397	LOC6607519|XP_032578540.1|DSEC	LOC115768644|XP_030569176.1|DNOV
OG0003398	LOC6607285|XP_002032064.1|DSEC	LOC115761207|XP_030558752.1|DNOV
OG0003399	LOC6619650|XP_002043865.1|DSEC	LOC115761973|XP_030559876.1|DNOV
OG0003401	LOC6607388|XP_032576313.1|DSEC	LOC115761787|XP_030559582.1|DNOV
OG0003402	LOC6607379|XP_002032152.1|DSEC	LOC115761490|XP_030559116.1|DNOV
OG0003403	LOC6618831|XP_002043080.2|DSEC	LOC115764713|XP_030563775.1|DNOV
OG0003404	LOC6606495|XP_002031296.1|DSEC	LOC115764165|XP_030562911.1|DNOV
OG0003405	LOC6608560|XP_002033294.1|DSEC	LOC115760869|XP_030558287.1|DNOV
OG0003406	LOC6618727|XP_032578979.1|DSEC	LOC115761383|XP_030558996.1|DNOV
OG0003407	LOC6621514|XP_002045657.1|DSEC	LOC115761384|XP_030558997.1|DNOV
OG0003408	LOC6606344|XP_002031149.2|DSEC	LOC115771792|XP_030573522.1|DNOV
OG0003409	LOC6607365|XP_032578102.1|DSEC	LOC115761520|XP_030559150.1|DNOV
OG0003410	LOC6607401|XP_032577902.1|DSEC	LOC115761365|XP_030558974.1|DNOV
OG0003411	LOC6616922|XP_002041252.1|DSEC	LOC115770622|XP_030571820.1|DNOV
OG0003412	LOC6612639|XP_032577710.1|DSEC	LOC115764783|XP_030563883.1|DNOV
OG0003413	LOC6613799|XP_002038268.2|DSEC	LOC115764184|XP_030562931.1|DNOV
OG0003414	LOC6605681|XP_002030497.1|DSEC	LOC115770481|XP_030571626.1|DNOV
OG0003415	LOC116802165|XP_032581461.1|DSEC	LOC115766342|XP_030566096.1|DNOV
OG0003416	LOC6620055|XP_002044267.2|DSEC	LOC115770666|XP_030571893.1|DNOV
OG0003417	LOC6607617|XP_032577005.1|DSEC	LOC115764610|XP_030563622.1|DNOV
OG0003418	LOC6606641|XP_002031442.1|DSEC	LOC115764698|XP_030563756.1|DNOV
OG0003419	LOC6620033|XP_002044245.1|DSEC	LOC115764030|XP_030562721.1|DNOV
OG0003420	LOC6620034|XP_002044246.1|DSEC	LOC115764110|XP_030562830.1|DNOV
OG0003421	LOC6612660|XP_002037164.1|DSEC	LOC115757669|XP_030553847.1|DNOV
OG0003422	LOC6612659|XP_002037163.1|DSEC	LOC115757672|XP_030553861.1|DNOV
OG0003423	LOC6609675|XP_032570743.1|DSEC	LOC115762047|XP_030559984.1|DNOV
OG0003424	LOC6607651|XP_002032416.1|DSEC	LOC115761590|XP_030559245.1|DNOV
OG0003425	LOC6607333|XP_002032106.1|DSEC	LOC115771966|XP_030573738.1|DNOV
OG0003426	LOC6613723|XP_032578530.1|DSEC	LOC115759512|XP_030556316.1|DNOV
OG0003427	LOC6613732|XP_002038202.1|DSEC	LOC115759510|XP_030556313.1|DNOV
OG0003428	LOC6606132|XP_002030940.2|DSEC	LOC115766806|XP_030566693.1|DNOV
OG0003429	LOC6615757|XP_002040128.1|DSEC	LOC115762456|XP_030560519.1|DNOV
OG0003430	LOC6620281|XP_002044485.1|DSEC	LOC115766755|XP_030566592.1|DNOV
OG0003431	LOC6613860|XP_032576194.1|DSEC	LOC115763682|XP_030562214.1|DNOV
OG0003432	LOC6607701|XP_002032465.2|DSEC	LOC115764099|XP_030562812.1|DNOV
OG0003433	LOC6612766|XP_032576980.1|DSEC	LOC115765027|XP_030564249.1|DNOV
OG0003434	LOC6620481|XP_002044690.1|DSEC	LOC115768271|XP_030568668.1|DNOV
OG0003435	LOC6617100|XP_002041427.1|DSEC	LOC115761316|XP_030558907.1|DNOV
OG0003436	LOC6614004|XP_002038458.2|DSEC	LOC115761808|XP_030559613.1|DNOV
OG0003437	LOC6614002|XP_032578197.1|DSEC	LOC115761804|XP_030559607.1|DNOV
OG0003438	LOC6614005|XP_002038459.2|DSEC	LOC115761807|XP_030559612.1|DNOV
OG0003439	LOC6607695|XP_032578038.1|DSEC	LOC115764014|XP_030562702.1|DNOV
OG0003440	LOC6619540|XP_032578615.1|DSEC	LOC115771628|XP_030573271.1|DNOV
OG0003441	LOC6611273|XP_002035828.1|DSEC	LOC115763459|XP_030561892.1|DNOV
OG0003442	LOC6607148|XP_002031934.1|DSEC	LOC115761814|XP_030559625.1|DNOV
OG0003443	LOC6610517|XP_032575383.1|DSEC	LOC115769817|XP_030570645.1|DNOV
OG0003444	LOC6619433|XP_002043648.2|DSEC	LOC115770283|XP_030571375.1|DNOV
OG0003445	LOC6619750|XP_032581135.1|DSEC	LOC115768699|XP_030569244.1|DNOV
OG0003446	LOC6620009|XP_032580907.1|DSEC	LOC115768110|XP_030568474.1|DNOV
OG0003447	LOC6620099|XP_032579673.1|DSEC	LOC115766797|XP_030566681.1|DNOV
OG0003448	LOC6613788|XP_002038257.1|DSEC	LOC115764006|XP_030562686.1|DNOV
OG0003449	LOC6616799|XP_002041136.1|DSEC	LOC115764872|XP_030564011.1|DNOV
OG0003450	LOC6606265|XP_002031070.2|DSEC	LOC115761401|XP_030559019.1|DNOV
OG0003451	LOC6620059|XP_002044271.1|DSEC	LOC115770928|XP_030572245.1|DNOV
OG0003452	LOC6620060|XP_002044272.1|DSEC	LOC115770768|XP_030572038.1|DNOV
OG0003453	LOC6611116|XP_002035673.1|DSEC	LOC115769371|XP_030570015.1|DNOV
OG0003454	LOC6613170|XP_002037651.1|DSEC	LOC115763368|XP_030561757.1|DNOV
OG0003455	LOC6606953|XP_002031746.1|DSEC	LOC115761928|XP_030559819.1|DNOV
OG0003456	LOC6615383|XP_002039765.1|DSEC	LOC115760823|XP_030558206.1|DNOV
OG0003457	LOC6613894|XP_002038360.1|DSEC	LOC115763780|XP_030562360.1|DNOV
OG0003458	LOC6616690|XP_032577000.1|DSEC	LOC115767929|XP_030568159.1|DNOV
OG0003459	LOC6606758|XP_002031555.1|DSEC	LOC115770625|XP_030571828.1|DNOV
OG0003460	LOC6607554|XP_002032323.1|DSEC	LOC115771729|XP_030573414.1|DNOV
OG0003461	LOC6614001|XP_002038455.1|DSEC	LOC115761802|XP_030559605.1|DNOV
OG0003462	LOC6610885|XP_002035448.1|DSEC	LOC115769574|XP_030570298.1|DNOV
OG0003463	LOC6606414|XP_002031218.1|DSEC	LOC115759483|XP_030556277.1|DNOV
OG0003464	LOC6616776|XP_032577336.1|DSEC	LOC115771708|XP_030573387.1|DNOV
OG0003465	LOC6616798|XP_002041135.1|DSEC	LOC115764873|XP_030564012.1|DNOV
OG0003466	LOC6619621|XP_002043836.1|DSEC	LOC115761560|XP_030559204.1|DNOV
OG0003467	LOC6606405|XP_002031209.1|DSEC	LOC115771778|XP_030573497.1|DNOV
OG0003468	LOC6619538|XP_002043753.1|DSEC	LOC115771726|XP_030573410.1|DNOV
OG0003469	LOC6612795|XP_002037296.1|DSEC	LOC115759463|XP_030556257.1|DNOV
OG0003470	LOC6606427|XP_032578660.1|DSEC	LOC115764745|XP_030563821.1|DNOV
OG0003471	LOC6614572|XP_002039000.1|DSEC	LOC115759764|XP_030556679.1|DNOV
OG0003472	LOC6611896|XP_032574131.1|DSEC	LOC115763419|XP_030561837.1|DNOV
OG0003473	LOC6612054|XP_002036571.1|DSEC	LOC115760117|XP_030557172.1|DNOV
OG0003474	LOC6620703|XP_032578826.1|DSEC	LOC115771944|XP_030573703.1|DNOV
OG0003475	LOC6619221|XP_032579648.1|DSEC	LOC115757734|XP_030553979.1|DNOV
OG0003476	LOC6620117|XP_002044329.2|DSEC	LOC115767950|XP_030568189.1|DNOV
OG0003477	LOC6606498|XP_002031299.1|DSEC	LOC115766088|XP_030565758.1|DNOV
OG0003478	LOC6606643|XP_032576965.1|DSEC	LOC115764866|XP_030564004.1|DNOV
OG0003479	LOC6607115|XP_002031903.1|DSEC	LOC115761981|XP_030559888.1|DNOV
OG0003480	LOC6614095|XP_002038549.1|DSEC	LOC115764128|XP_030562858.1|DNOV
OG0003481	LOC6614094|XP_002038548.1|DSEC	LOC115764185|XP_030562932.1|DNOV
OG0003482	LOC6614093|XP_032578413.1|DSEC	LOC115764034|XP_030562730.1|DNOV
OG0003483	LOC6614069|XP_002038523.1|DSEC	LOC115764196|XP_030562943.1|DNOV
OG0003484	LOC6607308|XP_032578656.1|DSEC	LOC115771791|XP_030573521.1|DNOV
OG0003485	LOC6606553|XP_002031354.1|DSEC	LOC115761625|XP_030559315.1|DNOV
OG0003486	LOC6606555|XP_002031356.1|DSEC	LOC115761470|XP_030559097.1|DNOV
OG0003487	LOC6612665|XP_002037169.1|DSEC	LOC115764043|XP_030562743.1|DNOV
OG0003488	LOC6618689|XP_032576991.1|DSEC	LOC115764864|XP_030564001.1|DNOV
OG0003489	LOC6607126|XP_002031914.2|DSEC	LOC115761899|XP_030559769.1|DNOV
OG0003490	LOC6619106|XP_002043346.2|DSEC	LOC115761863|XP_030559715.1|DNOV
OG0003491	LOC6617178|XP_032577811.1|DSEC	LOC115764743|XP_030563819.1|DNOV
OG0003492	LOC6618761|XP_032578302.1|DSEC	LOC115764156|XP_030562892.1|DNOV
OG0003493	LOC6607343|XP_002032116.1|DSEC	LOC115771749|XP_030573455.1|DNOV
OG0003494	LOC6613833|XP_032579109.1|DSEC	LOC115766085|XP_030565754.1|DNOV
OG0003495	LOC6614490|XP_002038923.1|DSEC	LOC115759956|XP_030556959.1|DNOV
OG0003496	LOC6606450|XP_002031253.1|DSEC	LOC115761216|XP_030558766.1|DNOV
OG0003497	LOC6619212|XP_032576930.1|DSEC	LOC115757695|XP_030553898.1|DNOV
OG0003498	LOC6620131|XP_032573586.1|DSEC	LOC115760366|XP_030557514.1|DNOV
OG0003499	LOC6607114|XP_032576878.1|DSEC	LOC115761884|XP_030559746.1|DNOV
OG0003500	LOC6614670|XP_032583596.1|DSEC	LOC115763548|XP_030562025.1|DNOV
OG0003501	LOC6606531|XP_002031332.1|DSEC	LOC115761651|XP_030559351.1|DNOV
OG0003502	LOC6607321|XP_002032095.2|DSEC	LOC115771929|XP_030573687.1|DNOV
OG0003503	LOC6612613|XP_032576756.1|DSEC	LOC115771851|XP_030573593.1|DNOV
OG0003504	LOC116801564|XP_032577858.1|DSEC	LOC115765046|XP_030564279.1|DNOV
OG0003505	LOC6606483|XP_032578002.1|DSEC	LOC115764052|XP_030562754.1|DNOV
OG0003506	LOC6614044|XP_032577238.1|DSEC	LOC115764736|XP_030563810.1|DNOV
OG0003507	LOC6607548|XP_002032317.2|DSEC	LOC115761481|XP_030559108.1|DNOV
OG0003508	LOC6610432|XP_002035013.2|DSEC	LOC115769645|XP_030570415.1|DNOV
OG0003509	LOC6607439|XP_002032208.1|DSEC	LOC115761191|XP_030558722.1|DNOV
OG0003510	LOC6607629|XP_002032397.1|DSEC	LOC115764605|XP_030563607.1|DNOV
OG0003511	LOC6607630|XP_032577649.1|DSEC	LOC115764623|XP_030563646.1|DNOV
OG0003512	LOC6607610|XP_002032378.2|DSEC	LOC115772105|XP_030573930.1|DNOV
OG0003513	LOC6607558|XP_032577482.1|DSEC	LOC115771800|XP_030573530.1|DNOV
OG0003514	LOC6606913|XP_002031707.2|DSEC	LOC115764896|XP_030564047.1|DNOV
OG0003515	LOC6608742|XP_002033465.1|DSEC	LOC115757970|XP_030554311.1|DNOV
OG0003516	LOC6606524|XP_002031325.1|DSEC	LOC115761419|XP_030559036.1|DNOV
OG0003517	LOC6616838|XP_032577445.1|DSEC	LOC115765631|XP_030565142.1|DNOV
OG0003518	LOC6614143|XP_032579123.1|DSEC	LOC115765615|XP_030565126.1|DNOV
OG0003519	LOC6605057|XP_032573179.1|DSEC	LOC115769392|XP_030570048.1|DNOV
OG0003520	LOC6605070|XP_002029911.1|DSEC	LOC115769713|XP_030570502.1|DNOV
OG0003521	LOC6605047|XP_032573903.1|DSEC	LOC115769408|XP_030570070.1|DNOV
OG0003522	LOC6608452|XP_002033186.1|DSEC	LOC115770431|XP_030571561.1|DNOV
OG0003523	LOC6614488|XP_002038921.1|DSEC	LOC115759748|XP_030556647.1|DNOV
OG0003524	LOC6614808|XP_002039227.1|DSEC	LOC115766866|XP_030566787.1|DNOV
OG0003525	LOC6609434|XP_032571644.1|DSEC	LOC115762511|XP_030560614.1|DNOV
OG0003526	LOC6616692|XP_002041047.1|DSEC	LOC115767913|XP_030568143.1|DNOV
OG0003527	LOC6608026|XP_032572856.1|DSEC	LOC115762480|XP_030560570.1|DNOV
OG0003529	LOC6611948|XP_002036465.2|DSEC	LOC115763930|XP_030562581.1|DNOV
OG0003530	LOC6611178|XP_002035734.2|DSEC	LOC115771120|XP_030572544.1|DNOV
OG0003531	LOC6616700|XP_002041055.1|DSEC	LOC115770021|XP_030570937.1|DNOV
OG0003532	LOC6604817|XP_002029661.1|DSEC	LOC115769570|XP_030570286.1|DNOV
OG0003533	LOC6604948|XP_002029791.2|DSEC	LOC115771098|XP_030572517.1|DNOV
OG0003534	LOC6605105|XP_032574460.1|DSEC	LOC115769785|XP_030570613.1|DNOV
OG0003535	LOC6610464|XP_002035045.1|DSEC	LOC115769965|XP_030570875.1|DNOV
OG0003536	LOC6607869|XP_032570070.1|DSEC	LOC115757960|XP_030554300.1|DNOV
OG0003537	LOC6615377|XP_002039759.1|DSEC	LOC115760865|XP_030558279.1|DNOV
OG0003538	LOC6608969|XP_002033683.1|DSEC	LOC115760843|XP_030558247.1|DNOV
OG0003539	LOC6609304|XP_002033994.1|DSEC	LOC115760833|XP_030558225.1|DNOV
OG0003540	LOC6610172|XP_002034780.1|DSEC	LOC115770783|XP_030572063.1|DNOV
OG0003541	LOC116801528|XP_032577667.1|DSEC	LOC115763971|XP_030562632.1|DNOV
OG0003542	LOC6608127|XP_032573092.1|DSEC	LOC115758371|XP_030554826.1|DNOV
OG0003543	LOC6615974|XP_002040341.2|DSEC	LOC115767017|XP_030567002.1|DNOV
OG0003544	LOC6611109|XP_002035666.1|DSEC	LOC115769321|XP_030569915.1|DNOV
OG0003545	LOC6616546|XP_002040905.1|DSEC	LOC115770099|XP_030571071.1|DNOV
OG0003546	LOC6619392|XP_002043608.1|DSEC	LOC115771493|XP_030573077.1|DNOV
OG0003547	LOC6615741|XP_032570236.1|DSEC	LOC115760557|XP_030557822.1|DNOV
OG0003548	LOC6608319|XP_032572720.1|DSEC	LOC115762470|XP_030560547.1|DNOV
OG0003549	LOC6608321|XP_032571311.1|DSEC	LOC115762471|XP_030560550.1|DNOV
OG0003550	LOC6608462|XP_002033196.1|DSEC	LOC115761080|XP_030558559.1|DNOV
OG0003551	LOC6609688|XP_002034346.1|DSEC	LOC115761132|XP_030558652.1|DNOV
OG0003552	LOC6608597|XP_032572272.1|DSEC	LOC115762258|XP_030560273.1|DNOV
OG0003553	LOC6608459|XP_032570865.1|DSEC	LOC115761955|XP_030559857.1|DNOV
OG0003554	LOC6605985|XP_002030797.1|DSEC	LOC115765803|XP_030565367.1|DNOV
OG0003555	LOC6610596|XP_032573616.1|DSEC	LOC115769366|XP_030570008.1|DNOV
OG0003556	LOC6616371|XP_032575246.1|DSEC	LOC115762707|XP_030560890.1|DNOV
OG0003557	LOC6616369|XP_002040729.1|DSEC	LOC115762729|XP_030560923.1|DNOV
OG0003558	LOC6610813|XP_032575450.1|DSEC	LOC115766919|XP_030566860.1|DNOV
OG0003559	LOC6605435|XP_032576003.1|DSEC	LOC115770976|XP_030572300.1|DNOV
OG0003560	LOC6611111|XP_002035668.1|DSEC	LOC115769812|XP_030570641.1|DNOV
OG0003561	LOC6610111|XP_032572274.1|DSEC	LOC115762219|XP_030560213.1|DNOV
OG0003562	LOC6609678|XP_032573067.1|DSEC	LOC115762282|XP_030560306.1|DNOV
OG0003563	LOC6620513|XP_002044717.1|DSEC	LOC115763996|XP_030562675.1|DNOV
OG0003564	LOC6611135|XP_002035692.2|DSEC	LOC115771248|XP_030572709.1|DNOV
OG0003565	LOC6610597|XP_002035170.1|DSEC	LOC115766960|XP_030566908.1|DNOV
OG0003566	LOC6607063|XP_032576777.1|DSEC	LOC115764220|XP_030562991.1|DNOV
OG0003567	LOC6609378|XP_002034067.1|DSEC	LOC115760605|XP_030557908.1|DNOV
OG0003568	LOC6608358|XP_032570514.1|DSEC	LOC115762166|XP_030560143.1|DNOV
OG0003569	LOC6610477|XP_002035057.1|DSEC	LOC115769947|XP_030570852.1|DNOV
OG0003570	LOC6608007|XP_002032755.1|DSEC	LOC115760786|XP_030558141.1|DNOV
OG0003571	LOC6610797|XP_002035363.2|DSEC	LOC115766964|XP_030566911.1|DNOV
OG0003572	LOC6608732|XP_032571238.1|DSEC	LOC115762306|XP_030560332.1|DNOV
OG0003573	LOC6609076|XP_002033779.1|DSEC	LOC115758289|XP_030554714.1|DNOV
OG0003574	LOC6610854|XP_032575371.1|DSEC	LOC115771259|XP_030572733.1|DNOV
OG0003575	LOC6605881|XP_002030695.2|DSEC	LOC115762756|XP_030560957.1|DNOV
OG0003576	LOC6606053|XP_002030864.1|DSEC	LOC115771169|XP_030572611.1|DNOV
OG0003577	LOC6610921|XP_002035478.1|DSEC	LOC115769692|XP_030570475.1|DNOV
OG0003578	LOC6611121|XP_002035678.1|DSEC	LOC115762736|XP_030560929.1|DNOV
OG0003579	LOC6609732|XP_002034389.1|DSEC	LOC115763917|XP_030562576.1|DNOV
OG0003580	LOC6609956|XP_002034602.1|DSEC	LOC115767427|XP_030567565.1|DNOV
OG0003581	LOC6610370|XP_032573127.1|DSEC	LOC115762812|XP_030561036.1|DNOV
OG0003582	LOC6605170|XP_032573799.1|DSEC	LOC115770038|XP_030570964.1|DNOV
OG0003583	LOC6608480|XP_002033214.1|DSEC	LOC115765044|XP_030564281.1|DNOV
OG0003584	LOC6608442|XP_002033176.2|DSEC	LOC115760831|XP_030558218.1|DNOV
OG0003585	LOC6618293|XP_002042566.1|DSEC	LOC115768348|XP_030568775.1|DNOV
OG0003586	LOC116801933|XP_032579837.1|DSEC	LOC115766759|XP_030566601.1|DNOV
OG0003587	LOC6617350|XP_002041675.1|DSEC	LOC115758563|XP_030555132.1|DNOV
OG0003588	LOC6606617|XP_002031418.1|DSEC	LOC115759508|XP_030556308.1|DNOV
OG0003589	LOC6609377|XP_002034066.1|DSEC	LOC115761060|XP_030558538.1|DNOV
OG0003590	LOC6610434|XP_002035015.1|DSEC	LOC115769649|XP_030570422.1|DNOV, LOC115769650|XP_030570423.1|DNOV
OG0003591	LOC6610347|XP_032574190.1|DSEC	LOC115769977|XP_030570896.1|DNOV
OG0003592	LOC6605450|XP_032574795.1|DSEC	LOC115770398|XP_030571510.1|DNOV
OG0003593	LOC6604781|XP_032574416.1|DSEC	LOC115766443|XP_030566294.1|DNOV
OG0003594	LOC6611128|XP_032574406.1|DSEC	LOC115771285|XP_030572767.1|DNOV
OG0003595	LOC6609272|XP_032571344.1|DSEC	LOC115762450|XP_030560512.1|DNOV
OG0003596	LOC6607880|XP_002032634.2|DSEC	LOC115770377|XP_030571524.1|DNOV
OG0003597	LOC6607870|XP_002032624.1|DSEC	LOC115757952|XP_030554288.1|DNOV
OG0003598	LOC6610779|XP_032575705.1|DSEC	LOC115762710|XP_030560895.1|DNOV
OG0003599	LOC6613181|XP_002037662.1|DSEC	LOC115767439|XP_030567594.1|DNOV
OG0003600	LOC6604879|XP_032574955.1|DSEC	LOC115771073|XP_030572485.1|DNOV
OG0003601	LOC6608280|XP_032571776.1|DSEC	LOC115761067|XP_030558544.1|DNOV
OG0003602	LOC6615763|XP_032572694.1|DSEC	LOC115762117|XP_030560081.1|DNOV
OG0003603	LOC6604860|XP_002029705.1|DSEC	LOC115767127|XP_030567149.1|DNOV
OG0003604	LOC6619302|XP_032573954.1|DSEC	LOC115762974|XP_030561212.1|DNOV
OG0003605	LOC6607623|XP_002032391.1|DSEC	LOC115764795|XP_030563899.1|DNOV
OG0003606	LOC6609653|XP_002034327.1|DSEC	LOC115761120|XP_030558621.1|DNOV
OG0003607	LOC6609695|XP_002034352.1|DSEC	LOC115760562|XP_030557827.1|DNOV
OG0003608	LOC6605129|XP_002029970.1|DSEC	LOC115769390|XP_030570045.1|DNOV
OG0003609	LOC6608298|XP_002033035.1|DSEC	LOC115762033|XP_030559959.1|DNOV
OG0003610	LOC6620534|XP_002044733.1|DSEC	LOC115766108|XP_030565792.1|DNOV
OG0003611	LOC6604985|XP_032575400.1|DSEC	LOC115762557|XP_030560695.1|DNOV
OG0003612	LOC6615272|XP_002039676.1|DSEC	LOC115762289|XP_030560314.1|DNOV
OG0003613	LOC6608019|XP_002032767.1|DSEC	LOC115761225|XP_030558778.1|DNOV
OG0003614	LOC6608020|XP_002032768.1|DSEC	LOC115761234|XP_030558790.1|DNOV
OG0003615	LOC6615699|XP_002040070.1|DSEC	LOC115760766|XP_030558111.1|DNOV
OG0003616	LOC6615560|XP_002039934.1|DSEC	LOC115762374|XP_030560414.1|DNOV
OG0003617	LOC6608858|XP_032570784.1|DSEC	LOC115762502|XP_030560600.1|DNOV
OG0003618	LOC6608857|XP_032570780.1|DSEC	LOC115762501|XP_030560599.1|DNOV
OG0003619	LOC6608914|XP_002033628.1|DSEC	LOC115771079|XP_030572494.1|DNOV
OG0003620	LOC6613028|XP_002037518.1|DSEC	LOC115764303|XP_030563102.1|DNOV
OG0003621	LOC6604981|XP_002029824.1|DSEC	LOC115762941|XP_030561184.1|DNOV
OG0003622	LOC6604982|XP_032573648.1|DSEC	LOC115762940|XP_030561181.1|DNOV
OG0003623	LOC116800661|XP_032572716.1|DSEC	LOC115760438|XP_030557614.1|DNOV, LOC115764487|XP_030563435.1|DNOV
OG0003624	LOC6615755|XP_002040126.1|DSEC	LOC115762452|XP_030560515.1|DNOV
OG0003625	LOC6608017|XP_032572866.1|DSEC	LOC115762401|XP_030560446.1|DNOV
OG0003626	LOC6609294|XP_002033984.1|DSEC	LOC115760719|XP_030558047.1|DNOV
OG0003627	LOC6609842|XP_032572487.1|DSEC	LOC115759692|XP_030556549.1|DNOV
