Orthogroup	DSEC.longest_only	DSUZ.longest_only
OG0003906	LOC6615495|XP_002039875.1|DSEC	LOC108008339|XP_016927657.1|DSUZ
OG0003907	LOC6617307|XP_002041634.1|DSEC	LOC108006399|XP_016925413.1|DSUZ
OG0003908	LOC6617308|XP_002041635.1|DSEC	LOC108012845|XP_016933803.1|DSUZ
OG0003909	LOC6608600|XP_002033334.1|DSEC	LOC108009752|XP_016929848.1|DSUZ
OG0003910	LOC6614278|XP_002038718.1|DSEC	LOC108006123|XP_036675127.1|DSUZ
OG0003911	LOC6613389|XP_002037863.1|DSEC	LOC108006187|XP_016925116.1|DSUZ
OG0003912	LOC6611383|XP_002035928.2|DSEC	LOC108008286|XP_016927579.1|DSUZ
OG0003913	LOC6611188|XP_032583670.1|DSEC	LOC108021208|XP_016945294.1|DSUZ
OG0003914	LOC6612128|XP_002036645.2|DSEC	LOC108021137|XP_016945184.1|DSUZ
OG0003915	LOC6618953|XP_002043198.1|DSEC	LOC108016624|XP_016938808.1|DSUZ
OG0003916	LOC6613682|XP_002038152.1|DSEC	LOC108004925|XP_016923515.1|DSUZ
OG0003917	LOC6613483|XP_002037952.1|DSEC	LOC108007238|XP_016926367.1|DSUZ
OG0003918	LOC6617688|XP_002042000.1|DSEC	LOC108021367|XP_016945547.1|DSUZ
OG0003919	LOC6613212|XP_002037692.1|DSEC	LOC108021495|XP_016945727.1|DSUZ
OG0003920	LOC6615555|XP_002039929.1|DSEC	LOC108010057|XP_016930358.1|DSUZ
OG0003921	LOC6618183|XP_002042458.1|DSEC	LOC108021115|XP_016945153.1|DSUZ
OG0003922	LOC6612117|XP_002036634.2|DSEC	LOC108016036|XP_016938122.1|DSUZ
OG0003923	LOC6619452|XP_002043667.1|DSEC	LOC108020345|XP_016944000.1|DSUZ
OG0003924	LOC6608972|XP_032572330.1|DSEC	LOC108019880|XP_016943440.1|DSUZ
OG0003925	LOC6613430|XP_002037904.1|DSEC	LOC108018646|XP_016941710.1|DSUZ
OG0003926	LOC6613437|XP_002037911.1|DSEC	LOC108016984|XP_016939424.1|DSUZ
OG0003927	LOC6613058|XP_002037541.1|DSEC	LOC108021356|XP_016945529.1|DSUZ
OG0003928	LOC6611712|XP_032583143.1|DSEC	LOC108005569|XP_016924361.1|DSUZ
OG0003929	LOC6612124|XP_002036641.1|DSEC	LOC108021181|XP_016945251.1|DSUZ
OG0003930	LOC6611475|XP_002036016.1|DSEC	LOC108021594|XP_016945875.1|DSUZ
OG0003931	LOC6611425|XP_032569694.1|DSEC	LOC108021027|XP_016944997.1|DSUZ
OG0003932	LOC6608267|XP_032571818.1|DSEC	LOC108017957|XP_016940716.1|DSUZ
OG0003933	LOC6613384|XP_032577015.1|DSEC	LOC108021400|XP_016945592.1|DSUZ
OG0003934	LOC6611737|XP_002036260.1|DSEC	LOC108007870|XP_016927124.1|DSUZ
OG0003935	LOC6609356|XP_002034045.1|DSEC	LOC108018083|XP_016940975.1|DSUZ
OG0003936	LOC6609357|XP_002034046.1|DSEC	LOC108018084|XP_016940976.1|DSUZ
OG0003937	LOC6608084|XP_002032832.1|DSEC	LOC108019840|XP_016943361.1|DSUZ
OG0003938	LOC6613421|XP_032574085.1|DSEC	LOC108018561|XP_016941609.1|DSUZ
OG0003939	LOC6613458|XP_002037930.1|DSEC	LOC108014949|XP_016936662.1|DSUZ
OG0003940	LOC6613415|XP_002037889.1|DSEC	LOC108020961|XP_016944896.1|DSUZ
OG0003941	LOC6613418|XP_002037892.1|DSEC	LOC108021226|XP_016945314.1|DSUZ
OG0003942	LOC6611588|XP_002036125.1|DSEC	LOC108018935|XP_016942019.1|DSUZ
OG0003943	LOC6613424|XP_002037898.1|DSEC	LOC108007647|XP_016926861.1|DSUZ
OG0003944	LOC6617736|XP_002042048.1|DSEC	LOC108014278|XP_016935811.1|DSUZ
OG0003945	LOC6615734|XP_002040105.1|DSEC	LOC108009793|XP_016929943.1|DSUZ
OG0003946	LOC6614672|XP_002039099.1|DSEC	LOC108021319|XP_016945472.1|DSUZ
OG0003947	LOC6614661|XP_002039088.1|DSEC	LOC108021659|XP_016945960.1|DSUZ
OG0003948	LOC6614494|XP_002038927.1|DSEC	LOC108019224|XP_016942513.1|DSUZ
OG0003949	LOC6614495|XP_032583303.1|DSEC	LOC108019204|XP_036677401.1|DSUZ
OG0003950	LOC6613567|XP_002038035.2|DSEC	LOC108015713|XP_016937738.1|DSUZ
OG0003951	LOC6613561|XP_032580966.1|DSEC	LOC108011566|XP_036677656.1|DSUZ
OG0003952	LOC6612142|XP_002036659.1|DSEC	LOC108007953|XP_016927215.1|DSUZ
OG0003953	LOC6611453|XP_002035995.1|DSEC	LOC108020910|XP_016944817.1|DSUZ
OG0003954	LOC6610756|XP_002035322.2|DSEC	LOC108020071|XP_036671977.1|DSUZ
OG0003955	LOC6611988|XP_032570864.1|DSEC	LOC108017953|XP_016940754.2|DSUZ
OG0003956	LOC6614555|XP_032574138.1|DSEC	LOC108021089|XP_016945100.1|DSUZ
OG0003957	LOC6604851|XP_002029696.1|DSEC	LOC108013196|XP_016934394.1|DSUZ
OG0003958	LOC6617921|XP_002042229.2|DSEC	LOC108006346|XP_016925350.1|DSUZ
OG0003959	LOC6615263|XP_032570978.1|DSEC	LOC108010253|XP_016930595.1|DSUZ
OG0003960	LOC116803495|XP_032583081.1|DSEC, LOC6620332|XP_032581598.1|DSEC	LOC108005087|XP_016923747.1|DSUZ
OG0003961	LOC6611579|XP_002036117.1|DSEC	LOC108019064|XP_016942192.1|DSUZ
OG0003962	LOC6613442|XP_002037916.1|DSEC	LOC108021661|XP_016945963.1|DSUZ
OG0003963	LOC6614642|XP_032575278.1|DSEC	LOC108021109|XP_016945139.1|DSUZ
OG0003964	LOC6621131|XP_002045310.1|DSEC	LOC108005438|XP_016924217.1|DSUZ
OG0003965	LOC6611616|XP_032582900.1|DSEC	LOC108011955|XP_016932696.1|DSUZ
OG0003966	LOC6620730|XP_032577029.1|DSEC	LOC108014079|XP_016935589.2|DSUZ
OG0003967	LOC6615386|XP_032572739.1|DSEC	LOC108009260|XP_016928935.1|DSUZ
OG0003968	LOC6615384|XP_032572753.1|DSEC	LOC108008370|XP_036668993.1|DSUZ
OG0003969	LOC6609587|XP_002034264.1|DSEC	LOC108009693|XP_016929731.1|DSUZ
OG0003970	LOC6617254|XP_002041581.2|DSEC	LOC108021021|XP_016944994.1|DSUZ
OG0003971	LOC6611953|XP_032577235.1|DSEC	LOC108021642|XP_016945939.1|DSUZ
OG0003972	LOC6605735|XP_002030551.2|DSEC	LOC108012957|XP_016933996.1|DSUZ
OG0003973	LOC6618893|XP_002043141.1|DSEC	LOC108009474|XP_016929343.1|DSUZ
OG0003974	LOC6608749|XP_002033472.1|DSEC	LOC108010183|XP_016930514.1|DSUZ
OG0003975	LOC6611757|XP_032583156.1|DSEC	LOC108019106|XP_016942301.1|DSUZ
OG0003976	LOC6614702|XP_002039129.1|DSEC	LOC108016863|XP_016939225.1|DSUZ
OG0003977	LOC6617856|XP_002042164.1|DSEC	LOC108005179|XP_016923852.1|DSUZ
OG0003978	LOC6618396|XP_002042666.1|DSEC	LOC108020451|XP_016944262.1|DSUZ, LOC118877514|XP_036672442.1|DSUZ
OG0003979	LOC6612018|XP_002036535.1|DSEC	LOC108021613|XP_016945901.1|DSUZ
OG0003980	LOC6606290|XP_002031095.1|DSEC	LOC108004898|XP_016923470.2|DSUZ
OG0003981	LOC6617741|XP_032569781.1|DSEC	LOC108014291|XP_036668715.1|DSUZ
OG0003982	LOC6614689|XP_032583000.1|DSEC	LOC108007997|XP_016927269.1|DSUZ
OG0003983	LOC6611396|XP_002035940.1|DSEC	LOC108010046|XP_016930349.1|DSUZ
OG0003984	LOC6614635|XP_002039062.1|DSEC	LOC108021249|XP_016945356.1|DSUZ
OG0003985	LOC6621705|XP_032583728.1|DSEC	LOC108013718|XP_036678675.1|DSUZ
OG0003986	LOC6611517|XP_002036058.2|DSEC	LOC108010711|XP_016931118.1|DSUZ
OG0003987	LOC6611518|XP_032573661.1|DSEC	LOC108019030|XP_016942136.1|DSUZ
OG0003988	LOC6613448|XP_032574880.1|DSEC	LOC108021371|XP_016945551.1|DSUZ
OG0003989	LOC6617715|XP_002042027.1|DSEC	LOC108021394|XP_016945581.1|DSUZ
OG0003990	LOC6611328|XP_002035875.1|DSEC	LOC108021587|XP_016945865.1|DSUZ
OG0003991	LOC6613358|XP_032569734.1|DSEC	LOC108020921|XP_016944830.1|DSUZ
OG0003992	LOC6613354|XP_002037828.2|DSEC	LOC108021647|XP_016945948.1|DSUZ
OG0003993	LOC6613339|XP_002037815.1|DSEC	LOC108019067|XP_016942201.1|DSUZ
OG0003994	LOC6612638|XP_002037142.1|DSEC	LOC108011728|XP_016932438.2|DSUZ
OG0003995	LOC6608971|XP_002033685.1|DSEC	LOC108019878|XP_016943438.1|DSUZ
OG0003996	LOC6608260|XP_002033004.1|DSEC	LOC108017897|XP_016940556.1|DSUZ
OG0003997	LOC6611521|XP_032570100.1|DSEC	LOC108010162|XP_016930493.1|DSUZ
OG0003998	LOC6620416|XP_032572643.1|DSEC	LOC108007592|XP_036678382.1|DSUZ
OG0003999	LOC6620234|XP_002044442.1|DSEC	LOC108014509|XP_016936136.1|DSUZ
OG0004000	LOC6619736|XP_002043951.1|DSEC	LOC108015010|XP_016936727.1|DSUZ
OG0004001	LOC6613003|XP_032570506.1|DSEC	LOC108009707|XP_016929751.1|DSUZ
OG0004002	LOC6614779|XP_002039198.1|DSEC	LOC108007021|XP_016926119.1|DSUZ
OG0004003	LOC6612134|XP_032572461.1|DSEC	LOC108016339|XP_016938573.1|DSUZ
OG0004004	LOC6611631|XP_032580199.1|DSEC	LOC108017958|XP_016940719.1|DSUZ
OG0004005	LOC6613494|XP_032572751.1|DSEC	LOC108005223|XP_016923906.1|DSUZ
OG0004006	LOC6618178|XP_002042453.1|DSEC	LOC108018810|XP_016941888.1|DSUZ
OG0004007	LOC6613240|XP_002037717.1|DSEC	LOC108004689|XP_016923189.1|DSUZ
OG0004008	LOC6617219|XP_032583636.1|DSEC	LOC108012221|XP_016933008.1|DSUZ
OG0004009	LOC6613092|XP_002037575.2|DSEC	LOC108005464|XP_016924252.1|DSUZ
OG0004010	LOC6611217|XP_032581690.1|DSEC	LOC108016199|XP_016938318.1|DSUZ
OG0004011	LOC6617897|XP_032569914.1|DSEC	LOC108007392|XP_016926538.1|DSUZ
OG0004012	LOC6607453|XP_002032222.1|DSEC	LOC108012188|XP_016932973.2|DSUZ
OG0004013	LOC6611239|XP_002035794.1|DSEC	LOC108021448|XP_016945661.1|DSUZ
OG0004014	LOC6605736|XP_002030552.2|DSEC	LOC108012375|XP_016933219.1|DSUZ
OG0004015	LOC6617811|XP_032571934.1|DSEC	LOC108011958|XP_016932706.1|DSUZ
OG0004016	LOC6611966|XP_002036483.1|DSEC	LOC108021055|XP_016945051.1|DSUZ
OG0004017	LOC6613334|XP_032569725.1|DSEC	LOC108019724|XP_016943134.1|DSUZ
OG0004018	LOC6607943|XP_002032693.1|DSEC	LOC108017738|XP_016940336.1|DSUZ
OG0004019	LOC6618190|XP_002042465.1|DSEC	LOC108021087|XP_016945098.1|DSUZ
OG0004020	LOC6613195|XP_002037676.1|DSEC	LOC108021540|XP_016945799.1|DSUZ
OG0004021	LOC6613190|XP_032583417.1|DSEC	LOC108020891|XP_016944788.1|DSUZ
OG0004022	LOC6613680|XP_002038150.1|DSEC	LOC108021053|XP_016945048.1|DSUZ
OG0004023	LOC6609971|XP_032571306.1|DSEC	LOC108008864|XP_016928257.1|DSUZ
OG0004024	LOC6614396|XP_032578768.1|DSEC	LOC108021646|XP_016945947.1|DSUZ
OG0004025	LOC6611863|XP_002036385.1|DSEC	LOC108004680|XP_016923160.2|DSUZ
OG0004026	LOC6620617|XP_002044821.1|DSEC	LOC108020954|XP_016944885.1|DSUZ
OG0004027	LOC116800520|XP_032571828.1|DSEC	LOC108008512|XP_016927869.1|DSUZ
OG0004028	LOC6613524|XP_032583249.1|DSEC	LOC108004698|XP_016923201.1|DSUZ
OG0004029	LOC6611698|XP_032582477.1|DSEC	LOC108021406|XP_016945600.1|DSUZ
OG0004030	LOC6615812|XP_032572831.1|DSEC	LOC108010064|XP_016930366.1|DSUZ
OG0004031	LOC6617720|XP_002042032.2|DSEC	LOC108021701|XP_016946020.1|DSUZ
OG0004032	LOC6620479|XP_002044684.1|DSEC	LOC108007824|XP_036677855.1|DSUZ
OG0004033	LOC6611889|XP_032569777.1|DSEC	LOC108017705|XP_016940306.1|DSUZ
OG0004034	LOC6614598|XP_032583454.1|DSEC	LOC108016291|XP_036668631.1|DSUZ
OG0004035	LOC6613422|XP_032579929.1|DSEC	LOC108018598|XP_016941650.1|DSUZ
OG0004036	LOC6613151|XP_032583757.1|DSEC	LOC108015563|XP_016937535.1|DSUZ
OG0004037	LOC6617786|XP_002042098.2|DSEC	LOC108011963|XP_016932710.1|DSUZ
OG0004038	LOC6617312|XP_032583110.1|DSEC	LOC108006858|XP_016925917.1|DSUZ
OG0004039	LOC6613084|XP_002037567.2|DSEC	LOC108015122|XP_016936870.1|DSUZ
OG0004040	LOC6615609|XP_002039983.1|DSEC	LOC108009716|XP_016929767.1|DSUZ
OG0004041	LOC6620445|XP_002044652.2|DSEC	LOC108015007|XP_016936724.1|DSUZ
OG0004042	LOC6611055|XP_002035612.2|DSEC	LOC108013469|XP_016934840.1|DSUZ
OG0004043	LOC6612052|XP_002036569.1|DSEC	LOC108021118|XP_016945156.1|DSUZ
OG0004044	LOC6619001|XP_032580941.1|DSEC	LOC108004710|XP_016923214.1|DSUZ
OG0004045	LOC6612092|XP_002036609.1|DSEC	LOC108020894|XP_016944797.1|DSUZ
OG0004046	LOC6617267|XP_002041594.1|DSEC	LOC108021508|XP_016945751.1|DSUZ
OG0004047	LOC6617696|XP_002042008.1|DSEC	LOC108021523|XP_016945771.1|DSUZ
OG0004048	LOC6613395|XP_002037869.1|DSEC	LOC108021168|XP_016945239.1|DSUZ
OG0004049	LOC6617213|XP_002041540.1|DSEC	LOC108021094|XP_016945108.1|DSUZ
OG0004050	LOC6614614|XP_032575693.1|DSEC	LOC108006198|XP_016925127.1|DSUZ
OG0004051	LOC6612160|XP_032583124.1|DSEC	LOC108017296|XP_016939808.1|DSUZ
OG0004052	LOC6614812|XP_032581397.1|DSEC	LOC108016732|XP_016938951.2|DSUZ
OG0004053	LOC6608627|XP_002033361.1|DSEC	LOC108009806|XP_016929969.1|DSUZ
OG0004054	LOC6614565|XP_002038993.1|DSEC	LOC108010883|XP_036673762.1|DSUZ
OG0004055	LOC6606974|XP_002031766.1|DSEC	LOC108006780|XP_036674182.1|DSUZ, LOC108006772|XP_016925811.2|DSUZ
OG0004056	LOC6613783|XP_002038252.2|DSEC	LOC118876751|XP_036673894.1|DSUZ, LOC108011651|XP_016932334.1|DSUZ
OG0004057	LOC6619419|XP_002043634.2|DSEC	LOC108012235|XP_016933021.2|DSUZ
OG0004058	LOC6610579|XP_002035152.1|DSEC	LOC108007167|XP_016926276.1|DSUZ
OG0004059	LOC6614329|XP_002038769.1|DSEC	LOC118877568|XP_036672684.1|DSUZ, LOC108014873|XP_036674945.1|DSUZ
OG0004060	LOC6606855|XP_002031652.1|DSEC	LOC108006050|XP_036674318.1|DSUZ
OG0004061	LOC6619914|XP_032582270.1|DSEC	LOC108005118|XP_036676952.1|DSUZ
OG0004062	LOC6610415|XP_032573940.1|DSEC	LOC108013433|XP_016934789.1|DSUZ
OG0004063	LOC6616152|XP_002040517.1|DSEC	LOC108016928|XP_016939345.1|DSUZ
OG0004064	LOC6605839|XP_002030653.1|DSEC	LOC108013775|XP_016935226.1|DSUZ
OG0004065	LOC6615480|XP_032572610.1|DSEC	LOC108009082|XP_036669330.1|DSUZ
OG0004066	LOC6609163|XP_002033865.1|DSEC	LOC108009020|XP_016928481.1|DSUZ
OG0004067	LOC6619899|XP_002044111.1|DSEC	LOC108005467|XP_016924251.1|DSUZ
OG0004068	LOC6607160|XP_002031946.1|DSEC	LOC108016374|XP_016938507.2|DSUZ
OG0004069	LOC6607159|XP_032576360.1|DSEC	LOC108016372|XP_036672952.1|DSUZ
OG0004070	LOC6610673|XP_002035239.1|DSEC	LOC108011805|XP_016932532.2|DSUZ
OG0004071	LOC6604965|XP_002029808.1|DSEC	LOC108013405|XP_016934748.1|DSUZ
OG0004072	LOC6604966|XP_002029809.1|DSEC	LOC108013406|XP_016934750.1|DSUZ
OG0004073	LOC6614801|XP_002039220.1|DSEC	LOC108016901|XP_016939306.1|DSUZ
OG0004074	LOC6615540|XP_002039919.2|DSEC	LOC108010034|XP_016930329.1|DSUZ
OG0004075	LOC6609006|XP_002033711.1|DSEC	LOC108019731|XP_016943146.1|DSUZ
OG0004076	LOC6609005|XP_002033710.2|DSEC	LOC108019729|XP_016943138.1|DSUZ
OG0004077	LOC6611612|XP_002036148.2|DSEC	LOC108011941|XP_016932679.1|DSUZ
OG0004078	LOC6617019|XP_002041347.1|DSEC	LOC108014064|XP_016935572.2|DSUZ
OG0004079	LOC6618987|XP_002043232.1|DSEC	LOC108021818|XP_016946111.1|DSUZ
OG0004080	LOC6609462|XP_002034147.1|DSEC	LOC108018185|XP_016941178.1|DSUZ
OG0004081	LOC6609220|XP_032570268.1|DSEC	LOC108009316|XP_016929066.1|DSUZ
OG0004082	LOC6615301|XP_002039705.1|DSEC	LOC108008096|XP_016927374.2|DSUZ
OG0004083	LOC116801434|XP_032576831.1|DSEC	LOC108015778|XP_016937820.1|DSUZ
OG0004084	LOC6619372|XP_032573924.1|DSEC	LOC108010673|XP_036672163.1|DSUZ
OG0004085	LOC6616844|XP_002041180.1|DSEC	LOC108015676|XP_016937677.2|DSUZ
OG0004086	LOC6617160|XP_032577787.1|DSEC	LOC108020143|XP_036673589.1|DSUZ
OG0004087	LOC6617601|XP_032581063.1|DSEC	LOC108004650|XP_016923089.1|DSUZ
OG0004088	LOC6617134|XP_002041461.1|DSEC	LOC108016162|XP_036675519.1|DSUZ
OG0004089	LOC6618998|XP_002043243.2|DSEC	LOC108004686|XP_036676989.1|DSUZ
OG0004090	LOC6607726|XP_032579116.1|DSEC	LOC108017588|XP_036673426.1|DSUZ
OG0004091	LOC6606327|XP_002031132.1|DSEC	LOC108014162|XP_016935685.1|DSUZ
OG0004092	LOC6618946|XP_002043189.1|DSEC	LOC108016899|XP_016939300.1|DSUZ
OG0004094	LOC6612547|XP_002037055.1|DSEC	LOC108018943|XP_016942030.1|DSUZ
OG0004095	LOC116801474|XP_032577178.1|DSEC	LOC108007249|XP_016926376.2|DSUZ
OG0004096	LOC6617161|XP_002041488.1|DSEC	LOC108020158|XP_016943748.1|DSUZ
OG0004097	LOC6605523|XP_002030356.1|DSEC	LOC108011256|XP_016931852.2|DSUZ
OG0004098	LOC6616850|XP_002041186.1|DSEC	LOC108015682|XP_016937688.2|DSUZ
OG0004099	LOC6613867|XP_032577875.1|DSEC	LOC108005934|XP_036674985.1|DSUZ
OG0004100	LOC6613878|XP_032577815.1|DSEC	LOC108005921|XP_036675128.1|DSUZ
OG0004101	LOC6613882|XP_002038351.1|DSEC	LOC108007314|XP_016926450.2|DSUZ
OG0004102	LOC6613884|XP_032579257.1|DSEC	LOC108005925|XP_036675122.1|DSUZ
OG0004103	LOC6617017|XP_002041345.1|DSEC	LOC118878100|XP_036675335.1|DSUZ
OG0004104	LOC6607577|XP_032577966.1|DSEC	LOC108007800|XP_036674608.1|DSUZ
OG0004105	LOC6605841|XP_002030655.2|DSEC	LOC108013774|XP_016935225.1|DSUZ
OG0004106	LOC6616460|XP_002040821.1|DSEC	LOC108006890|XP_016925965.2|DSUZ
OG0004107	LOC6610506|XP_002035086.1|DSEC	LOC108013603|XP_016935029.1|DSUZ
OG0004108	LOC6606295|XP_002031100.1|DSEC	LOC108011494|XP_016932133.2|DSUZ
OG0004109	LOC6607727|XP_002032490.2|DSEC	LOC108017589|XP_036673427.1|DSUZ
OG0004110	LOC6616538|XP_002040897.1|DSEC	LOC118878966|XP_036677828.1|DSUZ, LOC108007432|XP_016926578.1|DSUZ
OG0004111	LOC6616957|XP_032579160.1|DSEC	LOC108019977|XP_036674272.1|DSUZ
OG0004112	LOC6617038|XP_032576246.1|DSEC	LOC108014078|XP_036675532.1|DSUZ
OG0004113	LOC6615229|XP_002039635.1|DSEC	LOC108011229|XP_016931821.1|DSUZ
OG0004114	LOC6612369|XP_032580402.1|DSEC	LOC108019069|XP_036675846.1|DSUZ
OG0004115	LOC6612372|XP_032580395.1|DSEC	LOC108019066|XP_016942196.1|DSUZ
OG0004116	LOC6616951|XP_002041279.1|DSEC	LOC108019983|XP_016943557.2|DSUZ
OG0004117	LOC6616683|XP_002041038.1|DSEC	LOC108011394|XP_016932003.2|DSUZ
OG0004118	LOC6609633|XP_002034310.1|DSEC	LOC108009190|XP_016928830.1|DSUZ
OG0004119	LOC6616657|XP_002041014.1|DSEC	LOC108018590|XP_016941638.2|DSUZ
OG0004120	LOC6606282|XP_032578989.1|DSEC	LOC108006433|XP_016925445.2|DSUZ
OG0004121	LOC6610833|XP_032574794.1|DSEC	LOC118877274|XP_036671077.1|DSUZ
OG0004122	LOC6606304|XP_032577085.1|DSEC	LOC108004913|XP_016923488.1|DSUZ
OG0004123	LOC6614332|XP_002038772.2|DSEC	LOC118877993|XP_036674831.1|DSUZ, LOC108014871|XP_036672560.1|DSUZ
OG0004124	LOC6618620|XP_002042879.1|DSEC	LOC108005134|XP_036676977.1|DSUZ
OG0004125	LOC6612808|XP_032579157.1|DSEC	LOC108019308|XP_016942617.1|DSUZ
OG0004126	LOC6612800|XP_002037301.1|DSEC	LOC108019299|XP_036675331.1|DSUZ
OG0004127	LOC6611898|XP_002036415.1|DSEC	LOC108021165|XP_016945236.1|DSUZ, LOC108010872|XP_016931342.1|DSUZ
OG0004128	LOC6616697|XP_002041052.1|DSEC	LOC108012046|XP_036675499.1|DSUZ, LOC108012048|XP_016932817.1|DSUZ
OG0004129	LOC6608717|XP_032570256.1|DSEC	LOC108009373|XP_016929166.1|DSUZ
OG0004130	LOC6615076|XP_032581047.1|DSEC	LOC108015841|XP_036675779.1|DSUZ
OG0004131	LOC6606158|XP_002030966.1|DSEC	LOC108014804|XP_036673550.1|DSUZ
OG0004132	LOC6610542|XP_002035122.1|DSEC	LOC108007107|XP_036671564.1|DSUZ
OG0004133	LOC6617692|XP_002042004.1|DSEC	LOC108021247|XP_016945349.1|DSUZ
OG0004134	LOC6619633|XP_002043848.1|DSEC	LOC108006630|XP_036673211.1|DSUZ
OG0004135	LOC6619286|XP_032579000.1|DSEC	LOC108014325|XP_036674777.1|DSUZ, LOC108006127|XP_036672500.1|DSUZ
OG0004136	LOC6614322|XP_002038762.1|DSEC	LOC108016363|XP_016938485.2|DSUZ, LOC118878075|XP_036675202.1|DSUZ
OG0004137	LOC6608434|XP_002033168.1|DSEC	LOC108008807|XP_016928201.1|DSUZ
OG0004138	LOC6605975|XP_002030787.1|DSEC	LOC108005630|XP_016924430.2|DSUZ
OG0004139	LOC6616229|XP_002040594.1|DSEC	LOC108019097|XP_016942279.1|DSUZ
OG0004140	LOC6618956|XP_002043201.1|DSEC	LOC108016635|XP_016938821.1|DSUZ
OG0004141	LOC6610067|XP_032571303.1|DSEC	LOC108009696|XP_016929743.1|DSUZ
OG0004142	LOC116801963|XP_032580255.1|DSEC	LOC108005167|XP_016923831.1|DSUZ
OG0004143	LOC6606662|XP_002031462.1|DSEC	LOC108018671|XP_036672665.1|DSUZ, LOC118878658|XP_036677593.1|DSUZ
OG0004144	LOC6611876|XP_002036394.2|DSEC	LOC108021608|XP_016945897.1|DSUZ
OG0004145	LOC6604852|XP_002029697.1|DSEC	LOC108013199|XP_016934397.1|DSUZ
OG0004146	LOC6606197|XP_002031005.1|DSEC	LOC108014582|XP_016936231.2|DSUZ
OG0004147	LOC6611892|XP_002036409.1|DSEC	LOC108021412|XP_016945612.1|DSUZ
OG0004148	LOC6606630|XP_032577123.1|DSEC	LOC108008055|XP_036672771.1|DSUZ
OG0004149	LOC6614328|XP_002038768.1|DSEC	LOC108016359|XP_036672767.1|DSUZ, LOC118878050|XP_036675116.1|DSUZ
OG0004150	LOC6606313|XP_002031118.1|DSEC	LOC108004905|XP_016923479.2|DSUZ
OG0004151	LOC6621959|XP_032577765.1|DSEC	LOC108010848|XP_016931309.2|DSUZ
OG0004152	LOC6613945|XP_032576371.1|DSEC	LOC108016263|XP_036675172.1|DSUZ
OG0004153	LOC6608658|XP_032573065.1|DSEC	LOC108009545|XP_016929476.1|DSUZ
OG0004154	LOC6605960|XP_032574435.1|DSEC	LOC108014335|XP_016935902.1|DSUZ
OG0004155	LOC6606205|XP_002031013.1|DSEC	LOC108014583|XP_016936232.2|DSUZ
OG0004156	LOC6606323|XP_002031128.1|DSEC	LOC108014156|XP_036674026.1|DSUZ
OG0004157	LOC6614980|XP_002039397.2|DSEC	LOC108015288|XP_016937150.1|DSUZ
OG0004158	LOC6610249|XP_002034844.1|DSEC	LOC108012587|XP_016933493.1|DSUZ
OG0004159	LOC6619691|XP_002043906.2|DSEC	LOC108007939|XP_016927199.1|DSUZ
OG0004160	LOC6610416|XP_002034998.1|DSEC	LOC108013243|XP_016934479.1|DSUZ
OG0004161	LOC6606901|XP_032577844.1|DSEC	LOC108008024|XP_016927296.2|DSUZ, LOC108012127|XP_036674211.1|DSUZ
OG0004162	LOC6607105|XP_002031893.2|DSEC	LOC108016436|XP_016938576.2|DSUZ
OG0004163	LOC6607071|XP_002031859.1|DSEC	LOC108010597|XP_016930975.2|DSUZ
OG0004164	LOC6613836|XP_032577675.1|DSEC	LOC108011645|XP_036673661.1|DSUZ
OG0004165	LOC6615432|XP_002039814.1|DSEC	LOC108009797|XP_016929948.1|DSUZ
OG0004166	LOC6615813|XP_002040183.1|DSEC	LOC108010063|XP_016930365.1|DSUZ
OG0004167	LOC6607234|XP_002032015.1|DSEC	LOC108007048|XP_016926144.2|DSUZ
OG0004168	LOC6607782|XP_002032541.1|DSEC	LOC108011524|XP_036673992.1|DSUZ
OG0004169	LOC6618969|XP_032581316.1|DSEC	LOC108004767|XP_036677071.1|DSUZ
OG0004170	LOC6617659|XP_002041972.1|DSEC	LOC108004637|XP_016923075.1|DSUZ
OG0004171	LOC6612418|XP_032581214.1|DSEC	LOC108021822|XP_016946114.1|DSUZ
OG0004172	LOC6617929|XP_002042237.2|DSEC	LOC108006308|XP_016925286.1|DSUZ
OG0004173	LOC6609383|XP_002034072.1|DSEC	LOC108008609|XP_016927979.1|DSUZ
OG0004174	LOC6609016|XP_032572713.1|DSEC	LOC108019735|XP_016943153.1|DSUZ
OG0004175	LOC6609524|XP_002034208.1|DSEC	LOC108010187|XP_016930519.1|DSUZ
OG0004176	LOC6604863|XP_032574944.1|DSEC	LOC108013278|XP_016934538.1|DSUZ
OG0004177	LOC6606325|XP_032579015.1|DSEC	LOC108014157|XP_036673967.1|DSUZ
OG0004178	LOC6616696|XP_032576763.1|DSEC	LOC118878142|XP_036675685.1|DSUZ, LOC108012034|XP_036674138.1|DSUZ
OG0004179	LOC6616093|XP_002040458.1|DSEC	LOC108016847|XP_016939196.1|DSUZ
OG0004180	LOC6619035|XP_032578208.1|DSEC	LOC108015591|XP_036672538.1|DSUZ
OG0004181	LOC6607628|XP_032576422.1|DSEC	LOC108011897|XP_016932635.2|DSUZ
OG0004182	LOC6605431|XP_032573138.1|DSEC	LOC108013269|XP_016934520.1|DSUZ
OG0004183	LOC6605430|XP_002030263.2|DSEC	LOC108013575|XP_016934991.1|DSUZ
OG0004184	LOC6610719|XP_002035285.1|DSEC	LOC108011874|XP_016932608.1|DSUZ
