Orthogroup	DHYD.longest_only	DSAN.longest_only
OG0006356	LOC111594265|XP_023163260.1|DHYD	LOC120455398|XP_039497469.1|DSAN
OG0006357	LOC111598144|XP_023168978.2|DHYD	LOC120456354|XP_039499076.1|DSAN
OG0006358	LOC111595290|XP_023164713.1|DHYD	LOC120450430|XP_039489374.1|DSAN
OG0006359	LOC111602623|XP_023175553.1|DHYD	LOC120454341|XP_039495487.1|DSAN
OG0006360	LOC111605146|XP_023179295.1|DHYD	LOC120456917|XP_039499982.1|DSAN
OG0006361	LOC111592376|XP_023160316.1|DHYD	LOC120453761|XP_039494529.1|DSAN
OG0006363	LOC111596043|XP_023165847.2|DHYD	LOC120455430|XP_039497542.1|DSAN
OG0006364	LOC111602447|XP_023175273.2|DHYD	LOC120454017|XP_039494943.1|DSAN
OG0006365	LOC111593047|XP_030079313.1|DHYD	LOC120456908|XP_039499970.1|DSAN
OG0006366	LOC111593058|XP_023161401.2|DHYD	LOC120455784|XP_039498174.1|DSAN
OG0006367	LOC111594248|XP_023163228.2|DHYD	LOC120457038|XP_039500139.1|DSAN
OG0006368	LOC111592469|XP_023160449.1|DHYD	LOC120453044|XP_039493498.1|DSAN
OG0006369	LOC111592467|XP_023160436.2|DHYD	LOC120454421|XP_039495627.1|DSAN
OG0006370	LOC111598379|XP_030079596.1|DHYD	LOC120455152|XP_039496994.1|DSAN
OG0006371	LOC111602012|XP_023174674.2|DHYD	LOC120453029|XP_039493483.1|DSAN
OG0006372	LOC111603251|XP_023176526.2|DHYD	LOC120453612|XP_039494322.1|DSAN
OG0006373	LOC111604738|XP_023178679.1|DHYD	LOC120456705|XP_039499612.1|DSAN
OG0006374	LOC111597255|XP_023167626.2|DHYD	LOC120456171|XP_039498771.1|DSAN
OG0006375	LOC111598271|XP_023169216.2|DHYD	LOC120455131|XP_039496963.1|DSAN
OG0006376	LOC111598441|XP_023169454.2|DHYD	LOC120455142|XP_039496981.1|DSAN
OG0006377	LOC111603118|XP_023176358.1|DHYD	LOC120456157|XP_039498729.1|DSAN
OG0006378	LOC111600235|XP_023172033.1|DHYD	LOC120451229|XP_039490650.1|DSAN
OG0006379	LOC111591908|XP_023159586.1|DHYD	LOC120456067|XP_039498590.1|DSAN
OG0006380	LOC111604766|XP_023178735.1|DHYD	LOC120455055|XP_039496842.1|DSAN
OG0006381	LOC111603209|XP_023176472.1|DHYD	LOC120457376|XP_039500846.1|DSAN
OG0006382	LOC111593410|XP_023161904.1|DHYD	LOC120456529|XP_039499334.1|DSAN
OG0006383	LOC111598182|XP_023169048.1|DHYD	LOC120455276|XP_039497231.1|DSAN
OG0006384	LOC111602411|XP_023175209.1|DHYD	LOC120456648|XP_039499508.1|DSAN
OG0006385	LOC111600154|XP_030080628.1|DHYD	LOC120452875|XP_039493259.1|DSAN
OG0006386	LOC111605042|XP_023179146.2|DHYD	LOC120444232|XP_039479697.1|DSAN
OG0006387	LOC111592485|XP_023160473.2|DHYD	LOC120453401|XP_039494024.1|DSAN
OG0006388	LOC111598845|XP_023170049.2|DHYD	LOC120455504|XP_039497701.1|DSAN
OG0006389	LOC111598817|XP_023170013.2|DHYD	LOC120455508|XP_039497706.1|DSAN
OG0006390	LOC111595938|XP_023165672.1|DHYD	LOC120453157|XP_039493646.1|DSAN
OG0006391	LOC111594507|XP_023163592.2|DHYD	LOC120453979|XP_039494864.1|DSAN
OG0006392	LOC111593436|XP_023161951.2|DHYD	LOC120455155|XP_039497000.1|DSAN
OG0006393	LOC111602540|XP_023175438.2|DHYD	LOC120443718|XP_039478900.1|DSAN
OG0006394	LOC111601535|XP_023173935.2|DHYD	LOC120451457|XP_039491068.1|DSAN
OG0006395	LOC111597847|XP_023168524.1|DHYD	LOC120451417|XP_039491021.1|DSAN
OG0006396	LOC111593470|XP_023162000.2|DHYD	LOC120457130|XP_039500303.1|DSAN
OG0006397	LOC111593427|XP_023162347.1|DHYD	LOC120457255|XP_039500587.1|DSAN
OG0006398	LOC111603710|XP_023177219.1|DHYD	LOC120457418|XP_039500950.1|DSAN
OG0006399	LOC111596832|XP_023166975.1|DHYD	LOC120455454|XP_039497607.1|DSAN
OG0006400	LOC111596831|XP_023166974.2|DHYD	LOC120455453|XP_039497606.1|DSAN
OG0006401	LOC111592346|XP_023160247.2|DHYD	LOC120448848|XP_039486988.1|DSAN
OG0006402	LOC111598498|XP_023169525.2|DHYD	LOC120453319|XP_039493910.1|DSAN
OG0006403	LOC111592037|XP_030081745.1|DHYD	LOC120453753|XP_039494520.1|DSAN
OG0006404	LOC111592050|XP_023159815.2|DHYD	LOC120452011|XP_039491985.1|DSAN
OG0006405	LOC111604518|XP_023178382.1|DHYD	LOC120449581|XP_039488070.1|DSAN
OG0006406	LOC111602807|XP_023175872.1|DHYD	LOC120451560|XP_039491297.1|DSAN
OG0006407	LOC111603153|XP_023176398.1|DHYD	LOC120455744|XP_039498101.1|DSAN
OG0006408	LOC111593464|XP_023161994.2|DHYD	LOC120456800|XP_039499768.1|DSAN
OG0006409	LOC111591893|XP_023159567.1|DHYD	LOC120456143|XP_039498704.1|DSAN
OG0006410	LOC111594044|XP_023162968.1|DHYD	LOC120455700|XP_039498041.1|DSAN
OG0006411	LOC111596793|XP_023166919.2|DHYD	LOC120456739|XP_039499662.1|DSAN
OG0006412	LOC111595913|XP_023165635.1|DHYD	LOC120452886|XP_039493276.1|DSAN
OG0006413	LOC111601972|XP_023174615.2|DHYD	LOC120451295|XP_039490782.1|DSAN
OG0006414	LOC111595914|XP_023165632.1|DHYD	LOC120451696|XP_039491523.1|DSAN
OG0006415	LOC111596167|XP_023166027.2|DHYD	LOC120454975|XP_039496692.1|DSAN
OG0006416	LOC111602866|XP_023175952.1|DHYD	LOC120454934|XP_039496634.1|DSAN
OG0006417	LOC111603889|XP_023177474.1|DHYD	LOC120458024|XP_039501463.1|DSAN
OG0006418	LOC111603358|XP_023176672.2|DHYD	LOC120456318|XP_039499009.1|DSAN
OG0006419	LOC111597156|XP_023167477.1|DHYD	LOC120452582|XP_039492802.1|DSAN
OG0006420	LOC111602675|XP_030080792.1|DHYD	LOC120450967|XP_039490192.1|DSAN
OG0006421	LOC111602279|XP_023175043.1|DHYD	LOC120458823|XP_039502568.1|DSAN
OG0006422	LOC111602324|XP_023175093.2|DHYD	LOC120458283|XP_039501818.1|DSAN
OG0006423	LOC111603545|XP_023176946.1|DHYD	LOC120450897|XP_039490073.1|DSAN
OG0006424	LOC111603547|XP_023176948.1|DHYD	LOC120452699|XP_039492990.1|DSAN
OG0006425	LOC111603611|XP_023177044.2|DHYD	LOC120452958|XP_039493381.1|DSAN
OG0006426	LOC111603610|XP_023177043.2|DHYD	LOC120452957|XP_039493380.1|DSAN
OG0006427	LOC111593228|XP_023161648.2|DHYD	LOC120452854|XP_039493229.1|DSAN
OG0006428	LOC111599808|XP_023171363.1|DHYD	LOC120451570|XP_039491314.1|DSAN
OG0006429	LOC111602688|XP_023175680.1|DHYD	LOC120451778|XP_039491650.1|DSAN
OG0006430	LOC111605697|XP_023180139.1|DHYD	LOC120448633|XP_039486690.1|DSAN
OG0006431	LOC111601456|XP_030078731.1|DHYD	LOC120451304|XP_039490803.1|DSAN
OG0006432	LOC111603482|XP_030081668.1|DHYD	LOC120450976|XP_039490203.1|DSAN
OG0006433	LOC111602879|XP_023175977.1|DHYD	LOC120452527|XP_039492724.1|DSAN
OG0006434	LOC111594728|XP_023163927.1|DHYD	LOC120454836|XP_039496252.1|DSAN
OG0006435	LOC111592697|XP_023160840.2|DHYD	LOC120451286|XP_039490766.1|DSAN
OG0006436	LOC111604416|XP_023178239.2|DHYD	LOC120456259|XP_039498916.1|DSAN
OG0006437	LOC111597295|XP_023167684.1|DHYD	LOC120455424|XP_039497512.1|DSAN
OG0006438	LOC111599090|XP_023170398.1|DHYD	LOC120458178|XP_039501676.1|DSAN
OG0006439	LOC111598838|XP_023170045.1|DHYD	LOC120452441|XP_039492605.1|DSAN
OG0006440	LOC111598848|XP_023170054.1|DHYD	LOC120452442|XP_039492606.1|DSAN
OG0006441	LOC111594579|XP_023163704.2|DHYD	LOC120452273|XP_039492338.1|DSAN
OG0006442	LOC111601784|XP_023174312.2|DHYD	LOC120453070|XP_039493530.1|DSAN
OG0006443	LOC111600819|XP_023172887.1|DHYD	LOC120454460|XP_039495708.1|DSAN
OG0006444	LOC111594462|XP_023163528.2|DHYD	LOC120453593|XP_039494289.1|DSAN
OG0006445	LOC111591979|XP_023159697.2|DHYD	LOC120456296|XP_039498977.1|DSAN
OG0006446	LOC111601351|XP_023173651.2|DHYD	LOC120452125|XP_039492141.1|DSAN
OG0006447	LOC111600805|XP_023172863.1|DHYD	LOC120453328|XP_039493923.1|DSAN
OG0006448	LOC111597173|XP_023167502.1|DHYD	LOC120452985|XP_039493415.1|DSAN
OG0006449	LOC111597174|XP_030080855.1|DHYD	LOC120453985|XP_039494874.1|DSAN
OG0006450	LOC111594949|XP_023164214.2|DHYD	LOC120445224|XP_039481414.1|DSAN
OG0006451	LOC111601854|XP_023174458.1|DHYD	LOC120456444|XP_039499210.1|DSAN
OG0006452	LOC111596065|XP_023165882.2|DHYD	LOC120451213|XP_039490621.1|DSAN
OG0006453	LOC111601055|XP_023173239.1|DHYD	LOC120449449|XP_039487854.1|DSAN
OG0006454	LOC111601947|XP_023174571.2|DHYD	LOC120456393|XP_039499154.1|DSAN
OG0006455	LOC111602659|XP_030081681.1|DHYD	LOC120450726|XP_039489751.1|DSAN
OG0006456	LOC111602777|XP_023175812.2|DHYD	LOC120452670|XP_039492942.1|DSAN
OG0006457	LOC111605479|XP_023179781.2|DHYD	LOC120454441|XP_039495671.1|DSAN
OG0006459	LOC111602780|XP_023175814.1|DHYD	LOC120451321|XP_039490827.1|DSAN
OG0006460	LOC111596492|XP_023166521.1|DHYD	LOC120451329|XP_039490840.1|DSAN
OG0006461	LOC111602672|XP_023175633.1|DHYD	LOC120454127|XP_039495100.1|DSAN
OG0006462	LOC111601508|XP_023173871.2|DHYD	LOC120454539|XP_039495851.1|DSAN
OG0006463	LOC111595216|XP_023164597.2|DHYD	LOC120452217|XP_039492277.1|DSAN
OG0006464	LOC111596659|XP_023166732.1|DHYD	LOC120448957|XP_039487144.1|DSAN
OG0006465	LOC111604032|XP_023177657.1|DHYD	LOC120455637|XP_039497961.1|DSAN
OG0006466	LOC111594245|XP_023163224.1|DHYD	LOC120456943|XP_039500016.1|DSAN
OG0006467	LOC111598086|XP_030081667.1|DHYD	LOC120451667|XP_039491476.1|DSAN
OG0006468	LOC111598905|XP_023170141.1|DHYD	LOC120453399|XP_039494022.1|DSAN
OG0006469	LOC111605036|XP_023179141.1|DHYD	LOC120457216|XP_039500519.1|DSAN
OG0006470	LOC111595096|XP_023164431.2|DHYD	LOC120447799|XP_039485295.1|DSAN
OG0006471	LOC111596491|XP_023166520.2|DHYD	LOC120454378|XP_039495549.1|DSAN
OG0006472	LOC111596487|XP_023166516.1|DHYD	LOC120454379|XP_039495550.1|DSAN
OG0006473	LOC111598744|XP_023169910.2|DHYD	LOC120448272|XP_039486130.1|DSAN
OG0006474	LOC111593861|XP_023162683.1|DHYD	LOC120446750|XP_039483822.1|DSAN
OG0006475	LOC111601383|XP_023173689.1|DHYD	LOC120452394|XP_039492542.1|DSAN
OG0006476	LOC111598875|XP_023170103.2|DHYD	LOC120455507|XP_039497705.1|DSAN
OG0006477	LOC111604740|XP_023178681.1|DHYD	LOC120456077|XP_039498603.1|DSAN
OG0006478	LOC111602705|XP_023175710.1|DHYD	LOC120452728|XP_039493027.1|DSAN
OG0006479	LOC111602797|XP_023175852.2|DHYD	LOC120451296|XP_039490786.1|DSAN
OG0006480	LOC111593832|XP_023162638.2|DHYD	LOC120446810|XP_039483910.1|DSAN
OG0006481	LOC111603764|XP_023177265.1|DHYD	LOC120458294|XP_039501827.1|DSAN
OG0006482	LOC111598331|XP_023169300.2|DHYD	LOC120454551|XP_039495866.1|DSAN
OG0006483	LOC111594509|XP_023163594.2|DHYD	LOC120453980|XP_039494865.1|DSAN
OG0006484	LOC111594536|XP_023163644.2|DHYD	LOC120452996|XP_039493434.1|DSAN
OG0006485	LOC111596258|XP_023166161.1|DHYD	LOC120450786|XP_039489882.1|DSAN
OG0006486	LOC111601312|XP_023173604.2|DHYD	LOC120454082|XP_039495026.1|DSAN
OG0006487	LOC111603543|XP_023176945.2|DHYD	LOC120450836|XP_039489953.1|DSAN
OG0006488	LOC111598687|XP_023169819.1|DHYD	LOC120449019|XP_039487233.1|DSAN
OG0006489	LOC111605462|XP_023179749.1|DHYD	LOC120454513|XP_039495804.1|DSAN
OG0006490	LOC111603441|XP_023176796.2|DHYD	LOC120451551|XP_039491284.1|DSAN
OG0006491	LOC111595788|XP_023165441.2|DHYD	LOC120446876|XP_039484018.1|DSAN
OG0006492	LOC111598793|XP_023169980.1|DHYD	LOC120451112|XP_039490460.1|DSAN
OG0006493	LOC111595948|XP_023165684.1|DHYD	LOC120454990|XP_039496720.1|DSAN
OG0006494	LOC111594261|XP_023163255.2|DHYD	LOC120455165|XP_039497023.1|DSAN
OG0006495	LOC111598472|XP_023169497.1|DHYD	LOC120455005|XP_039496758.1|DSAN
OG0006496	LOC111596495|XP_023166524.2|DHYD	LOC120454376|XP_039495547.1|DSAN
OG0006497	LOC111594515|XP_023163608.1|DHYD	LOC120451807|XP_039491697.1|DSAN
OG0006498	LOC111594482|XP_023163558.2|DHYD	LOC120451075|XP_039490369.1|DSAN
OG0006499	LOC111596405|XP_030080761.1|DHYD	LOC120451565|XP_039491303.1|DSAN
OG0006500	LOC111592631|XP_023160736.2|DHYD	LOC120444137|XP_039479637.1|DSAN
OG0006501	LOC111594478|XP_023163549.2|DHYD	LOC120454687|XP_039496139.1|DSAN
OG0006502	LOC111594528|XP_023163630.2|DHYD	LOC120453585|XP_039494280.1|DSAN
OG0006503	LOC111594490|XP_023163567.1|DHYD	LOC120452111|XP_039492124.1|DSAN
OG0006504	LOC111594541|XP_023163659.2|DHYD	LOC120452579|XP_039492797.1|DSAN
OG0006505	LOC111597838|XP_023168508.2|DHYD	LOC120453116|XP_039493589.1|DSAN
OG0006506	LOC111598372|XP_023169348.1|DHYD	LOC120449203|XP_039487501.1|DSAN
OG0006507	LOC111598500|XP_023169534.2|DHYD	LOC120453283|XP_039493841.1|DSAN
OG0006508	LOC111598616|XP_023169718.1|DHYD	LOC120453836|XP_039494663.1|DSAN
OG0006509	LOC111593434|XP_023161949.1|DHYD	LOC120456976|XP_039500058.1|DSAN
OG0006510	LOC111601794|XP_023174338.1|DHYD	LOC120450821|XP_039489934.1|DSAN
OG0006511	LOC111594531|XP_023163636.2|DHYD	LOC120454670|XP_039496120.1|DSAN
OG0006512	LOC111600700|XP_023172722.2|DHYD	LOC120452709|XP_039493005.1|DSAN
OG0006513	LOC111594540|XP_023163649.1|DHYD	LOC120454049|XP_039494978.1|DSAN
OG0006514	LOC111598814|XP_023170006.1|DHYD	LOC120451823|XP_039491725.1|DSAN
OG0006515	LOC111598812|XP_023170004.1|DHYD	LOC120451830|XP_039491740.1|DSAN
OG0006516	LOC111593680|XP_023162340.2|DHYD	LOC120454316|XP_039495453.1|DSAN
OG0006517	LOC111593697|XP_023162410.2|DHYD	LOC120452898|XP_039493290.1|DSAN
OG0006518	LOC111593694|XP_023162378.1|DHYD	LOC120452829|XP_039493169.1|DSAN
OG0006519	LOC111593698|XP_023162411.1|DHYD	LOC120452899|XP_039493291.1|DSAN
OG0006520	LOC111596418|XP_023166397.2|DHYD	LOC120453646|XP_039494374.1|DSAN
OG0006521	LOC111593250|XP_023161676.2|DHYD	LOC120453101|XP_039493569.1|DSAN
OG0006522	LOC111596420|XP_023166399.2|DHYD	LOC120453644|XP_039494372.1|DSAN
OG0006523	LOC111594976|XP_023164243.1|DHYD	LOC120451263|XP_039490726.1|DSAN
OG0006524	LOC111598785|XP_023169966.1|DHYD	LOC120444108|XP_039479574.1|DSAN
OG0006525	LOC111592354|XP_030079673.1|DHYD	LOC120455283|XP_039497250.1|DSAN
OG0006526	LOC111594436|XP_023163492.2|DHYD	LOC120454034|XP_039494962.1|DSAN
OG0006527	LOC111594437|XP_030080736.1|DHYD	LOC120453474|XP_039494141.1|DSAN
OG0006528	LOC111594595|XP_023163726.2|DHYD	LOC120452506|XP_039492692.1|DSAN
OG0006529	LOC111594438|XP_023163494.1|DHYD	LOC120452585|XP_039492808.1|DSAN
OG0006530	LOC111594439|XP_023163495.2|DHYD	LOC120452552|XP_039492759.1|DSAN
OG0006531	LOC111594601|XP_023163733.2|DHYD	LOC120452355|XP_039492463.1|DSAN
OG0006532	LOC111594596|XP_030080663.1|DHYD	LOC120454092|XP_039495037.1|DSAN
OG0006533	LOC111601227|XP_023173492.1|DHYD	LOC120446426|XP_039483323.1|DSAN
OG0006534	LOC111594960|XP_023164227.1|DHYD	LOC120451257|XP_039490718.1|DSAN
OG0006535	LOC111604196|XP_023177920.2|DHYD	LOC120452627|XP_039492870.1|DSAN
OG0006536	LOC111598213|XP_023169135.2|DHYD	LOC120451669|XP_039491480.1|DSAN
OG0006537	LOC111600625|XP_023172597.1|DHYD	LOC120452598|XP_039492831.1|DSAN
OG0006538	LOC111599575|XP_023171017.2|DHYD	LOC120452556|XP_039492763.1|DSAN
OG0006539	LOC111596007|XP_023165793.2|DHYD	LOC120453964|XP_039494851.1|DSAN
OG0006540	LOC111598225|XP_023169152.2|DHYD	LOC120453024|XP_039493476.1|DSAN
OG0006541	LOC111595231|XP_023164635.2|DHYD	LOC120452721|XP_039493019.1|DSAN
OG0006542	LOC111595232|XP_023164636.1|DHYD	LOC120452723|XP_039493022.1|DSAN
OG0006543	LOC111597762|XP_023168385.2|DHYD	LOC120450992|XP_039490229.1|DSAN
OG0006544	LOC111596430|XP_023166412.2|DHYD	LOC120450796|XP_039489896.1|DSAN
OG0006545	LOC111598346|XP_023169320.1|DHYD	LOC120455755|XP_039498127.1|DSAN
OG0006546	LOC111603489|XP_023176856.1|DHYD	LOC120451007|XP_039490256.1|DSAN
OG0006547	LOC111593689|XP_023162354.2|DHYD	LOC120453381|XP_039493989.1|DSAN
OG0006548	LOC111605546|XP_023179876.1|DHYD	LOC120451984|XP_039491946.1|DSAN
OG0006549	LOC111604840|XP_023178840.2|DHYD	LOC120452308|XP_039492391.1|DSAN
OG0006550	LOC111594617|XP_023163773.2|DHYD	LOC120454620|XP_039496020.1|DSAN
OG0006551	LOC111596170|XP_023166031.2|DHYD	LOC120456788|XP_039499740.1|DSAN
OG0006552	LOC111596164|XP_023166024.2|DHYD	LOC120456153|XP_039498724.1|DSAN
OG0006553	LOC111597761|XP_023168384.2|DHYD	LOC120451190|XP_039490572.1|DSAN
OG0006554	LOC111602603|XP_030081687.1|DHYD	LOC120454000|XP_039494902.1|DSAN
OG0006555	LOC111595556|XP_023165121.2|DHYD	LOC120450751|XP_039489808.1|DSAN
OG0006556	LOC111594469|XP_023163537.2|DHYD	LOC120453907|XP_039494772.1|DSAN
OG0006557	LOC111599418|XP_030078700.1|DHYD	LOC120451366|XP_039490936.1|DSAN
OG0006558	LOC111598256|XP_023169193.1|DHYD	LOC120450882|XP_039490051.1|DSAN
OG0006559	LOC111602783|XP_023175822.1|DHYD	LOC120451372|XP_039490956.1|DSAN
OG0006560	LOC111594820|XP_023164050.1|DHYD	LOC120453128|XP_039493609.1|DSAN
OG0006561	LOC111594819|XP_023164049.1|DHYD	LOC120453126|XP_039493607.1|DSAN
OG0006562	LOC111598259|XP_023169201.1|DHYD	LOC120453542|XP_039494228.1|DSAN
OG0006563	LOC111598561|XP_023169632.1|DHYD	LOC120451409|XP_039491012.1|DSAN
OG0006564	LOC111598877|XP_023170110.2|DHYD	LOC120451407|XP_039491009.1|DSAN
OG0006565	LOC111598894|XP_030080671.1|DHYD	LOC120454111|XP_039495074.1|DSAN
OG0006566	LOC111595682|XP_023165288.2|DHYD	LOC120451701|XP_039491531.1|DSAN
OG0006567	LOC111598555|XP_023169617.1|DHYD	LOC120451448|XP_039491059.1|DSAN
OG0006568	LOC111598658|XP_023169776.2|DHYD	LOC120451447|XP_039491058.1|DSAN
OG0006569	LOC111594843|XP_023164077.1|DHYD	LOC120447922|XP_039485512.1|DSAN
OG0006570	LOC111604796|XP_023178781.1|DHYD	LOC120451026|XP_039490288.1|DSAN
OG0006571	LOC111595896|XP_023165605.1|DHYD	LOC120451598|XP_039491352.1|DSAN
OG0006572	LOC111601295|XP_023173574.1|DHYD	LOC120451619|XP_039491403.1|DSAN
OG0006573	LOC111592384|XP_023160326.2|DHYD	LOC120452912|XP_039493309.1|DSAN
OG0006574	LOC111601793|XP_023174333.2|DHYD	LOC120452139|XP_039492160.1|DSAN
OG0006575	LOC111604262|XP_023178026.1|DHYD	LOC120453773|XP_039494548.1|DSAN
OG0006576	LOC115482736|XP_030081594.1|DHYD	LOC120451588|XP_039491336.1|DSAN
OG0006577	LOC111596257|XP_023166160.1|DHYD	LOC120450785|XP_039489881.1|DSAN
OG0006578	LOC111598545|XP_023169605.2|DHYD	LOC120451586|XP_039491331.1|DSAN
OG0006579	LOC111603918|XP_023177511.1|DHYD	LOC120454420|XP_039495630.1|DSAN
OG0006580	LOC111601396|XP_023173708.1|DHYD	LOC120453698|XP_039494453.1|DSAN
OG0006581	LOC111604795|XP_023178780.2|DHYD	LOC120451025|XP_039490284.1|DSAN
OG0006582	LOC111599605|XP_023171059.1|DHYD	LOC120451004|XP_039490250.1|DSAN
OG0006583	LOC111601438|XP_023173782.1|DHYD	LOC120452756|XP_039493072.1|DSAN
OG0006584	LOC111595015|XP_023164290.2|DHYD	LOC120454261|XP_039495341.1|DSAN
OG0006585	LOC111595560|XP_023165122.2|DHYD	LOC120443762|XP_039478988.1|DSAN
OG0006586	LOC111596425|XP_023166405.1|DHYD	LOC120450834|XP_039489951.1|DSAN
OG0006587	LOC111596421|XP_023166401.1|DHYD	LOC120450827|XP_039489943.1|DSAN
OG0006588	LOC111602529|XP_023175426.2|DHYD	LOC120452804|XP_039493137.1|DSAN
OG0006589	LOC111595226|XP_023164624.2|DHYD	LOC120450765|XP_039489839.1|DSAN
OG0006590	LOC111595265|XP_023164683.2|DHYD	LOC120450764|XP_039489838.1|DSAN
OG0006591	LOC111594385|XP_023163420.2|DHYD	LOC120448246|XP_039486089.1|DSAN
OG0006592	LOC111594625|XP_023163784.1|DHYD	LOC120454453|XP_039495697.1|DSAN
OG0006593	LOC111594623|XP_023163781.1|DHYD	LOC120454452|XP_039495696.1|DSAN
OG0006594	LOC111595668|XP_023165260.2|DHYD	LOC120449081|XP_039487319.1|DSAN
OG0006595	LOC111594021|XP_023162897.2|DHYD	LOC120445361|XP_039481653.1|DSAN
OG0006596	LOC111592417|XP_023160361.2|DHYD	LOC120445210|XP_039481393.1|DSAN
OG0006598	LOC111604002|XP_023177626.1|DHYD	LOC120458877|XP_039502648.1|DSAN
OG0006599	LOC111597603|XP_023168172.2|DHYD	LOC120449546|XP_039488007.1|DSAN
OG0006600	LOC111593201|XP_023161597.2|DHYD	LOC120447805|XP_039485310.1|DSAN
OG0006601	LOC111605197|XP_023179372.2|DHYD	LOC120447620|XP_039485048.1|DSAN
OG0006602	LOC111605198|XP_023179373.1|DHYD	LOC120447622|XP_039485049.1|DSAN
OG0006603	LOC111605193|XP_023179364.2|DHYD	LOC120448738|XP_039486852.1|DSAN
OG0006604	LOC111598719|XP_023169879.1|DHYD	LOC120448289|XP_039486158.1|DSAN
OG0006605	LOC111596478|XP_023166502.1|DHYD	LOC120456826|XP_039499809.1|DSAN
OG0006606	LOC111600301|XP_030081394.1|DHYD	LOC120448709|XP_039486803.1|DSAN
OG0006607	LOC111603718|XP_023177194.2|DHYD	LOC120449087|XP_039487328.1|DSAN
OG0006608	LOC111604875|XP_023178880.1|DHYD	LOC120453583|XP_039494277.1|DSAN
OG0006609	LOC111602719|XP_023175733.1|DHYD	LOC120452515|XP_039492705.1|DSAN
OG0006610	LOC111601665|XP_023174118.2|DHYD	LOC120447800|XP_039485296.1|DSAN
OG0006611	LOC111601671|XP_023174129.2|DHYD	LOC120449287|XP_039487604.1|DSAN
OG0006612	LOC111601669|XP_023174127.1|DHYD	LOC120449797|XP_039488373.1|DSAN
OG0006613	LOC111601667|XP_023174126.1|DHYD	LOC120449382|XP_039487751.1|DSAN
OG0006614	LOC111601666|XP_023174123.1|DHYD	LOC120449457|XP_039487862.1|DSAN
OG0006615	LOC111601686|XP_023174160.1|DHYD	LOC120449080|XP_039487318.1|DSAN
OG0006616	LOC111592743|XP_023160908.2|DHYD	LOC120447764|XP_039485243.1|DSAN
OG0006617	LOC111601065|XP_023173256.1|DHYD	LOC120448190|XP_039485989.1|DSAN
OG0006618	LOC111598722|XP_023169882.1|DHYD	LOC120450269|XP_039489108.1|DSAN
OG0006619	LOC111599763|XP_023171288.1|DHYD	LOC120450329|XP_039489229.1|DSAN
OG0006620	LOC111599281|XP_023170647.2|DHYD	LOC120450327|XP_039489224.1|DSAN
OG0006621	LOC111592834|XP_023161026.2|DHYD	LOC120449116|XP_039487360.1|DSAN
OG0006622	LOC111598684|XP_023169815.1|DHYD	LOC120448080|XP_039485786.1|DSAN
OG0006623	LOC111598693|XP_023169826.1|DHYD	LOC120449821|XP_039488403.1|DSAN
OG0006624	LOC111597635|XP_023168208.2|DHYD	LOC120444832|XP_039480726.1|DSAN
OG0006625	LOC111597643|XP_023168216.2|DHYD	LOC120444866|XP_039480770.1|DSAN
OG0006626	LOC111597721|XP_023168329.2|DHYD	LOC120458915|XP_039502698.1|DSAN
OG0006627	LOC111600720|XP_023172759.1|DHYD	LOC120443886|XP_039479242.1|DSAN
OG0006628	LOC111600655|XP_023172645.2|DHYD	LOC120443876|XP_039479197.1|DSAN
OG0006629	LOC111592850|XP_023161059.1|DHYD	LOC120445021|XP_039481026.1|DSAN
OG0006630	LOC111605412|XP_030082031.1|DHYD	LOC120446777|XP_039483855.1|DSAN
OG0006631	LOC111603042|XP_023176248.1|DHYD	LOC120449770|XP_039488343.1|DSAN
OG0006632	LOC111605358|XP_023179605.2|DHYD	LOC120447109|XP_039484464.1|DSAN
OG0006633	LOC111595279|XP_023164693.1|DHYD	LOC120450434|XP_039489377.1|DSAN
OG0006634	LOC111599097|XP_023170406.2|DHYD	LOC120453084|XP_039493548.1|DSAN
OG0006635	LOC111599351|XP_023170749.1|DHYD	LOC120452055|XP_039492090.1|DSAN
OG0006636	LOC111591897|XP_023159573.1|DHYD	LOC120456397|XP_039499160.1|DSAN
OG0006637	LOC111592305|XP_023160180.2|DHYD	LOC120447810|XP_039485320.1|DSAN
OG0006638	LOC111604191|XP_023177914.1|DHYD	LOC120447912|XP_039485500.1|DSAN
OG0006639	LOC111604183|XP_030081399.1|DHYD	LOC120443774|XP_039479011.1|DSAN
OG0006640	LOC111595623|XP_023165198.2|DHYD	LOC120445974|XP_039482643.1|DSAN
OG0006641	LOC111597646|XP_030080886.1|DHYD	LOC120443778|XP_039479035.1|DSAN
OG0006642	LOC111595608|XP_023165181.2|DHYD	LOC120446169|XP_039482933.1|DSAN
OG0006643	LOC111600080|XP_023171788.1|DHYD	LOC120446317|XP_039483167.1|DSAN
OG0006644	LOC111593128|XP_023161498.1|DHYD	LOC120448859|XP_039487003.1|DSAN
OG0006645	LOC111594642|XP_023163805.1|DHYD	LOC120444332|XP_039479821.1|DSAN
OG0006646	LOC111603265|XP_023176548.2|DHYD	LOC120444661|XP_039480437.1|DSAN
OG0006647	LOC111604108|XP_023177785.2|DHYD	LOC120445219|XP_039481409.1|DSAN
OG0006648	LOC111596949|XP_023167173.1|DHYD	LOC120448576|XP_039486578.1|DSAN
OG0006649	LOC111603842|XP_023177380.1|DHYD	LOC120444982|XP_039480943.1|DSAN
