Orthogroup	DHYD.longest_only	DMEL.longest_only
OG0004387	LOC111599861|XP_023171449.2|DHYD	cmb|NP_729901.1|DMEL
OG0004388	LOC111597995|XP_023168742.2|DHYD	CG8854|NP_610749.3|DMEL
OG0004389	LOC111604767|XP_023178732.2|DHYD	Ack|NP_647859.1|DMEL
OG0004390	LOC111593541|XP_023162125.2|DHYD	Pka-C3|NP_730083.2|DMEL
OG0004391	LOC111593804|XP_023162602.1|DHYD	CG15125|NP_001286618.1|DMEL
OG0004392	LOC111595342|XP_030080254.1|DHYD	brm|NP_001261906.1|DMEL
OG0004393	LOC111604133|XP_023177818.1|DHYD	Ntan1|NP_611355.2|DMEL
OG0004394	LOC111596628|XP_030081352.1|DHYD	CG4945|NP_788382.1|DMEL
OG0004395	LOC111595552|XP_023165113.1|DHYD	Cpr50Cb|NP_610901.1|DMEL
OG0004396	LOC111593284|XP_023161728.1|DHYD	CG14591|NP_610196.1|DMEL
OG0004397	LOC111597073|XP_023167371.1|DHYD	Fsn|NP_610849.1|DMEL
OG0004398	LOC111593509|XP_023162068.1|DHYD	CG17059|NP_652383.1|DMEL
OG0004399	LOC111595632|XP_023165209.2|DHYD	Rif1|NP_725497.1|DMEL
OG0004400	LOC111601473|XP_023173826.2|DHYD	CG8112|NP_731269.2|DMEL
OG0004401	LOC111592116|XP_023159915.2|DHYD	CG4797|NP_726368.2|DMEL
OG0004402	LOC111601238|XP_023173504.1|DHYD	Ssrp|NP_523830.2|DMEL
OG0004403	LOC111602550|XP_030081967.1|DHYD	ttv|NP_001356963.1|DMEL
OG0004404	LOC111604334|XP_023178162.2|DHYD	Ars2|NP_610203.2|DMEL
OG0004405	LOC111600978|XP_023173129.1|DHYD	rdgC|NP_536738.3|DMEL
OG0004406	LOC111604306|XP_023178107.2|DHYD	stv|NP_001097600.1|DMEL
OG0004407	LOC111597967|XP_023168708.2|DHYD	Spt|NP_610423.3|DMEL
OG0004408	LOC111591869|XP_023159519.2|DHYD	CG14105|NP_648644.1|DMEL
OG0004409	LOC111593702|XP_023162416.1|DHYD	Hcf|NP_524621.2|DMEL
OG0004410	LOC111599736|XP_030078584.1|DHYD	MESR4|NP_001097359.1|DMEL
OG0004411	LOC111599860|XP_023171448.1|DHYD	CG11523|NP_649386.1|DMEL
OG0004412	LOC111599758|XP_030080649.1|DHYD	Ddx1|NP_524212.2|DMEL
OG0004413	LOC111600013|XP_023171686.1|DHYD	ken|NP_523833.1|DMEL
OG0004414	LOC111600040|XP_023171731.1|DHYD	Rap2l|NP_477402.1|DMEL
OG0004415	LOC111602551|XP_023175474.1|DHYD	pcs|NP_611010.4|DMEL
OG0004416	LOC111597005|XP_023167277.1|DHYD	kappaB-Ras|NP_610278.1|DMEL
OG0004417	LOC111601764|XP_023174272.2|DHYD	Ude|NP_001262929.1|DMEL
OG0004418	LOC111594343|XP_030082047.1|DHYD	CG43066|NP_001246408.1|DMEL
OG0004419	LOC111598029|XP_023168825.2|DHYD	sns|NP_001036532.1|DMEL
OG0004420	LOC111593695|XP_023162386.1|DHYD	CG8778|NP_610805.1|DMEL
OG0004421	LOC111593543|XP_023162131.1|DHYD	Tsp74F|NP_524132.1|DMEL
OG0004422	LOC111601685|XP_023174158.1|DHYD	UQCR-Q|NP_648985.1|DMEL
OG0004423	LOC111592176|XP_023160002.2|DHYD	fat-spondin|NP_477435.1|DMEL
OG0004424	LOC111594301|XP_023163306.2|DHYD	prom|NP_001137754.1|DMEL
OG0004425	LOC111605714|XP_023180167.2|DHYD	CG5955|NP_649230.1|DMEL
OG0004426	LOC111596658|XP_023166731.2|DHYD	mRpL15|NP_524185.1|DMEL
OG0004427	LOC111605726|XP_023180186.2|DHYD	mRpS31|NP_524100.1|DMEL
OG0004428	LOC111605589|XP_023179961.1|DHYD	Task6|NP_650300.2|DMEL
OG0004429	LOC111599198|XP_023170557.1|DHYD	CG14015|NP_608937.1|DMEL
OG0004430	LOC111599025|XP_023170307.2|DHYD	mop|NP_648722.2|DMEL
OG0004431	LOC111597877|XP_023168571.1|DHYD	mRpL35|NP_651001.2|DMEL
OG0004432	LOC111597875|XP_023168568.2|DHYD	CG6028|NP_651002.3|DMEL
OG0004433	LOC111600982|XP_023173140.1|DHYD	CG32447|NP_996144.1|DMEL
OG0004434	LOC111593501|XP_023162040.2|DHYD	CG4646|NP_610848.1|DMEL
OG0004435	LOC111598032|XP_023168828.1|DHYD	Oseg6|NP_611426.1|DMEL
OG0004436	LOC111594995|XP_030081915.1|DHYD	mam|NP_525115.1|DMEL
OG0004437	LOC111594973|XP_030081994.1|DHYD	Kr|NP_523867.1|DMEL
OG0004438	LOC111598010|XP_023168774.2|DHYD	eIF3m|NP_610932.1|DMEL
OG0004439	LOC111597989|XP_023168735.2|DHYD	PRAS40|NP_001303349.1|DMEL
OG0004440	LOC111599737|XP_023171264.1|DHYD	RpL18A|NP_523774.1|DMEL
OG0004441	LOC111594739|XP_023163946.2|DHYD, LOC111596326|XP_023166259.1|DHYD	Npc2a|NP_608637.1|DMEL
OG0004442	LOC111595478|XP_023165013.2|DHYD	CG10939|NP_524712.1|DMEL
OG0004443	LOC111598766|XP_023169948.1|DHYD	Pbgs|NP_648564.1|DMEL
OG0004444	LOC111592665|XP_023160792.1|DHYD	eEF1beta|NP_524808.3|DMEL
OG0004445	LOC111600153|XP_023171911.2|DHYD	CG16786|NP_611883.1|DMEL
OG0004446	LOC111597853|XP_023168532.2|DHYD	Alp4|NP_524601.2|DMEL
OG0004447	LOC111597170|XP_023167498.1|DHYD	Spase22-23|NP_651234.1|DMEL
OG0004448	LOC111597038|XP_023167319.2|DHYD	CG14483|NP_611235.1|DMEL
OG0004449	LOC111597323|XP_023167723.1|DHYD	fwe|NP_648804.1|DMEL
OG0004450	LOC111597983|XP_023168727.1|DHYD	mIF3|NP_001350856.1|DMEL
OG0004451	LOC111593674|XP_023162333.2|DHYD	CG8839|NP_610764.1|DMEL
OG0004452	LOC111597992|XP_023168739.1|DHYD	CG15120|NP_611428.1|DMEL
OG0004453	LOC111595448|XP_023164943.2|DHYD	Naus|NP_611299.2|DMEL
OG0004454	LOC111601780|XP_030081564.1|DHYD	Spt3|NP_650146.1|DMEL
OG0004455	LOC111597283|XP_023167666.2|DHYD	comm2|NP_648801.2|DMEL
OG0004456	LOC111593649|XP_030079410.1|DHYD	CG18273|NP_569843.2|DMEL
OG0004457	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD	CG7368|NP_001036599.1|DMEL
OG0004458	LOC111592813|XP_023160992.1|DHYD	CG6024|NP_001368949.1|DMEL
OG0004459	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD	CG42588|NP_648604.2|DMEL
OG0004460	LOC111594876|XP_023164130.1|DHYD	Sec3|NP_648976.2|DMEL
OG0004461	LOC111595127|XP_023164467.2|DHYD	Toll-6|NP_524081.1|DMEL
OG0004462	LOC111592253|XP_023160102.2|DHYD	CG3808|NP_649083.2|DMEL
OG0004463	LOC111595344|XP_023164786.2|DHYD	CG11241|NP_730741.2|DMEL
OG0004464	LOC111604291|XP_023178080.2|DHYD	Spt20|NP_001287062.1|DMEL
OG0004465	LOC111594708|XP_023163899.1|DHYD	Naxd|NP_649090.1|DMEL
OG0004466	LOC111592268|XP_023160134.2|DHYD	CG32204|NP_001369059.1|DMEL
OG0004467	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD	CG14185|NP_649175.1|DMEL
OG0004468	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD	Ir76b|NP_649176.1|DMEL
OG0004469	LOC111595122|XP_023164460.1|DHYD	CG7945|NP_730051.1|DMEL
OG0004470	LOC111599387|XP_030079236.1|DHYD	Socs36E|NP_523593.5|DMEL
OG0004471	LOC111597807|XP_023168460.2|DHYD	CG42390|NP_001369028.1|DMEL
OG0004472	LOC111592130|XP_030081998.1|DHYD	dap|NP_476948.1|DMEL
OG0004473	LOC111595454|XP_023164955.2|DHYD	CG43191|NP_001246272.1|DMEL
OG0004474	LOC111595453|XP_023164954.1|DHYD	128up|NP_536733.1|DMEL
OG0004475	LOC111604366|XP_023178204.2|DHYD	CG7488|NP_650248.1|DMEL
OG0004476	LOC111602261|XP_023175023.2|DHYD	CG7251|NP_608944.1|DMEL
OG0004477	LOC111595586|XP_023165165.2|DHYD	Rs1|NP_651970.1|DMEL
OG0004478	LOC111598027|XP_030081227.1|DHYD	Oaz|NP_001188929.1|DMEL
OG0004479	LOC111600048|XP_023171741.2|DHYD	CG3735|NP_611851.1|DMEL
OG0004480	LOC111598373|XP_023169352.1|DHYD	anox|NP_001027085.1|DMEL
OG0004481	LOC111605215|XP_023179409.1|DHYD	CG42518|NP_001163187.1|DMEL
OG0004482	LOC111601997|XP_023174653.2|DHYD	CG15544|NP_651828.2|DMEL
OG0004483	LOC111600037|XP_023171723.1|DHYD	CG5339|NP_611846.1|DMEL
OG0004484	LOC111599597|XP_023171050.1|DHYD	Hr83|NP_649647.1|DMEL
OG0004485	LOC111601825|XP_023174417.2|DHYD	Gr2a|NP_001162633.1|DMEL
OG0004486	LOC111604377|XP_023178216.1|DHYD	UQCR-6.4|NP_611233.1|DMEL
OG0004487	LOC111599538|XP_023170960.1|DHYD	Papst2|NP_648954.1|DMEL
OG0004488	LOC111599963|XP_023171626.1|DHYD	ppk25|NP_995766.1|DMEL
OG0004489	LOC111602889|XP_023175992.1|DHYD	CG13928|NP_647635.1|DMEL
OG0004490	LOC111605238|XP_023179442.1|DHYD	Obp49a|NP_610812.1|DMEL
OG0004491	LOC111602355|XP_023175133.2|DHYD	ppk7|NP_609016.2|DMEL
OG0004492	LOC111598307|XP_023169263.1|DHYD, LOC111596650|XP_023166716.1|DHYD	CG42529|NP_001163471.1|DMEL, ms_3_76Ca|NP_649146.1|DMEL
OG0004493	LOC111597322|XP_023167722.2|DHYD	CG43894|NP_001261790.1|DMEL
OG0004494	LOC111604946|XP_023178985.2|DHYD, LOC111596685|XP_023166759.2|DHYD	Cenp-C|NP_731254.2|DMEL
OG0004495	LOC111598230|XP_030080647.1|DHYD, LOC111599035|XP_023170318.2|DHYD	CG42335|NP_732655.3|DMEL
OG0004496	LOC111598742|XP_030081485.1|DHYD	Cyp12d1-p|NP_610635.4|DMEL, Cyp12d1-d|NP_995812.1|DMEL
OG0004497	LOC111604069|XP_023177716.2|DHYD	MFS1|NP_726254.1|DMEL
OG0004498	LOC111604359|XP_023178195.2|DHYD, LOC111604358|XP_023178194.2|DHYD	CG44142|NP_001262532.1|DMEL, CG45080|NP_001287312.1|DMEL
OG0004499	LOC111592433|XP_023160388.1|DHYD	CG42733|NP_001188902.1|DMEL, CG43397|NP_001246249.1|DMEL
OG0004500	LOC111592413|XP_023160357.2|DHYD	CG18605|NP_001188974.1|DMEL
OG0004501	LOC111603497|XP_023176875.2|DHYD	cuff|NP_610709.1|DMEL
OG0004503	LOC111603080|XP_030080770.1|DHYD	CG34303|NP_001356898.1|DMEL
OG0004504	LOC111598570|XP_023169639.1|DHYD	CkIIalpha|NP_001036624.1|DMEL
OG0004505	LOC111593254|XP_023161682.1|DHYD	Abi|NP_001247091.1|DMEL
OG0004506	LOC111592480|XP_023160464.1|DHYD	CG4849|NP_651605.1|DMEL
OG0004507	LOC111601384|XP_023173691.2|DHYD	CG18048|NP_649646.3|DMEL
OG0004508	LOC111595531|XP_023165085.1|DHYD	beat-VII|NP_733162.2|DMEL
OG0004509	LOC111592791|XP_023160966.1|DHYD	PCID2|NP_648486.1|DMEL
OG0004510	LOC111593451|XP_023161976.2|DHYD	Rok|NP_536796.2|DMEL
OG0004511	LOC111596182|XP_030080771.1|DHYD	tnc|NP_651318.3|DMEL
OG0004512	LOC111597627|XP_023168198.1|DHYD	PlexA|NP_524637.2|DMEL
OG0004513	LOC111593717|XP_023162451.2|DHYD	onecut|NP_524842.2|DMEL
OG0004514	LOC111597799|XP_023168448.2|DHYD	Asator|NP_651924.2|DMEL
OG0004515	LOC111594889|XP_023164142.2|DHYD	yl|NP_996433.1|DMEL
OG0004516	LOC111598872|XP_023170089.1|DHYD	Rab40|NP_727611.1|DMEL
OG0004517	LOC111605336|XP_030080094.1|DHYD	CG7766|NP_001245588.1|DMEL
OG0004518	LOC111596526|XP_023166561.2|DHYD	tay|NP_001259585.1|DMEL
OG0004519	LOC111595230|XP_023164634.1|DHYD	eEF1gamma|NP_652000.1|DMEL
OG0004520	LOC111600212|XP_023172001.1|DHYD	Rhp|NP_511168.3|DMEL
OG0004521	LOC111603406|XP_023176748.2|DHYD	mle|NP_476641.1|DMEL
OG0004522	LOC111603159|XP_023176404.2|DHYD	Rbm13|NP_572508.1|DMEL
OG0004523	LOC111597809|XP_023168463.1|DHYD	CG12054|NP_651853.1|DMEL
OG0004524	LOC111593479|XP_023162009.1|DHYD	Spg7|NP_570017.1|DMEL
OG0004525	LOC111596966|XP_023167206.1|DHYD	Nadsyn|NP_572913.1|DMEL
OG0004526	LOC111594173|XP_023163126.2|DHYD	ovo|NP_726971.1|DMEL
OG0004527	LOC111605319|XP_023179551.1|DHYD	eIF2Bbeta|NP_570020.1|DMEL
OG0004528	LOC111593033|XP_023161367.1|DHYD	CG15456|NP_652292.1|DMEL
OG0004529	LOC111596710|XP_023166798.2|DHYD	CG42699|NP_572263.2|DMEL
OG0004530	LOC111596791|XP_023166915.1|DHYD	CDC50|NP_573128.2|DMEL
OG0004531	LOC111597821|XP_030080657.1|DHYD	CG13847|NP_651043.2|DMEL
OG0004532	LOC111604020|XP_023177637.1|DHYD	HDAC6|NP_001259569.1|DMEL
OG0004533	LOC111593388|XP_023161877.2|DHYD	CG2200|NP_572852.1|DMEL
OG0004534	LOC111595986|XP_023165741.1|DHYD	RpLP2|NP_523764.1|DMEL
OG0004535	LOC111604684|XP_023178618.1|DHYD	st|NP_524108.1|DMEL
OG0004536	LOC111593074|XP_030080115.1|DHYD	RhoGAP19D|NP_001285496.1|DMEL
OG0004537	LOC111598843|XP_023170047.2|DHYD	iav|NP_572353.1|DMEL
OG0004538	LOC111599913|XP_023171505.1|DHYD	CG5504|NP_995932.1|DMEL
OG0004539	LOC111595030|XP_023164319.1|DHYD, LOC115483786|XP_030081902.1|DHYD	DPCoAC|NP_650891.1|DMEL
OG0004540	LOC111598169|XP_023169029.2|DHYD	BTBD9|NP_572649.1|DMEL
OG0004541	LOC111595402|XP_023164879.2|DHYD	Pcl|NP_476672.1|DMEL
OG0004542	LOC111603165|XP_023176411.2|DHYD	su_r_|NP_727320.1|DMEL
OG0004543	LOC111597317|XP_023167714.1|DHYD	CG42749|NP_001188545.1|DMEL
OG0004544	LOC111591985|XP_023159706.1|DHYD	ebo|NP_001284739.1|DMEL
OG0004545	LOC111598358|XP_023169337.2|DHYD	CG5380|NP_651029.1|DMEL
OG0004546	LOC111593930|XP_023162776.1|DHYD	fsd|NP_610851.2|DMEL
OG0004547	LOC111605306|XP_023179531.1|DHYD	eIF2Bepsilon|NP_569961.2|DMEL
OG0004548	LOC111595944|XP_023165678.1|DHYD	CG32536|NP_728237.1|DMEL
OG0004549	LOC111596240|XP_030079687.1|DHYD	Hmt4-20|NP_569853.1|DMEL
OG0004550	LOC111598821|XP_023170019.1|DHYD	Tbh|NP_788884.1|DMEL
OG0004551	LOC111596985|XP_023167237.1|DHYD	MED8|NP_722456.1|DMEL
OG0004552	LOC111605618|XP_023180024.2|DHYD	wupA|NP_728142.1|DMEL
OG0004553	LOC111605202|XP_023179378.2|DHYD	Cdc6|NP_648247.1|DMEL
OG0004554	LOC111595368|XP_023164822.2|DHYD	crm|NP_477105.2|DMEL
OG0004555	LOC111595354|XP_023164799.2|DHYD	Syx4|NP_525057.2|DMEL
OG0004556	LOC111603197|XP_023176453.2|DHYD	CG7332|NP_573338.1|DMEL
OG0004557	LOC111605253|XP_030079966.1|DHYD	CG42541|NP_996345.3|DMEL
OG0004558	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD	Cluap1|NP_608470.1|DMEL
OG0004559	LOC111602977|XP_023176139.1|DHYD	SdhD|NP_651181.1|DMEL
OG0004560	LOC111598514|XP_023169556.2|DHYD	eIF4B|NP_001015319.1|DMEL
OG0004561	LOC111596965|XP_023167210.1|DHYD	CG14853|NP_650376.1|DMEL
OG0004562	LOC111595211|XP_023164588.1|DHYD	CG6972|NP_001303445.1|DMEL
OG0004563	LOC111595209|XP_023164585.2|DHYD	CG6125|NP_732032.1|DMEL
OG0004564	LOC111596690|XP_023166771.1|DHYD	CG4770|NP_650848.1|DMEL
OG0004565	LOC111605444|XP_023179729.2|DHYD	CG3631|NP_731951.2|DMEL
OG0004566	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD	CG2124|NP_572638.1|DMEL
OG0004567	LOC111591988|XP_023159712.1|DHYD	UbcE2H|NP_572438.1|DMEL
OG0004568	LOC111604600|XP_023178482.2|DHYD	Nmdar2|NP_001014714.1|DMEL
OG0004569	LOC111605593|XP_023179969.1|DHYD	CG32944|NP_788574.3|DMEL
OG0004570	LOC111600715|XP_023172741.2|DHYD	Khc|NP_476590.1|DMEL
OG0004571	LOC111603175|XP_023176424.1|DHYD	Pgant7|NP_573301.2|DMEL
OG0004572	LOC111599135|XP_023170467.1|DHYD	CG15432|NP_608832.1|DMEL
OG0004573	LOC111596584|XP_023166631.2|DHYD	CG7702|NP_650740.1|DMEL
OG0004574	LOC111597256|XP_023167627.1|DHYD	MCTS1|NP_572288.1|DMEL
OG0004575	LOC111597260|XP_023167632.2|DHYD	CG5937|NP_001096888.2|DMEL
OG0004576	LOC111602770|XP_023175801.2|DHYD	COX7A|NP_001246986.1|DMEL
OG0004577	LOC111605590|XP_023179962.1|DHYD	CG9588|NP_650301.1|DMEL
OG0004578	LOC111600174|XP_023171936.1|DHYD	Dlic|NP_572694.1|DMEL
OG0004579	LOC111599299|XP_023170670.2|DHYD	GramD1B|NP_995623.2|DMEL
OG0004580	LOC111605525|XP_023179854.1|DHYD	CG34309|NP_001097771.1|DMEL
OG0004581	LOC111602664|XP_023175616.1|DHYD	Sra-1|NP_650447.1|DMEL
OG0004582	LOC111602001|XP_023174658.1|DHYD	Ptx1|NP_001138130.2|DMEL
OG0004583	LOC111594073|XP_023162980.2|DHYD	CG12121|NP_572545.1|DMEL
OG0004584	LOC111597991|XP_023168738.1|DHYD	U3-55K|NP_001014529.1|DMEL
OG0004585	LOC111597861|XP_023168551.2|DHYD	Capa|NP_524552.1|DMEL
OG0004586	LOC111605134|XP_030079418.1|DHYD	CG4041|NP_572197.4|DMEL
OG0004587	LOC111597803|XP_023168456.1|DHYD	chp|NP_001263137.1|DMEL
OG0004588	LOC111597833|XP_023168497.1|DHYD	CG1542|NP_651850.1|DMEL
OG0004589	LOC111597433|XP_030080051.1|DHYD	l_1_G0196|NP_001097041.2|DMEL
OG0004590	LOC111597886|XP_023168589.2|DHYD	kay|NP_001027577.2|DMEL
OG0004591	LOC111597830|XP_023168494.2|DHYD	yata|NP_651722.1|DMEL
OG0004592	LOC111593010|XP_023161313.1|DHYD	CG1461|NP_572953.1|DMEL
OG0004593	LOC111605316|XP_023179547.2|DHYD	sicily|NP_572765.1|DMEL
OG0004594	LOC111603367|XP_030079538.1|DHYD	Nrg|NP_001245581.1|DMEL
OG0004595	LOC111598333|XP_023169303.1|DHYD	Ahcy|NP_511164.2|DMEL
OG0004596	LOC111591993|XP_030079921.1|DHYD	ase|NP_476694.1|DMEL
OG0004597	LOC111596718|XP_023166808.1|DHYD	Spt7|NP_573248.2|DMEL
OG0004598	LOC111592434|XP_023160385.1|DHYD	Mo25|NP_524117.1|DMEL
OG0004599	LOC111600897|XP_030079016.1|DHYD, LOC115483197|XP_030080271.1|DHYD	Spindly|NP_608791.2|DMEL
OG0004600	LOC111597235|XP_030078958.1|DHYD	Tango10|NP_572743.1|DMEL
OG0004601	LOC111596708|XP_030078965.1|DHYD	dy|NP_511130.2|DMEL
OG0004602	LOC111594998|XP_023164265.1|DHYD	ATPsyndelta|NP_572610.1|DMEL
OG0004603	LOC111599182|XP_023170536.2|DHYD	cold|NP_608536.1|DMEL
OG0004604	LOC111603093|XP_023176321.2|DHYD	CG12056|NP_572535.1|DMEL
OG0004605	LOC111596530|XP_023166568.2|DHYD	mgl|NP_001096924.2|DMEL
OG0004606	LOC111596705|XP_023166792.2|DHYD	Ask1|NP_477089.3|DMEL
OG0004607	LOC111605305|XP_030079965.1|DHYD	fd3F|NP_001356931.1|DMEL
OG0004608	LOC111598334|XP_023169304.2|DHYD	Nup153|NP_001097002.1|DMEL
OG0004609	LOC111594069|XP_023162970.1|DHYD	CG4239|NP_573122.1|DMEL
OG0004610	LOC111597393|XP_023167827.1|DHYD	CG2246|NP_001189321.1|DMEL
OG0004611	LOC111592461|XP_023160428.1|DHYD	aralar1|NP_001247368.1|DMEL
OG0004612	LOC111592463|XP_023160432.1|DHYD	CG2224|NP_651796.1|DMEL
OG0004613	LOC111602625|XP_023175555.2|DHYD	CG6218|NP_650448.1|DMEL
OG0004614	LOC111603134|XP_023176377.2|DHYD	DNAlig4|NP_572907.1|DMEL
OG0004615	LOC111605348|XP_023179595.2|DHYD	ec|NP_001096877.1|DMEL
OG0004616	LOC111596805|XP_023166934.2|DHYD	Ost48|NP_511096.2|DMEL
OG0004617	LOC111596069|XP_023165890.1|DHYD	CG9328|NP_610059.1|DMEL
OG0004618	LOC111595904|XP_023165613.2|DHYD	CG31156|NP_651070.3|DMEL
OG0004619	LOC111597844|XP_023168519.2|DHYD	CG13409|NP_651004.1|DMEL
OG0004620	LOC111601774|XP_023174288.2|DHYD	Nsun5|NP_650787.1|DMEL
OG0004621	LOC111598896|XP_023170129.2|DHYD	CG6962|NP_650124.1|DMEL
OG0004622	LOC111592932|XP_023161158.2|DHYD	CG15803|NP_001287388.1|DMEL
OG0004623	LOC111592703|XP_023160854.1|DHYD	Naa40|NP_651715.1|DMEL
OG0004624	LOC111603618|XP_023177056.1|DHYD	Pcmt|NP_536756.1|DMEL
OG0004625	LOC111598192|XP_023169086.2|DHYD	Rab3-GEF|NP_001259560.1|DMEL
OG0004626	LOC111598188|XP_030078888.1|DHYD	sdk|NP_001284756.1|DMEL
OG0004627	LOC111596035|XP_023165832.2|DHYD	ens|NP_001097498.1|DMEL
OG0004628	LOC111603857|XP_023177468.1|DHYD	Scgdelta|NP_525039.1|DMEL
OG0004629	LOC111601987|XP_030080613.1|DHYD	CG7530|NP_650387.1|DMEL
OG0004630	LOC111597810|XP_023168466.2|DHYD	CG34133|NP_001036772.2|DMEL
OG0004631	LOC111596543|XP_023166587.2|DHYD	CG7694|NP_001138076.1|DMEL
OG0004632	LOC111596534|XP_023166575.1|DHYD	fray|NP_001303449.2|DMEL
OG0004633	LOC111592689|XP_023160824.1|DHYD	CG15506|NP_651714.1|DMEL
OG0004634	LOC111599425|XP_023170844.2|DHYD	Obp99a|NP_651707.1|DMEL
OG0004635	LOC111592359|XP_023160284.2|DHYD	CG42797|NP_572574.2|DMEL
OG0004636	LOC111594893|XP_023164148.2|DHYD	CG34401|NP_001356949.1|DMEL
OG0004637	LOC111596458|XP_030079401.1|DHYD	RhoGAP1A|NP_001284725.1|DMEL
OG0004638	LOC111600167|XP_023171927.2|DHYD	CG43759|NP_001259697.1|DMEL
OG0004640	LOC111603283|XP_023176564.2|DHYD	CG14257|NP_651528.2|DMEL
OG0004641	LOC111596785|XP_023166906.1|DHYD	CG15743|NP_572869.1|DMEL
OG0004642	LOC111596468|XP_023166487.2|DHYD	CG3335|NP_648337.1|DMEL
OG0004643	LOC111601418|XP_023173762.1|DHYD	IscU|NP_649840.1|DMEL
OG0004644	LOC111595735|XP_023165394.2|DHYD	mRpS14|NP_728245.1|DMEL
OG0004645	LOC111599041|XP_023170324.1|DHYD	Tspo|NP_608531.1|DMEL
OG0004646	LOC111597854|XP_023168534.1|DHYD	Chchd3|NP_651838.1|DMEL
OG0004647	LOC111598864|XP_023170079.1|DHYD	dah|NP_511162.1|DMEL
OG0004648	LOC111603117|XP_023176356.1|DHYD	Nup35|NP_573314.1|DMEL
OG0004649	LOC111591910|XP_023159598.1|DHYD	be|NP_727817.1|DMEL
OG0004650	LOC111592543|XP_023160593.2|DHYD	Csl4|NP_609492.1|DMEL
OG0004651	LOC111601458|XP_023173806.2|DHYD	Hmx|NP_001262674.1|DMEL
OG0004652	LOC111603284|XP_023176565.2|DHYD	BOD1|NP_001263031.1|DMEL
OG0004653	LOC111594910|XP_030081820.1|DHYD	DNApol-eta|NP_649371.2|DMEL
OG0004654	LOC111599321|XP_023170705.2|DHYD	daed|NP_608655.3|DMEL
OG0004655	LOC111603659|XP_023177111.1|DHYD	CG13601|NP_001262890.1|DMEL
OG0004656	LOC111601901|XP_023174511.1|DHYD	betaCOP|NP_523400.1|DMEL
OG0004657	LOC111592003|XP_023159751.2|DHYD	HHEX|NP_650938.2|DMEL
OG0004658	LOC111601786|XP_023174321.2|DHYD	CG6293|NP_649994.1|DMEL
OG0004659	LOC111598553|XP_023169614.1|DHYD	Sec13|NP_651977.1|DMEL
OG0004660	LOC111598359|XP_023169340.2|DHYD	CG7071|NP_651027.1|DMEL
OG0004661	LOC111601531|XP_023173932.2|DHYD	l_3_07882|NP_652040.2|DMEL
OG0004662	LOC111603431|XP_023176784.1|DHYD	Der-2|NP_650553.1|DMEL
OG0004663	LOC111593409|XP_023161901.2|DHYD	NAAT1|NP_572219.1|DMEL
OG0004664	LOC111593494|XP_023162026.2|DHYD	spoon|NP_726992.2|DMEL
OG0004665	LOC111605271|XP_030079967.1|DHYD	CG15239|NP_570081.2|DMEL
OG0004666	LOC111602723|XP_023175736.1|DHYD	MED6|NP_001163577.1|DMEL
OG0004667	LOC111602708|XP_023175713.1|DHYD	RpS29|NP_649946.1|DMEL
OG0004668	LOC111604025|XP_023177650.1|DHYD	acj6|NP_524876.1|DMEL
OG0004669	LOC111605052|XP_023179157.1|DHYD	nop5|NP_477412.1|DMEL
OG0004670	LOC111604215|XP_023177950.1|DHYD	Tsp96F|NP_001262976.1|DMEL
OG0004671	LOC111598287|XP_023169238.1|DHYD	CG18549|NP_650203.3|DMEL
OG0004672	LOC111595686|XP_023165295.2|DHYD	Cad88C|NP_731930.3|DMEL
OG0004673	LOC111597045|XP_023167332.1|DHYD	sip3|NP_651894.3|DMEL
OG0004674	LOC111603508|XP_023176884.1|DHYD	Mlc1|NP_476639.1|DMEL
OG0004675	LOC111603496|XP_023176871.1|DHYD	Mtl|NP_524533.1|DMEL
OG0004676	LOC111594417|XP_023163470.2|DHYD	Gasp|NP_649611.2|DMEL
OG0004677	LOC111604200|XP_023177924.1|DHYD	Rox8|NP_732945.1|DMEL
OG0004678	LOC111602685|XP_023175674.2|DHYD	spas|NP_732941.2|DMEL
OG0004679	LOC111601427|XP_023173771.2|DHYD	CG6026|NP_650778.2|DMEL
OG0004680	LOC111601536|XP_023173937.2|DHYD	lute|NP_001262663.1|DMEL
OG0004681	LOC111602773|XP_023175803.1|DHYD	stck|NP_731242.1|DMEL
OG0004682	LOC111601186|XP_023173435.1|DHYD	mRpL27|NP_787971.1|DMEL
OG0004683	LOC111594632|XP_023163794.2|DHYD	pic|NP_650257.1|DMEL
OG0004684	LOC111601982|XP_023174633.2|DHYD	CG8507|NP_649950.1|DMEL
OG0004685	LOC111604259|XP_023178018.1|DHYD	FipoQ|NP_733291.1|DMEL
OG0004686	LOC111604850|XP_023178851.1|DHYD	CG11975|NP_649853.1|DMEL
OG0004687	LOC111604263|XP_023178027.2|DHYD	Dr|NP_477324.1|DMEL
OG0004688	LOC111597189|XP_023167527.2|DHYD	pug|NP_731489.2|DMEL
