Orthogroup	DHYD.longest_only	DKIK.longest_only
OG0004858	LOC111603072|XP_023176297.2|DHYD	LOC108070587|XP_017016634.1|DKIK
OG0004859	LOC111603073|XP_023176300.2|DHYD	LOC108070605|XP_017016667.1|DKIK
OG0004860	LOC111602893|XP_023175997.1|DHYD	LOC108075313|XP_017023206.1|DKIK
OG0004861	LOC111598679|XP_023169808.2|DHYD	LOC108078739|XP_017028244.1|DKIK
OG0004862	LOC111598754|XP_030081508.1|DHYD	LOC108078792|XP_017028338.1|DKIK
OG0004863	LOC111605644|XP_023180073.2|DHYD	LOC108083085|XP_017034220.1|DKIK
OG0004864	LOC111598688|XP_023169820.1|DHYD	LOC108079815|XP_017029787.1|DKIK
OG0004865	LOC111594964|XP_023164230.2|DHYD	LOC108083721|XP_017035116.1|DKIK
OG0004866	LOC111605651|XP_023180081.2|DHYD	LOC108071542|XP_017017807.1|DKIK
OG0004867	LOC111603554|XP_023176959.2|DHYD	LOC108082482|XP_017033385.1|DKIK
OG0004868	LOC111603234|XP_023176509.2|DHYD	LOC108071383|XP_017017610.1|DKIK
OG0004869	LOC111597637|XP_023168210.1|DHYD	LOC108076338|XP_017024614.1|DKIK
OG0004870	LOC111597642|XP_023168215.1|DHYD	LOC108076495|XP_017024875.1|DKIK
OG0004871	LOC111604112|XP_023177787.2|DHYD	LOC108078373|XP_017027690.1|DKIK
OG0004872	LOC111605377|XP_023179629.1|DHYD	LOC108072332|XP_017018906.1|DKIK
OG0004873	LOC111596226|XP_023166111.2|DHYD	LOC108079625|XP_017029493.1|DKIK
OG0004874	LOC111604246|XP_030080826.1|DHYD	LOC108077597|XP_017026480.1|DKIK
OG0004875	LOC111594898|XP_023164152.2|DHYD	LOC108079145|XP_017028882.1|DKIK
OG0004876	LOC111602826|XP_023175905.2|DHYD	LOC108080373|XP_017030582.1|DKIK
OG0004877	LOC111598382|XP_023169359.2|DHYD	LOC108073804|XP_017021067.1|DKIK
OG0004878	LOC111604138|XP_023177824.1|DHYD	LOC108078451|XP_017027829.1|DKIK
OG0004880	LOC111596665|XP_023166740.1|DHYD	LOC108083251|XP_017034447.1|DKIK
OG0004881	LOC111592319|XP_023160204.2|DHYD	LOC108079111|XP_017028837.1|DKIK
OG0004882	LOC111595644|XP_023165237.1|DHYD	LOC108071549|XP_017017815.1|DKIK
OG0004883	LOC111597539|XP_023168096.2|DHYD	LOC108075286|XP_017023167.1|DKIK
OG0004884	LOC111597708|XP_023168314.2|DHYD	LOC108078121|XP_017027227.1|DKIK
OG0004885	LOC111605210|XP_030081099.1|DHYD	LOC108078291|XP_017027555.1|DKIK
OG0004886	LOC111594008|XP_023162873.1|DHYD	LOC108073009|XP_017019954.1|DKIK
OG0004887	LOC111597671|XP_023168265.1|DHYD	LOC108076824|XP_017025345.1|DKIK
OG0004888	LOC111598262|XP_030081015.1|DHYD	LOC108082469|XP_017033349.1|DKIK
OG0004889	LOC111600629|XP_023172600.2|DHYD	LOC108078331|XP_017027620.1|DKIK
OG0004890	LOC111600738|XP_023172785.1|DHYD	LOC108076499|XP_017024881.1|DKIK
OG0004891	LOC111593445|XP_023161966.2|DHYD	LOC108079931|XP_017029954.1|DKIK
OG0004892	LOC111594339|XP_023163354.1|DHYD	LOC108080915|XP_017031308.1|DKIK
OG0004893	LOC111600600|XP_023172560.2|DHYD	LOC108078446|XP_017027822.1|DKIK
OG0004894	LOC111603290|XP_023176581.1|DHYD	LOC108081796|XP_017032515.1|DKIK
OG0004895	LOC111594116|XP_023163043.1|DHYD	LOC108076438|XP_017024782.1|DKIK
OG0004896	LOC111604305|XP_023178109.2|DHYD	LOC108082567|XP_017033508.1|DKIK
OG0004897	LOC111604281|XP_030080986.1|DHYD	LOC108082588|XP_017033539.1|DKIK
OG0004898	LOC111593731|XP_023162487.1|DHYD	LOC108073090|XP_017020064.1|DKIK
OG0004899	LOC111599895|XP_030079706.1|DHYD	LOC108072089|XP_017018586.1|DKIK
OG0004900	LOC111600711|XP_023172736.2|DHYD	LOC108073091|XP_017020066.1|DKIK
OG0004901	LOC111600640|XP_023172615.2|DHYD	LOC108073137|XP_017020126.1|DKIK
OG0004902	LOC111596938|XP_023167157.1|DHYD	LOC108079821|XP_017029794.1|DKIK
OG0004903	LOC111603846|XP_023177396.1|DHYD	LOC108076751|XP_017025234.1|DKIK
OG0004904	LOC111602733|XP_023175746.2|DHYD	LOC108084598|XP_017036365.1|DKIK
OG0004905	LOC111593819|XP_023162617.1|DHYD	LOC108076698|XP_017025141.1|DKIK
OG0004906	LOC111603736|XP_023177220.2|DHYD	LOC108078893|XP_017028514.1|DKIK
OG0004907	LOC111595652|XP_023165243.1|DHYD	LOC108071556|XP_017017824.1|DKIK
OG0004908	LOC111592962|XP_023161220.2|DHYD	LOC108080200|XP_017030345.1|DKIK
OG0004909	LOC111592950|XP_023161198.1|DHYD	LOC108083688|XP_017035059.1|DKIK
OG0004910	LOC111592955|XP_023161211.2|DHYD	LOC108083686|XP_017035056.1|DKIK
OG0004911	LOC111601086|XP_023173281.1|DHYD	LOC108073988|XP_017021329.1|DKIK
OG0004912	LOC111603691|XP_023177149.1|DHYD	LOC108078614|XP_017028026.1|DKIK
OG0004913	LOC111602144|XP_023174861.1|DHYD	LOC108076770|XP_017025263.1|DKIK
OG0004914	LOC111602100|XP_023174804.2|DHYD	LOC108076706|XP_017025153.1|DKIK
OG0004915	LOC111604087|XP_023177746.2|DHYD	LOC108070900|XP_017017039.1|DKIK
OG0004916	LOC111596626|XP_023166680.1|DHYD	LOC108076163|XP_017024377.1|DKIK
OG0004917	LOC111595267|XP_023164681.1|DHYD	LOC108078700|XP_017028143.1|DKIK
OG0004918	LOC111595264|XP_023164678.2|DHYD	LOC108078699|XP_017028141.1|DKIK
OG0004919	LOC111594487|XP_023163563.1|DHYD	LOC108084977|XP_017036888.1|DKIK
OG0004920	LOC111604421|XP_023178245.2|DHYD	LOC108083059|XP_017034180.1|DKIK
OG0004921	LOC111602909|XP_030081141.1|DHYD	LOC108083744|XP_017035145.1|DKIK
OG0004922	LOC111605162|XP_023179315.1|DHYD	LOC108077539|XP_017026418.1|DKIK
OG0004923	LOC111595275|XP_023164690.1|DHYD	LOC108079846|XP_017029843.1|DKIK
OG0004924	LOC111600502|XP_023172398.2|DHYD	LOC108071608|XP_017017879.1|DKIK
OG0004925	LOC111600458|XP_023172327.1|DHYD	LOC108071481|XP_017017729.1|DKIK
OG0004926	LOC111600506|XP_023172402.1|DHYD	LOC108079026|XP_017028695.1|DKIK
OG0004927	LOC111600520|XP_023172420.1|DHYD	LOC108078862|XP_017028456.1|DKIK
OG0004928	LOC111592425|XP_023160368.2|DHYD	LOC108082528|XP_017033445.1|DKIK
OG0004929	LOC111601078|XP_023173272.1|DHYD	LOC108078630|XP_017028047.1|DKIK
OG0004930	LOC111603249|XP_023176528.2|DHYD	LOC108082513|XP_017033430.1|DKIK
OG0004931	LOC111602146|XP_023174863.1|DHYD	LOC108076772|XP_017025265.1|DKIK
OG0004932	LOC111600470|XP_023172345.2|DHYD	LOC108079066|XP_017028769.1|DKIK
OG0004933	LOC111593550|XP_023162172.1|DHYD	LOC108076502|XP_017024886.1|DKIK
OG0004934	LOC111600109|XP_023171839.1|DHYD	LOC108072168|XP_017018705.1|DKIK
OG0004935	LOC111602220|XP_023174966.2|DHYD	LOC108081117|XP_017031611.1|DKIK
OG0004936	LOC111599659|XP_023171123.2|DHYD	LOC108078568|XP_017027977.1|DKIK
OG0004937	LOC111595649|XP_023165241.2|DHYD	LOC108071628|XP_017017900.1|DKIK
OG0004938	LOC111595086|XP_023164410.2|DHYD	LOC108070593|XP_017016651.1|DKIK
OG0004939	LOC111604523|XP_023178388.2|DHYD	LOC108083698|XP_017035082.1|DKIK
OG0004940	LOC111605108|XP_023179218.2|DHYD	LOC108083641|XP_017035002.1|DKIK
OG0004941	LOC111600471|XP_023172347.2|DHYD	LOC108078706|XP_017028153.1|DKIK
OG0004942	LOC111593092|XP_023161456.2|DHYD	LOC108086003|XP_017038304.1|DKIK
OG0004943	LOC111601605|XP_023174038.1|DHYD	LOC108078850|XP_017028433.1|DKIK
OG0004944	LOC111602926|XP_023176042.1|DHYD	LOC108075320|XP_017023215.1|DKIK
OG0004945	LOC111601804|XP_023174402.1|DHYD	LOC108070539|XP_017016554.1|DKIK
OG0004946	LOC111591866|XP_023159516.1|DHYD	LOC108083277|XP_017034491.1|DKIK
OG0004947	LOC111595284|XP_023164704.1|DHYD	LOC108079875|XP_017029880.1|DKIK
OG0004948	LOC111595286|XP_023164706.2|DHYD	LOC108079750|XP_017029654.1|DKIK
OG0004949	LOC115482994|XP_030079494.1|DHYD, LOC111595305|XP_030079506.1|DHYD	LOC108079773|XP_017029705.1|DKIK
OG0004950	LOC111596271|XP_023166178.2|DHYD	LOC108079053|XP_017028749.1|DKIK
OG0004951	LOC111603238|XP_023176511.1|DHYD	LOC108084221|XP_017035834.1|DKIK
OG0004952	LOC111601715|XP_023174202.2|DHYD	LOC108073855|XP_017021126.1|DKIK
OG0004953	LOC111600467|XP_023172341.1|DHYD	LOC108078868|XP_017028470.1|DKIK
OG0004954	LOC111600464|XP_023172337.2|DHYD	LOC108078969|XP_017028623.1|DKIK
OG0004955	LOC111601022|XP_023173197.2|DHYD	LOC108079097|XP_017028813.1|DKIK
OG0004956	LOC111599882|XP_023171467.2|DHYD	LOC108073106|XP_017020085.1|DKIK
OG0004957	LOC111601697|XP_023174181.2|DHYD	LOC108079844|XP_017029838.1|DKIK
OG0004958	LOC111605172|XP_030081499.1|DHYD	LOC108074004|XP_017021354.1|DKIK
OG0004959	LOC111605180|XP_023179345.1|DHYD	LOC108073864|XP_017021139.1|DKIK
OG0004960	LOC111605199|XP_023179374.2|DHYD	LOC108073968|XP_017021299.1|DKIK
OG0004961	LOC111599378|XP_023170785.2|DHYD	LOC108074466|XP_017022023.1|DKIK
OG0004962	LOC111597479|XP_023167998.1|DHYD	LOC108085825|XP_017038067.1|DKIK
OG0004963	LOC111592323|XP_023160211.2|DHYD	LOC108085519|XP_017037635.1|DKIK
OG0004964	LOC111598757|XP_023169932.2|DHYD	LOC108078842|XP_017028426.1|DKIK
OG0004965	LOC111601048|XP_023173231.1|DHYD	LOC108084416|XP_017036109.1|DKIK
OG0004966	LOC111601038|XP_023173218.1|DHYD	LOC108084415|XP_017036107.1|DKIK
OG0004967	LOC111597639|XP_023168212.2|DHYD	LOC108076339|XP_017024615.1|DKIK
OG0004968	LOC111591915|XP_023159605.1|DHYD	LOC108078954|XP_017028598.1|DKIK
OG0004969	LOC111598808|XP_023169999.2|DHYD	LOC108072922|XP_017019755.1|DKIK
OG0004970	LOC111591920|XP_030079638.1|DHYD	LOC108078959|XP_017028602.1|DKIK
OG0004971	LOC111591922|XP_023159617.1|DHYD	LOC108078977|XP_017028638.1|DKIK
OG0004972	LOC111601075|XP_023173269.1|DHYD	LOC108084429|XP_017036125.1|DKIK
OG0004973	LOC111596508|XP_023166539.1|DHYD	LOC108079085|XP_017028799.1|DKIK
OG0004974	LOC111605195|XP_023179367.2|DHYD	LOC108073991|XP_017021333.1|DKIK
OG0004975	LOC111595273|XP_023164688.1|DHYD	LOC108079847|XP_017029844.1|DKIK
OG0004976	LOC111596847|XP_023167039.1|DHYD	LOC108072656|XP_017019379.1|DKIK
OG0004977	LOC111599889|XP_023171480.1|DHYD	LOC108076368|XP_017024659.1|DKIK
OG0004978	LOC111602379|XP_023175163.2|DHYD	LOC108081107|XP_017031591.1|DKIK
OG0004979	LOC111601588|XP_023174011.1|DHYD	LOC108078579|XP_017027988.1|DKIK
OG0004980	LOC111597274|XP_023167657.2|DHYD	LOC108083120|XP_017034279.1|DKIK
OG0004981	LOC111592291|XP_023160162.2|DHYD	LOC108085533|XP_017037655.1|DKIK
OG0004982	LOC111592259|XP_023160115.2|DHYD	LOC108085546|XP_017037670.1|DKIK
OG0004983	LOC111598733|XP_023169894.2|DHYD	LOC108078910|XP_017028531.1|DKIK
OG0004984	LOC111604786|XP_023178767.1|DHYD	LOC108079122|XP_017028854.1|DKIK
OG0004985	LOC111602886|XP_023175986.2|DHYD	LOC108079753|XP_017029660.1|DKIK
OG0004986	LOC111599254|XP_023170621.1|DHYD	LOC108080670|XP_017030991.1|DKIK
OG0004987	LOC111605684|XP_023180119.2|DHYD	LOC108078779|XP_017028313.1|DKIK
OG0004988	LOC111602887|XP_030081140.1|DHYD	LOC108079754|XP_017029662.1|DKIK
OG0004989	LOC111605670|XP_023180102.1|DHYD	LOC108078965|XP_017028620.1|DKIK
OG0004990	LOC111602122|XP_023174839.1|DHYD	LOC108078059|XP_017027111.1|DKIK
OG0004991	LOC111602388|XP_023175175.1|DHYD	LOC108072433|XP_017019043.1|DKIK
OG0004992	LOC111602389|XP_023175177.2|DHYD	LOC108072434|XP_017019044.1|DKIK
OG0004993	LOC111601691|XP_023174169.2|DHYD	LOC108073871|XP_017021147.1|DKIK
OG0004994	LOC111604489|XP_023178347.2|DHYD	LOC108073838|XP_017021107.1|DKIK
OG0004995	LOC111601595|XP_023174024.2|DHYD	LOC108080492|XP_017030746.1|DKIK
OG0004996	LOC111592960|XP_023161218.1|DHYD	LOC108078870|XP_017028472.1|DKIK
OG0004997	LOC111594023|XP_023162898.1|DHYD	LOC108078261|XP_017027488.1|DKIK
OG0004998	LOC111597728|XP_023168338.1|DHYD	LOC108078170|XP_017027314.1|DKIK
OG0004999	LOC111601649|XP_023174099.2|DHYD	LOC108070575|XP_017016618.1|DKIK
OG0005000	LOC111599397|XP_023170809.1|DHYD	LOC108074459|XP_017022009.1|DKIK
OG0005001	LOC111601690|XP_023174167.2|DHYD	LOC108070600|XP_017016659.1|DKIK
OG0005002	LOC111601481|XP_023173838.1|DHYD	LOC108080436|XP_017030660.1|DKIK
OG0005003	LOC111592838|XP_023161029.1|DHYD	LOC108072758|XP_017019519.1|DKIK
OG0005004	LOC111601028|XP_023173205.1|DHYD	LOC108079804|XP_017029772.1|DKIK
OG0005005	LOC111604537|XP_023178404.2|DHYD	LOC108082972|XP_017034084.1|DKIK
OG0005006	LOC111595387|XP_023164853.1|DHYD	LOC108075280|XP_017023157.1|DKIK
OG0005007	LOC111601110|XP_023173324.2|DHYD	LOC108071958|XP_017018417.1|DKIK
OG0005008	LOC111597469|XP_023167986.2|DHYD	LOC108073581|XP_017020756.1|DKIK
OG0005009	LOC111604775|XP_023178748.1|DHYD	LOC108078620|XP_017028032.1|DKIK
OG0005010	LOC111598383|XP_023169360.2|DHYD	LOC108073808|XP_017021072.1|DKIK
OG0005011	LOC111600066|XP_023171764.2|DHYD	LOC108072184|XP_017018729.1|DKIK
OG0005012	LOC111597502|XP_023168035.2|DHYD	LOC108080206|XP_017030351.1|DKIK
OG0005013	LOC111604788|XP_023178769.2|DHYD	LOC108072060|XP_017018545.1|DKIK
OG0005014	LOC111598726|XP_023169885.1|DHYD	LOC108078849|XP_017028432.1|DKIK
OG0005015	LOC111604440|XP_023178277.2|DHYD	LOC108073917|XP_017021204.1|DKIK
OG0005016	LOC111598699|XP_023169833.1|DHYD	LOC108078892|XP_017028513.1|DKIK
OG0005017	LOC111602900|XP_023176004.2|DHYD	LOC108078703|XP_017028148.1|DKIK
OG0005018	LOC111601073|XP_023173265.1|DHYD	LOC108078619|XP_017028035.1|DKIK
OG0005019	LOC111596939|XP_023167159.1|DHYD	LOC108078707|XP_017028155.1|DKIK
OG0005020	LOC111593871|XP_023162700.2|DHYD	LOC108077963|XP_017026992.1|DKIK
OG0005021	LOC111594701|XP_023163890.2|DHYD	LOC108077195|XP_017025928.1|DKIK
OG0005022	LOC111595294|XP_023164716.2|DHYD	LOC108079800|XP_017029769.1|DKIK
OG0005023	LOC111600645|XP_023172630.1|DHYD	LOC108078317|XP_017027604.1|DKIK
OG0005024	LOC111596969|XP_023167213.1|DHYD	LOC108079894|XP_017029910.1|DKIK
OG0005025	LOC111597494|XP_023168020.2|DHYD	LOC108078810|XP_017028377.1|DKIK
OG0005026	LOC111601734|XP_023174226.2|DHYD	LOC108070570|XP_017016611.1|DKIK
OG0005027	LOC111604485|XP_023178340.2|DHYD	LOC108072791|XP_017019561.1|DKIK
OG0005028	LOC111605544|XP_023179874.1|DHYD	LOC108077707|XP_017026635.1|DKIK
OG0005029	LOC111601054|XP_023173238.2|DHYD	LOC108071946|XP_017018400.1|DKIK
OG0005030	LOC111600511|XP_023172407.1|DHYD	LOC108079099|XP_017028816.1|DKIK
OG0005031	LOC111592969|XP_023161229.2|DHYD	LOC108071920|XP_017018368.1|DKIK
OG0005032	LOC111594361|XP_023163392.1|DHYD	LOC108085814|XP_017038053.1|DKIK
OG0005033	LOC111593094|XP_030078950.1|DHYD	LOC108086002|XP_017038301.1|DKIK
OG0005034	LOC111593106|XP_030081422.1|DHYD	LOC108086001|XP_017038299.1|DKIK
OG0005035	LOC111594380|XP_023163412.2|DHYD	LOC108085807|XP_017038047.1|DKIK
OG0005036	LOC111602923|XP_023176038.1|DHYD	LOC108075158|XP_017022935.1|DKIK
OG0005037	LOC111603741|XP_023177226.1|DHYD	LOC108078778|XP_017028311.1|DKIK
OG0005038	LOC111594858|XP_023164105.1|DHYD	LOC108079884|XP_017029891.1|DKIK
OG0005039	LOC111599068|XP_023170359.2|DHYD	LOC108077432|XP_017026228.1|DKIK
OG0005040	LOC111601647|XP_023174096.2|DHYD	LOC108077519|XP_017026372.1|DKIK
OG0005041	LOC111597516|XP_023168053.2|DHYD	LOC108085826|XP_017038068.1|DKIK
OG0005042	LOC111604763|XP_023178729.2|DHYD	LOC108075086|XP_017022859.1|DKIK
OG0005043	LOC111597956|XP_023168688.1|DHYD	LOC108078020|XP_017027069.1|DKIK
OG0005044	LOC111597952|XP_023168682.2|DHYD	LOC108078394|XP_017027739.1|DKIK
OG0005045	LOC111597999|XP_023168755.1|DHYD	LOC108077956|XP_017026984.1|DKIK
OG0005046	LOC111602369|XP_023175151.1|DHYD	LOC108081151|XP_017031679.1|DKIK
OG0005047	LOC111595072|XP_023164396.2|DHYD	LOC108070444|XP_017016411.1|DKIK
OG0005048	LOC111595074|XP_023164399.1|DHYD	LOC108070489|XP_017016471.1|DKIK
OG0005049	LOC111594384|XP_023163419.2|DHYD	LOC108085806|XP_017038045.1|DKIK
OG0005050	LOC111602187|XP_023174915.2|DHYD	LOC108072444|XP_017019061.1|DKIK
OG0005051	LOC111594356|XP_023163383.1|DHYD	LOC108085819|XP_017038059.1|DKIK
OG0005052	LOC111594357|XP_023163384.1|DHYD	LOC108085809|XP_017038049.1|DKIK
OG0005053	LOC111594673|XP_023163851.2|DHYD	LOC108077270|XP_017026026.1|DKIK
OG0005054	LOC111592254|XP_023160103.1|DHYD	LOC108075002|XP_017022734.1|DKIK
OG0005055	LOC111605046|XP_023179153.1|DHYD	LOC108083414|XP_017034658.1|DKIK
OG0005056	LOC111597656|XP_023168246.2|DHYD	LOC108078461|XP_017027842.1|DKIK
OG0005057	LOC115482742|XP_030079282.1|DHYD, LOC111593200|XP_023161592.2|DHYD	LOC108078223|XP_017027480.1|DKIK
OG0005058	LOC111601742|XP_023174233.1|DHYD	LOC108079307|XP_017029077.1|DKIK
OG0005059	LOC111593949|XP_023162808.1|DHYD	LOC108076202|XP_017024425.1|DKIK
OG0005060	LOC111593840|XP_023162648.1|DHYD	LOC108076308|XP_017024567.1|DKIK
OG0005061	LOC111596293|XP_023166217.2|DHYD	LOC108082777|XP_017033799.1|DKIK
OG0005062	LOC111600141|XP_030081193.1|DHYD	LOC108072105|XP_017018608.1|DKIK
OG0005063	LOC111604100|XP_023177768.2|DHYD	LOC108083314|XP_017034545.1|DKIK
OG0005064	LOC111595098|XP_023164432.1|DHYD	LOC108078881|XP_017028497.1|DKIK
OG0005065	LOC111604189|XP_023177912.2|DHYD	LOC108072176|XP_017018720.1|DKIK
OG0005066	LOC111596624|XP_023166678.1|DHYD	LOC108076182|XP_017024401.1|DKIK
OG0005067	LOC111600898|XP_023173005.2|DHYD	LOC108076790|XP_017025296.1|DKIK
OG0005068	LOC111599276|XP_023170642.1|DHYD	LOC108080571|XP_017030865.1|DKIK, LOC108080646|XP_017030960.1|DKIK
OG0005069	LOC111595622|XP_023165197.1|DHYD	LOC108076641|XP_017025060.1|DKIK
OG0005070	LOC111600038|XP_023171724.2|DHYD	LOC108072155|XP_017018688.1|DKIK
OG0005071	LOC111592798|XP_023160972.1|DHYD	LOC108073835|XP_017021105.1|DKIK
OG0005072	LOC111601946|XP_023174570.1|DHYD	LOC108080338|XP_017030527.1|DKIK
OG0005073	LOC111602226|XP_023174974.1|DHYD	LOC108076801|XP_017025315.1|DKIK
OG0005074	LOC111603043|XP_023176249.2|DHYD	LOC108070566|XP_017016595.1|DKIK
OG0005075	LOC111593577|XP_023162210.2|DHYD	LOC108074756|XP_017022421.1|DKIK
OG0005076	LOC111599915|XP_023171512.1|DHYD	LOC108072206|XP_017018756.1|DKIK
OG0005078	LOC111601586|XP_023174008.2|DHYD	LOC108079830|XP_017029817.1|DKIK
OG0005079	LOC111605381|XP_023179636.2|DHYD	LOC108072388|XP_017018984.1|DKIK
OG0005080	LOC111597541|XP_023168098.2|DHYD	LOC108079818|XP_017029790.1|DKIK
OG0005081	LOC111593878|XP_023162711.2|DHYD	LOC108080719|XP_017031059.1|DKIK
OG0005082	LOC111593527|XP_023162088.1|DHYD	LOC108083144|XP_017034315.1|DKIK
OG0005083	LOC111602872|XP_023175966.1|DHYD	LOC108071752|XP_017018066.1|DKIK
OG0005084	LOC111604409|XP_023178233.2|DHYD	LOC108075109|XP_017022880.1|DKIK
OG0005085	LOC111604415|XP_023178238.1|DHYD	LOC108073905|XP_017021189.1|DKIK
OG0005086	LOC111599947|XP_023171567.1|DHYD	LOC108073041|XP_017019993.1|DKIK
OG0005087	LOC111598681|XP_030081435.1|DHYD	LOC108078841|XP_017028425.1|DKIK
OG0005088	LOC111599953|XP_023171593.1|DHYD	LOC108072148|XP_017018680.1|DKIK
OG0005089	LOC111599951|XP_023171590.2|DHYD	LOC108072147|XP_017018679.1|DKIK
OG0005090	LOC111593733|XP_023162490.2|DHYD	LOC108076618|XP_017025034.1|DKIK
OG0005091	LOC111605230|XP_023179427.1|DHYD	LOC108078173|XP_017027318.1|DKIK
OG0005092	LOC111595042|XP_023164335.1|DHYD	LOC108078018|XP_017027071.1|DKIK
OG0005093	LOC111604457|XP_023178303.1|DHYD	LOC108073916|XP_017021202.1|DKIK
OG0005094	LOC111601607|XP_023174040.2|DHYD	LOC108079777|XP_017029709.1|DKIK
OG0005095	LOC111604487|XP_030081073.1|DHYD	LOC108072340|XP_017018917.1|DKIK
OG0005096	LOC111602231|XP_023174980.1|DHYD	LOC108075939|XP_017024071.1|DKIK
OG0005097	LOC111592520|XP_023160539.1|DHYD	LOC108074763|XP_017022429.1|DKIK, LOC108074762|XP_017022426.1|DKIK
OG0005098	LOC111604125|XP_023177808.1|DHYD	LOC108076472|XP_017024848.1|DKIK
OG0005099	LOC111593797|XP_023162586.1|DHYD	LOC108074641|XP_017022245.1|DKIK
OG0005100	LOC111593793|XP_023162580.1|DHYD	LOC108074653|XP_017022258.1|DKIK
OG0005101	LOC111601470|XP_023173824.2|DHYD	LOC108073362|XP_017020418.1|DKIK
OG0005102	LOC111592947|XP_023161196.2|DHYD	LOC108078387|XP_017027714.1|DKIK
OG0005103	LOC111600088|XP_023171796.2|DHYD	LOC108072143|XP_017018674.1|DKIK
OG0005104	LOC111603960|XP_023177563.2|DHYD	LOC108074797|XP_017022470.1|DKIK
OG0005105	LOC111605188|XP_023179354.2|DHYD	LOC108077480|XP_017026291.1|DKIK
OG0005106	LOC111597452|XP_023167949.2|DHYD	LOC108075216|XP_017023046.1|DKIK
OG0005107	LOC111601706|XP_023174193.2|DHYD	LOC108079907|XP_017029930.1|DKIK
OG0005108	LOC111592532|XP_023160581.1|DHYD	LOC108072950|XP_017019817.1|DKIK
OG0005109	LOC111603124|XP_023176365.2|DHYD	LOC108075201|XP_017023027.1|DKIK
OG0005110	LOC111592431|XP_023160383.2|DHYD	LOC108079857|XP_017029858.1|DKIK
OG0005111	LOC111605648|XP_023180078.2|DHYD	LOC108083142|XP_017034313.1|DKIK
OG0005112	LOC111595378|XP_023164842.2|DHYD	LOC108073947|XP_017021252.1|DKIK
OG0005113	LOC111605650|XP_023180080.1|DHYD	LOC108083143|XP_017034314.1|DKIK
OG0005114	LOC111598671|XP_023169796.2|DHYD	LOC108075040|XP_017022796.1|DKIK
OG0005115	LOC111603530|XP_030079278.1|DHYD	LOC108086240|XP_017038601.1|DKIK
OG0005116	LOC111605640|XP_023180069.2|DHYD	LOC108079913|XP_017029938.1|DKIK
OG0005117	LOC111593404|XP_023161892.2|DHYD	LOC108076102|XP_017024314.1|DKIK
OG0005118	LOC111603572|XP_023176994.1|DHYD	LOC108082024|XP_017032781.1|DKIK
OG0005119	LOC111600901|XP_023173012.2|DHYD	LOC108078242|XP_017027439.1|DKIK
OG0005120	LOC111596514|XP_023166546.2|DHYD	LOC108079724|XP_017029623.1|DKIK
OG0005121	LOC111605080|XP_023179181.2|DHYD	LOC108083233|XP_017034429.1|DKIK
OG0005122	LOC111594913|XP_023164168.1|DHYD	LOC108075311|XP_017023204.1|DKIK
OG0005123	LOC111593535|XP_023162106.1|DHYD	LOC108080689|XP_017031015.1|DKIK
OG0005124	LOC111605631|XP_023180053.2|DHYD	LOC108079795|XP_017029760.1|DKIK
OG0005125	LOC111605629|XP_023180050.2|DHYD	LOC108079791|XP_017029747.1|DKIK
OG0005126	LOC111601552|XP_023173962.2|DHYD	LOC108078769|XP_017028300.1|DKIK
OG0005127	LOC111603053|XP_023176274.1|DHYD	LOC108075283|XP_017023160.1|DKIK
OG0005128	LOC111595723|XP_030080919.1|DHYD	LOC108081180|XP_017031728.1|DKIK
OG0005129	LOC111596656|XP_023166728.1|DHYD	LOC108075275|XP_017023145.1|DKIK
OG0005130	LOC111605728|XP_023180188.2|DHYD	LOC108075230|XP_017023065.1|DKIK
OG0005131	LOC111593223|XP_030081118.1|DHYD	LOC108078283|XP_017027539.1|DKIK
OG0005132	LOC111597560|XP_023168126.1|DHYD	LOC108073431|XP_017020540.1|DKIK
OG0005133	LOC111604486|XP_023178342.1|DHYD	LOC108073861|XP_017021133.1|DKIK
OG0005134	LOC111595139|XP_023164478.2|DHYD	LOC108070445|XP_017016412.1|DKIK
OG0005135	LOC111596944|XP_023167167.2|DHYD	LOC108075300|XP_017023183.1|DKIK
OG0005136	LOC111596957|XP_023167183.1|DHYD	LOC108075263|XP_017023119.1|DKIK
OG0005137	LOC111595899|XP_030080665.1|DHYD	LOC108083975|XP_017035474.1|DKIK
OG0005138	LOC111593096|XP_023161461.1|DHYD	LOC108085987|XP_017038277.1|DKIK
OG0005139	LOC111596942|XP_023167164.1|DHYD	LOC108071614|XP_017017886.1|DKIK
OG0005140	LOC111601863|XP_023174472.1|DHYD	LOC108086230|XP_017038587.1|DKIK
OG0005141	LOC111594014|XP_023162880.2|DHYD	LOC108078165|XP_017027307.1|DKIK
OG0005142	LOC111597769|XP_023168395.1|DHYD	LOC108077548|XP_017026429.1|DKIK
OG0005143	LOC111605204|XP_023179379.1|DHYD	LOC108077530|XP_017026387.1|DKIK
OG0005144	LOC111605190|XP_023179357.2|DHYD	LOC108077491|XP_017026304.1|DKIK
OG0005145	LOC111605163|XP_023179316.1|DHYD	LOC108077561|XP_017026442.1|DKIK
OG0005146	LOC111598787|XP_023169970.2|DHYD	LOC108078836|XP_017028416.1|DKIK
OG0005147	LOC111598789|XP_023169973.1|DHYD	LOC108078838|XP_017028419.1|DKIK
OG0005148	LOC111595131|XP_023164470.2|DHYD	LOC108078804|XP_017028361.1|DKIK
