Orthogroup	DHYD.longest_only	DFIC.longest_only
OG0004443	LOC111598766|XP_023169948.1|DHYD	LOC108089500|XP_017043293.1|DFIC
OG0004444	LOC111592665|XP_023160792.1|DHYD	LOC108093757|XP_017049514.1|DFIC
OG0004445	LOC111600153|XP_023171911.2|DHYD	LOC108090883|XP_017045274.1|DFIC
OG0004446	LOC111597853|XP_023168532.2|DHYD	LOC108086820|XP_017039352.1|DFIC
OG0004447	LOC111597170|XP_023167498.1|DHYD	LOC108091858|XP_017046727.1|DFIC
OG0004448	LOC111597038|XP_023167319.2|DHYD	LOC108093642|XP_017049290.1|DFIC
OG0004449	LOC111597323|XP_023167723.1|DHYD	LOC108096418|XP_017053487.1|DFIC
OG0004450	LOC111597983|XP_023168727.1|DHYD	LOC108086716|XP_017039223.1|DFIC
OG0004451	LOC111593674|XP_023162333.2|DHYD	LOC108086732|XP_017039251.1|DFIC
OG0004452	LOC111597992|XP_023168739.1|DHYD	LOC108094956|XP_017051308.1|DFIC
OG0004453	LOC111595448|XP_023164943.2|DHYD	LOC108093868|XP_017049698.1|DFIC
OG0004454	LOC111601780|XP_030081564.1|DHYD	LOC108087971|XP_017041059.1|DFIC
OG0004455	LOC111597283|XP_023167666.2|DHYD	LOC108096455|XP_017053551.1|DFIC
OG0004456	LOC111593649|XP_030079410.1|DHYD	LOC108092927|XP_017048279.1|DFIC
OG0004457	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD	LOC108100725|XP_017060250.1|DFIC
OG0004458	LOC111592813|XP_023160992.1|DHYD	LOC108100474|XP_017059893.1|DFIC
OG0004459	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD	LOC108089557|XP_017043388.1|DFIC
OG0004460	LOC111594876|XP_023164130.1|DHYD	LOC108099943|XP_017059107.1|DFIC
OG0004461	LOC111595127|XP_023164467.2|DHYD	LOC108096383|XP_017053429.1|DFIC
OG0004462	LOC111592253|XP_023160102.2|DHYD	LOC108088279|XP_017041490.1|DFIC
OG0004463	LOC111595344|XP_023164786.2|DHYD	LOC108088785|XP_017042235.1|DFIC
OG0004464	LOC111604291|XP_023178080.2|DHYD	LOC108095435|XP_017052033.1|DFIC
OG0004465	LOC111594708|XP_023163899.1|DHYD	LOC108088321|XP_017041546.1|DFIC
OG0004466	LOC111592268|XP_023160134.2|DHYD	LOC108088339|XP_017041574.1|DFIC
OG0004467	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD	LOC108100591|XP_017060060.1|DFIC
OG0004468	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD	LOC108100590|XP_017060059.1|DFIC
OG0004469	LOC111595122|XP_023164460.1|DHYD	LOC108096433|XP_017053512.1|DFIC
OG0004470	LOC111599387|XP_030079236.1|DHYD	LOC108095083|XP_017051500.1|DFIC
OG0004471	LOC111597807|XP_023168460.2|DHYD	LOC108099494|XP_017058544.1|DFIC
OG0004472	LOC111592130|XP_030081998.1|DHYD	LOC108090840|XP_017045199.1|DFIC
OG0004473	LOC111595454|XP_023164955.2|DHYD	LOC108087604|XP_017040532.1|DFIC
OG0004474	LOC111595453|XP_023164954.1|DHYD	LOC108087757|XP_017040776.1|DFIC
OG0004475	LOC111604366|XP_023178204.2|DHYD	LOC108087376|XP_017040207.1|DFIC
OG0004476	LOC111602261|XP_023175023.2|DHYD	LOC108093389|XP_017048897.1|DFIC
OG0004477	LOC111595586|XP_023165165.2|DHYD	LOC108101586|XP_017061486.1|DFIC
OG0004478	LOC111598027|XP_030081227.1|DHYD	LOC108086771|XP_017039306.1|DFIC
OG0004479	LOC111600048|XP_023171741.2|DHYD	LOC108090725|XP_017045026.1|DFIC
OG0004480	LOC111598373|XP_023169352.1|DHYD	LOC108098099|XP_017056298.1|DFIC
OG0004481	LOC111605215|XP_023179409.1|DHYD	LOC108090460|XP_017044641.1|DFIC
OG0004482	LOC111601997|XP_023174653.2|DHYD	LOC108086872|XP_017039423.1|DFIC
OG0004483	LOC111600037|XP_023171723.1|DHYD	LOC108090899|XP_017045299.1|DFIC
OG0004484	LOC111599597|XP_023171050.1|DHYD	LOC108091776|XP_017046612.1|DFIC
OG0004485	LOC111601825|XP_023174417.2|DHYD	LOC108097119|XP_017054700.1|DFIC
OG0004486	LOC111604377|XP_023178216.1|DHYD	LOC108094014|XP_017049930.1|DFIC
OG0004487	LOC111599538|XP_023170960.1|DHYD	LOC108099961|XP_017059138.1|DFIC
OG0004488	LOC111599963|XP_023171626.1|DHYD	LOC108094285|XP_017050267.1|DFIC, LOC108094280|XP_017050263.1|DFIC, LOC108094286|XP_017050268.1|DFIC
OG0004489	LOC111602889|XP_023175992.1|DHYD	LOC108100267|XP_017059538.1|DFIC
OG0004490	LOC111605238|XP_023179442.1|DHYD	LOC108096564|XP_017053747.1|DFIC
OG0004491	LOC111602355|XP_023175133.2|DHYD	LOC108093012|XP_017048404.1|DFIC
OG0004492	LOC111598307|XP_023169263.1|DHYD, LOC111596650|XP_023166716.1|DHYD	LOC108088838|XP_017042300.1|DFIC
OG0004493	LOC111597322|XP_023167722.2|DHYD	LOC108089368|XP_017043033.1|DFIC
OG0004494	LOC111604946|XP_023178985.2|DHYD, LOC111596685|XP_023166759.2|DHYD	LOC108099569|XP_017058657.1|DFIC
OG0004495	LOC111598230|XP_030080647.1|DHYD, LOC111599035|XP_023170318.2|DHYD	LOC108099632|XP_017058750.1|DFIC
OG0004496	LOC111598742|XP_030081485.1|DHYD	LOC108086375|XP_017038765.1|DFIC, LOC108086376|XP_017038766.1|DFIC
OG0004497	LOC111604069|XP_023177716.2|DHYD	LOC108096525|XP_017053696.1|DFIC, LOC108096574|XP_017053760.1|DFIC
OG0004498	LOC111604359|XP_023178195.2|DHYD, LOC111604358|XP_023178194.2|DHYD	LOC108087108|XP_017039779.1|DFIC
OG0004499	LOC111592433|XP_023160388.1|DHYD	LOC108096654|XP_017053909.1|DFIC, LOC108096656|XP_017053912.1|DFIC
OG0004500	LOC111592413|XP_023160357.2|DHYD	LOC108095117|XP_017051544.1|DFIC
OG0004501	LOC111603497|XP_023176875.2|DHYD	LOC108093984|XP_017049882.1|DFIC
OG0004503	LOC111603080|XP_030080770.1|DHYD	LOC108087281|XP_017040079.1|DFIC, LOC108087054|XP_017039720.1|DFIC
OG0004504	LOC111598570|XP_023169639.1|DHYD	LOC108099996|XP_017059185.1|DFIC
OG0004505	LOC111593254|XP_023161682.1|DHYD	LOC108092161|XP_017047172.1|DFIC
OG0004506	LOC111592480|XP_023160464.1|DHYD	LOC108088468|XP_017041742.1|DFIC
OG0004507	LOC111601384|XP_023173691.2|DHYD	LOC108091835|XP_017046704.1|DFIC
OG0004508	LOC111595531|XP_023165085.1|DHYD	LOC108095925|XP_017052748.1|DFIC
OG0004509	LOC111592791|XP_023160966.1|DHYD	LOC108100393|XP_017059740.1|DFIC
OG0004510	LOC111593451|XP_023161976.2|DHYD	LOC108095309|XP_017051866.1|DFIC
OG0004511	LOC111596182|XP_030080771.1|DHYD	LOC108095821|XP_017052589.1|DFIC
OG0004512	LOC111597627|XP_023168198.1|DHYD	LOC108095023|XP_017051379.1|DFIC
OG0004513	LOC111593717|XP_023162451.2|DHYD	LOC108095037|XP_017051414.1|DFIC
OG0004514	LOC111597799|XP_023168448.2|DHYD	LOC108095018|XP_017051371.1|DFIC
OG0004515	LOC111594889|XP_023164142.2|DHYD	LOC108097664|XP_017055600.1|DFIC
OG0004516	LOC111598872|XP_023170089.1|DHYD	LOC108091250|XP_017045853.1|DFIC
OG0004517	LOC111605336|XP_030080094.1|DHYD	LOC108088601|XP_017041958.1|DFIC
OG0004518	LOC111596526|XP_023166561.2|DHYD	LOC108094624|XP_017050796.1|DFIC
OG0004519	LOC111595230|XP_023164634.1|DHYD	LOC108086579|XP_017039025.1|DFIC
OG0004520	LOC111600212|XP_023172001.1|DHYD	LOC108094686|XP_017050897.1|DFIC
OG0004521	LOC111603406|XP_023176748.2|DHYD	LOC108091136|XP_017045659.1|DFIC
OG0004522	LOC111603159|XP_023176404.2|DHYD	LOC108088709|XP_017042141.1|DFIC
OG0004523	LOC111597809|XP_023168463.1|DHYD	LOC108086835|XP_017039371.1|DFIC
OG0004524	LOC111593479|XP_023162009.1|DHYD	LOC108097008|XP_017054496.1|DFIC
OG0004525	LOC111596966|XP_023167206.1|DHYD	LOC108097558|XP_017055427.1|DFIC
OG0004526	LOC111594173|XP_023163126.2|DHYD	LOC108095313|XP_017051871.1|DFIC
OG0004527	LOC111605319|XP_023179551.1|DHYD	LOC108097203|XP_017054838.1|DFIC
OG0004528	LOC111593033|XP_023161367.1|DHYD	LOC108097488|XP_017055281.1|DFIC
OG0004529	LOC111596710|XP_023166798.2|DHYD	LOC108092862|XP_017048184.1|DFIC
OG0004530	LOC111596791|XP_023166915.1|DHYD	LOC108098131|XP_017056342.1|DFIC
OG0004531	LOC111597821|XP_030080657.1|DHYD	LOC108099672|XP_017058799.1|DFIC
OG0004532	LOC111604020|XP_023177637.1|DHYD	LOC108094637|XP_017050817.1|DFIC
OG0004533	LOC111593388|XP_023161877.2|DHYD	LOC108095581|XP_017052226.1|DFIC
OG0004534	LOC111595986|XP_023165741.1|DHYD	LOC108090455|XP_017044636.1|DFIC
OG0004535	LOC111604684|XP_023178618.1|DHYD	LOC108089378|XP_017043047.1|DFIC
OG0004536	LOC111593074|XP_030080115.1|DHYD	LOC108094411|XP_017050469.1|DFIC
OG0004537	LOC111598843|XP_023170047.2|DHYD	LOC108092958|XP_017048330.1|DFIC
OG0004538	LOC111599913|XP_023171505.1|DHYD	LOC108087708|XP_017040714.1|DFIC
OG0004539	LOC111595030|XP_023164319.1|DHYD, LOC115483786|XP_030081902.1|DHYD	LOC108093338|XP_017048823.1|DFIC
OG0004540	LOC111598169|XP_023169029.2|DHYD	LOC108091224|XP_017045818.1|DFIC
OG0004541	LOC111595402|XP_023164879.2|DHYD	LOC108093769|XP_017049527.1|DFIC
OG0004542	LOC111603165|XP_023176411.2|DHYD	LOC108088702|XP_017042132.1|DFIC
OG0004543	LOC111597317|XP_023167714.1|DHYD	LOC108095335|XP_017051905.1|DFIC
OG0004544	LOC111591985|XP_023159706.1|DHYD	LOC108092948|XP_017048308.1|DFIC
OG0004545	LOC111598358|XP_023169337.2|DHYD	LOC108099273|XP_017058141.1|DFIC
OG0004546	LOC111593930|XP_023162776.1|DHYD	LOC108087781|XP_017040801.1|DFIC
OG0004547	LOC111605306|XP_023179531.1|DHYD	LOC108097106|XP_017054664.1|DFIC
OG0004548	LOC111595944|XP_023165678.1|DHYD	LOC108094332|XP_017050374.1|DFIC
OG0004549	LOC111596240|XP_030079687.1|DHYD	LOC108092892|XP_017048227.1|DFIC
OG0004550	LOC111598821|XP_023170019.1|DHYD	LOC108098127|XP_017056337.1|DFIC
OG0004551	LOC111596985|XP_023167237.1|DHYD	LOC108094882|XP_017051206.1|DFIC
OG0004552	LOC111605618|XP_023180024.2|DHYD	LOC108091086|XP_017045579.1|DFIC
OG0004553	LOC111605202|XP_023179378.2|DHYD	LOC108089025|XP_017042599.1|DFIC
OG0004554	LOC111595368|XP_023164822.2|DHYD	LOC108097190|XP_017054823.1|DFIC
OG0004555	LOC111595354|XP_023164799.2|DHYD	LOC108097389|XP_017055134.1|DFIC
OG0004556	LOC111603197|XP_023176453.2|DHYD	LOC108087595|XP_017040518.1|DFIC
OG0004557	LOC111605253|XP_030079966.1|DHYD	LOC108091313|XP_017045926.1|DFIC
OG0004558	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD	LOC108100915|XP_017060518.1|DFIC
OG0004559	LOC111602977|XP_023176139.1|DHYD	LOC108087151|XP_017039855.1|DFIC
OG0004560	LOC111598514|XP_023169556.2|DHYD	LOC108101009|XP_017060661.1|DFIC
OG0004561	LOC111596965|XP_023167210.1|DHYD	LOC108091985|XP_017046886.1|DFIC
OG0004562	LOC111595211|XP_023164588.1|DHYD	LOC108095975|XP_017052808.1|DFIC
OG0004563	LOC111595209|XP_023164585.2|DHYD	LOC108097010|XP_017054501.1|DFIC
OG0004564	LOC111596690|XP_023166771.1|DHYD	LOC108101014|XP_017060667.1|DFIC
OG0004565	LOC111605444|XP_023179729.2|DHYD	LOC108098851|XP_017057502.1|DFIC
OG0004566	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD	LOC108095543|XP_017052161.1|DFIC
OG0004567	LOC111591988|XP_023159712.1|DHYD	LOC108098083|XP_017056274.1|DFIC
OG0004568	LOC111604600|XP_023178482.2|DHYD	LOC108097306|XP_017055011.1|DFIC
OG0004569	LOC111605593|XP_023179969.1|DHYD	LOC108098556|XP_017057050.1|DFIC
OG0004570	LOC111600715|XP_023172741.2|DHYD	LOC108090429|XP_017044589.1|DFIC
OG0004571	LOC111603175|XP_023176424.1|DHYD	LOC108088701|XP_017042130.1|DFIC
OG0004572	LOC111599135|XP_023170467.1|DHYD	LOC108101279|XP_017061061.1|DFIC
OG0004573	LOC111596584|XP_023166631.2|DHYD	LOC108087244|XP_017040029.1|DFIC
OG0004574	LOC111597256|XP_023167627.1|DHYD	LOC108097033|XP_017054541.1|DFIC
OG0004575	LOC111597260|XP_023167632.2|DHYD	LOC108097300|XP_017055004.1|DFIC
OG0004576	LOC111602770|XP_023175801.2|DHYD	LOC108097616|XP_017055515.1|DFIC
OG0004577	LOC111605590|XP_023179962.1|DHYD	LOC108092077|XP_017047042.1|DFIC
OG0004578	LOC111600174|XP_023171936.1|DHYD	LOC108091222|XP_017045814.1|DFIC
OG0004579	LOC111599299|XP_023170670.2|DHYD	LOC108092426|XP_017047484.1|DFIC
OG0004580	LOC111605525|XP_023179854.1|DHYD	LOC108087335|XP_017040158.1|DFIC
OG0004581	LOC111602664|XP_023175616.1|DHYD	LOC108097111|XP_017054680.1|DFIC
OG0004582	LOC111602001|XP_023174658.1|DHYD	LOC108086844|XP_017039383.1|DFIC
OG0004583	LOC111594073|XP_023162980.2|DHYD	LOC108097601|XP_017055497.1|DFIC
OG0004584	LOC111597991|XP_023168738.1|DHYD	LOC108086770|XP_017039305.1|DFIC
OG0004585	LOC111597861|XP_023168551.2|DHYD	LOC108088508|XP_017041830.1|DFIC
OG0004586	LOC111605134|XP_030079418.1|DHYD	LOC108101774|XP_017061737.1|DFIC
OG0004587	LOC111597803|XP_023168456.1|DHYD	LOC108086854|XP_017039397.1|DFIC
OG0004588	LOC111597833|XP_023168497.1|DHYD	LOC108086853|XP_017039396.1|DFIC
OG0004589	LOC111597433|XP_030080051.1|DHYD	LOC108100922|XP_017060530.1|DFIC
OG0004590	LOC111597886|XP_023168589.2|DHYD	LOC108088434|XP_017041694.1|DFIC
OG0004591	LOC111597830|XP_023168494.2|DHYD	LOC108088513|XP_017041839.1|DFIC
OG0004592	LOC111593010|XP_023161313.1|DHYD	LOC108097594|XP_017055480.1|DFIC
OG0004593	LOC111605316|XP_023179547.2|DHYD	LOC108097529|XP_017055363.1|DFIC
OG0004594	LOC111603367|XP_030079538.1|DHYD	LOC108097507|XP_017055308.1|DFIC
OG0004595	LOC111598333|XP_023169303.1|DHYD	LOC108094708|XP_017050934.1|DFIC
OG0004596	LOC111591993|XP_030079921.1|DHYD	LOC108092817|XP_017048081.1|DFIC
OG0004597	LOC111596718|XP_023166808.1|DHYD	LOC108093587|XP_017049204.1|DFIC
OG0004598	LOC111592434|XP_023160385.1|DHYD	LOC108089428|XP_017043124.1|DFIC
OG0004599	LOC111600897|XP_030079016.1|DHYD, LOC115483197|XP_030080271.1|DHYD	LOC108092510|XP_017047617.1|DFIC
OG0004600	LOC111597235|XP_030078958.1|DHYD	LOC108101705|XP_017061631.1|DFIC
OG0004601	LOC111596708|XP_030078965.1|DHYD	LOC108101711|XP_017061639.1|DFIC
OG0004602	LOC111594998|XP_023164265.1|DHYD	LOC108097776|XP_017055792.1|DFIC
OG0004603	LOC111599182|XP_023170536.2|DHYD	LOC108091573|XP_017046340.1|DFIC
OG0004604	LOC111603093|XP_023176321.2|DHYD	LOC108088693|XP_017042123.1|DFIC
OG0004605	LOC111596530|XP_023166568.2|DHYD	LOC108097421|XP_017055174.1|DFIC
OG0004606	LOC111596705|XP_023166792.2|DHYD	LOC108101095|XP_017060796.1|DFIC
OG0004607	LOC111605305|XP_030079965.1|DHYD	LOC108091277|XP_017045880.1|DFIC
OG0004608	LOC111598334|XP_023169304.2|DHYD	LOC108095307|XP_017051856.1|DFIC
OG0004609	LOC111594069|XP_023162970.1|DHYD	LOC108097715|XP_017055695.1|DFIC
OG0004610	LOC111597393|XP_023167827.1|DHYD	LOC108099547|XP_017058611.1|DFIC
OG0004611	LOC111592461|XP_023160428.1|DHYD	LOC108099559|XP_017058634.1|DFIC
OG0004612	LOC111592463|XP_023160432.1|DHYD	LOC108099631|XP_017058749.1|DFIC
OG0004613	LOC111602625|XP_023175555.2|DHYD	LOC108097131|XP_017054719.1|DFIC
OG0004614	LOC111603134|XP_023176377.2|DHYD	LOC108097770|XP_017055785.1|DFIC
OG0004615	LOC111605348|XP_023179595.2|DHYD	LOC108091324|XP_017045952.1|DFIC
OG0004616	LOC111596805|XP_023166934.2|DHYD	LOC108088727|XP_017042165.1|DFIC
OG0004617	LOC111596069|XP_023165890.1|DHYD	LOC108089908|XP_017043874.1|DFIC
OG0004618	LOC111595904|XP_023165613.2|DHYD	LOC108099355|XP_017058330.1|DFIC
OG0004619	LOC111597844|XP_023168519.2|DHYD	LOC108099372|XP_017058353.1|DFIC
OG0004620	LOC111601774|XP_023174288.2|DHYD	LOC108087959|XP_017041041.1|DFIC
OG0004621	LOC111598896|XP_023170129.2|DHYD	LOC108102074|XP_017062205.1|DFIC
OG0004622	LOC111592932|XP_023161158.2|DHYD	LOC108087316|XP_017040131.1|DFIC
OG0004623	LOC111592703|XP_023160854.1|DHYD	LOC108088544|XP_017041879.1|DFIC
OG0004624	LOC111603618|XP_023177056.1|DHYD	LOC108090234|XP_017044321.1|DFIC
OG0004625	LOC111598192|XP_023169086.2|DHYD	LOC108094611|XP_017050763.1|DFIC
OG0004626	LOC111598188|XP_030078888.1|DHYD	LOC108092860|XP_017048171.1|DFIC
OG0004627	LOC111596035|XP_023165832.2|DHYD	LOC108100396|XP_017059758.1|DFIC
OG0004628	LOC111603857|XP_023177468.1|DHYD	LOC108097372|XP_017055107.1|DFIC
OG0004629	LOC111601987|XP_030080613.1|DHYD	LOC108098810|XP_017057447.1|DFIC
OG0004630	LOC111597810|XP_023168466.2|DHYD	LOC108088516|XP_017041843.1|DFIC
OG0004631	LOC111596543|XP_023166587.2|DHYD	LOC108087255|XP_017040048.1|DFIC
OG0004632	LOC111596534|XP_023166575.1|DHYD	LOC108087253|XP_017040046.1|DFIC
OG0004633	LOC111592689|XP_023160824.1|DHYD	LOC108088546|XP_017041881.1|DFIC
OG0004634	LOC111599425|XP_023170844.2|DHYD	LOC108088466|XP_017041740.1|DFIC
OG0004635	LOC111592359|XP_023160284.2|DHYD	LOC108097535|XP_017055369.1|DFIC
OG0004636	LOC111594893|XP_023164148.2|DHYD	LOC108087589|XP_017040510.1|DFIC
OG0004637	LOC111596458|XP_030079401.1|DHYD	LOC108092921|XP_017048269.1|DFIC
OG0004638	LOC111600167|XP_023171927.2|DHYD	LOC108087585|XP_017040505.1|DFIC
OG0004640	LOC111603283|XP_023176564.2|DHYD	LOC108086602|XP_017039062.1|DFIC
OG0004641	LOC111596785|XP_023166906.1|DHYD	LOC108095621|XP_017052277.1|DFIC
OG0004642	LOC111596468|XP_023166487.2|DHYD	LOC108092962|XP_017048334.1|DFIC
OG0004643	LOC111601418|XP_023173762.1|DHYD	LOC108099648|XP_017058767.1|DFIC
OG0004644	LOC111595735|XP_023165394.2|DHYD	LOC108097417|XP_017055171.1|DFIC
OG0004645	LOC111599041|XP_023170324.1|DHYD	LOC108091413|XP_017046093.1|DFIC
OG0004646	LOC111597854|XP_023168534.1|DHYD	LOC108086823|XP_017039357.1|DFIC
OG0004647	LOC111598864|XP_023170079.1|DHYD	LOC108094684|XP_017050894.1|DFIC
OG0004648	LOC111603117|XP_023176356.1|DHYD	LOC108088632|XP_017042038.1|DFIC
OG0004649	LOC111591910|XP_023159598.1|DHYD	LOC108094586|XP_017050693.1|DFIC
OG0004650	LOC111592543|XP_023160593.2|DHYD	LOC108100114|XP_017059352.1|DFIC
OG0004651	LOC111601458|XP_023173806.2|DHYD	LOC108091867|XP_017046736.1|DFIC
OG0004652	LOC111603284|XP_023176565.2|DHYD	LOC108088487|XP_017041793.1|DFIC
OG0004653	LOC111594910|XP_030081820.1|DHYD	LOC108093589|XP_017049203.1|DFIC
OG0004654	LOC111599321|XP_023170705.2|DHYD	LOC108092581|XP_017047714.1|DFIC
OG0004655	LOC111603659|XP_023177111.1|DHYD	LOC108087328|XP_017040148.1|DFIC
OG0004656	LOC111601901|XP_023174511.1|DHYD	LOC108088653|XP_017042069.1|DFIC
OG0004657	LOC111592003|XP_023159751.2|DHYD	LOC108098482|XP_017056882.1|DFIC
OG0004658	LOC111601786|XP_023174321.2|DHYD	LOC108087162|XP_017039884.1|DFIC
OG0004659	LOC111598553|XP_023169614.1|DHYD	LOC108091685|XP_017046496.1|DFIC
OG0004660	LOC111598359|XP_023169340.2|DHYD	LOC108099511|XP_017058563.1|DFIC
OG0004661	LOC111601531|XP_023173932.2|DHYD	LOC108092120|XP_017047110.1|DFIC
OG0004662	LOC111603431|XP_023176784.1|DHYD	LOC108087030|XP_017039686.1|DFIC
OG0004663	LOC111593409|XP_023161901.2|DHYD	LOC108095298|XP_017051843.1|DFIC
OG0004664	LOC111593494|XP_023162026.2|DHYD	LOC108095299|XP_017051844.1|DFIC
OG0004665	LOC111605271|XP_030079967.1|DHYD	LOC108091316|XP_017045935.1|DFIC
OG0004666	LOC111602723|XP_023175736.1|DHYD	LOC108098878|XP_017057554.1|DFIC
OG0004667	LOC111602708|XP_023175713.1|DHYD	LOC108098884|XP_017057560.1|DFIC
OG0004668	LOC111604025|XP_023177650.1|DHYD	LOC108094692|XP_017050907.1|DFIC
OG0004669	LOC111605052|XP_023179157.1|DHYD	LOC108088151|XP_017041304.1|DFIC
OG0004670	LOC111604215|XP_023177950.1|DHYD	LOC108095932|XP_017052758.1|DFIC
OG0004671	LOC111598287|XP_023169238.1|DHYD	LOC108087993|XP_017041086.1|DFIC
OG0004672	LOC111595686|XP_023165295.2|DHYD	LOC108091982|XP_017046881.1|DFIC
OG0004673	LOC111597045|XP_023167332.1|DHYD	LOC108098673|XP_017057257.1|DFIC
OG0004674	LOC111603508|XP_023176884.1|DHYD	LOC108088535|XP_017041868.1|DFIC
OG0004675	LOC111603496|XP_023176871.1|DHYD	LOC108088477|XP_017041759.1|DFIC
OG0004676	LOC111594417|XP_023163470.2|DHYD	LOC108091798|XP_017046655.1|DFIC
OG0004677	LOC111604200|XP_023177924.1|DHYD	LOC108087196|XP_017039946.1|DFIC
OG0004678	LOC111602685|XP_023175674.2|DHYD	LOC108087195|XP_017039944.1|DFIC
OG0004679	LOC111601427|XP_023173771.2|DHYD	LOC108088055|XP_017041182.1|DFIC
OG0004680	LOC111601536|XP_023173937.2|DHYD	LOC108092066|XP_017047020.1|DFIC
OG0004681	LOC111602773|XP_023175803.1|DHYD	LOC108097719|XP_017055701.1|DFIC
OG0004682	LOC111601186|XP_023173435.1|DHYD	LOC108101327|XP_017061124.1|DFIC
OG0004683	LOC111594632|XP_023163794.2|DHYD	LOC108087313|XP_017040124.1|DFIC
OG0004684	LOC111601982|XP_023174633.2|DHYD	LOC108098768|XP_017057389.1|DFIC
OG0004685	LOC111604259|XP_023178018.1|DHYD	LOC108086563|XP_017039006.1|DFIC
OG0004686	LOC111604850|XP_023178851.1|DHYD	LOC108099668|XP_017058791.1|DFIC
OG0004687	LOC111604263|XP_023178027.2|DHYD	LOC108088529|XP_017041861.1|DFIC
OG0004688	LOC111597189|XP_023167527.2|DHYD	LOC108098841|XP_017057491.1|DFIC
OG0004689	LOC111601527|XP_023173921.1|DHYD	LOC108087236|XP_017040016.1|DFIC
OG0004690	LOC111600833|XP_023172905.1|DHYD	LOC108091794|XP_017046643.1|DFIC
OG0004691	LOC111599442|XP_023170865.2|DHYD	LOC108088393|XP_017041631.1|DFIC
OG0004692	LOC111602853|XP_023175940.2|DHYD	LOC108087191|XP_017039936.1|DFIC
OG0004693	LOC111602707|XP_023175716.1|DHYD	LOC108087290|XP_017040089.1|DFIC
OG0004694	LOC115483696|XP_030081612.1|DHYD, LOC111600804|XP_023172862.1|DHYD	LOC108095845|XP_017052630.1|DFIC
OG0004695	LOC111603510|XP_023176888.2|DHYD	LOC108088479|XP_017041764.1|DFIC
OG0004696	LOC111600726|XP_023172766.2|DHYD	LOC108093285|XP_017048752.1|DFIC
OG0004697	LOC111602832|XP_023175910.1|DHYD	LOC108094595|XP_017050729.1|DFIC
OG0004698	LOC111593006|XP_023161302.1|DHYD	LOC108098149|XP_017056364.1|DFIC
OG0004699	LOC111601754|XP_023174261.1|DHYD	LOC108098941|XP_017057637.1|DFIC
OG0004700	LOC111605503|XP_023179821.2|DHYD	LOC108098596|XP_017057142.1|DFIC
OG0004701	LOC111598499|XP_023169526.1|DHYD	LOC108098625|XP_017057185.1|DFIC
OG0004702	LOC111602782|XP_023175821.2|DHYD	LOC108087222|XP_017039990.1|DFIC
OG0004703	LOC111605516|XP_023179840.2|DHYD	LOC108091711|XP_017046538.1|DFIC
OG0004704	LOC111593671|XP_023162327.2|DHYD	LOC108099461|XP_017058499.1|DFIC
OG0004705	LOC111602648|XP_023175584.1|DHYD	LOC108098858|XP_017057514.1|DFIC
OG0004706	LOC111592840|XP_023161034.2|DHYD	LOC108089045|XP_017042641.1|DFIC
OG0004707	LOC111600864|XP_023172952.2|DHYD	LOC108088175|XP_017041342.1|DFIC
OG0004708	LOC111595323|XP_023164752.2|DHYD	LOC108098617|XP_017057172.1|DFIC
OG0004709	LOC111595954|XP_023165697.1|DHYD	LOC108099596|XP_017058696.1|DFIC
OG0004710	LOC111601496|XP_023173851.2|DHYD	LOC108092059|XP_017047009.1|DFIC
OG0004711	LOC111602921|XP_023176039.1|DHYD	LOC108095962|XP_017052791.1|DFIC
OG0004712	LOC111605552|XP_023179883.1|DHYD	LOC108091623|XP_017046408.1|DFIC
OG0004713	LOC111596496|XP_030080810.1|DHYD	LOC108092079|XP_017047046.1|DFIC
OG0004714	LOC111597166|XP_023167493.1|DHYD	LOC108092006|XP_017046924.1|DFIC
OG0004715	LOC111600353|XP_023172193.1|DHYD	LOC108099509|XP_017058601.1|DFIC, LOC108090044|XP_017044036.1|DFIC
OG0004716	LOC111596489|XP_023166518.2|DHYD	LOC108092033|XP_017046962.1|DFIC
OG0004717	LOC111603190|XP_023176442.2|DHYD	LOC108097496|XP_017055291.1|DFIC
OG0004718	LOC111599380|XP_023170782.2|DHYD	LOC108092585|XP_017047720.1|DFIC
OG0004719	LOC111601985|XP_023174637.2|DHYD	LOC108086840|XP_017039376.1|DFIC
OG0004720	LOC111602785|XP_023175824.1|DHYD	LOC108087144|XP_017039846.1|DFIC
OG0004721	LOC111603298|XP_023176590.2|DHYD	LOC108088428|XP_017041683.1|DFIC
OG0004722	LOC111595240|XP_023164646.2|DHYD	LOC108086588|XP_017039037.1|DFIC
OG0004723	LOC111593472|XP_023162001.2|DHYD	LOC108088626|XP_017042023.1|DFIC
OG0004724	LOC111596185|XP_023166060.1|DHYD	LOC108088065|XP_017041198.1|DFIC
OG0004725	LOC111594566|XP_023163691.2|DHYD	LOC108095833|XP_017052605.1|DFIC
OG0004726	LOC111603501|XP_023176876.2|DHYD	LOC108088528|XP_017041860.1|DFIC
