Orthogroup	DHYD.longest_only	DNOV.longest_only
OG0004325	LOC111599725|XP_023171237.1|DHYD	LOC115758118|XP_030554534.1|DNOV
OG0004326	LOC111599686|XP_023171159.1|DHYD	LOC115758117|XP_030554533.1|DNOV
OG0004327	LOC111604917|XP_023178936.1|DHYD	LOC115767787|XP_030567975.1|DNOV, LOC115768496|XP_030568942.1|DNOV
OG0004328	LOC111603832|XP_023177364.1|DHYD	LOC115760558|XP_030557824.1|DNOV
OG0004329	LOC111600098|XP_023171826.2|DHYD	LOC115761055|XP_030558535.1|DNOV
OG0004330	LOC111597037|XP_023167318.1|DHYD	LOC115765563|XP_030565069.1|DNOV
OG0004331	LOC111600025|XP_023171706.1|DHYD	LOC115763238|XP_030561578.1|DNOV
OG0004332	LOC111603598|XP_023177029.1|DHYD	LOC115759863|XP_030556830.1|DNOV
OG0004333	LOC111601177|XP_023173424.2|DHYD	LOC115760325|XP_030557470.1|DNOV
OG0004334	LOC111596075|XP_023165900.2|DHYD	LOC115759080|XP_030555772.1|DNOV
OG0004335	LOC111597137|XP_023167466.2|DHYD	LOC115760352|XP_030557505.1|DNOV
OG0004336	LOC111597136|XP_023167465.2|DHYD	LOC115761832|XP_030559640.1|DNOV
OG0004337	LOC111601944|XP_023174567.1|DHYD	LOC115758327|XP_030554756.1|DNOV
OG0004338	LOC111603738|XP_023177223.1|DHYD	LOC115769606|XP_030570359.1|DNOV
OG0004339	LOC111601244|XP_023173510.1|DHYD	LOC115757979|XP_030554324.1|DNOV
OG0004340	LOC111601243|XP_023173509.1|DHYD	LOC115757968|XP_030554312.1|DNOV
OG0004341	LOC111593212|XP_023161630.2|DHYD	LOC115766576|XP_030566421.1|DNOV
OG0004342	LOC111593814|XP_030081997.1|DHYD	LOC115764523|XP_030563481.1|DNOV
OG0004343	LOC111593751|XP_023162525.1|DHYD	LOC115764497|XP_030563444.1|DNOV
OG0004344	LOC111592814|XP_023161022.2|DHYD	LOC115764570|XP_030563559.1|DNOV
OG0004345	LOC111603744|XP_023177231.2|DHYD	LOC115758960|XP_030555622.1|DNOV
OG0004346	LOC111599719|XP_023171226.1|DHYD	LOC115758019|XP_030554382.1|DNOV
OG0004347	LOC111599718|XP_023171225.2|DHYD	LOC115758016|XP_030554375.1|DNOV
OG0004348	LOC111600140|XP_023171884.1|DHYD	LOC115758032|XP_030554405.1|DNOV
OG0004349	LOC111600071|XP_023171772.1|DHYD	LOC115771306|XP_030572809.1|DNOV
OG0004350	LOC111597046|XP_023167331.2|DHYD	LOC115764519|XP_030563478.1|DNOV
OG0004351	LOC111592223|XP_023160067.1|DHYD	LOC115757807|XP_030554084.1|DNOV
OG0004352	LOC111602651|XP_023175592.1|DHYD	LOC115764005|XP_030562685.1|DNOV
OG0004353	LOC111594977|XP_030079660.1|DHYD	LOC115765052|XP_030564286.1|DNOV
OG0004354	LOC111594971|XP_023164239.2|DHYD	LOC115765048|XP_030564282.1|DNOV
OG0004355	LOC111599547|XP_023170973.2|DHYD	LOC115764690|XP_030563741.1|DNOV
OG0004356	LOC111592112|XP_023159910.2|DHYD	LOC115758220|XP_030554630.1|DNOV
OG0004357	LOC111597081|XP_023167382.2|DHYD	LOC115759190|XP_030555930.1|DNOV
OG0004358	LOC111595519|XP_023165067.1|DHYD	LOC115758034|XP_030554404.1|DNOV
OG0004359	LOC111597940|XP_023168664.2|DHYD	LOC115764470|XP_030563372.1|DNOV
OG0004360	LOC111592265|XP_023160130.2|DHYD	LOC115771516|XP_030573111.1|DNOV
OG0004361	LOC111601365|XP_023173667.2|DHYD	LOC115765774|XP_030565305.1|DNOV
OG0004362	LOC111598691|XP_023169824.2|DHYD	LOC115769530|XP_030570232.1|DNOV
OG0004363	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD	LOC115767570|XP_030567716.1|DNOV
OG0004364	LOC111592132|XP_023159936.1|DHYD	LOC115758202|XP_030554609.1|DNOV
OG0004365	LOC111597069|XP_030082036.1|DHYD	LOC115762966|XP_030561242.1|DNOV
OG0004366	LOC111599058|XP_023170347.1|DHYD	LOC115765896|XP_030565499.1|DNOV
OG0004367	LOC111591861|XP_023159510.2|DHYD	LOC115771425|XP_030572987.1|DNOV
OG0004368	LOC111592865|XP_023161078.1|DHYD	LOC115771456|XP_030573031.1|DNOV
OG0004369	LOC111594166|XP_030082051.1|DHYD	LOC115757982|XP_030554331.1|DNOV
OG0004370	LOC111601258|XP_023173531.2|DHYD	LOC115759784|XP_030556719.1|DNOV
OG0004371	LOC111602824|XP_023175903.2|DHYD	LOC115771313|XP_030572827.1|DNOV
OG0004372	LOC111599688|XP_023171161.2|DHYD	LOC115758076|XP_030554450.1|DNOV
OG0004373	LOC111604368|XP_023178207.2|DHYD	LOC115767475|XP_030567640.1|DNOV
OG0004374	LOC111600561|XP_023172480.2|DHYD	LOC115760793|XP_030558152.1|DNOV
OG0004375	LOC111592820|XP_023161012.2|DHYD	LOC115762786|XP_030560998.1|DNOV
OG0004376	LOC111600958|XP_023173105.1|DHYD	LOC115770080|XP_030571046.1|DNOV
OG0004377	LOC111598732|XP_023169892.2|DHYD	LOC115769388|XP_030570043.1|DNOV
OG0004378	LOC111602549|XP_023175470.2|DHYD	LOC115762853|XP_030561092.1|DNOV
OG0004379	LOC111597071|XP_023167368.1|DHYD	LOC115770762|XP_030572072.1|DNOV
OG0004380	LOC111598008|XP_030081243.1|DHYD	LOC115764484|XP_030563430.1|DNOV
OG0004381	LOC111602434|XP_023175255.2|DHYD	LOC115764924|XP_030564090.1|DNOV
OG0004382	LOC111597925|XP_023168645.2|DHYD	LOC115757817|XP_030554100.1|DNOV
OG0004383	LOC111597959|XP_023168691.1|DHYD	LOC115764580|XP_030563588.1|DNOV
OG0004384	LOC111593700|XP_023162415.1|DHYD	LOC115764582|XP_030563590.1|DNOV
OG0004385	LOC111592189|XP_023160024.1|DHYD	LOC115758211|XP_030554621.1|DNOV
OG0004386	LOC111595517|XP_023165065.1|DHYD	LOC115757854|XP_030554150.1|DNOV
OG0004387	LOC111599861|XP_023171449.2|DHYD	LOC115771391|XP_030572937.1|DNOV
OG0004388	LOC111597995|XP_023168742.2|DHYD	LOC115757887|XP_030554190.1|DNOV
OG0004389	LOC111604767|XP_023178732.2|DHYD	LOC115769987|XP_030570914.1|DNOV
OG0004390	LOC111593541|XP_023162125.2|DHYD	LOC115769718|XP_030570506.1|DNOV, LOC115771304|XP_030572801.1|DNOV
OG0004391	LOC111593804|XP_023162602.1|DHYD	LOC115767482|XP_030567646.1|DNOV
OG0004392	LOC111595342|XP_030080254.1|DHYD	LOC115771494|XP_030573078.1|DNOV
OG0004393	LOC111604133|XP_023177818.1|DHYD	LOC115758541|XP_030555136.1|DNOV
OG0004394	LOC111596628|XP_030081352.1|DHYD	LOC115760821|XP_030558200.1|DNOV
OG0004395	LOC111595552|XP_023165113.1|DHYD	LOC115757930|XP_030554256.1|DNOV
OG0004396	LOC111593284|XP_023161728.1|DHYD	LOC115758030|XP_030554399.1|DNOV
OG0004397	LOC111597073|XP_023167371.1|DHYD	LOC115758103|XP_030554490.1|DNOV
OG0004398	LOC111593509|XP_023162068.1|DHYD	LOC115758014|XP_030554373.1|DNOV
OG0004399	LOC111595632|XP_023165209.2|DHYD	LOC115761091|XP_030558573.1|DNOV
OG0004400	LOC111601473|XP_023173826.2|DHYD	LOC115759464|XP_030556258.1|DNOV
OG0004401	LOC111592116|XP_023159915.2|DHYD	LOC115758232|XP_030554644.1|DNOV
OG0004402	LOC111601238|XP_023173504.1|DHYD	LOC115758499|XP_030555046.1|DNOV
OG0004403	LOC111602550|XP_030081967.1|DHYD	LOC115769593|XP_030570379.1|DNOV
OG0004404	LOC111604334|XP_023178162.2|DHYD	LOC115767457|XP_030567618.1|DNOV
OG0004405	LOC111600978|XP_023173129.1|DHYD	LOC115770402|XP_030571520.1|DNOV
OG0004406	LOC111604306|XP_023178107.2|DHYD	LOC115770016|XP_030570928.1|DNOV
OG0004407	LOC111597967|XP_023168708.2|DHYD	LOC115764584|XP_030563593.1|DNOV
OG0004408	LOC111591869|XP_023159519.2|DHYD	LOC115771529|XP_030573126.1|DNOV
OG0004409	LOC111593702|XP_023162416.1|DHYD	LOC115766740|XP_030566565.1|DNOV
OG0004410	LOC111599736|XP_030078584.1|DHYD	LOC115767417|XP_030567553.1|DNOV
OG0004411	LOC111599860|XP_023171448.1|DHYD	LOC115771584|XP_030573204.1|DNOV
OG0004412	LOC111599758|XP_030080649.1|DHYD	LOC115771583|XP_030573203.1|DNOV
OG0004413	LOC111600013|XP_023171686.1|DHYD	LOC115760559|XP_030557828.1|DNOV
OG0004414	LOC111600040|XP_023171731.1|DHYD	LOC115758040|XP_030554417.1|DNOV
OG0004415	LOC111602551|XP_023175474.1|DHYD	LOC115767959|XP_030568253.1|DNOV
OG0004416	LOC111597005|XP_023167277.1|DHYD	LOC115760967|XP_030558425.1|DNOV
OG0004417	LOC111601764|XP_023174272.2|DHYD	LOC115761888|XP_030559751.1|DNOV
OG0004418	LOC111594343|XP_030082047.1|DHYD	LOC115758031|XP_030554401.1|DNOV
OG0004419	LOC111598029|XP_023168825.2|DHYD	LOC115764444|XP_030563314.1|DNOV
OG0004420	LOC111593695|XP_023162386.1|DHYD	LOC115764488|XP_030563436.1|DNOV
OG0004421	LOC111593543|XP_023162131.1|DHYD	LOC115769847|XP_030570685.1|DNOV
OG0004422	LOC111601685|XP_023174158.1|DHYD	LOC115769921|XP_030570806.1|DNOV
OG0004423	LOC111592176|XP_023160002.2|DHYD	LOC115758214|XP_030554626.1|DNOV
OG0004424	LOC111594301|XP_023163306.2|DHYD	LOC115757900|XP_030554206.1|DNOV
OG0004425	LOC111605714|XP_023180167.2|DHYD	LOC115770060|XP_030571015.1|DNOV
OG0004426	LOC111596658|XP_023166731.2|DHYD	LOC115770222|XP_030571283.1|DNOV
OG0004427	LOC111605726|XP_023180186.2|DHYD	LOC115770304|XP_030571399.1|DNOV
OG0004428	LOC111605589|XP_023179961.1|DHYD	LOC115761594|XP_030559249.1|DNOV
OG0004429	LOC111599198|XP_023170557.1|DHYD	LOC115765938|XP_030565544.1|DNOV
OG0004430	LOC111599025|XP_023170307.2|DHYD	LOC115771569|XP_030573182.1|DNOV
OG0004431	LOC111597877|XP_023168571.1|DHYD	LOC115761525|XP_030559156.1|DNOV
OG0004432	LOC111597875|XP_023168568.2|DHYD	LOC115761524|XP_030559155.1|DNOV
OG0004433	LOC111600982|XP_023173140.1|DHYD	LOC115769072|XP_030569645.1|DNOV
OG0004434	LOC111593501|XP_023162040.2|DHYD	LOC115758012|XP_030554369.1|DNOV
OG0004435	LOC111598032|XP_023168828.1|DHYD	LOC115767455|XP_030567616.1|DNOV
OG0004436	LOC111594995|XP_030081915.1|DHYD	LOC115764508|XP_030563462.1|DNOV
OG0004437	LOC111594973|XP_030081994.1|DHYD	LOC115764446|XP_030563316.1|DNOV
OG0004438	LOC111598010|XP_023168774.2|DHYD	LOC115757811|XP_030554094.1|DNOV
OG0004439	LOC111597989|XP_023168735.2|DHYD	LOC115758006|XP_030554363.1|DNOV
OG0004440	LOC111599737|XP_023171264.1|DHYD	LOC115767467|XP_030567632.1|DNOV
OG0004441	LOC111594739|XP_023163946.2|DHYD, LOC111596326|XP_023166259.1|DHYD	LOC115760313|XP_030557460.1|DNOV
OG0004442	LOC111595478|XP_023165013.2|DHYD	LOC115757889|XP_030554194.1|DNOV
OG0004443	LOC111598766|XP_023169948.1|DHYD	LOC115771256|XP_030572727.1|DNOV
OG0004444	LOC111592665|XP_023160792.1|DHYD	LOC115764593|XP_030563605.1|DNOV
OG0004445	LOC111600153|XP_023171911.2|DHYD	LOC115760485|XP_030557693.1|DNOV
OG0004446	LOC111597853|XP_023168532.2|DHYD	LOC115765028|XP_030564251.1|DNOV
OG0004447	LOC111597170|XP_023167498.1|DHYD	LOC115764926|XP_030564096.1|DNOV
OG0004448	LOC111597038|XP_023167319.2|DHYD	LOC115768659|XP_030569228.1|DNOV
OG0004449	LOC111597323|XP_023167723.1|DHYD	LOC115767940|XP_030568177.1|DNOV
OG0004450	LOC111597983|XP_023168727.1|DHYD	LOC115757962|XP_030554302.1|DNOV
OG0004451	LOC111593674|XP_023162333.2|DHYD	LOC115757933|XP_030554261.1|DNOV
OG0004452	LOC111597992|XP_023168739.1|DHYD	LOC115767418|XP_030567554.1|DNOV
OG0004453	LOC111595448|XP_023164943.2|DHYD	LOC115757878|XP_030554178.1|DNOV
OG0004454	LOC111601780|XP_030081564.1|DHYD	LOC115761882|XP_030559744.1|DNOV
OG0004455	LOC111597283|XP_023167666.2|DHYD	LOC115766619|XP_030566473.1|DNOV
OG0004456	LOC111593649|XP_030079410.1|DHYD	LOC115768175|XP_030568537.1|DNOV
OG0004457	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD	LOC115768502|XP_030568951.1|DNOV
OG0004458	LOC111592813|XP_023160992.1|DHYD	LOC115768301|XP_030568709.1|DNOV
OG0004459	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD	LOC115770553|XP_030571725.1|DNOV
OG0004460	LOC111594876|XP_023164130.1|DHYD	LOC115771099|XP_030572518.1|DNOV
OG0004461	LOC111595127|XP_023164467.2|DHYD	LOC115770457|XP_030571595.1|DNOV
OG0004462	LOC111592253|XP_023160102.2|DHYD	LOC115771586|XP_030573209.1|DNOV
OG0004463	LOC111595344|XP_023164786.2|DHYD	LOC115771403|XP_030572959.1|DNOV
OG0004464	LOC111604291|XP_023178080.2|DHYD	LOC115770320|XP_030571417.1|DNOV
OG0004465	LOC111594708|XP_023163899.1|DHYD	LOC115760158|XP_030557230.1|DNOV
OG0004466	LOC111592268|XP_023160134.2|DHYD	LOC115771395|XP_030572941.1|DNOV
OG0004467	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD	LOC115770083|XP_030571053.1|DNOV
OG0004468	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD	LOC115770079|XP_030571045.1|DNOV
OG0004469	LOC111595122|XP_023164460.1|DHYD	LOC115769848|XP_030570689.1|DNOV
OG0004470	LOC111599387|XP_030079236.1|DHYD	LOC115758493|XP_030555034.1|DNOV
OG0004471	LOC111597807|XP_023168460.2|DHYD	LOC115761271|XP_030558844.1|DNOV
OG0004472	LOC111592130|XP_030081998.1|DHYD	LOC115758248|XP_030554663.1|DNOV
OG0004473	LOC111595454|XP_023164955.2|DHYD	LOC115758039|XP_030554413.1|DNOV
OG0004474	LOC111595453|XP_023164954.1|DHYD	LOC115758037|XP_030554411.1|DNOV
OG0004475	LOC111604366|XP_023178204.2|DHYD	LOC115767474|XP_030567639.1|DNOV
OG0004476	LOC111602261|XP_023175023.2|DHYD	LOC115759062|XP_030555749.1|DNOV
OG0004477	LOC111595586|XP_023165165.2|DHYD	LOC115757983|XP_030554332.1|DNOV
OG0004478	LOC111598027|XP_030081227.1|DHYD	LOC115757955|XP_030554290.1|DNOV
OG0004479	LOC111600048|XP_023171741.2|DHYD	LOC115762523|XP_030560647.1|DNOV
OG0004480	LOC111598373|XP_023169352.1|DHYD	LOC115765414|XP_030564819.1|DNOV
OG0004481	LOC111605215|XP_023179409.1|DHYD	LOC115766052|XP_030565735.1|DNOV
OG0004482	LOC111601997|XP_023174653.2|DHYD	LOC115771671|XP_030573346.1|DNOV
OG0004483	LOC111600037|XP_023171723.1|DHYD	LOC115771975|XP_030573758.1|DNOV
OG0004484	LOC111599597|XP_023171050.1|DHYD	LOC115764777|XP_030563876.1|DNOV
OG0004485	LOC111601825|XP_023174417.2|DHYD	LOC115767000|XP_030566982.1|DNOV
OG0004486	LOC111604377|XP_023178216.1|DHYD	LOC115767495|XP_030567663.1|DNOV
OG0004487	LOC111599538|XP_023170960.1|DHYD	LOC115769361|XP_030570004.1|DNOV
OG0004489	LOC111602889|XP_023175992.1|DHYD	LOC115771189|XP_030572643.1|DNOV
OG0004490	LOC111605238|XP_023179442.1|DHYD	LOC115762462|XP_030560530.1|DNOV
OG0004491	LOC111602355|XP_023175133.2|DHYD	LOC115759339|XP_030556118.1|DNOV
OG0004492	LOC111598307|XP_023169263.1|DHYD	LOC115767231|XP_030567290.1|DNOV
OG0004492	LOC111596650|XP_023166716.1|DHYD	LOC115770011|XP_030570921.1|DNOV
OG0004493	LOC111597322|XP_023167722.2|DHYD	LOC115768869|XP_030569437.1|DNOV
OG0004494	LOC111604946|XP_023178985.2|DHYD	LOC115763639|XP_030562129.1|DNOV
OG0004494	LOC111596685|XP_023166759.2|DHYD	LOC115763832|XP_030562451.1|DNOV
OG0004495	LOC111598230|XP_030080647.1|DHYD	LOC115771640|XP_030573300.1|DNOV, LOC115771641|XP_030573301.1|DNOV
OG0004495	LOC111599035|XP_023170318.2|DHYD	LOC115771951|XP_030573714.1|DNOV
OG0004496	LOC111598742|XP_030081485.1|DHYD	LOC115771166|XP_030572608.1|DNOV
OG0004497	LOC111604069|XP_023177716.2|DHYD	LOC115760014|XP_030557039.1|DNOV
OG0004498	LOC111604359|XP_023178195.2|DHYD	LOC115767442|XP_030567599.1|DNOV
OG0004498	LOC111604358|XP_023178194.2|DHYD	LOC115767443|XP_030567600.1|DNOV
OG0004499	LOC111592433|XP_023160388.1|DHYD	LOC115763654|XP_030562186.1|DNOV
OG0004500	LOC111592413|XP_023160357.2|DHYD	LOC115760749|XP_030558086.1|DNOV
OG0004501	LOC111603497|XP_023176875.2|DHYD	LOC115762307|XP_030560333.1|DNOV
OG0004503	LOC111603080|XP_030080770.1|DHYD	LOC115760779|XP_030558129.1|DNOV
OG0004504	LOC111598570|XP_023169639.1|DHYD	LOC115760376|XP_030557530.1|DNOV
OG0004505	LOC111593254|XP_023161682.1|DHYD	LOC115764749|XP_030563828.1|DNOV
OG0004506	LOC111592480|XP_023160464.1|DHYD	LOC115759421|XP_030556178.1|DNOV
OG0004507	LOC111601384|XP_023173691.2|DHYD	LOC115763986|XP_030562659.1|DNOV
OG0004508	LOC111595531|XP_023165085.1|DHYD	LOC115764145|XP_030562881.1|DNOV
OG0004509	LOC111592791|XP_023160966.1|DHYD	LOC115767363|XP_030567484.1|DNOV
OG0004510	LOC111593451|XP_023161976.2|DHYD	LOC115768212|XP_030568584.1|DNOV
OG0004511	LOC111596182|XP_030080771.1|DHYD	LOC115771709|XP_030573388.1|DNOV
OG0004512	LOC111597627|XP_023168198.1|DHYD	LOC115766794|XP_030566675.1|DNOV
OG0004513	LOC111593717|XP_023162451.2|DHYD	LOC115766787|XP_030566663.1|DNOV
OG0004514	LOC111597799|XP_023168448.2|DHYD	LOC115766772|XP_030566643.1|DNOV
OG0004515	LOC111594889|XP_023164142.2|DHYD	LOC115765186|XP_030564474.1|DNOV
OG0004516	LOC111598872|XP_023170089.1|DHYD	LOC115767325|XP_030567427.1|DNOV
OG0004517	LOC111605336|XP_030080094.1|DHYD	LOC115766483|XP_030566305.1|DNOV
OG0004518	LOC111596526|XP_023166561.2|DHYD	LOC115768104|XP_030568456.1|DNOV
OG0004519	LOC111595230|XP_023164634.1|DHYD	LOC115764223|XP_030562997.1|DNOV
OG0004520	LOC111600212|XP_023172001.1|DHYD	LOC115766263|XP_030565983.1|DNOV
OG0004521	LOC111603406|XP_023176748.2|DHYD	LOC115762438|XP_030560494.1|DNOV
OG0004522	LOC111603159|XP_023176404.2|DHYD	LOC115767284|XP_030567375.1|DNOV
OG0004523	LOC111597809|XP_023168463.1|DHYD	LOC115765032|XP_030564254.1|DNOV
OG0004524	LOC111593479|XP_023162009.1|DHYD	LOC115767592|XP_030567745.1|DNOV
OG0004525	LOC111596966|XP_023167206.1|DHYD	LOC115765196|XP_030564490.1|DNOV
OG0004526	LOC111594173|XP_023163126.2|DHYD	LOC115768229|XP_030568616.1|DNOV
OG0004527	LOC111605319|XP_023179551.1|DHYD	LOC115767799|XP_030567990.1|DNOV
OG0004528	LOC111593033|XP_023161367.1|DHYD	LOC115764276|XP_030563062.1|DNOV
OG0004529	LOC111596710|XP_023166798.2|DHYD	LOC115768794|XP_030569350.1|DNOV
OG0004530	LOC111596791|XP_023166915.1|DHYD	LOC115765203|XP_030564501.1|DNOV
OG0004531	LOC111597821|XP_030080657.1|DHYD	LOC115765064|XP_030564298.1|DNOV
OG0004532	LOC111604020|XP_023177637.1|DHYD	LOC115766350|XP_030566108.1|DNOV
OG0004533	LOC111593388|XP_023161877.2|DHYD	LOC115767397|XP_030567520.1|DNOV
OG0004534	LOC111595986|XP_023165741.1|DHYD	LOC115765276|XP_030564626.1|DNOV
OG0004535	LOC111604684|XP_023178618.1|DHYD	LOC115762927|XP_030561167.1|DNOV
OG0004536	LOC111593074|XP_030080115.1|DHYD	LOC115764286|XP_030563077.1|DNOV
OG0004537	LOC111598843|XP_023170047.2|DHYD	LOC115767402|XP_030567527.1|DNOV
OG0004538	LOC111599913|XP_023171505.1|DHYD	LOC115762043|XP_030559973.1|DNOV
OG0004539	LOC111595030|XP_023164319.1|DHYD, LOC115483786|XP_030081902.1|DHYD	LOC115771924|XP_030573682.1|DNOV
OG0004540	LOC111598169|XP_023169029.2|DHYD	LOC115767732|XP_030567903.1|DNOV
OG0004541	LOC111595402|XP_023164879.2|DHYD	LOC115757978|XP_030554319.1|DNOV
OG0004542	LOC111603165|XP_023176411.2|DHYD	LOC115764378|XP_030563200.1|DNOV
OG0004543	LOC111597317|XP_023167714.1|DHYD	LOC115768260|XP_030568649.1|DNOV
OG0004544	LOC111591985|XP_023159706.1|DHYD	LOC115768153|XP_030568508.1|DNOV
OG0004545	LOC111598358|XP_023169337.2|DHYD	LOC115761362|XP_030558970.1|DNOV
OG0004546	LOC111593930|XP_023162776.1|DHYD	LOC115760848|XP_030558260.1|DNOV
OG0004547	LOC111605306|XP_023179531.1|DHYD	LOC115766908|XP_030566846.1|DNOV
OG0004548	LOC111595944|XP_023165678.1|DHYD	LOC115765145|XP_030564410.1|DNOV
OG0004549	LOC111596240|XP_030079687.1|DHYD	LOC115768777|XP_030569329.1|DNOV
OG0004550	LOC111598821|XP_023170019.1|DHYD	LOC115769020|XP_030569590.1|DNOV
OG0004551	LOC111596985|XP_023167237.1|DHYD	LOC115772051|XP_030573856.1|DNOV
OG0004552	LOC111605618|XP_023180024.2|DHYD	LOC115768569|XP_030569053.1|DNOV
OG0004553	LOC111605202|XP_023179378.2|DHYD	LOC115770982|XP_030572313.1|DNOV
OG0004554	LOC111595368|XP_023164822.2|DHYD	LOC115767870|XP_030568090.1|DNOV
OG0004555	LOC111595354|XP_023164799.2|DHYD	LOC115767869|XP_030568089.1|DNOV
OG0004556	LOC111603197|XP_023176453.2|DHYD	LOC115764263|XP_030563045.1|DNOV
OG0004557	LOC111605253|XP_030079966.1|DHYD	LOC115768435|XP_030568853.1|DNOV
OG0004558	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD	LOC115765394|XP_030564784.1|DNOV
OG0004559	LOC111602977|XP_023176139.1|DHYD	LOC115764615|XP_030563633.1|DNOV
OG0004560	LOC111598514|XP_023169556.2|DHYD	LOC115760372|XP_030557529.1|DNOV
OG0004561	LOC111596965|XP_023167210.1|DHYD	LOC115771904|XP_030573653.1|DNOV
OG0004562	LOC111595211|XP_023164588.1|DHYD	LOC115771879|XP_030573624.1|DNOV
OG0004563	LOC111595209|XP_023164585.2|DHYD	LOC115772114|XP_030573946.1|DNOV
OG0004564	LOC111596690|XP_023166771.1|DHYD	LOC115763894|XP_030562532.1|DNOV
OG0004565	LOC111605444|XP_023179729.2|DHYD	LOC115771793|XP_030573523.1|DNOV
OG0004566	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD	LOC115765310|XP_030564668.1|DNOV
OG0004567	LOC111591988|XP_023159712.1|DHYD	LOC115768159|XP_030568513.1|DNOV
OG0004568	LOC111604600|XP_023178482.2|DHYD	LOC115768453|XP_030568874.1|DNOV
OG0004569	LOC111605593|XP_023179969.1|DHYD	LOC115761719|XP_030559457.1|DNOV
OG0004570	LOC111600715|XP_023172741.2|DHYD	LOC115765370|XP_030564757.1|DNOV
OG0004571	LOC111603175|XP_023176424.1|DHYD	LOC115767013|XP_030566996.1|DNOV
OG0004572	LOC111599135|XP_023170467.1|DHYD	LOC115760111|XP_030557164.1|DNOV
OG0004573	LOC111596584|XP_023166631.2|DHYD	LOC115761666|XP_030559372.1|DNOV
OG0004574	LOC111597256|XP_023167627.1|DHYD	LOC115768915|XP_030569505.1|DNOV
OG0004575	LOC111597260|XP_023167632.2|DHYD	LOC115768922|XP_030569518.1|DNOV
OG0004576	LOC111602770|XP_023175801.2|DHYD	LOC115759505|XP_030556306.1|DNOV
OG0004577	LOC111605590|XP_023179962.1|DHYD	LOC115761595|XP_030559252.1|DNOV
OG0004578	LOC111600174|XP_023171936.1|DHYD	LOC115771315|XP_030572834.1|DNOV
OG0004579	LOC111599299|XP_023170670.2|DHYD	LOC115759105|XP_030555804.1|DNOV
OG0004580	LOC111605525|XP_023179854.1|DHYD	LOC115761752|XP_030559513.1|DNOV
OG0004581	LOC111602664|XP_023175616.1|DHYD	LOC115764168|XP_030562912.1|DNOV
OG0004582	LOC111602001|XP_023174658.1|DHYD	LOC115757658|XP_030553831.1|DNOV
OG0004583	LOC111594073|XP_023162980.2|DHYD	LOC115765326|XP_030564687.1|DNOV
OG0004584	LOC111597991|XP_023168738.1|DHYD	LOC115757848|XP_030554143.1|DNOV
OG0004585	LOC111597861|XP_023168551.2|DHYD	LOC115764948|XP_030564129.1|DNOV
OG0004586	LOC111605134|XP_030079418.1|DHYD	LOC115768524|XP_030568975.1|DNOV
OG0004587	LOC111597803|XP_023168456.1|DHYD	LOC115764949|XP_030564130.1|DNOV
OG0004588	LOC111597833|XP_023168497.1|DHYD	LOC115764985|XP_030564172.1|DNOV
OG0004589	LOC111597433|XP_030080051.1|DHYD	LOC115765361|XP_030564739.1|DNOV
OG0004590	LOC111597886|XP_023168589.2|DHYD	LOC115765080|XP_030564315.1|DNOV
OG0004591	LOC111597830|XP_023168494.2|DHYD	LOC115765049|XP_030564283.1|DNOV
OG0004592	LOC111593010|XP_023161313.1|DHYD	LOC115765179|XP_030564461.1|DNOV
OG0004593	LOC111605316|XP_023179547.2|DHYD	LOC115766839|XP_030566742.1|DNOV
OG0004594	LOC111603367|XP_030079538.1|DHYD	LOC115765221|XP_030564521.1|DNOV
OG0004595	LOC111598333|XP_023169303.1|DHYD	LOC115768272|XP_030568669.1|DNOV
OG0004596	LOC111591993|XP_030079921.1|DHYD	LOC115768150|XP_030568504.1|DNOV
OG0004597	LOC111596718|XP_023166808.1|DHYD	LOC115768897|XP_030569472.1|DNOV
OG0004598	LOC111592434|XP_023160385.1|DHYD	LOC115765829|XP_030565413.1|DNOV
OG0004599	LOC111600897|XP_030079016.1|DHYD, LOC115483197|XP_030080271.1|DHYD	LOC115760140|XP_030557205.1|DNOV
OG0004600	LOC111597235|XP_030078958.1|DHYD	LOC115768839|XP_030569396.1|DNOV
OG0004601	LOC111596708|XP_030078965.1|DHYD	LOC115768844|XP_030569400.1|DNOV
OG0004602	LOC111594998|XP_023164265.1|DHYD	LOC115765268|XP_030564617.1|DNOV
OG0004603	LOC111599182|XP_023170536.2|DHYD	LOC115765885|XP_030565486.1|DNOV
OG0004604	LOC111603093|XP_023176321.2|DHYD	LOC115764330|XP_030563140.1|DNOV
OG0004605	LOC111596530|XP_023166568.2|DHYD	LOC115764421|XP_030563280.1|DNOV
OG0004606	LOC111596705|XP_023166792.2|DHYD	LOC115763690|XP_030562231.1|DNOV
OG0004607	LOC111605305|XP_030079965.1|DHYD	LOC115768170|XP_030568528.1|DNOV
