Orthogroup	DHYD.longest_only	AALB.longest_only
OG0004054	LOC111594240|XP_023163218.2|DHYD	LOC118463596|XP_035786149.1|AALB
OG0004055	LOC111601773|XP_030081551.1|DHYD	LOC118457506|XP_035775038.1|AALB
OG0004056	LOC111595810|XP_023165474.1|DHYD	LOC118458967|XP_035777843.1|AALB
OG0004057	LOC111604435|XP_023178268.1|DHYD	LOC118456648|XP_035773479.1|AALB
OG0004058	LOC111601680|XP_023174147.2|DHYD	LOC118460392|XP_035780561.1|AALB
OG0004059	LOC111592377|XP_023160317.2|DHYD	LOC118460348|XP_035780479.1|AALB
OG0004060	LOC111601366|XP_023173668.2|DHYD	LOC118464215|XP_035787279.1|AALB
OG0004061	LOC111605301|XP_023179524.2|DHYD	LOC118468490|XP_035795210.1|AALB
OG0004062	LOC111596946|XP_023167169.1|DHYD	LOC118469000|XP_035796322.1|AALB
OG0004063	LOC111604031|XP_023177656.1|DHYD	LOC118468807|XP_035795907.1|AALB
OG0004064	LOC111595340|XP_023164779.1|DHYD	LOC118468806|XP_035795906.1|AALB
OG0004065	LOC111597014|XP_023167285.2|DHYD	LOC118456546|XP_035773305.1|AALB
OG0004066	LOC111602596|XP_023175523.1|DHYD	LOC118456557|XP_035773320.1|AALB
OG0004067	LOC111605113|XP_023179230.2|DHYD	LOC118456547|XP_035773306.1|AALB
OG0004069	LOC111604808|XP_023178796.2|DHYD	LOC118456543|XP_035773292.1|AALB
OG0004070	LOC111601597|XP_023174030.2|DHYD	LOC118458282|XP_035776498.1|AALB
OG0004071	LOC111599794|XP_023171338.2|DHYD	LOC118461906|XP_035783654.1|AALB
OG0004072	LOC111599802|XP_023171349.2|DHYD	LOC118457160|XP_035774380.1|AALB
OG0004073	LOC111593633|XP_023162273.1|DHYD	LOC118461425|XP_035782626.1|AALB
OG0004074	LOC111600532|XP_023172438.2|DHYD	LOC118461423|XP_035782624.1|AALB
OG0004075	LOC111598018|XP_023168798.1|DHYD	LOC118456433|XP_035773083.1|AALB
OG0004076	LOC111598017|XP_023168793.2|DHYD	LOC118459893|XP_035779586.1|AALB
OG0004077	LOC111594932|XP_023164192.2|DHYD	LOC118459461|XP_035778761.1|AALB
OG0004078	LOC111595156|XP_023164505.1|DHYD	LOC118459484|XP_035778790.1|AALB
OG0004079	LOC111598424|XP_023169434.1|DHYD	LOC118458733|XP_035777396.1|AALB
OG0004080	LOC111596629|XP_023166685.1|DHYD	LOC118456954|XP_035774023.1|AALB
OG0004081	LOC111597926|XP_023168646.2|DHYD	LOC118456936|XP_035773979.1|AALB
OG0004082	LOC111597406|XP_023167860.1|DHYD	LOC118458629|XP_035777212.1|AALB
OG0004083	LOC111602740|XP_023175761.1|DHYD	LOC118458632|XP_035777214.1|AALB
OG0004084	LOC111605065|XP_023179164.2|DHYD	LOC118461787|XP_035783409.1|AALB
OG0004085	LOC111600257|XP_023172072.2|DHYD	LOC118460781|XP_035781279.1|AALB
OG0004086	LOC111597808|XP_023168461.2|DHYD	LOC118459903|XP_035779623.1|AALB
OG0004087	LOC111604881|XP_023178889.1|DHYD	LOC118457337|XP_035774726.1|AALB
OG0004088	LOC111603241|XP_023176515.1|DHYD	LOC118456643|XP_035773475.1|AALB
OG0004089	LOC111601823|XP_023174414.2|DHYD	LOC118461221|XP_035782189.1|AALB
OG0004090	LOC111593597|XP_023162222.2|DHYD	LOC118461220|XP_035782187.1|AALB
OG0004091	LOC111604193|XP_023177916.2|DHYD	LOC118459483|XP_035778788.1|AALB
OG0004092	LOC111592995|XP_023161268.2|DHYD	LOC118459917|XP_035779651.1|AALB
OG0004094	LOC111595003|XP_023164312.2|DHYD	LOC118468865|XP_035796040.1|AALB
OG0004095	LOC111596454|XP_023166449.1|DHYD	LOC118459340|XP_035778505.1|AALB
OG0004096	LOC111597872|XP_023168564.1|DHYD	LOC118459339|XP_035778504.1|AALB
OG0004097	LOC111597308|XP_023167702.2|DHYD	LOC118460959|XP_035781627.1|AALB
OG0004098	LOC111595041|XP_030081063.1|DHYD	LOC118460953|XP_035781622.1|AALB
OG0004099	LOC111595737|XP_023165353.2|DHYD	LOC118459863|XP_035779531.1|AALB
OG0004100	LOC111595733|XP_023165350.1|DHYD	LOC118458356|XP_035776601.1|AALB
OG0004101	LOC111595734|XP_023165351.1|DHYD	LOC118458043|XP_035776055.1|AALB
OG0004102	LOC111595731|XP_030078796.1|DHYD	LOC118460343|XP_035780462.1|AALB
OG0004103	LOC111595154|XP_023164504.1|DHYD	LOC118460346|XP_035780477.1|AALB
OG0004104	LOC111605542|XP_030079664.1|DHYD	LOC118460345|XP_035780475.1|AALB
OG0004105	LOC111595345|XP_023164787.1|DHYD	LOC118468483|XP_035795197.1|AALB
OG0004106	LOC111605742|XP_023180212.1|DHYD	LOC118461050|XP_035781834.1|AALB
OG0004107	LOC111602927|XP_023176043.2|DHYD	LOC118461040|XP_035781821.1|AALB
OG0004108	LOC111602951|XP_023176081.1|DHYD	LOC118461051|XP_035781835.1|AALB
OG0004109	LOC111593595|XP_023162220.2|DHYD	LOC118461025|XP_035781773.1|AALB
OG0004110	LOC111600932|XP_023173068.1|DHYD	LOC118461047|XP_035781831.1|AALB
OG0004111	LOC111596681|XP_023166753.2|DHYD	LOC118458791|XP_035777525.1|AALB
OG0004112	LOC111600263|XP_023172079.1|DHYD	LOC118468814|XP_035795923.1|AALB
OG0004113	LOC111598158|XP_023169014.1|DHYD	LOC118462079|XP_035783987.1|AALB
OG0004114	LOC111605611|XP_023179994.1|DHYD	LOC118459751|XP_035779335.1|AALB
OG0004115	LOC111605604|XP_023179985.2|DHYD	LOC118459744|XP_035779314.1|AALB
OG0004116	LOC111596671|XP_023166744.2|DHYD	LOC118461705|XP_035783219.1|AALB
OG0004117	LOC111602224|XP_030080287.1|DHYD	LOC118458353|XP_035776597.1|AALB
OG0004118	LOC111604374|XP_023178214.1|DHYD	LOC118458692|XP_035777324.1|AALB
OG0004119	LOC111601335|XP_023173633.1|DHYD	LOC118458828|XP_035777609.1|AALB
OG0004120	LOC111602996|XP_023176160.2|DHYD	LOC118460579|XP_035780885.1|AALB
OG0004121	LOC111598654|XP_030081138.1|DHYD	LOC118457734|XP_035775421.1|AALB
OG0004122	LOC111602983|XP_023176147.1|DHYD	LOC118467063|XP_035792985.1|AALB
OG0004123	LOC111600848|XP_023172921.1|DHYD	LOC118468604|XP_035795484.1|AALB
OG0004124	LOC111593442|XP_030079420.1|DHYD	LOC118468991|XP_035796309.1|AALB
OG0004125	LOC111594461|XP_023163526.1|DHYD	LOC118457443|XP_035774927.1|AALB
OG0004126	LOC111594530|XP_023163633.2|DHYD	LOC118456570|XP_035773332.1|AALB
OG0004127	LOC111603939|XP_023177536.1|DHYD	LOC118457377|XP_035774805.1|AALB
OG0004128	LOC111599553|XP_023170987.1|DHYD	LOC118461106|XP_035781917.1|AALB, LOC118461107|XP_035781918.1|AALB
OG0004129	LOC111595638|XP_023165220.2|DHYD	LOC118460097|XP_035780015.1|AALB
OG0004130	LOC111602821|XP_030080087.1|DHYD	LOC118456149|XP_035772557.1|AALB
OG0004131	LOC111604628|XP_023178525.1|DHYD	LOC118461817|XP_035783462.1|AALB
OG0004132	LOC111603675|XP_030081542.1|DHYD	LOC118461810|XP_035783452.1|AALB
OG0004133	LOC111595409|XP_023164890.1|DHYD	LOC118461804|XP_035783443.1|AALB
OG0004134	LOC111598566|XP_023169635.2|DHYD	LOC118461793|XP_035783422.1|AALB
OG0004135	LOC111601526|XP_030078793.1|DHYD	LOC118469063|XP_035796429.1|AALB
OG0004136	LOC111599293|XP_023170664.2|DHYD	LOC118459464|XP_035778764.1|AALB
OG0004137	LOC111597701|XP_023168307.1|DHYD	LOC118461182|XP_035782102.1|AALB
OG0004138	LOC111597772|XP_023168400.1|DHYD	LOC118458478|XP_035776914.1|AALB
OG0004139	LOC111601642|XP_023174090.2|DHYD	LOC118458477|XP_035776913.1|AALB
OG0004140	LOC111592991|XP_023161261.1|DHYD	LOC118459550|XP_035778924.1|AALB
OG0004141	LOC111595451|XP_023164947.2|DHYD	LOC118456160|XP_035772576.1|AALB
OG0004142	LOC111593466|XP_023161996.2|DHYD	LOC118458018|XP_035776015.1|AALB
OG0004143	LOC111602798|XP_023175860.1|DHYD, LOC115483791|XP_030081909.1|DHYD	LOC118457212|XP_035774478.1|AALB
OG0004144	LOC111603692|XP_023177163.2|DHYD	LOC118457193|XP_035774436.1|AALB
OG0004145	LOC111601057|XP_023173243.2|DHYD	LOC118456973|XP_035774063.1|AALB
OG0004146	LOC111603022|XP_030078813.1|DHYD	LOC118456972|XP_035774061.1|AALB
OG0004147	LOC111603882|XP_023177466.1|DHYD	LOC118459717|XP_035779270.1|AALB
OG0004148	LOC111598280|XP_023169226.2|DHYD	LOC118456655|XP_035773496.1|AALB
OG0004149	LOC111597163|XP_023167489.2|DHYD	LOC118458090|XP_035776144.1|AALB
OG0004150	LOC115483789|XP_030081907.1|DHYD, LOC111602720|XP_023175737.1|DHYD	LOC118457455|XP_035774945.1|AALB
OG0004151	LOC111594488|XP_023163564.2|DHYD	LOC118469053|XP_035796412.1|AALB
OG0004152	LOC111598577|XP_023169651.2|DHYD	LOC118457616|XP_035775223.1|AALB
OG0004153	LOC111605405|XP_023179674.1|DHYD	LOC118468622|XP_035795526.1|AALB
OG0004154	LOC111604661|XP_023178586.1|DHYD	LOC118468620|XP_035795523.1|AALB
OG0004155	LOC111603450|XP_023176806.2|DHYD	LOC118461868|XP_035783583.1|AALB
OG0004156	LOC111598643|XP_023169759.1|DHYD	LOC118460226|XP_035780246.1|AALB
OG0004157	LOC111595945|XP_023165679.2|DHYD	LOC118458728|XP_035777388.1|AALB
OG0004158	LOC111597570|XP_023168137.2|DHYD	LOC118461932|XP_035783699.1|AALB
OG0004159	LOC111603551|XP_023176953.1|DHYD	LOC118461938|XP_035783706.1|AALB
OG0004160	LOC111596943|XP_023167166.1|DHYD	LOC118461930|XP_035783697.1|AALB
OG0004161	LOC111602967|XP_023176115.2|DHYD	LOC118460596|XP_035780915.1|AALB
OG0004162	LOC111593335|XP_023161814.1|DHYD	LOC118461066|XP_035781851.1|AALB
OG0004163	LOC111592017|XP_023159777.2|DHYD	LOC118456539|XP_035773279.1|AALB
OG0004164	LOC111599556|XP_023170991.2|DHYD	LOC118468982|XP_035796266.1|AALB
OG0004165	LOC111601254|XP_023173522.2|DHYD	LOC118468988|XP_035796295.1|AALB
OG0004166	LOC111600101|XP_023171830.2|DHYD	LOC118456565|XP_035773326.1|AALB
OG0004167	LOC111604829|XP_023178821.1|DHYD	LOC118468515|XP_035795246.1|AALB
OG0004168	LOC111593683|XP_023162344.2|DHYD	LOC118457810|XP_035775563.1|AALB
OG0004169	LOC111602876|XP_023175971.1|DHYD	LOC118457485|XP_035775002.1|AALB
OG0004170	LOC111601832|XP_023174428.2|DHYD	LOC118461929|XP_035783696.1|AALB
OG0004171	LOC111593441|XP_023161961.2|DHYD	LOC118461931|XP_035783698.1|AALB
OG0004172	LOC111594082|XP_023162993.1|DHYD	LOC118468451|XP_035795119.1|AALB
OG0004173	LOC111598034|XP_023168831.1|DHYD	LOC118460855|XP_035781454.1|AALB
OG0004174	LOC111599693|XP_023171171.2|DHYD	LOC118460852|XP_035781449.1|AALB
OG0004175	LOC111592157|XP_023159975.1|DHYD	LOC118461398|XP_035782556.1|AALB
OG0004176	LOC111601606|XP_023174039.1|DHYD	LOC118461799|XP_035783435.1|AALB
OG0004177	LOC111598642|XP_023169758.2|DHYD	LOC118460771|XP_035781259.1|AALB
OG0004178	LOC111598607|XP_023169707.2|DHYD	LOC118460712|XP_035781135.1|AALB
OG0004179	LOC111593506|XP_023162059.1|DHYD	LOC118460650|XP_035781007.1|AALB
OG0004180	LOC111596689|XP_030078659.1|DHYD	LOC118457205|XP_035774453.1|AALB
OG0004181	LOC111602655|XP_023175599.2|DHYD	LOC118460051|XP_035779921.1|AALB
OG0004182	LOC111598711|XP_023169866.2|DHYD	LOC118461609|XP_035783028.1|AALB
OG0004183	LOC111598729|XP_023169889.2|DHYD	LOC118461610|XP_035783037.1|AALB
OG0004184	LOC111596024|XP_023165820.1|DHYD	LOC118460872|XP_035781500.1|AALB
OG0004185	LOC111592908|XP_023161123.2|DHYD	LOC118460511|XP_035780768.1|AALB
OG0004186	LOC111604645|XP_023178565.1|DHYD	LOC118460870|XP_035781494.1|AALB
OG0004187	LOC111604563|XP_023178430.2|DHYD	LOC118459040|XP_035777954.1|AALB
OG0004188	LOC111603025|XP_023176223.2|DHYD	LOC118460899|XP_035781534.1|AALB
OG0004189	LOC111603026|XP_023176224.1|DHYD	LOC118461487|XP_035782760.1|AALB
OG0004190	LOC111603410|XP_023176757.1|DHYD	LOC118457405|XP_035774863.1|AALB
OG0004191	LOC111603391|XP_023176722.1|DHYD	LOC118457408|XP_035774869.1|AALB
OG0004192	LOC111597193|XP_023167531.1|DHYD	LOC118460482|XP_035780717.1|AALB
OG0004193	LOC111602064|XP_023174746.2|DHYD	LOC118461071|XP_035781856.1|AALB
OG0004194	LOC111601354|XP_023173654.2|DHYD	LOC118458507|XP_035776967.1|AALB
OG0004195	LOC111596819|XP_023166954.1|DHYD	LOC118458502|XP_035776955.1|AALB
OG0004196	LOC111596249|XP_023166148.2|DHYD	LOC118458499|XP_035776946.1|AALB
OG0004197	LOC115482801|XP_030078770.1|DHYD, LOC111604562|XP_023178429.2|DHYD	LOC118458514|XP_035776978.1|AALB
OG0004198	LOC111600858|XP_023172945.1|DHYD	LOC118457759|XP_035775471.1|AALB
OG0004199	LOC111598627|XP_023169735.2|DHYD	LOC118457390|XP_035774820.1|AALB
OG0004200	LOC111601217|XP_023173480.2|DHYD	LOC118459513|XP_035778849.1|AALB
OG0004201	LOC111598251|XP_023169183.2|DHYD	LOC118459511|XP_035778847.1|AALB
OG0004202	LOC111595214|XP_023164592.1|DHYD	LOC118459517|XP_035778852.1|AALB
OG0004203	LOC111604636|XP_023178546.1|DHYD	LOC118459518|XP_035778854.1|AALB
OG0004204	LOC111605071|XP_023179172.2|DHYD	LOC118461500|XP_035782816.1|AALB
OG0004205	LOC111604315|XP_023178135.1|DHYD	LOC118460426|XP_035780610.1|AALB
OG0004206	LOC111602077|XP_023174776.1|DHYD	LOC118461302|XP_035782380.1|AALB
OG0004207	LOC111602076|XP_023174775.1|DHYD	LOC118461315|XP_035782404.1|AALB
OG0004208	LOC111596436|XP_023166420.1|DHYD	LOC118461313|XP_035782400.1|AALB
OG0004209	LOC111601766|XP_023174274.1|DHYD	LOC118468873|XP_035796052.1|AALB
OG0004210	LOC111602627|XP_023175556.1|DHYD	LOC118459007|XP_035777904.1|AALB
OG0004211	LOC111599350|XP_023170747.2|DHYD	LOC118460371|XP_035780516.1|AALB
OG0004212	LOC111593326|XP_030078690.1|DHYD	LOC118460069|XP_035779961.1|AALB
OG0004213	LOC111598549|XP_023169609.1|DHYD	LOC118457973|XP_035775911.1|AALB
OG0004214	LOC111597095|XP_023167404.1|DHYD	LOC118456645|XP_035773477.1|AALB
OG0004215	LOC111594336|XP_023163351.1|DHYD	LOC118459335|XP_035778497.1|AALB
OG0004216	LOC111599777|XP_023171309.1|DHYD	LOC118461982|XP_035783806.1|AALB
OG0004217	LOC111601676|XP_023174143.1|DHYD	LOC118461981|XP_035783805.1|AALB
OG0004218	LOC111593329|XP_023161805.1|DHYD	LOC118460833|XP_035781389.1|AALB
OG0004219	LOC111595312|XP_023164740.2|DHYD	LOC118468296|XP_035794917.1|AALB
OG0004220	LOC111603013|XP_023176187.2|DHYD	LOC118458457|XP_035776843.1|AALB
OG0004221	LOC111600266|XP_023172082.1|DHYD	LOC118459449|XP_035778743.1|AALB
OG0004222	LOC111592044|XP_023159807.2|DHYD	LOC118459450|XP_035778744.1|AALB
OG0004223	LOC111592009|XP_023159762.2|DHYD	LOC118459823|XP_035779474.1|AALB
OG0004224	LOC115482754|XP_030080673.1|DHYD, LOC111603557|XP_023176962.1|DHYD	LOC118459822|XP_035779471.1|AALB
OG0004225	LOC111605307|XP_023179532.1|DHYD	LOC118459825|XP_035779478.1|AALB
OG0004226	LOC111604953|XP_023178997.1|DHYD	LOC118468794|XP_035795895.1|AALB
OG0004227	LOC111604639|XP_023178550.2|DHYD	LOC118456743|XP_035773688.1|AALB
OG0004228	LOC111604629|XP_023178527.1|DHYD	LOC118457967|XP_035775902.1|AALB
OG0004230	LOC111604058|XP_030079995.1|DHYD	LOC118460091|XP_035780001.1|AALB
OG0004231	LOC111596026|XP_023165822.1|DHYD	LOC118468592|XP_035795439.1|AALB
OG0004232	LOC111596029|XP_023165825.1|DHYD	LOC118468594|XP_035795443.1|AALB
OG0004233	LOC111596028|XP_023165824.1|DHYD	LOC118468593|XP_035795440.1|AALB
OG0004234	LOC111597415|XP_023167878.2|DHYD	LOC118460617|XP_035780952.1|AALB
OG0004235	LOC111598422|XP_023169432.2|DHYD	LOC118458220|XP_035776372.1|AALB
OG0004236	LOC111596387|XP_030078727.1|DHYD	LOC118457709|XP_035775382.1|AALB
OG0004237	LOC111602760|XP_030081739.1|DHYD	LOC118457912|XP_035775802.1|AALB
OG0004238	LOC111601361|XP_023173664.1|DHYD	LOC118461501|XP_035782818.1|AALB
OG0004239	LOC111593333|XP_023161812.2|DHYD	LOC118461504|XP_035782823.1|AALB
OG0004240	LOC111604949|XP_023178988.1|DHYD	LOC118461496|XP_035782813.1|AALB
OG0004241	LOC111601507|XP_023173869.2|DHYD	LOC118458757|XP_035777443.1|AALB
OG0004242	LOC111604923|XP_023178939.1|DHYD	LOC118458758|XP_035777444.1|AALB
OG0004243	LOC111601650|XP_023174100.2|DHYD	LOC118459351|XP_035778527.1|AALB
OG0004244	LOC111601358|XP_023173657.2|DHYD	LOC118459362|XP_035778553.1|AALB
OG0004245	LOC111595392|XP_023164862.2|DHYD	LOC118459361|XP_035778552.1|AALB
OG0004246	LOC115483768|XP_030081870.1|DHYD, LOC111592807|XP_023160986.2|DHYD	LOC118461255|XP_035782263.1|AALB
OG0004247	LOC111596784|XP_023166905.1|DHYD	LOC118459608|XP_035779058.1|AALB
OG0004248	LOC111595522|XP_023165070.1|DHYD	LOC118459611|XP_035779062.1|AALB
OG0004249	LOC111598081|XP_023168895.1|DHYD	LOC118456524|XP_035773261.1|AALB
OG0004250	LOC111592568|XP_023160634.2|DHYD	LOC118456515|XP_035773244.1|AALB
OG0004251	LOC111598349|XP_023169323.2|DHYD	LOC118456508|XP_035773230.1|AALB
OG0004252	LOC111593343|XP_023161823.1|DHYD	LOC118456510|XP_035773237.1|AALB
OG0004253	LOC111603609|XP_023177041.1|DHYD	LOC118458309|XP_035776537.1|AALB
OG0004254	LOC111598135|XP_023168964.1|DHYD	LOC118460179|XP_035780176.1|AALB
OG0004257	LOC111598235|XP_023169166.2|DHYD	LOC118459353|XP_035778530.1|AALB
OG0004258	LOC111598623|XP_030081624.1|DHYD	LOC118458591|XP_035777148.1|AALB
OG0004259	LOC111594621|XP_023163783.2|DHYD	LOC118458594|XP_035777152.1|AALB
OG0004260	LOC111600856|XP_023172937.2|DHYD	LOC118458138|XP_035776219.1|AALB
OG0004261	LOC111603663|XP_023177115.1|DHYD	LOC118458143|XP_035776230.1|AALB
OG0004262	LOC111593351|XP_023161832.2|DHYD	LOC118460021|XP_035779846.1|AALB
OG0004263	LOC111596203|XP_030080802.1|DHYD	LOC118460826|XP_035781362.1|AALB
OG0004264	LOC111596266|XP_023166176.2|DHYD	LOC118461485|XP_035782754.1|AALB
OG0004265	LOC111603387|XP_023176718.2|DHYD	LOC118457290|XP_035774645.1|AALB
OG0004266	LOC111604647|XP_023178571.2|DHYD	LOC118466582|XP_035792035.1|AALB
OG0004267	LOC111593316|XP_023161787.1|DHYD	LOC118466588|XP_035792040.1|AALB
OG0004268	LOC111592235|XP_030082038.1|DHYD	LOC118466380|XP_035791498.1|AALB
OG0004269	LOC111595583|XP_023165157.2|DHYD	LOC118467516|XP_035793964.1|AALB
OG0004270	LOC111604177|XP_023177890.1|DHYD	LOC118464629|XP_035787967.1|AALB
OG0004271	LOC111597058|XP_023167352.1|DHYD	LOC118460020|XP_035779844.1|AALB
OG0004272	LOC111593593|XP_023162217.1|DHYD	LOC118467522|XP_035793977.1|AALB
OG0004273	LOC111601544|XP_023173947.1|DHYD	LOC118467523|XP_035793978.1|AALB
OG0004274	LOC111602067|XP_023174753.1|DHYD	LOC118467745|XP_035794449.1|AALB
OG0004275	LOC111594250|XP_023163231.1|DHYD	LOC118467221|XP_035793363.1|AALB
OG0004276	LOC111603038|XP_023176236.1|DHYD	LOC118464190|XP_035787241.1|AALB
OG0004278	LOC115482981|XP_030079454.1|DHYD, LOC111596477|XP_023166501.2|DHYD	LOC118466567|XP_035792004.1|AALB
OG0004279	LOC111599056|XP_023170345.1|DHYD	LOC118466565|XP_035792001.1|AALB
OG0004280	LOC111593503|XP_023162042.1|DHYD	LOC118466555|XP_035791972.1|AALB
OG0004281	LOC111595590|XP_023165168.2|DHYD	LOC118463300|XP_035785678.1|AALB
OG0004282	LOC111601245|XP_023173512.1|DHYD	LOC118466844|XP_035792559.1|AALB
OG0004283	LOC111601246|XP_023173513.1|DHYD	LOC118466850|XP_035792571.1|AALB
OG0004284	LOC111599197|XP_023170556.2|DHYD	LOC118466876|XP_035792624.1|AALB
OG0004285	LOC111598270|XP_023169215.1|DHYD	LOC118465681|XP_035790004.1|AALB
OG0004286	LOC111592806|XP_023160983.1|DHYD	LOC118466855|XP_035792576.1|AALB
OG0004287	LOC111592804|XP_023160980.2|DHYD	LOC118466860|XP_035792588.1|AALB
OG0004288	LOC111592771|XP_023160940.2|DHYD	LOC118466862|XP_035792591.1|AALB
OG0004289	LOC111596649|XP_023166715.2|DHYD	LOC118464429|XP_035787685.1|AALB
OG0004290	LOC111595627|XP_023165205.1|DHYD	LOC118465571|XP_035789826.1|AALB
OG0004291	LOC111597119|XP_023167447.1|DHYD	LOC118463564|XP_035786096.1|AALB
OG0004292	LOC111601020|XP_023173194.1|DHYD	LOC118464155|XP_035787175.1|AALB
OG0004293	LOC111595335|XP_023164765.1|DHYD	LOC118464157|XP_035787183.1|AALB
OG0004294	LOC111604299|XP_023178097.2|DHYD	LOC118464851|XP_035788445.1|AALB
OG0004295	LOC111604304|XP_023178103.2|DHYD	LOC118462610|XP_035784334.1|AALB
OG0004296	LOC111604309|XP_023178114.2|DHYD	LOC118462614|XP_035784340.1|AALB
OG0004297	LOC111599702|XP_023171199.2|DHYD	LOC118464096|XP_035787058.1|AALB
OG0004298	LOC111597108|XP_023167419.2|DHYD	LOC118463372|XP_035785788.1|AALB
OG0004299	LOC111592244|XP_030078511.1|DHYD	LOC118465907|XP_035790473.1|AALB
OG0004300	LOC111595523|XP_023165071.1|DHYD	LOC118463731|XP_035786418.1|AALB
OG0004301	LOC111601017|XP_023173189.2|DHYD	LOC118463727|XP_035786414.1|AALB
OG0004302	LOC111597969|XP_023168710.1|DHYD	LOC118463171|XP_035785459.1|AALB
OG0004303	LOC111592162|XP_023159982.1|DHYD	LOC118465667|XP_035789980.1|AALB
OG0004304	LOC111604350|XP_023178183.2|DHYD	LOC118465669|XP_035789983.1|AALB
OG0004305	LOC111598025|XP_023168805.2|DHYD	LOC118465727|XP_035790067.1|AALB
OG0004306	LOC111595573|XP_023165138.2|DHYD	LOC118466737|XP_035792312.1|AALB
OG0004307	LOC111592105|XP_023159902.1|DHYD	LOC118465558|XP_035789800.1|AALB
OG0004308	LOC111600016|XP_023171689.1|DHYD	LOC118465562|XP_035789806.1|AALB
OG0004309	LOC111592752|XP_023160916.2|DHYD	LOC118464421|XP_035787673.1|AALB
OG0004310	LOC111597963|XP_023168703.2|DHYD	LOC118466593|XP_035792048.1|AALB
OG0004311	LOC111600951|XP_023173095.1|DHYD	LOC118466258|XP_035791206.1|AALB
OG0004312	LOC111599684|XP_023171157.1|DHYD	LOC118467659|XP_035794297.1|AALB
OG0004313	LOC111604361|XP_030078557.1|DHYD	LOC118467657|XP_035794290.1|AALB
OG0004314	LOC111593455|XP_023161985.1|DHYD	LOC118467441|XP_035793838.1|AALB
OG0004315	LOC111599735|XP_023171260.2|DHYD	LOC118467447|XP_035793843.1|AALB
OG0004316	LOC111599989|XP_023171652.2|DHYD	LOC118465888|XP_035790432.1|AALB
OG0004317	LOC111595591|XP_023165169.2|DHYD	LOC118467212|XP_035793333.1|AALB
OG0004318	LOC111599741|XP_023171270.2|DHYD	LOC118465500|XP_035789698.1|AALB
OG0004319	LOC111593482|XP_023162015.1|DHYD	LOC118463728|XP_035786415.1|AALB
OG0004320	LOC111598232|XP_023169162.2|DHYD	LOC118467139|XP_035793153.1|AALB
OG0004321	LOC111600313|XP_023172139.2|DHYD	LOC118462661|XP_035784446.1|AALB
OG0004322	LOC111592929|XP_023161155.2|DHYD	LOC118464863|XP_035788470.1|AALB
OG0004323	LOC111592447|XP_023160398.1|DHYD	LOC118466012|XP_035790712.1|AALB
OG0004324	LOC111599210|XP_023170575.2|DHYD	LOC118466016|XP_035790721.1|AALB
OG0004325	LOC111599725|XP_023171237.1|DHYD	LOC118466015|XP_035790720.1|AALB
OG0004326	LOC111599686|XP_023171159.1|DHYD	LOC118463619|XP_035786205.1|AALB
OG0004327	LOC111604917|XP_023178936.1|DHYD	LOC118463083|XP_035785243.1|AALB
OG0004328	LOC111603832|XP_023177364.1|DHYD	LOC118467675|XP_035794336.1|AALB
OG0004329	LOC111600098|XP_023171826.2|DHYD	LOC118463193|XP_035785516.1|AALB
OG0004330	LOC111597037|XP_023167318.1|DHYD	LOC118465586|XP_035789848.1|AALB
OG0004331	LOC111600025|XP_023171706.1|DHYD	LOC118466979|XP_035792786.1|AALB
OG0004332	LOC111603598|XP_023177029.1|DHYD	LOC118464740|XP_035788243.1|AALB
OG0004333	LOC111601177|XP_023173424.2|DHYD	LOC118464739|XP_035788242.1|AALB
OG0004334	LOC111596075|XP_023165900.2|DHYD	LOC118463601|XP_035786153.1|AALB
OG0004335	LOC111597137|XP_023167466.2|DHYD	LOC118466330|XP_035791343.1|AALB
OG0004336	LOC111597136|XP_023167465.2|DHYD	LOC118464331|XP_035787540.1|AALB
OG0004337	LOC111601944|XP_023174567.1|DHYD	LOC118466335|XP_035791347.1|AALB
OG0004338	LOC111603738|XP_023177223.1|DHYD	LOC118463655|XP_035786292.1|AALB
OG0004339	LOC111601244|XP_023173510.1|DHYD	LOC118465481|XP_035789676.1|AALB, LOC118465480|XP_035789675.1|AALB
OG0004340	LOC111601243|XP_023173509.1|DHYD	LOC118465479|XP_035789674.1|AALB
OG0004341	LOC111593212|XP_023161630.2|DHYD	LOC118467825|XP_035794608.1|AALB
OG0004342	LOC111593814|XP_030081997.1|DHYD	LOC118466997|XP_035792813.1|AALB
OG0004343	LOC111593751|XP_023162525.1|DHYD	LOC118466999|XP_035792817.1|AALB
OG0004344	LOC111592814|XP_023161022.2|DHYD	LOC118463703|XP_035786384.1|AALB
OG0004345	LOC111603744|XP_023177231.2|DHYD	LOC118463762|XP_035786469.1|AALB
OG0004346	LOC111599719|XP_023171226.1|DHYD	LOC118463387|XP_035785823.1|AALB
OG0004347	LOC111599718|XP_023171225.2|DHYD	LOC118467707|XP_035794384.1|AALB
OG0004348	LOC111600140|XP_023171884.1|DHYD	LOC118465216|XP_035789100.1|AALB
OG0004349	LOC111600071|XP_023171772.1|DHYD	LOC118466061|XP_035790804.1|AALB
OG0004350	LOC111597046|XP_023167331.2|DHYD	LOC118465515|XP_035789726.1|AALB
OG0004351	LOC111592223|XP_023160067.1|DHYD	LOC118465969|XP_035790614.1|AALB
OG0004352	LOC111602651|XP_023175592.1|DHYD	LOC118466373|XP_035791490.1|AALB
