Orthogroup	DHYD.longest_only	SLEB.longest_only
OG0006305	LOC111596146|XP_023165999.1|DHYD	LOC115621310|XP_030370784.1|SLEB
OG0006306	LOC111598612|XP_030081602.1|DHYD	LOC115620811|XP_030370095.1|SLEB
OG0006307	LOC111601479|XP_023173834.2|DHYD	LOC115620528|XP_030369657.1|SLEB
OG0006308	LOC111598301|XP_023169256.1|DHYD	LOC115627254|XP_030378741.1|SLEB
OG0006309	LOC111605327|XP_023179562.1|DHYD	LOC115629155|XP_030381382.1|SLEB
OG0006310	LOC111598830|XP_023170036.2|DHYD	LOC115621394|XP_030370896.1|SLEB
OG0006311	LOC111591986|XP_023159707.1|DHYD	LOC115626991|XP_030378366.1|SLEB
OG0006312	LOC111591974|XP_023159689.1|DHYD	LOC115626680|XP_030377967.1|SLEB
OG0006313	LOC111598146|XP_030078876.1|DHYD	LOC115626756|XP_030378073.1|SLEB
OG0006314	LOC111595967|XP_023165712.1|DHYD	LOC115629277|XP_030381566.1|SLEB
OG0006315	LOC111597880|XP_023168574.2|DHYD	LOC115621084|XP_030370474.1|SLEB
OG0006316	LOC111599917|XP_023171514.1|DHYD	LOC115626736|XP_030378045.1|SLEB
OG0006317	LOC111593995|XP_023162855.1|DHYD	LOC115627551|XP_030379128.1|SLEB
OG0006318	LOC111595940|XP_023165671.2|DHYD	LOC115629151|XP_030381374.1|SLEB
OG0006319	LOC111600026|XP_023171707.1|DHYD	LOC115623476|XP_030373708.1|SLEB
OG0006320	LOC111596575|XP_023166616.1|DHYD	LOC115627911|XP_030379666.1|SLEB
OG0006321	LOC111603154|XP_023176399.1|DHYD	LOC115633423|XP_030386742.1|SLEB
OG0006322	LOC111594061|XP_023162954.1|DHYD	LOC115633408|XP_030386711.1|SLEB
OG0006323	LOC111596524|XP_030079599.1|DHYD	LOC115627410|XP_030378930.1|SLEB
OG0006324	LOC111596712|XP_023166801.2|DHYD	LOC115627105|XP_030378528.1|SLEB
OG0006325	LOC111600623|XP_023172593.1|DHYD	LOC115620548|XP_030369690.1|SLEB
OG0006326	LOC111595107|XP_023164440.2|DHYD	LOC115628681|XP_030380714.1|SLEB
OG0006327	LOC111603240|XP_023176514.1|DHYD	LOC115620894|XP_030370237.1|SLEB
OG0006328	LOC111599922|XP_023171537.2|DHYD	LOC115620956|XP_030370332.1|SLEB
OG0006329	LOC111602402|XP_023175190.1|DHYD	LOC115627505|XP_030379058.1|SLEB
OG0006330	LOC111596175|XP_023166043.2|DHYD	LOC115621913|XP_030371607.1|SLEB
OG0006331	LOC111603138|XP_023176380.2|DHYD	LOC115633286|XP_030386555.1|SLEB
OG0006332	LOC111596457|XP_023166455.2|DHYD	LOC115628851|XP_030380961.1|SLEB
OG0006333	LOC111597420|XP_030079364.1|DHYD	LOC115627068|XP_030378475.1|SLEB
OG0006334	LOC111598871|XP_023170088.2|DHYD	LOC115628965|XP_030381101.1|SLEB
OG0006335	LOC111599562|XP_023170998.2|DHYD	LOC115620330|XP_030369386.1|SLEB
OG0006336	LOC111593502|XP_023162037.1|DHYD	LOC115627224|XP_030378706.1|SLEB
OG0006337	LOC111600176|XP_023171939.1|DHYD	LOC115627920|XP_030379675.1|SLEB
OG0006338	LOC111601984|XP_023174636.1|DHYD	LOC115620576|XP_030369737.1|SLEB
OG0006339	LOC111597906|XP_023168613.2|DHYD	LOC115627110|XP_030378533.1|SLEB
OG0006340	LOC111593440|XP_023161960.1|DHYD	LOC115627079|XP_030378487.1|SLEB
OG0006341	LOC111596588|XP_023166634.2|DHYD	LOC115627814|XP_030379505.1|SLEB
OG0006342	LOC111596538|XP_023166577.2|DHYD	LOC115628030|XP_030379831.1|SLEB
OG0006343	LOC111596566|XP_023166607.2|DHYD	LOC115627964|XP_030379718.1|SLEB
OG0006344	LOC111598353|XP_023169330.2|DHYD	LOC115627262|XP_030378750.1|SLEB
OG0006345	LOC111595893|XP_023165595.2|DHYD	LOC115621627|XP_030371184.1|SLEB
OG0006346	LOC111595238|XP_023164643.1|DHYD	LOC115620687|XP_030369915.1|SLEB
OG0006347	LOC111596844|XP_023167041.1|DHYD	LOC115625085|XP_030375836.1|SLEB
OG0006348	LOC111595365|XP_023164818.2|DHYD	LOC115633216|XP_030386461.1|SLEB
OG0006349	LOC111596823|XP_023166960.1|DHYD	LOC115628662|XP_030380690.1|SLEB
OG0006350	LOC111592704|XP_023160855.1|DHYD	LOC115620208|XP_030369204.1|SLEB
OG0006351	LOC111596883|XP_023167099.1|DHYD	LOC115629584|XP_030381937.1|SLEB
OG0006352	LOC111598011|XP_023168775.2|DHYD	LOC115633294|XP_030386566.1|SLEB
OG0006353	LOC111594513|XP_023163602.2|DHYD	LOC115621454|XP_030370969.1|SLEB
OG0006354	LOC111595215|XP_023164593.1|DHYD	LOC115620895|XP_030370239.1|SLEB
OG0006355	LOC111592358|XP_030080155.1|DHYD	LOC115629113|XP_030381302.1|SLEB
OG0006356	LOC111594265|XP_023163260.1|DHYD	LOC115626815|XP_030378151.1|SLEB
OG0006357	LOC111598144|XP_023168978.2|DHYD	LOC115627450|XP_030378975.1|SLEB
OG0006358	LOC111595290|XP_023164713.1|DHYD	LOC115628314|XP_030380228.1|SLEB
OG0006359	LOC111602623|XP_023175553.1|DHYD	LOC115620415|XP_030369498.1|SLEB
OG0006360	LOC111605146|XP_023179295.1|DHYD	LOC115629364|XP_030381679.1|SLEB
OG0006361	LOC111592376|XP_023160316.1|DHYD	LOC115623990|XP_030374421.1|SLEB
OG0006363	LOC111596043|XP_023165847.2|DHYD	LOC115633235|XP_030386489.1|SLEB
OG0006364	LOC111602447|XP_023175273.2|DHYD	LOC115631385|XP_030383967.1|SLEB
OG0006365	LOC111593047|XP_030079313.1|DHYD	LOC115627548|XP_030379124.1|SLEB
OG0006366	LOC111593058|XP_023161401.2|DHYD	LOC115627581|XP_030379164.1|SLEB
OG0006367	LOC111594248|XP_023163228.2|DHYD	LOC115627673|XP_030379275.1|SLEB
OG0006368	LOC111592469|XP_023160449.1|DHYD	LOC115621764|XP_030371357.1|SLEB
OG0006369	LOC111592467|XP_023160436.2|DHYD	LOC115621826|XP_030371482.1|SLEB
OG0006370	LOC111598379|XP_030079596.1|DHYD	LOC115629594|XP_030381945.1|SLEB
OG0006371	LOC111602012|XP_023174674.2|DHYD	LOC115621444|XP_030370958.1|SLEB
OG0006372	LOC111603251|XP_023176526.2|DHYD	LOC115621562|XP_030371102.1|SLEB
OG0006373	LOC111604738|XP_023178679.1|DHYD	LOC115628716|XP_030380770.1|SLEB
OG0006374	LOC111597255|XP_023167626.2|DHYD	LOC115626847|XP_030378205.1|SLEB
OG0006375	LOC111598271|XP_023169216.2|DHYD	LOC115628834|XP_030380933.1|SLEB
OG0006376	LOC111598441|XP_023169454.2|DHYD	LOC115627709|XP_030379317.1|SLEB
OG0006377	LOC111603118|XP_023176358.1|DHYD	LOC115627512|XP_030379066.1|SLEB
OG0006378	LOC111600235|XP_023172033.1|DHYD	LOC115621167|XP_030370589.1|SLEB
OG0006379	LOC111591908|XP_023159586.1|DHYD	LOC115627003|XP_030378379.1|SLEB
OG0006380	LOC111604766|XP_023178735.1|DHYD	LOC115633261|XP_030386526.1|SLEB
OG0006381	LOC111603209|XP_023176472.1|DHYD	LOC115629640|XP_030382002.1|SLEB
OG0006382	LOC111593410|XP_023161904.1|DHYD	LOC115629257|XP_030381538.1|SLEB
OG0006383	LOC111598182|XP_023169048.1|DHYD	LOC115627492|XP_030379039.1|SLEB
OG0006384	LOC111602411|XP_023175209.1|DHYD	LOC115627517|XP_030379071.1|SLEB
OG0006385	LOC111600154|XP_030080628.1|DHYD	LOC115621894|XP_030371583.1|SLEB
OG0006386	LOC111605042|XP_023179146.2|DHYD	LOC115626146|XP_030377270.1|SLEB
OG0006387	LOC111592485|XP_023160473.2|DHYD	LOC115621234|XP_030370684.1|SLEB
OG0006388	LOC111598845|XP_023170049.2|DHYD	LOC115628932|XP_030381065.1|SLEB
OG0006389	LOC111598817|XP_023170013.2|DHYD	LOC115628907|XP_030381026.1|SLEB
OG0006390	LOC111595938|XP_023165672.1|DHYD	LOC115623852|XP_030374256.1|SLEB
OG0006391	LOC111594507|XP_023163592.2|DHYD	LOC115620849|XP_030370153.1|SLEB
OG0006392	LOC111593436|XP_023161951.2|DHYD	LOC115626683|XP_030377970.1|SLEB
OG0006393	LOC111602540|XP_023175438.2|DHYD	LOC115631146|XP_030383677.1|SLEB
OG0006394	LOC111601535|XP_023173935.2|DHYD	LOC115621960|XP_030371668.1|SLEB
OG0006395	LOC111597847|XP_023168524.1|DHYD	LOC115621115|XP_030370519.1|SLEB
OG0006396	LOC111593470|XP_023162000.2|DHYD	LOC115627363|XP_030378873.1|SLEB
OG0006397	LOC111593427|XP_023162347.1|DHYD	LOC115628813|XP_030380898.1|SLEB
OG0006398	LOC111603710|XP_023177219.1|DHYD	LOC115633211|XP_030386458.1|SLEB
OG0006399	LOC111596832|XP_023166975.1|DHYD	LOC115627495|XP_030379042.1|SLEB
OG0006400	LOC111596831|XP_023166974.2|DHYD	LOC115627494|XP_030379041.1|SLEB
OG0006401	LOC111592346|XP_023160247.2|DHYD	LOC115628163|XP_030380037.1|SLEB
OG0006402	LOC111598498|XP_023169525.2|DHYD	LOC115624087|XP_030374537.1|SLEB
OG0006403	LOC111592037|XP_030081745.1|DHYD	LOC115623864|XP_030374269.1|SLEB
OG0006404	LOC111592050|XP_023159815.2|DHYD	LOC115624101|XP_030374551.1|SLEB
OG0006405	LOC111604518|XP_023178382.1|DHYD	LOC115623795|XP_030374195.1|SLEB
OG0006406	LOC111602807|XP_023175872.1|DHYD	LOC115620629|XP_030369819.1|SLEB
OG0006407	LOC111603153|XP_023176398.1|DHYD	LOC115627252|XP_030378739.1|SLEB
OG0006408	LOC111593464|XP_023161994.2|DHYD	LOC115627087|XP_030378497.1|SLEB
OG0006409	LOC111591893|XP_023159567.1|DHYD	LOC115629733|XP_030382126.1|SLEB
OG0006410	LOC111594044|XP_023162968.1|DHYD	LOC115627153|XP_030378592.1|SLEB
OG0006411	LOC111596793|XP_023166919.2|DHYD	LOC115633269|XP_030386538.1|SLEB
OG0006412	LOC111595913|XP_023165635.1|DHYD	LOC115620231|XP_030369233.1|SLEB
OG0006413	LOC111601972|XP_023174615.2|DHYD	LOC115621803|XP_030371444.1|SLEB
OG0006414	LOC111595914|XP_023165632.1|DHYD	LOC115620816|XP_030370103.1|SLEB
OG0006415	LOC111596167|XP_023166027.2|DHYD	LOC115629551|XP_030381895.1|SLEB
OG0006416	LOC111602866|XP_023175952.1|DHYD	LOC115629660|XP_030382034.1|SLEB
OG0006417	LOC111603889|XP_023177474.1|DHYD	LOC115625781|XP_030376812.1|SLEB, LOC115629939|XP_030382406.1|SLEB
OG0006418	LOC111603358|XP_023176672.2|DHYD	LOC115626714|XP_030378015.1|SLEB
OG0006419	LOC111597156|XP_023167477.1|DHYD	LOC115621385|XP_030370876.1|SLEB
OG0006420	LOC111602675|XP_030080792.1|DHYD	LOC115621797|XP_030371435.1|SLEB
OG0006421	LOC111602279|XP_023175043.1|DHYD	LOC115629030|XP_030381189.1|SLEB
OG0006422	LOC111602324|XP_023175093.2|DHYD	LOC115628987|XP_030381127.1|SLEB
OG0006423	LOC111603545|XP_023176946.1|DHYD	LOC115621863|XP_030371544.1|SLEB
OG0006424	LOC111603547|XP_023176948.1|DHYD	LOC115620671|XP_030369891.1|SLEB
OG0006425	LOC111603611|XP_023177044.2|DHYD	LOC115620905|XP_030370255.1|SLEB
OG0006426	LOC111603610|XP_023177043.2|DHYD	LOC115621280|XP_030370742.1|SLEB
OG0006427	LOC111593228|XP_023161648.2|DHYD	LOC115620655|XP_030369865.1|SLEB
OG0006428	LOC111599808|XP_023171363.1|DHYD	LOC115621885|XP_030371573.1|SLEB
OG0006429	LOC111602688|XP_023175680.1|DHYD	LOC115620218|XP_030369217.1|SLEB
OG0006430	LOC111605697|XP_023180139.1|DHYD	LOC115623601|XP_030373877.1|SLEB
OG0006431	LOC111601456|XP_030078731.1|DHYD	LOC115620610|XP_030369787.1|SLEB
OG0006432	LOC111603482|XP_030081668.1|DHYD	LOC115622015|XP_030371729.1|SLEB
OG0006433	LOC111602879|XP_023175977.1|DHYD	LOC115620586|XP_030369753.1|SLEB
OG0006434	LOC111594728|XP_023163927.1|DHYD	LOC115631397|XP_030383980.1|SLEB
OG0006435	LOC111592697|XP_023160840.2|DHYD	LOC115620730|XP_030369972.1|SLEB
OG0006436	LOC111604416|XP_023178239.2|DHYD	LOC115629139|XP_030381347.1|SLEB
OG0006437	LOC111597295|XP_023167684.1|DHYD	LOC115629186|XP_030381431.1|SLEB
OG0006438	LOC111599090|XP_023170398.1|DHYD	LOC115631246|XP_030383815.1|SLEB
OG0006439	LOC111598838|XP_023170045.1|DHYD	LOC115620777|XP_030370046.1|SLEB
OG0006440	LOC111598848|XP_023170054.1|DHYD	LOC115621013|XP_030370393.1|SLEB
OG0006441	LOC111594579|XP_023163704.2|DHYD	LOC115621961|XP_030371669.1|SLEB
OG0006442	LOC111601784|XP_023174312.2|DHYD	LOC115621884|XP_030371571.1|SLEB
OG0006443	LOC111600819|XP_023172887.1|DHYD	LOC115624051|XP_030374491.1|SLEB
OG0006444	LOC111594462|XP_023163528.2|DHYD	LOC115621780|XP_030371395.1|SLEB
OG0006445	LOC111591979|XP_023159697.2|DHYD	LOC115630051|XP_030382543.1|SLEB
OG0006446	LOC111601351|XP_023173651.2|DHYD	LOC115628779|XP_030380850.1|SLEB
OG0006447	LOC111600805|XP_023172863.1|DHYD	LOC115628782|XP_030380855.1|SLEB
OG0006448	LOC111597173|XP_023167502.1|DHYD	LOC115620650|XP_030369857.1|SLEB
OG0006449	LOC111597174|XP_030080855.1|DHYD	LOC115620864|XP_030370190.1|SLEB
OG0006450	LOC111594949|XP_023164214.2|DHYD	LOC115630580|XP_030383058.1|SLEB
OG0006451	LOC111601854|XP_023174458.1|DHYD	LOC115630192|XP_030382617.1|SLEB
OG0006452	LOC111596065|XP_023165882.2|DHYD	LOC115628203|XP_030380056.1|SLEB
OG0006453	LOC111601055|XP_023173239.1|DHYD	LOC115632424|XP_030385424.1|SLEB
OG0006454	LOC111601947|XP_023174571.2|DHYD	LOC115627016|XP_030378401.1|SLEB
OG0006455	LOC111602659|XP_030081681.1|DHYD	LOC115621786|XP_030371406.1|SLEB
OG0006456	LOC111602777|XP_023175812.2|DHYD	LOC115620250|XP_030369260.1|SLEB
OG0006457	LOC111605479|XP_023179781.2|DHYD	LOC115621078|XP_030370468.1|SLEB
OG0006459	LOC111602780|XP_023175814.1|DHYD	LOC115620612|XP_030369789.1|SLEB
OG0006460	LOC111596492|XP_023166521.1|DHYD	LOC115620507|XP_030369626.1|SLEB
OG0006461	LOC111602672|XP_023175633.1|DHYD	LOC115623674|XP_030374004.1|SLEB
OG0006462	LOC111601508|XP_023173871.2|DHYD	LOC115620473|XP_030369564.1|SLEB
OG0006463	LOC111595216|XP_023164597.2|DHYD	LOC115621231|XP_030370680.1|SLEB
OG0006464	LOC111596659|XP_023166732.1|DHYD	LOC115624842|XP_030375548.1|SLEB
OG0006465	LOC111604032|XP_023177657.1|DHYD	LOC115627345|XP_030378852.1|SLEB
OG0006466	LOC111594245|XP_023163224.1|DHYD	LOC115629739|XP_030382134.1|SLEB
OG0006467	LOC111598086|XP_030081667.1|DHYD	LOC115621190|XP_030370626.1|SLEB
OG0006468	LOC111598905|XP_023170141.1|DHYD	LOC115620930|XP_030370297.1|SLEB
OG0006469	LOC111605036|XP_023179141.1|DHYD	LOC115629557|XP_030381908.1|SLEB
OG0006470	LOC111595096|XP_023164431.2|DHYD	LOC115622955|XP_030372955.1|SLEB
OG0006471	LOC111596491|XP_023166520.2|DHYD	LOC115620368|XP_030369433.1|SLEB
OG0006472	LOC111596487|XP_023166516.1|DHYD	LOC115620818|XP_030370105.1|SLEB
OG0006473	LOC111598744|XP_023169910.2|DHYD	LOC115622365|XP_030372140.1|SLEB
OG0006474	LOC111593861|XP_023162683.1|DHYD	LOC115634096|XP_030387513.1|SLEB
OG0006475	LOC111601383|XP_023173689.1|DHYD	LOC115621834|XP_030371503.1|SLEB
OG0006476	LOC111598875|XP_023170103.2|DHYD	LOC115628869|XP_030380985.1|SLEB
OG0006477	LOC111604740|XP_023178681.1|DHYD	LOC115628764|XP_030380840.1|SLEB
OG0006478	LOC111602705|XP_023175710.1|DHYD	LOC115621782|XP_030371399.1|SLEB
OG0006479	LOC111602797|XP_023175852.2|DHYD	LOC115621390|XP_030370883.1|SLEB
OG0006480	LOC111593832|XP_023162638.2|DHYD	LOC115620008|XP_030368967.1|SLEB
OG0006481	LOC111603764|XP_023177265.1|DHYD	LOC115631695|XP_030384377.1|SLEB
OG0006482	LOC111598331|XP_023169300.2|DHYD	LOC115620665|XP_030369879.1|SLEB
OG0006483	LOC111594509|XP_023163594.2|DHYD	LOC115621300|XP_030370769.1|SLEB
OG0006484	LOC111594536|XP_023163644.2|DHYD	LOC115622014|XP_030371728.1|SLEB
OG0006485	LOC111596258|XP_023166161.1|DHYD	LOC115625314|XP_030376192.1|SLEB
OG0006486	LOC111601312|XP_023173604.2|DHYD	LOC115623872|XP_030374278.1|SLEB
OG0006487	LOC111603543|XP_023176945.2|DHYD	LOC115629458|XP_030381785.1|SLEB
OG0006488	LOC111598687|XP_023169819.1|DHYD	LOC115627209|XP_030378689.1|SLEB
OG0006489	LOC111605462|XP_023179749.1|DHYD	LOC115621739|XP_030371329.1|SLEB
OG0006490	LOC111603441|XP_023176796.2|DHYD	LOC115623767|XP_030374163.1|SLEB
OG0006491	LOC111595788|XP_023165441.2|DHYD	LOC115631882|XP_030384591.1|SLEB
OG0006492	LOC111598793|XP_023169980.1|DHYD	LOC115621504|XP_030371033.1|SLEB
OG0006493	LOC111595948|XP_023165684.1|DHYD	LOC115629130|XP_030381330.1|SLEB
OG0006494	LOC111594261|XP_023163255.2|DHYD	LOC115626703|XP_030377996.1|SLEB
OG0006495	LOC111598472|XP_023169497.1|DHYD	LOC115627167|XP_030378617.1|SLEB
OG0006496	LOC111596495|XP_023166524.2|DHYD	LOC115621088|XP_030370481.1|SLEB
OG0006497	LOC111594515|XP_023163608.1|DHYD	LOC115620837|XP_030370130.1|SLEB
OG0006498	LOC111594482|XP_023163558.2|DHYD	LOC115620881|XP_030370219.1|SLEB
OG0006499	LOC111596405|XP_030080761.1|DHYD	LOC115621010|XP_030370389.1|SLEB
OG0006500	LOC111592631|XP_023160736.2|DHYD	LOC115631750|XP_030384447.1|SLEB
OG0006501	LOC111594478|XP_023163549.2|DHYD	LOC115621843|XP_030371515.1|SLEB
OG0006502	LOC111594528|XP_023163630.2|DHYD	LOC115620868|XP_030370201.1|SLEB
OG0006503	LOC111594490|XP_023163567.1|DHYD	LOC115620946|XP_030370321.1|SLEB
OG0006504	LOC111594541|XP_023163659.2|DHYD	LOC115621351|XP_030370833.1|SLEB
OG0006505	LOC111597838|XP_023168508.2|DHYD	LOC115620622|XP_030369809.1|SLEB
OG0006506	LOC111598372|XP_023169348.1|DHYD	LOC115622618|XP_030372479.1|SLEB
OG0006507	LOC111598500|XP_023169534.2|DHYD	LOC115625187|XP_030376013.1|SLEB
OG0006508	LOC111598616|XP_023169718.1|DHYD	LOC115625397|XP_030376296.1|SLEB
OG0006509	LOC111593434|XP_023161949.1|DHYD	LOC115627377|XP_030378890.1|SLEB
OG0006510	LOC111601794|XP_023174338.1|DHYD	LOC115620340|XP_030369399.1|SLEB
OG0006511	LOC111594531|XP_023163636.2|DHYD	LOC115620448|XP_030369538.1|SLEB
OG0006512	LOC111600700|XP_023172722.2|DHYD	LOC115620289|XP_030369324.1|SLEB
OG0006513	LOC111594540|XP_023163649.1|DHYD	LOC115620274|XP_030369301.1|SLEB
OG0006514	LOC111598814|XP_023170006.1|DHYD	LOC115620927|XP_030370293.1|SLEB
OG0006515	LOC111598812|XP_023170004.1|DHYD	LOC115621114|XP_030370518.1|SLEB
OG0006516	LOC111593680|XP_023162340.2|DHYD	LOC115625459|XP_030376366.1|SLEB
OG0006517	LOC111593697|XP_023162410.2|DHYD	LOC115625183|XP_030376007.1|SLEB
OG0006518	LOC111593694|XP_023162378.1|DHYD	LOC115625550|XP_030376491.1|SLEB
OG0006519	LOC111593698|XP_023162411.1|DHYD	LOC115625184|XP_030376008.1|SLEB
OG0006520	LOC111596418|XP_023166397.2|DHYD	LOC115621266|XP_030370725.1|SLEB
OG0006521	LOC111593250|XP_023161676.2|DHYD	LOC115621177|XP_030370601.1|SLEB
OG0006522	LOC111596420|XP_023166399.2|DHYD	LOC115620799|XP_030370082.1|SLEB
OG0006523	LOC111594976|XP_023164243.1|DHYD	LOC115621580|XP_030371130.1|SLEB
OG0006524	LOC111598785|XP_023169966.1|DHYD	LOC115625910|XP_030377001.1|SLEB
OG0006525	LOC111592354|XP_030079673.1|DHYD	LOC115629136|XP_030381340.1|SLEB
OG0006526	LOC111594436|XP_023163492.2|DHYD	LOC115621998|XP_030371713.1|SLEB
OG0006527	LOC111594437|XP_030080736.1|DHYD	LOC115621681|XP_030371251.1|SLEB
OG0006528	LOC111594595|XP_023163726.2|DHYD	LOC115621997|XP_030371712.1|SLEB
OG0006529	LOC111594438|XP_023163494.1|DHYD	LOC115621988|XP_030371701.1|SLEB
OG0006530	LOC111594439|XP_023163495.2|DHYD	LOC115621979|XP_030371691.1|SLEB
OG0006531	LOC111594601|XP_023163733.2|DHYD	LOC115625639|XP_030376628.1|SLEB, LOC115621652|XP_030371214.1|SLEB
OG0006532	LOC111594596|XP_030080663.1|DHYD	LOC115621226|XP_030370675.1|SLEB
OG0006533	LOC111601227|XP_023173492.1|DHYD	LOC115624888|XP_030375596.1|SLEB
OG0006534	LOC111594960|XP_023164227.1|DHYD	LOC115620375|XP_030369441.1|SLEB
OG0006535	LOC111604196|XP_023177920.2|DHYD	LOC115621919|XP_030371622.1|SLEB
OG0006536	LOC111598213|XP_023169135.2|DHYD	LOC115625583|XP_030376547.1|SLEB
OG0006537	LOC111600625|XP_023172597.1|DHYD	LOC115620484|XP_030369576.1|SLEB
OG0006538	LOC111599575|XP_023171017.2|DHYD	LOC115620544|XP_030369687.1|SLEB
OG0006539	LOC111596007|XP_023165793.2|DHYD	LOC115622038|XP_030371766.1|SLEB
OG0006540	LOC111598225|XP_023169152.2|DHYD	LOC115621235|XP_030370685.1|SLEB
OG0006541	LOC111595231|XP_023164635.2|DHYD	LOC115620587|XP_030369756.1|SLEB
OG0006542	LOC111595232|XP_023164636.1|DHYD	LOC115620588|XP_030369757.1|SLEB
OG0006543	LOC111597762|XP_023168385.2|DHYD	LOC115620506|XP_030369623.1|SLEB
OG0006544	LOC111596430|XP_023166412.2|DHYD	LOC115623626|XP_030373926.1|SLEB
OG0006545	LOC111598346|XP_023169320.1|DHYD	LOC115629728|XP_030382121.1|SLEB
OG0006546	LOC111603489|XP_023176856.1|DHYD	LOC115620762|XP_030370022.1|SLEB
OG0006547	LOC111593689|XP_023162354.2|DHYD	LOC115625316|XP_030376197.1|SLEB
OG0006548	LOC111605546|XP_023179876.1|DHYD	LOC115621493|XP_030371021.1|SLEB
OG0006549	LOC111604840|XP_023178840.2|DHYD	LOC115625609|XP_030376604.1|SLEB
OG0006550	LOC111594617|XP_023163773.2|DHYD	LOC115621556|XP_030371088.1|SLEB
OG0006551	LOC111596170|XP_023166031.2|DHYD	LOC115629593|XP_030381944.1|SLEB
OG0006552	LOC111596164|XP_023166024.2|DHYD	LOC115629559|XP_030381910.1|SLEB
OG0006553	LOC111597761|XP_023168384.2|DHYD	LOC115620855|XP_030370159.1|SLEB
OG0006554	LOC111602603|XP_030081687.1|DHYD	LOC115623902|XP_030374317.1|SLEB
OG0006555	LOC111595556|XP_023165121.2|DHYD	LOC115622753|XP_030372667.1|SLEB
OG0006556	LOC111594469|XP_023163537.2|DHYD	LOC115621123|XP_030370529.1|SLEB
OG0006557	LOC111599418|XP_030078700.1|DHYD	LOC115625233|XP_030376078.1|SLEB
OG0006558	LOC111598256|XP_023169193.1|DHYD	LOC115620673|XP_030369896.1|SLEB
OG0006559	LOC111602783|XP_023175822.1|DHYD	LOC115621250|XP_030370703.1|SLEB
OG0006560	LOC111594820|XP_023164050.1|DHYD	LOC115620471|XP_030369562.1|SLEB
OG0006561	LOC111594819|XP_023164049.1|DHYD	LOC115621333|XP_030370814.1|SLEB
OG0006562	LOC111598259|XP_023169201.1|DHYD	LOC115620965|XP_030370346.1|SLEB
OG0006563	LOC111598561|XP_023169632.1|DHYD	LOC115621996|XP_030371711.1|SLEB
OG0006564	LOC111598877|XP_023170110.2|DHYD	LOC115620819|XP_030370106.1|SLEB
OG0006565	LOC111598894|XP_030080671.1|DHYD	LOC115622039|XP_030371767.1|SLEB
OG0006566	LOC111595682|XP_023165288.2|DHYD	LOC115625587|XP_030376557.1|SLEB
OG0006567	LOC111598555|XP_023169617.1|DHYD	LOC115620192|XP_030369183.1|SLEB
OG0006568	LOC111598658|XP_023169776.2|DHYD	LOC115620190|XP_030369181.1|SLEB
OG0006569	LOC111594843|XP_023164077.1|DHYD	LOC115632473|XP_030385502.1|SLEB
OG0006570	LOC111604796|XP_023178781.1|DHYD	LOC115624397|XP_030374984.1|SLEB
OG0006571	LOC111595896|XP_023165605.1|DHYD	LOC115620432|XP_030369520.1|SLEB
OG0006572	LOC111601295|XP_023173574.1|DHYD	LOC115629976|XP_030382459.1|SLEB
OG0006573	LOC111592384|XP_023160326.2|DHYD	LOC115623400|XP_030373569.1|SLEB
OG0006574	LOC111601793|XP_023174333.2|DHYD	LOC115620288|XP_030369321.1|SLEB
OG0006575	LOC111604262|XP_023178026.1|DHYD	LOC115621147|XP_030370563.1|SLEB
OG0006576	LOC115482736|XP_030081594.1|DHYD	LOC115625152|XP_030375937.1|SLEB
OG0006577	LOC111596257|XP_023166160.1|DHYD	LOC115625313|XP_030376191.1|SLEB
OG0006578	LOC111598545|XP_023169605.2|DHYD	LOC115625151|XP_030375935.1|SLEB
OG0006579	LOC111603918|XP_023177511.1|DHYD	LOC115628535|XP_030380557.1|SLEB
OG0006580	LOC111601396|XP_023173708.1|DHYD	LOC115621443|XP_030370957.1|SLEB
OG0006581	LOC111604795|XP_023178780.2|DHYD	LOC115623921|XP_030374338.1|SLEB
OG0006582	LOC111599605|XP_023171059.1|DHYD	LOC115623532|XP_030373775.1|SLEB
OG0006583	LOC111601438|XP_023173782.1|DHYD	LOC115620457|XP_030369547.1|SLEB
OG0006584	LOC111595015|XP_023164290.2|DHYD	LOC115631004|XP_030383463.1|SLEB
OG0006585	LOC111595560|XP_023165122.2|DHYD	LOC115631949|XP_030384663.1|SLEB
OG0006586	LOC111596425|XP_023166405.1|DHYD	LOC115620535|XP_030369666.1|SLEB
OG0006587	LOC111596421|XP_023166401.1|DHYD	LOC115620533|XP_030369663.1|SLEB
OG0006588	LOC111602529|XP_023175426.2|DHYD	LOC115625200|XP_030376027.1|SLEB
OG0006589	LOC111595226|XP_023164624.2|DHYD	LOC115629463|XP_030381791.1|SLEB
OG0006590	LOC111595265|XP_023164683.2|DHYD	LOC115623441|XP_030373650.1|SLEB
OG0006591	LOC111594385|XP_023163420.2|DHYD	LOC115622192|XP_030371941.1|SLEB
OG0006592	LOC111594625|XP_023163784.1|DHYD	LOC115625089|XP_030375848.1|SLEB
OG0006593	LOC111594623|XP_023163781.1|DHYD	LOC115625088|XP_030375846.1|SLEB
OG0006594	LOC111595668|XP_023165260.2|DHYD	LOC115632549|XP_030385624.1|SLEB
OG0006595	LOC111594021|XP_023162897.2|DHYD	LOC115631092|XP_030383603.1|SLEB
OG0006596	LOC111592417|XP_023160361.2|DHYD	LOC115625815|XP_030376865.1|SLEB
