Orthogroup	DHYD.longest_only	DEUG.longest_only
OG0003678	LOC111597498|XP_023168024.1|DHYD	LOC108108034|XP_017071395.1|DEUG
OG0003679	LOC111597513|XP_023168050.2|DHYD	LOC108108205|XP_017071651.1|DEUG
OG0003680	LOC111605359|XP_023179606.2|DHYD	LOC108113330|XP_017079375.1|DEUG
OG0003681	LOC111593185|XP_023161562.1|DHYD	LOC108112713|XP_017078428.1|DEUG
OG0003682	LOC111601540|XP_023173942.2|DHYD	LOC108111768|XP_017076822.1|DEUG
OG0003683	LOC111595328|XP_023164756.2|DHYD	LOC108112559|XP_017077994.1|DEUG
OG0003684	LOC111605678|XP_023180112.2|DHYD	LOC108117390|XP_017085277.1|DEUG
OG0003685	LOC111592736|XP_023160897.1|DHYD	LOC108108345|XP_017071871.1|DEUG
OG0003686	LOC111594042|XP_030081378.1|DHYD	LOC108104843|XP_017066641.1|DEUG
OG0003687	LOC111597692|XP_023168295.2|DHYD	LOC108112871|XP_017078690.1|DEUG
OG0003688	LOC111593922|XP_023162764.2|DHYD	LOC108113188|XP_017079203.1|DEUG
OG0003689	LOC111597489|XP_023168012.2|DHYD	LOC108116781|XP_017084308.1|DEUG
OG0003690	LOC111593530|XP_023162094.1|DHYD	LOC108108598|XP_017072184.1|DEUG
OG0003691	LOC111593531|XP_023162095.1|DHYD	LOC108118249|XP_017086326.1|DEUG
OG0003692	LOC111599948|XP_023171568.2|DHYD	LOC108113237|XP_017079269.1|DEUG
OG0003693	LOC111600508|XP_023172404.2|DHYD	LOC108104645|XP_017066313.1|DEUG
OG0003694	LOC111604666|XP_023178595.1|DHYD	LOC108113945|XP_017080145.1|DEUG
OG0003695	LOC111594864|XP_023164111.2|DHYD	LOC108108591|XP_017072176.1|DEUG
OG0003696	LOC111600598|XP_023172558.1|DHYD	LOC108106342|XP_017068811.1|DEUG
OG0003697	LOC111604805|XP_023178795.2|DHYD	LOC108104787|XP_017066535.1|DEUG
OG0003698	LOC111595669|XP_023165261.1|DHYD	LOC108114553|XP_017081089.1|DEUG, LOC108114720|XP_017081314.1|DEUG
OG0003699	LOC111604123|XP_023177801.1|DHYD	LOC108107342|XP_017070328.1|DEUG
OG0003700	LOC111593792|XP_023162579.2|DHYD	LOC108107448|XP_017070480.1|DEUG
OG0003701	LOC111594957|XP_023164223.1|DHYD	LOC108106146|XP_017068534.1|DEUG
OG0003702	LOC111600922|XP_023173054.1|DHYD	LOC108105989|XP_017068312.1|DEUG
OG0003703	LOC111597389|XP_023167821.1|DHYD	LOC108107858|XP_017071113.1|DEUG
OG0003704	LOC111594878|XP_023164131.2|DHYD	LOC108108592|XP_017072177.1|DEUG
OG0003705	LOC111593304|XP_023161757.1|DHYD	LOC108109064|XP_017072886.1|DEUG
OG0003706	LOC111605647|XP_023180077.2|DHYD	LOC108108117|XP_017071523.1|DEUG
OG0003707	LOC111595380|XP_023164844.2|DHYD	LOC108102858|XP_017063548.1|DEUG
OG0003708	LOC111600473|XP_023172351.2|DHYD	LOC108114137|XP_017080408.1|DEUG
OG0003709	LOC111603388|XP_023176723.2|DHYD	LOC108112735|XP_017078460.1|DEUG
OG0003710	LOC111603397|XP_023176734.2|DHYD	LOC108113278|XP_017079316.1|DEUG
OG0003711	LOC111605077|XP_023179179.2|DHYD	LOC108108723|XP_017072346.1|DEUG
OG0003712	LOC111600638|XP_023172613.2|DHYD	LOC108106721|XP_017069447.1|DEUG
OG0003713	LOC111600730|XP_023172770.2|DHYD	LOC108109229|XP_017073191.1|DEUG
OG0003714	LOC111600729|XP_023172769.1|DHYD	LOC108109228|XP_017073189.1|DEUG
OG0003715	LOC111601571|XP_023173988.1|DHYD	LOC108109773|XP_017073936.1|DEUG
OG0003716	LOC111594918|XP_023164173.2|DHYD	LOC108114552|XP_017081088.1|DEUG
OG0003717	LOC111605632|XP_023180056.1|DHYD	LOC108114240|XP_017080605.1|DEUG
OG0003718	LOC111592836|XP_023161027.2|DHYD	LOC108109896|XP_017074192.1|DEUG
OG0003719	LOC111600935|XP_023173073.1|DHYD, LOC115483747|XP_030081855.1|DHYD	LOC108106010|XP_017068344.1|DEUG
OG0003720	LOC111598200|XP_023169100.1|DHYD	LOC108117704|XP_017085738.1|DEUG
OG0003721	LOC111593863|XP_023162684.1|DHYD	LOC108113289|XP_017079328.1|DEUG
OG0003722	LOC115482952|XP_030079280.1|DHYD, LOC111593213|XP_023161627.2|DHYD	LOC108104909|XP_017066732.1|DEUG
OG0003723	LOC111605683|XP_023180118.1|DHYD	LOC108117393|XP_017085281.1|DEUG
OG0003724	LOC111593095|XP_023161460.2|DHYD	LOC108108146|XP_017071564.1|DEUG
OG0003725	LOC111595140|XP_023164479.1|DHYD	LOC108107822|XP_017071058.1|DEUG
OG0003726	LOC111601683|XP_023174155.1|DHYD	LOC108108017|XP_017071363.1|DEUG
OG0003727	LOC111594855|XP_023164101.2|DHYD	LOC108114515|XP_017081025.1|DEUG
OG0003728	LOC111604653|XP_023178578.1|DHYD	LOC108116399|XP_017083758.1|DEUG
OG0003729	LOC111596849|XP_023167048.1|DHYD	LOC108113670|XP_017079838.1|DEUG
OG0003730	LOC111597607|XP_030081555.1|DHYD	LOC108107713|XP_017070808.1|DEUG
OG0003731	LOC111597419|XP_023167883.1|DHYD	LOC108108043|XP_017071406.1|DEUG
OG0003732	LOC111597600|XP_023168168.2|DHYD	LOC108114158|XP_017080438.1|DEUG
OG0003733	LOC111594866|XP_023164113.2|DHYD	LOC108102856|XP_017063544.1|DEUG
OG0003734	LOC111601040|XP_030081652.1|DHYD	LOC108104663|XP_017066338.1|DEUG
OG0003735	LOC111600115|XP_023171846.2|DHYD	LOC108107352|XP_017070341.1|DEUG
OG0003736	LOC111603382|XP_023176710.1|DHYD	LOC108113152|XP_017079151.1|DEUG
OG0003737	LOC111593756|XP_023162533.2|DHYD	LOC108113350|XP_017079401.1|DEUG
OG0003738	LOC111604027|XP_030080996.1|DHYD	LOC108113305|XP_017079346.1|DEUG
OG0003739	LOC111595613|XP_023165186.1|DHYD	LOC108112765|XP_017078514.1|DEUG
OG0003740	LOC111594025|XP_023162902.1|DHYD	LOC108113348|XP_017079399.1|DEUG
OG0003741	LOC111594868|XP_023164116.1|DHYD	LOC108102775|XP_017063425.1|DEUG
OG0003742	LOC111592285|XP_023160155.1|DHYD	LOC108108535|XP_017072098.1|DEUG
OG0003743	LOC111595609|XP_023165183.1|DHYD	LOC108109133|XP_017073019.1|DEUG
OG0003744	LOC111604136|XP_023177822.1|DHYD	LOC108112917|XP_017078793.1|DEUG
OG0003745	LOC111604604|XP_023178485.1|DHYD	LOC108106285|XP_017068741.1|DEUG
OG0003746	LOC111592481|XP_023160470.2|DHYD	LOC108109077|XP_017072927.1|DEUG
OG0003747	LOC111598700|XP_030081458.1|DHYD	LOC108107603|XP_017070657.1|DEUG
OG0003748	LOC111598743|XP_023169909.2|DHYD	LOC108107610|XP_017070668.1|DEUG
OG0003749	LOC111598764|XP_023169946.2|DHYD	LOC108107731|XP_017070869.1|DEUG
OG0003750	LOC111598765|XP_023169947.2|DHYD	LOC108107732|XP_017070870.1|DEUG
OG0003751	LOC111597379|XP_030081424.1|DHYD	LOC108107728|XP_017070864.1|DEUG
OG0003752	LOC111603677|XP_023177124.2|DHYD	LOC108114477|XP_017080979.1|DEUG
OG0003753	LOC111601106|XP_023173314.2|DHYD	LOC108114386|XP_017080833.1|DEUG
OG0003754	LOC111601104|XP_030081494.1|DHYD	LOC108114385|XP_017080831.1|DEUG
OG0003755	LOC111603730|XP_023177208.2|DHYD	LOC108114206|XP_017080514.1|DEUG
OG0003756	LOC111600000|XP_023171668.1|DHYD	LOC108110717|XP_017075355.1|DEUG
OG0003757	LOC111593907|XP_023162746.2|DHYD	LOC108107331|XP_017070305.1|DEUG
OG0003758	LOC111603991|XP_030081292.1|DHYD	LOC108111971|XP_017077167.1|DEUG
OG0003759	LOC111605174|XP_023179331.2|DHYD	LOC108109830|XP_017074055.1|DEUG
OG0003760	LOC111601275|XP_023173558.2|DHYD	LOC108112575|XP_017078084.1|DEUG
OG0003761	LOC111601721|XP_023174210.2|DHYD	LOC108109875|XP_017074159.1|DEUG
OG0003762	LOC111601722|XP_023174211.1|DHYD	LOC108109876|XP_017074160.1|DEUG
OG0003763	LOC111600519|XP_023172417.2|DHYD	LOC108108114|XP_017071514.1|DEUG
OG0003764	LOC111600462|XP_023172332.1|DHYD	LOC108107992|XP_017071330.1|DEUG
OG0003765	LOC111594672|XP_023163848.1|DHYD	LOC108105738|XP_017067941.1|DEUG
OG0003766	LOC111605156|XP_023179307.1|DHYD	LOC108110299|XP_017074797.1|DEUG
OG0003767	LOC111593937|XP_023162785.1|DHYD	LOC108113029|XP_017078949.1|DEUG
OG0003768	LOC111604561|XP_023178432.2|DHYD	LOC108106734|XP_017069461.1|DEUG
OG0003769	LOC111604424|XP_023178253.1|DHYD	LOC108106422|XP_017068940.1|DEUG
OG0003770	LOC111594138|XP_023163073.2|DHYD	LOC108102375|XP_017062782.1|DEUG
OG0003771	LOC111592846|XP_023161050.1|DHYD	LOC108109840|XP_017074079.1|DEUG
OG0003772	LOC111596023|XP_023165817.2|DHYD	LOC108108271|XP_017071734.1|DEUG
OG0003773	LOC111597658|XP_023168248.2|DHYD	LOC108104785|XP_017066529.1|DEUG
OG0003774	LOC111594027|XP_023162903.2|DHYD	LOC108104850|XP_017066656.1|DEUG
OG0003775	LOC111593474|XP_023162003.1|DHYD	LOC108105005|XP_017066871.1|DEUG
OG0003776	LOC111599943|XP_023171562.1|DHYD	LOC108113361|XP_017079415.1|DEUG
OG0003777	LOC111593311|XP_023161775.1|DHYD	LOC108109067|XP_017072900.1|DEUG
OG0003778	LOC111605409|XP_023179679.2|DHYD	LOC108106719|XP_017069441.1|DEUG
OG0003779	LOC111602113|XP_023174826.2|DHYD	LOC108109087|XP_017072944.1|DEUG
OG0003780	LOC111600573|XP_023172530.2|DHYD	LOC108112532|XP_017077947.1|DEUG
OG0003781	LOC111598003|XP_023168768.1|DHYD	LOC108102368|XP_017062772.1|DEUG
OG0003782	LOC111592138|XP_030079976.1|DHYD	LOC108102440|XP_017062923.1|DEUG
OG0003783	LOC111593233|XP_023161654.2|DHYD	LOC108115845|XP_017082947.1|DEUG
OG0003784	LOC111593929|XP_023162775.1|DHYD	LOC108104529|XP_017066150.1|DEUG
OG0003785	LOC111600122|XP_023171855.1|DHYD	LOC108104156|XP_017065545.1|DEUG
OG0003786	LOC111605117|XP_023179243.2|DHYD	LOC108113103|XP_017079065.1|DEUG
OG0003787	LOC111605207|XP_023179397.2|DHYD	LOC108113104|XP_017079068.1|DEUG
OG0003788	LOC111600053|XP_023171747.1|DHYD	LOC108107432|XP_017070449.1|DEUG
OG0003789	LOC111604162|XP_023177858.2|DHYD	LOC108112689|XP_017078371.1|DEUG
OG0003790	LOC111592821|XP_023161013.2|DHYD	LOC108102759|XP_017063407.1|DEUG
OG0003791	LOC111599592|XP_030080816.1|DHYD	LOC108109620|XP_017073680.1|DEUG
OG0003792	LOC111597098|XP_023167408.2|DHYD	LOC108112188|XP_017077489.1|DEUG
OG0003793	LOC111593909|XP_023162749.1|DHYD	LOC108107332|XP_017070306.1|DEUG
OG0003794	LOC111599435|XP_023170857.2|DHYD	LOC108113092|XP_017079026.1|DEUG
OG0003795	LOC115482734|XP_030081566.1|DHYD	LOC108105935|XP_017068209.1|DEUG
OG0003796	LOC111592700|XP_023160848.2|DHYD	LOC108111375|XP_017076296.1|DEUG
OG0003797	LOC111600377|XP_023172222.1|DHYD	LOC108105886|XP_017068158.1|DEUG
OG0003798	LOC111604601|XP_023178480.1|DHYD	LOC108104599|XP_017066256.1|DEUG
OG0003799	LOC111600710|XP_023172735.2|DHYD	LOC108113049|XP_017078968.1|DEUG
OG0003800	LOC111603886|XP_023177472.1|DHYD	LOC108105861|XP_017068124.1|DEUG
OG0003801	LOC111596304|XP_030080532.1|DHYD	LOC108114874|XP_017081516.1|DEUG
OG0003802	LOC111600395|XP_023172241.2|DHYD	LOC108114830|XP_017081457.1|DEUG
OG0003803	LOC111592705|XP_023160860.1|DHYD	LOC108111379|XP_017076300.1|DEUG
OG0003804	LOC111603878|XP_023177457.2|DHYD	LOC108105777|XP_017067988.1|DEUG
OG0003805	LOC111596002|XP_023165775.2|DHYD	LOC108104189|XP_017065619.1|DEUG
OG0003806	LOC111594707|XP_023163898.1|DHYD	LOC108113057|XP_017078983.1|DEUG
OG0003807	LOC111602346|XP_023175125.1|DHYD	LOC108113429|XP_017079478.1|DEUG
OG0003808	LOC111601059|XP_023173246.2|DHYD	LOC108108511|XP_017072069.1|DEUG
OG0003809	LOC111595789|XP_023165442.2|DHYD	LOC108106944|XP_017069702.1|DEUG
OG0003810	LOC111604083|XP_023177736.2|DHYD	LOC108107368|XP_017070361.1|DEUG
OG0003811	LOC111600151|XP_023171909.2|DHYD	LOC108109081|XP_017072934.1|DEUG
OG0003812	LOC111602161|XP_030079256.1|DHYD	LOC108104173|XP_017065568.1|DEUG
OG0003813	LOC111603685|XP_023177140.2|DHYD	LOC108110691|XP_017075311.1|DEUG
OG0003814	LOC111591962|XP_023159673.2|DHYD	LOC108104041|XP_017065364.1|DEUG
OG0003815	LOC111595029|XP_023164318.2|DHYD, LOC115483326|XP_030080584.1|DHYD, LOC115483785|XP_030081901.1|DHYD	LOC108117233|XP_017085056.1|DEUG
OG0003816	LOC111594720|XP_023163917.2|DHYD	LOC108106959|XP_017069729.1|DEUG
OG0003817	LOC111603863|XP_023177437.1|DHYD	LOC108108395|XP_017071940.1|DEUG
OG0003818	LOC111602487|XP_023175318.1|DHYD	LOC108107176|XP_017070084.1|DEUG
OG0003819	LOC111602173|XP_023174902.1|DHYD	LOC108110553|XP_017075131.1|DEUG
OG0003820	LOC111604838|XP_023178837.1|DHYD	LOC108108310|XP_017071818.1|DEUG
OG0003821	LOC111600649|XP_023172637.1|DHYD	LOC108106796|XP_017069530.1|DEUG
OG0003822	LOC111592070|XP_023159844.2|DHYD	LOC108115187|XP_017081995.1|DEUG, LOC108111890|XP_017077013.1|DEUG
OG0003823	LOC111596284|XP_023166202.1|DHYD	LOC108111759|XP_017076812.1|DEUG
OG0003824	LOC111594105|XP_023163027.1|DHYD	LOC108106829|XP_017069555.1|DEUG, LOC108106830|XP_017069556.1|DEUG
OG0003825	LOC111603916|XP_023177508.2|DHYD	LOC108111211|XP_017076098.1|DEUG
OG0003826	LOC111603930|XP_023177525.1|DHYD	LOC108102588|XP_017063179.1|DEUG
OG0003827	LOC111603992|XP_030079084.1|DHYD	LOC108108069|XP_017071442.1|DEUG
OG0003828	LOC111603859|XP_023177428.2|DHYD	LOC108108318|XP_017071836.1|DEUG
OG0003829	LOC111600424|XP_023172275.2|DHYD	LOC108105873|XP_017068137.1|DEUG
OG0003830	LOC111596315|XP_023166249.1|DHYD	LOC108103396|XP_017064343.1|DEUG
OG0003831	LOC111594959|XP_023164225.1|DHYD	LOC108109455|XP_017073443.1|DEUG
OG0003832	LOC111596343|XP_023166296.2|DHYD, LOC115482916|XP_030079023.1|DHYD	LOC108107048|XP_017069899.1|DEUG
OG0003833	LOC111596327|XP_023166260.1|DHYD, LOC115482914|XP_030079022.1|DHYD	LOC108107096|XP_017069965.1|DEUG
OG0003834	LOC111605015|XP_023179112.2|DHYD	LOC108107064|XP_017069919.1|DEUG
OG0003835	LOC111596289|XP_023166211.2|DHYD	LOC108105165|XP_017067093.1|DEUG
OG0003836	LOC111598988|XP_023170258.2|DHYD	LOC108107077|XP_017069936.1|DEUG
OG0003837	LOC111598981|XP_023170249.2|DHYD	LOC108107119|XP_017069999.1|DEUG
OG0003838	LOC115483220|XP_030080419.1|DHYD, LOC111602114|XP_023174834.2|DHYD	LOC108110596|XP_017075183.1|DEUG
OG0003839	LOC111594714|XP_023163909.1|DHYD	LOC108112488|XP_017077846.1|DEUG
OG0003840	LOC111604120|XP_023177798.1|DHYD	LOC108109035|XP_017072822.1|DEUG
OG0003841	LOC111599333|XP_023170722.2|DHYD	LOC108111018|XP_017075820.1|DEUG
OG0003842	LOC111592644|XP_023160758.2|DHYD	LOC108111788|XP_017076868.1|DEUG
OG0003843	LOC111600322|XP_023172148.2|DHYD	LOC108105781|XP_017067994.1|DEUG
OG0003844	LOC111592615|XP_023160717.1|DHYD	LOC108111031|XP_017075845.1|DEUG
OG0003845	LOC111598975|XP_023170239.2|DHYD	LOC108105851|XP_017068111.1|DEUG
OG0003846	LOC111603968|XP_023177575.2|DHYD	LOC108110843|XP_017075576.1|DEUG
OG0003847	LOC111593769|XP_023162557.1|DHYD	LOC108111078|XP_017075899.1|DEUG
OG0003848	LOC111596184|XP_023166059.2|DHYD	LOC108117272|XP_017085114.1|DEUG
OG0003849	LOC111599400|XP_023170824.2|DHYD	LOC108112461|XP_017077803.1|DEUG
OG0003850	LOC111600338|XP_030081049.1|DHYD, LOC115483004|XP_030079523.1|DHYD	LOC108105813|XP_017068042.1|DEUG
OG0003851	LOC111602111|XP_023174824.1|DHYD	LOC108109099|XP_017072971.1|DEUG
OG0003852	LOC111594230|XP_023163202.1|DHYD	LOC108110715|XP_017075349.1|DEUG
OG0003853	LOC111594006|XP_023162868.2|DHYD	LOC108112827|XP_017078620.1|DEUG
OG0003854	LOC111602521|XP_023175372.2|DHYD	LOC108118435|XP_017086629.1|DEUG
OG0003855	LOC111602519|XP_023175370.2|DHYD	LOC108118442|XP_017086638.1|DEUG
OG0003856	LOC111595186|XP_023164534.2|DHYD	LOC108111587|XP_017076600.1|DEUG
OG0003857	LOC111595939|XP_030079272.1|DHYD	LOC108107556|XP_017071016.1|DEUG
OG0003858	LOC111604064|XP_023177742.1|DHYD	LOC108103756|XP_017064855.1|DEUG
OG0003859	LOC111601910|XP_030079193.1|DHYD	LOC108107067|XP_017069927.1|DEUG
OG0003860	LOC111603445|XP_023176803.2|DHYD	LOC108113170|XP_017079176.1|DEUG
OG0003861	LOC111596047|XP_023165853.2|DHYD	LOC108110664|XP_017075270.1|DEUG
OG0003862	LOC111596338|XP_023166286.2|DHYD	LOC108113452|XP_017079517.1|DEUG
OG0003863	LOC111593169|XP_023161543.2|DHYD	LOC108110641|XP_017075229.1|DEUG
OG0003864	LOC111593164|XP_023161538.1|DHYD	LOC108111209|XP_017076095.1|DEUG
OG0003865	LOC111604214|XP_023177947.2|DHYD	LOC108113648|XP_017079808.1|DEUG
OG0003866	LOC111600430|XP_023172291.1|DHYD	LOC108103413|XP_017064360.1|DEUG
OG0003867	LOC111594725|XP_023163925.2|DHYD	LOC108113882|XP_017080076.1|DEUG
OG0003868	LOC111596768|XP_023166884.1|DHYD	LOC108110944|XP_017075727.1|DEUG
OG0003869	LOC111599343|XP_023170741.1|DHYD	LOC108110724|XP_017075397.1|DEUG
OG0003870	LOC111595396|XP_023164866.2|DHYD	LOC108105663|XP_017067844.1|DEUG
OG0003871	LOC111599390|XP_023170794.1|DHYD	LOC108104121|XP_017065511.1|DEUG
OG0003872	LOC111601207|XP_023173469.1|DHYD	LOC108112685|XP_017078366.1|DEUG
OG0003873	LOC111595820|XP_023165493.1|DHYD	LOC108115554|XP_017082549.1|DEUG
OG0003874	LOC111594284|XP_023163291.2|DHYD	LOC108103389|XP_017064324.1|DEUG
OG0003875	LOC111603891|XP_023177477.1|DHYD	LOC108110970|XP_017075760.1|DEUG
OG0003876	LOC111595815|XP_023165488.1|DHYD	LOC108111171|XP_017076043.1|DEUG
OG0003877	LOC111600302|XP_023172128.2|DHYD	LOC108105160|XP_017067088.1|DEUG
OG0003878	LOC111601925|XP_023174543.2|DHYD	LOC108107066|XP_017069922.1|DEUG
OG0003879	LOC115482991|XP_030079485.1|DHYD, LOC111596897|XP_023167115.2|DHYD	LOC108104700|XP_017066403.1|DEUG
OG0003880	LOC111597583|XP_023168150.2|DHYD	LOC108114402|XP_017080864.1|DEUG
OG0003881	LOC111595316|XP_023164739.1|DHYD	LOC108107364|XP_017070355.1|DEUG
OG0003882	LOC111600876|XP_023172976.2|DHYD	LOC108105586|XP_017067720.1|DEUG
OG0003883	LOC111595002|XP_023164270.1|DHYD	LOC108103443|XP_017064413.1|DEUG
OG0003884	LOC111594640|XP_023163802.2|DHYD	LOC108105845|XP_017068098.1|DEUG
OG0003885	LOC111592637|XP_023160749.1|DHYD	LOC108107001|XP_017069831.1|DEUG
OG0003886	LOC111592636|XP_023160748.2|DHYD	LOC108106895|XP_017069634.1|DEUG
OG0003887	LOC111599334|XP_023170727.2|DHYD	LOC108111041|XP_017075858.1|DEUG
OG0003888	LOC111595903|XP_023165611.2|DHYD	LOC108115620|XP_017082656.1|DEUG
OG0003889	LOC111599466|XP_023170904.2|DHYD	LOC108102644|XP_017063258.1|DEUG
OG0003890	LOC111601085|XP_023173280.1|DHYD	LOC108107613|XP_017070672.1|DEUG
OG0003891	LOC111594663|XP_023163833.2|DHYD	LOC108105854|XP_017068115.1|DEUG
OG0003892	LOC111596855|XP_023167060.1|DHYD	LOC108113697|XP_017079866.1|DEUG
OG0003893	LOC111594704|XP_023163894.2|DHYD	LOC108106941|XP_017069697.1|DEUG
OG0003894	LOC111592595|XP_023160679.1|DHYD	LOC108110483|XP_017075050.1|DEUG
OG0003895	LOC111603354|XP_023176669.1|DHYD	LOC108108893|XP_017072602.1|DEUG
OG0003896	LOC111592795|XP_023160973.1|DHYD	LOC108109238|XP_017073201.1|DEUG
OG0003897	LOC111600576|XP_023172532.1|DHYD	LOC108112533|XP_017077948.1|DEUG
OG0003898	LOC111600217|XP_023172011.1|DHYD	LOC108106852|XP_017069583.1|DEUG
OG0003899	LOC111599053|XP_023170341.1|DHYD	LOC108110748|XP_017075447.1|DEUG
OG0003900	LOC111599065|XP_030080246.1|DHYD	LOC108102591|XP_017063182.1|DEUG
OG0003901	LOC111595931|XP_023165658.2|DHYD	LOC108111040|XP_017076253.1|DEUG
OG0003902	LOC111595934|XP_023165662.2|DHYD	LOC108107052|XP_017069904.1|DEUG
OG0003903	LOC111605528|XP_023179857.1|DHYD	LOC108110768|XP_017075472.1|DEUG
OG0003904	LOC111605527|XP_023179856.2|DHYD	LOC108108536|XP_017072102.1|DEUG
OG0003905	LOC111601758|XP_023174264.2|DHYD	LOC108117526|XP_017085513.1|DEUG
OG0003906	LOC111593205|XP_023161619.2|DHYD	LOC108111985|XP_017077195.1|DEUG
OG0003907	LOC111599191|XP_023170548.1|DHYD	LOC108111234|XP_017076126.1|DEUG
OG0003908	LOC111599193|XP_023170549.2|DHYD	LOC108110623|XP_017075210.1|DEUG
OG0003909	LOC111605223|XP_023179416.1|DHYD	LOC108106654|XP_017069361.1|DEUG
OG0003910	LOC111605235|XP_023179438.2|DHYD	LOC108115067|XP_017081805.1|DEUG
OG0003911	LOC111605556|XP_023179892.2|DHYD	LOC108102696|XP_017063329.1|DEUG
OG0003912	LOC111601142|XP_023173377.2|DHYD	LOC108105120|XP_017067043.1|DEUG
OG0003913	LOC111594742|XP_023163950.1|DHYD	LOC108105884|XP_017068149.1|DEUG
OG0003914	LOC111592541|XP_023160591.2|DHYD	LOC108112336|XP_017077656.1|DEUG
OG0003915	LOC111592983|XP_023161248.1|DHYD	LOC108103704|XP_017064789.1|DEUG
OG0003916	LOC111602500|XP_023175339.1|DHYD	LOC108103314|XP_017064268.1|DEUG
OG0003917	LOC111599061|XP_023170350.2|DHYD	LOC108115524|XP_017082513.1|DEUG
OG0003918	LOC111603757|XP_023177255.2|DHYD	LOC108104089|XP_017065473.1|DEUG
OG0003919	LOC111599492|XP_023170926.1|DHYD	LOC108111142|XP_017075999.1|DEUG
OG0003920	LOC111593920|XP_023162761.1|DHYD	LOC108112230|XP_017077539.1|DEUG
OG0003921	LOC111594716|XP_023163910.2|DHYD	LOC108115467|XP_017082410.1|DEUG
OG0003922	LOC111602457|XP_023175285.2|DHYD	LOC108112133|XP_017077374.1|DEUG
OG0003923	LOC111593710|XP_023162441.1|DHYD	LOC108102322|XP_017062595.1|DEUG
OG0003924	LOC111593859|XP_023162674.1|DHYD	LOC108112005|XP_017077230.1|DEUG
OG0003925	LOC111599300|XP_030079173.1|DHYD	LOC108102595|XP_017063186.1|DEUG
OG0003926	LOC111599365|XP_023170765.1|DHYD	LOC108102573|XP_017063142.1|DEUG
OG0003927	LOC111594231|XP_023163205.1|DHYD	LOC108111023|XP_017075832.1|DEUG
OG0003928	LOC111603919|XP_023177512.2|DHYD	LOC108111053|XP_017075871.1|DEUG
OG0003929	LOC111602523|XP_023175377.1|DHYD	LOC108112306|XP_017077624.1|DEUG
OG0003930	LOC111598781|XP_023169962.1|DHYD	LOC108106982|XP_017069807.1|DEUG
OG0003931	LOC111605010|XP_023179093.1|DHYD	LOC108106927|XP_017069675.1|DEUG
OG0003932	LOC111597691|XP_030080954.1|DHYD	LOC108104584|XP_017066233.1|DEUG
OG0003933	LOC111605559|XP_023179900.1|DHYD	LOC108102585|XP_017063170.1|DEUG
OG0003934	LOC111603760|XP_023177260.1|DHYD	LOC108110522|XP_017075091.1|DEUG
OG0003935	LOC111594005|XP_023162866.2|DHYD	LOC108112785|XP_017078552.1|DEUG
OG0003936	LOC111594013|XP_023162879.1|DHYD	LOC108112789|XP_017078559.1|DEUG
OG0003937	LOC111599925|XP_023171538.2|DHYD	LOC108113006|XP_017078914.1|DEUG
OG0003938	LOC111599456|XP_023170886.2|DHYD	LOC108102550|XP_017063100.1|DEUG
OG0003939	LOC111599460|XP_023170896.1|DHYD	LOC108102542|XP_017063089.1|DEUG
OG0003940	LOC111601864|XP_023174473.1|DHYD	LOC108102602|XP_017063194.1|DEUG
OG0003941	LOC111599453|XP_023170879.1|DHYD	LOC108102604|XP_017063197.1|DEUG
OG0003942	LOC111602488|XP_023175320.2|DHYD	LOC108107135|XP_017070025.1|DEUG
OG0003943	LOC111603751|XP_023177242.1|DHYD	LOC108102554|XP_017063114.1|DEUG
OG0003944	LOC111599084|XP_023170387.1|DHYD	LOC108104153|XP_017065543.1|DEUG
OG0003945	LOC111603801|XP_023177319.1|DHYD	LOC108109125|XP_017073010.1|DEUG
OG0003946	LOC111592663|XP_030079058.1|DHYD	LOC108107103|XP_017069978.1|DEUG
OG0003947	LOC111600329|XP_023172164.2|DHYD	LOC108107106|XP_017069982.1|DEUG
OG0003948	LOC111594941|XP_023164202.2|DHYD	LOC108103074|XP_017063911.1|DEUG
OG0003949	LOC111599542|XP_030080312.1|DHYD	LOC108103073|XP_017063909.1|DEUG
OG0003950	LOC111602222|XP_023174969.1|DHYD	LOC108113469|XP_017079540.1|DEUG
OG0003951	LOC111602210|XP_023174953.2|DHYD	LOC108113433|XP_017079485.1|DEUG
OG0003952	LOC111592586|XP_023160669.2|DHYD, LOC115482925|XP_030079091.1|DHYD	LOC108112400|XP_017077734.1|DEUG
OG0003953	LOC111605021|XP_023179120.2|DHYD	LOC108107015|XP_017069848.1|DEUG
OG0003954	LOC111597422|XP_023167886.2|DHYD	LOC108108191|XP_017071632.1|DEUG
OG0003955	LOC111592612|XP_023160712.2|DHYD	LOC108110459|XP_017075016.1|DEUG
OG0003956	LOC111595594|XP_023165173.2|DHYD	LOC108105683|XP_017067880.1|DEUG
OG0003957	LOC111601101|XP_023173308.2|DHYD	LOC108109910|XP_017074207.1|DEUG
OG0003958	LOC111595358|XP_023164803.2|DHYD	LOC108102986|XP_017063786.1|DEUG
OG0003959	LOC111602084|XP_030079708.1|DHYD	LOC108109240|XP_017073204.1|DEUG
OG0003960	LOC111593015|XP_030079987.1|DHYD	LOC108112654|XP_017078277.1|DEUG, LOC108109529|XP_017073582.1|DEUG
OG0003961	LOC111592891|XP_023161099.2|DHYD	LOC108107117|XP_017069994.1|DEUG
