Orthogroup	DHYD.longest_only	DBIA.longest_only
OG0006446	LOC111601351|XP_023173651.2|DHYD	LOC108026415|XP_016952832.1|DBIA
OG0006447	LOC111600805|XP_023172863.1|DHYD	LOC108026427|XP_016952849.1|DBIA
OG0006448	LOC111597173|XP_023167502.1|DHYD	LOC108026316|XP_016952692.1|DBIA
OG0006449	LOC111597174|XP_030080855.1|DHYD	LOC108025967|XP_016952150.1|DBIA
OG0006450	LOC111594949|XP_023164214.2|DHYD	LOC108034003|XP_016964221.1|DBIA
OG0006451	LOC111601854|XP_023174458.1|DHYD	LOC108023339|XP_016948167.1|DBIA
OG0006452	LOC111596065|XP_023165882.2|DHYD	LOC108026329|XP_016952714.1|DBIA
OG0006453	LOC111601055|XP_023173239.1|DHYD	LOC108028778|XP_016956246.1|DBIA
OG0006454	LOC111601947|XP_023174571.2|DHYD	LOC108024129|XP_016949401.1|DBIA
OG0006455	LOC111602659|XP_030081681.1|DHYD	LOC108024941|XP_016950631.1|DBIA
OG0006456	LOC111602777|XP_023175812.2|DHYD	LOC108024986|XP_016950729.1|DBIA
OG0006457	LOC111605479|XP_023179781.2|DHYD	LOC108031677|XP_016960808.1|DBIA
OG0006459	LOC111602780|XP_023175814.1|DHYD	LOC108031563|XP_016960599.1|DBIA
OG0006460	LOC111596492|XP_023166521.1|DHYD	LOC108026355|XP_016952751.1|DBIA
OG0006461	LOC111602672|XP_023175633.1|DHYD	LOC108027253|XP_016954096.1|DBIA
OG0006462	LOC111601508|XP_023173871.2|DHYD	LOC108024340|XP_016949731.1|DBIA
OG0006463	LOC111595216|XP_023164597.2|DHYD	LOC108026431|XP_016952856.1|DBIA
OG0006464	LOC111596659|XP_023166732.1|DHYD	LOC108028570|XP_016955966.1|DBIA
OG0006465	LOC111604032|XP_023177657.1|DHYD	LOC108023235|XP_016948000.1|DBIA
OG0006466	LOC111594245|XP_023163224.1|DHYD	LOC108024122|XP_016949392.1|DBIA
OG0006467	LOC111598086|XP_030081667.1|DHYD	LOC108032154|XP_016961489.1|DBIA
OG0006468	LOC111598905|XP_023170141.1|DHYD	LOC108026464|XP_016952894.1|DBIA
OG0006469	LOC111605036|XP_023179141.1|DHYD	LOC108024026|XP_016949282.1|DBIA
OG0006470	LOC111595096|XP_023164431.2|DHYD	LOC108035422|XP_016966539.1|DBIA
OG0006471	LOC111596491|XP_023166520.2|DHYD	LOC108026289|XP_016952644.1|DBIA
OG0006472	LOC111596487|XP_023166516.1|DHYD	LOC108026435|XP_016952861.1|DBIA
OG0006473	LOC111598744|XP_023169910.2|DHYD	LOC108035344|XP_016966419.1|DBIA
OG0006474	LOC111593861|XP_023162683.1|DHYD	LOC108036267|XP_016967767.1|DBIA
OG0006475	LOC111601383|XP_023173689.1|DHYD	LOC108027406|XP_016954334.1|DBIA
OG0006476	LOC111598875|XP_023170103.2|DHYD	LOC108023736|XP_016948863.1|DBIA
OG0006477	LOC111604740|XP_023178681.1|DHYD	LOC108025877|XP_016952040.1|DBIA
OG0006478	LOC111602705|XP_023175710.1|DHYD	LOC108026367|XP_016952774.1|DBIA
OG0006479	LOC111602797|XP_023175852.2|DHYD	LOC108026151|XP_016952373.1|DBIA
OG0006480	LOC111593832|XP_023162638.2|DHYD	LOC108036523|XP_016968225.1|DBIA
OG0006481	LOC111603764|XP_023177265.1|DHYD	LOC108034244|XP_016964585.1|DBIA
OG0006482	LOC111598331|XP_023169300.2|DHYD	LOC108026286|XP_016952640.1|DBIA
OG0006483	LOC111594509|XP_023163594.2|DHYD	LOC108031933|XP_016961201.1|DBIA
OG0006484	LOC111594536|XP_023163644.2|DHYD	LOC108031930|XP_016961197.1|DBIA
OG0006485	LOC111596258|XP_023166161.1|DHYD	LOC108032105|XP_016961423.1|DBIA
OG0006486	LOC111601312|XP_023173604.2|DHYD	LOC108031101|XP_016959800.1|DBIA
OG0006487	LOC111603543|XP_023176945.2|DHYD	LOC108032061|XP_016961368.1|DBIA
OG0006488	LOC111598687|XP_023169819.1|DHYD	LOC108030893|XP_016959561.1|DBIA
OG0006489	LOC111605462|XP_023179749.1|DHYD	LOC108024551|XP_016950020.1|DBIA
OG0006490	LOC111603441|XP_023176796.2|DHYD	LOC108027339|XP_016954242.1|DBIA
OG0006491	LOC111595788|XP_023165441.2|DHYD	LOC108033758|XP_016963820.1|DBIA
OG0006492	LOC111598793|XP_023169980.1|DHYD	LOC108027313|XP_016954196.1|DBIA
OG0006493	LOC111595948|XP_023165684.1|DHYD	LOC108033128|XP_016962839.1|DBIA
OG0006494	LOC111594261|XP_023163255.2|DHYD	LOC108026135|XP_016952346.1|DBIA
OG0006495	LOC111598472|XP_023169497.1|DHYD	LOC108032976|XP_016962538.1|DBIA
OG0006496	LOC111596495|XP_023166524.2|DHYD	LOC108026337|XP_016952730.1|DBIA
OG0006497	LOC111594515|XP_023163608.1|DHYD	LOC108025261|XP_016951114.1|DBIA
OG0006498	LOC111594482|XP_023163558.2|DHYD	LOC108025495|XP_016951502.1|DBIA
OG0006499	LOC111596405|XP_030080761.1|DHYD	LOC108025277|XP_016951132.1|DBIA
OG0006500	LOC111592631|XP_023160736.2|DHYD	LOC108035218|XP_016966237.1|DBIA
OG0006501	LOC111594478|XP_023163549.2|DHYD	LOC108025247|XP_016951086.1|DBIA
OG0006502	LOC111594528|XP_023163630.2|DHYD	LOC108025253|XP_016951096.1|DBIA
OG0006503	LOC111594490|XP_023163567.1|DHYD	LOC108025255|XP_016951097.1|DBIA
OG0006504	LOC111594541|XP_023163659.2|DHYD	LOC108025252|XP_016951093.1|DBIA
OG0006505	LOC111597838|XP_023168508.2|DHYD	LOC108025413|XP_016951384.1|DBIA
OG0006506	LOC111598372|XP_023169348.1|DHYD	LOC108035592|XP_016966752.1|DBIA
OG0006507	LOC111598500|XP_023169534.2|DHYD	LOC108025480|XP_016951482.1|DBIA
OG0006508	LOC111598616|XP_023169718.1|DHYD	LOC108025107|XP_016950858.1|DBIA
OG0006509	LOC111593434|XP_023161949.1|DHYD	LOC108025915|XP_016952089.1|DBIA
OG0006510	LOC111601794|XP_023174338.1|DHYD	LOC108031485|XP_016960457.1|DBIA
OG0006511	LOC111594531|XP_023163636.2|DHYD	LOC108024946|XP_016950665.1|DBIA
OG0006512	LOC111600700|XP_023172722.2|DHYD	LOC108031457|XP_016960381.1|DBIA
OG0006513	LOC111594540|XP_023163649.1|DHYD	LOC108024002|XP_016949235.1|DBIA
OG0006514	LOC111598814|XP_023170006.1|DHYD	LOC108026459|XP_016952888.1|DBIA
OG0006515	LOC111598812|XP_023170004.1|DHYD	LOC108031436|XP_016960338.1|DBIA
OG0006516	LOC111593680|XP_023162340.2|DHYD	LOC108031131|XP_016959834.1|DBIA
OG0006517	LOC111593697|XP_023162410.2|DHYD	LOC108032106|XP_016961424.1|DBIA
OG0006518	LOC111593694|XP_023162378.1|DHYD	LOC108031365|XP_016960134.1|DBIA
OG0006519	LOC111593698|XP_023162411.1|DHYD	LOC108032107|XP_016961426.1|DBIA
OG0006520	LOC111596418|XP_023166397.2|DHYD	LOC108025443|XP_016951429.1|DBIA
OG0006521	LOC111593250|XP_023161676.2|DHYD	LOC108032151|XP_016961485.1|DBIA
OG0006522	LOC111596420|XP_023166399.2|DHYD	LOC108025459|XP_016951449.1|DBIA
OG0006523	LOC111594976|XP_023164243.1|DHYD	LOC108026194|XP_016952474.1|DBIA
OG0006524	LOC111598785|XP_023169966.1|DHYD	LOC108034088|XP_016964344.1|DBIA
OG0006525	LOC111592354|XP_030079673.1|DHYD	LOC108024189|XP_016949525.1|DBIA
OG0006526	LOC111594436|XP_023163492.2|DHYD	LOC108027129|XP_016953837.1|DBIA
OG0006527	LOC111594437|XP_030080736.1|DHYD	LOC108027047|XP_016953737.1|DBIA
OG0006528	LOC111594595|XP_023163726.2|DHYD	LOC108027086|XP_016953791.1|DBIA
OG0006529	LOC111594438|XP_023163494.1|DHYD	LOC108027126|XP_016953832.1|DBIA
OG0006530	LOC111594439|XP_023163495.2|DHYD	LOC108027094|XP_016953801.1|DBIA
OG0006531	LOC111594601|XP_023163733.2|DHYD	LOC108027130|XP_016953838.1|DBIA
OG0006532	LOC111594596|XP_030080663.1|DHYD	LOC108027035|XP_016953721.1|DBIA
OG0006533	LOC111601227|XP_023173492.1|DHYD	LOC108023100|XP_016947853.1|DBIA
OG0006534	LOC111594960|XP_023164227.1|DHYD	LOC108026444|XP_016952870.1|DBIA
OG0006535	LOC111604196|XP_023177920.2|DHYD	LOC108026155|XP_016952380.1|DBIA
OG0006536	LOC111598213|XP_023169135.2|DHYD	LOC108027283|XP_016954159.1|DBIA
OG0006537	LOC111600625|XP_023172597.1|DHYD	LOC108025094|XP_016950845.1|DBIA
OG0006538	LOC111599575|XP_023171017.2|DHYD	LOC108024631|XP_016950161.1|DBIA
OG0006539	LOC111596007|XP_023165793.2|DHYD	LOC108024587|XP_016950084.1|DBIA
OG0006540	LOC111598225|XP_023169152.2|DHYD	LOC108032075|XP_016961384.1|DBIA
OG0006541	LOC111595231|XP_023164635.2|DHYD	LOC108026447|XP_016952875.1|DBIA
OG0006542	LOC111595232|XP_023164636.1|DHYD	LOC108026446|XP_016952874.1|DBIA
OG0006543	LOC111597762|XP_023168385.2|DHYD	LOC108025299|XP_016951179.1|DBIA
OG0006544	LOC111596430|XP_023166412.2|DHYD	LOC108027395|XP_016954321.1|DBIA
OG0006545	LOC111598346|XP_023169320.1|DHYD	LOC108023282|XP_016948063.1|DBIA
OG0006546	LOC111603489|XP_023176856.1|DHYD	LOC108031837|XP_016961075.1|DBIA
OG0006547	LOC111593689|XP_023162354.2|DHYD	LOC108031496|XP_016960478.1|DBIA
OG0006548	LOC111605546|XP_023179876.1|DHYD	LOC108031077|XP_016959771.1|DBIA
OG0006549	LOC111604840|XP_023178840.2|DHYD	LOC108025622|XP_016951650.1|DBIA
OG0006550	LOC111594617|XP_023163773.2|DHYD	LOC108023861|XP_016949005.1|DBIA
OG0006551	LOC111596170|XP_023166031.2|DHYD	LOC108035818|XP_016967055.1|DBIA
OG0006552	LOC111596164|XP_023166024.2|DHYD	LOC108035809|XP_016967044.1|DBIA, LOC108032886|XP_016962406.1|DBIA
OG0006553	LOC111597761|XP_023168384.2|DHYD	LOC108025238|XP_016951073.1|DBIA
OG0006554	LOC111602603|XP_030081687.1|DHYD	LOC108027191|XP_016953981.1|DBIA
OG0006555	LOC111595556|XP_023165121.2|DHYD	LOC108024958|XP_016950683.1|DBIA
OG0006556	LOC111594469|XP_023163537.2|DHYD	LOC108030975|XP_016959664.1|DBIA
OG0006557	LOC111599418|XP_030078700.1|DHYD	LOC108024671|XP_016950228.1|DBIA
OG0006558	LOC111598256|XP_023169193.1|DHYD	LOC108031204|XP_016959916.1|DBIA
OG0006559	LOC111602783|XP_023175822.1|DHYD	LOC108031146|XP_016959850.1|DBIA
OG0006560	LOC111594820|XP_023164050.1|DHYD	LOC108025375|XP_016951332.1|DBIA
OG0006561	LOC111594819|XP_023164049.1|DHYD	LOC108025251|XP_016951092.1|DBIA
OG0006562	LOC111598259|XP_023169201.1|DHYD	LOC108025435|XP_016951414.1|DBIA
OG0006563	LOC111598561|XP_023169632.1|DHYD	LOC108027237|XP_016954059.1|DBIA
OG0006564	LOC111598877|XP_023170110.2|DHYD	LOC108027064|XP_016953761.1|DBIA
OG0006565	LOC111598894|XP_030080671.1|DHYD	LOC108022975|XP_016947692.1|DBIA
OG0006566	LOC111595682|XP_023165288.2|DHYD	LOC108024594|XP_016950091.1|DBIA
OG0006567	LOC111598555|XP_023169617.1|DHYD	LOC108024402|XP_016949803.1|DBIA
OG0006568	LOC111598658|XP_023169776.2|DHYD	LOC108024747|XP_016950343.1|DBIA
OG0006569	LOC111594843|XP_023164077.1|DHYD	LOC108028618|XP_016956026.1|DBIA
OG0006570	LOC111604796|XP_023178781.1|DHYD	LOC108032907|XP_016962456.1|DBIA
OG0006571	LOC111595896|XP_023165605.1|DHYD	LOC108031783|XP_016960986.1|DBIA
OG0006572	LOC111601295|XP_023173574.1|DHYD	LOC108031080|XP_016959775.1|DBIA
OG0006573	LOC111592384|XP_023160326.2|DHYD	LOC108027371|XP_016954285.1|DBIA
OG0006574	LOC111601793|XP_023174333.2|DHYD	LOC108031924|XP_016961185.1|DBIA
OG0006575	LOC111604262|XP_023178026.1|DHYD	LOC108026007|XP_016952186.1|DBIA
OG0006576	LOC115482736|XP_030081594.1|DHYD	LOC108031772|XP_016960968.1|DBIA
OG0006577	LOC111596257|XP_023166160.1|DHYD	LOC108032104|XP_016961422.1|DBIA
OG0006578	LOC111598545|XP_023169605.2|DHYD	LOC108031770|XP_016960966.1|DBIA
OG0006579	LOC111603918|XP_023177511.1|DHYD	LOC108036771|XP_016968600.1|DBIA
OG0006580	LOC111601396|XP_023173708.1|DHYD	LOC108024730|XP_016950316.1|DBIA
OG0006581	LOC111604795|XP_023178780.2|DHYD	LOC108032876|XP_016962366.1|DBIA
OG0006582	LOC111599605|XP_023171059.1|DHYD	LOC108031722|XP_016960881.1|DBIA
OG0006583	LOC111601438|XP_023173782.1|DHYD	LOC108024692|XP_016950260.1|DBIA
OG0006584	LOC111595015|XP_023164290.2|DHYD	LOC108029215|XP_016956895.1|DBIA
OG0006585	LOC111595560|XP_023165122.2|DHYD	LOC108032506|XP_016961820.1|DBIA
OG0006586	LOC111596425|XP_023166405.1|DHYD	LOC108025282|XP_016951147.1|DBIA
OG0006587	LOC111596421|XP_023166401.1|DHYD	LOC108025279|XP_016951141.1|DBIA
OG0006588	LOC111602529|XP_023175426.2|DHYD	LOC108025033|XP_016950781.1|DBIA
OG0006589	LOC111595226|XP_023164624.2|DHYD	LOC108027353|XP_016954261.1|DBIA
OG0006590	LOC111595265|XP_023164683.2|DHYD	LOC108027396|XP_016954323.1|DBIA
OG0006591	LOC111594385|XP_023163420.2|DHYD	LOC108028247|XP_016955419.1|DBIA
OG0006592	LOC111594625|XP_023163784.1|DHYD	LOC108032248|XP_016961601.1|DBIA
OG0006593	LOC111594623|XP_023163781.1|DHYD	LOC108031068|XP_016959763.1|DBIA
OG0006594	LOC111595668|XP_023165260.2|DHYD	LOC108035634|XP_016966824.1|DBIA
OG0006595	LOC111594021|XP_023162897.2|DHYD	LOC108036561|XP_016968289.1|DBIA
OG0006596	LOC111592417|XP_023160361.2|DHYD	LOC108030177|XP_016958408.1|DBIA
OG0006598	LOC111604002|XP_023177626.1|DHYD	LOC108034874|XP_016965566.1|DBIA
OG0006599	LOC111597603|XP_023168172.2|DHYD	LOC108028424|XP_016955743.1|DBIA
OG0006600	LOC111593201|XP_023161597.2|DHYD	LOC108028457|XP_016955794.1|DBIA
OG0006601	LOC111605197|XP_023179372.2|DHYD	LOC108034929|XP_016965676.1|DBIA
OG0006602	LOC111605198|XP_023179373.1|DHYD	LOC108034930|XP_016965677.1|DBIA
OG0006603	LOC111605193|XP_023179364.2|DHYD	LOC108034923|XP_016965668.1|DBIA
OG0006604	LOC111598719|XP_023169879.1|DHYD	LOC108030524|XP_016958902.1|DBIA
OG0006605	LOC111596478|XP_023166502.1|DHYD	LOC108033229|XP_016962985.1|DBIA
OG0006606	LOC111600301|XP_030081394.1|DHYD	LOC108028283|XP_016955477.1|DBIA
OG0006607	LOC111603718|XP_023177194.2|DHYD	LOC108034917|XP_016965658.1|DBIA
OG0006608	LOC111604875|XP_023178880.1|DHYD	LOC108032932|XP_016962491.1|DBIA
OG0006609	LOC111602719|XP_023175733.1|DHYD	LOC108031901|XP_016961158.1|DBIA
OG0006610	LOC111601665|XP_023174118.2|DHYD	LOC108035183|XP_016966145.1|DBIA
OG0006611	LOC111601671|XP_023174129.2|DHYD	LOC108035421|XP_016966531.1|DBIA
OG0006612	LOC111601669|XP_023174127.1|DHYD	LOC108034557|XP_016964974.1|DBIA
OG0006613	LOC111601667|XP_023174126.1|DHYD	LOC108035599|XP_016966765.1|DBIA
OG0006614	LOC111601666|XP_023174123.1|DHYD	LOC108035571|XP_016966729.1|DBIA
OG0006615	LOC111601686|XP_023174160.1|DHYD	LOC108035529|XP_016966687.1|DBIA
OG0006616	LOC111592743|XP_023160908.2|DHYD	LOC108029468|XP_016957212.1|DBIA
OG0006617	LOC111601065|XP_023173256.1|DHYD	LOC108028600|XP_016956007.1|DBIA
OG0006618	LOC111598722|XP_023169882.1|DHYD	LOC108034911|XP_016965645.1|DBIA
OG0006619	LOC111599763|XP_023171288.1|DHYD	LOC108035323|XP_016966387.1|DBIA
OG0006620	LOC111599281|XP_023170647.2|DHYD	LOC108035563|XP_016966720.1|DBIA
OG0006621	LOC111592834|XP_023161026.2|DHYD	LOC108028722|XP_016956169.1|DBIA
OG0006622	LOC111598684|XP_023169815.1|DHYD	LOC108030433|XP_016958813.1|DBIA
OG0006623	LOC111598693|XP_023169826.1|DHYD	LOC108030852|XP_016959483.1|DBIA
OG0006624	LOC111597635|XP_023168208.2|DHYD	LOC108030051|XP_016958116.1|DBIA
OG0006625	LOC111597643|XP_023168216.2|DHYD	LOC108030056|XP_016958128.1|DBIA
OG0006626	LOC111597721|XP_023168329.2|DHYD	LOC108023895|XP_016949069.1|DBIA
OG0006627	LOC111600720|XP_023172759.1|DHYD	LOC108029503|XP_016957276.1|DBIA
OG0006628	LOC111600655|XP_023172645.2|DHYD	LOC108029502|XP_016957272.1|DBIA
OG0006629	LOC111592850|XP_023161059.1|DHYD	LOC108022734|XP_016947312.1|DBIA
OG0006630	LOC111605412|XP_030082031.1|DHYD	LOC108022277|XP_016946625.1|DBIA
OG0006631	LOC111603042|XP_023176248.1|DHYD	LOC108034564|XP_016964982.1|DBIA
OG0006632	LOC111605358|XP_023179605.2|DHYD	LOC108029534|XP_016957332.1|DBIA
OG0006633	LOC111595279|XP_023164693.1|DHYD	LOC108030646|XP_016959152.1|DBIA
OG0006634	LOC111599097|XP_023170406.2|DHYD	LOC108029185|XP_016956845.1|DBIA
OG0006635	LOC111599351|XP_023170749.1|DHYD	LOC108027790|XP_016954847.1|DBIA
OG0006636	LOC111591897|XP_023159573.1|DHYD	LOC108025984|XP_016952168.1|DBIA
OG0006637	LOC111592305|XP_023160180.2|DHYD	LOC108028544|XP_016955931.1|DBIA
OG0006638	LOC111604191|XP_023177914.1|DHYD	LOC108036567|XP_016968303.1|DBIA
OG0006639	LOC111604183|XP_030081399.1|DHYD	LOC108036338|XP_016967869.1|DBIA
OG0006640	LOC111595623|XP_023165198.2|DHYD	LOC108029727|XP_016957699.1|DBIA
OG0006641	LOC111597646|XP_030080886.1|DHYD	LOC108036343|XP_016967888.1|DBIA
OG0006642	LOC111595608|XP_023165181.2|DHYD	LOC108022471|XP_016946910.1|DBIA
OG0006643	LOC111600080|XP_023171788.1|DHYD	LOC108026657|XP_016953183.1|DBIA
OG0006644	LOC111593128|XP_023161498.1|DHYD	LOC108028644|XP_016956057.1|DBIA
OG0006645	LOC111594642|XP_023163805.1|DHYD	LOC108032594|XP_016961996.1|DBIA
OG0006646	LOC111603265|XP_023176548.2|DHYD	LOC108030049|XP_016958113.1|DBIA
OG0006647	LOC111604108|XP_023177785.2|DHYD	LOC108030225|XP_016958501.1|DBIA
OG0006648	LOC111596949|XP_023167173.1|DHYD	LOC108034626|XP_016965051.1|DBIA
OG0006649	LOC111603842|XP_023177380.1|DHYD	LOC108026717|XP_016953314.1|DBIA
OG0006650	LOC111601122|XP_023173386.2|DHYD	LOC108030126|XP_016958319.1|DBIA
OG0006651	LOC111596021|XP_023165815.2|DHYD	LOC108028273|XP_016955462.1|DBIA
OG0006652	LOC111597594|XP_023168162.2|DHYD	LOC108028746|XP_016956204.1|DBIA
OG0006653	LOC111597779|XP_030081162.1|DHYD	LOC108034869|XP_016965554.1|DBIA
OG0006654	LOC111598682|XP_023169812.2|DHYD	LOC108031074|XP_016959772.1|DBIA
OG0006655	LOC111598465|XP_023169488.1|DHYD	LOC108034894|XP_016965597.1|DBIA
OG0006656	LOC111599411|XP_023170831.1|DHYD	LOC108035057|XP_016965927.1|DBIA
OG0006657	LOC111602105|XP_023174814.1|DHYD	LOC108022876|XP_016947560.1|DBIA
OG0006658	LOC111597565|XP_023168132.1|DHYD	LOC108035341|XP_016966416.1|DBIA
OG0006659	LOC111597567|XP_030081812.1|DHYD	LOC108035451|XP_016966578.1|DBIA
OG0006660	LOC111600495|XP_023172391.1|DHYD	LOC108028682|XP_016956110.1|DBIA
OG0006661	LOC111600454|XP_023172324.2|DHYD	LOC108028434|XP_016955753.1|DBIA
OG0006662	LOC111599096|XP_023170405.1|DHYD	LOC108027787|XP_016954844.1|DBIA
OG0006663	LOC111600489|XP_023172384.1|DHYD	LOC108028622|XP_016956031.1|DBIA
OG0006664	LOC111600018|XP_023171697.1|DHYD	LOC108032096|XP_016961413.1|DBIA
OG0006665	LOC111601103|XP_023173310.2|DHYD	LOC108027891|XP_016955002.1|DBIA
OG0006666	LOC111602145|XP_023174862.1|DHYD	LOC108030341|XP_016958694.1|DBIA
OG0006667	LOC111592957|XP_023161213.1|DHYD	LOC108028501|XP_016955866.1|DBIA
OG0006668	LOC111604158|XP_023177854.1|DHYD	LOC108029424|XP_016957157.1|DBIA
OG0006669	LOC111603697|XP_023177165.2|DHYD	LOC108028031|XP_016955158.1|DBIA
OG0006670	LOC111603689|XP_023177142.1|DHYD	LOC108028750|XP_016956209.1|DBIA
OG0006671	LOC111594851|XP_023164091.2|DHYD	LOC108028416|XP_016955724.1|DBIA
OG0006672	LOC111605191|XP_023179358.2|DHYD	LOC108034880|XP_016965574.1|DBIA
OG0006673	LOC111601658|XP_023174110.1|DHYD	LOC108035333|XP_016966400.1|DBIA
OG0006674	LOC111597547|XP_023168111.1|DHYD	LOC108028288|XP_016955491.1|DBIA
OG0006675	LOC111596037|XP_023165841.1|DHYD	LOC108034529|XP_016964944.1|DBIA
OG0006676	LOC111593091|XP_023161455.1|DHYD	LOC108028413|XP_016955720.1|DBIA
OG0006677	LOC111601578|XP_023174000.2|DHYD	LOC108034964|XP_016965762.1|DBIA
OG0006678	LOC111598093|XP_023168911.1|DHYD	LOC108028325|XP_016955546.1|DBIA
OG0006679	LOC111602929|XP_023176046.2|DHYD	LOC108034846|XP_016965467.1|DBIA
OG0006680	LOC111597820|XP_023168477.2|DHYD	LOC108025328|XP_016951243.1|DBIA
OG0006681	LOC111594846|XP_023164081.2|DHYD	LOC108028414|XP_016955721.1|DBIA
OG0006682	LOC111594848|XP_023164088.1|DHYD	LOC108028621|XP_016956030.1|DBIA
OG0006683	LOC111594845|XP_023164079.2|DHYD	LOC108028839|XP_016956319.1|DBIA
OG0006684	LOC111601603|XP_023174036.2|DHYD	LOC108034963|XP_016965761.1|DBIA
OG0006685	LOC111597110|XP_023167422.2|DHYD	LOC108036434|XP_016968063.1|DBIA
OG0006686	LOC111601049|XP_030081450.1|DHYD	LOC108028331|XP_016955560.1|DBIA
OG0006688	LOC111600483|XP_023172377.1|DHYD	LOC108028039|XP_016955166.1|DBIA
OG0006689	LOC111595285|XP_023164705.2|DHYD	LOC108034465|XP_016964838.1|DBIA
OG0006690	LOC111602479|XP_023175312.2|DHYD	LOC108025613|XP_016951639.1|DBIA
OG0006691	LOC111605201|XP_023179377.1|DHYD	LOC108035151|XP_016966082.1|DBIA
OG0006692	LOC111595277|XP_023164691.2|DHYD	LOC108030654|XP_016959163.1|DBIA
OG0006693	LOC111598204|XP_023169104.1|DHYD	LOC108035433|XP_016966554.1|DBIA
OG0006694	LOC111596811|XP_023166943.1|DHYD	LOC108023536|XP_016948592.1|DBIA
OG0006695	LOC111602914|XP_023176026.1|DHYD	LOC108035289|XP_016966345.1|DBIA
OG0006697	LOC111605646|XP_023180076.1|DHYD	LOC108035505|XP_016966652.1|DBIA
OG0006698	LOC111597778|XP_030079505.1|DHYD	LOC108035138|XP_016966069.1|DBIA
OG0006699	LOC111591926|XP_023159624.2|DHYD	LOC108035278|XP_016966330.1|DBIA
OG0006700	LOC111604756|XP_023178714.2|DHYD	LOC108030302|XP_016958629.1|DBIA
OG0006701	LOC111599192|XP_023170552.2|DHYD	LOC108036652|XP_016968421.1|DBIA
OG0006702	LOC111596517|XP_023166549.1|DHYD	LOC108031020|XP_016959712.1|DBIA
OG0006703	LOC111594883|XP_023164137.1|DHYD	LOC108035668|XP_016966864.1|DBIA
OG0006704	LOC111594885|XP_023164139.1|DHYD	LOC108035669|XP_016966865.1|DBIA
OG0006706	LOC111593795|XP_023162585.1|DHYD	LOC108023055|XP_016947791.1|DBIA
OG0006707	LOC111599911|XP_023171504.2|DHYD	LOC108026760|XP_016953389.1|DBIA
OG0006708	LOC111591998|XP_023159731.2|DHYD	LOC108024238|XP_016949608.1|DBIA
OG0006709	LOC111605692|XP_023180175.2|DHYD	LOC108036333|XP_016967861.1|DBIA
OG0006710	LOC111600528|XP_030081800.1|DHYD	LOC108028284|XP_016955482.1|DBIA
OG0006711	LOC111598395|XP_023169385.2|DHYD	LOC108027960|XP_016955074.1|DBIA
OG0006712	LOC111602881|XP_023175975.2|DHYD	LOC108035041|XP_016965900.1|DBIA
OG0006713	LOC111603686|XP_023177137.1|DHYD	LOC108035559|XP_016966716.1|DBIA
OG0006714	LOC111603681|XP_023177131.2|DHYD	LOC108035676|XP_016966874.1|DBIA
OG0006715	LOC111604785|XP_023178765.1|DHYD	LOC108028613|XP_016956022.1|DBIA
OG0006716	LOC111595806|XP_023165465.1|DHYD	LOC108027818|XP_016954886.1|DBIA
OG0006717	LOC111595046|XP_023164340.2|DHYD	LOC108030687|XP_016959210.1|DBIA
OG0006718	LOC111595050|XP_023164345.1|DHYD	LOC108030572|XP_016958972.1|DBIA
OG0006719	LOC115483352|XP_030080782.1|DHYD	LOC108034556|XP_016964973.1|DBIA
OG0006720	LOC111599267|XP_023170634.2|DHYD	LOC108028840|XP_016956322.1|DBIA
OG0006721	LOC111598740|XP_023169903.1|DHYD	LOC108035354|XP_016966436.1|DBIA
OG0006722	LOC111604655|XP_030079631.1|DHYD	LOC108035633|XP_016966823.1|DBIA
OG0006723	LOC111605009|XP_023179092.1|DHYD	LOC108034130|XP_016964407.1|DBIA
OG0006724	LOC111594831|XP_023164064.1|DHYD	LOC108031963|XP_016961241.1|DBIA
OG0006725	LOC111601761|XP_023174269.1|DHYD	LOC108032120|XP_016961442.1|DBIA
OG0006726	LOC111601501|XP_023173863.1|DHYD	LOC108024599|XP_016950099.1|DBIA
OG0006727	LOC111601759|XP_023174265.2|DHYD	LOC108031904|XP_016961160.1|DBIA
OG0006728	LOC111604857|XP_023178859.1|DHYD	LOC108031334|XP_016960076.1|DBIA
OG0006729	LOC111593303|XP_023161755.1|DHYD	LOC108036563|XP_016968298.1|DBIA
OG0006730	LOC111593301|XP_023161751.1|DHYD	LOC108036243|XP_016967740.1|DBIA
OG0006731	LOC111605030|XP_023179128.1|DHYD	LOC108034054|XP_016964298.1|DBIA
OG0006732	LOC111601698|XP_023174182.2|DHYD	LOC108034594|XP_016965015.1|DBIA
OG0006733	LOC111601051|XP_023173236.2|DHYD	LOC108028050|XP_016955178.1|DBIA
OG0006734	LOC111601063|XP_023173252.1|DHYD	LOC108028519|XP_016955891.1|DBIA
OG0006735	LOC111592824|XP_023161017.2|DHYD	LOC108035321|XP_016966385.1|DBIA
OG0006736	LOC111601660|XP_023174112.1|DHYD	LOC108035334|XP_016966401.1|DBIA
OG0006737	LOC111601113|XP_023173328.1|DHYD	LOC108028057|XP_016955184.1|DBIA
OG0006738	LOC111595571|XP_023165136.1|DHYD	LOC108029665|XP_016957581.1|DBIA
OG0006739	LOC111599539|XP_023170961.1|DHYD	LOC108028372|XP_016955652.1|DBIA
OG0006740	LOC111601733|XP_023174225.2|DHYD	LOC108035004|XP_016965836.1|DBIA
