Orthogroup	DHYD.longest_only	DANA.longest_only
OG0006256	LOC111593048|XP_023161388.1|DHYD	LOC6505320|XP_001965753.1|DANA
OG0006257	LOC111593050|XP_023161390.1|DHYD	LOC6505083|XP_014760290.1|DANA
OG0006258	LOC111598337|XP_023169313.1|DHYD	LOC6504398|XP_032308210.1|DANA
OG0006259	LOC111599839|XP_023171405.2|DHYD	LOC6499026|XP_001955487.1|DANA
OG0006260	LOC111598344|XP_023169318.1|DHYD	LOC6505040|XP_001965579.2|DANA
OG0006261	LOC111602442|XP_023175266.2|DHYD	LOC6504235|XP_001965116.1|DANA
OG0006262	LOC111596161|XP_023166020.2|DHYD	LOC6493211|XP_001957279.1|DANA
OG0006263	LOC111593658|XP_023162311.1|DHYD	LOC6504050|XP_001964083.1|DANA
OG0006264	LOC111605341|XP_023179582.2|DHYD	LOC6502211|XP_001966023.1|DANA
OG0006265	LOC111600127|XP_023171859.2|DHYD	LOC6495892|XP_032306140.1|DANA
OG0006266	LOC111596822|XP_030079902.1|DHYD	LOC6502228|XP_001966025.1|DANA
OG0006267	LOC111597490|XP_023168017.1|DHYD	LOC6505225|XP_014760324.1|DANA
OG0006268	LOC111595257|XP_023164671.1|DHYD	LOC6495863|XP_001959735.2|DANA
OG0006269	LOC111597846|XP_023168523.1|DHYD	LOC6499384|XP_001954740.1|DANA
OG0006270	LOC111603357|XP_030079531.1|DHYD	LOC6499285|XP_001954951.2|DANA
OG0006271	LOC111601763|XP_023174271.1|DHYD	LOC6500251|XP_001952937.1|DANA
OG0006272	LOC111598284|XP_023169237.2|DHYD	LOC6507965|XP_032308007.1|DANA
OG0006273	LOC111601874|XP_023174520.1|DHYD	LOC6496621|XP_001961281.1|DANA
OG0006274	LOC111601962|XP_023174641.2|DHYD	LOC6502163|XP_001966099.2|DANA
OG0006275	LOC111605342|XP_023179584.2|DHYD	LOC6505146|XP_001965436.2|DANA
OG0006277	LOC111593642|XP_023162291.2|DHYD	LOC6501374|XP_001955101.2|DANA
OG0006278	LOC111596529|XP_023166567.2|DHYD	LOC6505266|XP_001965652.2|DANA
OG0006279	LOC111595372|XP_023164828.2|DHYD	LOC6504266|XP_032308826.1|DANA
OG0006280	LOC115483091|XP_030080055.1|DHYD, LOC111597437|XP_023167911.2|DHYD	LOC6503694|XP_014761037.1|DANA
OG0006281	LOC111597440|XP_023167923.1|DHYD	LOC6503953|XP_001963909.1|DANA
OG0006282	LOC111594277|XP_023163276.1|DHYD	LOC6502932|XP_001963565.1|DANA
OG0006283	LOC111602970|XP_023176127.1|DHYD	LOC6499057|XP_001955396.1|DANA
OG0006284	LOC111600466|XP_023172340.1|DHYD	LOC6506795|XP_001957222.1|DANA
OG0006285	LOC111605483|XP_023179787.2|DHYD	LOC6499601|XP_001954319.1|DANA
OG0006286	LOC111592928|XP_023161154.2|DHYD	LOC6500896|XP_001954123.2|DANA
OG0006287	LOC111602862|XP_023175946.2|DHYD	LOC6504268|XP_001967378.1|DANA
OG0006288	LOC111601996|XP_023174652.2|DHYD	LOC6505951|XP_001964667.1|DANA
OG0006289	LOC111596746|XP_023166849.1|DHYD	LOC6500879|XP_001954095.1|DANA
OG0006290	LOC111603104|XP_023176333.1|DHYD	LOC6501887|XP_014759637.1|DANA
OG0006291	LOC111605504|XP_023179822.1|DHYD	LOC6497050|XP_001962849.1|DANA
OG0006292	LOC111592316|XP_023160200.1|DHYD	LOC6502155|XP_014759953.1|DANA
OG0006293	LOC111603717|XP_023177193.2|DHYD	LOC6507405|XP_032309634.1|DANA
OG0006294	LOC111592365|XP_023160295.2|DHYD	LOC6498791|XP_001967261.2|DANA
OG0006295	LOC111598870|XP_023170087.2|DHYD	LOC6504097|XP_001964169.1|DANA
OG0006296	LOC111592355|XP_030081791.1|DHYD	LOC6498754|XP_001967270.1|DANA
OG0006297	LOC111593430|XP_030079415.1|DHYD	LOC6503847|XP_014761092.2|DANA
OG0006298	LOC111596549|XP_023166590.1|DHYD	LOC6498789|XP_001967259.1|DANA
OG0006299	LOC111603345|XP_030079532.1|DHYD	LOC6501918|XP_014759667.1|DANA
OG0006300	LOC111605318|XP_023179550.1|DHYD	LOC6505149|XP_001965442.2|DANA
OG0006301	LOC111593487|XP_023162017.2|DHYD	LOC6503156|XP_001963537.1|DANA
OG0006303	LOC111602202|XP_023174940.2|DHYD	LOC6495488|XP_014763332.1|DANA
OG0006304	LOC111596157|XP_023166015.1|DHYD	LOC6501361|XP_001955074.2|DANA
OG0006305	LOC111596146|XP_023165999.1|DHYD	LOC6499221|XP_032308593.1|DANA
OG0006306	LOC111598612|XP_030081602.1|DHYD	LOC26515147|XP_032308614.1|DANA
OG0006307	LOC111601479|XP_023173834.2|DHYD	LOC6500289|XP_014766482.1|DANA
OG0006308	LOC111598301|XP_023169256.1|DHYD	LOC6496751|XP_001967862.1|DANA
OG0006309	LOC111605327|XP_023179562.1|DHYD	LOC6505309|XP_032307841.1|DANA
OG0006310	LOC111598830|XP_023170036.2|DHYD	LOC6499150|XP_001955206.1|DANA
OG0006311	LOC111591986|XP_023159707.1|DHYD	LOC6503674|XP_032308473.1|DANA
OG0006312	LOC111591974|XP_023159689.1|DHYD	LOC6503676|XP_001963953.1|DANA
OG0006313	LOC111598146|XP_030078876.1|DHYD	LOC6503876|XP_001963759.1|DANA
OG0006314	LOC111595967|XP_023165712.1|DHYD	LOC26515188|XP_032311937.1|DANA
OG0006315	LOC111597880|XP_023168574.2|DHYD	LOC6499390|XP_032312332.1|DANA
OG0006316	LOC111599917|XP_023171514.1|DHYD	LOC6503691|XP_001963914.1|DANA
OG0006317	LOC111593995|XP_023162855.1|DHYD	LOC6503714|XP_001963874.1|DANA
OG0006318	LOC111595940|XP_023165671.2|DHYD	LOC6498749|XP_001967276.1|DANA
OG0006319	LOC111600026|XP_023171707.1|DHYD	LOC6493941|XP_001961278.1|DANA
OG0006320	LOC111596575|XP_023166616.1|DHYD	LOC6501898|XP_001966711.2|DANA
OG0006321	LOC111603154|XP_023176399.1|DHYD	LOC6501892|XP_001966720.1|DANA
OG0006322	LOC111594061|XP_023162954.1|DHYD	LOC6501860|XP_001966786.1|DANA
OG0006323	LOC111596524|XP_030079599.1|DHYD	LOC6502849|XP_001958220.1|DANA
OG0006324	LOC111596712|XP_023166801.2|DHYD	LOC6503890|XP_032308420.1|DANA
OG0006325	LOC111600623|XP_023172593.1|DHYD	LOC6499798|XP_001953893.2|DANA
OG0006326	LOC111595107|XP_023164440.2|DHYD	LOC6493599|XP_001958071.1|DANA
OG0006327	LOC111603240|XP_023176514.1|DHYD	LOC6505599|XP_001964618.1|DANA
OG0006328	LOC111599922|XP_023171537.2|DHYD	LOC6499506|XP_014766114.1|DANA
OG0006329	LOC111602402|XP_023175190.1|DHYD	LOC6504090|XP_001964156.1|DANA
OG0006330	LOC111596175|XP_023166043.2|DHYD	LOC6501447|XP_032310174.1|DANA
OG0006331	LOC111603138|XP_023176380.2|DHYD	LOC6505284|XP_001965686.2|DANA
OG0006332	LOC111596457|XP_023166455.2|DHYD	LOC6504895|XP_001966547.1|DANA
OG0006333	LOC111597420|XP_030079364.1|DHYD	LOC6505233|XP_001965589.3|DANA
OG0006334	LOC111598871|XP_023170088.2|DHYD	LOC6503802|XP_001963718.1|DANA
OG0006335	LOC111599562|XP_023170998.2|DHYD	LOC6500811|XP_001953959.1|DANA
OG0006336	LOC111593502|XP_023162037.1|DHYD	LOC6503132|XP_001963483.1|DANA
OG0006337	LOC111600176|XP_023171939.1|DHYD	LOC6505025|XP_001965611.1|DANA
OG0006338	LOC111601984|XP_023174636.1|DHYD	LOC6500991|XP_001954311.1|DANA
OG0006339	LOC111597906|XP_023168613.2|DHYD	LOC6500189|XP_001966666.1|DANA
OG0006340	LOC111593440|XP_023161960.1|DHYD	LOC6502952|XP_001963530.1|DANA
OG0006341	LOC111596588|XP_023166634.2|DHYD	LOC6507745|XP_001956259.1|DANA
OG0006342	LOC111596538|XP_023166577.2|DHYD	LOC6505190|XP_032307891.1|DANA
OG0006343	LOC111596566|XP_023166607.2|DHYD	LOC6505189|XP_032307889.1|DANA
OG0006344	LOC111598353|XP_023169330.2|DHYD	LOC26513674|XP_014759023.2|DANA, LOC6504420|XP_032308330.1|DANA
OG0006345	LOC111595893|XP_023165595.2|DHYD	LOC6501627|XP_032312113.1|DANA
OG0006346	LOC111595238|XP_023164643.1|DHYD	LOC6499403|XP_001954707.1|DANA
OG0006347	LOC111596844|XP_023167041.1|DHYD	LOC6501649|XP_014767149.1|DANA
OG0006348	LOC111595365|XP_023164818.2|DHYD	LOC6505139|XP_001965426.1|DANA
OG0006349	LOC111596823|XP_023166960.1|DHYD	LOC6502231|XP_032308697.1|DANA
OG0006350	LOC111592704|XP_023160855.1|DHYD	LOC6506007|XP_001964769.2|DANA
OG0006351	LOC111596883|XP_023167099.1|DHYD	LOC6502931|XP_032311810.1|DANA
OG0006352	LOC111598011|XP_023168775.2|DHYD	LOC6494943|XP_001959352.1|DANA
OG0006353	LOC111594513|XP_023163602.2|DHYD	LOC6498997|XP_014765869.1|DANA
OG0006354	LOC111595215|XP_023164593.1|DHYD	LOC6499502|XP_001954494.2|DANA
OG0006355	LOC111592358|XP_030080155.1|DHYD	LOC6505285|XP_001965689.1|DANA
OG0006356	LOC111594265|XP_023163260.1|DHYD	LOC6504605|XP_001966540.1|DANA
OG0006357	LOC111598144|XP_023168978.2|DHYD	LOC6502103|XP_032309379.1|DANA
OG0006358	LOC111595290|XP_023164713.1|DHYD	LOC6507448|XP_001955991.3|DANA
OG0006359	LOC111602623|XP_023175553.1|DHYD	LOC6505644|XP_001964542.1|DANA
OG0006360	LOC111605146|XP_023179295.1|DHYD	LOC6503092|XP_032308972.1|DANA
OG0006361	LOC111592376|XP_023160316.1|DHYD	LOC6499439|XP_001954637.2|DANA
OG0006363	LOC111596043|XP_023165847.2|DHYD	LOC6498808|XP_032308103.1|DANA
OG0006364	LOC111602447|XP_023175273.2|DHYD	LOC6504238|XP_001965107.1|DANA
OG0006365	LOC111593047|XP_030079313.1|DHYD	LOC6498771|XP_001967239.1|DANA
OG0006366	LOC111593058|XP_023161401.2|DHYD	LOC6498784|XP_001967245.1|DANA
OG0006367	LOC111594248|XP_023163228.2|DHYD	LOC6504443|XP_001966973.1|DANA
OG0006368	LOC111592469|XP_023160449.1|DHYD	LOC6505966|XP_032305388.1|DANA
OG0006369	LOC111592467|XP_023160436.2|DHYD	LOC6505561|XP_032305371.1|DANA
OG0006370	LOC111598379|XP_030079596.1|DHYD	LOC6501895|XP_001966714.1|DANA
OG0006371	LOC111602012|XP_023174674.2|DHYD	LOC6505577|XP_001964669.1|DANA
OG0006372	LOC111603251|XP_023176526.2|DHYD	LOC6505604|XP_001964611.1|DANA
OG0006373	LOC111604738|XP_023178679.1|DHYD	LOC6505304|XP_001965722.3|DANA
OG0006374	LOC111597255|XP_023167626.2|DHYD	LOC6503677|XP_001963951.1|DANA
OG0006375	LOC111598271|XP_023169216.2|DHYD	LOC6503723|XP_032308477.1|DANA
OG0006376	LOC111598441|XP_023169454.2|DHYD	LOC6501988|XP_001966825.1|DANA
OG0006377	LOC111603118|XP_023176358.1|DHYD	LOC6505064|XP_001965530.1|DANA
OG0006378	LOC111600235|XP_023172033.1|DHYD	LOC6506011|XP_014760879.1|DANA
OG0006379	LOC111591908|XP_023159586.1|DHYD	LOC6504744|XP_032309050.1|DANA
OG0006380	LOC111604766|XP_023178735.1|DHYD	LOC6502117|XP_001966176.1|DANA
OG0006381	LOC111603209|XP_023176472.1|DHYD	LOC6498757|XP_001967264.1|DANA
OG0006382	LOC111593410|XP_023161904.1|DHYD	LOC6504087|XP_001964148.1|DANA
OG0006383	LOC111598182|XP_023169048.1|DHYD	LOC6503559|XP_032308714.1|DANA
OG0006384	LOC111602411|XP_023175209.1|DHYD	LOC6504092|XP_001964159.1|DANA
OG0006385	LOC111600154|XP_030080628.1|DHYD	LOC6501066|XP_001954492.2|DANA
OG0006386	LOC111605042|XP_023179146.2|DHYD	LOC6497283|XP_001962394.1|DANA
OG0006387	LOC111592485|XP_023160473.2|DHYD	LOC6501602|XP_001955568.1|DANA
OG0006388	LOC111598845|XP_023170049.2|DHYD	LOC6503853|XP_001963716.3|DANA
OG0006389	LOC111598817|XP_023170013.2|DHYD	LOC6503803|XP_001963717.1|DANA
OG0006390	LOC111595938|XP_023165672.1|DHYD	LOC6505797|XP_001964392.1|DANA
OG0006391	LOC111594507|XP_023163592.2|DHYD	LOC6500185|XP_001953066.2|DANA
OG0006392	LOC111593436|XP_023161951.2|DHYD	LOC6503597|XP_001964087.2|DANA
OG0006393	LOC111602540|XP_023175438.2|DHYD	LOC6497404|XP_001962153.2|DANA
OG0006394	LOC111601535|XP_023173935.2|DHYD	LOC6498734|XP_001967843.1|DANA
OG0006395	LOC111597847|XP_023168524.1|DHYD	LOC6501195|XP_001954741.1|DANA
OG0006396	LOC111593470|XP_023162000.2|DHYD	LOC6503175|XP_001963582.1|DANA
OG0006397	LOC111593427|XP_023162347.1|DHYD	LOC6503783|XP_001963751.1|DANA
OG0006398	LOC111603710|XP_023177219.1|DHYD	LOC6503940|XP_001963882.1|DANA
OG0006399	LOC111596832|XP_023166975.1|DHYD	LOC6504922|XP_001966596.1|DANA
OG0006400	LOC111596831|XP_023166974.2|DHYD	LOC6504921|XP_001966595.3|DANA
OG0006401	LOC111592346|XP_023160247.2|DHYD	LOC6506283|XP_001958200.2|DANA
OG0006402	LOC111598498|XP_023169525.2|DHYD	LOC6499292|XP_001954930.1|DANA
OG0006403	LOC111592037|XP_030081745.1|DHYD	LOC6499290|XP_001954937.1|DANA
OG0006404	LOC111592050|XP_023159815.2|DHYD	LOC6499413|XP_001954692.1|DANA
OG0006405	LOC111604518|XP_023178382.1|DHYD	LOC6506673|XP_001957440.2|DANA
OG0006406	LOC111602807|XP_023175872.1|DHYD	LOC6499065|XP_001955375.1|DANA
OG0006407	LOC111603153|XP_023176398.1|DHYD	LOC6501937|XP_032308109.1|DANA
OG0006408	LOC111593464|XP_023161994.2|DHYD	LOC6502951|XP_001963532.1|DANA
OG0006409	LOC111591893|XP_023159567.1|DHYD	LOC6502170|XP_001966087.1|DANA
OG0006410	LOC111594044|XP_023162968.1|DHYD	LOC6503844|XP_001963706.1|DANA
OG0006411	LOC111596793|XP_023166919.2|DHYD	LOC6502137|XP_001966139.1|DANA
OG0006412	LOC111595913|XP_023165635.1|DHYD	LOC6501342|XP_001955030.1|DANA
OG0006413	LOC111601972|XP_023174615.2|DHYD	LOC6499247|XP_014765984.1|DANA
OG0006414	LOC111595914|XP_023165632.1|DHYD	LOC6500278|XP_001952886.2|DANA
OG0006415	LOC111596167|XP_023166027.2|DHYD	LOC6501915|XP_014759653.1|DANA
OG0006416	LOC111602866|XP_023175952.1|DHYD	LOC6503859|XP_001963729.1|DANA
OG0006417	LOC111603889|XP_023177474.1|DHYD	LOC6497722|XP_001961487.1|DANA
OG0006418	LOC111603358|XP_023176672.2|DHYD	LOC6504495|XP_001967009.2|DANA
OG0006419	LOC111597156|XP_023167477.1|DHYD	LOC6499981|XP_032305459.1|DANA
OG0006420	LOC111602675|XP_030080792.1|DHYD	LOC6501508|XP_001955390.1|DANA
OG0006421	LOC111602279|XP_023175043.1|DHYD	LOC6498384|XP_032311300.1|DANA
OG0006422	LOC111602324|XP_023175093.2|DHYD	LOC6497133|XP_001962688.1|DANA
OG0006423	LOC111603545|XP_023176946.1|DHYD	LOC6499364|XP_001954789.1|DANA
OG0006424	LOC111603547|XP_023176948.1|DHYD	LOC6501222|XP_001954790.1|DANA
OG0006425	LOC111603611|XP_023177044.2|DHYD	LOC6499365|XP_001954787.1|DANA
OG0006426	LOC111603610|XP_023177043.2|DHYD	LOC6501220|XP_001954786.1|DANA
OG0006427	LOC111593228|XP_023161648.2|DHYD	LOC6501468|XP_001955313.1|DANA
OG0006428	LOC111599808|XP_023171363.1|DHYD	LOC6500776|XP_032306613.1|DANA
OG0006429	LOC111602688|XP_023175680.1|DHYD	LOC6500751|XP_001953843.1|DANA
OG0006430	LOC111605697|XP_023180139.1|DHYD	LOC6506760|XP_001957294.1|DANA
OG0006431	LOC111601456|XP_030078731.1|DHYD	LOC6501442|XP_001955263.1|DANA
OG0006432	LOC111603482|XP_030081668.1|DHYD	LOC6499214|XP_001955094.2|DANA
OG0006433	LOC111602879|XP_023175977.1|DHYD	LOC6501503|XP_001955382.1|DANA
OG0006434	LOC111594728|XP_023163927.1|DHYD	LOC6496946|XP_032311425.1|DANA
OG0006435	LOC111592697|XP_023160840.2|DHYD	LOC6501493|XP_014767083.1|DANA
OG0006436	LOC111604416|XP_023178239.2|DHYD	LOC6505222|XP_001965573.1|DANA
OG0006437	LOC111597295|XP_023167684.1|DHYD	LOC6505037|XP_014760263.1|DANA
OG0006438	LOC111599090|XP_023170398.1|DHYD	LOC6503351|XP_001965371.1|DANA
OG0006439	LOC111598838|XP_023170045.1|DHYD	LOC6500714|XP_001953780.1|DANA
OG0006440	LOC111598848|XP_023170054.1|DHYD	LOC6499846|XP_001953781.1|DANA
OG0006441	LOC111594579|XP_023163704.2|DHYD	LOC6501404|XP_032305787.1|DANA
OG0006442	LOC111601784|XP_023174312.2|DHYD	LOC6505828|XP_001964443.1|DANA
OG0006443	LOC111600819|XP_023172887.1|DHYD	LOC6500588|XP_001953526.1|DANA
OG0006444	LOC111594462|XP_023163528.2|DHYD	LOC6499002|XP_001955532.1|DANA
OG0006445	LOC111591979|XP_023159697.2|DHYD	LOC6503882|XP_001963775.1|DANA
OG0006446	LOC111601351|XP_023173651.2|DHYD	LOC6500677|XP_001953707.3|DANA
OG0006447	LOC111600805|XP_023172863.1|DHYD	LOC6500674|XP_014766667.1|DANA
OG0006448	LOC111597173|XP_023167502.1|DHYD	LOC6501654|XP_001955691.1|DANA
OG0006449	LOC111597174|XP_030080855.1|DHYD	LOC6498909|XP_001955693.2|DANA
OG0006450	LOC111594949|XP_023164214.2|DHYD	LOC6497617|XP_001961704.1|DANA
OG0006451	LOC111601854|XP_023174458.1|DHYD	LOC6504977|XP_014760233.1|DANA
OG0006452	LOC111596065|XP_023165882.2|DHYD	LOC6500663|XP_001953677.1|DANA
OG0006453	LOC111601055|XP_023173239.1|DHYD	LOC6506544|XP_001957683.1|DANA
OG0006454	LOC111601947|XP_023174571.2|DHYD	LOC6504716|XP_001966342.3|DANA
OG0006455	LOC111602659|XP_030081681.1|DHYD	LOC6500979|XP_032311978.1|DANA
OG0006456	LOC111602777|XP_023175812.2|DHYD	LOC6499612|XP_001954294.1|DANA
OG0006457	LOC111605479|XP_023179781.2|DHYD	LOC6500170|XP_001953097.1|DANA
OG0006459	LOC111602780|XP_023175814.1|DHYD	LOC6498948|XP_032312109.1|DANA
OG0006460	LOC111596492|XP_023166521.1|DHYD	LOC6505652|XP_001964527.1|DANA
OG0006461	LOC111602672|XP_023175633.1|DHYD	LOC6494523|XP_001965918.1|DANA
OG0006462	LOC111601508|XP_023173871.2|DHYD	LOC6501518|XP_001955409.2|DANA
OG0006463	LOC111595216|XP_023164597.2|DHYD	LOC6499494|XP_001954512.2|DANA
OG0006464	LOC111596659|XP_023166732.1|DHYD	LOC6493212|XP_001957280.2|DANA
OG0006465	LOC111604032|XP_023177657.1|DHYD	LOC6504658|XP_001966460.1|DANA
OG0006466	LOC111594245|XP_023163224.1|DHYD	LOC6504058|XP_001964094.1|DANA
OG0006467	LOC111598086|XP_030081667.1|DHYD	LOC6499909|XP_001953655.1|DANA
OG0006468	LOC111598905|XP_023170141.1|DHYD	LOC6501656|XP_001955696.1|DANA
OG0006469	LOC111605036|XP_023179141.1|DHYD	LOC6502929|XP_001963571.1|DANA
OG0006470	LOC111595096|XP_023164431.2|DHYD	LOC6506406|XP_001957934.1|DANA
OG0006471	LOC111596491|XP_023166520.2|DHYD	LOC6501661|XP_001955707.1|DANA
OG0006472	LOC111596487|XP_023166516.1|DHYD	LOC6501662|XP_001955709.1|DANA
OG0006473	LOC111598744|XP_023169910.2|DHYD	LOC6507753|XP_014765448.1|DANA
OG0006474	LOC111593861|XP_023162683.1|DHYD	LOC6496294|XP_001960631.1|DANA
OG0006475	LOC111601383|XP_023173689.1|DHYD	LOC6501393|XP_014767020.1|DANA
OG0006476	LOC111598875|XP_023170103.2|DHYD	LOC6503850|XP_001963714.1|DANA
OG0006477	LOC111604740|XP_023178681.1|DHYD	LOC6505299|XP_001965713.1|DANA
OG0006478	LOC111602705|XP_023175710.1|DHYD	LOC6499816|XP_001953852.2|DANA
OG0006479	LOC111602797|XP_023175852.2|DHYD	LOC6499818|XP_032312083.1|DANA
OG0006480	LOC111593832|XP_023162638.2|DHYD	LOC6494101|XP_001960974.1|DANA
OG0006481	LOC111603764|XP_023177265.1|DHYD	LOC6497951|XP_001961784.1|DANA
OG0006482	LOC111598331|XP_023169300.2|DHYD	LOC6505591|XP_001964637.3|DANA
OG0006483	LOC111594509|XP_023163594.2|DHYD	LOC6499107|XP_001955284.1|DANA
OG0006484	LOC111594536|XP_023163644.2|DHYD	LOC6501450|XP_014767052.1|DANA
OG0006485	LOC111596258|XP_023166161.1|DHYD	LOC6499469|XP_001954577.1|DANA
OG0006486	LOC111601312|XP_023173604.2|DHYD	LOC6500225|XP_001952989.1|DANA
OG0006487	LOC111603543|XP_023176945.2|DHYD	LOC6500912|XP_001954152.1|DANA
OG0006488	LOC111598687|XP_023169819.1|DHYD	LOC6507407|XP_001956077.1|DANA
OG0006489	LOC111605462|XP_023179749.1|DHYD	LOC6500765|XP_014766704.1|DANA
OG0006490	LOC111603441|XP_023176796.2|DHYD	LOC6501291|XP_032307652.1|DANA
OG0006491	LOC111595788|XP_023165441.2|DHYD	LOC6497649|XP_001961635.1|DANA
OG0006492	LOC111598793|XP_023169980.1|DHYD	LOC6499151|XP_001955205.1|DANA
OG0006493	LOC111595948|XP_023165684.1|DHYD	LOC6505274|XP_001965665.1|DANA
OG0006494	LOC111594261|XP_023163255.2|DHYD	LOC6503916|XP_001963839.2|DANA
OG0006495	LOC111598472|XP_023169497.1|DHYD	LOC6502859|XP_001965984.2|DANA, LOC6502085|XP_001967209.2|DANA
OG0006496	LOC111596495|XP_023166524.2|DHYD	LOC6498902|XP_001955706.1|DANA
OG0006497	LOC111594515|XP_023163608.1|DHYD	LOC6499716|XP_032308421.1|DANA
OG0006498	LOC111594482|XP_023163558.2|DHYD	LOC6500870|XP_001954076.2|DANA
OG0006499	LOC111596405|XP_030080761.1|DHYD	LOC6500563|XP_032305805.1|DANA
OG0006500	LOC111592631|XP_023160736.2|DHYD	LOC6498566|XP_001963074.2|DANA
OG0006501	LOC111594478|XP_023163549.2|DHYD	LOC6498998|XP_014765870.2|DANA
OG0006502	LOC111594528|XP_023163630.2|DHYD	LOC6498995|XP_014765868.1|DANA
OG0006503	LOC111594490|XP_023163567.1|DHYD	LOC6498993|XP_001955546.2|DANA
OG0006504	LOC111594541|XP_023163659.2|DHYD	LOC6498992|XP_001955547.3|DANA
OG0006505	LOC111597838|XP_023168508.2|DHYD	LOC6505516|XP_001964785.2|DANA
OG0006506	LOC111598372|XP_023169348.1|DHYD	LOC6493024|XP_001956886.1|DANA
OG0006507	LOC111598500|XP_023169534.2|DHYD	LOC6505728|XP_001964371.3|DANA
OG0006508	LOC111598616|XP_023169718.1|DHYD	LOC6499645|XP_001954231.1|DANA
OG0006509	LOC111593434|XP_023161949.1|DHYD	LOC6503148|XP_001963524.2|DANA
OG0006510	LOC111601794|XP_023174338.1|DHYD	LOC6500313|XP_001952949.1|DANA
OG0006511	LOC111594531|XP_023163636.2|DHYD	LOC6499717|XP_001954072.1|DANA
OG0006512	LOC111600700|XP_023172722.2|DHYD	LOC6501100|XP_001954549.1|DANA
OG0006513	LOC111594540|XP_023163649.1|DHYD	LOC6499720|XP_032310513.1|DANA
OG0006514	LOC111598814|XP_023170006.1|DHYD	LOC6501445|XP_001955269.1|DANA
OG0006515	LOC111598812|XP_023170004.1|DHYD	LOC6505655|XP_001964522.3|DANA
OG0006516	LOC111593680|XP_023162340.2|DHYD	LOC6500008|XP_001953416.1|DANA
OG0006517	LOC111593697|XP_023162410.2|DHYD	LOC6500540|XP_001953418.1|DANA
OG0006518	LOC111593694|XP_023162378.1|DHYD	LOC6500007|XP_032305450.1|DANA
OG0006519	LOC111593698|XP_023162411.1|DHYD	LOC6500006|XP_001953419.2|DANA
OG0006520	LOC111596418|XP_023166397.2|DHYD	LOC6499007|XP_001955525.1|DANA
OG0006521	LOC111593250|XP_023161676.2|DHYD	LOC6501544|XP_001955453.2|DANA
OG0006522	LOC111596420|XP_023166399.2|DHYD	LOC6501584|XP_001955521.1|DANA
OG0006523	LOC111594976|XP_023164243.1|DHYD	LOC6505879|XP_001964537.1|DANA
OG0006524	LOC111598785|XP_023169966.1|DHYD	LOC6497278|XP_001962401.1|DANA
OG0006525	LOC111592354|XP_030079673.1|DHYD	LOC6502902|XP_032311874.1|DANA
OG0006526	LOC111594436|XP_023163492.2|DHYD	LOC6499184|XP_001955152.1|DANA
OG0006527	LOC111594437|XP_030080736.1|DHYD	LOC6499183|XP_001955153.1|DANA
OG0006528	LOC111594595|XP_023163726.2|DHYD	LOC6499182|XP_001955154.1|DANA
OG0006529	LOC111594438|XP_023163494.1|DHYD	LOC6499180|XP_001955156.2|DANA
OG0006530	LOC111594439|XP_023163495.2|DHYD	LOC6499179|XP_001955158.1|DANA
OG0006531	LOC111594601|XP_023163733.2|DHYD	LOC6499176|XP_032305696.1|DANA
OG0006532	LOC111594596|XP_030080663.1|DHYD	LOC6499170|XP_032309503.1|DANA
OG0006533	LOC111601227|XP_023173492.1|DHYD	LOC6494483|XP_001960248.1|DANA
OG0006534	LOC111594960|XP_023164227.1|DHYD	LOC6501070|XP_001954498.1|DANA
OG0006535	LOC111604196|XP_023177920.2|DHYD	LOC6500747|XP_001953837.1|DANA
OG0006536	LOC111598213|XP_023169135.2|DHYD	LOC6501413|XP_001955192.1|DANA
OG0006537	LOC111600625|XP_023172597.1|DHYD	LOC6499253|XP_001955019.1|DANA
OG0006538	LOC111599575|XP_023171017.2|DHYD	LOC6507946|XP_014767069.1|DANA
OG0006539	LOC111596007|XP_023165793.2|DHYD	LOC6499237|XP_001955050.1|DANA
OG0006540	LOC111598225|XP_023169152.2|DHYD	LOC6500828|XP_001953995.1|DANA
OG0006541	LOC111595231|XP_023164635.2|DHYD	LOC6499401|XP_001954712.3|DANA
OG0006542	LOC111595232|XP_023164636.1|DHYD	LOC6501183|XP_001954711.1|DANA
OG0006543	LOC111597762|XP_023168385.2|DHYD	LOC6505906|XP_014760835.1|DANA
OG0006544	LOC111596430|XP_023166412.2|DHYD	LOC6501295|XP_001954940.1|DANA
OG0006545	LOC111598346|XP_023169320.1|DHYD	LOC6504731|XP_001966314.1|DANA
OG0006546	LOC111603489|XP_023176856.1|DHYD	LOC6501046|XP_001954455.2|DANA
OG0006547	LOC111593689|XP_023162354.2|DHYD	LOC6500542|XP_001953423.3|DANA
OG0006548	LOC111605546|XP_023179876.1|DHYD	LOC6500166|XP_001953100.1|DANA
OG0006549	LOC111604840|XP_023178840.2|DHYD	LOC6501268|XP_032311115.1|DANA
OG0006550	LOC111594617|XP_023163773.2|DHYD	LOC6505902|XP_001964584.1|DANA
OG0006551	LOC111596170|XP_023166031.2|DHYD	LOC6505200|XP_032307883.1|DANA
OG0006552	LOC111596164|XP_023166024.2|DHYD	LOC6505198|XP_001965533.2|DANA
OG0006553	LOC111597761|XP_023168384.2|DHYD	LOC6505919|XP_001964620.1|DANA
OG0006554	LOC111602603|XP_030081687.1|DHYD	LOC6500043|XP_032310170.1|DANA
OG0006555	LOC111595556|XP_023165121.2|DHYD	LOC6500065|XP_001953291.1|DANA
