Orthogroup	DHYD.longest_only	DELE.longest_only
OG0005836	LOC111594886|XP_030081481.1|DHYD	LOC108135636|XP_017111946.1|DELE
OG0005837	LOC111593375|XP_023161860.2|DHYD	LOC108139249|XP_017117414.1|DELE
OG0005838	LOC111601746|XP_023174256.1|DHYD	LOC108140765|XP_017119240.1|DELE
OG0005839	LOC111596055|XP_023165871.2|DHYD	LOC108147991|XP_017130295.1|DELE
OG0005840	LOC111595476|XP_023165014.2|DHYD	LOC108137032|XP_017114021.1|DELE
OG0005841	LOC111602729|XP_023175744.2|DHYD	LOC108140982|XP_017119541.1|DELE
OG0005842	LOC111595949|XP_023165687.2|DHYD	LOC108136173|XP_017112660.1|DELE
OG0005843	LOC111599827|XP_023171387.1|DHYD	LOC108143237|XP_017123024.1|DELE
OG0005844	LOC111592262|XP_023160123.2|DHYD	LOC108146191|XP_017127590.1|DELE
OG0005845	LOC111604952|XP_023178996.1|DHYD	LOC108141154|XP_017119868.1|DELE
OG0005846	LOC111601416|XP_023173747.2|DHYD	LOC108143816|XP_017123827.1|DELE
OG0005848	LOC111605549|XP_023179882.2|DHYD	LOC108137664|XP_017115001.1|DELE
OG0005849	LOC111591880|XP_023159550.2|DHYD	LOC108148151|XP_017130524.1|DELE
OG0005850	LOC111592715|XP_030079339.1|DHYD	LOC108134983|XP_017111004.1|DELE
OG0005851	LOC111605022|XP_023179121.1|DHYD	LOC108135236|XP_017111387.1|DELE
OG0005852	LOC111603407|XP_023176744.2|DHYD	LOC108140787|XP_017119268.1|DELE
OG0005853	LOC111596723|XP_023166820.2|DHYD	LOC108135427|XP_017111648.1|DELE
OG0005854	LOC111597160|XP_030078713.1|DHYD	LOC108141051|XP_017119687.1|DELE
OG0005855	LOC111601830|XP_030079366.1|DHYD	LOC108137122|XP_017114144.1|DELE
OG0005856	LOC111598181|XP_030078863.1|DHYD	LOC108134855|XP_017110822.1|DELE
OG0005857	LOC111596688|XP_023166762.1|DHYD	LOC108136769|XP_017113619.1|DELE
OG0005858	LOC111592043|XP_030081550.1|DHYD	LOC108135157|XP_017111268.1|DELE
OG0005859	LOC111599302|XP_023170680.2|DHYD	LOC108148063|XP_017130405.1|DELE
OG0005860	LOC111603408|XP_023176745.2|DHYD	LOC108141087|XP_017119758.1|DELE
OG0005861	LOC111597232|XP_023167595.2|DHYD	LOC108142964|XP_017122598.1|DELE
OG0005862	LOC111602598|XP_023175525.2|DHYD	LOC108145355|XP_017126234.1|DELE
OG0005863	LOC111603830|XP_023177360.2|DHYD	LOC108143545|XP_017123542.1|DELE
OG0005864	LOC111601505|XP_030078763.1|DHYD	LOC108144033|XP_017124153.1|DELE
OG0005865	LOC111593332|XP_023161811.2|DHYD	LOC108139211|XP_017117349.1|DELE
OG0005866	LOC111592202|XP_023160037.2|DHYD	LOC108144197|XP_017124355.1|DELE
OG0005867	LOC111602526|XP_023175380.2|DHYD	LOC108150445|XP_017134093.1|DELE
OG0005868	LOC111597117|XP_023167445.2|DHYD	LOC108149832|XP_017133195.1|DELE
OG0005869	LOC111600243|XP_023172089.1|DHYD	LOC108137205|XP_017114285.1|DELE
OG0005870	LOC111598125|XP_023168953.2|DHYD	LOC108136316|XP_017112903.1|DELE
OG0005871	LOC111604942|XP_023178983.2|DHYD	LOC108136357|XP_017112954.1|DELE
OG0005872	LOC111597873|XP_023168565.2|DHYD	LOC108143951|XP_017124035.1|DELE
OG0005873	LOC111604827|XP_023178818.1|DHYD	LOC108142994|XP_017122657.1|DELE
OG0005874	LOC111602808|XP_023175869.1|DHYD	LOC108134905|XP_017110903.1|DELE
OG0005875	LOC111593309|XP_023161772.2|DHYD	LOC108145533|XP_017126520.1|DELE
OG0005876	LOC111596796|XP_023166924.2|DHYD	LOC108137111|XP_017114125.1|DELE
OG0005877	LOC111598174|XP_023169038.1|DHYD	LOC108148159|XP_017130545.1|DELE
OG0005878	LOC111605673|XP_023180109.2|DHYD	LOC108137294|XP_017114404.1|DELE
OG0005879	LOC111604028|XP_023177652.2|DHYD	LOC108142444|XP_017121798.1|DELE
OG0005880	LOC111592325|XP_023160218.1|DHYD	LOC108146610|XP_017128146.1|DELE
OG0005881	LOC111604320|XP_023178142.1|DHYD	LOC108136029|XP_017112450.1|DELE
OG0005882	LOC111595355|XP_023164801.1|DHYD	LOC108141617|XP_017120572.1|DELE
OG0005883	LOC111596507|XP_023166537.1|DHYD	LOC108145835|XP_017126932.1|DELE
OG0005884	LOC111600456|XP_023172326.2|DHYD	LOC108142750|XP_017122265.1|DELE
OG0005885	LOC111603453|XP_023176811.2|DHYD	LOC108146976|XP_017128721.1|DELE
OG0005886	LOC111604420|XP_023178244.2|DHYD	LOC108142672|XP_017122166.1|DELE
OG0005887	LOC111604283|XP_023178066.2|DHYD	LOC108136065|XP_017112498.1|DELE
OG0005888	LOC111595333|XP_030081874.1|DHYD	LOC108138369|XP_017116032.1|DELE
OG0005889	LOC111597226|XP_023167580.1|DHYD	LOC108146916|XP_017128646.1|DELE
OG0005890	LOC111598408|XP_023169415.2|DHYD	LOC108136318|XP_017112907.1|DELE
OG0005891	LOC111592792|XP_023160967.1|DHYD	LOC108135587|XP_017111872.1|DELE
OG0005892	LOC111592774|XP_023160946.1|DHYD	LOC108135676|XP_017112003.1|DELE
OG0005893	LOC111595112|XP_023164448.1|DHYD	LOC108136123|XP_017112601.1|DELE
OG0005894	LOC111595113|XP_023164449.1|DHYD	LOC108136125|XP_017112602.1|DELE
OG0005895	LOC111595114|XP_023164450.1|DHYD	LOC108136126|XP_017112603.1|DELE
OG0005896	LOC111605695|XP_023180137.1|DHYD	LOC108142759|XP_017122283.1|DELE
OG0005897	LOC111597460|XP_030080165.1|DHYD	LOC108146798|XP_017128458.1|DELE
OG0005898	LOC111604053|XP_030079991.1|DHYD	LOC108137681|XP_017115029.1|DELE
OG0005899	LOC111597023|XP_023167301.1|DHYD	LOC108149664|XP_017132898.1|DELE
OG0005900	LOC111599180|XP_023170533.2|DHYD	LOC108137871|XP_017115299.1|DELE
OG0005901	LOC111599704|XP_023171201.2|DHYD	LOC108142003|XP_017121159.1|DELE
OG0005902	LOC111593738|XP_023162499.1|DHYD	LOC108149747|XP_017133027.1|DELE
OG0005903	LOC111600244|XP_023172051.1|DHYD	LOC108136877|XP_017113817.1|DELE
OG0005904	LOC111602686|XP_023175679.1|DHYD	LOC108135487|XP_017111722.1|DELE
OG0005905	LOC111604449|XP_030079270.1|DHYD	LOC108142620|XP_017122093.1|DELE
OG0005906	LOC115482744|XP_030078756.1|DHYD	LOC108145814|XP_017126893.1|DELE
OG0005907	LOC111592332|XP_023160226.1|DHYD	LOC108142504|XP_017121899.1|DELE
OG0005908	LOC111598099|XP_023168918.1|DHYD	LOC108142645|XP_017122132.1|DELE
OG0005909	LOC111600960|XP_023173107.2|DHYD	LOC108143245|XP_017123035.1|DELE
OG0005910	LOC111597938|XP_023168661.1|DHYD	LOC108141330|XP_017120100.1|DELE
OG0005911	LOC111597915|XP_023168624.1|DHYD	LOC108141333|XP_017120105.1|DELE
OG0005912	LOC111597971|XP_023168712.1|DHYD	LOC108144224|XP_017124389.1|DELE
OG0005913	LOC111599464|XP_023170902.1|DHYD, LOC111602604|XP_023175531.1|DHYD	LOC108137374|XP_017114514.1|DELE
OG0005914	LOC111599641|XP_030081376.1|DHYD	LOC108149838|XP_017133202.1|DELE
OG0005915	LOC111599640|XP_023171083.2|DHYD	LOC108149826|XP_017133187.1|DELE
OG0005916	LOC111597113|XP_023167437.2|DHYD	LOC108145492|XP_017126438.1|DELE
OG0005917	LOC111597990|XP_023168737.2|DHYD	LOC108137055|XP_017114052.1|DELE
OG0005918	LOC111604033|XP_023177658.1|DHYD	LOC108138588|XP_017116367.1|DELE
OG0005919	LOC111592231|XP_030081980.1|DHYD	LOC108141349|XP_017120155.1|DELE
OG0005920	LOC111592137|XP_023159944.2|DHYD	LOC108141425|XP_017120293.1|DELE
OG0005921	LOC111596857|XP_023167062.1|DHYD	LOC108146509|XP_017128035.1|DELE
OG0005922	LOC111604773|XP_023178749.2|DHYD	LOC108136309|XP_017112893.1|DELE
OG0005923	LOC111599224|XP_023170589.1|DHYD	LOC108142835|XP_017122389.1|DELE
OG0005924	LOC111601007|XP_023173174.1|DHYD	LOC108146853|XP_017128557.1|DELE
OG0005925	LOC111597348|XP_023167762.2|DHYD	LOC108146850|XP_017128547.1|DELE
OG0005926	LOC111594994|XP_023164262.1|DHYD	LOC108136661|XP_017113474.1|DELE
OG0005927	LOC111600869|XP_023172967.1|DHYD	LOC108148381|XP_017130896.1|DELE
OG0005928	LOC111603100|XP_023176327.1|DHYD	LOC108137283|XP_017114379.1|DELE
OG0005929	LOC111596968|XP_023167212.2|DHYD	LOC108146377|XP_017127857.1|DELE
OG0005930	LOC111595491|XP_023165032.2|DHYD	LOC108144391|XP_017124659.1|DELE
OG0005931	LOC111595479|XP_023165015.1|DHYD	LOC108145124|XP_017125828.1|DELE
OG0005932	LOC111597056|XP_023167343.2|DHYD	LOC108143643|XP_017123644.1|DELE
OG0005933	LOC111597966|XP_023168707.2|DHYD	LOC108149890|XP_017133276.1|DELE
OG0005934	LOC111601237|XP_023173501.2|DHYD	LOC108149796|XP_017133150.1|DELE
OG0005935	LOC111595336|XP_023164766.2|DHYD	LOC108138365|XP_017116024.1|DELE
OG0005936	LOC111605020|XP_023179118.2|DHYD	LOC108135294|XP_017111467.1|DELE
OG0005937	LOC111595338|XP_023164778.2|DHYD	LOC108138376|XP_017116047.1|DELE
OG0005938	LOC111594341|XP_023163361.1|DHYD	LOC108144553|XP_017125016.1|DELE
OG0005939	LOC111605121|XP_023179245.1|DHYD	LOC108135453|XP_017111686.1|DELE
OG0005940	LOC111594201|XP_023163169.2|DHYD	LOC108141800|XP_017120848.1|DELE
OG0005941	LOC111592152|XP_030081992.1|DHYD	LOC108141505|XP_017120422.1|DELE
OG0005942	LOC111604343|XP_023178173.2|DHYD	LOC108136919|XP_017113880.1|DELE, LOC108149897|XP_017133285.1|DELE
OG0005943	LOC111592232|XP_030081987.1|DHYD	LOC108145104|XP_017125789.1|DELE
OG0005944	LOC111592127|XP_023159931.1|DHYD	LOC108145085|XP_017125760.1|DELE
OG0005945	LOC111600044|XP_023171737.2|DHYD	LOC108143542|XP_017123532.1|DELE
OG0005946	LOC111593491|XP_023162027.1|DHYD	LOC108143510|XP_017123470.1|DELE
OG0005947	LOC111593842|XP_023162659.2|DHYD	LOC108144465|XP_017124855.1|DELE
OG0005948	LOC111591864|XP_023159514.1|DHYD	LOC108145669|XP_017126712.1|DELE
OG0005949	LOC111600937|XP_023173076.1|DHYD	LOC108143135|XP_017122870.1|DELE
OG0005950	LOC111602469|XP_023175298.2|DHYD	LOC108134494|XP_017110304.1|DELE
OG0005951	LOC111598697|XP_023169831.2|DHYD	LOC108150239|XP_017133786.1|DELE
OG0005952	LOC111602443|XP_023175268.2|DHYD	LOC108134493|XP_017110302.1|DELE
OG0005953	LOC111595822|XP_023165495.1|DHYD	LOC108149556|XP_017132682.1|DELE
OG0005954	LOC111599208|XP_023170572.2|DHYD	LOC108149443|XP_017132523.1|DELE
OG0005955	LOC111603469|XP_023176827.1|DHYD	LOC108139331|XP_017117531.1|DELE
OG0005956	LOC111597030|XP_023167313.2|DHYD	LOC108144493|XP_017124913.1|DELE
OG0005957	LOC111593347|XP_023161830.2|DHYD	LOC108139127|XP_017117229.1|DELE
OG0005958	LOC111604203|XP_023177928.2|DHYD	LOC108147312|XP_017129224.1|DELE
OG0005959	LOC111603615|XP_023177054.1|DHYD	LOC108142100|XP_017121283.1|DELE
OG0005960	LOC111594895|XP_023164150.2|DHYD	LOC108136557|XP_017113353.1|DELE
OG0005961	LOC111598016|XP_023168792.2|DHYD	LOC108144576|XP_017125057.1|DELE
OG0005962	LOC111597128|XP_023167457.1|DHYD	LOC108143369|XP_017123178.1|DELE
OG0005963	LOC111592585|XP_023160668.2|DHYD	LOC108138310|XP_017115959.1|DELE
OG0005964	LOC111601214|XP_023173475.2|DHYD	LOC108141860|XP_017120941.1|DELE
OG0005965	LOC111599990|XP_023171653.2|DHYD	LOC108141511|XP_017120428.1|DELE
OG0005966	LOC111600054|XP_023171748.2|DHYD	LOC108137959|XP_017115409.1|DELE
OG0005967	LOC111593605|XP_023162238.1|DHYD	LOC108143530|XP_017123511.1|DELE
OG0005968	LOC111593581|XP_023162216.1|DHYD	LOC108144976|XP_017125613.1|DELE
OG0005969	LOC111600029|XP_023171712.1|DHYD	LOC108144849|XP_017125481.1|DELE
OG0005970	LOC111592972|XP_023161235.1|DHYD	LOC108150329|XP_017133940.1|DELE
OG0005971	LOC111592224|XP_023160071.1|DHYD	LOC108147585|XP_017129713.1|DELE
OG0005972	LOC111592257|XP_023160107.1|DHYD	LOC108142594|XP_017122048.1|DELE
OG0005973	LOC111604436|XP_023178269.1|DHYD	LOC108142341|XP_017121586.1|DELE
OG0005974	LOC111605689|XP_023180128.1|DHYD	LOC108142764|XP_017122287.1|DELE
OG0005975	LOC111592258|XP_023160114.1|DHYD	LOC108142723|XP_017122234.1|DELE
OG0005976	LOC111595377|XP_023164845.2|DHYD	LOC108136798|XP_017113679.1|DELE
OG0005977	LOC111602148|XP_023174865.1|DHYD	LOC108143557|XP_017123555.1|DELE
OG0005978	LOC111595543|XP_023165097.2|DHYD	LOC108144315|XP_017124504.1|DELE
OG0005979	LOC111597057|XP_023167349.2|DHYD	LOC108149138|XP_017132033.1|DELE
OG0005980	LOC111597047|XP_023167333.2|DHYD	LOC108149626|XP_017132845.1|DELE
OG0005981	LOC111605311|XP_023179538.1|DHYD	LOC108137633|XP_017114910.1|DELE
OG0005982	LOC111597024|XP_023167302.2|DHYD	LOC108149662|XP_017132897.1|DELE
OG0005983	LOC111603789|XP_023177338.2|DHYD	LOC108137758|XP_017115149.1|DELE
OG0005984	LOC111598260|XP_030080149.1|DHYD	LOC108150004|XP_017133438.1|DELE
OG0005985	LOC111598107|XP_030078905.1|DHYD	LOC108144430|XP_017124795.1|DELE
OG0005986	LOC111596733|XP_023166833.2|DHYD	LOC108135442|XP_017111671.1|DELE
OG0005987	LOC111602035|XP_023174704.2|DHYD	LOC108147690|XP_017129892.1|DELE
OG0005988	LOC111592222|XP_023160066.2|DHYD	LOC108144866|XP_017125506.1|DELE
OG0005989	LOC111595397|XP_023164871.1|DHYD	LOC108136463|XP_017113148.1|DELE
OG0005990	LOC111595444|XP_023164937.2|DHYD	LOC108144580|XP_017125060.1|DELE
OG0005991	LOC111598043|XP_023168848.2|DHYD	LOC108149723|XP_017132982.1|DELE
OG0005992	LOC111599771|XP_023171296.2|DHYD, LOC115483461|XP_030081410.1|DHYD	LOC108150293|XP_017133886.1|DELE
OG0005993	LOC111599772|XP_023171297.1|DHYD, LOC115483471|XP_030081429.1|DHYD	LOC108150294|XP_017133888.1|DELE
OG0005994	LOC111605743|XP_023180213.1|DHYD	LOC108146917|XP_017128648.1|DELE
OG0005995	LOC111592267|XP_023160133.2|DHYD	LOC108142819|XP_017122369.1|DELE
OG0005996	LOC111600996|XP_023173157.1|DHYD	LOC108143156|XP_017122892.1|DELE
OG0005999	LOC111599417|XP_023170835.1|DHYD	LOC108146462|XP_017127965.1|DELE
OG0006000	LOC111601250|XP_023173517.1|DHYD	LOC108144484|XP_017124899.1|DELE
OG0006001	LOC111593104|XP_023161471.1|DHYD	LOC108147397|XP_017129322.1|DELE
OG0006002	LOC111600017|XP_023171692.1|DHYD	LOC108141478|XP_017120378.1|DELE
OG0006003	LOC111604297|XP_023178094.1|DHYD	LOC108136127|XP_017112604.1|DELE
OG0006004	LOC111595740|XP_023165362.1|DHYD	LOC108141028|XP_017119606.1|DELE
OG0006005	LOC111605241|XP_023179444.1|DHYD	LOC108144375|XP_017124639.1|DELE
OG0006006	LOC111597051|XP_023167337.2|DHYD	LOC108145233|XP_017125988.1|DELE
OG0006007	LOC111604360|XP_023178196.2|DHYD	LOC108135963|XP_017112406.1|DELE
OG0006008	LOC111595457|XP_023164959.2|DHYD	LOC108138898|XP_017116925.1|DELE
OG0006009	LOC111605705|XP_023180156.2|DHYD	LOC108142586|XP_017122034.1|DELE
OG0006010	LOC111591876|XP_023159528.2|DHYD	LOC108146849|XP_017128544.1|DELE
OG0006011	LOC111600512|XP_023172409.1|DHYD	LOC108145999|XP_017127241.1|DELE
OG0006012	LOC111592816|XP_023160996.2|DHYD	LOC108150194|XP_017133687.1|DELE
OG0006013	LOC111603560|XP_030080874.1|DHYD	LOC108144951|XP_017125587.1|DELE
OG0006014	LOC111604301|XP_023178100.1|DHYD	LOC108147002|XP_017128755.1|DELE
OG0006015	LOC111602582|XP_023175506.1|DHYD	LOC108144411|XP_017124744.1|DELE
OG0006016	LOC111597946|XP_023168676.2|DHYD	LOC108149833|XP_017133199.1|DELE
OG0006017	LOC111597928|XP_023168650.2|DHYD	LOC108149721|XP_017132976.1|DELE
OG0006018	LOC111594308|XP_030081230.1|DHYD	LOC108141597|XP_017120533.1|DELE
OG0006019	LOC111598022|XP_023168802.2|DHYD	LOC108141867|XP_017120948.1|DELE
OG0006020	LOC111596657|XP_023166730.2|DHYD	LOC108142807|XP_017122357.1|DELE
OG0006021	LOC111605620|XP_023180034.2|DHYD	LOC108146810|XP_017128484.1|DELE
OG0006022	LOC111592635|XP_023160747.2|DHYD	LOC108149476|XP_017132579.1|DELE
OG0006023	LOC111596677|XP_023166749.1|DHYD	LOC108148858|XP_017131644.1|DELE
OG0006024	LOC111596842|XP_023166985.2|DHYD	LOC108137599|XP_017114822.1|DELE
OG0006025	LOC111597919|XP_023168631.1|DHYD	LOC108137935|XP_017115376.1|DELE
OG0006026	LOC111602732|XP_023175745.1|DHYD	LOC108148754|XP_017131440.1|DELE
OG0006027	LOC111599690|XP_023171164.1|DHYD	LOC108149072|XP_017131930.1|DELE
OG0006028	LOC111600644|XP_023172628.1|DHYD	LOC108149812|XP_017133170.1|DELE
OG0006029	LOC111597958|XP_023168690.2|DHYD	LOC108149790|XP_017133144.1|DELE
OG0006030	LOC111593682|XP_023162343.1|DHYD	LOC108143103|XP_017122814.1|DELE
OG0006031	LOC111595502|XP_023165042.1|DHYD	LOC108144796|XP_017125404.1|DELE
OG0006032	LOC111596864|XP_023167073.2|DHYD	LOC108144530|XP_017124978.1|DELE
OG0006033	LOC111597931|XP_023168654.2|DHYD	LOC108149722|XP_017132977.1|DELE
OG0006034	LOC111600758|XP_023172805.2|DHYD	LOC108140771|XP_017119248.1|DELE
OG0006035	LOC111602948|XP_023176076.2|DHYD	LOC108140566|XP_017118915.1|DELE
OG0006036	LOC111603979|XP_023177592.2|DHYD	LOC108141699|XP_017120671.1|DELE
OG0006037	LOC111592186|XP_023160020.2|DHYD	LOC108149775|XP_017133115.1|DELE
OG0006038	LOC111600258|XP_023172074.2|DHYD	LOC108148389|XP_017130905.1|DELE
OG0006039	LOC111604344|XP_023178176.2|DHYD	LOC108135961|XP_017112403.1|DELE
OG0006040	LOC111594335|XP_023163349.2|DHYD	LOC108147591|XP_017129720.1|DELE
OG0006041	LOC111592979|XP_023161242.1|DHYD	LOC108137586|XP_017114806.1|DELE
OG0006042	LOC111594344|XP_023163359.2|DHYD	LOC108141380|XP_017120209.1|DELE
OG0006043	LOC111593540|XP_023162115.1|DHYD	LOC108135619|XP_017111924.1|DELE
OG0006044	LOC111601909|XP_023174525.1|DHYD	LOC108137303|XP_017114412.1|DELE
OG0006045	LOC111604351|XP_023178184.2|DHYD	LOC108135966|XP_017112413.1|DELE
OG0006046	LOC111599658|XP_023171116.2|DHYD	LOC108144724|XP_017125310.1|DELE
OG0006047	LOC111600928|XP_023173060.2|DHYD	LOC108146908|XP_017128639.1|DELE
OG0006048	LOC111592764|XP_030081872.1|DHYD, LOC115482728|XP_030078848.1|DHYD	LOC108150336|XP_017133950.1|DELE
OG0006049	LOC111603210|XP_023176474.2|DHYD	LOC108137127|XP_017114156.1|DELE
OG0006050	LOC111597889|XP_023168593.1|DHYD	LOC108143000|XP_017122670.1|DELE
OG0006051	LOC111602428|XP_023175235.1|DHYD	LOC108142789|XP_017122324.1|DELE
OG0006052	LOC111594178|XP_023163132.1|DHYD	LOC108141396|XP_017120238.1|DELE
OG0006053	LOC111592856|XP_023161064.1|DHYD	LOC108147533|XP_017129606.1|DELE
OG0006054	LOC111598392|XP_023169375.1|DHYD	LOC108145316|XP_017126165.1|DELE
OG0006055	LOC111601410|XP_023173736.2|DHYD	LOC108134791|XP_017110729.1|DELE
OG0006056	LOC111594338|XP_023163353.1|DHYD	LOC108141503|XP_017120419.1|DELE
OG0006057	LOC111595388|XP_023164855.2|DHYD	LOC108146225|XP_017127633.1|DELE
OG0006058	LOC111604206|XP_023177933.1|DHYD	LOC108135828|XP_017112199.1|DELE
OG0006059	LOC111597293|XP_023167678.1|DHYD	LOC108146811|XP_017128486.1|DELE
OG0006060	LOC111597297|XP_023167683.1|DHYD	LOC108146812|XP_017128488.1|DELE
OG0006061	LOC111596631|XP_023166687.2|DHYD	LOC108144195|XP_017124353.1|DELE
OG0006062	LOC111601371|XP_023173677.1|DHYD	LOC108136981|XP_017113963.1|DELE
OG0006063	LOC111603929|XP_023177524.2|DHYD	LOC108142116|XP_017121303.1|DELE
OG0006064	LOC111595634|XP_023165212.1|DHYD	LOC108149750|XP_017133030.1|DELE
OG0006065	LOC111599280|XP_023170646.2|DHYD	LOC108146504|XP_017128030.1|DELE
OG0006066	LOC111597004|XP_023167274.2|DHYD	LOC108149659|XP_017132893.1|DELE
OG0006067	LOC111598039|XP_023168841.1|DHYD	LOC108149701|XP_017132959.1|DELE
OG0006068	LOC111593408|XP_023161899.1|DHYD	LOC108134572|XP_017110412.1|DELE
OG0006069	LOC111603323|XP_023176612.2|DHYD	LOC108135615|XP_017111919.1|DELE
OG0006070	LOC111596843|XP_023167026.2|DHYD	LOC108146605|XP_017128142.1|DELE
OG0006071	LOC111593237|XP_023161659.1|DHYD	LOC108140637|XP_017119047.1|DELE
OG0006072	LOC111599285|XP_023170652.1|DHYD	LOC108145658|XP_017126699.1|DELE
OG0006073	LOC111604757|XP_023178715.1|DHYD	LOC108146375|XP_017127853.1|DELE
OG0006074	LOC115483033|XP_030079679.1|DHYD, LOC111592207|XP_023160048.2|DHYD	LOC108149988|XP_017133407.1|DELE
OG0006075	LOC111598823|XP_023170021.1|DHYD	LOC108138532|XP_017116283.1|DELE
OG0006076	LOC111600533|XP_023172439.2|DHYD	LOC108149802|XP_017133157.1|DELE
OG0006077	LOC111596874|XP_023167088.1|DHYD	LOC108146247|XP_017127671.1|DELE
OG0006078	LOC111596875|XP_023167091.1|DHYD	LOC108146289|XP_017127723.1|DELE
OG0006079	LOC111605719|XP_023180174.2|DHYD	LOC108142638|XP_017122123.1|DELE
OG0006080	LOC111605725|XP_023180185.1|DHYD	LOC108142592|XP_017122046.1|DELE
OG0006081	LOC111592128|XP_023159932.1|DHYD	LOC108141539|XP_017120468.1|DELE
OG0006082	LOC111592174|XP_023159999.1|DHYD	LOC108141355|XP_017120162.1|DELE
OG0006083	LOC111592261|XP_023160118.1|DHYD	LOC108146286|XP_017127716.1|DELE
OG0006084	LOC111597370|XP_023167793.1|DHYD	LOC108136120|XP_017112593.1|DELE
OG0006085	LOC111604323|XP_030080838.1|DHYD	LOC108146609|XP_017128145.1|DELE
OG0006086	LOC111592329|XP_023160222.1|DHYD	LOC108146986|XP_017128733.1|DELE
OG0006087	LOC111599660|XP_023171124.1|DHYD	LOC108144740|XP_017125326.1|DELE
OG0006088	LOC111603317|XP_023176606.1|DHYD	LOC108135690|XP_017112021.1|DELE
OG0006089	LOC111593476|XP_023162006.1|DHYD	LOC108147749|XP_017129969.1|DELE
OG0006090	LOC111604694|XP_023178633.2|DHYD	LOC108146477|XP_017127985.1|DELE
OG0006091	LOC111595270|XP_023164685.2|DHYD	LOC108150273|XP_017133848.1|DELE
OG0006092	LOC111597251|XP_023167622.2|DHYD	LOC108137692|XP_017115054.1|DELE
OG0006093	LOC111599988|XP_023171650.1|DHYD	LOC108141509|XP_017120426.1|DELE
OG0006094	LOC111598381|XP_023169358.2|DHYD	LOC108135627|XP_017111936.1|DELE
OG0006095	LOC111599891|XP_023171482.2|DHYD	LOC108143437|XP_017123341.1|DELE
OG0006096	LOC111602583|XP_023175507.2|DHYD	LOC108149726|XP_017132981.1|DELE
OG0006097	LOC111594387|XP_023163422.2|DHYD	LOC108135570|XP_017111820.1|DELE
OG0006098	LOC111602157|XP_023174883.2|DHYD	LOC108145516|XP_017126481.1|DELE
OG0006099	LOC111602561|XP_030082042.1|DHYD	LOC108144183|XP_017124335.1|DELE
OG0006100	LOC111599727|XP_023171239.2|DHYD	LOC108136204|XP_017112699.1|DELE, LOC108135363|XP_017111544.1|DELE
OG0006101	LOC111603852|XP_023177417.2|DHYD	LOC108142117|XP_017121304.1|DELE
OG0006102	LOC111600069|XP_023171767.1|DHYD	LOC108143307|XP_017123111.1|DELE
OG0006103	LOC111605390|XP_023179657.2|DHYD	LOC108144285|XP_017124465.1|DELE
OG0006104	LOC111602861|XP_023175944.2|DHYD	LOC108138556|XP_017116316.1|DELE
OG0006105	LOC111602857|XP_023175941.2|DHYD	LOC108138596|XP_017116375.1|DELE
OG0006106	LOC111600981|XP_023173138.2|DHYD	LOC108143247|XP_017123041.1|DELE
OG0006107	LOC111597070|XP_023167366.2|DHYD	LOC108145445|XP_017126364.1|DELE
OG0006108	LOC111601920|XP_023174536.1|DHYD	LOC108135925|XP_017112358.1|DELE
OG0006109	LOC111592860|XP_023161073.1|DHYD	LOC108150566|XP_017134299.1|DELE
OG0006110	LOC111592337|XP_023160232.1|DHYD	LOC108135679|XP_017112006.1|DELE
OG0006111	LOC111592863|XP_023161080.2|DHYD	LOC108145480|XP_017126424.1|DELE
OG0006112	LOC111600041|XP_023171733.1|DHYD	LOC108144229|XP_017124394.1|DELE
OG0006113	LOC111594872|XP_023164118.1|DHYD	LOC108146953|XP_017128697.1|DELE
OG0006114	LOC111594449|XP_023163509.1|DHYD	LOC108148868|XP_017131657.1|DELE
OG0006115	LOC111598014|XP_023168781.2|DHYD	LOC108137928|XP_017115364.1|DELE
OG0006116	LOC111595405|XP_023164886.2|DHYD	LOC108144762|XP_017125358.1|DELE
OG0006117	LOC111597970|XP_023168711.2|DHYD	LOC108144577|XP_017125058.1|DELE
OG0006118	LOC111592212|XP_023160051.1|DHYD	LOC108144438|XP_017124811.1|DELE
OG0006119	LOC111595510|XP_023165053.1|DHYD	LOC108134670|XP_017110554.1|DELE
OG0006120	LOC111593392|XP_023161884.2|DHYD	LOC108144832|XP_017125458.1|DELE
OG0006121	LOC111592333|XP_023160227.1|DHYD	LOC108146794|XP_017128452.1|DELE
OG0006122	LOC111599713|XP_023171214.2|DHYD	LOC108145279|XP_017126067.1|DELE
OG0006123	LOC111594320|XP_023163332.2|DHYD	LOC108144777|XP_017125375.1|DELE
OG0006124	LOC111597012|XP_023167288.1|DHYD	LOC108136723|XP_017113535.1|DELE
OG0006125	LOC111597292|XP_023167675.2|DHYD	LOC108146803|XP_017128471.1|DELE
OG0006126	LOC111601019|XP_023173190.2|DHYD	LOC108146857|XP_017128563.1|DELE
OG0006127	LOC111595089|XP_023164417.2|DHYD	LOC108136091|XP_017112551.1|DELE
OG0006128	LOC111595111|XP_023164446.2|DHYD	LOC108136135|XP_017112618.1|DELE
OG0006129	LOC111595117|XP_023164453.1|DHYD	LOC108136119|XP_017112591.1|DELE
OG0006130	LOC111594379|XP_023163411.2|DHYD	LOC108136112|XP_017112581.1|DELE
OG0006131	LOC111595099|XP_023164433.1|DHYD	LOC108136088|XP_017112545.1|DELE
OG0006132	LOC111595121|XP_023164459.2|DHYD	LOC108136098|XP_017112559.1|DELE
