Orthogroup	DHYD.longest_only	DSIM.longest_only
OG0003385	LOC111605458|XP_023179744.1|DHYD	LOC6728970|XP_016035647.1|DSIM
OG0003386	LOC111598587|XP_023169668.1|DHYD	LOC6729480|XP_002104790.1|DSIM
OG0003387	LOC111593234|XP_023161655.2|DHYD	LOC27208939|XP_016036639.1|DSIM
OG0003388	LOC111603347|XP_023176656.1|DHYD	LOC6726192|XP_016039721.1|DSIM
OG0003389	LOC111593887|XP_023162722.1|DHYD	LOC6736110|XP_002083010.2|DSIM
OG0003390	LOC111601504|XP_023173866.1|DHYD	LOC6727497|XP_002102877.1|DSIM
OG0003391	LOC111601537|XP_023173940.1|DHYD	LOC6727718|XP_002103080.1|DSIM
OG0003392	LOC111598611|XP_023169716.1|DHYD	LOC6727794|XP_002103155.1|DSIM
OG0003393	LOC111604270|XP_023178035.1|DHYD	LOC6730055|XP_016036833.1|DSIM
OG0003394	LOC111602644|XP_023175577.1|DHYD	LOC6727190|XP_002102582.2|DSIM
OG0003395	LOC111602643|XP_023175576.2|DHYD	LOC6727180|XP_002102572.1|DSIM
OG0003396	LOC111596156|XP_023166014.2|DHYD	LOC6729949|XP_039151890.1|DSIM
OG0003397	LOC111603503|XP_030081692.1|DHYD	LOC6729183|XP_016035831.1|DSIM
OG0003398	LOC111599903|XP_023171497.1|DHYD	LOC6728949|XP_002104277.1|DSIM
OG0003399	LOC111600836|XP_023172908.1|DHYD	LOC6729536|XP_002104844.1|DSIM
OG0003400	LOC111601306|XP_023173590.2|DHYD	LOC6729557|XP_016036225.1|DSIM
OG0003401	LOC111597858|XP_023168542.2|DHYD	LOC6729061|XP_039151138.1|DSIM
OG0003402	LOC111597816|XP_030080659.1|DHYD	LOC6729051|XP_002104372.1|DSIM
OG0003403	LOC111604113|XP_023177788.1|DHYD	LOC6736084|XP_002082985.2|DSIM
OG0003404	LOC111594414|XP_023163466.1|DHYD	LOC6728188|XP_002103537.2|DSIM
OG0003405	LOC111604101|XP_023177770.2|DHYD	LOC6733907|XP_002080951.1|DSIM
OG0003406	LOC111603300|XP_023176594.1|DHYD	LOC6729896|XP_002105199.1|DSIM
OG0003407	LOC111603301|XP_023176595.2|DHYD	LOC6729895|XP_002105198.2|DSIM
OG0003408	LOC111605441|XP_023179726.2|DHYD, LOC115483101|XP_030080070.1|DHYD	LOC6728049|XP_016034657.1|DSIM
OG0003409	LOC111597871|XP_023168563.1|DHYD	LOC6729039|XP_016035694.1|DSIM
OG0003410	LOC111597850|XP_030080619.1|DHYD	LOC6729075|XP_016035719.1|DSIM
OG0003411	LOC111604634|XP_023178540.2|DHYD	LOC6727859|XP_002103214.1|DSIM
OG0003412	LOC111603044|XP_023176256.1|DHYD	LOC6729994|XP_016036759.1|DSIM
OG0003413	LOC111602606|XP_023175534.1|DHYD	LOC6726661|XP_016033144.1|DSIM
OG0003414	LOC111599829|XP_023171390.1|DHYD	LOC6738052|XP_002084866.1|DSIM
OG0003415	LOC111600184|XP_023171958.2|DHYD	LOC6725958|XP_016039308.1|DSIM
OG0003416	LOC111598592|XP_023169676.1|DHYD	LOC6727236|XP_016033741.1|DSIM
OG0003417	LOC111602661|XP_023175614.2|DHYD, LOC115483796|XP_030081911.1|DHYD	LOC27206479|XP_039151393.1|DSIM
OG0003418	LOC111596071|XP_023165895.1|DHYD	LOC6728333|XP_016034965.1|DSIM
OG0003419	LOC111602635|XP_030081671.1|DHYD, LOC111602622|XP_030081673.1|DHYD	LOC6727219|XP_016033714.1|DSIM
OG0003420	LOC111602670|XP_023175631.2|DHYD	LOC6727220|XP_016033716.1|DSIM
OG0003421	LOC111601450|XP_023173795.2|DHYD	LOC6730016|XP_016036785.1|DSIM
OG0003422	LOC111601405|XP_023173731.2|DHYD	LOC6730015|XP_002105309.1|DSIM
OG0003423	LOC111603106|XP_023176344.2|DHYD	LOC6734987|XP_002081969.1|DSIM
OG0003424	LOC111598276|XP_023169221.1|DHYD	LOC6729312|XP_002104629.1|DSIM
OG0003425	LOC111598222|XP_023169150.1|DHYD	LOC6729003|XP_002104324.1|DSIM
OG0003426	LOC111602613|XP_023175541.2|DHYD	LOC6727533|XP_016034111.1|DSIM
OG0003427	LOC111598085|XP_023168901.2|DHYD	LOC6727539|XP_002102919.2|DSIM
OG0003428	LOC111597237|XP_023167597.2|DHYD	LOC27208984|XP_016032357.1|DSIM
OG0003429	LOC111593791|XP_023162578.2|DHYD	LOC6735918|XP_002082828.1|DSIM
OG0003430	LOC111595888|XP_023165585.2|DHYD	LOC6740158|XP_002077036.1|DSIM
OG0003431	LOC111604967|XP_023179014.2|DHYD	LOC6726726|XP_016033214.1|DSIM
OG0003432	LOC111597172|XP_023167500.1|DHYD	LOC6729362|XP_002104678.1|DSIM
OG0003433	LOC111592698|XP_023160844.1|DHYD	LOC6730124|XP_016036881.1|DSIM
OG0003434	LOC111598289|XP_023169240.1|DHYD	LOC6726023|XP_002107005.1|DSIM
OG0003435	LOC111594565|XP_023163690.2|DHYD	LOC6729794|XP_002105099.3|DSIM
OG0003436	LOC111594635|XP_023163798.1|DHYD	LOC6726857|XP_002102259.2|DSIM
OG0003437	LOC111594448|XP_023163507.1|DHYD	LOC6726856|XP_039151309.1|DSIM
OG0003438	LOC111594634|XP_023163797.1|DHYD	LOC6726858|XP_002102260.1|DSIM
OG0003439	LOC111598904|XP_023170140.1|DHYD	LOC6729356|XP_002104672.1|DSIM
OG0003440	LOC111601522|XP_023173895.2|DHYD	LOC6730387|XP_039151042.1|DSIM
OG0003441	LOC111594102|XP_023163024.1|DHYD	LOC6732325|XP_002079453.1|DSIM
OG0003442	LOC111594805|XP_023164036.1|DHYD	LOC6728824|XP_002104158.1|DSIM
OG0003443	LOC111604783|XP_023178763.1|DHYD	LOC27206273|XP_016030110.1|DSIM
OG0003444	LOC111605622|XP_023180042.2|DHYD	LOC6738771|XP_039149331.1|DSIM
OG0003445	LOC111593062|XP_023161404.2|DHYD	LOC6725494|XP_039152835.1|DSIM
OG0003446	LOC111599652|XP_030079583.1|DHYD, LOC111598389|XP_030079598.1|DHYD	LOC27208824|XP_016039536.1|DSIM
OG0003447	LOC111597933|XP_030081706.1|DHYD	LOC27208511|XP_016037395.1|DSIM
OG0003448	LOC111602652|XP_023175593.1|DHYD	LOC6726650|XP_002102061.1|DSIM
OG0003449	LOC111602403|XP_023175199.2|DHYD	LOC6727748|XP_016034328.1|DSIM
OG0003450	LOC111595926|XP_023165650.2|DHYD	LOC6727970|XP_016034561.1|DSIM
OG0003451	LOC111598522|XP_023169573.2|DHYD	LOC6727240|XP_002102632.1|DSIM
OG0003452	LOC111598508|XP_023169547.2|DHYD	LOC6727241|XP_002102633.2|DSIM
OG0003453	LOC111605652|XP_023180082.1|DHYD	LOC6737104|XP_002083951.1|DSIM
OG0003454	LOC111602230|XP_023174979.2|DHYD	LOC6730789|XP_016023204.1|DSIM
OG0003455	LOC111601751|XP_023174258.2|DHYD	LOC6728645|XP_002103985.1|DSIM
OG0003456	LOC111592518|XP_023160537.2|DHYD	LOC6735567|XP_016028908.1|DSIM
OG0003457	LOC111604893|XP_023178900.1|DHYD	LOC6726757|XP_016033239.1|DSIM
OG0003458	LOC111598574|XP_023169644.1|DHYD	LOC6727648|XP_016034239.1|DSIM
OG0003459	LOC111604643|XP_023178557.1|DHYD	LOC6728456|XP_002103801.1|DSIM
OG0003460	LOC111596598|XP_030080611.1|DHYD	LOC6729212|XP_002104533.1|DSIM
OG0003461	LOC111594422|XP_023163477.2|DHYD	LOC6726854|XP_002102256.3|DSIM
OG0003462	LOC111593088|XP_023161451.1|DHYD	LOC6736886|XP_002083739.1|DSIM
OG0003463	LOC111602650|XP_023175589.1|DHYD	LOC6728113|XP_016034732.1|DSIM
OG0003464	LOC111601444|XP_023173788.2|DHYD	LOC6727728|XP_016034304.1|DSIM
OG0003465	LOC111602410|XP_023175210.2|DHYD	LOC6727747|XP_002103109.1|DSIM
OG0003466	LOC111594829|XP_023164061.1|DHYD	LOC6729475|XP_002104785.1|DSIM
OG0003467	LOC111601500|XP_023173861.2|DHYD	LOC6728103|XP_002103454.1|DSIM
OG0003468	LOC111601514|XP_023173886.1|DHYD	LOC6730385|XP_002105667.1|DSIM
OG0003469	LOC111596416|XP_023166396.1|DHYD	LOC6730156|XP_002105447.1|DSIM
OG0003470	LOC111593262|XP_023161697.2|DHYD	LOC6728127|XP_016034745.2|DSIM
OG0003471	LOC111595790|XP_023165443.2|DHYD	LOC6732697|XP_016025433.1|DSIM
OG0003472	LOC111603876|XP_023177455.1|DHYD	LOC6731713|XP_039154543.1|DSIM
OG0003473	LOC111601608|XP_023174045.1|DHYD	LOC6731876|XP_002079011.1|DSIM
OG0003474	LOC111601546|XP_023173951.2|DHYD	LOC6727511|XP_016034091.1|DSIM
OG0003475	LOC111600666|XP_023172670.1|DHYD	LOC6727295|XP_016033838.1|DSIM
OG0003476	LOC111597743|XP_023168363.2|DHYD	LOC120284214|XP_039152024.1|DSIM, LOC6724746|XP_039152030.1|DSIM
OG0003477	LOC111605588|XP_023179960.1|DHYD	LOC6728191|XP_016034822.1|DSIM
OG0003478	LOC111604274|XP_023178040.1|DHYD	LOC6728335|XP_039150775.1|DSIM
OG0003479	LOC111595709|XP_023165322.1|DHYD	LOC6728792|XP_002104127.2|DSIM
OG0003480	LOC111594600|XP_023163732.1|DHYD	LOC6726951|XP_002102353.1|DSIM
OG0003481	LOC111594435|XP_023163491.1|DHYD	LOC6726950|XP_002102352.1|DSIM
OG0003482	LOC111594534|XP_023163640.2|DHYD	LOC6726949|XP_039150781.1|DSIM
OG0003483	LOC111594584|XP_023163710.1|DHYD	LOC6726927|XP_002102329.1|DSIM
OG0003484	LOC111605466|XP_023179753.1|DHYD	LOC6728985|XP_002104307.1|DSIM
OG0003485	LOC111603286|XP_023176567.2|DHYD	LOC6728241|XP_002103590.1|DSIM
OG0003486	LOC111603235|XP_023176507.2|DHYD	LOC6728243|XP_002103592.1|DSIM
OG0003487	LOC111594452|XP_023163513.1|DHYD	LOC6739787|XP_016036788.1|DSIM
OG0003488	LOC111603511|XP_023176895.2|DHYD	LOC6729860|XP_016036598.1|DSIM
OG0003489	LOC111595692|XP_023165302.2|DHYD	LOC6728802|XP_016035491.1|DSIM
OG0003490	LOC111601755|XP_023174262.1|DHYD	LOC6727488|XP_002102868.3|DSIM
OG0003491	LOC111599544|XP_023170971.2|DHYD	LOC6739784|XP_039150614.1|DSIM
OG0003492	LOC111595891|XP_023165598.1|DHYD	LOC6729926|XP_016036684.1|DSIM
OG0003493	LOC111598215|XP_023169137.2|DHYD	LOC6729014|XP_002104335.2|DSIM
OG0003494	LOC111605494|XP_023179810.1|DHYD	LOC6726699|XP_039151585.1|DSIM
OG0003495	LOC111594937|XP_023164197.1|DHYD	LOC6732618|XP_002079737.2|DSIM
OG0003496	LOC111599854|XP_023171444.1|DHYD	LOC6728150|XP_002103500.1|DSIM
OG0003497	LOC111600696|XP_023172718.1|DHYD	LOC6727287|XP_016033802.1|DSIM
OG0003498	LOC111598534|XP_023169590.2|DHYD	LOC6739172|XP_016033047.1|DSIM
OG0003499	LOC111593673|XP_030081557.1|DHYD	LOC6728791|XP_016035483.1|DSIM
OG0003500	LOC111592621|XP_023160724.1|DHYD	LOC6732798|XP_002079911.1|DSIM
OG0003501	LOC111605512|XP_023179837.1|DHYD	LOC6728219|XP_002103568.1|DSIM
OG0003502	LOC111605439|XP_023179722.2|DHYD	LOC6728991|XP_039151643.1|DSIM
OG0003503	LOC111596152|XP_023166009.2|DHYD	LOC6729960|XP_016036724.1|DSIM
OG0003504	LOC111594975|XP_023164242.2|DHYD	LOC120284203|XP_039150769.1|DSIM
OG0003505	LOC111594604|XP_030080749.1|DHYD	LOC6728177|XP_016034794.1|DSIM
OG0003506	LOC111595565|XP_023165133.1|DHYD	LOC6726901|XP_016033409.1|DSIM
OG0003507	LOC111598321|XP_023169286.2|DHYD	LOC6729207|XP_016035859.2|DSIM
OG0003508	LOC111603049|XP_030079703.1|DHYD	LOC6736439|XP_016029952.1|DSIM
OG0003509	LOC111600033|XP_023171721.1|DHYD	LOC6729107|XP_002104428.1|DSIM
OG0003510	LOC111602931|XP_030080830.1|DHYD	LOC6729286|XP_016035927.1|DSIM
OG0003511	LOC111602637|XP_023175570.2|DHYD	LOC6729288|XP_016035929.1|DSIM
OG0003512	LOC111601399|XP_023173710.1|DHYD	LOC6729267|XP_016035912.2|DSIM
OG0003513	LOC111596595|XP_023166641.2|DHYD	LOC6729216|XP_016035870.1|DSIM
OG0003514	LOC111601332|XP_023173630.2|DHYD	LOC6728603|XP_016035234.1|DSIM
OG0003515	LOC111595436|XP_023164928.1|DHYD	LOC6734073|XP_002081108.1|DSIM
OG0003516	LOC111605520|XP_023179846.2|DHYD	LOC6728213|XP_002103562.1|DSIM
OG0003517	LOC111595201|XP_023164571.1|DHYD	LOC6727783|XP_039150475.1|DSIM
OG0003518	LOC111600806|XP_023172868.2|DHYD	LOC6726992|XP_016033493.1|DSIM
OG0003519	LOC111595641|XP_023165222.2|DHYD	LOC6737452|XP_039150227.1|DSIM
OG0003520	LOC111598883|XP_030079131.1|DHYD	LOC6737457|XP_016031226.1|DSIM
OG0003521	LOC111595667|XP_023165259.1|DHYD	LOC6737440|XP_016031212.1|DSIM
OG0003522	LOC111597519|XP_023168060.1|DHYD	LOC6733815|XP_002080859.1|DSIM
OG0003523	LOC111594936|XP_023164195.2|DHYD	LOC6732616|XP_016025324.1|DSIM
OG0003524	LOC111602419|XP_023175221.2|DHYD	LOC6726319|XP_016039872.1|DSIM
OG0003525	LOC111605287|XP_023179500.2|DHYD	LOC27206175|XP_016027967.1|DSIM
OG0003526	LOC111598598|XP_023169682.1|DHYD	LOC6727650|XP_002103027.1|DSIM
OG0003527	LOC111604155|XP_030081300.1|DHYD	LOC6733401|XP_016026325.1|DSIM
OG0003529	LOC111603997|XP_023177614.2|DHYD	LOC27208356|XP_016024454.1|DSIM
OG0003530	LOC115483480|XP_030081490.1|DHYD, LOC111593217|XP_023161636.2|DHYD	LOC6737165|XP_002084011.2|DSIM
OG0003531	LOC111597598|XP_023168167.2|DHYD	LOC6727655|XP_016034246.1|DSIM
OG0003532	LOC111601728|XP_023174219.1|DHYD	LOC6737214|XP_016030920.1|DSIM
OG0003533	LOC111592735|XP_023160895.1|DHYD	LOC6737350|XP_016031076.1|DSIM
OG0003534	LOC111598710|XP_030081449.1|DHYD	LOC6737494|XP_016031282.1|DSIM
OG0003535	LOC111599764|XP_030079989.1|DHYD	LOC6736464|XP_002083335.1|DSIM
OG0003536	LOC111597694|XP_023168297.1|DHYD	LOC6733247|XP_016026122.1|DSIM
OG0003537	LOC111593578|XP_023162211.2|DHYD	LOC6735561|XP_002082481.1|DSIM
OG0003538	LOC111593928|XP_023162773.2|DHYD	LOC6734286|XP_002081315.1|DSIM
OG0003539	LOC111593934|XP_023162781.1|DHYD	LOC6734636|XP_002081644.1|DSIM
OG0003540	LOC111601462|XP_023173812.2|DHYD	LOC6734414|XP_016029690.1|DSIM
OG0003541	LOC111596493|XP_023166522.1|DHYD	LOC27206665|XP_016035981.1|DSIM
OG0003542	LOC115483391|XP_030081026.1|DHYD, LOC111600781|XP_023172833.1|DHYD	LOC27208783|XP_039147740.1|DSIM
OG0003543	LOC111601934|XP_023174554.1|DHYD	LOC6724857|XP_002105896.1|DSIM
OG0003544	LOC111595643|XP_023165236.1|DHYD	LOC6737098|XP_002083945.2|DSIM
OG0003545	LOC111597468|XP_023167984.1|DHYD	LOC6739673|XP_016032946.1|DSIM
OG0003546	LOC111591870|XP_023159521.2|DHYD	LOC6738729|XP_016032540.1|DSIM
OG0003547	LOC111603831|XP_023177361.2|DHYD	LOC6735903|XP_039148362.1|DSIM
OG0003548	LOC111599929|XP_023171544.2|DHYD	LOC6733680|XP_016026653.1|DSIM
OG0003549	LOC111599946|XP_023171566.1|DHYD	LOC6733683|XP_016026655.1|DSIM
OG0003550	LOC115483465|XP_030081408.1|DHYD, LOC111593730|XP_023162483.1|DHYD	LOC6739369|XP_002076278.1|DSIM
OG0003551	LOC111605354|XP_023179599.2|DHYD	LOC6735001|XP_002081983.1|DSIM
OG0003552	LOC111599930|XP_023171547.1|DHYD	LOC6733938|XP_002080982.1|DSIM
OG0003553	LOC111600680|XP_023172698.2|DHYD	LOC27209024|XP_039148215.1|DSIM
OG0003554	LOC111592436|XP_023160387.2|DHYD	LOC6738357|XP_002085167.1|DSIM
OG0003555	LOC111598464|XP_023169487.2|DHYD	LOC6736601|XP_016030192.1|DSIM
OG0003556	LOC111592958|XP_023161215.1|DHYD	LOC6738923|XP_016032753.1|DSIM
OG0003557	LOC111592953|XP_023161209.1|DHYD	LOC6738921|XP_016032749.1|DSIM
OG0003558	LOC111599509|XP_023170941.2|DHYD	LOC6736808|XP_016030466.1|DSIM
OG0003559	LOC111598752|XP_030081500.1|DHYD	LOC6737815|XP_016031597.1|DSIM
OG0003560	LOC111595650|XP_023165242.2|DHYD	LOC6737100|XP_016030727.1|DSIM
OG0003561	LOC111602118|XP_023174835.2|DHYD	LOC6735424|XP_016028734.1|DSIM
OG0003562	LOC111603425|XP_023176781.1|DHYD	LOC6734990|XP_016028276.1|DSIM
OG0003563	LOC111592686|XP_023160820.2|DHYD	LOC6727502|XP_002102882.1|DSIM
OG0003564	LOC111602917|XP_023176030.2|DHYD	LOC6737125|XP_002083972.1|DSIM
OG0003565	LOC111604492|XP_023178351.1|DHYD	LOC6736603|XP_016030196.1|DSIM
OG0003566	LOC111602612|XP_023175539.1|DHYD	LOC6728743|XP_039150643.1|DSIM
OG0003567	LOC111594031|XP_023162912.2|DHYD	LOC6734709|XP_016027920.1|DSIM
OG0003568	LOC111604617|XP_023178501.2|DHYD	LOC6733719|XP_039148542.1|DSIM
OG0003569	LOC111599279|XP_023170645.1|DHYD	LOC6736482|XP_016030018.1|DSIM
OG0003570	LOC111594024|XP_030081316.1|DHYD	LOC6733381|XP_016026308.1|DSIM
OG0003571	LOC111599489|XP_023170927.2|DHYD	LOC6736793|XP_016030437.1|DSIM
OG0003572	LOC111603303|XP_030080915.1|DHYD	LOC6734064|XP_016027067.1|DSIM
OG0003573	LOC111592227|XP_023160076.2|DHYD	LOC6734389|XP_002081410.1|DSIM
OG0003574	LOC111601652|XP_023174101.2|DHYD	LOC6736852|XP_002083708.2|DSIM
OG0003575	LOC111600477|XP_023172355.1|DHYD	LOC27206220|XP_016032129.1|DSIM
OG0003576	LOC111602932|XP_023176049.1|DHYD	LOC6738425|XP_002085234.1|DSIM
OG0003577	LOC111594833|XP_023164066.1|DHYD	LOC6736921|XP_002083768.2|DSIM
OG0003578	LOC111592822|XP_023161014.1|DHYD	LOC6737110|XP_016030736.1|DSIM
OG0003579	LOC111600713|XP_023172738.2|DHYD	LOC6735046|XP_016028334.1|DSIM
OG0003580	LOC111597924|XP_023168644.2|DHYD	LOC6735270|XP_002082240.1|DSIM
OG0003581	LOC111595281|XP_030079510.1|DHYD	LOC6736379|XP_016029889.1|DSIM
OG0003582	LOC111599840|XP_023171402.1|DHYD, LOC115483183|XP_030080201.1|DHYD	LOC6737563|XP_016031353.1|DSIM
OG0003583	LOC115483363|XP_030080909.1|DHYD, LOC111599136|XP_023170507.2|DHYD	LOC6733838|XP_016026851.1|DSIM
OG0003584	LOC111593938|XP_023162788.2|DHYD	LOC6733805|XP_002080849.2|DSIM
OG0003585	LOC111599277|XP_023170643.1|DHYD	LOC6738553|XP_002085358.1|DSIM
OG0003586	LOC111599676|XP_023171149.2|DHYD	LOC6724692|XP_039152071.1|DSIM
OG0003587	LOC111599461|XP_023170899.2|DHYD	LOC6730542|XP_039150718.1|DSIM
OG0003588	LOC111598083|XP_023168898.2|DHYD	LOC6728312|XP_016034946.1|DSIM
OG0003589	LOC111594035|XP_023162916.2|DHYD	LOC6734708|XP_002081715.2|DSIM
OG0003590	LOC111603051|XP_023176273.1|DHYD	LOC6736441|XP_002083312.1|DSIM
OG0003591	LOC111603715|XP_023177188.2|DHYD	LOC6736362|XP_016029854.1|DSIM
OG0003592	LOC111595048|XP_023164344.2|DHYD	LOC6737832|XP_016031608.1|DSIM
OG0003593	LOC111603048|XP_023176269.2|DHYD	LOC6737181|XP_039149976.1|DSIM
OG0003594	LOC111601047|XP_023173230.2|DHYD	LOC6737119|XP_002083966.1|DSIM
OG0003595	LOC111600881|XP_023172982.1|DHYD	LOC6734604|XP_016027755.1|DSIM
OG0003596	LOC111597644|XP_023168218.1|DHYD	LOC6733256|XP_002080319.1|DSIM
OG0003597	LOC111597636|XP_023168209.2|DHYD	LOC6733248|XP_002080311.1|DSIM
OG0003598	LOC111591916|XP_023159606.1|DHYD	LOC6736778|XP_002083634.1|DSIM
OG0003599	LOC111599716|XP_023171222.1|DHYD	LOC6730800|XP_002077968.1|DSIM
OG0003600	LOC111605192|XP_030081513.1|DHYD	LOC6737283|XP_039149283.1|DSIM
OG0003601	LOC111597734|XP_023168350.2|DHYD	LOC6733645|XP_016026608.1|DSIM
OG0003602	LOC111599904|XP_023171494.2|DHYD	LOC6735925|XP_016029281.1|DSIM
OG0003603	LOC111601568|XP_023173982.2|DHYD	LOC6737260|XP_002084100.1|DSIM
OG0003604	LOC115483013|XP_030079569.1|DHYD, LOC111600419|XP_023172268.2|DHYD	LOC6733081|XP_016025786.1|DSIM
OG0003605	LOC111602778|XP_023175817.1|DHYD	LOC6729280|XP_002104600.1|DSIM
OG0003606	LOC111597097|XP_023167407.2|DHYD	LOC6734969|XP_002081963.2|DSIM
OG0003607	LOC111605360|XP_023179607.2|DHYD	LOC6735008|XP_002081989.1|DSIM
OG0003608	LOC111598735|XP_023169896.1|DHYD	LOC6737517|XP_016031313.1|DSIM
OG0003609	LOC111599940|XP_023171557.1|DHYD	LOC6733662|XP_002080709.1|DSIM
OG0003610	LOC111599255|XP_023170622.1|DHYD	LOC6738532|XP_002085338.1|DSIM
OG0003611	LOC111597777|XP_023168405.1|DHYD	LOC27207730|XP_039149493.1|DSIM
OG0003612	LOC111602102|XP_023174807.2|DHYD	LOC6735459|XP_002082398.2|DSIM
OG0003613	LOC111604109|XP_023177782.2|DHYD	LOC6733394|XP_002080451.1|DSIM
OG0003614	LOC111604110|XP_023177784.2|DHYD	LOC6733395|XP_002080452.1|DSIM
OG0003615	LOC111603834|XP_023177367.2|DHYD	LOC6735862|XP_016029227.1|DSIM
OG0003616	LOC111593923|XP_023162765.1|DHYD	LOC6735730|XP_002082643.1|DSIM
OG0003617	LOC111593193|XP_023161585.1|DHYD	LOC6734174|XP_016027183.1|DSIM
OG0003618	LOC111593187|XP_023161570.1|DHYD	LOC6734173|XP_016027181.1|DSIM
OG0003619	LOC111593274|XP_023161716.2|DHYD	LOC6734236|XP_016027287.1|DSIM
OG0003620	LOC111600784|XP_023172841.1|DHYD, LOC115482841|XP_030078940.1|DHYD	LOC6736016|XP_002082925.1|DSIM
OG0003621	LOC111592961|XP_023161219.2|DHYD	LOC27207386|XP_016031122.1|DSIM
OG0003622	LOC111592952|XP_030079455.1|DHYD	LOC6737381|XP_016031126.1|DSIM
OG0003623	LOC111599692|XP_023171169.1|DHYD	LOC6734329|XP_016027405.1|DSIM
OG0003624	LOC111593849|XP_023162663.1|DHYD	LOC6735916|XP_002082826.1|DSIM
OG0003625	LOC111593868|XP_023162697.1|DHYD	LOC6733391|XP_002080448.1|DSIM
OG0003626	LOC111597700|XP_023168306.1|DHYD	LOC6734625|XP_016027779.2|DSIM
OG0003627	LOC111604210|XP_023177945.2|DHYD	LOC6735165|XP_039148781.1|DSIM
OG0003628	LOC111604616|XP_023178499.2|DHYD	LOC6733715|XP_039148805.1|DSIM
OG0003629	LOC111595324|XP_023164749.1|DHYD	LOC6734259|XP_002081288.1|DSIM
OG0003630	LOC111600055|XP_023171750.2|DHYD	LOC27208785|XP_016029393.1|DSIM
OG0003631	LOC111605066|XP_023179165.2|DHYD	LOC6738714|XP_002085515.1|DSIM
OG0003632	LOC111601727|XP_023174218.2|DHYD	LOC6736848|XP_016030496.1|DSIM
OG0003633	LOC111593173|XP_023161547.1|DHYD	LOC6734220|XP_002081249.1|DSIM
OG0003634	LOC111605165|XP_023179321.1|DHYD	LOC6737300|XP_016031011.2|DSIM
OG0003635	LOC111603711|XP_023177179.1|DHYD	LOC6736620|XP_039149243.1|DSIM
OG0003636	LOC111593972|XP_023162830.1|DHYD	LOC6733649|XP_002080703.1|DSIM
OG0003637	LOC111605368|XP_023179616.2|DHYD	LOC6734184|XP_002081213.1|DSIM
OG0003638	LOC111604459|XP_023178306.1|DHYD	LOC6738746|XP_016032557.1|DSIM
OG0003639	LOC111594651|XP_023163818.1|DHYD	LOC6731668|XP_002078808.1|DSIM
OG0003640	LOC111597720|XP_023168328.2|DHYD	LOC6734610|XP_016027763.1|DSIM
OG0003641	LOC115483464|XP_030081407.1|DHYD, LOC111593728|XP_023162480.2|DHYD	LOC6735526|XP_002082462.1|DSIM
OG0003642	LOC111600794|XP_023172852.1|DHYD	LOC6733500|XP_016026459.1|DSIM
OG0003643	LOC115483362|XP_030080907.1|DHYD, LOC111600637|XP_023172612.1|DHYD	LOC6736019|XP_002082928.1|DSIM
OG0003644	LOC111593933|XP_023162779.2|DHYD	LOC6733803|XP_016026761.1|DSIM
OG0003645	LOC111597492|XP_023168018.1|DHYD	LOC6736529|XP_002083399.2|DSIM
OG0003646	LOC111601731|XP_023174221.2|DHYD	LOC6737215|XP_002084055.1|DSIM
OG0003647	LOC111597495|XP_023168021.1|DHYD	LOC6737405|XP_002084243.1|DSIM
OG0003648	LOC111601862|XP_023174471.1|DHYD	LOC6731030|XP_002078191.2|DSIM
OG0003649	LOC111598552|XP_023169613.1|DHYD	LOC6729530|XP_002104838.2|DSIM
OG0003650	LOC111593465|XP_023161995.2|DHYD	LOC6726058|XP_002107040.2|DSIM
OG0003651	LOC111594575|XP_030080702.1|DHYD	LOC6730171|XP_016036930.1|DSIM
OG0003652	LOC111595384|XP_023164851.1|DHYD	LOC6737856|XP_002084684.1|DSIM
OG0003653	LOC111604428|XP_023178257.2|DHYD	LOC6738743|XP_002085543.1|DSIM
OG0003654	LOC111595308|XP_023164734.2|DHYD	LOC6738420|XP_002085229.2|DSIM
OG0003655	LOC111594777|XP_023163998.2|DHYD	LOC6732823|XP_002079936.1|DSIM
OG0003656	LOC111595376|XP_023164841.2|DHYD	LOC6737861|XP_016031631.1|DSIM
OG0003657	LOC111603684|XP_023177136.2|DHYD	LOC6739630|XP_016031371.1|DSIM
OG0003658	LOC111603421|XP_023176772.2|DHYD	LOC27206879|XP_016035452.1|DSIM
OG0003659	LOC111604296|XP_023178093.2|DHYD	LOC6738775|XP_002085575.1|DSIM
OG0003660	LOC111598078|XP_030081152.1|DHYD	LOC6736217|XP_039149354.1|DSIM
OG0003661	LOC111602919|XP_023176033.2|DHYD	LOC6736509|XP_016030086.1|DSIM
OG0003662	LOC111594358|XP_023163386.2|DHYD	LOC6738974|XP_002085769.1|DSIM
OG0003663	LOC111594834|XP_023164067.2|DHYD	LOC27209237|XP_039149783.1|DSIM
OG0003664	LOC111594840|XP_023164073.2|DHYD	LOC6736924|XP_039149780.1|DSIM
OG0003665	LOC115483367|XP_030080934.1|DHYD, LOC111604789|XP_023178774.2|DHYD	LOC6733846|XP_016026862.1|DSIM
OG0003666	LOC111598209|XP_023169115.2|DHYD	LOC6733262|XP_016026150.1|DSIM
OG0003667	LOC111604482|XP_023178335.2|DHYD	LOC6736610|XP_039149432.1|DSIM
OG0003668	LOC111600060|XP_023171757.1|DHYD	LOC27206146|XP_016026024.1|DSIM
OG0003669	LOC111604104|XP_023177776.1|DHYD	LOC6733906|XP_002080950.1|DSIM
