Orthogroup	DHYD.longest_only	DALB.longest_only
OG0004612	LOC111592463|XP_023160432.1|DHYD	LOC117574236|XP_034113838.1|DALB
OG0004613	LOC111602625|XP_023175555.2|DHYD	LOC117575685|XP_034115882.1|DALB
OG0004614	LOC111603134|XP_023176377.2|DHYD	LOC117570003|XP_034107294.1|DALB
OG0004615	LOC111605348|XP_023179595.2|DHYD	LOC117577816|XP_034118638.1|DALB
OG0004616	LOC111596805|XP_023166934.2|DHYD	LOC117577973|XP_034118948.1|DALB
OG0004617	LOC111596069|XP_023165890.1|DHYD	LOC117564027|XP_034098519.1|DALB
OG0004618	LOC111595904|XP_023165613.2|DHYD	LOC117574412|XP_034114141.1|DALB, LOC117573388|XP_034112477.1|DALB
OG0004619	LOC111597844|XP_023168519.2|DHYD	LOC117575689|XP_034115891.1|DALB
OG0004620	LOC111601774|XP_023174288.2|DHYD	LOC117573636|XP_034112835.1|DALB
OG0004621	LOC111598896|XP_023170129.2|DHYD	LOC117574795|XP_034114645.1|DALB
OG0004622	LOC111592932|XP_023161158.2|DHYD	LOC117575836|XP_034116133.1|DALB
OG0004623	LOC111592703|XP_023160854.1|DHYD	LOC117575135|XP_034115132.1|DALB
OG0004624	LOC111603618|XP_023177056.1|DHYD	LOC117576687|XP_034117573.1|DALB
OG0004625	LOC111598192|XP_023169086.2|DHYD	LOC117577847|XP_034118683.1|DALB
OG0004626	LOC111598188|XP_030078888.1|DHYD	LOC117564871|XP_034099713.1|DALB
OG0004627	LOC111596035|XP_023165832.2|DHYD	LOC117571835|XP_034110106.1|DALB
OG0004628	LOC111603857|XP_023177468.1|DHYD	LOC117577100|XP_034118096.1|DALB
OG0004629	LOC111601987|XP_030080613.1|DHYD	LOC117575327|XP_034115373.1|DALB
OG0004630	LOC111597810|XP_023168466.2|DHYD	LOC117575415|XP_034115487.1|DALB
OG0004631	LOC111596543|XP_023166587.2|DHYD	LOC117573770|XP_034113058.1|DALB
OG0004632	LOC111596534|XP_023166575.1|DHYD	LOC117573769|XP_034113055.1|DALB
OG0004633	LOC111592689|XP_023160824.1|DHYD	LOC117576134|XP_034116586.1|DALB
OG0004634	LOC111599425|XP_023170844.2|DHYD	LOC117575339|XP_034115388.1|DALB
OG0004635	LOC111592359|XP_023160284.2|DHYD	LOC117569262|XP_034106257.1|DALB
OG0004636	LOC111594893|XP_023164148.2|DHYD	LOC117576670|XP_034117584.1|DALB
OG0004637	LOC111596458|XP_030079401.1|DHYD	LOC117568524|XP_034105122.1|DALB
OG0004638	LOC111600167|XP_023171927.2|DHYD	LOC117567051|XP_034102669.1|DALB
OG0004641	LOC111596785|XP_023166906.1|DHYD	LOC117577579|XP_034118313.1|DALB
OG0004642	LOC111596468|XP_023166487.2|DHYD	LOC117568623|XP_034105307.1|DALB
OG0004643	LOC111601418|XP_023173762.1|DHYD	LOC117575583|XP_034115740.1|DALB
OG0004644	LOC111595735|XP_023165394.2|DHYD	LOC117578316|XP_034119662.1|DALB
OG0004645	LOC111599041|XP_023170324.1|DHYD	LOC117566224|XP_034101661.1|DALB
OG0004646	LOC111597854|XP_023168534.1|DHYD	LOC117574564|XP_034114326.1|DALB
OG0004647	LOC111598864|XP_023170079.1|DHYD	LOC117577849|XP_034118681.1|DALB
OG0004648	LOC111603117|XP_023176356.1|DHYD	LOC117575996|XP_034116390.1|DALB
OG0004649	LOC111591910|XP_023159598.1|DHYD	LOC117575387|XP_034115457.1|DALB
OG0004650	LOC111592543|XP_023160593.2|DHYD	LOC117565230|XP_034100127.1|DALB
OG0004651	LOC111601458|XP_023173806.2|DHYD	LOC117576119|XP_034116568.1|DALB
OG0004652	LOC111603284|XP_023176565.2|DHYD	LOC117574035|XP_034113522.1|DALB
OG0004653	LOC111594910|XP_030081820.1|DHYD	LOC117567070|XP_034102703.1|DALB
OG0004654	LOC111599321|XP_023170705.2|DHYD	LOC117564730|XP_034099508.1|DALB
OG0004655	LOC111603659|XP_023177111.1|DHYD	LOC117575977|XP_034116350.1|DALB
OG0004656	LOC111601901|XP_023174511.1|DHYD	LOC117564172|XP_034098730.1|DALB, LOC117565591|XP_034100682.1|DALB
OG0004657	LOC111592003|XP_023159751.2|DHYD	LOC117575717|XP_034115946.1|DALB
OG0004658	LOC111601786|XP_023174321.2|DHYD	LOC117576509|XP_034117207.1|DALB
OG0004659	LOC111598553|XP_023169614.1|DHYD	LOC117575949|XP_034116303.1|DALB
OG0004660	LOC111598359|XP_023169340.2|DHYD	LOC117575086|XP_034115074.1|DALB
OG0004661	LOC111601531|XP_023173932.2|DHYD	LOC117573976|XP_034113410.1|DALB
OG0004662	LOC111603431|XP_023176784.1|DHYD	LOC117576665|XP_034117527.1|DALB
OG0004663	LOC111593409|XP_023161901.2|DHYD	LOC117572594|XP_034111381.1|DALB
OG0004664	LOC111593494|XP_023162026.2|DHYD	LOC117571790|XP_034110044.1|DALB
OG0004665	LOC111605271|XP_030079967.1|DHYD	LOC117573613|XP_034112805.1|DALB
OG0004666	LOC111602723|XP_023175736.1|DHYD	LOC117575222|XP_034115240.1|DALB
OG0004667	LOC111602708|XP_023175713.1|DHYD	LOC117574343|XP_034114055.1|DALB
OG0004668	LOC111604025|XP_023177650.1|DHYD	LOC117575282|XP_034115320.1|DALB
OG0004669	LOC111605052|XP_023179157.1|DHYD	LOC117564267|XP_034098860.1|DALB
OG0004670	LOC111604215|XP_023177950.1|DHYD	LOC117575122|XP_034115112.1|DALB
OG0004671	LOC111598287|XP_023169238.1|DHYD	LOC117575505|XP_034115639.1|DALB
OG0004673	LOC111597045|XP_023167332.1|DHYD	LOC117574666|XP_034114462.1|DALB
OG0004674	LOC111603508|XP_023176884.1|DHYD	LOC117575796|XP_034116064.1|DALB
OG0004675	LOC111603496|XP_023176871.1|DHYD	LOC117575990|XP_034116378.1|DALB
OG0004676	LOC111594417|XP_023163470.2|DHYD	LOC117574514|XP_034114264.1|DALB
OG0004677	LOC111604200|XP_023177924.1|DHYD	LOC117574177|XP_034113756.1|DALB
OG0004678	LOC111602685|XP_023175674.2|DHYD	LOC117574168|XP_034113747.1|DALB
OG0004679	LOC111601427|XP_023173771.2|DHYD	LOC117574465|XP_034114192.1|DALB
OG0004680	LOC111601536|XP_023173937.2|DHYD	LOC117576024|XP_034116421.1|DALB
OG0004682	LOC111601186|XP_023173435.1|DHYD	LOC117565361|XP_034100315.1|DALB
OG0004683	LOC111594632|XP_023163794.2|DHYD	LOC117573600|XP_034112786.1|DALB
OG0004684	LOC111601982|XP_023174633.2|DHYD	LOC117575715|XP_034115943.1|DALB
OG0004685	LOC111604259|XP_023178018.1|DHYD	LOC117573810|XP_034113113.1|DALB
OG0004686	LOC111604850|XP_023178851.1|DHYD	LOC117576786|XP_034117728.1|DALB
OG0004687	LOC111604263|XP_023178027.2|DHYD	LOC117575388|XP_034115454.1|DALB
OG0004688	LOC111597189|XP_023167527.2|DHYD	LOC117576493|XP_034117162.1|DALB
OG0004689	LOC111601527|XP_023173921.1|DHYD	LOC117576607|XP_034117397.1|DALB
OG0004690	LOC111600833|XP_023172905.1|DHYD	LOC117575089|XP_034115076.1|DALB
OG0004691	LOC111599442|XP_023170865.2|DHYD	LOC117576800|XP_034117750.1|DALB
OG0004692	LOC111602853|XP_023175940.2|DHYD	LOC117574780|XP_034114622.1|DALB
OG0004693	LOC111602707|XP_023175716.1|DHYD	LOC117574779|XP_034114620.1|DALB
OG0004694	LOC115483696|XP_030081612.1|DHYD, LOC111600804|XP_023172862.1|DHYD	LOC117575484|XP_034115608.1|DALB
OG0004695	LOC111603510|XP_023176888.2|DHYD	LOC117575986|XP_034116372.1|DALB
OG0004697	LOC111602832|XP_023175910.1|DHYD	LOC117577738|XP_034118537.1|DALB
OG0004698	LOC111593006|XP_023161302.1|DHYD	LOC117572726|XP_034111688.1|DALB
OG0004699	LOC111601754|XP_023174261.1|DHYD	LOC117575427|XP_034115522.1|DALB
OG0004700	LOC111605503|XP_023179821.2|DHYD	LOC117575234|XP_034115257.1|DALB
OG0004701	LOC111598499|XP_023169526.1|DHYD	LOC117574084|XP_034113610.1|DALB
OG0004702	LOC111602782|XP_023175821.2|DHYD	LOC117574007|XP_034113474.1|DALB
OG0004703	LOC111605516|XP_023179840.2|DHYD	LOC117575701|XP_034115905.1|DALB
OG0004704	LOC111593671|XP_023162327.2|DHYD	LOC117576221|XP_034116721.1|DALB
OG0004705	LOC111602648|XP_023175584.1|DHYD	LOC117573833|XP_034113156.1|DALB
OG0004706	LOC111592840|XP_023161034.2|DHYD	LOC117566971|XP_034102522.1|DALB
OG0004707	LOC111600864|XP_023172952.2|DHYD	LOC117575094|XP_034115085.1|DALB
OG0004708	LOC111595323|XP_023164752.2|DHYD	LOC117576742|XP_034117665.1|DALB
OG0004709	LOC111595954|XP_023165697.1|DHYD	LOC117576322|XP_034116879.1|DALB
OG0004710	LOC111601496|XP_023173851.2|DHYD	LOC117574331|XP_034114033.1|DALB
OG0004711	LOC111602921|XP_023176039.1|DHYD	LOC117574459|XP_034114188.1|DALB
OG0004712	LOC111605552|XP_023179883.1|DHYD	LOC117575365|XP_034115420.1|DALB
OG0004713	LOC111596496|XP_030080810.1|DHYD	LOC117574070|XP_034113587.1|DALB
OG0004714	LOC111597166|XP_023167493.1|DHYD	LOC117576811|XP_034117769.1|DALB
OG0004715	LOC111600353|XP_023172193.1|DHYD	LOC117563547|XP_034097816.1|DALB
OG0004716	LOC111596489|XP_023166518.2|DHYD	LOC117576510|XP_034117208.1|DALB
OG0004717	LOC111603190|XP_023176442.2|DHYD	LOC117571874|XP_034110225.1|DALB
OG0004718	LOC111599380|XP_023170782.2|DHYD	LOC117564185|XP_034098749.1|DALB
OG0004719	LOC111601985|XP_023174637.2|DHYD	LOC117573882|XP_034113251.1|DALB
OG0004720	LOC111602785|XP_023175824.1|DHYD	LOC117574009|XP_034113481.1|DALB
OG0004721	LOC111603298|XP_023176590.2|DHYD	LOC117574028|XP_034113510.1|DALB
OG0004722	LOC111595240|XP_023164646.2|DHYD	LOC117574038|XP_034113529.1|DALB
OG0004723	LOC111593472|XP_023162001.2|DHYD	LOC117573936|XP_034113353.1|DALB
OG0004724	LOC111596185|XP_023166060.1|DHYD	LOC117576548|XP_034117276.1|DALB
OG0004725	LOC111594566|XP_023163691.2|DHYD	LOC117573286|XP_034112281.1|DALB
OG0004726	LOC111603501|XP_023176876.2|DHYD	LOC117575966|XP_034116336.1|DALB
OG0004727	LOC111605489|XP_023179802.2|DHYD	LOC117574276|XP_034113915.1|DALB
OG0004728	LOC111605517|XP_023179843.1|DHYD	LOC117575238|XP_034115260.1|DALB
OG0004729	LOC111603097|XP_023176325.2|DHYD	LOC117577926|XP_034118819.1|DALB
OG0004730	LOC111602235|XP_023174987.2|DHYD	LOC117565284|XP_034100203.1|DALB
OG0004731	LOC111601407|XP_023173733.1|DHYD	LOC117575153|XP_034115147.1|DALB
OG0004732	LOC111603583|XP_023177004.2|DHYD	LOC117575098|XP_034115090.1|DALB
OG0004733	LOC111603645|XP_023177092.2|DHYD	LOC117575099|XP_034115091.1|DALB
OG0004734	LOC111594804|XP_023164034.2|DHYD	LOC117574983|XP_034114940.1|DALB
OG0004735	LOC111601512|XP_023173875.2|DHYD	LOC117575682|XP_034115862.1|DALB
OG0004736	LOC111605461|XP_023179746.2|DHYD	LOC117576627|XP_034117443.1|DALB
OG0004737	LOC111596030|XP_023165829.2|DHYD	LOC117575431|XP_034115526.1|DALB
OG0004738	LOC111596467|XP_023166491.2|DHYD	LOC117574958|XP_034114910.1|DALB
OG0004739	LOC115483797|XP_030081913.1|DHYD, LOC111602955|XP_023176099.2|DHYD	LOC117575172|XP_034115174.1|DALB
OG0004740	LOC111598569|XP_023169638.2|DHYD	LOC117575952|XP_034116315.1|DALB
OG0004741	LOC111604251|XP_023178005.2|DHYD	LOC117573359|XP_034112377.1|DALB
OG0004742	LOC111594130|XP_030079792.1|DHYD	LOC117573196|XP_034112080.1|DALB
OG0004743	LOC111592685|XP_023160819.2|DHYD	LOC117575294|XP_034115332.1|DALB
OG0004744	LOC111601160|XP_023173408.1|DHYD	LOC117564433|XP_034099060.1|DALB
OG0004745	LOC111604885|XP_030078765.1|DHYD	LOC117575022|XP_034114991.1|DALB
OG0004746	LOC111604642|XP_030078616.1|DHYD	LOC117574793|XP_034114642.1|DALB
OG0004747	LOC111598899|XP_023170134.2|DHYD	LOC117574796|XP_034114646.1|DALB
OG0004748	LOC111604641|XP_030078648.1|DHYD	LOC117574792|XP_034114639.1|DALB
OG0004750	LOC111597876|XP_023168569.1|DHYD	LOC117575694|XP_034115897.1|DALB
OG0004751	LOC111594962|XP_023164229.2|DHYD	LOC117576266|XP_034116800.1|DALB
OG0004753	LOC111594492|XP_023163570.1|DHYD	LOC117574134|XP_034113690.1|DALB
OG0004754	LOC111603246|XP_023176521.1|DHYD	LOC117573292|XP_034112286.1|DALB
OG0004755	LOC111600634|XP_023172607.1|DHYD	LOC117575165|XP_034115159.1|DALB
OG0004756	LOC111600709|XP_023172733.2|DHYD	LOC117574162|XP_034113740.1|DALB
OG0004757	LOC111594587|XP_023163713.2|DHYD	LOC117576640|XP_034117456.1|DALB
OG0004758	LOC111601342|XP_023173641.2|DHYD	LOC117575255|XP_034115280.1|DALB
OG0004759	LOC111605433|XP_023179716.1|DHYD	LOC117574164|XP_034113743.1|DALB
OG0004760	LOC111602645|XP_023175579.2|DHYD	LOC117576910|XP_034117940.1|DALB
OG0004761	LOC111602537|XP_023175447.2|DHYD	LOC117576643|XP_034117463.1|DALB
OG0004763	LOC111592930|XP_023161157.1|DHYD	LOC117575777|XP_034116035.1|DALB
OG0004764	LOC111593255|XP_023161687.1|DHYD	LOC117576674|XP_034117560.1|DALB
OG0004765	LOC111601768|XP_030081568.1|DHYD	LOC117576021|XP_034116419.1|DALB
OG0004766	LOC111593690|XP_023162356.1|DHYD	LOC117574295|XP_034113988.1|DALB
OG0004767	LOC111605482|XP_023179785.2|DHYD	LOC117576109|XP_034116558.1|DALB
OG0004768	LOC111605524|XP_023179853.2|DHYD	LOC117574549|XP_034114312.1|DALB
OG0004769	LOC111599003|XP_023170282.2|DHYD	LOC117565486|XP_034100479.1|DALB
OG0004770	LOC111601337|XP_023173634.1|DHYD	LOC117576841|XP_034117814.1|DALB
OG0004771	LOC111596424|XP_023166404.2|DHYD	LOC117576594|XP_034117374.1|DALB
OG0004772	LOC111602717|XP_030078721.1|DHYD	LOC117576601|XP_034117386.1|DALB
OG0004775	LOC111595727|XP_023165349.1|DHYD	LOC117576067|XP_034116492.1|DALB
OG0004776	LOC111593823|XP_023162623.2|DHYD	LOC117572692|XP_034111634.1|DALB
OG0004777	LOC111600847|XP_023172920.1|DHYD	LOC117573159|XP_034112012.1|DALB, LOC117573154|XP_034112003.1|DALB
OG0004778	LOC111600407|XP_023172256.1|DHYD	LOC117565838|XP_034101040.1|DALB
OG0004779	LOC111602791|XP_023175836.2|DHYD	LOC117573644|XP_034112850.1|DALB
OG0004780	LOC111599157|XP_023170496.1|DHYD	LOC117564072|XP_034098588.1|DALB
OG0004781	LOC111604256|XP_023178014.2|DHYD	LOC117576352|XP_034116927.1|DALB
OG0004782	LOC111602699|XP_023175699.2|DHYD	LOC117574104|XP_034113638.1|DALB
OG0004783	LOC111603211|XP_023176476.1|DHYD	LOC117577619|XP_034118363.1|DALB
OG0004784	LOC111594550|XP_023163671.1|DHYD	LOC117575242|XP_034115266.1|DALB
OG0004785	LOC111594564|XP_023163689.1|DHYD	LOC117574806|XP_034114662.1|DALB
OG0004786	LOC111594586|XP_023163712.1|DHYD	LOC117574719|XP_034114533.1|DALB
OG0004787	LOC111594443|XP_023163498.1|DHYD	LOC117573443|XP_034112555.1|DALB
OG0004788	LOC111594607|XP_023163750.2|DHYD	LOC117575292|XP_034115330.1|DALB
OG0004789	LOC111594444|XP_023163499.2|DHYD	LOC117575283|XP_034115317.1|DALB
OG0004790	LOC111597104|XP_030080688.1|DHYD	LOC117575333|XP_034115380.1|DALB
OG0004791	LOC111597155|XP_030080685.1|DHYD	LOC117573663|XP_034112882.1|DALB
OG0004792	LOC111603485|XP_023176850.1|DHYD	LOC117576725|XP_034117638.1|DALB
OG0004793	LOC111594815|XP_023164045.2|DHYD	LOC117573896|XP_034113295.1|DALB
OG0004794	LOC111605587|XP_023179958.2|DHYD	LOC117575200|XP_034115208.1|DALB
OG0004795	LOC111603245|XP_023176520.2|DHYD	LOC117576587|XP_034117365.1|DALB
OG0004796	LOC111596411|XP_023166390.1|DHYD	LOC117574340|XP_034114051.1|DALB
OG0004797	LOC111598219|XP_030080666.1|DHYD	LOC117575281|XP_034115314.1|DALB
OG0004798	LOC111594450|XP_023163511.1|DHYD	LOC117574066|XP_034113580.1|DALB
OG0004799	LOC111605464|XP_023179751.2|DHYD	LOC117576866|XP_034117859.1|DALB
OG0004800	LOC111593264|XP_023161699.1|DHYD	LOC117573650|XP_034112862.1|DALB
OG0004801	LOC111598517|XP_023169561.2|DHYD	LOC117575638|XP_034115809.1|DALB
OG0004803	LOC111600231|XP_030080753.1|DHYD	LOC117573304|XP_034112300.1|DALB
OG0004804	LOC111605475|XP_023179777.2|DHYD	LOC117576076|XP_034116511.1|DALB
OG0004805	LOC111593678|XP_023162338.2|DHYD	LOC117574288|XP_034113933.1|DALB
OG0004806	LOC111591982|XP_023159701.1|DHYD	LOC117577683|XP_034118469.1|DALB
OG0004807	LOC111600843|XP_023172916.1|DHYD	LOC117575440|XP_034115535.1|DALB
OG0004808	LOC111594620|XP_023163779.1|DHYD	LOC117573915|XP_034113317.1|DALB
OG0004811	LOC111596652|XP_023166719.1|DHYD	LOC117570486|XP_034108063.1|DALB
OG0004812	LOC111593692|XP_023162359.2|DHYD	LOC117576669|XP_034117541.1|DALB
OG0004813	LOC111603657|XP_023177109.2|DHYD	LOC117575975|XP_034116346.1|DALB
OG0004814	LOC111605427|XP_023179704.2|DHYD	LOC117573926|XP_034113334.1|DALB
OG0004815	LOC111605129|XP_023179261.2|DHYD	LOC117563780|XP_034098182.1|DALB
OG0004816	LOC111603178|XP_023176427.2|DHYD	LOC117578043|XP_034119052.1|DALB
OG0004817	LOC111603145|XP_023176389.2|DHYD	LOC117569026|XP_034105911.1|DALB
OG0004818	LOC111602769|XP_023175800.1|DHYD	LOC117574989|XP_034114950.1|DALB
OG0004819	LOC111599596|XP_023171047.2|DHYD	LOC117573874|XP_034113242.1|DALB
OG0004820	LOC111594622|XP_023163780.2|DHYD	LOC117573916|XP_034113319.1|DALB
OG0004821	LOC111596419|XP_023166398.2|DHYD	LOC117576588|XP_034117366.1|DALB
OG0004822	LOC111601498|XP_023173855.2|DHYD	LOC117574334|XP_034114041.1|DALB
OG0004823	LOC111594411|XP_023163455.2|DHYD	LOC117574013|XP_034113488.1|DALB
OG0004824	LOC111594412|XP_023163464.1|DHYD	LOC117574015|XP_034113493.1|DALB
OG0004825	LOC111594132|XP_023163060.1|DHYD	LOC117573189|XP_034112068.1|DALB
OG0004826	LOC111595589|XP_023165171.2|DHYD	LOC117576662|XP_034117510.1|DALB
OG0004827	LOC111595699|XP_023165315.2|DHYD	LOC117576064|XP_034116490.1|DALB
OG0004828	LOC111602676|XP_023175658.1|DHYD	LOC117573645|XP_034112852.1|DALB
OG0004829	LOC111596501|XP_023166530.2|DHYD	LOC117573483|XP_034112601.1|DALB
OG0004830	LOC111598547|XP_030080580.1|DHYD	LOC117573739|XP_034113008.1|DALB
OG0004831	LOC111600460|XP_023172329.1|DHYD	LOC117569754|XP_034106938.1|DALB
OG0004832	LOC111596086|XP_023165918.1|DHYD	LOC117576568|XP_034117298.1|DALB
OG0004833	LOC111598541|XP_023169598.1|DHYD	LOC117576704|XP_034117610.1|DALB
OG0004834	LOC111602771|XP_023175805.1|DHYD, LOC115483790|XP_030081908.1|DHYD	LOC117575076|XP_034115061.1|DALB
OG0004835	LOC111601421|XP_023173764.2|DHYD	LOC117576086|XP_034116525.1|DALB
OG0004836	LOC111596604|XP_023166654.2|DHYD	LOC117573416|XP_034112513.1|DALB
OG0004837	LOC111605727|XP_023180187.1|DHYD	LOC117571768|XP_034110017.1|DALB, LOC117571767|XP_034110016.1|DALB, LOC117571770|XP_034110018.1|DALB
OG0004838	LOC111601321|XP_023173619.2|DHYD	LOC117574805|XP_034114661.1|DALB
OG0004839	LOC111601292|XP_023173569.2|DHYD	LOC117573804|XP_034113104.1|DALB
OG0004840	LOC111593357|XP_030078671.1|DHYD	LOC117576760|XP_034117696.1|DALB
OG0004841	LOC111598967|XP_023170227.1|DHYD	LOC117564155|XP_034098712.1|DALB
OG0004842	LOC111604260|XP_023178022.1|DHYD	LOC117575979|XP_034116353.1|DALB
OG0004843	LOC111592938|XP_023161167.1|DHYD	LOC117576272|XP_034116808.1|DALB
OG0004844	LOC111604951|XP_023178995.2|DHYD	LOC117576241|XP_034116750.1|DALB
OG0004845	LOC111604933|XP_023178971.1|DHYD	LOC117573862|XP_034113224.1|DALB
OG0004846	LOC111595013|XP_023164287.1|DHYD	LOC117563253|XP_034097359.1|DALB
OG0004847	LOC111595011|XP_023164285.2|DHYD	LOC117563251|XP_034097355.1|DALB
OG0004848	LOC111600938|XP_023173077.2|DHYD	LOC117567503|XP_034103425.1|DALB
OG0004849	LOC111595558|XP_023165120.2|DHYD	LOC117578389|XP_034119721.1|DALB
OG0004850	LOC111596276|XP_023166206.1|DHYD	LOC117576893|XP_034117921.1|DALB
OG0004851	LOC111595189|XP_030078617.1|DHYD	LOC117576890|XP_034117915.1|DALB
OG0004852	LOC111595676|XP_023165283.2|DHYD	LOC117574111|XP_034113653.1|DALB
OG0004853	LOC111594129|XP_023163056.2|DHYD	LOC117568372|XP_034104866.1|DALB
OG0004854	LOC111605196|XP_023179368.1|DHYD	LOC117571573|XP_034109675.1|DALB
OG0004855	LOC111592810|XP_023160989.2|DHYD	LOC117571000|XP_034108839.1|DALB
OG0004856	LOC111603064|XP_030081848.1|DHYD	LOC117568747|XP_034105462.1|DALB
OG0004857	LOC111601714|XP_023174200.2|DHYD	LOC117568283|XP_034104688.1|DALB
OG0004858	LOC111603072|XP_023176297.2|DHYD	LOC117570350|XP_034107797.1|DALB
OG0004859	LOC111603073|XP_023176300.2|DHYD	LOC117570353|XP_034107814.1|DALB
OG0004860	LOC111602893|XP_023175997.1|DHYD	LOC117567852|XP_034103997.1|DALB
OG0004861	LOC111598679|XP_023169808.2|DHYD	LOC117571873|XP_034110210.1|DALB
OG0004862	LOC111598754|XP_030081508.1|DHYD	LOC117572306|XP_034110917.1|DALB
OG0004863	LOC111605644|XP_023180073.2|DHYD	LOC117567793|XP_034103908.1|DALB
OG0004864	LOC111598688|XP_023169820.1|DHYD	LOC117570032|XP_034107346.1|DALB
OG0004865	LOC111594964|XP_023164230.2|DHYD	LOC117575358|XP_034115414.1|DALB
OG0004866	LOC111605651|XP_023180081.2|DHYD	LOC117571498|XP_034109556.1|DALB
OG0004867	LOC111603554|XP_023176959.2|DHYD	LOC117571918|XP_034110286.1|DALB
OG0004868	LOC111603234|XP_023176509.2|DHYD	LOC117571919|XP_034110287.1|DALB
OG0004869	LOC111597637|XP_023168210.1|DHYD	LOC117566894|XP_034102400.1|DALB
OG0004870	LOC111597642|XP_023168215.1|DHYD	LOC117566901|XP_034102410.1|DALB
OG0004871	LOC111604112|XP_023177787.2|DHYD	LOC117569168|XP_034106125.1|DALB
OG0004872	LOC111605377|XP_023179629.1|DHYD	LOC117570447|XP_034107996.1|DALB
OG0004873	LOC111596226|XP_023166111.2|DHYD	LOC117564443|XP_034099073.1|DALB
OG0004874	LOC111604246|XP_030080826.1|DHYD	LOC117574808|XP_034114663.1|DALB
OG0004875	LOC111594898|XP_023164152.2|DHYD	LOC117578166|XP_034119335.1|DALB
OG0004876	LOC111602826|XP_023175905.2|DHYD	LOC117571569|XP_034109672.1|DALB
OG0004877	LOC111598382|XP_023169359.2|DHYD	LOC117570825|XP_034108580.1|DALB
OG0004878	LOC111604138|XP_023177824.1|DHYD	LOC117569673|XP_034106811.1|DALB
OG0004880	LOC111596665|XP_023166740.1|DHYD	LOC117568393|XP_034104897.1|DALB
OG0004881	LOC111592319|XP_023160204.2|DHYD	LOC117568049|XP_034104284.1|DALB
OG0004882	LOC111595644|XP_023165237.1|DHYD	LOC117572764|XP_034111740.1|DALB
OG0004883	LOC111597539|XP_023168096.2|DHYD	LOC117570676|XP_034108366.1|DALB
OG0004884	LOC111597708|XP_023168314.2|DHYD	LOC117572713|XP_034111664.1|DALB
OG0004885	LOC111605210|XP_030081099.1|DHYD	LOC117571077|XP_034108943.1|DALB
OG0004886	LOC111594008|XP_023162873.1|DHYD	LOC117571984|XP_034110381.1|DALB
OG0004887	LOC111597671|XP_023168265.1|DHYD	LOC117570765|XP_034108490.1|DALB
OG0004888	LOC111598262|XP_030081015.1|DHYD	LOC117570398|XP_034107908.1|DALB
OG0004889	LOC111600629|XP_023172600.2|DHYD	LOC117568167|XP_034104489.1|DALB
OG0004890	LOC111600738|XP_023172785.1|DHYD	LOC117566913|XP_034102423.1|DALB
OG0004891	LOC111593445|XP_023161966.2|DHYD	LOC117565952|XP_034101236.1|DALB
OG0004892	LOC111594339|XP_023163354.1|DHYD	LOC117569999|XP_034107277.1|DALB
OG0004893	LOC111600600|XP_023172560.2|DHYD	LOC117568012|XP_034104226.1|DALB
OG0004894	LOC111603290|XP_023176581.1|DHYD	LOC117570760|XP_034108480.1|DALB
OG0004895	LOC111594116|XP_023163043.1|DHYD	LOC117572170|XP_034110711.1|DALB
OG0004896	LOC111604305|XP_023178109.2|DHYD	LOC117568664|XP_034105357.1|DALB
OG0004897	LOC111604281|XP_030080986.1|DHYD	LOC117568388|XP_034104889.1|DALB
OG0004898	LOC111593731|XP_023162487.1|DHYD	LOC117567150|XP_034102855.1|DALB
OG0004899	LOC111599895|XP_030079706.1|DHYD	LOC117572444|XP_034111165.1|DALB
OG0004900	LOC111600711|XP_023172736.2|DHYD	LOC117568207|XP_034104568.1|DALB
OG0004901	LOC111600640|XP_023172615.2|DHYD	LOC117569886|XP_034107116.1|DALB
OG0004902	LOC111596938|XP_023167157.1|DHYD	LOC117569996|XP_034107274.1|DALB
OG0004903	LOC111603846|XP_023177396.1|DHYD	LOC117566963|XP_034102505.1|DALB
OG0004904	LOC111602733|XP_023175746.2|DHYD	LOC117576631|XP_034117449.1|DALB
OG0004905	LOC111593819|XP_023162617.1|DHYD	LOC117572374|XP_034111031.1|DALB
OG0004906	LOC111603736|XP_023177220.2|DHYD	LOC117567578|XP_034103546.1|DALB
OG0004907	LOC111595652|XP_023165243.1|DHYD	LOC117572763|XP_034111739.1|DALB
OG0004908	LOC111592962|XP_023161220.2|DHYD	LOC117569009|XP_034105887.1|DALB
OG0004909	LOC111592950|XP_023161198.1|DHYD	LOC117572303|XP_034110908.1|DALB
OG0004910	LOC111592955|XP_023161211.2|DHYD	LOC117572302|XP_034110906.1|DALB
OG0004911	LOC111601086|XP_023173281.1|DHYD	LOC117568259|XP_034104636.1|DALB
OG0004912	LOC111603691|XP_023177149.1|DHYD	LOC117571191|XP_034109121.1|DALB
OG0004913	LOC111602144|XP_023174861.1|DHYD	LOC117568329|XP_034104803.1|DALB
OG0004914	LOC111602100|XP_023174804.2|DHYD	LOC117569583|XP_034106702.1|DALB
OG0004915	LOC111604087|XP_023177746.2|DHYD	LOC117567635|XP_034103625.1|DALB
OG0004916	LOC111596626|XP_023166680.1|DHYD	LOC117569795|XP_034106996.1|DALB
OG0004917	LOC111595267|XP_023164681.1|DHYD	LOC117567194|XP_034102914.1|DALB
OG0004918	LOC111595264|XP_023164678.2|DHYD	LOC117567188|XP_034102904.1|DALB
