Orthogroup	DHYD.longest_only	DSEC.longest_only
OG0005275	LOC111603951|XP_023177550.2|DHYD	LOC6611937|XP_032573456.1|DSEC
OG0005276	LOC111600909|XP_023173038.2|DHYD	LOC6613266|XP_002037743.2|DSEC
OG0005277	LOC111601942|XP_023174568.2|DHYD	LOC6613277|XP_002037754.1|DSEC
OG0005278	LOC111602143|XP_023174860.2|DHYD	LOC6610104|XP_002034715.1|DSEC
OG0005279	LOC111596353|XP_023166313.2|DHYD	LOC6613585|XP_002038053.1|DSEC
OG0005280	LOC111599049|XP_030080243.1|DHYD	LOC6617335|XP_002041660.1|DSEC
OG0005281	LOC111599319|XP_023170701.2|DHYD	LOC6613096|XP_032577459.1|DSEC
OG0005282	LOC111603032|XP_023176230.2|DHYD	LOC6614021|XP_002038475.2|DSEC
OG0005283	LOC111602687|XP_023175676.1|DHYD	LOC6607667|XP_002032432.1|DSEC
OG0005284	LOC111599055|XP_023170344.1|DHYD	LOC6618256|XP_032571720.1|DSEC
OG0005285	LOC111599054|XP_023170342.2|DHYD	LOC6618257|XP_002042531.1|DSEC
OG0005286	LOC111599217|XP_023170583.1|DHYD	LOC6617338|XP_002041663.2|DSEC
OG0005287	LOC111599216|XP_023170582.2|DHYD	LOC6617340|XP_002041665.2|DSEC
OG0005288	LOC111601409|XP_023173740.1|DHYD	LOC6611537|XP_032571013.1|DSEC
OG0005289	LOC111594399|XP_023163434.2|DHYD	LOC6620141|XP_032570993.1|DSEC
OG0005290	LOC111603593|XP_023177019.1|DHYD	LOC6613967|XP_032578285.1|DSEC
OG0005291	LOC111592600|XP_023160692.2|DHYD	LOC6617839|XP_002042147.1|DSEC
OG0005292	LOC111592550|XP_023160605.2|DHYD	LOC6617843|XP_032575295.1|DSEC
OG0005293	LOC111598961|XP_023170215.2|DHYD	LOC6611335|XP_002035882.1|DSEC
OG0005294	LOC111602448|XP_023175276.1|DHYD	LOC6617710|XP_002042022.1|DSEC
OG0005295	LOC111592643|XP_030079130.1|DHYD	LOC6617838|XP_032569964.1|DSEC
OG0005296	LOC111600835|XP_023172907.2|DHYD	LOC6614009|XP_032578189.1|DSEC
OG0005297	LOC111603966|XP_023177574.2|DHYD	LOC6611705|XP_032569907.1|DSEC
OG0005298	LOC111594691|XP_023163879.1|DHYD	LOC6611850|XP_002036372.1|DSEC
OG0005299	LOC111600236|XP_030080625.1|DHYD	LOC6612736|XP_002037239.1|DSEC
OG0005300	LOC111591989|XP_023159716.2|DHYD	LOC6620248|XP_002044457.2|DSEC
OG0005301	LOC111603746|XP_023177239.2|DHYD	LOC6611873|XP_002036391.1|DSEC
OG0005302	LOC111600585|XP_023172540.2|DHYD	LOC6608691|XP_002033418.1|DSEC
OG0005303	LOC111599368|XP_030079229.1|DHYD	LOC6614583|XP_002039011.1|DSEC
OG0005304	LOC111594351|XP_023163379.2|DHYD	LOC6613629|XP_032573579.1|DSEC
OG0005305	LOC111602142|XP_023174859.2|DHYD	LOC6610103|XP_002034714.1|DSEC
OG0005306	LOC111602522|XP_023175374.1|DHYD	LOC6614424|XP_032572339.1|DSEC
OG0005307	LOC111595188|XP_023164539.1|DHYD	LOC6612114|XP_002036631.1|DSEC
OG0005308	LOC111596129|XP_023165968.1|DHYD	LOC6612017|XP_002036534.2|DSEC
OG0005309	LOC111596130|XP_023165971.2|DHYD	LOC6613227|XP_002037704.1|DSEC
OG0005310	LOC111596225|XP_023166110.1|DHYD	LOC6611653|XP_002036188.1|DSEC
OG0005311	LOC111595858|XP_023165541.2|DHYD	LOC6617764|XP_032583330.1|DSEC
OG0005312	LOC111605510|XP_023179830.2|DHYD	LOC6617805|XP_002042117.1|DSEC
OG0005313	LOC111594667|XP_023163839.2|DHYD	LOC6611942|XP_002036459.1|DSEC
OG0005314	LOC111601192|XP_030080283.1|DHYD	LOC6617694|XP_002042006.1|DSEC
OG0005315	LOC111594233|XP_030080275.1|DHYD	LOC6614567|XP_032574175.1|DSEC
OG0005316	LOC111602106|XP_023174815.2|DHYD	LOC6610102|XP_032570030.1|DSEC
OG0005317	LOC111602515|XP_023175366.2|DHYD	LOC6614418|XP_002038851.1|DSEC
OG0005318	LOC111593159|XP_023161530.2|DHYD	LOC6621036|XP_032570485.1|DSEC
OG0005319	LOC111598937|XP_023170183.2|DHYD	LOC6611336|XP_002035883.1|DSEC
OG0005320	LOC111600352|XP_023172191.2|DHYD	LOC6614769|XP_002039188.2|DSEC
OG0005321	LOC111595937|XP_023165665.2|DHYD	LOC6612088|XP_002036605.1|DSEC
OG0005322	LOC111596306|XP_023166233.2|DHYD	LOC6620972|XP_032569839.1|DSEC
OG0005323	LOC111593166|XP_030080012.1|DHYD	LOC6611787|XP_032572103.1|DSEC
OG0005324	LOC111594746|XP_023163957.2|DHYD	LOC6611857|XP_002036379.1|DSEC
OG0005325	LOC111603884|XP_023177469.2|DHYD	LOC116803620|XP_032583561.1|DSEC
OG0005326	LOC111594684|XP_023163871.2|DHYD	LOC6611858|XP_032570920.1|DSEC
OG0005327	LOC111593761|XP_023162547.1|DHYD	LOC6611769|XP_002036292.1|DSEC
OG0005328	LOC111601394|XP_023173705.1|DHYD	LOC6616764|XP_002041101.1|DSEC
OG0005329	LOC111599781|XP_023171319.2|DHYD	LOC6604970|XP_002029813.1|DSEC
OG0005330	LOC111599780|XP_023171318.1|DHYD	LOC6604969|XP_002029812.1|DSEC
OG0005331	LOC111596064|XP_023165881.1|DHYD	LOC6613119|XP_002037600.1|DSEC
OG0005332	LOC111594653|XP_023163819.1|DHYD	LOC6618170|XP_002042448.1|DSEC
OG0005333	LOC111594218|XP_023163184.2|DHYD	LOC6617726|XP_032583148.1|DSEC
OG0005334	LOC111594392|XP_023163427.1|DHYD	LOC6611985|XP_002036502.1|DSEC
OG0005335	LOC111592133|XP_030081990.1|DHYD	LOC6608961|XP_002033675.2|DSEC
OG0005336	LOC111600021|XP_023171702.2|DHYD	LOC6621151|XP_002045331.1|DSEC
OG0005337	LOC111601206|XP_023173465.2|DHYD	LOC6609621|XP_002034298.2|DSEC
OG0005338	LOC111603936|XP_023177533.2|DHYD	LOC6611921|XP_032572417.1|DSEC
OG0005339	LOC111592591|XP_023160675.1|DHYD	LOC6612008|XP_032569933.1|DSEC
OG0005340	LOC111603855|XP_023177422.2|DHYD	LOC6620824|XP_032570565.1|DSEC, LOC116802126|XP_032581241.1|DSEC, LOC6621600|XP_032572514.1|DSEC
OG0005341	LOC111597078|XP_023167376.1|DHYD	LOC6608210|XP_002032955.1|DSEC
OG0005342	LOC111603748|XP_023177237.1|DHYD	LOC6612188|XP_032583741.1|DSEC
OG0005343	LOC111599890|XP_023171481.2|DHYD	LOC6608005|XP_032570202.1|DSEC
OG0005344	LOC111595548|XP_023165104.1|DHYD	LOC6608754|XP_002033477.1|DSEC
OG0005345	LOC111596294|XP_023166218.1|DHYD	LOC6613636|XP_002038106.1|DSEC
OG0005346	LOC111605031|XP_023179131.1|DHYD	LOC6611470|XP_002036011.1|DSEC
OG0005347	LOC111602154|XP_023174874.2|DHYD	LOC6613317|XP_032578449.1|DSEC
OG0005348	LOC111594733|XP_030079039.1|DHYD	LOC6611949|XP_002036466.1|DSEC
OG0005349	LOC111594403|XP_023163444.2|DHYD	LOC6611941|XP_002036458.1|DSEC
OG0005350	LOC111592539|XP_023160590.2|DHYD	LOC6612130|XP_002036647.1|DSEC
OG0005351	LOC111603045|XP_023176257.2|DHYD	LOC6621839|XP_032574822.1|DSEC
OG0005352	LOC111597787|XP_023168429.2|DHYD	LOC116800373|XP_032570818.1|DSEC
OG0005353	LOC111595449|XP_023164944.2|DHYD	LOC6609742|XP_002034396.1|DSEC
OG0005354	LOC111593171|XP_030079077.1|DHYD	LOC6613175|XP_032569949.1|DSEC
OG0005355	LOC111602465|XP_023175293.2|DHYD	LOC6617229|XP_002041556.1|DSEC
OG0005356	LOC111602502|XP_023175342.2|DHYD	LOC6617231|XP_032583611.1|DSEC
OG0005357	LOC111592916|XP_030080272.1|DHYD	LOC6611573|XP_002036111.1|DSEC
OG0005358	LOC111593158|XP_023161529.2|DHYD	LOC6611484|XP_002036025.1|DSEC
OG0005359	LOC111599731|XP_023171244.2|DHYD	LOC6615624|XP_032570953.1|DSEC
OG0005360	LOC111592256|XP_023160106.1|DHYD	LOC6618359|XP_032573255.1|DSEC
OG0005361	LOC111601148|XP_023173387.2|DHYD	LOC6612069|XP_032569860.1|DSEC
OG0005362	LOC111603949|XP_023177548.1|DHYD	LOC6611924|XP_002036441.1|DSEC
OG0005363	LOC111602327|XP_023175096.2|DHYD	LOC6613517|XP_002037985.1|DSEC
OG0005364	LOC111593991|XP_023162854.1|DHYD	LOC6615278|XP_002039682.1|DSEC
OG0005365	LOC111594946|XP_023164207.2|DHYD	LOC6618191|XP_032573701.1|DSEC
OG0005366	LOC111594934|XP_023164194.1|DHYD	LOC6618193|XP_032579655.1|DSEC
OG0005367	LOC111594948|XP_023164213.1|DHYD	LOC6618195|XP_002042470.1|DSEC
OG0005368	LOC111595717|XP_023165333.1|DHYD	LOC6607132|XP_032577225.1|DSEC
OG0005369	LOC111596287|XP_023166209.1|DHYD	LOC6617402|XP_002041727.1|DSEC
OG0005370	LOC111602493|XP_023175327.2|DHYD	LOC6612119|XP_002036636.1|DSEC
OG0005371	LOC111595192|XP_023164543.2|DHYD	LOC6612116|XP_002036633.1|DSEC
OG0005372	LOC111602706|XP_023175712.2|DHYD	LOC6607038|XP_002031826.1|DSEC
OG0005373	LOC111592062|XP_023159832.1|DHYD	LOC116800354|XP_032570607.1|DSEC, LOC6620646|XP_002044848.2|DSEC
OG0005374	LOC111602476|XP_023175306.1|DHYD	LOC6614420|XP_002038853.1|DSEC
OG0005375	LOC111602453|XP_030079240.1|DHYD	LOC6614419|XP_002038852.1|DSEC
OG0005376	LOC111599128|XP_030080389.1|DHYD	LOC6621851|XP_032569961.1|DSEC
OG0005377	LOC111595293|XP_030079490.1|DHYD	LOC6610361|XP_002034947.1|DSEC
OG0005378	LOC111595847|XP_023165525.2|DHYD	LOC6617377|XP_002041702.2|DSEC
OG0005379	LOC111599323|XP_023170707.1|DHYD	LOC6613054|XP_002037537.2|DSEC
OG0005380	LOC111595856|XP_030079226.1|DHYD	LOC6617366|XP_032582676.1|DSEC
OG0005381	LOC111594198|XP_023163163.1|DHYD	LOC6614527|XP_032582715.1|DSEC
OG0005382	LOC111596049|XP_023165865.1|DHYD	LOC6618217|XP_032583197.1|DSEC
OG0005383	LOC111601046|XP_023173228.1|DHYD	LOC6606098|XP_002030907.2|DSEC
OG0005384	LOC111602949|XP_023176078.1|DHYD	LOC6616896|XP_002041230.1|DSEC
OG0005385	LOC111597066|XP_023167361.2|DHYD	LOC6610052|XP_032570876.1|DSEC
OG0005386	LOC111600703|XP_023172726.2|DHYD	LOC6609409|XP_032571853.1|DSEC
OG0005387	LOC111597798|XP_030080590.1|DHYD	LOC6607375|XP_032579571.1|DSEC
OG0005388	LOC111599063|XP_023170351.1|DHYD	LOC6613484|XP_002037953.1|DSEC
OG0005389	LOC111603771|XP_023177274.2|DHYD	LOC6617684|XP_032573115.1|DSEC
OG0005390	LOC111599395|XP_023170801.1|DHYD	LOC6613435|XP_032583189.1|DSEC
OG0005391	LOC111599398|XP_023170808.1|DHYD	LOC6613434|XP_002037908.1|DSEC
OG0005392	LOC111595203|XP_023164569.1|DHYD	LOC6614475|XP_002038908.2|DSEC
OG0005393	LOC111594589|XP_023163717.2|DHYD	LOC6606586|XP_002031387.2|DSEC
OG0005394	LOC111595008|XP_023164281.2|DHYD	LOC6614472|XP_002038905.1|DSEC
OG0005395	LOC111595505|XP_023165045.2|DHYD	LOC6614557|XP_002038985.1|DSEC
OG0005396	LOC111596216|XP_023166098.1|DHYD	LOC6611649|XP_002036184.2|DSEC
OG0005397	LOC115483203|XP_030080295.1|DHYD, LOC111596218|XP_023166103.2|DHYD	LOC6611650|XP_002036185.1|DSEC
OG0005398	LOC111604945|XP_023178984.1|DHYD	LOC6613936|XP_002038401.1|DSEC
OG0005399	LOC111602334|XP_023175107.2|DHYD	LOC6608197|XP_032571600.1|DSEC
OG0005400	LOC111597662|XP_030080953.1|DHYD	LOC6608271|XP_032572295.1|DSEC
OG0005401	LOC111595776|XP_023165425.2|DHYD	LOC6611660|XP_002036195.1|DSEC
OG0005402	LOC111596229|XP_030080285.1|DHYD	LOC6611659|XP_002036194.1|DSEC
OG0005403	LOC111596222|XP_023166108.1|DHYD	LOC6611654|XP_002036189.1|DSEC
OG0005404	LOC111596223|XP_023166109.2|DHYD	LOC6611655|XP_002036190.1|DSEC
OG0005405	LOC111593862|XP_023162682.1|DHYD	LOC6615551|XP_002039925.1|DSEC
OG0005406	LOC111597652|XP_023168240.2|DHYD	LOC6609758|XP_032571773.1|DSEC
OG0005407	LOC111604137|XP_023177823.2|DHYD	LOC6615619|XP_002039993.1|DSEC
OG0005408	LOC111599452|XP_023170878.1|DHYD	LOC6613417|XP_002037891.1|DSEC
OG0005409	LOC111602505|XP_023175348.2|DHYD	LOC6611584|XP_032583133.1|DSEC
OG0005410	LOC111603752|XP_023177243.1|DHYD	LOC6613425|XP_002037899.1|DSEC
OG0005411	LOC111593571|XP_023162201.1|DHYD	LOC6608833|XP_002033547.1|DSEC
OG0005412	LOC111603828|XP_023177356.1|DHYD	LOC6608842|XP_002033556.1|DSEC
OG0005413	LOC111603454|XP_023176815.1|DHYD	LOC6608918|XP_002033632.2|DSEC
OG0005414	LOC111605476|XP_023179782.1|DHYD	LOC6619876|XP_032579989.1|DSEC
OG0005415	LOC111596802|XP_030079896.1|DHYD	LOC6620313|XP_002044521.2|DSEC
OG0005416	LOC111595612|XP_030081302.1|DHYD	LOC6608014|XP_002032762.1|DSEC
OG0005417	LOC111594938|XP_023164199.1|DHYD	LOC6614491|XP_002038924.1|DSEC
OG0005418	LOC111594743|XP_023163953.1|DHYD	LOC6618180|XP_002042455.2|DSEC
OG0005419	LOC111592594|XP_023160677.1|DHYD	LOC6612002|XP_002036519.1|DSEC
OG0005420	LOC111597754|XP_030080366.1|DHYD	LOC6611451|XP_002035993.1|DSEC
OG0005421	LOC111602451|XP_023175278.2|DHYD	LOC6621460|XP_002045609.2|DSEC
OG0005422	LOC111594894|XP_023164149.1|DHYD	LOC6614923|XP_002039340.1|DSEC
OG0005423	LOC111596979|XP_023167229.2|DHYD	LOC6611818|XP_032571868.1|DSEC
OG0005424	LOC111602091|XP_023174792.2|DHYD	LOC6615255|XP_002039661.1|DSEC
OG0005425	LOC111592713|XP_023160868.2|DHYD	LOC6620215|XP_032581154.1|DSEC
OG0005426	LOC111604141|XP_023177827.2|DHYD	LOC6608326|XP_032570332.1|DSEC
OG0005427	LOC111603902|XP_023177487.2|DHYD	LOC6614643|XP_002039070.2|DSEC
OG0005428	LOC111602206|XP_023174944.2|DHYD	LOC6613608|XP_032581523.1|DSEC
OG0005429	LOC111603636|XP_023177077.2|DHYD	LOC6613627|XP_032573544.1|DSEC
OG0005430	LOC111603825|XP_030080338.1|DHYD	LOC6613628|XP_032573568.1|DSEC
OG0005431	LOC111603940|XP_030080344.1|DHYD	LOC6619324|XP_002043541.1|DSEC
OG0005432	LOC111592081|XP_023159869.1|DHYD	LOC6620146|XP_032580959.1|DSEC
OG0005433	LOC111600589|XP_023172548.1|DHYD	LOC6609585|XP_002034262.1|DSEC
OG0005434	LOC111592090|XP_023159881.1|DHYD	LOC6619339|XP_032583166.1|DSEC
OG0005435	LOC111592057|XP_023159825.1|DHYD	LOC6614256|XP_002038698.1|DSEC
OG0005436	LOC111592056|XP_023159824.2|DHYD	LOC6620428|XP_002044636.1|DSEC
OG0005437	LOC111602365|XP_023175149.2|DHYD	LOC6616813|XP_002041150.1|DSEC
OG0005438	LOC111599102|XP_023170413.2|DHYD	LOC6617313|XP_032572419.1|DSEC
OG0005439	LOC111605478|XP_023179780.1|DHYD	LOC6606537|XP_002031338.1|DSEC
OG0005440	LOC111599525|XP_030080363.1|DHYD	LOC6613289|XP_002037766.2|DSEC
OG0005441	LOC111592900|XP_023161115.2|DHYD	LOC6617775|XP_002042087.1|DSEC
OG0005442	LOC111595780|XP_023165432.1|DHYD	LOC6614616|XP_002039044.1|DSEC
OG0005443	LOC111594408|XP_023163452.1|DHYD	LOC6611963|XP_032576142.1|DSEC
OG0005444	LOC111596059|XP_023165876.2|DHYD	LOC6617243|XP_002041570.1|DSEC
OG0005445	LOC111602005|XP_030080346.1|DHYD	LOC6612049|XP_032581224.1|DSEC
OG0005446	LOC111595785|XP_023165437.1|DHYD	LOC6611604|XP_002036141.1|DSEC
OG0005447	LOC111603528|XP_023176928.2|DHYD	LOC6613408|XP_032571273.1|DSEC
OG0005448	LOC111600879|XP_023172980.2|DHYD	LOC6609271|XP_032570143.1|DSEC
OG0005449	LOC111596959|XP_023167186.1|DHYD	LOC6619994|XP_002044206.1|DSEC
OG0005450	LOC111598221|XP_023169149.2|DHYD	LOC6618771|XP_002043029.1|DSEC
OG0005451	LOC111594213|XP_023163179.1|DHYD	LOC6614520|XP_002038951.1|DSEC
OG0005452	LOC111593760|XP_023162539.2|DHYD	LOC6615617|XP_032570457.1|DSEC
OG0005453	LOC111604921|XP_023178937.1|DHYD	LOC6607165|XP_032576411.1|DSEC
OG0005454	LOC111591955|XP_023159660.1|DHYD	LOC6617740|XP_002042052.1|DSEC
OG0005455	LOC111604076|XP_023177726.2|DHYD	LOC6618842|XP_002043091.1|DSEC
OG0005456	LOC111600349|XP_023172192.2|DHYD	LOC6614653|XP_002039080.1|DSEC
OG0005457	LOC111600563|XP_023172514.1|DHYD	LOC6614651|XP_002039078.1|DSEC
OG0005458	LOC111599316|XP_023170697.1|DHYD	LOC6617398|XP_032577199.1|DSEC
OG0005459	LOC111601487|XP_023173870.2|DHYD	LOC6613404|XP_002037878.2|DSEC
OG0005460	LOC111599195|XP_023170551.1|DHYD	LOC6613486|XP_002037955.1|DSEC
OG0005461	LOC111598969|XP_023170231.1|DHYD	LOC6614638|XP_002039065.1|DSEC
OG0005462	LOC111598970|XP_023170232.1|DHYD	LOC6614636|XP_002039063.1|DSEC
OG0005463	LOC111599830|XP_023171391.1|DHYD	LOC6605683|XP_002030499.1|DSEC
OG0005464	LOC111598935|XP_023170180.2|DHYD	LOC6614639|XP_002039066.1|DSEC
OG0005465	LOC111600378|XP_023172226.2|DHYD	LOC6614650|XP_002039077.2|DSEC
OG0005466	LOC111600562|XP_023172498.1|DHYD	LOC6614652|XP_002039079.1|DSEC
OG0005467	LOC111595212|XP_023164589.1|DHYD	LOC6607478|XP_002032247.1|DSEC
OG0005468	LOC111601935|XP_023174555.2|DHYD	LOC6611633|XP_002036169.1|DSEC
OG0005469	LOC111598958|XP_023170212.2|DHYD	LOC6611671|XP_002036206.1|DSEC
OG0005470	LOC111598983|XP_023170252.1|DHYD	LOC6611673|XP_032570026.1|DSEC
OG0005471	LOC111601176|XP_023173423.2|DHYD	LOC6614436|XP_032583714.1|DSEC
OG0005472	LOC111601178|XP_023173425.2|DHYD	LOC6614434|XP_032583717.1|DSEC
OG0005473	LOC111599200|XP_023170559.1|DHYD	LOC6613492|XP_002037961.1|DSEC
OG0005474	LOC111602450|XP_023175277.2|DHYD	LOC6617714|XP_002042026.1|DSEC
OG0005475	LOC111602445|XP_023175271.1|DHYD	LOC6617713|XP_002042025.1|DSEC
OG0005476	LOC111599888|XP_023171479.1|DHYD	LOC6608079|XP_002032827.2|DSEC
OG0005477	LOC111604474|XP_023178326.1|DHYD	LOC6605237|XP_032575714.1|DSEC
OG0005478	LOC111599134|XP_023170465.2|DHYD	LOC6613343|XP_002037818.1|DSEC
OG0005479	LOC111599133|XP_023170464.2|DHYD	LOC6613344|XP_002037819.1|DSEC
OG0005480	LOC111599447|XP_023170870.1|DHYD	LOC6613345|XP_002037820.1|DSEC
OG0005481	LOC111602309|XP_023175082.2|DHYD	LOC6613248|XP_002037725.1|DSEC
OG0005482	LOC111602356|XP_030080400.1|DHYD	LOC6613246|XP_032576143.1|DSEC
OG0005483	LOC111595213|XP_030080612.1|DHYD	LOC6606260|XP_002031065.2|DSEC
OG0005484	LOC111601171|XP_023173417.2|DHYD	LOC6611364|XP_032583480.1|DSEC
OG0005485	LOC111593974|XP_030080885.1|DHYD	LOC6608982|XP_002033696.2|DSEC
OG0005486	LOC111597702|XP_023168308.1|DHYD	LOC6608262|XP_002033006.1|DSEC
OG0005487	LOC111603753|XP_030080424.1|DHYD	LOC6613188|XP_002037669.1|DSEC
OG0005488	LOC111603749|XP_023177240.2|DHYD	LOC116803590|XP_032583444.1|DSEC
OG0005489	LOC111599111|XP_023170431.2|DHYD	LOC6617332|XP_002041657.2|DSEC
OG0005490	LOC111599064|XP_023170352.2|DHYD	LOC6617330|XP_002041655.2|DSEC
OG0005491	LOC111596371|XP_023166335.2|DHYD	LOC6617422|XP_032570678.1|DSEC
OG0005492	LOC111596288|XP_023166210.1|DHYD	LOC6617428|XP_032569842.1|DSEC
OG0005493	LOC111597198|XP_023167539.2|DHYD	LOC6614735|XP_002039159.1|DSEC
OG0005494	LOC111593803|XP_023162597.2|DHYD	LOC6618872|XP_002043120.1|DSEC
OG0005495	LOC111605378|XP_023179630.1|DHYD	LOC6618916|XP_002043164.1|DSEC
OG0005496	LOC111600785|XP_023172842.2|DHYD	LOC6619205|XP_032577452.1|DSEC
OG0005497	LOC111600372|XP_023172218.1|DHYD	LOC6614776|XP_002039195.2|DSEC
OG0005498	LOC111600373|XP_023172219.1|DHYD	LOC6614777|XP_032572280.1|DSEC
OG0005499	LOC111600344|XP_023172176.2|DHYD	LOC6614773|XP_032582935.1|DSEC
OG0005500	LOC111600345|XP_023172177.1|DHYD	LOC6614774|XP_002039193.1|DSEC
OG0005501	LOC111599001|XP_023170279.2|DHYD	LOC6614633|XP_002039060.1|DSEC
OG0005502	LOC111599002|XP_023170280.1|DHYD	LOC6614634|XP_002039061.2|DSEC
OG0005503	LOC111592558|XP_023160619.2|DHYD	LOC6612137|XP_032569918.1|DSEC
OG0005504	LOC111603758|XP_023177257.1|DHYD	LOC6617394|XP_002041719.1|DSEC
OG0005506	LOC111594681|XP_023163869.2|DHYD	LOC6618179|XP_032570441.1|DSEC
OG0005507	LOC111602454|XP_023175282.2|DHYD	LOC6617222|XP_002041549.1|DSEC
OG0005508	LOC111600857|XP_023172943.2|DHYD, LOC111602207|XP_030080228.1|DHYD	LOC6612076|XP_002036593.1|DSEC
OG0005509	LOC111601964|XP_023174606.2|DHYD	LOC6613089|XP_002037572.1|DSEC
OG0005510	LOC111600316|XP_023172142.1|DHYD	LOC6611223|XP_002035779.1|DSEC
OG0005511	LOC111593073|XP_030079980.1|DHYD	LOC6615870|XP_002040240.1|DSEC
OG0005512	LOC111605432|XP_023179708.1|DHYD	LOC6607452|XP_032578481.1|DSEC
OG0005513	LOC111603952|XP_023177555.1|DHYD	LOC6619560|XP_002043775.1|DSEC
OG0005514	LOC111597825|XP_023168481.2|DHYD	LOC6607374|XP_002032147.2|DSEC
OG0005515	LOC111593554|XP_023162177.1|DHYD	LOC6608878|XP_002033592.1|DSEC
OG0005516	LOC111596648|XP_023166714.1|DHYD	LOC6611982|XP_002036499.1|DSEC
OG0005517	LOC111599341|XP_030079213.1|DHYD	LOC6611629|XP_032583394.1|DSEC
OG0005518	LOC111600568|XP_030080229.1|DHYD	LOC6614586|XP_002039014.2|DSEC
OG0005519	LOC111602320|XP_023175089.2|DHYD	LOC6608771|XP_002033492.1|DSEC
OG0005520	LOC111601259|XP_023173536.2|DHYD	LOC6612063|XP_002036580.2|DSEC
OG0005521	LOC111601543|XP_023173948.2|DHYD	LOC6612061|XP_002036578.1|DSEC
OG0005522	LOC111592811|XP_023160990.1|DHYD, LOC115483766|XP_030081868.1|DHYD	LOC6605252|XP_032573401.1|DSEC
OG0005523	LOC111601136|XP_023173375.2|DHYD	LOC6618239|XP_002042514.2|DSEC
OG0005524	LOC111594093|XP_023163010.2|DHYD	LOC6611490|XP_032569990.1|DSEC
OG0005525	LOC111603606|XP_023177042.1|DHYD	LOC6611862|XP_032571380.1|DSEC
OG0005526	LOC111594695|XP_023163882.1|DHYD	LOC6611960|XP_002036477.1|DSEC
OG0005527	LOC111597757|XP_023168383.1|DHYD	LOC6620118|XP_032579921.1|DSEC
OG0005528	LOC111601835|XP_023174439.1|DHYD	LOC6611532|XP_002036071.1|DSEC
OG0005529	LOC111602253|XP_023175013.2|DHYD	LOC6618266|XP_032571268.1|DSEC
OG0005530	LOC111594677|XP_023163856.1|DHYD	LOC6613165|XP_032583331.1|DSEC
OG0005531	LOC111601648|XP_023174098.1|DHYD	LOC6616433|XP_002040794.1|DSEC
OG0005532	LOC111596006|XP_023165785.1|DHYD	LOC6617200|XP_032576850.1|DSEC
OG0005533	LOC111596057|XP_023165873.1|DHYD	LOC6613141|XP_002037622.1|DSEC
OG0005534	LOC111596518|XP_023166550.1|DHYD	LOC6610286|XP_002034881.2|DSEC
OG0005535	LOC111602513|XP_030079209.1|DHYD	LOC6620621|XP_032569809.1|DSEC
OG0005536	LOC111601139|XP_023173374.1|DHYD	LOC6614445|XP_002038878.1|DSEC
OG0005537	LOC111605538|XP_023179869.2|DHYD	LOC6617802|XP_032569790.1|DSEC
OG0005538	LOC111595566|XP_023165130.2|DHYD	LOC6614546|XP_002038977.1|DSEC
OG0005539	LOC111595793|XP_023165447.1|DHYD	LOC6614608|XP_002039036.1|DSEC
OG0005540	LOC111599104|XP_023170421.1|DHYD	LOC6617289|XP_002041616.2|DSEC
OG0005541	LOC111602456|XP_023175284.1|DHYD	LOC6617218|XP_002041545.1|DSEC
OG0005542	LOC111595297|XP_030079508.1|DHYD	LOC6610623|XP_002035190.1|DSEC
OG0005543	LOC111592546|XP_023160600.1|DHYD	LOC6614684|XP_002039111.1|DSEC
OG0005544	LOC111599174|XP_023170525.2|DHYD	LOC6617263|XP_032574067.1|DSEC
OG0005545	LOC111592653|XP_023160771.1|DHYD	LOC6612141|XP_002036658.1|DSEC
OG0005546	LOC111601455|XP_023173805.1|DHYD	LOC6618237|XP_002042512.1|DSEC
OG0005547	LOC111596217|XP_023166100.2|DHYD	LOC6611651|XP_002036186.1|DSEC
OG0005548	LOC111596220|XP_023166105.2|DHYD	LOC6611656|XP_002036191.1|DSEC
OG0005549	LOC111596227|XP_023166112.2|DHYD	LOC6611658|XP_002036193.1|DSEC
OG0005550	LOC111603851|XP_030079026.1|DHYD	LOC6613467|XP_032579314.1|DSEC
OG0005551	LOC111592407|XP_023160350.2|DHYD	LOC6609868|XP_002034519.1|DSEC
OG0005552	LOC111592406|XP_023160349.2|DHYD	LOC6609867|XP_002034518.1|DSEC
OG0005553	LOC111603750|XP_023177241.2|DHYD	LOC6617395|XP_002041720.1|DSEC
OG0005554	LOC111596239|XP_023166125.2|DHYD	LOC6613325|XP_032569838.1|DSEC
OG0005555	LOC111596235|XP_023166121.1|DHYD	LOC6613322|XP_002037798.2|DSEC
OG0005556	LOC111596242|XP_023166142.2|DHYD	LOC6613321|XP_002037797.1|DSEC
OG0005557	LOC111592921|XP_023161141.2|DHYD	LOC6614414|XP_002038847.1|DSEC
OG0005558	LOC111599644|XP_023171092.1|DHYD	LOC6617528|XP_032582720.1|DSEC
OG0005559	LOC111594646|XP_023163808.2|DHYD	LOC6618177|XP_002042452.1|DSEC
OG0005560	LOC111592918|XP_023161137.1|DHYD	LOC6614412|XP_002038845.1|DSEC
OG0005561	LOC111603166|XP_023176412.2|DHYD	LOC6619833|XP_002044046.1|DSEC
OG0005562	LOC111605555|XP_023179886.1|DHYD	LOC6613386|XP_032573302.1|DSEC
OG0005563	LOC111598035|XP_023168835.1|DHYD	LOC6620108|XP_032579886.1|DSEC
