Orthogroup	DHYD.longest_only	DBUS.longest_only
OG0004617	LOC111596069|XP_023165890.1|DHYD	LOC108596937|XP_017838662.1|DBUS
OG0004618	LOC111595904|XP_023165613.2|DHYD	LOC108601358|XP_017844746.1|DBUS
OG0004619	LOC111597844|XP_023168519.2|DHYD	LOC108602898|XP_017846694.1|DBUS
OG0004620	LOC111601774|XP_023174288.2|DHYD	LOC108604030|XP_017848770.1|DBUS
OG0004621	LOC111598896|XP_023170129.2|DHYD	LOC108604041|XP_017848792.1|DBUS
OG0004622	LOC111592932|XP_023161158.2|DHYD	LOC108604611|XP_017849639.1|DBUS
OG0004623	LOC111592703|XP_023160854.1|DHYD	LOC108603030|XP_017846934.1|DBUS
OG0004624	LOC111603618|XP_023177056.1|DHYD	LOC108603449|XP_017847768.1|DBUS
OG0004625	LOC111598192|XP_023169086.2|DHYD	LOC108606478|XP_033150266.1|DBUS
OG0004626	LOC111598188|XP_030078888.1|DHYD	LOC108606655|XP_017852461.1|DBUS
OG0004627	LOC111596035|XP_023165832.2|DHYD	LOC108600033|XP_017842850.1|DBUS
OG0004628	LOC111603857|XP_023177468.1|DHYD	LOC108605758|XP_017851049.1|DBUS
OG0004629	LOC111601987|XP_030080613.1|DHYD	LOC108603025|XP_017846922.1|DBUS
OG0004630	LOC111597810|XP_023168466.2|DHYD	LOC108603697|XP_017848212.1|DBUS
OG0004631	LOC111596543|XP_023166587.2|DHYD	LOC108604148|XP_017848952.1|DBUS
OG0004632	LOC111596534|XP_023166575.1|DHYD	LOC108604147|XP_017848950.1|DBUS
OG0004633	LOC111592689|XP_023160824.1|DHYD	LOC108601755|XP_017845167.1|DBUS
OG0004634	LOC111599425|XP_023170844.2|DHYD	LOC108602824|XP_017846547.1|DBUS
OG0004635	LOC111592359|XP_023160284.2|DHYD	LOC108606616|XP_017852377.1|DBUS
OG0004636	LOC111594893|XP_023164148.2|DHYD	LOC108606467|XP_017852079.1|DBUS
OG0004637	LOC111596458|XP_030079401.1|DHYD	LOC108606814|XP_017852777.1|DBUS
OG0004638	LOC111600167|XP_023171927.2|DHYD	LOC108606840|XP_017850777.1|DBUS
OG0004640	LOC111603283|XP_023176564.2|DHYD	LOC108602364|XP_017845955.1|DBUS
OG0004641	LOC111596785|XP_023166906.1|DHYD	LOC108606435|XP_017852036.1|DBUS
OG0004642	LOC111596468|XP_023166487.2|DHYD	LOC108605585|XP_017850845.1|DBUS
OG0004643	LOC111601418|XP_023173762.1|DHYD	LOC108602110|XP_017845624.1|DBUS
OG0004644	LOC111595735|XP_023165394.2|DHYD	LOC108606609|XP_017852367.1|DBUS
OG0004646	LOC111597854|XP_023168534.1|DHYD	LOC108604373|XP_017849311.1|DBUS
OG0004647	LOC111598864|XP_023170079.1|DHYD	LOC108605884|XP_017851185.1|DBUS
OG0004648	LOC111603117|XP_023176356.1|DHYD	LOC108605520|XP_017850759.1|DBUS
OG0004649	LOC111591910|XP_023159598.1|DHYD	LOC108606042|XP_033150457.1|DBUS, LOC117134951|XP_033150459.1|DBUS
OG0004650	LOC111592543|XP_023160593.2|DHYD	LOC108608316|XP_017855133.1|DBUS
OG0004651	LOC111601458|XP_023173806.2|DHYD	LOC108601993|XP_017845481.1|DBUS
OG0004652	LOC111603284|XP_023176565.2|DHYD	LOC108602760|XP_017846420.1|DBUS
OG0004653	LOC111594910|XP_030081820.1|DHYD	LOC108598281|XP_017840386.2|DBUS
OG0004654	LOC111599321|XP_023170705.2|DHYD	LOC108603140|XP_017847170.2|DBUS
OG0004655	LOC111603659|XP_023177111.1|DHYD	LOC108604491|XP_017849472.1|DBUS
OG0004656	LOC111601901|XP_023174511.1|DHYD	LOC108606352|XP_017851889.1|DBUS
OG0004657	LOC111592003|XP_023159751.2|DHYD	LOC108601471|XP_017844859.1|DBUS
OG0004658	LOC111601786|XP_023174321.2|DHYD	LOC108603065|XP_017847000.1|DBUS
OG0004659	LOC111598553|XP_023169614.1|DHYD	LOC108602085|XP_017845597.1|DBUS
OG0004660	LOC111598359|XP_023169340.2|DHYD	LOC108603885|XP_017848547.1|DBUS
OG0004661	LOC111601531|XP_023173932.2|DHYD	LOC108604010|XP_017848742.1|DBUS
OG0004662	LOC111603431|XP_023176784.1|DHYD	LOC108603313|XP_017847511.1|DBUS
OG0004663	LOC111593409|XP_023161901.2|DHYD	LOC108604953|XP_033150160.1|DBUS
OG0004664	LOC111593494|XP_023162026.2|DHYD	LOC108606858|XP_017852847.1|DBUS
OG0004665	LOC111605271|XP_030079967.1|DHYD	LOC108605651|XP_017850924.1|DBUS
OG0004666	LOC111602723|XP_023175736.1|DHYD	LOC108603776|XP_017848357.1|DBUS
OG0004667	LOC111602708|XP_023175713.1|DHYD	LOC108604599|XP_017849624.1|DBUS
OG0004668	LOC111604025|XP_023177650.1|DHYD	LOC108606822|XP_017852794.1|DBUS
OG0004669	LOC111605052|XP_023179157.1|DHYD	LOC108608386|XP_017855228.1|DBUS
OG0004670	LOC111604215|XP_023177950.1|DHYD	LOC108601729|XP_017845138.1|DBUS
OG0004671	LOC111598287|XP_023169238.1|DHYD	LOC108601949|XP_017845422.1|DBUS
OG0004672	LOC111595686|XP_023165295.2|DHYD	LOC108601271|XP_017844659.1|DBUS
OG0004673	LOC111597045|XP_023167332.1|DHYD	LOC108604761|XP_017849840.1|DBUS
OG0004674	LOC111603508|XP_023176884.1|DHYD	LOC108601660|XP_017845049.1|DBUS
OG0004675	LOC111603496|XP_023176871.1|DHYD	LOC108603118|XP_017847116.1|DBUS
OG0004676	LOC111594417|XP_023163470.2|DHYD	LOC108603442|XP_017847755.1|DBUS
OG0004677	LOC111604200|XP_023177924.1|DHYD	LOC108604367|XP_017849297.1|DBUS
OG0004678	LOC111602685|XP_023175674.2|DHYD	LOC108603580|XP_017848005.1|DBUS
OG0004679	LOC111601427|XP_023173771.2|DHYD	LOC108601348|XP_017844734.1|DBUS
OG0004680	LOC111601536|XP_023173937.2|DHYD	LOC108603872|XP_017848532.1|DBUS
OG0004681	LOC111602773|XP_023175803.1|DHYD	LOC108603595|XP_017848025.1|DBUS
OG0004682	LOC111601186|XP_023173435.1|DHYD	LOC108604718|XP_017849788.1|DBUS
OG0004683	LOC111594632|XP_023163794.2|DHYD	LOC108604559|XP_033150016.1|DBUS, LOC108602104|XP_033149777.1|DBUS
OG0004685	LOC111604259|XP_023178018.1|DHYD	LOC108604402|XP_017849351.1|DBUS
OG0004686	LOC111604850|XP_023178851.1|DHYD	LOC108603857|XP_017848503.1|DBUS
OG0004687	LOC111604263|XP_023178027.2|DHYD	LOC108601756|XP_017845168.1|DBUS
OG0004688	LOC111597189|XP_023167527.2|DHYD	LOC108603096|XP_017847081.1|DBUS
OG0004689	LOC111601527|XP_023173921.1|DHYD	LOC108603458|XP_017847778.1|DBUS
OG0004690	LOC111600833|XP_023172905.1|DHYD	LOC108603367|XP_017847614.1|DBUS
OG0004691	LOC111599442|XP_023170865.2|DHYD	LOC108602818|XP_017846538.1|DBUS
OG0004692	LOC111602853|XP_023175940.2|DHYD	LOC108603182|XP_017847229.1|DBUS
OG0004693	LOC111602707|XP_023175716.1|DHYD	LOC108603639|XP_017848089.1|DBUS
OG0004694	LOC115483696|XP_030081612.1|DHYD, LOC111600804|XP_023172862.1|DHYD	LOC108604382|XP_017849326.1|DBUS
OG0004695	LOC111603510|XP_023176888.2|DHYD	LOC108603114|XP_033149998.1|DBUS
OG0004696	LOC111600726|XP_023172766.2|DHYD	LOC108601446|XP_017844833.1|DBUS
OG0004697	LOC111602832|XP_023175910.1|DHYD	LOC108605573|XP_017850830.1|DBUS
OG0004698	LOC111593006|XP_023161302.1|DHYD	LOC108605698|XP_017850978.1|DBUS
OG0004699	LOC111601754|XP_023174261.1|DHYD	LOC108603528|XP_017847911.1|DBUS
OG0004700	LOC111605503|XP_023179821.2|DHYD	LOC108601896|XP_017845359.1|DBUS
OG0004701	LOC111598499|XP_023169526.1|DHYD	LOC108602801|XP_017846513.1|DBUS
OG0004702	LOC111602782|XP_023175821.2|DHYD	LOC108603020|XP_017846906.1|DBUS
OG0004703	LOC111605516|XP_023179840.2|DHYD	LOC108602053|XP_017845555.1|DBUS
OG0004704	LOC111593671|XP_023162327.2|DHYD	LOC108603175|XP_017847224.2|DBUS
OG0004705	LOC111602648|XP_023175584.1|DHYD	LOC108603475|XP_017847805.1|DBUS
OG0004706	LOC111592840|XP_023161034.2|DHYD	LOC108600108|XP_017842967.2|DBUS
OG0004707	LOC111600864|XP_023172952.2|DHYD	LOC108604656|XP_017849694.1|DBUS
OG0004708	LOC111595323|XP_023164752.2|DHYD	LOC108604690|XP_017849735.1|DBUS
OG0004709	LOC111595954|XP_023165697.1|DHYD	LOC108601746|XP_017845155.1|DBUS
OG0004710	LOC111601496|XP_023173851.2|DHYD	LOC108603670|XP_033150148.1|DBUS
OG0004711	LOC111602921|XP_023176039.1|DHYD	LOC108601569|XP_017844956.1|DBUS
OG0004712	LOC111605552|XP_023179883.1|DHYD	LOC108601541|XP_033149875.1|DBUS
OG0004713	LOC111596496|XP_030080810.1|DHYD	LOC108604173|XP_017849000.1|DBUS
OG0004714	LOC111597166|XP_023167493.1|DHYD	LOC108603665|XP_017848147.1|DBUS
OG0004715	LOC111600353|XP_023172193.1|DHYD	LOC108607567|XP_017853947.2|DBUS
OG0004716	LOC111596489|XP_023166518.2|DHYD	LOC108601556|XP_017844944.1|DBUS
OG0004717	LOC111603190|XP_023176442.2|DHYD	LOC108607243|XP_033150182.1|DBUS
OG0004718	LOC111599380|XP_023170782.2|DHYD	LOC108608527|XP_017855429.1|DBUS
OG0004719	LOC111601985|XP_023174637.2|DHYD	LOC108604039|XP_017848787.1|DBUS
OG0004720	LOC111602785|XP_023175824.1|DHYD	LOC108602097|XP_017845609.1|DBUS
OG0004721	LOC111603298|XP_023176590.2|DHYD	LOC108603434|XP_017847743.1|DBUS
OG0004722	LOC111595240|XP_023164646.2|DHYD	LOC108601866|XP_017845313.1|DBUS
OG0004723	LOC111593472|XP_023162001.2|DHYD	LOC108599020|XP_017841290.1|DBUS, LOC108605499|XP_017850734.1|DBUS
OG0004724	LOC111596185|XP_023166060.1|DHYD	LOC108604242|XP_017849105.1|DBUS
OG0004725	LOC111594566|XP_023163691.2|DHYD	LOC108604277|XP_017849168.1|DBUS
OG0004726	LOC111603501|XP_023176876.2|DHYD	LOC108603597|XP_017848028.1|DBUS
OG0004727	LOC111605489|XP_023179802.2|DHYD	LOC108603732|XP_017848269.1|DBUS
OG0004728	LOC111605517|XP_023179843.1|DHYD	LOC108604349|XP_017849268.1|DBUS
OG0004729	LOC111603097|XP_023176325.2|DHYD	LOC108605682|XP_017850963.1|DBUS
OG0004730	LOC111602235|XP_023174987.2|DHYD	LOC108600632|XP_017843813.1|DBUS
OG0004731	LOC111601407|XP_023173733.1|DHYD	LOC108601770|XP_017845184.1|DBUS
OG0004732	LOC111603583|XP_023177004.2|DHYD	LOC108601793|XP_017845218.1|DBUS
OG0004733	LOC111603645|XP_023177092.2|DHYD	LOC108604534|XP_017849538.1|DBUS
OG0004734	LOC111594804|XP_023164034.2|DHYD	LOC108604681|XP_017849726.1|DBUS
OG0004735	LOC111601512|XP_023173875.2|DHYD	LOC108603763|XP_017848334.1|DBUS
OG0004736	LOC111605461|XP_023179746.2|DHYD	LOC108603292|XP_017847452.1|DBUS
OG0004737	LOC111596030|XP_023165829.2|DHYD	LOC108602719|XP_017846363.1|DBUS
OG0004738	LOC111596467|XP_023166491.2|DHYD	LOC108604054|XP_017848805.1|DBUS
OG0004739	LOC115483797|XP_030081913.1|DHYD, LOC111602955|XP_023176099.2|DHYD	LOC108603245|XP_017847363.1|DBUS
OG0004740	LOC111598569|XP_023169638.2|DHYD	LOC108602113|XP_017845627.1|DBUS
OG0004741	LOC111604251|XP_023178005.2|DHYD	LOC108603316|XP_017847517.1|DBUS
OG0004742	LOC111594130|XP_030079792.1|DHYD	LOC108607359|XP_017853542.1|DBUS
OG0004743	LOC111592685|XP_023160819.2|DHYD	LOC108602990|XP_017846873.1|DBUS
OG0004744	LOC111601160|XP_023173408.1|DHYD	LOC108596807|XP_017838409.2|DBUS
OG0004745	LOC111604885|XP_030078765.1|DHYD	LOC108601486|XP_017844873.1|DBUS
OG0004746	LOC111604642|XP_030078616.1|DHYD	LOC108603864|XP_017848520.1|DBUS
OG0004747	LOC111598899|XP_023170134.2|DHYD	LOC108603865|XP_017848521.1|DBUS
OG0004748	LOC111604641|XP_030078648.1|DHYD	LOC108603750|XP_017848313.1|DBUS
OG0004749	LOC111600613|XP_023172574.1|DHYD	LOC108603833|XP_017848461.1|DBUS
OG0004750	LOC111597876|XP_023168569.1|DHYD	LOC108602905|XP_017846702.1|DBUS
OG0004751	LOC111594962|XP_023164229.2|DHYD	LOC108603725|XP_017848255.1|DBUS
OG0004752	LOC111597766|XP_023168392.2|DHYD	LOC108604107|XP_017848877.1|DBUS
OG0004753	LOC111594492|XP_023163570.1|DHYD	LOC108603804|XP_017848391.1|DBUS
OG0004754	LOC111603246|XP_023176521.1|DHYD	LOC108602761|XP_017846422.1|DBUS
OG0004755	LOC111600634|XP_023172607.1|DHYD	LOC108601717|XP_017845124.1|DBUS
OG0004756	LOC111600709|XP_023172733.2|DHYD	LOC108601813|XP_017845239.1|DBUS
OG0004757	LOC111594587|XP_023163713.2|DHYD	LOC108602875|XP_017846653.1|DBUS
OG0004758	LOC111601342|XP_023173641.2|DHYD	LOC108604597|XP_017849619.1|DBUS
OG0004759	LOC111605433|XP_023179716.1|DHYD	LOC108604209|XP_017849059.1|DBUS
OG0004760	LOC111602645|XP_023175579.2|DHYD	LOC108602300|XP_017845869.1|DBUS
OG0004761	LOC111602537|XP_023175447.2|DHYD	LOC108604344|XP_017849261.1|DBUS
OG0004762	LOC111592584|XP_023160665.1|DHYD	LOC108607737|XP_017854250.2|DBUS
OG0004763	LOC111592930|XP_023161157.1|DHYD	LOC108601983|XP_017845467.1|DBUS
OG0004764	LOC111593255|XP_023161687.1|DHYD	LOC108604248|XP_017849118.1|DBUS
OG0004765	LOC111601768|XP_030081568.1|DHYD	LOC108601617|XP_017845005.1|DBUS
OG0004766	LOC111593690|XP_023162356.1|DHYD	LOC108604462|XP_017849431.1|DBUS
OG0004767	LOC111605482|XP_023179785.2|DHYD	LOC108603296|XP_017847457.1|DBUS
OG0004768	LOC111605524|XP_023179853.2|DHYD	LOC108604434|XP_017849397.1|DBUS
OG0004769	LOC111599003|XP_023170282.2|DHYD	LOC108603050|XP_017846968.1|DBUS
OG0004770	LOC111601337|XP_023173634.1|DHYD	LOC108603252|XP_017847380.1|DBUS
OG0004771	LOC111596424|XP_023166404.2|DHYD	LOC108602186|XP_017845720.1|DBUS
OG0004772	LOC111602717|XP_030078721.1|DHYD	LOC108603938|XP_033150008.1|DBUS, LOC108603946|XP_017848627.2|DBUS, LOC108603939|XP_033149855.1|DBUS
OG0004773	LOC111600663|XP_023172656.1|DHYD	LOC108603067|XP_017847001.1|DBUS
OG0004774	LOC111600664|XP_023172657.1|DHYD, LOC115482730|XP_030081894.1|DHYD	LOC108603068|XP_017847011.2|DBUS
OG0004775	LOC111595727|XP_023165349.1|DHYD	LOC108602161|XP_017845683.1|DBUS
OG0004776	LOC111593823|XP_023162623.2|DHYD	LOC108597629|XP_017839761.1|DBUS
OG0004777	LOC111600847|XP_023172920.1|DHYD	LOC117135101|XP_033150992.1|DBUS
OG0004778	LOC111600407|XP_023172256.1|DHYD	LOC108608410|XP_017855258.2|DBUS
OG0004779	LOC111602791|XP_023175836.2|DHYD	LOC108603347|XP_017847568.1|DBUS
OG0004780	LOC111599157|XP_023170496.1|DHYD	LOC108603516|XP_017847900.1|DBUS
OG0004781	LOC111604256|XP_023178014.2|DHYD	LOC108602993|XP_033150133.1|DBUS
OG0004782	LOC111602699|XP_023175699.2|DHYD	LOC108604758|XP_017849836.1|DBUS
OG0004783	LOC111603211|XP_023176476.1|DHYD	LOC108606518|XP_017852180.1|DBUS
OG0004784	LOC111594550|XP_023163671.1|DHYD	LOC108602485|XP_017846097.1|DBUS
OG0004785	LOC111594564|XP_023163689.1|DHYD	LOC108602195|XP_017845733.1|DBUS
OG0004786	LOC111594586|XP_023163712.1|DHYD	LOC108602476|XP_017846089.1|DBUS
OG0004787	LOC111594443|XP_023163498.1|DHYD	LOC108601462|XP_017844849.1|DBUS
OG0004788	LOC111594607|XP_023163750.2|DHYD	LOC108602484|XP_017846096.1|DBUS
OG0004789	LOC111594444|XP_023163499.2|DHYD	LOC108601463|XP_017844851.1|DBUS
OG0004790	LOC111597104|XP_030080688.1|DHYD	LOC108601927|XP_017845392.1|DBUS
OG0004791	LOC111597155|XP_030080685.1|DHYD	LOC108603236|XP_017847345.1|DBUS
OG0004792	LOC111603485|XP_023176850.1|DHYD	LOC108603943|XP_017848625.1|DBUS
OG0004793	LOC111594815|XP_023164045.2|DHYD	LOC108603122|XP_017847130.1|DBUS
OG0004794	LOC111605587|XP_023179958.2|DHYD	LOC108604188|XP_017849027.1|DBUS
OG0004795	LOC111603245|XP_023176520.2|DHYD	LOC108603335|XP_017847549.1|DBUS
OG0004796	LOC111596411|XP_023166390.1|DHYD	LOC108603696|XP_017848211.1|DBUS
OG0004797	LOC111598219|XP_030080666.1|DHYD	LOC108602341|XP_033150027.1|DBUS
OG0004798	LOC111594450|XP_023163511.1|DHYD	LOC108603905|XP_017848575.1|DBUS
OG0004799	LOC111605464|XP_023179751.2|DHYD	LOC108603331|XP_017847544.1|DBUS
OG0004800	LOC111593264|XP_023161699.1|DHYD	LOC108601768|XP_017845181.1|DBUS
OG0004801	LOC111598517|XP_023169561.2|DHYD	LOC108601999|XP_017845488.1|DBUS
OG0004802	LOC111600669|XP_023172685.2|DHYD	LOC108602139|XP_017845656.1|DBUS
OG0004803	LOC111600231|XP_030080753.1|DHYD	LOC108602340|XP_017845921.1|DBUS
OG0004804	LOC111605475|XP_023179777.2|DHYD	LOC108603091|XP_017847077.1|DBUS
OG0004805	LOC111593678|XP_023162338.2|DHYD	LOC108601872|XP_017845321.1|DBUS
OG0004806	LOC111591982|XP_023159701.1|DHYD	LOC108606587|XP_017852306.1|DBUS
OG0004807	LOC111600843|XP_023172916.1|DHYD	LOC117134676|XP_033149013.1|DBUS
OG0004808	LOC111594620|XP_023163779.1|DHYD	LOC108601422|XP_017844809.1|DBUS
OG0004809	LOC115483778|XP_030081880.1|DHYD, LOC111600697|XP_023172720.1|DHYD	LOC108603200|XP_017847271.1|DBUS
OG0004810	LOC111600708|XP_023172732.1|DHYD	LOC108603199|XP_017847270.1|DBUS
OG0004811	LOC111596652|XP_023166719.1|DHYD	LOC108600049|XP_017842883.1|DBUS
OG0004812	LOC111593692|XP_023162359.2|DHYD	LOC108601873|XP_017845322.1|DBUS
OG0004813	LOC111603657|XP_023177109.2|DHYD	LOC108604490|XP_017849471.1|DBUS
OG0004814	LOC111605427|XP_023179704.2|DHYD	LOC108604250|XP_017849121.1|DBUS
OG0004815	LOC111605129|XP_023179261.2|DHYD	LOC108607065|XP_017853170.1|DBUS
OG0004816	LOC111603178|XP_023176427.2|DHYD	LOC108605283|XP_017850420.1|DBUS
OG0004817	LOC111603145|XP_023176389.2|DHYD	LOC108605282|XP_017850419.1|DBUS
OG0004818	LOC111602769|XP_023175800.1|DHYD	LOC108604654|XP_017849692.1|DBUS
OG0004819	LOC111599596|XP_023171047.2|DHYD	LOC108604261|XP_017849144.1|DBUS
OG0004820	LOC111594622|XP_023163780.2|DHYD	LOC108604290|XP_017849191.1|DBUS
OG0004821	LOC111596419|XP_023166398.2|DHYD	LOC108604348|XP_017849267.1|DBUS
OG0004822	LOC111601498|XP_023173855.2|DHYD	LOC108603523|XP_017847906.1|DBUS
OG0004823	LOC111594411|XP_023163455.2|DHYD	LOC108603807|XP_017848395.1|DBUS
OG0004824	LOC111594412|XP_023163464.1|DHYD	LOC108603808|XP_033149831.1|DBUS
OG0004825	LOC111594132|XP_023163060.1|DHYD	LOC108607426|XP_017853721.1|DBUS
OG0004826	LOC111595589|XP_023165171.2|DHYD	LOC108604482|XP_017849460.1|DBUS
OG0004827	LOC111595699|XP_023165315.2|DHYD	LOC108601924|XP_017845390.1|DBUS
OG0004828	LOC111602676|XP_023175658.1|DHYD	LOC108603348|XP_017847570.1|DBUS
OG0004829	LOC111596501|XP_023166530.2|DHYD	LOC108604514|XP_017849507.1|DBUS
OG0004830	LOC111598547|XP_030080580.1|DHYD	LOC108602945|XP_017846782.1|DBUS
OG0004831	LOC111600460|XP_023172329.1|DHYD	LOC108600701|XP_017843911.2|DBUS
OG0004832	LOC111596086|XP_023165918.1|DHYD	LOC108603767|XP_017848343.1|DBUS
OG0004833	LOC111598541|XP_023169598.1|DHYD	LOC108601748|XP_017845160.1|DBUS
OG0004834	LOC111602771|XP_023175805.1|DHYD, LOC115483790|XP_030081908.1|DHYD	LOC108603772|XP_017848348.1|DBUS
OG0004835	LOC111601421|XP_023173764.2|DHYD	LOC108601791|XP_017845216.1|DBUS
OG0004836	LOC111596604|XP_023166654.2|DHYD	LOC108602117|XP_017845631.1|DBUS
OG0004837	LOC111605727|XP_023180187.1|DHYD	LOC108599044|XP_017841313.1|DBUS
OG0004838	LOC111601321|XP_023173619.2|DHYD	LOC108601469|XP_017844857.1|DBUS
OG0004839	LOC111601292|XP_023173569.2|DHYD	LOC108601467|XP_033150138.1|DBUS
OG0004840	LOC111593357|XP_030078671.1|DHYD	LOC108602923|XP_017846754.1|DBUS
OG0004841	LOC111598967|XP_023170227.1|DHYD	LOC108599987|XP_017842754.2|DBUS
OG0004842	LOC111604260|XP_023178022.1|DHYD	LOC108602996|XP_017846879.1|DBUS
OG0004843	LOC111592938|XP_023161167.1|DHYD	LOC108603556|XP_017847965.1|DBUS
OG0004844	LOC111604951|XP_023178995.2|DHYD	LOC108602865|XP_017846642.1|DBUS
OG0004845	LOC111604933|XP_023178971.1|DHYD	LOC108603714|XP_017848243.1|DBUS
OG0004846	LOC111595013|XP_023164287.1|DHYD	LOC108600469|XP_017843566.1|DBUS
OG0004847	LOC111595011|XP_023164285.2|DHYD	LOC108608081|XP_017854765.1|DBUS
OG0004849	LOC111595558|XP_023165120.2|DHYD	LOC108607164|XP_017853308.1|DBUS
OG0004850	LOC111596276|XP_023166206.1|DHYD	LOC108602833|XP_017846563.1|DBUS
OG0004851	LOC111595189|XP_030078617.1|DHYD	LOC108601473|XP_033150134.1|DBUS
OG0004852	LOC111595676|XP_023165283.2|DHYD	LOC108602047|XP_033149812.1|DBUS
OG0004853	LOC111594129|XP_023163056.2|DHYD	LOC108595588|XP_017836339.1|DBUS
OG0004854	LOC111605196|XP_023179368.1|DHYD	LOC108599495|XP_017841830.1|DBUS
OG0004855	LOC111592810|XP_023160989.2|DHYD	LOC108598145|XP_017840252.2|DBUS
OG0004856	LOC111603064|XP_030081848.1|DHYD	LOC108599827|XP_017842421.1|DBUS
OG0004857	LOC111601714|XP_023174200.2|DHYD	LOC108599247|XP_017841533.1|DBUS
OG0004858	LOC111603072|XP_023176297.2|DHYD	LOC108600696|XP_017843903.2|DBUS
OG0004859	LOC111603073|XP_023176300.2|DHYD	LOC108600625|XP_017843798.1|DBUS
OG0004860	LOC111602893|XP_023175997.1|DHYD	LOC108598556|XP_017840731.1|DBUS
OG0004861	LOC111598679|XP_023169808.2|DHYD	LOC108600292|XP_017843253.1|DBUS
OG0004862	LOC111598754|XP_030081508.1|DHYD	LOC108599974|XP_033149713.1|DBUS
OG0004863	LOC111605644|XP_023180073.2|DHYD	LOC108600545|XP_017843692.2|DBUS
OG0004864	LOC111598688|XP_023169820.1|DHYD	LOC108600542|XP_017843687.1|DBUS
OG0004865	LOC111594964|XP_023164230.2|DHYD	LOC108604073|XP_017848831.1|DBUS
OG0004866	LOC111605651|XP_023180081.2|DHYD	LOC108600699|XP_017843909.2|DBUS
OG0004867	LOC111603554|XP_023176959.2|DHYD	LOC108597210|XP_017839137.1|DBUS
OG0004868	LOC111603234|XP_023176509.2|DHYD	LOC108596941|XP_017838668.1|DBUS
OG0004869	LOC111597637|XP_023168210.1|DHYD	LOC108596255|XP_017837298.1|DBUS
OG0004870	LOC111597642|XP_023168215.1|DHYD	LOC108597033|XP_017838815.1|DBUS
OG0004871	LOC111604112|XP_023177787.2|DHYD	LOC108597681|XP_017839844.1|DBUS
OG0004872	LOC111605377|XP_023179629.1|DHYD	LOC108596294|XP_017837374.1|DBUS
OG0004873	LOC111596226|XP_023166111.2|DHYD	LOC108602730|XP_017846373.1|DBUS
OG0004874	LOC111604246|XP_030080826.1|DHYD	LOC108603961|XP_017848651.1|DBUS
OG0004875	LOC111594898|XP_023164152.2|DHYD	LOC108606415|XP_017852000.2|DBUS
OG0004876	LOC111602826|XP_023175905.2|DHYD	LOC108607152|XP_017853286.1|DBUS
OG0004877	LOC111598382|XP_023169359.2|DHYD	LOC108601148|XP_017844566.1|DBUS
OG0004878	LOC111604138|XP_023177824.1|DHYD	LOC108595399|XP_017836114.1|DBUS
OG0004880	LOC111596665|XP_023166740.1|DHYD	LOC108600832|XP_017844116.1|DBUS
OG0004881	LOC111592319|XP_023160204.2|DHYD	LOC108600754|XP_017844000.2|DBUS
OG0004882	LOC111595644|XP_023165237.1|DHYD	LOC108601083|XP_017844473.1|DBUS
OG0004883	LOC111597539|XP_023168096.2|DHYD	LOC108599539|XP_017841913.1|DBUS
OG0004884	LOC111597708|XP_023168314.2|DHYD	LOC108596739|XP_017838290.1|DBUS
OG0004885	LOC111605210|XP_030081099.1|DHYD	LOC108594776|XP_017835403.1|DBUS
OG0004886	LOC111594008|XP_023162873.1|DHYD	LOC108596834|XP_017838446.1|DBUS
OG0004887	LOC111597671|XP_023168265.1|DHYD	LOC108595409|XP_017836124.2|DBUS
OG0004888	LOC111598262|XP_030081015.1|DHYD	LOC108596778|XP_017838366.1|DBUS
OG0004889	LOC111600629|XP_023172600.2|DHYD	LOC108597538|XP_033149031.1|DBUS
OG0004890	LOC111600738|XP_023172785.1|DHYD	LOC108597525|XP_017839611.1|DBUS
OG0004891	LOC111593445|XP_023161966.2|DHYD	LOC108605889|XP_017851193.1|DBUS
OG0004892	LOC111594339|XP_023163354.1|DHYD	LOC108597757|XP_017839955.1|DBUS
OG0004893	LOC111600600|XP_023172560.2|DHYD	LOC108595195|XP_017835868.1|DBUS
OG0004894	LOC111603290|XP_023176581.1|DHYD	LOC108595227|XP_017835911.1|DBUS
OG0004895	LOC111594116|XP_023163043.1|DHYD	LOC108597275|XP_017839228.1|DBUS
OG0004896	LOC111604305|XP_023178109.2|DHYD	LOC108595028|XP_017835652.1|DBUS
OG0004897	LOC111604281|XP_030080986.1|DHYD	LOC108597214|XP_017839143.1|DBUS
OG0004898	LOC111593731|XP_023162487.1|DHYD	LOC108596669|XP_017838164.1|DBUS
OG0004899	LOC111599895|XP_030079706.1|DHYD	LOC108596385|XP_017837545.1|DBUS
OG0004900	LOC111600711|XP_023172736.2|DHYD	LOC108597466|XP_017839528.1|DBUS
OG0004901	LOC111600640|XP_023172615.2|DHYD	LOC108595063|XP_017835697.1|DBUS
OG0004902	LOC111596938|XP_023167157.1|DHYD	LOC108598443|XP_017840565.1|DBUS
OG0004903	LOC111603846|XP_023177396.1|DHYD	LOC108596444|XP_017837677.1|DBUS
OG0004904	LOC111602733|XP_023175746.2|DHYD	LOC108603582|XP_017848011.1|DBUS
OG0004905	LOC111593819|XP_023162617.1|DHYD	LOC108596972|XP_017838710.1|DBUS
OG0004906	LOC111603736|XP_023177220.2|DHYD	LOC108598576|XP_017840752.2|DBUS
OG0004907	LOC111595652|XP_023165243.1|DHYD	LOC108598721|XP_017840940.1|DBUS
