Orthogroup	DHYD.longest_only	DGUA.longest_only
OG0005366	LOC111594934|XP_023164194.1|DHYD	LOC117582648|XP_034126435.1|DGUA
OG0005367	LOC111594948|XP_023164213.1|DHYD	LOC117582646|XP_034126433.1|DGUA
OG0005368	LOC111595717|XP_023165333.1|DHYD	LOC117582806|XP_034126728.1|DGUA
OG0005369	LOC111596287|XP_023166209.1|DHYD	LOC117582114|XP_034125579.1|DGUA
OG0005370	LOC111602493|XP_023175327.2|DHYD	LOC117582501|XP_034126176.1|DGUA
OG0005371	LOC111595192|XP_023164543.2|DHYD	LOC117582504|XP_034126182.1|DGUA
OG0005372	LOC111602706|XP_023175712.2|DHYD	LOC117589784|XP_034137872.1|DGUA
OG0005373	LOC111592062|XP_023159832.1|DHYD	LOC117587593|XP_034134327.1|DGUA
OG0005374	LOC111602476|XP_023175306.1|DHYD	LOC117584857|XP_034129889.1|DGUA
OG0005375	LOC111602453|XP_030079240.1|DHYD	LOC117584855|XP_034129887.1|DGUA
OG0005376	LOC111599128|XP_030080389.1|DHYD	LOC117582529|XP_034126221.1|DGUA
OG0005377	LOC111595293|XP_030079490.1|DHYD	LOC117580165|XP_034122376.1|DGUA
OG0005378	LOC111595847|XP_023165525.2|DHYD	LOC117581994|XP_034125380.1|DGUA
OG0005379	LOC111599323|XP_023170707.1|DHYD	LOC117582161|XP_034125651.1|DGUA
OG0005380	LOC111595856|XP_030079226.1|DHYD	LOC117582097|XP_034125550.1|DGUA
OG0005381	LOC111594198|XP_023163163.1|DHYD	LOC117582558|XP_034126279.1|DGUA
OG0005382	LOC111596049|XP_023165865.1|DHYD	LOC117581793|XP_034125115.1|DGUA
OG0005383	LOC111601046|XP_023173228.1|DHYD	LOC117589141|XP_034136719.1|DGUA
OG0005384	LOC111602949|XP_023176078.1|DHYD	LOC117586431|XP_034132359.1|DGUA
OG0005385	LOC111597066|XP_023167361.2|DHYD	LOC117578574|XP_034120046.1|DGUA
OG0005386	LOC111600703|XP_023172726.2|DHYD	LOC117591584|XP_034140794.1|DGUA
OG0005387	LOC111597798|XP_030080590.1|DHYD	LOC117582740|XP_034126565.1|DGUA
OG0005388	LOC111599063|XP_023170351.1|DHYD	LOC117584484|XP_034129300.1|DGUA
OG0005389	LOC111603771|XP_023177274.2|DHYD	LOC117581684|XP_034124950.1|DGUA
OG0005390	LOC111599395|XP_023170801.1|DHYD	LOC117584684|XP_034129604.1|DGUA
OG0005391	LOC111599398|XP_023170808.1|DHYD	LOC117584687|XP_034129607.1|DGUA
OG0005392	LOC111595203|XP_023164569.1|DHYD	LOC117582014|XP_034125426.1|DGUA
OG0005393	LOC111594589|XP_023163717.2|DHYD	LOC117589822|XP_034137944.1|DGUA
OG0005394	LOC111595008|XP_023164281.2|DHYD	LOC117582012|XP_034125420.1|DGUA
OG0005395	LOC111595505|XP_023165045.2|DHYD	LOC117582174|XP_034125668.1|DGUA
OG0005396	LOC111596216|XP_023166098.1|DHYD	LOC117581774|XP_034125086.1|DGUA
OG0005397	LOC115483203|XP_030080295.1|DHYD, LOC111596218|XP_023166103.2|DHYD	LOC117582232|XP_034125734.1|DGUA
OG0005398	LOC111604945|XP_023178984.1|DHYD	LOC117585732|XP_034131268.1|DGUA
OG0005399	LOC111602334|XP_023175107.2|DHYD	LOC117581462|XP_034124575.1|DGUA
OG0005400	LOC111597662|XP_030080953.1|DHYD	LOC117588906|XP_034136357.1|DGUA
OG0005401	LOC111595776|XP_023165425.2|DHYD	LOC117582302|XP_034125835.1|DGUA
OG0005402	LOC111596229|XP_030080285.1|DHYD	LOC117582000|XP_034125387.1|DGUA
OG0005403	LOC111596222|XP_023166108.1|DHYD	LOC117581734|XP_034125006.1|DGUA
OG0005404	LOC111596223|XP_023166109.2|DHYD	LOC117581735|XP_034125007.1|DGUA
OG0005405	LOC111593862|XP_023162682.1|DHYD	LOC117586839|XP_034133025.1|DGUA
OG0005406	LOC111597652|XP_023168240.2|DHYD	LOC117586700|XP_034132862.1|DGUA
OG0005407	LOC111604137|XP_023177823.2|DHYD	LOC117590254|XP_034138621.1|DGUA
OG0005408	LOC111599452|XP_023170878.1|DHYD	LOC117583945|XP_034128534.1|DGUA
OG0005409	LOC111602505|XP_023175348.2|DHYD	LOC117582170|XP_034125662.1|DGUA
OG0005410	LOC111603752|XP_023177243.1|DHYD	LOC117583949|XP_034128539.1|DGUA
OG0005411	LOC111593571|XP_023162201.1|DHYD	LOC117583340|XP_034127498.1|DGUA
OG0005412	LOC111603828|XP_023177356.1|DHYD	LOC117588703|XP_034136046.1|DGUA
OG0005413	LOC111603454|XP_023176815.1|DHYD	LOC117578714|XP_034120257.1|DGUA
OG0005414	LOC111605476|XP_023179782.1|DHYD	LOC117591044|XP_034140030.1|DGUA
OG0005415	LOC111596802|XP_030079896.1|DHYD	LOC117581319|XP_034124311.1|DGUA
OG0005416	LOC111595612|XP_030081302.1|DHYD	LOC117585692|XP_034131201.1|DGUA
OG0005417	LOC111594938|XP_023164199.1|DHYD	LOC117582201|XP_034125700.1|DGUA
OG0005418	LOC111594743|XP_023163953.1|DHYD	LOC117582117|XP_034125582.1|DGUA
OG0005419	LOC111592594|XP_023160677.1|DHYD	LOC117583953|XP_034128544.1|DGUA
OG0005420	LOC111597754|XP_030080366.1|DHYD	LOC117584466|XP_034129278.1|DGUA
OG0005421	LOC111602451|XP_023175278.2|DHYD	LOC117584655|XP_034129574.1|DGUA
OG0005422	LOC111594894|XP_023164149.1|DHYD	LOC117588408|XP_034135564.1|DGUA
OG0005423	LOC111596979|XP_023167229.2|DHYD	LOC117587933|XP_034134813.1|DGUA
OG0005424	LOC111602091|XP_023174792.2|DHYD	LOC117582347|XP_034125931.1|DGUA
OG0005425	LOC111592713|XP_023160868.2|DHYD	LOC117591423|XP_034140572.1|DGUA
OG0005426	LOC111604141|XP_023177827.2|DHYD	LOC117592214|XP_034141730.1|DGUA
OG0005427	LOC111603902|XP_023177487.2|DHYD	LOC117587626|XP_034134377.1|DGUA
OG0005428	LOC111602206|XP_023174944.2|DHYD	LOC117588135|XP_034135116.1|DGUA
OG0005429	LOC111603636|XP_023177077.2|DHYD	LOC117591060|XP_034140052.1|DGUA
OG0005430	LOC111603825|XP_030080338.1|DHYD	LOC117591061|XP_034140054.1|DGUA
OG0005431	LOC111603940|XP_030080344.1|DHYD	LOC117591074|XP_034140066.1|DGUA
OG0005432	LOC111592081|XP_023159869.1|DHYD	LOC117587596|XP_034134338.1|DGUA
OG0005433	LOC111600589|XP_023172548.1|DHYD	LOC117591906|XP_034141187.1|DGUA
OG0005434	LOC111592090|XP_023159881.1|DHYD	LOC117587780|XP_034134613.1|DGUA
OG0005435	LOC111592057|XP_023159825.1|DHYD	LOC117587599|XP_034134340.1|DGUA
OG0005436	LOC111592056|XP_023159824.2|DHYD	LOC117587597|XP_034134339.1|DGUA
OG0005437	LOC111602365|XP_023175149.2|DHYD	LOC117585815|XP_034131435.1|DGUA
OG0005438	LOC111599102|XP_023170413.2|DHYD	LOC117582442|XP_034126039.1|DGUA
OG0005439	LOC111605478|XP_023179780.1|DHYD	LOC117589943|XP_034138122.1|DGUA
OG0005440	LOC111599525|XP_030080363.1|DHYD	LOC117582564|XP_034126290.1|DGUA
OG0005441	LOC111592900|XP_023161115.2|DHYD	LOC117584151|XP_034128801.1|DGUA
OG0005442	LOC111595780|XP_023165432.1|DHYD	LOC117581726|XP_034124996.1|DGUA
OG0005443	LOC111594408|XP_023163452.1|DHYD	LOC117584710|XP_034129645.1|DGUA
OG0005444	LOC111596059|XP_023165876.2|DHYD	LOC117582512|XP_034126200.1|DGUA
OG0005445	LOC111602005|XP_030080346.1|DHYD	LOC117584154|XP_034128806.1|DGUA
OG0005446	LOC111595785|XP_023165437.1|DHYD	LOC117581713|XP_034124982.1|DGUA
OG0005447	LOC111603528|XP_023176928.2|DHYD	LOC117584767|XP_034129759.1|DGUA
OG0005448	LOC111600879|XP_023172980.2|DHYD	LOC117592168|XP_034141651.1|DGUA
OG0005449	LOC111596959|XP_023167186.1|DHYD	LOC117588454|XP_034135632.1|DGUA
OG0005450	LOC111598221|XP_023169149.2|DHYD	LOC117583378|XP_034127554.1|DGUA
OG0005451	LOC111594213|XP_023163179.1|DHYD	LOC117582023|XP_034125439.1|DGUA
OG0005452	LOC111593760|XP_023162539.2|DHYD	LOC117590198|XP_034138535.1|DGUA
OG0005453	LOC111604921|XP_023178937.1|DHYD	LOC117586605|XP_034132678.1|DGUA
OG0005454	LOC111591955|XP_023159660.1|DHYD	LOC117582384|XP_034125947.1|DGUA
OG0005455	LOC111604076|XP_023177726.2|DHYD	LOC117578692|XP_034120218.1|DGUA
OG0005456	LOC111600349|XP_023172192.2|DHYD	LOC117588001|XP_034134913.1|DGUA
OG0005457	LOC111600563|XP_023172514.1|DHYD	LOC117587861|XP_034134718.1|DGUA
OG0005458	LOC111599316|XP_023170697.1|DHYD	LOC117584045|XP_034128674.1|DGUA
OG0005459	LOC111601487|XP_023173870.2|DHYD	LOC117581888|XP_034125247.1|DGUA
OG0005460	LOC111599195|XP_023170551.1|DHYD	LOC117584474|XP_034129289.1|DGUA
OG0005461	LOC111598969|XP_023170231.1|DHYD	LOC117587815|XP_034134663.1|DGUA
OG0005462	LOC111598970|XP_023170232.1|DHYD	LOC117587785|XP_034134620.1|DGUA
OG0005463	LOC111599830|XP_023171391.1|DHYD	LOC117579935|XP_034121981.1|DGUA
OG0005464	LOC111598935|XP_023170180.2|DHYD	LOC117588080|XP_034135035.1|DGUA
OG0005465	LOC111600378|XP_023172226.2|DHYD	LOC117588191|XP_034135203.1|DGUA
OG0005466	LOC111600562|XP_023172498.1|DHYD	LOC117587999|XP_034134910.1|DGUA
OG0005467	LOC111595212|XP_023164589.1|DHYD	LOC117585079|XP_034130235.1|DGUA
OG0005468	LOC111601935|XP_023174555.2|DHYD	LOC117582238|XP_034125739.1|DGUA
OG0005469	LOC111598958|XP_023170212.2|DHYD	LOC117588237|XP_034135279.1|DGUA
OG0005470	LOC111598983|XP_023170252.1|DHYD	LOC117588115|XP_034135079.1|DGUA
OG0005471	LOC111601176|XP_023173423.2|DHYD	LOC117584699|XP_034129624.1|DGUA
OG0005472	LOC111601178|XP_023173425.2|DHYD	LOC117584702|XP_034129629.1|DGUA
OG0005473	LOC111599200|XP_023170559.1|DHYD	LOC117584480|XP_034129296.1|DGUA
OG0005474	LOC111602450|XP_023175277.2|DHYD	LOC117581859|XP_034125212.1|DGUA
OG0005475	LOC111602445|XP_023175271.1|DHYD	LOC117581858|XP_034125211.1|DGUA
OG0005476	LOC111599888|XP_023171479.1|DHYD	LOC117584593|XP_034129464.1|DGUA
OG0005477	LOC111604474|XP_023178326.1|DHYD	LOC117579198|XP_034120859.1|DGUA
OG0005478	LOC111599134|XP_023170465.2|DHYD	LOC117582312|XP_034125847.1|DGUA
OG0005479	LOC111599133|XP_023170464.2|DHYD	LOC117582310|XP_034125845.1|DGUA
OG0005480	LOC111599447|XP_023170870.1|DHYD	LOC117582313|XP_034125848.1|DGUA
OG0005481	LOC111602309|XP_023175082.2|DHYD	LOC117582429|XP_034126024.1|DGUA
OG0005482	LOC111602356|XP_030080400.1|DHYD	LOC117582428|XP_034126023.1|DGUA
OG0005483	LOC111595213|XP_030080612.1|DHYD	LOC117582768|XP_034126623.1|DGUA
OG0005484	LOC111601171|XP_023173417.2|DHYD	LOC117584104|XP_034128744.1|DGUA
OG0005485	LOC111593974|XP_030080885.1|DHYD	LOC117581956|XP_034125333.1|DGUA
OG0005486	LOC111597702|XP_023168308.1|DHYD	LOC117578410|XP_034119759.1|DGUA
OG0005487	LOC111603753|XP_030080424.1|DHYD	LOC117581928|XP_034125298.1|DGUA
OG0005488	LOC111603749|XP_023177240.2|DHYD	LOC117582059|XP_034125501.1|DGUA
OG0005489	LOC111599111|XP_023170431.2|DHYD	LOC117582121|XP_034125590.1|DGUA
OG0005490	LOC111599064|XP_023170352.2|DHYD	LOC117582136|XP_034125609.1|DGUA
OG0005491	LOC111596371|XP_023166335.2|DHYD	LOC117582590|XP_034126327.1|DGUA
OG0005492	LOC111596288|XP_023166210.1|DHYD	LOC117582219|XP_034125718.1|DGUA, LOC117582624|XP_034126390.1|DGUA
OG0005493	LOC111597198|XP_023167539.2|DHYD	LOC117588213|XP_034135243.1|DGUA
OG0005494	LOC111593803|XP_023162597.2|DHYD	LOC117586663|XP_034132805.1|DGUA
OG0005495	LOC111605378|XP_023179630.1|DHYD	LOC117578618|XP_034120114.1|DGUA
OG0005496	LOC111600785|XP_023172842.2|DHYD	LOC117589861|XP_034138016.1|DGUA
OG0005497	LOC111600372|XP_023172218.1|DHYD	LOC117588150|XP_034135139.1|DGUA
OG0005498	LOC111600373|XP_023172219.1|DHYD	LOC117588162|XP_034135161.1|DGUA
OG0005499	LOC111600344|XP_023172176.2|DHYD	LOC117588146|XP_034135134.1|DGUA
OG0005500	LOC111600345|XP_023172177.1|DHYD	LOC117588163|XP_034135164.1|DGUA
OG0005501	LOC111599001|XP_023170279.2|DHYD	LOC117587742|XP_034134557.1|DGUA
OG0005502	LOC111599002|XP_023170280.1|DHYD	LOC117587743|XP_034134558.1|DGUA
OG0005503	LOC111592558|XP_023160619.2|DHYD	LOC117582535|XP_034126231.1|DGUA
OG0005504	LOC111603758|XP_023177257.1|DHYD	LOC117584047|XP_034128678.1|DGUA
OG0005506	LOC111594681|XP_023163869.2|DHYD	LOC117582560|XP_034126282.1|DGUA
OG0005507	LOC111602454|XP_023175282.2|DHYD	LOC117584007|XP_034128628.1|DGUA
OG0005508	LOC111600857|XP_023172943.2|DHYD, LOC111602207|XP_030080228.1|DHYD	LOC117584139|XP_034128785.1|DGUA
OG0005509	LOC111601964|XP_023174606.2|DHYD	LOC117582492|XP_034126155.1|DGUA
OG0005510	LOC111600316|XP_023172142.1|DHYD	LOC117583883|XP_034128427.1|DGUA
OG0005511	LOC111593073|XP_030079980.1|DHYD	LOC117590828|XP_034139692.1|DGUA
OG0005512	LOC111605432|XP_023179708.1|DHYD	LOC117583259|XP_034127373.1|DGUA
OG0005513	LOC111603952|XP_023177555.1|DHYD	LOC117584515|XP_034129347.1|DGUA
OG0005514	LOC111597825|XP_023168481.2|DHYD	LOC117583284|XP_034127409.1|DGUA
OG0005515	LOC111593554|XP_023162177.1|DHYD	LOC117588724|XP_034136079.1|DGUA
OG0005516	LOC111596648|XP_023166714.1|DHYD	LOC117584505|XP_034129331.1|DGUA
OG0005517	LOC111599341|XP_030079213.1|DHYD	LOC117584726|XP_034129679.1|DGUA
OG0005518	LOC111600568|XP_030080229.1|DHYD	LOC117581880|XP_034125237.1|DGUA
OG0005519	LOC111602320|XP_023175089.2|DHYD	LOC117584115|XP_034128760.1|DGUA
OG0005520	LOC111601259|XP_023173536.2|DHYD	LOC117584808|XP_034129817.1|DGUA
OG0005521	LOC111601543|XP_023173948.2|DHYD	LOC117584810|XP_034129821.1|DGUA
OG0005522	LOC111592811|XP_023160990.1|DHYD, LOC115483766|XP_030081868.1|DHYD	LOC117579127|XP_034120754.1|DGUA
OG0005523	LOC111601136|XP_023173375.2|DHYD	LOC117584407|XP_034129160.1|DGUA
OG0005524	LOC111594093|XP_023163010.2|DHYD	LOC117591563|XP_034140763.1|DGUA
OG0005525	LOC111603606|XP_023177042.1|DHYD	LOC117587698|XP_034134485.1|DGUA
OG0005526	LOC111594695|XP_023163882.1|DHYD	LOC117584651|XP_034129570.1|DGUA
OG0005527	LOC111597757|XP_023168383.1|DHYD	LOC117590592|XP_034139244.1|DGUA
OG0005528	LOC111601835|XP_023174439.1|DHYD	LOC117584019|XP_034128642.1|DGUA
OG0005529	LOC111602253|XP_023175013.2|DHYD	LOC117587954|XP_034134848.1|DGUA
OG0005530	LOC111594677|XP_023163856.1|DHYD	LOC117584584|XP_034129450.1|DGUA
OG0005531	LOC111601648|XP_023174098.1|DHYD	LOC117587179|XP_034133588.1|DGUA
OG0005532	LOC111596006|XP_023165785.1|DHYD	LOC117582486|XP_034126136.1|DGUA
OG0005533	LOC111596057|XP_023165873.1|DHYD	LOC117584644|XP_034129558.1|DGUA
OG0005534	LOC111596518|XP_023166550.1|DHYD	LOC117589001|XP_034136504.1|DGUA
OG0005535	LOC111602513|XP_030079209.1|DHYD	LOC117581747|XP_034125035.1|DGUA
OG0005536	LOC111601139|XP_023173374.1|DHYD	LOC117584204|XP_034128865.1|DGUA
OG0005537	LOC111605538|XP_023179869.2|DHYD	LOC117584356|XP_034129083.1|DGUA
OG0005538	LOC111595566|XP_023165130.2|DHYD	LOC117582466|XP_034126082.1|DGUA
OG0005539	LOC111595793|XP_023165447.1|DHYD	LOC117582054|XP_034125489.1|DGUA
OG0005540	LOC111599104|XP_023170421.1|DHYD	LOC117582025|XP_034125442.1|DGUA
OG0005541	LOC111602456|XP_023175284.1|DHYD	LOC117584437|XP_034129240.1|DGUA
OG0005542	LOC111595297|XP_030079508.1|DHYD	LOC117589396|XP_034137203.1|DGUA
OG0005543	LOC111592546|XP_023160600.1|DHYD	LOC117587645|XP_034134421.1|DGUA
OG0005544	LOC111599174|XP_023170525.2|DHYD	LOC117582662|XP_034126466.1|DGUA
OG0005545	LOC111592653|XP_023160771.1|DHYD	LOC117582290|XP_034125818.1|DGUA
OG0005546	LOC111601455|XP_023173805.1|DHYD	LOC117584148|XP_034128799.1|DGUA
OG0005547	LOC111596217|XP_023166100.2|DHYD	LOC117581929|XP_034125299.1|DGUA
OG0005548	LOC111596220|XP_023166105.2|DHYD	LOC117581733|XP_034125003.1|DGUA
OG0005549	LOC111596227|XP_023166112.2|DHYD	LOC117582001|XP_034125388.1|DGUA
OG0005550	LOC111603851|XP_030079026.1|DHYD	LOC117581877|XP_034125233.1|DGUA
OG0005551	LOC111592407|XP_023160350.2|DHYD	LOC117581049|XP_034124196.1|DGUA
OG0005552	LOC111592406|XP_023160349.2|DHYD	LOC117585279|XP_034130597.1|DGUA
OG0005553	LOC111603750|XP_023177241.2|DHYD	LOC117584044|XP_034128673.1|DGUA
OG0005554	LOC111596239|XP_023166125.2|DHYD	LOC117582644|XP_034126417.1|DGUA
OG0005555	LOC111596235|XP_023166121.1|DHYD	LOC117582189|XP_034125683.1|DGUA
OG0005556	LOC111596242|XP_023166142.2|DHYD	LOC117582022|XP_034125438.1|DGUA
OG0005557	LOC111592921|XP_023161141.2|DHYD	LOC117584050|XP_034128681.1|DGUA
OG0005558	LOC111599644|XP_023171092.1|DHYD	LOC117580698|XP_034123214.1|DGUA
OG0005559	LOC111594646|XP_023163808.2|DHYD	LOC117582580|XP_034126316.1|DGUA
OG0005560	LOC111592918|XP_023161137.1|DHYD	LOC117584042|XP_034128671.1|DGUA
OG0005561	LOC111603166|XP_023176412.2|DHYD	LOC117588479|XP_034135667.1|DGUA
OG0005562	LOC111605555|XP_023179886.1|DHYD	LOC117582153|XP_034125629.1|DGUA
OG0005563	LOC111598035|XP_023168835.1|DHYD	LOC117590629|XP_034139333.1|DGUA
OG0005564	LOC111594783|XP_023164004.2|DHYD	LOC117584647|XP_034129562.1|DGUA
OG0005565	LOC111595199|XP_023164566.1|DHYD	LOC117582393|XP_034125968.1|DGUA
OG0005566	LOC111595200|XP_023164567.1|DHYD	LOC117582396|XP_034125970.1|DGUA
OG0005567	LOC111601783|XP_023174311.2|DHYD	LOC117583343|XP_034127496.1|DGUA
OG0005568	LOC111603541|XP_023176943.1|DHYD	LOC117584768|XP_034129760.1|DGUA
OG0005569	LOC111599346|XP_023170744.1|DHYD	LOC117582254|XP_034125755.1|DGUA
OG0005570	LOC111599071|XP_023170366.2|DHYD	LOC117582520|XP_034126208.1|DGUA
OG0005571	LOC111592779|XP_023160953.2|DHYD	LOC117584278|XP_034128990.1|DGUA
OG0005572	LOC111596625|XP_023166679.2|DHYD	LOC117578527|XP_034119978.1|DGUA
OG0005573	LOC111604911|XP_023178921.2|DHYD	LOC117586315|XP_034132192.1|DGUA
OG0005574	LOC111604107|XP_023177779.2|DHYD	LOC117590918|XP_034139845.1|DGUA
OG0005575	LOC111601772|XP_023174283.1|DHYD	LOC117589608|XP_034137574.1|DGUA
OG0005576	LOC111599991|XP_023171654.1|DHYD	LOC117581785|XP_034125108.1|DGUA
OG0005577	LOC111595079|XP_023164403.1|DHYD	LOC117580558|XP_034123052.1|DGUA
OG0005578	LOC111596667|XP_030078554.1|DHYD	LOC117586992|XP_034133283.1|DGUA
OG0005579	LOC111596662|XP_023166734.1|DHYD	LOC117586994|XP_034133284.1|DGUA
OG0005580	LOC111596015|XP_023165805.1|DHYD	LOC117586886|XP_034133111.1|DGUA
OG0005581	LOC111604861|XP_023178866.2|DHYD	LOC117588267|XP_034135298.1|DGUA
OG0005582	LOC111594916|XP_023164171.2|DHYD	LOC117579222|XP_034120885.1|DGUA
OG0005583	LOC111605169|XP_023179325.1|DHYD	LOC117589339|XP_034137081.1|DGUA
OG0005584	LOC111596299|XP_023166225.2|DHYD	LOC117588025|XP_034134957.1|DGUA
OG0005585	LOC111603633|XP_030080714.1|DHYD	LOC117586257|XP_034132089.1|DGUA
OG0005586	LOC111603594|XP_023177020.1|DHYD	LOC117586661|XP_034132798.1|DGUA
OG0005587	LOC111600067|XP_023171765.1|DHYD	LOC117584371|XP_034129102.1|DGUA
OG0005588	LOC111595093|XP_023164420.2|DHYD	LOC117587410|XP_034133959.1|DGUA
OG0005589	LOC111604915|XP_023178931.1|DHYD	LOC117586608|XP_034132688.1|DGUA
OG0005590	LOC111597739|XP_023168397.1|DHYD	LOC117578444|XP_034119858.1|DGUA
OG0005591	LOC111600205|XP_030079373.1|DHYD	LOC117581553|XP_034124775.1|DGUA
OG0005592	LOC111600277|XP_023172094.1|DHYD	LOC117584934|XP_034129985.1|DGUA
OG0005593	LOC111601739|XP_023174231.1|DHYD	LOC117587017|XP_034133319.1|DGUA
OG0005594	LOC111603680|XP_023177128.1|DHYD	LOC117579041|XP_034120627.1|DGUA
OG0005595	LOC111603678|XP_023177126.2|DHYD	LOC117579040|XP_034120626.1|DGUA
OG0005596	LOC111601598|XP_023174031.1|DHYD	LOC117587294|XP_034133774.1|DGUA
OG0005597	LOC111597403|XP_023167850.2|DHYD	LOC117585269|XP_034130579.1|DGUA
OG0005598	LOC111592684|XP_023160818.1|DHYD	LOC117582914|XP_034126901.1|DGUA
OG0005599	LOC111593735|XP_023162489.2|DHYD	LOC117578525|XP_034119976.1|DGUA
OG0005600	LOC111598491|XP_023169516.2|DHYD	LOC117586176|XP_034131979.1|DGUA
OG0005601	LOC111604984|XP_023179052.1|DHYD	LOC117588751|XP_034136120.1|DGUA
OG0005602	LOC111595180|XP_023164527.2|DHYD	LOC117591125|XP_034140119.1|DGUA
OG0005603	LOC111602588|XP_023175513.1|DHYD	LOC117591354|XP_034140477.1|DGUA
OG0005604	LOC111602584|XP_023175508.2|DHYD	LOC117578669|XP_034120187.1|DGUA
OG0005605	LOC111599657|XP_023171112.2|DHYD	LOC117587534|XP_034134268.1|DGUA
OG0005606	LOC111602439|XP_023175262.2|DHYD	LOC117584826|XP_034129843.1|DGUA
OG0005607	LOC111601446|XP_023173789.2|DHYD	LOC117586099|XP_034131849.1|DGUA
OG0005608	LOC111599416|XP_023170833.2|DHYD	LOC117586082|XP_034131829.1|DGUA
OG0005609	LOC111598470|XP_023169495.1|DHYD	LOC117579712|XP_034121597.1|DGUA
OG0005610	LOC111598202|XP_023169098.1|DHYD	LOC117589201|XP_034136821.1|DGUA
OG0005611	LOC111602903|XP_023176009.2|DHYD	LOC117589145|XP_034136723.1|DGUA
OG0005612	LOC111599871|XP_023171456.2|DHYD	LOC117585992|XP_034131707.1|DGUA
OG0005613	LOC111604958|XP_023179005.2|DHYD	LOC117586732|XP_034132918.1|DGUA
OG0005614	LOC111598506|XP_023169544.2|DHYD	LOC117586760|XP_034132961.1|DGUA
OG0005615	LOC111594637|XP_023163800.2|DHYD	LOC117583702|XP_034128075.1|DGUA
OG0005616	LOC111602999|XP_023176165.2|DHYD	LOC117586311|XP_034132185.1|DGUA
OG0005617	LOC111599564|XP_023171000.2|DHYD	LOC117585974|XP_034131674.1|DGUA
OG0005618	LOC111603122|XP_023176367.1|DHYD	LOC117584765|XP_034129761.1|DGUA
OG0005619	LOC111596759|XP_023166876.1|DHYD	LOC117589772|XP_034137859.1|DGUA
OG0005620	LOC111602845|XP_023175925.2|DHYD	LOC117590809|XP_034139667.1|DGUA
OG0005621	LOC111604035|XP_023177660.1|DHYD	LOC117581024|XP_034123743.1|DGUA
OG0005622	LOC111597363|XP_023167787.1|DHYD	LOC117581626|XP_034124885.1|DGUA
OG0005623	LOC111605601|XP_023179981.2|DHYD	LOC117590755|XP_034139583.1|DGUA
OG0005624	LOC111598633|XP_023169744.2|DHYD, LOC115483699|XP_030081621.1|DHYD	LOC117586404|XP_034132327.1|DGUA
OG0005625	LOC111603023|XP_023176221.2|DHYD	LOC117585887|XP_034131533.1|DGUA
OG0005626	LOC111602838|XP_023175918.2|DHYD	LOC117581148|XP_034123971.1|DGUA
OG0005627	LOC111596429|XP_023166410.1|DHYD	LOC117590161|XP_034138440.1|DGUA
OG0005628	LOC111594974|XP_023164241.2|DHYD	LOC117583214|XP_034127322.1|DGUA
OG0005629	LOC111605406|XP_023179675.1|DHYD	LOC117578510|XP_034119940.1|DGUA
OG0005630	LOC111604585|XP_023178464.2|DHYD	LOC117581414|XP_034124463.1|DGUA
OG0005631	LOC111593423|XP_023161935.2|DHYD	LOC117591194|XP_034140224.1|DGUA, LOC117591195|XP_034140227.1|DGUA
OG0005632	LOC111593393|XP_030079435.1|DHYD	LOC117591046|XP_034140033.1|DGUA
OG0005633	LOC111603614|XP_023177048.2|DHYD	LOC117590121|XP_034138376.1|DGUA
OG0005634	LOC111599604|XP_023171058.2|DHYD	LOC117586619|XP_034132716.1|DGUA
OG0005635	LOC111596641|XP_023166701.1|DHYD	LOC117584010|XP_034128631.1|DGUA
OG0005636	LOC111599601|XP_023171055.2|DHYD	LOC117586190|XP_034132007.1|DGUA
OG0005637	LOC111604816|XP_023178804.1|DHYD	LOC117584914|XP_034129952.1|DGUA
OG0005638	LOC111595514|XP_023165059.1|DHYD	LOC117578761|XP_034120354.1|DGUA
OG0005639	LOC111597089|XP_023167394.2|DHYD	LOC117585990|XP_034131742.1|DGUA
OG0005640	LOC111592036|XP_023159799.2|DHYD	LOC117586192|XP_034132010.1|DGUA
OG0005641	LOC111604741|XP_023178683.2|DHYD	LOC117581545|XP_034124751.1|DGUA
OG0005642	LOC111602629|XP_023175558.1|DHYD	LOC117589961|XP_034138152.1|DGUA
OG0005643	LOC111598731|XP_023169891.2|DHYD	LOC117588981|XP_034136461.1|DGUA
OG0005644	LOC111598746|XP_023169915.2|DHYD	LOC117589375|XP_034137177.1|DGUA
OG0005645	LOC111603351|XP_023176663.2|DHYD	LOC117580653|XP_034123146.1|DGUA
OG0005646	LOC111593516|XP_023162071.2|DHYD	LOC117590815|XP_034139674.1|DGUA
OG0005647	LOC111597138|XP_023167467.1|DHYD	LOC117588031|XP_034134969.1|DGUA
OG0005648	LOC111604468|XP_023178318.1|DHYD	LOC117579647|XP_034121517.1|DGUA
OG0005649	LOC111595739|XP_023165361.1|DHYD	LOC117585999|XP_034131717.1|DGUA
OG0005650	LOC111604878|XP_023178883.2|DHYD	LOC117586234|XP_034132061.1|DGUA
OG0005651	LOC111603379|XP_023176698.2|DHYD	LOC117581409|XP_034124453.1|DGUA
OG0005652	LOC111595923|XP_023165644.2|DHYD	LOC117583756|XP_034128171.1|DGUA
OG0005653	LOC111601252|XP_023173523.2|DHYD	LOC117584093|XP_034128732.1|DGUA
OG0005654	LOC111600860|XP_023172947.2|DHYD	LOC117585524|XP_034130923.1|DGUA
