Orthogroup	DHYD.longest_only	DVIR.longest_only
OG0005043	LOC111597956|XP_023168688.1|DHYD	LOC6625964|XP_002050958.1|DVIR
OG0005044	LOC111597952|XP_023168682.2|DHYD	LOC6627171|XP_002050956.1|DVIR
OG0005045	LOC111597999|XP_023168755.1|DHYD	LOC6626818|XP_015029949.1|DVIR
OG0005046	LOC111602369|XP_023175151.1|DHYD	LOC6625074|XP_002050979.1|DVIR
OG0005047	LOC111595072|XP_023164396.2|DHYD	LOC6622888|XP_002048165.1|DVIR
OG0005048	LOC111595074|XP_023164399.1|DHYD	LOC6622491|XP_002048167.1|DVIR
OG0005049	LOC111594384|XP_023163419.2|DHYD	LOC6623879|XP_032291132.1|DVIR
OG0005050	LOC111602187|XP_023174915.2|DHYD	LOC6626918|XP_032292357.1|DVIR
OG0005051	LOC111594356|XP_023163383.1|DHYD	LOC6623809|XP_002048285.1|DVIR
OG0005052	LOC111594357|XP_023163384.1|DHYD	LOC6623945|XP_002048287.1|DVIR
OG0005053	LOC111594673|XP_023163851.2|DHYD	LOC6628802|XP_002051225.1|DVIR
OG0005054	LOC111592254|XP_023160103.1|DHYD	LOC6624527|XP_002047603.3|DVIR
OG0005055	LOC111605046|XP_023179153.1|DHYD	LOC6634554|XP_002057971.2|DVIR
OG0005056	LOC111597656|XP_023168246.2|DHYD	LOC6625486|XP_032291943.1|DVIR
OG0005057	LOC115482742|XP_030079282.1|DHYD, LOC111593200|XP_023161592.2|DHYD	LOC6622900|XP_002046671.2|DVIR
OG0005058	LOC111601742|XP_023174233.1|DHYD	LOC6622264|XP_032291220.1|DVIR
OG0005059	LOC111593949|XP_023162808.1|DHYD	LOC6625423|XP_032292510.1|DVIR
OG0005060	LOC111593840|XP_023162648.1|DHYD	LOC6625046|XP_032292509.1|DVIR
OG0005061	LOC111596293|XP_023166217.2|DHYD	LOC6634216|XP_002057809.1|DVIR
OG0005062	LOC111600141|XP_030081193.1|DHYD	LOC6625229|XP_015029871.1|DVIR
OG0005063	LOC111604100|XP_023177768.2|DHYD	LOC6626801|XP_032292566.1|DVIR
OG0005064	LOC111595098|XP_023164432.1|DHYD	LOC6622514|XP_002048186.1|DVIR
OG0005065	LOC111604189|XP_023177912.2|DHYD	LOC6625710|XP_032291565.1|DVIR
OG0005066	LOC111596624|XP_023166678.1|DHYD	LOC6624852|XP_015030145.1|DVIR
OG0005067	LOC111600898|XP_023173005.2|DHYD	LOC6636372|XP_002059901.1|DVIR
OG0005068	LOC111599276|XP_023170642.1|DHYD	LOC6624189|XP_002048353.1|DVIR
OG0005069	LOC111595622|XP_023165197.1|DHYD	LOC6625056|XP_032292232.1|DVIR
OG0005070	LOC111600038|XP_023171724.2|DHYD	LOC6625742|XP_032292491.1|DVIR
OG0005071	LOC111592798|XP_023160972.1|DHYD	LOC6623465|XP_002048605.1|DVIR
OG0005072	LOC111601946|XP_023174570.1|DHYD	LOC6631762|XP_002055170.1|DVIR
OG0005073	LOC111602226|XP_023174974.1|DHYD	LOC6626808|XP_002050925.1|DVIR
OG0005074	LOC111603043|XP_023176249.2|DHYD	LOC6624272|XP_015030668.2|DVIR
OG0005075	LOC111593577|XP_023162210.2|DHYD	LOC6624766|XP_002050730.1|DVIR
OG0005076	LOC111599915|XP_023171512.1|DHYD	LOC6635924|XP_002059364.1|DVIR
OG0005078	LOC111601586|XP_023174008.2|DHYD	LOC6624716|XP_002046579.2|DVIR
OG0005079	LOC111605381|XP_023179636.2|DHYD	LOC6626598|XP_015029120.2|DVIR
OG0005080	LOC111597541|XP_023168098.2|DHYD	LOC6623149|XP_002047750.1|DVIR
OG0005081	LOC111593878|XP_023162711.2|DHYD	LOC6636342|XP_002059941.2|DVIR
OG0005082	LOC111593527|XP_023162088.1|DHYD	LOC6624419|XP_002048677.1|DVIR
OG0005083	LOC111602872|XP_023175966.1|DHYD	LOC6631650|XP_002055340.1|DVIR
OG0005084	LOC111604409|XP_023178233.2|DHYD	LOC6623825|XP_032289927.1|DVIR
OG0005085	LOC111604415|XP_023178238.1|DHYD	LOC6622379|XP_002048531.2|DVIR
OG0005086	LOC111599947|XP_023171567.1|DHYD	LOC6635792|XP_002059381.1|DVIR
OG0005087	LOC111598681|XP_030081435.1|DHYD	LOC6622892|XP_032291148.1|DVIR
OG0005088	LOC111599953|XP_023171593.1|DHYD	LOC6635932|XP_032292201.1|DVIR
OG0005089	LOC111599951|XP_023171590.2|DHYD	LOC6635930|XP_002059369.1|DVIR
OG0005090	LOC111593733|XP_023162490.2|DHYD	LOC6625274|XP_002049365.1|DVIR
OG0005091	LOC111605230|XP_023179427.1|DHYD	LOC6636316|XP_002059876.2|DVIR
OG0005092	LOC111595042|XP_023164335.1|DHYD	LOC6622434|XP_002048195.1|DVIR
OG0005093	LOC111604457|XP_023178303.1|DHYD	LOC6623047|XP_032289965.1|DVIR
OG0005094	LOC111601607|XP_023174040.2|DHYD	LOC6624729|XP_002046581.3|DVIR
OG0005095	LOC111604487|XP_030081073.1|DHYD	LOC6635834|XP_002059469.1|DVIR
OG0005096	LOC111602231|XP_023174980.1|DHYD	LOC6634192|XP_002057785.1|DVIR
OG0005097	LOC111592520|XP_023160539.1|DHYD	LOC6626760|XP_002050711.1|DVIR
OG0005098	LOC111604125|XP_023177808.1|DHYD	LOC6625889|XP_002050360.1|DVIR
OG0005099	LOC111593797|XP_023162586.1|DHYD	LOC6626784|XP_002048870.1|DVIR
OG0005100	LOC111593793|XP_023162580.1|DHYD	LOC6626785|XP_002048871.1|DVIR
OG0005101	LOC111601470|XP_023173824.2|DHYD	LOC6630192|XP_002053261.1|DVIR
OG0005102	LOC111592947|XP_023161196.2|DHYD	LOC6626817|XP_015029933.1|DVIR
OG0005103	LOC111600088|XP_023171796.2|DHYD	LOC6625789|XP_002049985.1|DVIR
OG0005104	LOC111603960|XP_023177563.2|DHYD	LOC6634381|XP_002057575.1|DVIR
OG0005105	LOC111605188|XP_023179354.2|DHYD	LOC6623238|XP_002046714.1|DVIR
OG0005106	LOC111597452|XP_023167949.2|DHYD	LOC6622901|XP_032290771.1|DVIR
OG0005107	LOC111601706|XP_023174193.2|DHYD	LOC6624352|XP_002046970.2|DVIR
OG0005108	LOC111592532|XP_023160581.1|DHYD	LOC6626466|XP_002050706.1|DVIR
OG0005109	LOC111603124|XP_023176365.2|DHYD	LOC6632175|XP_015026309.1|DVIR
OG0005110	LOC111592431|XP_023160383.2|DHYD	LOC6622936|XP_002046499.1|DVIR
OG0005111	LOC111605648|XP_023180078.2|DHYD	LOC6622569|XP_032290872.1|DVIR
OG0005112	LOC111595378|XP_023164842.2|DHYD	LOC6622757|XP_002047045.1|DVIR
OG0005113	LOC111605650|XP_023180080.1|DHYD	LOC6622564|XP_002047007.2|DVIR
OG0005114	LOC111598671|XP_023169796.2|DHYD	LOC6624202|XP_032290358.1|DVIR
OG0005115	LOC111603530|XP_030079278.1|DHYD	LOC6635773|XP_032294707.1|DVIR
OG0005116	LOC111605640|XP_023180069.2|DHYD	LOC6622617|XP_002047018.1|DVIR
OG0005117	LOC111593404|XP_023161892.2|DHYD	LOC6633494|XP_002057353.1|DVIR
OG0005118	LOC111603572|XP_023176994.1|DHYD	LOC6629152|XP_002052446.1|DVIR
OG0005119	LOC111600901|XP_023173012.2|DHYD	LOC6636470|XP_032292123.1|DVIR
OG0005120	LOC111596514|XP_023166546.2|DHYD	LOC6622725|XP_002046550.2|DVIR
OG0005121	LOC111605080|XP_023179181.2|DHYD	LOC6622650|XP_032290318.1|DVIR
OG0005122	LOC111594913|XP_023164168.1|DHYD	LOC6624381|XP_002047468.1|DVIR
OG0005123	LOC111593535|XP_023162106.1|DHYD	LOC6624157|XP_002048669.1|DVIR
OG0005124	LOC111605631|XP_023180053.2|DHYD	LOC6622599|XP_032291048.1|DVIR
OG0005125	LOC111605629|XP_023180050.2|DHYD	LOC6622602|XP_032291047.1|DVIR
OG0005126	LOC111601552|XP_023173962.2|DHYD	LOC6624260|XP_002046603.1|DVIR
OG0005127	LOC111603053|XP_023176274.1|DHYD	LOC6624294|XP_002047447.1|DVIR
OG0005128	LOC111595723|XP_030080919.1|DHYD	LOC6626256|XP_032291861.1|DVIR
OG0005129	LOC111596656|XP_023166728.1|DHYD	LOC6623633|XP_002048115.1|DVIR
OG0005130	LOC111605728|XP_023180188.2|DHYD	LOC6622697|XP_002048086.3|DVIR
OG0005131	LOC111593223|XP_030081118.1|DHYD	LOC6622542|XP_032290300.1|DVIR
OG0005132	LOC111597560|XP_023168126.1|DHYD	LOC6623264|XP_002047811.1|DVIR
OG0005133	LOC111604486|XP_023178342.1|DHYD	LOC6636564|XP_002060068.1|DVIR
OG0005134	LOC111595139|XP_023164478.2|DHYD	LOC6622608|XP_002048171.1|DVIR
OG0005135	LOC111596944|XP_023167167.2|DHYD	LOC6623319|XP_002046542.1|DVIR
OG0005136	LOC111596957|XP_023167183.1|DHYD	LOC6622130|XP_002046540.1|DVIR
OG0005137	LOC111595899|XP_030080665.1|DHYD	LOC6630446|XP_002053721.1|DVIR
OG0005138	LOC111593096|XP_023161461.1|DHYD	LOC6623836|XP_002047395.1|DVIR
OG0005139	LOC111596942|XP_023167164.1|DHYD	LOC6624404|XP_002046533.2|DVIR
OG0005140	LOC111601863|XP_023174472.1|DHYD	LOC6629217|XP_002051937.2|DVIR
OG0005141	LOC111594014|XP_023162880.2|DHYD	LOC6626717|XP_002050667.2|DVIR
OG0005142	LOC111597769|XP_023168395.1|DHYD	LOC6623507|XP_002046765.1|DVIR
OG0005143	LOC111605204|XP_023179379.1|DHYD	LOC6623381|XP_015031169.1|DVIR
OG0005144	LOC111605190|XP_023179357.2|DHYD	LOC6623459|XP_032291174.1|DVIR
OG0005145	LOC111605163|XP_023179316.1|DHYD	LOC6623458|XP_002046763.1|DVIR
OG0005146	LOC111598787|XP_023169970.2|DHYD	LOC6624605|XP_002047182.1|DVIR
OG0005147	LOC111598789|XP_023169973.1|DHYD	LOC6624644|XP_032291198.1|DVIR
OG0005148	LOC111595131|XP_023164470.2|DHYD	LOC6623457|XP_002048198.1|DVIR
OG0005149	LOC111597676|XP_023168270.2|DHYD	LOC6625729|XP_002051050.1|DVIR
OG0005150	LOC111604658|XP_023178582.1|DHYD	LOC6623849|XP_002046232.1|DVIR
OG0005151	LOC111597426|XP_023167892.1|DHYD	LOC6624248|XP_002046341.1|DVIR
OG0005152	LOC111597421|XP_023167885.1|DHYD	LOC6623927|XP_002046337.1|DVIR
OG0005153	LOC111597417|XP_023167881.2|DHYD	LOC116650506|XP_032290175.1|DVIR, LOC6624322|XP_002046335.1|DVIR
OG0005154	LOC111597423|XP_023167888.2|DHYD	LOC6624119|XP_002046333.1|DVIR
OG0005155	LOC111601062|XP_023173251.2|DHYD	LOC6622813|XP_002046480.2|DVIR
OG0005156	LOC111598497|XP_023169524.2|DHYD	LOC6629418|XP_002053152.1|DVIR
OG0005157	LOC111593759|XP_023162537.2|DHYD	LOC6625795|XP_002050893.1|DVIR
OG0005158	LOC111598070|XP_023168872.2|DHYD	LOC6623375|XP_002047308.1|DVIR
OG0005159	LOC111592455|XP_023160412.1|DHYD	LOC6622114|XP_002046508.1|DVIR
OG0005160	LOC111601067|XP_023173258.1|DHYD	LOC6623711|XP_002046814.2|DVIR
OG0005161	LOC111600767|XP_030080991.1|DHYD	LOC6625336|XP_002050418.1|DVIR
OG0005162	LOC111603172|XP_023176420.1|DHYD	LOC6632050|XP_002055247.1|DVIR
OG0005163	LOC111597630|XP_023168199.1|DHYD	LOC6622450|XP_002047955.1|DVIR
OG0005164	LOC111598763|XP_023169943.2|DHYD	LOC26531093|XP_015031691.1|DVIR
OG0005165	LOC111592153|XP_023159969.2|DHYD	LOC6624857|XP_002049205.1|DVIR
OG0005166	LOC111604898|XP_030078630.1|DHYD	LOC6632898|XP_002056749.1|DVIR
OG0005167	LOC111604932|XP_023178970.1|DHYD	LOC6632897|XP_002056748.1|DVIR
OG0005168	LOC111603728|XP_023177207.2|DHYD	LOC6622840|XP_002047245.1|DVIR
OG0005169	LOC111597520|XP_023168061.1|DHYD	LOC6623167|XP_032290690.1|DVIR
OG0005170	LOC111597478|XP_023167995.1|DHYD	LOC6623110|XP_032290600.1|DVIR
OG0005171	LOC111597529|XP_023168074.2|DHYD	LOC6623092|XP_002047765.1|DVIR
OG0005172	LOC111593574|XP_023162203.2|DHYD	LOC6624750|XP_032291945.1|DVIR
OG0005173	LOC111599931|XP_023171548.2|DHYD	LOC6635951|XP_002059393.2|DVIR
OG0005174	LOC111594117|XP_023163044.1|DHYD	LOC6626836|XP_002050838.1|DVIR
OG0005175	LOC111603837|XP_023177371.1|DHYD	LOC6626897|XP_032292026.1|DVIR
OG0005176	LOC111604157|XP_023177852.1|DHYD	LOC6625202|XP_032292142.1|DVIR
OG0005177	LOC111603815|XP_023177340.2|DHYD	LOC6626899|XP_015029068.2|DVIR
OG0005178	LOC111601664|XP_023174116.2|DHYD	LOC6622333|XP_002046965.1|DVIR
OG0005179	LOC111605175|XP_023179337.1|DHYD	LOC6623390|XP_002046750.1|DVIR
OG0005180	LOC111602916|XP_023176029.2|DHYD	LOC6624715|XP_002046643.2|DVIR
OG0005181	LOC111594063|XP_023162958.1|DHYD	LOC6631483|XP_015026679.1|DVIR
OG0005182	LOC111599964|XP_030079711.1|DHYD	LOC6635973|XP_032292632.1|DVIR
OG0005183	LOC111599047|XP_023170335.1|DHYD	LOC6625542|XP_015030046.1|DVIR
OG0005184	LOC111599169|XP_023170521.2|DHYD	LOC6625539|XP_032291690.1|DVIR
OG0005185	LOC111604192|XP_023177915.1|DHYD	LOC6625707|XP_002050328.1|DVIR
OG0005186	LOC111604461|XP_030081094.1|DHYD	LOC6635860|XP_002059482.1|DVIR
OG0005187	LOC111599959|XP_023171603.2|DHYD	LOC6635950|XP_032292592.1|DVIR
OG0005188	LOC111602313|XP_023175084.2|DHYD	LOC6625075|XP_002050980.1|DVIR
OG0005189	LOC111593035|XP_023161369.2|DHYD	LOC6631616|XP_015026502.1|DVIR, LOC116652140|XP_032295976.1|DVIR
OG0005190	LOC111603055|XP_023176280.2|DHYD	LOC6624040|XP_002048305.1|DVIR
OG0005191	LOC111602959|XP_023176100.1|DHYD	LOC6631066|XP_032291052.1|DVIR
OG0005192	LOC111597675|XP_030080933.1|DHYD	LOC6626048|XP_032291888.1|DVIR
OG0005193	LOC111593876|XP_023162708.1|DHYD	LOC6625695|XP_002048845.2|DVIR
OG0005194	LOC111602099|XP_023174802.2|DHYD	LOC6635826|XP_002059462.1|DVIR
OG0005195	LOC111604181|XP_023177897.1|DHYD	LOC6625943|XP_002050340.1|DVIR
OG0005196	LOC111592296|XP_023160168.2|DHYD	LOC6622690|XP_002047600.1|DVIR
OG0005197	LOC111600619|XP_023172589.2|DHYD, LOC115483359|XP_030080903.1|DHYD	LOC6625316|XP_002050411.2|DVIR
OG0005198	LOC111595383|XP_023164850.1|DHYD	LOC6622710|XP_002048157.3|DVIR
OG0005199	LOC111600740|XP_023172786.1|DHYD	LOC6625341|XP_002050423.3|DVIR
OG0005200	LOC111600572|XP_023172525.1|DHYD	LOC6625896|XP_032291713.1|DVIR
OG0005201	LOC111605387|XP_023179647.1|DHYD	LOC6625263|XP_002050626.1|DVIR
OG0005202	LOC111604164|XP_023177870.2|DHYD	LOC6626350|XP_002050351.2|DVIR
OG0005203	LOC111593753|XP_030081271.1|DHYD	LOC6626928|XP_032292573.1|DVIR
OG0005204	LOC111602328|XP_023175098.2|DHYD	LOC6627903|XP_002051396.2|DVIR
OG0005205	LOC111599370|XP_023170774.2|DHYD	LOC6628235|XP_032294617.1|DVIR
OG0005206	LOC111605286|XP_023179499.2|DHYD	LOC6636358|XP_002059887.1|DVIR
OG0005207	LOC111604602|XP_023178483.2|DHYD	LOC6636500|XP_032291727.1|DVIR
OG0005208	LOC111593892|XP_023162727.1|DHYD	LOC6626065|XP_002048855.1|DVIR
OG0005209	LOC111598930|XP_023170173.2|DHYD	LOC6628654|XP_002051504.1|DVIR
OG0005210	LOC111598965|XP_030080529.1|DHYD	LOC6628655|XP_032293411.1|DVIR
OG0005211	LOC111599757|XP_023171279.2|DHYD	LOC6622431|XP_002047711.1|DVIR
OG0005212	LOC111600620|XP_023172590.1|DHYD, LOC115483360|XP_030080904.1|DHYD	LOC6625317|XP_032291560.1|DVIR
OG0005213	LOC111597247|XP_023167615.2|DHYD	LOC6633552|XP_002057249.1|DVIR
OG0005214	LOC111594955|XP_023164220.2|DHYD	LOC6627794|XP_032294398.1|DVIR
OG0005215	LOC111601922|XP_023174545.1|DHYD	LOC6627721|XP_002052514.1|DVIR
OG0005216	LOC111592547|XP_023160604.2|DHYD	LOC6634218|XP_002057667.3|DVIR
OG0005217	LOC111592504|XP_023160495.2|DHYD	LOC6628566|XP_032293573.1|DVIR
OG0005218	LOC111597215|XP_023167554.2|DHYD	LOC6627387|XP_002051077.1|DVIR
OG0005219	LOC111599935|XP_023171550.2|DHYD	LOC6635798|XP_002059386.1|DVIR
OG0005220	LOC111603714|XP_023177186.2|DHYD	LOC6622880|XP_002047237.1|DVIR
OG0005221	LOC111593168|XP_030080026.1|DHYD	LOC6627667|XP_002051107.2|DVIR
OG0005222	LOC111603519|XP_030079207.1|DHYD	LOC6635768|XP_032294706.1|DVIR
OG0005223	LOC111592552|XP_030079046.1|DHYD	LOC6634226|XP_002057675.1|DVIR
OG0005224	LOC111599501|XP_023170938.2|DHYD	LOC6629082|XP_002051605.2|DVIR
OG0005225	LOC111603907|XP_023177495.2|DHYD	LOC6634100|XP_002057711.1|DVIR
OG0005226	LOC111595764|XP_030080276.1|DHYD	LOC6627791|XP_032293961.1|DVIR
OG0005227	LOC111602478|XP_023175308.1|DHYD	LOC6627827|XP_002051751.1|DVIR
OG0005228	LOC111602541|XP_023175440.2|DHYD	LOC6627733|XP_002051750.1|DVIR
OG0005229	LOC111599069|XP_023170361.1|DHYD	LOC6628724|XP_032294040.1|DVIR
OG0005230	LOC111602444|XP_023175270.2|DHYD	LOC6627914|XP_032294488.1|DVIR
OG0005231	LOC111596009|XP_023165796.1|DHYD	LOC6635754|XP_002059111.1|DVIR
OG0005232	LOC111592500|XP_030079563.1|DHYD	LOC6628732|XP_032293429.1|DVIR
OG0005233	LOC111598985|XP_023170254.1|DHYD	LOC6628660|XP_002051510.1|DVIR
OG0005234	LOC111594689|XP_023163876.1|DHYD	LOC6634292|XP_032289007.1|DVIR
OG0005235	LOC111595786|XP_023165439.1|DHYD	LOC6628344|XP_002052675.1|DVIR
OG0005236	LOC111599150|XP_023170488.1|DHYD	LOC6635700|XP_032294563.1|DVIR
OG0005237	LOC111599081|XP_023170381.1|DHYD	LOC6635703|XP_002059276.1|DVIR
OG0005238	LOC111599152|XP_023170490.1|DHYD	LOC6635683|XP_002059278.1|DVIR
OG0005239	LOC111594228|XP_023163196.2|DHYD	LOC6628751|XP_032294406.1|DVIR, LOC116649721|XP_032296027.1|DVIR
OG0005240	LOC111603914|XP_023177505.1|DHYD	LOC6636620|XP_002060083.1|DVIR
OG0005241	LOC111599151|XP_030080319.1|DHYD	LOC6628252|XP_002052931.1|DVIR
OG0005242	LOC111600926|XP_023173061.1|DHYD	LOC6629201|XP_002052620.1|DVIR
OG0005243	LOC111599189|XP_023170544.2|DHYD	LOC6628725|XP_015028570.1|DVIR
OG0005244	LOC111598339|XP_023169311.2|DHYD	LOC6630426|XP_002053738.1|DVIR
OG0005245	LOC111598634|XP_023169746.2|DHYD	LOC6629718|XP_002053675.3|DVIR
OG0005246	LOC111599089|XP_023170397.2|DHYD	LOC6627598|XP_002052829.1|DVIR
OG0005247	LOC111603799|XP_023177316.1|DHYD	LOC6625872|XP_002050792.1|DVIR
OG0005248	LOC111593396|XP_030079399.1|DHYD	LOC6636057|XP_015024185.1|DVIR
OG0005249	LOC111601372|XP_023173679.1|DHYD	LOC6629362|XP_002053571.1|DVIR
OG0005250	LOC111594280|XP_023163290.2|DHYD	LOC6634076|XP_002057897.2|DVIR
OG0005251	LOC111594406|XP_023163446.2|DHYD	LOC6627379|XP_032294058.1|DVIR
OG0005252	LOC111600170|XP_023171934.2|DHYD	LOC6633911|XP_015025311.1|DVIR
OG0005253	LOC111605567|XP_023179909.2|DHYD	LOC6635673|XP_015024545.1|DVIR
OG0005254	LOC111594111|XP_023163037.2|DHYD	LOC6633938|XP_002057608.1|DVIR
OG0005255	LOC111594110|XP_023163036.2|DHYD	LOC6633937|XP_002057607.1|DVIR
OG0005256	LOC111594703|XP_023163892.1|DHYD	LOC6629179|XP_002052374.2|DVIR
OG0005257	LOC111600420|XP_023172274.2|DHYD	LOC6634151|XP_002057628.2|DVIR
OG0005258	LOC111600359|XP_023172201.2|DHYD, LOC115483406|XP_030081057.1|DHYD	LOC6634070|XP_002057872.1|DVIR
OG0005259	LOC111600446|XP_023172309.2|DHYD	LOC6634135|XP_002057523.2|DVIR
OG0005260	LOC111600448|XP_023172313.1|DHYD	LOC6634157|XP_032289010.1|DVIR
OG0005261	LOC111592625|XP_023160728.1|DHYD	LOC6627824|XP_002051137.2|DVIR
OG0005262	LOC111603885|XP_023177471.2|DHYD	LOC6628096|XP_002052420.1|DVIR
OG0005263	LOC111594095|XP_023163015.1|DHYD	LOC6633909|XP_002057602.2|DVIR
OG0005264	LOC111601423|XP_023173766.2|DHYD, LOC115482813|XP_030078837.1|DHYD	LOC6630686|XP_002054409.2|DVIR
OG0005265	LOC111594755|XP_030079144.1|DHYD	LOC6634300|XP_002057452.1|DVIR
OG0005266	LOC111600622|XP_023172596.2|DHYD	LOC6633931|XP_002057620.1|DVIR
OG0005267	LOC111596063|XP_023165880.1|DHYD	LOC6628890|XP_002052091.1|DVIR
OG0005268	LOC111596061|XP_023165878.2|DHYD	LOC6628891|XP_015028761.1|DVIR
OG0005269	LOC111596104|XP_030080303.1|DHYD	LOC6629118|XP_002052110.1|DVIR
OG0005270	LOC111592542|XP_023160592.1|DHYD	LOC6629213|XP_002051263.1|DVIR
OG0005271	LOC111599000|XP_023170278.1|DHYD	LOC6628466|XP_002051541.1|DVIR
OG0005272	LOC111598944|XP_023170190.2|DHYD	LOC6628469|XP_032293802.1|DVIR
OG0005273	LOC111598950|XP_023170201.2|DHYD	LOC6628905|XP_002051549.1|DVIR
OG0005274	LOC111592534|XP_023160585.2|DHYD	LOC6629243|XP_002051267.1|DVIR
OG0005275	LOC111603951|XP_023177550.2|DHYD	LOC6636618|XP_002060084.2|DVIR
OG0005276	LOC111600909|XP_023173038.2|DHYD	LOC6628025|XP_015028648.1|DVIR
OG0005277	LOC111601942|XP_023174568.2|DHYD	LOC6627722|XP_002052515.1|DVIR
OG0005278	LOC111602143|XP_023174860.2|DHYD	LOC6635845|XP_002059457.1|DVIR
OG0005279	LOC111596353|XP_023166313.2|DHYD	LOC6628169|XP_015028192.1|DVIR
OG0005280	LOC111599049|XP_030080243.1|DHYD	LOC6628212|XP_002052941.1|DVIR
OG0005281	LOC111599319|XP_023170701.2|DHYD	LOC6627356|XP_032294194.1|DVIR
OG0005282	LOC111603032|XP_023176230.2|DHYD	LOC6630460|XP_002053457.1|DVIR
OG0005283	LOC111602687|XP_023175676.1|DHYD	LOC6631191|XP_002054836.1|DVIR
OG0005284	LOC111599055|XP_023170344.1|DHYD	LOC6627472|XP_002052903.2|DVIR
OG0005285	LOC111599054|XP_023170342.2|DHYD	LOC6627473|XP_002052904.1|DVIR
OG0005286	LOC111599217|XP_023170583.1|DHYD	LOC6628254|XP_015028557.1|DVIR
OG0005287	LOC111599216|XP_023170582.2|DHYD	LOC6628208|XP_002052937.1|DVIR
OG0005288	LOC111601409|XP_023173740.1|DHYD	LOC6628362|XP_002052551.1|DVIR
OG0005289	LOC111594399|XP_023163434.2|DHYD	LOC6627380|XP_002052400.1|DVIR
OG0005290	LOC111603593|XP_023177019.1|DHYD	LOC6630765|XP_002054624.1|DVIR
OG0005291	LOC111592600|XP_023160692.2|DHYD	LOC6634273|XP_002057690.1|DVIR
OG0005292	LOC111592550|XP_023160605.2|DHYD	LOC6634271|XP_002057688.1|DVIR
OG0005293	LOC111598961|XP_023170215.2|DHYD	LOC6628499|XP_002051494.1|DVIR
OG0005294	LOC111602448|XP_023175276.1|DHYD	LOC6629202|XP_002052621.1|DVIR
OG0005295	LOC111592643|XP_030079130.1|DHYD	LOC6634274|XP_032293647.1|DVIR
OG0005296	LOC111600835|XP_023172907.2|DHYD	LOC6629598|XP_002053551.2|DVIR
OG0005297	LOC111603966|XP_023177574.2|DHYD	LOC6634375|XP_015025240.1|DVIR
OG0005298	LOC111594691|XP_023163879.1|DHYD	LOC6628795|XP_002051218.1|DVIR
OG0005299	LOC111600236|XP_030080625.1|DHYD	LOC6632260|XP_002055895.1|DVIR
OG0005300	LOC111591989|XP_023159716.2|DHYD	LOC116652295|XP_032296494.1|DVIR, LOC6634497|XP_002058235.1|DVIR
OG0005301	LOC111603746|XP_023177239.2|DHYD	LOC6629149|XP_015028671.1|DVIR
OG0005302	LOC111600585|XP_023172540.2|DHYD	LOC6627207|XP_032291849.1|DVIR
OG0005303	LOC111599368|XP_030079229.1|DHYD	LOC6628663|XP_032294534.1|DVIR
OG0005304	LOC111594351|XP_023163379.2|DHYD	LOC6628332|XP_002051204.1|DVIR
OG0005305	LOC111602142|XP_023174859.2|DHYD	LOC6635844|XP_002059456.1|DVIR
OG0005306	LOC111602522|XP_023175374.1|DHYD	LOC6627708|XP_032293911.1|DVIR
OG0005307	LOC111595188|XP_023164539.1|DHYD	LOC6627810|XP_002051772.1|DVIR
OG0005308	LOC111596129|XP_023165968.1|DHYD	LOC6627978|XP_002051784.1|DVIR
OG0005309	LOC111596130|XP_023165971.2|DHYD	LOC6627998|XP_002051787.2|DVIR
OG0005310	LOC111596225|XP_023166110.1|DHYD	LOC6627558|XP_002052642.1|DVIR
OG0005311	LOC111595858|XP_023165541.2|DHYD	LOC6635751|XP_015024520.1|DVIR
OG0005312	LOC111605510|XP_023179830.2|DHYD	LOC6628523|XP_015027981.1|DVIR
OG0005313	LOC111594667|XP_023163839.2|DHYD	LOC6629131|XP_015028442.1|DVIR
OG0005314	LOC111601192|XP_030080283.1|DHYD	LOC6628950|XP_002052353.1|DVIR
OG0005315	LOC111594233|XP_030080275.1|DHYD	LOC6627587|XP_002052818.3|DVIR
OG0005316	LOC111602106|XP_023174815.2|DHYD	LOC6635846|XP_002059458.1|DVIR
OG0005317	LOC111602515|XP_023175366.2|DHYD	LOC6627703|XP_002051987.1|DVIR
OG0005318	LOC111593159|XP_023161530.2|DHYD	LOC6629246|XP_002051270.2|DVIR
OG0005319	LOC111598937|XP_023170183.2|DHYD	LOC6630894|XP_032294520.1|DVIR, LOC6628497|XP_002051492.1|DVIR
OG0005320	LOC111600352|XP_023172191.2|DHYD	LOC6634355|XP_002057819.2|DVIR
OG0005321	LOC111595937|XP_023165665.2|DHYD	LOC6635640|XP_002059186.2|DVIR
OG0005322	LOC111596306|XP_023166233.2|DHYD	LOC6628356|XP_032294497.1|DVIR
OG0005323	LOC111593166|XP_030080012.1|DHYD	LOC6627664|XP_032293438.1|DVIR
OG0005324	LOC111594746|XP_023163957.2|DHYD	LOC6628594|XP_002051209.2|DVIR
OG0005325	LOC111603884|XP_023177469.2|DHYD	LOC26531038|XP_015025381.1|DVIR
OG0005326	LOC111594684|XP_023163871.2|DHYD	LOC6628335|XP_015028057.1|DVIR
OG0005327	LOC111593761|XP_023162547.1|DHYD	LOC6627413|XP_002051086.1|DVIR
OG0005328	LOC111601394|XP_023173705.1|DHYD	LOC6630691|XP_002054398.2|DVIR
OG0005329	LOC111599781|XP_023171319.2|DHYD	LOC6622192|XP_002047866.1|DVIR
