Orthogroup	DHYD.longest_only	CCAP.longest_only
OG0004598	LOC111592434|XP_023160385.1|DHYD	CCAP1982_LOCUS12410|CAD7003988.1|CCAP
OG0004599	LOC111600897|XP_030079016.1|DHYD, LOC115483197|XP_030080271.1|DHYD	CCAP1982_LOCUS11923|CAD7003470.1|CCAP
OG0004606	LOC111596705|XP_023166792.2|DHYD	CCAP1982_LOCUS91|CAD6991150.1|CCAP
OG0004610	LOC111597393|XP_023167827.1|DHYD	CCAP1982_LOCUS1859|CAD6993023.1|CCAP
OG0004611	LOC111592461|XP_023160428.1|DHYD	CCAP1982_LOCUS1128|CAD6992259.1|CCAP
OG0004612	LOC111592463|XP_023160432.1|DHYD	CCAP1982_LOCUS1129|CAD6992262.1|CCAP
OG0004613	LOC111602625|XP_023175555.2|DHYD	CCAP1982_LOCUS2221|CAD6993406.1|CCAP
OG0004617	LOC111596069|XP_023165890.1|DHYD	CCAP1982_LOCUS8004|CAD6999480.1|CCAP
OG0004618	LOC111595904|XP_023165613.2|DHYD	CCAP1982_LOCUS31|CAD6991083.1|CCAP
OG0004619	LOC111597844|XP_023168519.2|DHYD	CCAP1982_LOCUS1835|CAD6993000.1|CCAP
OG0004620	LOC111601774|XP_023174288.2|DHYD	CCAP1982_LOCUS1046|CAD6992171.1|CCAP
OG0004621	LOC111598896|XP_023170129.2|DHYD	CCAP1982_LOCUS362|CAD6991436.1|CCAP
OG0004622	LOC111592932|XP_023161158.2|DHYD	CCAP1982_LOCUS1877|CAD6993045.1|CCAP
OG0004623	LOC111592703|XP_023160854.1|DHYD	CCAP1982_LOCUS1607|CAD6992766.1|CCAP
OG0004627	LOC111596035|XP_023165832.2|DHYD	CCAP1982_LOCUS12745|CAD7004326.1|CCAP
OG0004629	LOC111601987|XP_030080613.1|DHYD	CCAP1982_LOCUS1775|CAD6992942.1|CCAP
OG0004630	LOC111597810|XP_023168466.2|DHYD	CCAP1982_LOCUS2124|CAD6993307.1|CCAP
OG0004631	LOC111596543|XP_023166587.2|DHYD	CCAP1982_LOCUS2111|CAD6993296.1|CCAP
OG0004632	LOC111596534|XP_023166575.1|DHYD	CCAP1982_LOCUS2110|CAD6993295.1|CCAP
OG0004633	LOC111592689|XP_023160824.1|DHYD	CCAP1982_LOCUS1609|CAD6992768.1|CCAP
OG0004634	LOC111599425|XP_023170844.2|DHYD	CCAP1982_LOCUS1610|CAD6992769.1|CCAP
OG0004640	LOC111603283|XP_023176564.2|DHYD	CCAP1982_LOCUS3419|CAD6994684.1|CCAP
OG0004643	LOC111601418|XP_023173762.1|DHYD	CCAP1982_LOCUS4249|CAD6995538.1|CCAP
OG0004646	LOC111597854|XP_023168534.1|DHYD	CCAP1982_LOCUS3651|CAD6994917.1|CCAP
OG0004651	LOC111601458|XP_023173806.2|DHYD	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP
OG0004652	LOC111603284|XP_023176565.2|DHYD	CCAP1982_LOCUS2775|CAD6993993.1|CCAP
OG0004653	LOC111594910|XP_030081820.1|DHYD	CCAP1982_LOCUS14289|CAD7005951.1|CCAP
OG0004654	LOC111599321|XP_023170705.2|DHYD	CCAP1982_LOCUS6977|CAD6998377.1|CCAP
OG0004655	LOC111603659|XP_023177111.1|DHYD	CCAP1982_LOCUS3443|CAD6994710.1|CCAP
OG0004657	LOC111592003|XP_023159751.2|DHYD	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP
OG0004658	LOC111601786|XP_023174321.2|DHYD	CCAP1982_LOCUS3655|CAD6994922.1|CCAP
OG0004659	LOC111598553|XP_023169614.1|DHYD	CCAP1982_LOCUS4005|CAD6995286.1|CCAP
OG0004660	LOC111598359|XP_023169340.2|DHYD	CCAP1982_LOCUS3701|CAD6994970.1|CCAP
OG0004661	LOC111601531|XP_023173932.2|DHYD	CCAP1982_LOCUS3041|CAD6994280.1|CCAP
OG0004666	LOC111602723|XP_023175736.1|DHYD	CCAP1982_LOCUS1731|CAD6992896.1|CCAP
OG0004670	LOC111604215|XP_023177950.1|DHYD	CCAP1982_LOCUS90|CAD6991148.1|CCAP
OG0004671	LOC111598287|XP_023169238.1|DHYD	CCAP1982_LOCUS2509|CAD6993703.1|CCAP
OG0004672	LOC111595686|XP_023165295.2|DHYD	CCAP1982_LOCUS2039|CAD6993220.1|CCAP
OG0004673	LOC111597045|XP_023167332.1|DHYD	CCAP1982_LOCUS5124|CAD6996452.1|CCAP
OG0004674	LOC111603508|XP_023176884.1|DHYD	CCAP1982_LOCUS2397|CAD6993586.1|CCAP
OG0004675	LOC111603496|XP_023176871.1|DHYD	CCAP1982_LOCUS2401|CAD6993591.1|CCAP
OG0004676	LOC111594417|XP_023163470.2|DHYD	CCAP1982_LOCUS3368|CAD6994633.1|CCAP
OG0004677	LOC111604200|XP_023177924.1|DHYD	CCAP1982_LOCUS2684|CAD6993891.1|CCAP
OG0004678	LOC111602685|XP_023175674.2|DHYD	CCAP1982_LOCUS2683|CAD6993890.1|CCAP
OG0004679	LOC111601427|XP_023173771.2|DHYD	CCAP1982_LOCUS1367|CAD6992518.1|CCAP
OG0004680	LOC111601536|XP_023173937.2|DHYD	CCAP1982_LOCUS2560|CAD6993761.1|CCAP
OG0004681	LOC111602773|XP_023175803.1|DHYD	CCAP1982_LOCUS2511|CAD6993705.1|CCAP
OG0004682	LOC111601186|XP_023173435.1|DHYD	CCAP1982_LOCUS8207|CAD6999677.1|CCAP
OG0004683	LOC111594632|XP_023163794.2|DHYD	CCAP1982_LOCUS2421|CAD6993611.1|CCAP
OG0004684	LOC111601982|XP_023174633.2|DHYD	CCAP1982_LOCUS1441|CAD6992592.1|CCAP
OG0004685	LOC111604259|XP_023178018.1|DHYD	CCAP1982_LOCUS2531|CAD6993733.1|CCAP
OG0004686	LOC111604850|XP_023178851.1|DHYD	CCAP1982_LOCUS2334|CAD6993521.1|CCAP
OG0004687	LOC111604263|XP_023178027.2|DHYD	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP
OG0004688	LOC111597189|XP_023167527.2|DHYD	CCAP1982_LOCUS4260|CAD6995549.1|CCAP
OG0004689	LOC111601527|XP_023173921.1|DHYD	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP
OG0004690	LOC111600833|XP_023172905.1|DHYD	CCAP1982_LOCUS3063|CAD6994302.1|CCAP
OG0004691	LOC111599442|XP_023170865.2|DHYD	CCAP1982_LOCUS1485|CAD6992639.1|CCAP
OG0004692	LOC111602853|XP_023175940.2|DHYD	CCAP1982_LOCUS1323|CAD6992467.1|CCAP
OG0004693	LOC111602707|XP_023175716.1|DHYD	CCAP1982_LOCUS1315|CAD6992459.1|CCAP
OG0004694	LOC115483696|XP_030081612.1|DHYD, LOC111600804|XP_023172862.1|DHYD	CCAP1982_LOCUS11231|CAD7002757.1|CCAP
OG0004695	LOC111603510|XP_023176888.2|DHYD	CCAP1982_LOCUS2714|CAD6993926.1|CCAP
OG0004696	LOC111600726|XP_023172766.2|DHYD	CCAP1982_LOCUS1433|CAD6992584.1|CCAP
OG0004699	LOC111601754|XP_023174261.1|DHYD	CCAP1982_LOCUS1048|CAD6992173.1|CCAP
OG0004700	LOC111605503|XP_023179821.2|DHYD	CCAP1982_LOCUS1605|CAD6992764.1|CCAP
OG0004701	LOC111598499|XP_023169526.1|DHYD	CCAP1982_LOCUS79|CAD6991137.1|CCAP
OG0004702	LOC111602782|XP_023175821.2|DHYD	CCAP1982_LOCUS1065|CAD6992193.1|CCAP
OG0004703	LOC111605516|XP_023179840.2|DHYD	CCAP1982_LOCUS1899|CAD6993070.1|CCAP
OG0004704	LOC111593671|XP_023162327.2|DHYD	CCAP1982_LOCUS3255|CAD6994511.1|CCAP
OG0004705	LOC111602648|XP_023175584.1|DHYD	CCAP1982_LOCUS2784|CAD6994004.1|CCAP
OG0004706	LOC111592840|XP_023161034.2|DHYD	CCAP1982_LOCUS13037|CAD7004642.1|CCAP
OG0004707	LOC111600864|XP_023172952.2|DHYD	CCAP1982_LOCUS450|CAD6991532.1|CCAP
OG0004708	LOC111595323|XP_023164752.2|DHYD	CCAP1982_LOCUS4356|CAD6995649.1|CCAP
OG0004709	LOC111595954|XP_023165697.1|DHYD	CCAP1982_LOCUS2905|CAD6994139.1|CCAP
OG0004710	LOC111601496|XP_023173851.2|DHYD	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP
OG0004711	LOC111602921|XP_023176039.1|DHYD	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP
OG0004712	LOC111605552|XP_023179883.1|DHYD	CCAP1982_LOCUS1916|CAD6993089.1|CCAP
OG0004713	LOC111596496|XP_030080810.1|DHYD	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP
OG0004715	LOC111600353|XP_023172193.1|DHYD	CCAP1982_LOCUS6555|CAD6997938.1|CCAP
OG0004716	LOC111596489|XP_023166518.2|DHYD	CCAP1982_LOCUS2689|CAD6993896.1|CCAP
OG0004718	LOC111599380|XP_023170782.2|DHYD	CCAP1982_LOCUS6927|CAD6998322.1|CCAP
OG0004719	LOC111601985|XP_023174637.2|DHYD	CCAP1982_LOCUS1745|CAD6992912.1|CCAP
OG0004720	LOC111602785|XP_023175824.1|DHYD	CCAP1982_LOCUS1057|CAD6992185.1|CCAP
OG0004721	LOC111603298|XP_023176590.2|DHYD	CCAP1982_LOCUS2826|CAD6994052.1|CCAP
OG0004722	LOC111595240|XP_023164646.2|DHYD	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP
OG0004724	LOC111596185|XP_023166060.1|DHYD	CCAP1982_LOCUS3078|CAD6994321.1|CCAP
OG0004725	LOC111594566|XP_023163691.2|DHYD	CCAP1982_LOCUS3072|CAD6994315.1|CCAP
OG0004726	LOC111603501|XP_023176876.2|DHYD	CCAP1982_LOCUS2703|CAD6993911.1|CCAP
OG0004727	LOC111605489|XP_023179802.2|DHYD	CCAP1982_LOCUS3107|CAD6994353.1|CCAP
OG0004728	LOC111605517|XP_023179843.1|DHYD	CCAP1982_LOCUS3108|CAD6994354.1|CCAP
OG0004730	LOC111602235|XP_023174987.2|DHYD	CCAP1982_LOCUS6397|CAD6997767.1|CCAP
OG0004731	LOC111601407|XP_023173733.1|DHYD	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP
OG0004732	LOC111603583|XP_023177004.2|DHYD	CCAP1982_LOCUS2464|CAD6993656.1|CCAP
OG0004733	LOC111603645|XP_023177092.2|DHYD	CCAP1982_LOCUS2465|CAD6993657.1|CCAP
OG0004734	LOC111594804|XP_023164034.2|DHYD	CCAP1982_LOCUS1255|CAD6992391.1|CCAP
OG0004735	LOC111601512|XP_023173875.2|DHYD	CCAP1982_LOCUS3670|CAD6994936.1|CCAP
OG0004736	LOC111605461|XP_023179746.2|DHYD	CCAP1982_LOCUS2214|CAD6993398.1|CCAP
OG0004737	LOC111596030|XP_023165829.2|DHYD	CCAP1982_LOCUS2780|CAD6993999.1|CCAP
OG0004738	LOC111596467|XP_023166491.2|DHYD	CCAP1982_LOCUS2778|CAD6993997.1|CCAP
OG0004739	LOC115483797|XP_030081913.1|DHYD, LOC111602955|XP_023176099.2|DHYD	CCAP1982_LOCUS1824|CAD6992993.1|CCAP
OG0004740	LOC111598569|XP_023169638.2|DHYD	CCAP1982_LOCUS4001|CAD6995282.1|CCAP
OG0004741	LOC111604251|XP_023178005.2|DHYD	CCAP1982_LOCUS2273|CAD6993460.1|CCAP
OG0004742	LOC111594130|XP_030079792.1|DHYD	CCAP1982_LOCUS10245|CAD7001755.1|CCAP
OG0004743	LOC111592685|XP_023160819.2|DHYD	CCAP1982_LOCUS3244|CAD6994498.1|CCAP
OG0004744	LOC111601160|XP_023173408.1|DHYD	CCAP1982_LOCUS4332|CAD6995626.1|CCAP
OG0004745	LOC111604885|XP_030078765.1|DHYD	CCAP1982_LOCUS4326|CAD6995620.1|CCAP
OG0004746	LOC111604642|XP_030078616.1|DHYD	CCAP1982_LOCUS364|CAD6991438.1|CCAP
OG0004747	LOC111598899|XP_023170134.2|DHYD	CCAP1982_LOCUS365|CAD6991439.1|CCAP
OG0004748	LOC111604641|XP_030078648.1|DHYD	CCAP1982_LOCUS367|CAD6991441.1|CCAP
OG0004749	LOC111600613|XP_023172574.1|DHYD	CCAP1982_LOCUS1042|CAD6992167.1|CCAP
OG0004750	LOC111597876|XP_023168569.1|DHYD	CCAP1982_LOCUS3019|CAD6994258.1|CCAP
OG0004751	LOC111594962|XP_023164229.2|DHYD	CCAP1982_LOCUS2032|CAD6993213.1|CCAP
OG0004752	LOC111597766|XP_023168392.2|DHYD	CCAP1982_LOCUS3437|CAD6994702.1|CCAP
OG0004753	LOC111594492|XP_023163570.1|DHYD	CCAP1982_LOCUS2962|CAD6994198.1|CCAP
OG0004754	LOC111603246|XP_023176521.1|DHYD	CCAP1982_LOCUS3310|CAD6994572.1|CCAP
OG0004755	LOC111600634|XP_023172607.1|DHYD	CCAP1982_LOCUS4042|CAD6995324.1|CCAP
OG0004756	LOC111600709|XP_023172733.2|DHYD	CCAP1982_LOCUS4041|CAD6995323.1|CCAP
OG0004757	LOC111594587|XP_023163713.2|DHYD	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP
OG0004758	LOC111601342|XP_023173641.2|DHYD	CCAP1982_LOCUS5183|CAD6996515.1|CCAP
OG0004759	LOC111605433|XP_023179716.1|DHYD	CCAP1982_LOCUS2086|CAD6993269.1|CCAP
OG0004760	LOC111602645|XP_023175579.2|DHYD	CCAP1982_LOCUS3766|CAD6995036.1|CCAP
OG0004762	LOC111592584|XP_023160665.1|DHYD	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP
OG0004763	LOC111592930|XP_023161157.1|DHYD	CCAP1982_LOCUS1149|CAD6992281.1|CCAP
OG0004764	LOC111593255|XP_023161687.1|DHYD	CCAP1982_LOCUS1627|CAD6992788.1|CCAP, CCAP1982_LOCUS1637|CAD6992798.1|CCAP
OG0004765	LOC111601768|XP_030081568.1|DHYD	CCAP1982_LOCUS2453|CAD6993643.1|CCAP
OG0004766	LOC111593690|XP_023162356.1|DHYD	CCAP1982_LOCUS2527|CAD6993729.1|CCAP
OG0004767	LOC111605482|XP_023179785.2|DHYD	CCAP1982_LOCUS1159|CAD6992291.1|CCAP
OG0004768	LOC111605524|XP_023179853.2|DHYD	CCAP1982_LOCUS3023|CAD6994262.1|CCAP
OG0004769	LOC111599003|XP_023170282.2|DHYD	CCAP1982_LOCUS1618|CAD6992778.1|CCAP
OG0004770	LOC111601337|XP_023173634.1|DHYD	CCAP1982_LOCUS4945|CAD6996262.1|CCAP
OG0004771	LOC111596424|XP_023166404.2|DHYD	CCAP1982_LOCUS1359|CAD6992510.1|CCAP
OG0004772	LOC111602717|XP_030078721.1|DHYD	CCAP1982_LOCUS1734|CAD6992900.1|CCAP
OG0004773	LOC111600663|XP_023172656.1|DHYD	CCAP1982_LOCUS2622|CAD6993825.1|CCAP
OG0004774	LOC111600664|XP_023172657.1|DHYD, LOC115482730|XP_030081894.1|DHYD	CCAP1982_LOCUS2617|CAD6993820.1|CCAP
OG0004775	LOC111595727|XP_023165349.1|DHYD	CCAP1982_LOCUS2616|CAD6993819.1|CCAP
OG0004776	LOC111593823|XP_023162623.2|DHYD	CCAP1982_LOCUS23382|CAD7015440.1|CCAP
OG0004777	LOC111600847|XP_023172920.1|DHYD	CCAP1982_LOCUS4115|CAD6995397.1|CCAP
OG0004778	LOC111600407|XP_023172256.1|DHYD	CCAP1982_LOCUS5815|CAD6997173.1|CCAP
OG0004779	LOC111602791|XP_023175836.2|DHYD	CCAP1982_LOCUS3274|CAD6994530.1|CCAP
OG0004780	LOC111599157|XP_023170496.1|DHYD	CCAP1982_LOCUS6815|CAD6998200.1|CCAP
OG0004781	LOC111604256|XP_023178014.2|DHYD	CCAP1982_LOCUS3298|CAD6994558.1|CCAP
OG0004782	LOC111602699|XP_023175699.2|DHYD	CCAP1982_LOCUS1055|CAD6992184.1|CCAP
OG0004784	LOC111594550|XP_023163671.1|DHYD	CCAP1982_LOCUS2078|CAD6993261.1|CCAP
OG0004785	LOC111594564|XP_023163689.1|DHYD	CCAP1982_LOCUS2068|CAD6993251.1|CCAP
OG0004786	LOC111594586|XP_023163712.1|DHYD	CCAP1982_LOCUS2066|CAD6993249.1|CCAP
OG0004787	LOC111594443|XP_023163498.1|DHYD	CCAP1982_LOCUS2063|CAD6993246.1|CCAP
OG0004788	LOC111594607|XP_023163750.2|DHYD	CCAP1982_LOCUS2062|CAD6993245.1|CCAP
OG0004789	LOC111594444|XP_023163499.2|DHYD	CCAP1982_LOCUS2061|CAD6993244.1|CCAP
OG0004790	LOC111597104|XP_030080688.1|DHYD	CCAP1982_LOCUS2055|CAD6993238.1|CCAP
OG0004791	LOC111597155|XP_030080685.1|DHYD	CCAP1982_LOCUS2238|CAD6993423.1|CCAP
OG0004792	LOC111603485|XP_023176850.1|DHYD	CCAP1982_LOCUS1378|CAD6992529.1|CCAP
OG0004793	LOC111594815|XP_023164045.2|DHYD	CCAP1982_LOCUS2192|CAD6993376.1|CCAP
OG0004794	LOC111605587|XP_023179958.2|DHYD	CCAP1982_LOCUS2285|CAD6993473.1|CCAP
OG0004795	LOC111603245|XP_023176520.2|DHYD	CCAP1982_LOCUS2712|CAD6993923.1|CCAP
OG0004796	LOC111596411|XP_023166390.1|DHYD	CCAP1982_LOCUS1228|CAD6992364.1|CCAP
OG0004797	LOC111598219|XP_030080666.1|DHYD	CCAP1982_LOCUS1191|CAD6992326.1|CCAP
OG0004798	LOC111594450|XP_023163511.1|DHYD	CCAP1982_LOCUS2385|CAD6993573.1|CCAP, CCAP1982_LOCUS2386|CAD6993574.1|CCAP
OG0004799	LOC111605464|XP_023179751.2|DHYD	CCAP1982_LOCUS3913|CAD6995194.1|CCAP
OG0004800	LOC111593264|XP_023161699.1|DHYD	CCAP1982_LOCUS1447|CAD6992598.1|CCAP
OG0004801	LOC111598517|XP_023169561.2|DHYD	CCAP1982_LOCUS4250|CAD6995539.1|CCAP
OG0004802	LOC111600669|XP_023172685.2|DHYD	CCAP1982_LOCUS2627|CAD6993831.1|CCAP
OG0004803	LOC111600231|XP_030080753.1|DHYD	CCAP1982_LOCUS1910|CAD6993080.1|CCAP
OG0004804	LOC111605475|XP_023179777.2|DHYD	CCAP1982_LOCUS2450|CAD6993640.1|CCAP
OG0004805	LOC111593678|XP_023162338.2|DHYD	CCAP1982_LOCUS3785|CAD6995060.1|CCAP, CCAP1982_LOCUS3786|CAD6995062.1|CCAP
OG0004807	LOC111600843|XP_023172916.1|DHYD	CCAP1982_LOCUS2585|CAD6993787.1|CCAP
OG0004808	LOC111594620|XP_023163779.1|DHYD	CCAP1982_LOCUS1742|CAD6992909.1|CCAP
OG0004809	LOC115483778|XP_030081880.1|DHYD, LOC111600697|XP_023172720.1|DHYD	CCAP1982_LOCUS1427|CAD6992579.1|CCAP
OG0004810	LOC111600708|XP_023172732.1|DHYD	CCAP1982_LOCUS1425|CAD6992577.1|CCAP
OG0004811	LOC111596652|XP_023166719.1|DHYD	CCAP1982_LOCUS14036|CAD7005683.1|CCAP
OG0004812	LOC111593692|XP_023162359.2|DHYD	CCAP1982_LOCUS3782|CAD6995056.1|CCAP
OG0004813	LOC111603657|XP_023177109.2|DHYD	CCAP1982_LOCUS3445|CAD6994712.1|CCAP
OG0004814	LOC111605427|XP_023179704.2|DHYD	CCAP1982_LOCUS3302|CAD6994562.1|CCAP, CCAP1982_LOCUS9646|CAD7001148.1|CCAP
OG0004818	LOC111602769|XP_023175800.1|DHYD	CCAP1982_LOCUS1589|CAD6992744.1|CCAP
OG0004819	LOC111599596|XP_023171047.2|DHYD	CCAP1982_LOCUS2225|CAD6993410.1|CCAP
OG0004820	LOC111594622|XP_023163780.2|DHYD	CCAP1982_LOCUS3104|CAD6994349.1|CCAP
OG0004821	LOC111596419|XP_023166398.2|DHYD	CCAP1982_LOCUS1361|CAD6992512.1|CCAP
OG0004822	LOC111601498|XP_023173855.2|DHYD	CCAP1982_LOCUS4095|CAD6995377.1|CCAP, CCAP1982_LOCUS4094|CAD6995376.1|CCAP
OG0004823	LOC111594411|XP_023163455.2|DHYD	CCAP1982_LOCUS1299|CAD6992437.1|CCAP
OG0004824	LOC111594412|XP_023163464.1|DHYD	CCAP1982_LOCUS1298|CAD6992436.1|CCAP
OG0004825	LOC111594132|XP_023163060.1|DHYD	CCAP1982_LOCUS10241|CAD7001751.1|CCAP
OG0004826	LOC111595589|XP_023165171.2|DHYD	CCAP1982_LOCUS1194|CAD6992329.1|CCAP
OG0004827	LOC111595699|XP_023165315.2|DHYD	CCAP1982_LOCUS3459|CAD6994726.1|CCAP
OG0004828	LOC111602676|XP_023175658.1|DHYD	CCAP1982_LOCUS3272|CAD6994528.1|CCAP
OG0004829	LOC111596501|XP_023166530.2|DHYD	CCAP1982_LOCUS2558|CAD6993759.1|CCAP
OG0004830	LOC111598547|XP_030080580.1|DHYD	CCAP1982_LOCUS3815|CAD6995092.1|CCAP, CCAP1982_LOCUS3820|CAD6995097.1|CCAP
OG0004831	LOC111600460|XP_023172329.1|DHYD	CCAP1982_LOCUS22935|CAD7014975.1|CCAP, CCAP1982_LOCUS22936|CAD7014976.1|CCAP
OG0004832	LOC111596086|XP_023165918.1|DHYD	CCAP1982_LOCUS2930|CAD6994165.1|CCAP
OG0004833	LOC111598541|XP_023169598.1|DHYD	CCAP1982_LOCUS18|CAD6991069.1|CCAP
OG0004834	LOC111602771|XP_023175805.1|DHYD, LOC115483790|XP_030081908.1|DHYD	CCAP1982_LOCUS1821|CAD6992990.1|CCAP
OG0004835	LOC111601421|XP_023173764.2|DHYD	CCAP1982_LOCUS1817|CAD6992986.1|CCAP
OG0004836	LOC111596604|XP_023166654.2|DHYD	CCAP1982_LOCUS4022|CAD6995303.1|CCAP
OG0004838	LOC111601321|XP_023173619.2|DHYD	CCAP1982_LOCUS3502|CAD6994771.1|CCAP
OG0004839	LOC111601292|XP_023173569.2|DHYD	CCAP1982_LOCUS3499|CAD6994768.1|CCAP
OG0004840	LOC111593357|XP_030078671.1|DHYD	CCAP1982_LOCUS5057|CAD6996378.1|CCAP
OG0004842	LOC111604260|XP_023178022.1|DHYD	CCAP1982_LOCUS23403|CAD7015463.1|CCAP
OG0004843	LOC111592938|XP_023161167.1|DHYD	CCAP1982_LOCUS2087|CAD6993271.1|CCAP
OG0004844	LOC111604951|XP_023178995.2|DHYD	CCAP1982_LOCUS227|CAD6991298.1|CCAP
OG0004845	LOC111604933|XP_023178971.1|DHYD	CCAP1982_LOCUS226|CAD6991297.1|CCAP
OG0004846	LOC111595013|XP_023164287.1|DHYD	CCAP1982_LOCUS8381|CAD6999871.1|CCAP
OG0004847	LOC111595011|XP_023164285.2|DHYD	CCAP1982_LOCUS8382|CAD6999872.1|CCAP
OG0004850	LOC111596276|XP_023166206.1|DHYD	CCAP1982_LOCUS3565|CAD6994834.1|CCAP
OG0004851	LOC111595189|XP_030078617.1|DHYD	CCAP1982_LOCUS3554|CAD6994823.1|CCAP, CCAP1982_LOCUS3569|CAD6994838.1|CCAP
OG0004852	LOC111595676|XP_023165283.2|DHYD	CCAP1982_LOCUS3586|CAD6994852.1|CCAP, CCAP1982_LOCUS3588|CAD6994853.1|CCAP
OG0004853	LOC111594129|XP_023163056.2|DHYD	CCAP1982_LOCUS22308|CAD7014308.1|CCAP
OG0004854	LOC111605196|XP_023179368.1|DHYD	CCAP1982_LOCUS11578|CAD7003116.1|CCAP
OG0004855	LOC111592810|XP_023160989.2|DHYD	CCAP1982_LOCUS11428|CAD7002964.1|CCAP
OG0004856	LOC111603064|XP_030081848.1|DHYD	CCAP1982_LOCUS10937|CAD7002448.1|CCAP
OG0004857	LOC111601714|XP_023174200.2|DHYD	CCAP1982_LOCUS11116|CAD7002632.1|CCAP
OG0004858	LOC111603072|XP_023176297.2|DHYD	CCAP1982_LOCUS10955|CAD7002466.1|CCAP
OG0004859	LOC111603073|XP_023176300.2|DHYD	CCAP1982_LOCUS10958|CAD7002469.1|CCAP
OG0004860	LOC111602893|XP_023175997.1|DHYD	CCAP1982_LOCUS11066|CAD7002579.1|CCAP
OG0004861	LOC111598679|XP_023169808.2|DHYD	CCAP1982_LOCUS12112|CAD7003675.1|CCAP, CCAP1982_LOCUS12114|CAD7003677.1|CCAP
OG0004862	LOC111598754|XP_030081508.1|DHYD	CCAP1982_LOCUS12141|CAD7003704.1|CCAP
OG0004863	LOC111605644|XP_023180073.2|DHYD	CCAP1982_LOCUS12888|CAD7004484.1|CCAP
OG0004864	LOC111598688|XP_023169820.1|DHYD	CCAP1982_LOCUS11524|CAD7003061.1|CCAP
OG0004865	LOC111594964|XP_023164230.2|DHYD	CCAP1982_LOCUS2749|CAD6993964.1|CCAP
OG0004866	LOC111605651|XP_023180081.2|DHYD	CCAP1982_LOCUS13141|CAD7004748.1|CCAP
OG0004867	LOC111603554|XP_023176959.2|DHYD	CCAP1982_LOCUS22038|CAD7014032.1|CCAP
OG0004868	LOC111603234|XP_023176509.2|DHYD	CCAP1982_LOCUS22037|CAD7014031.1|CCAP
OG0004869	LOC111597637|XP_023168210.1|DHYD	CCAP1982_LOCUS21809|CAD7013788.1|CCAP
OG0004870	LOC111597642|XP_023168215.1|DHYD	CCAP1982_LOCUS21814|CAD7013793.1|CCAP
OG0004871	LOC111604112|XP_023177787.2|DHYD	CCAP1982_LOCUS21377|CAD7013306.1|CCAP
OG0004872	LOC111605377|XP_023179629.1|DHYD	CCAP1982_LOCUS7248|CAD6998690.1|CCAP
OG0004873	LOC111596226|XP_023166111.2|DHYD	CCAP1982_LOCUS8825|CAD7000342.1|CCAP
OG0004874	LOC111604246|XP_030080826.1|DHYD	CCAP1982_LOCUS783|CAD6991892.1|CCAP
OG0004877	LOC111598382|XP_023169359.2|DHYD	CCAP1982_LOCUS14965|CAD7006662.1|CCAP
OG0004878	LOC111604138|XP_023177824.1|DHYD	CCAP1982_LOCUS21200|CAD7013128.1|CCAP
OG0004880	LOC111596665|XP_023166740.1|DHYD	CCAP1982_LOCUS13491|CAD7005129.1|CCAP
OG0004881	LOC111592319|XP_023160204.2|DHYD	CCAP1982_LOCUS11318|CAD7002849.1|CCAP
OG0004882	LOC111595644|XP_023165237.1|DHYD	CCAP1982_LOCUS12759|CAD7004343.1|CCAP
OG0004883	LOC111597539|XP_023168096.2|DHYD	CCAP1982_LOCUS13230|CAD7004844.1|CCAP
OG0004884	LOC111597708|XP_023168314.2|DHYD	CCAP1982_LOCUS21713|CAD7013670.1|CCAP
OG0004886	LOC111594008|XP_023162873.1|DHYD	CCAP1982_LOCUS7085|CAD6998494.1|CCAP
OG0004887	LOC111597671|XP_023168265.1|DHYD	CCAP1982_LOCUS22356|CAD7014359.1|CCAP
OG0004888	LOC111598262|XP_030081015.1|DHYD	CCAP1982_LOCUS22112|CAD7014106.1|CCAP
OG0004889	LOC111600629|XP_023172600.2|DHYD	CCAP1982_LOCUS8569|CAD7000067.1|CCAP
OG0004890	LOC111600738|XP_023172785.1|DHYD	CCAP1982_LOCUS21242|CAD7013171.1|CCAP
