Orthogroup	DHYD.longest_only	AAEG.longest_only
OG0004353	LOC111594977|XP_030079660.1|DHYD	LOC5575275|XP_001661881.1|AAEG
OG0004354	LOC111594971|XP_023164239.2|DHYD	LOC110679616|XP_021710599.1|AAEG
OG0004355	LOC111599547|XP_023170973.2|DHYD	LOC5575272|XP_021710551.1|AAEG
OG0004356	LOC111592112|XP_023159910.2|DHYD	LOC5573623|XP_001660945.1|AAEG
OG0004357	LOC111597081|XP_023167382.2|DHYD	LOC5571581|XP_021707500.1|AAEG
OG0004358	LOC111595519|XP_023165067.1|DHYD	LOC5563890|XP_021710388.1|AAEG
OG0004359	LOC111597940|XP_023168664.2|DHYD	LOC23687758|XP_021710910.1|AAEG
OG0004360	LOC111592265|XP_023160130.2|DHYD	LOC5573833|XP_001654863.1|AAEG
OG0004361	LOC111601365|XP_023173667.2|DHYD	LOC5573834|XP_001654860.1|AAEG
OG0004362	LOC111598691|XP_023169824.2|DHYD	LOC5573828|XP_001654855.1|AAEG
OG0004363	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD	LOC5574292|XP_001661342.2|AAEG
OG0004364	LOC111592132|XP_023159936.1|DHYD	LOC5563997|XP_001648319.1|AAEG
OG0004365	LOC111597069|XP_030082036.1|DHYD	LOC5578237|XP_021707309.1|AAEG
OG0004366	LOC111599058|XP_023170347.1|DHYD	LOC5577459|XP_001663392.2|AAEG
OG0004367	LOC111591861|XP_023159510.2|DHYD	LOC5571879|XP_001659989.1|AAEG
OG0004368	LOC111592865|XP_023161078.1|DHYD	LOC5568688|XP_001652513.1|AAEG
OG0004369	LOC111594166|XP_030082051.1|DHYD	LOC5568706|XP_021706493.1|AAEG
OG0004370	LOC111601258|XP_023173531.2|DHYD	LOC5568717|XP_021708349.1|AAEG
OG0004371	LOC111602824|XP_023175903.2|DHYD	LOC5563882|XP_001648196.1|AAEG
OG0004372	LOC111599688|XP_023171161.2|DHYD	LOC5563881|XP_021710919.1|AAEG
OG0004373	LOC111604368|XP_023178207.2|DHYD	LOC5570164|XP_021707207.1|AAEG
OG0004374	LOC111600561|XP_023172480.2|DHYD	LOC5573475|XP_021710389.1|AAEG
OG0004375	LOC111592820|XP_023161012.2|DHYD	LOC5566310|XP_001650681.1|AAEG
OG0004376	LOC111600958|XP_023173105.1|DHYD	LOC5569778|XP_021705044.1|AAEG
OG0004377	LOC111598732|XP_023169892.2|DHYD	LOC5574962|XP_001655433.2|AAEG
OG0004378	LOC111602549|XP_023175470.2|DHYD	LOC5578279|XP_021707175.1|AAEG
OG0004379	LOC111597071|XP_023167368.1|DHYD	LOC5574943|XP_001655409.1|AAEG
OG0004380	LOC111598008|XP_030081243.1|DHYD	LOC5567360|XP_021706163.1|AAEG
OG0004381	LOC111602434|XP_023175255.2|DHYD	LOC5567513|XP_021705031.1|AAEG
OG0004382	LOC111597925|XP_023168645.2|DHYD	LOC5580241|XP_001662429.2|AAEG
OG0004383	LOC111597959|XP_023168691.1|DHYD	LOC5580242|XP_021706185.1|AAEG
OG0004384	LOC111593700|XP_023162415.1|DHYD	LOC5580243|XP_001662427.1|AAEG
OG0004385	LOC111592189|XP_023160024.1|DHYD	LOC5575514|XP_001662018.2|AAEG
OG0004386	LOC111595517|XP_023165065.1|DHYD	LOC110677938|XP_021705671.1|AAEG
OG0004387	LOC111599861|XP_023171449.2|DHYD	LOC5572708|XP_021707118.1|AAEG
OG0004388	LOC111597995|XP_023168742.2|DHYD	LOC5572399|XP_021706232.1|AAEG, LOC110681466|XP_021712924.1|AAEG
OG0004389	LOC111604767|XP_023178732.2|DHYD	LOC5564812|XP_021709637.1|AAEG
OG0004390	LOC111593541|XP_023162125.2|DHYD	LOC5575457|XP_001661976.2|AAEG
OG0004391	LOC111593804|XP_023162602.1|DHYD	LOC5576763|XP_021704246.1|AAEG
OG0004392	LOC111595342|XP_030080254.1|DHYD	LOC5565739|XP_001650089.2|AAEG
OG0004393	LOC111604133|XP_023177818.1|DHYD	LOC5565729|XP_021711015.1|AAEG
OG0004394	LOC111596628|XP_030081352.1|DHYD	LOC5565800|XP_021705217.1|AAEG
OG0004395	LOC111595552|XP_023165113.1|DHYD	LOC5571030|XP_021706993.1|AAEG
OG0004396	LOC111593284|XP_023161728.1|DHYD	LOC5571027|XP_021710560.1|AAEG
OG0004397	LOC111597073|XP_023167371.1|DHYD	LOC5571026|XP_001659457.2|AAEG
OG0004398	LOC111593509|XP_023162068.1|DHYD	LOC5569798|XP_021708089.1|AAEG
OG0004399	LOC111595632|XP_023165209.2|DHYD	LOC5569795|XP_021709369.1|AAEG
OG0004400	LOC111601473|XP_023173826.2|DHYD	LOC5572188|XP_001660281.2|AAEG
OG0004401	LOC111592116|XP_023159915.2|DHYD	LOC5574786|XP_001655345.2|AAEG
OG0004402	LOC111601238|XP_023173504.1|DHYD	LOC5574782|XP_001655339.1|AAEG
OG0004403	LOC111602550|XP_030081967.1|DHYD	LOC5578353|XP_021706296.1|AAEG
OG0004404	LOC111604334|XP_023178162.2|DHYD	LOC5577779|XP_021710324.1|AAEG
OG0004405	LOC111600978|XP_023173129.1|DHYD	LOC5577768|XP_001663541.2|AAEG
OG0004406	LOC111604306|XP_023178107.2|DHYD	LOC5567242|XP_001651673.1|AAEG
OG0004407	LOC111597967|XP_023168708.2|DHYD	LOC5567239|XP_021707680.1|AAEG
OG0004408	LOC111591869|XP_023159519.2|DHYD	LOC5567209|XP_001651638.2|AAEG
OG0004409	LOC111593702|XP_023162416.1|DHYD	LOC5571204|XP_021706286.1|AAEG
OG0004410	LOC111599736|XP_030078584.1|DHYD	LOC5571908|XP_021706697.1|AAEG
OG0004411	LOC111599860|XP_023171448.1|DHYD	LOC110681327|XP_021712774.1|AAEG, LOC110679574|XP_021710292.1|AAEG
OG0004412	LOC111599758|XP_030080649.1|DHYD	LOC5574815|XP_001655375.2|AAEG
OG0004413	LOC111600013|XP_023171686.1|DHYD	LOC5574813|XP_021709590.1|AAEG
OG0004414	LOC111600040|XP_023171731.1|DHYD	LOC5577739|XP_021707423.1|AAEG
OG0004415	LOC111602551|XP_023175474.1|DHYD	LOC5579102|XP_021710240.1|AAEG
OG0004416	LOC111597005|XP_023167277.1|DHYD	LOC5579113|XP_021711273.1|AAEG
OG0004417	LOC111601764|XP_023174272.2|DHYD	LOC5579115|XP_001657314.2|AAEG
OG0004418	LOC111594343|XP_030082047.1|DHYD	LOC5579118|XP_021709717.1|AAEG
OG0004419	LOC111598029|XP_023168825.2|DHYD	LOC5579127|XP_021704838.1|AAEG
OG0004420	LOC111593695|XP_023162386.1|DHYD	LOC5572081|XP_001660163.1|AAEG
OG0004421	LOC111593543|XP_023162131.1|DHYD	LOC5566046|XP_021705053.1|AAEG, LOC110680269|XP_021711783.1|AAEG
OG0004422	LOC111601685|XP_023174158.1|DHYD	LOC5566059|XP_021707681.1|AAEG
OG0004423	LOC111592176|XP_023160002.2|DHYD	LOC5578083|XP_001656777.2|AAEG
OG0004424	LOC111594301|XP_023163306.2|DHYD	LOC5578110|XP_021708269.1|AAEG
OG0004425	LOC111605714|XP_023180167.2|DHYD	LOC5578114|XP_001656812.2|AAEG
OG0004426	LOC111596658|XP_023166731.2|DHYD	LOC5578116|XP_001656814.2|AAEG
OG0004427	LOC111605726|XP_023180186.2|DHYD	LOC5580211|XP_001662069.2|AAEG
OG0004428	LOC111605589|XP_023179961.1|DHYD	LOC5580215|XP_021708529.1|AAEG
OG0004429	LOC111599198|XP_023170557.1|DHYD	LOC110678383|XP_021706892.1|AAEG
OG0004430	LOC111599025|XP_023170307.2|DHYD	LOC5574076|XP_021709995.1|AAEG
OG0004431	LOC111597877|XP_023168571.1|DHYD	LOC110677852|XP_021705245.1|AAEG
OG0004432	LOC111597875|XP_023168568.2|DHYD	LOC5566901|XP_021706801.1|AAEG
OG0004433	LOC111600982|XP_023173140.1|DHYD	LOC5566873|XP_021704683.1|AAEG
OG0004434	LOC111593501|XP_023162040.2|DHYD	LOC5566864|XP_001651292.1|AAEG
OG0004435	LOC111598032|XP_023168828.1|DHYD	LOC5564592|XP_001648929.2|AAEG
OG0004436	LOC111594995|XP_030081915.1|DHYD	LOC5564596|XP_021704858.1|AAEG
OG0004437	LOC111594973|XP_030081994.1|DHYD	LOC5564587|XP_001648943.2|AAEG
OG0004438	LOC111598010|XP_023168774.2|DHYD	LOC5564581|XP_001648944.1|AAEG
OG0004439	LOC111597989|XP_023168735.2|DHYD	LOC5579921|XP_021705817.1|AAEG
OG0004440	LOC111599737|XP_023171264.1|DHYD	LOC5579919|XP_001652207.1|AAEG, LOC110674018|XP_021712520.1|AAEG
OG0004441	LOC111594739|XP_023163946.2|DHYD, LOC111596326|XP_023166259.1|DHYD	LOC110681201|XP_021712674.1|AAEG, LOC5568457|XP_001652290.1|AAEG
OG0004442	LOC111595478|XP_023165013.2|DHYD	LOC5577284|XP_001663319.1|AAEG
OG0004443	LOC111598766|XP_023169948.1|DHYD	LOC5574180|XP_001661237.1|AAEG
OG0004444	LOC111592665|XP_023160792.1|DHYD	LOC5567491|XP_001657499.1|AAEG
OG0004445	LOC111600153|XP_023171911.2|DHYD	LOC5567474|XP_021708276.1|AAEG
OG0004446	LOC111597853|XP_023168532.2|DHYD	LOC5567473|XP_001657478.1|AAEG
OG0004447	LOC111597170|XP_023167498.1|DHYD	LOC110681388|XP_021712825.1|AAEG, LOC5567470|XP_001657476.1|AAEG
OG0004448	LOC111597038|XP_023167319.2|DHYD	LOC5567496|XP_001657474.1|AAEG, LOC110678982|XP_021708457.1|AAEG
OG0004449	LOC111597323|XP_023167723.1|DHYD	LOC5567464|XP_001657464.1|AAEG
OG0004450	LOC111597983|XP_023168727.1|DHYD	LOC5569725|XP_001652952.2|AAEG
OG0004451	LOC111593674|XP_023162333.2|DHYD	LOC5566542|XP_001650937.1|AAEG, LOC110680199|XP_021711710.1|AAEG
OG0004452	LOC111597992|XP_023168739.1|DHYD	LOC5566540|XP_001650935.1|AAEG
OG0004453	LOC111595448|XP_023164943.2|DHYD	LOC5566539|XP_021708933.1|AAEG
OG0004454	LOC111601780|XP_030081564.1|DHYD	LOC5568974|XP_001652628.1|AAEG
OG0004455	LOC111597283|XP_023167666.2|DHYD	LOC5568959|XP_001652624.2|AAEG, LOC110679455|XP_021709750.1|AAEG
OG0004456	LOC111593649|XP_030079410.1|DHYD	LOC5568958|XP_021709754.1|AAEG, LOC110679459|XP_021709755.1|AAEG
OG0004457	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD	LOC5568952|XP_001652622.1|AAEG
OG0004458	LOC111592813|XP_023160992.1|DHYD	LOC5568949|XP_021709778.1|AAEG
OG0004459	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD	LOC5568954|XP_021709787.1|AAEG
OG0004460	LOC111594876|XP_023164130.1|DHYD	LOC5571614|XP_001659809.1|AAEG
OG0004461	LOC111595127|XP_023164467.2|DHYD	LOC5565429|XP_021710321.1|AAEG
OG0004462	LOC111592253|XP_023160102.2|DHYD	LOC5565421|XP_001649776.1|AAEG
OG0004463	LOC111595344|XP_023164786.2|DHYD	LOC5565436|XP_021706597.1|AAEG
OG0004464	LOC111604291|XP_023178080.2|DHYD	LOC5576322|XP_021710881.1|AAEG, LOC110679609|XP_021710552.1|AAEG
OG0004465	LOC111594708|XP_023163899.1|DHYD	LOC5565418|XP_001649762.2|AAEG
OG0004466	LOC111592268|XP_023160134.2|DHYD	LOC110679619|XP_021710611.1|AAEG
OG0004467	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD	LOC5567897|XP_021710633.1|AAEG
OG0004468	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD	LOC5567895|XP_001651932.2|AAEG
OG0004469	LOC111595122|XP_023164460.1|DHYD	LOC5567889|XP_001651924.1|AAEG
OG0004470	LOC111599387|XP_030079236.1|DHYD	LOC5576330|XP_021711018.1|AAEG
OG0004471	LOC111597807|XP_023168460.2|DHYD	LOC110680426|XP_021711916.1|AAEG, LOC110680427|XP_021711917.1|AAEG, LOC5564138|XP_021711059.1|AAEG
OG0004472	LOC111592130|XP_030081998.1|DHYD	LOC5566694|XP_001651102.1|AAEG
OG0004473	LOC111595454|XP_023164955.2|DHYD	LOC5566690|XP_001651097.2|AAEG
OG0004474	LOC111595453|XP_023164954.1|DHYD	LOC5566689|XP_001651096.1|AAEG
OG0004475	LOC111604366|XP_023178204.2|DHYD	LOC5566686|XP_001651093.2|AAEG
OG0004476	LOC111602261|XP_023175023.2|DHYD	LOC110679862|XP_021711515.1|AAEG
OG0004477	LOC111595586|XP_023165165.2|DHYD	LOC5573219|XP_001654429.1|AAEG
OG0004478	LOC111598027|XP_030081227.1|DHYD	LOC5573207|XP_021704335.1|AAEG
OG0004479	LOC111600048|XP_023171741.2|DHYD	LOC110681240|XP_021712701.1|AAEG
OG0004480	LOC111598373|XP_023169352.1|DHYD	LOC110681364|XP_021712803.1|AAEG
OG0004481	LOC111605215|XP_023179409.1|DHYD	LOC110681382|XP_021712816.1|AAEG
OG0004504	LOC111598570|XP_023169639.1|DHYD	LOC5575837|XP_001655863.1|AAEG
OG0004505	LOC111593254|XP_023161682.1|DHYD	LOC5579632|XP_021694457.1|AAEG
OG0004506	LOC111592480|XP_023160464.1|DHYD	LOC5574745|XP_021694464.1|AAEG
OG0004507	LOC111601384|XP_023173691.2|DHYD	LOC5574527|XP_001655179.1|AAEG
OG0004508	LOC111595531|XP_023165085.1|DHYD	LOC5572379|XP_021694488.1|AAEG
OG0004509	LOC111592791|XP_023160966.1|DHYD	LOC5572030|XP_001660135.1|AAEG
OG0004510	LOC111593451|XP_023161976.2|DHYD	LOC5579816|XP_001651046.2|AAEG
OG0004511	LOC111596182|XP_030080771.1|DHYD	LOC5579824|XP_021694545.1|AAEG
OG0004512	LOC111597627|XP_023168198.1|DHYD	LOC5574317|XP_021694571.1|AAEG
OG0004513	LOC111593717|XP_023162451.2|DHYD	LOC5574321|XP_021694582.1|AAEG
OG0004514	LOC111597799|XP_023168448.2|DHYD	LOC5574326|XP_021694590.1|AAEG
OG0004515	LOC111594889|XP_023164142.2|DHYD	LOC5569465|XP_001658550.2|AAEG
OG0004516	LOC111598872|XP_023170089.1|DHYD	LOC5569464|XP_021694638.1|AAEG
OG0004517	LOC111605336|XP_030080094.1|DHYD	LOC5569470|XP_021694657.1|AAEG
OG0004518	LOC111596526|XP_023166561.2|DHYD	LOC110680850|XP_021712338.1|AAEG
OG0004519	LOC111595230|XP_023164634.1|DHYD	LOC5574648|XP_001661570.1|AAEG
OG0004520	LOC111600212|XP_023172001.1|DHYD	LOC5564255|XP_021694700.1|AAEG
OG0004521	LOC111603406|XP_023176748.2|DHYD	LOC110681184|XP_021712655.1|AAEG, LOC5565549|XP_021697769.1|AAEG
OG0004522	LOC111603159|XP_023176404.2|DHYD	LOC5574723|XP_001655305.2|AAEG
OG0004523	LOC111597809|XP_023168463.1|DHYD	LOC110674766|XP_021694740.1|AAEG
OG0004524	LOC111593479|XP_023162009.1|DHYD	LOC5578731|XP_001664033.2|AAEG
OG0004525	LOC111596966|XP_023167206.1|DHYD	LOC5568128|XP_021694758.1|AAEG
OG0004526	LOC111594173|XP_023163126.2|DHYD	LOC23687941|XP_021694763.1|AAEG
OG0004527	LOC111605319|XP_023179551.1|DHYD	LOC5567108|XP_001651487.2|AAEG
OG0004528	LOC111593033|XP_023161367.1|DHYD	LOC5575264|XP_001661860.2|AAEG
OG0004529	LOC111596710|XP_023166798.2|DHYD	LOC5565679|XP_021694863.1|AAEG
OG0004530	LOC111596791|XP_023166915.1|DHYD	LOC5580068|XP_001654806.1|AAEG
OG0004531	LOC111597821|XP_030080657.1|DHYD	LOC5564914|XP_021694894.1|AAEG
OG0004532	LOC111604020|XP_023177637.1|DHYD	LOC5568333|XP_021694949.1|AAEG
OG0004533	LOC111593388|XP_023161877.2|DHYD	LOC5564957|XP_021694959.1|AAEG
OG0004534	LOC111595986|XP_023165741.1|DHYD	LOC5564713|XP_001649058.1|AAEG
OG0004535	LOC111604684|XP_023178618.1|DHYD	LOC23687526|XP_011493242.2|AAEG
OG0004536	LOC111593074|XP_030080115.1|DHYD	LOC110681352|XP_021712793.1|AAEG, LOC5573415|XP_021694995.1|AAEG
OG0004537	LOC111598843|XP_023170047.2|DHYD	LOC5571743|XP_021695000.1|AAEG
OG0004538	LOC111599913|XP_023171505.1|DHYD	LOC5574282|XP_021696719.1|AAEG, LOC5579971|XP_021695025.1|AAEG
OG0004539	LOC111595030|XP_023164319.1|DHYD, LOC115483786|XP_030081902.1|DHYD	LOC5565195|XP_021695035.1|AAEG
OG0004540	LOC111598169|XP_023169029.2|DHYD	LOC23687659|XP_021695141.1|AAEG
OG0004541	LOC111595402|XP_023164879.2|DHYD	LOC5573039|XP_021693893.1|AAEG
OG0004542	LOC111603165|XP_023176411.2|DHYD	LOC5573038|XP_021694038.1|AAEG
OG0004543	LOC111597317|XP_023167714.1|DHYD	LOC5566240|XP_021696109.1|AAEG
OG0004544	LOC111591985|XP_023159706.1|DHYD	LOC5579000|XP_021696361.1|AAEG
OG0004545	LOC111598358|XP_023169337.2|DHYD	LOC5578998|XP_021696983.1|AAEG
OG0004546	LOC111593930|XP_023162776.1|DHYD	LOC5565022|XP_001649363.2|AAEG
OG0004547	LOC111605306|XP_023179531.1|DHYD	LOC5566769|XP_021701100.1|AAEG
OG0004548	LOC111595944|XP_023165678.1|DHYD	LOC5573521|XP_001660918.2|AAEG, LOC110677080|XP_021703454.1|AAEG
OG0004549	LOC111596240|XP_030079687.1|DHYD	LOC110677788|XP_021705001.1|AAEG, LOC5569935|XP_021703073.1|AAEG
OG0004550	LOC111598821|XP_023170019.1|DHYD	LOC5574019|XP_021707312.1|AAEG
OG0004551	LOC111596985|XP_023167237.1|DHYD	LOC5574022|XP_001661113.1|AAEG
OG0004552	LOC111605618|XP_023180024.2|DHYD	LOC5574015|XP_021707866.1|AAEG
OG0004553	LOC111605202|XP_023179378.2|DHYD	LOC5574011|XP_001661096.2|AAEG
OG0004554	LOC111595368|XP_023164822.2|DHYD	LOC5564969|XP_021710730.1|AAEG
OG0004555	LOC111595354|XP_023164799.2|DHYD	LOC5571988|XP_021711427.1|AAEG, LOC5571990|XP_021711075.1|AAEG
OG0004556	LOC111603197|XP_023176453.2|DHYD	LOC5571980|XP_021712418.1|AAEG
OG0004557	LOC111605253|XP_030079966.1|DHYD	LOC110674264|XP_021694224.1|AAEG, LOC110681295|XP_021712772.1|AAEG
OG0004558	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD	LOC5576062|XP_001648485.2|AAEG
OG0004559	LOC111602977|XP_023176139.1|DHYD	LOC5573489|XP_021713360.1|AAEG
OG0004560	LOC111598514|XP_023169556.2|DHYD	LOC5580021|XP_021692916.1|AAEG
OG0004561	LOC111596965|XP_023167210.1|DHYD	LOC5569126|XP_021692967.1|AAEG
OG0004562	LOC111595211|XP_023164588.1|DHYD	LOC5578654|XP_021693017.1|AAEG
OG0004563	LOC111595209|XP_023164585.2|DHYD	LOC5578653|XP_021693083.1|AAEG
OG0004564	LOC111596690|XP_023166771.1|DHYD	LOC5578652|XP_001663993.2|AAEG
OG0004565	LOC111605444|XP_023179729.2|DHYD	LOC5570121|XP_001653102.2|AAEG
OG0004566	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD	LOC5578310|XP_001656894.2|AAEG
OG0004567	LOC111591988|XP_023159712.1|DHYD	LOC23687938|XP_021693199.1|AAEG
OG0004568	LOC111604600|XP_023178482.2|DHYD	LOC5570106|XP_001653086.2|AAEG
OG0004569	LOC111605593|XP_023179969.1|DHYD	LOC5564358|XP_021693444.1|AAEG
OG0004570	LOC111600715|XP_023172741.2|DHYD	LOC5570746|XP_021693650.1|AAEG
OG0004571	LOC111603175|XP_023176424.1|DHYD	LOC5564999|XP_021693979.1|AAEG
OG0004572	LOC111599135|XP_023170467.1|DHYD	LOC5572390|XP_001654043.1|AAEG
OG0004573	LOC111596584|XP_023166631.2|DHYD	LOC5578624|XP_021694888.1|AAEG
OG0004574	LOC111597256|XP_023167627.1|DHYD	LOC5569556|XP_001658619.1|AAEG
OG0004575	LOC111597260|XP_023167632.2|DHYD	LOC5569562|XP_021695176.1|AAEG
OG0004576	LOC111602770|XP_023175801.2|DHYD	LOC5569566|XP_001658629.1|AAEG
OG0004577	LOC111605590|XP_023179962.1|DHYD	LOC5578887|XP_001664093.2|AAEG
OG0004578	LOC111600174|XP_023171936.1|DHYD	LOC5574245|XP_001661298.1|AAEG
OG0004579	LOC111599299|XP_023170670.2|DHYD	LOC5574250|XP_001661305.2|AAEG
OG0004580	LOC111605525|XP_023179854.1|DHYD	LOC5574256|XP_021695770.1|AAEG
OG0004581	LOC111602664|XP_023175616.1|DHYD	LOC5569921|XP_021695776.1|AAEG
OG0004582	LOC111602001|XP_023174658.1|DHYD	LOC5569918|XP_001658818.2|AAEG
OG0004583	LOC111594075|XP_023162982.1|DHYD	LOC110675386|XP_021695922.1|AAEG
OG0004583	LOC111594073|XP_023162980.2|DHYD	LOC5576026|XP_021695931.1|AAEG
OG0004584	LOC111597991|XP_023168738.1|DHYD	LOC5576023|XP_021695966.1|AAEG
OG0004585	LOC111597861|XP_023168551.2|DHYD	LOC5566490|XP_021696180.1|AAEG
OG0004586	LOC111605134|XP_030079418.1|DHYD	LOC110680670|XP_021712152.1|AAEG, LOC110680344|XP_021711856.1|AAEG, LOC5566496|XP_001650881.2|AAEG
OG0004587	LOC111597803|XP_023168456.1|DHYD	LOC5571316|XP_021696265.1|AAEG
OG0004588	LOC111597833|XP_023168497.1|DHYD	LOC5571317|XP_021696269.1|AAEG
OG0004589	LOC111597433|XP_030080051.1|DHYD	LOC5571312|XP_021696292.1|AAEG
OG0004590	LOC111597886|XP_023168589.2|DHYD	LOC5571304|XP_021696553.1|AAEG
OG0004591	LOC111597830|XP_023168494.2|DHYD	LOC5571303|XP_021696640.1|AAEG
OG0004592	LOC111593010|XP_023161313.1|DHYD	LOC5571325|XP_001653614.2|AAEG, LOC110680590|XP_021712079.1|AAEG
OG0004593	LOC111605316|XP_023179547.2|DHYD	LOC5571324|XP_001653613.1|AAEG
OG0004594	LOC111603367|XP_030079538.1|DHYD	LOC5570456|XP_021696795.1|AAEG
OG0004595	LOC111598333|XP_023169303.1|DHYD	LOC5570455|XP_001659155.1|AAEG
OG0004596	LOC111591993|XP_030079921.1|DHYD	LOC5568415|XP_001658067.2|AAEG
OG0004597	LOC111596718|XP_023166808.1|DHYD	LOC5576593|XP_001656176.2|AAEG
OG0004598	LOC111592434|XP_023160385.1|DHYD	LOC5576594|XP_021697315.1|AAEG
OG0004599	LOC111600897|XP_030079016.1|DHYD, LOC115483197|XP_030080271.1|DHYD	LOC5576590|XP_021694237.1|AAEG
OG0004600	LOC111597235|XP_030078958.1|DHYD	LOC5578881|XP_021697499.1|AAEG
OG0004601	LOC111596708|XP_030078965.1|DHYD	LOC5575001|XP_021697559.1|AAEG
OG0004602	LOC111594998|XP_023164265.1|DHYD	LOC110681032|XP_021712493.1|AAEG, LOC5574977|XP_011492970.2|AAEG
OG0004603	LOC111599182|XP_023170536.2|DHYD	LOC5574964|XP_001655438.1|AAEG
OG0004604	LOC111603093|XP_023176321.2|DHYD	LOC5577019|XP_001656305.2|AAEG
OG0004605	LOC111596530|XP_023166568.2|DHYD	LOC5572546|XP_021698206.1|AAEG
OG0004606	LOC111596705|XP_023166792.2|DHYD	LOC110681039|XP_021712499.1|AAEG, LOC5570419|XP_021698706.1|AAEG
OG0004607	LOC111605305|XP_030079965.1|DHYD	LOC5571999|XP_021699006.1|AAEG
OG0004608	LOC111598334|XP_023169304.2|DHYD	LOC5580118|XP_021699158.1|AAEG
OG0004609	LOC111594069|XP_023162970.1|DHYD	LOC5580129|XP_001655265.1|AAEG
OG0004610	LOC111597393|XP_023167827.1|DHYD	LOC5567908|XP_021699375.1|AAEG
OG0004611	LOC111592461|XP_023160428.1|DHYD	LOC5567930|XP_021699546.1|AAEG
OG0004612	LOC111592463|XP_023160432.1|DHYD	LOC5567934|XP_021699581.1|AAEG
OG0004613	LOC111602625|XP_023175555.2|DHYD	LOC5567928|XP_001651965.2|AAEG
OG0004614	LOC111603134|XP_023176377.2|DHYD	LOC23687785|XP_021699626.1|AAEG
OG0004615	LOC111605348|XP_023179595.2|DHYD	LOC5580054|XP_021699671.1|AAEG
OG0004616	LOC111596805|XP_023166934.2|DHYD	LOC5580056|XP_001654826.2|AAEG
OG0004617	LOC111596069|XP_023165890.1|DHYD	LOC5569683|XP_021699817.1|AAEG
OG0004618	LOC111595904|XP_023165613.2|DHYD	LOC5564408|XP_001648750.2|AAEG
OG0004619	LOC111597844|XP_023168519.2|DHYD	LOC5564395|XP_001648740.2|AAEG
OG0004620	LOC111601774|XP_023174288.2|DHYD	LOC5576466|XP_021700376.1|AAEG
OG0004621	LOC111598896|XP_023170129.2|DHYD	LOC5576467|XP_021700393.1|AAEG
OG0004622	LOC111592932|XP_023161158.2|DHYD	LOC110676561|XP_021700642.1|AAEG
OG0004623	LOC111592703|XP_023160854.1|DHYD	LOC5576484|XP_021700664.1|AAEG
OG0004624	LOC111603618|XP_023177056.1|DHYD	LOC5579374|XP_001647679.1|AAEG
OG0004625	LOC111598192|XP_023169086.2|DHYD	LOC5570705|XP_021700943.1|AAEG
OG0004626	LOC111598188|XP_030078888.1|DHYD	LOC5570700|XP_021701111.1|AAEG
OG0004627	LOC111596035|XP_023165832.2|DHYD	LOC5568502|XP_021704914.1|AAEG, LOC110674280|XP_021694247.1|AAEG
OG0004628	LOC111603857|XP_023177468.1|DHYD	LOC5566101|XP_021701666.1|AAEG
OG0004629	LOC111601987|XP_030080613.1|DHYD	LOC5578826|XP_021701851.1|AAEG
OG0004630	LOC111597810|XP_023168466.2|DHYD	LOC5578829|XP_021701956.1|AAEG
OG0004631	LOC111596543|XP_023166587.2|DHYD	LOC5575024|XP_001661757.2|AAEG
OG0004632	LOC111596534|XP_023166575.1|DHYD	LOC110680277|XP_021711790.1|AAEG, LOC5575025|XP_001661758.1|AAEG
OG0004633	LOC111592689|XP_023160824.1|DHYD	LOC5578655|XP_021702447.1|AAEG
OG0004634	LOC111599425|XP_023170844.2|DHYD	LOC5567053|XP_001651445.1|AAEG
OG0004635	LOC111592359|XP_023160284.2|DHYD	LOC5579439|XP_021702564.1|AAEG
OG0004636	LOC111594893|XP_023164148.2|DHYD	LOC5576304|XP_021702660.1|AAEG
OG0004637	LOC111596458|XP_030079401.1|DHYD	LOC5566946|XP_021702766.1|AAEG
OG0004638	LOC111600167|XP_023171927.2|DHYD	LOC110676975|XP_021702833.1|AAEG
OG0004640	LOC111603283|XP_023176564.2|DHYD	LOC110677132|XP_021703586.1|AAEG
OG0004641	LOC111596785|XP_023166906.1|DHYD	LOC110677190|XP_021703775.1|AAEG, LOC5565072|XP_001649386.2|AAEG
OG0004642	LOC111596468|XP_023166487.2|DHYD	LOC5564074|XP_001648356.2|AAEG
OG0004643	LOC111601418|XP_023173762.1|DHYD	LOC5564047|XP_001648357.1|AAEG
OG0004644	LOC111595735|XP_023165394.2|DHYD	LOC5564058|XP_001648358.1|AAEG
OG0004645	LOC111599041|XP_023170324.1|DHYD	LOC5564072|XP_001648359.1|AAEG
OG0004646	LOC111597854|XP_023168534.1|DHYD	LOC5564039|XP_001648362.2|AAEG
OG0004647	LOC111598864|XP_023170079.1|DHYD	LOC5564042|XP_021703902.1|AAEG
OG0004648	LOC111603117|XP_023176356.1|DHYD	LOC5564034|XP_001648370.1|AAEG
