Orthogroup	DHYD.longest_only	DSUB.longest_only
OG0004981	LOC111592291|XP_023160162.2|DHYD	LOC117894837|XP_034657976.1|DSUB
OG0004982	LOC111592259|XP_023160115.2|DHYD	LOC117894176|XP_034656972.1|DSUB
OG0004983	LOC111598733|XP_023169894.2|DHYD	LOC117893791|XP_034656425.1|DSUB
OG0004984	LOC111604786|XP_023178767.1|DHYD	LOC117894225|XP_034657032.1|DSUB
OG0004985	LOC111602886|XP_023175986.2|DHYD	LOC117895570|XP_034659181.1|DSUB
OG0004986	LOC111599254|XP_023170621.1|DHYD	LOC117893922|XP_034656595.1|DSUB
OG0004987	LOC111605684|XP_023180119.2|DHYD	LOC117895397|XP_034658916.1|DSUB
OG0004989	LOC111605670|XP_023180102.1|DHYD	LOC117895398|XP_034658917.1|DSUB
OG0004990	LOC111602122|XP_023174839.1|DHYD	LOC117890516|XP_034651311.1|DSUB
OG0004991	LOC111602388|XP_023175175.1|DHYD	LOC117892567|XP_034654780.1|DSUB
OG0004992	LOC111602389|XP_023175177.2|DHYD	LOC117892568|XP_034654781.1|DSUB
OG0004993	LOC111601691|XP_023174169.2|DHYD	LOC117894914|XP_034658100.1|DSUB
OG0004994	LOC111604489|XP_023178347.2|DHYD	LOC117893477|XP_034655991.1|DSUB
OG0004995	LOC111601595|XP_023174024.2|DHYD	LOC117894918|XP_034658108.1|DSUB
OG0004996	LOC111592960|XP_023161218.1|DHYD	LOC117895451|XP_034659014.1|DSUB
OG0004997	LOC111594023|XP_023162898.1|DHYD	LOC117891536|XP_034652938.1|DSUB
OG0004998	LOC111597728|XP_023168338.1|DHYD	LOC117891271|XP_034652537.1|DSUB
OG0004999	LOC111601649|XP_023174099.2|DHYD	LOC117893016|XP_034655263.1|DSUB
OG0005000	LOC111599397|XP_023170809.1|DHYD	LOC117892031|XP_034653846.1|DSUB
OG0005001	LOC111601690|XP_023174167.2|DHYD	LOC117895295|XP_034658740.1|DSUB
OG0005002	LOC111601481|XP_023173838.1|DHYD	LOC117899102|XP_034664773.1|DSUB
OG0005003	LOC111592838|XP_023161029.1|DHYD	LOC117893581|XP_034656145.1|DSUB
OG0005004	LOC111601028|XP_023173205.1|DHYD	LOC117894741|XP_034657831.1|DSUB
OG0005005	LOC111604537|XP_023178404.2|DHYD	LOC117893785|XP_034656420.1|DSUB
OG0005006	LOC111595387|XP_023164853.1|DHYD	LOC117895131|XP_034658436.1|DSUB
OG0005007	LOC111601110|XP_023173324.2|DHYD	LOC117893492|XP_034656017.1|DSUB
OG0005008	LOC111597469|XP_023167986.2|DHYD	LOC117894180|XP_034656977.1|DSUB
OG0005009	LOC111604775|XP_023178748.1|DHYD	LOC117893365|XP_034655847.1|DSUB
OG0005010	LOC111598383|XP_023169360.2|DHYD	LOC117893364|XP_034655846.1|DSUB
OG0005011	LOC111600066|XP_023171764.2|DHYD	LOC117889842|XP_034650225.1|DSUB
OG0005012	LOC111597502|XP_023168035.2|DHYD	LOC117893474|XP_034655987.1|DSUB
OG0005013	LOC111604788|XP_023178769.2|DHYD	LOC117896226|XP_034660252.1|DSUB
OG0005014	LOC111598726|XP_023169885.1|DHYD	LOC117895058|XP_034658329.1|DSUB
OG0005015	LOC111604440|XP_023178277.2|DHYD	LOC117894818|XP_034657951.1|DSUB
OG0005016	LOC111598699|XP_023169833.1|DHYD	LOC117894840|XP_034657979.1|DSUB
OG0005017	LOC111602900|XP_023176004.2|DHYD	LOC117895273|XP_034658689.1|DSUB
OG0005018	LOC111601073|XP_023173265.1|DHYD	LOC117892904|XP_034655100.1|DSUB
OG0005019	LOC111596939|XP_023167159.1|DHYD	LOC117893098|XP_034655421.1|DSUB
OG0005020	LOC111593871|XP_023162700.2|DHYD	LOC117890924|XP_034651946.1|DSUB
OG0005021	LOC111594701|XP_023163890.2|DHYD	LOC117901585|XP_034668285.1|DSUB
OG0005022	LOC111595294|XP_023164716.2|DHYD	LOC117895277|XP_034658702.1|DSUB
OG0005023	LOC111600645|XP_023172630.1|DHYD	LOC117890170|XP_034650760.1|DSUB
OG0005024	LOC111596969|XP_023167213.1|DHYD	LOC117893564|XP_034656124.1|DSUB
OG0005025	LOC111597494|XP_023168020.2|DHYD	LOC117895515|XP_034659111.1|DSUB
OG0005026	LOC111601734|XP_023174226.2|DHYD	LOC117895303|XP_034658753.1|DSUB
OG0005027	LOC111604485|XP_023178340.2|DHYD	LOC117893936|XP_034656611.1|DSUB
OG0005028	LOC111605544|XP_023179874.1|DHYD	LOC117898012|XP_034663032.1|DSUB
OG0005029	LOC111601054|XP_023173238.2|DHYD	LOC117894682|XP_034657751.1|DSUB
OG0005030	LOC111600511|XP_023172407.1|DHYD	LOC117895108|XP_034658402.1|DSUB
OG0005031	LOC111592969|XP_023161229.2|DHYD	LOC117893518|XP_034656048.1|DSUB
OG0005032	LOC111594361|XP_023163392.1|DHYD	LOC117893284|XP_034655741.1|DSUB
OG0005033	LOC111593094|XP_030078950.1|DHYD	LOC117893085|XP_034655397.1|DSUB
OG0005034	LOC111593106|XP_030081422.1|DHYD	LOC117893087|XP_034655401.1|DSUB
OG0005035	LOC111594380|XP_023163412.2|DHYD	LOC117894662|XP_034657728.1|DSUB
OG0005036	LOC111602923|XP_023176038.1|DHYD	LOC117894351|XP_034657231.1|DSUB
OG0005037	LOC111603741|XP_023177226.1|DHYD	LOC117894486|XP_034657484.1|DSUB
OG0005038	LOC111594858|XP_023164105.1|DHYD	LOC117893089|XP_034655405.1|DSUB
OG0005039	LOC111599068|XP_023170359.2|DHYD	LOC117902364|XP_034669570.1|DSUB
OG0005040	LOC111601647|XP_023174096.2|DHYD	LOC117892990|XP_034655233.1|DSUB
OG0005041	LOC111597516|XP_023168053.2|DHYD	LOC117895227|XP_034658614.1|DSUB
OG0005042	LOC111604763|XP_023178729.2|DHYD	LOC117893074|XP_034655383.1|DSUB
OG0005043	LOC111597956|XP_023168688.1|DHYD	LOC117890610|XP_034651440.1|DSUB
OG0005044	LOC111597952|XP_023168682.2|DHYD	LOC117890899|XP_034651885.1|DSUB
OG0005045	LOC111597999|XP_023168755.1|DHYD	LOC117889957|XP_034650406.1|DSUB
OG0005046	LOC111602369|XP_023175151.1|DHYD	LOC117890817|XP_034651778.1|DSUB
OG0005047	LOC111595072|XP_023164396.2|DHYD	LOC117895192|XP_034658565.1|DSUB
OG0005048	LOC111595074|XP_023164399.1|DHYD	LOC117894586|XP_034657622.1|DSUB
OG0005049	LOC111594384|XP_023163419.2|DHYD	LOC117895845|XP_034659691.1|DSUB
OG0005050	LOC111602187|XP_023174915.2|DHYD	LOC117890255|XP_034650895.1|DSUB
OG0005051	LOC111594356|XP_023163383.1|DHYD	LOC117893645|XP_034656222.1|DSUB
OG0005052	LOC111594357|XP_023163384.1|DHYD	LOC117893649|XP_034656229.1|DSUB
OG0005053	LOC111594673|XP_023163851.2|DHYD	LOC117900313|XP_034666534.1|DSUB
OG0005054	LOC111592254|XP_023160103.1|DHYD	LOC117893592|XP_034656157.1|DSUB
OG0005055	LOC111605046|XP_023179153.1|DHYD	LOC117903520|XP_034671525.1|DSUB
OG0005056	LOC111597656|XP_023168246.2|DHYD	LOC117891466|XP_034652840.1|DSUB
OG0005057	LOC115482742|XP_030079282.1|DHYD, LOC111593200|XP_023161592.2|DHYD	LOC117895865|XP_034659722.1|DSUB
OG0005058	LOC111601742|XP_023174233.1|DHYD	LOC117894387|XP_034657284.1|DSUB
OG0005059	LOC111593949|XP_023162808.1|DHYD	LOC117890274|XP_034650924.1|DSUB
OG0005060	LOC111593840|XP_023162648.1|DHYD	LOC117890916|XP_034651929.1|DSUB
OG0005061	LOC111596293|XP_023166217.2|DHYD	LOC117900874|XP_034667290.1|DSUB
OG0005062	LOC111600141|XP_030081193.1|DHYD	LOC117892058|XP_034653878.1|DSUB
OG0005063	LOC111604100|XP_023177768.2|DHYD	LOC117892000|XP_034653779.1|DSUB
OG0005064	LOC111595098|XP_023164432.1|DHYD	LOC117893740|XP_034656360.1|DSUB
OG0005065	LOC111604189|XP_023177912.2|DHYD	LOC117890424|XP_034651135.1|DSUB
OG0005066	LOC111596624|XP_023166678.1|DHYD	LOC117891256|XP_034652516.1|DSUB
OG0005067	LOC111600898|XP_023173005.2|DHYD	LOC117890862|XP_034651840.1|DSUB
OG0005068	LOC111599276|XP_023170642.1|DHYD	LOC117892967|XP_034655191.1|DSUB
OG0005069	LOC111595622|XP_023165197.1|DHYD	LOC117891484|XP_034652855.1|DSUB
OG0005070	LOC111600038|XP_023171724.2|DHYD	LOC117891023|XP_034652076.1|DSUB
OG0005071	LOC111592798|XP_023160972.1|DHYD	LOC117895071|XP_034658346.1|DSUB
OG0005072	LOC111601946|XP_023174570.1|DHYD	LOC117902904|XP_034670355.1|DSUB
OG0005073	LOC111602226|XP_023174974.1|DHYD	LOC117890874|XP_034651857.1|DSUB
OG0005074	LOC111603043|XP_023176249.2|DHYD	LOC117895290|XP_034658726.1|DSUB
OG0005075	LOC111593577|XP_023162210.2|DHYD	LOC117891890|XP_034653582.1|DSUB
OG0005076	LOC111599915|XP_023171512.1|DHYD	LOC117891546|XP_034652953.1|DSUB
OG0005078	LOC111601586|XP_023174008.2|DHYD	LOC117893042|XP_034655308.1|DSUB
OG0005079	LOC111605381|XP_023179636.2|DHYD	LOC117891952|XP_034653702.1|DSUB
OG0005080	LOC111597541|XP_023168098.2|DHYD	LOC117895230|XP_034658618.1|DSUB
OG0005081	LOC111593878|XP_023162711.2|DHYD	LOC117890096|XP_034650650.1|DSUB
OG0005082	LOC111593527|XP_023162088.1|DHYD	LOC117895658|XP_034659366.1|DSUB
OG0005083	LOC111602872|XP_023175966.1|DHYD	LOC117903760|XP_034672060.1|DSUB, LOC117901897|XP_034668752.1|DSUB
OG0005084	LOC111604409|XP_023178233.2|DHYD	LOC117895336|XP_034658804.1|DSUB
OG0005085	LOC111604415|XP_023178238.1|DHYD	LOC117895501|XP_034659089.1|DSUB
OG0005086	LOC111599947|XP_023171567.1|DHYD	LOC117890834|XP_034651808.1|DSUB
OG0005087	LOC111598681|XP_030081435.1|DHYD	LOC117894442|XP_034657409.1|DSUB
OG0005088	LOC111599953|XP_023171593.1|DHYD	LOC117890849|XP_034651825.1|DSUB
OG0005089	LOC111599951|XP_023171590.2|DHYD	LOC117890847|XP_034651822.1|DSUB
OG0005090	LOC111593733|XP_023162490.2|DHYD	LOC117892554|XP_034654756.1|DSUB
OG0005091	LOC111605230|XP_023179427.1|DHYD	LOC117890710|XP_034651630.1|DSUB
OG0005092	LOC111595042|XP_023164335.1|DHYD	LOC117895713|XP_034659456.1|DSUB
OG0005093	LOC111604457|XP_023178303.1|DHYD	LOC117894817|XP_034657949.1|DSUB
OG0005094	LOC111601607|XP_023174040.2|DHYD	LOC117893195|XP_034655596.1|DSUB
OG0005095	LOC111604487|XP_030081073.1|DHYD	LOC117891957|XP_034653711.1|DSUB
OG0005096	LOC111602231|XP_023174980.1|DHYD	LOC117900633|XP_034666953.1|DSUB
OG0005097	LOC111592520|XP_023160539.1|DHYD	LOC117891428|XP_034652790.1|DSUB
OG0005098	LOC111604125|XP_023177808.1|DHYD	LOC117892208|XP_034654199.1|DSUB
OG0005099	LOC111593797|XP_023162586.1|DHYD	LOC117892285|XP_034654296.1|DSUB
OG0005100	LOC111593793|XP_023162580.1|DHYD	LOC117892280|XP_034654291.1|DSUB
OG0005101	LOC111601470|XP_023173824.2|DHYD	LOC117896735|XP_034661092.1|DSUB
OG0005102	LOC111592947|XP_023161196.2|DHYD	LOC117889949|XP_034650379.1|DSUB
OG0005103	LOC111600088|XP_023171796.2|DHYD	LOC117891020|XP_034652073.1|DSUB
OG0005104	LOC111603960|XP_023177563.2|DHYD	LOC117901040|XP_034667540.1|DSUB
OG0005105	LOC111605188|XP_023179354.2|DHYD	LOC117894001|XP_034656715.1|DSUB
OG0005106	LOC111597452|XP_023167949.2|DHYD	LOC117893230|XP_034655673.1|DSUB
OG0005107	LOC111601706|XP_023174193.2|DHYD	LOC117894667|XP_034657735.1|DSUB
OG0005108	LOC111592532|XP_023160581.1|DHYD	LOC117891253|XP_034652514.1|DSUB
OG0005109	LOC111603124|XP_023176365.2|DHYD	LOC117903766|XP_034672070.1|DSUB
OG0005110	LOC111592431|XP_023160383.2|DHYD	LOC117894042|XP_034656782.1|DSUB
OG0005111	LOC111605648|XP_023180078.2|DHYD	LOC117894587|XP_034657623.1|DSUB
OG0005112	LOC111595378|XP_023164842.2|DHYD	LOC117894303|XP_034657160.1|DSUB
OG0005113	LOC111605650|XP_023180080.1|DHYD	LOC117894597|XP_034657638.1|DSUB
OG0005114	LOC111598671|XP_023169796.2|DHYD	LOC117893122|XP_034655462.1|DSUB
OG0005115	LOC111603530|XP_030079278.1|DHYD	LOC117902210|XP_034669320.1|DSUB
OG0005116	LOC111605640|XP_023180069.2|DHYD	LOC117893967|XP_034656658.1|DSUB
OG0005117	LOC111593404|XP_023161892.2|DHYD	LOC117891918|XP_034653636.1|DSUB
OG0005118	LOC111603572|XP_023176994.1|DHYD	LOC117902020|XP_034668968.1|DSUB
OG0005119	LOC111600901|XP_023173012.2|DHYD	LOC117890204|XP_034650803.1|DSUB
OG0005120	LOC111596514|XP_023166546.2|DHYD	LOC117895474|XP_034659043.1|DSUB
OG0005121	LOC111605080|XP_023179181.2|DHYD	LOC117894257|XP_034657102.1|DSUB
OG0005122	LOC111594913|XP_023164168.1|DHYD	LOC117893369|XP_034655853.1|DSUB
OG0005123	LOC111593535|XP_023162106.1|DHYD	LOC117895099|XP_034658387.1|DSUB
OG0005124	LOC111605631|XP_023180053.2|DHYD	LOC117893969|XP_034656661.1|DSUB
OG0005125	LOC111605629|XP_023180050.2|DHYD	LOC117893961|XP_034656648.1|DSUB
OG0005126	LOC111601552|XP_023173962.2|DHYD	LOC117895326|XP_034658787.1|DSUB
OG0005127	LOC111603053|XP_023176274.1|DHYD	LOC117894375|XP_034657270.1|DSUB
OG0005128	LOC111595723|XP_030080919.1|DHYD	LOC117890086|XP_034650635.1|DSUB
OG0005129	LOC111596656|XP_023166728.1|DHYD	LOC117894086|XP_034656845.1|DSUB
OG0005130	LOC111605728|XP_023180188.2|DHYD	LOC117893107|XP_034655431.1|DSUB
OG0005131	LOC111593223|XP_030081118.1|DHYD	LOC117895600|XP_034659239.1|DSUB
OG0005132	LOC111597560|XP_023168126.1|DHYD	LOC117892988|XP_034655231.1|DSUB
OG0005133	LOC111604486|XP_023178342.1|DHYD	LOC117894734|XP_034657823.1|DSUB
OG0005134	LOC111595139|XP_023164478.2|DHYD	LOC117894439|XP_034657396.1|DSUB
OG0005135	LOC111596944|XP_023167167.2|DHYD	LOC117895396|XP_034658915.1|DSUB
OG0005136	LOC111596957|XP_023167183.1|DHYD	LOC117895675|XP_034659388.1|DSUB
OG0005137	LOC111595899|XP_030080665.1|DHYD	LOC117899050|XP_034664701.1|DSUB
OG0005138	LOC111593096|XP_023161461.1|DHYD	LOC117895464|XP_034659030.1|DSUB
OG0005139	LOC111596942|XP_023167164.1|DHYD	LOC117894569|XP_034657595.1|DSUB
OG0005140	LOC111601863|XP_023174472.1|DHYD	LOC117902221|XP_034669345.1|DSUB
OG0005141	LOC111594014|XP_023162880.2|DHYD	LOC117891532|XP_034652924.1|DSUB
OG0005142	LOC111597769|XP_023168395.1|DHYD	LOC117894113|XP_034656884.1|DSUB
OG0005143	LOC111605204|XP_023179379.1|DHYD	LOC117895156|XP_034658485.1|DSUB
OG0005144	LOC111605190|XP_023179357.2|DHYD	LOC117895160|XP_034658506.1|DSUB
OG0005145	LOC111605163|XP_023179316.1|DHYD	LOC117895158|XP_034658504.1|DSUB
OG0005146	LOC111598787|XP_023169970.2|DHYD	LOC117895797|XP_034659605.1|DSUB
OG0005147	LOC111598789|XP_023169973.1|DHYD	LOC117895801|XP_034659613.1|DSUB
OG0005148	LOC111595131|XP_023164470.2|DHYD	LOC117895491|XP_034659078.1|DSUB
OG0005149	LOC111597676|XP_023168270.2|DHYD	LOC117891706|XP_034653190.1|DSUB
OG0005150	LOC111604658|XP_023178582.1|DHYD	LOC117894804|XP_034657929.1|DSUB
OG0005151	LOC111597426|XP_023167892.1|DHYD	LOC117893843|XP_034656500.1|DSUB
OG0005152	LOC111597421|XP_023167885.1|DHYD	LOC117895047|XP_034658316.1|DSUB
OG0005153	LOC111597417|XP_023167881.2|DHYD	LOC117895435|XP_034658980.1|DSUB
OG0005154	LOC111597423|XP_023167888.2|DHYD	LOC117895433|XP_034658974.1|DSUB
OG0005155	LOC111601062|XP_023173251.2|DHYD	LOC117895285|XP_034658714.1|DSUB
OG0005156	LOC111598497|XP_023169524.2|DHYD	LOC117898960|XP_034664589.1|DSUB
OG0005157	LOC111593759|XP_023162537.2|DHYD	LOC117891553|XP_034652963.1|DSUB
OG0005158	LOC111598070|XP_023168872.2|DHYD	LOC117895246|XP_034658648.1|DSUB
OG0005159	LOC111592455|XP_023160412.1|DHYD	LOC117893324|XP_034655804.1|DSUB
OG0005160	LOC111601067|XP_023173258.1|DHYD	LOC117893500|XP_034656029.1|DSUB
OG0005161	LOC111600767|XP_030080991.1|DHYD	LOC117891365|XP_034652691.1|DSUB
OG0005162	LOC111603172|XP_023176420.1|DHYD	LOC117899973|XP_034666027.1|DSUB
OG0005163	LOC111597630|XP_023168199.1|DHYD	LOC117895437|XP_034658982.1|DSUB
OG0005164	LOC111598763|XP_023169943.2|DHYD	LOC117894233|XP_034657041.1|DSUB
OG0005165	LOC111592153|XP_023159969.2|DHYD	LOC117890303|XP_034650968.1|DSUB
OG0005166	LOC111604898|XP_030078630.1|DHYD	LOC117899176|XP_034664928.1|DSUB
OG0005167	LOC111604932|XP_023178970.1|DHYD	LOC117899181|XP_034664932.1|DSUB
OG0005168	LOC111603728|XP_023177207.2|DHYD	LOC117893485|XP_034656008.1|DSUB
OG0005169	LOC111597520|XP_023168061.1|DHYD	LOC117892986|XP_034655229.1|DSUB
OG0005170	LOC111597478|XP_023167995.1|DHYD	LOC117892978|XP_034655211.1|DSUB
OG0005171	LOC111597529|XP_023168074.2|DHYD	LOC117892983|XP_034655224.1|DSUB
OG0005172	LOC111593574|XP_023162203.2|DHYD	LOC117891885|XP_034653573.1|DSUB
OG0005173	LOC111599931|XP_023171548.2|DHYD	LOC117891423|XP_034652784.1|DSUB
OG0005174	LOC111594117|XP_023163044.1|DHYD	LOC117892132|XP_034654059.1|DSUB
OG0005175	LOC111603837|XP_023177371.1|DHYD	LOC117891623|XP_034653050.1|DSUB
OG0005176	LOC111604157|XP_023177852.1|DHYD	LOC117891310|XP_034652611.1|DSUB
OG0005177	LOC111603815|XP_023177340.2|DHYD	LOC117890818|XP_034651779.1|DSUB
OG0005178	LOC111601664|XP_023174116.2|DHYD	LOC117895141|XP_034658456.1|DSUB
OG0005179	LOC111605175|XP_023179337.1|DHYD	LOC117895408|XP_034658931.1|DSUB
OG0005180	LOC111602916|XP_023176029.2|DHYD	LOC117895564|XP_034659171.1|DSUB
OG0005181	LOC111594063|XP_023162958.1|DHYD	LOC117889629|XP_034649973.1|DSUB
OG0005182	LOC111599964|XP_030079711.1|DHYD	LOC117889982|XP_034650454.1|DSUB
OG0005183	LOC111599047|XP_023170335.1|DHYD	LOC117892066|XP_034653943.1|DSUB
OG0005184	LOC111599169|XP_023170521.2|DHYD	LOC117892064|XP_034653940.1|DSUB
OG0005185	LOC111604192|XP_023177915.1|DHYD	LOC117890661|XP_034651525.1|DSUB
OG0005186	LOC111604461|XP_030081094.1|DHYD	LOC117889774|XP_034650126.1|DSUB
OG0005187	LOC111599959|XP_023171603.2|DHYD	LOC117891415|XP_034652773.1|DSUB
OG0005188	LOC111602313|XP_023175084.2|DHYD	LOC117890669|XP_034651536.1|DSUB
OG0005189	LOC111593035|XP_023161369.2|DHYD	LOC117902233|XP_034669365.1|DSUB
OG0005190	LOC111603055|XP_023176280.2|DHYD	LOC117894132|XP_034656917.1|DSUB
OG0005191	LOC111602959|XP_023176100.1|DHYD	LOC117896111|XP_034660056.1|DSUB
OG0005192	LOC111597675|XP_030080933.1|DHYD	LOC117891854|XP_034653499.1|DSUB
OG0005193	LOC111593876|XP_023162708.1|DHYD	LOC117890659|XP_034651522.1|DSUB
OG0005194	LOC111602099|XP_023174802.2|DHYD	LOC117892262|XP_034654268.1|DSUB
OG0005195	LOC111604181|XP_023177897.1|DHYD	LOC117892539|XP_034654737.1|DSUB
OG0005196	LOC111592296|XP_023160168.2|DHYD	LOC117894685|XP_034657755.1|DSUB
OG0005197	LOC111600619|XP_023172589.2|DHYD, LOC115483359|XP_030080903.1|DHYD	LOC117892715|XP_034655026.1|DSUB
OG0005198	LOC111595383|XP_023164850.1|DHYD	LOC117894147|XP_034656933.1|DSUB
OG0005199	LOC111600740|XP_023172786.1|DHYD	LOC117891667|XP_034653123.1|DSUB
OG0005200	LOC111600572|XP_023172525.1|DHYD	LOC117890727|XP_034651670.1|DSUB
OG0005201	LOC111605387|XP_023179647.1|DHYD	LOC117891641|XP_034653077.1|DSUB
OG0005202	LOC111604164|XP_023177870.2|DHYD	LOC117892659|XP_034654936.1|DSUB
OG0005203	LOC111593753|XP_030081271.1|DHYD	LOC117890695|XP_034651581.1|DSUB
OG0005204	LOC111602328|XP_023175098.2|DHYD	LOC117900010|XP_034666085.1|DSUB
OG0005205	LOC111599370|XP_023170774.2|DHYD	LOC117901290|XP_034667876.1|DSUB
OG0005206	LOC111605286|XP_023179499.2|DHYD	LOC117889980|XP_034650452.1|DSUB
OG0005207	LOC111604602|XP_023178483.2|DHYD	LOC117892151|XP_034654090.1|DSUB
OG0005208	LOC111593892|XP_023162727.1|DHYD	LOC117890261|XP_034650909.1|DSUB
OG0005209	LOC111598930|XP_023170173.2|DHYD	LOC117900326|XP_034666547.1|DSUB
OG0005210	LOC111598965|XP_030080529.1|DHYD	LOC117901132|XP_034667664.1|DSUB
OG0005211	LOC111599757|XP_023171279.2|DHYD	LOC117893631|XP_034656205.1|DSUB
OG0005212	LOC111600620|XP_023172590.1|DHYD, LOC115483360|XP_030080904.1|DHYD	LOC117892724|XP_034655037.1|DSUB
OG0005213	LOC111597247|XP_023167615.2|DHYD	LOC117902148|XP_034669211.1|DSUB
OG0005214	LOC111594955|XP_023164220.2|DHYD	LOC117902777|XP_034670264.1|DSUB
OG0005215	LOC111601922|XP_023174545.1|DHYD	LOC117900186|XP_034666323.1|DSUB
OG0005216	LOC111592547|XP_023160604.2|DHYD	LOC117901306|XP_034667907.1|DSUB
OG0005217	LOC111592504|XP_023160495.2|DHYD	LOC117902466|XP_034669763.1|DSUB
OG0005218	LOC111597215|XP_023167554.2|DHYD	LOC117902517|XP_034669832.1|DSUB
OG0005219	LOC111599935|XP_023171550.2|DHYD	LOC117891771|XP_034653318.1|DSUB
OG0005220	LOC111603714|XP_023177186.2|DHYD	LOC117893953|XP_034656636.1|DSUB
OG0005221	LOC111593168|XP_030080026.1|DHYD	LOC117901685|XP_034668419.1|DSUB
OG0005222	LOC111603519|XP_030079207.1|DHYD	LOC117900947|XP_034667406.1|DSUB
OG0005223	LOC111592552|XP_030079046.1|DHYD	LOC117902238|XP_034669372.1|DSUB
OG0005224	LOC111599501|XP_023170938.2|DHYD	LOC117902203|XP_034669310.1|DSUB
OG0005225	LOC111603907|XP_023177495.2|DHYD	LOC117900942|XP_034667400.1|DSUB
OG0005226	LOC111595764|XP_030080276.1|DHYD	LOC117902790|XP_034670289.1|DSUB
OG0005227	LOC111602478|XP_023175308.1|DHYD	LOC117902062|XP_034669026.1|DSUB
OG0005228	LOC111602541|XP_023175440.2|DHYD	LOC117902059|XP_034669022.1|DSUB
OG0005229	LOC111599069|XP_023170361.1|DHYD	LOC117900820|XP_034667214.1|DSUB
OG0005230	LOC111602444|XP_023175270.2|DHYD	LOC117900459|XP_034666723.1|DSUB
OG0005231	LOC111596009|XP_023165796.1|DHYD	LOC117900090|XP_034666192.1|DSUB
OG0005232	LOC111592500|XP_030079563.1|DHYD	LOC117900423|XP_034666675.1|DSUB
OG0005233	LOC111598985|XP_023170254.1|DHYD	LOC117900805|XP_034667183.1|DSUB
OG0005234	LOC111594689|XP_023163876.1|DHYD	LOC117901546|XP_034668230.1|DSUB
OG0005235	LOC111595786|XP_023165439.1|DHYD	LOC117900567|XP_034666866.1|DSUB
OG0005236	LOC111599150|XP_023170488.1|DHYD	LOC117902368|XP_034669575.1|DSUB
OG0005237	LOC111599081|XP_023170381.1|DHYD	LOC117901118|XP_034667644.1|DSUB
OG0005238	LOC111599152|XP_023170490.1|DHYD	LOC117902748|XP_034670226.1|DSUB
OG0005239	LOC111594228|XP_023163196.2|DHYD	LOC117900232|XP_034666409.1|DSUB
OG0005240	LOC111603914|XP_023177505.1|DHYD	LOC117901085|XP_034667600.1|DSUB
OG0005241	LOC111599151|XP_030080319.1|DHYD	LOC117900685|XP_034667023.1|DSUB
OG0005242	LOC111600926|XP_023173061.1|DHYD	LOC117900218|XP_034666393.1|DSUB
OG0005243	LOC111599189|XP_023170544.2|DHYD	LOC117900819|XP_034667209.1|DSUB
OG0005244	LOC111598339|XP_023169311.2|DHYD	LOC117898303|XP_034663466.1|DSUB
OG0005245	LOC111598634|XP_023169746.2|DHYD	LOC117896402|XP_034660606.1|DSUB
OG0005246	LOC111599089|XP_023170397.2|DHYD	LOC117902480|XP_034669782.1|DSUB
OG0005247	LOC111603799|XP_023177316.1|DHYD	LOC117889977|XP_034650448.1|DSUB
OG0005248	LOC111593396|XP_030079399.1|DHYD	LOC117899217|XP_034664981.1|DSUB
OG0005249	LOC111601372|XP_023173679.1|DHYD	LOC117897348|XP_034662019.1|DSUB
OG0005250	LOC111594280|XP_023163290.2|DHYD	LOC117901427|XP_034668060.1|DSUB
OG0005251	LOC111594406|XP_023163446.2|DHYD	LOC117901581|XP_034668274.1|DSUB
OG0005252	LOC111600170|XP_023171934.2|DHYD	LOC117902285|XP_034669449.1|DSUB
OG0005253	LOC111605567|XP_023179909.2|DHYD	LOC117902004|XP_034668940.1|DSUB
OG0005254	LOC111594111|XP_023163037.2|DHYD	LOC117901881|XP_034668729.1|DSUB
OG0005255	LOC111594110|XP_023163036.2|DHYD	LOC117901388|XP_034668012.1|DSUB
OG0005256	LOC111594703|XP_023163892.1|DHYD	LOC117900528|XP_034666818.1|DSUB
OG0005257	LOC111600420|XP_023172274.2|DHYD	LOC117901038|XP_034667538.1|DSUB
OG0005258	LOC111600359|XP_023172201.2|DHYD, LOC115483406|XP_030081057.1|DHYD	LOC117902033|XP_034668984.1|DSUB
OG0005259	LOC111600446|XP_023172309.2|DHYD	LOC117900372|XP_034666613.1|DSUB
OG0005260	LOC111600448|XP_023172313.1|DHYD	LOC117900374|XP_034666617.1|DSUB
OG0005261	LOC111592625|XP_023160728.1|DHYD	LOC117902164|XP_034669193.1|DSUB
OG0005262	LOC111603885|XP_023177471.2|DHYD	LOC117902169|XP_034669200.1|DSUB
OG0005263	LOC111594095|XP_023163015.1|DHYD	LOC117901042|XP_034667541.1|DSUB
OG0005264	LOC111601423|XP_023173766.2|DHYD, LOC115482813|XP_030078837.1|DHYD	LOC117897730|XP_034662649.1|DSUB
OG0005265	LOC111594755|XP_030079144.1|DHYD	LOC117900606|XP_034666911.1|DSUB
OG0005266	LOC111600622|XP_023172596.2|DHYD	LOC117900535|XP_034666825.1|DSUB
OG0005267	LOC111596063|XP_023165880.1|DHYD	LOC117900154|XP_034666282.1|DSUB
OG0005268	LOC111596061|XP_023165878.2|DHYD	LOC117900151|XP_034666277.1|DSUB
OG0005269	LOC111596104|XP_030080303.1|DHYD	LOC117900058|XP_034666151.1|DSUB
OG0005270	LOC111592542|XP_023160592.1|DHYD	LOC117902571|XP_034669921.1|DSUB
