Orthogroup	DHYD.longest_only	CPIP.longest_only
OG0003926	LOC111599365|XP_023170765.1|DHYD	LOC120415476|XP_039432973.1|CPIP
OG0003927	LOC111594231|XP_023163205.1|DHYD	LOC120419186|XP_039437787.1|CPIP
OG0003928	LOC111603919|XP_023177512.2|DHYD	LOC120416027|XP_039433622.1|CPIP
OG0003929	LOC111602523|XP_023175377.1|DHYD	LOC120415970|XP_039433553.1|CPIP
OG0003930	LOC111598781|XP_023169962.1|DHYD	LOC120416775|XP_039434573.1|CPIP
OG0003931	LOC111605010|XP_023179093.1|DHYD	LOC120416767|XP_039434547.1|CPIP
OG0003932	LOC111597691|XP_030080954.1|DHYD	LOC120422499|XP_039441887.1|CPIP, LOC120431033|XP_039452120.1|CPIP
OG0003933	LOC111605559|XP_023179900.1|DHYD	LOC120416100|XP_039433717.1|CPIP
OG0003934	LOC111603760|XP_023177260.1|DHYD	LOC120416101|XP_039433718.1|CPIP
OG0003935	LOC111594005|XP_023162866.2|DHYD	LOC120416078|XP_039433681.1|CPIP
OG0003936	LOC111594013|XP_023162879.1|DHYD	LOC120416091|XP_039433708.1|CPIP
OG0003937	LOC111599925|XP_023171538.2|DHYD	LOC120426129|XP_039446765.1|CPIP, LOC120427963|XP_039448852.1|CPIP
OG0003938	LOC111599456|XP_023170886.2|DHYD	LOC120427952|XP_039448838.1|CPIP
OG0003939	LOC111599460|XP_023170896.1|DHYD	LOC120427955|XP_039448842.1|CPIP
OG0003940	LOC111601864|XP_023174473.1|DHYD	LOC120427958|XP_039448846.1|CPIP
OG0003941	LOC111599453|XP_023170879.1|DHYD	LOC120427960|XP_039448849.1|CPIP
OG0003942	LOC111602488|XP_023175320.2|DHYD	LOC120430518|XP_039451564.1|CPIP
OG0003943	LOC111603751|XP_023177242.1|DHYD	LOC120419848|XP_039438620.1|CPIP
OG0003944	LOC111599084|XP_023170387.1|DHYD	LOC120412827|XP_039429367.1|CPIP
OG0003945	LOC111603801|XP_023177319.1|DHYD	LOC120425646|XP_039446165.1|CPIP
OG0003946	LOC111592663|XP_030079058.1|DHYD	LOC120412818|XP_039429358.1|CPIP
OG0003947	LOC111600329|XP_023172164.2|DHYD	LOC120412814|XP_039429350.1|CPIP
OG0003948	LOC111594941|XP_023164202.2|DHYD	LOC120413552|XP_039430365.1|CPIP
OG0003949	LOC111599542|XP_030080312.1|DHYD	LOC120413516|XP_039430309.1|CPIP
OG0003950	LOC111602222|XP_023174969.1|DHYD	LOC120416604|XP_039434332.1|CPIP
OG0003951	LOC111602210|XP_023174953.2|DHYD	LOC120416601|XP_039434325.1|CPIP
OG0003952	LOC111592586|XP_023160669.2|DHYD, LOC115482925|XP_030079091.1|DHYD	LOC120416875|XP_039434704.1|CPIP
OG0003953	LOC111605021|XP_023179120.2|DHYD	LOC120416871|XP_039434700.1|CPIP
OG0003954	LOC111597422|XP_023167886.2|DHYD	LOC120416870|XP_039434699.1|CPIP
OG0003955	LOC111592612|XP_023160712.2|DHYD	LOC120419817|XP_039438589.1|CPIP
OG0003956	LOC111595594|XP_023165173.2|DHYD	LOC120419695|XP_039438420.1|CPIP
OG0003957	LOC111601101|XP_023173308.2|DHYD	LOC120415976|XP_039433560.1|CPIP
OG0003958	LOC111595358|XP_023164803.2|DHYD	LOC120415997|XP_039433586.1|CPIP
OG0003959	LOC111602084|XP_030079708.1|DHYD	LOC120416772|XP_039434567.1|CPIP, LOC120423459|XP_039443215.1|CPIP
OG0003960	LOC111593015|XP_030079987.1|DHYD	LOC120423479|XP_039443248.1|CPIP
OG0003961	LOC111592891|XP_023161099.2|DHYD	LOC120426941|XP_039447696.1|CPIP
OG0003962	LOC111599383|XP_023170788.1|DHYD	LOC120421121|XP_039440213.1|CPIP
OG0003963	LOC111603892|XP_023177478.2|DHYD	LOC120418613|XP_039436991.1|CPIP
OG0003964	LOC111595012|XP_023164286.1|DHYD	LOC120418610|XP_039436988.1|CPIP
OG0003965	LOC111594954|XP_023164219.2|DHYD	LOC120416275|XP_039433912.1|CPIP
OG0003966	LOC111592065|XP_023159835.1|DHYD	LOC120419804|XP_039438574.1|CPIP
OG0003967	LOC111592514|XP_023160514.2|DHYD	LOC120426262|XP_039446933.1|CPIP
OG0003968	LOC111592526|XP_023160552.1|DHYD	LOC120422617|XP_039442045.1|CPIP
OG0003969	LOC111600570|XP_023172523.2|DHYD	LOC120424553|XP_039444654.1|CPIP
OG0003970	LOC111599088|XP_023170394.2|DHYD	LOC120415725|XP_039433255.1|CPIP
OG0003971	LOC111594741|XP_030079115.1|DHYD	LOC120415529|XP_039433020.1|CPIP
OG0003972	LOC111604311|XP_023178125.2|DHYD	LOC120415531|XP_039433024.1|CPIP
OG0003973	LOC111593910|XP_023162750.1|DHYD	LOC120415596|XP_039433122.1|CPIP
OG0003974	LOC111595452|XP_023164953.1|DHYD	LOC120421989|XP_039441237.1|CPIP, LOC120415540|XP_039433040.1|CPIP
OG0003975	LOC111600450|XP_023172315.2|DHYD	LOC120421993|XP_039441239.1|CPIP
OG0003976	LOC111594100|XP_023163022.1|DHYD	LOC120421129|XP_039440223.1|CPIP
OG0003977	LOC111592554|XP_023160613.1|DHYD	LOC120421130|XP_039440224.1|CPIP
OG0003978	LOC111604511|XP_023178375.1|DHYD	LOC120421127|XP_039440220.1|CPIP
OG0003983	LOC111600551|XP_023172470.1|DHYD	LOC120422424|XP_039441772.1|CPIP
OG0003984	LOC111598987|XP_023170256.2|DHYD	LOC120415584|XP_039433106.1|CPIP
OG0003985	LOC111598936|XP_030080516.1|DHYD	LOC120415535|XP_039433028.1|CPIP
OG0003986	LOC111602183|XP_030080349.1|DHYD	LOC120431971|XP_039453044.1|CPIP, LOC120424990|XP_039445293.1|CPIP
OG0003987	LOC111600950|XP_023173099.2|DHYD	LOC120424987|XP_039445290.1|CPIP
OG0003988	LOC111596111|XP_023165942.2|DHYD	LOC120413872|XP_039430776.1|CPIP
OG0003989	LOC111595017|XP_023164293.2|DHYD	LOC120412463|XP_039428871.1|CPIP, LOC120417603|XP_039435656.1|CPIP
OG0003990	LOC115482857|XP_030078966.1|DHYD, LOC111598934|XP_023170179.1|DHYD	LOC120418258|XP_039436512.1|CPIP, LOC120412475|XP_039428898.1|CPIP
OG0003991	LOC111601152|XP_023173390.2|DHYD	LOC120417577|XP_039435625.1|CPIP, LOC120412478|XP_039428901.1|CPIP
OG0003992	LOC111601185|XP_023173434.2|DHYD	LOC120417752|XP_039435844.1|CPIP, LOC120412452|XP_039428850.1|CPIP
OG0003993	LOC111599080|XP_023170380.2|DHYD	LOC120412453|XP_039428851.1|CPIP, LOC120412449|XP_039428846.1|CPIP, LOC120417818|XP_039435963.1|CPIP
OG0003994	LOC111602814|XP_023175885.1|DHYD	LOC120422389|XP_039441732.1|CPIP
OG0003995	LOC111593893|XP_023162729.2|DHYD	LOC120419018|XP_039437519.1|CPIP
OG0003996	LOC111597657|XP_023168247.1|DHYD	LOC120414560|XP_039431714.1|CPIP
OG0003997	LOC111601592|XP_023174022.1|DHYD	LOC120419468|XP_039438088.1|CPIP
OG0003998	LOC111597442|XP_023167928.2|DHYD	LOC120432469|XP_039453632.1|CPIP
OG0003999	LOC111592099|XP_023159894.2|DHYD	LOC120432431|XP_039453583.1|CPIP
OG0004000	LOC111603151|XP_023176396.1|DHYD	LOC120427066|XP_039447838.1|CPIP
OG0004001	LOC111600152|XP_023171910.2|DHYD	LOC120421175|XP_039440304.1|CPIP
OG0004002	LOC111600429|XP_023172290.2|DHYD	LOC120421172|XP_039440301.1|CPIP
OG0004003	LOC111592654|XP_030079150.1|DHYD	LOC120419673|XP_039438378.1|CPIP
OG0004004	LOC111601938|XP_023174560.1|DHYD	LOC120419677|XP_039438398.1|CPIP
OG0004005	LOC111599203|XP_023170561.1|DHYD	LOC120419651|XP_039438342.1|CPIP
OG0004006	LOC111594647|XP_023163811.2|DHYD	LOC120426885|XP_039447622.1|CPIP
OG0004007	LOC111599381|XP_023170786.1|DHYD	LOC120426888|XP_039447627.1|CPIP
OG0004008	LOC111602455|XP_030079239.1|DHYD	LOC120426896|XP_039447635.1|CPIP
OG0004009	LOC111599377|XP_023170780.2|DHYD	LOC120415573|XP_039433086.1|CPIP
OG0004010	LOC111600401|XP_023172248.2|DHYD	LOC120426649|XP_039447373.1|CPIP
OG0004011	LOC111600387|XP_023172231.1|DHYD	LOC120421287|XP_039440412.1|CPIP
OG0004012	LOC111605454|XP_030080703.1|DHYD	LOC120421294|XP_039440419.1|CPIP
OG0004013	LOC111600427|XP_023172281.1|DHYD	LOC120414556|XP_039431701.1|CPIP
OG0004014	LOC111604287|XP_023178071.2|DHYD	LOC120414587|XP_039431760.1|CPIP
OG0004015	LOC111605507|XP_023179827.2|DHYD	LOC120414590|XP_039431764.1|CPIP
OG0004016	LOC111596642|XP_023166704.2|DHYD	LOC120414585|XP_039431753.1|CPIP
OG0004017	LOC111599146|XP_023170482.2|DHYD	LOC120419461|XP_039438077.1|CPIP
OG0004018	LOC111593828|XP_023162629.1|DHYD	LOC120419464|XP_039438082.1|CPIP
OG0004019	LOC111594675|XP_023163853.2|DHYD	LOC120432436|XP_039453588.1|CPIP
OG0004020	LOC111595799|XP_023165457.2|DHYD	LOC120432423|XP_039453560.1|CPIP
OG0004021	LOC111595805|XP_023165463.2|DHYD	LOC120432438|XP_039453590.1|CPIP
OG0004022	LOC111602483|XP_023175314.1|DHYD	LOC120432120|XP_039453191.1|CPIP, LOC120420528|XP_039439533.1|CPIP
OG0004023	LOC111594567|XP_023163696.2|DHYD	LOC120420527|XP_039439531.1|CPIP
OG0004024	LOC111596372|XP_023166341.2|DHYD, LOC115482739|XP_030080543.1|DHYD	LOC120420517|XP_039439511.1|CPIP
OG0004025	LOC111603641|XP_023177091.1|DHYD	LOC120413873|XP_039430777.1|CPIP
OG0004026	LOC111599357|XP_023170757.2|DHYD	LOC120413842|XP_039430731.1|CPIP
OG0004027	LOC111594963|XP_030081995.1|DHYD	LOC120413880|XP_039430788.1|CPIP, LOC120413835|XP_039430724.1|CPIP
OG0004028	LOC111602213|XP_023174957.2|DHYD	LOC120418251|XP_039436502.1|CPIP
OG0004029	LOC111603864|XP_023177438.1|DHYD	LOC120418283|XP_039436548.1|CPIP
OG0004030	LOC111600092|XP_023171799.1|DHYD	LOC120423405|XP_039443140.1|CPIP
OG0004031	LOC111599338|XP_030079235.1|DHYD	LOC120423384|XP_039443101.1|CPIP
OG0004032	LOC111594096|XP_023163017.1|DHYD	LOC120425173|XP_039445541.1|CPIP
OG0004033	LOC111603926|XP_023177520.2|DHYD	LOC120412691|XP_039429201.1|CPIP
OG0004034	LOC111605565|XP_023179905.2|DHYD	LOC120412650|XP_039429138.1|CPIP
OG0004035	LOC111603755|XP_023177247.2|DHYD	LOC120417410|XP_039435390.1|CPIP, LOC120412448|XP_039428840.1|CPIP
OG0004036	LOC111601130|XP_023173354.1|DHYD	LOC120412497|XP_039428928.1|CPIP, LOC120417307|XP_039435196.1|CPIP
OG0004037	LOC111592907|XP_023161122.1|DHYD	LOC120417544|XP_039435563.1|CPIP, LOC120412498|XP_039428931.1|CPIP
OG0004038	LOC111599120|XP_023170449.1|DHYD	LOC120426271|XP_039446947.1|CPIP
OG0004039	LOC111595582|XP_030080407.1|DHYD	LOC120420535|XP_039439543.1|CPIP
OG0004040	LOC111593287|XP_023161729.2|DHYD	LOC120432432|XP_039453584.1|CPIP
OG0004041	LOC111594049|XP_023162932.1|DHYD	LOC120423979|XP_039443906.1|CPIP
OG0004042	LOC111601108|XP_023173322.1|DHYD	LOC120426273|XP_039446950.1|CPIP
OG0004043	LOC111601445|XP_023173793.1|DHYD	LOC120412686|XP_039429196.1|CPIP
OG0004044	LOC111593985|XP_023162841.1|DHYD	LOC120417297|XP_039435182.1|CPIP
OG0004045	LOC111592608|XP_023160707.1|DHYD	LOC120417296|XP_039435181.1|CPIP, LOC120431744|XP_039452803.1|CPIP
OG0004046	LOC111599082|XP_023170382.2|DHYD	LOC120431741|XP_039452799.1|CPIP, LOC120417315|XP_039435212.1|CPIP
OG0004047	LOC111601138|XP_030080292.1|DHYD	LOC120427093|XP_039447877.1|CPIP
OG0004048	LOC111605473|XP_023179765.1|DHYD	LOC120427092|XP_039447876.1|CPIP
OG0004049	LOC111602159|XP_023174885.1|DHYD	LOC120419051|XP_039437551.1|CPIP
OG0004050	LOC111595762|XP_023165406.2|DHYD	LOC120419070|XP_039437588.1|CPIP
OG0004051	LOC111592561|XP_023160627.2|DHYD	LOC120429838|XP_039450836.1|CPIP
OG0004052	LOC111602425|XP_030079872.1|DHYD	LOC120426553|XP_039447254.1|CPIP
OG0004053	LOC111605236|XP_023179440.2|DHYD	LOC120426572|XP_039447291.1|CPIP
OG0004054	LOC111594240|XP_023163218.2|DHYD	LOC120426558|XP_039447258.1|CPIP
OG0004055	LOC111601773|XP_030081551.1|DHYD	LOC120423218|XP_039442861.1|CPIP
OG0004056	LOC111595810|XP_023165474.1|DHYD	LOC120423231|XP_039442873.1|CPIP
OG0004057	LOC111604435|XP_023178268.1|DHYD	LOC120423201|XP_039442836.1|CPIP
OG0004059	LOC111592377|XP_023160317.2|DHYD	LOC120414334|XP_039431408.1|CPIP
OG0004060	LOC111601366|XP_023173668.2|DHYD	LOC120414360|XP_039431456.1|CPIP
OG0004061	LOC111605301|XP_023179524.2|DHYD	LOC120414328|XP_039431402.1|CPIP
OG0004062	LOC111596946|XP_023167169.1|DHYD	LOC120414326|XP_039431398.1|CPIP
OG0004063	LOC111604031|XP_023177656.1|DHYD	LOC120414355|XP_039431450.1|CPIP
OG0004064	LOC111595340|XP_023164779.1|DHYD	LOC120414353|XP_039431443.1|CPIP
OG0004065	LOC111597014|XP_023167285.2|DHYD	LOC120414362|XP_039431458.1|CPIP
OG0004066	LOC111602596|XP_023175523.1|DHYD	LOC120414324|XP_039431395.1|CPIP
OG0004067	LOC111605113|XP_023179230.2|DHYD	LOC120414319|XP_039431390.1|CPIP
OG0004068	LOC111604792|XP_023178778.1|DHYD	LOC120414331|XP_039431405.1|CPIP
OG0004069	LOC111604808|XP_023178796.2|DHYD	LOC120414325|XP_039431396.1|CPIP
OG0004070	LOC111601597|XP_023174030.2|DHYD	LOC120425768|XP_039446312.1|CPIP
OG0004071	LOC111599794|XP_023171338.2|DHYD	LOC120414340|XP_039431428.1|CPIP
OG0004072	LOC111599802|XP_023171349.2|DHYD	LOC120425776|XP_039446322.1|CPIP
OG0004073	LOC111593633|XP_023162273.1|DHYD	LOC120425783|XP_039446329.1|CPIP
OG0004074	LOC111600532|XP_023172438.2|DHYD	LOC120420632|XP_039439642.1|CPIP
OG0004075	LOC111598018|XP_023168798.1|DHYD	LOC120420634|XP_039439644.1|CPIP
OG0004076	LOC111598017|XP_023168793.2|DHYD	LOC120416133|XP_039433734.1|CPIP
OG0004077	LOC111594932|XP_023164192.2|DHYD	LOC120416160|XP_039433774.1|CPIP
OG0004078	LOC111595156|XP_023164505.1|DHYD	LOC120424825|XP_039444978.1|CPIP, LOC120429575|XP_039450553.1|CPIP, LOC120416175|XP_039433793.1|CPIP
OG0004079	LOC111598424|XP_023169434.1|DHYD	LOC120416189|XP_039433807.1|CPIP
OG0004080	LOC111596629|XP_023166685.1|DHYD	LOC120427008|XP_039447762.1|CPIP
OG0004081	LOC111597926|XP_023168646.2|DHYD	LOC120427014|XP_039447770.1|CPIP
OG0004082	LOC111597406|XP_023167860.1|DHYD	LOC120427005|XP_039447757.1|CPIP
OG0004083	LOC111602740|XP_023175761.1|DHYD	LOC120427019|XP_039447776.1|CPIP
OG0004084	LOC111605065|XP_023179164.2|DHYD	LOC120432338|XP_039453460.1|CPIP
OG0004085	LOC111600257|XP_023172072.2|DHYD	LOC120423485|XP_039443258.1|CPIP
OG0004086	LOC111597808|XP_023168461.2|DHYD	LOC120414815|XP_039432075.1|CPIP
OG0004087	LOC111604881|XP_023178889.1|DHYD	LOC120419005|XP_039437510.1|CPIP
OG0004088	LOC111603241|XP_023176515.1|DHYD	LOC120418992|XP_039437479.1|CPIP
OG0004089	LOC111601823|XP_023174414.2|DHYD	LOC120419428|XP_039438045.1|CPIP
OG0004090	LOC111593597|XP_023162222.2|DHYD	LOC120419518|XP_039438158.1|CPIP
OG0004091	LOC111604193|XP_023177916.2|DHYD	LOC120425610|XP_039446126.1|CPIP
OG0004092	LOC111592995|XP_023161268.2|DHYD	LOC120413951|XP_039430892.1|CPIP
OG0004094	LOC111595003|XP_023164312.2|DHYD	LOC120413689|XP_039430550.1|CPIP
OG0004095	LOC111596454|XP_023166449.1|DHYD	LOC120430394|XP_039451431.1|CPIP
OG0004096	LOC111597872|XP_023168564.1|DHYD	LOC120430395|XP_039451432.1|CPIP
OG0004097	LOC111597308|XP_023167702.2|DHYD	LOC120423827|XP_039443693.1|CPIP
OG0004098	LOC111595041|XP_030081063.1|DHYD	LOC120423815|XP_039443673.1|CPIP
OG0004099	LOC111595737|XP_023165353.2|DHYD	LOC120423760|XP_039443611.1|CPIP
OG0004102	LOC111595731|XP_030078796.1|DHYD	LOC120417644|XP_039435693.1|CPIP
OG0004103	LOC111595154|XP_023164504.1|DHYD	LOC120417658|XP_039435714.1|CPIP
OG0004104	LOC111605542|XP_030079664.1|DHYD	LOC120417655|XP_039435710.1|CPIP
OG0004105	LOC111595345|XP_023164787.1|DHYD	LOC120426337|XP_039447031.1|CPIP
OG0004106	LOC111605742|XP_023180212.1|DHYD	LOC120426331|XP_039447025.1|CPIP
OG0004107	LOC111602927|XP_023176043.2|DHYD	LOC120426318|XP_039447011.1|CPIP
OG0004108	LOC111602951|XP_023176081.1|DHYD	LOC120426342|XP_039447037.1|CPIP
OG0004109	LOC111593595|XP_023162220.2|DHYD	LOC120426323|XP_039447016.1|CPIP
OG0004110	LOC111600932|XP_023173068.1|DHYD	LOC120426083|XP_039446727.1|CPIP
OG0004111	LOC111596681|XP_023166753.2|DHYD	LOC120426075|XP_039446716.1|CPIP
OG0004112	LOC111600263|XP_023172079.1|DHYD	LOC120432344|XP_039453466.1|CPIP
OG0004113	LOC111598158|XP_023169014.1|DHYD	LOC120420009|XP_039438846.1|CPIP
OG0004114	LOC111605611|XP_023179994.1|DHYD	LOC120420006|XP_039438841.1|CPIP
OG0004115	LOC111605604|XP_023179985.2|DHYD	LOC120419999|XP_039438825.1|CPIP
OG0004116	LOC111596671|XP_023166744.2|DHYD	LOC120416957|XP_039434797.1|CPIP
OG0004117	LOC111602224|XP_030080287.1|DHYD	LOC120416958|XP_039434803.1|CPIP
OG0004118	LOC111604374|XP_023178214.1|DHYD	LOC120426769|XP_039447477.1|CPIP
OG0004119	LOC111601335|XP_023173633.1|DHYD	LOC120415268|XP_039432672.1|CPIP
OG0004120	LOC111602996|XP_023176160.2|DHYD	LOC120414359|XP_039431457.1|CPIP
OG0004121	LOC111598654|XP_030081138.1|DHYD	LOC120431675|XP_039452728.1|CPIP, LOC120419111|XP_039437641.1|CPIP
OG0004122	LOC111602983|XP_023176147.1|DHYD	LOC120432179|XP_039453253.1|CPIP
OG0004123	LOC111600848|XP_023172921.1|DHYD	LOC120432163|XP_039453229.1|CPIP
OG0004124	LOC111593442|XP_030079420.1|DHYD	LOC120420010|XP_039438847.1|CPIP, LOC120422240|XP_039441563.1|CPIP
OG0004125	LOC111594461|XP_023163526.1|DHYD	LOC120432401|XP_039453535.1|CPIP
OG0004126	LOC111594530|XP_023163633.2|DHYD	LOC120432394|XP_039453523.1|CPIP
OG0004127	LOC111603939|XP_023177536.1|DHYD	LOC120423961|XP_039443883.1|CPIP
OG0004128	LOC111599553|XP_023170987.1|DHYD	LOC120414412|XP_039431529.1|CPIP
OG0004129	LOC111595638|XP_023165220.2|DHYD	LOC120413836|XP_039430728.1|CPIP
OG0004130	LOC111602821|XP_030080087.1|DHYD	LOC120413700|XP_039430558.1|CPIP
OG0004131	LOC111604628|XP_023178525.1|DHYD	LOC120414760|XP_039432010.1|CPIP
OG0004132	LOC111603675|XP_030081542.1|DHYD	LOC120413975|XP_039430920.1|CPIP
OG0004133	LOC111595409|XP_023164890.1|DHYD	LOC120419718|XP_039438440.1|CPIP, LOC120424007|XP_039443953.1|CPIP
OG0004134	LOC111598566|XP_023169635.2|DHYD	LOC120419708|XP_039438429.1|CPIP, LOC120424005|XP_039443950.1|CPIP
OG0004135	LOC111601526|XP_030078793.1|DHYD	LOC120419245|XP_039437832.1|CPIP
OG0004136	LOC111599293|XP_023170664.2|DHYD	LOC120419235|XP_039437825.1|CPIP
OG0004137	LOC111597701|XP_023168307.1|DHYD	LOC120428215|XP_039449126.1|CPIP
OG0004138	LOC111597772|XP_023168400.1|DHYD	LOC120428218|XP_039449130.1|CPIP
OG0004139	LOC111601642|XP_023174090.2|DHYD	LOC120428217|XP_039449129.1|CPIP
OG0004140	LOC111592991|XP_023161261.1|DHYD	LOC120417059|XP_039434950.1|CPIP
OG0004141	LOC111595451|XP_023164947.2|DHYD	LOC120417046|XP_039434928.1|CPIP
OG0004142	LOC111593466|XP_023161996.2|DHYD	LOC120421969|XP_039441217.1|CPIP, LOC120415887|XP_039433462.1|CPIP, LOC120417151|XP_039435069.1|CPIP
OG0004143	LOC111602798|XP_023175860.1|DHYD, LOC115483791|XP_030081909.1|DHYD	LOC120415918|XP_039433498.1|CPIP
OG0004144	LOC111603692|XP_023177163.2|DHYD	LOC120425459|XP_039445924.1|CPIP, LOC120430077|XP_039451102.1|CPIP, LOC120415955|XP_039433531.1|CPIP
OG0004145	LOC111601057|XP_023173243.2|DHYD	LOC120420946|XP_039440016.1|CPIP
OG0004146	LOC111603022|XP_030078813.1|DHYD	LOC120420932|XP_039439998.1|CPIP
OG0004147	LOC111603882|XP_023177466.1|DHYD	LOC120417536|XP_039435552.1|CPIP
OG0004148	LOC111598280|XP_023169226.2|DHYD	LOC120417512|XP_039435525.1|CPIP
OG0004150	LOC115483789|XP_030081907.1|DHYD, LOC111602720|XP_023175737.1|DHYD	LOC120425867|XP_039446423.1|CPIP
OG0004151	LOC111594488|XP_023163564.2|DHYD	LOC120421230|XP_039440363.1|CPIP
OG0004152	LOC111598577|XP_023169651.2|DHYD	LOC120421249|XP_039440382.1|CPIP
OG0004153	LOC111605405|XP_023179674.1|DHYD	LOC120417329|XP_039435250.1|CPIP
OG0004154	LOC111604661|XP_023178586.1|DHYD	LOC120417336|XP_039435271.1|CPIP
OG0004155	LOC111603450|XP_023176806.2|DHYD	LOC120428861|XP_039449919.1|CPIP
OG0004158	LOC111597570|XP_023168137.2|DHYD	LOC120413789|XP_039430672.1|CPIP
OG0004159	LOC111603551|XP_023176953.1|DHYD	LOC120413790|XP_039430674.1|CPIP
OG0004160	LOC111596943|XP_023167166.1|DHYD	LOC120413779|XP_039430657.1|CPIP
OG0004161	LOC111602967|XP_023176115.2|DHYD	LOC120413747|XP_039430606.1|CPIP
OG0004162	LOC111593335|XP_023161814.1|DHYD	LOC120413798|XP_039430682.1|CPIP
OG0004163	LOC111592017|XP_023159777.2|DHYD	LOC120413811|XP_039430701.1|CPIP
OG0004164	LOC111599556|XP_023170991.2|DHYD	LOC120413780|XP_039430658.1|CPIP
OG0004165	LOC111601254|XP_023173522.2|DHYD	LOC120422488|XP_039441878.1|CPIP
OG0004166	LOC111600101|XP_023171830.2|DHYD	LOC120422497|XP_039441886.1|CPIP
OG0004167	LOC111604829|XP_023178821.1|DHYD	LOC120431509|XP_039452544.1|CPIP
OG0004168	LOC111593683|XP_023162344.2|DHYD	LOC120426114|XP_039446751.1|CPIP, LOC120425880|XP_039446434.1|CPIP
OG0004169	LOC111602876|XP_023175971.1|DHYD	LOC120426113|XP_039446750.1|CPIP
OG0004170	LOC111601832|XP_023174428.2|DHYD	LOC120417436|XP_039435411.1|CPIP, LOC120420869|XP_039439922.1|CPIP
OG0004171	LOC111593441|XP_023161961.2|DHYD	LOC120428894|XP_039449966.1|CPIP, LOC120420879|XP_039439933.1|CPIP, LOC120417439|XP_039435416.1|CPIP
OG0004172	LOC111594082|XP_023162993.1|DHYD	LOC120417435|XP_039435410.1|CPIP, LOC120420959|XP_039440028.1|CPIP
OG0004173	LOC111598034|XP_023168831.1|DHYD	LOC120414822|XP_039432082.1|CPIP
OG0004174	LOC111599693|XP_023171171.2|DHYD	LOC120414817|XP_039432073.1|CPIP
OG0004175	LOC111592157|XP_023159975.1|DHYD	LOC120414814|XP_039432070.1|CPIP
OG0004176	LOC111601606|XP_023174039.1|DHYD	LOC120414819|XP_039432079.1|CPIP
OG0004177	LOC111598642|XP_023169758.2|DHYD	LOC120427522|XP_039448325.1|CPIP, LOC120430524|XP_039451574.1|CPIP
OG0004178	LOC111598607|XP_023169707.2|DHYD	LOC120427517|XP_039448310.1|CPIP
OG0004179	LOC111593506|XP_023162059.1|DHYD	LOC120430828|XP_039451879.1|CPIP, LOC120413932|XP_039430857.1|CPIP
OG0004180	LOC111596689|XP_030078659.1|DHYD	LOC120413922|XP_039430835.1|CPIP
OG0004181	LOC111602655|XP_023175599.2|DHYD	LOC120413976|XP_039430917.1|CPIP
OG0004182	LOC111598711|XP_023169866.2|DHYD	LOC120413077|XP_039429713.1|CPIP
OG0004183	LOC111598729|XP_023169889.2|DHYD	LOC120413063|XP_039429700.1|CPIP
OG0004184	LOC111596024|XP_023165820.1|DHYD	LOC120413041|XP_039429665.1|CPIP
OG0004185	LOC111592908|XP_023161123.2|DHYD	LOC120413040|XP_039429664.1|CPIP
OG0004186	LOC111604645|XP_023178565.1|DHYD	LOC120413059|XP_039429697.1|CPIP
OG0004187	LOC111604563|XP_023178430.2|DHYD	LOC120413075|XP_039429711.1|CPIP
OG0004188	LOC111603025|XP_023176223.2|DHYD	LOC120423267|XP_039442937.1|CPIP
OG0004189	LOC111603026|XP_023176224.1|DHYD	LOC120423276|XP_039442950.1|CPIP
OG0004190	LOC111603410|XP_023176757.1|DHYD	LOC120423272|XP_039442945.1|CPIP
OG0004191	LOC111603391|XP_023176722.1|DHYD	LOC120423274|XP_039442948.1|CPIP
OG0004192	LOC111597193|XP_023167531.1|DHYD	LOC120412950|XP_039429524.1|CPIP
OG0004193	LOC111602064|XP_023174746.2|DHYD	LOC120412938|XP_039429509.1|CPIP
OG0004194	LOC111601354|XP_023173654.2|DHYD	LOC120412975|XP_039429556.1|CPIP
OG0004195	LOC111596819|XP_023166954.1|DHYD	LOC120412937|XP_039429508.1|CPIP, LOC120412935|XP_039429506.1|CPIP
OG0004196	LOC111596249|XP_023166148.2|DHYD	LOC120412919|XP_039429485.1|CPIP
OG0004197	LOC115482801|XP_030078770.1|DHYD, LOC111604562|XP_023178429.2|DHYD	LOC120412972|XP_039429553.1|CPIP
OG0004198	LOC111600858|XP_023172945.1|DHYD	LOC120412992|XP_039429575.1|CPIP
OG0004199	LOC111598627|XP_023169735.2|DHYD	LOC120428641|XP_039449616.1|CPIP, LOC120427477|XP_039448277.1|CPIP
OG0004200	LOC111601217|XP_023173480.2|DHYD	LOC120414389|XP_039431496.1|CPIP
OG0004201	LOC111598251|XP_023169183.2|DHYD	LOC120414387|XP_039431495.1|CPIP
OG0004202	LOC111595214|XP_023164592.1|DHYD	LOC120414424|XP_039431538.1|CPIP
OG0004203	LOC111604636|XP_023178546.1|DHYD	LOC120414428|XP_039431543.1|CPIP
OG0004204	LOC111605071|XP_023179172.2|DHYD	LOC120414425|XP_039431539.1|CPIP
OG0004205	LOC111604315|XP_023178135.1|DHYD	LOC120414422|XP_039431536.1|CPIP
OG0004206	LOC111602077|XP_023174776.1|DHYD	LOC120414426|XP_039431540.1|CPIP
OG0004207	LOC111602076|XP_023174775.1|DHYD	LOC120413958|XP_039430898.1|CPIP
