Orthogroup	DHYD.longest_only	DYAK.longest_only
OG0005103	LOC111600088|XP_023171796.2|DHYD	LOC6531946|XP_002092732.1|DYAK
OG0005104	LOC111603960|XP_023177563.2|DHYD	LOC6527733|XP_002088816.1|DYAK
OG0005105	LOC111605188|XP_023179354.2|DHYD	LOC6534343|XP_002095023.1|DYAK
OG0005106	LOC111597452|XP_023167949.2|DHYD	LOC6533458|XP_039230572.1|DYAK
OG0005107	LOC111601706|XP_023174193.2|DHYD	LOC6532764|XP_002093506.1|DYAK
OG0005108	LOC111592532|XP_023160581.1|DHYD	LOC6530344|XP_002091271.1|DYAK
OG0005109	LOC111603124|XP_023176365.2|DHYD	LOC6525043|XP_002100882.1|DYAK
OG0005110	LOC111592431|XP_023160383.2|DHYD	LOC6534434|XP_002095111.1|DYAK
OG0005111	LOC111605648|XP_023180078.2|DHYD	LOC6533104|XP_015049819.1|DYAK
OG0005112	LOC111595378|XP_023164842.2|DHYD	LOC6532340|XP_002093100.3|DYAK
OG0005113	LOC111605650|XP_023180080.1|DHYD	LOC6533103|XP_002093829.1|DYAK
OG0005114	LOC111598671|XP_023169796.2|DHYD	LOC6532503|XP_002093249.1|DYAK
OG0005115	LOC111603530|XP_030079278.1|DHYD	LOC6527616|XP_039227709.1|DYAK
OG0005116	LOC111605640|XP_023180069.2|DHYD	LOC6534412|XP_002095090.1|DYAK
OG0005117	LOC111593404|XP_023161892.2|DHYD	LOC6523960|XP_002099832.1|DYAK
OG0005118	LOC111603572|XP_023176994.1|DHYD	LOC6527922|XP_002088990.1|DYAK
OG0005119	LOC111600901|XP_023173012.2|DHYD	LOC6530503|XP_039228340.1|DYAK
OG0005120	LOC111596514|XP_023166546.2|DHYD	LOC6532455|XP_015049364.1|DYAK
OG0005121	LOC111605080|XP_023179181.2|DHYD	LOC6534940|XP_002095610.1|DYAK
OG0005122	LOC111594913|XP_023164168.1|DHYD	LOC6533969|XP_002094667.1|DYAK
OG0005123	LOC111593535|XP_023162106.1|DHYD	LOC6534195|XP_002094878.1|DYAK
OG0005124	LOC111605631|XP_023180053.2|DHYD	LOC6534418|XP_015050628.1|DYAK
OG0005125	LOC111605629|XP_023180050.2|DHYD	LOC6534417|XP_002095095.3|DYAK
OG0005126	LOC111601552|XP_023173962.2|DHYD	LOC6532718|XP_002093460.1|DYAK
OG0005127	LOC111603053|XP_023176274.1|DHYD	LOC6532482|XP_002093228.1|DYAK
OG0005128	LOC111595723|XP_030080919.1|DHYD	LOC6530023|XP_002090969.2|DYAK
OG0005129	LOC111596656|XP_023166728.1|DHYD	LOC6534781|XP_002095453.1|DYAK
OG0005130	LOC111605728|XP_023180188.2|DHYD	LOC6534745|XP_002095420.1|DYAK
OG0005131	LOC111593223|XP_030081118.1|DHYD	LOC6533323|XP_002094049.2|DYAK
OG0005132	LOC111597560|XP_023168126.1|DHYD	LOC6533656|XP_002094362.1|DYAK
OG0005133	LOC111604486|XP_023178342.1|DHYD	LOC6532802|XP_002093539.1|DYAK
OG0005134	LOC111595139|XP_023164478.2|DHYD	LOC6533898|XP_015050320.1|DYAK
OG0005135	LOC111596944|XP_023167167.2|DHYD	LOC6532463|XP_002093210.1|DYAK
OG0005136	LOC111596957|XP_023167183.1|DHYD	LOC6532465|XP_002093212.1|DYAK
OG0005137	LOC111595899|XP_030080665.1|DHYD	LOC6538280|XP_002098807.1|DYAK
OG0005138	LOC111593096|XP_023161461.1|DHYD	LOC6533082|XP_002093814.1|DYAK
OG0005139	LOC111596942|XP_023167164.1|DHYD	LOC6533150|XP_002093876.2|DYAK
OG0005140	LOC111601863|XP_023174472.1|DHYD	LOC6527615|XP_002088703.2|DYAK
OG0005141	LOC111594014|XP_023162880.2|DHYD	LOC6531484|XP_039229080.1|DYAK
OG0005142	LOC111597769|XP_023168395.1|DHYD	LOC6532676|XP_002093420.1|DYAK
OG0005143	LOC111605204|XP_023179379.1|DHYD	LOC6532681|XP_039229385.1|DYAK
OG0005144	LOC111605190|XP_023179357.2|DHYD	LOC6532680|XP_002093424.1|DYAK
OG0005145	LOC111605163|XP_023179316.1|DHYD	LOC6532678|XP_002093422.1|DYAK
OG0005146	LOC111598787|XP_023169970.2|DHYD	LOC26536290|XP_039230447.1|DYAK
OG0005147	LOC111598789|XP_023169973.1|DHYD	LOC6534654|XP_002095329.1|DYAK
OG0005148	LOC111595131|XP_023164470.2|DHYD	LOC6532577|XP_015049442.1|DYAK
OG0005149	LOC111597676|XP_023168270.2|DHYD	LOC6531211|XP_002092039.1|DYAK
OG0005150	LOC111604658|XP_023178582.1|DHYD	LOC6539469|XP_002086358.1|DYAK
OG0005151	LOC111597426|XP_023167892.1|DHYD	LOC6532946|XP_002093681.2|DYAK
OG0005152	LOC111597421|XP_023167885.1|DHYD	LOC6532942|XP_002093677.1|DYAK
OG0005153	LOC111597417|XP_023167881.2|DHYD	LOC6532940|XP_002093675.1|DYAK
OG0005154	LOC111597423|XP_023167888.2|DHYD	LOC6532938|XP_002093673.1|DYAK
OG0005155	LOC111601062|XP_023173251.2|DHYD	LOC6532244|XP_002093017.1|DYAK
OG0005156	LOC111598497|XP_023169524.2|DHYD	LOC6535888|XP_002096504.1|DYAK
OG0005157	LOC111593759|XP_023162537.2|DHYD	LOC6531607|XP_002092404.1|DYAK
OG0005158	LOC111598070|XP_023168872.2|DHYD	LOC6533187|XP_002093913.1|DYAK
OG0005159	LOC111592455|XP_023160412.1|DHYD	LOC6534443|XP_002095120.3|DYAK
OG0005160	LOC111601067|XP_023173258.1|DHYD	LOC6534301|XP_002094982.1|DYAK
OG0005161	LOC111600767|XP_030080991.1|DHYD	LOC6531989|XP_002092775.1|DYAK
OG0005162	LOC111603172|XP_023176420.1|DHYD	LOC6525220|XP_002101058.1|DYAK
OG0005163	LOC111597630|XP_023168199.1|DHYD	LOC26534888|XP_039230250.1|DYAK
OG0005164	LOC111598763|XP_023169943.2|DHYD	LOC26534639|XP_015050300.1|DYAK
OG0005165	LOC111592153|XP_023159969.2|DHYD	LOC6528292|XP_002089345.1|DYAK
OG0005166	LOC111604898|XP_030078630.1|DHYD	LOC6535395|XP_002096045.1|DYAK
OG0005167	LOC111604932|XP_023178970.1|DHYD	LOC6535394|XP_002096044.1|DYAK
OG0005168	LOC111603728|XP_023177207.2|DHYD	LOC6534374|XP_002095052.1|DYAK
OG0005169	LOC111597520|XP_023168061.1|DHYD	LOC6532902|XP_002093638.2|DYAK
OG0005170	LOC111597478|XP_023167995.1|DHYD	LOC6532901|XP_002093637.1|DYAK
OG0005171	LOC111597529|XP_023168074.2|DHYD	LOC6532900|XP_002093636.1|DYAK
OG0005172	LOC111593574|XP_023162203.2|DHYD	LOC6530626|XP_002091539.1|DYAK
OG0005173	LOC111599931|XP_023171548.2|DHYD	LOC6528342|XP_002089395.1|DYAK
OG0005174	LOC111594117|XP_023163044.1|DHYD	LOC6531841|XP_015051572.1|DYAK
OG0005175	LOC111603837|XP_023177371.1|DHYD	LOC6531822|XP_015051565.1|DYAK
OG0005176	LOC111604157|XP_023177852.1|DHYD	LOC6531046|XP_002091882.1|DYAK
OG0005177	LOC111603815|XP_023177340.2|DHYD	LOC6531824|XP_015051568.1|DYAK
OG0005178	LOC111601664|XP_023174116.2|DHYD	LOC6532708|XP_002093450.1|DYAK
OG0005179	LOC111605175|XP_023179337.1|DHYD	LOC6532692|XP_002093434.1|DYAK
OG0005180	LOC111602916|XP_023176029.2|DHYD	LOC6532396|XP_002093147.1|DYAK
OG0005181	LOC111594063|XP_023162958.1|DHYD	LOC6524964|XP_002100804.1|DYAK
OG0005182	LOC111599964|XP_030079711.1|DHYD	LOC6528725|XP_015054292.1|DYAK
OG0005183	LOC111599047|XP_023170335.1|DHYD	LOC6528917|XP_002089949.1|DYAK
OG0005184	LOC111599169|XP_023170521.2|DHYD	LOC6528914|XP_039227285.1|DYAK
OG0005185	LOC111604192|XP_023177915.1|DHYD	LOC6528738|XP_002089773.1|DYAK
OG0005186	LOC111604461|XP_030081094.1|DHYD	LOC6529282|XP_002090287.1|DYAK
OG0005187	LOC111599959|XP_023171603.2|DHYD	LOC6528343|XP_002089396.2|DYAK
OG0005188	LOC111602313|XP_023175084.2|DHYD	LOC6531081|XP_002091915.1|DYAK
OG0005189	LOC111593035|XP_023161369.2|DHYD	LOC6525207|XP_015046157.1|DYAK
OG0005190	LOC111603055|XP_023176280.2|DHYD	LOC6533377|XP_002094102.1|DYAK
OG0005191	LOC111602959|XP_023176100.1|DHYD	LOC6537051|XP_002097616.1|DYAK
OG0005192	LOC111597675|XP_030080933.1|DHYD	LOC6531173|XP_039228297.1|DYAK
OG0005193	LOC111593876|XP_023162708.1|DHYD	LOC6528741|XP_015054045.1|DYAK
OG0005194	LOC111602099|XP_023174802.2|DHYD	LOC6530776|XP_002091664.1|DYAK
OG0005195	LOC111604181|XP_023177897.1|DHYD	LOC6528454|XP_002089500.1|DYAK
OG0005196	LOC111592296|XP_023160168.2|DHYD	LOC6534802|XP_002095474.1|DYAK
OG0005197	LOC111600619|XP_023172589.2|DHYD, LOC115483359|XP_030080903.1|DHYD	LOC6531999|XP_002092785.1|DYAK
OG0005198	LOC111595383|XP_023164850.1|DHYD	LOC6533912|XP_002094612.3|DYAK
OG0005199	LOC111600740|XP_023172786.1|DHYD	LOC6531554|XP_002092352.1|DYAK
OG0005200	LOC111600572|XP_023172525.1|DHYD	LOC6531653|XP_002092450.1|DYAK
OG0005201	LOC111605387|XP_023179647.1|DHYD	LOC6532154|XP_002092930.3|DYAK
OG0005202	LOC111604164|XP_023177870.2|DHYD	LOC26535373|XP_015054615.1|DYAK
OG0005203	LOC111593753|XP_030081271.1|DHYD	LOC6530365|XP_039228305.1|DYAK
OG0005204	LOC111602328|XP_023175098.2|DHYD	LOC6527043|XP_002088136.2|DYAK
OG0005205	LOC111599370|XP_023170774.2|DHYD	LOC6526717|XP_002087820.1|DYAK
OG0005206	LOC111605286|XP_023179499.2|DHYD	LOC6531847|XP_002092634.1|DYAK
OG0005207	LOC111604602|XP_023178483.2|DHYD	LOC6528758|XP_002089793.2|DYAK
OG0005208	LOC111593892|XP_023162727.1|DHYD	LOC6528844|XP_039227251.1|DYAK
OG0005209	LOC111598930|XP_023170173.2|DHYD	LOC6529042|XP_002090073.1|DYAK
OG0005210	LOC111598965|XP_030080529.1|DHYD	LOC6528283|XP_015053897.1|DYAK
OG0005211	LOC111599757|XP_023171279.2|DHYD	LOC6535137|XP_039230248.1|DYAK
OG0005212	LOC111600620|XP_023172590.1|DHYD, LOC115483360|XP_030080904.1|DHYD	LOC6531998|XP_002092784.1|DYAK
OG0005213	LOC111597247|XP_023167615.2|DHYD	LOC6524052|XP_002099921.1|DYAK
OG0005214	LOC111594955|XP_023164220.2|DHYD	LOC6527648|XP_002088734.2|DYAK
OG0005215	LOC111601922|XP_023174545.1|DHYD	LOC6526766|XP_002087869.1|DYAK
OG0005216	LOC111592547|XP_023160604.2|DHYD	LOC6529708|XP_002090701.1|DYAK
OG0005217	LOC111592504|XP_023160495.2|DHYD	LOC6529203|XP_039229099.1|DYAK
OG0005218	LOC111597215|XP_023167554.2|DHYD	LOC6527805|XP_015053005.1|DYAK
OG0005219	LOC111599935|XP_023171550.2|DHYD	LOC6528708|XP_002089743.1|DYAK
OG0005220	LOC111603714|XP_023177186.2|DHYD	LOC6532389|XP_002093140.1|DYAK
OG0005221	LOC111593168|XP_030080026.1|DHYD	LOC6527833|XP_002088906.1|DYAK
OG0005222	LOC111603519|XP_030079207.1|DHYD	LOC6529490|XP_039228678.1|DYAK
OG0005223	LOC111592552|XP_030079046.1|DHYD	LOC6527497|XP_002088587.1|DYAK
OG0005224	LOC111599501|XP_023170938.2|DHYD	LOC6527764|XP_039227521.1|DYAK
OG0005225	LOC111603907|XP_023177495.2|DHYD	LOC6526655|XP_002087763.2|DYAK
OG0005226	LOC111595764|XP_030080276.1|DHYD	LOC6527643|XP_015053735.1|DYAK
OG0005227	LOC111602478|XP_023175308.1|DHYD	LOC6528927|XP_002089959.1|DYAK
OG0005228	LOC111602541|XP_023175440.2|DHYD	LOC6528926|XP_015054217.1|DYAK
OG0005229	LOC111599069|XP_023170361.1|DHYD	LOC6526354|XP_039226680.1|DYAK
OG0005230	LOC111602444|XP_023175270.2|DHYD	LOC6527238|XP_002088332.1|DYAK
OG0005231	LOC111596009|XP_023165796.1|DHYD	LOC6526246|XP_002087370.1|DYAK
OG0005232	LOC111592500|XP_030079563.1|DHYD	LOC6526625|XP_039226476.1|DYAK
OG0005233	LOC111598985|XP_023170254.1|DHYD	LOC6528278|XP_002089331.1|DYAK
OG0005234	LOC111594689|XP_023163876.1|DHYD	LOC6529714|XP_002090707.3|DYAK
OG0005235	LOC111595786|XP_023165439.1|DHYD	LOC6529606|XP_002090600.1|DYAK
OG0005236	LOC111599150|XP_023170488.1|DHYD	LOC6526814|XP_002087916.1|DYAK
OG0005237	LOC111599081|XP_023170381.1|DHYD	LOC6526811|XP_002087913.2|DYAK
OG0005238	LOC111599152|XP_023170490.1|DHYD	LOC6526809|XP_002087911.1|DYAK
OG0005239	LOC111594228|XP_023163196.2|DHYD	LOC6526526|XP_002087636.1|DYAK
OG0005240	LOC111603914|XP_023177505.1|DHYD	LOC6528031|XP_002089098.1|DYAK
OG0005241	LOC111599151|XP_030080319.1|DHYD	LOC6526391|XP_002087510.1|DYAK
OG0005242	LOC111600926|XP_023173061.1|DHYD	LOC6527173|XP_039227214.1|DYAK
OG0005243	LOC111599189|XP_023170544.2|DHYD	LOC6526355|XP_039226677.1|DYAK
OG0005244	LOC111598339|XP_023169311.2|DHYD	LOC6536860|XP_015047969.1|DYAK
OG0005245	LOC111598634|XP_023169746.2|DHYD	LOC6536104|XP_002096712.2|DYAK
OG0005246	LOC111599089|XP_023170397.2|DHYD	LOC6526303|XP_002087425.1|DYAK
OG0005247	LOC111603799|XP_023177316.1|DHYD	LOC6531850|XP_002092637.1|DYAK
OG0005248	LOC111593396|XP_030079399.1|DHYD	LOC6537222|XP_002097780.2|DYAK
OG0005249	LOC111601372|XP_023173679.1|DHYD	LOC6535513|XP_002096142.1|DYAK
OG0005250	LOC111594280|XP_023163290.2|DHYD	LOC6529223|XP_039228873.1|DYAK
OG0005251	LOC111594406|XP_023163446.2|DHYD	LOC6528013|XP_002089080.1|DYAK
OG0005252	LOC111600170|XP_023171934.2|DHYD	LOC6529682|XP_039228204.1|DYAK
OG0005253	LOC111605567|XP_023179909.2|DHYD	LOC6529248|XP_039228781.1|DYAK
OG0005254	LOC111594111|XP_023163037.2|DHYD	LOC6529730|XP_002090723.1|DYAK
OG0005255	LOC111594110|XP_023163036.2|DHYD	LOC6529729|XP_002090722.2|DYAK
OG0005256	LOC111594703|XP_023163892.1|DHYD	LOC6529154|XP_002090161.1|DYAK
OG0005257	LOC111600420|XP_023172274.2|DHYD	LOC6527728|XP_002088811.1|DYAK
OG0005258	LOC111600359|XP_023172201.2|DHYD, LOC115483406|XP_030081057.1|DHYD	LOC6527854|XP_002088926.1|DYAK
OG0005259	LOC111600446|XP_023172309.2|DHYD	LOC6528219|XP_002089281.1|DYAK
OG0005260	LOC111600448|XP_023172313.1|DHYD	LOC6528221|XP_002089283.1|DYAK
OG0005261	LOC111592625|XP_023160728.1|DHYD	LOC6527140|XP_002088234.1|DYAK
OG0005262	LOC111603885|XP_023177471.2|DHYD	LOC6528164|XP_002089229.1|DYAK
OG0005263	LOC111594095|XP_023163015.1|DHYD	LOC6529724|XP_002090717.1|DYAK
OG0005264	LOC111601423|XP_023173766.2|DHYD, LOC115482813|XP_030078837.1|DHYD	LOC6535424|XP_002096073.2|DYAK
OG0005265	LOC111594755|XP_030079144.1|DHYD	LOC6529721|XP_015052407.1|DYAK
OG0005266	LOC111600622|XP_023172596.2|DHYD	LOC6528979|XP_002090011.1|DYAK
OG0005267	LOC111596063|XP_023165880.1|DHYD	LOC6526590|XP_002087698.1|DYAK
OG0005268	LOC111596061|XP_023165878.2|DHYD	LOC6526591|XP_002087699.1|DYAK
OG0005269	LOC111596104|XP_030080303.1|DHYD	LOC6526605|XP_002087713.1|DYAK
OG0005270	LOC111592542|XP_023160592.1|DHYD	LOC6527250|XP_002088344.1|DYAK
OG0005271	LOC111599000|XP_023170278.1|DHYD	LOC6529657|XP_015052398.1|DYAK
OG0005272	LOC111598944|XP_023170190.2|DHYD	LOC6529655|XP_002090648.1|DYAK
OG0005273	LOC111598950|XP_023170201.2|DHYD	LOC6527705|XP_002088789.1|DYAK
OG0005274	LOC111592534|XP_023160585.2|DHYD	LOC6527247|XP_002088341.1|DYAK
OG0005275	LOC111603951|XP_023177550.2|DHYD	LOC6527986|XP_002089053.2|DYAK
OG0005276	LOC111600909|XP_023173038.2|DHYD	LOC6526752|XP_015053454.1|DYAK
OG0005277	LOC111601942|XP_023174568.2|DHYD	LOC6526764|XP_002087867.1|DYAK
OG0005278	LOC111602143|XP_023174860.2|DHYD	LOC6530771|XP_002091659.1|DYAK
OG0005279	LOC111596353|XP_023166313.2|DHYD	LOC6528056|XP_002089123.1|DYAK
OG0005280	LOC111599049|XP_030080243.1|DHYD	LOC6526380|XP_002087499.1|DYAK
OG0005281	LOC111599319|XP_023170701.2|DHYD	LOC6526563|XP_039226436.1|DYAK
OG0005282	LOC111603032|XP_023176230.2|DHYD	LOC6537526|XP_002098072.1|DYAK
OG0005283	LOC111602687|XP_023175676.1|DHYD	LOC6538793|XP_002099306.1|DYAK
OG0005284	LOC111599055|XP_023170344.1|DHYD	LOC6529234|XP_015052257.1|DYAK
OG0005285	LOC111599054|XP_023170342.2|DHYD	LOC6529233|XP_002090239.1|DYAK
OG0005286	LOC111599217|XP_023170583.1|DHYD	LOC6526383|XP_002087502.1|DYAK
OG0005287	LOC111599216|XP_023170582.2|DHYD	LOC6526384|XP_002087503.1|DYAK
OG0005288	LOC111601409|XP_023173740.1|DHYD	LOC6526940|XP_002088038.2|DYAK
OG0005289	LOC111594399|XP_023163434.2|DHYD	LOC6539170|XP_002086071.1|DYAK
OG0005290	LOC111603593|XP_023177019.1|DHYD	LOC6537475|XP_002098031.1|DYAK
OG0005291	LOC111592600|XP_023160692.2|DHYD	LOC6527480|XP_002088570.1|DYAK
OG0005292	LOC111592550|XP_023160605.2|DHYD	LOC6527484|XP_015053700.1|DYAK
OG0005293	LOC111598961|XP_023170215.2|DHYD	LOC6529031|XP_002090062.2|DYAK
OG0005294	LOC111602448|XP_023175276.1|DHYD	LOC6527351|XP_002088443.1|DYAK
OG0005295	LOC111592643|XP_030079130.1|DHYD	LOC6527479|XP_039226929.1|DYAK
OG0005296	LOC111600835|XP_023172907.2|DHYD	LOC6537515|XP_002098061.2|DYAK
OG0005297	LOC111603966|XP_023177574.2|DHYD	LOC6528851|XP_002089883.1|DYAK, LOC6527747|XP_015053794.1|DYAK
OG0005298	LOC111594691|XP_023163879.1|DHYD	LOC6527895|XP_002088967.1|DYAK
OG0005299	LOC111600236|XP_030080625.1|DHYD	LOC6538011|XP_002098546.1|DYAK
OG0005300	LOC111591989|XP_023159716.2|DHYD	LOC6525388|XP_002101223.1|DYAK
OG0005301	LOC111603746|XP_023177239.2|DHYD	LOC6527918|XP_002088986.1|DYAK
OG0005302	LOC111600585|XP_023172540.2|DHYD	LOC6530256|XP_002091190.1|DYAK
OG0005303	LOC111599368|XP_030079229.1|DHYD	LOC6529608|XP_002090602.1|DYAK
OG0005304	LOC111594351|XP_023163379.2|DHYD	LOC6527089|XP_002088182.2|DYAK
OG0005305	LOC111602142|XP_023174859.2|DHYD	LOC6530770|XP_002091658.1|DYAK
OG0005306	LOC111602522|XP_023175374.1|DHYD	LOC6529516|XP_002090518.1|DYAK
OG0005307	LOC111595188|XP_023164539.1|DHYD	LOC6527233|XP_002088327.1|DYAK
OG0005308	LOC111596129|XP_023165968.1|DHYD	LOC6527143|XP_002088237.1|DYAK
OG0005309	LOC111596130|XP_023165971.2|DHYD	LOC6526701|XP_002087804.2|DYAK
OG0005310	LOC111596225|XP_023166110.1|DHYD	LOC6527691|XP_002088775.1|DYAK
OG0005311	LOC111595858|XP_023165541.2|DHYD	LOC6527408|XP_002088500.1|DYAK
OG0005312	LOC111605510|XP_023179830.2|DHYD	LOC6527447|XP_002088539.1|DYAK
OG0005313	LOC111594667|XP_023163839.2|DHYD	LOC6527991|XP_039227359.1|DYAK
OG0005314	LOC111601192|XP_030080283.1|DHYD	LOC6527335|XP_002088427.2|DYAK
OG0005315	LOC111594233|XP_030080275.1|DHYD	LOC6529594|XP_002090588.3|DYAK
OG0005316	LOC111602106|XP_023174815.2|DHYD	LOC6530772|XP_015052747.1|DYAK
OG0005317	LOC111602515|XP_023175366.2|DHYD	LOC6529522|XP_002090524.1|DYAK
OG0005318	LOC111593159|XP_023161530.2|DHYD	LOC6539232|XP_002086133.1|DYAK
OG0005319	LOC111598937|XP_023170183.2|DHYD	LOC6529030|XP_002090061.1|DYAK
OG0005320	LOC111600352|XP_023172191.2|DHYD	LOC6529791|XP_039229230.1|DYAK
OG0005321	LOC111595937|XP_023165665.2|DHYD	LOC6527212|XP_002088306.1|DYAK
OG0005322	LOC111596306|XP_023166233.2|DHYD	LOC6526476|XP_002087593.1|DYAK
OG0005323	LOC111593166|XP_030080012.1|DHYD	LOC6527832|XP_039226862.1|DYAK
OG0005324	LOC111594746|XP_023163957.2|DHYD	LOC6527902|XP_002088974.1|DYAK
OG0005325	LOC111603884|XP_023177469.2|DHYD	LOC26536232|XP_015054708.1|DYAK
OG0005326	LOC111594684|XP_023163871.2|DHYD	LOC6527903|XP_002088975.1|DYAK
OG0005327	LOC111593761|XP_023162547.1|DHYD	LOC6527815|XP_002088888.1|DYAK
OG0005328	LOC111601394|XP_023173705.1|DHYD	LOC6537457|XP_015048358.1|DYAK
OG0005329	LOC111599781|XP_023171319.2|DHYD	LOC6532628|XP_002093372.1|DYAK
OG0005330	LOC111599780|XP_023171318.1|DHYD	LOC6532629|XP_002093373.1|DYAK
OG0005331	LOC111596064|XP_023165881.1|DHYD	LOC6526589|XP_002087697.1|DYAK
OG0005332	LOC111594653|XP_023163819.1|DHYD	LOC6529859|XP_002090823.1|DYAK
OG0005333	LOC111594218|XP_023163184.2|DHYD	LOC6527367|XP_002088459.1|DYAK
OG0005334	LOC111594392|XP_023163427.1|DHYD	LOC6528036|XP_002089103.1|DYAK
OG0005335	LOC111592133|XP_030081990.1|DHYD	LOC6529993|XP_002090939.2|DYAK
OG0005336	LOC111600021|XP_023171702.2|DHYD	LOC6528820|XP_002089852.1|DYAK
OG0005337	LOC111601206|XP_023173465.2|DHYD	LOC6531265|XP_002092074.2|DYAK
OG0005338	LOC111603936|XP_023177533.2|DHYD	LOC6527970|XP_002089037.2|DYAK
OG0005339	LOC111592591|XP_023160675.1|DHYD	LOC6527135|XP_002088229.1|DYAK
OG0005340	LOC111603855|XP_023177422.2|DHYD	LOC6527949|XP_015053847.1|DYAK
OG0005341	LOC111597078|XP_023167376.1|DHYD	LOC6528622|XP_002089665.1|DYAK
OG0005342	LOC111603748|XP_023177237.1|DHYD	LOC6527301|XP_002088394.1|DYAK
OG0005343	LOC111599890|XP_023171481.2|DHYD	LOC6528431|XP_002089477.1|DYAK
OG0005344	LOC111595548|XP_023165104.1|DHYD	LOC6530194|XP_002091132.1|DYAK
OG0005345	LOC111596294|XP_023166218.1|DHYD	LOC6527082|XP_002088175.1|DYAK
OG0005346	LOC111605031|XP_023179131.1|DHYD	LOC6527006|XP_002088102.1|DYAK
OG0005347	LOC111602154|XP_023174874.2|DHYD	LOC6526800|XP_015053254.1|DYAK
OG0005348	LOC111594733|XP_030079039.1|DHYD	LOC6527999|XP_002089066.1|DYAK
OG0005349	LOC111594403|XP_023163444.2|DHYD	LOC6527990|XP_002089057.1|DYAK
OG0005350	LOC111592539|XP_023160590.2|DHYD	LOC6527248|XP_002088342.1|DYAK
OG0005351	LOC111603045|XP_023176257.2|DHYD	LOC6533395|XP_002094113.1|DYAK
OG0005352	LOC111597787|XP_023168429.2|DHYD	LOC6528039|XP_015053862.1|DYAK
OG0005353	LOC111595449|XP_023164944.2|DHYD	LOC6531139|XP_002091973.3|DYAK
OG0005354	LOC111593171|XP_030079077.1|DHYD	LOC6526645|XP_002087753.1|DYAK
OG0005355	LOC111602465|XP_023175293.2|DHYD	LOC6526280|XP_002087402.1|DYAK
OG0005356	LOC111602502|XP_023175342.2|DHYD	LOC6526282|XP_002087404.1|DYAK
OG0005357	LOC111592916|XP_030080272.1|DHYD	LOC6526906|XP_002088005.1|DYAK
OG0005358	LOC111593158|XP_023161529.2|DHYD	LOC6526993|XP_002088089.1|DYAK
OG0005359	LOC111599731|XP_023171244.2|DHYD	LOC6531740|XP_002092530.1|DYAK
OG0005360	LOC111592256|XP_023160106.1|DHYD	LOC6535022|XP_002095690.1|DYAK
OG0005361	LOC111601148|XP_023173387.2|DHYD	LOC6527193|XP_002088287.1|DYAK
OG0005362	LOC111603949|XP_023177548.1|DHYD	LOC6527973|XP_002089040.1|DYAK
OG0005363	LOC111602327|XP_023175096.2|DHYD	LOC6528120|XP_002089187.1|DYAK
OG0005364	LOC111593991|XP_023162854.1|DHYD	LOC6530721|XP_002091612.1|DYAK
OG0005365	LOC111594946|XP_023164207.2|DHYD	LOC6530316|XP_002091243.2|DYAK
OG0005366	LOC111594934|XP_023164194.1|DHYD	LOC6530315|XP_002091242.2|DYAK
OG0005367	LOC111594948|XP_023164213.1|DHYD	LOC6530313|XP_002091240.1|DYAK
OG0005368	LOC111595717|XP_023165333.1|DHYD	LOC6536341|XP_002096925.1|DYAK
OG0005369	LOC111596287|XP_023166209.1|DHYD	LOC6526448|XP_002087567.1|DYAK
OG0005370	LOC111602493|XP_023175327.2|DHYD	LOC6527237|XP_002088331.1|DYAK
OG0005371	LOC111595192|XP_023164543.2|DHYD	LOC6527235|XP_002088329.1|DYAK
OG0005372	LOC111602706|XP_023175712.2|DHYD	LOC6536433|XP_002097015.1|DYAK
OG0005373	LOC111592062|XP_023159832.1|DHYD	LOC6540057|XP_015044810.1|DYAK
OG0005374	LOC111602476|XP_023175306.1|DHYD	LOC6529520|XP_002090522.1|DYAK
OG0005375	LOC111602453|XP_030079240.1|DHYD	LOC6529521|XP_039229354.1|DYAK
OG0005376	LOC111599128|XP_030080389.1|DHYD	LOC6526374|XP_002087493.2|DYAK
OG0005377	LOC111595293|XP_030079490.1|DHYD	LOC6532408|XP_039230542.1|DYAK
OG0005378	LOC111595847|XP_023165525.2|DHYD	LOC6526423|XP_039226397.1|DYAK
OG0005379	LOC111599323|XP_023170707.1|DHYD	LOC6526521|XP_002087631.1|DYAK
OG0005380	LOC111595856|XP_030079226.1|DHYD	LOC6526411|XP_002087530.1|DYAK
OG0005381	LOC111594198|XP_023163163.1|DHYD	LOC6529554|XP_015052380.1|DYAK
OG0005382	LOC111596049|XP_023165865.1|DHYD	LOC6529268|XP_015052273.1|DYAK
OG0005383	LOC111601046|XP_023173228.1|DHYD	LOC6534318|XP_039230655.1|DYAK
OG0005384	LOC111602949|XP_023176078.1|DHYD	LOC6537050|XP_002097615.1|DYAK
OG0005385	LOC111597066|XP_023167361.2|DHYD	LOC6530824|XP_002091707.1|DYAK
OG0005386	LOC111600703|XP_023172726.2|DHYD	LOC6531444|XP_039228332.1|DYAK
OG0005387	LOC111597798|XP_030080590.1|DHYD	LOC6537693|XP_015048468.1|DYAK
OG0005388	LOC111599063|XP_023170351.1|DHYD	LOC6528150|XP_002089216.1|DYAK
OG0005389	LOC111603771|XP_023177274.2|DHYD	LOC6527324|XP_039226431.1|DYAK
OG0005390	LOC111599395|XP_023170801.1|DHYD	LOC120320425|XP_015053062.1|DYAK
