Orthogroup	DHYD.longest_only	ASTE.longest_only
OG0003799	LOC111600710|XP_023172735.2|DHYD	LOC118510960|XP_035909320.1|ASTE
OG0003800	LOC111603886|XP_023177472.1|DHYD	LOC118511031|XP_035909503.1|ASTE
OG0003801	LOC111596304|XP_030080532.1|DHYD	LOC118511038|XP_035909524.1|ASTE
OG0003802	LOC111600395|XP_023172241.2|DHYD	LOC118510085|XP_035907387.1|ASTE
OG0003803	LOC111592705|XP_023160860.1|DHYD	LOC118513404|XP_035914991.1|ASTE
OG0003804	LOC111603878|XP_023177457.2|DHYD	LOC118513385|XP_035914942.1|ASTE
OG0003805	LOC111596002|XP_023165775.2|DHYD	LOC118513382|XP_035914938.1|ASTE
OG0003806	LOC111594707|XP_023163898.1|DHYD	LOC118513384|XP_035914941.1|ASTE
OG0003807	LOC111602346|XP_023175125.1|DHYD	LOC118513376|XP_035914914.1|ASTE
OG0003808	LOC111601059|XP_023173246.2|DHYD	LOC118512701|XP_035913416.1|ASTE
OG0003809	LOC111595789|XP_023165442.2|DHYD	LOC118512711|XP_035913436.1|ASTE
OG0003810	LOC111604083|XP_023177736.2|DHYD	LOC118512720|XP_035913454.1|ASTE
OG0003811	LOC111600151|XP_023171909.2|DHYD	LOC118509637|XP_035906436.1|ASTE
OG0003812	LOC111602161|XP_030079256.1|DHYD	LOC118509854|XP_035906950.1|ASTE
OG0003813	LOC111603685|XP_023177140.2|DHYD	LOC118511803|XP_035911229.1|ASTE
OG0003814	LOC111591962|XP_023159673.2|DHYD	LOC118513299|XP_035914775.1|ASTE
OG0003815	LOC111595029|XP_023164318.2|DHYD, LOC115483326|XP_030080584.1|DHYD, LOC115483785|XP_030081901.1|DHYD	LOC118513306|XP_035914781.1|ASTE
OG0003816	LOC111594720|XP_023163917.2|DHYD	LOC118510567|XP_035908448.1|ASTE
OG0003817	LOC111603863|XP_023177437.1|DHYD	LOC118508929|XP_035904729.1|ASTE
OG0003818	LOC111602487|XP_023175318.1|DHYD	LOC118511105|XP_035909721.1|ASTE
OG0003819	LOC111602173|XP_023174902.1|DHYD	LOC118511125|XP_035909750.1|ASTE
OG0003820	LOC111604838|XP_023178837.1|DHYD	LOC118513529|XP_035915294.1|ASTE
OG0003821	LOC111600649|XP_023172637.1|DHYD	LOC118513589|XP_035915462.1|ASTE
OG0003822	LOC111592070|XP_023159844.2|DHYD	LOC118510619|XP_035908539.1|ASTE
OG0003823	LOC111596284|XP_023166202.1|DHYD	LOC118513229|XP_035914656.1|ASTE
OG0003824	LOC111594105|XP_023163027.1|DHYD	LOC118513536|XP_035915300.1|ASTE
OG0003825	LOC111603916|XP_023177508.2|DHYD	LOC118513528|XP_035915293.1|ASTE
OG0003826	LOC111603930|XP_023177525.1|DHYD	LOC118509164|XP_035905312.1|ASTE
OG0003827	LOC111603992|XP_030079084.1|DHYD	LOC118511112|XP_035909730.1|ASTE
OG0003828	LOC111603859|XP_023177428.2|DHYD	LOC118511095|XP_035909692.1|ASTE
OG0003829	LOC111600424|XP_023172275.2|DHYD	LOC118511078|XP_035909641.1|ASTE
OG0003830	LOC111596315|XP_023166249.1|DHYD	LOC118513541|XP_035915307.1|ASTE
OG0003831	LOC111594959|XP_023164225.1|DHYD	LOC118513950|XP_035916235.1|ASTE
OG0003832	LOC111596343|XP_023166296.2|DHYD, LOC115482916|XP_030079023.1|DHYD	LOC118513929|XP_035916191.1|ASTE
OG0003833	LOC111596327|XP_023166260.1|DHYD, LOC115482914|XP_030079022.1|DHYD	LOC118513960|XP_035916252.1|ASTE
OG0003834	LOC111605015|XP_023179112.2|DHYD	LOC118513986|XP_035916309.1|ASTE
OG0003835	LOC111596289|XP_023166211.2|DHYD	LOC118511274|XP_035910055.1|ASTE
OG0003836	LOC111598988|XP_023170258.2|DHYD	LOC118513569|XP_035915400.1|ASTE
OG0003837	LOC111598981|XP_023170249.2|DHYD	LOC118513562|XP_035915383.1|ASTE
OG0003838	LOC115483220|XP_030080419.1|DHYD, LOC111602114|XP_023174834.2|DHYD	LOC118513544|XP_035915319.1|ASTE
OG0003839	LOC111594714|XP_023163909.1|DHYD	LOC118511047|XP_035909538.1|ASTE
OG0003840	LOC111604120|XP_023177798.1|DHYD	LOC118513391|XP_035914964.1|ASTE
OG0003841	LOC111599333|XP_023170722.2|DHYD	LOC118504141|XP_035894132.1|ASTE
OG0003842	LOC111592644|XP_023160758.2|DHYD	LOC118513850|XP_035916028.1|ASTE
OG0003843	LOC111600322|XP_023172148.2|DHYD	LOC118513668|XP_035915662.1|ASTE
OG0003844	LOC111592615|XP_023160717.1|DHYD	LOC118512211|XP_035912217.1|ASTE
OG0003845	LOC111598975|XP_023170239.2|DHYD	LOC118513215|XP_035914622.1|ASTE
OG0003846	LOC111603968|XP_023177575.2|DHYD	LOC118509331|XP_035905688.1|ASTE
OG0003847	LOC111593769|XP_023162557.1|DHYD	LOC118514278|XP_035916912.1|ASTE
OG0003848	LOC111596184|XP_023166059.2|DHYD	LOC118512641|XP_035913239.1|ASTE
OG0003849	LOC111599400|XP_023170824.2|DHYD	LOC118513616|XP_035915565.1|ASTE
OG0003850	LOC111600338|XP_030081049.1|DHYD, LOC115483004|XP_030079523.1|DHYD	LOC118514711|XP_035917680.1|ASTE
OG0003851	LOC111602111|XP_023174824.1|DHYD	LOC118513998|XP_035916326.1|ASTE
OG0003852	LOC111594230|XP_023163202.1|DHYD	LOC118513882|XP_035916083.1|ASTE
OG0003853	LOC111594006|XP_023162868.2|DHYD	LOC118511080|XP_035909646.1|ASTE
OG0003854	LOC111602521|XP_023175372.2|DHYD	LOC118511099|XP_035909708.1|ASTE
OG0003855	LOC111602519|XP_023175370.2|DHYD	LOC118511097|XP_035909699.1|ASTE
OG0003856	LOC111595186|XP_023164534.2|DHYD	LOC118511124|XP_035909748.1|ASTE
OG0003857	LOC111595939|XP_030079272.1|DHYD	LOC118511056|XP_035909550.1|ASTE
OG0003858	LOC111604064|XP_023177742.1|DHYD	LOC118503887|XP_035893538.1|ASTE
OG0003859	LOC111601910|XP_030079193.1|DHYD	LOC118513419|XP_035915024.1|ASTE
OG0003860	LOC111603445|XP_023176803.2|DHYD	LOC118513415|XP_035915018.1|ASTE
OG0003861	LOC111596047|XP_023165853.2|DHYD	LOC118511727|XP_035911065.1|ASTE
OG0003862	LOC111596338|XP_023166286.2|DHYD	LOC118511601|XP_035910775.1|ASTE
OG0003863	LOC111593169|XP_023161543.2|DHYD	LOC118511597|XP_035910754.1|ASTE
OG0003864	LOC111593164|XP_023161538.1|DHYD	LOC118511596|XP_035910752.1|ASTE
OG0003865	LOC111604214|XP_023177947.2|DHYD	LOC118511594|XP_035910748.1|ASTE
OG0003866	LOC111600430|XP_023172291.1|DHYD	LOC118510604|XP_035908505.1|ASTE
OG0003867	LOC111594725|XP_023163925.2|DHYD	LOC118511591|XP_035910744.1|ASTE
OG0003868	LOC111596768|XP_023166884.1|DHYD	LOC118511651|XP_035910879.1|ASTE
OG0003869	LOC111599343|XP_023170741.1|DHYD	LOC118511232|XP_035909962.1|ASTE
OG0003870	LOC111595396|XP_023164866.2|DHYD	LOC118510105|XP_035907453.1|ASTE
OG0003871	LOC111599390|XP_023170794.1|DHYD	LOC118514607|XP_035917496.1|ASTE
OG0003872	LOC111601207|XP_023173469.1|DHYD	LOC118513421|XP_035915027.1|ASTE
OG0003873	LOC111595820|XP_023165493.1|DHYD	LOC118513427|XP_035915043.1|ASTE
OG0003874	LOC111594284|XP_023163291.2|DHYD	LOC118513426|XP_035915040.1|ASTE
OG0003875	LOC111603891|XP_023177477.1|DHYD	LOC118513430|XP_035915050.1|ASTE
OG0003876	LOC111595815|XP_023165488.1|DHYD	LOC118509271|XP_035905518.1|ASTE
OG0003877	LOC111600302|XP_023172128.2|DHYD	LOC118509068|XP_035905083.1|ASTE
OG0003878	LOC111601925|XP_023174543.2|DHYD	LOC118509074|XP_035905096.1|ASTE
OG0003879	LOC115482991|XP_030079485.1|DHYD, LOC111596897|XP_023167115.2|DHYD	LOC118509078|XP_035905104.1|ASTE
OG0003880	LOC111597583|XP_023168150.2|DHYD	LOC118509086|XP_035905111.1|ASTE
OG0003881	LOC111595316|XP_023164739.1|DHYD	LOC118508992|XP_035904883.1|ASTE
OG0003882	LOC111600876|XP_023172976.2|DHYD	LOC118508986|XP_035904871.1|ASTE
OG0003883	LOC111595002|XP_023164270.1|DHYD	LOC118513450|XP_035915093.1|ASTE
OG0003884	LOC111594640|XP_023163802.2|DHYD	LOC118509843|XP_035906929.1|ASTE
OG0003885	LOC111592637|XP_023160749.1|DHYD	LOC118511761|XP_035911124.1|ASTE
OG0003886	LOC111592636|XP_023160748.2|DHYD	LOC118511759|XP_035911121.1|ASTE
OG0003887	LOC111599334|XP_023170727.2|DHYD	LOC118509280|XP_035905550.1|ASTE
OG0003888	LOC111595903|XP_023165611.2|DHYD	LOC118514107|XP_035916575.1|ASTE
OG0003889	LOC111599466|XP_023170904.2|DHYD	LOC118512466|XP_035912835.1|ASTE
OG0003890	LOC111601085|XP_023173280.1|DHYD	LOC118513505|XP_035915247.1|ASTE
OG0003891	LOC111594663|XP_023163833.2|DHYD	LOC118513504|XP_035915246.1|ASTE
OG0003892	LOC111596855|XP_023167060.1|DHYD	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE
OG0003893	LOC111594704|XP_023163894.2|DHYD	LOC118512026|XP_035911705.1|ASTE
OG0003894	LOC111592595|XP_023160679.1|DHYD	LOC118513228|XP_035914655.1|ASTE
OG0003895	LOC111603354|XP_023176669.1|DHYD	LOC118509230|XP_035905432.1|ASTE
OG0003896	LOC111592795|XP_023160973.1|DHYD	LOC118510122|XP_035907481.1|ASTE
OG0003897	LOC111600576|XP_023172532.1|DHYD	LOC118510127|XP_035907492.1|ASTE
OG0003898	LOC111600217|XP_023172011.1|DHYD	LOC118511617|XP_035910800.1|ASTE
OG0003899	LOC111599053|XP_023170341.1|DHYD	LOC118509146|XP_035905251.1|ASTE
OG0003900	LOC111599065|XP_030080246.1|DHYD	LOC118513726|XP_035915761.1|ASTE
OG0003901	LOC111595931|XP_023165658.2|DHYD	LOC118513725|XP_035915760.1|ASTE
OG0003902	LOC111595934|XP_023165662.2|DHYD	LOC118513721|XP_035915755.1|ASTE
OG0003903	LOC111605528|XP_023179857.1|DHYD	LOC118513723|XP_035915758.1|ASTE
OG0003904	LOC111605527|XP_023179856.2|DHYD	LOC118513722|XP_035915757.1|ASTE
OG0003905	LOC111601758|XP_023174264.2|DHYD	LOC118513717|XP_035915752.1|ASTE
OG0003907	LOC111599191|XP_023170548.1|DHYD	LOC118510996|XP_035909403.1|ASTE
OG0003908	LOC111599193|XP_023170549.2|DHYD	LOC118511002|XP_035909410.1|ASTE
OG0003909	LOC111605223|XP_023179416.1|DHYD	LOC118511020|XP_035909466.1|ASTE
OG0003910	LOC111605235|XP_023179438.2|DHYD	LOC118511021|XP_035909485.1|ASTE
OG0003911	LOC111605556|XP_023179892.2|DHYD	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE
OG0003912	LOC111601142|XP_023173377.2|DHYD	LOC118509057|XP_035905062.1|ASTE
OG0003913	LOC111594742|XP_023163950.1|DHYD	LOC118514571|XP_035917463.1|ASTE
OG0003914	LOC111592541|XP_023160591.2|DHYD	LOC118514558|XP_035917441.1|ASTE
OG0003915	LOC111592983|XP_023161248.1|DHYD	LOC118514587|XP_035917482.1|ASTE
OG0003916	LOC111602500|XP_023175339.1|DHYD	LOC118514580|XP_035917475.1|ASTE
OG0003917	LOC111599061|XP_023170350.2|DHYD	LOC118512505|XP_035912910.1|ASTE
OG0003918	LOC111603757|XP_023177255.2|DHYD	LOC118512525|XP_035912962.1|ASTE
OG0003919	LOC111599492|XP_023170926.1|DHYD	LOC118514555|XP_035917438.1|ASTE
OG0003920	LOC111593920|XP_023162761.1|DHYD	LOC118514557|XP_035917440.1|ASTE
OG0003921	LOC111594716|XP_023163910.2|DHYD	LOC118509138|XP_035905232.1|ASTE
OG0003922	LOC111602457|XP_023175285.2|DHYD	LOC118509141|XP_035905238.1|ASTE
OG0003923	LOC111593710|XP_023162441.1|DHYD	LOC118512549|XP_035913027.1|ASTE
OG0003924	LOC111593859|XP_023162674.1|DHYD	LOC118512551|XP_035913030.1|ASTE
OG0003925	LOC111599300|XP_030079173.1|DHYD	LOC118512557|XP_035913036.1|ASTE
OG0003926	LOC111599365|XP_023170765.1|DHYD	LOC118512564|XP_035913048.1|ASTE
OG0003927	LOC111594231|XP_023163205.1|DHYD	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE
OG0003928	LOC111603919|XP_023177512.2|DHYD	LOC118513781|XP_035915858.1|ASTE
OG0003929	LOC111602523|XP_023175377.1|DHYD	LOC118513767|XP_035915836.1|ASTE
OG0003930	LOC111598781|XP_023169962.1|DHYD	LOC118511770|XP_035911151.1|ASTE
OG0003931	LOC111605010|XP_023179093.1|DHYD	LOC118511768|XP_035911137.1|ASTE
OG0003932	LOC111597691|XP_030080954.1|DHYD	LOC118508974|XP_035904845.1|ASTE
OG0003933	LOC111605559|XP_023179900.1|DHYD	LOC118513746|XP_035915795.1|ASTE
OG0003934	LOC111603760|XP_023177260.1|DHYD	LOC118513750|XP_035915803.1|ASTE
OG0003935	LOC111594005|XP_023162866.2|DHYD	LOC118513758|XP_035915825.1|ASTE
OG0003936	LOC111594013|XP_023162879.1|DHYD	LOC118513757|XP_035915823.1|ASTE
OG0003937	LOC111599925|XP_023171538.2|DHYD	LOC118513769|XP_035915838.1|ASTE
OG0003938	LOC111599456|XP_023170886.2|DHYD	LOC118514676|XP_035917614.1|ASTE
OG0003939	LOC111599460|XP_023170896.1|DHYD	LOC118514677|XP_035917617.1|ASTE
OG0003940	LOC111601864|XP_023174473.1|DHYD	LOC118514680|XP_035917621.1|ASTE
OG0003941	LOC111599453|XP_023170879.1|DHYD	LOC118514684|XP_035917623.1|ASTE
OG0003942	LOC111602488|XP_023175320.2|DHYD	LOC118514697|XP_035917645.1|ASTE
OG0003943	LOC111603751|XP_023177242.1|DHYD	LOC118514152|XP_035916658.1|ASTE
OG0003944	LOC111599084|XP_023170387.1|DHYD	LOC118513354|XP_035914879.1|ASTE
OG0003945	LOC111603801|XP_023177319.1|DHYD	LOC118508472|XP_035904177.1|ASTE
OG0003946	LOC111592663|XP_030079058.1|DHYD	LOC118513834|XP_035915991.1|ASTE
OG0003947	LOC111600329|XP_023172164.2|DHYD	LOC118512443|XP_035912799.1|ASTE
OG0003948	LOC111594941|XP_023164202.2|DHYD	LOC118512586|XP_035913116.1|ASTE
OG0003949	LOC111599542|XP_030080312.1|DHYD	LOC118510631|XP_035908563.1|ASTE
OG0003950	LOC111602222|XP_023174969.1|DHYD	LOC118510643|XP_035908630.1|ASTE
OG0003951	LOC111602210|XP_023174953.2|DHYD	LOC118510646|XP_035908643.1|ASTE
OG0003952	LOC111592586|XP_023160669.2|DHYD, LOC115482925|XP_030079091.1|DHYD	LOC118512662|XP_035913304.1|ASTE
OG0003953	LOC111605021|XP_023179120.2|DHYD	LOC118511569|XP_035910706.1|ASTE
OG0003954	LOC111597422|XP_023167886.2|DHYD	LOC118514466|XP_035917281.1|ASTE
OG0003955	LOC111592612|XP_023160712.2|DHYD	LOC118510010|XP_035907289.1|ASTE
OG0003956	LOC111595594|XP_023165173.2|DHYD	LOC118514659|XP_035917585.1|ASTE
OG0003957	LOC111601101|XP_023173308.2|DHYD	LOC118514667|XP_035917601.1|ASTE
OG0003958	LOC111595358|XP_023164803.2|DHYD	LOC118514671|XP_035917607.1|ASTE
OG0003959	LOC111602084|XP_030079708.1|DHYD	LOC118511782|XP_035911185.1|ASTE
OG0003960	LOC111593015|XP_030079987.1|DHYD	LOC118509304|XP_035905646.1|ASTE
OG0003961	LOC111592891|XP_023161099.2|DHYD	LOC118514548|XP_035917432.1|ASTE
OG0003962	LOC111599383|XP_023170788.1|DHYD	LOC118512473|XP_035912854.1|ASTE
OG0003963	LOC111603892|XP_023177478.2|DHYD	LOC118514634|XP_035917538.1|ASTE
OG0003964	LOC111595012|XP_023164286.1|DHYD	LOC118514641|XP_035917557.1|ASTE
OG0003965	LOC111594954|XP_023164219.2|DHYD	LOC118514652|XP_035917575.1|ASTE
OG0003966	LOC111592065|XP_023159835.1|DHYD	LOC118511797|XP_035911220.1|ASTE
OG0003967	LOC111592514|XP_023160514.2|DHYD	LOC118513597|XP_035915492.1|ASTE
OG0003968	LOC111592526|XP_023160552.1|DHYD	LOC118513595|XP_035915485.1|ASTE
OG0003969	LOC111600570|XP_023172523.2|DHYD	LOC118512533|XP_035912978.1|ASTE
OG0003970	LOC111599088|XP_023170394.2|DHYD	LOC118513282|XP_035914742.1|ASTE
OG0003971	LOC111594741|XP_030079115.1|DHYD	LOC118512593|XP_035913130.1|ASTE
OG0003972	LOC111604311|XP_023178125.2|DHYD	LOC118512596|XP_035913142.1|ASTE
OG0003973	LOC111593910|XP_023162750.1|DHYD	LOC118512600|XP_035913149.1|ASTE
OG0003974	LOC111595452|XP_023164953.1|DHYD	LOC118513698|XP_035915715.1|ASTE
OG0003975	LOC111600450|XP_023172315.2|DHYD	LOC118513705|XP_035915727.1|ASTE
OG0003976	LOC111594100|XP_023163022.1|DHYD	LOC118513369|XP_035914893.1|ASTE
OG0003977	LOC111592554|XP_023160613.1|DHYD	LOC118513370|XP_035914894.1|ASTE
OG0003978	LOC111604511|XP_023178375.1|DHYD	LOC118512631|XP_035913219.1|ASTE
OG0003979	LOC111591950|XP_023159652.1|DHYD	LOC118512618|XP_035913192.1|ASTE
OG0003980	LOC111603028|XP_023176225.2|DHYD	LOC118512615|XP_035913187.1|ASTE
OG0003981	LOC111591956|XP_023159661.1|DHYD	LOC118510865|XP_035909104.1|ASTE
OG0003982	LOC111594665|XP_023163835.2|DHYD	LOC118510046|XP_035907328.1|ASTE
OG0003984	LOC111598987|XP_023170256.2|DHYD	LOC118512594|XP_035913140.1|ASTE
OG0003985	LOC111598936|XP_030080516.1|DHYD	LOC118513318|XP_035914812.1|ASTE
OG0003986	LOC111602183|XP_030080349.1|DHYD	LOC118508830|XP_035904469.1|ASTE
OG0003987	LOC111600950|XP_023173099.2|DHYD	LOC118513221|XP_035914637.1|ASTE
OG0003988	LOC111596111|XP_023165942.2|DHYD	LOC118513341|XP_035914858.1|ASTE
OG0003989	LOC111595017|XP_023164293.2|DHYD	LOC118509296|XP_035905622.1|ASTE
OG0003990	LOC115482857|XP_030078966.1|DHYD, LOC111598934|XP_023170179.1|DHYD	LOC118509289|XP_035905590.1|ASTE
OG0003991	LOC111601152|XP_023173390.2|DHYD	LOC118509285|XP_035905556.1|ASTE
OG0003992	LOC111601185|XP_023173434.2|DHYD	LOC118509172|XP_035905325.1|ASTE
OG0003993	LOC111599080|XP_023170380.2|DHYD	LOC118509173|XP_035905326.1|ASTE
OG0003994	LOC111602814|XP_023175885.1|DHYD	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE
OG0003995	LOC111593893|XP_023162729.2|DHYD	LOC118509956|XP_035907215.1|ASTE
OG0003996	LOC111597657|XP_023168247.1|DHYD	LOC118508821|XP_035904458.1|ASTE
OG0003997	LOC111601592|XP_023174022.1|DHYD	LOC118513628|XP_035915584.1|ASTE
OG0003998	LOC111597442|XP_023167928.2|DHYD	LOC118510877|XP_035909134.1|ASTE
OG0003999	LOC111592099|XP_023159894.2|DHYD	LOC118510876|XP_035909133.1|ASTE
OG0004000	LOC111603151|XP_023176396.1|DHYD	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE
OG0004001	LOC111600152|XP_023171910.2|DHYD	LOC118513804|XP_035915900.1|ASTE
OG0004002	LOC111600429|XP_023172290.2|DHYD	LOC118513827|XP_035915959.1|ASTE
OG0004003	LOC111592654|XP_030079150.1|DHYD	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE
OG0004004	LOC111601938|XP_023174560.1|DHYD	LOC118510870|XP_035909119.1|ASTE
OG0004005	LOC111599203|XP_023170561.1|DHYD	LOC118510871|XP_035909120.1|ASTE
OG0004006	LOC111594647|XP_023163811.2|DHYD	LOC118514289|XP_035916931.1|ASTE
OG0004007	LOC111599381|XP_023170786.1|DHYD	LOC118514303|XP_035916976.1|ASTE
OG0004008	LOC111602455|XP_030079239.1|DHYD	LOC118513467|XP_035915136.1|ASTE
OG0004009	LOC111599377|XP_023170780.2|DHYD	LOC118512975|XP_035914100.1|ASTE
OG0004010	LOC111600401|XP_023172248.2|DHYD	LOC118514522|XP_035917385.1|ASTE
OG0004011	LOC111600387|XP_023172231.1|DHYD	LOC118511696|XP_035910997.1|ASTE
OG0004012	LOC111605454|XP_030080703.1|DHYD	LOC118511699|XP_035911001.1|ASTE
OG0004013	LOC111600427|XP_023172281.1|DHYD	LOC118512484|XP_035912872.1|ASTE
OG0004014	LOC111604287|XP_023178071.2|DHYD	LOC118512477|XP_035912859.1|ASTE
OG0004015	LOC111605507|XP_023179827.2|DHYD	LOC118512465|XP_035912828.1|ASTE
OG0004016	LOC111596642|XP_023166704.2|DHYD	LOC118509274|XP_035905521.1|ASTE
OG0004017	LOC111599146|XP_023170482.2|DHYD	LOC118513621|XP_035915570.1|ASTE
OG0004018	LOC111593828|XP_023162629.1|DHYD	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE
OG0004019	LOC111594675|XP_023163853.2|DHYD	LOC118513205|XP_035914597.1|ASTE
OG0004020	LOC111595799|XP_023165457.2|DHYD	LOC118509950|XP_035907174.1|ASTE
OG0004021	LOC111595805|XP_023165463.2|DHYD	LOC118511810|XP_035911243.1|ASTE
OG0004022	LOC111602483|XP_023175314.1|DHYD	LOC118514098|XP_035916531.1|ASTE
OG0004023	LOC111594567|XP_023163696.2|DHYD	LOC118514054|XP_035916440.1|ASTE
OG0004024	LOC111596372|XP_023166341.2|DHYD, LOC115482739|XP_030080543.1|DHYD	LOC118512622|XP_035913195.1|ASTE
OG0004025	LOC111603641|XP_023177091.1|DHYD	LOC118510835|XP_035909054.1|ASTE
OG0004026	LOC111599357|XP_023170757.2|DHYD	LOC118510831|XP_035909043.1|ASTE
OG0004027	LOC111594963|XP_030081995.1|DHYD	LOC118510804|XP_035909012.1|ASTE
OG0004028	LOC111602213|XP_023174957.2|DHYD	LOC118510800|XP_035909005.1|ASTE
OG0004029	LOC111603864|XP_023177438.1|DHYD	LOC118510786|XP_035908976.1|ASTE
OG0004030	LOC111600092|XP_023171799.1|DHYD	LOC118510773|XP_035908933.1|ASTE
OG0004031	LOC111599338|XP_030079235.1|DHYD	LOC118510759|XP_035908896.1|ASTE
OG0004032	LOC111594096|XP_023163017.1|DHYD	LOC118510753|XP_035908891.1|ASTE
OG0004033	LOC111603926|XP_023177520.2|DHYD	LOC118510742|XP_035908866.1|ASTE
OG0004034	LOC111605565|XP_023179905.2|DHYD	LOC118514072|XP_035916491.1|ASTE
OG0004035	LOC111603755|XP_023177247.2|DHYD	LOC118514048|XP_035916432.1|ASTE
OG0004036	LOC111601130|XP_023173354.1|DHYD	LOC118514045|XP_035916424.1|ASTE
OG0004037	LOC111592907|XP_023161122.1|DHYD	LOC118514119|XP_035916591.1|ASTE
OG0004038	LOC111599120|XP_023170449.1|DHYD	LOC118514085|XP_035916511.1|ASTE
OG0004039	LOC111595582|XP_030080407.1|DHYD	LOC118514092|XP_035916517.1|ASTE
OG0004040	LOC111593287|XP_023161729.2|DHYD	LOC118513203|XP_035914593.1|ASTE
OG0004041	LOC111594049|XP_023162932.1|DHYD	LOC118513683|XP_035915681.1|ASTE
OG0004043	LOC111601445|XP_023173793.1|DHYD	LOC118514115|XP_035916584.1|ASTE
OG0004044	LOC111593985|XP_023162841.1|DHYD	LOC118510722|XP_035908824.1|ASTE
OG0004045	LOC111592608|XP_023160707.1|DHYD	LOC118510727|XP_035908832.1|ASTE
OG0004046	LOC111599082|XP_023170382.2|DHYD	LOC118510719|XP_035908819.1|ASTE
OG0004047	LOC111601138|XP_030080292.1|DHYD	LOC118510718|XP_035908818.1|ASTE
OG0004048	LOC111605473|XP_023179765.1|DHYD	LOC118510716|XP_035908813.1|ASTE
OG0004049	LOC111602159|XP_023174885.1|DHYD	LOC118510686|XP_035908746.1|ASTE
OG0004050	LOC111595762|XP_023165406.2|DHYD	LOC118510679|XP_035908735.1|ASTE
OG0004052	LOC111602425|XP_030079872.1|DHYD	LOC118512199|XP_035912196.1|ASTE
OG0004053	LOC111605236|XP_023179440.2|DHYD	LOC118505769|XP_035897905.1|ASTE
OG0004054	LOC111594240|XP_023163218.2|DHYD	LOC118512731|XP_035913484.1|ASTE
OG0004055	LOC111601773|XP_030081551.1|DHYD	LOC118505757|XP_035897867.1|ASTE
OG0004056	LOC111595810|XP_023165474.1|DHYD	LOC118505755|XP_035897865.1|ASTE
OG0004057	LOC111604435|XP_023178268.1|DHYD	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE
OG0004058	LOC111601680|XP_023174147.2|DHYD	LOC118507577|XP_035902123.1|ASTE
OG0004059	LOC111592377|XP_023160317.2|DHYD	LOC118506590|XP_035899840.1|ASTE
OG0004060	LOC111601366|XP_023173668.2|DHYD	LOC118511894|XP_035911417.1|ASTE
OG0004061	LOC111605301|XP_023179524.2|DHYD	LOC118506572|XP_035899807.1|ASTE
OG0004062	LOC111596946|XP_023167169.1|DHYD	LOC118506649|XP_035899943.1|ASTE
OG0004063	LOC111604031|XP_023177656.1|DHYD	LOC118506643|XP_035899924.1|ASTE
OG0004064	LOC111595340|XP_023164779.1|DHYD	LOC118506641|XP_035899916.1|ASTE
OG0004065	LOC111597014|XP_023167285.2|DHYD	LOC118506635|XP_035899897.1|ASTE
OG0004066	LOC111602596|XP_023175523.1|DHYD	LOC118506632|XP_035899896.1|ASTE
OG0004067	LOC111605113|XP_023179230.2|DHYD	LOC118506626|XP_035899890.1|ASTE
OG0004068	LOC111604792|XP_023178778.1|DHYD	LOC118506624|XP_035899886.1|ASTE
OG0004069	LOC111604808|XP_023178796.2|DHYD	LOC118506625|XP_035899887.1|ASTE
OG0004070	LOC111601597|XP_023174030.2|DHYD	LOC118506604|XP_035899864.1|ASTE
OG0004071	LOC111599794|XP_023171338.2|DHYD	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE
OG0004072	LOC111599802|XP_023171349.2|DHYD	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE
OG0004073	LOC111593633|XP_023162273.1|DHYD	LOC118505616|XP_035897569.1|ASTE
OG0004074	LOC111600532|XP_023172438.2|DHYD	LOC118505617|XP_035897570.1|ASTE
OG0004075	LOC111598018|XP_023168798.1|DHYD	LOC118504463|XP_035894856.1|ASTE
OG0004076	LOC111598017|XP_023168793.2|DHYD	LOC118508347|XP_035903927.1|ASTE
OG0004077	LOC111594932|XP_023164192.2|DHYD	LOC118517551|XP_035919684.1|ASTE
OG0004078	LOC111595156|XP_023164505.1|DHYD	LOC118517542|XP_035919674.1|ASTE
OG0004079	LOC111598424|XP_023169434.1|DHYD	LOC118517524|XP_035919646.1|ASTE
OG0004080	LOC111596629|XP_023166685.1|DHYD	LOC118504862|XP_035895791.1|ASTE
OG0004081	LOC111597926|XP_023168646.2|DHYD	LOC118505285|XP_035896759.1|ASTE
OG0004082	LOC111597406|XP_023167860.1|DHYD	LOC118505657|XP_035897641.1|ASTE
OG0004083	LOC111602740|XP_023175761.1|DHYD	LOC118505659|XP_035897643.1|ASTE
OG0004084	LOC111605065|XP_023179164.2|DHYD	LOC118505660|XP_035897645.1|ASTE
