Orthogroup	DHYD.longest_only	DMAU.longest_only
OG0006414	LOC111595914|XP_023165632.1|DHYD	LOC117143563|XP_033164198.1|DMAU
OG0006415	LOC111596167|XP_023166027.2|DHYD	LOC117146383|XP_033168441.1|DMAU
OG0006416	LOC111602866|XP_023175952.1|DHYD	LOC117146966|XP_033169525.1|DMAU
OG0006417	LOC111603889|XP_023177474.1|DHYD	LOC117139340|XP_033157481.1|DMAU
OG0006418	LOC111603358|XP_023176672.2|DHYD	LOC117147964|XP_033171001.1|DMAU
OG0006419	LOC111597156|XP_023167477.1|DHYD	LOC117144417|XP_033165449.1|DMAU
OG0006420	LOC111602675|XP_030080792.1|DHYD	LOC117142587|XP_033162548.1|DMAU
OG0006421	LOC111602279|XP_023175043.1|DHYD	LOC117149614|XP_033172694.1|DMAU
OG0006422	LOC111602324|XP_023175093.2|DHYD	LOC117135526|XP_033151684.1|DMAU
OG0006423	LOC111603545|XP_023176946.1|DHYD	LOC117142804|XP_033162903.1|DMAU
OG0006424	LOC111603547|XP_023176948.1|DHYD	LOC117142806|XP_033162905.1|DMAU
OG0006425	LOC111603611|XP_023177044.2|DHYD	LOC117144594|XP_033165765.1|DMAU
OG0006426	LOC111603610|XP_023177043.2|DHYD	LOC117144593|XP_033165764.1|DMAU
OG0006427	LOC111593228|XP_023161648.2|DHYD	LOC117143437|XP_033164035.1|DMAU
OG0006428	LOC111599808|XP_023171363.1|DHYD	LOC117142999|XP_033163248.1|DMAU
OG0006429	LOC111602688|XP_023175680.1|DHYD	LOC117142969|XP_033163206.1|DMAU
OG0006430	LOC111605697|XP_023180139.1|DHYD	LOC117139043|XP_033157035.1|DMAU
OG0006431	LOC111601456|XP_030078731.1|DHYD	LOC117143341|XP_033163895.1|DMAU
OG0006432	LOC111603482|XP_030081668.1|DHYD	LOC117146108|XP_033167982.1|DMAU
OG0006433	LOC111602879|XP_023175977.1|DHYD	LOC117142904|XP_033163077.1|DMAU
OG0006434	LOC111594728|XP_023163927.1|DHYD	LOC117135126|XP_033151040.1|DMAU
OG0006435	LOC111592697|XP_023160840.2|DHYD	LOC117143071|XP_033163423.1|DMAU
OG0006436	LOC111604416|XP_023178239.2|DHYD	LOC117147595|XP_033170435.1|DMAU
OG0006437	LOC111597295|XP_023167684.1|DHYD	LOC117148672|XP_033172081.1|DMAU
OG0006438	LOC111599090|XP_023170398.1|DHYD	LOC117145948|XP_033167725.1|DMAU
OG0006441	LOC111594579|XP_023163704.2|DHYD	LOC117143738|XP_033164439.1|DMAU
OG0006442	LOC111601784|XP_023174312.2|DHYD	LOC117142593|XP_033162559.1|DMAU
OG0006443	LOC111600819|XP_023172887.1|DHYD	LOC117145723|XP_033167363.1|DMAU
OG0006444	LOC111594462|XP_023163528.2|DHYD	LOC117142773|XP_033162852.1|DMAU
OG0006445	LOC111591979|XP_023159697.2|DHYD	LOC117148891|XP_033172486.1|DMAU
OG0006446	LOC111601351|XP_023173651.2|DHYD	LOC117143718|XP_033164407.1|DMAU
OG0006447	LOC111600805|XP_023172863.1|DHYD	LOC117144880|XP_033166182.1|DMAU
OG0006448	LOC111597173|XP_023167502.1|DHYD	LOC117144544|XP_033165671.1|DMAU
OG0006449	LOC111597174|XP_030080855.1|DHYD	LOC117145220|XP_033166682.1|DMAU
OG0006450	LOC111594949|XP_023164214.2|DHYD	LOC117139880|XP_033158438.1|DMAU
OG0006451	LOC111601854|XP_023174458.1|DHYD	LOC117148741|XP_033172201.1|DMAU
OG0006452	LOC111596065|XP_023165882.2|DHYD	LOC117143201|XP_033163635.1|DMAU
OG0006453	LOC111601055|XP_023173239.1|DHYD	LOC117139316|XP_033157451.1|DMAU
OG0006454	LOC111601947|XP_023174571.2|DHYD	LOC117146462|XP_033168584.1|DMAU
OG0006455	LOC111602659|XP_030081681.1|DHYD	LOC117145917|XP_033167663.1|DMAU
OG0006456	LOC111602777|XP_023175812.2|DHYD	LOC117145916|XP_033167662.1|DMAU
OG0006457	LOC111605479|XP_023179781.2|DHYD	LOC117144291|XP_033165285.1|DMAU
OG0006459	LOC111602780|XP_023175814.1|DHYD	LOC117143374|XP_033163941.1|DMAU
OG0006460	LOC111596492|XP_023166521.1|DHYD	LOC117142343|XP_033162151.1|DMAU
OG0006461	LOC111602672|XP_023175633.1|DHYD	LOC117145701|XP_033167333.1|DMAU
OG0006462	LOC111601508|XP_023173871.2|DHYD	LOC117144820|XP_033166093.1|DMAU
OG0006463	LOC111595216|XP_023164597.2|DHYD	LOC117145867|XP_033167580.1|DMAU
OG0006464	LOC111596659|XP_023166732.1|DHYD	LOC117140497|XP_033159352.1|DMAU
OG0006465	LOC111604032|XP_023177657.1|DHYD	LOC117148706|XP_033172142.1|DMAU
OG0006466	LOC111594245|XP_023163224.1|DHYD	LOC117147843|XP_033170797.1|DMAU
OG0006467	LOC111598086|XP_030081667.1|DHYD	LOC117145055|XP_033166456.1|DMAU
OG0006468	LOC111598905|XP_023170141.1|DHYD	LOC117142563|XP_033162506.1|DMAU
OG0006469	LOC111605036|XP_023179141.1|DHYD	LOC117147571|XP_033170407.1|DMAU
OG0006470	LOC111595096|XP_023164431.2|DHYD	LOC117140298|XP_033159033.1|DMAU
OG0006471	LOC111596491|XP_023166520.2|DHYD	LOC117143685|XP_033164362.1|DMAU
OG0006472	LOC111596487|XP_023166516.1|DHYD	LOC117143684|XP_033164361.1|DMAU
OG0006473	LOC111598744|XP_023169910.2|DHYD	LOC117140771|XP_033159745.1|DMAU
OG0006474	LOC111593861|XP_023162683.1|DHYD	LOC117135460|XP_033151545.1|DMAU
OG0006475	LOC111601383|XP_023173689.1|DHYD	LOC117143660|XP_033164332.1|DMAU
OG0006476	LOC111598875|XP_023170103.2|DHYD	LOC117147149|XP_033169821.1|DMAU
OG0006477	LOC111604740|XP_023178681.1|DHYD	LOC117147672|XP_033170539.1|DMAU
OG0006478	LOC111602705|XP_023175710.1|DHYD	LOC117144216|XP_033165159.1|DMAU
OG0006479	LOC111602797|XP_023175852.2|DHYD	LOC117143266|XP_033163729.1|DMAU
OG0006480	LOC111593832|XP_023162638.2|DHYD	LOC117138479|XP_033156499.1|DMAU
OG0006481	LOC111603764|XP_023177265.1|DHYD	LOC117149441|XP_033172667.1|DMAU
OG0006482	LOC111598331|XP_023169300.2|DHYD	LOC117142979|XP_033163222.1|DMAU
OG0006483	LOC111594509|XP_023163594.2|DHYD	LOC117144152|XP_033165075.1|DMAU
OG0006484	LOC111594536|XP_023163644.2|DHYD	LOC117144151|XP_033165073.1|DMAU
OG0006485	LOC111596258|XP_023166161.1|DHYD	LOC117143863|XP_033164620.1|DMAU
OG0006486	LOC111601312|XP_023173604.2|DHYD	LOC117143367|XP_033163933.1|DMAU
OG0006487	LOC111603543|XP_023176945.2|DHYD	LOC117146039|XP_033167867.1|DMAU
OG0006488	LOC111598687|XP_023169819.1|DHYD	LOC117141312|XP_033160589.1|DMAU
OG0006489	LOC111605462|XP_023179749.1|DHYD	LOC117144538|XP_033165662.1|DMAU
OG0006490	LOC111603441|XP_023176796.2|DHYD	LOC117142998|XP_033163247.1|DMAU
OG0006491	LOC111595788|XP_023165441.2|DHYD	LOC117150902|XP_033173936.1|DMAU
OG0006492	LOC111598793|XP_023169980.1|DHYD	LOC117143024|XP_033163297.1|DMAU
OG0006493	LOC111595948|XP_023165684.1|DHYD	LOC117147068|XP_033169719.1|DMAU
OG0006494	LOC111594261|XP_023163255.2|DHYD	LOC117147198|XP_033169893.1|DMAU
OG0006495	LOC111598472|XP_023169497.1|DHYD	LOC117146746|XP_033169113.1|DMAU
OG0006496	LOC111596495|XP_023166524.2|DHYD	LOC117143683|XP_033164359.1|DMAU
OG0006497	LOC111594515|XP_023163608.1|DHYD	LOC117144319|XP_033165322.1|DMAU
OG0006498	LOC111594482|XP_023163558.2|DHYD	LOC117142626|XP_033162619.1|DMAU
OG0006499	LOC111596405|XP_030080761.1|DHYD	LOC117144596|XP_033165767.1|DMAU
OG0006500	LOC111592631|XP_023160736.2|DHYD	LOC117135223|XP_033151230.1|DMAU
OG0006501	LOC111594478|XP_023163549.2|DHYD	LOC117143076|XP_033163433.1|DMAU
OG0006502	LOC111594528|XP_023163630.2|DHYD	LOC117143969|XP_033164796.1|DMAU
OG0006503	LOC111594490|XP_023163567.1|DHYD	LOC117143422|XP_033164016.1|DMAU
OG0006504	LOC111594541|XP_023163659.2|DHYD	LOC117143420|XP_033164014.1|DMAU
OG0006505	LOC111597838|XP_023168508.2|DHYD	LOC117145747|XP_033167400.1|DMAU
OG0006506	LOC111598372|XP_023169348.1|DHYD	LOC117139472|XP_033157681.1|DMAU
OG0006507	LOC111598500|XP_023169534.2|DHYD	LOC117145203|XP_033166657.1|DMAU
OG0006508	LOC111598616|XP_023169718.1|DHYD	LOC117143707|XP_033164395.1|DMAU
OG0006509	LOC111593434|XP_023161949.1|DHYD	LOC117148173|XP_033171333.1|DMAU
OG0006510	LOC111601794|XP_023174338.1|DHYD	LOC117142430|XP_033162281.1|DMAU
OG0006511	LOC111594531|XP_023163636.2|DHYD	LOC117142692|XP_033162739.1|DMAU
OG0006512	LOC111600700|XP_023172722.2|DHYD	LOC117144914|XP_033166249.1|DMAU
OG0006513	LOC111594540|XP_023163649.1|DHYD	LOC117144912|XP_033166240.1|DMAU
OG0006514	LOC111598814|XP_023170006.1|DHYD	LOC117143208|XP_033163646.1|DMAU
OG0006515	LOC111598812|XP_023170004.1|DHYD	LOC117143105|XP_033163478.1|DMAU
OG0006516	LOC111593680|XP_023162340.2|DHYD	LOC117146019|XP_033167840.1|DMAU
OG0006517	LOC111593697|XP_023162410.2|DHYD	LOC117142836|XP_033162959.1|DMAU
OG0006518	LOC111593694|XP_023162378.1|DHYD	LOC117143036|XP_033163328.1|DMAU
OG0006519	LOC111593698|XP_023162411.1|DHYD	LOC117142837|XP_033162960.1|DMAU
OG0006520	LOC111596418|XP_023166397.2|DHYD	LOC117142541|XP_033162480.1|DMAU
OG0006521	LOC111593250|XP_023161676.2|DHYD	LOC117143995|XP_033164833.1|DMAU
OG0006522	LOC111596420|XP_023166399.2|DHYD	LOC117142540|XP_033162479.1|DMAU
OG0006523	LOC111594976|XP_023164243.1|DHYD	LOC117143279|XP_033163749.1|DMAU
OG0006524	LOC111598785|XP_023169966.1|DHYD	LOC117146352|XP_033168397.1|DMAU
OG0006525	LOC111592354|XP_030079673.1|DHYD	LOC117147416|XP_033170185.1|DMAU
OG0006526	LOC111594436|XP_023163492.2|DHYD	LOC117145897|XP_033167639.1|DMAU
OG0006527	LOC111594437|XP_030080736.1|DHYD	LOC117144702|XP_033165921.1|DMAU
OG0006528	LOC111594595|XP_023163726.2|DHYD	LOC117143650|XP_033164321.1|DMAU
OG0006529	LOC111594438|XP_023163494.1|DHYD	LOC117144077|XP_033164978.1|DMAU
OG0006530	LOC111594439|XP_023163495.2|DHYD	LOC117145102|XP_033166513.1|DMAU
OG0006531	LOC111594601|XP_023163733.2|DHYD	LOC117143561|XP_033164195.1|DMAU
OG0006532	LOC111594596|XP_030080663.1|DHYD	LOC117144473|XP_033165536.1|DMAU
OG0006533	LOC111601227|XP_023173492.1|DHYD	LOC117136684|XP_033153586.1|DMAU
OG0006534	LOC111594960|XP_023164227.1|DHYD	LOC117145550|XP_033167138.1|DMAU
OG0006535	LOC111604196|XP_023177920.2|DHYD	LOC117145951|XP_033167727.1|DMAU
OG0006536	LOC111598213|XP_023169135.2|DHYD	LOC117142901|XP_033163073.1|DMAU
OG0006537	LOC111600625|XP_023172597.1|DHYD	LOC117144974|XP_033166330.1|DMAU
OG0006538	LOC111599575|XP_023171017.2|DHYD	LOC117142929|XP_033163118.1|DMAU
OG0006539	LOC111596007|XP_023165793.2|DHYD	LOC117142667|XP_033162692.1|DMAU
OG0006540	LOC111598225|XP_023169152.2|DHYD	LOC117143162|XP_033163564.1|DMAU
OG0006541	LOC111595231|XP_023164635.2|DHYD	LOC117144124|XP_033165038.1|DMAU
OG0006542	LOC111595232|XP_023164636.1|DHYD	LOC117144126|XP_033165041.1|DMAU
OG0006543	LOC111597762|XP_023168385.2|DHYD	LOC117142580|XP_033162540.1|DMAU
OG0006544	LOC111596430|XP_023166412.2|DHYD	LOC117146111|XP_033167987.1|DMAU
OG0006545	LOC111598346|XP_023169320.1|DHYD	LOC117148888|XP_033172484.1|DMAU
OG0006546	LOC111603489|XP_023176856.1|DHYD	LOC117142261|XP_033162015.1|DMAU
OG0006547	LOC111593689|XP_023162354.2|DHYD	LOC117142279|XP_033162051.1|DMAU
OG0006548	LOC111605546|XP_023179876.1|DHYD	LOC117143133|XP_033163516.1|DMAU
OG0006549	LOC111604840|XP_023178840.2|DHYD	LOC117144940|XP_033166285.1|DMAU
OG0006550	LOC111594617|XP_023163773.2|DHYD	LOC117143755|XP_033164459.1|DMAU
OG0006551	LOC111596170|XP_023166031.2|DHYD	LOC117147391|XP_033170151.1|DMAU
OG0006552	LOC111596164|XP_023166024.2|DHYD	LOC117147555|XP_033170388.1|DMAU
OG0006553	LOC111597761|XP_023168384.2|DHYD	LOC117145112|XP_033166523.1|DMAU
OG0006554	LOC111602603|XP_030081687.1|DHYD	LOC117145567|XP_033167162.1|DMAU
OG0006555	LOC111595556|XP_023165121.2|DHYD	LOC117144068|XP_033164968.1|DMAU
OG0006556	LOC111594469|XP_023163537.2|DHYD	LOC117142753|XP_033162825.1|DMAU
OG0006557	LOC111599418|XP_030078700.1|DHYD	LOC117145330|XP_033166826.1|DMAU
OG0006558	LOC111598256|XP_023169193.1|DHYD	LOC117144521|XP_033165631.1|DMAU
OG0006559	LOC111602783|XP_023175822.1|DHYD	LOC117146057|XP_033167888.1|DMAU
OG0006560	LOC111594820|XP_023164050.1|DHYD	LOC117145756|XP_033167412.1|DMAU
OG0006561	LOC111594819|XP_023164049.1|DHYD	LOC117145755|XP_033167411.1|DMAU
OG0006562	LOC111598259|XP_023169201.1|DHYD	LOC117142782|XP_033162864.1|DMAU
OG0006563	LOC111598561|XP_023169632.1|DHYD	LOC117142875|XP_033163033.1|DMAU
OG0006564	LOC111598877|XP_023170110.2|DHYD	LOC117145136|XP_033166548.1|DMAU
OG0006565	LOC111598894|XP_030080671.1|DHYD	LOC117143709|XP_033164399.1|DMAU
OG0006566	LOC111595682|XP_023165288.2|DHYD	LOC117142717|XP_033162768.1|DMAU
OG0006567	LOC111598555|XP_023169617.1|DHYD	LOC117145537|XP_033167123.1|DMAU
OG0006568	LOC111598658|XP_023169776.2|DHYD	LOC117145533|XP_033167118.1|DMAU
OG0006569	LOC111594843|XP_023164077.1|DHYD	LOC117141399|XP_033160709.1|DMAU
OG0006570	LOC111604796|XP_023178781.1|DHYD	LOC117143408|XP_033163993.1|DMAU
OG0006571	LOC111595896|XP_023165605.1|DHYD	LOC117143145|XP_033163532.1|DMAU
OG0006572	LOC111601295|XP_023173574.1|DHYD	LOC117145080|XP_033166488.1|DMAU
OG0006573	LOC111592384|XP_023160326.2|DHYD	LOC117144884|XP_033166186.1|DMAU
OG0006574	LOC111601793|XP_023174333.2|DHYD	LOC117143831|XP_033164567.1|DMAU
OG0006575	LOC111604262|XP_023178026.1|DHYD	LOC117145386|XP_033166910.1|DMAU
OG0006576	LOC115482736|XP_030081594.1|DHYD	LOC117142895|XP_033163065.1|DMAU
OG0006577	LOC111596257|XP_023166160.1|DHYD	LOC117143862|XP_033164619.1|DMAU
OG0006578	LOC111598545|XP_023169605.2|DHYD	LOC117142894|XP_033163062.1|DMAU
OG0006579	LOC111603918|XP_023177511.1|DHYD	LOC117150965|XP_033174036.1|DMAU
OG0006580	LOC111601396|XP_023173708.1|DHYD	LOC117143771|XP_033164491.1|DMAU
OG0006581	LOC111604795|XP_023178780.2|DHYD	LOC117145097|XP_033166507.1|DMAU
OG0006582	LOC111599605|XP_023171059.1|DHYD	LOC117142339|XP_033162147.1|DMAU
OG0006583	LOC111601438|XP_023173782.1|DHYD	LOC117144184|XP_033165122.1|DMAU
OG0006584	LOC111595015|XP_023164290.2|DHYD	LOC117150342|XP_033173080.1|DMAU
OG0006585	LOC111595560|XP_023165122.2|DHYD	LOC117150302|XP_033173016.1|DMAU
OG0006586	LOC111596425|XP_023166405.1|DHYD	LOC117142546|XP_033162487.1|DMAU
OG0006587	LOC111596421|XP_023166401.1|DHYD	LOC117142542|XP_033162481.1|DMAU
OG0006588	LOC111602529|XP_023175426.2|DHYD	LOC117142366|XP_033162184.1|DMAU
OG0006589	LOC111595226|XP_023164624.2|DHYD	LOC117144860|XP_033166154.1|DMAU
OG0006590	LOC111595265|XP_023164683.2|DHYD	LOC117144209|XP_033165150.1|DMAU
OG0006591	LOC111594385|XP_023163420.2|DHYD	LOC117140509|XP_033159373.1|DMAU
OG0006592	LOC111594625|XP_023163784.1|DHYD	LOC117143224|XP_033163664.1|DMAU
OG0006593	LOC111594623|XP_023163781.1|DHYD	LOC117143222|XP_033163662.1|DMAU
OG0006594	LOC111595668|XP_023165260.2|DHYD	LOC117142075|XP_033161845.1|DMAU
OG0006595	LOC111594021|XP_023162897.2|DHYD	LOC117135933|XP_033152397.1|DMAU
OG0006596	LOC111592417|XP_023160361.2|DHYD	LOC117138701|XP_033156851.1|DMAU
OG0006598	LOC111604002|XP_023177626.1|DHYD	LOC117138745|XP_033156855.1|DMAU
OG0006599	LOC111597603|XP_023168172.2|DHYD	LOC117139967|XP_033158559.1|DMAU
OG0006600	LOC111593201|XP_023161597.2|DHYD	LOC117139355|XP_033157494.1|DMAU
OG0006601	LOC111605197|XP_023179372.2|DHYD	LOC117141266|XP_033160526.1|DMAU
OG0006602	LOC111605198|XP_023179373.1|DHYD	LOC117141267|XP_033160527.1|DMAU
OG0006603	LOC111605193|XP_023179364.2|DHYD	LOC117140155|XP_033158819.1|DMAU
OG0006604	LOC111598719|XP_023169879.1|DHYD	LOC117141662|XP_033161143.1|DMAU
OG0006605	LOC111596478|XP_023166502.1|DHYD	LOC117148154|XP_033171278.1|DMAU
OG0006606	LOC111600301|XP_030081394.1|DHYD	LOC117141973|XP_033161663.1|DMAU
OG0006607	LOC111603718|XP_023177194.2|DHYD	LOC117141430|XP_033160760.1|DMAU
OG0006608	LOC111604875|XP_023178880.1|DHYD	LOC117145072|XP_033166479.1|DMAU
OG0006609	LOC111602719|XP_023175733.1|DHYD	LOC117144122|XP_033165035.1|DMAU
OG0006610	LOC111601665|XP_023174118.2|DHYD	LOC117140297|XP_033159024.1|DMAU
OG0006611	LOC111601671|XP_023174129.2|DHYD	LOC117140962|XP_033160073.1|DMAU
OG0006612	LOC111601669|XP_023174127.1|DHYD	LOC117141421|XP_033160740.1|DMAU
OG0006613	LOC111601667|XP_023174126.1|DHYD	LOC117140629|XP_033159540.1|DMAU
OG0006614	LOC111601666|XP_023174123.1|DHYD	LOC117141341|XP_033160635.1|DMAU
OG0006615	LOC111601686|XP_023174160.1|DHYD	LOC117141056|XP_033160234.1|DMAU
OG0006616	LOC111592743|XP_023160908.2|DHYD	LOC117139260|XP_033157369.1|DMAU
OG0006617	LOC111601065|XP_023173256.1|DHYD	LOC117140052|XP_033158680.1|DMAU
OG0006618	LOC111598722|XP_023169882.1|DHYD	LOC117140906|XP_033159967.1|DMAU
OG0006619	LOC111599763|XP_023171288.1|DHYD	LOC117141764|XP_033161284.1|DMAU
OG0006620	LOC111599281|XP_023170647.2|DHYD	LOC117141762|XP_033161280.1|DMAU
OG0006621	LOC111592834|XP_023161026.2|DHYD	LOC117140367|XP_033159119.1|DMAU
OG0006622	LOC111598684|XP_023169815.1|DHYD	LOC117139604|XP_033157929.1|DMAU
OG0006623	LOC111598693|XP_023169826.1|DHYD	LOC117139933|XP_033158510.1|DMAU
OG0006624	LOC111597635|XP_023168208.2|DHYD	LOC117136169|XP_033152802.1|DMAU
OG0006625	LOC111597643|XP_023168216.2|DHYD	LOC117136177|XP_033152810.1|DMAU
OG0006626	LOC111597721|XP_023168329.2|DHYD	LOC117137175|XP_033154380.1|DMAU
OG0006627	LOC111600720|XP_023172759.1|DHYD	LOC117137985|XP_033155658.1|DMAU
OG0006628	LOC111600655|XP_023172645.2|DHYD	LOC117137984|XP_033155653.1|DMAU
OG0006629	LOC111592850|XP_023161059.1|DHYD	LOC117135754|XP_033152101.1|DMAU
OG0006630	LOC111605412|XP_030082031.1|DHYD	LOC117137793|XP_033155347.1|DMAU
OG0006631	LOC111603042|XP_023176248.1|DHYD	LOC117139377|XP_033157526.1|DMAU
OG0006632	LOC111605358|XP_023179605.2|DHYD	LOC117136845|XP_033153829.1|DMAU
OG0006633	LOC111595279|XP_023164693.1|DHYD	LOC117142122|XP_033161909.1|DMAU
OG0006634	LOC111599097|XP_023170406.2|DHYD	LOC117138418|XP_033156410.1|DMAU
OG0006635	LOC111599351|XP_023170749.1|DHYD	LOC117135573|XP_033151827.1|DMAU
OG0006636	LOC111591897|XP_023159573.1|DHYD	LOC117147346|XP_033170096.1|DMAU
OG0006637	LOC111592305|XP_023160180.2|DHYD	LOC117139796|XP_033158302.1|DMAU
OG0006638	LOC111604191|XP_023177914.1|DHYD	LOC117138071|XP_033155786.1|DMAU
OG0006639	LOC111604183|XP_030081399.1|DHYD	LOC117138001|XP_033155693.1|DMAU
OG0006640	LOC111595623|XP_023165198.2|DHYD	LOC117138270|XP_033156128.1|DMAU
OG0006641	LOC111597646|XP_030080886.1|DHYD	LOC117137374|XP_033154669.1|DMAU
OG0006642	LOC111595608|XP_023165181.2|DHYD	LOC117135909|XP_033152366.1|DMAU
OG0006643	LOC111600080|XP_023171788.1|DHYD	LOC117136241|XP_033152917.1|DMAU
OG0006644	LOC111593128|XP_023161498.1|DHYD	LOC117139293|XP_033157415.1|DMAU
OG0006645	LOC111594642|XP_023163805.1|DHYD	LOC117135267|XP_033151315.1|DMAU
OG0006646	LOC111603265|XP_023176548.2|DHYD	LOC117136262|XP_033152971.1|DMAU
OG0006647	LOC111604108|XP_023177785.2|DHYD	LOC117135937|XP_033152408.1|DMAU
OG0006648	LOC111596949|XP_023167173.1|DHYD	LOC117140185|XP_033158852.1|DMAU
OG0006649	LOC111603842|XP_023177380.1|DHYD	LOC117136150|XP_033152758.1|DMAU
OG0006650	LOC111601122|XP_023173386.2|DHYD	LOC117136363|XP_033153125.1|DMAU
OG0006651	LOC111596021|XP_023165815.2|DHYD	LOC117141666|XP_033161146.1|DMAU
OG0006652	LOC111597594|XP_023168162.2|DHYD	LOC117139869|XP_033158416.1|DMAU
OG0006653	LOC111597779|XP_030081162.1|DHYD	LOC117141989|XP_033161708.1|DMAU
OG0006654	LOC111598682|XP_023169812.2|DHYD	LOC117139915|XP_033158488.1|DMAU
OG0006655	LOC111598465|XP_023169488.1|DHYD	LOC117141270|XP_033160531.1|DMAU
OG0006656	LOC111599411|XP_023170831.1|DHYD	LOC117139331|XP_033157468.1|DMAU
OG0006657	LOC111602105|XP_023174814.1|DHYD	LOC117137632|XP_033155055.1|DMAU
OG0006658	LOC111597565|XP_023168132.1|DHYD	LOC117139602|XP_033157926.1|DMAU
OG0006659	LOC111597567|XP_030081812.1|DHYD	LOC117141260|XP_033160521.1|DMAU
OG0006660	LOC111600495|XP_023172391.1|DHYD	LOC117140969|XP_033160089.1|DMAU
OG0006661	LOC111600454|XP_023172324.2|DHYD	LOC117139166|XP_033157216.1|DMAU
OG0006662	LOC111599096|XP_023170405.1|DHYD	LOC117135235|XP_033151248.1|DMAU
OG0006663	LOC111600489|XP_023172384.1|DHYD	LOC117141000|XP_033160142.1|DMAU
OG0006664	LOC111600018|XP_023171697.1|DHYD	LOC117143188|XP_033163614.1|DMAU
OG0006665	LOC111601103|XP_023173310.2|DHYD	LOC117139609|XP_033157939.1|DMAU
OG0006666	LOC111602145|XP_023174862.1|DHYD	LOC117137150|XP_033154351.1|DMAU
OG0006667	LOC111592957|XP_023161213.1|DHYD	LOC117139018|XP_033157003.1|DMAU
OG0006668	LOC111604158|XP_023177854.1|DHYD	LOC117136666|XP_033153557.1|DMAU
OG0006669	LOC111603697|XP_023177165.2|DHYD	LOC117141602|XP_033161009.1|DMAU
OG0006670	LOC111603689|XP_023177142.1|DHYD	LOC117141551|XP_033160947.1|DMAU
OG0006671	LOC111594851|XP_023164091.2|DHYD	LOC117142036|XP_033161793.1|DMAU
OG0006672	LOC111605191|XP_023179358.2|DHYD	LOC117141423|XP_033160743.1|DMAU
OG0006673	LOC111601658|XP_023174110.1|DHYD	LOC117139246|XP_033157350.1|DMAU
OG0006674	LOC111597547|XP_023168111.1|DHYD	LOC117141249|XP_033160506.1|DMAU
OG0006675	LOC111596037|XP_023165841.1|DHYD	LOC117141963|XP_033161651.1|DMAU
OG0006676	LOC111593091|XP_023161455.1|DHYD	LOC117139509|XP_033157756.1|DMAU
OG0006677	LOC111601578|XP_023174000.2|DHYD	LOC117141867|XP_033161439.1|DMAU
OG0006678	LOC111598093|XP_023168911.1|DHYD	LOC117138963|XP_033156897.1|DMAU
OG0006679	LOC111602929|XP_023176046.2|DHYD	LOC117139713|XP_033158121.1|DMAU
OG0006680	LOC111597820|XP_023168477.2|DHYD	LOC117143361|XP_033163924.1|DMAU
OG0006681	LOC111594846|XP_023164081.2|DHYD	LOC117142035|XP_033161791.1|DMAU
OG0006682	LOC111594848|XP_023164088.1|DHYD	LOC117139947|XP_033158526.1|DMAU
OG0006683	LOC111594845|XP_023164079.2|DHYD	LOC117141659|XP_033161140.1|DMAU
OG0006684	LOC111601603|XP_023174036.2|DHYD	LOC117141866|XP_033161438.1|DMAU
OG0006685	LOC111597110|XP_023167422.2|DHYD	LOC117135804|XP_033152194.1|DMAU
OG0006686	LOC111601049|XP_030081450.1|DHYD	LOC117141316|XP_033160593.1|DMAU
OG0006688	LOC111600483|XP_023172377.1|DHYD	LOC117141298|XP_033160567.1|DMAU
OG0006689	LOC111595285|XP_023164705.2|DHYD	LOC117140572|XP_033159463.1|DMAU
OG0006690	LOC111602479|XP_023175312.2|DHYD	LOC117143887|XP_033164676.1|DMAU
OG0006691	LOC111605201|XP_023179377.1|DHYD	LOC117139263|XP_033157374.1|DMAU
OG0006692	LOC111595277|XP_023164691.2|DHYD	LOC117142115|XP_033161902.1|DMAU
OG0006693	LOC111598204|XP_023169104.1|DHYD	LOC117139521|XP_033157772.1|DMAU
OG0006694	LOC111596811|XP_023166943.1|DHYD	LOC117146781|XP_033169196.1|DMAU
OG0006695	LOC111602914|XP_023176026.1|DHYD	LOC117140873|XP_033159907.1|DMAU
OG0006696	LOC111602218|XP_023174964.2|DHYD	LOC117150699|XP_033173601.1|DMAU
OG0006697	LOC111605646|XP_023180076.1|DHYD	LOC117140439|XP_033159253.1|DMAU
OG0006698	LOC111597778|XP_030079505.1|DHYD	LOC117139793|XP_033158299.1|DMAU
OG0006699	LOC111591926|XP_023159624.2|DHYD	LOC117140370|XP_033159126.1|DMAU
OG0006700	LOC111604756|XP_023178714.2|DHYD	LOC117140002|XP_033158604.1|DMAU
OG0006701	LOC111599192|XP_023170552.2|DHYD	LOC117135609|XP_033151861.1|DMAU
OG0006702	LOC111596517|XP_023166549.1|DHYD	LOC117141640|XP_033161086.1|DMAU
OG0006703	LOC111594883|XP_023164137.1|DHYD	LOC117140980|XP_033160119.1|DMAU
OG0006704	LOC111594885|XP_023164139.1|DHYD	LOC117140981|XP_033160120.1|DMAU
OG0006706	LOC111593795|XP_023162585.1|DHYD	LOC117138061|XP_033155776.1|DMAU
OG0006707	LOC111599911|XP_023171504.2|DHYD	LOC117136044|XP_033152574.1|DMAU
OG0006708	LOC111591998|XP_023159731.2|DHYD	LOC117147976|XP_033171017.1|DMAU
OG0006709	LOC111605692|XP_023180175.2|DHYD	LOC117147859|XP_033170825.1|DMAU
OG0006710	LOC111600528|XP_030081800.1|DHYD	LOC117141976|XP_033161666.1|DMAU
