Orthogroup	DHYD.longest_only	CQUI.longest_only
OG0004041	LOC111594049|XP_023162932.1|DHYD	LOC6037995|XP_038109623.1|CQUI
OG0004042	LOC111601108|XP_023173322.1|DHYD	LOC6033311|XP_001843777.1|CQUI
OG0004043	LOC111601445|XP_023173793.1|DHYD	LOC6036008|XP_001846112.1|CQUI
OG0004044	LOC111593985|XP_023162841.1|DHYD	LOC6033610|XP_001844038.2|CQUI
OG0004045	LOC111592608|XP_023160707.1|DHYD	LOC6033613|XP_038110293.1|CQUI
OG0004046	LOC111599082|XP_023170382.2|DHYD	LOC6033619|XP_001844046.2|CQUI
OG0004047	LOC111601138|XP_030080292.1|DHYD	LOC6033624|XP_038111353.1|CQUI
OG0004048	LOC111605473|XP_023179765.1|DHYD	LOC6033625|XP_038109870.1|CQUI
OG0004049	LOC111602159|XP_023174885.1|DHYD	LOC6047482|XP_001864539.2|CQUI
OG0004050	LOC111595762|XP_023165406.2|DHYD	LOC6051854|XP_001868218.2|CQUI, LOC119768916|XP_038116637.1|CQUI
OG0004051	LOC111592561|XP_023160627.2|DHYD	LOC6048351|XP_038109620.1|CQUI
OG0004052	LOC111602425|XP_030079872.1|DHYD	LOC6042664|XP_038122278.1|CQUI
OG0004053	LOC111605236|XP_023179440.2|DHYD	LOC6042662|XP_038119027.1|CQUI
OG0004054	LOC111594240|XP_023163218.2|DHYD	LOC6042656|XP_038121294.1|CQUI
OG0004055	LOC111601773|XP_030081551.1|DHYD	LOC6042641|XP_038119206.1|CQUI
OG0004056	LOC111595810|XP_023165474.1|DHYD	LOC119770120|XP_038120373.1|CQUI
OG0004057	LOC111604435|XP_023178268.1|DHYD	LOC6054097|XP_038116161.1|CQUI
OG0004058	LOC111601680|XP_023174147.2|DHYD	LOC6052560|XP_038118395.1|CQUI
OG0004059	LOC111592377|XP_023160317.2|DHYD	LOC6048802|XP_038118616.1|CQUI
OG0004060	LOC111601366|XP_023173668.2|DHYD	LOC6040514|XP_001849900.2|CQUI
OG0004061	LOC111605301|XP_023179524.2|DHYD	LOC6040508|XP_038118411.1|CQUI
OG0004062	LOC111596946|XP_023167169.1|DHYD	LOC6040506|XP_038118432.1|CQUI
OG0004063	LOC111604031|XP_023177656.1|DHYD	LOC6040499|XP_038115198.1|CQUI
OG0004064	LOC111595340|XP_023164779.1|DHYD	LOC6040496|XP_001849882.1|CQUI
OG0004065	LOC111597014|XP_023167285.2|DHYD	LOC6040492|XP_038117152.1|CQUI
OG0004066	LOC111602596|XP_023175523.1|DHYD	LOC6040491|XP_001849877.1|CQUI
OG0004067	LOC111605113|XP_023179230.2|DHYD	LOC6040490|XP_001849876.2|CQUI
OG0004068	LOC111604792|XP_023178778.1|DHYD	LOC6040480|XP_001849866.2|CQUI
OG0004069	LOC111604808|XP_023178796.2|DHYD	LOC6040481|XP_038116172.1|CQUI
OG0004070	LOC111601597|XP_023174030.2|DHYD	LOC6039007|XP_001848689.1|CQUI
OG0004071	LOC111599794|XP_023171338.2|DHYD	LOC6040507|XP_001849893.2|CQUI
OG0004072	LOC111599802|XP_023171349.2|DHYD	LOC6039004|XP_038119621.1|CQUI
OG0004073	LOC111593633|XP_023162273.1|DHYD	LOC6039000|XP_001848682.1|CQUI
OG0004074	LOC111600532|XP_023172438.2|DHYD	LOC6038990|XP_038118652.1|CQUI
OG0004075	LOC111598018|XP_023168798.1|DHYD	LOC6038984|XP_038119533.1|CQUI
OG0004076	LOC111598017|XP_023168793.2|DHYD	LOC6044757|XP_038116312.1|CQUI
OG0004077	LOC111594932|XP_023164192.2|DHYD	LOC6044741|XP_038118752.1|CQUI
OG0004078	LOC111595156|XP_023164505.1|DHYD	LOC6044734|XP_001862197.1|CQUI
OG0004079	LOC111598424|XP_023169434.1|DHYD	LOC6046837|XP_038121016.1|CQUI
OG0004080	LOC111596629|XP_023166685.1|DHYD	LOC6032209|XP_001842849.1|CQUI
OG0004081	LOC111597926|XP_023168646.2|DHYD	LOC6032216|XP_038121566.1|CQUI
OG0004082	LOC111597406|XP_023167860.1|DHYD	LOC119770633|XP_038121816.1|CQUI
OG0004083	LOC111602740|XP_023175761.1|DHYD	LOC6032224|XP_001842863.1|CQUI
OG0004084	LOC111605065|XP_023179164.2|DHYD	LOC6032232|XP_038122391.1|CQUI
OG0004085	LOC111600257|XP_023172072.2|DHYD	LOC6047985|XP_038114781.1|CQUI
OG0004086	LOC111597808|XP_023168461.2|DHYD	LOC6038138|XP_038120984.1|CQUI
OG0004087	LOC111604881|XP_023178889.1|DHYD	LOC6033024|XP_001843527.2|CQUI
OG0004088	LOC111603241|XP_023176515.1|DHYD	LOC6033048|XP_038121895.1|CQUI
OG0004089	LOC111601823|XP_023174414.2|DHYD	LOC6033056|XP_038120971.1|CQUI
OG0004090	LOC111593597|XP_023162222.2|DHYD	LOC6054337|XP_038114862.1|CQUI
OG0004091	LOC111604193|XP_023177916.2|DHYD	LOC6046351|XP_001863568.2|CQUI
OG0004092	LOC111592995|XP_023161268.2|DHYD	LOC6052288|XP_038121121.1|CQUI
OG0004094	LOC111595003|XP_023164312.2|DHYD	LOC6039438|XP_038119393.1|CQUI
OG0004095	LOC111596454|XP_023166449.1|DHYD	LOC6048703|XP_001865581.2|CQUI
OG0004096	LOC111597872|XP_023168564.1|DHYD	LOC6048708|XP_001865580.2|CQUI
OG0004097	LOC111597308|XP_023167702.2|DHYD	LOC6047986|XP_038114935.1|CQUI
OG0004098	LOC111595041|XP_030081063.1|DHYD	LOC6047987|XP_038114933.1|CQUI
OG0004099	LOC111595737|XP_023165353.2|DHYD	LOC6046054|XP_038120594.1|CQUI, LOC6036617|XP_038108721.1|CQUI, LOC6048031|XP_038121817.1|CQUI
OG0004100	LOC111595733|XP_023165350.1|DHYD	LOC6053060|XP_038121254.1|CQUI
OG0004101	LOC111595734|XP_023165351.1|DHYD	LOC6051676|XP_038118839.1|CQUI
OG0004102	LOC111595731|XP_030078796.1|DHYD	LOC6048766|XP_038118938.1|CQUI
OG0004103	LOC111595154|XP_023164504.1|DHYD	LOC6048761|XP_038121267.1|CQUI
OG0004104	LOC111605542|XP_030079664.1|DHYD	LOC6048763|XP_038118682.1|CQUI
OG0004105	LOC111595345|XP_023164787.1|DHYD	LOC6046232|XP_001863460.1|CQUI
OG0004106	LOC111605742|XP_023180212.1|DHYD	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI
OG0004107	LOC111602927|XP_023176043.2|DHYD	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI
OG0004108	LOC111602951|XP_023176081.1|DHYD	LOC6053487|XP_001869558.2|CQUI
OG0004109	LOC111593595|XP_023162220.2|DHYD	LOC6049909|XP_001866588.2|CQUI
OG0004110	LOC111600932|XP_023173068.1|DHYD	LOC6041938|XP_001851128.1|CQUI
OG0004111	LOC111596681|XP_023166753.2|DHYD	LOC6041928|XP_038115770.1|CQUI
OG0004112	LOC111600263|XP_023172079.1|DHYD	LOC6045490|XP_038115043.1|CQUI
OG0004113	LOC111598158|XP_023169014.1|DHYD	LOC6041791|XP_038119064.1|CQUI
OG0004114	LOC111605611|XP_023179994.1|DHYD	LOC119769384|XP_038117388.1|CQUI
OG0004115	LOC111605604|XP_023179985.2|DHYD	LOC6053164|XP_038114991.1|CQUI
OG0004116	LOC111596671|XP_023166744.2|DHYD	LOC6050623|XP_038121897.1|CQUI
OG0004117	LOC111602224|XP_030080287.1|DHYD	LOC6050661|XP_038120714.1|CQUI
OG0004118	LOC111604374|XP_023178214.1|DHYD	LOC6043255|XP_001857982.2|CQUI
OG0004119	LOC111601335|XP_023173633.1|DHYD	LOC6034967|XP_001845223.1|CQUI
OG0004120	LOC111602996|XP_023176160.2|DHYD	LOC6034974|XP_038116395.1|CQUI
OG0004121	LOC111598654|XP_030081138.1|DHYD	LOC119766073|XP_038106381.1|CQUI, LOC6054578|XP_038119913.1|CQUI
OG0004122	LOC111602983|XP_023176147.1|DHYD	LOC6039381|XP_001848990.2|CQUI
OG0004123	LOC111600848|XP_023172921.1|DHYD	LOC6039406|XP_038115414.1|CQUI
OG0004124	LOC111593442|XP_030079420.1|DHYD	LOC6041802|XP_038116435.1|CQUI
OG0004125	LOC111594461|XP_023163526.1|DHYD	LOC6032252|XP_001842889.1|CQUI
OG0004126	LOC111594530|XP_023163633.2|DHYD	LOC6032253|XP_038121019.1|CQUI
OG0004127	LOC111603939|XP_023177536.1|DHYD	LOC119769827|XP_038119446.1|CQUI
OG0004128	LOC111599553|XP_023170987.1|DHYD	LOC6035003|XP_001845248.2|CQUI
OG0004129	LOC111595638|XP_023165220.2|DHYD	LOC6035017|XP_038119404.1|CQUI
OG0004130	LOC111602821|XP_030080087.1|DHYD	LOC6048694|XP_038118319.1|CQUI
OG0004131	LOC111604628|XP_023178525.1|DHYD	LOC6038151|XP_001847985.2|CQUI
OG0004132	LOC111603675|XP_030081542.1|DHYD	LOC6038147|XP_038116639.1|CQUI
OG0004133	LOC111595409|XP_023164890.1|DHYD	LOC6043883|XP_001861472.1|CQUI
OG0004134	LOC111598566|XP_023169635.2|DHYD	LOC6043890|XP_038116402.1|CQUI
OG0004135	LOC111601526|XP_030078793.1|DHYD	LOC6049547|XP_038120776.1|CQUI
OG0004136	LOC111599293|XP_023170664.2|DHYD	LOC6041234|XP_038116026.1|CQUI
OG0004137	LOC111597701|XP_023168307.1|DHYD	LOC6041206|XP_001850500.2|CQUI
OG0004138	LOC111597772|XP_023168400.1|DHYD	LOC6041198|XP_001850492.1|CQUI
OG0004139	LOC111601642|XP_023174090.2|DHYD	LOC6041197|XP_001850491.2|CQUI
OG0004140	LOC111592991|XP_023161261.1|DHYD	LOC6049603|XP_038121325.1|CQUI
OG0004141	LOC111595451|XP_023164947.2|DHYD	LOC6050607|XP_038121998.1|CQUI
OG0004142	LOC111593466|XP_023161996.2|DHYD	LOC119769965|XP_038119821.1|CQUI
OG0004143	LOC111602798|XP_023175860.1|DHYD, LOC115483791|XP_030081909.1|DHYD	LOC6047728|XP_001864747.2|CQUI
OG0004144	LOC111603692|XP_023177163.2|DHYD	LOC6052571|XP_038119946.1|CQUI
OG0004145	LOC111601057|XP_023173243.2|DHYD	LOC6052241|XP_001868539.2|CQUI
OG0004146	LOC111603022|XP_030078813.1|DHYD	LOC6052243|XP_038116152.1|CQUI
OG0004147	LOC111603882|XP_023177466.1|DHYD	LOC119769801|XP_038119380.1|CQUI
OG0004148	LOC111598280|XP_023169226.2|DHYD	LOC6049617|XP_038115589.1|CQUI
OG0004149	LOC111597163|XP_023167489.2|DHYD	LOC119768692|XP_038115202.1|CQUI
OG0004150	LOC115483789|XP_030081907.1|DHYD, LOC111602720|XP_023175737.1|DHYD	LOC6045145|XP_001862545.1|CQUI
OG0004151	LOC111594488|XP_023163564.2|DHYD	LOC6050764|XP_038117838.1|CQUI
OG0004152	LOC111598577|XP_023169651.2|DHYD	LOC6042039|XP_038119959.1|CQUI
OG0004153	LOC111605405|XP_023179674.1|DHYD	LOC6049383|XP_001866158.2|CQUI
OG0004154	LOC111604661|XP_023178586.1|DHYD	LOC6049389|XP_038116134.1|CQUI
OG0004155	LOC111603450|XP_023176806.2|DHYD	LOC6036924|XP_001846901.2|CQUI
OG0004156	LOC111598643|XP_023169759.1|DHYD	LOC6036926|XP_001846898.2|CQUI
OG0004157	LOC111595945|XP_023165679.2|DHYD	LOC6053540|XP_001869607.2|CQUI
OG0004158	LOC111597570|XP_023168137.2|DHYD	LOC6046282|XP_038121893.1|CQUI
OG0004159	LOC111603551|XP_023176953.1|DHYD	LOC6046284|XP_001863510.2|CQUI
OG0004160	LOC111596943|XP_023167166.1|DHYD	LOC6046285|XP_001863511.2|CQUI
OG0004161	LOC111602967|XP_023176115.2|DHYD	LOC6039822|XP_038117664.1|CQUI
OG0004162	LOC111593335|XP_023161814.1|DHYD	LOC6039811|XP_038121742.1|CQUI
OG0004163	LOC111592017|XP_023159777.2|DHYD	LOC119770783|XP_038122198.1|CQUI
OG0004164	LOC111599556|XP_023170991.2|DHYD	LOC6049252|XP_038116717.1|CQUI
OG0004165	LOC111601254|XP_023173522.2|DHYD	LOC6050142|XP_038120929.1|CQUI
OG0004166	LOC111600101|XP_023171830.2|DHYD	LOC6051606|XP_001868025.2|CQUI
OG0004167	LOC111604829|XP_023178821.1|DHYD	LOC6051959|XP_001868300.2|CQUI
OG0004168	LOC111593683|XP_023162344.2|DHYD	LOC6043764|XP_038116584.1|CQUI
OG0004169	LOC111602876|XP_023175971.1|DHYD	LOC6043781|XP_001861382.2|CQUI
OG0004171	LOC111593441|XP_023161961.2|DHYD	LOC6045790|XP_038118640.1|CQUI
OG0004172	LOC111594082|XP_023162993.1|DHYD	LOC6048628|XP_038116374.1|CQUI
OG0004173	LOC111598034|XP_023168831.1|DHYD	LOC6039717|XP_001849271.2|CQUI
OG0004174	LOC111599693|XP_023171171.2|DHYD	LOC6039714|XP_038118028.1|CQUI
OG0004175	LOC111592157|XP_023159975.1|DHYD	LOC6039706|XP_001849262.2|CQUI
OG0004176	LOC111601606|XP_023174039.1|DHYD	LOC6039685|XP_001849250.2|CQUI
OG0004177	LOC111598642|XP_023169758.2|DHYD	LOC6042974|XP_038122228.1|CQUI
OG0004178	LOC111598607|XP_023169707.2|DHYD	LOC6042957|XP_038115866.1|CQUI
OG0004179	LOC111593506|XP_023162059.1|DHYD	LOC119770456|XP_038121340.1|CQUI, LOC6032506|XP_038116206.1|CQUI
OG0004180	LOC111596689|XP_030078659.1|DHYD	LOC6032526|XP_038116286.1|CQUI
OG0004181	LOC111602655|XP_023175599.2|DHYD	LOC6032550|XP_001843129.2|CQUI
OG0004182	LOC111598711|XP_023169866.2|DHYD	LOC119768655|XP_038114975.1|CQUI, LOC6053956|XP_038115731.1|CQUI
OG0004183	LOC111598729|XP_023169889.2|DHYD	LOC6050274|XP_038118401.1|CQUI
OG0004184	LOC111596024|XP_023165820.1|DHYD	LOC6042562|XP_038118462.1|CQUI
OG0004185	LOC111592908|XP_023161123.2|DHYD	LOC6042561|XP_038116122.1|CQUI
OG0004186	LOC111604645|XP_023178565.1|DHYD	LOC6042560|XP_038118730.1|CQUI, LOC119768977|XP_038116769.1|CQUI
OG0004187	LOC111604563|XP_023178430.2|DHYD	LOC6042546|XP_001852007.2|CQUI
OG0004188	LOC111603025|XP_023176223.2|DHYD	LOC6047146|XP_038116604.1|CQUI
OG0004189	LOC111603026|XP_023176224.1|DHYD	LOC6047145|XP_001864241.2|CQUI
OG0004190	LOC111603410|XP_023176757.1|DHYD	LOC6047140|XP_038117805.1|CQUI
OG0004191	LOC111603391|XP_023176722.1|DHYD	LOC6054662|XP_038120423.1|CQUI
OG0004192	LOC111597193|XP_023167531.1|DHYD	LOC6046833|XP_038115947.1|CQUI
OG0004193	LOC111602064|XP_023174746.2|DHYD	LOC6046831|XP_038118385.1|CQUI
OG0004194	LOC111601354|XP_023173654.2|DHYD	LOC6039515|XP_038118045.1|CQUI
OG0004195	LOC111596819|XP_023166954.1|DHYD	LOC6039504|XP_038114738.1|CQUI
OG0004196	LOC111596249|XP_023166148.2|DHYD	LOC6039502|XP_038114594.1|CQUI
OG0004197	LOC115482801|XP_030078770.1|DHYD, LOC111604562|XP_023178429.2|DHYD	LOC6039495|XP_038120453.1|CQUI
OG0004198	LOC111600858|XP_023172945.1|DHYD	LOC6043432|XP_001859032.1|CQUI
OG0004199	LOC111598627|XP_023169735.2|DHYD	LOC6044522|XP_038118488.1|CQUI
OG0004200	LOC111601217|XP_023173480.2|DHYD	LOC6044504|XP_038119127.1|CQUI
OG0004201	LOC111598251|XP_023169183.2|DHYD	LOC6044505|XP_001862015.2|CQUI
OG0004202	LOC111595214|XP_023164592.1|DHYD	LOC6045560|XP_001862905.2|CQUI
OG0004203	LOC111604636|XP_023178546.1|DHYD	LOC6045565|XP_038122062.1|CQUI
OG0004204	LOC111605071|XP_023179172.2|DHYD	LOC6042292|XP_001851428.2|CQUI
OG0004205	LOC111604315|XP_023178135.1|DHYD	LOC6042269|XP_001851406.2|CQUI
OG0004206	LOC111602077|XP_023174776.1|DHYD	LOC6042264|XP_038118456.1|CQUI
OG0004207	LOC111602076|XP_023174775.1|DHYD	LOC6048488|XP_038119424.1|CQUI
OG0004208	LOC111596436|XP_023166420.1|DHYD	LOC6044293|XP_001861824.2|CQUI
OG0004209	LOC111601766|XP_023174274.1|DHYD	LOC6046906|XP_038121587.1|CQUI
OG0004210	LOC111602627|XP_023175556.1|DHYD	LOC6050401|XP_038114801.1|CQUI
OG0004211	LOC111599350|XP_023170747.2|DHYD	LOC6046398|XP_038114799.1|CQUI
OG0004212	LOC111593326|XP_030078690.1|DHYD	LOC6037572|XP_038118010.1|CQUI
OG0004213	LOC111598549|XP_023169609.1|DHYD	LOC6037556|XP_001847454.1|CQUI
OG0004214	LOC111597095|XP_023167404.1|DHYD	LOC6042261|XP_001851399.1|CQUI
OG0004215	LOC111594336|XP_023163351.1|DHYD	LOC6039223|XP_038118519.1|CQUI
OG0004216	LOC111599777|XP_023171309.1|DHYD	LOC6032731|XP_038119817.1|CQUI
OG0004217	LOC111601676|XP_023174143.1|DHYD	LOC6032732|XP_038116049.1|CQUI
OG0004218	LOC111593329|XP_023161805.1|DHYD	LOC6032753|XP_001843296.2|CQUI
OG0004219	LOC111595312|XP_023164740.2|DHYD	LOC6033837|XP_001844230.1|CQUI
OG0004220	LOC111603013|XP_023176187.2|DHYD	LOC6033834|XP_038116220.1|CQUI
OG0004221	LOC111600266|XP_023172082.1|DHYD	LOC6037780|XP_001847658.2|CQUI
OG0004222	LOC111592044|XP_023159807.2|DHYD	LOC6037772|XP_001847651.2|CQUI
OG0004223	LOC111592009|XP_023159762.2|DHYD	LOC6037769|XP_038115679.1|CQUI
OG0004224	LOC115482754|XP_030080673.1|DHYD, LOC111603557|XP_023176962.1|DHYD	LOC119770415|XP_038121192.1|CQUI, LOC6037763|XP_038121191.1|CQUI
OG0004225	LOC111605307|XP_023179532.1|DHYD	LOC6037761|XP_001847641.1|CQUI
OG0004226	LOC111604953|XP_023178997.1|DHYD	LOC6040838|XP_038122184.1|CQUI
OG0004227	LOC111604639|XP_023178550.2|DHYD	LOC6040828|XP_038115079.1|CQUI
OG0004228	LOC111604629|XP_023178527.1|DHYD	LOC6040819|XP_001850159.1|CQUI
OG0004230	LOC111604058|XP_030079995.1|DHYD	LOC6035833|XP_038117826.1|CQUI
OG0004231	LOC111596026|XP_023165822.1|DHYD	LOC6035821|XP_038115161.1|CQUI
OG0004232	LOC111596029|XP_023165825.1|DHYD	LOC6035819|XP_038115166.1|CQUI
OG0004233	LOC111596028|XP_023165824.1|DHYD	LOC6035818|XP_001845940.1|CQUI
OG0004234	LOC111597415|XP_023167878.2|DHYD	LOC6035805|XP_038120038.1|CQUI
OG0004235	LOC111598422|XP_023169432.2|DHYD	LOC6035802|XP_001845925.2|CQUI
OG0004236	LOC111596387|XP_030078727.1|DHYD	LOC6042760|XP_038118906.1|CQUI
OG0004237	LOC111602760|XP_030081739.1|DHYD	LOC6038979|XP_038118373.1|CQUI
OG0004238	LOC111601361|XP_023173664.1|DHYD	LOC6038963|XP_038120804.1|CQUI
OG0004239	LOC111593333|XP_023161812.2|DHYD	LOC6038962|XP_001848651.2|CQUI
OG0004240	LOC111604949|XP_023178988.1|DHYD	LOC6038956|XP_038120799.1|CQUI
OG0004241	LOC111601507|XP_023173869.2|DHYD	LOC6038950|XP_001848641.1|CQUI
OG0004242	LOC111604923|XP_023178939.1|DHYD	LOC6038947|XP_001848639.2|CQUI
OG0004243	LOC111601650|XP_023174100.2|DHYD	LOC6038944|XP_001848636.2|CQUI
OG0004244	LOC111601358|XP_023173657.2|DHYD	LOC6038941|XP_038120810.1|CQUI
OG0004245	LOC111595392|XP_023164862.2|DHYD	LOC6038940|XP_001848634.1|CQUI
OG0004246	LOC115483768|XP_030081870.1|DHYD, LOC111592807|XP_023160986.2|DHYD	LOC6033996|XP_038119643.1|CQUI
OG0004247	LOC111596784|XP_023166905.1|DHYD	LOC6034001|XP_001844388.2|CQUI
OG0004248	LOC111595522|XP_023165070.1|DHYD	LOC6034005|XP_038118714.1|CQUI
OG0004249	LOC111598081|XP_023168895.1|DHYD	LOC6034043|XP_001844423.1|CQUI
OG0004250	LOC111592568|XP_023160634.2|DHYD	LOC6034047|XP_038117613.1|CQUI
OG0004251	LOC111598349|XP_023169323.2|DHYD	LOC6034054|XP_038119694.1|CQUI
OG0004252	LOC111593343|XP_023161823.1|DHYD	LOC6034055|XP_038119691.1|CQUI
OG0004253	LOC111603609|XP_023177041.1|DHYD	LOC6049657|XP_038122114.1|CQUI
OG0004254	LOC111598135|XP_023168964.1|DHYD	LOC6041879|XP_038122123.1|CQUI
OG0004257	LOC111598235|XP_023169166.2|DHYD	LOC6034657|XP_038112506.1|CQUI
OG0004258	LOC111598623|XP_030081624.1|DHYD	LOC6035077|XP_038105124.1|CQUI
OG0004260	LOC111600856|XP_023172937.2|DHYD	LOC119770635|XP_038121822.1|CQUI, LOC6048841|XP_038121821.1|CQUI
OG0004261	LOC111603663|XP_023177115.1|DHYD	LOC6052411|XP_038122255.1|CQUI
OG0004262	LOC111593351|XP_023161832.2|DHYD	LOC6054737|XP_001870603.2|CQUI
OG0004263	LOC111596203|XP_030080802.1|DHYD	LOC6053525|XP_038108845.1|CQUI
OG0004264	LOC111596266|XP_023166176.2|DHYD	LOC6042811|XP_001870809.1|CQUI
OG0004265	LOC111603387|XP_023176718.2|DHYD	LOC6047603|XP_038111767.1|CQUI
OG0004266	LOC111604647|XP_023178571.2|DHYD	LOC6039962|XP_038111686.1|CQUI
OG0004267	LOC111593316|XP_023161787.1|DHYD	LOC6039956|XP_001849449.1|CQUI
OG0004268	LOC111592235|XP_030082038.1|DHYD	LOC119767183|XP_038111051.1|CQUI
OG0004269	LOC111595583|XP_023165157.2|DHYD	LOC6046180|XP_038110057.1|CQUI
OG0004270	LOC111604177|XP_023177890.1|DHYD	LOC6046185|XP_001863417.1|CQUI
OG0004271	LOC111597058|XP_023167352.1|DHYD	LOC6031648|XP_038104709.1|CQUI
OG0004272	LOC111593593|XP_023162217.1|DHYD	LOC6046194|XP_001863425.2|CQUI
OG0004273	LOC111601544|XP_023173947.1|DHYD	LOC6046192|XP_001863423.1|CQUI
OG0004275	LOC111594250|XP_023163231.1|DHYD	LOC6033773|XP_038111200.1|CQUI
OG0004276	LOC111603038|XP_023176236.1|DHYD	LOC6031502|XP_038110587.1|CQUI
OG0004278	LOC115482981|XP_030079454.1|DHYD, LOC111596477|XP_023166501.2|DHYD	LOC6031454|XP_001842258.2|CQUI
OG0004279	LOC111599056|XP_023170345.1|DHYD	LOC6041139|XP_001850439.2|CQUI
OG0004280	LOC111593503|XP_023162042.1|DHYD	LOC6041134|XP_038108407.1|CQUI
OG0004281	LOC111595590|XP_023165168.2|DHYD	LOC119766819|XP_038108710.1|CQUI, LOC6054066|XP_038109046.1|CQUI
OG0004282	LOC111601245|XP_023173512.1|DHYD	LOC119766970|XP_038109666.1|CQUI
OG0004283	LOC111601246|XP_023173513.1|DHYD	LOC119766971|XP_038109667.1|CQUI
OG0004284	LOC111599197|XP_023170556.2|DHYD	LOC6036903|XP_038110574.1|CQUI
OG0004285	LOC111598270|XP_023169215.1|DHYD	LOC6036911|XP_001846886.2|CQUI
OG0004286	LOC111592806|XP_023160983.1|DHYD	LOC6040037|XP_001849511.1|CQUI
OG0004287	LOC111592804|XP_023160980.2|DHYD	LOC6040039|XP_001849514.2|CQUI
OG0004288	LOC111592771|XP_023160940.2|DHYD	LOC6040049|XP_001849521.1|CQUI
OG0004289	LOC111596649|XP_023166715.2|DHYD	LOC6042529|XP_038114228.1|CQUI
OG0004290	LOC111595627|XP_023165205.1|DHYD	LOC119767857|XP_038113479.1|CQUI
OG0004291	LOC111597119|XP_023167447.1|DHYD	LOC6041433|XP_001850693.1|CQUI
OG0004292	LOC111601020|XP_023173194.1|DHYD	LOC6041436|XP_001850696.1|CQUI
OG0004293	LOC111595335|XP_023164765.1|DHYD	LOC6041439|XP_001850699.2|CQUI
OG0004294	LOC111604299|XP_023178097.2|DHYD	LOC6041444|XP_038112293.1|CQUI
OG0004295	LOC111604304|XP_023178103.2|DHYD	LOC6050956|XP_038108488.1|CQUI
OG0004296	LOC111604309|XP_023178114.2|DHYD	LOC6050959|XP_001867472.2|CQUI
OG0004297	LOC111599702|XP_023171199.2|DHYD	LOC6034299|XP_038111442.1|CQUI
OG0004298	LOC111597108|XP_023167419.2|DHYD	LOC6034273|XP_038109984.1|CQUI
OG0004299	LOC111592244|XP_030078511.1|DHYD	LOC6034268|XP_038113143.1|CQUI
OG0004300	LOC111595523|XP_023165071.1|DHYD	LOC6048678|XP_038112011.1|CQUI
OG0004301	LOC111601017|XP_023173189.2|DHYD	LOC6048679|XP_038112012.1|CQUI
OG0004302	LOC111597969|XP_023168710.1|DHYD	LOC6032393|XP_038112956.1|CQUI
OG0004303	LOC111592162|XP_023159982.1|DHYD	LOC6032357|XP_001842982.1|CQUI
OG0004304	LOC111604350|XP_023178183.2|DHYD	LOC6050648|XP_038113985.1|CQUI
OG0004305	LOC111598025|XP_023168805.2|DHYD	LOC6038130|XP_038106517.1|CQUI
OG0004306	LOC111595573|XP_023165138.2|DHYD	LOC6038536|XP_001848323.2|CQUI
OG0004307	LOC111592105|XP_023159902.1|DHYD	LOC6038543|XP_001848330.1|CQUI
OG0004308	LOC111600016|XP_023171689.1|DHYD	LOC6038544|XP_038107952.1|CQUI
OG0004309	LOC111592752|XP_023160916.2|DHYD	LOC6051562|XP_001867980.2|CQUI
OG0004310	LOC111597963|XP_023168703.2|DHYD	LOC6033415|XP_038108124.1|CQUI
OG0004311	LOC111600951|XP_023173095.1|DHYD	LOC6033413|XP_038109843.1|CQUI
OG0004312	LOC111599684|XP_023171157.1|DHYD	LOC6031912|XP_001842601.2|CQUI
OG0004313	LOC111604361|XP_030078557.1|DHYD	LOC6038554|XP_038110989.1|CQUI
OG0004314	LOC111593455|XP_023161985.1|DHYD	LOC6048271|XP_038107879.1|CQUI
OG0004315	LOC111599735|XP_023171260.2|DHYD	LOC6048277|XP_001865219.1|CQUI
OG0004316	LOC111599989|XP_023171652.2|DHYD	LOC6048278|XP_001865220.2|CQUI
OG0004317	LOC111595591|XP_023165169.2|DHYD	LOC6048290|XP_038110950.1|CQUI
OG0004318	LOC111599741|XP_023171270.2|DHYD	LOC6045989|XP_038107409.1|CQUI
OG0004319	LOC111593482|XP_023162015.1|DHYD	LOC119767283|XP_038111483.1|CQUI
OG0004320	LOC111598232|XP_023169162.2|DHYD	LOC6038101|XP_038109205.1|CQUI
OG0004321	LOC111600313|XP_023172139.2|DHYD	LOC6049073|XP_001865888.2|CQUI
OG0004322	LOC111592929|XP_023161155.2|DHYD	LOC6054529|XP_038112520.1|CQUI
OG0004323	LOC111592447|XP_023160398.1|DHYD	LOC6047680|XP_038106637.1|CQUI
OG0004324	LOC111599210|XP_023170575.2|DHYD	LOC6047679|XP_001864709.2|CQUI
OG0004325	LOC111599725|XP_023171237.1|DHYD	LOC6047673|XP_001864704.1|CQUI
OG0004326	LOC111599686|XP_023171159.1|DHYD	LOC6044177|XP_038110207.1|CQUI
OG0004327	LOC111604917|XP_023178936.1|DHYD	LOC6040765|XP_038112124.1|CQUI
OG0004328	LOC111603832|XP_023177364.1|DHYD	LOC6040780|XP_001850125.2|CQUI, LOC6051636|XP_001868042.1|CQUI
OG0004329	LOC111600098|XP_023171826.2|DHYD	LOC6040781|XP_038111202.1|CQUI
OG0004330	LOC111597037|XP_023167318.1|DHYD	LOC6036622|XP_038111446.1|CQUI
