Orthogroup	DHYD.longest_only	DSUP.longest_only
OG0004267	LOC111593316|XP_023161787.1|DHYD	LOC119560940|XP_037730604.1|DSUP
OG0004268	LOC111592235|XP_030082038.1|DHYD	LOC119550298|XP_037714820.1|DSUP
OG0004269	LOC111595583|XP_023165157.2|DHYD	LOC119549478|XP_037713506.1|DSUP
OG0004270	LOC111604177|XP_023177890.1|DHYD	LOC119549283|XP_037713157.1|DSUP
OG0004271	LOC111597058|XP_023167352.1|DHYD	LOC119549809|XP_037714009.1|DSUP
OG0004272	LOC111593593|XP_023162217.1|DHYD	LOC119563386|XP_037732666.1|DSUP
OG0004273	LOC111601544|XP_023173947.1|DHYD	LOC119560337|XP_037729657.1|DSUP
OG0004274	LOC111602067|XP_023174753.1|DHYD	LOC119555818|XP_037723363.1|DSUP
OG0004275	LOC111594250|XP_023163231.1|DHYD	LOC119558153|XP_037727320.1|DSUP
OG0004276	LOC111603038|XP_023176236.1|DHYD	LOC119555500|XP_037722844.1|DSUP
OG0004277	LOC111592799|XP_023160974.2|DHYD	LOC119553291|XP_037719534.1|DSUP
OG0004278	LOC115482981|XP_030079454.1|DHYD, LOC111596477|XP_023166501.2|DHYD	LOC119557617|XP_037726353.1|DSUP
OG0004279	LOC111599056|XP_023170345.1|DHYD	LOC119547838|XP_037710796.1|DSUP
OG0004280	LOC111593503|XP_023162042.1|DHYD	LOC119557183|XP_037725728.1|DSUP
OG0004281	LOC111595590|XP_023165168.2|DHYD	LOC119550510|XP_037715144.1|DSUP
OG0004282	LOC111601245|XP_023173512.1|DHYD	LOC119549148|XP_037712855.1|DSUP
OG0004283	LOC111601246|XP_023173513.1|DHYD	LOC119549150|XP_037712858.1|DSUP
OG0004284	LOC111599197|XP_023170556.2|DHYD	LOC119548813|XP_037712334.1|DSUP
OG0004285	LOC111598270|XP_023169215.1|DHYD	LOC119554815|XP_037721808.1|DSUP
OG0004286	LOC111592806|XP_023160983.1|DHYD	LOC119553975|XP_037720609.1|DSUP
OG0004287	LOC111592804|XP_023160980.2|DHYD	LOC119554765|XP_037721729.1|DSUP
OG0004288	LOC111592771|XP_023160940.2|DHYD	LOC119552959|XP_037718870.1|DSUP
OG0004289	LOC111596649|XP_023166715.2|DHYD	LOC119552836|XP_037718621.1|DSUP
OG0004290	LOC111595627|XP_023165205.1|DHYD	LOC119550262|XP_037714768.1|DSUP
OG0004291	LOC111597119|XP_023167447.1|DHYD	LOC119551603|XP_037716935.1|DSUP
OG0004292	LOC111601020|XP_023173194.1|DHYD	LOC119553432|XP_037719748.1|DSUP
OG0004293	LOC111595335|XP_023164765.1|DHYD	LOC119555473|XP_037722807.1|DSUP
OG0004294	LOC111604299|XP_023178097.2|DHYD	LOC119553564|XP_037719937.1|DSUP
OG0004295	LOC111604304|XP_023178103.2|DHYD	LOC119553496|XP_037719834.1|DSUP
OG0004296	LOC111604309|XP_023178114.2|DHYD	LOC119554329|XP_037721121.1|DSUP
OG0004297	LOC111599702|XP_023171199.2|DHYD	LOC119551818|XP_037717307.1|DSUP
OG0004298	LOC111597108|XP_023167419.2|DHYD	LOC119550854|XP_037715754.1|DSUP
OG0004299	LOC111592244|XP_030078511.1|DHYD	LOC119559408|XP_037728405.1|DSUP
OG0004300	LOC111595523|XP_023165071.1|DHYD	LOC119551023|XP_037716007.1|DSUP
OG0004301	LOC111601017|XP_023173189.2|DHYD	LOC119553833|XP_037720395.1|DSUP
OG0004302	LOC111597969|XP_023168710.1|DHYD	LOC119549263|XP_037713099.1|DSUP
OG0004303	LOC111592162|XP_023159982.1|DHYD	LOC119549608|XP_037713707.1|DSUP
OG0004304	LOC111604350|XP_023178183.2|DHYD	LOC119550184|XP_037714650.1|DSUP
OG0004305	LOC111598025|XP_023168805.2|DHYD	LOC119551917|XP_037717466.1|DSUP
OG0004306	LOC111595573|XP_023165138.2|DHYD	LOC119551016|XP_037715998.1|DSUP
OG0004307	LOC111592105|XP_023159902.1|DHYD	LOC119551518|XP_037716831.1|DSUP
OG0004308	LOC111600016|XP_023171689.1|DHYD	LOC119550193|XP_037714663.1|DSUP
OG0004309	LOC111592752|XP_023160916.2|DHYD	LOC119553417|XP_037719722.1|DSUP
OG0004310	LOC111597963|XP_023168703.2|DHYD	LOC119549919|XP_037714171.1|DSUP
OG0004311	LOC111600951|XP_023173095.1|DHYD	LOC119554350|XP_037721144.1|DSUP
OG0004312	LOC111599684|XP_023171157.1|DHYD	LOC119548982|XP_037712507.1|DSUP
OG0004313	LOC111604361|XP_030078557.1|DHYD	LOC119559466|XP_037728503.1|DSUP
OG0004314	LOC111593455|XP_023161985.1|DHYD	LOC119551858|XP_037717363.1|DSUP
OG0004315	LOC111599735|XP_023171260.2|DHYD	LOC119549618|XP_037713718.1|DSUP
OG0004316	LOC111599989|XP_023171652.2|DHYD	LOC119551155|XP_037716277.1|DSUP
OG0004317	LOC111595591|XP_023165169.2|DHYD	LOC119550617|XP_037715372.1|DSUP
OG0004318	LOC111599741|XP_023171270.2|DHYD	LOC119548981|XP_037712505.1|DSUP
OG0004319	LOC111593482|XP_023162015.1|DHYD	LOC119550219|XP_037714710.1|DSUP, LOC119550214|XP_037714697.1|DSUP
OG0004320	LOC111598232|XP_023169162.2|DHYD	LOC119559961|XP_037729122.1|DSUP
OG0004321	LOC111600313|XP_023172139.2|DHYD	LOC119548796|XP_037712299.1|DSUP
OG0004322	LOC111592929|XP_023161155.2|DHYD	LOC119563389|XP_037732672.1|DSUP
OG0004323	LOC111592447|XP_023160398.1|DHYD	LOC119552899|XP_037718746.1|DSUP
OG0004324	LOC111599210|XP_023170575.2|DHYD	LOC119548705|XP_037712096.1|DSUP
OG0004325	LOC111599725|XP_023171237.1|DHYD	LOC119551790|XP_037717265.1|DSUP
OG0004326	LOC111599686|XP_023171159.1|DHYD	LOC119551788|XP_037717262.1|DSUP
OG0004327	LOC111604917|XP_023178936.1|DHYD	LOC119557863|XP_037726789.1|DSUP
OG0004328	LOC111603832|XP_023177364.1|DHYD	LOC119550145|XP_037714583.1|DSUP
OG0004329	LOC111600098|XP_023171826.2|DHYD	LOC119550753|XP_037715602.1|DSUP
OG0004330	LOC111597037|XP_023167318.1|DHYD	LOC119551890|XP_037717419.1|DSUP
OG0004331	LOC111600025|XP_023171706.1|DHYD	LOC119550421|XP_037715012.1|DSUP
OG0004332	LOC111603598|XP_023177029.1|DHYD	LOC119548264|XP_037711336.1|DSUP
OG0004333	LOC111601177|XP_023173424.2|DHYD	LOC119546381|XP_037708544.1|DSUP
OG0004334	LOC111596075|XP_023165900.2|DHYD	LOC119546595|XP_037708942.1|DSUP
OG0004335	LOC111597137|XP_023167466.2|DHYD	LOC119549270|XP_037713109.1|DSUP
OG0004336	LOC111597136|XP_023167465.2|DHYD	LOC119550920|XP_037715860.1|DSUP
OG0004337	LOC111601944|XP_023174567.1|DHYD	LOC119548852|XP_037712401.1|DSUP
OG0004338	LOC111603738|XP_023177223.1|DHYD	LOC119554311|XP_037721099.1|DSUP
OG0004339	LOC111601244|XP_023173510.1|DHYD	LOC119549144|XP_037712850.1|DSUP
OG0004340	LOC111601243|XP_023173509.1|DHYD	LOC119549142|XP_037712848.1|DSUP
OG0004341	LOC111593212|XP_023161630.2|DHYD	LOC119551523|XP_037716838.1|DSUP
OG0004342	LOC111593814|XP_030081997.1|DHYD	LOC119551565|XP_037716891.1|DSUP
OG0004343	LOC111593751|XP_023162525.1|DHYD	LOC119550860|XP_037715764.1|DSUP
OG0004344	LOC111592814|XP_023161022.2|DHYD	LOC119550990|XP_037715958.1|DSUP
OG0004345	LOC111603744|XP_023177231.2|DHYD	LOC119548037|XP_037711041.1|DSUP
OG0004346	LOC111599719|XP_023171226.1|DHYD	LOC119550314|XP_037714847.1|DSUP
OG0004347	LOC111599718|XP_023171225.2|DHYD	LOC119549978|XP_037714305.1|DSUP
OG0004348	LOC111600140|XP_023171884.1|DHYD	LOC119549520|XP_037713561.1|DSUP
OG0004349	LOC111600071|XP_023171772.1|DHYD	LOC119550835|XP_037715714.1|DSUP
OG0004350	LOC111597046|XP_023167331.2|DHYD	LOC119550493|XP_037715113.1|DSUP
OG0004351	LOC111592223|XP_023160067.1|DHYD	LOC119559401|XP_037728393.1|DSUP
OG0004352	LOC111602651|XP_023175592.1|DHYD	LOC119559849|XP_037728882.1|DSUP
OG0004353	LOC111594977|XP_030079660.1|DHYD	LOC119562048|XP_037731320.1|DSUP
OG0004354	LOC111594971|XP_023164239.2|DHYD	LOC119548674|XP_037712048.1|DSUP
OG0004355	LOC111599547|XP_023170973.2|DHYD	LOC119560969|XP_037730656.1|DSUP
OG0004356	LOC111592112|XP_023159910.2|DHYD	LOC119551328|XP_037716555.1|DSUP
OG0004357	LOC111597081|XP_023167382.2|DHYD	LOC119551262|XP_037716447.1|DSUP
OG0004358	LOC111595519|XP_023165067.1|DHYD	LOC119550556|XP_037715269.1|DSUP
OG0004359	LOC111597940|XP_023168664.2|DHYD	LOC119549219|XP_037713013.1|DSUP
OG0004360	LOC111592265|XP_023160130.2|DHYD	LOC119554978|XP_037722037.1|DSUP
OG0004361	LOC111601365|XP_023173667.2|DHYD	LOC119550360|XP_037714913.1|DSUP
OG0004362	LOC111598691|XP_023169824.2|DHYD	LOC119554940|XP_037721977.1|DSUP
OG0004363	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD	LOC119557206|XP_037725790.1|DSUP
OG0004364	LOC111592132|XP_023159936.1|DHYD	LOC119549525|XP_037713567.1|DSUP
OG0004365	LOC111597069|XP_030082036.1|DHYD	LOC119550445|XP_037715047.1|DSUP
OG0004366	LOC111599058|XP_023170347.1|DHYD	LOC119547841|XP_037710798.1|DSUP
OG0004367	LOC111591861|XP_023159510.2|DHYD	LOC119553156|XP_037719307.1|DSUP
OG0004368	LOC111592865|XP_023161078.1|DHYD	LOC119553048|XP_037719086.1|DSUP
OG0004369	LOC111594166|XP_030082051.1|DHYD	LOC119551824|XP_037717313.1|DSUP
OG0004370	LOC111601258|XP_023173531.2|DHYD	LOC119549149|XP_037712856.1|DSUP
OG0004371	LOC111602824|XP_023175903.2|DHYD	LOC119558245|XP_037727497.1|DSUP
OG0004372	LOC111599688|XP_023171161.2|DHYD	LOC119551675|XP_037717058.1|DSUP
OG0004373	LOC111604368|XP_023178207.2|DHYD	LOC119563365|XP_037732645.1|DSUP
OG0004374	LOC111600561|XP_023172480.2|DHYD	LOC119551032|XP_037716021.1|DSUP
OG0004375	LOC111592820|XP_023161012.2|DHYD	LOC119554908|XP_037721937.1|DSUP
OG0004376	LOC111600958|XP_023173105.1|DHYD	LOC119554875|XP_037721889.1|DSUP
OG0004377	LOC111598732|XP_023169892.2|DHYD	LOC119554337|XP_037721131.1|DSUP
OG0004378	LOC111602549|XP_023175470.2|DHYD	LOC119549421|XP_037713425.1|DSUP
OG0004379	LOC111597071|XP_023167368.1|DHYD	LOC119550490|XP_037715109.1|DSUP
OG0004380	LOC111598008|XP_030081243.1|DHYD	LOC119551863|XP_037717381.1|DSUP
OG0004381	LOC111602434|XP_023175255.2|DHYD	LOC119553556|XP_037719929.1|DSUP
OG0004382	LOC111597925|XP_023168645.2|DHYD	LOC119550176|XP_037714639.1|DSUP
OG0004383	LOC111597959|XP_023168691.1|DHYD	LOC119551183|XP_037716312.1|DSUP
OG0004384	LOC111593700|XP_023162415.1|DHYD	LOC119550603|XP_037715346.1|DSUP
OG0004385	LOC111592189|XP_023160024.1|DHYD	LOC119550564|XP_037715282.1|DSUP
OG0004386	LOC111595517|XP_023165065.1|DHYD	LOC119550311|XP_037714840.1|DSUP
OG0004387	LOC111599861|XP_023171449.2|DHYD	LOC119552914|XP_037718778.1|DSUP
OG0004388	LOC111597995|XP_023168742.2|DHYD	LOC119550050|XP_037714433.1|DSUP
OG0004389	LOC111604767|XP_023178732.2|DHYD	LOC119555630|XP_037723077.1|DSUP
OG0004390	LOC111593541|XP_023162125.2|DHYD	LOC119555459|XP_037722790.1|DSUP
OG0004391	LOC111593804|XP_023162602.1|DHYD	LOC119551143|XP_037716261.1|DSUP
OG0004392	LOC111595342|XP_030080254.1|DHYD	LOC119555449|XP_037722751.1|DSUP
OG0004393	LOC111604133|XP_023177818.1|DHYD	LOC119550871|XP_037715781.1|DSUP
OG0004394	LOC111596628|XP_030081352.1|DHYD	LOC119550423|XP_037715015.1|DSUP
OG0004395	LOC111595552|XP_023165113.1|DHYD	LOC119559400|XP_037728392.1|DSUP
OG0004396	LOC111593284|XP_023161728.1|DHYD	LOC119559438|XP_037728465.1|DSUP
OG0004397	LOC111597073|XP_023167371.1|DHYD	LOC119549811|XP_037714011.1|DSUP
OG0004398	LOC111593509|XP_023162068.1|DHYD	LOC119549815|XP_037714021.1|DSUP
OG0004399	LOC111595632|XP_023165209.2|DHYD	LOC119552096|XP_037717806.1|DSUP
OG0004400	LOC111601473|XP_023173826.2|DHYD	LOC119545795|XP_037707603.1|DSUP
OG0004401	LOC111592116|XP_023159915.2|DHYD	LOC119551323|XP_037716546.1|DSUP
OG0004402	LOC111601238|XP_023173504.1|DHYD	LOC119551009|XP_037715990.1|DSUP
OG0004403	LOC111602550|XP_030081967.1|DHYD	LOC119552034|XP_037717701.1|DSUP
OG0004404	LOC111604334|XP_023178162.2|DHYD	LOC119559379|XP_037728357.1|DSUP
OG0004405	LOC111600978|XP_023173129.1|DHYD	LOC119552961|XP_037718872.1|DSUP
OG0004406	LOC111604306|XP_023178107.2|DHYD	LOC119552788|XP_037718541.1|DSUP
OG0004407	LOC111597967|XP_023168708.2|DHYD	LOC119551959|XP_037717582.1|DSUP
OG0004408	LOC111591869|XP_023159519.2|DHYD	LOC119553554|XP_037719923.1|DSUP
OG0004409	LOC111593702|XP_023162416.1|DHYD	LOC119559997|XP_037729232.1|DSUP
OG0004410	LOC111599736|XP_030078584.1|DHYD	LOC119550937|XP_037715890.1|DSUP
OG0004411	LOC111599860|XP_023171448.1|DHYD	LOC119553868|XP_037720448.1|DSUP
OG0004412	LOC111599758|XP_030080649.1|DHYD	LOC119553867|XP_037720447.1|DSUP
OG0004413	LOC111600013|XP_023171686.1|DHYD	LOC119549700|XP_037713852.1|DSUP
OG0004414	LOC111600040|XP_023171731.1|DHYD	LOC119550055|XP_037714442.1|DSUP
OG0004415	LOC111602551|XP_023175474.1|DHYD	LOC119549855|XP_037714078.1|DSUP
OG0004416	LOC111597005|XP_023167277.1|DHYD	LOC119549303|XP_037713190.1|DSUP
OG0004417	LOC111601764|XP_023174272.2|DHYD	LOC119562863|XP_037731905.1|DSUP
OG0004418	LOC111594343|XP_030082047.1|DHYD	LOC119550104|XP_037714512.1|DSUP
OG0004419	LOC111598029|XP_023168825.2|DHYD	LOC119549448|XP_037713472.1|DSUP
OG0004420	LOC111593695|XP_023162386.1|DHYD	LOC119550218|XP_037714708.1|DSUP
OG0004421	LOC111593543|XP_023162131.1|DHYD	LOC119553525|XP_037719875.1|DSUP
OG0004422	LOC111601685|XP_023174158.1|DHYD	LOC119554655|XP_037721584.1|DSUP
OG0004423	LOC111592176|XP_023160002.2|DHYD	LOC119552101|XP_037717813.1|DSUP
OG0004424	LOC111594301|XP_023163306.2|DHYD	LOC119549561|XP_037713639.1|DSUP
OG0004425	LOC111605714|XP_023180167.2|DHYD	LOC119555434|XP_037722731.1|DSUP
OG0004426	LOC111596658|XP_023166731.2|DHYD	LOC119552861|XP_037718675.1|DSUP
OG0004427	LOC111605726|XP_023180186.2|DHYD	LOC119555461|XP_037722795.1|DSUP
OG0004428	LOC111605589|XP_023179961.1|DHYD	LOC119560385|XP_037729731.1|DSUP
OG0004429	LOC111599198|XP_023170557.1|DHYD	LOC119546666|XP_037709052.1|DSUP
OG0004430	LOC111599025|XP_023170307.2|DHYD	LOC119555305|XP_037722550.1|DSUP
OG0004431	LOC111597877|XP_023168571.1|DHYD	LOC119560358|XP_037729689.1|DSUP
OG0004432	LOC111597875|XP_023168568.2|DHYD	LOC119560354|XP_037729686.1|DSUP
OG0004433	LOC111600982|XP_023173140.1|DHYD	LOC119554959|XP_037722011.1|DSUP
OG0004434	LOC111593501|XP_023162040.2|DHYD	LOC119549814|XP_037714020.1|DSUP
OG0004435	LOC111598032|XP_023168828.1|DHYD	LOC119551667|XP_037717047.1|DSUP
OG0004436	LOC111594995|XP_030081915.1|DHYD	LOC119549368|XP_037713328.1|DSUP
OG0004437	LOC111594973|XP_030081994.1|DHYD	LOC119550185|XP_037714652.1|DSUP
OG0004438	LOC111598010|XP_023168774.2|DHYD	LOC119550758|XP_037715610.1|DSUP
OG0004439	LOC111597989|XP_023168735.2|DHYD	LOC119549158|XP_037712872.1|DSUP
OG0004440	LOC111599737|XP_023171264.1|DHYD	LOC119550941|XP_037715894.1|DSUP
OG0004441	LOC111594739|XP_023163946.2|DHYD, LOC111596326|XP_023166259.1|DHYD	LOC119546644|XP_037709020.1|DSUP
OG0004442	LOC111595478|XP_023165013.2|DHYD	LOC119549824|XP_037714030.1|DSUP
OG0004443	LOC111598766|XP_023169948.1|DHYD	LOC119554017|XP_037720661.1|DSUP
OG0004444	LOC111592665|XP_023160792.1|DHYD	LOC119551973|XP_037717616.1|DSUP
OG0004445	LOC111600153|XP_023171911.2|DHYD	LOC119551338|XP_037716567.1|DSUP
OG0004446	LOC111597853|XP_023168532.2|DHYD	LOC119558118|XP_037727280.1|DSUP
OG0004447	LOC111597170|XP_023167498.1|DHYD	LOC119552962|XP_037718877.1|DSUP
OG0004448	LOC111597038|XP_023167319.2|DHYD	LOC119550582|XP_037715304.1|DSUP
OG0004449	LOC111597323|XP_023167723.1|DHYD	LOC119554115|XP_037720811.1|DSUP
OG0004450	LOC111597983|XP_023168727.1|DHYD	LOC119549055|XP_037712680.1|DSUP, LOC119549054|XP_037712679.1|DSUP
OG0004451	LOC111593674|XP_023162333.2|DHYD	LOC119550029|XP_037714382.1|DSUP
OG0004452	LOC111597992|XP_023168739.1|DHYD	LOC119551701|XP_037717102.1|DSUP
OG0004453	LOC111595448|XP_023164943.2|DHYD	LOC119549750|XP_037713920.1|DSUP
OG0004454	LOC111601780|XP_030081564.1|DHYD	LOC119563433|XP_037732747.1|DSUP
OG0004455	LOC111597283|XP_023167666.2|DHYD	LOC119554821|XP_037721823.1|DSUP
OG0004456	LOC111593649|XP_030079410.1|DHYD	LOC119557086|XP_037725568.1|DSUP
OG0004457	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD	LOC119553110|XP_037719211.1|DSUP
OG0004458	LOC111592813|XP_023160992.1|DHYD	LOC119553309|XP_037719563.1|DSUP
OG0004459	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD	LOC119555308|XP_037722554.1|DSUP
OG0004460	LOC111594876|XP_023164130.1|DHYD	LOC119555295|XP_037722540.1|DSUP
OG0004461	LOC111595127|XP_023164467.2|DHYD	LOC119554144|XP_037720849.1|DSUP
OG0004462	LOC111592253|XP_023160102.2|DHYD	LOC119552502|XP_037718038.1|DSUP
OG0004463	LOC111595344|XP_023164786.2|DHYD	LOC119555678|XP_037723227.1|DSUP
OG0004464	LOC111604291|XP_023178080.2|DHYD	LOC119552827|XP_037718608.1|DSUP
OG0004465	LOC111594708|XP_023163899.1|DHYD	LOC119553051|XP_037719090.1|DSUP
OG0004466	LOC111592268|XP_023160134.2|DHYD	LOC119554360|XP_037721154.1|DSUP
OG0004467	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD	LOC119554254|XP_037721019.1|DSUP
OG0004468	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD	LOC119554593|XP_037721505.1|DSUP
OG0004469	LOC111595122|XP_023164460.1|DHYD	LOC119554695|XP_037721624.1|DSUP
OG0004470	LOC111599387|XP_030079236.1|DHYD	LOC119547603|XP_037710452.1|DSUP
OG0004471	LOC111597807|XP_023168460.2|DHYD	LOC119559912|XP_037729018.1|DSUP
OG0004472	LOC111592130|XP_030081998.1|DHYD	LOC119549126|XP_037712820.1|DSUP
OG0004473	LOC111595454|XP_023164955.2|DHYD	LOC119551166|XP_037716291.1|DSUP
OG0004474	LOC111595453|XP_023164954.1|DHYD	LOC119551168|XP_037716294.1|DSUP
OG0004475	LOC111604366|XP_023178204.2|DHYD	LOC119563362|XP_037732642.1|DSUP
OG0004476	LOC111602261|XP_023175023.2|DHYD	LOC119547343|XP_037710083.1|DSUP
OG0004477	LOC111595586|XP_023165165.2|DHYD	LOC119550616|XP_037715371.1|DSUP
OG0004478	LOC111598027|XP_030081227.1|DHYD	LOC119550485|XP_037715102.1|DSUP
OG0004479	LOC111600048|XP_023171741.2|DHYD	LOC119551589|XP_037716918.1|DSUP
OG0004480	LOC111598373|XP_023169352.1|DHYD	LOC119556957|XP_037725393.1|DSUP
OG0004481	LOC111605215|XP_023179409.1|DHYD	LOC119550064|XP_037714455.1|DSUP
OG0004482	LOC111601997|XP_023174653.2|DHYD	LOC119563307|XP_037732568.1|DSUP
OG0004483	LOC111600037|XP_023171723.1|DHYD	LOC119549488|XP_037713519.1|DSUP
OG0004484	LOC111599597|XP_023171050.1|DHYD	LOC119560959|XP_037730639.1|DSUP
OG0004485	LOC111601825|XP_023174417.2|DHYD	LOC119557234|XP_037725844.1|DSUP
OG0004486	LOC111604377|XP_023178216.1|DHYD	LOC119550242|XP_037714740.1|DSUP
OG0004487	LOC111599538|XP_023170960.1|DHYD	LOC119555497|XP_037722841.1|DSUP
OG0004488	LOC111599963|XP_023171626.1|DHYD	LOC119549457|XP_037713485.1|DSUP, LOC119551202|XP_037716364.1|DSUP
OG0004489	LOC111602889|XP_023175992.1|DHYD	LOC119555705|XP_037723289.1|DSUP
OG0004490	LOC111605238|XP_023179442.1|DHYD	LOC119551592|XP_037716921.1|DSUP
OG0004492	LOC111598307|XP_023169263.1|DHYD, LOC111596650|XP_023166716.1|DHYD	LOC119552837|XP_037718626.1|DSUP
OG0004493	LOC111597322|XP_023167722.2|DHYD	LOC119555479|XP_037722814.1|DSUP
OG0004494	LOC111604946|XP_023178985.2|DHYD, LOC111596685|XP_023166759.2|DHYD	LOC119560658|XP_037730154.1|DSUP
OG0004495	LOC111598230|XP_030080647.1|DHYD, LOC111599035|XP_023170318.2|DHYD	LOC119559261|XP_037728260.1|DSUP, LOC119560032|XP_037729260.1|DSUP
OG0004496	LOC111598742|XP_030081485.1|DHYD	LOC119550375|XP_037714950.1|DSUP, LOC119551375|XP_037716624.1|DSUP
OG0004497	LOC111604069|XP_023177716.2|DHYD	LOC119550954|XP_037715909.1|DSUP, LOC119549687|XP_037713831.1|DSUP, LOC119550779|XP_037715637.1|DSUP, LOC119549688|XP_037713832.1|DSUP
OG0004498	LOC111604359|XP_023178195.2|DHYD, LOC111604358|XP_023178194.2|DHYD	LOC119550558|XP_037715274.1|DSUP
OG0004499	LOC111592433|XP_023160388.1|DHYD	LOC119549673|XP_037713807.1|DSUP, LOC119549671|XP_037713804.1|DSUP
OG0004500	LOC111592413|XP_023160357.2|DHYD	LOC119550705|XP_037715510.1|DSUP
OG0004501	LOC111603497|XP_023176875.2|DHYD	LOC119549198|XP_037712955.1|DSUP
OG0004503	LOC111603080|XP_030080770.1|DHYD	LOC119551461|XP_037716743.1|DSUP
OG0004504	LOC111598570|XP_023169639.1|DHYD	LOC119559656|XP_037728634.1|DSUP
OG0004505	LOC111593254|XP_023161682.1|DHYD	LOC119560687|XP_037730188.1|DSUP
OG0004506	LOC111592480|XP_023160464.1|DHYD	LOC119548349|XP_037711495.1|DSUP
OG0004507	LOC111601384|XP_023173691.2|DHYD	LOC119560055|XP_037729289.1|DSUP
OG0004508	LOC111595531|XP_023165085.1|DHYD	LOC119558832|XP_037728023.1|DSUP
OG0004509	LOC111592791|XP_023160966.1|DHYD	LOC119553183|XP_037719354.1|DSUP
OG0004510	LOC111593451|XP_023161976.2|DHYD	LOC119555945|XP_037723576.1|DSUP
OG0004511	LOC111596182|XP_030080771.1|DHYD	LOC119550206|XP_037714687.1|DSUP
OG0004512	LOC111597627|XP_023168198.1|DHYD	LOC119563285|XP_037732577.1|DSUP
OG0004513	LOC111593717|XP_023162451.2|DHYD	LOC119555809|XP_037723396.1|DSUP
OG0004514	LOC111597799|XP_023168448.2|DHYD	LOC119561559|XP_037731131.1|DSUP
OG0004515	LOC111594889|XP_023164142.2|DHYD	LOC119556229|XP_037724176.1|DSUP
OG0004516	LOC111598872|XP_023170089.1|DHYD	LOC119555948|XP_037723584.1|DSUP
OG0004517	LOC111605336|XP_030080094.1|DHYD	LOC119557949|XP_037726897.1|DSUP
OG0004518	LOC111596526|XP_023166561.2|DHYD	LOC119558219|XP_037727457.1|DSUP
OG0004519	LOC111595230|XP_023164634.1|DHYD	LOC119557163|XP_037725697.1|DSUP
OG0004520	LOC111600212|XP_023172001.1|DHYD	LOC119557280|XP_037725894.1|DSUP
OG0004521	LOC111603406|XP_023176748.2|DHYD	LOC119559376|XP_037728346.1|DSUP
OG0004522	LOC111603159|XP_023176404.2|DHYD	LOC119557161|XP_037725689.1|DSUP
OG0004523	LOC111597809|XP_023168463.1|DHYD	LOC119548630|XP_037711944.1|DSUP
OG0004524	LOC111593479|XP_023162009.1|DHYD	LOC119558051|XP_037727129.1|DSUP
OG0004525	LOC111596966|XP_023167206.1|DHYD	LOC119557099|XP_037725604.1|DSUP
OG0004526	LOC111594173|XP_023163126.2|DHYD	LOC119557319|XP_037725963.1|DSUP
OG0004527	LOC111605319|XP_023179551.1|DHYD	LOC119556376|XP_037724472.1|DSUP
OG0004528	LOC111593033|XP_023161367.1|DHYD	LOC119556191|XP_037724062.1|DSUP
OG0004529	LOC111596710|XP_023166798.2|DHYD	LOC119556125|XP_037723939.1|DSUP
OG0004530	LOC111596791|XP_023166915.1|DHYD	LOC119557814|XP_037726679.1|DSUP
OG0004531	LOC111597821|XP_030080657.1|DHYD	LOC119560435|XP_037729803.1|DSUP
OG0004532	LOC111604020|XP_023177637.1|DHYD	LOC119555884|XP_037723470.1|DSUP
OG0004533	LOC111593388|XP_023161877.2|DHYD	LOC119557037|XP_037725512.1|DSUP
OG0004534	LOC111595986|XP_023165741.1|DHYD	LOC119549755|XP_037713926.1|DSUP
OG0004535	LOC111604684|XP_023178618.1|DHYD	LOC119554575|XP_037721483.1|DSUP
OG0004536	LOC111593074|XP_030080115.1|DHYD	LOC119558185|XP_037727384.1|DSUP
OG0004537	LOC111598843|XP_023170047.2|DHYD	LOC119557536|XP_037726235.1|DSUP, LOC119556314|XP_037724327.1|DSUP
OG0004538	LOC111599913|XP_023171505.1|DHYD	LOC119549310|XP_037713198.1|DSUP
OG0004539	LOC111595030|XP_023164319.1|DHYD, LOC115483786|XP_030081902.1|DHYD	LOC119563075|XP_037732218.1|DSUP
OG0004540	LOC111598169|XP_023169029.2|DHYD	LOC119556112|XP_037723912.1|DSUP
OG0004541	LOC111595402|XP_023164879.2|DHYD	LOC119550612|XP_037715364.1|DSUP
OG0004542	LOC111603165|XP_023176411.2|DHYD	LOC119558115|XP_037727272.1|DSUP
OG0004543	LOC111597317|XP_023167714.1|DHYD	LOC119556548|XP_037724759.1|DSUP
OG0004544	LOC111591985|XP_023159706.1|DHYD	LOC119556828|XP_037725213.1|DSUP
OG0004545	LOC111598358|XP_023169337.2|DHYD	LOC119559753|XP_037728751.1|DSUP
OG0004546	LOC111593930|XP_023162776.1|DHYD	LOC119549810|XP_037714010.1|DSUP
OG0004547	LOC111605306|XP_023179531.1|DHYD	LOC119558015|XP_037727054.1|DSUP
OG0004548	LOC111595944|XP_023165678.1|DHYD	LOC119557358|XP_037726023.1|DSUP
OG0004549	LOC111596240|XP_030079687.1|DHYD	LOC119558088|XP_037727221.1|DSUP
