Orthogroup	DHYD.longest_only	BCOP.longest_only
OG0004548	LOC111595944|XP_023165678.1|DHYD	LOC119082738|XP_037048217.1|BCOP
OG0004549	LOC111596240|XP_030079687.1|DHYD	LOC119069633|XP_037029632.1|BCOP
OG0004550	LOC111598821|XP_023170019.1|DHYD	LOC119067204|XP_037025941.1|BCOP
OG0004551	LOC111596985|XP_023167237.1|DHYD	LOC119067202|XP_037025939.1|BCOP
OG0004552	LOC111605618|XP_023180024.2|DHYD	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP
OG0004553	LOC111605202|XP_023179378.2|DHYD	LOC119080846|XP_037045303.1|BCOP
OG0004554	LOC111595368|XP_023164822.2|DHYD	LOC119084445|XP_037050324.1|BCOP
OG0004555	LOC111595354|XP_023164799.2|DHYD	LOC119084399|XP_037050261.1|BCOP
OG0004556	LOC111603197|XP_023176453.2|DHYD	LOC119067304|XP_037026106.1|BCOP
OG0004557	LOC111605253|XP_030079966.1|DHYD	LOC119068404|XP_037027861.1|BCOP
OG0004558	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD	LOC119070330|XP_037030495.1|BCOP
OG0004559	LOC111602977|XP_023176139.1|DHYD	LOC119070381|XP_037030589.1|BCOP
OG0004560	LOC111598514|XP_023169556.2|DHYD	LOC119067485|XP_037026380.1|BCOP
OG0004561	LOC111596965|XP_023167210.1|DHYD	LOC119070516|XP_037030775.1|BCOP
OG0004562	LOC111595211|XP_023164588.1|DHYD	LOC119068461|XP_037027942.1|BCOP
OG0004563	LOC111595209|XP_023164585.2|DHYD	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP
OG0004564	LOC111596690|XP_023166771.1|DHYD	LOC119068468|XP_037027960.1|BCOP
OG0004565	LOC111605444|XP_023179729.2|DHYD	LOC119080208|XP_037044345.1|BCOP
OG0004566	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP
OG0004567	LOC111591988|XP_023159712.1|DHYD	LOC119077123|XP_037040191.1|BCOP
OG0004568	LOC111604600|XP_023178482.2|DHYD	LOC119069478|XP_037029438.1|BCOP
OG0004569	LOC111605593|XP_023179969.1|DHYD	LOC119069764|XP_037029791.1|BCOP
OG0004570	LOC111600715|XP_023172741.2|DHYD	LOC119068564|XP_037028088.1|BCOP
OG0004571	LOC111603175|XP_023176424.1|DHYD	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP
OG0004572	LOC111599135|XP_023170467.1|DHYD	LOC119069648|XP_037029666.1|BCOP
OG0004573	LOC111596584|XP_023166631.2|DHYD	LOC119082219|XP_037047571.1|BCOP
OG0004574	LOC111597256|XP_023167627.1|DHYD	LOC119081830|XP_037046962.1|BCOP
OG0004575	LOC111597260|XP_023167632.2|DHYD	LOC119081609|XP_037046550.1|BCOP
OG0004576	LOC111602770|XP_023175801.2|DHYD	LOC119069763|XP_037029790.1|BCOP
OG0004577	LOC111605590|XP_023179962.1|DHYD	LOC119081218|XP_037045837.1|BCOP
OG0004578	LOC111600174|XP_023171936.1|DHYD	LOC119067330|XP_037026129.1|BCOP
OG0004579	LOC111599299|XP_023170670.2|DHYD	LOC119079029|XP_037042705.1|BCOP
OG0004580	LOC111605525|XP_023179854.1|DHYD	LOC119069435|XP_037029387.1|BCOP
OG0004581	LOC111602664|XP_023175616.1|DHYD	LOC119067988|XP_037027239.1|BCOP
OG0004582	LOC111602001|XP_023174658.1|DHYD	LOC119084970|XP_037051019.1|BCOP
OG0004583	LOC111594073|XP_023162980.2|DHYD	LOC119070057|XP_037030246.1|BCOP
OG0004584	LOC111597991|XP_023168738.1|DHYD	LOC119069691|XP_037029712.1|BCOP
OG0004586	LOC111605134|XP_030079418.1|DHYD	LOC119084442|XP_037050318.1|BCOP
OG0004587	LOC111597803|XP_023168456.1|DHYD	LOC119067514|XP_037026425.1|BCOP
OG0004588	LOC111597833|XP_023168497.1|DHYD	LOC119067539|XP_037026491.1|BCOP
OG0004589	LOC111597433|XP_030080051.1|DHYD	LOC119084485|XP_037050370.1|BCOP
OG0004590	LOC111597886|XP_023168589.2|DHYD	LOC119082439|XP_037047867.1|BCOP
OG0004591	LOC111597830|XP_023168494.2|DHYD	LOC119081818|XP_037046952.1|BCOP
OG0004592	LOC111593010|XP_023161313.1|DHYD	LOC119070594|XP_037030909.1|BCOP
OG0004593	LOC111605316|XP_023179547.2|DHYD	LOC119085605|XP_037051923.1|BCOP
OG0004594	LOC111603367|XP_030079538.1|DHYD	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP
OG0004595	LOC111598333|XP_023169303.1|DHYD	LOC119070297|XP_037030458.1|BCOP
OG0004596	LOC111591993|XP_030079921.1|DHYD	LOC119068560|XP_037028083.1|BCOP
OG0004597	LOC111596718|XP_023166808.1|DHYD	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP
OG0004598	LOC111592434|XP_023160385.1|DHYD	LOC119085726|XP_037052070.1|BCOP
OG0004599	LOC111600897|XP_030079016.1|DHYD, LOC115483197|XP_030080271.1|DHYD	LOC119070918|XP_037031349.1|BCOP
OG0004600	LOC111597235|XP_030078958.1|DHYD	LOC119074611|XP_037036765.1|BCOP
OG0004601	LOC111596708|XP_030078965.1|DHYD	LOC119067134|XP_037025825.1|BCOP
OG0004602	LOC111594998|XP_023164265.1|DHYD	LOC119068030|XP_037027288.1|BCOP
OG0004603	LOC111599182|XP_023170536.2|DHYD	LOC119068061|XP_037027358.1|BCOP
OG0004604	LOC111603093|XP_023176321.2|DHYD	LOC119085599|XP_037051915.1|BCOP
OG0004605	LOC111596530|XP_023166568.2|DHYD	LOC119080428|XP_037044680.1|BCOP
OG0004606	LOC111596705|XP_023166792.2|DHYD	LOC119081649|XP_037046629.1|BCOP
OG0004607	LOC111605305|XP_030079965.1|DHYD	LOC119082175|XP_037047487.1|BCOP
OG0004608	LOC111598334|XP_023169304.2|DHYD	LOC119068053|XP_037027340.1|BCOP
OG0004609	LOC111594069|XP_023162970.1|DHYD	LOC119068094|XP_037027410.1|BCOP
OG0004610	LOC111597393|XP_023167827.1|DHYD	LOC119070450|XP_037030696.1|BCOP
OG0004611	LOC111592461|XP_023160428.1|DHYD	LOC119070098|XP_037030306.1|BCOP
OG0004612	LOC111592463|XP_023160432.1|DHYD	LOC119070101|XP_037030311.1|BCOP
OG0004613	LOC111602625|XP_023175555.2|DHYD	LOC119069338|XP_037029302.1|BCOP
OG0004614	LOC111603134|XP_023176377.2|DHYD	LOC119067399|XP_037026239.1|BCOP
OG0004615	LOC111605348|XP_023179595.2|DHYD	LOC119069991|XP_037030126.1|BCOP
OG0004616	LOC111596805|XP_023166934.2|DHYD	LOC119067136|XP_037025828.1|BCOP
OG0004617	LOC111596069|XP_023165890.1|DHYD	LOC119067120|XP_037025791.1|BCOP
OG0004618	LOC111595904|XP_023165613.2|DHYD	LOC119067259|XP_037026031.1|BCOP
OG0004619	LOC111597844|XP_023168519.2|DHYD	LOC119069636|XP_037029637.1|BCOP
OG0004620	LOC111601774|XP_023174288.2|DHYD	LOC119068567|XP_037028103.1|BCOP
OG0004621	LOC111598896|XP_023170129.2|DHYD	LOC119081848|XP_037046985.1|BCOP
OG0004622	LOC111592932|XP_023161158.2|DHYD	LOC119081943|XP_037047106.1|BCOP
OG0004623	LOC111592703|XP_023160854.1|DHYD	LOC119068698|XP_037028284.1|BCOP
OG0004624	LOC111603618|XP_023177056.1|DHYD	LOC119081669|XP_037046647.1|BCOP
OG0004625	LOC111598192|XP_023169086.2|DHYD	LOC119085631|XP_037051962.1|BCOP
OG0004626	LOC111598188|XP_030078888.1|DHYD	LOC119069080|XP_037028853.1|BCOP
OG0004627	LOC111596035|XP_023165832.2|DHYD	LOC119074320|XP_037036275.1|BCOP
OG0004628	LOC111603857|XP_023177468.1|DHYD	LOC119080060|XP_037044167.1|BCOP
OG0004629	LOC111601987|XP_030080613.1|DHYD	LOC119084939|XP_037050979.1|BCOP
OG0004630	LOC111597810|XP_023168466.2|DHYD	LOC119069538|XP_037029509.1|BCOP
OG0004631	LOC111596543|XP_023166587.2|DHYD	LOC119069944|XP_037030065.1|BCOP
OG0004632	LOC111596534|XP_023166575.1|DHYD	LOC119069943|XP_037030063.1|BCOP
OG0004633	LOC111592689|XP_023160824.1|DHYD	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP
OG0004635	LOC111592359|XP_023160284.2|DHYD	LOC119068836|XP_037028520.1|BCOP
OG0004636	LOC111594893|XP_023164148.2|DHYD	LOC119067512|XP_037026420.1|BCOP
OG0004637	LOC111596458|XP_030079401.1|DHYD	LOC119067412|XP_037026255.1|BCOP
OG0004638	LOC111600167|XP_023171927.2|DHYD	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP
OG0004640	LOC111603283|XP_023176564.2|DHYD	LOC119069317|XP_037029265.1|BCOP
OG0004641	LOC111596785|XP_023166906.1|DHYD	LOC119079520|XP_037043382.1|BCOP
OG0004642	LOC111596468|XP_023166487.2|DHYD	LOC119066985|XP_037025605.1|BCOP
OG0004643	LOC111601418|XP_023173762.1|DHYD	LOC119074926|XP_037037215.1|BCOP
OG0004644	LOC111595735|XP_023165394.2|DHYD	LOC119069417|XP_037029365.1|BCOP
OG0004645	LOC111599041|XP_023170324.1|DHYD	LOC119069141|XP_037028942.1|BCOP
OG0004646	LOC111597854|XP_023168534.1|DHYD	LOC119081486|XP_037046381.1|BCOP
OG0004647	LOC111598864|XP_023170079.1|DHYD	LOC119070072|XP_037030265.1|BCOP
OG0004648	LOC111603117|XP_023176356.1|DHYD	LOC119068990|XP_037028759.1|BCOP
OG0004649	LOC111591910|XP_023159598.1|DHYD	LOC119069622|XP_037029610.1|BCOP
OG0004650	LOC111592543|XP_023160593.2|DHYD	LOC119067436|XP_037026305.1|BCOP
OG0004651	LOC111601458|XP_023173806.2|DHYD	LOC119068302|XP_037027738.1|BCOP
OG0004652	LOC111603284|XP_023176565.2|DHYD	LOC119070252|XP_037030415.1|BCOP
OG0004653	LOC111594910|XP_030081820.1|DHYD	LOC119067807|XP_037026853.1|BCOP
OG0004654	LOC111599321|XP_023170705.2|DHYD	LOC119068922|XP_037028680.1|BCOP
OG0004655	LOC111603659|XP_023177111.1|DHYD	LOC119082717|XP_037048192.1|BCOP
OG0004656	LOC111601901|XP_023174511.1|DHYD	LOC119067815|XP_037026869.1|BCOP
OG0004657	LOC111592003|XP_023159751.2|DHYD	LOC119069679|XP_037029695.1|BCOP
OG0004658	LOC111601786|XP_023174321.2|DHYD	LOC119069799|XP_037029849.1|BCOP
OG0004659	LOC111598553|XP_023169614.1|DHYD	LOC119068690|XP_037028272.1|BCOP
OG0004660	LOC111598359|XP_023169340.2|DHYD	LOC119079574|XP_037043456.1|BCOP
OG0004661	LOC111601531|XP_023173932.2|DHYD	LOC119069189|XP_037029030.1|BCOP
OG0004662	LOC111603431|XP_023176784.1|DHYD	LOC119067544|XP_037026502.1|BCOP
OG0004663	LOC111593409|XP_023161901.2|DHYD	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP
OG0004664	LOC111593494|XP_023162026.2|DHYD	LOC119068769|XP_037028419.1|BCOP
OG0004665	LOC111605271|XP_030079967.1|DHYD	LOC119083302|XP_037048889.1|BCOP
OG0004666	LOC111602723|XP_023175736.1|DHYD	LOC119067848|XP_037026975.1|BCOP
OG0004667	LOC111602708|XP_023175713.1|DHYD	LOC119067854|XP_037026987.1|BCOP
OG0004668	LOC111604025|XP_023177650.1|DHYD	LOC119068754|XP_037028369.1|BCOP
OG0004669	LOC111605052|XP_023179157.1|DHYD	LOC119068757|XP_037028389.1|BCOP
OG0004670	LOC111604215|XP_023177950.1|DHYD	LOC119070365|XP_037030560.1|BCOP
OG0004671	LOC111598287|XP_023169238.1|DHYD	LOC119079074|XP_037042779.1|BCOP
OG0004672	LOC111595686|XP_023165295.2|DHYD	LOC119084519|XP_037050431.1|BCOP
OG0004673	LOC111597045|XP_023167332.1|DHYD	LOC119074468|XP_037036504.1|BCOP
OG0004674	LOC111603508|XP_023176884.1|DHYD	LOC119085035|XP_037051128.1|BCOP
OG0004675	LOC111603496|XP_023176871.1|DHYD	LOC119085062|XP_037051200.1|BCOP
OG0004676	LOC111594417|XP_023163470.2|DHYD	LOC119069261|XP_037029213.1|BCOP
OG0004677	LOC111604200|XP_023177924.1|DHYD	LOC119082364|XP_037047781.1|BCOP
OG0004678	LOC111602685|XP_023175674.2|DHYD	LOC119081925|XP_037047077.1|BCOP
OG0004679	LOC111601427|XP_023173771.2|DHYD	LOC119067916|XP_037027112.1|BCOP
OG0004680	LOC111601536|XP_023173937.2|DHYD	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP
OG0004681	LOC111602773|XP_023175803.1|DHYD	LOC119069774|XP_037029807.1|BCOP
OG0004682	LOC111601186|XP_023173435.1|DHYD	LOC119069517|XP_037029490.1|BCOP
OG0004683	LOC111594632|XP_023163794.2|DHYD	LOC119080463|XP_037044734.1|BCOP
OG0004684	LOC111601982|XP_023174633.2|DHYD	LOC119067424|XP_037026290.1|BCOP
OG0004685	LOC111604259|XP_023178018.1|DHYD	LOC119069117|XP_037028905.1|BCOP
OG0004686	LOC111604850|XP_023178851.1|DHYD	LOC119069118|XP_037028910.1|BCOP
OG0004687	LOC111604263|XP_023178027.2|DHYD	LOC119069113|XP_037028901.1|BCOP
OG0004688	LOC111597189|XP_023167527.2|DHYD	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP
OG0004689	LOC111601527|XP_023173921.1|DHYD	LOC119070463|XP_037030713.1|BCOP
OG0004690	LOC111600833|XP_023172905.1|DHYD	LOC119067875|XP_037027038.1|BCOP
OG0004691	LOC111599442|XP_023170865.2|DHYD	LOC119067882|XP_037027056.1|BCOP
OG0004692	LOC111602853|XP_023175940.2|DHYD	LOC119069334|XP_037029294.1|BCOP
OG0004693	LOC111602707|XP_023175716.1|DHYD	LOC119069335|XP_037029296.1|BCOP
OG0004694	LOC115483696|XP_030081612.1|DHYD, LOC111600804|XP_023172862.1|DHYD	LOC119069931|XP_037030050.1|BCOP
OG0004695	LOC111603510|XP_023176888.2|DHYD	LOC119085775|XP_037052164.1|BCOP
OG0004696	LOC111600726|XP_023172766.2|DHYD	LOC119067271|XP_037026045.1|BCOP
OG0004697	LOC111602832|XP_023175910.1|DHYD	LOC119083569|XP_037049208.1|BCOP
OG0004698	LOC111593006|XP_023161302.1|DHYD	LOC119070142|XP_037030365.1|BCOP
OG0004699	LOC111601754|XP_023174261.1|DHYD	LOC119068528|XP_037028033.1|BCOP
OG0004700	LOC111605503|XP_023179821.2|DHYD	LOC119085391|XP_037051682.1|BCOP
OG0004701	LOC111598499|XP_023169526.1|DHYD	LOC119085009|XP_037051087.1|BCOP
OG0004702	LOC111602782|XP_023175821.2|DHYD	LOC119081642|XP_037046618.1|BCOP
OG0004703	LOC111605516|XP_023179840.2|DHYD	LOC119070468|XP_037030719.1|BCOP
OG0004704	LOC111593671|XP_023162327.2|DHYD	LOC119067944|XP_037027156.1|BCOP
OG0004705	LOC111602648|XP_023175584.1|DHYD	LOC119066382|XP_037024709.1|BCOP
OG0004706	LOC111592840|XP_023161034.2|DHYD	LOC119069967|XP_037030097.1|BCOP
OG0004707	LOC111600864|XP_023172952.2|DHYD	LOC119068233|XP_037027644.1|BCOP
OG0004708	LOC111595323|XP_023164752.2|DHYD	LOC119067010|XP_037025632.1|BCOP
OG0004709	LOC111595954|XP_023165697.1|DHYD	LOC119067468|XP_037026352.1|BCOP
OG0004710	LOC111601496|XP_023173851.2|DHYD	LOC119067263|XP_037026037.1|BCOP
OG0004711	LOC111602921|XP_023176039.1|DHYD	LOC119070403|XP_037030622.1|BCOP
OG0004712	LOC111605552|XP_023179883.1|DHYD	LOC119074248|XP_037036167.1|BCOP
OG0004713	LOC111596496|XP_030080810.1|DHYD	LOC119085702|XP_037052046.1|BCOP
OG0004714	LOC111597166|XP_023167493.1|DHYD	LOC119082075|XP_037047314.1|BCOP
OG0004715	LOC111600353|XP_023172193.1|DHYD	LOC119066127|XP_037024308.1|BCOP
OG0004716	LOC111596489|XP_023166518.2|DHYD	LOC119067216|XP_037025954.1|BCOP
OG0004717	LOC111603190|XP_023176442.2|DHYD	LOC119068114|XP_037027455.1|BCOP
OG0004718	LOC111599380|XP_023170782.2|DHYD	LOC119078746|XP_037042340.1|BCOP
OG0004719	LOC111601985|XP_023174637.2|DHYD	LOC119069959|XP_037030085.1|BCOP
OG0004720	LOC111602785|XP_023175824.1|DHYD	LOC119068883|XP_037028643.1|BCOP
OG0004721	LOC111603298|XP_023176590.2|DHYD	LOC119067982|XP_037027224.1|BCOP
OG0004722	LOC111595240|XP_023164646.2|DHYD	LOC119069923|XP_037030038.1|BCOP
OG0004723	LOC111593472|XP_023162001.2|DHYD	LOC119067572|XP_037026551.1|BCOP
OG0004724	LOC111596185|XP_023166060.1|DHYD	LOC119070559|XP_037030860.1|BCOP
OG0004725	LOC111594566|XP_023163691.2|DHYD	LOC119070563|XP_037030866.1|BCOP
OG0004726	LOC111603501|XP_023176876.2|DHYD	LOC119069953|XP_037030077.1|BCOP
OG0004727	LOC111605489|XP_023179802.2|DHYD	LOC119068215|XP_037027604.1|BCOP
OG0004728	LOC111605517|XP_023179843.1|DHYD	LOC119068218|XP_037027606.1|BCOP
OG0004729	LOC111603097|XP_023176325.2|DHYD	LOC119068800|XP_037028470.1|BCOP
OG0004730	LOC111602235|XP_023174987.2|DHYD	LOC119066254|XP_037024485.1|BCOP
OG0004731	LOC111601407|XP_023173733.1|DHYD	LOC119070081|XP_037030284.1|BCOP
OG0004732	LOC111603583|XP_023177004.2|DHYD	LOC119070359|XP_037030549.1|BCOP
OG0004733	LOC111603645|XP_023177092.2|DHYD	LOC119079430|XP_037043236.1|BCOP
OG0004734	LOC111594804|XP_023164034.2|DHYD	LOC119067926|XP_037027133.1|BCOP
OG0004735	LOC111601512|XP_023173875.2|DHYD	LOC119069171|XP_037028977.1|BCOP
OG0004736	LOC111605461|XP_023179746.2|DHYD	LOC119068103|XP_037027422.1|BCOP
OG0004737	LOC111596030|XP_023165829.2|DHYD	LOC119067052|XP_037025692.1|BCOP
OG0004738	LOC111596467|XP_023166491.2|DHYD	LOC119068538|XP_037028047.1|BCOP, LOC119067045|XP_037025683.1|BCOP
OG0004739	LOC115483797|XP_030081913.1|DHYD, LOC111602955|XP_023176099.2|DHYD	LOC119069316|XP_037029263.1|BCOP
OG0004740	LOC111598569|XP_023169638.2|DHYD	LOC119067892|XP_037027074.1|BCOP
OG0004741	LOC111604251|XP_023178005.2|DHYD	LOC119067879|XP_037027044.1|BCOP
OG0004742	LOC111594130|XP_030079792.1|DHYD	LOC119085059|XP_037051171.1|BCOP
OG0004743	LOC111592685|XP_023160819.2|DHYD	LOC119069096|XP_037028884.1|BCOP
OG0004744	LOC111601160|XP_023173408.1|DHYD	LOC119078060|XP_037041386.1|BCOP
OG0004745	LOC111604885|XP_030078765.1|DHYD	LOC119067589|XP_037026582.1|BCOP
OG0004746	LOC111604642|XP_030078616.1|DHYD	LOC119069828|XP_037029885.1|BCOP
OG0004747	LOC111598899|XP_023170134.2|DHYD	LOC119069829|XP_037029886.1|BCOP
OG0004748	LOC111604641|XP_030078648.1|DHYD	LOC119075771|XP_037038213.1|BCOP
OG0004749	LOC111600613|XP_023172574.1|DHYD	LOC119069481|XP_037029443.1|BCOP
OG0004750	LOC111597876|XP_023168569.1|DHYD	LOC119069260|XP_037029212.1|BCOP
OG0004751	LOC111594962|XP_023164229.2|DHYD	LOC119069668|XP_037029682.1|BCOP
OG0004752	LOC111597766|XP_023168392.2|DHYD	LOC119069343|XP_037029309.1|BCOP
OG0004753	LOC111594492|XP_023163570.1|DHYD	LOC119067355|XP_037026159.1|BCOP
OG0004754	LOC111603246|XP_023176521.1|DHYD	LOC119067352|XP_037026157.1|BCOP
OG0004755	LOC111600634|XP_023172607.1|DHYD	LOC119080984|XP_037045527.1|BCOP
OG0004756	LOC111600709|XP_023172733.2|DHYD	LOC119080730|XP_037045153.1|BCOP
OG0004757	LOC111594587|XP_023163713.2|DHYD	LOC119067873|XP_037027030.1|BCOP
OG0004758	LOC111601342|XP_023173641.2|DHYD	LOC119070554|XP_037030850.1|BCOP
OG0004759	LOC111605433|XP_023179716.1|DHYD	LOC119069605|XP_037029591.1|BCOP
OG0004760	LOC111602645|XP_023175579.2|DHYD	LOC119070578|XP_037030880.1|BCOP
OG0004761	LOC111602537|XP_023175447.2|DHYD	LOC119069129|XP_037028924.1|BCOP
OG0004762	LOC111592584|XP_023160665.1|DHYD	LOC119067783|XP_037026816.1|BCOP
OG0004763	LOC111592930|XP_023161157.1|DHYD	LOC119067997|XP_037027252.1|BCOP
OG0004764	LOC111593255|XP_023161687.1|DHYD	LOC119067356|XP_037026160.1|BCOP
OG0004765	LOC111601768|XP_030081568.1|DHYD	LOC119069468|XP_037029415.1|BCOP
OG0004766	LOC111593690|XP_023162356.1|DHYD	LOC119067506|XP_037026412.1|BCOP
OG0004767	LOC111605482|XP_023179785.2|DHYD	LOC119070408|XP_037030630.1|BCOP
OG0004768	LOC111605524|XP_023179853.2|DHYD	LOC119069191|XP_037029032.1|BCOP
OG0004769	LOC111599003|XP_023170282.2|DHYD	LOC119079864|XP_037043837.1|BCOP
OG0004770	LOC111601337|XP_023173634.1|DHYD	LOC119074486|XP_037036528.1|BCOP
OG0004771	LOC111596424|XP_023166404.2|DHYD	LOC119068586|XP_037028127.1|BCOP
OG0004772	LOC111602717|XP_030078721.1|DHYD	LOC119084665|XP_037050639.1|BCOP
OG0004773	LOC111600663|XP_023172656.1|DHYD	LOC119067991|XP_037027247.1|BCOP
OG0004774	LOC111600664|XP_023172657.1|DHYD, LOC115482730|XP_030081894.1|DHYD	LOC119067992|XP_037027248.1|BCOP
OG0004775	LOC111595727|XP_023165349.1|DHYD	LOC119067990|XP_037027244.1|BCOP
OG0004776	LOC111593823|XP_023162623.2|DHYD	LOC119085433|XP_037051748.1|BCOP
OG0004777	LOC111600847|XP_023172920.1|DHYD	LOC119069288|XP_037029251.1|BCOP
OG0004778	LOC111600407|XP_023172256.1|DHYD	LOC119068433|XP_037027898.1|BCOP
OG0004779	LOC111602791|XP_023175836.2|DHYD	LOC119073964|XP_037035763.1|BCOP
OG0004780	LOC111599157|XP_023170496.1|DHYD	LOC119078505|XP_037041959.1|BCOP
OG0004781	LOC111604256|XP_023178014.2|DHYD	LOC119069795|XP_037029836.1|BCOP
OG0004782	LOC111602699|XP_023175699.2|DHYD	LOC119070124|XP_037030338.1|BCOP
OG0004783	LOC111603211|XP_023176476.1|DHYD	LOC119083283|XP_037048870.1|BCOP
OG0004784	LOC111594550|XP_023163671.1|DHYD	LOC119068807|XP_037028475.1|BCOP
OG0004785	LOC111594564|XP_023163689.1|DHYD	LOC119068935|XP_037028694.1|BCOP
OG0004786	LOC111594586|XP_023163712.1|DHYD	LOC119069254|XP_037029203.1|BCOP
OG0004787	LOC111594443|XP_023163498.1|DHYD	LOC119069280|XP_037029237.1|BCOP
OG0004788	LOC111594607|XP_023163750.2|DHYD	LOC119069238|XP_037029174.1|BCOP
OG0004789	LOC111594444|XP_023163499.2|DHYD	LOC119069256|XP_037029205.1|BCOP
OG0004790	LOC111597104|XP_030080688.1|DHYD	LOC119069286|XP_037029249.1|BCOP
OG0004791	LOC111597155|XP_030080685.1|DHYD	LOC119069204|XP_037029070.1|BCOP
OG0004792	LOC111603485|XP_023176850.1|DHYD	LOC119067931|XP_037027140.1|BCOP
OG0004793	LOC111594815|XP_023164045.2|DHYD	LOC119067371|XP_037026178.1|BCOP
OG0004794	LOC111605587|XP_023179958.2|DHYD	LOC119070535|XP_037030803.1|BCOP
OG0004795	LOC111603245|XP_023176520.2|DHYD	LOC119070441|XP_037030686.1|BCOP
OG0004796	LOC111596411|XP_023166390.1|DHYD	LOC119067762|XP_037026789.1|BCOP
OG0004797	LOC111598219|XP_030080666.1|DHYD	LOC119069040|XP_037028803.1|BCOP
OG0004799	LOC111605464|XP_023179751.2|DHYD	LOC119081245|XP_037045871.1|BCOP
OG0004800	LOC111593264|XP_023161699.1|DHYD	LOC119067464|XP_037026345.1|BCOP
OG0004801	LOC111598517|XP_023169561.2|DHYD	LOC119076307|XP_037038908.1|BCOP
OG0004802	LOC111600669|XP_023172685.2|DHYD	LOC119073243|XP_037034453.1|BCOP
OG0004803	LOC111600231|XP_030080753.1|DHYD	LOC119070484|XP_037030732.1|BCOP
OG0004804	LOC111605475|XP_023179777.2|DHYD	LOC119070545|XP_037030813.1|BCOP
OG0004805	LOC111593678|XP_023162338.2|DHYD	LOC119067280|XP_037026052.1|BCOP
OG0004806	LOC111591982|XP_023159701.1|DHYD	LOC119068779|XP_037028433.1|BCOP
OG0004807	LOC111600843|XP_023172916.1|DHYD	LOC119079932|XP_037043930.1|BCOP
OG0004808	LOC111594620|XP_023163779.1|DHYD	LOC119077387|XP_037040481.1|BCOP
OG0004809	LOC115483778|XP_030081880.1|DHYD, LOC111600697|XP_023172720.1|DHYD	LOC119083955|XP_037049661.1|BCOP
OG0004810	LOC111600708|XP_023172732.1|DHYD	LOC119083935|XP_037049648.1|BCOP
OG0004811	LOC111596652|XP_023166719.1|DHYD	LOC119070082|XP_037030285.1|BCOP
OG0004812	LOC111593692|XP_023162359.2|DHYD	LOC119069596|XP_037029581.1|BCOP
OG0004813	LOC111603657|XP_023177109.2|DHYD	LOC119079861|XP_037043833.1|BCOP
OG0004814	LOC111605427|XP_023179704.2|DHYD	LOC119067023|XP_037025646.1|BCOP
OG0004815	LOC111605129|XP_023179261.2|DHYD	LOC119083592|XP_037049229.1|BCOP
OG0004816	LOC111603178|XP_023176427.2|DHYD	LOC119069056|XP_037028825.1|BCOP
OG0004817	LOC111603145|XP_023176389.2|DHYD	LOC119069060|XP_037028830.1|BCOP
OG0004818	LOC111602769|XP_023175800.1|DHYD	LOC119067224|XP_037025965.1|BCOP
OG0004819	LOC111599596|XP_023171047.2|DHYD	LOC119068473|XP_037027980.1|BCOP
OG0004820	LOC111594622|XP_023163780.2|DHYD	LOC119068667|XP_037028244.1|BCOP
OG0004821	LOC111596419|XP_023166398.2|DHYD	LOC119085770|XP_037052157.1|BCOP
OG0004822	LOC111601498|XP_023173855.2|DHYD	LOC119069781|XP_037029818.1|BCOP
OG0004823	LOC111594411|XP_023163455.2|DHYD	LOC119068767|XP_037028415.1|BCOP
OG0004824	LOC111594412|XP_023163464.1|DHYD	LOC119068789|XP_037028443.1|BCOP
OG0004825	LOC111594132|XP_023163060.1|DHYD	LOC119085044|XP_037051150.1|BCOP
OG0004826	LOC111595589|XP_023165171.2|DHYD	LOC119085265|XP_037051511.1|BCOP
OG0004827	LOC111595699|XP_023165315.2|DHYD	LOC119068308|XP_037027748.1|BCOP
OG0004828	LOC111602676|XP_023175658.1|DHYD	LOC119069743|XP_037029777.1|BCOP
OG0004829	LOC111596501|XP_023166530.2|DHYD	LOC119080458|XP_037044723.1|BCOP, LOC119069839|XP_037029902.1|BCOP
OG0004830	LOC111598547|XP_030080580.1|DHYD	LOC119067939|XP_037027150.1|BCOP
OG0004831	LOC111600460|XP_023172329.1|DHYD	LOC119073984|XP_037035790.1|BCOP, LOC119073982|XP_037035788.1|BCOP
OG0004832	LOC111596086|XP_023165918.1|DHYD	LOC119073289|XP_037034570.1|BCOP, LOC119079077|XP_037042822.1|BCOP
