Orthogroup	DHYD.longest_only	HILL.longest_only
OG0004003	LOC111592654|XP_030079150.1|DHYD	LOC119660736|XP_037925340.1|HILL
OG0004004	LOC111601938|XP_023174560.1|DHYD	LOC119650062|XP_037908487.1|HILL
OG0004005	LOC111599203|XP_023170561.1|DHYD	LOC119652589|XP_037912745.1|HILL
OG0004006	LOC111594647|XP_023163811.2|DHYD	LOC119646836|XP_037903381.1|HILL
OG0004007	LOC111599381|XP_023170786.1|DHYD	LOC119647088|XP_037903787.1|HILL
OG0004008	LOC111602455|XP_030079239.1|DHYD	LOC119647026|XP_037903692.1|HILL
OG0004009	LOC111599377|XP_023170780.2|DHYD	LOC119661719|XP_037927101.1|HILL
OG0004010	LOC111600401|XP_023172248.2|DHYD	LOC119650924|XP_037910079.1|HILL
OG0004011	LOC111600387|XP_023172231.1|DHYD	LOC119651534|XP_037911094.1|HILL
OG0004012	LOC111605454|XP_030080703.1|DHYD	LOC119651465|XP_037911000.1|HILL
OG0004013	LOC111600427|XP_023172281.1|DHYD	LOC119651695|XP_037911333.1|HILL, LOC119650968|XP_037910152.1|HILL
OG0004014	LOC111604287|XP_023178071.2|DHYD	LOC119651657|XP_037911272.1|HILL
OG0004015	LOC111605507|XP_023179827.2|DHYD	LOC119655912|XP_037918002.1|HILL
OG0004016	LOC111596642|XP_023166704.2|DHYD	LOC119652450|XP_037912527.1|HILL
OG0004017	LOC111599146|XP_023170482.2|DHYD	LOC119661734|XP_037927128.1|HILL, LOC119661336|XP_037926566.1|HILL
OG0004018	LOC111593828|XP_023162629.1|DHYD	LOC119646677|XP_037903140.1|HILL
OG0004019	LOC111594675|XP_023163853.2|DHYD	LOC119646985|XP_037903624.1|HILL
OG0004020	LOC111595799|XP_023165457.2|DHYD	LOC119661712|XP_037927094.1|HILL
OG0004021	LOC111595805|XP_023165463.2|DHYD	LOC119661493|XP_037926786.1|HILL
OG0004022	LOC111602483|XP_023175314.1|DHYD	LOC119654656|XP_037916076.1|HILL
OG0004023	LOC111594567|XP_023163696.2|DHYD	LOC119650530|XP_037909292.1|HILL
OG0004024	LOC111596372|XP_023166341.2|DHYD, LOC115482739|XP_030080543.1|DHYD	LOC119652724|XP_037912945.1|HILL
OG0004025	LOC111603641|XP_023177091.1|DHYD	LOC119657063|XP_037919748.1|HILL
OG0004026	LOC111599357|XP_023170757.2|DHYD	LOC119647972|XP_037905277.1|HILL
OG0004027	LOC111594963|XP_030081995.1|DHYD	LOC119646693|XP_037903185.1|HILL
OG0004028	LOC111602213|XP_023174957.2|DHYD	LOC119651902|XP_037911655.1|HILL
OG0004029	LOC111603864|XP_023177438.1|DHYD	LOC119652616|XP_037912782.1|HILL
OG0004030	LOC111600092|XP_023171799.1|DHYD	LOC119655027|XP_037916633.1|HILL
OG0004031	LOC111599338|XP_030079235.1|DHYD	LOC119652951|XP_037913272.1|HILL
OG0004032	LOC111594096|XP_023163017.1|DHYD	LOC119652244|XP_037912147.1|HILL
OG0004033	LOC111603926|XP_023177520.2|DHYD	LOC119648946|XP_037906793.1|HILL
OG0004034	LOC111605565|XP_023179905.2|DHYD	LOC119649930|XP_037908279.1|HILL
OG0004035	LOC111603755|XP_023177247.2|DHYD	LOC119653780|XP_037914714.1|HILL
OG0004036	LOC111601130|XP_023173354.1|DHYD	LOC119647199|XP_037903939.1|HILL
OG0004037	LOC111592907|XP_023161122.1|DHYD	LOC119650868|XP_037909961.1|HILL
OG0004038	LOC111599120|XP_023170449.1|DHYD	LOC119650114|XP_037908569.1|HILL
OG0004039	LOC111595582|XP_030080407.1|DHYD	LOC119658570|XP_037921949.1|HILL
OG0004040	LOC111593287|XP_023161729.2|DHYD	LOC119661198|XP_037926348.1|HILL
OG0004041	LOC111594049|XP_023162932.1|DHYD	LOC119660869|XP_037925708.1|HILL
OG0004042	LOC111601108|XP_023173322.1|DHYD	LOC119648005|XP_037905325.1|HILL
OG0004043	LOC111601445|XP_023173793.1|DHYD	LOC119661388|XP_037926639.1|HILL
OG0004044	LOC111593985|XP_023162841.1|DHYD	LOC119657540|XP_037920410.1|HILL
OG0004045	LOC111592608|XP_023160707.1|DHYD	LOC119646762|XP_037903269.1|HILL
OG0004046	LOC111599082|XP_023170382.2|DHYD	LOC119646642|XP_037903083.1|HILL
OG0004047	LOC111601138|XP_030080292.1|DHYD	LOC119653963|XP_037915052.1|HILL
OG0004048	LOC111605473|XP_023179765.1|DHYD	LOC119661130|XP_037926257.1|HILL
OG0004049	LOC111602159|XP_023174885.1|DHYD	LOC119661522|XP_037926826.1|HILL
OG0004050	LOC111595762|XP_023165406.2|DHYD	LOC119652199|XP_037912072.1|HILL
OG0004051	LOC111592561|XP_023160627.2|DHYD	LOC119652044|XP_037911911.1|HILL
OG0004052	LOC111602425|XP_030079872.1|DHYD	LOC119660850|XP_037925675.1|HILL
OG0004053	LOC111605236|XP_023179440.2|DHYD	LOC119659144|XP_037923014.1|HILL
OG0004054	LOC111594240|XP_023163218.2|DHYD	LOC119661469|XP_037926760.1|HILL
OG0004055	LOC111601773|XP_030081551.1|DHYD	LOC119659768|XP_037923955.1|HILL
OG0004056	LOC111595810|XP_023165474.1|DHYD	LOC119655830|XP_037917866.1|HILL
OG0004057	LOC111604435|XP_023178268.1|DHYD	LOC119654843|XP_037916350.1|HILL, LOC119660715|XP_037925285.1|HILL
OG0004058	LOC111601680|XP_023174147.2|DHYD	LOC119648997|XP_037906855.1|HILL
OG0004059	LOC111592377|XP_023160317.2|DHYD	LOC119660440|XP_037924920.1|HILL
OG0004060	LOC111601366|XP_023173668.2|DHYD	LOC119660204|XP_037924567.1|HILL
OG0004061	LOC111605301|XP_023179524.2|DHYD	LOC119653885|XP_037914933.1|HILL
OG0004062	LOC111596946|XP_023167169.1|DHYD	LOC119661013|XP_037926088.1|HILL
OG0004063	LOC111604031|XP_023177656.1|DHYD	LOC119654634|XP_037916034.1|HILL
OG0004064	LOC111595340|XP_023164779.1|DHYD	LOC119648888|XP_037906712.1|HILL
OG0004065	LOC111597014|XP_023167285.2|DHYD	LOC119655811|XP_037917840.1|HILL
OG0004066	LOC111602596|XP_023175523.1|DHYD	LOC119655021|XP_037916623.1|HILL
OG0004067	LOC111605113|XP_023179230.2|DHYD	LOC119654267|XP_037915462.1|HILL
OG0004068	LOC111604792|XP_023178778.1|DHYD	LOC119660141|XP_037924467.1|HILL
OG0004069	LOC111604808|XP_023178796.2|DHYD	LOC119659310|XP_037923253.1|HILL
OG0004070	LOC111601597|XP_023174030.2|DHYD	LOC119649269|XP_037907286.1|HILL
OG0004071	LOC111599794|XP_023171338.2|DHYD	LOC119649268|XP_037907285.1|HILL
OG0004072	LOC111599802|XP_023171349.2|DHYD	LOC119650128|XP_037908585.1|HILL
OG0004073	LOC111593633|XP_023162273.1|DHYD	LOC119654727|XP_037916182.1|HILL, LOC119654726|XP_037916180.1|HILL
OG0004074	LOC111600532|XP_023172438.2|DHYD	LOC119653806|XP_037914757.1|HILL
OG0004075	LOC111598018|XP_023168798.1|DHYD	LOC119654867|XP_037916388.1|HILL
OG0004076	LOC111598017|XP_023168793.2|DHYD	LOC119654866|XP_037916383.1|HILL
OG0004077	LOC111594932|XP_023164192.2|DHYD	LOC119655821|XP_037917855.1|HILL
OG0004078	LOC111595156|XP_023164505.1|DHYD	LOC119660407|XP_037924871.1|HILL
OG0004079	LOC111598424|XP_023169434.1|DHYD	LOC119655063|XP_037916684.1|HILL, LOC119655062|XP_037916683.1|HILL
OG0004080	LOC111596629|XP_023166685.1|DHYD	LOC119656528|XP_037918805.1|HILL
OG0004081	LOC111597926|XP_023168646.2|DHYD	LOC119654934|XP_037916514.1|HILL
OG0004082	LOC111597406|XP_023167860.1|DHYD	LOC119661142|XP_037926277.1|HILL
OG0004083	LOC111602740|XP_023175761.1|DHYD	LOC119657941|XP_037921059.1|HILL
OG0004084	LOC111605065|XP_023179164.2|DHYD	LOC119648060|XP_037905454.1|HILL
OG0004085	LOC111600257|XP_023172072.2|DHYD	LOC119659191|XP_037923080.1|HILL
OG0004086	LOC111597808|XP_023168461.2|DHYD	LOC119660303|XP_037924703.1|HILL
OG0004087	LOC111604881|XP_023178889.1|DHYD	LOC119656154|XP_037918416.1|HILL
OG0004088	LOC111603241|XP_023176515.1|DHYD	LOC119646890|XP_037903455.1|HILL, LOC119659504|XP_037923560.1|HILL
OG0004089	LOC111601823|XP_023174414.2|DHYD	LOC119653440|XP_037913949.1|HILL
OG0004090	LOC111593597|XP_023162222.2|DHYD	LOC119658831|XP_037922493.1|HILL
OG0004092	LOC111592995|XP_023161268.2|DHYD	LOC119654623|XP_037916023.1|HILL
OG0004094	LOC111595003|XP_023164312.2|DHYD	LOC119654768|XP_037916237.1|HILL
OG0004095	LOC111596454|XP_023166449.1|DHYD	LOC119659232|XP_037923135.1|HILL
OG0004096	LOC111597872|XP_023168564.1|DHYD	LOC119659231|XP_037923134.1|HILL
OG0004098	LOC111595041|XP_030081063.1|DHYD	LOC119653995|XP_037915084.1|HILL
OG0004099	LOC111595737|XP_023165353.2|DHYD	LOC119658923|XP_037922674.1|HILL
OG0004100	LOC111595733|XP_023165350.1|DHYD	LOC119660327|XP_037924733.1|HILL
OG0004101	LOC111595734|XP_023165351.1|DHYD	LOC119660189|XP_037924531.1|HILL
OG0004102	LOC111595731|XP_030078796.1|DHYD	LOC119659322|XP_037923274.1|HILL
OG0004103	LOC111595154|XP_023164504.1|DHYD	LOC119658757|XP_037922378.1|HILL
OG0004104	LOC111605542|XP_030079664.1|DHYD	LOC119660232|XP_037924606.1|HILL
OG0004105	LOC111595345|XP_023164787.1|DHYD	LOC119648003|XP_037905316.1|HILL
OG0004106	LOC111605742|XP_023180212.1|DHYD	LOC119649128|XP_037907061.1|HILL
OG0004107	LOC111602927|XP_023176043.2|DHYD	LOC119649913|XP_037908239.1|HILL
OG0004108	LOC111602951|XP_023176081.1|DHYD	LOC119660600|XP_037925204.1|HILL
OG0004109	LOC111593595|XP_023162220.2|DHYD	LOC119659441|XP_037923453.1|HILL
OG0004110	LOC111600932|XP_023173068.1|DHYD	LOC119648781|XP_037906546.1|HILL
OG0004111	LOC111596681|XP_023166753.2|DHYD	LOC119658978|XP_037922786.1|HILL
OG0004112	LOC111600263|XP_023172079.1|DHYD	LOC119659922|XP_037924181.1|HILL
OG0004113	LOC111598158|XP_023169014.1|DHYD	LOC119654970|XP_037916557.1|HILL
OG0004114	LOC111605611|XP_023179994.1|DHYD	LOC119653745|XP_037914596.1|HILL
OG0004115	LOC111605604|XP_023179985.2|DHYD	LOC119654898|XP_037916446.1|HILL
OG0004116	LOC111596671|XP_023166744.2|DHYD	LOC119659995|XP_037924298.1|HILL
OG0004117	LOC111602224|XP_030080287.1|DHYD	LOC119658855|XP_037922536.1|HILL
OG0004118	LOC111604374|XP_023178214.1|DHYD	LOC119654733|XP_037916192.1|HILL
OG0004119	LOC111601335|XP_023173633.1|DHYD	LOC119659398|XP_037923391.1|HILL
OG0004120	LOC111602996|XP_023176160.2|DHYD	LOC119659713|XP_037923895.1|HILL
OG0004121	LOC111598654|XP_030081138.1|DHYD	LOC119648200|XP_037905725.1|HILL
OG0004122	LOC111602983|XP_023176147.1|DHYD	LOC119659561|XP_037923638.1|HILL
OG0004123	LOC111600848|XP_023172921.1|DHYD	LOC119658789|XP_037922426.1|HILL
OG0004124	LOC111593442|XP_030079420.1|DHYD	LOC119653405|XP_037913897.1|HILL
OG0004125	LOC111594461|XP_023163526.1|DHYD	LOC119659998|XP_037924302.1|HILL
OG0004126	LOC111594530|XP_023163633.2|DHYD	LOC119658949|XP_037922749.1|HILL
OG0004127	LOC111603939|XP_023177536.1|DHYD	LOC119646537|XP_037902936.1|HILL
OG0004128	LOC111599553|XP_023170987.1|DHYD	LOC119659630|XP_037923756.1|HILL
OG0004129	LOC111595638|XP_023165220.2|DHYD	LOC119653414|XP_037913908.1|HILL
OG0004130	LOC111602821|XP_030080087.1|DHYD	LOC119654976|XP_037916564.1|HILL
OG0004131	LOC111604628|XP_023178525.1|DHYD	LOC119660618|XP_037925248.1|HILL
OG0004132	LOC111603675|XP_030081542.1|DHYD	LOC119647863|XP_037905061.1|HILL
OG0004133	LOC111595409|XP_023164890.1|DHYD	LOC119658717|XP_037922265.1|HILL
OG0004134	LOC111598566|XP_023169635.2|DHYD	LOC119658992|XP_037922800.1|HILL
OG0004135	LOC111601526|XP_030078793.1|DHYD	LOC119660601|XP_037925205.1|HILL
OG0004136	LOC111599293|XP_023170664.2|DHYD	LOC119660434|XP_037924912.1|HILL, LOC119659047|XP_037922882.1|HILL
OG0004137	LOC111597701|XP_023168307.1|DHYD	LOC119647105|XP_037903811.1|HILL
OG0004138	LOC111597772|XP_023168400.1|DHYD	LOC119653852|XP_037914827.1|HILL
OG0004139	LOC111601642|XP_023174090.2|DHYD	LOC119653401|XP_037913893.1|HILL
OG0004140	LOC111592991|XP_023161261.1|DHYD	LOC119654189|XP_037915314.1|HILL
OG0004141	LOC111595451|XP_023164947.2|DHYD	LOC119654863|XP_037916377.1|HILL
OG0004142	LOC111593466|XP_023161996.2|DHYD	LOC119655455|XP_037917283.1|HILL
OG0004143	LOC111602798|XP_023175860.1|DHYD, LOC115483791|XP_030081909.1|DHYD	LOC119659128|XP_037922981.1|HILL
OG0004144	LOC111603692|XP_023177163.2|DHYD	LOC119648106|XP_037905549.1|HILL
OG0004145	LOC111601057|XP_023173243.2|DHYD	LOC119648376|XP_037906034.1|HILL
OG0004146	LOC111603022|XP_030078813.1|DHYD	LOC119658947|XP_037922745.1|HILL
OG0004147	LOC111603882|XP_023177466.1|DHYD	LOC119655710|XP_037917660.1|HILL
OG0004148	LOC111598280|XP_023169226.2|DHYD	LOC119659920|XP_037924173.1|HILL
OG0004149	LOC111597163|XP_023167489.2|DHYD	LOC119658823|XP_037922483.1|HILL
OG0004150	LOC115483789|XP_030081907.1|DHYD, LOC111602720|XP_023175737.1|DHYD	LOC119658919|XP_037922671.1|HILL
OG0004151	LOC111594488|XP_023163564.2|DHYD	LOC119660117|XP_037924434.1|HILL
OG0004152	LOC111598577|XP_023169651.2|DHYD	LOC119658572|XP_037921948.1|HILL
OG0004153	LOC111605405|XP_023179674.1|DHYD	LOC119654894|XP_037916441.1|HILL
OG0004154	LOC111604661|XP_023178586.1|DHYD	LOC119650286|XP_037908841.1|HILL
OG0004155	LOC111603450|XP_023176806.2|DHYD	LOC119659981|XP_037924278.1|HILL
OG0004157	LOC111595945|XP_023165679.2|DHYD	LOC119656714|XP_037919161.1|HILL, LOC119657114|XP_037919802.1|HILL, LOC119658157|XP_037921353.1|HILL
OG0004158	LOC111597570|XP_023168137.2|DHYD	LOC119659237|XP_037923143.1|HILL
OG0004159	LOC111603551|XP_023176953.1|DHYD	LOC119659511|XP_037923569.1|HILL
OG0004160	LOC111596943|XP_023167166.1|DHYD	LOC119658833|XP_037922500.1|HILL
OG0004161	LOC111602967|XP_023176115.2|DHYD	LOC119659827|XP_037924041.1|HILL
OG0004162	LOC111593335|XP_023161814.1|DHYD	LOC119659968|XP_037924256.1|HILL
OG0004163	LOC111592017|XP_023159777.2|DHYD	LOC119659422|XP_037923426.1|HILL
OG0004164	LOC111599556|XP_023170991.2|DHYD	LOC119659146|XP_037923015.1|HILL
OG0004165	LOC111601254|XP_023173522.2|DHYD	LOC119655725|XP_037917687.1|HILL
OG0004166	LOC111600101|XP_023171830.2|DHYD	LOC119654224|XP_037915369.1|HILL
OG0004167	LOC111604829|XP_023178821.1|DHYD	LOC119658788|XP_037922424.1|HILL
OG0004168	LOC111593683|XP_023162344.2|DHYD	LOC119655900|XP_037917983.1|HILL
OG0004169	LOC111602876|XP_023175971.1|DHYD	LOC119655310|XP_037917066.1|HILL
OG0004170	LOC111601832|XP_023174428.2|DHYD	LOC119653612|XP_037914307.1|HILL
OG0004171	LOC111593441|XP_023161961.2|DHYD	LOC119653611|XP_037914306.1|HILL
OG0004172	LOC111594082|XP_023162993.1|DHYD	LOC119654731|XP_037916187.1|HILL
OG0004173	LOC111598034|XP_023168831.1|DHYD	LOC119654368|XP_037915642.1|HILL
OG0004174	LOC111599693|XP_023171171.2|DHYD	LOC119655925|XP_037918022.1|HILL
OG0004175	LOC111592157|XP_023159975.1|DHYD	LOC119655186|XP_037916878.1|HILL
OG0004176	LOC111601606|XP_023174039.1|DHYD	LOC119654453|XP_037915791.1|HILL
OG0004177	LOC111598642|XP_023169758.2|DHYD	LOC119658881|XP_037922581.1|HILL
OG0004178	LOC111598607|XP_023169707.2|DHYD	LOC119659198|XP_037923088.1|HILL
OG0004179	LOC111593506|XP_023162059.1|DHYD	LOC119646870|XP_037903425.1|HILL
OG0004180	LOC111596689|XP_030078659.1|DHYD	LOC119659251|XP_037923165.1|HILL
OG0004181	LOC111602655|XP_023175599.2|DHYD	LOC119660496|XP_037925019.1|HILL
OG0004182	LOC111598711|XP_023169866.2|DHYD	LOC119648291|XP_037905876.1|HILL
OG0004183	LOC111598729|XP_023169889.2|DHYD	LOC119648949|XP_037906792.1|HILL
OG0004184	LOC111596024|XP_023165820.1|DHYD	LOC119648290|XP_037905875.1|HILL
OG0004185	LOC111592908|XP_023161123.2|DHYD	LOC119653823|XP_037914791.1|HILL
OG0004186	LOC111604645|XP_023178565.1|DHYD	LOC119655616|XP_037917512.1|HILL
OG0004187	LOC111604563|XP_023178430.2|DHYD	LOC119659622|XP_037923747.1|HILL, LOC119652229|XP_037912115.1|HILL
OG0004188	LOC111603025|XP_023176223.2|DHYD	LOC119658891|XP_037922619.1|HILL
OG0004189	LOC111603026|XP_023176224.1|DHYD	LOC119658892|XP_037922623.1|HILL
OG0004190	LOC111603410|XP_023176757.1|DHYD	LOC119658705|XP_037922242.1|HILL
OG0004191	LOC111603391|XP_023176722.1|DHYD	LOC119659177|XP_037923062.1|HILL
OG0004192	LOC111597193|XP_023167531.1|DHYD	LOC119659516|XP_037923574.1|HILL
OG0004193	LOC111602064|XP_023174746.2|DHYD	LOC119654921|XP_037916498.1|HILL
OG0004194	LOC111601354|XP_023173654.2|DHYD	LOC119660253|XP_037924636.1|HILL
OG0004195	LOC111596819|XP_023166954.1|DHYD	LOC119660200|XP_037924555.1|HILL
OG0004196	LOC111596249|XP_023166148.2|DHYD	LOC119659206|XP_037923102.1|HILL
OG0004197	LOC115482801|XP_030078770.1|DHYD, LOC111604562|XP_023178429.2|DHYD	LOC119658760|XP_037922382.1|HILL
OG0004198	LOC111600858|XP_023172945.1|DHYD	LOC119658609|XP_037922018.1|HILL
OG0004199	LOC111598627|XP_023169735.2|DHYD	LOC119660164|XP_037924498.1|HILL
OG0004200	LOC111601217|XP_023173480.2|DHYD	LOC119655002|XP_037916598.1|HILL
OG0004201	LOC111598251|XP_023169183.2|DHYD	LOC119658971|XP_037922777.1|HILL, LOC119648022|XP_037905362.1|HILL
OG0004202	LOC111595214|XP_023164592.1|DHYD	LOC119660209|XP_037924571.1|HILL
OG0004203	LOC111604636|XP_023178546.1|DHYD	LOC119659667|XP_037923816.1|HILL
OG0004204	LOC111605071|XP_023179172.2|DHYD	LOC119650035|XP_037908443.1|HILL
OG0004205	LOC111604315|XP_023178135.1|DHYD	LOC119647653|XP_037904650.1|HILL
OG0004206	LOC111602077|XP_023174776.1|DHYD	LOC119659890|XP_037924140.1|HILL
OG0004207	LOC111602076|XP_023174775.1|DHYD	LOC119660237|XP_037924615.1|HILL
OG0004208	LOC111596436|XP_023166420.1|DHYD	LOC119658849|XP_037922527.1|HILL
OG0004209	LOC111601766|XP_023174274.1|DHYD	LOC119652466|XP_037912560.1|HILL
OG0004210	LOC111602627|XP_023175556.1|DHYD	LOC119651184|XP_037910549.1|HILL
OG0004211	LOC111599350|XP_023170747.2|DHYD	LOC119661652|XP_037927012.1|HILL
OG0004212	LOC111593326|XP_030078690.1|DHYD	LOC119658733|XP_037922326.1|HILL
OG0004213	LOC111598549|XP_023169609.1|DHYD	LOC119659520|XP_037923583.1|HILL
OG0004214	LOC111597095|XP_023167404.1|DHYD	LOC119653754|XP_037914612.1|HILL
OG0004215	LOC111594336|XP_023163351.1|DHYD	LOC119646479|XP_037902860.1|HILL
OG0004216	LOC111599777|XP_023171309.1|DHYD	LOC119648671|XP_037906387.1|HILL
OG0004217	LOC111601676|XP_023174143.1|DHYD	LOC119648687|XP_037906413.1|HILL
OG0004218	LOC111593329|XP_023161805.1|DHYD	LOC119659799|XP_037923999.1|HILL
OG0004219	LOC111595312|XP_023164740.2|DHYD	LOC119659130|XP_037922983.1|HILL
OG0004220	LOC111603013|XP_023176187.2|DHYD	LOC119658911|XP_037922649.1|HILL
OG0004221	LOC111600266|XP_023172082.1|DHYD	LOC119659758|XP_037923947.1|HILL
OG0004222	LOC111592044|XP_023159807.2|DHYD	LOC119659442|XP_037923454.1|HILL
OG0004223	LOC111592009|XP_023159762.2|DHYD	LOC119659173|XP_037923057.1|HILL
OG0004224	LOC115482754|XP_030080673.1|DHYD, LOC111603557|XP_023176962.1|DHYD	LOC119660602|XP_037925210.1|HILL
OG0004225	LOC111605307|XP_023179532.1|DHYD	LOC119649836|XP_037908108.1|HILL
OG0004226	LOC111604953|XP_023178997.1|DHYD	LOC119658774|XP_037922399.1|HILL
OG0004227	LOC111604639|XP_023178550.2|DHYD	LOC119660512|XP_037925055.1|HILL
OG0004228	LOC111604629|XP_023178527.1|DHYD	LOC119659591|XP_037923678.1|HILL
OG0004229	LOC111599740|XP_023171268.2|DHYD	LOC119654308|XP_037915556.1|HILL
OG0004230	LOC111604058|XP_030079995.1|DHYD	LOC119653500|XP_037914064.1|HILL
OG0004231	LOC111596026|XP_023165822.1|DHYD	LOC119649186|XP_037907141.1|HILL
OG0004232	LOC111596029|XP_023165825.1|DHYD	LOC119647677|XP_037904682.1|HILL
OG0004233	LOC111596028|XP_023165824.1|DHYD	LOC119647673|XP_037904679.1|HILL
OG0004234	LOC111597415|XP_023167878.2|DHYD	LOC119648081|XP_037905495.1|HILL
OG0004235	LOC111598422|XP_023169432.2|DHYD	LOC119657778|XP_037920774.1|HILL
OG0004236	LOC111596387|XP_030078727.1|DHYD	LOC119659786|XP_037923982.1|HILL
OG0004237	LOC111602760|XP_030081739.1|DHYD	LOC119660046|XP_037924352.1|HILL
OG0004238	LOC111601361|XP_023173664.1|DHYD	LOC119659899|XP_037924151.1|HILL
OG0004239	LOC111593333|XP_023161812.2|DHYD	LOC119659024|XP_037922845.1|HILL
OG0004240	LOC111604949|XP_023178988.1|DHYD	LOC119659370|XP_037923353.1|HILL
OG0004241	LOC111601507|XP_023173869.2|DHYD	LOC119659639|XP_037923767.1|HILL
OG0004242	LOC111604923|XP_023178939.1|DHYD	LOC119660447|XP_037924928.1|HILL
OG0004243	LOC111601650|XP_023174100.2|DHYD	LOC119648851|XP_037906656.1|HILL
OG0004244	LOC111601358|XP_023173657.2|DHYD	LOC119652857|XP_037913141.1|HILL
OG0004245	LOC111595392|XP_023164862.2|DHYD	LOC119655080|XP_037916707.1|HILL
OG0004246	LOC115483768|XP_030081870.1|DHYD, LOC111592807|XP_023160986.2|DHYD	LOC119661028|XP_037926113.1|HILL
OG0004247	LOC111596784|XP_023166905.1|DHYD	LOC119653705|XP_037914516.1|HILL
OG0004248	LOC111595522|XP_023165070.1|DHYD	LOC119659796|XP_037923995.1|HILL
OG0004249	LOC111598081|XP_023168895.1|DHYD	LOC119661036|XP_037926133.1|HILL
OG0004250	LOC111592568|XP_023160634.2|DHYD	LOC119657215|XP_037919954.1|HILL
OG0004251	LOC111598349|XP_023169323.2|DHYD	LOC119655183|XP_037916868.1|HILL
OG0004252	LOC111593343|XP_023161823.1|DHYD	LOC119654644|XP_037916049.1|HILL
OG0004253	LOC111603609|XP_023177041.1|DHYD	LOC119659554|XP_037923631.1|HILL
OG0004254	LOC111598135|XP_023168964.1|DHYD	LOC119656038|XP_037918234.1|HILL
OG0004255	LOC111596091|XP_023165920.2|DHYD	LOC119656252|XP_037918595.1|HILL, LOC119656251|XP_037918594.1|HILL
OG0004256	LOC111592648|XP_023160766.1|DHYD	LOC119653794|XP_037914728.1|HILL
OG0004257	LOC111598235|XP_023169166.2|DHYD	LOC119651445|XP_037910977.1|HILL
OG0004258	LOC111598623|XP_030081624.1|DHYD	LOC119660400|XP_037924863.1|HILL
OG0004259	LOC111594621|XP_023163783.2|DHYD	LOC119655112|XP_037916762.1|HILL
OG0004260	LOC111600856|XP_023172937.2|DHYD	LOC119659140|XP_037923002.1|HILL
OG0004261	LOC111603663|XP_023177115.1|DHYD	LOC119660449|XP_037924936.1|HILL
OG0004262	LOC111593351|XP_023161832.2|DHYD	LOC119660282|XP_037924680.1|HILL
OG0004263	LOC111596203|XP_030080802.1|DHYD	LOC119659380|XP_037923369.1|HILL
OG0004264	LOC111596266|XP_023166176.2|DHYD	LOC119658852|XP_037922532.1|HILL
OG0004265	LOC111603387|XP_023176718.2|DHYD	LOC119659903|XP_037924156.1|HILL
OG0004266	LOC111604647|XP_023178571.2|DHYD	LOC119660370|XP_037924814.1|HILL
OG0004267	LOC111593316|XP_023161787.1|DHYD	LOC119659196|XP_037923086.1|HILL
OG0004268	LOC111592235|XP_030082038.1|DHYD	LOC119654675|XP_037916100.1|HILL
OG0004269	LOC111595583|XP_023165157.2|DHYD	LOC119653578|XP_037914249.1|HILL
OG0004270	LOC111604177|XP_023177890.1|DHYD	LOC119653895|XP_037914953.1|HILL
OG0004271	LOC111597058|XP_023167352.1|DHYD	LOC119656293|XP_037918657.1|HILL
OG0004272	LOC111593593|XP_023162217.1|DHYD	LOC119660295|XP_037924695.1|HILL
OG0004273	LOC111601544|XP_023173947.1|DHYD	LOC119658805|XP_037922455.1|HILL
OG0004274	LOC111602067|XP_023174753.1|DHYD	LOC119655853|XP_037917900.1|HILL
OG0004275	LOC111594250|XP_023163231.1|DHYD	LOC119655008|XP_037916603.1|HILL
OG0004276	LOC111603038|XP_023176236.1|DHYD	LOC119655466|XP_037917296.1|HILL
OG0004277	LOC111592799|XP_023160974.2|DHYD	LOC119648306|XP_037905900.1|HILL
OG0004278	LOC115482981|XP_030079454.1|DHYD, LOC111596477|XP_023166501.2|DHYD	LOC119654854|XP_037916363.1|HILL
OG0004279	LOC111599056|XP_023170345.1|DHYD	LOC119661714|XP_037927096.1|HILL
OG0004280	LOC111593503|XP_023162042.1|DHYD	LOC119646808|XP_037903328.1|HILL
OG0004281	LOC111595590|XP_023165168.2|DHYD	LOC119654973|XP_037916561.1|HILL
OG0004282	LOC111601245|XP_023173512.1|DHYD	LOC119655997|XP_037918164.1|HILL
OG0004283	LOC111601246|XP_023173513.1|DHYD	LOC119653926|XP_037915015.1|HILL
OG0004284	LOC111599197|XP_023170556.2|DHYD	LOC119648937|XP_037906778.1|HILL
OG0004285	LOC111598270|XP_023169215.1|DHYD	LOC119659960|XP_037924243.1|HILL
OG0004286	LOC111592806|XP_023160983.1|DHYD	LOC119649230|XP_037907218.1|HILL
OG0004287	LOC111592804|XP_023160980.2|DHYD	LOC119647785|XP_037904895.1|HILL
OG0004288	LOC111592771|XP_023160940.2|DHYD	LOC119649647|XP_037907830.1|HILL
OG0004289	LOC111596649|XP_023166715.2|DHYD	LOC119648011|XP_037905339.1|HILL
OG0004290	LOC111595627|XP_023165205.1|DHYD	LOC119654671|XP_037916093.1|HILL
OG0004291	LOC111597119|XP_023167447.1|DHYD	LOC119654426|XP_037915745.1|HILL
OG0004292	LOC111601020|XP_023173194.1|DHYD	LOC119647422|XP_037904247.1|HILL
OG0004293	LOC111595335|XP_023164765.1|DHYD	LOC119649907|XP_037908233.1|HILL
OG0004294	LOC111604299|XP_023178097.2|DHYD	LOC119647651|XP_037904640.1|HILL
OG0004295	LOC111604304|XP_023178103.2|DHYD	LOC119649160|XP_037907096.1|HILL
