Orthogroup	DALB.longest_only	DERE.longest_only
OG0003496	LOC117576433|XP_034117074.1|DALB	LOC6552840|XP_001979873.1|DERE
OG0003498	LOC117573083|XP_034111866.1|DALB	LOC113563918|XP_026833121.1|DERE
OG0003499	LOC117574513|XP_034114263.1|DALB	LOC6552301|XP_001980826.2|DERE
OG0003500	LOC117564168|XP_034098726.1|DALB	LOC6549448|XP_001974270.1|DERE
OG0003501	LOC117574769|XP_034114605.1|DALB	LOC6553479|XP_001980273.1|DERE
OG0003502	LOC117576729|XP_034117641.1|DALB	LOC6552939|XP_001981016.1|DERE
OG0003503	LOC117573385|XP_034112471.1|DALB	LOC6555102|XP_026831597.1|DERE
OG0003504	LOC117575477|XP_034115601.1|DALB	LOC26526137|XP_015010447.1|DERE
OG0003505	LOC117576625|XP_034117440.1|DALB	LOC6553396|XP_026831459.1|DERE
OG0003506	LOC117576660|XP_034117506.1|DALB	LOC6552569|XP_026839778.1|DERE
OG0003507	LOC117573886|XP_034113263.1|DALB	LOC6554611|XP_001982169.3|DERE
OG0003508	LOC117571712|XP_034109902.1|DALB	LOC6545963|XP_001971231.2|DERE
OG0003509	LOC117574801|XP_034114657.1|DALB	LOC6555172|XP_001982270.1|DERE
OG0003510	LOC117575561|XP_034115713.1|DALB	LOC6555378|XP_001982091.1|DERE
OG0003511	LOC117575560|XP_034115712.1|DALB	LOC6555377|XP_015008879.1|DERE
OG0003512	LOC117576056|XP_034116479.1|DALB	LOC6554168|XP_001982110.1|DERE
OG0003513	LOC117573417|XP_034112514.1|DALB	LOC6554522|XP_001982159.1|DERE
OG0003514	LOC117574522|XP_034114275.1|DALB	LOC6551768|XP_001980637.1|DERE
OG0003515	LOC117569877|XP_034107107.1|DALB	LOC6546775|XP_001976002.1|DERE
OG0003516	LOC117574630|XP_034114410.1|DALB	LOC6553537|XP_001980266.1|DERE
OG0003517	LOC117574784|XP_034114630.1|DALB	LOC6552475|XP_015009759.1|DERE
OG0003518	LOC117574377|XP_034114102.1|DALB	LOC6553185|XP_001979104.1|DERE
OG0003519	LOC117571759|XP_034110002.1|DALB	LOC6545824|XP_001972193.2|DERE
OG0003520	LOC117571755|XP_034109996.1|DALB	LOC6545831|XP_026832346.1|DERE
OG0003521	LOC117567681|XP_034103693.1|DALB	LOC6545771|XP_026832779.1|DERE
OG0003522	LOC117568516|XP_034105108.1|DALB	LOC6541077|XP_001969103.1|DERE
OG0003523	LOC117563932|XP_034098395.1|DALB	LOC6549634|XP_026836678.1|DERE
OG0003524	LOC117572089|XP_034110580.1|DALB	LOC6550053|XP_001977620.1|DERE
OG0003525	LOC117566858|XP_034102342.1|DALB	LOC6548682|XP_026836621.1|DERE
OG0003526	LOC117575384|XP_034115449.1|DALB	LOC6552117|XP_001979724.1|DERE
OG0003527	LOC117566875|XP_034102372.1|DALB	LOC6542238|XP_026835563.1|DERE
OG0003529	LOC117565243|XP_034100146.1|DALB	LOC6541870|XP_001969433.1|DERE
OG0003530	LOC117568895|XP_034105687.1|DALB	LOC6544124|XP_001971418.3|DERE
OG0003531	LOC117567539|XP_034103476.1|DALB	LOC6552169|XP_001979732.1|DERE
OG0003532	LOC117568282|XP_034104687.1|DALB	LOC6543674|XP_001971372.1|DERE
OG0003533	LOC117569206|XP_034106168.1|DALB	LOC6545517|XP_001971594.1|DERE
OG0003534	LOC117569213|XP_034106179.1|DALB	LOC6546020|XP_026833943.1|DERE
OG0003535	LOC117567340|XP_034103155.1|DALB	LOC6546418|XP_001971258.1|DERE
OG0003536	LOC117566903|XP_034102413.1|DALB	LOC6541572|XP_001970749.1|DERE
OG0003537	LOC117570518|XP_034108110.1|DALB	LOC6547841|XP_001975052.1|DERE
OG0003538	LOC117567451|XP_034103355.1|DALB	LOC6549360|XP_001975789.1|DERE
OG0003539	LOC117571851|XP_034110136.1|DALB	LOC6546599|XP_015012345.1|DERE
OG0003540	LOC117569954|XP_034107215.1|DALB	LOC6545472|XP_001971010.1|DERE
OG0003541	LOC117576515|XP_034117215.1|DALB	LOC26526003|XP_026831524.1|DERE
OG0003542	LOC117570835|XP_034108599.1|DALB	LOC6541505|XP_026835487.1|DERE
OG0003543	LOC117574609|XP_034114426.1|DALB	LOC6555579|XP_001982496.1|DERE
OG0003544	LOC117572761|XP_034111737.1|DALB	LOC6544708|XP_026833149.1|DERE
OG0003545	LOC117572160|XP_034110700.1|DALB	LOC6543984|XP_001973725.1|DERE
OG0003546	LOC117569489|XP_034106561.1|DALB	LOC6545482|XP_001973378.1|DERE
OG0003547	LOC117568554|XP_034105165.1|DALB	LOC6547888|XP_001976432.1|DERE
OG0003548	LOC117567938|XP_034104119.1|DALB	LOC6540663|XP_015014563.1|DERE
OG0003549	LOC117568909|XP_034105705.1|DALB	LOC6540715|XP_001970341.2|DERE
OG0003550	LOC117567151|XP_034102856.1|DALB	LOC6542545|XP_001969094.1|DERE
OG0003551	LOC117567008|XP_034102584.1|DALB	LOC6546663|XP_001974575.1|DERE
OG0003552	LOC117572437|XP_034111157.1|DALB	LOC6547248|XP_001976134.1|DERE
OG0003553	LOC117569916|XP_034107151.1|DALB	LOC6541937|XP_026834995.1|DERE
OG0003554	LOC117572584|XP_034111359.1|DALB	LOC6544219|XP_001973035.2|DERE
OG0003555	LOC117567717|XP_034103767.1|DALB	LOC6544351|XP_015013352.1|DERE
OG0003556	LOC117567866|XP_034104020.1|DALB	LOC6546158|XP_026832554.1|DERE
OG0003557	LOC117569700|XP_034106853.1|DALB	LOC6546405|XP_001973550.1|DERE
OG0003558	LOC117568603|XP_034105245.1|DALB	LOC6543953|XP_026832336.1|DERE
OG0003559	LOC117568821|XP_034105583.1|DALB	LOC6545182|XP_026832330.1|DERE
OG0003560	LOC117572762|XP_034111738.1|DALB	LOC6544388|XP_001971482.1|DERE
OG0003561	LOC117569677|XP_034106815.1|DALB	LOC6547788|XP_001974943.2|DERE
OG0003562	LOC117566810|XP_034102249.1|DALB	LOC6546551|XP_026837033.1|DERE
OG0003563	LOC117575295|XP_034115335.1|DALB	LOC6553903|XP_001979576.1|DERE
OG0003564	LOC117567287|XP_034103048.1|DALB	LOC6544429|XP_001971461.1|DERE
OG0003565	LOC117572368|XP_034111026.1|DALB	LOC6544352|XP_026832919.1|DERE
OG0003566	LOC117573832|XP_034113155.1|DALB	LOC6552367|XP_015009988.2|DERE
OG0003567	LOC117568149|XP_034104447.1|DALB	LOC6548851|XP_001975417.1|DERE
OG0003568	LOC117568181|XP_034104508.1|DALB	LOC6542228|XP_026834351.1|DERE
OG0003569	LOC117572056|XP_034110523.1|DALB	LOC6546517|XP_001971270.1|DERE
OG0003570	LOC117571939|XP_034110320.1|DALB	LOC6541809|XP_001970619.1|DERE
OG0003571	LOC117568871|XP_034105652.1|DALB	LOC6543708|XP_015013293.1|DERE
OG0003572	LOC117569492|XP_034106564.1|DALB	LOC6547033|XP_026836090.1|DERE
OG0003573	LOC117567266|XP_034103016.1|DALB	LOC6549515|XP_001975697.1|DERE
OG0003574	LOC117567300|XP_034103074.1|DALB	LOC6544043|XP_001971967.1|DERE
OG0003575	LOC117572589|XP_034111367.1|DALB	LOC6544806|XP_001973185.1|DERE
OG0003576	LOC117567819|XP_034103949.1|DALB	LOC6543695|XP_001972969.1|DERE
OG0003577	LOC117568097|XP_034104368.1|DALB	LOC6544636|XP_001972026.1|DERE
OG0003578	LOC117568092|XP_034104363.1|DALB	LOC6544490|XP_001971473.1|DERE
OG0003579	LOC117567849|XP_034103992.1|DALB	LOC6546975|XP_001974617.1|DERE
OG0003580	LOC117569439|XP_034106493.1|DALB	LOC6547406|XP_001974823.1|DERE
OG0003581	LOC117570669|XP_034108346.1|DALB	LOC6545686|XP_015013535.2|DERE
OG0003582	LOC117570977|XP_034108813.1|DALB	LOC6543580|XP_001972293.1|DERE
OG0003583	LOC117568529|XP_034105124.1|DALB	LOC6543177|XP_001969074.1|DERE
OG0003584	LOC117569926|XP_034107171.1|DALB	LOC6542109|XP_001969113.1|DERE
OG0003585	LOC117569804|XP_034107009.1|DALB	LOC6546249|XP_001972856.1|DERE
OG0003586	LOC117577753|XP_034118555.1|DALB, LOC117571769|XP_034110021.1|DALB	LOC6555866|XP_001982743.2|DERE
OG0003587	LOC117565002|XP_034099838.1|DALB	LOC6540942|XP_001968257.1|DERE
OG0003588	LOC117574876|XP_034114797.1|DALB	LOC6553713|XP_001980357.3|DERE
OG0003589	LOC117569518|XP_034106603.1|DALB	LOC113564356|XP_026837130.1|DERE
OG0003590	LOC117569100|XP_034106009.1|DALB	LOC6546453|XP_026832489.1|DERE
OG0003591	LOC117572751|XP_034111723.1|DALB	LOC6545603|XP_015013627.1|DERE
OG0003592	LOC117570253|XP_034107657.1|DALB	LOC6544925|XP_001972544.1|DERE
OG0003593	LOC117570654|XP_034108317.1|DALB	LOC6543944|XP_026832348.1|DERE
OG0003594	LOC117567307|XP_034103086.1|DALB	LOC6544434|XP_001971466.1|DERE
OG0003595	LOC117567695|XP_034103711.1|DALB	LOC6546766|XP_026836456.1|DERE
OG0003596	LOC117566902|XP_034102412.1|DALB	LOC6541464|XP_001970739.1|DERE
OG0003597	LOC117566893|XP_034102399.1|DALB	LOC6541647|XP_001970748.1|DERE
OG0003598	LOC117568292|XP_034104703.1|DALB	LOC6544005|XP_001971897.1|DERE
OG0003599	LOC117566420|XP_034101839.1|DALB	LOC6542240|XP_001968499.1|DERE, LOC113564236|XP_026835626.1|DERE
OG0003600	LOC117570988|XP_034108827.1|DALB	LOC6545814|XP_015013370.1|DERE
OG0003601	LOC117570688|XP_034108380.1|DALB	LOC6541070|XP_015014795.1|DERE
OG0003602	LOC117567001|XP_034102568.1|DALB	LOC6547938|XP_026836223.1|DERE
OG0003603	LOC117569106|XP_034106014.1|DALB	LOC6545721|XP_026832395.1|DERE
OG0003604	LOC117564348|XP_034098955.1|DALB	LOC6548732|XP_001973983.3|DERE
OG0003605	LOC117575174|XP_034115176.1|DALB, LOC117575171|XP_034115173.1|DALB	LOC6554248|XP_001982097.1|DERE
OG0003606	LOC117569707|XP_034106861.1|DALB	LOC6546782|XP_026836351.1|DERE
OG0003607	LOC117566936|XP_034102455.1|DALB	LOC6546823|XP_001974580.1|DERE
OG0003608	LOC117569313|XP_034106316.1|DALB	LOC6546098|XP_001972255.1|DERE
OG0003609	LOC117569895|XP_034107128.1|DALB	LOC6541050|XP_001970361.1|DERE
OG0003610	LOC117567234|XP_034102956.1|DALB	LOC6546389|XP_001972879.1|DERE
OG0003611	LOC117572686|XP_034111616.1|DALB	LOC6545053|XP_001971560.1|DERE
OG0003612	LOC117571594|XP_034109701.1|DALB	LOC6547828|XP_001974975.1|DERE
OG0003613	LOC117570286|XP_034107697.1|DALB	LOC6542147|XP_001970607.1|DERE
OG0003614	LOC117570287|XP_034107698.1|DALB	LOC6541721|XP_001970606.1|DERE
OG0003615	LOC117570293|XP_034107705.1|DALB	LOC6547897|XP_001976391.1|DERE
OG0003616	LOC117568602|XP_034105244.1|DALB	LOC6546654|XP_001974497.1|DERE
OG0003617	LOC117571901|XP_034110264.1|DALB	LOC6546584|XP_001975898.2|DERE
OG0003618	LOC117571899|XP_034110260.1|DALB	LOC6546585|XP_026837026.1|DERE
OG0003619	LOC117566822|XP_034102276.1|DALB	LOC6546625|XP_026836662.1|DERE
OG0003620	LOC117570834|XP_034108598.1|DALB	LOC6547968|XP_001976561.1|DERE
OG0003621	LOC117566960|XP_034102501.1|DALB	LOC6545032|XP_001971564.1|DERE
OG0003622	LOC117566959|XP_034102496.1|DALB	LOC6545031|XP_026832665.1|DERE
OG0003623	LOC117571951|XP_034110342.1|DALB	LOC6549547|XP_001975753.1|DERE
OG0003624	LOC117572740|XP_034111707.1|DALB	LOC6547868|XP_001976447.1|DERE
OG0003625	LOC117570595|XP_034108229.1|DALB	LOC6542630|XP_001970609.1|DERE
OG0003626	LOC117569225|XP_034106191.1|DALB	LOC6548986|XP_015011694.1|DERE
OG0003627	LOC117569125|XP_034106036.1|DALB	LOC6547298|XP_001974724.1|DERE
OG0003628	LOC117566377|XP_034101769.1|DALB	LOC6541079|XP_015015408.1|DERE
OG0003629	LOC117568875|XP_034105657.1|DALB	LOC6549585|XP_001975819.1|DERE
OG0003630	LOC117572043|XP_034110500.1|DALB	LOC6547947|XP_001976549.1|DERE
OG0003631	LOC117572049|XP_034110514.1|DALB	LOC6545522|XP_001973363.1|DERE
OG0003632	LOC117570197|XP_034107575.1|DALB	LOC6544039|XP_001971963.1|DERE
OG0003633	LOC117567326|XP_034103123.1|DALB	LOC6546648|XP_001975857.1|DERE
OG0003634	LOC117569163|XP_034106117.1|DALB	LOC6545772|XP_001971639.2|DERE
OG0003635	LOC117567806|XP_034103931.1|DALB	LOC6545934|XP_026832632.1|DERE
OG0003636	LOC117571850|XP_034110135.1|DALB	LOC6541066|XP_001970368.1|DERE
OG0003637	LOC117570431|XP_034107978.1|DALB	LOC6546796|XP_001975890.1|DERE
OG0003638	LOC117568534|XP_034105143.1|DALB	LOC6545854|XP_026832407.1|DERE
OG0003639	LOC117565418|XP_034100394.1|DALB	LOC6542445|XP_001969340.1|DERE
OG0003640	LOC117566974|XP_034102526.1|DALB	LOC6548346|XP_001975517.1|DERE
OG0003641	LOC117567148|XP_034102852.1|DALB	LOC6547857|XP_001975040.1|DERE
OG0003642	LOC117570566|XP_034108188.1|DALB	LOC6542110|XP_026835339.1|DERE
OG0003643	LOC117570841|XP_034108612.1|DALB	LOC6548240|XP_001976567.1|DERE
OG0003644	LOC117567904|XP_034104070.1|DALB	LOC6543120|XP_001969115.1|DERE
OG0003645	LOC117568214|XP_034104578.1|DALB	LOC6546292|XP_001971315.1|DERE
OG0003646	LOC117570395|XP_034107905.1|DALB	LOC6543673|XP_001971371.1|DERE
OG0003647	LOC117568221|XP_034104586.1|DALB	LOC6545591|XP_001972148.1|DERE
OG0003648	LOC117565960|XP_034101246.1|DALB	LOC6540967|XP_001968744.1|DERE
OG0003649	LOC117573074|XP_034111844.1|DALB	LOC6555320|XP_001981881.1|DERE
OG0003650	LOC117570391|XP_034107896.1|DALB	LOC6550750|XP_001978047.1|DERE
OG0003651	LOC117573311|XP_034112306.1|DALB	LOC6554232|XP_001981249.1|DERE
OG0003652	LOC117569067|XP_034105972.1|DALB	LOC6545243|XP_001972567.2|DERE
OG0003653	LOC117567817|XP_034103945.1|DALB	LOC6545551|XP_001973390.1|DERE
OG0003654	LOC117567193|XP_034102913.1|DALB	LOC6543903|XP_001972974.2|DERE
OG0003655	LOC117564644|XP_034099396.1|DALB	LOC6549283|XP_001974245.1|DERE
OG0003656	LOC117569061|XP_034105964.1|DALB	LOC6545164|XP_001972572.2|DERE
OG0003657	LOC117567055|XP_034102674.1|DALB	LOC6543553|XP_001972306.1|DERE
OG0003658	LOC117575251|XP_034115275.1|DALB	LOC6552000|XP_001980808.1|DERE
OG0003659	LOC117569158|XP_034106113.1|DALB	LOC6545784|XP_001973420.1|DERE
OG0003660	LOC117571565|XP_034109660.1|DALB	LOC6544855|XP_026832856.1|DERE
OG0003661	LOC117566548|XP_034101981.1|DALB	LOC6546153|XP_001971296.1|DERE
OG0003662	LOC117571558|XP_034109654.1|DALB	LOC6543595|XP_001973597.1|DERE
OG0003663	LOC117570247|XP_034107646.1|DALB	LOC6544399|XP_001972029.1|DERE
OG0003664	LOC117569646|XP_034106778.1|DALB	LOC26526615|XP_026832899.1|DERE
OG0003665	LOC117568267|XP_034104648.1|DALB	LOC6541413|XP_001969067.1|DERE
OG0003666	LOC117572193|XP_034110740.1|DALB	LOC6542446|XP_001970732.1|DERE
OG0003667	LOC117572366|XP_034111024.1|DALB	LOC6546035|XP_001971724.1|DERE
OG0003668	LOC117570103|XP_034107451.1|DALB	LOC6542829|XP_026839327.1|DERE
OG0003669	LOC117571891|XP_034110247.1|DALB	LOC6547550|XP_001976171.1|DERE
OG0003670	LOC117571889|XP_034110244.1|DALB	LOC6547551|XP_001976172.1|DERE
OG0003671	LOC117567317|XP_034103101.1|DALB	LOC6547863|XP_026836931.1|DERE
OG0003672	LOC117576638|XP_034117455.1|DALB	LOC6555274|XP_001981839.1|DERE
OG0003673	LOC117566673|XP_034102110.1|DALB	LOC6548026|XP_001975183.1|DERE
OG0003674	LOC117571980|XP_034110378.1|DALB	LOC6548776|XP_026835893.1|DERE
OG0003675	LOC117567634|XP_034103624.1|DALB	LOC6541550|XP_001970536.1|DERE
OG0003676	LOC117567630|XP_034103618.1|DALB	LOC6542801|XP_015014600.1|DERE
OG0003677	LOC117573104|XP_034111912.1|DALB	LOC26526215|XP_015014242.1|DERE
OG0003678	LOC117568431|XP_034104981.1|DALB	LOC6543570|XP_001971830.3|DERE
OG0003679	LOC117570193|XP_034107570.1|DALB	LOC6543565|XP_001971825.1|DERE
OG0003680	LOC117566935|XP_034102454.1|DALB	LOC6546825|XP_001974582.1|DERE
OG0003681	LOC117570105|XP_034107452.1|DALB	LOC6548848|XP_001975462.1|DERE
OG0003682	LOC117576007|XP_034116405.1|DALB	LOC6553670|XP_001980412.1|DERE
OG0003683	LOC117567128|XP_034102829.1|DALB	LOC6549523|XP_001975815.2|DERE
OG0003684	LOC117571491|XP_034109550.1|DALB	LOC6545822|XP_001972175.1|DERE
OG0003685	LOC117569204|XP_034106167.1|DALB	LOC6545481|XP_026833289.1|DERE
OG0003686	LOC117571319|XP_034109291.1|DALB	LOC6543376|XP_001969133.2|DERE
OG0003687	LOC117570691|XP_034108384.1|DALB	LOC6546570|XP_001974560.1|DERE
OG0003688	LOC117567115|XP_034102809.1|DALB	LOC6546658|XP_001974501.1|DERE
OG0003689	LOC117568568|XP_034105188.1|DALB	LOC6544239|XP_026832783.1|DERE
OG0003690	LOC117571928|XP_034110305.1|DALB	LOC6546354|XP_026833192.1|DERE
OG0003691	LOC117571929|XP_034110307.1|DALB	LOC6543793|XP_001973141.2|DERE
OG0003692	LOC117569894|XP_034107127.1|DALB	LOC6541648|XP_001970625.1|DERE
OG0003693	LOC117569742|XP_034106916.1|DALB	LOC6544827|XP_001970985.1|DERE
OG0003694	LOC117570909|XP_034108705.1|DALB	LOC6545261|XP_001973251.1|DERE
OG0003695	LOC117567205|XP_034102926.1|DALB	LOC6543612|XP_001972943.1|DERE
OG0003696	LOC117568255|XP_034104628.1|DALB	LOC6546609|XP_001976045.2|DERE
OG0003697	LOC117571341|XP_034109337.1|DALB	LOC6542280|XP_026835182.1|DERE
OG0003698	LOC117570614|XP_034108265.1|DALB	LOC6545977|XP_001972186.1|DERE
OG0003699	LOC117567782|XP_034103881.1|DALB	LOC6548257|XP_026836880.1|DERE
OG0003700	LOC117568083|XP_034104350.1|DALB	LOC6548406|XP_001976672.1|DERE
OG0003701	LOC117565884|XP_034101116.1|DALB	LOC6542295|XP_001970231.1|DERE
OG0003702	LOC117567691|XP_034103706.1|DALB	LOC6545536|XP_001972704.1|DERE
OG0003703	LOC117567861|XP_034104013.1|DALB	LOC6543761|XP_001971355.1|DERE
OG0003704	LOC117567206|XP_034102927.1|DALB	LOC6543614|XP_001972945.1|DERE
OG0003705	LOC117572653|XP_034111525.1|DALB	LOC6543114|XP_026835501.1|DERE
OG0003706	LOC117567377|XP_034103211.1|DALB	LOC6544633|XP_001972023.1|DERE
OG0003707	LOC117566953|XP_034102481.1|DALB	LOC6545577|XP_026833103.1|DERE
OG0003709	LOC117570734|XP_034108446.1|DALB	LOC6546620|XP_001975836.1|DERE
OG0003710	LOC117566956|XP_034102490.1|DALB	LOC6546619|XP_001975835.1|DERE
OG0003711	LOC117570412|XP_034107929.1|DALB	LOC6545571|XP_001973350.1|DERE
OG0003712	LOC117570044|XP_034107360.1|DALB	LOC6549330|XP_001975630.1|DERE
OG0003713	LOC117569706|XP_034106860.1|DALB	LOC6547471|XP_001974923.3|DERE
OG0003714	LOC117569704|XP_034106859.1|DALB	LOC6547472|XP_001974924.1|DERE
OG0003715	LOC117569423|XP_034106473.1|DALB	LOC6545720|XP_001971673.1|DERE
OG0003716	LOC117567439|XP_034103338.1|DALB	LOC6544946|XP_001972619.1|DERE
OG0003717	LOC117566360|XP_034101744.1|DALB	LOC6543937|XP_001973027.1|DERE
OG0003718	LOC117572558|XP_034111323.1|DALB	LOC6544397|XP_001971698.1|DERE
OG0003719	LOC117567075|XP_034102712.1|DALB	LOC6545532|XP_001972700.1|DERE
OG0003720	LOC117575269|XP_034115298.1|DALB	LOC6549934|XP_001978682.1|DERE
OG0003721	LOC117569443|XP_034106497.1|DALB	LOC6546679|XP_001974506.1|DERE
OG0003722	LOC117567274|XP_034103028.1|DALB	LOC6544050|XP_026833936.1|DERE
OG0003723	LOC117571494|XP_034109553.1|DALB	LOC6545818|XP_026833845.1|DERE
OG0003724	LOC117568782|XP_034105510.1|DALB	LOC6544668|XP_001972005.1|DERE
OG0003725	LOC117567395|XP_034103237.1|DALB	LOC6545307|XP_015013931.1|DERE
OG0003726	LOC117568401|XP_034104924.1|DALB	LOC6544333|XP_001971984.1|DERE
OG0003727	LOC117570479|XP_034108055.1|DALB	LOC6543538|XP_026833274.1|DERE
OG0003728	LOC117573808|XP_034113110.1|DALB	LOC6553264|XP_001980154.1|DERE
OG0003729	LOC117568982|XP_034105836.1|DALB	LOC6545941|XP_015013528.1|DERE
OG0003730	LOC117570891|XP_034108684.1|DALB	LOC6546372|XP_015013466.1|DERE
OG0003731	LOC117571619|XP_034109732.1|DALB	LOC6543751|XP_001971869.1|DERE
OG0003732	LOC117567540|XP_034103477.1|DALB	LOC6544010|XP_001972329.1|DERE
OG0003733	LOC117568120|XP_034104413.1|DALB	LOC6545690|XP_015013560.1|DERE
OG0003734	LOC117572020|XP_034110459.1|DALB	LOC6545237|XP_026833317.1|DERE
OG0003735	LOC117569072|XP_034105978.1|DALB	LOC6547988|XP_001976490.1|DERE
OG0003736	LOC117569974|XP_034107241.1|DALB	LOC6547016|XP_001974703.1|DERE
OG0003737	LOC117568628|XP_034105310.1|DALB	LOC6548467|XP_001975186.1|DERE
OG0003738	LOC117570243|XP_034107636.1|DALB	LOC6547342|XP_001976295.2|DERE
OG0003739	LOC117570933|XP_034108752.1|DALB	LOC6543353|XP_026834682.1|DERE
OG0003740	LOC117571940|XP_034110324.1|DALB	LOC6543061|XP_001970620.1|DERE
OG0003741	LOC117570777|XP_034108505.1|DALB	LOC6545691|XP_026832590.1|DERE
OG0003742	LOC117572220|XP_034110787.1|DALB	LOC6544988|XP_001973280.1|DERE
OG0003743	LOC117572385|XP_034111049.1|DALB	LOC6541356|XP_001970541.2|DERE
OG0003744	LOC117571942|XP_034110326.1|DALB	LOC6541178|XP_001970618.1|DERE
OG0003745	LOC117568089|XP_034104358.1|DALB	LOC6546543|XP_001975908.1|DERE
OG0003746	LOC117567318|XP_034103109.1|DALB	LOC6547658|XP_015012206.1|DERE
OG0003747	LOC117571760|XP_034110008.1|DALB	LOC6545027|XP_001972523.1|DERE
OG0003748	LOC117571776|XP_034110025.1|DALB	LOC6545025|XP_001972521.2|DERE
OG0003749	LOC117567857|XP_034104007.1|DALB	LOC6544598|XP_001972518.1|DERE
OG0003750	LOC117567858|XP_034104011.1|DALB	LOC6545024|XP_001972520.1|DERE
OG0003751	LOC117567855|XP_034104001.1|DALB	LOC6544597|XP_026833321.1|DERE
OG0003752	LOC117567759|XP_034103841.1|DALB	LOC6543912|XP_015014018.1|DERE
OG0003753	LOC117574770|XP_034114610.1|DALB	LOC6544847|XP_001971537.1|DERE
OG0003754	LOC117574760|XP_034114598.1|DALB, LOC117567418|XP_034103296.1|DALB	LOC6544849|XP_026832494.1|DERE
OG0003755	LOC117570617|XP_034108269.1|DALB	LOC6543908|XP_001972979.2|DERE
OG0003756	LOC117567364|XP_034103198.1|DALB	LOC6541655|XP_001970840.1|DERE
OG0003757	LOC117568174|XP_034104497.1|DALB	LOC6548434|XP_001976686.1|DERE
OG0003758	LOC117571311|XP_034109275.1|DALB	LOC6547295|XP_026835729.1|DERE
OG0003759	LOC117572017|XP_034110447.1|DALB	LOC6545866|XP_015013378.1|DERE
OG0003760	LOC117567779|XP_034103868.1|DALB	LOC6546763|XP_026835817.1|DERE
OG0003761	LOC117567122|XP_034102820.1|DALB	LOC6545809|XP_026833841.1|DERE
OG0003762	LOC117567121|XP_034102816.1|DALB	LOC6545807|XP_026833838.1|DERE
OG0003763	LOC117569750|XP_034106930.1|DALB	LOC6545186|XP_015013862.1|DERE
OG0003764	LOC117569746|XP_034106924.1|DALB	LOC6545280|XP_026833412.1|DERE
OG0003765	LOC117564115|XP_034098663.1|DALB	LOC6540924|XP_001969579.1|DERE
OG0003766	LOC117568741|XP_034105458.1|DALB, LOC117566089|XP_034101457.1|DALB	LOC6551198|XP_001976930.1|DERE
OG0003767	LOC117571854|XP_034110139.1|DALB	LOC6546598|XP_001975486.1|DERE
OG0003768	LOC117569104|XP_034106012.1|DALB	LOC6547170|XP_001976087.1|DERE
OG0003769	LOC117567824|XP_034103956.1|DALB	LOC6547175|XP_001976092.1|DERE
OG0003770	LOC117573077|XP_034111846.1|DALB	LOC6555886|XP_026839005.1|DERE
OG0003771	LOC117572088|XP_034110575.1|DALB	LOC6545803|XP_026832446.1|DERE
OG0003772	LOC117571838|XP_034110117.1|DALB	LOC6545051|XP_001971558.1|DERE
OG0003773	LOC117570686|XP_034108378.1|DALB	LOC6541781|XP_001969126.1|DERE
OG0003774	LOC117571320|XP_034109293.1|DALB	LOC6541329|XP_001969130.2|DERE
OG0003775	LOC117578252|XP_034119563.1|DALB	LOC6550496|XP_001977811.1|DERE
OG0003776	LOC117568296|XP_034104708.1|DALB	LOC6542901|XP_001970707.1|DERE
OG0003777	LOC117572662|XP_034111550.1|DALB	LOC6543163|XP_026834672.1|DERE
OG0003778	LOC117572785|XP_034111774.1|DALB	LOC6546872|XP_026836453.1|DERE
OG0003779	LOC117572788|XP_034111777.1|DALB	LOC6547397|XP_026836672.1|DERE
OG0003780	LOC117566889|XP_034102393.1|DALB	LOC6548134|XP_001975226.1|DERE
OG0003781	LOC117573211|XP_034112114.1|DALB	LOC6555811|XP_026839220.1|DERE
OG0003782	LOC117577087|XP_034118078.1|DALB	LOC6555776|XP_026837512.1|DERE
OG0003783	LOC117576964|XP_034118032.1|DALB	LOC6554389|XP_001981512.1|DERE
OG0003784	LOC117567454|XP_034103358.1|DALB	LOC6541054|XP_001970365.1|DERE
OG0003785	LOC117569120|XP_034106032.1|DALB	LOC6542057|XP_001970846.1|DERE
OG0003786	LOC117571342|XP_034109339.1|DALB	LOC6547042|XP_001974631.1|DERE
OG0003787	LOC117571345|XP_034109345.1|DALB	LOC26526511|XP_015012812.1|DERE
OG0003788	LOC117567907|XP_034104076.1|DALB	LOC6548054|XP_001976515.1|DERE
OG0003789	LOC117571185|XP_034109106.1|DALB	LOC6542774|XP_015014611.1|DERE
OG0003790	LOC117568094|XP_034104365.1|DALB, LOC117568095|XP_034104366.1|DALB	LOC6544492|XP_001971475.1|DERE
OG0003791	LOC117573279|XP_034112257.1|DALB	LOC6553082|XP_015009447.1|DERE
OG0003792	LOC117569708|XP_034106863.1|DALB	LOC6546783|XP_001974557.1|DERE
OG0003793	LOC117568175|XP_034104501.1|DALB	LOC6548436|XP_001976688.1|DERE
OG0003794	LOC117567942|XP_034104128.1|DALB	LOC6546699|XP_001974515.1|DERE
OG0003795	LOC117567473|XP_034103387.1|DALB	LOC6545746|XP_026833117.1|DERE
OG0003796	LOC117575129|XP_034115123.1|DALB	LOC6554537|XP_001981322.1|DERE
OG0003797	LOC117563962|XP_034098429.1|DALB	LOC6540643|XP_026834100.1|DERE
OG0003798	LOC117568182|XP_034104520.1|DALB	LOC6542264|XP_001969194.1|DERE
OG0003799	LOC117569495|XP_034106569.1|DALB	LOC6547479|XP_001976275.3|DERE
