Orthogroup	DALB.longest_only	BTRY.longest_only
OG0009040	LOC117566752|XP_034102187.1|DALB	LOC120770793|XP_039954306.1|BTRY
OG0009041	LOC117573864|XP_034113227.1|DALB	LOC120782234|XP_039970335.1|BTRY
OG0009042	LOC117563601|XP_034097884.1|DALB	LOC120768606|XP_039951303.1|BTRY
OG0009043	LOC117564624|XP_034099371.1|DALB	LOC120766792|XP_039948426.1|BTRY
OG0009044	LOC117563264|XP_034097383.1|DALB	LOC120768934|XP_039951650.1|BTRY
OG0009045	LOC117574850|XP_034114740.1|DALB	LOC120782526|XP_039970770.1|BTRY
OG0009046	LOC117567068|XP_034102702.1|DALB	LOC120777618|XP_039965001.1|BTRY
OG0009047	LOC117566818|XP_034102270.1|DALB	LOC120772592|XP_039957236.1|BTRY
OG0009048	LOC117564683|XP_034099449.1|DALB	LOC120781420|XP_039969568.1|BTRY
OG0009049	LOC117574885|XP_034114808.1|DALB	LOC120770361|XP_039953710.1|BTRY
OG0009050	LOC117565746|XP_034100884.1|DALB	LOC120769112|XP_039951908.1|BTRY
OG0009051	LOC117572746|XP_034111714.1|DALB	LOC120772821|XP_039957551.1|BTRY
OG0009052	LOC117575641|XP_034115811.1|DALB	LOC120782878|XP_039971358.1|BTRY
OG0009053	LOC117576375|XP_034116961.1|DALB	LOC120780242|XP_039968434.1|BTRY
OG0009054	LOC117575039|XP_034115011.1|DALB	LOC120773628|XP_039958571.1|BTRY
OG0009055	LOC117566032|XP_034101368.1|DALB	LOC120767971|XP_039950315.1|BTRY
OG0009056	LOC117563304|XP_034097443.1|DALB	LOC120776562|XP_039963256.1|BTRY
OG0009057	LOC117566856|XP_034102340.1|DALB	LOC120770432|XP_039953828.1|BTRY
OG0009058	LOC117573078|XP_034111849.1|DALB	LOC120779502|XP_039967730.1|BTRY
OG0009059	LOC117568786|XP_034105515.1|DALB	LOC120776680|XP_039963488.1|BTRY
OG0009060	LOC117576918|XP_034117950.1|DALB	LOC120779088|XP_039967178.1|BTRY
OG0009061	LOC117567903|XP_034104067.1|DALB	LOC120770186|XP_039953346.1|BTRY
OG0009063	LOC117564030|XP_034098524.1|DALB	LOC120769010|XP_039951782.1|BTRY
OG0009065	LOC117573897|XP_034113296.1|DALB	LOC120782452|XP_039970674.1|BTRY
OG0009066	LOC117571912|XP_034110281.1|DALB	LOC120778812|XP_039966752.1|BTRY
OG0009067	LOC117566951|XP_034102474.1|DALB	LOC120776608|XP_039963330.1|BTRY
OG0009068	LOC117571296|XP_034109258.1|DALB	LOC120771277|XP_039955135.1|BTRY
OG0009069	LOC117565460|XP_034100454.1|DALB	LOC120769174|XP_039951991.1|BTRY
OG0009070	LOC117569130|XP_034106041.1|DALB	LOC120770517|XP_039953989.1|BTRY
OG0009071	LOC117575659|XP_034115838.1|DALB, LOC117575658|XP_034115837.1|DALB	LOC120775674|XP_039961894.1|BTRY
OG0009072	LOC117576177|XP_034116652.1|DALB	LOC120782741|XP_039971108.1|BTRY
OG0009073	LOC117576294|XP_034116835.1|DALB	LOC120782466|XP_039970691.1|BTRY
OG0009074	LOC117574019|XP_034113498.1|DALB	LOC120772000|XP_039956294.1|BTRY
OG0009075	LOC117574108|XP_034113645.1|DALB	LOC120776522|XP_039963184.1|BTRY
OG0009076	LOC117573803|XP_034113103.1|DALB	LOC120779413|XP_039967547.1|BTRY, LOC120781216|XP_039969278.1|BTRY
OG0009077	LOC117568347|XP_034104832.1|DALB	LOC120766916|XP_039948596.1|BTRY
OG0009078	LOC117575014|XP_034114982.1|DALB, LOC117575028|XP_034114998.1|DALB	LOC120782469|XP_039970696.1|BTRY
OG0009079	LOC117576651|XP_034117479.1|DALB	LOC120778338|XP_039966067.1|BTRY
OG0009080	LOC117576417|XP_034117038.1|DALB, LOC117576059|XP_034116482.1|DALB	LOC120767276|XP_039949085.1|BTRY
OG0009081	LOC117574987|XP_034114948.1|DALB	LOC120782637|XP_039970939.1|BTRY
OG0009082	LOC117573316|XP_034112315.1|DALB	LOC120778139|XP_039965800.1|BTRY
OG0009083	LOC117565635|XP_034100739.1|DALB	LOC120777959|XP_039965522.1|BTRY
OG0009084	LOC117576702|XP_034117600.1|DALB	LOC120766800|XP_039948437.1|BTRY
OG0009085	LOC117576907|XP_034117936.1|DALB, LOC117574764|XP_034114599.1|DALB, LOC117574765|XP_034114600.1|DALB	LOC120766970|XP_039948695.1|BTRY
OG0009086	LOC117573490|XP_034112609.1|DALB	LOC120782221|XP_039970317.1|BTRY
OG0009087	LOC117575359|XP_034115415.1|DALB	LOC120782233|XP_039970334.1|BTRY, LOC120769951|XP_039952973.1|BTRY
OG0009088	LOC117574620|XP_034114398.1|DALB	LOC120776154|XP_039962641.1|BTRY, LOC120771980|XP_039956307.1|BTRY
OG0009089	LOC117574982|XP_034114943.1|DALB	LOC120772283|XP_039956730.1|BTRY
OG0009090	LOC117574346|XP_034114059.1|DALB	LOC120775962|XP_039962310.1|BTRY
OG0009091	LOC117573377|XP_034112406.1|DALB	LOC120766439|XP_039947882.1|BTRY
OG0009092	LOC117575965|XP_034116335.1|DALB	LOC120766671|XP_039948244.1|BTRY
OG0009094	LOC117575825|XP_034116120.1|DALB, LOC117573560|XP_034112738.1|DALB	LOC120776869|XP_039963898.1|BTRY
OG0009095	LOC117573531|XP_034112670.1|DALB	LOC120782342|XP_039970509.1|BTRY
OG0009096	LOC117574898|XP_034114826.1|DALB, LOC117574923|XP_034114863.1|DALB	LOC120766290|XP_039947627.1|BTRY
OG0009097	LOC117574892|XP_034114821.1|DALB	LOC120782331|XP_039970491.1|BTRY
OG0009098	LOC117575788|XP_034116053.1|DALB	LOC120766977|XP_039948704.1|BTRY, LOC120782336|XP_039970501.1|BTRY
OG0009099	LOC117576592|XP_034117370.1|DALB	LOC120782622|XP_039970923.1|BTRY
OG0009100	LOC117564565|XP_034099289.1|DALB	LOC120767604|XP_039949687.1|BTRY
OG0009101	LOC117564816|XP_034099629.1|DALB	LOC120769583|XP_039952576.1|BTRY, LOC120769498|XP_039952462.1|BTRY
OG0009102	LOC117564750|XP_034099531.1|DALB	LOC120768456|XP_039951091.1|BTRY
OG0009103	LOC117573911|XP_034113310.1|DALB, LOC117564811|XP_034099624.1|DALB	LOC120769797|XP_039952919.1|BTRY
OG0009104	LOC117565301|XP_034100229.1|DALB	LOC120769792|XP_039952914.1|BTRY, LOC120768228|XP_039950747.1|BTRY
OG0009105	LOC117565961|XP_034101247.1|DALB	LOC120768176|XP_039950675.1|BTRY
OG0009106	LOC117565314|XP_034100241.1|DALB	LOC120768336|XP_039950918.1|BTRY
OG0009107	LOC117564350|XP_034098957.1|DALB	LOC120767202|XP_039948940.1|BTRY
OG0009108	LOC117576226|XP_034116730.1|DALB	LOC120767409|XP_039949385.1|BTRY
OG0009109	LOC117565494|XP_034100492.1|DALB	LOC120768620|XP_039951321.1|BTRY
OG0009110	LOC117565906|XP_034101153.1|DALB, LOC117563454|XP_034097693.1|DALB, LOC117565907|XP_034101154.1|DALB	LOC120767287|XP_039949098.1|BTRY
OG0009111	LOC117571294|XP_034109256.1|DALB	LOC120769396|XP_039952301.1|BTRY
OG0009112	LOC117566114|XP_034101476.1|DALB	LOC120768527|XP_039951190.1|BTRY
OG0009113	LOC117564507|XP_034099215.1|DALB	LOC120769665|XP_039952713.1|BTRY
OG0009114	LOC117564120|XP_034098668.1|DALB	LOC120769040|XP_039951818.1|BTRY
OG0009115	LOC117563473|XP_034097720.1|DALB	LOC120769773|XP_039952888.1|BTRY
OG0009116	LOC117564895|XP_034099734.1|DALB	LOC120768393|XP_039950999.1|BTRY, LOC120769650|XP_039952689.1|BTRY
OG0009117	LOC117565441|XP_034100423.1|DALB	LOC120769317|XP_039952198.1|BTRY
OG0009118	LOC117568146|XP_034104448.1|DALB, LOC117577554|XP_034118277.1|DALB	LOC120769575|XP_039952564.1|BTRY, LOC120768883|XP_039951571.1|BTRY
OG0009119	LOC117564417|XP_034099039.1|DALB	LOC120768099|XP_039950576.1|BTRY
OG0009120	LOC117572305|XP_034110915.1|DALB	LOC120773000|XP_039957851.1|BTRY
OG0009121	LOC117566573|XP_034102006.1|DALB	LOC120772360|XP_039956859.1|BTRY
OG0009122	LOC117568235|XP_034104601.1|DALB	LOC120771331|XP_039955210.1|BTRY
OG0009123	LOC117569680|XP_034106820.1|DALB	LOC120771273|XP_039955131.1|BTRY
OG0009124	LOC117569267|XP_034106259.1|DALB, LOC117566707|XP_034102143.1|DALB, LOC117569266|XP_034106258.1|DALB	LOC120772582|XP_039957218.1|BTRY
OG0009125	LOC117569444|XP_034106498.1|DALB	LOC120772693|XP_039957366.1|BTRY
OG0009126	LOC117568455|XP_034105022.1|DALB	LOC120772739|XP_039957434.1|BTRY, LOC120772870|XP_039957640.1|BTRY
OG0009127	LOC117571476|XP_034109528.1|DALB	LOC120771528|XP_039955520.1|BTRY
OG0009128	LOC117568933|XP_034105750.1|DALB	LOC120772403|XP_039956932.1|BTRY
OG0009129	LOC117569556|XP_034106664.1|DALB	LOC120770104|XP_039953208.1|BTRY
OG0009130	LOC117566652|XP_034102086.1|DALB, LOC117572185|XP_034110730.1|DALB	LOC120772425|XP_039956970.1|BTRY
OG0009131	LOC117572186|XP_034110732.1|DALB	LOC120773089|XP_039957992.1|BTRY
OG0009132	LOC117569850|XP_034107073.1|DALB	LOC120772469|XP_039957042.1|BTRY
OG0009133	LOC117566646|XP_034102079.1|DALB	LOC120769973|XP_039952977.1|BTRY, LOC120769972|XP_039952976.1|BTRY
OG0009134	LOC117572480|XP_034111221.1|DALB	LOC120772080|XP_039956411.1|BTRY
OG0009135	LOC117570682|XP_034108372.1|DALB	LOC120770996|XP_039954677.1|BTRY
OG0009136	LOC117571526|XP_034109595.1|DALB	LOC120772740|XP_039957435.1|BTRY
OG0009137	LOC117571073|XP_034108934.1|DALB	LOC120772579|XP_039957217.1|BTRY
OG0009138	LOC117569019|XP_034105898.1|DALB	LOC120772815|XP_039957540.1|BTRY, LOC120772814|XP_039957538.1|BTRY
OG0009139	LOC117571473|XP_034109522.1|DALB	LOC120771726|XP_039955815.1|BTRY
OG0009140	LOC117569186|XP_034106146.1|DALB	LOC120771334|XP_039955213.1|BTRY
OG0009141	LOC117570973|XP_034108807.1|DALB	LOC120771670|XP_039955719.1|BTRY
OG0009142	LOC117571059|XP_034108919.1|DALB	LOC120770352|XP_039953689.1|BTRY
OG0009143	LOC117569512|XP_034106590.1|DALB, LOC117570415|XP_034107932.1|DALB	LOC120772496|XP_039957077.1|BTRY
OG0009144	LOC117571956|XP_034110345.1|DALB	LOC120770231|XP_039953450.1|BTRY
OG0009145	LOC117568716|XP_034105423.1|DALB	LOC120772278|XP_039956722.1|BTRY
OG0009146	LOC117566357|XP_034101736.1|DALB	LOC120772818|XP_039957544.1|BTRY
OG0009147	LOC117569222|XP_034106190.1|DALB	LOC120772213|XP_039956627.1|BTRY
OG0009148	LOC117572774|XP_034111760.1|DALB	LOC120770767|XP_039954283.1|BTRY
OG0009149	LOC117566783|XP_034102217.1|DALB	LOC120770772|XP_039954288.1|BTRY
OG0009150	LOC117566748|XP_034102183.1|DALB	LOC120772435|XP_039956985.1|BTRY
OG0009151	LOC117571030|XP_034108883.1|DALB, LOC117571031|XP_034108885.1|DALB, LOC117571253|XP_034109199.1|DALB	LOC120771132|XP_039954930.1|BTRY
OG0009152	LOC117570146|XP_034107502.1|DALB	LOC120771346|XP_039955228.1|BTRY
OG0009153	LOC117572735|XP_034111702.1|DALB	LOC120771139|XP_039954940.1|BTRY
OG0009154	LOC117573328|XP_034112327.1|DALB	LOC120776075|XP_039962478.1|BTRY
OG0009155	LOC117568806|XP_034105558.1|DALB	LOC120773354|XP_039958109.1|BTRY, LOC120776188|XP_039962747.1|BTRY
OG0009156	LOC117563805|XP_034098229.1|DALB	LOC120775385|XP_039961480.1|BTRY
OG0009157	LOC117571516|XP_034109580.1|DALB	LOC120775488|XP_039961625.1|BTRY, LOC120775475|XP_039961609.1|BTRY, LOC120775553|XP_039961715.1|BTRY
OG0009158	LOC117571265|XP_034109217.1|DALB	LOC120774740|XP_039960428.1|BTRY, LOC120776013|XP_039962391.1|BTRY, LOC120773681|XP_039958646.1|BTRY
OG0009159	LOC117567023|XP_034102616.1|DALB	LOC120774478|XP_039960071.1|BTRY
OG0009160	LOC117572523|XP_034111277.1|DALB	LOC120774481|XP_039960075.1|BTRY
OG0009161	LOC117578007|XP_034118996.1|DALB	LOC120774031|XP_039959263.1|BTRY
OG0009162	LOC117568651|XP_034105339.1|DALB	LOC120776368|XP_039962881.1|BTRY
OG0009163	LOC117571864|XP_034110150.1|DALB	LOC120778654|XP_039966505.1|BTRY
OG0009164	LOC117570232|XP_034107625.1|DALB	LOC120778648|XP_039966493.1|BTRY
OG0009165	LOC117571627|XP_034109741.1|DALB	LOC120776967|XP_039963993.1|BTRY
OG0009166	LOC117568112|XP_034104404.1|DALB	LOC120776876|XP_039963869.1|BTRY
OG0009167	LOC117568056|XP_034104300.1|DALB	LOC120777405|XP_039964638.1|BTRY
OG0009168	LOC117568058|XP_034104301.1|DALB	LOC120777407|XP_039964639.1|BTRY
OG0009169	LOC117571499|XP_034109558.1|DALB	LOC120776815|XP_039963765.1|BTRY
OG0009170	LOC117567391|XP_034103230.1|DALB	LOC120777484|XP_039964755.1|BTRY
OG0009171	LOC117570057|XP_034107383.1|DALB	LOC120778980|XP_039967005.1|BTRY
OG0009172	LOC117566459|XP_034101880.1|DALB, LOC117568958|XP_034105808.1|DALB	LOC120777384|XP_039964609.1|BTRY
OG0009173	LOC117566549|XP_034101982.1|DALB	LOC120777863|XP_039965346.1|BTRY
OG0009174	LOC117563534|XP_034097838.1|DALB	LOC120778629|XP_039966448.1|BTRY
OG0009175	LOC117563888|XP_034098337.1|DALB	LOC120777531|XP_039964848.1|BTRY
OG0009176	LOC117567692|XP_034103707.1|DALB	LOC120782111|XP_039970189.1|BTRY, LOC120778191|XP_039965863.1|BTRY
OG0009177	LOC117569961|XP_034107225.1|DALB, LOC117570411|XP_034107927.1|DALB	LOC120778783|XP_039966702.1|BTRY
OG0009178	LOC117568660|XP_034105353.1|DALB	LOC120777651|XP_039965037.1|BTRY
OG0009179	LOC117569365|XP_034106387.1|DALB	LOC120778374|XP_039966094.1|BTRY
OG0009180	LOC117567789|XP_034103903.1|DALB	LOC120778405|XP_039966123.1|BTRY, LOC120778404|XP_039966122.1|BTRY, LOC120776492|XP_039963108.1|BTRY
OG0009181	LOC117570652|XP_034108314.1|DALB	LOC120776881|XP_039963873.1|BTRY
OG0009182	LOC117569940|XP_034107189.1|DALB	LOC120778590|XP_039966392.1|BTRY
OG0009183	LOC117567178|XP_034102891.1|DALB	LOC120778409|XP_039966126.1|BTRY, LOC120778583|XP_039966384.1|BTRY
OG0009184	LOC117569808|XP_034107013.1|DALB	LOC120778412|XP_039966130.1|BTRY
OG0009185	LOC117569998|XP_034107276.1|DALB	LOC120779007|XP_039967060.1|BTRY
OG0009186	LOC117570778|XP_034108506.1|DALB	LOC120777423|XP_039964660.1|BTRY
OG0009187	LOC117575753|XP_034116003.1|DALB	LOC120780903|XP_039969074.1|BTRY
OG0009188	LOC117567010|XP_034102587.1|DALB	LOC120781240|XP_039969314.1|BTRY
OG0009219	LOC117574836|XP_034114713.1|DALB	LOC120766455|XP_039947911.1|BTRY
OG0009220	LOC117569419|XP_034106468.1|DALB	LOC120775788|XP_039962059.1|BTRY
OG0009222	LOC117576951|XP_034118004.1|DALB	LOC120775607|XP_039961782.1|BTRY
OG0009226	LOC117563906|XP_034098366.1|DALB	LOC120773786|XP_039958811.1|BTRY
OG0009228	LOC117577762|XP_034118564.1|DALB	LOC120774901|XP_039960703.1|BTRY
OG0009230	LOC117564842|XP_034099665.1|DALB	LOC120768986|XP_039951750.1|BTRY
OG0009232	LOC117564694|XP_034099462.1|DALB	LOC120776182|XP_039962734.1|BTRY
OG0009235	ND5|YP_009166086.1|DALB	ND5|YP_003935002.1|BTRY
OG0009239	LOC117571461|XP_034109503.1|DALB	LOC120777980|XP_039965554.1|BTRY
OG0009243	LOC117571348|XP_034109347.1|DALB	LOC120770586|XP_039954102.1|BTRY
OG0009245	LOC117573322|XP_034112321.1|DALB	LOC120766608|XP_039948149.1|BTRY
OG0009248	LOC117564302|XP_034098893.1|DALB	LOC120773473|XP_039958321.1|BTRY
OG0009249	LOC117565166|XP_034100043.1|DALB	LOC120769028|XP_039951803.1|BTRY
OG0009251	LOC117569132|XP_034106051.1|DALB	LOC120775842|XP_039962145.1|BTRY
OG0009252	LOC117578259|XP_034119571.1|DALB	LOC120774883|XP_039960673.1|BTRY
OG0009253	LOC117578221|XP_034119486.1|DALB	LOC120773824|XP_039958868.1|BTRY
OG0009254	LOC117577810|XP_034118632.1|DALB	LOC120775916|XP_039962245.1|BTRY
OG0009255	LOC117577911|XP_034118800.1|DALB	LOC120779991|XP_039968215.1|BTRY
OG0009256	LOC117564508|XP_034099220.1|DALB	LOC120776084|XP_039962491.1|BTRY
OG0009257	LOC117572703|XP_034111654.1|DALB	LOC120774931|XP_039960742.1|BTRY
OG0009258	LOC117565735|XP_034100875.1|DALB	LOC120773747|XP_039958742.1|BTRY
OG0009260	LOC117572413|XP_034111090.1|DALB	LOC120773371|XP_039958133.1|BTRY
OG0009261	LOC117577667|XP_034118446.1|DALB	LOC120774150|XP_039959490.1|BTRY
OG0009262	LOC117577853|XP_034118689.1|DALB	LOC120774816|XP_039960554.1|BTRY
OG0009263	LOC117578191|XP_034119398.1|DALB	LOC120775697|XP_039961942.1|BTRY
OG0009264	LOC117577725|XP_034118519.1|DALB	LOC120773828|XP_039958875.1|BTRY
OG0009265	LOC117577984|XP_034118971.1|DALB	LOC120776043|XP_039962422.1|BTRY
OG0009266	LOC117565957|XP_034101237.1|DALB	LOC120767293|XP_039949107.1|BTRY
OG0009267	LOC117565071|XP_034099908.1|DALB, LOC117563217|XP_034097297.1|DALB	LOC120767308|XP_039949158.1|BTRY
OG0009268	LOC117569097|XP_034106005.1|DALB	LOC120772756|XP_039957457.1|BTRY
OG0009269	LOC117575711|XP_034115932.1|DALB	LOC120778507|XP_039966271.1|BTRY
OG0009271	LOC117564936|XP_034099783.1|DALB	LOC120775785|XP_039962055.1|BTRY
OG0009272	LOC117571690|XP_034109869.1|DALB	LOC120778014|XP_039965614.1|BTRY
OG0009273	LOC117565754|XP_034100893.1|DALB	LOC120768401|XP_039951007.1|BTRY
OG0009274	LOC117572267|XP_034110857.1|DALB	LOC120776538|XP_039963210.1|BTRY
OG0009275	LOC117571682|XP_034109817.1|DALB	LOC120774699|XP_039960362.1|BTRY
OG0009276	LOC117567603|XP_034103582.1|DALB	LOC120771762|XP_039955877.1|BTRY
OG0009277	LOC117567164|XP_034102872.1|DALB	LOC120773557|XP_039958455.1|BTRY
OG0009278	LOC117575591|XP_034115752.1|DALB	LOC120774103|XP_039959391.1|BTRY
OG0009279	LOC117564502|XP_034099210.1|DALB	LOC120774047|XP_039959283.1|BTRY
OG0009280	LOC117573379|XP_034112420.1|DALB	LOC120775344|XP_039961424.1|BTRY
OG0009281	LOC117578215|XP_034119478.1|DALB	LOC120774027|XP_039959254.1|BTRY
OG0009282	LOC117563432|XP_034097657.1|DALB	LOC120769466|XP_039952413.1|BTRY
OG0009283	LOC117563462|XP_034097705.1|DALB	LOC120768789|XP_039951480.1|BTRY, LOC120768271|XP_039950803.1|BTRY
OG0009284	LOC117568081|XP_034104346.1|DALB	LOC120774474|XP_039960065.1|BTRY
OG0009285	LOC117573186|XP_034112061.1|DALB	LOC120779754|XP_039968069.1|BTRY
OG0009287	LOC117566967|XP_034102513.1|DALB	LOC120778638|XP_039966471.1|BTRY
OG0009288	LOC117574297|XP_034113994.1|DALB	LOC120768627|XP_039951327.1|BTRY
OG0009289	LOC117573241|XP_034112184.1|DALB	LOC120779626|XP_039967904.1|BTRY
OG0009291	LOC117573243|XP_034112187.1|DALB	LOC120779424|XP_039967556.1|BTRY
OG0009292	LOC117567770|XP_034103860.1|DALB	LOC120774909|XP_039960713.1|BTRY, LOC120774908|XP_039960712.1|BTRY
OG0009293	LOC117577933|XP_034118827.1|DALB	LOC120774340|XP_039959835.1|BTRY
OG0009294	LOC117566795|XP_034102229.1|DALB	LOC120770762|XP_039954280.1|BTRY
OG0009295	LOC117574694|XP_034114497.1|DALB	LOC120773769|XP_039958781.1|BTRY
OG0009296	LOC117576212|XP_034116708.1|DALB	LOC120766692|XP_039948272.1|BTRY
OG0009297	LOC117576210|XP_034116706.1|DALB	LOC120767015|XP_039948778.1|BTRY
OG0009298	LOC117576220|XP_034116720.1|DALB	LOC120766539|XP_039948051.1|BTRY
OG0009299	LOC117575861|XP_034116173.1|DALB	LOC120776864|XP_039963856.1|BTRY
OG0009300	LOC117575186|XP_034115187.1|DALB	LOC120766353|XP_039947716.1|BTRY
OG0009301	LOC117576692|XP_034117579.1|DALB	LOC120775651|XP_039961846.1|BTRY
OG0009302	LOC117574493|XP_034114221.1|DALB	LOC120780552|XP_039968746.1|BTRY
OG0009303	LOC117575245|XP_034115268.1|DALB	LOC120782806|XP_039971219.1|BTRY
OG0009304	LOC117576293|XP_034116834.1|DALB	LOC120782258|XP_039970357.1|BTRY
OG0009305	LOC117574916|XP_034114854.1|DALB	LOC120782427|XP_039970612.1|BTRY
OG0009306	LOC117576188|XP_034116673.1|DALB	LOC120776066|XP_039962469.1|BTRY
OG0009307	LOC117573760|XP_034113042.1|DALB	LOC120766761|XP_039948368.1|BTRY
OG0009308	LOC117575706|XP_034115927.1|DALB	LOC120780344|XP_039968597.1|BTRY
OG0009309	LOC117576286|XP_034116824.1|DALB	LOC120782848|XP_039971309.1|BTRY
OG0009310	LOC117574524|XP_034114277.1|DALB	LOC120776606|XP_039963331.1|BTRY
OG0009311	LOC117576199|XP_034116682.1|DALB	LOC120782412|XP_039970594.1|BTRY
OG0009312	LOC117574310|XP_034114010.1|DALB	LOC120766223|XP_039947532.1|BTRY
OG0009313	LOC117573828|XP_034113147.1|DALB, LOC117575888|XP_034116220.1|DALB	LOC120782841|XP_039971300.1|BTRY
OG0009314	LOC117575373|XP_034115435.1|DALB	LOC120766852|XP_039948510.1|BTRY
OG0009315	LOC117575303|XP_034115346.1|DALB	LOC120770745|XP_039954268.1|BTRY
OG0009316	LOC117574049|XP_034113541.1|DALB	LOC120771603|XP_039955619.1|BTRY
OG0009317	LOC117576261|XP_034116792.1|DALB	LOC120766450|XP_039947898.1|BTRY
OG0009318	LOC117575803|XP_034116080.1|DALB	LOC120767982|XP_039950337.1|BTRY
OG0009319	LOC117573431|XP_034112536.1|DALB	LOC120776568|XP_039963267.1|BTRY
OG0009320	LOC117575299|XP_034115340.1|DALB	LOC120766726|XP_039948309.1|BTRY
OG0009321	LOC117575185|XP_034115186.1|DALB	LOC120767004|XP_039948746.1|BTRY
OG0009322	LOC117574959|XP_034114911.1|DALB	LOC120777566|XP_039964903.1|BTRY
OG0009323	LOC117575411|XP_034115482.1|DALB	LOC120782365|XP_039970537.1|BTRY
OG0009324	LOC117576332|XP_034116895.1|DALB	LOC120770908|XP_039954523.1|BTRY
OG0009325	LOC117575702|XP_034115913.1|DALB	LOC120772027|XP_039956332.1|BTRY
OG0009326	LOC117576150|XP_034116609.1|DALB	LOC120766870|XP_039948535.1|BTRY
OG0009327	LOC117574229|XP_034113829.1|DALB	LOC120766702|XP_039948287.1|BTRY
OG0009328	LOC117574813|XP_034114671.1|DALB	LOC120782676|XP_039970998.1|BTRY
OG0009329	LOC117574777|XP_034114617.1|DALB	LOC120766974|XP_039948699.1|BTRY
OG0009330	LOC117574016|XP_034113495.1|DALB	LOC120766779|XP_039948404.1|BTRY
OG0009331	LOC117576718|XP_034117629.1|DALB	LOC120766660|XP_039948229.1|BTRY
OG0009332	LOC117576642|XP_034117462.1|DALB	LOC120773142|XP_039958071.1|BTRY
OG0009333	LOC117576731|XP_034117644.1|DALB	LOC120766238|XP_039947550.1|BTRY
OG0009334	LOC117576343|XP_034116909.1|DALB	LOC120782393|XP_039970570.1|BTRY
OG0009335	LOC117574817|XP_034114676.1|DALB	LOC120782364|XP_039970536.1|BTRY
OG0009336	LOC117574226|XP_034113825.1|DALB, LOC117574225|XP_034113824.1|DALB	LOC120766733|XP_039948363.1|BTRY
OG0009337	LOC117572633|XP_034111491.1|DALB	LOC120766747|XP_039948352.1|BTRY
OG0009338	LOC117576435|XP_034117077.1|DALB	LOC120766573|XP_039948099.1|BTRY
OG0009339	LOC117573405|XP_034112498.1|DALB	LOC120782237|XP_039970342.1|BTRY
OG0009340	LOC117574466|XP_034114193.1|DALB	LOC120774848|XP_039960649.1|BTRY
OG0009341	LOC117576621|XP_034117429.1|DALB	LOC120773757|XP_039958763.1|BTRY
OG0009342	LOC117574688|XP_034114484.1|DALB	LOC120772497|XP_039957081.1|BTRY
OG0009343	LOC117575739|XP_034115979.1|DALB	LOC120772486|XP_039957070.1|BTRY
OG0009344	LOC117575465|XP_034115570.1|DALB	LOC120775541|XP_039961734.1|BTRY
OG0009345	LOC117575988|XP_034116375.1|DALB	LOC120766918|XP_039948600.1|BTRY
OG0009346	LOC117575906|XP_034116241.1|DALB	LOC120766411|XP_039947796.1|BTRY
OG0009347	LOC117573499|XP_034112617.1|DALB	LOC120778565|XP_039966401.1|BTRY, LOC120780363|XP_039968590.1|BTRY
OG0009348	LOC117574400|XP_034114130.1|DALB	LOC120766340|XP_039947698.1|BTRY
OG0009350	LOC117574257|XP_034113879.1|DALB	LOC120782844|XP_039971304.1|BTRY
OG0009351	LOC117576072|XP_034116500.1|DALB	LOC120782323|XP_039970479.1|BTRY
OG0009352	LOC117575945|XP_034116297.1|DALB	LOC120779833|XP_039968151.1|BTRY
OG0009353	LOC117574864|XP_034114772.1|DALB	LOC120780722|XP_039968919.1|BTRY
OG0009354	LOC117564874|XP_034099714.1|DALB	LOC120769760|XP_039952857.1|BTRY
OG0009355	LOC117563449|XP_034097678.1|DALB	LOC120769688|XP_039952748.1|BTRY
OG0009356	LOC117578382|XP_034119706.1|DALB	LOC120767537|XP_039949575.1|BTRY
OG0009357	LOC117565942|XP_034101220.1|DALB	LOC120768492|XP_039951142.1|BTRY
OG0009358	LOC117564827|XP_034099641.1|DALB	LOC120768302|XP_039950866.1|BTRY
OG0009359	LOC117564825|XP_034099640.1|DALB	LOC120768416|XP_039951031.1|BTRY, LOC120769339|XP_039952229.1|BTRY
OG0009360	LOC117565298|XP_034100223.1|DALB	LOC120769812|XP_039952954.1|BTRY
OG0009361	LOC117565131|XP_034099991.1|DALB	LOC120769813|XP_039952955.1|BTRY
OG0009362	LOC117565146|XP_034100015.1|DALB	LOC120767622|XP_039949713.1|BTRY
OG0009363	LOC117566131|XP_034101503.1|DALB	LOC120767320|XP_039949188.1|BTRY
OG0009364	LOC117564775|XP_034099565.1|DALB	LOC120769135|XP_039951941.1|BTRY
OG0009365	LOC117564673|XP_034099428.1|DALB	LOC120768281|XP_039950815.1|BTRY
OG0009366	LOC117563212|XP_034097294.1|DALB	LOC120769065|XP_039951855.1|BTRY
OG0009367	LOC117571983|XP_034110384.1|DALB	LOC120768128|XP_039950616.1|BTRY
OG0009368	LOC117565905|XP_034101150.1|DALB	LOC120767286|XP_039949096.1|BTRY
OG0009369	LOC117563533|XP_034097804.1|DALB	LOC120769820|XP_039952962.1|BTRY
OG0009370	LOC117565162|XP_034100037.1|DALB	LOC120769178|XP_039951998.1|BTRY
OG0009371	LOC117565161|XP_034100036.1|DALB	LOC120768133|XP_039950625.1|BTRY
OG0009372	LOC117564176|XP_034098735.1|DALB	LOC120769534|XP_039952509.1|BTRY
OG0009373	LOC117564557|XP_034099281.1|DALB	LOC120768280|XP_039950814.1|BTRY
