Orthogroup	DALB.longest_only	AEAL.longest_only
OG0003463	LOC117576913|XP_034117943.1|DALB	LOC109412597|XP_029716093.1|AEAL, LOC109433466|XP_029724004.1|AEAL, LOC115259542|XP_029716068.1|AEAL
OG0003464	LOC117574489|XP_034114218.1|DALB	LOC109398209|XP_029716409.1|AEAL, LOC109429342|XP_029716478.1|AEAL
OG0003465	LOC117576647|XP_034117471.1|DALB	LOC115259414|XP_029715832.1|AEAL, LOC109429294|XP_019560731.2|AEAL
OG0003466	LOC117573904|XP_034113302.1|DALB	LOC109429300|XP_029716517.1|AEAL, LOC109398223|XP_029715909.1|AEAL
OG0003467	LOC117574336|XP_034114048.1|DALB	LOC109429310|XP_019560761.2|AEAL, LOC109400876|XP_019528909.2|AEAL
OG0003468	LOC117575794|XP_034116061.1|DALB	LOC109398473|XP_029716195.1|AEAL, LOC115259613|XP_029716218.1|AEAL, LOC109622685|XP_019932666.2|AEAL
OG0003469	LOC117575140|XP_034115137.1|DALB	LOC109621513|XP_019931115.1|AEAL
OG0003470	LOC117574201|XP_034113796.1|DALB	LOC115259742|XP_029716385.1|AEAL, LOC109398475|XP_029716384.1|AEAL, LOC115259710|XP_029716352.1|AEAL
OG0003471	LOC117563241|XP_034097339.1|DALB	LOC109403740|XP_019532155.2|AEAL, LOC109424318|XP_019554958.2|AEAL
OG0003472	LOC117566245|XP_034101687.1|DALB	LOC109432552|XP_029727009.1|AEAL, LOC115265513|XP_029726850.1|AEAL
OG0003474	LOC117575847|XP_034116148.1|DALB	LOC109621294|XP_029707892.1|AEAL, LOC115259612|XP_029716212.1|AEAL, LOC109408324|XP_029716233.1|AEAL
OG0003476	LOC117573108|XP_034111921.1|DALB	LOC109416866|XP_029719614.1|AEAL, LOC109623092|XP_019933120.2|AEAL
OG0003477	LOC117575201|XP_034115209.1|DALB	LOC109421110|XP_019551130.2|AEAL, LOC109413893|XP_019543160.2|AEAL
OG0003478	LOC117576353|XP_034116932.1|DALB	LOC109408842|XP_029733119.1|AEAL, LOC109421121|XP_029732766.1|AEAL, LOC115255941|XP_029710036.1|AEAL
OG0003479	LOC117576950|XP_034117999.1|DALB	LOC109408857|XP_019537772.2|AEAL, LOC109421099|XP_029719624.1|AEAL
OG0003480	LOC117575207|XP_034115222.1|DALB	LOC109623021|XP_019933041.1|AEAL, LOC109409089|XP_019538040.2|AEAL
OG0003481	LOC117573450|XP_034112563.1|DALB	LOC109409090|XP_019538041.2|AEAL, LOC109623022|XP_019933042.2|AEAL
OG0003482	LOC117576062|XP_034116487.1|DALB	LOC115257820|XP_029713635.1|AEAL, LOC109409083|XP_029713269.1|AEAL
OG0003483	LOC117573442|XP_034112553.1|DALB	LOC115267377|XP_029730227.1|AEAL, LOC109414760|XP_019544132.2|AEAL, LOC109403605|XP_029730225.1|AEAL
OG0003484	LOC117576868|XP_034117861.1|DALB	LOC109414745|XP_029730212.1|AEAL, LOC109430016|XP_029730217.1|AEAL
OG0003486	LOC117573361|XP_034112380.1|DALB	LOC109429993|XP_029730233.1|AEAL, LOC115267394|XP_029730238.1|AEAL, LOC115267387|XP_029730232.1|AEAL
OG0003487	LOC117576479|XP_034117141.1|DALB	LOC109430040|XP_029730170.1|AEAL, LOC109416365|XP_029730160.1|AEAL
OG0003488	LOC117573996|XP_034113436.1|DALB	LOC115269317|XP_029733784.1|AEAL, LOC109408282|XP_029714170.1|AEAL
OG0003489	LOC117573685|XP_034112921.1|DALB	LOC109411496|XP_029723446.1|AEAL, LOC109415932|XP_029723435.1|AEAL, LOC115260434|XP_029717250.1|AEAL
OG0003490	LOC117575115|XP_034115105.1|DALB	LOC109411495|XP_029723434.1|AEAL, LOC109414891|XP_029723444.1|AEAL
OG0003491	LOC117574452|XP_034114180.1|DALB	LOC109400229|XP_029723422.1|AEAL
OG0003492	LOC117574787|XP_034114634.1|DALB	LOC115253615|XP_029729288.1|AEAL, LOC109398360|XP_029723398.1|AEAL, LOC109398559|XP_029723396.1|AEAL
OG0003493	LOC117573705|XP_034112964.1|DALB	LOC109423553|XP_019554086.2|AEAL
OG0003494	LOC117576077|XP_034116512.1|DALB	LOC109423587|XP_029723281.1|AEAL, LOC115264094|XP_029723276.1|AEAL, LOC109402405|XP_029723285.1|AEAL
OG0003495	LOC117563934|XP_034098397.1|DALB	LOC109402406|XP_019530625.2|AEAL, LOC109405461|XP_029717983.1|AEAL, LOC115254057|XP_029717984.1|AEAL
OG0003496	LOC117576433|XP_034117074.1|DALB	LOC109405465|XP_019534099.1|AEAL, LOC109402435|XP_029718000.1|AEAL
OG0003498	LOC117573083|XP_034111866.1|DALB	LOC109405450|XP_019534062.2|AEAL, LOC115257286|XP_029712600.1|AEAL
OG0003499	LOC117574513|XP_034114263.1|DALB	LOC109405454|XP_029712583.1|AEAL, LOC109402419|XP_029729891.1|AEAL
OG0003500	LOC117564168|XP_034098726.1|DALB	LOC109405408|XP_029710129.1|AEAL, LOC115257293|XP_029712614.1|AEAL
OG0003501	LOC117574769|XP_034114605.1|DALB	LOC109405420|XP_029733819.1|AEAL
OG0003502	LOC117576729|XP_034117641.1|DALB	LOC109416093|XP_029723481.1|AEAL, LOC109621772|XP_029723472.1|AEAL
OG0003503	LOC117573385|XP_034112471.1|DALB	LOC109416070|XP_019545582.2|AEAL, LOC115260996|XP_029718227.1|AEAL, LOC109402926|XP_029723510.1|AEAL
OG0003504	LOC117575477|XP_034115601.1|DALB	LOC115264192|XP_029723512.1|AEAL, LOC109416069|XP_029723497.1|AEAL
OG0003505	LOC117576625|XP_034117440.1|DALB	LOC109415698|XP_029723536.1|AEAL, LOC109406394|XP_029723857.1|AEAL
OG0003506	LOC117576660|XP_034117506.1|DALB	LOC109424851|XP_029723560.1|AEAL, LOC109414593|XP_019543966.2|AEAL
OG0003507	LOC117573886|XP_034113263.1|DALB	LOC115264210|XP_029723564.1|AEAL
OG0003508	LOC117571712|XP_034109902.1|DALB	LOC109414613|XP_019543989.2|AEAL
OG0003509	LOC117574801|XP_034114657.1|DALB	LOC109404192|XP_019532558.2|AEAL
OG0003510	LOC117575561|XP_034115713.1|DALB	LOC109417255|XP_029720353.1|AEAL
OG0003511	LOC117575560|XP_034115712.1|DALB	LOC109417418|XP_029720346.1|AEAL
OG0003512	LOC117576056|XP_034116479.1|DALB	LOC109406224|XP_019534823.2|AEAL
OG0003513	LOC117573417|XP_034112514.1|DALB	LOC109403856|XP_019532299.2|AEAL, LOC109406217|XP_019534815.2|AEAL
OG0003514	LOC117574522|XP_034114275.1|DALB	LOC109403858|XP_019532303.2|AEAL, LOC115264228|XP_029723619.1|AEAL
OG0003515	LOC117569877|XP_034107107.1|DALB	LOC109432053|XP_019563898.2|AEAL, LOC109404016|XP_019532424.2|AEAL
OG0003516	LOC117574630|XP_034114410.1|DALB	LOC109404007|XP_019532414.2|AEAL, LOC109432042|XP_019563888.2|AEAL
OG0003517	LOC117574784|XP_034114630.1|DALB	LOC109405212|XP_019533784.1|AEAL
OG0003518	LOC117574377|XP_034114102.1|DALB	LOC109409653|XP_019538659.2|AEAL
OG0003519	LOC117571759|XP_034110002.1|DALB	LOC109409662|XP_019538676.2|AEAL
OG0003520	LOC117571755|XP_034109996.1|DALB	LOC115265366|XP_029725981.1|AEAL, LOC109409658|XP_029725979.1|AEAL
OG0003521	LOC117567681|XP_034103693.1|DALB	LOC109417298|XP_029725991.1|AEAL, LOC109417297|XP_029725996.1|AEAL
OG0003522	LOC117568516|XP_034105108.1|DALB	LOC109409672|XP_019538693.2|AEAL, LOC109406062|XP_019534684.2|AEAL
OG0003523	LOC117563932|XP_034098395.1|DALB	LOC115265371|XP_029726006.1|AEAL, LOC109406057|XP_019534677.2|AEAL
OG0003524	LOC117572089|XP_034110580.1|DALB	LOC109409677|XP_029726008.1|AEAL, LOC109406067|XP_029725973.1|AEAL
OG0003525	LOC117566858|XP_034102342.1|DALB	LOC109409680|XP_019538699.2|AEAL, LOC109406056|XP_019534676.2|AEAL
OG0003526	LOC117575384|XP_034115449.1|DALB	LOC109409789|XP_019538838.2|AEAL, LOC115265375|XP_029726013.1|AEAL
OG0003527	LOC117566875|XP_034102372.1|DALB	LOC109406058|XP_029726016.1|AEAL, LOC109409687|XP_029725968.1|AEAL
OG0003529	LOC117565243|XP_034100146.1|DALB	LOC109409700|XP_019538723.2|AEAL
OG0003530	LOC117568895|XP_034105687.1|DALB	LOC109411447|XP_019540510.1|AEAL
OG0003531	LOC117567539|XP_034103476.1|DALB	LOC109409711|XP_019538749.2|AEAL, LOC109411460|XP_019540529.2|AEAL
OG0003532	LOC117568282|XP_034104687.1|DALB	LOC109409715|XP_019538752.1|AEAL
OG0003533	LOC117569206|XP_034106168.1|DALB	LOC109621711|XP_019931407.2|AEAL
OG0003534	LOC117569213|XP_034106179.1|DALB	LOC115258397|XP_029714348.1|AEAL, LOC109621718|XP_029726171.1|AEAL
OG0003535	LOC117567340|XP_034103155.1|DALB	LOC109621710|XP_019931406.2|AEAL
OG0003536	LOC117566903|XP_034102413.1|DALB	LOC109407825|XP_029726194.1|AEAL
OG0003537	LOC117570518|XP_034108110.1|DALB	LOC109409669|XP_029726231.1|AEAL
OG0003538	LOC117567451|XP_034103355.1|DALB	LOC109409637|XP_019538645.2|AEAL
OG0003539	LOC117571851|XP_034110136.1|DALB	LOC109409596|XP_029715702.1|AEAL, LOC109622563|XP_029726242.1|AEAL
OG0003540	LOC117569954|XP_034107215.1|DALB	LOC109409433|XP_019538426.2|AEAL
OG0003541	LOC117576515|XP_034117215.1|DALB	LOC109409257|XP_029716660.1|AEAL, LOC109622533|XP_029726261.1|AEAL
OG0003542	LOC117570835|XP_034108599.1|DALB	LOC115265416|XP_029726270.1|AEAL
OG0003543	LOC117574609|XP_034114426.1|DALB	LOC109409141|XP_029726275.1|AEAL, LOC109622529|XP_019932461.2|AEAL
OG0003544	LOC117572761|XP_034111737.1|DALB	LOC109408917|XP_019537850.2|AEAL, LOC109622517|XP_019932442.2|AEAL
OG0003545	LOC117572160|XP_034110700.1|DALB	LOC109423369|XP_029726386.1|AEAL
OG0003546	LOC117569489|XP_034106561.1|DALB	LOC109423358|XP_019553876.2|AEAL
OG0003547	LOC117568554|XP_034105165.1|DALB	LOC115265439|XP_029726420.1|AEAL, LOC115261962|XP_029719750.1|AEAL, LOC109423342|XP_019553834.1|AEAL
OG0003548	LOC117567938|XP_034104119.1|DALB	LOC115253596|XP_029719745.1|AEAL, LOC109423340|XP_029726422.1|AEAL
OG0003549	LOC117568909|XP_034105705.1|DALB	LOC109408531|XP_029719744.1|AEAL, LOC109423339|XP_029726427.1|AEAL
OG0003550	LOC117567151|XP_034102856.1|DALB	LOC109423330|XP_019553818.2|AEAL
OG0003551	LOC117567008|XP_034102584.1|DALB	LOC109423323|XP_019553798.2|AEAL
OG0003552	LOC117572437|XP_034111157.1|DALB	LOC115265773|XP_029727581.1|AEAL
OG0003553	LOC117569916|XP_034107151.1|DALB	LOC109423318|XP_019553794.2|AEAL
OG0003554	LOC117572584|XP_034111359.1|DALB	LOC115254507|XP_029707905.1|AEAL, LOC109423309|XP_019553788.2|AEAL
OG0003555	LOC117567717|XP_034103767.1|DALB	LOC109623144|XP_019933188.2|AEAL
OG0003556	LOC117567866|XP_034104020.1|DALB	LOC109623124|XP_029726485.1|AEAL, LOC115263510|XP_029722611.1|AEAL
OG0003557	LOC117569700|XP_034106853.1|DALB	LOC115265453|XP_029726492.1|AEAL, LOC109623122|XP_019933164.1|AEAL
OG0003558	LOC117568603|XP_034105245.1|DALB	LOC109399283|XP_029726516.1|AEAL, LOC115264448|XP_029723998.1|AEAL
OG0003559	LOC117568821|XP_034105583.1|DALB	LOC109399286|XP_029726533.1|AEAL
OG0003560	LOC117572762|XP_034111738.1|DALB	LOC109429055|XP_019560436.2|AEAL
OG0003561	LOC117569677|XP_034106815.1|DALB	LOC109399235|XP_019527216.2|AEAL
OG0003562	LOC117566810|XP_034102249.1|DALB	LOC109399217|XP_029726551.1|AEAL
OG0003563	LOC117575295|XP_034115335.1|DALB	LOC109399253|XP_019527237.1|AEAL
OG0003564	LOC117567287|XP_034103048.1|DALB	LOC109399186|XP_029726564.1|AEAL
OG0003565	LOC117572368|XP_034111026.1|DALB	LOC109419974|XP_029711979.1|AEAL, LOC109418013|XP_029726609.1|AEAL
OG0003566	LOC117573832|XP_034113155.1|DALB	LOC115256935|XP_029711992.1|AEAL, LOC109418021|XP_029726610.1|AEAL
OG0003567	LOC117568149|XP_034104447.1|DALB	LOC109418024|XP_019547727.2|AEAL, LOC109418026|XP_029711986.1|AEAL
OG0003568	LOC117568181|XP_034104508.1|DALB	LOC109414816|XP_029726635.1|AEAL, LOC109418032|XP_029711974.1|AEAL
OG0003569	LOC117572056|XP_034110523.1|DALB	LOC109414833|XP_019544221.2|AEAL
OG0003570	LOC117571939|XP_034110320.1|DALB	LOC109418067|XP_029726677.1|AEAL
OG0003571	LOC117568871|XP_034105652.1|DALB	LOC109418097|XP_029726742.1|AEAL
OG0003572	LOC117569492|XP_034106564.1|DALB	LOC109418098|XP_019547827.1|AEAL
OG0003573	LOC117567266|XP_034103016.1|DALB	LOC115259893|XP_029716547.1|AEAL, LOC109418109|XP_019547842.2|AEAL
OG0003574	LOC117567300|XP_034103074.1|DALB	LOC109418128|XP_019547872.2|AEAL
OG0003575	LOC117572589|XP_034111367.1|DALB	LOC109413273|XP_019542547.1|AEAL, LOC115266190|XP_029728016.1|AEAL, LOC109418873|XP_029728019.1|AEAL
OG0003576	LOC117567819|XP_034103949.1|DALB	LOC109418936|XP_029729315.1|AEAL
OG0003577	LOC117568097|XP_034104368.1|DALB	LOC109418942|XP_029733601.1|AEAL
OG0003578	LOC117568092|XP_034104363.1|DALB	LOC109397801|XP_029733577.1|AEAL, LOC115255796|XP_029709779.1|AEAL
OG0003579	LOC117567849|XP_034103992.1|DALB	LOC109418970|XP_029709782.1|AEAL, LOC109397838|XP_029733573.1|AEAL
OG0003580	LOC117569439|XP_034106493.1|DALB	LOC109397924|XP_029709790.1|AEAL, LOC109418980|XP_029733561.1|AEAL
OG0003581	LOC117570669|XP_034108346.1|DALB	LOC109398009|XP_029733543.1|AEAL, LOC109418986|XP_029709798.1|AEAL
OG0003582	LOC117570977|XP_034108813.1|DALB	LOC109419708|XP_029709810.1|AEAL, LOC109398227|XP_029733528.1|AEAL
OG0003583	LOC117568529|XP_034105124.1|DALB	LOC109419701|XP_029733504.1|AEAL, LOC109398311|XP_029709835.1|AEAL
OG0003584	LOC117569926|XP_034107171.1|DALB	LOC109622110|XP_019931885.2|AEAL
OG0003585	LOC117569804|XP_034107009.1|DALB	LOC109419680|XP_029713288.1|AEAL
OG0003586	LOC117577753|XP_034118555.1|DALB, LOC117571769|XP_034110021.1|DALB	LOC109410025|XP_029725918.1|AEAL, LOC109419670|XP_029725876.1|AEAL
OG0003587	LOC117565002|XP_034099838.1|DALB	LOC115265352|XP_029725909.1|AEAL, LOC109419662|XP_019549441.2|AEAL
OG0003588	LOC117574876|XP_034114797.1|DALB	LOC109419652|XP_019549425.2|AEAL, LOC115264841|XP_029724715.1|AEAL, LOC115264840|XP_029724714.1|AEAL
OG0003589	LOC117569518|XP_034106603.1|DALB	LOC115258164|XP_029714076.1|AEAL, LOC109419646|XP_029727555.1|AEAL
OG0003590	LOC117569100|XP_034106009.1|DALB	LOC109409975|XP_029725823.1|AEAL
OG0003591	LOC117572751|XP_034111723.1|DALB	LOC109420223|XP_029719315.1|AEAL, LOC109409970|XP_029725818.1|AEAL
OG0003592	LOC117570253|XP_034107657.1|DALB	LOC115261621|XP_029719384.1|AEAL, LOC109398786|XP_019526725.2|AEAL, LOC109410039|XP_019539124.2|AEAL
OG0003593	LOC117570654|XP_034108317.1|DALB	LOC115265237|XP_029725379.1|AEAL, LOC109409964|XP_029725786.1|AEAL, LOC109420230|XP_029725802.1|AEAL
OG0003594	LOC117567307|XP_034103086.1|DALB	LOC109397329|XP_029728089.1|AEAL, LOC109420193|XP_019550062.2|AEAL
OG0003595	LOC117567695|XP_034103711.1|DALB	LOC109397339|XP_029725766.1|AEAL, LOC109420251|XP_029725747.1|AEAL
OG0003596	LOC117566902|XP_034102412.1|DALB	LOC115265328|XP_029725759.1|AEAL, LOC109397340|XP_019525212.1|AEAL
OG0003597	LOC117566893|XP_034102399.1|DALB	LOC109420263|XP_019550146.2|AEAL, LOC109397352|XP_019525223.2|AEAL
OG0003598	LOC117568292|XP_034104703.1|DALB	LOC109420279|XP_019550154.1|AEAL, LOC109397358|XP_019525229.2|AEAL, LOC115265304|XP_029725671.1|AEAL
OG0003599	LOC117566420|XP_034101839.1|DALB	LOC109402569|XP_019530785.2|AEAL
OG0003600	LOC117570988|XP_034108827.1|DALB	LOC109402576|XP_029716796.1|AEAL, LOC109416471|XP_029725687.1|AEAL
OG0003601	LOC117570688|XP_034108380.1|DALB	LOC109417264|XP_029725738.1|AEAL, LOC109406408|XP_029725721.1|AEAL
OG0003602	LOC117567001|XP_034102568.1|DALB	LOC115254555|XP_029708024.1|AEAL, LOC109415738|XP_029725729.1|AEAL
OG0003603	LOC117569106|XP_034106014.1|DALB	LOC109414731|XP_019544110.2|AEAL, LOC115265715|XP_029727538.1|AEAL, LOC109426933|XP_019558045.2|AEAL
OG0003604	LOC117564348|XP_034098955.1|DALB	LOC109426941|XP_029729884.1|AEAL, LOC109414738|XP_019544115.2|AEAL
OG0003605	LOC117575174|XP_034115176.1|DALB, LOC117575171|XP_034115173.1|DALB	LOC109427218|XP_019558275.2|AEAL, LOC115265281|XP_029725599.1|AEAL
OG0003606	LOC117569707|XP_034106861.1|DALB	LOC109427229|XP_029725600.1|AEAL, LOC109406579|XP_029712395.1|AEAL
OG0003607	LOC117566936|XP_034102455.1|DALB	LOC109427326|XP_019558403.2|AEAL, LOC115257149|XP_029712394.1|AEAL
OG0003608	LOC117569313|XP_034106316.1|DALB	LOC109426573|XP_019557649.1|AEAL
OG0003609	LOC117569895|XP_034107128.1|DALB	LOC109426594|XP_019557675.1|AEAL
OG0003610	LOC117567234|XP_034102956.1|DALB	LOC109426601|XP_019557680.2|AEAL
OG0003611	LOC117572686|XP_034111616.1|DALB	LOC109426658|XP_019557727.1|AEAL, LOC109426659|XP_029725565.1|AEAL
OG0003612	LOC117571594|XP_034109701.1|DALB	LOC115267285|XP_029730059.1|AEAL, LOC109426669|XP_019557745.2|AEAL
OG0003613	LOC117570286|XP_034107697.1|DALB	LOC109417788|XP_019547496.2|AEAL, LOC115265257|XP_029725513.1|AEAL
OG0003614	LOC117570287|XP_034107698.1|DALB	LOC109417789|XP_019547497.2|AEAL, LOC109426690|XP_019557786.2|AEAL
OG0003615	LOC117570293|XP_034107705.1|DALB	LOC109417814|XP_029725482.1|AEAL
OG0003616	LOC117568602|XP_034105244.1|DALB	LOC109417825|XP_019547548.2|AEAL
OG0003617	LOC117571901|XP_034110264.1|DALB	LOC109417842|XP_029725446.1|AEAL
OG0003618	LOC117571899|XP_034110260.1|DALB	LOC109426798|XP_029725443.1|AEAL
OG0003619	LOC117566822|XP_034102276.1|DALB	LOC109426806|XP_029725434.1|AEAL
OG0003620	LOC117570834|XP_034108598.1|DALB	LOC109426814|XP_019557896.2|AEAL, LOC109417853|XP_029725411.1|AEAL
OG0003621	LOC117566960|XP_034102501.1|DALB	LOC109417873|XP_029725402.1|AEAL
OG0003622	LOC117566959|XP_034102496.1|DALB	LOC109426828|XP_019557912.2|AEAL
OG0003623	LOC117571951|XP_034110342.1|DALB	LOC109426847|XP_019557944.2|AEAL
OG0003624	LOC117572740|XP_034111707.1|DALB	LOC109417982|XP_019547678.1|AEAL
OG0003625	LOC117570595|XP_034108229.1|DALB	LOC109408788|XP_019537746.1|AEAL
OG0003626	LOC117569225|XP_034106191.1|DALB	LOC115268486|XP_029732361.1|AEAL, LOC109417011|XP_029732376.1|AEAL, LOC109410597|XP_029732458.1|AEAL
OG0003627	LOC117569125|XP_034106036.1|DALB	LOC109410687|XP_019539789.2|AEAL, LOC109417012|XP_019546684.1|AEAL
OG0003628	LOC117566377|XP_034101769.1|DALB	LOC109410968|XP_029732357.1|AEAL, LOC109407910|XP_029732459.1|AEAL
OG0003629	LOC117568875|XP_034105657.1|DALB	LOC109411602|XP_019540741.2|AEAL, LOC115268529|XP_029732474.1|AEAL
OG0003630	LOC117572043|XP_034110500.1|DALB	LOC109407914|XP_019536645.2|AEAL
OG0003631	LOC117572049|XP_034110514.1|DALB	LOC109407922|XP_029723163.1|AEAL, LOC109412412|XP_029732347.1|AEAL
OG0003632	LOC117570197|XP_034107575.1|DALB	LOC109408067|XP_029732472.1|AEAL
OG0003633	LOC117567326|XP_034103123.1|DALB	LOC109403672|XP_019532045.2|AEAL, LOC109407976|XP_029735112.1|AEAL
OG0003634	LOC117569163|XP_034106117.1|DALB	LOC115269844|XP_029734484.1|AEAL, LOC109407956|XP_019536703.1|AEAL, LOC109403660|XP_029707739.1|AEAL, LOC115270956|XP_029736182.1|AEAL
OG0003635	LOC117567806|XP_034103931.1|DALB	LOC109403644|XP_029732272.1|AEAL, LOC115259332|XP_029715722.1|AEAL, LOC109407948|XP_029716772.1|AEAL
OG0003636	LOC117571850|XP_034110135.1|DALB	LOC109407947|XP_019536690.2|AEAL, LOC109413832|XP_019543103.2|AEAL
OG0003637	LOC117570431|XP_034107978.1|DALB	LOC109413841|XP_029732297.1|AEAL, LOC109407940|XP_029716747.1|AEAL
OG0003638	LOC117568534|XP_034105143.1|DALB	LOC115268462|XP_029732328.1|AEAL, LOC109413849|XP_029716764.1|AEAL, LOC109407933|XP_029732330.1|AEAL
OG0003639	LOC117565418|XP_034100394.1|DALB	LOC115268464|XP_029732339.1|AEAL, LOC109413878|XP_019543146.2|AEAL, LOC109408071|XP_029716739.1|AEAL
OG0003640	LOC117566974|XP_034102526.1|DALB	LOC109403658|XP_019532022.2|AEAL
OG0003641	LOC117567148|XP_034102852.1|DALB	LOC109405156|XP_019533721.1|AEAL
OG0003642	LOC117570566|XP_034108188.1|DALB	LOC109405147|XP_019533709.1|AEAL
OG0003643	LOC117570841|XP_034108612.1|DALB	LOC109405141|XP_019533694.1|AEAL
OG0003644	LOC117567904|XP_034104070.1|DALB	LOC109405136|XP_019533679.1|AEAL, LOC115270165|XP_029735253.1|AEAL
OG0003645	LOC117568214|XP_034104578.1|DALB	LOC109408031|XP_019536801.2|AEAL, LOC109405159|XP_019533725.2|AEAL
OG0003646	LOC117570395|XP_034107905.1|DALB	LOC109405161|XP_019533727.2|AEAL, LOC109408028|XP_019536798.2|AEAL
OG0003647	LOC117568221|XP_034104586.1|DALB	LOC109405170|XP_029735242.1|AEAL, LOC109408092|XP_029734393.1|AEAL
OG0003648	LOC117565960|XP_034101246.1|DALB	LOC109413462|XP_019542682.2|AEAL
OG0003649	LOC117573074|XP_034111844.1|DALB	LOC109413469|XP_029735169.1|AEAL, LOC115270154|XP_029735176.1|AEAL
OG0003650	LOC117570391|XP_034107896.1|DALB	LOC115270153|XP_029735175.1|AEAL, LOC109414873|XP_019544258.2|AEAL
OG0003651	LOC117573311|XP_034112306.1|DALB	LOC109410771|XP_029735091.1|AEAL, LOC115253633|XP_029735036.1|AEAL, LOC109413499|XP_019542726.2|AEAL
OG0003652	LOC117569067|XP_034105972.1|DALB	LOC115269681|XP_029734371.1|AEAL, LOC109404947|XP_019533447.1|AEAL, LOC109413507|XP_019542738.1|AEAL
OG0003653	LOC117567817|XP_034103945.1|DALB	LOC115253900|XP_029734944.1|AEAL, LOC109404937|XP_029734970.1|AEAL
OG0003654	LOC117567193|XP_034102913.1|DALB	LOC109404952|XP_019533453.2|AEAL
OG0003655	LOC117564644|XP_034099396.1|DALB	LOC109404953|XP_019533455.2|AEAL
OG0003656	LOC117569068|XP_034105973.1|DALB, LOC117569061|XP_034105964.1|DALB	LOC109400594|XP_029734964.1|AEAL
OG0003657	LOC117567055|XP_034102674.1|DALB	LOC115257303|XP_029712626.1|AEAL, LOC109400618|XP_019528653.2|AEAL, LOC115266979|XP_029729561.1|AEAL
OG0003658	LOC117575251|XP_034115275.1|DALB	LOC109400648|XP_019528679.2|AEAL, LOC115270052|XP_029734877.1|AEAL
OG0003659	LOC117569158|XP_034106113.1|DALB	LOC109400686|XP_029734923.1|AEAL, LOC115270049|XP_029734866.1|AEAL
OG0003660	LOC117571565|XP_034109660.1|DALB	LOC109404578|XP_029734924.1|AEAL, LOC109400644|XP_019528673.2|AEAL
OG0003661	LOC117566548|XP_034101981.1|DALB	LOC109399373|XP_029734839.1|AEAL, LOC115270016|XP_029734792.1|AEAL, LOC109400699|XP_029717242.1|AEAL
OG0003662	LOC117571558|XP_034109654.1|DALB	LOC115270021|XP_029734793.1|AEAL, LOC109399422|XP_019527409.1|AEAL, LOC115270022|XP_029734794.1|AEAL
OG0003663	LOC117570247|XP_034107646.1|DALB	LOC109399419|XP_029734821.1|AEAL, LOC115254244|XP_029734796.1|AEAL, LOC109400751|XP_029718261.1|AEAL
OG0003664	LOC117569646|XP_034106778.1|DALB	LOC109399361|XP_029734797.1|AEAL, LOC109400749|XP_029734820.1|AEAL
OG0003665	LOC117568267|XP_034104648.1|DALB	LOC109402743|XP_019531000.2|AEAL, LOC115270008|XP_029734789.1|AEAL
OG0003666	LOC117572193|XP_034110740.1|DALB	LOC109402723|XP_019530962.2|AEAL
OG0003667	LOC117572366|XP_034111024.1|DALB	LOC109403224|XP_019531530.2|AEAL
OG0003668	LOC117570103|XP_034107451.1|DALB	LOC109422748|XP_029734630.1|AEAL, LOC109425701|XP_029734632.1|AEAL
OG0003669	LOC117571891|XP_034110247.1|DALB	LOC109422586|XP_019552938.1|AEAL
OG0003670	LOC117571889|XP_034110244.1|DALB	LOC109422580|XP_019552924.1|AEAL
OG0003671	LOC117567317|XP_034103101.1|DALB	LOC109422492|XP_029725082.1|AEAL, LOC109425721|XP_029721754.1|AEAL
OG0003672	LOC117576638|XP_034117455.1|DALB	LOC109422401|XP_019552732.1|AEAL, LOC109425736|XP_019556607.1|AEAL
OG0003673	LOC117566673|XP_034102110.1|DALB	LOC109430552|XP_019562169.2|AEAL
OG0003674	LOC117571980|XP_034110378.1|DALB	LOC109430546|XP_019562157.1|AEAL
OG0003675	LOC117567634|XP_034103624.1|DALB	LOC109430543|XP_019562154.1|AEAL
OG0003676	LOC117567630|XP_034103618.1|DALB	LOC109430541|XP_029708298.1|AEAL
OG0003677	LOC117573104|XP_034111912.1|DALB	LOC115256971|XP_029712049.1|AEAL, LOC109622629|XP_019932590.1|AEAL, LOC109415867|XP_029712058.1|AEAL
OG0003678	LOC117568431|XP_034104981.1|DALB	LOC109406024|XP_019534634.2|AEAL, LOC109403780|XP_029722474.1|AEAL
OG0003679	LOC117570193|XP_034107570.1|DALB	LOC109406096|XP_019534703.2|AEAL, LOC109403784|XP_019532223.2|AEAL
OG0003680	LOC117566935|XP_034102454.1|DALB	LOC109406206|XP_029722421.1|AEAL, LOC115263310|XP_029722419.1|AEAL, LOC109403778|XP_029722386.1|AEAL
OG0003681	LOC117570105|XP_034107452.1|DALB	LOC115263302|XP_029722368.1|AEAL, LOC109403811|XP_029721845.1|AEAL, LOC109406324|XP_029722258.1|AEAL
OG0003682	LOC117576007|XP_034116405.1|DALB	LOC115263301|XP_029722366.1|AEAL, LOC109403802|XP_019532246.2|AEAL, LOC115263270|XP_029722266.1|AEAL
OG0003683	LOC117567128|XP_034102829.1|DALB	LOC109406409|XP_029722269.1|AEAL, LOC115262474|XP_029720748.1|AEAL
OG0003684	LOC117571491|XP_034109550.1|DALB	LOC109416444|XP_019546052.2|AEAL, LOC109407432|XP_019536016.2|AEAL
OG0003685	LOC117569204|XP_034106167.1|DALB	LOC109407419|XP_029722331.1|AEAL
