Orthogroup	DALB.longest_only	DSIM.longest_only
OG0003494	LOC117576077|XP_034116512.1|DALB	LOC6726699|XP_039151585.1|DSIM
OG0003495	LOC117563934|XP_034098397.1|DALB	LOC6732618|XP_002079737.2|DSIM
OG0003496	LOC117576433|XP_034117074.1|DALB	LOC6728150|XP_002103500.1|DSIM
OG0003498	LOC117573083|XP_034111866.1|DALB	LOC6739172|XP_016033047.1|DSIM
OG0003499	LOC117574513|XP_034114263.1|DALB	LOC6728791|XP_016035483.1|DSIM
OG0003500	LOC117564168|XP_034098726.1|DALB	LOC6732798|XP_002079911.1|DSIM
OG0003501	LOC117574769|XP_034114605.1|DALB	LOC6728219|XP_002103568.1|DSIM
OG0003502	LOC117576729|XP_034117641.1|DALB	LOC6728991|XP_039151643.1|DSIM
OG0003503	LOC117573385|XP_034112471.1|DALB	LOC6729960|XP_016036724.1|DSIM
OG0003504	LOC117575477|XP_034115601.1|DALB	LOC120284203|XP_039150769.1|DSIM
OG0003505	LOC117576625|XP_034117440.1|DALB	LOC6728177|XP_016034794.1|DSIM
OG0003506	LOC117576660|XP_034117506.1|DALB	LOC6726901|XP_016033409.1|DSIM
OG0003507	LOC117573886|XP_034113263.1|DALB	LOC6729207|XP_016035859.2|DSIM
OG0003508	LOC117571712|XP_034109902.1|DALB	LOC6736439|XP_016029952.1|DSIM
OG0003509	LOC117574801|XP_034114657.1|DALB	LOC6729107|XP_002104428.1|DSIM
OG0003510	LOC117575561|XP_034115713.1|DALB	LOC6729286|XP_016035927.1|DSIM
OG0003511	LOC117575560|XP_034115712.1|DALB	LOC6729288|XP_016035929.1|DSIM
OG0003512	LOC117576056|XP_034116479.1|DALB	LOC6729267|XP_016035912.2|DSIM
OG0003513	LOC117573417|XP_034112514.1|DALB	LOC6729216|XP_016035870.1|DSIM
OG0003514	LOC117574522|XP_034114275.1|DALB	LOC6728603|XP_016035234.1|DSIM
OG0003515	LOC117569877|XP_034107107.1|DALB	LOC6734073|XP_002081108.1|DSIM
OG0003516	LOC117574630|XP_034114410.1|DALB	LOC6728213|XP_002103562.1|DSIM
OG0003517	LOC117574784|XP_034114630.1|DALB	LOC6727783|XP_039150475.1|DSIM
OG0003518	LOC117574377|XP_034114102.1|DALB	LOC6726992|XP_016033493.1|DSIM
OG0003519	LOC117571759|XP_034110002.1|DALB	LOC6737452|XP_039150227.1|DSIM
OG0003520	LOC117571755|XP_034109996.1|DALB	LOC6737457|XP_016031226.1|DSIM
OG0003521	LOC117567681|XP_034103693.1|DALB	LOC6737440|XP_016031212.1|DSIM
OG0003522	LOC117568516|XP_034105108.1|DALB	LOC6733815|XP_002080859.1|DSIM
OG0003523	LOC117563932|XP_034098395.1|DALB	LOC6732616|XP_016025324.1|DSIM
OG0003524	LOC117572089|XP_034110580.1|DALB	LOC6726319|XP_016039872.1|DSIM
OG0003525	LOC117566858|XP_034102342.1|DALB	LOC27206175|XP_016027967.1|DSIM
OG0003526	LOC117575384|XP_034115449.1|DALB	LOC6727650|XP_002103027.1|DSIM
OG0003527	LOC117566875|XP_034102372.1|DALB	LOC6733401|XP_016026325.1|DSIM
OG0003529	LOC117565243|XP_034100146.1|DALB	LOC27208356|XP_016024454.1|DSIM
OG0003530	LOC117568895|XP_034105687.1|DALB	LOC6737165|XP_002084011.2|DSIM
OG0003531	LOC117567539|XP_034103476.1|DALB	LOC6727655|XP_016034246.1|DSIM
OG0003532	LOC117568282|XP_034104687.1|DALB	LOC6737214|XP_016030920.1|DSIM
OG0003533	LOC117569206|XP_034106168.1|DALB	LOC6737350|XP_016031076.1|DSIM
OG0003534	LOC117569213|XP_034106179.1|DALB	LOC6737494|XP_016031282.1|DSIM
OG0003535	LOC117567340|XP_034103155.1|DALB	LOC6736464|XP_002083335.1|DSIM
OG0003536	LOC117566903|XP_034102413.1|DALB	LOC6733247|XP_016026122.1|DSIM
OG0003537	LOC117570518|XP_034108110.1|DALB	LOC6735561|XP_002082481.1|DSIM
OG0003538	LOC117567451|XP_034103355.1|DALB	LOC6734286|XP_002081315.1|DSIM
OG0003539	LOC117571851|XP_034110136.1|DALB	LOC6734636|XP_002081644.1|DSIM
OG0003540	LOC117569954|XP_034107215.1|DALB	LOC6734414|XP_016029690.1|DSIM
OG0003541	LOC117576515|XP_034117215.1|DALB	LOC27206665|XP_016035981.1|DSIM
OG0003542	LOC117570835|XP_034108599.1|DALB	LOC27208783|XP_039147740.1|DSIM
OG0003543	LOC117574609|XP_034114426.1|DALB	LOC6724857|XP_002105896.1|DSIM
OG0003544	LOC117572761|XP_034111737.1|DALB	LOC6737098|XP_002083945.2|DSIM
OG0003545	LOC117572160|XP_034110700.1|DALB	LOC6739673|XP_016032946.1|DSIM
OG0003546	LOC117569489|XP_034106561.1|DALB	LOC6738729|XP_016032540.1|DSIM
OG0003547	LOC117568554|XP_034105165.1|DALB	LOC6735903|XP_039148362.1|DSIM
OG0003548	LOC117567938|XP_034104119.1|DALB	LOC6733680|XP_016026653.1|DSIM
OG0003549	LOC117568909|XP_034105705.1|DALB	LOC6733683|XP_016026655.1|DSIM
OG0003550	LOC117567151|XP_034102856.1|DALB	LOC6739369|XP_002076278.1|DSIM
OG0003551	LOC117567008|XP_034102584.1|DALB	LOC6735001|XP_002081983.1|DSIM
OG0003552	LOC117572437|XP_034111157.1|DALB	LOC6733938|XP_002080982.1|DSIM
OG0003553	LOC117569916|XP_034107151.1|DALB	LOC27209024|XP_039148215.1|DSIM
OG0003554	LOC117572584|XP_034111359.1|DALB	LOC6738357|XP_002085167.1|DSIM
OG0003555	LOC117567717|XP_034103767.1|DALB	LOC6736601|XP_016030192.1|DSIM
OG0003556	LOC117567866|XP_034104020.1|DALB	LOC6738923|XP_016032753.1|DSIM
OG0003557	LOC117569700|XP_034106853.1|DALB	LOC6738921|XP_016032749.1|DSIM
OG0003558	LOC117568603|XP_034105245.1|DALB	LOC6736808|XP_016030466.1|DSIM
OG0003559	LOC117568821|XP_034105583.1|DALB	LOC6737815|XP_016031597.1|DSIM
OG0003560	LOC117572762|XP_034111738.1|DALB	LOC6737100|XP_016030727.1|DSIM
OG0003561	LOC117569677|XP_034106815.1|DALB	LOC6735424|XP_016028734.1|DSIM
OG0003562	LOC117566810|XP_034102249.1|DALB	LOC6734990|XP_016028276.1|DSIM
OG0003563	LOC117575295|XP_034115335.1|DALB	LOC6727502|XP_002102882.1|DSIM
OG0003564	LOC117567287|XP_034103048.1|DALB	LOC6737125|XP_002083972.1|DSIM
OG0003565	LOC117572368|XP_034111026.1|DALB	LOC6736603|XP_016030196.1|DSIM
OG0003566	LOC117573832|XP_034113155.1|DALB	LOC6728743|XP_039150643.1|DSIM
OG0003567	LOC117568149|XP_034104447.1|DALB	LOC6734709|XP_016027920.1|DSIM
OG0003568	LOC117568181|XP_034104508.1|DALB	LOC6733719|XP_039148542.1|DSIM
OG0003569	LOC117572056|XP_034110523.1|DALB	LOC6736482|XP_016030018.1|DSIM
OG0003570	LOC117571939|XP_034110320.1|DALB	LOC6733381|XP_016026308.1|DSIM
OG0003571	LOC117568871|XP_034105652.1|DALB	LOC6736793|XP_016030437.1|DSIM
OG0003572	LOC117569492|XP_034106564.1|DALB	LOC6734064|XP_016027067.1|DSIM
OG0003573	LOC117567266|XP_034103016.1|DALB	LOC6734389|XP_002081410.1|DSIM
OG0003574	LOC117567300|XP_034103074.1|DALB	LOC6736852|XP_002083708.2|DSIM
OG0003575	LOC117572589|XP_034111367.1|DALB	LOC27206220|XP_016032129.1|DSIM
OG0003576	LOC117567819|XP_034103949.1|DALB	LOC6738425|XP_002085234.1|DSIM
OG0003577	LOC117568097|XP_034104368.1|DALB	LOC6736921|XP_002083768.2|DSIM
OG0003578	LOC117568092|XP_034104363.1|DALB	LOC6737110|XP_016030736.1|DSIM
OG0003579	LOC117567849|XP_034103992.1|DALB	LOC6735046|XP_016028334.1|DSIM
OG0003580	LOC117569439|XP_034106493.1|DALB	LOC6735270|XP_002082240.1|DSIM
OG0003581	LOC117570669|XP_034108346.1|DALB	LOC6736379|XP_016029889.1|DSIM
OG0003582	LOC117570977|XP_034108813.1|DALB	LOC6737563|XP_016031353.1|DSIM
OG0003583	LOC117568529|XP_034105124.1|DALB	LOC6733838|XP_016026851.1|DSIM
OG0003584	LOC117569926|XP_034107171.1|DALB	LOC6733805|XP_002080849.2|DSIM
OG0003585	LOC117569804|XP_034107009.1|DALB	LOC6738553|XP_002085358.1|DSIM
OG0003586	LOC117577753|XP_034118555.1|DALB, LOC117571769|XP_034110021.1|DALB	LOC6724692|XP_039152071.1|DSIM
OG0003587	LOC117565002|XP_034099838.1|DALB	LOC6730542|XP_039150718.1|DSIM
OG0003588	LOC117574876|XP_034114797.1|DALB	LOC6728312|XP_016034946.1|DSIM
OG0003589	LOC117569518|XP_034106603.1|DALB	LOC6734708|XP_002081715.2|DSIM
OG0003590	LOC117569100|XP_034106009.1|DALB	LOC6736441|XP_002083312.1|DSIM
OG0003591	LOC117572751|XP_034111723.1|DALB	LOC6736362|XP_016029854.1|DSIM
OG0003592	LOC117570253|XP_034107657.1|DALB	LOC6737832|XP_016031608.1|DSIM
OG0003593	LOC117570654|XP_034108317.1|DALB	LOC6737181|XP_039149976.1|DSIM
OG0003594	LOC117567307|XP_034103086.1|DALB	LOC6737119|XP_002083966.1|DSIM
OG0003595	LOC117567695|XP_034103711.1|DALB	LOC6734604|XP_016027755.1|DSIM
OG0003596	LOC117566902|XP_034102412.1|DALB	LOC6733256|XP_002080319.1|DSIM
OG0003597	LOC117566893|XP_034102399.1|DALB	LOC6733248|XP_002080311.1|DSIM
OG0003598	LOC117568292|XP_034104703.1|DALB	LOC6736778|XP_002083634.1|DSIM
OG0003599	LOC117566420|XP_034101839.1|DALB	LOC6730800|XP_002077968.1|DSIM
OG0003600	LOC117570988|XP_034108827.1|DALB	LOC6737283|XP_039149283.1|DSIM
OG0003601	LOC117570688|XP_034108380.1|DALB	LOC6733645|XP_016026608.1|DSIM
OG0003602	LOC117567001|XP_034102568.1|DALB	LOC6735925|XP_016029281.1|DSIM
OG0003603	LOC117569106|XP_034106014.1|DALB	LOC6737260|XP_002084100.1|DSIM
OG0003604	LOC117564348|XP_034098955.1|DALB	LOC6733081|XP_016025786.1|DSIM
OG0003605	LOC117575174|XP_034115176.1|DALB, LOC117575171|XP_034115173.1|DALB	LOC6729280|XP_002104600.1|DSIM
OG0003606	LOC117569707|XP_034106861.1|DALB	LOC6734969|XP_002081963.2|DSIM
OG0003607	LOC117566936|XP_034102455.1|DALB	LOC6735008|XP_002081989.1|DSIM
OG0003608	LOC117569313|XP_034106316.1|DALB	LOC6737517|XP_016031313.1|DSIM
OG0003609	LOC117569895|XP_034107128.1|DALB	LOC6733662|XP_002080709.1|DSIM
OG0003610	LOC117567234|XP_034102956.1|DALB	LOC6738532|XP_002085338.1|DSIM
OG0003611	LOC117572686|XP_034111616.1|DALB	LOC27207730|XP_039149493.1|DSIM
OG0003612	LOC117571594|XP_034109701.1|DALB	LOC6735459|XP_002082398.2|DSIM
OG0003613	LOC117570286|XP_034107697.1|DALB	LOC6733394|XP_002080451.1|DSIM
OG0003614	LOC117570287|XP_034107698.1|DALB	LOC6733395|XP_002080452.1|DSIM
OG0003615	LOC117570293|XP_034107705.1|DALB	LOC6735862|XP_016029227.1|DSIM
OG0003616	LOC117568602|XP_034105244.1|DALB	LOC6735730|XP_002082643.1|DSIM
OG0003617	LOC117571901|XP_034110264.1|DALB	LOC6734174|XP_016027183.1|DSIM
OG0003618	LOC117571899|XP_034110260.1|DALB	LOC6734173|XP_016027181.1|DSIM
OG0003619	LOC117566822|XP_034102276.1|DALB	LOC6734236|XP_016027287.1|DSIM
OG0003620	LOC117570834|XP_034108598.1|DALB	LOC6736016|XP_002082925.1|DSIM
OG0003621	LOC117566960|XP_034102501.1|DALB	LOC27207386|XP_016031122.1|DSIM
OG0003622	LOC117566959|XP_034102496.1|DALB	LOC6737381|XP_016031126.1|DSIM
OG0003623	LOC117571951|XP_034110342.1|DALB	LOC6734329|XP_016027405.1|DSIM
OG0003624	LOC117572740|XP_034111707.1|DALB	LOC6735916|XP_002082826.1|DSIM
OG0003625	LOC117570595|XP_034108229.1|DALB	LOC6733391|XP_002080448.1|DSIM
OG0003626	LOC117569225|XP_034106191.1|DALB	LOC6734625|XP_016027779.2|DSIM
OG0003627	LOC117569125|XP_034106036.1|DALB	LOC6735165|XP_039148781.1|DSIM
OG0003628	LOC117566377|XP_034101769.1|DALB	LOC6733715|XP_039148805.1|DSIM
OG0003629	LOC117568875|XP_034105657.1|DALB	LOC6734259|XP_002081288.1|DSIM
OG0003630	LOC117572043|XP_034110500.1|DALB	LOC27208785|XP_016029393.1|DSIM
OG0003631	LOC117572049|XP_034110514.1|DALB	LOC6738714|XP_002085515.1|DSIM
OG0003632	LOC117570197|XP_034107575.1|DALB	LOC6736848|XP_016030496.1|DSIM
OG0003633	LOC117567326|XP_034103123.1|DALB	LOC6734220|XP_002081249.1|DSIM
OG0003634	LOC117569163|XP_034106117.1|DALB	LOC6737300|XP_016031011.2|DSIM
OG0003635	LOC117567806|XP_034103931.1|DALB	LOC6736620|XP_039149243.1|DSIM
OG0003636	LOC117571850|XP_034110135.1|DALB	LOC6733649|XP_002080703.1|DSIM
OG0003637	LOC117570431|XP_034107978.1|DALB	LOC6734184|XP_002081213.1|DSIM
OG0003638	LOC117568534|XP_034105143.1|DALB	LOC6738746|XP_016032557.1|DSIM
OG0003639	LOC117565418|XP_034100394.1|DALB	LOC6731668|XP_002078808.1|DSIM
OG0003640	LOC117566974|XP_034102526.1|DALB	LOC6734610|XP_016027763.1|DSIM
OG0003641	LOC117567148|XP_034102852.1|DALB	LOC6735526|XP_002082462.1|DSIM
OG0003642	LOC117570566|XP_034108188.1|DALB	LOC6733500|XP_016026459.1|DSIM
OG0003643	LOC117570841|XP_034108612.1|DALB	LOC6736019|XP_002082928.1|DSIM
OG0003644	LOC117567904|XP_034104070.1|DALB	LOC6733803|XP_016026761.1|DSIM
OG0003645	LOC117568214|XP_034104578.1|DALB	LOC6736529|XP_002083399.2|DSIM
OG0003646	LOC117570395|XP_034107905.1|DALB	LOC6737215|XP_002084055.1|DSIM
OG0003647	LOC117568221|XP_034104586.1|DALB	LOC6737405|XP_002084243.1|DSIM
OG0003648	LOC117565960|XP_034101246.1|DALB	LOC6731030|XP_002078191.2|DSIM
OG0003649	LOC117573074|XP_034111844.1|DALB	LOC6729530|XP_002104838.2|DSIM
OG0003650	LOC117570391|XP_034107896.1|DALB	LOC6726058|XP_002107040.2|DSIM
OG0003651	LOC117573311|XP_034112306.1|DALB	LOC6730171|XP_016036930.1|DSIM
OG0003652	LOC117569067|XP_034105972.1|DALB	LOC6737856|XP_002084684.1|DSIM
OG0003653	LOC117567817|XP_034103945.1|DALB	LOC6738743|XP_002085543.1|DSIM
OG0003654	LOC117567193|XP_034102913.1|DALB	LOC6738420|XP_002085229.2|DSIM
OG0003655	LOC117564644|XP_034099396.1|DALB	LOC6732823|XP_002079936.1|DSIM
OG0003656	LOC117569061|XP_034105964.1|DALB	LOC6737861|XP_016031631.1|DSIM
OG0003657	LOC117567055|XP_034102674.1|DALB	LOC6739630|XP_016031371.1|DSIM
OG0003658	LOC117575251|XP_034115275.1|DALB	LOC27206879|XP_016035452.1|DSIM
OG0003659	LOC117569158|XP_034106113.1|DALB	LOC6738775|XP_002085575.1|DSIM
OG0003660	LOC117571565|XP_034109660.1|DALB	LOC6736217|XP_039149354.1|DSIM
OG0003661	LOC117566548|XP_034101981.1|DALB	LOC6736509|XP_016030086.1|DSIM
OG0003662	LOC117571558|XP_034109654.1|DALB	LOC6738974|XP_002085769.1|DSIM
OG0003663	LOC117570247|XP_034107646.1|DALB	LOC27209237|XP_039149783.1|DSIM
OG0003664	LOC117569646|XP_034106778.1|DALB	LOC6736924|XP_039149780.1|DSIM
OG0003665	LOC117568267|XP_034104648.1|DALB	LOC6733846|XP_016026862.1|DSIM
OG0003666	LOC117572193|XP_034110740.1|DALB	LOC6733262|XP_016026150.1|DSIM
OG0003667	LOC117572366|XP_034111024.1|DALB	LOC6736610|XP_039149432.1|DSIM
OG0003668	LOC117570103|XP_034107451.1|DALB	LOC27206146|XP_016026024.1|DSIM
OG0003669	LOC117571891|XP_034110247.1|DALB	LOC6733906|XP_002080950.1|DSIM
OG0003670	LOC117571889|XP_034110244.1|DALB	LOC6733905|XP_002080949.1|DSIM
OG0003671	LOC117567317|XP_034103101.1|DALB	LOC6735911|XP_039148350.1|DSIM
OG0003672	LOC117576638|XP_034117455.1|DALB	LOC6729569|XP_002104877.1|DSIM
OG0003673	LOC117566673|XP_034102110.1|DALB	LOC6735685|XP_039147325.1|DSIM
OG0003674	LOC117571980|XP_034110378.1|DALB	LOC6734694|XP_016027893.1|DSIM
OG0003675	LOC117567634|XP_034103624.1|DALB	LOC6733470|XP_002080527.2|DSIM
OG0003676	LOC117567630|XP_034103618.1|DALB	LOC6733469|XP_016026421.1|DSIM
OG0003677	LOC117573104|XP_034111912.1|DALB	LOC27209031|XP_016033087.1|DSIM
OG0003678	LOC117568431|XP_034104981.1|DALB	LOC6736713|XP_016030324.1|DSIM
OG0003679	LOC117570193|XP_034107570.1|DALB	LOC6736708|XP_016030322.1|DSIM
OG0003680	LOC117566935|XP_034102454.1|DALB	LOC6735010|XP_002081991.2|DSIM
OG0003681	LOC117570105|XP_034107452.1|DALB	LOC6734662|XP_002081669.1|DSIM
OG0003682	LOC117576007|XP_034116405.1|DALB	LOC6728362|XP_039150932.1|DSIM
OG0003683	LOC117567128|XP_034102829.1|DALB	LOC6734263|XP_039148431.1|DSIM
OG0003684	LOC117571491|XP_034109550.1|DALB	LOC27208937|XP_016031206.1|DSIM
OG0003685	LOC117569204|XP_034106167.1|DALB	LOC6737351|XP_016031078.1|DSIM
OG0003686	LOC117571319|XP_034109291.1|DALB	LOC6733785|XP_016026735.1|DSIM
OG0003687	LOC117570691|XP_034108384.1|DALB	LOC6734985|XP_002081967.2|DSIM
OG0003688	LOC117567115|XP_034102809.1|DALB	LOC6735726|XP_002082639.1|DSIM
OG0003689	LOC117568568|XP_034105188.1|DALB	LOC6739136|XP_016032982.1|DSIM
OG0003690	LOC117571928|XP_034110305.1|DALB	LOC120284776|XP_039149547.1|DSIM, LOC6738509|XP_039149546.1|DSIM
OG0003691	LOC117571929|XP_034110307.1|DALB	LOC6738207|XP_016032035.1|DSIM
OG0003692	LOC117569894|XP_034107127.1|DALB	LOC6733376|XP_039147418.1|DSIM
OG0003693	LOC117569742|XP_034106916.1|DALB	LOC6736209|XP_039149705.1|DSIM
OG0003694	LOC117570909|XP_034108705.1|DALB	LOC6738314|XP_016032163.1|DSIM
OG0003695	LOC117567205|XP_034102926.1|DALB	LOC6738459|XP_002085266.1|DSIM
OG0003696	LOC117568255|XP_034104628.1|DALB	LOC6734022|XP_002081061.1|DSIM
OG0003697	LOC117571341|XP_034109337.1|DALB	LOC6733826|XP_016026809.1|DSIM
OG0003698	LOC117570614|XP_034108265.1|DALB	LOC6737443|XP_016031214.1|DSIM
OG0003699	LOC117567782|XP_034103881.1|DALB	LOC6736083|XP_016029478.1|DSIM
OG0003700	LOC117568083|XP_034104350.1|DALB	LOC6736132|XP_002083032.1|DSIM
OG0003701	LOC117565884|XP_034101116.1|DALB	LOC6731429|XP_002078581.1|DSIM
OG0003702	LOC117567691|XP_034103706.1|DALB	LOC6738011|XP_016031807.1|DSIM
OG0003703	LOC117567861|XP_034104013.1|DALB	LOC6736578|XP_016030174.1|DSIM
OG0003704	LOC117567206|XP_034102927.1|DALB	LOC6738457|XP_002085264.2|DSIM
OG0003705	LOC117572653|XP_034111525.1|DALB	LOC6739319|XP_039148404.1|DSIM
OG0003706	LOC117567377|XP_034103211.1|DALB	LOC27207062|XP_016030571.1|DSIM
OG0003707	LOC117566953|XP_034102481.1|DALB	LOC6736308|XP_039149172.1|DSIM
OG0003708	LOC117572026|XP_034110467.1|DALB	LOC27207496|XP_016032138.2|DSIM
OG0003709	LOC117570734|XP_034108446.1|DALB	LOC6734241|XP_002081270.1|DSIM
OG0003710	LOC117566956|XP_034102490.1|DALB	LOC6734242|XP_002081271.1|DSIM
OG0003711	LOC117570412|XP_034107929.1|DALB	LOC6738701|XP_002085503.1|DSIM
OG0003712	LOC117570044|XP_034107360.1|DALB	LOC6734484|XP_002081503.1|DSIM
OG0003713	LOC117569706|XP_034106860.1|DALB	LOC6735398|XP_039147356.1|DSIM
OG0003714	LOC117569704|XP_034106859.1|DALB	LOC6735399|XP_002082346.1|DSIM
OG0003715	LOC117569423|XP_034106473.1|DALB	LOC6737261|XP_002084101.1|DSIM
OG0003716	LOC117567439|XP_034103338.1|DALB	LOC6737908|XP_039148935.1|DSIM
OG0003717	LOC117566360|XP_034101744.1|DALB	LOC6738366|XP_002085175.1|DSIM
OG0003718	LOC117572558|XP_034111323.1|DALB	LOC6737233|XP_002084073.1|DSIM
OG0003719	LOC117567075|XP_034102712.1|DALB	LOC6738005|XP_002084820.1|DSIM
OG0003720	LOC117575269|XP_034115298.1|DALB	LOC6740277|XP_016040261.1|DSIM
OG0003721	LOC117569443|XP_034106497.1|DALB	LOC6735722|XP_002082635.2|DSIM
OG0003722	LOC117567274|XP_034103028.1|DALB	LOC6737163|XP_016030820.1|DSIM
OG0003723	LOC117571494|XP_034109553.1|DALB	LOC6737429|XP_002084266.1|DSIM
OG0003724	LOC117568782|XP_034105510.1|DALB	LOC6736896|XP_016030542.1|DSIM
OG0003725	LOC117567395|XP_034103237.1|DALB	LOC6737837|XP_016031617.1|DSIM
OG0003726	LOC117568401|XP_034104924.1|DALB	LOC6736871|XP_002083724.1|DSIM
OG0003727	LOC117570479|XP_034108055.1|DALB	LOC6738997|XP_016032824.1|DSIM
OG0003728	LOC117573808|XP_034113110.1|DALB	LOC6727862|XP_016034437.1|DSIM
OG0003729	LOC117568982|XP_034105836.1|DALB	LOC6736408|XP_039150114.1|DSIM
OG0003730	LOC117570891|XP_034108684.1|DALB	LOC6736532|XP_039149109.1|DSIM
OG0003731	LOC117571619|XP_034109732.1|DALB	LOC6736752|XP_002083608.1|DSIM
OG0003732	LOC117567540|XP_034103477.1|DALB	LOC6737604|XP_002084436.3|DSIM
OG0003733	LOC117568120|XP_034104413.1|DALB	LOC6736327|XP_016029805.1|DSIM
OG0003734	LOC117572020|XP_034110459.1|DALB	LOC6734433|XP_039149368.1|DSIM
OG0003735	LOC117569072|XP_034105978.1|DALB	LOC6735961|XP_002082870.1|DSIM
OG0003736	LOC117569974|XP_034107241.1|DALB	LOC6735139|XP_002082116.1|DSIM
OG0003737	LOC117568628|XP_034105310.1|DALB	LOC6735687|XP_002082603.1|DSIM
OG0003738	LOC117570243|XP_034107636.1|DALB	LOC6735762|XP_016029135.1|DSIM
OG0003739	LOC117570933|XP_034108752.1|DALB	LOC6733385|XP_002080442.1|DSIM
OG0003740	LOC117571940|XP_034110324.1|DALB	LOC27208943|XP_016026304.1|DSIM
OG0003741	LOC117570777|XP_034108505.1|DALB	LOC6736328|XP_016029806.1|DSIM
OG0003742	LOC117572220|XP_034110787.1|DALB	LOC6738621|XP_002085423.1|DSIM
OG0003743	LOC117572385|XP_034111049.1|DALB	LOC6733465|XP_016026416.1|DSIM
OG0003744	LOC117571942|XP_034110326.1|DALB	LOC6739291|XP_016026309.1|DSIM
OG0003745	LOC117568089|XP_034104358.1|DALB	LOC6734163|XP_002081192.1|DSIM
OG0003746	LOC117567318|XP_034103109.1|DALB	LOC6735469|XP_039148256.1|DSIM
OG0003747	LOC117571760|XP_034110008.1|DALB	LOC6737807|XP_002084635.1|DSIM
OG0003748	LOC117571776|XP_034110025.1|DALB	LOC6737803|XP_016031588.1|DSIM
OG0003749	LOC117567857|XP_034104007.1|DALB	LOC6737798|XP_002084626.1|DSIM
OG0003750	LOC117567858|XP_034104011.1|DALB	LOC6737801|XP_016031584.1|DSIM
OG0003751	LOC117567855|XP_034104001.1|DALB	LOC6737795|XP_016031573.1|DSIM
OG0003752	LOC117567759|XP_034103841.1|DALB	LOC6738406|XP_016032262.1|DSIM
OG0003753	LOC117574770|XP_034114610.1|DALB	LOC6737044|XP_039150251.1|DSIM
OG0003754	LOC117574760|XP_034114598.1|DALB, LOC117567418|XP_034103296.1|DALB	LOC6737043|XP_039150248.1|DSIM
OG0003755	LOC117570617|XP_034108269.1|DALB	LOC27206218|XP_039150309.1|DSIM
OG0003756	LOC117567364|XP_034103198.1|DALB	LOC6733148|XP_016026018.2|DSIM
OG0003757	LOC117568174|XP_034104497.1|DALB	LOC6736146|XP_016029532.1|DSIM
OG0003758	LOC117571311|XP_034109275.1|DALB	LOC6735163|XP_016028447.1|DSIM
OG0003759	LOC117572017|XP_034110447.1|DALB	LOC6737305|XP_016031018.1|DSIM
OG0003760	LOC117567779|XP_034103868.1|DALB	LOC6734965|XP_016028264.1|DSIM
OG0003761	LOC117567122|XP_034102820.1|DALB	LOC6737291|XP_002084131.1|DSIM
OG0003762	LOC117567121|XP_034102816.1|DALB	LOC6737293|XP_016031006.1|DSIM
OG0003763	LOC117569750|XP_034106930.1|DALB	LOC6736973|XP_039149124.1|DSIM
OG0003764	LOC117569746|XP_034106924.1|DALB	LOC6736968|XP_016030608.1|DSIM
OG0003765	LOC117564115|XP_034098663.1|DALB	LOC6732253|XP_002079382.1|DSIM
OG0003766	LOC117568741|XP_034105458.1|DALB, LOC117566089|XP_034101457.1|DALB	LOC6725138|XP_016038109.1|DSIM
OG0003767	LOC117571854|XP_034110139.1|DALB	LOC6734637|XP_002081645.1|DSIM
OG0003768	LOC117569104|XP_034106012.1|DALB	LOC6739381|XP_016027018.1|DSIM
OG0003769	LOC117567824|XP_034103956.1|DALB	LOC6733979|XP_002081023.1|DSIM
OG0003770	LOC117573077|XP_034111846.1|DALB	LOC6724744|XP_016037435.1|DSIM
OG0003771	LOC117572088|XP_034110575.1|DALB	LOC6737248|XP_016030960.1|DSIM
OG0003772	LOC117571838|XP_034110117.1|DALB	LOC6737386|XP_002084224.1|DSIM
OG0003773	LOC117570686|XP_034108378.1|DALB	LOC6733793|XP_016026753.1|DSIM
OG0003774	LOC117571320|XP_034109293.1|DALB	LOC6733787|XP_016026740.1|DSIM
OG0003775	LOC117578252|XP_034119563.1|DALB	LOC6740245|XP_039152754.1|DSIM
OG0003776	LOC117568296|XP_034104708.1|DALB	LOC6733288|XP_016026193.1|DSIM
OG0003777	LOC117572662|XP_034111550.1|DALB	LOC6733484|XP_002080541.1|DSIM
OG0003778	LOC117572785|XP_034111774.1|DALB	LOC6733997|XP_039148869.1|DSIM
OG0003779	LOC117572788|XP_034111777.1|DALB	LOC6735406|XP_016028720.1|DSIM
OG0003780	LOC117566889|XP_034102393.1|DALB	LOC6734899|XP_002081896.1|DSIM
OG0003781	LOC117573211|XP_034112114.1|DALB	LOC6740338|XP_039152157.1|DSIM
OG0003782	LOC117577087|XP_034118078.1|DALB	LOC27209123|XP_016037695.1|DSIM
OG0003783	LOC117576964|XP_034118032.1|DALB	LOC6729876|XP_002105179.2|DSIM
OG0003784	LOC117567454|XP_034103358.1|DALB	LOC6733659|XP_039148249.1|DSIM
OG0003785	LOC117569120|XP_034106032.1|DALB	LOC27207467|XP_016026010.1|DSIM
OG0003786	LOC117571342|XP_034109339.1|DALB	LOC6735064|XP_016028354.1|DSIM
OG0003787	LOC117571345|XP_034109345.1|DALB	LOC6739466|XP_016028352.1|DSIM
OG0003788	LOC117567907|XP_034104076.1|DALB	LOC6735984|XP_002082893.1|DSIM
OG0003789	LOC117571185|XP_034109106.1|DALB	LOC6733417|XP_039148091.1|DSIM
