Orthogroup	DALB.longest_only	DPER.longest_only
OG0004061	LOC117564031|XP_034098528.1|DALB	LOC6598352|XP_026846164.1|DPER
OG0004062	LOC117569691|XP_034106836.1|DALB	LOC6595862|XP_026845531.1|DPER
OG0004063	LOC117577867|XP_034118714.1|DALB	LOC6596930|XP_002021838.1|DPER
OG0004064	LOC117570507|XP_034108094.1|DALB	LOC6596045|XP_002021229.1|DPER
OG0004065	LOC117571532|XP_034109606.1|DALB	LOC6601616|XP_026842273.1|DPER
OG0004066	LOC117572457|XP_034111182.1|DALB	LOC6590936|XP_002016169.1|DPER
OG0004067	LOC117568693|XP_034105397.1|DALB	LOC6600409|XP_002025514.2|DPER
OG0004070	LOC117566382|XP_034101774.1|DALB	LOC6595879|XP_002021392.2|DPER
OG0004071	LOC117572548|XP_034111310.1|DALB	LOC6602997|XP_026849470.1|DPER
OG0004072	LOC117572550|XP_034111313.1|DALB	LOC6602998|XP_002028025.2|DPER
OG0004073	LOC117577596|XP_034118336.1|DALB	LOC6597779|XP_002022982.2|DPER
OG0004074	LOC117572670|XP_034111578.1|DALB	LOC6590774|XP_002016462.1|DPER
OG0004075	LOC117571329|XP_034109309.1|DALB	LOC6592641|XP_002017862.1|DPER
OG0004076	LOC117571328|XP_034109305.1|DALB	LOC6592642|XP_026841031.1|DPER
OG0004077	LOC117565881|XP_034101111.1|DALB	LOC6602213|XP_026843604.1|DPER
OG0004078	LOC117575768|XP_034116025.1|DALB	LOC6591676|XP_002016891.1|DPER
OG0004079	LOC117577585|XP_034118320.1|DALB	LOC6597660|XP_026849302.1|DPER
OG0004080	LOC117569798|XP_034107002.1|DALB	LOC6590140|XP_002015953.1|DPER
OG0004081	LOC117567002|XP_034102571.1|DALB	LOC6593127|XP_026842560.1|DPER
OG0004082	LOC117573216|XP_034112123.1|DALB	LOC6602032|XP_002027029.2|DPER
OG0004084	LOC117572333|XP_034110962.1|DALB	LOC6602353|XP_026848443.1|DPER
OG0004085	LOC117575346|XP_034115402.1|DALB	LOC6588335|XP_002014156.1|DPER
OG0004086	LOC117576263|XP_034116795.1|DALB	LOC6587892|XP_026850882.1|DPER
OG0004087	LOC117573103|XP_034111914.1|DALB	LOC6598383|XP_026846147.1|DPER
OG0004089	LOC117563265|XP_034097387.1|DALB	LOC6597482|XP_026848867.1|DPER
OG0004090	LOC117576757|XP_034117693.1|DALB	LOC6591656|XP_002016851.1|DPER
OG0004091	LOC117574444|XP_034114173.1|DALB	LOC6591618|XP_002017120.1|DPER
OG0004092	LOC117563311|XP_034097460.1|DALB	LOC6600124|XP_002025291.1|DPER
OG0004094	LOC117577857|XP_034118696.1|DALB	LOC6597596|XP_026848892.1|DPER
OG0004095	LOC117574022|XP_034113504.1|DALB	LOC6594717|XP_002019402.2|DPER
OG0004096	LOC117576267|XP_034116801.1|DALB	LOC6587716|XP_002014074.2|DPER
OG0004097	LOC117568031|XP_034104262.1|DALB	LOC6595775|XP_002021322.1|DPER
OG0004098	LOC117570668|XP_034108345.1|DALB	LOC6588231|XP_026844913.1|DPER
OG0004099	LOC117575552|XP_034115704.1|DALB	LOC6591702|XP_026839981.1|DPER
OG0004100	LOC117576036|XP_034116450.1|DALB	LOC6591804|XP_002017265.1|DPER
OG0004101	LOC117574940|XP_034114880.1|DALB	LOC6604201|XP_026848364.1|DPER, LOC6591802|XP_026845381.1|DPER
OG0004102	LOC117576439|XP_034117087.1|DALB	LOC6591800|XP_002017261.2|DPER
OG0004103	LOC117575766|XP_034116022.1|DALB	LOC6591678|XP_002016893.1|DPER
OG0004104	LOC117573899|XP_034113298.1|DALB	LOC6595112|XP_026850534.1|DPER
OG0004105	LOC117570502|XP_034108090.1|DALB	LOC113565964|XP_026845218.1|DPER
OG0004106	LOC117569734|XP_034106903.1|DALB	LOC6603335|XP_026848202.1|DPER
OG0004107	LOC117570075|XP_034107405.1|DALB	LOC113566748|XP_026849549.1|DPER
OG0004108	LOC117573554|XP_034112726.1|DALB	LOC6594501|XP_002019700.1|DPER
OG0004109	LOC117576758|XP_034117694.1|DALB	LOC6591655|XP_002016850.1|DPER
OG0004110	LOC117568851|XP_034105619.1|DALB	LOC6602180|XP_026847978.1|DPER
OG0004111	LOC117576358|XP_034116937.1|DALB	LOC6592005|XP_002017433.1|DPER
OG0004112	LOC117575929|XP_034116279.1|DALB	LOC6591912|XP_002016869.1|DPER
OG0004113	LOC117568867|XP_034105651.1|DALB	LOC6602631|XP_002027653.1|DPER
OG0004114	LOC117577939|XP_034118840.1|DALB	LOC6596878|XP_002022093.2|DPER
OG0004115	LOC117567393|XP_034103238.1|DALB	LOC6596859|XP_026846028.1|DPER
OG0004116	LOC117574912|XP_034114848.1|DALB	LOC6592010|XP_026850769.1|DPER
OG0004117	LOC117573501|XP_034112619.1|DALB	LOC6594534|XP_002019426.2|DPER
OG0004118	LOC117572146|XP_034110677.1|DALB	LOC6590322|XP_002016211.1|DPER
OG0004119	LOC117576840|XP_034117813.1|DALB	LOC6594300|XP_002019798.1|DPER
OG0004120	LOC117573536|XP_034112702.1|DALB	LOC6594462|XP_026850240.1|DPER
OG0004121	LOC117571452|XP_034109490.1|DALB	LOC6599677|XP_026847340.1|DPER
OG0004122	LOC117576144|XP_034116602.1|DALB	LOC6594099|XP_002019691.1|DPER
OG0004123	LOC117575090|XP_034115080.1|DALB	LOC6591452|XP_026851078.1|DPER
OG0004124	LOC117570928|XP_034108749.1|DALB	LOC6597692|XP_026846419.1|DPER
OG0004125	LOC117573312|XP_034112308.1|DALB	LOC6594895|XP_002020495.1|DPER
OG0004126	LOC117573912|XP_034113312.1|DALB	LOC6594969|XP_026841149.1|DPER
OG0004127	LOC117564167|XP_034098725.1|DALB	LOC6589021|XP_002014440.1|DPER
OG0004128	LOC117573940|XP_034113358.1|DALB	LOC6591557|XP_002017106.1|DPER
OG0004129	LOC117572419|XP_034111097.1|DALB	LOC6592300|XP_026842422.1|DPER
OG0004130	LOC117572602|XP_034111432.1|DALB	LOC6597322|XP_002022510.1|DPER
OG0004131	LOC117574844|XP_034114731.1|DALB	LOC6594174|XP_002019444.2|DPER
OG0004132	LOC117566970|XP_034102519.1|DALB	LOC6602843|XP_002027811.2|DPER
OG0004133	LOC117578394|XP_034119733.1|DALB	LOC6595437|XP_002020858.1|DPER
OG0004134	LOC117573132|XP_034111954.1|DALB	LOC6591337|XP_026850490.1|DPER
OG0004135	LOC117576084|XP_034116523.1|DALB	LOC6594649|XP_026850398.1|DPER
OG0004136	LOC117574583|XP_034114357.1|DALB	LOC6592021|XP_026850917.1|DPER
OG0004137	LOC117570693|XP_034108387.1|DALB	LOC6592785|XP_002018436.1|DPER
OG0004138	LOC117567971|XP_034104170.1|DALB	LOC6599765|XP_002024885.1|DPER
OG0004139	LOC117573563|XP_034112743.1|DALB	LOC6598566|XP_026846360.1|DPER
OG0004140	LOC117570399|XP_034107912.1|DALB	LOC6599985|XP_026849184.1|DPER
OG0004141	LOC117567771|XP_034103861.1|DALB	LOC6593115|XP_026841062.1|DPER
OG0004142	LOC117575534|XP_034115678.1|DALB	LOC6602567|XP_002027601.1|DPER
OG0004143	LOC117575078|XP_034115063.1|DALB	LOC6598702|XP_002023881.1|DPER
OG0004144	LOC117565896|XP_034101133.1|DALB	LOC6589710|XP_002014460.1|DPER
OG0004145	LOC117572072|XP_034110549.1|DALB	LOC6599656|XP_002024583.1|DPER
OG0004146	LOC117573430|XP_034112534.1|DALB	LOC6592101|XP_026840198.1|DPER
OG0004147	LOC117566246|XP_034101689.1|DALB	LOC6589220|XP_002014445.1|DPER
OG0004148	LOC117576200|XP_034116683.1|DALB	LOC113564872|XP_026850982.1|DPER
OG0004149	LOC117575232|XP_034115253.1|DALB	LOC6591423|XP_026849343.1|DPER
OG0004150	LOC117575651|XP_034115829.1|DALB	LOC6591773|XP_002017134.1|DPER
OG0004152	LOC117574897|XP_034114825.1|DALB	LOC6591404|XP_026840109.1|DPER
OG0004153	LOC117567259|XP_034103000.1|DALB	LOC6591038|XP_002016630.1|DPER
OG0004154	LOC117567892|XP_034104055.1|DALB	LOC6599719|XP_002024904.1|DPER
OG0004155	LOC117574999|XP_034114965.1|DALB	LOC6591630|XP_002017197.1|DPER
OG0004156	LOC117575714|XP_034115940.1|DALB	LOC6591622|XP_026847742.1|DPER
OG0004157	LOC117568030|XP_034104265.1|DALB	LOC6597449|XP_026846452.1|DPER
OG0004158	LOC117571599|XP_034109706.1|DALB	LOC6603281|XP_002028257.2|DPER
OG0004159	LOC117576689|XP_034117575.1|DALB	LOC6591883|XP_002017081.1|DPER
OG0004160	LOC117567885|XP_034104048.1|DALB	LOC6595863|XP_026845233.1|DPER
OG0004161	LOC117573555|XP_034112728.1|DALB	LOC6594019|XP_026850384.1|DPER
OG0004162	LOC117574231|XP_034113832.1|DALB	LOC6592149|XP_002017285.1|DPER
OG0004163	LOC117574821|XP_034114681.1|DALB	LOC6594149|XP_026850658.1|DPER
OG0004164	LOC117574267|XP_034113895.1|DALB	LOC6591975|XP_026851260.1|DPER
OG0004165	LOC117567066|XP_034102697.1|DALB	LOC6592726|XP_026842051.1|DPER
OG0004166	LOC117567699|XP_034103721.1|DALB	LOC6590496|XP_026841692.1|DPER
OG0004167	LOC117574977|XP_034114934.1|DALB	LOC6588647|XP_002013142.1|DPER
OG0004168	LOC117574293|XP_034113980.1|DALB	LOC6595194|XP_002020229.1|DPER
OG0004169	LOC117577718|XP_034118513.1|DALB	LOC6597539|XP_026849298.1|DPER
OG0004170	LOC117567840|XP_034103985.1|DALB	LOC6599167|XP_026848253.1|DPER
OG0004171	LOC117577653|XP_034118431.1|DALB	LOC6597505|XP_002022653.1|DPER
OG0004172	LOC117563417|XP_034097646.1|DALB	LOC6599354|XP_002024477.2|DPER
OG0004173	LOC117569862|XP_034107086.1|DALB	LOC6590701|XP_002016059.1|DPER
OG0004174	LOC117571950|XP_034110338.1|DALB	LOC6592759|XP_026841006.1|DPER
OG0004175	LOC117567846|XP_034103989.1|DALB	LOC6590419|XP_002016432.1|DPER
OG0004176	LOC117569509|XP_034106586.1|DALB	LOC6601207|XP_002026303.1|DPER
OG0004177	LOC117573761|XP_034113043.1|DALB	LOC6591620|XP_026840921.1|DPER
OG0004178	LOC117575910|XP_034116247.1|DALB	LOC6594471|XP_026850691.1|DPER
OG0004179	LOC117568305|XP_034104744.1|DALB	LOC6596889|XP_002022104.1|DPER
OG0004180	LOC117576165|XP_034116630.1|DALB	LOC6594644|XP_026850412.1|DPER
OG0004181	LOC117574160|XP_034113737.1|DALB	LOC6587766|XP_002013686.1|DPER
OG0004182	LOC117568819|XP_034105575.1|DALB	LOC6596154|XP_026845356.1|DPER
OG0004183	LOC117569906|XP_034107137.1|DALB	LOC6596153|XP_002021165.1|DPER
OG0004184	LOC117571843|XP_034110122.1|DALB	LOC6601878|XP_002026927.1|DPER
OG0004185	LOC117563358|XP_034097538.1|DALB	LOC6602260|XP_026843391.1|DPER
OG0004186	LOC117571862|XP_034110152.1|DALB	LOC6598375|XP_002023400.1|DPER
OG0004187	LOC117576171|XP_034116644.1|DALB, LOC117577296|XP_034118162.1|DALB	LOC6591393|XP_002017363.1|DPER
OG0004188	LOC117573532|XP_034112671.1|DALB	LOC6594454|XP_002019705.1|DPER
OG0004189	LOC117573542|XP_034112712.1|DALB	LOC6594456|XP_002019707.1|DPER
OG0004190	LOC117575614|XP_034115779.1|DALB	LOC6594197|XP_002019505.1|DPER
OG0004191	LOC117575621|XP_034115786.1|DALB	LOC6594194|XP_002019502.2|DPER
OG0004192	LOC117575500|XP_034115634.1|DALB	LOC6594046|XP_026850302.1|DPER
OG0004193	LOC117564156|XP_034098716.1|DALB	LOC6599245|XP_026848309.1|DPER
OG0004194	LOC117575721|XP_034115952.1|DALB	LOC6594180|XP_002019811.1|DPER
OG0004195	LOC117566993|XP_034102558.1|DALB	LOC6600207|XP_002025307.1|DPER
OG0004196	LOC117576806|XP_034117757.1|DALB	LOC6587470|XP_002013655.1|DPER
OG0004197	LOC117574755|XP_034114589.1|DALB	LOC6594544|XP_002019374.1|DPER
OG0004198	LOC117576325|XP_034116884.1|DALB	LOC6591627|XP_002017194.1|DPER
OG0004199	LOC117575526|XP_034115663.1|DALB	LOC6591942|XP_002017309.1|DPER
OG0004200	LOC117567065|XP_034102696.1|DALB	LOC6592725|XP_002018092.1|DPER
OG0004201	LOC117574404|XP_034114133.1|DALB	LOC6587431|XP_002013037.1|DPER
OG0004202	LOC117575738|XP_034115978.1|DALB	LOC6587697|XP_002012755.1|DPER
OG0004203	LOC117574936|XP_034114877.1|DALB	LOC6594173|XP_002019443.1|DPER
OG0004204	LOC117572051|XP_034110518.1|DALB	LOC6602357|XP_002027436.1|DPER
OG0004205	LOC117570470|XP_034108043.1|DALB	LOC6596996|XP_002022243.2|DPER
OG0004206	LOC117575187|XP_034115191.1|DALB	LOC6594412|XP_002019676.1|DPER
OG0004207	LOC117575192|XP_034115196.1|DALB	LOC6594413|XP_002019677.1|DPER
OG0004208	LOC117574021|XP_034113501.1|DALB	LOC6594125|XP_026842880.1|DPER
OG0004209	LOC117573924|XP_034113328.1|DALB	LOC6595273|XP_026850017.1|DPER
OG0004210	LOC117574212|XP_034113809.1|DALB	LOC6598798|XP_002023909.1|DPER
OG0004211	LOC117563924|XP_034098384.1|DALB	LOC6589152|XP_002014759.1|DPER
OG0004212	LOC117576445|XP_034117098.1|DALB	LOC6592147|XP_002017283.1|DPER
OG0004213	LOC117573801|XP_034113101.1|DALB	LOC6594283|XP_002019609.2|DPER
OG0004214	LOC117572685|XP_034111614.1|DALB	LOC6600815|XP_002025882.1|DPER
OG0004215	LOC117568099|XP_034104370.1|DALB	LOC6601561|XP_026842008.1|DPER
OG0004216	LOC117571038|XP_034108892.1|DALB	LOC6601974|XP_026849616.1|DPER
OG0004217	LOC117570123|XP_034107479.1|DALB	LOC6600334|XP_002025343.2|DPER
OG0004218	LOC117575539|XP_034115684.1|DALB	LOC6597565|XP_002022782.1|DPER
OG0004219	LOC117575429|XP_034115524.1|DALB	LOC6594559|XP_002019578.1|DPER
OG0004220	LOC117576423|XP_034117046.1|DALB	LOC6591900|XP_026840390.1|DPER
OG0004221	LOC117573930|XP_034113346.1|DALB	LOC6594543|XP_002019373.1|DPER
OG0004222	LOC117574690|XP_034114487.1|DALB	LOC6591871|XP_026851159.1|DPER
OG0004223	LOC117575034|XP_034115004.1|DALB	LOC6591874|XP_026851151.1|DPER
OG0004224	LOC117573647|XP_034112856.1|DALB	LOC6592051|XP_002017164.1|DPER
OG0004225	LOC117577189|XP_034118103.1|DALB	LOC6598570|XP_002023633.2|DPER
OG0004226	LOC117576334|XP_034116898.1|DALB	LOC6592028|XP_026850988.1|DPER
OG0004227	LOC117576348|XP_034116923.1|DALB	LOC6594176|XP_026850517.1|DPER
OG0004228	LOC117574845|XP_034114732.1|DALB	LOC6594175|XP_002019445.1|DPER
OG0004229	LOC117566416|XP_034101831.1|DALB	LOC6603159|XP_026842545.1|DPER
OG0004230	LOC117577642|XP_034118402.1|DALB	LOC6599120|XP_026849266.1|DPER
OG0004231	LOC117572113|XP_034110625.1|DALB	LOC6601887|XP_002026936.2|DPER
OG0004232	LOC117572116|XP_034110632.1|DALB	LOC6601891|XP_026849388.1|DPER
OG0004233	LOC117572115|XP_034110631.1|DALB	LOC6601892|XP_026849386.1|DPER
OG0004234	LOC117571618|XP_034109731.1|DALB	LOC6601900|XP_002026949.2|DPER
OG0004235	LOC117571458|XP_034109541.1|DALB, LOC117571687|XP_034109875.1|DALB	LOC6599945|XP_002025135.2|DPER
OG0004236	LOC117574683|XP_034114480.1|DALB	LOC6594184|XP_002019815.1|DPER
OG0004237	LOC117576449|XP_034117105.1|DALB	LOC6594119|XP_026851013.1|DPER
OG0004238	LOC117575027|XP_034114997.1|DALB	LOC6594245|XP_002019775.1|DPER
OG0004239	LOC117575809|XP_034116092.1|DALB	LOC6594536|XP_026845705.1|DPER
OG0004240	LOC117574703|XP_034114506.1|DALB	LOC6591814|XP_002017235.1|DPER
OG0004241	LOC117575533|XP_034115674.1|DALB	LOC6591491|XP_026849970.1|DPER
OG0004242	LOC117574500|XP_034114235.1|DALB	LOC6594694|XP_002019621.1|DPER
OG0004243	LOC117572359|XP_034111013.1|DALB	LOC6599499|XP_002024719.1|DPER
OG0004244	LOC117575726|XP_034115960.1|DALB	LOC6594181|XP_002019812.1|DPER
OG0004245	LOC117569824|XP_034107039.1|DALB	LOC6601020|XP_002026142.1|DPER
OG0004246	LOC117567262|XP_034103010.1|DALB	LOC6598859|XP_026847767.1|DPER
OG0004247	LOC117576775|XP_034117721.1|DALB	LOC6600135|XP_002025252.1|DPER
OG0004248	LOC117571104|XP_034108976.1|DALB	LOC6593241|XP_002018362.1|DPER
OG0004249	LOC117571566|XP_034109666.1|DALB	LOC6601053|XP_002026108.1|DPER
OG0004250	LOC117564870|XP_034099709.1|DALB	LOC6593586|XP_002018877.2|DPER
OG0004251	LOC117567390|XP_034103275.1|DALB	LOC6602753|XP_026847723.1|DPER
OG0004252	LOC117576441|XP_034117095.1|DALB	LOC6592144|XP_002017280.2|DPER
OG0004253	LOC117576466|XP_034117128.1|DALB	LOC6594341|XP_026850566.1|DPER
OG0004254	LOC117566073|XP_034101443.1|DALB	LOC6602895|XP_002027918.1|DPER
OG0004255	LOC117564911|XP_034099757.1|DALB	LOC6596367|XP_026843726.1|DPER
OG0004256	LOC117567780|XP_034103871.1|DALB	LOC6601625|XP_026842585.1|DPER
OG0004257	LOC117576768|XP_034117708.1|DALB	LOC6595011|XP_002020468.1|DPER
OG0004258	LOC117574687|XP_034114483.1|DALB	LOC6594672|XP_026850223.1|DPER
OG0004259	LOC117566995|XP_034102561.1|DALB	LOC6601628|XP_002026631.1|DPER
OG0004260	LOC117574379|XP_034114104.1|DALB	LOC6591958|XP_026850815.1|DPER
OG0004261	LOC117576872|XP_034117864.1|DALB	LOC6591341|XP_026842028.1|DPER
OG0004262	LOC117574574|XP_034114342.1|DALB	LOC6592138|XP_002016819.1|DPER
OG0004263	LOC117575125|XP_034115117.1|DALB	LOC6594106|XP_026850370.1|DPER
OG0004264	LOC117576745|XP_034117669.1|DALB	LOC6594159|XP_002019568.2|DPER
OG0004265	LOC117575612|XP_034115776.1|DALB	LOC6594191|XP_002019499.1|DPER
OG0004266	LOC117576539|XP_034117265.1|DALB	LOC6594216|XP_002019451.1|DPER
OG0004267	LOC117575814|XP_034116099.1|DALB	LOC6594317|XP_026851274.1|DPER
OG0004268	LOC117567963|XP_034104160.1|DALB	LOC6600936|XP_026842226.1|DPER
OG0004269	LOC117567902|XP_034104066.1|DALB	LOC6593246|XP_002018367.1|DPER
OG0004270	LOC117570370|XP_034107855.1|DALB	LOC113565124|XP_026841728.1|DPER
OG0004271	LOC117572124|XP_034110642.1|DALB	LOC6590538|XP_002016407.1|DPER
OG0004272	LOC117573593|XP_034112779.1|DALB	LOC6594578|XP_002019829.1|DPER
OG0004273	LOC117576019|XP_034116418.1|DALB	LOC6598729|XP_002023876.1|DPER
OG0004274	LOC117578277|XP_034119595.1|DALB	LOC6600051|XP_002025066.1|DPER
OG0004275	LOC117574480|XP_034114212.1|DALB	LOC6599974|XP_002025163.1|DPER
OG0004276	LOC117570062|XP_034107387.1|DALB	LOC6599853|XP_002025002.2|DPER
OG0004277	LOC117571568|XP_034109668.1|DALB	LOC6600482|XP_002025673.1|DPER
OG0004278	LOC117577758|XP_034118559.1|DALB	LOC6599313|XP_002024434.1|DPER
OG0004279	LOC117564078|XP_034098595.1|DALB	LOC6589105|XP_002015038.1|DPER
OG0004280	LOC117578236|XP_034119526.1|DALB	LOC6597508|XP_026849287.1|DPER
OG0004281	LOC117570548|XP_034108161.1|DALB	LOC6591068|XP_002015698.1|DPER
OG0004282	LOC117568969|XP_034105818.1|DALB	LOC6592700|XP_002018503.1|DPER
OG0004283	LOC117568970|XP_034105819.1|DALB	LOC6592701|XP_002018504.1|DPER
OG0004284	LOC117565630|XP_034100731.1|DALB	LOC113565576|XP_026843806.1|DPER
OG0004285	LOC117575835|XP_034116130.1|DALB, LOC117575514|XP_034115653.1|DALB	LOC6587371|XP_002013486.1|DPER
OG0004286	LOC117569134|XP_034106053.1|DALB	LOC6602800|XP_002027851.2|DPER
OG0004287	LOC117568037|XP_034104272.1|DALB	LOC6602801|XP_026847791.1|DPER
OG0004288	LOC117571708|XP_034109899.1|DALB	LOC6602826|XP_002027860.1|DPER
OG0004289	LOC117566879|XP_034102380.1|DALB	LOC6602401|XP_026848518.1|DPER
OG0004290	LOC117572432|XP_034111151.1|DALB	LOC6600891|XP_002025955.2|DPER
OG0004291	LOC117572649|XP_034111519.1|DALB	LOC6590941|XP_002016174.1|DPER
OG0004292	LOC117567309|XP_034103087.1|DALB	LOC113566606|XP_026848806.1|DPER
OG0004293	LOC117570509|XP_034108098.1|DALB	LOC6596044|XP_002021228.1|DPER
OG0004294	LOC117570469|XP_034108035.1|DALB	LOC6596997|XP_026845706.1|DPER
OG0004295	LOC117568973|XP_034105821.1|DALB	LOC6596998|XP_002022245.2|DPER
OG0004296	LOC117568961|XP_034105810.1|DALB	LOC6597001|XP_002022248.1|DPER
OG0004297	LOC117570272|XP_034107679.1|DALB	LOC6601318|XP_002026369.1|DPER
OG0004298	LOC117568536|XP_034105145.1|DALB	LOC6590429|XP_026842444.1|DPER
OG0004299	LOC117571686|XP_034109820.1|DALB	LOC6592336|XP_026840869.1|DPER
OG0004300	LOC117570815|XP_034108566.1|DALB	LOC6593243|XP_002018364.1|DPER
OG0004301	LOC117570145|XP_034107500.1|DALB	LOC6602958|XP_002027969.2|DPER
OG0004302	LOC117570168|XP_034107535.1|DALB	LOC6590516|XP_002016084.1|DPER
OG0004303	LOC117567253|XP_034102993.1|DALB	LOC6593089|XP_002017722.2|DPER
OG0004304	LOC117571718|XP_034109908.1|DALB	LOC6590026|XP_026842043.1|DPER
OG0004305	LOC117572164|XP_034110705.1|DALB	LOC6590695|XP_026842196.1|DPER
OG0004306	LOC117568339|XP_034104815.1|DALB	LOC6592774|XP_002018016.2|DPER
OG0004307	LOC117572078|XP_034110561.1|DALB	LOC6602098|XP_002027143.1|DPER
OG0004308	LOC117569986|XP_034107256.1|DALB	LOC6590492|XP_026842074.1|DPER
OG0004309	LOC117567919|XP_034104089.1|DALB	LOC6600582|XP_002025637.1|DPER
OG0004310	LOC117568794|XP_034105544.1|DALB	LOC6592212|XP_026840772.1|DPER
OG0004311	LOC117572396|XP_034111067.1|DALB	LOC6596031|XP_002021030.1|DPER
OG0004312	LOC117566834|XP_034102306.1|DALB	LOC6601338|XP_026842221.1|DPER, LOC113565094|XP_026841456.1|DPER
OG0004313	LOC117567419|XP_034103300.1|DALB	LOC6601355|XP_026841452.1|DPER
OG0004314	LOC117568076|XP_034104337.1|DALB	LOC6590459|XP_002015850.2|DPER
OG0004315	LOC117570883|XP_034108672.1|DALB	LOC6601291|XP_002026363.1|DPER
OG0004316	LOC117571785|XP_034110035.1|DALB	LOC6600972|XP_002026010.1|DPER
OG0004317	LOC117570618|XP_034108271.1|DALB	LOC6591067|XP_026841735.1|DPER
OG0004318	LOC117572062|XP_034110531.1|DALB	LOC6601331|XP_026841384.1|DPER
OG0004319	LOC117568556|XP_034105170.1|DALB	LOC6590801|XP_002015425.1|DPER
OG0004320	LOC117576767|XP_034117707.1|DALB	LOC6587370|XP_026850773.1|DPER
OG0004321	LOC117565427|XP_034100403.1|DALB	LOC6593795|XP_002018715.1|DPER
OG0004322	LOC117575468|XP_034115574.1|DALB	LOC6588415|XP_002013813.1|DPER
OG0004323	LOC117572599|XP_034111401.1|DALB	LOC6599519|XP_002024647.1|DPER
OG0004324	LOC117564439|XP_034099068.1|DALB	LOC6593667|XP_002018614.1|DPER
OG0004325	LOC117569281|XP_034106278.1|DALB	LOC6603194|XP_002028180.1|DPER
OG0004326	LOC117569280|XP_034106277.1|DALB	LOC6603195|XP_026842119.1|DPER
OG0004327	LOC117574061|XP_034113574.1|DALB	LOC6603701|XP_026846747.1|DPER
OG0004328	LOC117566921|XP_034102432.1|DALB	LOC6592427|XP_002018239.1|DPER
OG0004329	LOC117568510|XP_034105102.1|DALB	LOC6590407|XP_026841678.1|DPER
OG0004330	LOC117567158|XP_034102862.1|DALB	LOC6592497|XP_002018399.1|DPER
OG0004331	LOC117570817|XP_034108568.1|DALB	LOC6600946|XP_002026017.1|DPER
OG0004332	LOC117565823|XP_034101018.1|DALB	LOC6588671|XP_026844354.1|DPER
OG0004333	LOC117564658|XP_034099407.1|DALB	LOC6589756|XP_002014729.1|DPER
OG0004334	LOC117565225|XP_034100123.1|DALB	LOC6588906|XP_002014612.2|DPER
OG0004335	LOC117566885|XP_034102389.1|DALB	LOC6600807|XP_002025978.1|DPER
OG0004336	LOC117566884|XP_034102388.1|DALB	LOC6592348|XP_002018295.1|DPER
OG0004337	LOC117565969|XP_034101257.1|DALB	LOC6588884|XP_002014853.1|DPER
OG0004338	LOC117567581|XP_034103553.1|DALB	LOC6599634|XP_002024744.1|DPER
OG0004339	LOC117571156|XP_034109055.1|DALB	LOC6590870|XP_002016162.1|DPER
OG0004340	LOC117571155|XP_034109054.1|DALB	LOC6590300|XP_002016161.1|DPER
OG0004341	LOC117568545|XP_034105154.1|DALB	LOC6590461|XP_002015852.1|DPER
OG0004342	LOC117569692|XP_034106837.1|DALB	LOC6592503|XP_026841924.1|DPER
OG0004343	LOC117567838|XP_034103977.1|DALB	LOC6592499|XP_026841925.1|DPER
OG0004344	LOC117570251|XP_034107651.1|DALB	LOC6592538|XP_002018313.1|DPER
OG0004345	LOC117565075|XP_034099914.1|DALB	LOC6593947|XP_002019011.1|DPER
OG0004346	LOC117570881|XP_034108663.1|DALB	LOC6601313|XP_026842479.1|DPER
OG0004347	LOC117568826|XP_034105592.1|DALB	LOC6601315|XP_002026367.1|DPER
OG0004348	LOC117566736|XP_034102169.1|DALB	LOC113565251|XP_026842852.1|DPER
OG0004349	LOC117568687|XP_034105388.1|DALB	LOC6589961|XP_026840714.1|DPER
OG0004350	LOC117570269|XP_034107674.1|DALB	LOC6592747|XP_002017809.1|DPER
OG0004351	LOC117572077|XP_034110556.1|DALB	LOC6592637|XP_002017858.1|DPER
OG0004352	LOC117576820|XP_034117783.1|DALB	LOC113567472|XP_026851276.1|DPER
OG0004353	LOC117575041|XP_034115013.1|DALB	LOC6594923|XP_002020021.1|DPER
OG0004354	LOC117574627|XP_034114408.1|DALB	LOC6594820|XP_026842299.1|DPER
OG0004355	LOC117575703|XP_034115918.1|DALB	LOC6591970|XP_026842405.1|DPER
OG0004356	LOC117569370|XP_034106392.1|DALB	LOC6593255|XP_026841142.1|DPER
OG0004357	LOC117569814|XP_034107024.1|DALB	LOC6589970|XP_026842515.1|DPER
OG0004358	LOC117569772|XP_034106960.1|DALB	LOC6590452|XP_002016378.1|DPER
OG0004359	LOC117572462|XP_034111188.1|DALB	LOC6592454|XP_026840948.1|DPER
OG0004360	LOC117566981|XP_034102535.1|DALB	LOC6595816|XP_026845518.1|DPER
OG0004361	LOC117574544|XP_034114305.1|DALB	LOC6594144|XP_002019770.1|DPER
OG0004362	LOC117570028|XP_034107341.1|DALB	LOC6602794|XP_002027845.1|DPER
OG0004363	LOC117566721|XP_034102190.1|DALB	LOC6599309|XP_026847162.1|DPER
OG0004364	LOC117567755|XP_034103834.1|DALB	LOC6590531|XP_026841829.1|DPER
OG0004365	LOC117571282|XP_034109235.1|DALB	LOC6600864|XP_002025899.1|DPER
OG0004366	LOC117564080|XP_034098599.1|DALB	LOC6589107|XP_002015040.1|DPER
OG0004367	LOC117571021|XP_034108871.1|DALB	LOC6603340|XP_026848058.1|DPER
