Orthogroup	DALB.longest_only	DPSE.longest_only
OG0005385	LOC117568748|XP_034105467.1|DALB	LOC4804594|XP_001361129.2|DPSE
OG0005386	LOC117571152|XP_034109050.1|DALB	LOC4803823|XP_015039373.2|DPSE
OG0005387	LOC117574123|XP_034113667.1|DALB	LOC4801956|XP_015037500.2|DPSE
OG0005388	LOC117565634|XP_034100735.1|DALB	LOC4818012|XP_001357473.2|DPSE
OG0005389	LOC117565936|XP_034101212.1|DALB	LOC4817013|XP_001356840.3|DPSE
OG0005390	LOC117563272|XP_034097391.1|DALB	LOC4816531|XP_001355960.3|DPSE
OG0005391	LOC117563276|XP_034097396.1|DALB	LOC6902519|XP_033236249.1|DPSE
OG0005392	LOC117566031|XP_034101366.1|DALB	LOC4817442|XP_001356566.1|DPSE
OG0005393	LOC117576641|XP_034117461.1|DALB	LOC4801407|XP_033233160.1|DPSE
OG0005394	LOC117563904|XP_034098358.1|DALB	LOC4816789|XP_033235267.1|DPSE
OG0005395	LOC117564571|XP_034099297.1|DALB	LOC4817056|XP_001356583.3|DPSE
OG0005396	LOC117563592|XP_034097869.1|DALB	LOC4817015|XP_001356602.4|DPSE
OG0005397	LOC117565362|XP_034100316.1|DALB	LOC4817412|XP_001356601.3|DPSE
OG0005398	LOC117576051|XP_034116473.1|DALB	LOC6897612|XP_002137756.2|DPSE
OG0005399	LOC117570185|XP_034107557.1|DALB	LOC4803371|XP_033234136.1|DPSE
OG0005400	LOC117566644|XP_034102077.1|DALB	LOC4804771|XP_001361281.3|DPSE
OG0005401	LOC117565363|XP_034100317.1|DALB	LOC6903106|XP_033235736.1|DPSE
OG0005402	LOC117566040|XP_034101381.1|DALB	LOC4817404|XP_001356881.1|DPSE
OG0005403	LOC117566038|XP_034101378.1|DALB	LOC4816808|XP_001356597.3|DPSE
OG0005404	LOC117566039|XP_034101379.1|DALB	LOC4816839|XP_001356596.4|DPSE
OG0005405	LOC117566689|XP_034102127.1|DALB	LOC4804216|XP_001360811.2|DPSE
OG0005406	LOC117570460|XP_034108013.1|DALB	LOC4804788|XP_001361296.3|DPSE
OG0005407	LOC117567229|XP_034102950.1|DALB	LOC4805500|XP_001361894.2|DPSE
OG0005408	LOC117566136|XP_034101509.1|DALB	LOC4816553|XP_001355949.2|DPSE
OG0005409	LOC117565093|XP_034099942.1|DALB	LOC4817387|XP_001356717.3|DPSE
OG0005410	LOC117563931|XP_034098394.1|DALB	LOC6902517|XP_002133059.1|DPSE
OG0005412	LOC117569709|XP_034106865.1|DALB	LOC4803533|XP_001360243.2|DPSE
OG0005413	LOC117570532|XP_034108129.1|DALB	LOC4805138|XP_033234866.1|DPSE
OG0005414	LOC117572433|XP_034111156.1|DALB	LOC4815649|XP_001355557.1|DPSE
OG0005415	LOC117578206|XP_034119434.1|DALB	LOC4815118|XP_033239438.1|DPSE
OG0005416	LOC117570938|XP_034108758.1|DALB	LOC4804913|XP_001361398.2|DPSE
OG0005417	LOC117565319|XP_034100250.1|DALB	LOC4817679|XP_033236047.1|DPSE
OG0005418	LOC117564034|XP_034098529.1|DALB	LOC4816995|XP_001356867.2|DPSE
OG0005420	LOC117565395|XP_034100368.1|DALB	LOC4816197|XP_001355763.3|DPSE
OG0005421	LOC117564952|XP_034099798.1|DALB	LOC4817799|XP_001357157.3|DPSE
OG0005422	LOC117573042|XP_034111826.1|DALB	LOC6901724|XP_002134392.1|DPSE
OG0005423	LOC117565922|XP_034101185.1|DALB	LOC4818174|XP_015035302.2|DPSE
OG0005424	LOC117567170|XP_034102876.1|DALB	LOC4804410|XP_001360979.3|DPSE
OG0005425	LOC117576046|XP_034116467.1|DALB	LOC4815072|XP_033240294.1|DPSE
OG0005426	LOC117572329|XP_034110956.1|DALB	LOC4804503|XP_001361057.3|DPSE
OG0005428	LOC117564234|XP_034098816.1|DALB	LOC4816249|XP_001355868.3|DPSE
OG0005429	LOC117563375|XP_034097570.1|DALB	LOC6903404|XP_015035343.1|DPSE
OG0005430	LOC117563374|XP_034097568.1|DALB	LOC4818099|XP_015035346.2|DPSE
OG0005431	LOC117565202|XP_034100098.1|DALB	LOC6903395|XP_002132274.2|DPSE
OG0005432	LOC117565707|XP_034100843.1|DALB	LOC6902749|XP_002133263.1|DPSE
OG0005433	LOC117567415|XP_034103282.1|DALB	LOC4803917|XP_001360560.3|DPSE
OG0005434	LOC117564633|XP_034099383.1|DALB	LOC4816201|XP_015036897.1|DPSE
OG0005435	LOC117565711|XP_034100847.1|DALB	LOC6902751|XP_002133264.1|DPSE
OG0005436	LOC117565710|XP_034100846.1|DALB	LOC4816430|XP_001356292.3|DPSE
OG0005437	LOC117575139|XP_034115136.1|DALB	LOC4802089|XP_033241775.1|DPSE
OG0005438	LOC117565816|XP_034101007.1|DALB	LOC6903291|XP_015035663.2|DPSE
OG0005439	LOC117575181|XP_034115181.1|DALB	LOC6897129|XP_002137310.1|DPSE
OG0005440	LOC117566231|XP_034101668.1|DALB	LOC4816857|XP_001356673.4|DPSE
OG0005441	LOC117565992|XP_034101301.1|DALB	LOC4816359|XP_001355897.3|DPSE
OG0005442	LOC117564221|XP_034098799.1|DALB	LOC4816966|XP_001356886.2|DPSE
OG0005443	LOC117566252|XP_034101696.1|DALB	LOC26534138|XP_033235227.1|DPSE
OG0005444	LOC117563566|XP_034097839.1|DALB	LOC4817328|XP_001356445.2|DPSE
OG0005446	LOC117563243|XP_034097345.1|DALB	LOC6903104|XP_015036278.1|DPSE
OG0005447	LOC117564822|XP_034099635.1|DALB	LOC4816716|XP_001355940.2|DPSE
OG0005448	LOC117567694|XP_034103710.1|DALB	LOC4803355|XP_001360111.2|DPSE
OG0005449	LOC117572852|XP_034111812.1|DALB, LOC117564999|XP_034099834.1|DALB, LOC117564998|XP_034099833.1|DALB	LOC4811815|XP_033238270.1|DPSE
OG0005450	LOC117573642|XP_034112848.1|DALB	LOC4801870|XP_001358896.2|DPSE
OG0005451	LOC117563512|XP_034097779.1|DALB	LOC4817659|XP_033236643.1|DPSE
OG0005452	LOC117568622|XP_034105299.1|DALB	LOC4805498|XP_001361892.4|DPSE
OG0005453	LOC117574499|XP_034114234.1|DALB	LOC4803031|XP_001359833.1|DPSE
OG0005454	LOC117563610|XP_034097901.1|DALB	LOC4816924|XP_001356555.2|DPSE
OG0005455	LOC117571477|XP_034109530.1|DALB	LOC4805445|XP_001361846.3|DPSE
OG0005456	LOC117565684|XP_034100809.1|DALB	LOC4811695|XP_001352278.1|DPSE
OG0005457	LOC117565076|XP_034099915.1|DALB	LOC4811693|XP_001352276.1|DPSE
OG0005459	LOC117564823|XP_034099636.1|DALB	LOC4817436|XP_001356722.2|DPSE
OG0005460	LOC117565629|XP_034100730.1|DALB	LOC4818019|XP_001357475.3|DPSE
OG0005461	LOC117565467|XP_034100464.1|DALB	LOC4817964|XP_001357240.1|DPSE
OG0005462	LOC117565469|XP_034100466.1|DALB	LOC4817931|XP_001357242.1|DPSE
OG0005463	LOC117567479|XP_034103401.1|DALB	LOC6900374|XP_002134769.1|DPSE
OG0005464	LOC117565463|XP_034100458.1|DALB	LOC4817886|XP_033236759.1|DPSE
OG0005465	LOC117566034|XP_034101372.1|DALB	LOC4811696|XP_001352275.2|DPSE
OG0005466	LOC117571798|XP_034110054.1|DALB	LOC4811694|XP_001352277.1|DPSE
OG0005467	LOC117574823|XP_034114685.1|DALB	LOC4800944|XP_033234807.1|DPSE
OG0005468	LOC117566115|XP_034101477.1|DALB	LOC4817149|XP_001356614.3|DPSE
OG0005469	LOC117564057|XP_034098569.1|DALB	LOC4818135|XP_001357435.2|DPSE
OG0005470	LOC117564053|XP_034098564.1|DALB	LOC4818093|XP_015035521.2|DPSE
OG0005471	LOC117564306|XP_034098894.1|DALB	LOC4816837|XP_015035907.2|DPSE
OG0005472	LOC117564660|XP_034099409.1|DALB	LOC4817308|XP_033236672.1|DPSE
OG0005473	LOC117563739|XP_034098109.1|DALB	LOC4817943|XP_001357483.2|DPSE
OG0005474	LOC117563807|XP_034098231.1|DALB	LOC6902797|XP_002132534.2|DPSE
OG0005475	LOC117563400|XP_034097625.1|DALB	LOC4817126|XP_001356404.1|DPSE
OG0005476	LOC117572527|XP_034111278.1|DALB	LOC4805003|XP_001361473.3|DPSE
OG0005477	LOC117572566|XP_034111337.1|DALB	LOC4812850|XP_001353939.2|DPSE
OG0005478	LOC117563646|XP_034097946.1|DALB	LOC4817576|XP_001356981.1|DPSE
OG0005479	LOC117563645|XP_034097945.1|DALB	LOC4817575|XP_001356980.2|DPSE
OG0005480	LOC117564463|XP_034099141.1|DALB	LOC4817574|XP_001356979.1|DPSE
OG0005481	LOC117563552|XP_034097823.1|DALB	LOC4816912|XP_001356702.3|DPSE
OG0005482	LOC117563334|XP_034097493.1|DALB	LOC4816795|XP_033236373.1|DPSE
OG0005483	LOC117573421|XP_034112518.1|DALB	LOC4801261|XP_001358383.1|DPSE
OG0005484	LOC117564562|XP_034099286.1|DALB	LOC4816710|XP_001356017.3|DPSE
OG0005485	LOC117569328|XP_034106346.1|DALB	LOC4803341|XP_033234087.1|DPSE
OG0005486	LOC117570324|XP_034107756.1|DALB	LOC4803351|XP_001360115.1|DPSE
OG0005487	LOC117565558|XP_034100617.1|DALB	LOC4816806|XP_001356834.2|DPSE
OG0005488	LOC117565034|XP_034099874.1|DALB	LOC6903068|XP_015036237.2|DPSE
OG0005489	LOC117563223|XP_034097308.1|DALB	LOC4817593|XP_001356996.1|DPSE
OG0005490	LOC117563222|XP_034097307.1|DALB	LOC4817592|XP_001356995.2|DPSE
OG0005491	LOC117565759|XP_034100904.1|DALB	LOC5495506|XP_033236897.1|DPSE
OG0005492	LOC117565888|XP_034101120.1|DALB	LOC4817526|XP_001356941.1|DPSE
OG0005493	LOC117564226|XP_034098806.1|DALB	LOC4816146|XP_033236509.1|DPSE
OG0005494	LOC117572581|XP_034111356.1|DALB	LOC4804705|XP_001361223.1|DPSE
OG0005495	LOC117570452|XP_034108003.1|DALB	LOC4803565|XP_001360272.2|DPSE
OG0005497	LOC117564454|XP_034099126.1|DALB	LOC4816473|XP_001356103.2|DPSE
OG0005498	LOC117564457|XP_034099132.1|DALB	LOC4816349|XP_001356104.1|DPSE
OG0005499	LOC117563717|XP_034098065.1|DALB	LOC4816653|XP_001356107.2|DPSE
OG0005500	LOC117563718|XP_034098066.1|DALB	LOC6902610|XP_002133136.1|DPSE
OG0005501	LOC117578376|XP_034119699.1|DALB	LOC4816961|XP_001356384.3|DPSE
OG0005502	LOC117578377|XP_034119700.1|DALB	LOC4817055|XP_001356383.2|DPSE
OG0005504	LOC117563929|XP_034098392.1|DALB	LOC4816782|XP_001356552.2|DPSE
OG0005506	LOC117564032|XP_034098525.1|DALB	LOC6903087|XP_015036265.2|DPSE
OG0005507	LOC117563337|XP_034097499.1|DALB	LOC4818121|XP_001357464.2|DPSE
OG0005508	LOC117564069|XP_034098586.1|DALB	LOC4818085|XP_001357233.1|DPSE
OG0005509	LOC117564175|XP_034098734.1|DALB	LOC4817191|XP_001356619.2|DPSE
OG0005510	LOC117563409|XP_034097632.1|DALB, LOC117563411|XP_034097635.1|DALB	LOC6902706|XP_015036806.1|DPSE
OG0005511	LOC117578010|XP_034119000.1|DALB	LOC4815241|XP_001354794.2|DPSE
OG0005512	LOC117575483|XP_034115607.1|DALB	LOC4800612|XP_001357857.1|DPSE
OG0005513	LOC117564066|XP_034098582.1|DALB	LOC6903309|XP_033236852.1|DPSE
OG0005514	LOC117575330|XP_034115378.1|DALB	LOC6897400|XP_002137552.2|DPSE
OG0005515	LOC117568202|XP_034104561.1|DALB	LOC6898119|XP_002138199.2|DPSE
OG0005516	LOC117564872|XP_034099710.1|DALB	LOC4817751|XP_001357163.3|DPSE
OG0005517	LOC117564042|XP_034098537.1|DALB	LOC4816333|XP_015036606.2|DPSE
OG0005518	LOC117564091|XP_034098619.1|DALB	LOC4817069|XP_001356661.4|DPSE
OG0005519	LOC117568527|XP_034105121.1|DALB	LOC4803373|XP_001360097.1|DPSE
OG0005520	LOC117564687|XP_034099453.1|DALB, LOC117563878|XP_034098328.1|DALB	LOC4816678|XP_001356067.3|DPSE
OG0005521	LOC117564458|XP_034099133.1|DALB	LOC4816649|XP_001356065.2|DPSE
OG0005522	LOC117566687|XP_034102124.1|DALB	LOC4813210|XP_033239760.1|DPSE
OG0005523	LOC117563543|XP_034097813.1|DALB	LOC4818193|XP_001357504.4|DPSE
OG0005524	LOC117566070|XP_034101421.1|DALB	LOC4818088|XP_015035468.2|DPSE
OG0005525	LOC117565829|XP_034101027.1|DALB	LOC6902781|XP_033235225.1|DPSE
OG0005526	LOC117563461|XP_034097704.1|DALB	LOC4817770|XP_001357170.3|DPSE
OG0005527	LOC117573092|XP_034111887.1|DALB	LOC26532169|XP_015044207.2|DPSE
OG0005528	LOC117564837|XP_034099652.1|DALB	LOC4818165|XP_001357445.2|DPSE
OG0005529	LOC117564543|XP_034099257.1|DALB	LOC4816657|XP_033235411.1|DPSE
OG0005530	LOC117565096|XP_034099944.1|DALB	LOC6902653|XP_033235410.1|DPSE
OG0005531	LOC117567026|XP_034102618.1|DALB	LOC4813667|XP_001354083.3|DPSE
OG0005532	LOC117563680|XP_034097998.1|DALB	LOC4817790|XP_001357090.2|DPSE
OG0005533	LOC117564379|XP_034098990.1|DALB	LOC6902539|XP_002133080.1|DPSE
OG0005534	LOC117566854|XP_034102338.1|DALB	LOC6899974|XP_002135342.1|DPSE
OG0005535	LOC117565789|XP_034100957.1|DALB	LOC4816879|XP_001356648.1|DPSE
OG0005536	LOC117566237|XP_034101676.1|DALB	LOC4817708|XP_001357087.1|DPSE
OG0005537	LOC117564938|XP_034099782.1|DALB	LOC4816438|XP_001355912.2|DPSE
OG0005538	LOC117565998|XP_034101307.1|DALB	LOC6902940|XP_033235331.1|DPSE
OG0005539	LOC117563246|XP_034097349.1|DALB	LOC4817338|XP_001356894.2|DPSE
OG0005540	LOC117565841|XP_034101046.1|DALB	LOC4817549|XP_001356957.2|DPSE
OG0005541	LOC117564752|XP_034099533.1|DALB	LOC4817827|XP_001357467.2|DPSE
OG0005542	LOC117570050|XP_034107368.1|DALB	LOC4812603|XP_015043611.2|DPSE
OG0005543	LOC117563656|XP_034097959.1|DALB	LOC4816363|XP_001356265.2|DPSE
OG0005544	LOC117566112|XP_034101472.1|DALB	LOC4817316|XP_033235426.1|DPSE
OG0005545	LOC117563731|XP_034098101.1|DALB	LOC6903042|XP_002132766.3|DPSE
OG0005546	LOC117563776|XP_034098174.1|DALB	LOC4818194|XP_001357505.3|DPSE
OG0005547	LOC117564441|XP_034099070.1|DALB	LOC4817411|XP_001356600.3|DPSE
OG0005548	LOC117566035|XP_034101375.1|DALB	LOC4816838|XP_001356595.3|DPSE
OG0005549	LOC117566041|XP_034101382.1|DALB	LOC4817403|XP_001356880.1|DPSE
OG0005550	LOC117563920|XP_034098376.1|DALB	LOC4817332|XP_015036224.2|DPSE
OG0005551	LOC117570630|XP_034108289.1|DALB	LOC4804054|XP_001360675.2|DPSE
OG0005552	LOC117570625|XP_034108282.1|DALB	LOC4803628|XP_001360316.2|DPSE
OG0005553	LOC117563928|XP_034098390.1|DALB	LOC4816781|XP_001356551.1|DPSE
OG0005554	LOC117565500|XP_034100510.1|DALB	LOC4817750|XP_015035645.2|DPSE
OG0005555	LOC117565509|XP_034100533.1|DALB	LOC4817721|XP_001357111.1|DPSE
OG0005556	LOC117565503|XP_034100526.1|DALB	LOC4817795|XP_001357110.1|DPSE
OG0005557	LOC117565850|XP_034101059.1|DALB	LOC4816882|XP_001356545.2|DPSE
OG0005558	LOC117565497|XP_034100495.1|DALB	LOC6903642|XP_015034986.2|DPSE
OG0005559	LOC117564033|XP_034098527.1|DALB	LOC4816931|XP_001356869.2|DPSE
OG0005560	LOC117565847|XP_034101052.1|DALB	LOC4816883|XP_001356546.2|DPSE
OG0005561	LOC117564959|XP_034099831.1|DALB	LOC4814192|XP_001354316.1|DPSE
OG0005562	LOC117563524|XP_034097792.1|DALB	LOC4817349|XP_015036004.2|DPSE
OG0005563	LOC117573224|XP_034112148.1|DALB	LOC4811703|XP_033237068.1|DPSE
OG0005564	LOC117565815|XP_034101006.1|DALB	LOC117184105|XP_033236189.1|DPSE
OG0005565	LOC117566029|XP_034101364.1|DALB	LOC4817112|XP_001356567.1|DPSE
OG0005566	LOC117566030|XP_034101365.1|DALB	LOC4817113|XP_001356568.1|DPSE
OG0005567	LOC117575664|XP_034115841.1|DALB	LOC4800430|XP_001357708.4|DPSE
OG0005568	LOC117564074|XP_034098591.1|DALB	LOC4816514|XP_001355942.2|DPSE
OG0005569	LOC117564960|XP_034099806.1|DALB	LOC4817359|XP_015036054.1|DPSE
OG0005570	LOC117563224|XP_034097311.1|DALB	LOC4817594|XP_001356997.4|DPSE
OG0005571	LOC117567710|XP_034103758.1|DALB	LOC6898201|XP_033233201.1|DPSE
OG0005572	LOC117569793|XP_034106991.1|DALB	LOC4803779|XP_015039358.2|DPSE
OG0005573	LOC117576794|XP_034117744.1|DALB	LOC4803043|XP_015038255.2|DPSE
OG0005574	LOC117570284|XP_034107695.1|DALB	LOC4804905|XP_001361390.4|DPSE
OG0005575	LOC117574671|XP_034114467.1|DALB	LOC6897013|XP_002137198.1|DPSE
OG0005576	LOC117571787|XP_034110037.1|DALB	LOC6898960|XP_002138920.2|DPSE
OG0005577	LOC117569943|XP_034107195.1|DALB	LOC4813526|XP_001353169.2|DPSE
OG0005578	LOC117568517|XP_034105109.1|DALB	LOC4813827|XP_033240142.1|DPSE
OG0005579	LOC117568518|XP_034105111.1|DALB	LOC26532629|XP_015042737.1|DPSE
OG0005580	LOC117571840|XP_034110119.1|DALB	LOC4814035|XP_001354169.1|DPSE
OG0005581	LOC117577879|XP_034118731.1|DALB	LOC6901716|XP_033238115.1|DPSE
OG0005582	LOC117567618|XP_034103600.1|DALB	LOC4813343|XP_001353584.3|DPSE
OG0005583	LOC117570993|XP_034108833.1|DALB	LOC4813136|XP_001353811.2|DPSE
OG0005584	LOC117563854|XP_034098273.1|DALB	LOC4818151|XP_033235880.1|DPSE
OG0005585	LOC117576256|XP_034116786.1|DALB	LOC6897850|XP_002137953.2|DPSE
OG0005586	LOC117574058|XP_034113565.1|DALB	LOC4802424|XP_001359346.2|DPSE
OG0005587	LOC117570885|XP_034108674.1|DALB	LOC4811738|XP_001352310.3|DPSE
OG0005588	LOC117566804|XP_034102242.1|DALB	LOC4813764|XP_001353262.1|DPSE
OG0005589	LOC117576386|XP_034116989.1|DALB	LOC4803035|XP_001359837.1|DPSE
OG0005590	LOC117572194|XP_034110741.1|DALB	LOC4803404|XP_001360151.2|DPSE
OG0005591	LOC117578132|XP_034119229.1|DALB	LOC4815220|XP_001354596.3|DPSE
OG0005592	LOC117575345|XP_034115401.1|DALB	LOC4802069|XP_001359062.1|DPSE
OG0005593	LOC117568287|XP_034104695.1|DALB	LOC4813679|XP_001353571.2|DPSE
OG0005594	LOC117567095|XP_034102766.1|DALB	LOC4813765|XP_001353340.1|DPSE
OG0005595	LOC117567093|XP_034102764.1|DALB	LOC6900433|XP_002134824.2|DPSE
OG0005596	LOC117566383|XP_034101777.1|DALB	LOC4813053|XP_001353552.1|DPSE
OG0005597	LOC117574875|XP_034114794.1|DALB	LOC4801710|XP_001358757.4|DPSE
OG0005598	LOC117574063|XP_034113577.1|DALB	LOC4800240|XP_015038735.2|DPSE
OG0005599	LOC117569792|XP_034106984.1|DALB	LOC4803778|XP_001360440.3|DPSE
OG0005600	LOC117576408|XP_034117027.1|DALB	LOC4802644|XP_001359525.3|DPSE
OG0005601	LOC117578322|XP_034119669.1|DALB	LOC4814861|XP_015041760.2|DPSE
OG0005602	LOC117575765|XP_034116021.1|DALB	LOC4802194|XP_001359162.4|DPSE
OG0005603	LOC117572454|XP_034111177.1|DALB	LOC4804007|XP_001360638.2|DPSE
OG0005604	LOC117567098|XP_034102768.1|DALB	LOC4804009|XP_001360640.3|DPSE
OG0005605	LOC117566994|XP_034102559.1|DALB	LOC4803665|XP_001360348.2|DPSE
OG0005606	LOC117563832|XP_034098251.1|DALB	LOC4817738|XP_001357151.3|DPSE
OG0005607	LOC117575780|XP_034116040.1|DALB	LOC4803195|XP_001359978.1|DPSE
OG0005608	LOC117575046|XP_034115020.1|DALB	LOC4803197|XP_001359980.4|DPSE
OG0005609	LOC117567725|XP_034103778.1|DALB	LOC4813006|XP_001353469.1|DPSE
OG0005610	LOC117566973|XP_034102525.1|DALB	LOC4814160|XP_001354211.3|DPSE
OG0005611	LOC117569421|XP_034106466.1|DALB	LOC4812160|XP_001352855.4|DPSE
OG0005612	LOC117575033|XP_034115003.1|DALB	LOC4802589|XP_001359482.3|DPSE
OG0005613	LOC117574918|XP_034114859.1|DALB	LOC4802551|XP_001359449.1|DPSE
OG0005614	LOC117574129|XP_034113677.1|DALB	LOC4802443|XP_001359362.3|DPSE
OG0005616	LOC117573541|XP_034112711.1|DALB	LOC4803106|XP_001359904.3|DPSE
OG0005617	LOC117573995|XP_034113434.1|DALB	LOC4802291|XP_001359237.4|DPSE
OG0005618	LOC117567554|XP_034103504.1|DALB	LOC4804896|XP_001361382.2|DPSE
OG0005619	LOC117574718|XP_034114532.1|DALB	LOC4801430|XP_001358525.2|DPSE
OG0005620	LOC117578058|XP_034119083.1|DALB	LOC4815800|XP_033240634.1|DPSE
OG0005621	LOC117564836|XP_034099655.1|DALB	LOC6902202|XP_002133729.3|DPSE
OG0005622	LOC117577998|XP_034118988.1|DALB	LOC4816029|XP_001355256.1|DPSE
OG0005623	LOC117576793|XP_034117743.1|DALB, LOC117578085|XP_034119141.1|DALB	LOC6901117|XP_033239183.1|DPSE
OG0005624	LOC117576877|XP_034117874.1|DALB	LOC4802252|XP_001359211.2|DPSE
OG0005625	LOC117573429|XP_034112532.1|DALB	LOC4802320|XP_001359260.2|DPSE
OG0005626	LOC117578074|XP_034119110.1|DALB	LOC4815413|XP_001355345.1|DPSE
OG0005627	LOC117576490|XP_034117155.1|DALB	LOC4802833|XP_001359669.2|DPSE
OG0005628	LOC117576265|XP_034116799.1|DALB	LOC4800693|XP_001357919.3|DPSE
OG0005629	LOC117567260|XP_034103001.1|DALB	LOC4805022|XP_001361492.2|DPSE
OG0005630	LOC117571894|XP_034110250.1|DALB	LOC4805091|XP_015040445.2|DPSE
OG0005631	LOC117568732|XP_034105449.1|DALB	LOC4815018|XP_001354551.4|DPSE
OG0005632	LOC117577874|XP_034118723.1|DALB	LOC4814257|XP_001354444.4|DPSE
OG0005633	LOC117576682|XP_034117569.1|DALB	LOC4802854|XP_015038138.2|DPSE
OG0005634	LOC117576854|XP_034117838.1|DALB	LOC4802680|XP_001359550.3|DPSE
OG0005635	LOC117565242|XP_034100144.1|DALB	LOC4817725|XP_033236563.1|DPSE
OG0005636	LOC117573281|XP_034112261.1|DALB	LOC4802294|XP_001359240.5|DPSE
OG0005637	LOC117573989|XP_034113429.1|DALB	LOC4802028|XP_001359028.1|DPSE
OG0005638	LOC117569662|XP_034106799.1|DALB	LOC4804626|XP_033235004.1|DPSE
OG0005639	LOC117572682|XP_034111607.1|DALB	LOC4805540|XP_001361927.3|DPSE
OG0005640	LOC117576507|XP_034117197.1|DALB	LOC4802379|XP_001359308.2|DPSE
OG0005641	LOC117574628|XP_034114413.1|DALB	LOC4815084|XP_001354974.3|DPSE
OG0005642	LOC117574215|XP_034113813.1|DALB	LOC4800857|XP_001358057.2|DPSE
OG0005643	LOC117570201|XP_034107579.1|DALB	LOC4813905|XP_001353885.2|DPSE
OG0005644	LOC117567286|XP_034103047.1|DALB	LOC4812957|XP_001353884.3|DPSE
OG0005645	LOC117566859|XP_034102348.1|DALB	LOC4814819|XP_033241168.1|DPSE
OG0005646	LOC117569214|XP_034106184.1|DALB	LOC4815542|XP_001355406.3|DPSE
OG0005647	LOC117566887|XP_034102390.1|DALB	LOC4818119|XP_001357176.1|DPSE
OG0005648	LOC117567013|XP_034102590.1|DALB	LOC4813640|XP_001353943.1|DPSE
OG0005649	LOC117574110|XP_034113650.1|DALB	LOC4802517|XP_001359425.1|DPSE
OG0005650	LOC117575065|XP_034115045.1|DALB	LOC4802524|XP_001359429.2|DPSE
OG0005651	LOC117574043|XP_034113539.1|DALB	LOC4814202|XP_001354327.1|DPSE
OG0005652	LOC117576582|XP_034117353.1|DALB	LOC4801244|XP_001358367.4|DPSE
OG0005653	LOC117563542|XP_034097812.1|DALB	LOC4816486|XP_001356045.3|DPSE
OG0005654	LOC117576330|XP_034116893.1|DALB	LOC4802460|XP_001359377.3|DPSE
OG0005655	LOC117573557|XP_034112734.1|DALB	LOC4803097|XP_001359895.3|DPSE
OG0005656	LOC117573538|XP_034112705.1|DALB	LOC4803109|XP_001359906.2|DPSE
OG0005657	LOC117576440|XP_034117088.1|DALB	LOC4802530|XP_015037887.2|DPSE
OG0005658	LOC117573981|XP_034113419.1|DALB	LOC4803275|XP_001360043.1|DPSE
OG0005659	LOC117575648|XP_034115822.1|DALB	LOC4802414|XP_001359337.4|DPSE
OG0005660	LOC117570966|XP_034108800.1|DALB	LOC117185017|XP_033240337.1|DPSE
OG0005661	LOC117576919|XP_034117951.1|DALB	LOC4802704|XP_001359571.2|DPSE
OG0005662	LOC117574099|XP_034113630.1|DALB	LOC4802373|XP_033239231.1|DPSE
OG0005663	LOC117577000|XP_034118072.1|DALB	LOC4815656|XP_001355412.2|DPSE
OG0005664	LOC117573330|XP_034112328.1|DALB	LOC13036398|XP_015038941.2|DPSE
OG0005665	LOC117573735|XP_034113002.1|DALB	LOC6897496|XP_002137646.2|DPSE
OG0005666	LOC117574120|XP_034113788.1|DALB	LOC6901054|XP_002134533.3|DPSE
OG0005667	LOC117567406|XP_034103260.1|DALB	LOC4814402|XP_033239307.1|DPSE
OG0005668	LOC117572564|XP_034111333.1|DALB	LOC4813143|XP_015043335.2|DPSE
OG0005669	LOC117564605|XP_034099351.1|DALB	LOC6903564|XP_015035554.2|DPSE
OG0005670	LOC117576795|XP_034117746.1|DALB	LOC4803046|XP_001359847.4|DPSE
OG0005671	LOC117576620|XP_034117428.1|DALB	LOC6896914|XP_033241795.1|DPSE
OG0005672	LOC117566251|XP_034101695.1|DALB	LOC4811828|XP_001382206.3|DPSE
OG0005673	LOC117571713|XP_034109903.1|DALB	LOC4812929|XP_001353573.1|DPSE
OG0005674	LOC117568007|XP_034104221.1|DALB	LOC6900039|XP_033240827.1|DPSE
OG0005675	LOC117575004|XP_034114971.1|DALB	LOC4802317|XP_001359257.1|DPSE
OG0005676	LOC117569534|XP_034106627.1|DALB	LOC4811887|XP_001352664.4|DPSE
OG0005677	LOC117566915|XP_034102426.1|DALB	LOC4804868|XP_001361357.3|DPSE
OG0005678	LOC117573456|XP_034112569.1|DALB	LOC4803030|XP_001359832.3|DPSE
OG0005679	LOC117576875|XP_034117870.1|DALB	LOC6897592|XP_033232930.1|DPSE
OG0005680	LOC117564004|XP_034098485.1|DALB	LOC4817803|XP_033235481.1|DPSE
OG0005681	LOC117575375|XP_034115438.1|DALB	LOC4802898|XP_001359725.1|DPSE
OG0005682	LOC117575372|XP_034115433.1|DALB	LOC4802897|XP_015038177.1|DPSE
OG0005683	LOC117565236|XP_034100140.1|DALB	LOC6901093|XP_033238187.1|DPSE
OG0005684	LOC117566972|XP_034102524.1|DALB	LOC4814095|XP_001354212.2|DPSE
OG0005685	LOC117578284|XP_034119616.1|DALB	LOC4815429|XP_001355471.3|DPSE
OG0005686	LOC117573944|XP_034113363.1|DALB	LOC4802386|XP_001359314.1|DPSE
OG0005687	LOC117570647|XP_034108305.1|DALB	LOC4812626|XP_001352916.1|DPSE
OG0005688	LOC117569085|XP_034105991.1|DALB	LOC6898958|XP_002138918.1|DPSE
