Orthogroup	DALB.longest_only	DELE.longest_only
OG0005204	LOC117564885|XP_034099724.1|DALB	LOC108150722|XP_017134508.1|DELE
OG0005205	LOC117564344|XP_034098945.1|DALB	LOC108134722|XP_017110612.1|DELE
OG0005206	LOC117569435|XP_034106488.1|DALB	LOC108143561|XP_017123558.1|DELE
OG0005207	LOC117566378|XP_034101772.1|DALB	LOC108141379|XP_017120205.1|DELE
OG0005208	LOC117569667|XP_034106804.1|DALB	LOC108141287|XP_017120044.1|DELE
OG0005209	LOC117563291|XP_034097425.1|DALB	LOC108138969|XP_017117040.1|DELE
OG0005210	LOC117563289|XP_034097422.1|DALB	LOC108138911|XP_017116955.1|DELE
OG0005211	LOC117570602|XP_034108237.1|DALB	LOC108143216|XP_017123001.1|DELE
OG0005212	LOC117570840|XP_034108611.1|DALB	LOC108144509|XP_017124933.1|DELE
OG0005213	LOC117577994|XP_034118983.1|DALB	LOC108138509|XP_017116242.1|DELE
OG0005214	LOC117565882|XP_034101112.1|DALB	LOC108138814|XP_017116799.1|DELE
OG0005215	LOC117566013|XP_034101324.1|DALB	LOC108134743|XP_017110667.1|DELE
OG0005216	LOC117563658|XP_034097964.1|DALB	LOC108138864|XP_017116877.1|DELE
OG0005217	LOC117577417|XP_034118215.1|DALB	LOC108135230|XP_017111372.1|DELE
OG0005218	LOC117564768|XP_034099556.1|DALB	LOC108142011|XP_017121168.1|DELE
OG0005219	LOC117569889|XP_034107120.1|DALB	LOC108143550|XP_017123548.1|DELE
OG0005220	LOC117569357|XP_034106381.1|DALB	LOC108146016|XP_017127279.1|DELE
OG0005221	LOC117565713|XP_034100852.1|DALB	LOC108142105|XP_017121291.1|DELE
OG0005222	LOC117565326|XP_034100255.1|DALB	LOC108150457|XP_017134111.1|DELE
OG0005223	LOC117565150|XP_034100020.1|DALB	LOC108149542|XP_017132668.1|DELE
OG0005224	LOC117563887|XP_034098336.1|DALB	LOC108141812|XP_017120878.1|DELE
OG0005226	LOC117563382|XP_034097580.1|DALB	LOC108138850|XP_017116851.1|DELE
OG0005227	LOC117565876|XP_034101107.1|DALB	LOC108150424|XP_017134071.1|DELE
OG0005228	LOC117565873|XP_034101104.1|DALB	LOC108150466|XP_017134145.1|DELE
OG0005229	LOC117566050|XP_034101392.1|DALB	LOC108149237|XP_017132165.1|DELE
OG0005230	LOC117566183|XP_034101579.1|DALB	LOC108134492|XP_017110300.1|DELE
OG0005231	LOC117565352|XP_034100301.1|DALB	LOC108147815|XP_017130053.1|DELE
OG0005232	LOC117564756|XP_034099540.1|DALB	LOC108148001|XP_017130313.1|DELE
OG0005233	LOC117564159|XP_034098717.1|DALB	LOC108138982|XP_017117056.1|DELE
OG0005234	LOC117565136|XP_034099997.1|DALB	LOC108139046|XP_017117152.1|DELE
OG0005235	LOC117563245|XP_034097347.1|DALB	LOC108139024|XP_017117119.1|DELE
OG0005236	LOC117565588|XP_034100678.1|DALB	LOC108134963|XP_017110977.1|DELE
OG0005237	LOC117564152|XP_034098709.1|DALB	LOC108134971|XP_017110991.1|DELE
OG0005238	LOC117564153|XP_034098710.1|DALB	LOC108134965|XP_017110981.1|DELE
OG0005239	LOC117566077|XP_034101446.1|DALB	LOC108148041|XP_017130369.1|DELE
OG0005240	LOC117565241|XP_034100143.1|DALB	LOC108142113|XP_017121300.1|DELE
OG0005241	LOC117563502|XP_034097765.1|DALB	LOC108147959|XP_017130241.1|DELE
OG0005243	LOC117566203|XP_034101620.1|DALB	LOC108149214|XP_017132137.1|DELE
OG0005244	LOC117574239|XP_034113843.1|DALB	LOC108135795|XP_017112152.1|DELE
OG0005245	LOC117576878|XP_034117878.1|DALB	LOC108148308|XP_017130784.1|DELE
OG0005246	LOC117563568|XP_034097841.1|DALB	LOC108137843|XP_017115258.1|DELE
OG0005247	LOC117566918|XP_034102430.1|DALB	LOC108143521|XP_017123494.1|DELE
OG0005248	LOC117571544|XP_034109631.1|DALB	LOC108135369|XP_017111551.1|DELE
OG0005249	LOC117573323|XP_034112322.1|DALB	LOC108136824|XP_017113717.1|DELE
OG0005250	LOC117577400|XP_034118198.1|DALB	LOC108138765|XP_017116675.1|DELE
OG0005251	LOC117564481|XP_034099173.1|DALB	LOC108141987|XP_017121135.1|DELE
OG0005252	LOC117565662|XP_034100775.1|DALB	LOC108138745|XP_017116628.1|DELE
OG0005253	LOC117563782|XP_034098179.1|DALB	LOC108141792|XP_017120823.1|DELE
OG0005254	LOC117563444|XP_034097672.1|DALB	LOC108138644|XP_017116473.1|DELE
OG0005255	LOC117563443|XP_034097671.1|DALB	LOC108139007|XP_017117095.1|DELE
OG0005256	LOC117564112|XP_034098656.1|DALB	LOC108143637|XP_017123639.1|DELE
OG0005257	LOC117565373|XP_034100332.1|DALB	LOC108141807|XP_017120861.1|DELE
OG0005258	LOC117564546|XP_034099260.1|DALB	LOC108141969|XP_017121108.1|DELE
OG0005259	LOC117563470|XP_034097716.1|DALB	LOC108138833|XP_017116829.1|DELE
OG0005260	LOC117563472|XP_034097719.1|DALB	LOC108138836|XP_017116833.1|DELE
OG0005261	LOC117566197|XP_034101605.1|DALB	LOC108142008|XP_017121164.1|DELE
OG0005262	LOC117563741|XP_034098112.1|DALB	LOC108149469|XP_017132569.1|DELE
OG0005263	LOC117563640|XP_034097940.1|DALB	LOC108138909|XP_017116950.1|DELE
OG0005264	LOC117576183|XP_034116664.1|DALB	LOC108140726|XP_017119184.1|DELE
OG0005265	LOC117564643|XP_034099394.1|DALB	LOC108138910|XP_017116953.1|DELE
OG0005266	LOC117563492|XP_034097745.1|DALB	LOC108138157|XP_017115735.1|DELE
OG0005267	LOC117563651|XP_034097952.1|DALB	LOC108147999|XP_017130310.1|DELE
OG0005268	LOC117563650|XP_034097951.1|DALB	LOC108147998|XP_017130308.1|DELE
OG0005269	LOC117563711|XP_034098049.1|DALB	LOC108147987|XP_017130288.1|DELE
OG0005270	LOC117564628|XP_034099375.1|DALB	LOC108134540|XP_017110378.1|DELE
OG0005271	LOC117578375|XP_034119696.1|DALB	LOC108138891|XP_017116914.1|DELE
OG0005272	LOC117565603|XP_034100695.1|DALB	LOC108138959|XP_017117028.1|DELE
OG0005273	LOC117563457|XP_034097701.1|DALB	LOC108149528|XP_017132649.1|DELE
OG0005274	LOC117564140|XP_034098694.1|DALB	LOC108134512|XP_017110339.1|DELE
OG0005275	LOC117564472|XP_034099161.1|DALB	LOC108141959|XP_017121090.1|DELE
OG0005276	LOC117564747|XP_034099528.1|DALB	LOC108134755|XP_017110686.1|DELE
OG0005277	LOC117566010|XP_034101322.1|DALB	LOC108134764|XP_017110698.1|DELE
OG0005278	LOC117571250|XP_034109194.1|DALB	LOC108143456|XP_017123377.1|DELE
OG0005279	LOC117564397|XP_034099009.1|DALB	LOC108148196|XP_017130594.1|DELE
OG0005280	LOC117565868|XP_034101096.1|DALB	LOC108148025|XP_017130349.1|DELE
OG0005281	LOC117564898|XP_034099739.1|DALB	LOC108147979|XP_017130275.1|DELE
OG0005282	LOC117573414|XP_034112510.1|DALB	LOC108148358|XP_017130866.1|DELE
OG0005283	LOC117574169|XP_034113751.1|DALB	LOC108136952|XP_017113924.1|DELE
OG0005284	LOC117566008|XP_034101320.1|DALB	LOC108149474|XP_017132577.1|DELE
OG0005285	LOC117566007|XP_034101319.1|DALB	LOC108149440|XP_017132515.1|DELE
OG0005286	LOC117565872|XP_034101099.1|DALB	LOC108147981|XP_017130279.1|DELE
OG0005287	LOC117564668|XP_034099423.1|DALB	LOC108148030|XP_017130358.1|DELE
OG0005288	LOC117564536|XP_034099249.1|DALB	LOC108138146|XP_017115706.1|DELE
OG0005289	LOC117564482|XP_034099177.1|DALB	LOC108137685|XP_017115043.1|DELE
OG0005290	LOC117574057|XP_034113564.1|DALB	LOC108137480|XP_017114681.1|DELE
OG0005293	LOC117563508|XP_034097774.1|DALB	LOC108138347|XP_017116005.1|DELE
OG0005294	LOC117563404|XP_034097628.1|DALB	LOC108138187|XP_017115789.1|DELE
OG0005296	LOC117573775|XP_034113065.1|DALB	LOC108148265|XP_017130705.1|DELE
OG0005297	LOC117565077|XP_034099918.1|DALB	LOC108141977|XP_017121118.1|DELE
OG0005298	LOC117565411|XP_034100388.1|DALB	LOC108141904|XP_017121007.1|DELE
OG0005299	LOC117575128|XP_034115122.1|DALB	LOC108148862|XP_017131651.1|DELE
OG0005300	LOC117577769|XP_034118573.1|DALB	LOC108138529|XP_017116280.1|DELE
OG0005301	LOC117565824|XP_034101019.1|DALB	LOC108141876|XP_017120969.1|DELE
OG0005302	LOC117568254|XP_034104627.1|DALB	LOC108144716|XP_017125299.1|DELE
OG0005303	LOC117564719|XP_034099493.1|DALB	LOC108138881|XP_017116901.1|DELE
OG0005304	LOC117564249|XP_034098844.1|DALB	LOC108135255|XP_017111412.1|DELE
OG0005305	LOC117568068|XP_034104319.1|DALB	LOC108143455|XP_017123376.1|DELE
OG0005306	LOC117564450|XP_034099118.1|DALB	LOC108150476|XP_017134160.1|DELE
OG0005307	LOC117564212|XP_034098787.1|DALB	LOC108134478|XP_017110281.1|DELE
OG0005308	LOC117564108|XP_034098649.1|DALB	LOC108141843|XP_017120922.1|DELE
OG0005309	LOC117578378|XP_034119702.1|DALB	LOC108138805|XP_017116786.1|DELE
OG0005310	LOC117564442|XP_034099072.1|DALB	LOC108149510|XP_017132626.1|DELE
OG0005311	LOC117564005|XP_034098487.1|DALB	LOC108138266|XP_017115905.1|DELE
OG0005312	LOC117563321|XP_034097472.1|DALB	LOC108138117|XP_017115637.1|DELE
OG0005313	LOC117563310|XP_034097449.1|DALB	LOC108142041|XP_017121206.1|DELE
OG0005314	LOC117564602|XP_034099349.1|DALB	LOC108138197|XP_017115804.1|DELE
OG0005315	LOC117563475|XP_034097723.1|DALB	LOC108149383|XP_017132399.1|DELE
OG0005316	LOC117570570|XP_034108196.1|DALB	LOC108143457|XP_017123378.1|DELE
OG0005317	LOC117563951|XP_034098415.1|DALB	LOC108150492|XP_017134190.1|DELE
OG0005318	LOC117565660|XP_034100773.1|DALB	LOC108150555|XP_017134277.1|DELE, LOC108136152|XP_017112640.1|DELE
OG0005319	LOC117563948|XP_034098411.1|DALB	LOC108138236|XP_017115849.1|DELE
OG0005320	LOC117566060|XP_034101407.1|DALB	LOC108138992|XP_017117070.1|DELE
OG0005321	LOC117566143|XP_034101520.1|DALB	LOC108134525|XP_017110356.1|DELE
OG0005322	LOC117565887|XP_034101119.1|DALB	LOC108148021|XP_017130344.1|DELE
OG0005323	LOC117563667|XP_034097976.1|DALB	LOC108141793|XP_017120826.1|DELE
OG0005324	LOC117564248|XP_034098841.1|DALB	LOC108142012|XP_017121170.1|DELE
OG0005326	LOC117564251|XP_034098846.1|DALB	LOC108141719|XP_017120700.1|DELE
OG0005327	LOC117578403|XP_034119748.1|DALB	LOC108142046|XP_017121214.1|DELE
OG0005328	LOC117576028|XP_034116428.1|DALB	LOC108140751|XP_017119217.1|DELE
OG0005329	LOC117571933|XP_034110313.1|DALB	LOC108142561|XP_017121991.1|DELE
OG0005330	LOC117570718|XP_034108420.1|DALB	LOC108142560|XP_017121990.1|DELE
OG0005331	LOC117563652|XP_034097953.1|DALB	LOC108147848|XP_017130095.1|DELE
OG0005332	LOC117564036|XP_034098531.1|DALB	LOC108141828|XP_017120898.1|DELE
OG0005333	LOC117565493|XP_034100491.1|DALB	LOC108138352|XP_017116012.1|DELE
OG0005334	LOC117563464|XP_034097707.1|DALB	LOC108141689|XP_017120658.1|DELE
OG0005335	LOC117570276|XP_034107685.1|DALB	LOC108149110|XP_017131999.1|DELE, LOC108136683|XP_017113494.1|DELE
OG0005336	LOC117569084|XP_034105990.1|DALB	LOC108141377|XP_017120202.1|DELE
OG0005337	LOC117569846|XP_034107066.1|DALB	LOC108144648|XP_017125182.1|DELE
OG0005338	LOC117563546|XP_034097815.1|DALB	LOC108141962|XP_017121092.1|DELE
OG0005339	LOC117563426|XP_034097651.1|DALB	LOC108141658|XP_017120617.1|DELE
OG0005340	LOC117563293|XP_034097427.1|DALB	LOC108142022|XP_017121186.1|DELE
OG0005341	LOC117572778|XP_034111764.1|DALB	LOC108145521|XP_017126494.1|DELE
OG0005342	LOC117564778|XP_034099567.1|DALB	LOC108138280|XP_017115923.1|DELE
OG0005343	LOC117569857|XP_034107081.1|DALB	LOC108149665|XP_017132899.1|DELE
OG0005344	LOC117569283|XP_034106280.1|DALB	LOC108144271|XP_017124445.1|DELE
OG0005345	LOC117563367|XP_034097557.1|DALB	LOC108135298|XP_017111472.1|DELE
OG0005346	LOC117563262|XP_034097376.1|DALB	LOC108135198|XP_017111309.1|DELE
OG0005347	LOC117564101|XP_034098638.1|DALB	LOC108149410|XP_017132459.1|DELE
OG0005348	LOC117563309|XP_034097448.1|DALB	LOC108141964|XP_017121098.1|DELE
OG0005349	LOC117565541|XP_034100576.1|DALB	LOC108142072|XP_017121247.1|DELE
OG0005350	LOC117565462|XP_034100457.1|DALB	LOC108134530|XP_017110365.1|DELE
OG0005351	LOC117569298|XP_034106297.1|DALB	LOC108135558|XP_017111803.1|DELE
OG0005352	LOC117564205|XP_034098776.1|DALB	LOC108141925|XP_017121039.1|DELE
OG0005353	LOC117572208|XP_034110768.1|DALB	LOC108144766|XP_017125362.1|DELE
OG0005354	LOC117563804|XP_034098228.1|DALB	LOC108138762|XP_017116659.1|DELE
OG0005355	LOC117564117|XP_034098665.1|DALB	LOC108148977|XP_017131811.1|DELE
OG0005356	LOC117564125|XP_034098674.1|DALB	LOC108148950|XP_017131774.1|DELE
OG0005357	LOC117565198|XP_034100093.1|DALB	LOC108138250|XP_017115879.1|DELE
OG0005358	LOC117563799|XP_034098222.1|DALB, LOC117565702|XP_034100834.1|DALB	LOC108150695|XP_017134445.1|DELE
OG0005359	LOC117572639|XP_034111500.1|DALB	LOC108149171|XP_017132059.1|DELE
OG0005360	LOC117569274|XP_034106267.1|DALB	LOC108146388|XP_017127871.1|DELE
OG0005363	LOC117565177|XP_034100066.1|DALB	LOC108137818|XP_017115227.1|DELE
OG0005364	LOC117569909|XP_034107139.1|DALB	LOC108136494|XP_017113205.1|DELE, LOC108145526|XP_017126503.1|DELE
OG0005365	LOC117564204|XP_034098772.1|DALB	LOC108141970|XP_017121109.1|DELE
OG0005366	LOC117564886|XP_034099725.1|DALB	LOC108141921|XP_017121033.1|DELE
OG0005367	LOC117563991|XP_034098471.1|DALB	LOC108141917|XP_017121028.1|DELE
OG0005368	LOC117576316|XP_034116862.1|DALB	LOC108142958|XP_017122589.1|DELE
OG0005369	LOC117564894|XP_034099733.1|DALB	LOC108147943|XP_017130217.1|DELE
OG0005370	LOC117564082|XP_034098601.1|DALB	LOC108134490|XP_017110298.1|DELE
OG0005371	LOC117563482|XP_034097734.1|DALB	LOC108134538|XP_017110374.1|DELE
OG0005372	LOC117574392|XP_034114121.1|DALB	LOC108139194|XP_017117321.1|DELE
OG0005373	LOC117565704|XP_034100836.1|DALB	LOC108149952|XP_017133356.1|DELE
OG0005374	LOC117563344|XP_034097513.1|DALB	LOC108150495|XP_017134194.1|DELE
OG0005375	LOC117564953|XP_034099799.1|DALB	LOC108150493|XP_017134191.1|DELE
OG0005376	LOC117566230|XP_034101666.1|DALB	LOC108134961|XP_017110974.1|DELE
OG0005377	LOC117572499|XP_034111241.1|DALB	LOC108145972|XP_017127190.1|DELE
OG0005378	LOC117564913|XP_034099758.1|DALB	LOC108147946|XP_017130219.1|DELE
OG0005379	LOC117564732|XP_034099510.1|DALB	LOC108147818|XP_017130061.1|DELE
OG0005380	LOC117563580|XP_034097857.1|DALB	LOC108147982|XP_017130281.1|DELE
OG0005381	LOC117565491|XP_034100487.1|DALB	LOC108149392|XP_017132411.1|DELE
OG0005382	LOC117565911|XP_034101155.1|DALB	LOC108141787|XP_017120785.1|DELE
OG0005383	LOC117569629|XP_034106758.1|DALB	LOC108135658|XP_017111980.1|DELE
OG0005384	LOC117575889|XP_034116221.1|DALB	LOC108135043|XP_017111069.1|DELE
OG0005385	LOC117568748|XP_034105467.1|DALB	LOC108143527|XP_017123501.1|DELE
OG0005386	LOC117571152|XP_034109050.1|DALB	LOC108137989|XP_017115450.1|DELE
OG0005387	LOC117574123|XP_034113667.1|DALB	LOC108143849|XP_017123894.1|DELE
OG0005388	LOC117565634|XP_034100735.1|DALB	LOC108149500|XP_017132612.1|DELE
OG0005389	LOC117565936|XP_034101212.1|DALB	LOC108138191|XP_017115793.1|DELE
OG0005390	LOC117563272|XP_034097391.1|DALB	LOC108147804|XP_017130034.1|DELE
OG0005391	LOC117563276|XP_034097396.1|DALB	LOC108147807|XP_017130037.1|DELE
OG0005392	LOC117566031|XP_034101366.1|DALB	LOC108138771|XP_017116715.1|DELE
OG0005393	LOC117576641|XP_034117461.1|DALB	LOC108150656|XP_017134412.1|DELE
OG0005394	LOC117563904|XP_034098358.1|DALB	LOC108138839|XP_017116839.1|DELE
OG0005395	LOC117564571|XP_034099297.1|DALB	LOC108149325|XP_017132278.1|DELE
OG0005396	LOC117563592|XP_034097869.1|DALB	LOC108149371|XP_017132364.1|DELE
OG0005397	LOC117565362|XP_034100316.1|DALB	LOC108149560|XP_017132687.1|DELE
OG0005398	LOC117576051|XP_034116473.1|DALB	LOC108137468|XP_017114662.1|DELE
OG0005399	LOC117570185|XP_034107557.1|DALB	LOC108145528|XP_017126511.1|DELE
OG0005400	LOC117566644|XP_034102077.1|DALB	LOC108145529|XP_017126514.1|DELE
OG0005401	LOC117565363|XP_034100317.1|DALB	LOC108149412|XP_017132456.1|DELE
OG0005402	LOC117566040|XP_034101381.1|DALB	LOC108149492|XP_017132602.1|DELE
OG0005403	LOC117566038|XP_034101378.1|DALB	LOC108149535|XP_017132657.1|DELE
OG0005404	LOC117566039|XP_034101379.1|DALB	LOC108149536|XP_017132658.1|DELE
OG0005405	LOC117566689|XP_034102127.1|DALB	LOC108137553|XP_017114767.1|DELE
OG0005406	LOC117570460|XP_034108013.1|DALB	LOC108148550|XP_017131090.1|DELE
OG0005407	LOC117567229|XP_034102950.1|DALB	LOC108149187|XP_017132096.1|DELE
OG0005408	LOC117566136|XP_034101509.1|DALB	LOC108147798|XP_017130026.1|DELE
OG0005409	LOC117565093|XP_034099942.1|DALB	LOC108138293|XP_017115938.1|DELE
OG0005410	LOC117563931|XP_034098394.1|DALB	LOC108147813|XP_017130045.1|DELE
OG0005412	LOC117569709|XP_034106865.1|DALB	LOC108137943|XP_017115390.1|DELE
OG0005413	LOC117570532|XP_034108129.1|DALB	LOC108145003|XP_017125654.1|DELE
OG0005414	LOC117572433|XP_034111156.1|DALB	LOC108142226|XP_017121433.1|DELE
OG0005415	LOC117578206|XP_034119434.1|DALB	LOC108137645|XP_017114959.1|DELE
OG0005416	LOC117570938|XP_034108758.1|DALB	LOC108149645|XP_017132871.1|DELE
OG0005417	LOC117565319|XP_034100250.1|DALB	LOC108138928|XP_017116987.1|DELE
OG0005418	LOC117564034|XP_034098529.1|DALB	LOC108141996|XP_017121149.1|DELE
OG0005420	LOC117565395|XP_034100368.1|DALB	LOC108135259|XP_017111416.1|DELE
OG0005421	LOC117564952|XP_034099798.1|DALB	LOC108138297|XP_017115941.1|DELE
OG0005422	LOC117573042|XP_034111826.1|DALB	LOC108136559|XP_017113354.1|DELE
OG0005423	LOC117565922|XP_034101185.1|DALB	LOC108141831|XP_017120901.1|DELE
OG0005424	LOC117567170|XP_034102876.1|DALB	LOC108145432|XP_017126343.1|DELE
OG0005425	LOC117576046|XP_034116467.1|DALB	LOC108134614|XP_017110481.1|DELE
OG0005426	LOC117572329|XP_034110956.1|DALB	LOC108143441|XP_017123343.1|DELE
OG0005428	LOC117564234|XP_034098816.1|DALB	LOC108134583|XP_017110425.1|DELE
OG0005429	LOC117563375|XP_034097570.1|DALB	LOC108135292|XP_017111466.1|DELE
OG0005430	LOC117563374|XP_034097568.1|DALB	LOC108135254|XP_017111411.1|DELE
OG0005431	LOC117565202|XP_034100098.1|DALB	LOC108135285|XP_017111455.1|DELE
OG0005432	LOC117565707|XP_034100843.1|DALB	LOC108145049|XP_017125718.1|DELE
OG0005433	LOC117567415|XP_034103282.1|DALB	LOC108144921|XP_017125575.1|DELE
OG0005434	LOC117564633|XP_034099383.1|DALB	LOC108137945|XP_017115396.1|DELE
OG0005435	LOC117565711|XP_034100847.1|DALB	LOC108136241|XP_017112771.1|DELE
OG0005436	LOC117565710|XP_034100846.1|DALB	LOC108136543|XP_017113332.1|DELE
OG0005437	LOC117575139|XP_034115136.1|DALB	LOC108135751|XP_017112083.1|DELE
OG0005438	LOC117565816|XP_034101007.1|DALB	LOC108149380|XP_017132398.1|DELE
OG0005439	LOC117575181|XP_034115181.1|DALB	LOC108147124|XP_017128905.1|DELE
OG0005440	LOC117566231|XP_034101668.1|DALB	LOC108134737|XP_017110643.1|DELE
OG0005441	LOC117565992|XP_034101301.1|DALB	LOC108138269|XP_017115909.1|DELE
OG0005442	LOC117564221|XP_034098799.1|DALB	LOC108138642|XP_017116470.1|DELE
OG0005443	LOC117566252|XP_034101696.1|DALB	LOC108141682|XP_017120648.1|DELE
OG0005444	LOC117563566|XP_034097839.1|DALB	LOC108137827|XP_017115240.1|DELE, LOC108149065|XP_017131906.1|DELE
OG0005446	LOC117563243|XP_034097345.1|DALB	LOC108138682|XP_017116518.1|DELE
OG0005447	LOC117564822|XP_034099635.1|DALB	LOC108138637|XP_017116464.1|DELE
OG0005448	LOC117567694|XP_034103710.1|DALB	LOC108144362|XP_017124615.1|DELE
OG0005449	LOC117572852|XP_034111812.1|DALB, LOC117564999|XP_034099834.1|DALB, LOC117564998|XP_034099833.1|DALB	LOC108134909|XP_017110910.1|DELE
OG0005450	LOC117573642|XP_034112848.1|DALB	LOC108148780|XP_017131480.1|DELE
OG0005451	LOC117563512|XP_034097779.1|DALB	LOC108149525|XP_017132645.1|DELE
OG0005452	LOC117568622|XP_034105299.1|DALB	LOC108149186|XP_017132091.1|DELE
OG0005453	LOC117574499|XP_034114234.1|DALB	LOC108142887|XP_017122452.1|DELE
OG0005454	LOC117563610|XP_034097901.1|DALB	LOC108138298|XP_017115942.1|DELE
OG0005455	LOC117571477|XP_034109530.1|DALB	LOC108144211|XP_017124374.1|DELE
OG0005456	LOC117565684|XP_034100809.1|DALB	LOC108138984|XP_017117058.1|DELE
OG0005457	LOC117565076|XP_034099915.1|DALB	LOC108139023|XP_017117118.1|DELE
OG0005459	LOC117564823|XP_034099636.1|DALB	LOC108138989|XP_017117065.1|DELE
OG0005460	LOC117565629|XP_034100730.1|DALB	LOC108149540|XP_017132664.1|DELE
OG0005461	LOC117565467|XP_034100464.1|DALB	LOC108138887|XP_017116908.1|DELE
OG0005462	LOC117565469|XP_034100466.1|DALB	LOC108139022|XP_017117117.1|DELE
OG0005463	LOC117567479|XP_034103401.1|DALB	LOC108143182|XP_017122921.1|DELE
OG0005464	LOC117565463|XP_034100458.1|DALB	LOC108138690|XP_017116526.1|DELE
OG0005465	LOC117566034|XP_034101372.1|DALB	LOC108138739|XP_017116621.1|DELE
OG0005466	LOC117571798|XP_034110054.1|DALB	LOC108139019|XP_017117111.1|DELE
OG0005467	LOC117574823|XP_034114685.1|DALB	LOC108137359|XP_017114485.1|DELE
OG0005468	LOC117566115|XP_034101477.1|DALB	LOC108149431|XP_017132492.1|DELE
OG0005469	LOC117564057|XP_034098569.1|DALB	LOC108149366|XP_017132356.1|DELE
OG0005470	LOC117564053|XP_034098564.1|DALB	LOC108149365|XP_017132354.1|DELE
OG0005471	LOC117564306|XP_034098894.1|DALB	LOC108150504|XP_017134206.1|DELE
OG0005472	LOC117564660|XP_034099409.1|DALB	LOC108150484|XP_017134178.1|DELE
OG0005473	LOC117563739|XP_034098109.1|DALB	LOC108149426|XP_017132482.1|DELE
OG0005474	LOC117563807|XP_034098231.1|DALB	LOC108138183|XP_017115785.1|DELE
OG0005475	LOC117563400|XP_034097625.1|DALB	LOC108138182|XP_017115784.1|DELE
OG0005476	LOC117572527|XP_034111278.1|DALB	LOC108149942|XP_017133349.1|DELE
OG0005477	LOC117572566|XP_034111337.1|DALB	LOC108150229|XP_017133765.1|DELE
OG0005478	LOC117563646|XP_034097946.1|DALB	LOC108138872|XP_017116888.1|DELE
OG0005479	LOC117563645|XP_034097945.1|DALB	LOC108138871|XP_017116887.1|DELE
OG0005480	LOC117564463|XP_034099141.1|DALB	LOC108138874|XP_017116889.1|DELE
OG0005481	LOC117563552|XP_034097823.1|DALB	LOC108134716|XP_017110605.1|DELE
OG0005482	LOC117563334|XP_034097493.1|DALB	LOC108134741|XP_017110658.1|DELE
OG0005483	LOC117573421|XP_034112518.1|DALB	LOC108140750|XP_017119216.1|DELE
OG0005484	LOC117564562|XP_034099286.1|DALB	LOC108138333|XP_017115986.1|DELE
OG0005485	LOC117569328|XP_034106346.1|DALB	LOC108149116|XP_017132006.1|DELE
OG0005486	LOC117570324|XP_034107756.1|DALB	LOC108149889|XP_017133274.1|DELE
OG0005487	LOC117565558|XP_034100617.1|DALB	LOC108138753|XP_017116644.1|DELE
OG0005488	LOC117565034|XP_034099874.1|DALB	LOC108138906|XP_017116946.1|DELE
OG0005489	LOC117563223|XP_034097308.1|DALB	LOC108147965|XP_017130251.1|DELE
OG0005490	LOC117563222|XP_034097307.1|DALB	LOC108148069|XP_017130411.1|DELE
OG0005491	LOC117565759|XP_034100904.1|DALB	LOC108147921|XP_017130176.1|DELE
OG0005492	LOC117565888|XP_034101120.1|DALB	LOC108148023|XP_017130345.1|DELE
OG0005493	LOC117564226|XP_034098806.1|DALB	LOC108138659|XP_017116488.1|DELE
OG0005494	LOC117572581|XP_034111356.1|DALB	LOC108141371|XP_017120190.1|DELE
OG0005495	LOC117570452|XP_034108003.1|DALB	LOC108141316|XP_017120074.1|DELE
OG0005497	LOC117564454|XP_034099126.1|DALB	LOC108138148|XP_017115709.1|DELE
OG0005498	LOC117564457|XP_034099132.1|DALB	LOC108138150|XP_017115713.1|DELE
OG0005499	LOC117563717|XP_034098065.1|DALB	LOC108138147|XP_017115708.1|DELE
OG0005500	LOC117563718|XP_034098066.1|DALB	LOC108138151|XP_017115714.1|DELE
OG0005501	LOC117578376|XP_034119699.1|DALB	LOC108138961|XP_017117031.1|DELE
OG0005502	LOC117578377|XP_034119700.1|DALB	LOC108138962|XP_017117032.1|DELE
OG0005504	LOC117563929|XP_034098392.1|DALB	LOC108147969|XP_017130257.1|DELE
OG0005506	LOC117564032|XP_034098525.1|DALB	LOC108141868|XP_017120949.1|DELE
OG0005507	LOC117563337|XP_034097499.1|DALB	LOC108148936|XP_017131749.1|DELE
OG0005508	LOC117564069|XP_034098586.1|DALB	LOC108134527|XP_017110360.1|DELE
OG0005509	LOC117564175|XP_034098734.1|DALB	LOC108147876|XP_017130123.1|DELE
OG0005510	LOC117563409|XP_034097632.1|DALB, LOC117563411|XP_034097635.1|DALB	LOC108149418|XP_017132471.1|DELE
OG0005511	LOC117578010|XP_034119000.1|DALB	LOC108147650|XP_017129800.1|DELE
OG0005512	LOC117575483|XP_034115607.1|DALB	LOC108148966|XP_017131793.1|DELE
OG0005513	LOC117564066|XP_034098582.1|DALB	LOC108148129|XP_017130466.1|DELE
OG0005514	LOC117575330|XP_034115378.1|DALB	LOC108144018|XP_017124133.1|DELE
OG0005515	LOC117568202|XP_034104561.1|DALB	LOC108143451|XP_017123371.1|DELE
OG0005516	LOC117564872|XP_034099710.1|DALB	LOC108142127|XP_017121312.1|DELE
OG0005517	LOC117564042|XP_034098537.1|DALB	LOC108149339|XP_017132314.1|DELE
OG0005518	LOC117564091|XP_034098619.1|DALB	LOC108139001|XP_017117086.1|DELE
OG0005519	LOC117568527|XP_034105121.1|DALB	LOC108144700|XP_017125279.1|DELE
