Orthogroup	DALB.longest_only	DSUZ.longest_only
OG0004496	LOC117570117|XP_034107471.1|DALB	LOC108008671|XP_016928054.2|DSUZ
OG0004497	LOC117571243|XP_034109187.1|DALB, LOC117566589|XP_034102021.1|DALB	LOC108008121|XP_016927399.1|DSUZ, LOC108008786|XP_016928173.1|DSUZ
OG0004498	LOC117568922|XP_034105723.1|DALB	LOC118877809|XP_036673847.1|DSUZ, LOC108020238|XP_016943848.1|DSUZ, LOC108020247|XP_016943862.2|DSUZ
OG0004499	LOC117568736|XP_034105453.1|DALB	LOC108009217|XP_036669656.1|DSUZ, LOC108009215|XP_016928864.1|DSUZ
OG0004500	LOC117568815|XP_034105569.1|DALB	LOC108017886|XP_016940540.1|DSUZ
OG0004501	LOC117571923|XP_034110295.1|DALB	LOC108009991|XP_016930260.1|DSUZ
OG0004502	LOC117567774|XP_034103864.1|DALB	LOC108009701|XP_016929747.1|DSUZ, LOC108009700|XP_016929746.1|DSUZ
OG0004503	LOC117570533|XP_034108130.1|DALB	LOC108006785|XP_016925823.2|DSUZ, LOC118878144|XP_036675696.1|DSUZ
OG0004504	LOC117573150|XP_034111992.1|DALB	LOC108014505|XP_016936132.1|DSUZ
OG0004505	LOC117576673|XP_034117556.1|DALB	LOC108017206|XP_036674303.1|DSUZ
OG0004506	LOC117573884|XP_034113261.1|DALB	LOC108014823|XP_016936510.1|DSUZ
OG0004507	LOC117573451|XP_034112564.1|DALB	LOC108016019|XP_016938103.1|DSUZ
OG0004508	LOC117574934|XP_034114874.1|DALB	LOC108018341|XP_036675432.1|DSUZ
OG0004509	LOC117567354|XP_034103179.1|DALB	LOC108010699|XP_016931098.2|DSUZ
OG0004510	LOC117572048|XP_034110554.1|DALB	LOC108011141|XP_016931712.1|DSUZ
OG0004511	LOC117574286|XP_034113928.1|DALB	LOC108006610|XP_036673215.1|DSUZ
OG0004512	LOC117573218|XP_034112126.1|DALB	LOC108020382|XP_016944125.1|DSUZ
OG0004513	LOC117573157|XP_034112007.1|DALB	LOC108020407|XP_016944190.1|DSUZ
OG0004514	LOC117573090|XP_034111886.1|DALB	LOC108020372|XP_016944093.1|DSUZ
OG0004515	LOC117567505|XP_034103431.1|DALB	LOC108006561|XP_016925581.1|DSUZ
OG0004516	LOC117577612|XP_034118353.1|DALB	LOC108005177|XP_016923843.1|DSUZ
OG0004517	LOC117565255|XP_034100165.1|DALB	LOC108016841|XP_016939166.1|DSUZ
OG0004518	LOC117578149|XP_034119261.1|DALB	LOC108018848|XP_036676679.1|DSUZ
OG0004519	LOC117576124|XP_034116573.1|DALB	LOC108014785|XP_036674298.1|DSUZ
OG0004520	LOC117577944|XP_034118860.1|DALB	LOC108018969|XP_016942060.1|DSUZ
OG0004521	LOC117568257|XP_034104630.1|DALB	LOC108010966|XP_016931471.2|DSUZ, LOC118876794|XP_036677794.1|DSUZ
OG0004522	LOC117578099|XP_034119165.1|DALB	LOC108015018|XP_016936735.1|DSUZ
OG0004523	LOC117576447|XP_034117101.1|DALB	LOC108015738|XP_036675276.1|DSUZ
OG0004524	LOC117568658|XP_034105351.1|DALB	LOC108015318|XP_016937197.1|DSUZ
OG0004525	LOC117578082|XP_034119133.1|DALB	LOC108013707|XP_016935117.1|DSUZ
OG0004526	LOC117566816|XP_034102271.1|DALB	LOC108016913|XP_016939322.2|DSUZ
OG0004527	LOC117578150|XP_034119259.1|DALB	LOC108018904|XP_016941984.1|DSUZ
OG0004528	LOC117573556|XP_034112733.1|DALB	LOC108015330|XP_016937220.1|DSUZ
OG0004529	LOC117564339|XP_034098941.1|DALB	LOC108011143|XP_016931716.1|DSUZ
OG0004530	LOC117577663|XP_034118441.1|DALB	LOC108005173|XP_016923836.1|DSUZ
OG0004531	LOC117574926|XP_034114868.1|DALB	LOC108020498|XP_036673137.1|DSUZ
OG0004532	LOC117563205|XP_034101194.1|DALB	LOC108005335|XP_016924053.1|DSUZ
OG0004533	LOC117565477|XP_034100516.1|DALB	LOC108005208|XP_016923885.1|DSUZ
OG0004534	LOC117577740|XP_034118542.1|DALB	LOC108017966|XP_016940729.1|DSUZ
OG0004535	LOC117571643|XP_034109764.1|DALB	LOC108005634|XP_016924435.1|DSUZ
OG0004536	LOC117578294|XP_034119624.1|DALB	LOC108014953|XP_036676639.1|DSUZ
OG0004537	LOC117573242|XP_034112189.1|DALB	LOC108016880|XP_016939261.1|DSUZ
OG0004538	LOC117571579|XP_034109682.1|DALB	LOC108010015|XP_016930295.1|DSUZ
OG0004539	LOC117573565|XP_034112741.1|DALB	LOC108007805|XP_036674463.1|DSUZ
OG0004540	LOC117569908|XP_034107142.1|DALB	LOC108004750|XP_016923275.1|DSUZ
OG0004541	LOC117570419|XP_034107936.1|DALB	LOC108008229|XP_036669042.1|DSUZ
OG0004542	LOC117578219|XP_034119484.1|DALB	LOC108015341|XP_016937235.1|DSUZ
OG0004543	LOC117577320|XP_034118175.1|DALB	LOC108004765|XP_016923296.1|DSUZ
OG0004544	LOC117567083|XP_034102774.1|DALB	LOC108016940|XP_016939359.1|DSUZ
OG0004545	LOC117574914|XP_034114851.1|DALB, LOC117575513|XP_034115652.1|DALB	LOC118877635|XP_036673030.1|DSUZ
OG0004546	LOC117567455|XP_034103359.1|DALB	LOC108019877|XP_016943436.1|DSUZ
OG0004547	LOC117564640|XP_034099395.1|DALB	LOC108016772|XP_016939026.1|DSUZ
OG0004548	LOC117577575|XP_034118304.1|DALB	LOC108015228|XP_016937061.1|DSUZ
OG0004549	LOC117566608|XP_034102043.1|DALB	LOC108016819|XP_016939119.1|DSUZ
OG0004550	LOC117567905|XP_034104075.1|DALB	LOC108018944|XP_016942031.1|DSUZ
OG0004551	LOC117566808|XP_034102247.1|DALB	LOC108009430|XP_016929252.1|DSUZ
OG0004552	LOC117569796|XP_034107001.1|DALB	LOC108016868|XP_036676130.1|DSUZ
OG0004553	LOC117572011|XP_034110423.1|DALB	LOC108013116|XP_016934262.1|DSUZ
OG0004554	LOC117563840|XP_034098264.1|DALB	LOC108019136|XP_016942368.1|DSUZ
OG0004555	LOC117577609|XP_034118345.1|DALB	LOC108018959|XP_016942052.1|DSUZ
OG0004556	LOC117568997|XP_034105868.1|DALB	LOC108015353|XP_016937253.1|DSUZ
OG0004557	LOC117573829|XP_034113152.1|DALB	LOC108019041|XP_016942146.1|DSUZ
OG0004558	LOC117578189|XP_034119396.1|DALB	LOC108007882|XP_016927139.1|DSUZ
OG0004559	LOC117575176|XP_034115178.1|DALB	LOC108007842|XP_016927094.2|DSUZ
OG0004560	LOC117573160|XP_034112013.1|DALB	LOC108014482|XP_016936101.1|DSUZ
OG0004561	LOC117574965|XP_034114919.1|DALB	LOC108014622|XP_036674413.1|DSUZ, LOC108006762|XP_036675445.1|DSUZ
OG0004562	LOC117575380|XP_034115444.1|DALB	LOC108005982|XP_016924912.2|DSUZ
OG0004563	LOC117573527|XP_034112665.1|DALB	LOC108006428|XP_036673460.1|DSUZ
OG0004564	LOC117576299|XP_034116845.1|DALB	LOC108015581|XP_036672851.1|DSUZ
OG0004565	LOC117575272|XP_034115297.1|DALB	LOC108015723|XP_036674060.1|DSUZ
OG0004566	LOC117572539|XP_034111303.1|DALB	LOC108019158|XP_016942398.1|DSUZ
OG0004567	LOC117567153|XP_034102897.1|DALB	LOC108019062|XP_016942187.1|DSUZ
OG0004568	LOC117576494|XP_034117165.1|DALB	LOC108016871|XP_016939240.1|DSUZ
OG0004569	LOC117574852|XP_034114755.1|DALB	LOC108011641|XP_036673644.1|DSUZ
OG0004570	LOC117566943|XP_034102466.1|DALB	LOC108009344|XP_016929121.1|DSUZ
OG0004571	LOC117570424|XP_034107954.1|DALB	LOC108010462|XP_016930821.1|DSUZ
OG0004572	LOC117563647|XP_034097947.1|DALB	LOC108021345|XP_036676927.1|DSUZ
OG0004573	LOC117574026|XP_034113508.1|DALB	LOC108005696|XP_016924512.2|DSUZ
OG0004574	LOC117566553|XP_034101989.1|DALB	LOC108004572|XP_016922997.1|DSUZ
OG0004575	LOC117571703|XP_034109895.1|DALB	LOC108004709|XP_036676973.1|DSUZ
OG0004576	LOC117574990|XP_034114951.1|DALB	LOC108006111|XP_016925046.1|DSUZ
OG0004577	LOC117575206|XP_034115221.1|DALB	LOC108010995|XP_016931506.1|DSUZ, LOC108017546|XP_016940112.1|DSUZ
OG0004578	LOC117566381|XP_034101778.1|DALB	LOC108004715|XP_016923219.1|DSUZ
OG0004579	LOC117563496|XP_034097751.1|DALB	LOC108018151|XP_016941126.1|DSUZ
OG0004580	LOC117575180|XP_034115180.1|DALB	LOC108018307|XP_036674750.1|DSUZ
OG0004581	LOC117575683|XP_034115880.1|DALB	LOC108014479|XP_036673226.1|DSUZ
OG0004582	LOC117575626|XP_034115794.1|DALB	LOC108012141|XP_036675529.1|DSUZ
OG0004583	LOC117572338|XP_034110974.1|DALB	LOC108015351|XP_016937251.1|DSUZ
OG0004584	LOC117570819|XP_034108572.1|DALB	LOC108008478|XP_016927823.1|DSUZ
OG0004585	LOC117574677|XP_034114474.1|DALB	LOC108015499|XP_016937441.1|DSUZ
OG0004586	LOC117568648|XP_034105338.1|DALB	LOC108016890|XP_016939283.1|DSUZ
OG0004587	LOC117573762|XP_034113045.1|DALB	LOC108010858|XP_036675684.1|DSUZ
OG0004588	LOC117575436|XP_034115530.1|DALB	LOC108010864|XP_016931330.1|DSUZ
OG0004589	LOC117578129|XP_034119220.1|DALB	LOC108005076|XP_016923707.1|DSUZ
OG0004590	LOC117575756|XP_034116008.1|DALB	LOC108015495|XP_036675266.1|DSUZ
OG0004591	LOC117575755|XP_034116005.1|DALB	LOC108015503|XP_036675379.1|DSUZ
OG0004592	LOC117574339|XP_034114054.1|DALB	LOC108006531|XP_016925544.1|DSUZ
OG0004593	LOC117567020|XP_034102603.1|DALB	LOC108006282|XP_016925228.1|DSUZ
OG0004594	LOC117578049|XP_034119059.1|DALB	LOC108015176|XP_016936948.1|DSUZ
OG0004595	LOC117576424|XP_034117061.1|DALB	LOC108005158|XP_016923822.1|DSUZ
OG0004596	LOC117565623|XP_034100728.1|DALB	LOC108016932|XP_036676076.1|DSUZ
OG0004597	LOC117574972|XP_034114932.1|DALB	LOC108016864|XP_016939222.1|DSUZ
OG0004598	LOC117567686|XP_034103701.1|DALB	LOC108005624|XP_016924423.1|DSUZ
OG0004599	LOC117564854|XP_034099683.1|DALB	LOC108021677|XP_016945981.1|DSUZ
OG0004600	LOC117575491|XP_034115621.1|DALB	LOC108005327|XP_016924044.1|DSUZ
OG0004601	LOC117576484|XP_034117195.1|DALB	LOC108005220|XP_016923900.1|DSUZ
OG0004602	LOC117567591|XP_034103983.1|DALB	LOC108015214|XP_016937041.1|DSUZ
OG0004603	LOC117566227|XP_034101664.1|DALB	LOC108021296|XP_016945432.1|DSUZ
OG0004604	LOC117566850|XP_034102336.1|DALB	LOC108015033|XP_016936753.1|DSUZ
OG0004605	LOC117578199|XP_034119419.1|DALB	LOC108014963|XP_036676828.1|DSUZ
OG0004606	LOC117576189|XP_034116669.1|DALB	LOC108015584|XP_036672605.1|DSUZ
OG0004607	LOC117566564|XP_034102000.1|DALB	LOC108019012|XP_016942113.1|DSUZ
OG0004608	LOC117577606|XP_034118347.1|DALB	LOC108011137|XP_036676881.1|DSUZ
OG0004609	LOC117563467|XP_034097714.1|DALB	LOC108006268|XP_016925205.1|DSUZ
OG0004610	LOC117573780|XP_034113071.1|DALB	LOC108017257|XP_036675280.1|DSUZ
OG0004611	LOC117574696|XP_034114496.1|DALB	LOC108017267|XP_036675391.1|DSUZ
OG0004612	LOC117574236|XP_034113838.1|DALB	LOC108017238|XP_016939723.1|DSUZ
OG0004613	LOC117575685|XP_034115882.1|DALB	LOC108014478|XP_036673225.1|DSUZ
OG0004614	LOC117570003|XP_034107294.1|DALB	LOC108013678|XP_016935086.1|DSUZ
OG0004615	LOC117577816|XP_034118638.1|DALB	LOC108019159|XP_016942399.1|DSUZ
OG0004616	LOC117577973|XP_034118948.1|DALB	LOC108016620|XP_016938803.1|DSUZ
OG0004617	LOC117564027|XP_034098519.1|DALB	LOC108021318|XP_016945470.1|DSUZ
OG0004618	LOC117574412|XP_034114141.1|DALB, LOC117573388|XP_034112477.1|DALB	LOC108016072|XP_016938154.1|DSUZ
OG0004619	LOC117575689|XP_034115891.1|DALB	LOC108018577|XP_016941624.2|DSUZ
OG0004620	LOC117573636|XP_034112835.1|DALB	LOC108013832|XP_016935303.2|DSUZ
OG0004621	LOC117574795|XP_034114645.1|DALB	LOC108016509|XP_016938672.1|DSUZ
OG0004622	LOC117575836|XP_034116133.1|DALB	LOC118877720|XP_036673538.1|DSUZ, LOC108020301|XP_036677883.1|DSUZ
OG0004623	LOC117575135|XP_034115132.1|DALB	LOC108007561|XP_016926742.1|DSUZ
OG0004624	LOC117576687|XP_034117573.1|DALB	LOC108016247|XP_016938359.1|DSUZ
OG0004625	LOC117577847|XP_034118683.1|DALB	LOC108005113|XP_036677206.1|DSUZ
OG0004626	LOC117564871|XP_034099713.1|DALB	LOC108020180|XP_016943773.1|DSUZ
OG0004627	LOC117571835|XP_034110106.1|DALB	LOC108020014|XP_036671456.1|DSUZ
OG0004628	LOC117577100|XP_034118096.1|DALB	LOC108017000|XP_016939436.1|DSUZ
OG0004629	LOC117575327|XP_034115373.1|DALB	LOC108015605|XP_036674076.1|DSUZ
OG0004630	LOC117575415|XP_034115487.1|DALB	LOC108015489|XP_036675387.1|DSUZ
OG0004632	LOC117573769|XP_034113055.1|DALB	LOC108020298|XP_036677879.1|DSUZ
OG0004633	LOC117576134|XP_034116586.1|DALB	LOC108007556|XP_036674613.1|DSUZ
OG0004634	LOC117575339|XP_034115388.1|DALB	LOC108014317|XP_016935878.1|DSUZ
OG0004635	LOC117569262|XP_034106257.1|DALB	LOC108015171|XP_016936943.2|DSUZ
OG0004636	LOC117576670|XP_034117584.1|DALB	LOC108011220|XP_016931803.2|DSUZ
OG0004637	LOC117568524|XP_034105122.1|DALB	LOC108016794|XP_036676661.1|DSUZ
OG0004638	LOC117567051|XP_034102669.1|DALB	LOC108015417|XP_016937336.2|DSUZ
OG0004641	LOC117577579|XP_034118313.1|DALB	LOC108005168|XP_016923832.1|DSUZ
OG0004642	LOC117568623|XP_034105307.1|DALB	LOC108016796|XP_016939058.1|DSUZ
OG0004643	LOC117575583|XP_034115740.1|DALB	LOC108018547|XP_016941589.1|DSUZ
OG0004644	LOC117578316|XP_034119662.1|DALB	LOC108015372|XP_016937279.1|DSUZ
OG0004645	LOC117566224|XP_034101661.1|DALB	LOC108020303|XP_016943926.1|DSUZ
OG0004646	LOC117574564|XP_034114326.1|DALB	LOC108012161|XP_016932944.1|DSUZ
OG0004647	LOC117577849|XP_034118681.1|DALB	LOC108005448|XP_016924226.1|DSUZ
OG0004648	LOC117575996|XP_034116390.1|DALB	LOC108004845|XP_016923415.1|DSUZ
OG0004649	LOC117575387|XP_034115457.1|DALB	LOC108005289|XP_016923974.1|DSUZ
OG0004650	LOC117565230|XP_034100127.1|DALB	LOC108009410|XP_016929223.1|DSUZ
OG0004651	LOC117576119|XP_034116568.1|DALB	LOC118876778|XP_036673143.1|DSUZ
OG0004652	LOC117574035|XP_034113522.1|DALB	LOC108017448|XP_036674156.1|DSUZ
OG0004653	LOC117567070|XP_034102703.1|DALB	LOC108007768|XP_036671105.1|DSUZ
OG0004654	LOC117564730|XP_034099508.1|DALB	LOC108008045|XP_016927321.1|DSUZ
OG0004655	LOC117575977|XP_034116350.1|DALB	LOC108014741|XP_016936411.2|DSUZ
OG0004656	LOC117564172|XP_034098730.1|DALB, LOC117565591|XP_034100682.1|DALB	LOC108010449|XP_016930801.1|DSUZ
OG0004657	LOC117575717|XP_034115946.1|DALB	LOC108018392|XP_016941434.2|DSUZ
OG0004658	LOC117576509|XP_034117207.1|DALB	LOC108007389|XP_036673059.1|DSUZ
OG0004659	LOC117575949|XP_034116303.1|DALB	LOC108015827|XP_036674738.1|DSUZ
OG0004660	LOC117575086|XP_034115074.1|DALB	LOC118877633|XP_036673028.1|DSUZ
OG0004661	LOC117573976|XP_034113410.1|DALB	LOC108016104|XP_016938192.2|DSUZ
OG0004662	LOC117576665|XP_034117527.1|DALB	LOC118877780|XP_036673737.1|DSUZ
OG0004663	LOC117572594|XP_034111381.1|DALB	LOC108021814|XP_016946105.1|DSUZ
OG0004664	LOC117571790|XP_034110044.1|DALB	LOC108004659|XP_016923120.1|DSUZ
OG0004665	LOC117573613|XP_034112805.1|DALB	LOC108018997|XP_016942096.1|DSUZ
OG0004666	LOC117575222|XP_034115240.1|DALB	LOC108010586|XP_016930961.2|DSUZ
OG0004667	LOC117574343|XP_034114055.1|DALB	LOC108010570|XP_036674565.1|DSUZ
OG0004668	LOC117575282|XP_034115320.1|DALB	LOC108005416|XP_016924172.1|DSUZ
OG0004669	LOC117564267|XP_034098860.1|DALB	LOC108011695|XP_016932397.1|DSUZ
OG0004670	LOC117575122|XP_034115112.1|DALB	LOC108011762|XP_036675256.1|DSUZ
OG0004671	LOC117575505|XP_034115639.1|DALB	LOC108018680|XP_016941741.1|DSUZ
OG0004673	LOC117574666|XP_034114462.1|DALB	LOC108010807|XP_036675622.1|DSUZ
OG0004674	LOC117575796|XP_034116064.1|DALB	LOC108019534|XP_016942862.2|DSUZ
OG0004675	LOC117575990|XP_034116378.1|DALB	LOC108019528|XP_036673197.1|DSUZ
OG0004676	LOC117574514|XP_034114264.1|DALB	LOC108015820|XP_016937874.1|DSUZ
OG0004677	LOC117574177|XP_034113756.1|DALB	LOC108015776|XP_016937815.2|DSUZ
OG0004678	LOC117574168|XP_034113747.1|DALB	LOC108015779|XP_036673282.1|DSUZ
OG0004679	LOC117574465|XP_034114192.1|DALB	LOC108014150|XP_016935670.2|DSUZ
OG0004680	LOC117576024|XP_034116421.1|DALB	LOC108020786|XP_036674151.1|DSUZ
OG0004682	LOC117565361|XP_034100315.1|DALB	LOC108012116|XP_016932892.1|DSUZ
OG0004683	LOC117573600|XP_034112786.1|DALB	LOC108018485|XP_016941531.1|DSUZ
OG0004684	LOC117575715|XP_034115943.1|DALB	LOC108010590|XP_016930964.2|DSUZ
OG0004685	LOC117573810|XP_034113113.1|DALB	LOC108010737|XP_036674206.1|DSUZ
OG0004686	LOC117576786|XP_034117728.1|DALB	LOC108018448|XP_016941495.2|DSUZ
OG0004687	LOC117575388|XP_034115454.1|DALB	LOC108010728|XP_036674527.1|DSUZ
OG0004688	LOC117576493|XP_034117162.1|DALB	LOC108010923|XP_036674742.1|DSUZ
OG0004689	LOC117576607|XP_034117397.1|DALB	LOC108007853|XP_036674139.1|DSUZ
OG0004690	LOC117575089|XP_034115076.1|DALB	LOC108015989|XP_016938067.2|DSUZ
OG0004691	LOC117576800|XP_034117750.1|DALB	LOC118877939|XP_036674512.1|DSUZ
OG0004692	LOC117574780|XP_034114622.1|DALB	LOC108015557|XP_036674724.1|DSUZ
OG0004693	LOC117574779|XP_034114620.1|DALB	LOC108012209|XP_036674723.1|DSUZ
OG0004694	LOC117575484|XP_034115608.1|DALB	LOC108017669|XP_036673318.1|DSUZ
OG0004695	LOC117575986|XP_034116372.1|DALB	LOC108019531|XP_036673231.1|DSUZ
OG0004697	LOC117577738|XP_034118537.1|DALB	LOC108019206|XP_016942488.1|DSUZ
OG0004698	LOC117572726|XP_034111688.1|DALB	LOC108005466|XP_016924250.1|DSUZ
OG0004699	LOC117575427|XP_034115522.1|DALB	LOC108018743|XP_036674563.1|DSUZ
OG0004700	LOC117575234|XP_034115257.1|DALB	LOC108011648|XP_016932328.1|DSUZ
OG0004701	LOC117574084|XP_034113610.1|DALB	LOC108014421|XP_036672704.1|DSUZ
OG0004702	LOC117574007|XP_034113474.1|DALB	LOC108015755|XP_036673239.1|DSUZ
OG0004703	LOC117575701|XP_034115905.1|DALB	LOC108011094|XP_036674629.1|DSUZ
OG0004704	LOC117576221|XP_034116721.1|DALB	LOC108017306|XP_016939817.2|DSUZ
OG0004705	LOC117573833|XP_034113156.1|DALB	LOC108017199|XP_016939682.2|DSUZ
OG0004706	LOC117566971|XP_034102522.1|DALB	LOC108013089|XP_016934212.2|DSUZ
OG0004707	LOC117575094|XP_034115085.1|DALB	LOC108020472|XP_016944288.1|DSUZ
OG0004708	LOC117576742|XP_034117665.1|DALB	LOC118878009|XP_036674944.1|DSUZ
OG0004709	LOC117576322|XP_034116879.1|DALB	LOC108014397|XP_016935995.2|DSUZ, LOC118877653|XP_036673158.1|DSUZ
OG0004710	LOC117574331|XP_034114033.1|DALB	LOC108017485|XP_036674245.1|DSUZ
OG0004711	LOC117574459|XP_034114188.1|DALB	LOC108006356|XP_036675369.1|DSUZ
OG0004712	LOC117575365|XP_034115420.1|DALB	LOC108017541|XP_016940106.1|DSUZ, LOC108010989|XP_016931498.1|DSUZ
OG0004713	LOC117574070|XP_034113587.1|DALB	LOC108015742|XP_036673234.1|DSUZ
OG0004714	LOC117576811|XP_034117769.1|DALB	LOC108020623|XP_016944461.1|DSUZ
OG0004715	LOC117563547|XP_034097816.1|DALB	LOC108005876|XP_016924748.1|DSUZ
OG0004716	LOC117576510|XP_034117208.1|DALB	LOC108015747|XP_036673408.1|DSUZ
OG0004717	LOC117571874|XP_034110225.1|DALB	LOC108015011|XP_016936728.1|DSUZ
OG0004718	LOC117564185|XP_034098749.1|DALB	LOC108007124|XP_016926220.1|DSUZ
OG0004719	LOC117573882|XP_034113251.1|DALB	LOC108018269|XP_036675343.1|DSUZ
OG0004720	LOC117574009|XP_034113481.1|DALB	LOC108007462|XP_016926623.1|DSUZ
OG0004721	LOC117574028|XP_034113510.1|DALB	LOC108017495|XP_036674614.1|DSUZ
OG0004722	LOC117574038|XP_034113529.1|DALB	LOC108007241|XP_036674431.1|DSUZ
OG0004723	LOC117573936|XP_034113353.1|DALB	LOC108019200|XP_016942478.1|DSUZ
OG0004724	LOC117576548|XP_034117276.1|DALB	LOC108014888|XP_016936595.1|DSUZ
OG0004725	LOC117573286|XP_034112281.1|DALB	LOC118879480|XP_036678245.1|DSUZ, LOC108016165|XP_036675392.1|DSUZ
OG0004726	LOC117575966|XP_034116336.1|DALB	LOC108019517|XP_036673353.1|DSUZ
OG0004727	LOC117574276|XP_034113915.1|DALB	LOC108011083|XP_036674415.1|DSUZ
OG0004728	LOC117575238|XP_034115260.1|DALB	LOC108018685|XP_016941746.2|DSUZ
OG0004729	LOC117577926|XP_034118819.1|DALB	LOC108013692|XP_016935100.1|DSUZ
OG0004730	LOC117565284|XP_034100203.1|DALB	LOC108005349|XP_016924082.1|DSUZ
OG0004731	LOC117575153|XP_034115147.1|DALB	LOC108020112|XP_036672663.1|DSUZ
OG0004732	LOC117575098|XP_034115090.1|DALB	LOC108013928|XP_036674092.1|DSUZ
OG0004733	LOC117575099|XP_034115091.1|DALB	LOC108020775|XP_036674326.1|DSUZ
OG0004734	LOC117574983|XP_034114940.1|DALB	LOC108016195|XP_016938311.2|DSUZ
OG0004735	LOC117575682|XP_034115862.1|DALB	LOC108010821|XP_016931265.2|DSUZ
OG0004736	LOC117576627|XP_034117443.1|DALB	LOC108007603|XP_036673488.1|DSUZ
OG0004737	LOC117575431|XP_034115526.1|DALB	LOC108011596|XP_036673665.1|DSUZ
OG0004738	LOC117574958|XP_034114910.1|DALB	LOC108011639|XP_016932316.1|DSUZ
OG0004739	LOC117575172|XP_034115174.1|DALB	LOC108007851|XP_016927102.2|DSUZ
OG0004740	LOC117575952|XP_034116315.1|DALB	LOC108011495|XP_016932134.1|DSUZ
OG0004741	LOC117573359|XP_034112377.1|DALB	LOC108014894|XP_016936603.2|DSUZ
OG0004742	LOC117573196|XP_034112080.1|DALB	LOC108006240|XP_036677232.1|DSUZ
OG0004743	LOC117575294|XP_034115332.1|DALB	LOC108014142|XP_016935662.2|DSUZ
OG0004744	LOC117564433|XP_034099060.1|DALB	LOC108010293|XP_016930657.1|DSUZ
OG0004745	LOC117575022|XP_034114991.1|DALB	LOC118878085|XP_036675246.1|DSUZ
OG0004746	LOC117574793|XP_034114642.1|DALB	LOC108019491|XP_016942808.2|DSUZ
OG0004747	LOC117574796|XP_034114646.1|DALB	LOC108016513|XP_016938675.2|DSUZ
OG0004748	LOC117574792|XP_034114639.1|DALB	LOC108016507|XP_036675635.1|DSUZ
OG0004750	LOC117575694|XP_034115897.1|DALB	LOC108011349|XP_036672908.1|DSUZ
OG0004751	LOC117576266|XP_034116800.1|DALB	LOC108006413|XP_036673300.1|DSUZ
OG0004753	LOC117574134|XP_034113690.1|DALB	LOC108017311|XP_016939824.2|DSUZ
OG0004754	LOC117573292|XP_034112286.1|DALB	LOC108014830|XP_016936518.2|DSUZ
OG0004755	LOC117575165|XP_034115159.1|DALB	LOC108007813|XP_016927068.1|DSUZ
OG0004756	LOC117574162|XP_034113740.1|DALB	LOC108007810|XP_036674624.1|DSUZ
OG0004757	LOC117576640|XP_034117456.1|DALB	LOC108014134|XP_036673947.1|DSUZ
OG0004758	LOC117575255|XP_034115280.1|DALB	LOC108014836|XP_016936527.2|DSUZ
OG0004759	LOC117574164|XP_034113743.1|DALB	LOC108006087|XP_036672930.1|DSUZ
OG0004760	LOC117576910|XP_034117940.1|DALB	LOC108018583|XP_036674127.1|DSUZ
OG0004761	LOC117576643|XP_034117463.1|DALB	LOC108018315|XP_036674683.1|DSUZ
OG0004763	LOC117575777|XP_034116035.1|DALB	LOC118877723|XP_036673560.1|DSUZ, LOC108017508|XP_036677901.1|DSUZ
OG0004764	LOC117576674|XP_034117560.1|DALB	LOC108017207|XP_036674520.1|DSUZ
OG0004765	LOC117576021|XP_034116419.1|DALB	LOC108011479|XP_036673961.1|DSUZ
OG0004766	LOC117574295|XP_034113988.1|DALB	LOC108011473|XP_036674009.1|DSUZ
OG0004767	LOC117576109|XP_034116558.1|DALB	LOC108011635|XP_016932313.2|DSUZ
OG0004768	LOC117574549|XP_034114312.1|DALB	LOC108011621|XP_016932291.1|DSUZ
OG0004769	LOC117565486|XP_034100479.1|DALB	LOC108008892|XP_016928288.1|DSUZ
OG0004770	LOC117576841|XP_034117814.1|DALB	LOC118877730|XP_036673610.1|DSUZ
OG0004771	LOC117576594|XP_034117374.1|DALB	LOC108015508|XP_016937454.2|DSUZ
OG0004772	LOC117576601|XP_034117386.1|DALB	LOC108006107|XP_016925042.2|DSUZ
OG0004775	LOC117576067|XP_034116492.1|DALB	LOC108020120|XP_036672499.1|DSUZ
OG0004776	LOC117572692|XP_034111634.1|DALB	LOC108017747|XP_016940348.1|DSUZ
OG0004777	LOC117573159|XP_034112012.1|DALB, LOC117573154|XP_034112003.1|DALB	LOC108004838|XP_016923403.1|DSUZ
OG0004778	LOC117565838|XP_034101040.1|DALB	LOC108006160|XP_016925102.1|DSUZ
OG0004779	LOC117573644|XP_034112850.1|DALB	LOC108011886|XP_036674170.1|DSUZ
OG0004780	LOC117564072|XP_034098588.1|DALB	LOC108009976|XP_016930240.1|DSUZ
OG0004781	LOC117576352|XP_034116927.1|DALB	LOC108010943|XP_036672649.1|DSUZ
OG0004782	LOC117574104|XP_034113638.1|DALB	LOC108007463|XP_036673439.1|DSUZ
OG0004783	LOC117577619|XP_034118363.1|DALB	LOC108006516|XP_016925529.2|DSUZ
OG0004784	LOC117575242|XP_034115266.1|DALB	LOC108007598|XP_016926788.2|DSUZ
OG0004785	LOC117574806|XP_034114662.1|DALB	LOC108016040|XP_016938124.1|DSUZ
OG0004786	LOC117574719|XP_034114533.1|DALB	LOC118877992|XP_036674826.1|DSUZ
OG0004787	LOC117573443|XP_034112555.1|DALB	LOC108016043|XP_016938127.1|DSUZ
OG0004788	LOC117575292|XP_034115330.1|DALB	LOC108015993|XP_036675146.1|DSUZ
