Orthogroup	DALB.longest_only	DVIR.longest_only
OG0005129	LOC117570488|XP_034108070.1|DALB	LOC6623633|XP_002048115.1|DVIR
OG0005130	LOC117571813|XP_034110074.1|DALB	LOC6622697|XP_002048086.3|DVIR
OG0005131	LOC117571407|XP_034109435.1|DALB	LOC6622542|XP_032290300.1|DVIR
OG0005132	LOC117566852|XP_034102335.1|DALB	LOC6623264|XP_002047811.1|DVIR
OG0005133	LOC117570965|XP_034108798.1|DALB	LOC6636564|XP_002060068.1|DVIR
OG0005134	LOC117567570|XP_034103531.1|DALB	LOC6622608|XP_002048171.1|DVIR
OG0005135	LOC117567887|XP_034104049.1|DALB	LOC6623319|XP_002046542.1|DVIR
OG0005136	LOC117568250|XP_034104620.1|DALB	LOC6622130|XP_002046540.1|DVIR
OG0005137	LOC117576708|XP_034117614.1|DALB	LOC6630446|XP_002053721.1|DVIR
OG0005138	LOC117568783|XP_034105511.1|DALB	LOC6623836|XP_002047395.1|DVIR
OG0005139	LOC117570158|XP_034107515.1|DALB	LOC6624404|XP_002046533.2|DVIR
OG0005140	LOC117566127|XP_034101496.1|DALB	LOC6629217|XP_002051937.2|DVIR
OG0005141	LOC117572415|XP_034111088.1|DALB	LOC6626717|XP_002050667.2|DVIR
OG0005142	LOC117569408|XP_034106436.1|DALB	LOC6623507|XP_002046765.1|DVIR
OG0005143	LOC117572013|XP_034110425.1|DALB	LOC6623381|XP_015031169.1|DVIR
OG0005144	LOC117569335|XP_034106356.1|DALB	LOC6623459|XP_032291174.1|DVIR
OG0005145	LOC117569918|XP_034107154.1|DALB	LOC6623458|XP_002046763.1|DVIR
OG0005146	LOC117570476|XP_034108051.1|DALB	LOC6624605|XP_002047182.1|DVIR
OG0005147	LOC117570478|XP_034108054.1|DALB	LOC6624644|XP_032291198.1|DVIR
OG0005148	LOC117568453|XP_034105019.1|DALB	LOC6623457|XP_002048198.1|DVIR
OG0005149	LOC117570690|XP_034108383.1|DALB	LOC6625729|XP_002051050.1|DVIR
OG0005150	LOC117567935|XP_034104116.1|DALB	LOC6623849|XP_002046232.1|DVIR
OG0005151	LOC117567600|XP_034103578.1|DALB	LOC6624248|XP_002046341.1|DVIR
OG0005152	LOC117571620|XP_034109733.1|DALB	LOC6623927|XP_002046337.1|DVIR
OG0005153	LOC117571613|XP_034109724.1|DALB	LOC116650506|XP_032290175.1|DVIR, LOC6624322|XP_002046335.1|DVIR
OG0005154	LOC117571611|XP_034109721.1|DALB	LOC6624119|XP_002046333.1|DVIR
OG0005155	LOC117570038|XP_034107353.1|DALB	LOC6622813|XP_002046480.2|DVIR
OG0005156	LOC117574076|XP_034113601.1|DALB	LOC6629418|XP_002053152.1|DVIR
OG0005157	LOC117568619|XP_034105289.1|DALB	LOC6625795|XP_002050893.1|DVIR
OG0005158	LOC117567830|XP_034103965.1|DALB	LOC6623375|XP_002047308.1|DVIR
OG0005159	LOC117569525|XP_034106615.1|DALB	LOC6622114|XP_002046508.1|DVIR
OG0005160	LOC117572038|XP_034110492.1|DALB	LOC6623711|XP_002046814.2|DVIR
OG0005161	LOC117570832|XP_034108595.1|DALB	LOC6625336|XP_002050418.1|DVIR
OG0005162	LOC117578223|XP_034119487.1|DALB	LOC6632050|XP_002055247.1|DVIR
OG0005163	LOC117566950|XP_034102473.1|DALB	LOC6622450|XP_002047955.1|DVIR
OG0005164	LOC117567856|XP_034104006.1|DALB	LOC26531093|XP_015031691.1|DVIR
OG0005165	LOC117572765|XP_034111741.1|DALB	LOC6624857|XP_002049205.1|DVIR
OG0005166	LOC117576049|XP_034116471.1|DALB	LOC6632898|XP_002056749.1|DVIR
OG0005167	LOC117576053|XP_034116476.1|DALB	LOC6632897|XP_002056748.1|DVIR
OG0005168	LOC117567486|XP_034103406.1|DALB	LOC6622840|XP_002047245.1|DVIR
OG0005169	LOC117572667|XP_034111563.1|DALB	LOC6623167|XP_032290690.1|DVIR
OG0005170	LOC117572664|XP_034111552.1|DALB	LOC6623110|XP_032290600.1|DVIR
OG0005171	LOC117572666|XP_034111562.1|DALB	LOC6623092|XP_002047765.1|DVIR
OG0005172	LOC117569529|XP_034106623.1|DALB	LOC6624750|XP_032291945.1|DVIR
OG0005173	LOC117571678|XP_034109810.1|DALB	LOC6635951|XP_002059393.2|DVIR
OG0005174	LOC117570310|XP_034107743.1|DALB	LOC6626836|XP_002050838.1|DVIR
OG0005175	LOC117570295|XP_034107707.1|DALB	LOC6626897|XP_032292026.1|DVIR
OG0005176	LOC117570227|XP_034107620.1|DALB	LOC6625202|XP_032292142.1|DVIR
OG0005177	LOC117569878|XP_034107108.1|DALB	LOC6626899|XP_015029068.2|DVIR
OG0005178	LOC117567123|XP_034102821.1|DALB	LOC6622333|XP_002046965.1|DVIR
OG0005179	LOC117572019|XP_034110458.1|DALB	LOC6623390|XP_002046750.1|DVIR
OG0005180	LOC117572399|XP_034111070.1|DALB	LOC6624715|XP_002046643.2|DVIR
OG0005181	LOC117563453|XP_034097695.1|DALB	LOC6631483|XP_015026679.1|DVIR
OG0005182	LOC117567339|XP_034103151.1|DALB	LOC6635973|XP_032292632.1|DVIR
OG0005183	LOC117567629|XP_034103614.1|DALB	LOC6625542|XP_015030046.1|DVIR
OG0005184	LOC117567967|XP_034104167.1|DALB	LOC6625539|XP_032291690.1|DVIR
OG0005185	LOC117567702|XP_034103724.1|DALB	LOC6625707|XP_002050328.1|DVIR
OG0005186	LOC117566570|XP_034102003.1|DALB	LOC6635860|XP_002059482.1|DVIR
OG0005187	LOC117571680|XP_034109812.1|DALB	LOC6635950|XP_032292592.1|DVIR
OG0005188	LOC117572714|XP_034111668.1|DALB	LOC6625075|XP_002050980.1|DVIR
OG0005189	LOC117565514|XP_034100558.1|DALB	LOC6631616|XP_015026502.1|DVIR, LOC116652140|XP_032295976.1|DVIR
OG0005190	LOC117571026|XP_034108876.1|DALB	LOC6624040|XP_002048305.1|DVIR
OG0005191	LOC117575886|XP_034116217.1|DALB, LOC117575887|XP_034116219.1|DALB	LOC6631066|XP_032291052.1|DVIR
OG0005192	LOC117567443|XP_034103342.1|DALB	LOC6626048|XP_032291888.1|DVIR
OG0005193	LOC117569385|XP_034106406.1|DALB	LOC6625695|XP_002048845.2|DVIR
OG0005194	LOC117570568|XP_034108191.1|DALB	LOC6635826|XP_002059462.1|DVIR
OG0005195	LOC117570377|XP_034107862.1|DALB	LOC6625943|XP_002050340.1|DVIR
OG0005196	LOC117567738|XP_034103814.1|DALB	LOC6622690|XP_002047600.1|DVIR
OG0005197	LOC117570831|XP_034108594.1|DALB	LOC6625316|XP_002050411.2|DVIR
OG0005198	LOC117569624|XP_034106752.1|DALB	LOC6622710|XP_002048157.3|DVIR
OG0005199	LOC117566911|XP_034102422.1|DALB	LOC6625341|XP_002050423.3|DVIR
OG0005200	LOC117566888|XP_034102391.1|DALB	LOC6625896|XP_032291713.1|DVIR
OG0005201	LOC117570433|XP_034107980.1|DALB	LOC6625263|XP_002050626.1|DVIR
OG0005202	LOC117571188|XP_034109116.1|DALB	LOC6626350|XP_002050351.2|DVIR
OG0005203	LOC117568615|XP_034105267.1|DALB	LOC6626928|XP_032292573.1|DVIR
OG0005204	LOC117564885|XP_034099724.1|DALB	LOC6627903|XP_002051396.2|DVIR
OG0005205	LOC117564344|XP_034098945.1|DALB	LOC6628235|XP_032294617.1|DVIR
OG0005206	LOC117569435|XP_034106488.1|DALB	LOC6636358|XP_002059887.1|DVIR
OG0005207	LOC117566378|XP_034101772.1|DALB	LOC6636500|XP_032291727.1|DVIR
OG0005208	LOC117569667|XP_034106804.1|DALB	LOC6626065|XP_002048855.1|DVIR
OG0005209	LOC117563291|XP_034097425.1|DALB	LOC6628654|XP_002051504.1|DVIR
OG0005210	LOC117563289|XP_034097422.1|DALB	LOC6628655|XP_032293411.1|DVIR
OG0005211	LOC117570602|XP_034108237.1|DALB	LOC6622431|XP_002047711.1|DVIR
OG0005212	LOC117570840|XP_034108611.1|DALB	LOC6625317|XP_032291560.1|DVIR
OG0005213	LOC117577994|XP_034118983.1|DALB	LOC6633552|XP_002057249.1|DVIR
OG0005214	LOC117565882|XP_034101112.1|DALB	LOC6627794|XP_032294398.1|DVIR
OG0005215	LOC117566013|XP_034101324.1|DALB	LOC6627721|XP_002052514.1|DVIR
OG0005216	LOC117563658|XP_034097964.1|DALB	LOC6634218|XP_002057667.3|DVIR
OG0005217	LOC117577417|XP_034118215.1|DALB	LOC6628566|XP_032293573.1|DVIR
OG0005218	LOC117564768|XP_034099556.1|DALB	LOC6627387|XP_002051077.1|DVIR
OG0005219	LOC117569889|XP_034107120.1|DALB	LOC6635798|XP_002059386.1|DVIR
OG0005220	LOC117569357|XP_034106381.1|DALB	LOC6622880|XP_002047237.1|DVIR
OG0005221	LOC117565713|XP_034100852.1|DALB	LOC6627667|XP_002051107.2|DVIR
OG0005222	LOC117565326|XP_034100255.1|DALB	LOC6635768|XP_032294706.1|DVIR
OG0005223	LOC117565150|XP_034100020.1|DALB	LOC6634226|XP_002057675.1|DVIR
OG0005224	LOC117563887|XP_034098336.1|DALB	LOC6629082|XP_002051605.2|DVIR
OG0005226	LOC117563382|XP_034097580.1|DALB	LOC6627791|XP_032293961.1|DVIR
OG0005227	LOC117565876|XP_034101107.1|DALB	LOC6627827|XP_002051751.1|DVIR
OG0005228	LOC117565873|XP_034101104.1|DALB	LOC6627733|XP_002051750.1|DVIR
OG0005229	LOC117566050|XP_034101392.1|DALB	LOC6628724|XP_032294040.1|DVIR
OG0005230	LOC117566183|XP_034101579.1|DALB	LOC6627914|XP_032294488.1|DVIR
OG0005231	LOC117565352|XP_034100301.1|DALB	LOC6635754|XP_002059111.1|DVIR
OG0005232	LOC117564756|XP_034099540.1|DALB	LOC6628732|XP_032293429.1|DVIR
OG0005233	LOC117564159|XP_034098717.1|DALB	LOC6628660|XP_002051510.1|DVIR
OG0005234	LOC117565136|XP_034099997.1|DALB	LOC6634292|XP_032289007.1|DVIR
OG0005235	LOC117563245|XP_034097347.1|DALB	LOC6628344|XP_002052675.1|DVIR
OG0005236	LOC117565588|XP_034100678.1|DALB	LOC6635700|XP_032294563.1|DVIR
OG0005237	LOC117564152|XP_034098709.1|DALB	LOC6635703|XP_002059276.1|DVIR
OG0005238	LOC117564153|XP_034098710.1|DALB	LOC6635683|XP_002059278.1|DVIR
OG0005239	LOC117566077|XP_034101446.1|DALB	LOC6628751|XP_032294406.1|DVIR, LOC116649721|XP_032296027.1|DVIR
OG0005240	LOC117565241|XP_034100143.1|DALB	LOC6636620|XP_002060083.1|DVIR
OG0005241	LOC117563502|XP_034097765.1|DALB	LOC6628252|XP_002052931.1|DVIR
OG0005243	LOC117566203|XP_034101620.1|DALB	LOC6628725|XP_015028570.1|DVIR
OG0005244	LOC117574239|XP_034113843.1|DALB	LOC6630426|XP_002053738.1|DVIR
OG0005245	LOC117576878|XP_034117878.1|DALB	LOC6629718|XP_002053675.3|DVIR
OG0005246	LOC117563568|XP_034097841.1|DALB	LOC6627598|XP_002052829.1|DVIR
OG0005247	LOC117566918|XP_034102430.1|DALB	LOC6625872|XP_002050792.1|DVIR
OG0005248	LOC117571544|XP_034109631.1|DALB	LOC6636057|XP_015024185.1|DVIR
OG0005249	LOC117573323|XP_034112322.1|DALB	LOC6629362|XP_002053571.1|DVIR
OG0005250	LOC117577400|XP_034118198.1|DALB	LOC6634076|XP_002057897.2|DVIR
OG0005251	LOC117564481|XP_034099173.1|DALB	LOC6627379|XP_032294058.1|DVIR
OG0005252	LOC117565662|XP_034100775.1|DALB	LOC6633911|XP_015025311.1|DVIR
OG0005253	LOC117563782|XP_034098179.1|DALB	LOC6635673|XP_015024545.1|DVIR
OG0005254	LOC117563444|XP_034097672.1|DALB	LOC6633938|XP_002057608.1|DVIR
OG0005255	LOC117563443|XP_034097671.1|DALB	LOC6633937|XP_002057607.1|DVIR
OG0005256	LOC117564112|XP_034098656.1|DALB	LOC6629179|XP_002052374.2|DVIR
OG0005257	LOC117565373|XP_034100332.1|DALB	LOC6634151|XP_002057628.2|DVIR
OG0005258	LOC117564546|XP_034099260.1|DALB	LOC6634070|XP_002057872.1|DVIR
OG0005259	LOC117563470|XP_034097716.1|DALB	LOC6634135|XP_002057523.2|DVIR
OG0005260	LOC117563472|XP_034097719.1|DALB	LOC6634157|XP_032289010.1|DVIR
OG0005261	LOC117566197|XP_034101605.1|DALB	LOC6627824|XP_002051137.2|DVIR
OG0005262	LOC117563741|XP_034098112.1|DALB	LOC6628096|XP_002052420.1|DVIR
OG0005263	LOC117563640|XP_034097940.1|DALB	LOC6633909|XP_002057602.2|DVIR
OG0005264	LOC117576183|XP_034116664.1|DALB	LOC6630686|XP_002054409.2|DVIR
OG0005265	LOC117564643|XP_034099394.1|DALB	LOC6634300|XP_002057452.1|DVIR
OG0005266	LOC117563492|XP_034097745.1|DALB	LOC6633931|XP_002057620.1|DVIR
OG0005267	LOC117563651|XP_034097952.1|DALB	LOC6628890|XP_002052091.1|DVIR
OG0005268	LOC117563650|XP_034097951.1|DALB	LOC6628891|XP_015028761.1|DVIR
OG0005269	LOC117563711|XP_034098049.1|DALB	LOC6629118|XP_002052110.1|DVIR
OG0005270	LOC117564628|XP_034099375.1|DALB	LOC6629213|XP_002051263.1|DVIR
OG0005271	LOC117578375|XP_034119696.1|DALB	LOC6628466|XP_002051541.1|DVIR
OG0005272	LOC117565603|XP_034100695.1|DALB	LOC6628469|XP_032293802.1|DVIR
OG0005273	LOC117563457|XP_034097701.1|DALB	LOC6628905|XP_002051549.1|DVIR
OG0005274	LOC117564140|XP_034098694.1|DALB	LOC6629243|XP_002051267.1|DVIR
OG0005275	LOC117564472|XP_034099161.1|DALB	LOC6636618|XP_002060084.2|DVIR
OG0005276	LOC117564747|XP_034099528.1|DALB	LOC6628025|XP_015028648.1|DVIR
OG0005277	LOC117566010|XP_034101322.1|DALB	LOC6627722|XP_002052515.1|DVIR
OG0005278	LOC117571250|XP_034109194.1|DALB	LOC6635845|XP_002059457.1|DVIR
OG0005279	LOC117564397|XP_034099009.1|DALB	LOC6628169|XP_015028192.1|DVIR
OG0005280	LOC117565868|XP_034101096.1|DALB	LOC6628212|XP_002052941.1|DVIR
OG0005281	LOC117564898|XP_034099739.1|DALB	LOC6627356|XP_032294194.1|DVIR
OG0005282	LOC117573414|XP_034112510.1|DALB	LOC6630460|XP_002053457.1|DVIR
OG0005283	LOC117574169|XP_034113751.1|DALB	LOC6631191|XP_002054836.1|DVIR
OG0005284	LOC117566008|XP_034101320.1|DALB	LOC6627472|XP_002052903.2|DVIR
OG0005285	LOC117566007|XP_034101319.1|DALB	LOC6627473|XP_002052904.1|DVIR
OG0005286	LOC117565872|XP_034101099.1|DALB	LOC6628254|XP_015028557.1|DVIR
OG0005287	LOC117564668|XP_034099423.1|DALB	LOC6628208|XP_002052937.1|DVIR
OG0005288	LOC117564536|XP_034099249.1|DALB	LOC6628362|XP_002052551.1|DVIR
OG0005289	LOC117564482|XP_034099177.1|DALB	LOC6627380|XP_002052400.1|DVIR
OG0005290	LOC117574057|XP_034113564.1|DALB	LOC6630765|XP_002054624.1|DVIR
OG0005293	LOC117563508|XP_034097774.1|DALB	LOC6628499|XP_002051494.1|DVIR
OG0005294	LOC117563404|XP_034097628.1|DALB	LOC6629202|XP_002052621.1|DVIR
OG0005296	LOC117573775|XP_034113065.1|DALB	LOC6629598|XP_002053551.2|DVIR
OG0005297	LOC117565077|XP_034099918.1|DALB	LOC6634375|XP_015025240.1|DVIR
OG0005298	LOC117565411|XP_034100388.1|DALB	LOC6628795|XP_002051218.1|DVIR
OG0005299	LOC117575128|XP_034115122.1|DALB	LOC6632260|XP_002055895.1|DVIR
OG0005300	LOC117577769|XP_034118573.1|DALB	LOC116652295|XP_032296494.1|DVIR, LOC6634497|XP_002058235.1|DVIR
OG0005301	LOC117565824|XP_034101019.1|DALB	LOC6629149|XP_015028671.1|DVIR
OG0005302	LOC117568254|XP_034104627.1|DALB	LOC6627207|XP_032291849.1|DVIR
OG0005303	LOC117564719|XP_034099493.1|DALB	LOC6628663|XP_032294534.1|DVIR
OG0005304	LOC117564249|XP_034098844.1|DALB	LOC6628332|XP_002051204.1|DVIR
OG0005305	LOC117568068|XP_034104319.1|DALB	LOC6635844|XP_002059456.1|DVIR
OG0005306	LOC117564450|XP_034099118.1|DALB	LOC6627708|XP_032293911.1|DVIR
OG0005307	LOC117564212|XP_034098787.1|DALB	LOC6627810|XP_002051772.1|DVIR
OG0005308	LOC117564108|XP_034098649.1|DALB	LOC6627978|XP_002051784.1|DVIR
OG0005309	LOC117578378|XP_034119702.1|DALB	LOC6627998|XP_002051787.2|DVIR
OG0005310	LOC117564442|XP_034099072.1|DALB	LOC6627558|XP_002052642.1|DVIR
OG0005311	LOC117564005|XP_034098487.1|DALB	LOC6635751|XP_015024520.1|DVIR
OG0005312	LOC117563321|XP_034097472.1|DALB	LOC6628523|XP_015027981.1|DVIR
OG0005313	LOC117563310|XP_034097449.1|DALB	LOC6629131|XP_015028442.1|DVIR
OG0005314	LOC117564602|XP_034099349.1|DALB	LOC6628950|XP_002052353.1|DVIR
OG0005315	LOC117563475|XP_034097723.1|DALB	LOC6627587|XP_002052818.3|DVIR
OG0005316	LOC117570570|XP_034108196.1|DALB	LOC6635846|XP_002059458.1|DVIR
OG0005317	LOC117563951|XP_034098415.1|DALB	LOC6627703|XP_002051987.1|DVIR
OG0005318	LOC117565660|XP_034100773.1|DALB	LOC6629246|XP_002051270.2|DVIR
OG0005319	LOC117563948|XP_034098411.1|DALB	LOC6630894|XP_032294520.1|DVIR, LOC6628497|XP_002051492.1|DVIR
OG0005320	LOC117566060|XP_034101407.1|DALB	LOC6634355|XP_002057819.2|DVIR
OG0005321	LOC117566143|XP_034101520.1|DALB	LOC6635640|XP_002059186.2|DVIR
OG0005322	LOC117565887|XP_034101119.1|DALB	LOC6628356|XP_032294497.1|DVIR
OG0005323	LOC117563667|XP_034097976.1|DALB	LOC6627664|XP_032293438.1|DVIR
OG0005324	LOC117564248|XP_034098841.1|DALB	LOC6628594|XP_002051209.2|DVIR
OG0005326	LOC117564251|XP_034098846.1|DALB	LOC6628335|XP_015028057.1|DVIR
OG0005327	LOC117578403|XP_034119748.1|DALB	LOC6627413|XP_002051086.1|DVIR
OG0005328	LOC117576028|XP_034116428.1|DALB	LOC6630691|XP_002054398.2|DVIR
OG0005329	LOC117571933|XP_034110313.1|DALB	LOC6622192|XP_002047866.1|DVIR
OG0005330	LOC117570718|XP_034108420.1|DALB	LOC6624138|XP_002047867.1|DVIR
OG0005331	LOC117563652|XP_034097953.1|DALB	LOC6628889|XP_002052090.1|DVIR
OG0005332	LOC117564036|XP_034098531.1|DALB	LOC6627499|XP_002052207.1|DVIR
OG0005333	LOC117565493|XP_034100491.1|DALB	LOC6628531|XP_002052727.1|DVIR
OG0005334	LOC117563464|XP_034097707.1|DALB	LOC6636635|XP_015023805.1|DVIR
OG0005335	LOC117570276|XP_034107685.1|DALB	LOC6626857|XP_002049228.2|DVIR
OG0005336	LOC117569084|XP_034105990.1|DALB	LOC6626117|XP_015029859.1|DVIR
OG0005337	LOC117569846|XP_034107066.1|DALB	LOC6624758|XP_002049752.2|DVIR
OG0005338	LOC117563546|XP_034097815.1|DALB	LOC6634127|XP_002057728.1|DVIR
OG0005339	LOC117563426|XP_034097651.1|DALB	LOC6627817|XP_002051142.3|DVIR
OG0005340	LOC117563293|XP_034097427.1|DALB	LOC6634281|XP_015025187.1|DVIR
OG0005341	LOC117572778|XP_034111764.1|DALB	LOC6625654|XP_002049871.1|DVIR
OG0005342	LOC117564778|XP_034099567.1|DALB	LOC6627894|XP_032294203.1|DVIR
OG0005343	LOC117569857|XP_034107081.1|DALB	LOC6635937|XP_002059376.2|DVIR
OG0005344	LOC117569283|XP_034106280.1|DALB	LOC6625645|XP_002049560.1|DVIR
OG0005345	LOC117563367|XP_034097557.1|DALB	LOC6634346|XP_015025174.1|DVIR
OG0005346	LOC117563262|XP_034097376.1|DALB	LOC6627461|XP_002052483.1|DVIR
OG0005347	LOC117564101|XP_034098638.1|DALB	LOC6629165|XP_002051904.1|DVIR
OG0005348	LOC117563309|XP_034097448.1|DALB	LOC6627378|XP_002052398.2|DVIR
OG0005349	LOC117565541|XP_034100576.1|DALB	LOC6627381|XP_002052401.1|DVIR
OG0005350	LOC117565462|XP_034100457.1|DALB	LOC6629216|XP_002051266.1|DVIR
OG0005351	LOC117569298|XP_034106297.1|DALB	LOC6624231|XP_032290345.1|DVIR
OG0005352	LOC117564205|XP_034098776.1|DALB	LOC6628159|XP_002052414.2|DVIR
OG0005353	LOC117572208|XP_034110768.1|DALB	LOC6625783|XP_002049581.1|DVIR
OG0005354	LOC117563804|XP_034098228.1|DALB	LOC6627734|XP_032293588.1|DVIR
OG0005355	LOC117564117|XP_034098665.1|DALB	LOC6628640|XP_002051884.3|DVIR
OG0005356	LOC117564125|XP_034098674.1|DALB	LOC6628639|XP_002051883.1|DVIR
OG0005357	LOC117565198|XP_034100093.1|DALB	LOC6628880|XP_002051660.1|DVIR
OG0005358	LOC117563799|XP_034098222.1|DALB, LOC117565702|XP_034100834.1|DALB	LOC6627735|XP_002051119.1|DVIR
OG0005359	LOC117572639|XP_034111500.1|DALB	LOC6626691|XP_002049416.1|DVIR
OG0005360	LOC117569274|XP_034106267.1|DALB	LOC6624036|XP_002047591.1|DVIR
OG0005363	LOC117565177|XP_034100066.1|DALB	LOC6627992|XP_002051429.1|DVIR
OG0005364	LOC117569909|XP_034107139.1|DALB	LOC6626175|XP_002050160.1|DVIR
OG0005365	LOC117564204|XP_034098772.1|DALB	LOC6628042|XP_032293909.1|DVIR
OG0005366	LOC117564886|XP_034099725.1|DALB	LOC6628043|XP_002052691.3|DVIR
OG0005367	LOC117563991|XP_034098471.1|DALB	LOC6627981|XP_002052693.1|DVIR
OG0005368	LOC117576316|XP_034116862.1|DALB	LOC6629778|XP_002052992.1|DVIR
OG0005369	LOC117564894|XP_034099733.1|DALB	LOC6627438|XP_032294444.1|DVIR
OG0005370	LOC117564082|XP_034098601.1|DALB	LOC6627915|XP_032294485.1|DVIR
OG0005371	LOC117563482|XP_034097734.1|DALB	LOC6627806|XP_002051768.1|DVIR
OG0005372	LOC117574392|XP_034114121.1|DALB	LOC6630039|XP_002054558.3|DVIR
OG0005373	LOC117565704|XP_034100836.1|DALB	LOC6629009|XP_002051278.1|DVIR
OG0005374	LOC117563344|XP_034097513.1|DALB	LOC6627705|XP_002051989.1|DVIR
OG0005375	LOC117564953|XP_034099799.1|DALB	LOC6627704|XP_002051988.2|DVIR
OG0005376	LOC117566230|XP_034101666.1|DALB	LOC6635684|XP_002059279.3|DVIR
OG0005377	LOC117572499|XP_034111241.1|DALB	LOC6624402|XP_002046370.1|DVIR
OG0005378	LOC117564913|XP_034099758.1|DALB	LOC6627654|XP_002051718.3|DVIR
OG0005379	LOC117564732|XP_034099510.1|DALB	LOC6628458|XP_002051830.2|DVIR
OG0005380	LOC117563580|XP_034097857.1|DALB	LOC6627618|XP_002051709.2|DVIR
OG0005381	LOC117565491|XP_034100487.1|DALB	LOC6628529|XP_002052725.2|DVIR
OG0005382	LOC117565911|XP_034101155.1|DALB	LOC6628537|XP_032294468.1|DVIR
OG0005383	LOC117569629|XP_034106758.1|DALB	LOC6623564|XP_002046881.3|DVIR
OG0005384	LOC117575889|XP_034116221.1|DALB	LOC6631067|XP_002053212.1|DVIR
OG0005385	LOC117568748|XP_034105467.1|DALB	LOC6626772|XP_002049836.2|DVIR
OG0005386	LOC117571152|XP_034109050.1|DALB	LOC6624906|XP_002050219.2|DVIR
OG0005387	LOC117574123|XP_034113667.1|DALB	LOC6630966|XP_032289666.1|DVIR
OG0005388	LOC117565634|XP_034100735.1|DALB	LOC6628184|XP_032294387.1|DVIR
OG0005389	LOC117565936|XP_034101212.1|DALB	LOC6627550|XP_002052285.1|DVIR
OG0005390	LOC117563272|XP_034097391.1|DALB	LOC6628542|XP_002051854.1|DVIR
OG0005391	LOC117563276|XP_034097396.1|DALB	LOC6628540|XP_002051852.1|DVIR
OG0005392	LOC117566031|XP_034101366.1|DALB	LOC6635735|XP_002059150.1|DVIR
OG0005393	LOC117576641|XP_034117461.1|DALB	LOC6632369|XP_002056199.1|DVIR
OG0005394	LOC117563904|XP_034098358.1|DALB	LOC6635715|XP_002059152.1|DVIR
OG0005395	LOC117564571|XP_034099297.1|DALB	LOC6629031|XP_002052808.1|DVIR
OG0005396	LOC117563592|XP_034097869.1|DALB	LOC6627373|XP_002052638.2|DVIR
OG0005397	LOC117565362|XP_034100316.1|DALB	LOC6627376|XP_002052639.1|DVIR
OG0005398	LOC117576051|XP_034116473.1|DALB	LOC6632900|XP_002056751.1|DVIR
OG0005399	LOC117570185|XP_034107557.1|DALB	LOC6626766|XP_032292089.1|DVIR
OG0005400	LOC117566644|XP_034102077.1|DALB	LOC6627281|XP_002048700.2|DVIR
OG0005401	LOC117565363|XP_034100317.1|DALB	LOC6627565|XP_002052649.1|DVIR
OG0005402	LOC117566040|XP_034101381.1|DALB	LOC6627564|XP_002052648.1|DVIR
OG0005403	LOC117566038|XP_034101378.1|DALB	LOC6627559|XP_002052643.1|DVIR
OG0005404	LOC117566039|XP_034101379.1|DALB	LOC6627560|XP_002052644.1|DVIR
OG0005405	LOC117566689|XP_034102127.1|DALB	LOC6625593|XP_002048831.1|DVIR
OG0005406	LOC117570460|XP_034108013.1|DALB	LOC6625501|XP_002051007.1|DVIR
OG0005407	LOC117567229|XP_034102950.1|DALB	LOC6627022|XP_002050582.1|DVIR
OG0005408	LOC117566136|XP_034101509.1|DALB	LOC6628138|XP_002052306.1|DVIR
OG0005409	LOC117565093|XP_034099942.1|DALB	LOC6628424|XP_002051863.1|DVIR
OG0005410	LOC117563931|XP_034098394.1|DALB	LOC6627680|XP_002051737.1|DVIR
OG0005412	LOC117569709|XP_034106865.1|DALB	LOC6625665|XP_002050786.1|DVIR
OG0005413	LOC117570532|XP_034108129.1|DALB	LOC6626073|XP_002048760.2|DVIR
OG0005414	LOC117572433|XP_034111156.1|DALB	LOC6634741|XP_002058189.1|DVIR
OG0005415	LOC117578206|XP_034119434.1|DALB	LOC6636659|XP_032295791.1|DVIR
OG0005416	LOC117570938|XP_034108758.1|DALB	LOC6626363|XP_002050692.1|DVIR
OG0005417	LOC117565319|XP_034100250.1|DALB	LOC6627987|XP_002052699.1|DVIR
OG0005418	LOC117564034|XP_034098529.1|DALB	LOC6627493|XP_002052201.1|DVIR
OG0005420	LOC117565395|XP_034100368.1|DALB	LOC6627649|XP_002052500.1|DVIR
OG0005421	LOC117564952|XP_034099798.1|DALB	LOC6627877|XP_002052001.1|DVIR
OG0005422	LOC117573042|XP_034111826.1|DALB	LOC6631880|XP_032295371.1|DVIR
OG0005423	LOC117565922|XP_034101185.1|DALB	LOC6627347|XP_002052458.2|DVIR
OG0005424	LOC117567170|XP_034102876.1|DALB	LOC6635901|XP_002059426.1|DVIR
OG0005425	LOC117576046|XP_034116467.1|DALB	LOC6636689|XP_032295771.1|DVIR
OG0005426	LOC117572329|XP_034110956.1|DALB	LOC6625354|XP_002050321.3|DVIR
OG0005428	LOC117564234|XP_034098816.1|DALB	LOC6628617|XP_032293719.1|DVIR
OG0005429	LOC117563375|XP_034097570.1|DALB	LOC6628739|XP_002051555.1|DVIR
OG0005430	LOC117563374|XP_034097568.1|DALB	LOC6628738|XP_002051554.1|DVIR
OG0005431	LOC117565202|XP_034100098.1|DALB	LOC6628962|XP_002051567.1|DVIR
OG0005432	LOC117565707|XP_034100843.1|DALB	LOC6627300|XP_015028163.1|DVIR
OG0005433	LOC117567415|XP_034103282.1|DALB	LOC6625101|XP_002050120.1|DVIR
