Orthogroup	DALB.longest_only	DSER.longest_only
OG0003776	LOC117568296|XP_034104708.1|DALB	LOC110189416|XP_020815134.1|DSER
OG0003777	LOC117572662|XP_034111550.1|DALB	LOC110182898|XP_020806711.1|DSER
OG0003778	LOC117572785|XP_034111774.1|DALB	LOC110179356|XP_020802528.1|DSER
OG0003779	LOC117572788|XP_034111777.1|DALB	LOC110182861|XP_020806660.1|DSER
OG0003780	LOC117566889|XP_034102393.1|DALB	LOC110176782|XP_020798878.1|DSER, LOC110189422|XP_020815144.1|DSER
OG0003781	LOC117573211|XP_034112114.1|DALB	LOC110185403|XP_020809864.1|DSER
OG0003782	LOC117577087|XP_034118078.1|DALB	LOC110182203|XP_020805883.1|DSER
OG0003783	LOC117576964|XP_034118032.1|DALB	LOC110177362|XP_020799714.1|DSER
OG0003784	LOC117567454|XP_034103358.1|DALB	LOC110189007|XP_020814620.1|DSER
OG0003785	LOC117569120|XP_034106032.1|DALB	LOC110189384|XP_020815093.1|DSER
OG0003786	LOC117571342|XP_034109339.1|DALB	LOC110191570|XP_020818112.1|DSER
OG0003787	LOC117571345|XP_034109345.1|DALB	LOC110191577|XP_020818119.1|DSER
OG0003788	LOC117567907|XP_034104076.1|DALB	LOC110191507|XP_020818034.1|DSER
OG0003789	LOC117571185|XP_034109106.1|DALB	LOC110185274|XP_020809716.1|DSER
OG0003790	LOC117568094|XP_034104365.1|DALB, LOC117568095|XP_034104366.1|DALB	LOC110188275|XP_020813625.1|DSER
OG0003791	LOC117573279|XP_034112257.1|DALB	LOC110191810|XP_020818424.1|DSER
OG0003792	LOC117569708|XP_034106863.1|DALB	LOC110190927|XP_020817251.1|DSER
OG0003793	LOC117568175|XP_034104501.1|DALB	LOC110184109|XP_020808159.1|DSER
OG0003794	LOC117567942|XP_034104128.1|DALB	LOC110191295|XP_020817768.1|DSER
OG0003795	LOC117567473|XP_034103387.1|DALB	LOC110176245|XP_020798203.1|DSER
OG0003796	LOC117575129|XP_034115123.1|DALB	LOC110189011|XP_020814626.1|DSER
OG0003797	LOC117563962|XP_034098429.1|DALB	LOC110185631|XP_020810246.1|DSER
OG0003798	LOC117568182|XP_034104520.1|DALB	LOC110189137|XP_020814801.1|DSER
OG0003799	LOC117569495|XP_034106569.1|DALB	LOC110191456|XP_020817977.1|DSER
OG0003800	LOC117564914|XP_034099759.1|DALB	LOC110185689|XP_020810316.1|DSER
OG0003801	LOC117565055|XP_034099891.1|DALB	LOC110185716|XP_020810353.1|DSER
OG0003802	LOC117564906|XP_034099750.1|DALB	LOC110185602|XP_020810204.1|DSER
OG0003803	LOC117575136|XP_034115133.1|DALB	LOC110186473|XP_020811318.1|DSER
OG0003804	LOC117565780|XP_034100948.1|DALB	LOC110186090|XP_020810787.1|DSER
OG0003805	LOC117564081|XP_034098600.1|DALB	LOC110176924|XP_020799077.1|DSER
OG0003806	LOC117566048|XP_034101388.1|DALB	LOC110188778|XP_020814281.1|DSER
OG0003807	LOC117563373|XP_034097565.1|DALB	LOC110186047|XP_020810744.1|DSER
OG0003808	LOC117567638|XP_034103634.1|DALB	LOC110185231|XP_020809624.1|DSER
OG0003809	LOC117563239|XP_034097337.1|DALB	LOC110176983|XP_020799150.1|DSER
OG0003810	LOC117567743|XP_034103819.1|DALB	LOC110189851|XP_020815767.1|DSER
OG0003811	LOC117569811|XP_034107019.1|DALB	LOC110191470|XP_020817986.1|DSER
OG0003812	LOC117563342|XP_034097510.1|DALB	LOC110187496|XP_020812545.1|DSER
OG0003813	LOC117564829|XP_034099645.1|DALB	LOC110183190|XP_020807048.1|DSER
OG0003814	LOC117563624|XP_034097922.1|DALB	LOC110184821|XP_020809123.1|DSER
OG0003815	LOC117573564|XP_034112740.1|DALB	LOC110188221|XP_020813524.1|DSER
OG0003816	LOC117564648|XP_034099400.1|DALB	LOC110181349|XP_020804729.1|DSER, LOC110178698|XP_020801559.1|DSER
OG0003817	LOC117564259|XP_034098854.1|DALB	LOC110176946|XP_020799107.1|DSER
OG0003818	LOC117565276|XP_034100195.1|DALB	LOC110176916|XP_020799066.1|DSER
OG0003819	LOC117565987|XP_034101291.1|DALB	LOC110187580|XP_020812625.1|DSER
OG0003820	LOC117573457|XP_034112571.1|DALB	LOC110186938|XP_020811927.1|DSER
OG0003821	LOC117570474|XP_034108048.1|DALB	LOC110189195|XP_020814823.1|DSER
OG0003822	LOC117565091|XP_034099936.1|DALB	LOC110185746|XP_020810401.1|DSER
OG0003823	LOC117563313|XP_034097462.1|DALB	LOC110179135|XP_020802185.1|DSER, LOC110181311|XP_020804688.1|DSER
OG0003824	LOC117563558|XP_034097829.1|DALB	LOC110185816|XP_020810481.1|DSER
OG0003825	LOC117566154|XP_034101533.1|DALB	LOC110183872|XP_020807884.1|DSER, LOC110178063|XP_020800729.1|DSER
OG0003826	LOC117564366|XP_034098974.1|DALB	LOC110177657|XP_020800128.1|DSER, LOC110187392|XP_020812442.1|DSER
OG0003827	LOC117563675|XP_034097992.1|DALB	LOC110183763|XP_020807779.1|DSER
OG0003828	LOC117563673|XP_034097989.1|DALB	LOC110183771|XP_020807786.1|DSER
OG0003829	LOC117565560|XP_034100619.1|DALB	LOC110185759|XP_020810420.1|DSER
OG0003830	LOC117565461|XP_034100456.1|DALB	LOC110182729|XP_020806489.1|DSER
OG0003831	LOC117575691|XP_034115894.1|DALB	LOC110191167|XP_020817586.1|DSER
OG0003832	LOC117565616|XP_034100712.1|DALB	LOC110185721|XP_020810359.1|DSER
OG0003833	LOC117565620|XP_034100723.1|DALB	LOC110185576|XP_020810162.1|DSER
OG0003834	LOC117565280|XP_034100198.1|DALB	LOC110185684|XP_020810310.1|DSER
OG0003835	LOC117563725|XP_034098078.1|DALB	LOC110185572|XP_020810157.1|DSER
OG0003836	LOC117565605|XP_034100701.1|DALB	LOC110183817|XP_020807828.1|DSER
OG0003837	LOC117565604|XP_034100699.1|DALB	LOC110183816|XP_020807827.1|DSER
OG0003838	LOC117564641|XP_034099392.1|DALB	LOC110182621|XP_020806344.1|DSER
OG0003839	LOC117563249|XP_034097353.1|DALB	LOC110185024|XP_020809334.1|DSER
OG0003840	LOC117567633|XP_034103623.1|DALB	LOC110182967|XP_020806820.1|DSER
OG0003841	LOC117564813|XP_034099626.1|DALB	LOC110181321|XP_020804699.1|DSER, LOC110184940|XP_020809247.1|DSER
OG0003842	LOC117566200|XP_034101608.1|DALB	LOC110183476|XP_020807415.1|DSER
OG0003843	LOC117563870|XP_034098317.1|DALB	LOC110185757|XP_020810415.1|DSER
OG0003844	LOC117563657|XP_034097962.1|DALB	LOC110185055|XP_020809390.1|DSER
OG0003845	LOC117564572|XP_034099299.1|DALB	LOC110185958|XP_020810635.1|DSER
OG0003846	LOC117564652|XP_034099403.1|DALB	LOC110177887|XP_020800511.1|DSER
OG0003847	LOC117563207|XP_034097285.1|DALB	LOC110181420|XP_020804820.1|DSER, LOC110179873|XP_020803131.1|DSER
OG0003848	LOC117576546|XP_034117274.1|DALB	LOC110188212|XP_020813509.1|DSER
OG0003849	LOC117569152|XP_034106104.1|DALB	LOC110189261|XP_020814934.1|DSER
OG0003850	LOC117564416|XP_034099038.1|DALB	LOC110185940|XP_020810614.1|DSER
OG0003851	LOC117570573|XP_034108206.1|DALB	LOC110182920|XP_020806743.1|DSER
OG0003852	LOC117566080|XP_034101451.1|DALB	LOC110178432|XP_020801226.1|DSER, LOC110182249|XP_020805926.1|DSER
OG0003853	LOC117566398|XP_034101798.1|DALB	LOC110178519|XP_020801330.1|DSER
OG0003854	LOC117564451|XP_034099121.1|DALB	LOC110184869|XP_020809174.1|DSER
OG0003855	LOC117563343|XP_034097511.1|DALB	LOC110184856|XP_020809156.1|DSER
OG0003856	LOC117564740|XP_034099519.1|DALB	LOC110183181|XP_020807030.1|DSER
OG0003857	LOC117564000|XP_034098481.1|DALB	LOC110181175|XP_020804511.1|DSER
OG0003858	LOC117578324|XP_034119677.1|DALB	LOC110180146|XP_020803453.1|DSER
OG0003859	LOC117565130|XP_034099987.1|DALB	LOC110176965|XP_020799131.1|DSER
OG0003860	LOC117566659|XP_034102094.1|DALB	LOC110188735|XP_020814230.1|DSER
OG0003861	LOC117564373|XP_034098980.1|DALB	LOC110182341|XP_020806040.1|DSER
OG0003862	LOC117564404|XP_034099019.1|DALB	LOC110185788|XP_020810450.1|DSER
OG0003863	LOC117565658|XP_034100767.1|DALB	LOC110183812|XP_020807823.1|DSER
OG0003864	LOC117565719|XP_034100857.1|DALB	LOC110183773|XP_020807789.1|DSER
OG0003865	LOC117574941|XP_034114881.1|DALB	LOC110186470|XP_020811316.1|DSER
OG0003866	LOC117564261|XP_034098856.1|DALB, LOC117564260|XP_034098855.1|DALB	LOC110185619|XP_020810225.1|DSER
OG0003867	LOC117564114|XP_034098662.1|DALB	LOC110188783|XP_020814288.1|DSER
OG0003868	LOC117571383|XP_034109396.1|DALB	LOC110183338|XP_020807247.1|DSER
OG0003869	LOC117564187|XP_034098752.1|DALB	LOC110183790|XP_020807805.1|DSER
OG0003870	LOC117565525|XP_034100555.1|DALB	LOC110178093|XP_020800756.1|DSER
OG0003871	LOC117564733|XP_034099511.1|DALB	LOC110182405|XP_020806103.1|DSER, LOC110187305|XP_020812353.1|DSER
OG0003872	LOC117569057|XP_034105959.1|DALB	LOC110177594|XP_020800051.1|DSER
OG0003873	LOC117563876|XP_034098325.1|DALB	LOC110187424|XP_020812473.1|DSER
OG0003876	LOC117565061|XP_034099899.1|DALB	LOC110179926|XP_020803182.1|DSER
OG0003877	LOC117565431|XP_034100408.1|DALB	LOC110185748|XP_020810405.1|DSER
OG0003878	LOC117564465|XP_034099143.1|DALB	LOC110176852|XP_020798981.1|DSER
OG0003879	LOC117567516|XP_034103451.1|DALB	LOC110178826|XP_020801752.1|DSER
OG0003880	LOC117569699|XP_034106851.1|DALB	LOC110178614|XP_020801458.1|DSER
OG0003881	LOC117567132|XP_034102833.1|DALB	LOC110191433|XP_020817954.1|DSER
OG0003882	LOC117568443|XP_034105002.1|DALB	LOC110184435|XP_020808632.1|DSER, LOC110189537|XP_020815328.1|DSER
OG0003883	LOC117566348|XP_034101729.1|DALB	LOC110179736|XP_020803012.1|DSER
OG0003884	LOC117563908|XP_034098361.1|DALB	LOC110185722|XP_020810363.1|DSER
OG0003886	LOC117564665|XP_034099419.1|DALB, LOC117564705|XP_034099474.1|DALB	LOC110181462|XP_020804869.1|DSER
OG0003887	LOC117564637|XP_034099389.1|DALB	LOC110184908|XP_020809213.1|DSER
OG0003888	LOC117573391|XP_034112482.1|DALB	LOC110188664|XP_020814113.1|DSER
OG0003889	LOC117564098|XP_034098635.1|DALB	LOC110185792|XP_020810455.1|DSER
OG0003890	LOC117568260|XP_034104637.1|DALB	LOC110177630|XP_020800103.1|DSER
OG0003891	LOC117565832|XP_034101031.1|DALB	LOC110185549|XP_020810126.1|DSER
OG0003892	LOC117568989|XP_034105851.1|DALB	LOC110177576|XP_020800014.1|DSER
OG0003893	LOC117563697|XP_034098032.1|DALB	LOC110181382|XP_020804771.1|DSER
OG0003895	LOC117577742|XP_034118544.1|DALB	LOC110179215|XP_020802309.1|DSER
OG0003896	LOC117569907|XP_034107138.1|DALB	LOC110179218|XP_020802312.1|DSER
OG0003897	LOC117566890|XP_034102395.1|DALB	LOC110189434|XP_020815164.1|DSER, LOC110176783|XP_020798879.1|DSER
OG0003898	LOC117565730|XP_034100869.1|DALB	LOC110181422|XP_020804823.1|DSER
OG0003899	LOC117565653|XP_034100762.1|DALB	LOC110187550|XP_020812597.1|DSER
OG0003900	LOC117563845|XP_034098266.1|DALB	LOC110185823|XP_020810489.1|DSER
OG0003901	LOC117564883|XP_034099722.1|DALB	LOC110181191|XP_020804530.1|DSER
OG0003902	LOC117564023|XP_034098513.1|DALB	LOC110181193|XP_020804533.1|DSER
OG0003903	LOC117563327|XP_034097482.1|DALB	LOC110182618|XP_020806342.1|DSER
OG0003904	LOC117563326|XP_034097481.1|DALB	LOC110182612|XP_020806332.1|DSER
OG0003905	LOC117575572|XP_034115726.1|DALB	LOC110188969|XP_020814579.1|DSER
OG0003906	LOC117567704|XP_034103725.1|DALB	LOC110177720|XP_020800220.1|DSER
OG0003907	LOC117566206|XP_034101624.1|DALB	LOC110176830|XP_020798940.1|DSER
OG0003908	LOC117566207|XP_034101625.1|DALB	LOC110177038|XP_020799213.1|DSER
OG0003909	LOC117568236|XP_034104602.1|DALB	LOC110191480|XP_020818000.1|DSER
OG0003910	LOC117568238|XP_034104607.1|DALB	LOC110188414|XP_020813798.1|DSER
OG0003911	LOC117564793|XP_034099605.1|DALB	LOC110179161|XP_020802215.1|DSER
OG0003912	LOC117564859|XP_034099693.1|DALB	LOC110182371|XP_020806071.1|DSER
OG0003913	LOC117563913|XP_034098367.1|DALB	LOC110185848|XP_020810514.1|DSER
OG0003914	LOC117564132|XP_034098683.1|DALB	LOC110183145|XP_020806995.1|DSER
OG0003915	LOC117577560|XP_034118285.1|DALB	LOC110184427|XP_020808622.1|DSER
OG0003916	LOC117565878|XP_034101110.1|DALB	LOC110181197|XP_020804536.1|DSER
OG0003917	LOC117565632|XP_034100733.1|DALB	LOC110187414|XP_020812462.1|DSER
OG0003918	LOC117565938|XP_034101215.1|DALB	LOC110183985|XP_020808001.1|DSER
OG0003919	LOC117564675|XP_034099433.1|DALB	LOC110187203|XP_020812261.1|DSER, LOC110179950|XP_020803197.1|DSER
OG0003920	LOC117567114|XP_034102808.1|DALB	LOC110177574|XP_020800013.1|DSER
OG0003921	LOC117565032|XP_034099870.1|DALB	LOC110184948|XP_020809255.1|DSER
OG0003922	LOC117565764|XP_034100922.1|DALB	LOC110183180|XP_020807029.1|DSER
OG0003923	LOC117573229|XP_034112168.1|DALB	LOC110185471|XP_020809988.1|DSER
OG0003924	LOC117567897|XP_034104060.1|DALB	LOC110178899|XP_020801914.1|DSER
OG0003925	LOC117563494|XP_034097748.1|DALB	LOC110182345|XP_020806044.1|DSER
OG0003926	LOC117563268|XP_034097386.1|DALB	LOC110182305|XP_020805980.1|DSER
OG0003927	LOC117566075|XP_034101445.1|DALB	LOC110182294|XP_020805972.1|DSER
OG0003928	LOC117566156|XP_034101536.1|DALB	LOC110178064|XP_020800730.1|DSER, LOC110183862|XP_020807874.1|DSER
OG0003929	LOC117566001|XP_034101309.1|DALB	LOC110183164|XP_020807015.1|DSER
OG0003930	LOC117563306|XP_034097444.1|DALB	LOC110185700|XP_020810328.1|DSER
OG0003931	LOC117578395|XP_034119734.1|DALB	LOC110185598|XP_020810192.1|DSER
OG0003932	LOC117566645|XP_034102078.1|DALB	LOC110188956|XP_020814554.1|DSER
OG0003933	LOC117565072|XP_034099909.1|DALB	LOC110179152|XP_020802200.1|DSER
OG0003934	LOC117565915|XP_034101174.1|DALB	LOC110183889|XP_020807893.1|DSER
OG0003935	LOC117567965|XP_034104165.1|DALB	LOC110178513|XP_020801323.1|DSER
OG0003936	LOC117567966|XP_034104166.1|DALB	LOC110178518|XP_020801329.1|DSER
OG0003937	LOC117571580|XP_034109687.1|DALB	LOC110182947|XP_020806792.1|DSER
OG0003938	LOC117563338|XP_034097500.1|DALB	LOC110182310|XP_020805985.1|DSER
OG0003939	LOC117564578|XP_034099311.1|DALB	LOC110187375|XP_020812424.1|DSER
OG0003940	LOC117565962|XP_034101248.1|DALB	LOC110182335|XP_020806026.1|DSER
OG0003941	LOC117566137|XP_034101510.1|DALB	LOC110182354|XP_020806053.1|DSER
OG0003942	LOC117565439|XP_034100420.1|DALB	LOC110176944|XP_020799104.1|DSER
OG0003943	LOC117563930|XP_034098393.1|DALB	LOC110182388|XP_020806087.1|DSER
OG0003944	LOC117565343|XP_034100288.1|DALB	LOC110183961|XP_020807976.1|DSER
OG0003945	LOC117566922|XP_034102433.1|DALB	LOC110181130|XP_020804460.1|DSER
OG0003946	LOC117563595|XP_034097873.1|DALB, LOC117563555|XP_034097826.1|DALB	LOC110181348|XP_020804728.1|DSER
OG0003947	LOC117565057|XP_034099895.1|DALB	LOC110181354|XP_020804737.1|DSER
OG0003948	LOC117565318|XP_034100249.1|DALB	LOC110187232|XP_020812289.1|DSER
OG0003949	LOC117565315|XP_034100244.1|DALB	LOC110187236|XP_020812293.1|DSER, LOC110179962|XP_020803202.1|DSER
OG0003950	LOC117564831|XP_034099647.1|DALB	LOC110185739|XP_020810390.1|DSER
OG0003951	LOC117565299|XP_034100226.1|DALB	LOC110185690|XP_020810317.1|DSER
OG0003952	LOC117563732|XP_034098103.1|DALB	LOC110183171|XP_020807022.1|DSER
OG0003953	LOC117563528|XP_034097798.1|DALB	LOC110185561|XP_020810140.1|DSER
OG0003954	LOC117570859|XP_034108630.1|DALB	LOC110183598|XP_020807571.1|DSER
OG0003956	LOC117564029|XP_034098523.1|DALB	LOC110178139|XP_020800826.1|DSER
OG0003957	LOC117572068|XP_034110539.1|DALB	LOC110191300|XP_020817770.1|DSER
OG0003958	LOC117573260|XP_034112236.1|DALB	LOC110191983|XP_020818669.1|DSER
OG0003959	LOC117568383|XP_034104882.1|DALB	LOC110182995|XP_020806845.1|DSER
OG0003960	LOC117578111|XP_034119186.1|DALB	LOC110184608|XP_020808860.1|DSER
OG0003961	LOC117565848|XP_034101056.1|DALB	LOC110176989|XP_020799157.1|DSER
OG0003962	LOC117563269|XP_034097388.1|DALB	LOC110182352|XP_020806051.1|DSER
OG0003964	LOC117564208|XP_034098782.1|DALB	LOC110176877|XP_020799012.1|DSER
OG0003965	LOC117565988|XP_034101292.1|DALB	LOC110182594|XP_020806307.1|DSER
OG0003966	LOC117565685|XP_034100810.1|DALB	LOC110185016|XP_020809327.1|DSER, LOC110185103|XP_020809451.1|DSER
OG0003967	LOC117567417|XP_034103284.1|DALB	LOC110189709|XP_020815543.1|DSER
OG0003968	LOC117566871|XP_034102369.1|DALB	LOC110189419|XP_020815136.1|DSER
OG0003969	LOC117567414|XP_034103281.1|DALB	LOC110189500|XP_020815263.1|DSER
OG0003970	LOC117565762|XP_034100920.1|DALB	LOC110187578|XP_020812624.1|DSER
OG0003971	LOC117564828|XP_034099642.1|DALB	LOC110183383|XP_020807307.1|DSER
OG0003972	LOC117570468|XP_034108033.1|DALB	LOC110176213|XP_020798146.1|DSER
OG0003973	LOC117568176|XP_034104502.1|DALB	LOC110184110|XP_020808161.1|DSER
OG0003974	LOC117569773|XP_034106963.1|DALB	LOC110176346|XP_020798333.1|DSER
OG0003975	LOC117563653|XP_034097954.1|DALB	LOC110183031|XP_020806876.1|DSER
OG0003976	LOC117564588|XP_034099324.1|DALB	LOC110185868|XP_020810537.1|DSER
OG0003977	LOC117565155|XP_034100028.1|DALB	LOC110185056|XP_020809391.1|DSER
OG0003978	LOC117572484|XP_034111225.1|DALB	LOC110190109|XP_020816076.1|DSER
OG0003979	LOC117563611|XP_034097903.1|DALB	LOC110183306|XP_020807204.1|DSER
OG0003980	LOC117573553|XP_034112725.1|DALB	LOC110188298|XP_020813659.1|DSER
OG0003981	LOC117563602|XP_034097885.1|DALB	LOC110184817|XP_020809116.1|DSER
OG0003982	LOC117565169|XP_034100046.1|DALB	LOC110181368|XP_020804754.1|DSER, LOC110178686|XP_020801549.1|DSER
OG0003983	LOC117565430|XP_034100407.1|DALB	LOC110185820|XP_020810484.1|DSER
OG0003984	LOC117566153|XP_034101530.1|DALB	LOC110183737|XP_020807743.1|DSER
OG0003985	LOC117565464|XP_034100460.1|DALB	LOC110181435|XP_020804836.1|DSER
OG0003986	LOC117564532|XP_034099244.1|DALB	LOC110182688|XP_020806440.1|DSER
OG0003987	LOC117563826|XP_034098245.1|DALB	LOC110182691|XP_020806443.1|DSER
OG0003988	LOC117564477|XP_034099168.1|DALB	LOC110187364|XP_020812414.1|DSER
OG0003989	LOC117564207|XP_034098779.1|DALB	LOC110187320|XP_020812367.1|DSER
OG0003990	LOC117563290|XP_034097423.1|DALB	LOC110185610|XP_020810215.1|DSER
OG0003991	LOC117565810|XP_034100991.1|DALB	LOC110179160|XP_020802208.1|DSER
OG0003992	LOC117565360|XP_034100313.1|DALB	LOC110187296|XP_020812344.1|DSER
OG0003993	LOC117563295|XP_034097429.1|DALB	LOC110185999|XP_020810686.1|DSER
OG0003994	LOC117573815|XP_034113123.1|DALB	LOC110177358|XP_020799710.1|DSER
OG0003995	LOC117567894|XP_034104058.1|DALB	LOC110178418|XP_020801247.1|DSER
OG0003996	LOC117568857|XP_034105628.1|DALB	LOC110178347|XP_020801124.1|DSER
OG0003997	LOC117565655|XP_034100764.1|DALB	LOC110182669|XP_020806407.1|DSER, LOC110180300|XP_020803613.1|DSER
OG0003998	LOC117563950|XP_034098413.1|DALB	LOC110189829|XP_020815684.1|DSER
OG0003999	LOC117565692|XP_034100818.1|DALB	LOC110176563|XP_020798610.1|DSER
OG0004000	LOC117577757|XP_034118558.1|DALB	LOC110182061|XP_020805681.1|DSER
OG0004001	LOC117567294|XP_034103062.1|DALB	LOC110191664|XP_020818221.1|DSER
OG0004002	LOC117564456|XP_034099131.1|DALB	LOC110185928|XP_020810601.1|DSER
OG0004003	LOC117566071|XP_034101422.1|DALB	LOC110183187|XP_020807041.1|DSER
OG0004004	LOC117566118|XP_034101483.1|DALB	LOC110176879|XP_020799014.1|DSER
OG0004005	LOC117565170|XP_034100048.1|DALB	LOC110187419|XP_020812467.1|DSER
OG0004006	LOC117564035|XP_034098530.1|DALB	LOC110184993|XP_020809303.1|DSER
OG0004007	LOC117564189|XP_034098754.1|DALB	LOC110183791|XP_020807806.1|DSER
OG0004008	LOC117563336|XP_034097498.1|DALB	LOC110178090|XP_020800752.1|DSER
OG0004009	LOC117564773|XP_034099563.1|DALB	LOC110184962|XP_020809269.1|DSER
OG0004010	LOC117565742|XP_034100879.1|DALB	LOC110186009|XP_020810702.1|DSER
OG0004011	LOC117564317|XP_034098910.1|DALB, LOC117564322|XP_034098914.1|DALB	LOC110185140|XP_020809500.1|DSER
OG0004012	LOC117575532|XP_034115672.1|DALB	LOC110188529|XP_020813933.1|DSER
OG0004013	LOC117564419|XP_034099042.1|DALB	LOC110186119|XP_020810827.1|DSER
OG0004014	LOC117569345|XP_034106369.1|DALB	LOC110176212|XP_020798145.1|DSER
OG0004015	LOC117563323|XP_034097477.1|DALB	LOC110182609|XP_020806330.1|DSER
OG0004016	LOC117564762|XP_034099550.1|DALB	LOC110183309|XP_020807208.1|DSER
OG0004017	LOC117565584|XP_034100671.1|DALB	LOC110186085|XP_020810782.1|DSER
OG0004018	LOC117569340|XP_034106361.1|DALB	LOC110189564|XP_020815352.1|DSER
OG0004019	LOC117563721|XP_034098072.1|DALB	LOC110185003|XP_020809318.1|DSER
OG0004020	LOC117563349|XP_034097526.1|DALB	LOC110187242|XP_020812299.1|DSER
OG0004021	LOC117566139|XP_034101513.1|DALB	LOC110183973|XP_020807987.1|DSER
OG0004022	LOC117565875|XP_034101106.1|DALB	LOC110181189|XP_020804525.1|DSER
OG0004023	LOC117569911|XP_034107141.1|DALB	LOC110181254|XP_020804623.1|DSER
OG0004024	LOC117565215|XP_034100115.1|DALB	LOC110181159|XP_020804492.1|DSER
OG0004025	LOC117565825|XP_034101024.1|DALB	LOC110183410|XP_020807345.1|DSER
OG0004026	LOC117563925|XP_034098386.1|DALB	LOC110182281|XP_020805959.1|DSER
OG0004027	LOC117570701|XP_034108395.1|DALB	LOC110180235|XP_020803550.1|DSER
OG0004028	LOC117565271|XP_034100189.1|DALB	LOC110183120|XP_020806969.1|DSER
OG0004029	LOC117565256|XP_034100164.1|DALB	LOC110183857|XP_020807870.1|DSER
OG0004030	LOC117569884|XP_034107114.1|DALB	LOC110191500|XP_020818025.1|DSER
OG0004031	LOC117565425|XP_034100400.1|DALB	LOC110187311|XP_020812359.1|DSER
OG0004032	LOC117566067|XP_034101415.1|DALB	LOC110188780|XP_020814284.1|DSER
OG0004033	LOC117565978|XP_034101272.1|DALB	LOC110183214|XP_020807086.1|DSER
OG0004034	LOC117563368|XP_034097558.1|DALB	LOC110176904|XP_020799050.1|DSER
OG0004035	LOC117565790|XP_034100958.1|DALB	LOC110182311|XP_020805991.1|DSER
OG0004036	LOC117564860|XP_034099694.1|DALB	LOC110182396|XP_020806095.1|DSER
OG0004037	LOC117565990|XP_034101298.1|DALB	LOC110183941|XP_020807961.1|DSER, LOC110183940|XP_020807960.1|DSER
OG0004038	LOC117565818|XP_034101009.1|DALB	LOC110176824|XP_020798934.1|DSER, LOC110182627|XP_020806350.1|DSER
OG0004039	LOC117566160|XP_034101551.1|DALB	LOC110187331|XP_020812377.1|DSER
OG0004040	LOC117566342|XP_034101713.1|DALB	LOC110177162|XP_020799409.1|DSER
OG0004041	LOC117578245|XP_034119555.1|DALB	LOC110184228|XP_020808347.1|DSER
OG0004042	LOC117570848|XP_034108620.1|DALB	LOC110178775|XP_020801677.1|DSER, LOC110178837|XP_020801758.1|DSER
OG0004044	LOC117569848|XP_034107068.1|DALB	LOC110184252|XP_020808372.1|DSER
OG0004045	LOC117564084|XP_034098604.1|DALB	LOC110183461|XP_020807400.1|DSER
OG0004046	LOC117566217|XP_034101652.1|DALB	LOC110178123|XP_020800802.1|DSER
OG0004047	LOC117564659|XP_034099408.1|DALB	LOC110184985|XP_020809296.1|DSER
OG0004048	LOC117563879|XP_034098329.1|DALB	LOC110179150|XP_020802198.1|DSER
OG0004049	LOC117564389|XP_034099001.1|DALB	LOC110187518|XP_020812572.1|DSER
OG0004050	LOC117563937|XP_034098401.1|DALB	LOC110176974|XP_020799139.1|DSER
OG0004051	LOC117563488|XP_034097741.1|DALB	LOC110184009|XP_020808033.1|DSER
OG0004052	LOC117564147|XP_034098704.1|DALB	LOC110184296|XP_020808442.1|DSER
OG0004053	LOC117566928|XP_034102441.1|DALB	LOC110179360|XP_020802533.1|DSER
OG0004054	LOC117564770|XP_034099561.1|DALB	LOC110187533|XP_020812586.1|DSER
OG0004055	LOC117576851|XP_034117833.1|DALB	LOC110186228|XP_020810950.1|DSER
OG0004056	LOC117574994|XP_034114956.1|DALB	LOC110187806|XP_020812940.1|DSER
OG0004057	LOC117571797|XP_034110052.1|DALB	LOC110190328|XP_020816382.1|DSER
OG0004058	LOC117568427|XP_034104975.1|DALB	LOC110182763|XP_020806536.1|DSER
OG0004059	LOC117575247|XP_034115269.1|DALB	LOC110188554|XP_020813971.1|DSER
OG0004060	LOC117574545|XP_034114306.1|DALB	LOC110190756|XP_020817047.1|DSER
OG0004061	LOC117564031|XP_034098528.1|DALB	LOC110179611|XP_020802870.1|DSER
OG0004062	LOC117569691|XP_034106836.1|DALB	LOC110177618|XP_020800083.1|DSER
OG0004063	LOC117577867|XP_034118714.1|DALB	LOC110179430|XP_020802620.1|DSER
OG0004064	LOC117570507|XP_034108094.1|DALB	LOC110190119|XP_020816092.1|DSER
OG0004065	LOC117571532|XP_034109606.1|DALB	LOC110177827|XP_020800429.1|DSER
OG0004066	LOC117572457|XP_034111182.1|DALB	LOC110188946|XP_020814583.1|DSER
OG0004067	LOC117568693|XP_034105397.1|DALB	LOC110184245|XP_020808360.1|DSER
OG0004070	LOC117566382|XP_034101774.1|DALB	LOC110178681|XP_020801541.1|DSER
OG0004071	LOC117572548|XP_034111310.1|DALB	LOC110190650|XP_020816907.1|DSER
OG0004072	LOC117572550|XP_034111313.1|DALB	LOC110190651|XP_020816910.1|DSER
OG0004073	LOC117577596|XP_034118336.1|DALB	LOC110184288|XP_020808431.1|DSER
OG0004074	LOC117572670|XP_034111578.1|DALB	LOC110190851|XP_020817163.1|DSER
OG0004075	LOC117571329|XP_034109309.1|DALB	LOC110182312|XP_020806001.1|DSER
OG0004076	LOC117571328|XP_034109305.1|DALB	LOC110182286|XP_020805967.1|DSER
