Orthogroup	DALB.longest_only	DSEC.longest_only
OG0004662	LOC117576665|XP_034117527.1|DALB	LOC6616869|XP_002041205.1|DSEC
OG0004663	LOC117572594|XP_034111381.1|DALB	LOC6612410|XP_032582436.1|DSEC
OG0004664	LOC117571790|XP_034110044.1|DALB	LOC6612409|XP_032582009.1|DSEC
OG0004665	LOC117573613|XP_034112805.1|DALB	LOC6612555|XP_032581868.1|DSEC
OG0004666	LOC117575222|XP_034115240.1|DALB	LOC6607042|XP_002031830.1|DSEC
OG0004667	LOC117574343|XP_034114055.1|DALB	LOC6607036|XP_002031825.1|DSEC
OG0004668	LOC117575282|XP_034115320.1|DALB	LOC6620368|XP_032582213.1|DSEC
OG0004669	LOC117564267|XP_034098860.1|DALB	LOC6611463|XP_002036005.1|DSEC
OG0004670	LOC117575122|XP_034115112.1|DALB	LOC6616980|XP_002041308.1|DSEC
OG0004671	LOC117575505|XP_034115639.1|DALB	LOC116801410|XP_032576562.1|DSEC, LOC6606655|XP_002031455.1|DSEC
OG0004673	LOC117574666|XP_034114462.1|DALB	LOC6619529|XP_002043744.1|DSEC
OG0004674	LOC117575796|XP_034116064.1|DALB	LOC6618697|XP_032577728.1|DSEC
OG0004675	LOC117575990|XP_034116378.1|DALB	LOC6621686|XP_032578976.1|DSEC
OG0004676	LOC117574514|XP_034114264.1|DALB	LOC6614060|XP_002038514.2|DSEC
OG0004677	LOC117574177|XP_034113756.1|DALB	LOC6607669|XP_032577661.1|DSEC
OG0004678	LOC117574168|XP_034113747.1|DALB	LOC6607668|XP_002032433.1|DSEC
OG0004679	LOC117574465|XP_034114192.1|DALB	LOC6620507|XP_032578097.1|DSEC
OG0004680	LOC117576024|XP_034116421.1|DALB	LOC6616766|XP_032578349.1|DSEC
OG0004682	LOC117565361|XP_034100315.1|DALB	LOC6613352|XP_002037826.1|DSEC
OG0004683	LOC117573600|XP_034112786.1|DALB	LOC6606575|XP_002031376.2|DSEC
OG0004684	LOC117575715|XP_034115943.1|DALB	LOC6607031|XP_002031820.1|DSEC
OG0004685	LOC117573810|XP_034113113.1|DALB	LOC6612697|XP_032576840.1|DSEC
OG0004686	LOC117576786|XP_034117728.1|DALB	LOC6607175|XP_002031961.1|DSEC
OG0004687	LOC117575388|XP_034115454.1|DALB	LOC6612702|XP_032578078.1|DSEC
OG0004688	LOC117576493|XP_034117162.1|DALB	LOC6606937|XP_002031731.1|DSEC
OG0004689	LOC117576607|XP_034117397.1|DALB	LOC6607603|XP_002032371.1|DSEC
OG0004690	LOC117575089|XP_034115076.1|DALB	LOC6614139|XP_002038592.1|DSEC
OG0004691	LOC117576800|XP_034117750.1|DALB	LOC6612651|XP_002037155.1|DSEC
OG0004692	LOC117574780|XP_034114622.1|DALB	LOC6607631|XP_032577650.1|DSEC
OG0004693	LOC117574779|XP_034114620.1|DALB	LOC6607633|XP_002032401.1|DSEC
OG0004694	LOC117575484|XP_034115608.1|DALB	LOC6619664|XP_032579577.1|DSEC
OG0004695	LOC117575986|XP_034116372.1|DALB	LOC6618691|XP_032578960.1|DSEC
OG0004697	LOC117577738|XP_034118537.1|DALB	LOC6620013|XP_002044225.1|DSEC
OG0004698	LOC117572726|XP_034111688.1|DALB	LOC6617993|XP_002042301.1|DSEC
OG0004699	LOC117575427|XP_034115522.1|DALB	LOC6606939|XP_032578108.1|DSEC
OG0004700	LOC117575234|XP_034115257.1|DALB	LOC6613806|XP_002038275.2|DSEC
OG0004701	LOC117574084|XP_034113610.1|DALB	LOC6620056|XP_002044268.1|DSEC
OG0004702	LOC117574007|XP_034113474.1|DALB	LOC6607654|XP_032576970.1|DSEC
OG0004703	LOC117575701|XP_034115905.1|DALB	LOC6607594|XP_002032362.2|DSEC
OG0004704	LOC117576221|XP_034116721.1|DALB	LOC6607793|XP_002032551.1|DSEC
OG0004705	LOC117573833|XP_034113156.1|DALB	LOC6607064|XP_002031852.1|DSEC
OG0004706	LOC117566971|XP_034102522.1|DALB	LOC6604830|XP_002029675.1|DSEC
OG0004707	LOC117575094|XP_034115085.1|DALB	LOC6611458|XP_002036000.2|DSEC
OG0004708	LOC117576742|XP_034117665.1|DALB	LOC6614301|XP_002038741.1|DSEC
OG0004709	LOC117576322|XP_034116879.1|DALB	LOC6607334|XP_002032107.1|DSEC
OG0004710	LOC117574331|XP_034114033.1|DALB	LOC6606407|XP_032576380.1|DSEC
OG0004711	LOC117574459|XP_034114188.1|DALB	LOC6617096|XP_002041423.1|DSEC
OG0004712	LOC117575365|XP_034115420.1|DALB	LOC6606507|XP_002031308.1|DSEC
OG0004713	LOC117574070|XP_034113587.1|DALB	LOC6607694|XP_032579243.1|DSEC
OG0004714	LOC117576811|XP_034117769.1|DALB	LOC116801484|XP_032577291.1|DSEC
OG0004715	LOC117563547|XP_034097816.1|DALB	LOC6611266|XP_002035821.1|DSEC
OG0004716	LOC117576510|XP_034117208.1|DALB	LOC6607683|XP_032578942.1|DSEC
OG0004717	LOC117571874|XP_034110225.1|DALB	LOC6617517|XP_002041833.2|DSEC
OG0004718	LOC117564185|XP_034098749.1|DALB	LOC6613239|XP_002037716.2|DSEC
OG0004719	LOC117573882|XP_034113251.1|DALB	LOC6612915|XP_032576898.1|DSEC
OG0004720	LOC117574009|XP_034113481.1|DALB	LOC6607659|XP_002032424.1|DSEC
OG0004721	LOC117574028|XP_034113510.1|DALB	LOC6618730|XP_002042988.1|DSEC
OG0004722	LOC117574038|XP_034113529.1|DALB	LOC6612683|XP_032577869.1|DSEC
OG0004723	LOC117573936|XP_034113353.1|DALB	LOC6615096|XP_032580569.1|DSEC
OG0004724	LOC117576548|XP_034117276.1|DALB	LOC6613722|XP_002038192.1|DSEC
OG0004725	LOC117573286|XP_034112281.1|DALB	LOC6617098|XP_032577110.1|DSEC
OG0004726	LOC117575966|XP_034116336.1|DALB	LOC6618688|XP_032576644.1|DSEC
OG0004727	LOC117574276|XP_034113915.1|DALB	LOC6607585|XP_032577819.1|DSEC
OG0004728	LOC117575238|XP_034115260.1|DALB	LOC6606652|XP_002031452.1|DSEC
OG0004729	LOC117577926|XP_034118819.1|DALB	LOC6618460|XP_002042730.1|DSEC
OG0004730	LOC117565284|XP_034100203.1|DALB	LOC6611430|XP_002035974.1|DSEC
OG0004731	LOC117575153|XP_034115147.1|DALB	LOC6620701|XP_002044906.1|DSEC
OG0004732	LOC117575098|XP_034115090.1|DALB	LOC6606985|XP_002031777.1|DSEC
OG0004733	LOC117575099|XP_034115091.1|DALB	LOC6616780|XP_002041117.1|DSEC
OG0004734	LOC117574983|XP_034114940.1|DALB	LOC6607355|XP_002032128.2|DSEC
OG0004735	LOC117575682|XP_034115862.1|DALB	LOC6619539|XP_032578596.1|DSEC
OG0004736	LOC117576627|XP_034117443.1|DALB	LOC6612616|XP_032578710.1|DSEC
OG0004737	LOC117575431|XP_034115526.1|DALB	LOC6613814|XP_002038283.1|DSEC
OG0004738	LOC117574958|XP_034114910.1|DALB	LOC6613815|XP_032577708.1|DSEC
OG0004739	LOC117575172|XP_034115174.1|DALB	LOC6607618|XP_002032386.1|DSEC
OG0004740	LOC117575952|XP_034116315.1|DALB	LOC6619619|XP_002043834.1|DSEC
OG0004741	LOC117573359|XP_034112377.1|DALB	LOC6613721|XP_002038191.1|DSEC
OG0004742	LOC117573196|XP_034112080.1|DALB	LOC6619481|XP_032579955.1|DSEC
OG0004743	LOC117575294|XP_034115332.1|DALB	LOC6620512|XP_002044716.1|DSEC
OG0004744	LOC117564433|XP_034099060.1|DALB	LOC6611344|XP_002035890.1|DSEC
OG0004745	LOC117575022|XP_034114991.1|DALB	LOC6613897|XP_032576187.1|DSEC
OG0004746	LOC117574793|XP_034114642.1|DALB	LOC6606759|XP_002031556.1|DSEC
OG0004747	LOC117574796|XP_034114646.1|DALB	LOC6606760|XP_032576959.1|DSEC
OG0004748	LOC117574792|XP_034114639.1|DALB	LOC6606757|XP_032576951.1|DSEC
OG0004750	LOC117575694|XP_034115897.1|DALB	LOC6607369|XP_032578103.1|DSEC
OG0004751	LOC117576266|XP_034116800.1|DALB	LOC6606269|XP_002031074.1|DSEC
OG0004753	LOC117574134|XP_034113690.1|DALB	LOC6607828|XP_002032586.1|DSEC
OG0004754	LOC117573292|XP_034112286.1|DALB	LOC6618735|XP_002042993.1|DSEC
OG0004755	LOC117575165|XP_034115159.1|DALB	LOC6619251|XP_002043469.1|DSEC
OG0004756	LOC117574162|XP_034113740.1|DALB	LOC6619252|XP_002043470.1|DSEC
OG0004757	LOC117576640|XP_034117456.1|DALB	LOC6606589|XP_032578789.1|DSEC
OG0004758	LOC117575255|XP_034115280.1|DALB	LOC6616665|XP_032577628.1|DSEC
OG0004759	LOC117574164|XP_034113743.1|DALB	LOC6607305|XP_032576322.1|DSEC
OG0004760	LOC117576910|XP_034117940.1|DALB	LOC6606413|XP_002031217.1|DSEC
OG0004761	LOC117576643|XP_034117463.1|DALB	LOC6616797|XP_002041134.1|DSEC
OG0004763	LOC117575777|XP_034116035.1|DALB	LOC6613765|XP_002038234.1|DSEC
OG0004764	LOC117576674|XP_034117560.1|DALB	LOC6606438|XP_002031242.1|DSEC
OG0004765	LOC117576021|XP_034116419.1|DALB	LOC6607797|XP_032577179.1|DSEC
OG0004766	LOC117574295|XP_034113988.1|DALB	LOC6607780|XP_002032539.1|DSEC
OG0004767	LOC117576109|XP_034116558.1|DALB	LOC6613831|XP_002038300.1|DSEC
OG0004768	LOC117574549|XP_034114312.1|DALB	LOC6613832|XP_002038301.1|DSEC
OG0004769	LOC117565486|XP_034100479.1|DALB	LOC6618223|XP_002042498.1|DSEC
OG0004770	LOC117576841|XP_034117814.1|DALB	LOC6616655|XP_002041012.1|DSEC
OG0004771	LOC117576594|XP_034117374.1|DALB	LOC6612787|XP_002037288.1|DSEC
OG0004772	LOC117576601|XP_034117386.1|DALB	LOC6607271|XP_002032050.1|DSEC
OG0004775	LOC117576067|XP_034116492.1|DALB	LOC6613704|XP_002038174.1|DSEC
OG0004776	LOC117572692|XP_034111634.1|DALB	LOC6607925|XP_002032675.2|DSEC
OG0004777	LOC117573159|XP_034112012.1|DALB, LOC117573154|XP_034112003.1|DALB	LOC6620136|XP_002044348.1|DSEC
OG0004778	LOC117565838|XP_034101040.1|DALB	LOC6611209|XP_002035765.1|DSEC
OG0004779	LOC117573644|XP_034112850.1|DALB	LOC6607624|XP_032576479.1|DSEC
OG0004780	LOC117564072|XP_034098588.1|DALB	LOC6613208|XP_002037688.1|DSEC
OG0004781	LOC117576352|XP_034116927.1|DALB	LOC6606647|XP_032578915.1|DSEC
OG0004782	LOC117574104|XP_034113638.1|DALB	LOC6607662|XP_032576822.1|DSEC
OG0004783	LOC117577619|XP_034118363.1|DALB	LOC6618512|XP_032580027.1|DSEC
OG0004784	LOC117575242|XP_034115266.1|DALB	LOC6614096|XP_002038550.1|DSEC
OG0004785	LOC117574806|XP_034114662.1|DALB	LOC6614081|XP_002038535.1|DSEC
OG0004786	LOC117574719|XP_034114533.1|DALB	LOC6614079|XP_032577886.1|DSEC
OG0004787	LOC117573443|XP_034112555.1|DALB	LOC6614077|XP_002038531.2|DSEC
OG0004788	LOC117575292|XP_034115330.1|DALB	LOC6614076|XP_032577974.1|DSEC
OG0004789	LOC117575283|XP_034115317.1|DALB	LOC6614075|XP_002038529.1|DSEC
OG0004790	LOC117575333|XP_034115380.1|DALB	LOC6617049|XP_002041377.2|DSEC
OG0004791	LOC117573663|XP_034112882.1|DALB	LOC6612984|XP_032578309.1|DSEC
OG0004792	LOC117576725|XP_034117638.1|DALB	LOC6620506|XP_002044710.1|DSEC
OG0004793	LOC117573896|XP_034113295.1|DALB	LOC6612750|XP_032576179.1|DSEC
OG0004794	LOC117575200|XP_034115208.1|DALB	LOC6606497|XP_002031298.1|DSEC
OG0004795	LOC117576587|XP_034117365.1|DALB	LOC6621454|XP_032576631.1|DSEC
OG0004796	LOC117574340|XP_034114051.1|DALB	LOC6606619|XP_032578852.1|DSEC
OG0004797	LOC117575281|XP_034115314.1|DALB	LOC6607331|XP_032578550.1|DSEC
OG0004798	LOC117574066|XP_034113580.1|DALB	LOC6612662|XP_002037166.1|DSEC
OG0004799	LOC117576866|XP_034117859.1|DALB	LOC6607318|XP_002032092.1|DSEC
OG0004800	LOC117573650|XP_034112862.1|DALB	LOC6606447|XP_032577736.1|DSEC
OG0004801	LOC117575638|XP_034115809.1|DALB	LOC6619681|XP_002043896.1|DSEC
OG0004803	LOC117573304|XP_034112300.1|DALB	LOC6618781|XP_032577251.1|DSEC
OG0004804	LOC117576076|XP_034116511.1|DALB	LOC6613830|XP_032579108.1|DSEC
OG0004805	LOC117574288|XP_034113933.1|DALB	LOC6621926|XP_032577266.1|DSEC
OG0004806	LOC117577683|XP_034118469.1|DALB	LOC6618655|XP_002042914.1|DSEC
OG0004807	LOC117575440|XP_034115535.1|DALB	LOC6619647|XP_032576171.1|DSEC
OG0004808	LOC117573915|XP_034113317.1|DALB	LOC6607006|XP_002031795.1|DSEC
OG0004811	LOC117570486|XP_034108063.1|DALB	LOC6616304|XP_032573980.1|DSEC
OG0004812	LOC117576669|XP_034117541.1|DALB	LOC6607111|XP_032576879.1|DSEC
OG0004813	LOC117575975|XP_034116346.1|DALB	LOC6607643|XP_002032408.1|DSEC
OG0004814	LOC117573926|XP_034113334.1|DALB	LOC6607027|XP_002031816.1|DSEC
OG0004815	LOC117563780|XP_034098182.1|DALB	LOC6612301|XP_032582443.1|DSEC
OG0004816	LOC117578043|XP_034119052.1|DALB	LOC6619846|XP_002044059.2|DSEC
OG0004817	LOC117569026|XP_034105911.1|DALB	LOC6619843|XP_002044056.2|DSEC
OG0004818	LOC117574989|XP_034114950.1|DALB	LOC6607274|XP_002032053.1|DSEC
OG0004819	LOC117573874|XP_034113242.1|DALB	LOC6607528|XP_002032297.1|DSEC
OG0004820	LOC117573916|XP_034113319.1|DALB	LOC6607003|XP_002031792.1|DSEC
OG0004821	LOC117576588|XP_034117366.1|DALB	LOC6612785|XP_032577453.1|DSEC
OG0004822	LOC117574334|XP_034114041.1|DALB	LOC6606404|XP_032579469.1|DSEC
OG0004823	LOC117574013|XP_034113488.1|DALB	LOC6606494|XP_032578876.1|DSEC
OG0004824	LOC117574015|XP_034113493.1|DALB	LOC6606493|XP_002031294.1|DSEC
OG0004825	LOC117573189|XP_034112068.1|DALB	LOC6619479|XP_032579983.1|DSEC
OG0004826	LOC117576662|XP_034117510.1|DALB	LOC6614043|XP_002038497.1|DSEC
OG0004827	LOC117576064|XP_034116490.1|DALB	LOC6613812|XP_002038281.1|DSEC
OG0004828	LOC117573645|XP_034112852.1|DALB	LOC6607626|XP_002032394.1|DSEC
OG0004829	LOC117573483|XP_034112601.1|DALB	LOC6607689|XP_002032453.1|DSEC
OG0004830	LOC117573739|XP_034113008.1|DALB	LOC6621052|XP_032577184.1|DSEC, LOC6621486|XP_032578751.1|DSEC
OG0004831	LOC117569754|XP_034106938.1|DALB	LOC6610969|XP_002035526.1|DSEC
OG0004832	LOC117576568|XP_034117298.1|DALB	LOC6606640|XP_002031441.1|DSEC
OG0004833	LOC117576704|XP_034117610.1|DALB	LOC6613972|XP_002038436.1|DSEC
OG0004834	LOC117575076|XP_034115061.1|DALB	LOC6607616|XP_002032384.1|DSEC
OG0004835	LOC117576086|XP_034116525.1|DALB	LOC6607613|XP_002032381.1|DSEC
OG0004836	LOC117573416|XP_034112513.1|DALB	LOC6607555|XP_002032324.1|DSEC
OG0004837	LOC117571768|XP_034110017.1|DALB, LOC117571767|XP_034110016.1|DALB, LOC117571770|XP_034110018.1|DALB	LOC6616348|XP_002040708.2|DSEC
OG0004838	LOC117574805|XP_034114661.1|DALB	LOC116801747|XP_032578906.1|DSEC
OG0004839	LOC117573804|XP_034113104.1|DALB	LOC6606922|XP_032579208.1|DSEC
OG0004840	LOC117576760|XP_034117696.1|DALB	LOC6607728|XP_002032491.2|DSEC
OG0004841	LOC117564155|XP_034098712.1|DALB	LOC6611323|XP_002035870.1|DSEC
OG0004842	LOC117575979|XP_034116353.1|DALB	LOC6612693|XP_002037196.1|DSEC
OG0004843	LOC117576272|XP_034116808.1|DALB	LOC6613759|XP_032578422.1|DSEC
OG0004844	LOC117576241|XP_034116750.1|DALB	LOC6617795|XP_032581628.1|DSEC
OG0004845	LOC117573862|XP_034113224.1|DALB	LOC6613915|XP_002038380.1|DSEC
OG0004846	LOC117563253|XP_034097359.1|DALB	LOC6621134|XP_002045314.1|DSEC
OG0004847	LOC117563251|XP_034097355.1|DALB	LOC6621133|XP_002045313.1|DSEC
OG0004848	LOC117567503|XP_034103425.1|DALB	LOC6616811|XP_002041148.2|DSEC
OG0004849	LOC117578389|XP_034119721.1|DALB	LOC6611621|XP_032578601.1|DSEC
OG0004850	LOC117576893|XP_034117921.1|DALB	LOC6614172|XP_032577128.1|DSEC
OG0004851	LOC117576890|XP_034117915.1|DALB	LOC6614171|XP_002038618.1|DSEC
OG0004852	LOC117574111|XP_034113653.1|DALB	LOC116801573|XP_032577905.1|DSEC
OG0004853	LOC117568372|XP_034104866.1|DALB	LOC6615348|XP_002039746.1|DSEC
OG0004854	LOC117571573|XP_034109675.1|DALB	LOC6605404|XP_032573493.1|DSEC
OG0004855	LOC117571000|XP_034108839.1|DALB	LOC6605283|XP_002030121.1|DSEC
OG0004856	LOC117568747|XP_034105462.1|DALB	LOC6604777|XP_002029628.2|DSEC
OG0004857	LOC117568283|XP_034104688.1|DALB	LOC6610425|XP_002035007.2|DSEC
OG0004858	LOC117570350|XP_034107797.1|DALB	LOC6604785|XP_032574411.1|DSEC
OG0004859	LOC117570353|XP_034107814.1|DALB	LOC6604787|XP_002029638.1|DSEC
OG0004860	LOC117567852|XP_034103997.1|DALB	LOC6610495|XP_002035075.1|DSEC
OG0004861	LOC117571873|XP_034110210.1|DALB	LOC6605097|XP_032573185.1|DSEC
OG0004862	LOC117572306|XP_034110917.1|DALB	LOC6605106|XP_032575856.1|DSEC
OG0004863	LOC117567793|XP_034103908.1|DALB	LOC6610913|XP_032575140.1|DSEC
OG0004864	LOC117570032|XP_034107346.1|DALB	LOC6610769|XP_002035335.1|DSEC
OG0004865	LOC117575358|XP_034115414.1|DALB	LOC6618723|XP_002042982.1|DSEC
OG0004866	LOC117571498|XP_034109556.1|DALB	LOC6611115|XP_002035672.2|DSEC
OG0004867	LOC117571918|XP_034110286.1|DALB	LOC6608722|XP_032572345.1|DSEC
OG0004868	LOC117571919|XP_034110287.1|DALB	LOC6619145|XP_002043385.1|DSEC
OG0004869	LOC117566894|XP_034102400.1|DALB	LOC6607873|XP_002032627.1|DSEC
OG0004870	LOC117566901|XP_034102410.1|DALB	LOC6607879|XP_032570069.1|DSEC
OG0004871	LOC117569168|XP_034106125.1|DALB	LOC6618832|XP_002043081.1|DSEC
OG0004872	LOC117570447|XP_034107996.1|DALB	LOC6618914|XP_002043162.1|DSEC
OG0004873	LOC117564443|XP_034099073.1|DALB	LOC6611652|XP_002036187.1|DSEC
OG0004874	LOC117574808|XP_034114663.1|DALB	LOC6616984|XP_002041312.1|DSEC
OG0004875	LOC117578166|XP_034119335.1|DALB	LOC6614921|XP_032580529.1|DSEC, LOC6614917|XP_032580539.1|DSEC
OG0004876	LOC117571569|XP_034109672.1|DALB	LOC6615905|XP_032580930.1|DSEC
OG0004877	LOC117570825|XP_034108580.1|DALB	LOC6605338|XP_002030174.1|DSEC
OG0004878	LOC117569673|XP_034106811.1|DALB	LOC6608039|XP_002032787.1|DSEC
OG0004879	LOC117568190|XP_034104539.1|DALB	LOC6613023|XP_032572985.1|DSEC
OG0004880	LOC117568393|XP_034104897.1|DALB	LOC6616452|XP_002040813.1|DSEC
OG0004881	LOC117568049|XP_034104284.1|DALB	LOC6611027|XP_002035584.1|DSEC
OG0004882	LOC117572764|XP_034111740.1|DALB	LOC6611110|XP_002035667.1|DSEC
OG0004883	LOC117570676|XP_034108366.1|DALB	LOC6610547|XP_032574976.1|DSEC
OG0004884	LOC117572713|XP_034111664.1|DALB	LOC116800635|XP_032572519.1|DSEC
OG0004885	LOC117571077|XP_034108943.1|DALB	LOC6608895|XP_002033609.1|DSEC
OG0004886	LOC117571984|XP_034110381.1|DALB	LOC6609359|XP_032570553.1|DSEC
OG0004887	LOC117570765|XP_034108490.1|DALB	LOC6609762|XP_002034416.1|DSEC
OG0004888	LOC117570398|XP_034107908.1|DALB	LOC6609866|XP_032572690.1|DSEC
OG0004889	LOC117568167|XP_034104489.1|DALB	LOC6608435|XP_002033169.2|DSEC
OG0004890	LOC117566913|XP_034102423.1|DALB	LOC6609300|XP_032570448.1|DSEC
OG0004891	LOC117565952|XP_034101236.1|DALB	LOC6618607|XP_002042866.1|DSEC
OG0004892	LOC117569999|XP_034107277.1|DALB	LOC6609811|XP_032572654.1|DSEC
OG0004893	LOC117568012|XP_034104226.1|DALB	LOC6615537|XP_002039916.1|DSEC
OG0004894	LOC117570760|XP_034108480.1|DALB	LOC6608922|XP_002033636.1|DSEC
OG0004895	LOC117572170|XP_034110711.1|DALB	LOC6615727|XP_002040098.2|DSEC
OG0004896	LOC117568664|XP_034105357.1|DALB	LOC6609849|XP_032572488.1|DSEC
OG0004897	LOC117568388|XP_034104889.1|DALB	LOC6609853|XP_002034504.2|DSEC
OG0004898	LOC117567150|XP_034102855.1|DALB	LOC6608463|XP_002033197.1|DSEC
OG0004899	LOC117572444|XP_034111165.1|DALB	LOC6608596|XP_032573034.1|DSEC
OG0004900	LOC117568207|XP_034104568.1|DALB	LOC6608455|XP_002033189.1|DSEC
OG0004901	LOC117569886|XP_034107116.1|DALB	LOC6608456|XP_002033190.1|DSEC
OG0004902	LOC117569996|XP_034107274.1|DALB	LOC6610414|XP_002034996.1|DSEC
OG0004903	LOC117566963|XP_034102505.1|DALB	LOC6615496|XP_032570343.1|DSEC
OG0004904	LOC117576631|XP_034117449.1|DALB	LOC6607666|XP_032577660.1|DSEC
OG0004905	LOC117572374|XP_034111031.1|DALB	LOC6608061|XP_032571377.1|DSEC
OG0004906	LOC117567578|XP_034103546.1|DALB	LOC6605022|XP_032574264.1|DSEC
OG0004907	LOC117572763|XP_034111739.1|DALB	LOC6611112|XP_002035669.1|DSEC
OG0004908	LOC117569009|XP_034105887.1|DALB	LOC6616375|XP_002040735.1|DSEC
OG0004909	LOC117572303|XP_034110908.1|DALB	LOC6616366|XP_032575248.1|DSEC
OG0004910	LOC117572302|XP_034110906.1|DALB	LOC6616362|XP_002040722.1|DSEC
OG0004911	LOC117568259|XP_034104636.1|DALB	LOC6610631|XP_032573220.1|DSEC
OG0004912	LOC117571191|XP_034109121.1|DALB	LOC6605021|XP_032574275.1|DSEC
OG0004913	LOC117568329|XP_034104803.1|DALB	LOC6610108|XP_002034719.1|DSEC
OG0004914	LOC117569583|XP_034106702.1|DALB	LOC6610115|XP_032572275.1|DSEC
OG0004915	LOC117567635|XP_034103625.1|DALB	LOC6618828|XP_032571385.1|DSEC
OG0004916	LOC117569795|XP_034106996.1|DALB	LOC6609460|XP_032571500.1|DSEC
OG0004917	LOC117567194|XP_034102914.1|DALB	LOC116800936|XP_032573564.1|DSEC
OG0004918	LOC117567188|XP_034102904.1|DALB	LOC6605031|XP_002029873.1|DSEC
OG0004920	LOC117572379|XP_034111039.1|DALB	LOC6619422|XP_002043637.1|DSEC
OG0004921	LOC117567288|XP_034103049.1|DALB	LOC6611136|XP_032574948.1|DSEC
OG0004922	LOC117572513|XP_034111258.1|DALB	LOC6604904|XP_032573857.1|DSEC
OG0004923	LOC117568091|XP_034104362.1|DALB	LOC6610762|XP_032576066.1|DSEC
OG0004924	LOC117571908|XP_034110276.1|DALB	LOC6610993|XP_002035550.1|DSEC
OG0004925	LOC117570781|XP_034108513.1|DALB	LOC6610268|XP_002034863.1|DSEC
OG0004926	LOC117568662|XP_034105355.1|DALB	LOC6611044|XP_032575102.1|DSEC
OG0004927	LOC117567321|XP_034103111.1|DALB	LOC6604990|XP_032575761.1|DSEC
OG0004928	LOC117567331|XP_034103143.1|DALB	LOC116800338|XP_032570392.1|DSEC
OG0004929	LOC117567049|XP_034102662.1|DALB	LOC6610176|XP_032573670.1|DSEC
OG0004930	LOC117571920|XP_034110289.1|DALB	LOC6608729|XP_002033452.2|DSEC
OG0004931	LOC117568332|XP_034104805.1|DALB	LOC6610106|XP_002034717.1|DSEC
OG0004932	LOC117572586|XP_034111361.1|DALB	LOC6610147|XP_032574518.1|DSEC
OG0004933	LOC117570559|XP_034108175.1|DALB	LOC6609465|XP_032570150.1|DSEC
OG0004934	LOC117569273|XP_034106263.1|DALB	LOC6615820|XP_002040190.1|DSEC
OG0004935	LOC117567087|XP_034102734.1|DALB	LOC6609793|XP_002034447.1|DSEC
OG0004936	LOC117571989|XP_034110388.1|DALB	LOC6610799|XP_002035365.2|DSEC
OG0004937	LOC117572759|XP_034111735.1|DALB	LOC6610995|XP_032574008.1|DSEC
OG0004938	LOC117571167|XP_034109087.1|DALB	LOC6604767|XP_032573796.1|DSEC
OG0004939	LOC117569033|XP_034105921.1|DALB	LOC6618407|XP_032573869.1|DSEC
OG0004940	LOC117567911|XP_034104080.1|DALB	LOC6619346|XP_032574541.1|DSEC
OG0004941	LOC117572588|XP_034111362.1|DALB	LOC6605880|XP_032574349.1|DSEC
OG0004942	LOC117569088|XP_034105995.1|DALB	LOC6610888|XP_002035451.1|DSEC
OG0004943	LOC117569510|XP_034106587.1|DALB	LOC6604864|XP_002029709.2|DSEC
OG0004944	LOC117567820|XP_034103952.1|DALB	LOC6610507|XP_032573733.1|DSEC
OG0004945	LOC117570005|XP_034107291.1|DALB	LOC6607897|XP_002032651.1|DSEC
OG0004946	LOC117571020|XP_034108870.1|DALB	LOC6616459|XP_032573946.1|DSEC
OG0004947	LOC117570670|XP_034108359.1|DALB	LOC6610377|XP_002034959.2|DSEC
OG0004948	LOC117572533|XP_034111288.1|DALB	LOC6610379|XP_002034961.1|DSEC
OG0004949	LOC117572531|XP_034111285.1|DALB	LOC6610384|XP_002034966.2|DSEC
OG0004950	LOC117570884|XP_034108673.1|DALB	LOC6610152|XP_032573899.1|DSEC
OG0004951	LOC117573293|XP_034112287.1|DALB	LOC6618734|XP_002042992.1|DSEC
OG0004952	LOC117567124|XP_034102822.1|DALB	LOC6605414|XP_002030247.1|DSEC
OG0004953	LOC117567810|XP_034103936.1|DALB	LOC6605892|XP_002030705.1|DSEC
OG0004954	LOC117567808|XP_034103933.1|DALB	LOC6605890|XP_002030703.2|DSEC
OG0004955	LOC117566966|XP_034102512.1|DALB	LOC6611074|XP_032575268.1|DSEC
OG0004956	LOC117569925|XP_034107167.1|DALB	LOC6608446|XP_032571723.1|DSEC
OG0004957	LOC117567081|XP_034102726.1|DALB	LOC6610578|XP_032574252.1|DSEC
OG0004958	LOC117570870|XP_034108652.1|DALB	LOC6605408|XP_002030241.1|DSEC
OG0004959	LOC117570950|XP_034108775.1|DALB	LOC6605407|XP_032573419.1|DSEC
OG0004960	LOC117571571|XP_034109671.1|DALB	LOC6605406|XP_032573415.1|DSEC
OG0004961	LOC117569148|XP_034106099.1|DALB	LOC6608519|XP_032570189.1|DSEC
OG0004962	LOC117570961|XP_034108795.1|DALB	LOC6616398|XP_032573815.1|DSEC
OG0004963	LOC117568485|XP_034105062.1|DALB	LOC6618345|XP_032575206.1|DSEC
OG0004964	LOC117568911|XP_034105707.1|DALB, LOC117568912|XP_034105709.1|DALB	LOC6605113|XP_032573772.1|DSEC
OG0004965	LOC117567310|XP_034103088.1|DALB	LOC6611129|XP_002035686.1|DSEC
OG0004966	LOC117568144|XP_034104443.1|DALB	LOC6611130|XP_032574950.1|DSEC
OG0004967	LOC117566898|XP_034102404.1|DALB	LOC6607871|XP_002032625.1|DSEC
