Orthogroup	DALB.longest_only	DSUP.longest_only
OG0005197	LOC117570831|XP_034108594.1|DALB	LOC119551854|XP_037717359.1|DSUP
OG0005198	LOC117569624|XP_034106752.1|DALB	LOC119554279|XP_037721060.1|DSUP
OG0005199	LOC117566911|XP_034102422.1|DALB	LOC119550016|XP_037714367.1|DSUP
OG0005200	LOC117566888|XP_034102391.1|DALB	LOC119549917|XP_037714167.1|DSUP
OG0005201	LOC117570433|XP_034107980.1|DALB	LOC119551452|XP_037716726.1|DSUP
OG0005202	LOC117571188|XP_034109116.1|DALB	LOC119550785|XP_037715645.1|DSUP
OG0005203	LOC117568615|XP_034105267.1|DALB	LOC119550672|XP_037715454.1|DSUP
OG0005204	LOC117564885|XP_034099724.1|DALB	LOC119546655|XP_037709038.1|DSUP
OG0005205	LOC117564344|XP_034098945.1|DALB	LOC119547366|XP_037710113.1|DSUP
OG0005206	LOC117569435|XP_034106488.1|DALB	LOC119550826|XP_037715698.1|DSUP
OG0005207	LOC117566378|XP_034101772.1|DALB	LOC119552162|XP_037717910.1|DSUP
OG0005208	LOC117569667|XP_034106804.1|DALB	LOC119550870|XP_037715778.1|DSUP
OG0005209	LOC117563291|XP_034097425.1|DALB	LOC119545982|XP_037707889.1|DSUP
OG0005210	LOC117563289|XP_034097422.1|DALB	LOC119545981|XP_037707886.1|DSUP
OG0005211	LOC117570602|XP_034108237.1|DALB	LOC119553130|XP_037719251.1|DSUP
OG0005212	LOC117570840|XP_034108611.1|DALB	LOC119549697|XP_037713848.1|DSUP
OG0005213	LOC117577994|XP_034118983.1|DALB	LOC119557952|XP_037726915.1|DSUP
OG0005214	LOC117565882|XP_034101112.1|DALB	LOC119548581|XP_037711827.1|DSUP
OG0005215	LOC117566013|XP_034101324.1|DALB	LOC119547234|XP_037709933.1|DSUP
OG0005216	LOC117563658|XP_034097964.1|DALB	LOC119545974|XP_037707873.1|DSUP
OG0005217	LOC117577417|XP_034118215.1|DALB	LOC119548881|XP_037712440.1|DSUP
OG0005218	LOC117564768|XP_034099556.1|DALB	LOC119547199|XP_037709867.1|DSUP
OG0005219	LOC117569889|XP_034107120.1|DALB	LOC119550843|XP_037715738.1|DSUP
OG0005220	LOC117569357|XP_034106381.1|DALB	LOC119553359|XP_037719632.1|DSUP
OG0005221	LOC117565713|XP_034100852.1|DALB	LOC119548398|XP_037711554.1|DSUP
OG0005222	LOC117565326|XP_034100255.1|DALB	LOC119546342|XP_037708477.1|DSUP
OG0005223	LOC117565150|XP_034100020.1|DALB	LOC119546249|XP_037708330.1|DSUP
OG0005224	LOC117563887|XP_034098336.1|DALB	LOC119548602|XP_037711887.1|DSUP
OG0005226	LOC117563382|XP_034097580.1|DALB	LOC119545975|XP_037707874.1|DSUP
OG0005227	LOC117565876|XP_034101107.1|DALB	LOC119547108|XP_037709746.1|DSUP
OG0005228	LOC117565873|XP_034101104.1|DALB	LOC119548802|XP_037712307.1|DSUP
OG0005229	LOC117566050|XP_034101392.1|DALB	LOC119546919|XP_037709477.1|DSUP
OG0005230	LOC117566183|XP_034101579.1|DALB	LOC119546876|XP_037709411.1|DSUP
OG0005231	LOC117565352|XP_034100301.1|DALB	LOC119546731|XP_037709149.1|DSUP
OG0005232	LOC117564756|XP_034099540.1|DALB	LOC119546424|XP_037708619.1|DSUP
OG0005233	LOC117564159|XP_034098717.1|DALB	LOC119546964|XP_037709538.1|DSUP
OG0005234	LOC117565136|XP_034099997.1|DALB	LOC119547771|XP_037710711.1|DSUP
OG0005235	LOC117563245|XP_034097347.1|DALB	LOC119546616|XP_037708981.1|DSUP
OG0005236	LOC117565588|XP_034100678.1|DALB	LOC119547282|XP_037709993.1|DSUP
OG0005237	LOC117564152|XP_034098709.1|DALB	LOC119547281|XP_037709992.1|DSUP
OG0005238	LOC117564153|XP_034098710.1|DALB	LOC119547863|XP_037710823.1|DSUP
OG0005239	LOC117566077|XP_034101446.1|DALB	LOC119548763|XP_037712232.1|DSUP
OG0005240	LOC117565241|XP_034100143.1|DALB	LOC119548298|XP_037711393.1|DSUP
OG0005241	LOC117563502|XP_034097765.1|DALB	LOC119546846|XP_037709369.1|DSUP
OG0005243	LOC117566203|XP_034101620.1|DALB	LOC119546579|XP_037708911.1|DSUP
OG0005244	LOC117574239|XP_034113843.1|DALB	LOC119561028|XP_037730781.1|DSUP
OG0005245	LOC117576878|XP_034117878.1|DALB	LOC119559993|XP_037729187.1|DSUP
OG0005246	LOC117563568|XP_034097841.1|DALB	LOC119546947|XP_037709515.1|DSUP
OG0005247	LOC117566918|XP_034102430.1|DALB	LOC119549816|XP_037714022.1|DSUP
OG0005248	LOC117571544|XP_034109631.1|DALB	LOC119558293|XP_037727615.1|DSUP
OG0005249	LOC117573323|XP_034112322.1|DALB	LOC119563456|XP_037732787.1|DSUP
OG0005250	LOC117577400|XP_034118198.1|DALB	LOC119548789|XP_037712289.1|DSUP
OG0005251	LOC117564481|XP_034099173.1|DALB	LOC119546788|XP_037709273.1|DSUP
OG0005252	LOC117565662|XP_034100775.1|DALB	LOC119548683|XP_037712055.1|DSUP
OG0005253	LOC117563782|XP_034098179.1|DALB	LOC119546753|XP_037709211.1|DSUP
OG0005254	LOC117563444|XP_034097672.1|DALB	LOC119546862|XP_037709392.1|DSUP
OG0005255	LOC117563443|XP_034097671.1|DALB	LOC119548011|XP_037711008.1|DSUP
OG0005256	LOC117564112|XP_034098656.1|DALB	LOC119548872|XP_037712430.1|DSUP, LOC119562464|XP_037731577.1|DSUP
OG0005257	LOC117565373|XP_034100332.1|DALB	LOC119548013|XP_037711010.1|DSUP
OG0005258	LOC117564546|XP_034099260.1|DALB	LOC119547437|XP_037710226.1|DSUP
OG0005259	LOC117563470|XP_034097716.1|DALB	LOC119546502|XP_037708746.1|DSUP
OG0005260	LOC117563472|XP_034097719.1|DALB	LOC119546504|XP_037708749.1|DSUP
OG0005261	LOC117566197|XP_034101605.1|DALB	LOC119547448|XP_037710237.1|DSUP
OG0005262	LOC117563741|XP_034098112.1|DALB	LOC119547191|XP_037709855.1|DSUP
OG0005263	LOC117563640|XP_034097940.1|DALB	LOC119548282|XP_037711375.1|DSUP
OG0005264	LOC117576183|XP_034116664.1|DALB	LOC119563210|XP_037732434.1|DSUP
OG0005265	LOC117564643|XP_034099394.1|DALB	LOC119546970|XP_037709544.1|DSUP
OG0005266	LOC117563492|XP_034097745.1|DALB	LOC119546023|XP_037707964.1|DSUP
OG0005267	LOC117563651|XP_034097952.1|DALB	LOC119546883|XP_037709425.1|DSUP
OG0005268	LOC117563650|XP_034097951.1|DALB	LOC119547915|XP_037710881.1|DSUP
OG0005269	LOC117563711|XP_034098049.1|DALB	LOC119546969|XP_037709542.1|DSUP
OG0005270	LOC117564628|XP_034099375.1|DALB	LOC119547951|XP_037710928.1|DSUP
OG0005271	LOC117578375|XP_034119696.1|DALB	LOC119545927|XP_037707773.1|DSUP
OG0005272	LOC117565603|XP_034100695.1|DALB	LOC119548202|XP_037711260.1|DSUP
OG0005273	LOC117563457|XP_034097701.1|DALB	LOC119547379|XP_037710133.1|DSUP
OG0005274	LOC117564140|XP_034098694.1|DALB	LOC119547310|XP_037710036.1|DSUP
OG0005275	LOC117564472|XP_034099161.1|DALB	LOC119548677|XP_037712049.1|DSUP
OG0005276	LOC117564747|XP_034099528.1|DALB	LOC119547236|XP_037709943.1|DSUP
OG0005277	LOC117566010|XP_034101322.1|DALB	LOC119547232|XP_037709926.1|DSUP
OG0005278	LOC117571250|XP_034109194.1|DALB	LOC119550462|XP_037715075.1|DSUP
OG0005279	LOC117564397|XP_034099009.1|DALB	LOC119562378|XP_037731467.1|DSUP, LOC119562633|XP_037731790.1|DSUP
OG0005280	LOC117565868|XP_034101096.1|DALB	LOC119547201|XP_037709873.1|DSUP
OG0005281	LOC117564898|XP_034099739.1|DALB	LOC119546792|XP_037709282.1|DSUP
OG0005282	LOC117573414|XP_034112510.1|DALB	LOC119560049|XP_037729283.1|DSUP
OG0005283	LOC117574169|XP_034113751.1|DALB	LOC119552137|XP_037717861.1|DSUP
OG0005284	LOC117566008|XP_034101320.1|DALB	LOC119548808|XP_037712321.1|DSUP
OG0005285	LOC117566007|XP_034101319.1|DALB	LOC119547374|XP_037710125.1|DSUP
OG0005286	LOC117565872|XP_034101099.1|DALB	LOC119546377|XP_037708538.1|DSUP
OG0005287	LOC117564668|XP_034099423.1|DALB	LOC119546884|XP_037709426.1|DSUP
OG0005288	LOC117564536|XP_034099249.1|DALB	LOC119548722|XP_037712137.1|DSUP
OG0005289	LOC117564482|XP_034099177.1|DALB	LOC119558477|XP_037727918.1|DSUP
OG0005290	LOC117574057|XP_034113564.1|DALB	LOC119560991|XP_037730699.1|DSUP
OG0005293	LOC117563508|XP_034097774.1|DALB	LOC119547151|XP_037709798.1|DSUP
OG0005294	LOC117563404|XP_034097628.1|DALB	LOC119547509|XP_037710329.1|DSUP
OG0005296	LOC117573775|XP_034113065.1|DALB	LOC119561060|XP_037730824.1|DSUP
OG0005297	LOC117565077|XP_034099918.1|DALB	LOC119547662|XP_037710540.1|DSUP
OG0005298	LOC117565411|XP_034100388.1|DALB	LOC119547271|XP_037709981.1|DSUP
OG0005299	LOC117575128|XP_034115122.1|DALB	LOC119545636|XP_037707275.1|DSUP
OG0005300	LOC117577769|XP_034118573.1|DALB	LOC119557136|XP_037725647.1|DSUP
OG0005301	LOC117565824|XP_034101019.1|DALB	LOC119546260|XP_037708347.1|DSUP
OG0005302	LOC117568254|XP_034104627.1|DALB	LOC119549168|XP_037712891.1|DSUP
OG0005303	LOC117564719|XP_034099493.1|DALB	LOC119546615|XP_037708980.1|DSUP
OG0005304	LOC117564249|XP_034098844.1|DALB	LOC119546313|XP_037708440.1|DSUP
OG0005305	LOC117568068|XP_034104319.1|DALB	LOC119550461|XP_037715073.1|DSUP
OG0005306	LOC117564450|XP_034099118.1|DALB	LOC119548315|XP_037711423.1|DSUP
OG0005307	LOC117564212|XP_034098787.1|DALB	LOC119547043|XP_037709647.1|DSUP
OG0005308	LOC117564108|XP_034098649.1|DALB	LOC119547095|XP_037709724.1|DSUP
OG0005309	LOC117578378|XP_034119702.1|DALB	LOC119547430|XP_037710217.1|DSUP
OG0005310	LOC117564442|XP_034099072.1|DALB	LOC119546536|XP_037708807.1|DSUP
OG0005311	LOC117564005|XP_034098487.1|DALB	LOC119546849|XP_037709374.1|DSUP
OG0005312	LOC117563321|XP_034097472.1|DALB	LOC119546559|XP_037708852.1|DSUP
OG0005313	LOC117563310|XP_034097449.1|DALB	LOC119548032|XP_037711034.1|DSUP
OG0005314	LOC117564602|XP_034099349.1|DALB	LOC119546588|XP_037708930.1|DSUP
OG0005315	LOC117563475|XP_034097723.1|DALB	LOC119547168|XP_037709823.1|DSUP
OG0005316	LOC117570570|XP_034108196.1|DALB	LOC119549709|XP_037713865.1|DSUP
OG0005317	LOC117563951|XP_034098415.1|DALB	LOC119546613|XP_037708977.1|DSUP
OG0005318	LOC117565660|XP_034100773.1|DALB	LOC119562637|XP_037731792.1|DSUP
OG0005319	LOC117563948|XP_034098411.1|DALB	LOC119547064|XP_037709675.1|DSUP
OG0005320	LOC117566060|XP_034101407.1|DALB	LOC119546911|XP_037709468.1|DSUP
OG0005321	LOC117566143|XP_034101520.1|DALB	LOC119546859|XP_037709388.1|DSUP
OG0005322	LOC117565887|XP_034101119.1|DALB	LOC119547516|XP_037710337.1|DSUP
OG0005323	LOC117563667|XP_034097976.1|DALB	LOC119547215|XP_037709893.1|DSUP
OG0005324	LOC117564248|XP_034098841.1|DALB	LOC119547975|XP_037710954.1|DSUP
OG0005326	LOC117564251|XP_034098846.1|DALB	LOC119548416|XP_037711586.1|DSUP
OG0005327	LOC117578403|XP_034119748.1|DALB	LOC119548005|XP_037710995.1|DSUP
OG0005328	LOC117576028|XP_034116428.1|DALB	LOC119546421|XP_037708618.1|DSUP
OG0005329	LOC117571933|XP_034110313.1|DALB	LOC119555535|XP_037722895.1|DSUP
OG0005330	LOC117570718|XP_034108420.1|DALB	LOC119555534|XP_037722894.1|DSUP
OG0005331	LOC117563652|XP_034097953.1|DALB	LOC119546612|XP_037708976.1|DSUP
OG0005332	LOC117564036|XP_034098531.1|DALB	LOC119548082|XP_037711095.1|DSUP
OG0005333	LOC117565493|XP_034100491.1|DALB	LOC119548096|XP_037711113.1|DSUP
OG0005334	LOC117563464|XP_034097707.1|DALB	LOC119545951|XP_037707835.1|DSUP
OG0005335	LOC117570276|XP_034107685.1|DALB	LOC119549812|XP_037714012.1|DSUP
OG0005336	LOC117569084|XP_034105990.1|DALB	LOC119551424|XP_037716695.1|DSUP
OG0005337	LOC117569846|XP_034107066.1|DALB	LOC119550938|XP_037715891.1|DSUP
OG0005338	LOC117563546|XP_034097815.1|DALB	LOC119547469|XP_037710283.1|DSUP
OG0005339	LOC117563426|XP_034097651.1|DALB	LOC119546157|XP_037708195.1|DSUP
OG0005340	LOC117563293|XP_034097427.1|DALB	LOC119547082|XP_037709706.1|DSUP
OG0005341	LOC117572778|XP_034111764.1|DALB	LOC119550898|XP_037715816.1|DSUP
OG0005342	LOC117564778|XP_034099567.1|DALB	LOC119547779|XP_037710718.1|DSUP
OG0005343	LOC117569857|XP_034107081.1|DALB	LOC119551685|XP_037717077.1|DSUP
OG0005344	LOC117569283|XP_034106280.1|DALB	LOC119551063|XP_037716114.1|DSUP
OG0005345	LOC117563367|XP_034097557.1|DALB	LOC119548463|XP_037711659.1|DSUP
OG0005346	LOC117563262|XP_034097376.1|DALB	LOC119548555|XP_037711782.1|DSUP
OG0005347	LOC117564101|XP_034098638.1|DALB	LOC119546879|XP_037709415.1|DSUP
OG0005348	LOC117563309|XP_034097448.1|DALB	LOC119546821|XP_037709335.1|DSUP
OG0005349	LOC117565541|XP_034100576.1|DALB	LOC119548682|XP_037712054.1|DSUP
OG0005350	LOC117565462|XP_034100457.1|DALB	LOC119548061|XP_037711073.1|DSUP
OG0005351	LOC117569298|XP_034106297.1|DALB	LOC119553304|XP_037719557.1|DSUP
OG0005352	LOC117564205|XP_034098776.1|DALB	LOC119546413|XP_037708600.1|DSUP
OG0005353	LOC117572208|XP_034110768.1|DALB	LOC119551313|XP_037716536.1|DSUP
OG0005354	LOC117563804|XP_034098228.1|DALB	LOC119548856|XP_037712410.1|DSUP
OG0005355	LOC117564117|XP_034098665.1|DALB	LOC119546542|XP_037708818.1|DSUP
OG0005356	LOC117564125|XP_034098674.1|DALB	LOC119546277|XP_037708378.1|DSUP
OG0005357	LOC117565198|XP_034100093.1|DALB	LOC119546630|XP_037708997.1|DSUP
OG0005358	LOC117563799|XP_034098222.1|DALB, LOC117565702|XP_034100834.1|DALB	LOC119546284|XP_037708392.1|DSUP
OG0005359	LOC117572639|XP_034111500.1|DALB	LOC119551782|XP_037717238.1|DSUP
OG0005360	LOC117569274|XP_034106267.1|DALB	LOC119554454|XP_037721294.1|DSUP
OG0005363	LOC117565177|XP_034100066.1|DALB	LOC119548302|XP_037711398.1|DSUP
OG0005364	LOC117569909|XP_034107139.1|DALB	LOC119550857|XP_037715759.1|DSUP
OG0005365	LOC117564204|XP_034098772.1|DALB	LOC119546534|XP_037708802.1|DSUP
OG0005366	LOC117564886|XP_034099725.1|DALB	LOC119548000|XP_037710987.1|DSUP
OG0005367	LOC117563991|XP_034098471.1|DALB	LOC119547076|XP_037709691.1|DSUP
OG0005368	LOC117576316|XP_034116862.1|DALB	LOC119563242|XP_037732475.1|DSUP
OG0005369	LOC117564894|XP_034099733.1|DALB	LOC119548176|XP_037711218.1|DSUP
OG0005370	LOC117564082|XP_034098601.1|DALB	LOC119546074|XP_037708076.1|DSUP
OG0005371	LOC117563482|XP_034097734.1|DALB	LOC119546533|XP_037708801.1|DSUP
OG0005372	LOC117574392|XP_034114121.1|DALB	LOC119560793|XP_037730350.1|DSUP
OG0005373	LOC117565704|XP_034100836.1|DALB	LOC119562213|XP_037731339.1|DSUP
OG0005374	LOC117563344|XP_034097513.1|DALB	LOC119548316|XP_037711424.1|DSUP
OG0005375	LOC117564953|XP_034099799.1|DALB	LOC119546238|XP_037708312.1|DSUP
OG0005376	LOC117566230|XP_034101666.1|DALB	LOC119548307|XP_037711408.1|DSUP
OG0005377	LOC117572499|XP_034111241.1|DALB	LOC119554232|XP_037720991.1|DSUP
OG0005378	LOC117564913|XP_034099758.1|DALB	LOC119547520|XP_037710342.1|DSUP
OG0005379	LOC117564732|XP_034099510.1|DALB	LOC119546725|XP_037709143.1|DSUP
OG0005380	LOC117563580|XP_034097857.1|DALB	LOC119547725|XP_037710632.1|DSUP
OG0005381	LOC117565491|XP_034100487.1|DALB	LOC119548627|XP_037711933.1|DSUP
OG0005382	LOC117565911|XP_034101155.1|DALB	LOC119548778|XP_037712252.1|DSUP
OG0005383	LOC117569629|XP_034106758.1|DALB	LOC119554004|XP_037720639.1|DSUP
OG0005384	LOC117575889|XP_034116221.1|DALB	LOC119553349|XP_037719619.1|DSUP
OG0005385	LOC117568748|XP_034105467.1|DALB	LOC119549145|XP_037712851.1|DSUP
OG0005386	LOC117571152|XP_034109050.1|DALB	LOC119551768|XP_037717223.1|DSUP
OG0005387	LOC117574123|XP_034113667.1|DALB	LOC119561081|XP_037730868.1|DSUP
OG0005388	LOC117565634|XP_034100735.1|DALB	LOC119546701|XP_037709109.1|DSUP
OG0005389	LOC117565936|XP_034101212.1|DALB	LOC119547013|XP_037709609.1|DSUP
OG0005390	LOC117563272|XP_034097391.1|DALB	LOC119548838|XP_037712385.1|DSUP
OG0005391	LOC117563276|XP_034097396.1|DALB	LOC119548840|XP_037712387.1|DSUP
OG0005392	LOC117566031|XP_034101366.1|DALB	LOC119548824|XP_037712365.1|DSUP
OG0005393	LOC117576641|XP_034117461.1|DALB	LOC119563363|XP_037732643.1|DSUP
OG0005394	LOC117563904|XP_034098358.1|DALB	LOC119546506|XP_037708755.1|DSUP
OG0005395	LOC117564571|XP_034099297.1|DALB	LOC119548621|XP_037711919.1|DSUP
OG0005396	LOC117563592|XP_034097869.1|DALB	LOC119546252|XP_037708334.1|DSUP
OG0005397	LOC117565362|XP_034100316.1|DALB	LOC119546538|XP_037708808.1|DSUP
OG0005398	LOC117576051|XP_034116473.1|DALB	LOC119560753|XP_037730299.1|DSUP
OG0005399	LOC117570185|XP_034107557.1|DALB	LOC119549938|XP_037714244.1|DSUP
OG0005400	LOC117566644|XP_034102077.1|DALB	LOC119549884|XP_037714117.1|DSUP
OG0005401	LOC117565363|XP_034100317.1|DALB	LOC119548121|XP_037711145.1|DSUP
OG0005402	LOC117566040|XP_034101381.1|DALB	LOC119547499|XP_037710319.1|DSUP
OG0005403	LOC117566038|XP_034101378.1|DALB	LOC119548216|XP_037711280.1|DSUP
OG0005404	LOC117566039|XP_034101379.1|DALB	LOC119548217|XP_037711281.1|DSUP
OG0005405	LOC117566689|XP_034102127.1|DALB	LOC119551501|XP_037716794.1|DSUP
OG0005406	LOC117570460|XP_034108013.1|DALB	LOC119551491|XP_037716785.1|DSUP
OG0005407	LOC117567229|XP_034102950.1|DALB	LOC119550187|XP_037714657.1|DSUP
OG0005408	LOC117566136|XP_034101509.1|DALB	LOC119547360|XP_037710105.1|DSUP
OG0005409	LOC117565093|XP_034099942.1|DALB	LOC119548311|XP_037711415.1|DSUP
OG0005410	LOC117563931|XP_034098394.1|DALB	LOC119546799|XP_037709303.1|DSUP
OG0005412	LOC117569709|XP_034106865.1|DALB	LOC119549795|XP_037713989.1|DSUP
OG0005413	LOC117570532|XP_034108129.1|DALB	LOC119552107|XP_037717820.1|DSUP
OG0005414	LOC117572433|XP_034111156.1|DALB	LOC119556752|XP_037725101.1|DSUP
OG0005415	LOC117578206|XP_034119434.1|DALB	LOC119555834|XP_037723388.1|DSUP
OG0005416	LOC117570938|XP_034108758.1|DALB	LOC119550865|XP_037715771.1|DSUP
OG0005417	LOC117565319|XP_034100250.1|DALB	LOC119546882|XP_037709424.1|DSUP
OG0005418	LOC117564034|XP_034098529.1|DALB	LOC119546762|XP_037709235.1|DSUP
OG0005420	LOC117565395|XP_034100368.1|DALB	LOC119548506|XP_037711714.1|DSUP
OG0005421	LOC117564952|XP_034099798.1|DALB	LOC119547229|XP_037709917.1|DSUP
OG0005422	LOC117573042|XP_034111826.1|DALB	LOC119556260|XP_037724232.1|DSUP
OG0005423	LOC117565922|XP_034101185.1|DALB	LOC119546102|XP_037708114.1|DSUP
OG0005424	LOC117567170|XP_034102876.1|DALB	LOC119549214|XP_037713000.1|DSUP
OG0005425	LOC117576046|XP_034116467.1|DALB	LOC119557360|XP_037726025.1|DSUP
OG0005426	LOC117572329|XP_034110956.1|DALB	LOC119551838|XP_037717336.1|DSUP
OG0005428	LOC117564234|XP_034098816.1|DALB	LOC119559664|XP_037728641.1|DSUP
OG0005429	LOC117563375|XP_034097570.1|DALB	LOC119546311|XP_037708435.1|DSUP
OG0005430	LOC117563374|XP_034097568.1|DALB	LOC119546312|XP_037708437.1|DSUP
OG0005431	LOC117565202|XP_034100098.1|DALB	LOC119548075|XP_037711090.1|DSUP
OG0005432	LOC117565707|XP_034100843.1|DALB	LOC119559676|XP_037728661.1|DSUP
OG0005433	LOC117567415|XP_034103282.1|DALB	LOC119550348|XP_037714895.1|DSUP
OG0005434	LOC117564633|XP_034099383.1|DALB	LOC119561746|XP_037731153.1|DSUP
OG0005435	LOC117565711|XP_034100847.1|DALB	LOC119560096|XP_037729346.1|DSUP
OG0005436	LOC117565710|XP_034100846.1|DALB	LOC119562422|XP_037731537.1|DSUP
OG0005437	LOC117575139|XP_034115136.1|DALB	LOC119563152|XP_037732339.1|DSUP
OG0005438	LOC117565816|XP_034101007.1|DALB	LOC119546296|XP_037708408.1|DSUP
OG0005439	LOC117575181|XP_034115181.1|DALB	LOC119557587|XP_037726319.1|DSUP
OG0005440	LOC117566231|XP_034101668.1|DALB	LOC119546314|XP_037708441.1|DSUP
OG0005441	LOC117565992|XP_034101301.1|DALB	LOC119547498|XP_037710318.1|DSUP
OG0005442	LOC117564221|XP_034098799.1|DALB	LOC119546028|XP_037707972.1|DSUP
OG0005443	LOC117566252|XP_034101696.1|DALB	LOC119547576|XP_037710405.1|DSUP
OG0005444	LOC117563566|XP_034097839.1|DALB	LOC119547834|XP_037710793.1|DSUP
OG0005446	LOC117563243|XP_034097345.1|DALB	LOC119545977|XP_037707883.1|DSUP
OG0005447	LOC117564822|XP_034099635.1|DALB	LOC119547749|XP_037710673.1|DSUP
OG0005448	LOC117567694|XP_034103710.1|DALB	LOC119552018|XP_037717682.1|DSUP
OG0005449	LOC117572852|XP_034111812.1|DALB, LOC117564999|XP_034099834.1|DALB, LOC117564998|XP_034099833.1|DALB	LOC119557257|XP_037725869.1|DSUP
OG0005450	LOC117573642|XP_034112848.1|DALB	LOC119551034|XP_037716061.1|DSUP
OG0005451	LOC117563512|XP_034097779.1|DALB	LOC119547956|XP_037710934.1|DSUP
OG0005452	LOC117568622|XP_034105299.1|DALB	LOC119550186|XP_037714653.1|DSUP
OG0005453	LOC117574499|XP_034114234.1|DALB	LOC119545732|XP_037707480.1|DSUP
OG0005454	LOC117563610|XP_034097901.1|DALB	LOC119546818|XP_037709333.1|DSUP
OG0005455	LOC117571477|XP_034109530.1|DALB	LOC119550108|XP_037714518.1|DSUP
OG0005456	LOC117565684|XP_034100809.1|DALB	LOC119547481|XP_037710294.1|DSUP
OG0005457	LOC117565076|XP_034099915.1|DALB	LOC119548601|XP_037711886.1|DSUP
OG0005459	LOC117564823|XP_034099636.1|DALB	LOC119547727|XP_037710638.1|DSUP
OG0005460	LOC117565629|XP_034100730.1|DALB	LOC119547968|XP_037710946.1|DSUP
OG0005461	LOC117565467|XP_034100464.1|DALB	LOC119548880|XP_037712439.1|DSUP
OG0005462	LOC117565469|XP_034100466.1|DALB	LOC119548878|XP_037712437.1|DSUP
OG0005463	LOC117567479|XP_034103401.1|DALB	LOC119553861|XP_037720442.1|DSUP
OG0005464	LOC117565463|XP_034100458.1|DALB	LOC119546997|XP_037709590.1|DSUP
OG0005465	LOC117566034|XP_034101372.1|DALB	LOC119548596|XP_037711878.1|DSUP
OG0005466	LOC117571798|XP_034110054.1|DALB	LOC119548188|XP_037711245.1|DSUP
OG0005467	LOC117574823|XP_034114685.1|DALB	LOC119556211|XP_037724110.1|DSUP
OG0005468	LOC117566115|XP_034101477.1|DALB	LOC119548847|XP_037712396.1|DSUP
OG0005469	LOC117564057|XP_034098569.1|DALB	LOC119548192|XP_037711247.1|DSUP
OG0005470	LOC117564053|XP_034098564.1|DALB	LOC119548860|XP_037712414.1|DSUP
OG0005471	LOC117564306|XP_034098894.1|DALB	LOC119546131|XP_037708160.1|DSUP
OG0005472	LOC117564660|XP_034099409.1|DALB	LOC119546384|XP_037708551.1|DSUP
OG0005473	LOC117563739|XP_034098109.1|DALB	LOC119548157|XP_037711188.1|DSUP
OG0005474	LOC117563807|XP_034098231.1|DALB	LOC119547441|XP_037710230.1|DSUP
OG0005475	LOC117563400|XP_034097625.1|DALB	LOC119547440|XP_037710229.1|DSUP
OG0005476	LOC117572527|XP_034111278.1|DALB	LOC119552124|XP_037717839.1|DSUP
OG0005477	LOC117572566|XP_034111337.1|DALB	LOC119555316|XP_037722568.1|DSUP
OG0005478	LOC117563646|XP_034097946.1|DALB	LOC119548058|XP_037711070.1|DSUP
OG0005479	LOC117563645|XP_034097945.1|DALB	LOC119547625|XP_037710479.1|DSUP
OG0005480	LOC117564463|XP_034099141.1|DALB	LOC119547626|XP_037710481.1|DSUP
OG0005481	LOC117563552|XP_034097823.1|DALB	LOC119547267|XP_037709977.1|DSUP
OG0005482	LOC117563334|XP_034097493.1|DALB	LOC119546137|XP_037708169.1|DSUP
OG0005483	LOC117573421|XP_034112518.1|DALB	LOC119563370|XP_037732649.1|DSUP
OG0005484	LOC117564562|XP_034099286.1|DALB	LOC119547552|XP_037710379.1|DSUP
OG0005485	LOC117569328|XP_034106346.1|DALB	LOC119551047|XP_037716086.1|DSUP
OG0005486	LOC117570324|XP_034107756.1|DALB	LOC119551193|XP_037716322.1|DSUP
OG0005487	LOC117565558|XP_034100617.1|DALB	LOC119546244|XP_037708323.1|DSUP
OG0005488	LOC117565034|XP_034099874.1|DALB	LOC119548241|XP_037711309.1|DSUP
OG0005489	LOC117563223|XP_034097308.1|DALB	LOC119546449|XP_037708651.1|DSUP
OG0005490	LOC117563222|XP_034097307.1|DALB	LOC119548339|XP_037711473.1|DSUP
OG0005491	LOC117565759|XP_034100904.1|DALB	LOC119548186|XP_037711230.1|DSUP
OG0005492	LOC117565888|XP_034101120.1|DALB	LOC119546775|XP_037709255.1|DSUP
OG0005493	LOC117564226|XP_034098806.1|DALB	LOC119547135|XP_037709775.1|DSUP
OG0005494	LOC117572581|XP_034111356.1|DALB	LOC119550774|XP_037715631.1|DSUP
OG0005495	LOC117570452|XP_034108003.1|DALB	LOC119551459|XP_037716735.1|DSUP
OG0005497	LOC117564454|XP_034099126.1|DALB	LOC119547528|XP_037710349.1|DSUP
OG0005498	LOC117564457|XP_034099132.1|DALB	LOC119547530|XP_037710352.1|DSUP
OG0005499	LOC117563717|XP_034098065.1|DALB	LOC119548804|XP_037712311.1|DSUP
OG0005500	LOC117563718|XP_034098066.1|DALB	LOC119548806|XP_037712316.1|DSUP
OG0005501	LOC117578376|XP_034119699.1|DALB	LOC119545928|XP_037707774.1|DSUP
OG0005502	LOC117578377|XP_034119700.1|DALB	LOC119545929|XP_037707775.1|DSUP
OG0005504	LOC117563929|XP_034098392.1|DALB	LOC119548260|XP_037711333.1|DSUP
OG0005506	LOC117564032|XP_034098525.1|DALB	LOC119546134|XP_037708164.1|DSUP
OG0005507	LOC117563337|XP_034097499.1|DALB	LOC119546012|XP_037707944.1|DSUP
