Orthogroup	DALB.longest_only	DHYD.longest_only
OG0003757	LOC117568174|XP_034104497.1|DALB	LOC111593907|XP_023162746.2|DHYD
OG0003758	LOC117571311|XP_034109275.1|DALB	LOC111603991|XP_030081292.1|DHYD
OG0003759	LOC117572017|XP_034110447.1|DALB	LOC111605174|XP_023179331.2|DHYD
OG0003760	LOC117567779|XP_034103868.1|DALB	LOC111601275|XP_023173558.2|DHYD
OG0003761	LOC117567122|XP_034102820.1|DALB	LOC111601721|XP_023174210.2|DHYD
OG0003762	LOC117567121|XP_034102816.1|DALB	LOC111601722|XP_023174211.1|DHYD
OG0003763	LOC117569750|XP_034106930.1|DALB	LOC111600519|XP_023172417.2|DHYD
OG0003764	LOC117569746|XP_034106924.1|DALB	LOC111600462|XP_023172332.1|DHYD
OG0003765	LOC117564115|XP_034098663.1|DALB	LOC111594672|XP_023163848.1|DHYD
OG0003766	LOC117568741|XP_034105458.1|DALB, LOC117566089|XP_034101457.1|DALB	LOC111605156|XP_023179307.1|DHYD
OG0003767	LOC117571854|XP_034110139.1|DALB	LOC111593937|XP_023162785.1|DHYD
OG0003768	LOC117569104|XP_034106012.1|DALB	LOC111604561|XP_023178432.2|DHYD
OG0003769	LOC117567824|XP_034103956.1|DALB	LOC111604424|XP_023178253.1|DHYD
OG0003770	LOC117573077|XP_034111846.1|DALB	LOC111594138|XP_023163073.2|DHYD
OG0003771	LOC117572088|XP_034110575.1|DALB	LOC111592846|XP_023161050.1|DHYD
OG0003772	LOC117571838|XP_034110117.1|DALB	LOC111596023|XP_023165817.2|DHYD
OG0003773	LOC117570686|XP_034108378.1|DALB	LOC111597658|XP_023168248.2|DHYD
OG0003774	LOC117571320|XP_034109293.1|DALB	LOC111594027|XP_023162903.2|DHYD
OG0003775	LOC117578252|XP_034119563.1|DALB	LOC111593474|XP_023162003.1|DHYD
OG0003776	LOC117568296|XP_034104708.1|DALB	LOC111599943|XP_023171562.1|DHYD
OG0003777	LOC117572662|XP_034111550.1|DALB	LOC111593311|XP_023161775.1|DHYD
OG0003778	LOC117572785|XP_034111774.1|DALB	LOC111605409|XP_023179679.2|DHYD
OG0003779	LOC117572788|XP_034111777.1|DALB	LOC111602113|XP_023174826.2|DHYD
OG0003780	LOC117566889|XP_034102393.1|DALB	LOC111600573|XP_023172530.2|DHYD
OG0003781	LOC117573211|XP_034112114.1|DALB	LOC111598003|XP_023168768.1|DHYD
OG0003782	LOC117577087|XP_034118078.1|DALB	LOC111592138|XP_030079976.1|DHYD
OG0003783	LOC117576964|XP_034118032.1|DALB	LOC111593233|XP_023161654.2|DHYD
OG0003784	LOC117567454|XP_034103358.1|DALB	LOC111593929|XP_023162775.1|DHYD
OG0003785	LOC117569120|XP_034106032.1|DALB	LOC111600122|XP_023171855.1|DHYD
OG0003786	LOC117571342|XP_034109339.1|DALB	LOC111605117|XP_023179243.2|DHYD
OG0003787	LOC117571345|XP_034109345.1|DALB	LOC111605207|XP_023179397.2|DHYD
OG0003788	LOC117567907|XP_034104076.1|DALB	LOC111600053|XP_023171747.1|DHYD
OG0003789	LOC117571185|XP_034109106.1|DALB	LOC111604162|XP_023177858.2|DHYD
OG0003790	LOC117568094|XP_034104365.1|DALB, LOC117568095|XP_034104366.1|DALB	LOC111592821|XP_023161013.2|DHYD
OG0003791	LOC117573279|XP_034112257.1|DALB	LOC111599592|XP_030080816.1|DHYD
OG0003792	LOC117569708|XP_034106863.1|DALB	LOC111597098|XP_023167408.2|DHYD
OG0003793	LOC117568175|XP_034104501.1|DALB	LOC111593909|XP_023162749.1|DHYD
OG0003794	LOC117567942|XP_034104128.1|DALB	LOC111599435|XP_023170857.2|DHYD
OG0003795	LOC117567473|XP_034103387.1|DALB	LOC115482734|XP_030081566.1|DHYD
OG0003796	LOC117575129|XP_034115123.1|DALB	LOC111592700|XP_023160848.2|DHYD
OG0003797	LOC117563962|XP_034098429.1|DALB	LOC111600377|XP_023172222.1|DHYD
OG0003798	LOC117568182|XP_034104520.1|DALB	LOC111604601|XP_023178480.1|DHYD
OG0003799	LOC117569495|XP_034106569.1|DALB	LOC111600710|XP_023172735.2|DHYD
OG0003800	LOC117564914|XP_034099759.1|DALB	LOC111603886|XP_023177472.1|DHYD
OG0003801	LOC117565055|XP_034099891.1|DALB	LOC111596304|XP_030080532.1|DHYD
OG0003802	LOC117564906|XP_034099750.1|DALB	LOC111600395|XP_023172241.2|DHYD
OG0003803	LOC117575136|XP_034115133.1|DALB	LOC111592705|XP_023160860.1|DHYD
OG0003804	LOC117565780|XP_034100948.1|DALB	LOC111603878|XP_023177457.2|DHYD
OG0003805	LOC117564081|XP_034098600.1|DALB	LOC111596002|XP_023165775.2|DHYD
OG0003806	LOC117566048|XP_034101388.1|DALB	LOC111594707|XP_023163898.1|DHYD
OG0003807	LOC117563373|XP_034097565.1|DALB	LOC111602346|XP_023175125.1|DHYD
OG0003808	LOC117567638|XP_034103634.1|DALB	LOC111601059|XP_023173246.2|DHYD
OG0003809	LOC117563239|XP_034097337.1|DALB	LOC111595789|XP_023165442.2|DHYD
OG0003810	LOC117567743|XP_034103819.1|DALB	LOC111604083|XP_023177736.2|DHYD
OG0003811	LOC117569811|XP_034107019.1|DALB	LOC111600151|XP_023171909.2|DHYD
OG0003812	LOC117563342|XP_034097510.1|DALB	LOC111602161|XP_030079256.1|DHYD
OG0003813	LOC117564829|XP_034099645.1|DALB	LOC111603685|XP_023177140.2|DHYD
OG0003814	LOC117563624|XP_034097922.1|DALB	LOC111591962|XP_023159673.2|DHYD
OG0003815	LOC117573564|XP_034112740.1|DALB	LOC111595029|XP_023164318.2|DHYD, LOC115483326|XP_030080584.1|DHYD, LOC115483785|XP_030081901.1|DHYD
OG0003816	LOC117564648|XP_034099400.1|DALB	LOC111594720|XP_023163917.2|DHYD
OG0003817	LOC117564259|XP_034098854.1|DALB	LOC111603863|XP_023177437.1|DHYD
OG0003818	LOC117565276|XP_034100195.1|DALB	LOC111602487|XP_023175318.1|DHYD
OG0003819	LOC117565987|XP_034101291.1|DALB	LOC111602173|XP_023174902.1|DHYD
OG0003820	LOC117573457|XP_034112571.1|DALB	LOC111604838|XP_023178837.1|DHYD
OG0003821	LOC117570474|XP_034108048.1|DALB	LOC111600649|XP_023172637.1|DHYD
OG0003822	LOC117565091|XP_034099936.1|DALB	LOC111592070|XP_023159844.2|DHYD
OG0003823	LOC117563313|XP_034097462.1|DALB	LOC111596284|XP_023166202.1|DHYD
OG0003824	LOC117563558|XP_034097829.1|DALB	LOC111594105|XP_023163027.1|DHYD
OG0003825	LOC117566154|XP_034101533.1|DALB	LOC111603916|XP_023177508.2|DHYD
OG0003826	LOC117564366|XP_034098974.1|DALB	LOC111603930|XP_023177525.1|DHYD
OG0003827	LOC117563675|XP_034097992.1|DALB	LOC111603992|XP_030079084.1|DHYD
OG0003828	LOC117563673|XP_034097989.1|DALB	LOC111603859|XP_023177428.2|DHYD
OG0003829	LOC117565560|XP_034100619.1|DALB	LOC111600424|XP_023172275.2|DHYD
OG0003830	LOC117565461|XP_034100456.1|DALB	LOC111596315|XP_023166249.1|DHYD
OG0003831	LOC117575691|XP_034115894.1|DALB	LOC111594959|XP_023164225.1|DHYD
OG0003832	LOC117565616|XP_034100712.1|DALB	LOC111596343|XP_023166296.2|DHYD, LOC115482916|XP_030079023.1|DHYD
OG0003833	LOC117565620|XP_034100723.1|DALB	LOC111596327|XP_023166260.1|DHYD, LOC115482914|XP_030079022.1|DHYD
OG0003834	LOC117565280|XP_034100198.1|DALB	LOC111605015|XP_023179112.2|DHYD
OG0003835	LOC117563725|XP_034098078.1|DALB	LOC111596289|XP_023166211.2|DHYD
OG0003836	LOC117565605|XP_034100701.1|DALB	LOC111598988|XP_023170258.2|DHYD
OG0003837	LOC117565604|XP_034100699.1|DALB	LOC111598981|XP_023170249.2|DHYD
OG0003838	LOC117564641|XP_034099392.1|DALB	LOC115483220|XP_030080419.1|DHYD, LOC111602114|XP_023174834.2|DHYD
OG0003839	LOC117563249|XP_034097353.1|DALB	LOC111594714|XP_023163909.1|DHYD
OG0003840	LOC117567633|XP_034103623.1|DALB	LOC111604120|XP_023177798.1|DHYD
OG0003841	LOC117564813|XP_034099626.1|DALB	LOC111599333|XP_023170722.2|DHYD
OG0003842	LOC117566200|XP_034101608.1|DALB	LOC111592644|XP_023160758.2|DHYD
OG0003843	LOC117563870|XP_034098317.1|DALB	LOC111600322|XP_023172148.2|DHYD
OG0003844	LOC117563657|XP_034097962.1|DALB	LOC111592615|XP_023160717.1|DHYD
OG0003845	LOC117564572|XP_034099299.1|DALB	LOC111598975|XP_023170239.2|DHYD
OG0003846	LOC117564652|XP_034099403.1|DALB	LOC111603968|XP_023177575.2|DHYD
OG0003847	LOC117563207|XP_034097285.1|DALB	LOC111593769|XP_023162557.1|DHYD
OG0003848	LOC117576546|XP_034117274.1|DALB	LOC111596184|XP_023166059.2|DHYD
OG0003849	LOC117569152|XP_034106104.1|DALB	LOC111599400|XP_023170824.2|DHYD
OG0003850	LOC117564416|XP_034099038.1|DALB	LOC111600338|XP_030081049.1|DHYD, LOC115483004|XP_030079523.1|DHYD
OG0003851	LOC117570573|XP_034108206.1|DALB	LOC111602111|XP_023174824.1|DHYD
OG0003852	LOC117566080|XP_034101451.1|DALB	LOC111594230|XP_023163202.1|DHYD
OG0003853	LOC117566398|XP_034101798.1|DALB	LOC111594006|XP_023162868.2|DHYD
OG0003854	LOC117564451|XP_034099121.1|DALB	LOC111602521|XP_023175372.2|DHYD
OG0003855	LOC117563343|XP_034097511.1|DALB	LOC111602519|XP_023175370.2|DHYD
OG0003856	LOC117564740|XP_034099519.1|DALB	LOC111595186|XP_023164534.2|DHYD
OG0003857	LOC117564000|XP_034098481.1|DALB	LOC111595939|XP_030079272.1|DHYD
OG0003858	LOC117578324|XP_034119677.1|DALB	LOC111604064|XP_023177742.1|DHYD
OG0003859	LOC117565130|XP_034099987.1|DALB	LOC111601910|XP_030079193.1|DHYD
OG0003860	LOC117566659|XP_034102094.1|DALB	LOC111603445|XP_023176803.2|DHYD
OG0003861	LOC117564373|XP_034098980.1|DALB	LOC111596047|XP_023165853.2|DHYD
OG0003862	LOC117564404|XP_034099019.1|DALB	LOC111596338|XP_023166286.2|DHYD
OG0003863	LOC117565658|XP_034100767.1|DALB	LOC111593169|XP_023161543.2|DHYD
OG0003864	LOC117565719|XP_034100857.1|DALB	LOC111593164|XP_023161538.1|DHYD
OG0003865	LOC117574941|XP_034114881.1|DALB	LOC111604214|XP_023177947.2|DHYD
OG0003866	LOC117564261|XP_034098856.1|DALB, LOC117564260|XP_034098855.1|DALB	LOC111600430|XP_023172291.1|DHYD
OG0003867	LOC117564114|XP_034098662.1|DALB	LOC111594725|XP_023163925.2|DHYD
OG0003868	LOC117571383|XP_034109396.1|DALB	LOC111596768|XP_023166884.1|DHYD
OG0003869	LOC117564187|XP_034098752.1|DALB	LOC111599343|XP_023170741.1|DHYD
OG0003870	LOC117565525|XP_034100555.1|DALB	LOC111595396|XP_023164866.2|DHYD
OG0003871	LOC117564733|XP_034099511.1|DALB	LOC111599390|XP_023170794.1|DHYD
OG0003872	LOC117569057|XP_034105959.1|DALB	LOC111601207|XP_023173469.1|DHYD
OG0003873	LOC117563876|XP_034098325.1|DALB	LOC111595820|XP_023165493.1|DHYD
OG0003876	LOC117565061|XP_034099899.1|DALB	LOC111595815|XP_023165488.1|DHYD
OG0003877	LOC117565431|XP_034100408.1|DALB	LOC111600302|XP_023172128.2|DHYD
OG0003878	LOC117564465|XP_034099143.1|DALB	LOC111601925|XP_023174543.2|DHYD
OG0003879	LOC117567516|XP_034103451.1|DALB	LOC115482991|XP_030079485.1|DHYD, LOC111596897|XP_023167115.2|DHYD
OG0003880	LOC117569699|XP_034106851.1|DALB	LOC111597583|XP_023168150.2|DHYD
OG0003881	LOC117567132|XP_034102833.1|DALB	LOC111595316|XP_023164739.1|DHYD
OG0003882	LOC117568443|XP_034105002.1|DALB	LOC111600876|XP_023172976.2|DHYD
OG0003883	LOC117566348|XP_034101729.1|DALB	LOC111595002|XP_023164270.1|DHYD
OG0003884	LOC117563908|XP_034098361.1|DALB	LOC111594640|XP_023163802.2|DHYD
OG0003886	LOC117564665|XP_034099419.1|DALB, LOC117564705|XP_034099474.1|DALB	LOC111592636|XP_023160748.2|DHYD
OG0003887	LOC117564637|XP_034099389.1|DALB	LOC111599334|XP_023170727.2|DHYD
OG0003888	LOC117573391|XP_034112482.1|DALB	LOC111595903|XP_023165611.2|DHYD
OG0003889	LOC117564098|XP_034098635.1|DALB	LOC111599466|XP_023170904.2|DHYD
OG0003890	LOC117568260|XP_034104637.1|DALB	LOC111601085|XP_023173280.1|DHYD
OG0003891	LOC117565832|XP_034101031.1|DALB	LOC111594663|XP_023163833.2|DHYD
OG0003892	LOC117568989|XP_034105851.1|DALB	LOC111596855|XP_023167060.1|DHYD
OG0003893	LOC117563697|XP_034098032.1|DALB	LOC111594704|XP_023163894.2|DHYD
OG0003895	LOC117577742|XP_034118544.1|DALB	LOC111603354|XP_023176669.1|DHYD
OG0003896	LOC117569907|XP_034107138.1|DALB	LOC111592795|XP_023160973.1|DHYD
OG0003897	LOC117566890|XP_034102395.1|DALB	LOC111600576|XP_023172532.1|DHYD
OG0003898	LOC117565730|XP_034100869.1|DALB	LOC111600217|XP_023172011.1|DHYD
OG0003899	LOC117565653|XP_034100762.1|DALB	LOC111599053|XP_023170341.1|DHYD
OG0003900	LOC117563845|XP_034098266.1|DALB	LOC111599065|XP_030080246.1|DHYD
OG0003901	LOC117564883|XP_034099722.1|DALB	LOC111595931|XP_023165658.2|DHYD
OG0003902	LOC117564023|XP_034098513.1|DALB	LOC111595934|XP_023165662.2|DHYD
OG0003903	LOC117563327|XP_034097482.1|DALB	LOC111605528|XP_023179857.1|DHYD
OG0003904	LOC117563326|XP_034097481.1|DALB	LOC111605527|XP_023179856.2|DHYD
OG0003905	LOC117575572|XP_034115726.1|DALB	LOC111601758|XP_023174264.2|DHYD
OG0003906	LOC117567704|XP_034103725.1|DALB	LOC111593205|XP_023161619.2|DHYD
OG0003907	LOC117566206|XP_034101624.1|DALB	LOC111599191|XP_023170548.1|DHYD
OG0003908	LOC117566207|XP_034101625.1|DALB	LOC111599193|XP_023170549.2|DHYD
OG0003909	LOC117568236|XP_034104602.1|DALB	LOC111605223|XP_023179416.1|DHYD
OG0003910	LOC117568238|XP_034104607.1|DALB	LOC111605235|XP_023179438.2|DHYD
OG0003911	LOC117564793|XP_034099605.1|DALB	LOC111605556|XP_023179892.2|DHYD
OG0003912	LOC117564859|XP_034099693.1|DALB	LOC111601142|XP_023173377.2|DHYD
OG0003913	LOC117563913|XP_034098367.1|DALB	LOC111594742|XP_023163950.1|DHYD
OG0003914	LOC117564132|XP_034098683.1|DALB	LOC111592541|XP_023160591.2|DHYD
OG0003915	LOC117577560|XP_034118285.1|DALB	LOC111592983|XP_023161248.1|DHYD
OG0003916	LOC117565878|XP_034101110.1|DALB	LOC111602500|XP_023175339.1|DHYD
OG0003917	LOC117565632|XP_034100733.1|DALB	LOC111599061|XP_023170350.2|DHYD
OG0003918	LOC117565938|XP_034101215.1|DALB	LOC111603757|XP_023177255.2|DHYD
OG0003919	LOC117564675|XP_034099433.1|DALB	LOC111599492|XP_023170926.1|DHYD
OG0003920	LOC117567114|XP_034102808.1|DALB	LOC111593920|XP_023162761.1|DHYD
OG0003921	LOC117565032|XP_034099870.1|DALB	LOC111594716|XP_023163910.2|DHYD
OG0003922	LOC117565764|XP_034100922.1|DALB	LOC111602457|XP_023175285.2|DHYD
OG0003923	LOC117573229|XP_034112168.1|DALB	LOC111593710|XP_023162441.1|DHYD
OG0003924	LOC117567897|XP_034104060.1|DALB	LOC111593859|XP_023162674.1|DHYD
OG0003925	LOC117563494|XP_034097748.1|DALB	LOC111599300|XP_030079173.1|DHYD
OG0003926	LOC117563268|XP_034097386.1|DALB	LOC111599365|XP_023170765.1|DHYD
OG0003927	LOC117566075|XP_034101445.1|DALB	LOC111594231|XP_023163205.1|DHYD
OG0003928	LOC117566156|XP_034101536.1|DALB	LOC111603919|XP_023177512.2|DHYD
OG0003929	LOC117566001|XP_034101309.1|DALB	LOC111602523|XP_023175377.1|DHYD
OG0003930	LOC117563306|XP_034097444.1|DALB	LOC111598781|XP_023169962.1|DHYD
OG0003931	LOC117578395|XP_034119734.1|DALB	LOC111605010|XP_023179093.1|DHYD
OG0003932	LOC117566645|XP_034102078.1|DALB	LOC111597691|XP_030080954.1|DHYD
OG0003933	LOC117565072|XP_034099909.1|DALB	LOC111605559|XP_023179900.1|DHYD
OG0003934	LOC117565915|XP_034101174.1|DALB	LOC111603760|XP_023177260.1|DHYD
OG0003935	LOC117567965|XP_034104165.1|DALB	LOC111594005|XP_023162866.2|DHYD
OG0003936	LOC117567966|XP_034104166.1|DALB	LOC111594013|XP_023162879.1|DHYD
OG0003937	LOC117571580|XP_034109687.1|DALB	LOC111599925|XP_023171538.2|DHYD
OG0003938	LOC117563338|XP_034097500.1|DALB	LOC111599456|XP_023170886.2|DHYD
OG0003939	LOC117564578|XP_034099311.1|DALB	LOC111599460|XP_023170896.1|DHYD
OG0003940	LOC117565962|XP_034101248.1|DALB	LOC111601864|XP_023174473.1|DHYD
OG0003941	LOC117566137|XP_034101510.1|DALB	LOC111599453|XP_023170879.1|DHYD
OG0003942	LOC117565439|XP_034100420.1|DALB	LOC111602488|XP_023175320.2|DHYD
OG0003943	LOC117563930|XP_034098393.1|DALB	LOC111603751|XP_023177242.1|DHYD
OG0003944	LOC117565343|XP_034100288.1|DALB	LOC111599084|XP_023170387.1|DHYD
OG0003945	LOC117566922|XP_034102433.1|DALB	LOC111603801|XP_023177319.1|DHYD
OG0003946	LOC117563595|XP_034097873.1|DALB, LOC117563555|XP_034097826.1|DALB	LOC111592663|XP_030079058.1|DHYD
OG0003947	LOC117565057|XP_034099895.1|DALB	LOC111600329|XP_023172164.2|DHYD
OG0003948	LOC117565318|XP_034100249.1|DALB	LOC111594941|XP_023164202.2|DHYD
OG0003949	LOC117565315|XP_034100244.1|DALB	LOC111599542|XP_030080312.1|DHYD
OG0003950	LOC117564831|XP_034099647.1|DALB	LOC111602222|XP_023174969.1|DHYD
OG0003951	LOC117565299|XP_034100226.1|DALB	LOC111602210|XP_023174953.2|DHYD
OG0003952	LOC117563732|XP_034098103.1|DALB	LOC111592586|XP_023160669.2|DHYD, LOC115482925|XP_030079091.1|DHYD
OG0003953	LOC117563528|XP_034097798.1|DALB	LOC111605021|XP_023179120.2|DHYD
OG0003954	LOC117570859|XP_034108630.1|DALB	LOC111597422|XP_023167886.2|DHYD
OG0003956	LOC117564029|XP_034098523.1|DALB	LOC111595594|XP_023165173.2|DHYD
OG0003957	LOC117572068|XP_034110539.1|DALB	LOC111601101|XP_023173308.2|DHYD
OG0003958	LOC117573260|XP_034112236.1|DALB	LOC111595358|XP_023164803.2|DHYD
OG0003959	LOC117568383|XP_034104882.1|DALB	LOC111602084|XP_030079708.1|DHYD
OG0003960	LOC117578111|XP_034119186.1|DALB	LOC111593015|XP_030079987.1|DHYD
OG0003961	LOC117565848|XP_034101056.1|DALB	LOC111592891|XP_023161099.2|DHYD
OG0003962	LOC117563269|XP_034097388.1|DALB	LOC111599383|XP_023170788.1|DHYD
OG0003964	LOC117564208|XP_034098782.1|DALB	LOC111595012|XP_023164286.1|DHYD
OG0003965	LOC117565988|XP_034101292.1|DALB	LOC111594954|XP_023164219.2|DHYD
OG0003966	LOC117565685|XP_034100810.1|DALB	LOC111592065|XP_023159835.1|DHYD
OG0003967	LOC117567417|XP_034103284.1|DALB	LOC111592514|XP_023160514.2|DHYD
OG0003968	LOC117566871|XP_034102369.1|DALB	LOC111592526|XP_023160552.1|DHYD
OG0003969	LOC117567414|XP_034103281.1|DALB	LOC111600570|XP_023172523.2|DHYD
OG0003970	LOC117565762|XP_034100920.1|DALB	LOC111599088|XP_023170394.2|DHYD
OG0003971	LOC117564828|XP_034099642.1|DALB	LOC111594741|XP_030079115.1|DHYD
OG0003972	LOC117570468|XP_034108033.1|DALB	LOC111604311|XP_023178125.2|DHYD
OG0003973	LOC117568176|XP_034104502.1|DALB	LOC111593910|XP_023162750.1|DHYD
OG0003974	LOC117569773|XP_034106963.1|DALB	LOC111595452|XP_023164953.1|DHYD
OG0003975	LOC117563653|XP_034097954.1|DALB	LOC111600450|XP_023172315.2|DHYD
OG0003976	LOC117564588|XP_034099324.1|DALB	LOC111594100|XP_023163022.1|DHYD
OG0003977	LOC117565155|XP_034100028.1|DALB	LOC111592554|XP_023160613.1|DHYD
OG0003978	LOC117572484|XP_034111225.1|DALB	LOC111604511|XP_023178375.1|DHYD
OG0003979	LOC117563611|XP_034097903.1|DALB	LOC111591950|XP_023159652.1|DHYD
OG0003980	LOC117573553|XP_034112725.1|DALB	LOC111603028|XP_023176225.2|DHYD
OG0003981	LOC117563602|XP_034097885.1|DALB	LOC111591956|XP_023159661.1|DHYD
OG0003982	LOC117565169|XP_034100046.1|DALB	LOC111594665|XP_023163835.2|DHYD
OG0003983	LOC117565430|XP_034100407.1|DALB	LOC111600551|XP_023172470.1|DHYD
OG0003984	LOC117566153|XP_034101530.1|DALB	LOC111598987|XP_023170256.2|DHYD
OG0003985	LOC117565464|XP_034100460.1|DALB	LOC111598936|XP_030080516.1|DHYD
OG0003986	LOC117564532|XP_034099244.1|DALB	LOC111602183|XP_030080349.1|DHYD
OG0003987	LOC117563826|XP_034098245.1|DALB	LOC111600950|XP_023173099.2|DHYD
OG0003988	LOC117564477|XP_034099168.1|DALB	LOC111596111|XP_023165942.2|DHYD
OG0003989	LOC117564207|XP_034098779.1|DALB	LOC111595017|XP_023164293.2|DHYD
OG0003990	LOC117563290|XP_034097423.1|DALB	LOC115482857|XP_030078966.1|DHYD, LOC111598934|XP_023170179.1|DHYD
OG0003991	LOC117565810|XP_034100991.1|DALB	LOC111601152|XP_023173390.2|DHYD
OG0003992	LOC117565360|XP_034100313.1|DALB	LOC111601185|XP_023173434.2|DHYD
OG0003993	LOC117563295|XP_034097429.1|DALB	LOC111599080|XP_023170380.2|DHYD
OG0003994	LOC117573815|XP_034113123.1|DALB	LOC111602814|XP_023175885.1|DHYD
OG0003995	LOC117567894|XP_034104058.1|DALB	LOC111593893|XP_023162729.2|DHYD
OG0003996	LOC117568857|XP_034105628.1|DALB	LOC111597657|XP_023168247.1|DHYD
OG0003997	LOC117565655|XP_034100764.1|DALB	LOC111601592|XP_023174022.1|DHYD
OG0003998	LOC117563950|XP_034098413.1|DALB	LOC111597442|XP_023167928.2|DHYD
OG0003999	LOC117565692|XP_034100818.1|DALB	LOC111592099|XP_023159894.2|DHYD
OG0004000	LOC117577757|XP_034118558.1|DALB	LOC111603151|XP_023176396.1|DHYD
OG0004001	LOC117567294|XP_034103062.1|DALB	LOC111600152|XP_023171910.2|DHYD
OG0004002	LOC117564456|XP_034099131.1|DALB	LOC111600429|XP_023172290.2|DHYD
OG0004003	LOC117566071|XP_034101422.1|DALB	LOC111592654|XP_030079150.1|DHYD
OG0004004	LOC117566118|XP_034101483.1|DALB	LOC111601938|XP_023174560.1|DHYD
OG0004005	LOC117565170|XP_034100048.1|DALB	LOC111599203|XP_023170561.1|DHYD
OG0004006	LOC117564035|XP_034098530.1|DALB	LOC111594647|XP_023163811.2|DHYD
OG0004007	LOC117564189|XP_034098754.1|DALB	LOC111599381|XP_023170786.1|DHYD
OG0004008	LOC117563336|XP_034097498.1|DALB	LOC111602455|XP_030079239.1|DHYD
OG0004009	LOC117564773|XP_034099563.1|DALB	LOC111599377|XP_023170780.2|DHYD
OG0004010	LOC117565742|XP_034100879.1|DALB	LOC111600401|XP_023172248.2|DHYD
OG0004011	LOC117564317|XP_034098910.1|DALB, LOC117564322|XP_034098914.1|DALB	LOC111600387|XP_023172231.1|DHYD
OG0004012	LOC117575532|XP_034115672.1|DALB	LOC111605454|XP_030080703.1|DHYD
OG0004013	LOC117564419|XP_034099042.1|DALB	LOC111600427|XP_023172281.1|DHYD
OG0004014	LOC117569345|XP_034106369.1|DALB	LOC111604287|XP_023178071.2|DHYD
OG0004015	LOC117563323|XP_034097477.1|DALB	LOC111605507|XP_023179827.2|DHYD
OG0004016	LOC117564762|XP_034099550.1|DALB	LOC111596642|XP_023166704.2|DHYD
OG0004017	LOC117565584|XP_034100671.1|DALB	LOC111599146|XP_023170482.2|DHYD
OG0004018	LOC117569340|XP_034106361.1|DALB	LOC111593828|XP_023162629.1|DHYD
OG0004019	LOC117563721|XP_034098072.1|DALB	LOC111594675|XP_023163853.2|DHYD
OG0004020	LOC117563349|XP_034097526.1|DALB	LOC111595799|XP_023165457.2|DHYD
OG0004021	LOC117566139|XP_034101513.1|DALB	LOC111595805|XP_023165463.2|DHYD
OG0004022	LOC117565875|XP_034101106.1|DALB	LOC111602483|XP_023175314.1|DHYD
OG0004023	LOC117569911|XP_034107141.1|DALB	LOC111594567|XP_023163696.2|DHYD
OG0004024	LOC117565215|XP_034100115.1|DALB	LOC111596372|XP_023166341.2|DHYD, LOC115482739|XP_030080543.1|DHYD
OG0004025	LOC117565825|XP_034101024.1|DALB	LOC111603641|XP_023177091.1|DHYD
OG0004026	LOC117563925|XP_034098386.1|DALB	LOC111599357|XP_023170757.2|DHYD
OG0004027	LOC117570701|XP_034108395.1|DALB	LOC111594963|XP_030081995.1|DHYD
OG0004028	LOC117565271|XP_034100189.1|DALB	LOC111602213|XP_023174957.2|DHYD
OG0004029	LOC117565256|XP_034100164.1|DALB	LOC111603864|XP_023177438.1|DHYD
OG0004030	LOC117569884|XP_034107114.1|DALB	LOC111600092|XP_023171799.1|DHYD
OG0004031	LOC117565425|XP_034100400.1|DALB	LOC111599338|XP_030079235.1|DHYD
OG0004032	LOC117566067|XP_034101415.1|DALB	LOC111594096|XP_023163017.1|DHYD
OG0004033	LOC117565978|XP_034101272.1|DALB	LOC111603926|XP_023177520.2|DHYD
OG0004034	LOC117563368|XP_034097558.1|DALB	LOC111605565|XP_023179905.2|DHYD
OG0004035	LOC117565790|XP_034100958.1|DALB	LOC111603755|XP_023177247.2|DHYD
OG0004036	LOC117564860|XP_034099694.1|DALB	LOC111601130|XP_023173354.1|DHYD
OG0004037	LOC117565990|XP_034101298.1|DALB	LOC111592907|XP_023161122.1|DHYD
OG0004038	LOC117565818|XP_034101009.1|DALB	LOC111599120|XP_023170449.1|DHYD
OG0004039	LOC117566160|XP_034101551.1|DALB	LOC111595582|XP_030080407.1|DHYD
OG0004040	LOC117566342|XP_034101713.1|DALB	LOC111593287|XP_023161729.2|DHYD
OG0004041	LOC117578245|XP_034119555.1|DALB	LOC111594049|XP_023162932.1|DHYD
OG0004042	LOC117570848|XP_034108620.1|DALB	LOC111601108|XP_023173322.1|DHYD
OG0004044	LOC117569848|XP_034107068.1|DALB	LOC111593985|XP_023162841.1|DHYD
OG0004045	LOC117564084|XP_034098604.1|DALB	LOC111592608|XP_023160707.1|DHYD
OG0004046	LOC117566217|XP_034101652.1|DALB	LOC111599082|XP_023170382.2|DHYD
OG0004047	LOC117564659|XP_034099408.1|DALB	LOC111601138|XP_030080292.1|DHYD
OG0004048	LOC117563879|XP_034098329.1|DALB	LOC111605473|XP_023179765.1|DHYD
OG0004049	LOC117564389|XP_034099001.1|DALB	LOC111602159|XP_023174885.1|DHYD
OG0004050	LOC117563937|XP_034098401.1|DALB	LOC111595762|XP_023165406.2|DHYD
OG0004051	LOC117563488|XP_034097741.1|DALB	LOC111592561|XP_023160627.2|DHYD
OG0004052	LOC117564147|XP_034098704.1|DALB	LOC111602425|XP_030079872.1|DHYD
OG0004053	LOC117566928|XP_034102441.1|DALB	LOC111605236|XP_023179440.2|DHYD
