Orthogroup	DALB.longest_only	CPIP.longest_only
OG0004311	LOC117572396|XP_034111067.1|DALB	LOC120417587|XP_039435632.1|CPIP
OG0004314	LOC117568076|XP_034104337.1|DALB	LOC120415271|XP_039432669.1|CPIP
OG0004315	LOC117570883|XP_034108672.1|DALB	LOC120415301|XP_039432707.1|CPIP
OG0004316	LOC117571785|XP_034110035.1|DALB	LOC120415315|XP_039432731.1|CPIP
OG0004317	LOC117570618|XP_034108271.1|DALB	LOC120415286|XP_039432689.1|CPIP
OG0004318	LOC117572062|XP_034110531.1|DALB	LOC120415322|XP_039432739.1|CPIP
OG0004319	LOC117568556|XP_034105170.1|DALB	LOC120424969|XP_039445262.1|CPIP
OG0004320	LOC117576767|XP_034117707.1|DALB	LOC120418469|XP_039436837.1|CPIP
OG0004321	LOC117565427|XP_034100403.1|DALB	LOC120426480|XP_039447180.1|CPIP
OG0004322	LOC117575468|XP_034115574.1|DALB	LOC120426487|XP_039447185.1|CPIP
OG0004323	LOC117572599|XP_034111401.1|DALB	LOC120420374|XP_039439308.1|CPIP
OG0004324	LOC117564439|XP_034099068.1|DALB	LOC120420375|XP_039439312.1|CPIP
OG0004325	LOC117569281|XP_034106278.1|DALB	LOC120420387|XP_039439334.1|CPIP
OG0004326	LOC117569280|XP_034106277.1|DALB	LOC120416214|XP_039433839.1|CPIP
OG0004327	LOC117574061|XP_034113574.1|DALB	LOC120428352|XP_039449286.1|CPIP
OG0004328	LOC117566921|XP_034102432.1|DALB	LOC120423253|XP_039442907.1|CPIP
OG0004329	LOC117568510|XP_034105102.1|DALB	LOC120423243|XP_039442891.1|CPIP
OG0004330	LOC117567158|XP_034102862.1|DALB	LOC120414924|XP_039432192.1|CPIP
OG0004331	LOC117570817|XP_034108568.1|DALB	LOC120414902|XP_039432165.1|CPIP
OG0004332	LOC117565823|XP_034101018.1|DALB	LOC120414911|XP_039432179.1|CPIP
OG0004333	LOC117564658|XP_034099407.1|DALB	LOC120414894|XP_039432150.1|CPIP
OG0004334	LOC117565225|XP_034100123.1|DALB	LOC120414895|XP_039432152.1|CPIP
OG0004335	LOC117566885|XP_034102389.1|DALB	LOC120414893|XP_039432149.1|CPIP
OG0004336	LOC117566884|XP_034102388.1|DALB	LOC120414904|XP_039432167.1|CPIP
OG0004337	LOC117565969|XP_034101257.1|DALB	LOC120414897|XP_039432158.1|CPIP
OG0004338	LOC117567581|XP_034103553.1|DALB	LOC120418452|XP_039436809.1|CPIP
OG0004339	LOC117571156|XP_034109055.1|DALB	LOC120418441|XP_039436783.1|CPIP
OG0004340	LOC117571155|XP_034109054.1|DALB	LOC120418440|XP_039436782.1|CPIP
OG0004341	LOC117568545|XP_034105154.1|DALB	LOC120431261|XP_039452328.1|CPIP
OG0004342	LOC117569692|XP_034106837.1|DALB	LOC120417243|XP_039435137.1|CPIP
OG0004343	LOC117567838|XP_034103977.1|DALB	LOC120417222|XP_039435117.1|CPIP
OG0004344	LOC117570251|XP_034107651.1|DALB	LOC120417227|XP_039435121.1|CPIP
OG0004345	LOC117565075|XP_034099914.1|DALB	LOC120427046|XP_039447811.1|CPIP
OG0004346	LOC117570881|XP_034108663.1|DALB	LOC120427044|XP_039447809.1|CPIP
OG0004347	LOC117568826|XP_034105592.1|DALB	LOC120421729|XP_039440916.1|CPIP
OG0004348	LOC117566736|XP_034102169.1|DALB	LOC120427759|XP_039448602.1|CPIP
OG0004349	LOC117568687|XP_034105388.1|DALB	LOC120428141|XP_039449060.1|CPIP
OG0004350	LOC117570269|XP_034107674.1|DALB	LOC120424452|XP_039444518.1|CPIP
OG0004351	LOC117572077|XP_034110556.1|DALB	LOC120425053|XP_039445363.1|CPIP
OG0004352	LOC117576820|XP_034117783.1|DALB	LOC120415282|XP_039432686.1|CPIP
OG0004353	LOC117575041|XP_034115013.1|DALB	LOC120424181|XP_039444174.1|CPIP
OG0004354	LOC117574627|XP_034114408.1|DALB	LOC120424208|XP_039444199.1|CPIP
OG0004355	LOC117575703|XP_034115918.1|DALB	LOC120425122|XP_039445482.1|CPIP
OG0004356	LOC117569370|XP_034106392.1|DALB	LOC120424388|XP_039444423.1|CPIP
OG0004357	LOC117569814|XP_034107024.1|DALB	LOC120418003|XP_039436180.1|CPIP
OG0004358	LOC117569772|XP_034106960.1|DALB	LOC120429097|XP_039450195.1|CPIP
OG0004359	LOC117572462|XP_034111188.1|DALB	LOC120428515|XP_039449462.1|CPIP
OG0004361	LOC117574544|XP_034114305.1|DALB	LOC120421469|XP_039440621.1|CPIP
OG0004362	LOC117570028|XP_034107341.1|DALB	LOC120421462|XP_039440608.1|CPIP
OG0004363	LOC117566721|XP_034102190.1|DALB	LOC120431871|XP_039452936.1|CPIP
OG0004364	LOC117567755|XP_034103834.1|DALB	LOC120421461|XP_039440607.1|CPIP
OG0004365	LOC117571282|XP_034109235.1|DALB	LOC120416734|XP_039434495.1|CPIP
OG0004366	LOC117564080|XP_034098599.1|DALB	LOC120427348|XP_039448139.1|CPIP
OG0004367	LOC117571021|XP_034108871.1|DALB	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP
OG0004368	LOC117567746|XP_034103822.1|DALB	LOC120426868|XP_039447606.1|CPIP
OG0004369	LOC117570233|XP_034107628.1|DALB	LOC120428057|XP_039448950.1|CPIP
OG0004370	LOC117566346|XP_034101723.1|DALB	LOC120415122|XP_039432477.1|CPIP
OG0004371	LOC117578060|XP_034119087.1|DALB	LOC120422942|XP_039442458.1|CPIP
OG0004372	LOC117570592|XP_034108227.1|DALB	LOC120422940|XP_039442452.1|CPIP
OG0004373	LOC117566781|XP_034102215.1|DALB	LOC120422964|XP_039442486.1|CPIP
OG0004374	LOC117571741|XP_034109950.1|DALB	LOC120415366|XP_039432792.1|CPIP
OG0004375	LOC117568093|XP_034104364.1|DALB	LOC120415852|XP_039433423.1|CPIP
OG0004376	LOC117570106|XP_034107453.1|DALB	LOC120430333|XP_039451367.1|CPIP
OG0004377	LOC117569309|XP_034106313.1|DALB	LOC120415103|XP_039432455.1|CPIP
OG0004378	LOC117568024|XP_034104244.1|DALB	LOC120415142|XP_039432503.1|CPIP
OG0004379	LOC117572249|XP_034110828.1|DALB	LOC120415132|XP_039432492.1|CPIP
OG0004380	LOC117568804|XP_034105556.1|DALB	LOC120415448|XP_039432931.1|CPIP
OG0004381	LOC117575970|XP_034116340.1|DALB	LOC120420350|XP_039439279.1|CPIP
OG0004382	LOC117566961|XP_034102502.1|DALB	LOC120419145|XP_039437713.1|CPIP
OG0004383	LOC117572154|XP_034110691.1|DALB	LOC120419169|XP_039437755.1|CPIP
OG0004384	LOC117572156|XP_034110694.1|DALB	LOC120419170|XP_039437757.1|CPIP
OG0004385	LOC117571102|XP_034108975.1|DALB	LOC120412759|XP_039429285.1|CPIP
OG0004386	LOC117569287|XP_034106284.1|DALB	LOC120412772|XP_039429301.1|CPIP
OG0004387	LOC117570601|XP_034108236.1|DALB	LOC120412713|XP_039429221.1|CPIP
OG0004388	LOC117567037|XP_034102634.1|DALB	LOC120412762|XP_039429288.1|CPIP
OG0004389	LOC117572700|XP_034111645.1|DALB	LOC120412716|XP_039429234.1|CPIP
OG0004390	LOC117566363|XP_034101747.1|DALB	LOC120415840|XP_039433410.1|CPIP
OG0004391	LOC117568502|XP_034105086.1|DALB	LOC120415885|XP_039433456.1|CPIP
OG0004392	LOC117571792|XP_034110042.1|DALB	LOC120415406|XP_039432867.1|CPIP
OG0004393	LOC117571998|XP_034110401.1|DALB	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP
OG0004394	LOC117569794|XP_034106993.1|DALB	LOC120419311|XP_039437913.1|CPIP
OG0004395	LOC117569138|XP_034106057.1|DALB	LOC120427990|XP_039448881.1|CPIP
OG0004396	LOC117569689|XP_034106830.1|DALB	LOC120429998|XP_039451029.1|CPIP
OG0004397	LOC117570914|XP_034108713.1|DALB	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP
OG0004398	LOC117567668|XP_034103680.1|DALB	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP
OG0004399	LOC117571004|XP_034108845.1|DALB	LOC120429994|XP_039451022.1|CPIP
OG0004400	LOC117574248|XP_034113866.1|DALB	LOC120415133|XP_039432493.1|CPIP
OG0004401	LOC117569685|XP_034106824.1|DALB	LOC120415121|XP_039432474.1|CPIP
OG0004402	LOC117569046|XP_034105937.1|DALB	LOC120415124|XP_039432481.1|CPIP
OG0004403	LOC117571944|XP_034110328.1|DALB	LOC120429091|XP_039450190.1|CPIP
OG0004404	LOC117572672|XP_034111580.1|DALB	LOC120429158|XP_039450303.1|CPIP
OG0004405	LOC117570138|XP_034107492.1|DALB	LOC120429180|XP_039450330.1|CPIP
OG0004406	LOC117567314|XP_034103093.1|DALB	LOC120429230|XP_039450377.1|CPIP
OG0004407	LOC117568798|XP_034105550.1|DALB	LOC120429782|XP_039450778.1|CPIP
OG0004408	LOC117571833|XP_034110104.1|DALB	LOC120415384|XP_039432842.1|CPIP
OG0004409	LOC117573219|XP_034112127.1|DALB	LOC120418158|XP_039436389.1|CPIP
OG0004410	LOC117566415|XP_034101827.1|DALB	LOC120429991|XP_039451018.1|CPIP
OG0004411	LOC117570604|XP_034108239.1|DALB	LOC120429988|XP_039451015.1|CPIP
OG0004412	LOC117570603|XP_034108238.1|DALB	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP
OG0004413	LOC117569461|XP_034106517.1|DALB	LOC120418141|XP_039436368.1|CPIP
OG0004414	LOC117572047|XP_034110513.1|DALB	LOC120418136|XP_039436357.1|CPIP
OG0004415	LOC117567677|XP_034103690.1|DALB	LOC120432665|XP_039453845.1|CPIP
OG0004416	LOC117567914|XP_034104084.1|DALB	LOC120412363|XP_039428721.1|CPIP
OG0004417	LOC117575666|XP_034115844.1|DALB	LOC120412360|XP_039428717.1|CPIP
OG0004418	LOC117568548|XP_034105156.1|DALB	LOC120412358|XP_039428707.1|CPIP
OG0004419	LOC117566422|XP_034101843.1|DALB	LOC120432641|XP_039453817.1|CPIP
OG0004420	LOC117568936|XP_034105753.1|DALB	LOC120412333|XP_039428667.1|CPIP
OG0004421	LOC117569816|XP_034107027.1|DALB	LOC120425247|XP_039445625.1|CPIP
OG0004422	LOC117568906|XP_034105700.1|DALB	LOC120425962|XP_039446543.1|CPIP
OG0004423	LOC117567299|XP_034103073.1|DALB	LOC120416845|XP_039434668.1|CPIP
OG0004424	LOC117567799|XP_034103915.1|DALB	LOC120416837|XP_039434660.1|CPIP
OG0004425	LOC117568532|XP_034105137.1|DALB	LOC120416832|XP_039434652.1|CPIP
OG0004426	LOC117570490|XP_034108072.1|DALB	LOC120416810|XP_039434619.1|CPIP
OG0004427	LOC117571766|XP_034110015.1|DALB, LOC117571764|XP_034110013.1|DALB, LOC117571765|XP_034110014.1|DALB	LOC120428653|XP_039449634.1|CPIP
OG0004428	LOC117575202|XP_034115210.1|DALB	LOC120428654|XP_039449635.1|CPIP
OG0004429	LOC117565637|XP_034100737.1|DALB	LOC120431001|XP_039452095.1|CPIP
OG0004430	LOC117567587|XP_034103560.1|DALB	LOC120418195|XP_039436435.1|CPIP
OG0004431	LOC117575695|XP_034115898.1|DALB	LOC120417013|XP_039434884.1|CPIP
OG0004432	LOC117575693|XP_034115896.1|DALB	LOC120416993|XP_039434862.1|CPIP
OG0004433	LOC117571434|XP_034109467.1|DALB	LOC120421847|XP_039441070.1|CPIP
OG0004434	LOC117567666|XP_034103678.1|DALB	LOC120421877|XP_039441108.1|CPIP
OG0004435	LOC117569861|XP_034107085.1|DALB	LOC120426626|XP_039447352.1|CPIP
OG0004436	LOC117572796|XP_034111790.1|DALB	LOC120420263|XP_039439192.1|CPIP
OG0004437	LOC117571664|XP_034109795.1|DALB	LOC120420280|XP_039439212.1|CPIP
OG0004438	LOC117570728|XP_034108441.1|DALB	LOC120426517|XP_039447220.1|CPIP
OG0004439	LOC117572795|XP_034111788.1|DALB	LOC120426512|XP_039447216.1|CPIP
OG0004440	LOC117566421|XP_034101840.1|DALB	LOC120426520|XP_039447223.1|CPIP
OG0004441	LOC117565892|XP_034101125.1|DALB	LOC120415200|XP_039432592.1|CPIP
OG0004442	LOC117567557|XP_034103509.1|DALB	LOC120415178|XP_039432570.1|CPIP
OG0004443	LOC117567859|XP_034104012.1|DALB	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP
OG0004444	LOC117566404|XP_034101808.1|DALB	LOC120425102|XP_039445431.1|CPIP
OG0004445	LOC117572041|XP_034110495.1|DALB	LOC120416358|XP_039434024.1|CPIP
OG0004446	LOC117574563|XP_034114325.1|DALB	LOC120416357|XP_039434023.1|CPIP
OG0004447	LOC117576827|XP_034117792.1|DALB	LOC120416351|XP_039434017.1|CPIP
OG0004448	LOC117567159|XP_034102863.1|DALB	LOC120416363|XP_039434031.1|CPIP
OG0004449	LOC117569478|XP_034106536.1|DALB	LOC120421568|XP_039440731.1|CPIP
OG0004450	LOC117567626|XP_034103608.1|DALB	LOC120427131|XP_039447921.1|CPIP
OG0004451	LOC117572273|XP_034110867.1|DALB	LOC120432579|XP_039453748.1|CPIP
OG0004452	LOC117569668|XP_034106805.1|DALB	LOC120432581|XP_039453750.1|CPIP
OG0004453	LOC117568253|XP_034104625.1|DALB	LOC120432549|XP_039453710.1|CPIP
OG0004454	LOC117575038|XP_034115010.1|DALB	LOC120421562|XP_039440723.1|CPIP
OG0004455	LOC117570786|XP_034108519.1|DALB	LOC120421581|XP_039440747.1|CPIP
OG0004456	LOC117576944|XP_034118035.1|DALB	LOC120421563|XP_039440724.1|CPIP
OG0004457	LOC117567263|XP_034103012.1|DALB	LOC120421553|XP_039440715.1|CPIP
OG0004458	LOC117572592|XP_034111374.1|DALB	LOC120421569|XP_039440735.1|CPIP
OG0004459	LOC117567682|XP_034103695.1|DALB	LOC120423755|XP_039443604.1|CPIP
OG0004460	LOC117572097|XP_034110595.1|DALB	LOC120423740|XP_039443586.1|CPIP
OG0004461	LOC117570128|XP_034107484.1|DALB	LOC120426242|XP_039446913.1|CPIP
OG0004462	LOC117567803|XP_034103929.1|DALB	LOC120422202|XP_039441518.1|CPIP
OG0004463	LOC117570501|XP_034108088.1|DALB	LOC120422215|XP_039441534.1|CPIP
OG0004464	LOC117567960|XP_034104155.1|DALB	LOC120422208|XP_039441524.1|CPIP
OG0004465	LOC117566045|XP_034101386.1|DALB	LOC120416381|XP_039434050.1|CPIP
OG0004466	LOC117570120|XP_034107476.1|DALB	LOC120416373|XP_039434040.1|CPIP
OG0004467	LOC117569720|XP_034106877.1|DALB	LOC120416338|XP_039433999.1|CPIP
OG0004468	LOC117569719|XP_034106876.1|DALB	LOC120416336|XP_039433996.1|CPIP
OG0004469	LOC117571221|XP_034109159.1|DALB	LOC120416346|XP_039434009.1|CPIP
OG0004470	LOC117564715|XP_034099488.1|DALB	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP
OG0004471	LOC117574353|XP_034114066.1|DALB	LOC120428932|XP_039450010.1|CPIP
OG0004472	LOC117570494|XP_034108079.1|DALB	LOC120423890|XP_039443800.1|CPIP
OG0004473	LOC117569780|XP_034106972.1|DALB	LOC120423904|XP_039443818.1|CPIP
OG0004474	LOC117569778|XP_034106969.1|DALB	LOC120423908|XP_039443822.1|CPIP
OG0004475	LOC117571674|XP_034109805.1|DALB	LOC120428253|XP_039449177.1|CPIP
OG0004476	LOC117565550|XP_034100605.1|DALB	LOC120428263|XP_039449188.1|CPIP
OG0004477	LOC117569333|XP_034106353.1|DALB	LOC120428256|XP_039449180.1|CPIP
OG0004478	LOC117571702|XP_034109891.1|DALB	LOC120428250|XP_039449172.1|CPIP
OG0004479	LOC117570204|XP_034107583.1|DALB	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP
OG0004480	LOC117569991|XP_034107266.1|DALB	LOC120427979|XP_039448870.1|CPIP
OG0004481	LOC117571346|XP_034109346.1|DALB	LOC120416241|XP_039433877.1|CPIP
OG0004482	LOC117576031|XP_034116431.1|DALB	LOC120423048|XP_039442654.1|CPIP
OG0004483	LOC117567203|XP_034102924.1|DALB	LOC120429513|XP_039450517.1|CPIP
OG0004484	LOC117575377|XP_034115441.1|DALB	LOC120413804|XP_039430695.1|CPIP
OG0004486	LOC117572148|XP_034110679.1|DALB	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP
OG0004487	LOC117570856|XP_034108627.1|DALB	LOC120429277|XP_039450435.1|CPIP
OG0004489	LOC117572407|XP_034111080.1|DALB	LOC120432093|XP_039453164.1|CPIP
OG0004490	LOC117569635|XP_034106765.1|DALB, LOC117568243|XP_034104611.1|DALB	LOC120412407|XP_039428803.1|CPIP
OG0004504	LOC117573150|XP_034111992.1|DALB	LOC120415043|XP_039432350.1|CPIP
OG0004505	LOC117576673|XP_034117556.1|DALB	LOC120413299|XP_039429991.1|CPIP
OG0004506	LOC117573884|XP_034113261.1|DALB	LOC120415060|XP_039432381.1|CPIP
OG0004507	LOC117573451|XP_034112564.1|DALB	LOC120421077|XP_039440156.1|CPIP
OG0004508	LOC117574934|XP_034114874.1|DALB	LOC120415046|XP_039432354.1|CPIP
OG0004509	LOC117567354|XP_034103179.1|DALB	LOC120415084|XP_039432434.1|CPIP
OG0004510	LOC117572048|XP_034110554.1|DALB	LOC120415024|XP_039432323.1|CPIP
OG0004511	LOC117574286|XP_034113928.1|DALB	LOC120430611|XP_039451644.1|CPIP
OG0004512	LOC117573218|XP_034112126.1|DALB	LOC120413310|XP_039430006.1|CPIP
OG0004513	LOC117573157|XP_034112007.1|DALB	LOC120413293|XP_039429982.1|CPIP
OG0004514	LOC117573090|XP_034111886.1|DALB	LOC120413285|XP_039429956.1|CPIP
OG0004515	LOC117567505|XP_034103431.1|DALB	LOC120420237|XP_039439159.1|CPIP
OG0004516	LOC117577612|XP_034118353.1|DALB	LOC120420249|XP_039439172.1|CPIP
OG0004517	LOC117565255|XP_034100165.1|DALB	LOC120432221|XP_039453329.1|CPIP
OG0004518	LOC117578149|XP_034119261.1|DALB	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP
OG0004519	LOC117576124|XP_034116573.1|DALB	LOC120412670|XP_039429170.1|CPIP
OG0004520	LOC117577944|XP_034118860.1|DALB	LOC120413708|XP_039430562.1|CPIP
OG0004521	LOC117568257|XP_034104630.1|DALB	LOC120413437|XP_039430184.1|CPIP
OG0004522	LOC117578099|XP_034119165.1|DALB	LOC120432170|XP_039453244.1|CPIP
OG0004523	LOC117576447|XP_034117101.1|DALB	LOC120424291|XP_039444304.1|CPIP
OG0004524	LOC117568658|XP_034105351.1|DALB	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP
OG0004525	LOC117578082|XP_034119133.1|DALB	LOC120417486|XP_039435607.1|CPIP
OG0004526	LOC117566816|XP_034102271.1|DALB	LOC120420014|XP_039438885.1|CPIP
OG0004527	LOC117578150|XP_034119259.1|DALB	LOC120418123|XP_039436335.1|CPIP
OG0004528	LOC117573556|XP_034112733.1|DALB	LOC120432235|XP_039453381.1|CPIP
OG0004529	LOC117564339|XP_034098941.1|DALB	LOC120432309|XP_039453427.1|CPIP
OG0004530	LOC117577663|XP_034118441.1|DALB	LOC120416126|XP_039433768.1|CPIP
OG0004531	LOC117574926|XP_034114868.1|DALB	LOC120422317|XP_039441669.1|CPIP
OG0004532	LOC117563205|XP_034101194.1|DALB	LOC120429205|XP_039450349.1|CPIP
OG0004533	LOC117565477|XP_034100516.1|DALB	LOC120412926|XP_039429495.1|CPIP
OG0004534	LOC117577740|XP_034118542.1|DALB	LOC120432237|XP_039453345.1|CPIP
OG0004535	LOC117571643|XP_034109764.1|DALB	LOC120432491|XP_039453639.1|CPIP
OG0004536	LOC117578294|XP_034119624.1|DALB	LOC120430783|XP_039451834.1|CPIP
OG0004537	LOC117573242|XP_034112189.1|DALB	LOC120414955|XP_039432221.1|CPIP
OG0004538	LOC117571579|XP_034109682.1|DALB	LOC120426001|XP_039446603.1|CPIP
OG0004539	LOC117573565|XP_034112741.1|DALB	LOC120432297|XP_039453417.1|CPIP
OG0004540	LOC117569908|XP_034107142.1|DALB	LOC120422049|XP_039441309.1|CPIP
OG0004541	LOC117570419|XP_034107936.1|DALB	LOC120414161|XP_039431145.1|CPIP
OG0004542	LOC117578219|XP_034119484.1|DALB	LOC120414164|XP_039431150.1|CPIP
OG0004543	LOC117577320|XP_034118175.1|DALB	LOC120417693|XP_039435767.1|CPIP
OG0004544	LOC117567083|XP_034102774.1|DALB	LOC120431148|XP_039452221.1|CPIP
OG0004545	LOC117574914|XP_034114851.1|DALB, LOC117575513|XP_034115652.1|DALB	LOC120422452|XP_039441829.1|CPIP
OG0004546	LOC117567455|XP_034103359.1|DALB	LOC120422474|XP_039441863.1|CPIP
OG0004547	LOC117564640|XP_034099395.1|DALB	LOC120424305|XP_039444324.1|CPIP
OG0004548	LOC117577575|XP_034118304.1|DALB	LOC120431128|XP_039452214.1|CPIP
OG0004549	LOC117566608|XP_034102043.1|DALB	LOC120422523|XP_039441911.1|CPIP
OG0004550	LOC117567905|XP_034104075.1|DALB	LOC120420172|XP_039439071.1|CPIP
OG0004551	LOC117566808|XP_034102247.1|DALB	LOC120420173|XP_039439072.1|CPIP
OG0004552	LOC117569796|XP_034107001.1|DALB	LOC120420188|XP_039439106.1|CPIP
OG0004553	LOC117572011|XP_034110423.1|DALB	LOC120422303|XP_039441629.1|CPIP
OG0004554	LOC117563840|XP_034098264.1|DALB	LOC120430545|XP_039451594.1|CPIP
OG0004555	LOC117577609|XP_034118345.1|DALB	LOC120422445|XP_039441823.1|CPIP
OG0004556	LOC117568997|XP_034105868.1|DALB	LOC120422447|XP_039441825.1|CPIP
OG0004557	LOC117573829|XP_034113152.1|DALB	LOC120420223|XP_039439145.1|CPIP
OG0004558	LOC117578189|XP_034119396.1|DALB	LOC120416891|XP_039434723.1|CPIP
OG0004559	LOC117575176|XP_034115178.1|DALB	LOC120422094|XP_039441375.1|CPIP
OG0004560	LOC117573160|XP_034112013.1|DALB	LOC120419263|XP_039437852.1|CPIP
OG0004561	LOC117574965|XP_034114919.1|DALB	LOC120419286|XP_039437887.1|CPIP
OG0004562	LOC117575380|XP_034115444.1|DALB	LOC120419260|XP_039437848.1|CPIP
OG0004563	LOC117573527|XP_034112665.1|DALB	LOC120419297|XP_039437896.1|CPIP
OG0004564	LOC117576299|XP_034116845.1|DALB	LOC120429179|XP_039450326.1|CPIP
OG0004565	LOC117575272|XP_034115297.1|DALB	LOC120429172|XP_039450318.1|CPIP
OG0004566	LOC117572539|XP_034111303.1|DALB	LOC120413705|XP_039430559.1|CPIP
OG0004567	LOC117567153|XP_034102897.1|DALB	LOC120417712|XP_039435795.1|CPIP
OG0004568	LOC117576494|XP_034117165.1|DALB	LOC120413334|XP_039430044.1|CPIP
OG0004569	LOC117574852|XP_034114755.1|DALB	LOC120428269|XP_039449197.1|CPIP, LOC120413316|XP_039430018.1|CPIP
OG0004570	LOC117566943|XP_034102466.1|DALB	LOC120427674|XP_039448488.1|CPIP
OG0004571	LOC117570424|XP_034107954.1|DALB	LOC120412330|XP_039428668.1|CPIP
OG0004572	LOC117563647|XP_034097947.1|DALB	LOC120412596|XP_039429068.1|CPIP
OG0004573	LOC117574026|XP_034113508.1|DALB	LOC120413351|XP_039430067.1|CPIP
OG0004574	LOC117566553|XP_034101989.1|DALB	LOC120413171|XP_039429818.1|CPIP
OG0004575	LOC117571703|XP_034109895.1|DALB	LOC120432239|XP_039453350.1|CPIP
OG0004576	LOC117574990|XP_034114951.1|DALB	LOC120412599|XP_039429082.1|CPIP
OG0004577	LOC117575206|XP_034115221.1|DALB	LOC120414152|XP_039431125.1|CPIP
OG0004578	LOC117566381|XP_034101778.1|DALB	LOC120414948|XP_039432247.1|CPIP
OG0004579	LOC117563496|XP_034097751.1|DALB	LOC120432564|XP_039453761.1|CPIP
OG0004580	LOC117575180|XP_034115180.1|DALB	LOC120415606|XP_039433133.1|CPIP
OG0004581	LOC117575683|XP_034115880.1|DALB	LOC120415612|XP_039433140.1|CPIP
OG0004582	LOC117575626|XP_034115794.1|DALB	LOC120415621|XP_039433152.1|CPIP
OG0004583	LOC117572338|XP_034110974.1|DALB	LOC120431695|XP_039452743.1|CPIP, LOC120421430|XP_039440574.1|CPIP
OG0004584	LOC117570819|XP_034108572.1|DALB	LOC120431694|XP_039452742.1|CPIP, LOC120421418|XP_039440559.1|CPIP
OG0004585	LOC117574677|XP_034114474.1|DALB	LOC120417040|XP_039434921.1|CPIP
OG0004586	LOC117568648|XP_034105338.1|DALB	LOC120417033|XP_039434911.1|CPIP
OG0004587	LOC117573762|XP_034113045.1|DALB	LOC120417017|XP_039434887.1|CPIP
OG0004588	LOC117575436|XP_034115530.1|DALB	LOC120417018|XP_039434890.1|CPIP
OG0004589	LOC117578129|XP_034119220.1|DALB	LOC120423035|XP_039442611.1|CPIP
OG0004590	LOC117575756|XP_034116008.1|DALB	LOC120422058|XP_039441325.1|CPIP
OG0004591	LOC117575755|XP_034116005.1|DALB	LOC120422080|XP_039441359.1|CPIP
OG0004592	LOC117574339|XP_034114054.1|DALB	LOC120422078|XP_039441357.1|CPIP
OG0004593	LOC117567020|XP_034102603.1|DALB	LOC120422075|XP_039441352.1|CPIP
OG0004594	LOC117578049|XP_034119059.1|DALB	LOC120423487|XP_039443289.1|CPIP
OG0004595	LOC117576424|XP_034117061.1|DALB	LOC120425894|XP_039446474.1|CPIP
OG0004596	LOC117565623|XP_034100728.1|DALB	LOC120428194|XP_039449139.1|CPIP
OG0004597	LOC117574972|XP_034114932.1|DALB	LOC120428507|XP_039449453.1|CPIP, LOC120430549|XP_039451597.1|CPIP
OG0004598	LOC117567686|XP_034103701.1|DALB	LOC120413356|XP_039430073.1|CPIP
OG0004599	LOC117564854|XP_034099683.1|DALB	LOC120430494|XP_039451524.1|CPIP
OG0004600	LOC117575491|XP_034115621.1|DALB	LOC120417702|XP_039435781.1|CPIP
OG0004601	LOC117576484|XP_034117195.1|DALB	LOC120424696|XP_039444809.1|CPIP
OG0004602	LOC117567591|XP_034103983.1|DALB	LOC120424533|XP_039444631.1|CPIP
OG0004603	LOC117566227|XP_034101664.1|DALB	LOC120416908|XP_039434741.1|CPIP
OG0004604	LOC117566850|XP_034102336.1|DALB	LOC120416899|XP_039434731.1|CPIP
OG0004605	LOC117578199|XP_034119419.1|DALB	LOC120430744|XP_039451787.1|CPIP
OG0004606	LOC117576189|XP_034116669.1|DALB	LOC120427968|XP_039448858.1|CPIP
OG0004607	LOC117566564|XP_034102000.1|DALB	LOC120412940|XP_039429515.1|CPIP
OG0004608	LOC117577606|XP_034118347.1|DALB	LOC120413576|XP_039430401.1|CPIP
OG0004609	LOC117563467|XP_034097714.1|DALB	LOC120426601|XP_039447326.1|CPIP
OG0004610	LOC117573780|XP_034113071.1|DALB	LOC120416425|XP_039434110.1|CPIP
OG0004611	LOC117574696|XP_034114496.1|DALB	LOC120416401|XP_039434081.1|CPIP
OG0004612	LOC117574236|XP_034113838.1|DALB	LOC120416435|XP_039434123.1|CPIP
OG0004613	LOC117575685|XP_034115882.1|DALB	LOC120429015|XP_039450086.1|CPIP
OG0004614	LOC117570003|XP_034107294.1|DALB	LOC120429018|XP_039450093.1|CPIP
OG0004615	LOC117577816|XP_034118638.1|DALB	LOC120414518|XP_039431661.1|CPIP
OG0004616	LOC117577973|XP_034118948.1|DALB	LOC120414526|XP_039431669.1|CPIP
