Orthogroup	DALB.longest_only	DMEL.longest_only
OG0003917	LOC117565632|XP_034100733.1|DALB	CG14020|NP_001260097.1|DMEL
OG0003918	LOC117565938|XP_034101215.1|DALB	escl|NP_723702.1|DMEL
OG0003919	LOC117564675|XP_034099433.1|DALB	Hydr2|NP_608751.2|DMEL
OG0003920	LOC117567114|XP_034102808.1|DALB	Cdk9|NP_477226.2|DMEL
OG0003921	LOC117565032|XP_034099870.1|DALB	Hr38|NP_477119.1|DMEL
OG0003922	LOC117565764|XP_034100922.1|DALB	Wdr59|NP_995682.1|DMEL
OG0003923	LOC117573229|XP_034112168.1|DALB	Zip102B|NP_651919.3|DMEL
OG0003924	LOC117567897|XP_034104060.1|DALB	GstE14|NP_610855.1|DMEL
OG0003925	LOC117563494|XP_034097748.1|DALB	Col4a1|NP_723044.1|DMEL
OG0003926	LOC117563268|XP_034097386.1|DALB	eIF3h|NP_524834.2|DMEL
OG0003927	LOC117566075|XP_034101445.1|DALB	mio|NP_608656.1|DMEL
OG0003928	LOC117566156|XP_034101536.1|DALB	PIG-U|NP_609238.1|DMEL
OG0003929	LOC117566001|XP_034101309.1|DALB	CG6230|NP_609490.1|DMEL
OG0003930	LOC117563306|XP_034097444.1|DALB	Hmgcl|NP_609089.1|DMEL
OG0003931	LOC117578395|XP_034119734.1|DALB	Nhe3|NP_723202.2|DMEL
OG0003932	LOC117566645|XP_034102078.1|DALB	flz|NP_001137622.1|DMEL
OG0003933	LOC117565072|XP_034099909.1|DALB	tank|NP_608864.1|DMEL
OG0003934	LOC117565915|XP_034101174.1|DALB	Trs23|NP_609247.1|DMEL
OG0003935	LOC117567965|XP_034104165.1|DALB	CG8370|NP_611073.2|DMEL
OG0003936	LOC117567966|XP_034104166.1|DALB	Ufc1|NP_611074.1|DMEL
OG0003937	LOC117571580|XP_034109687.1|DALB	CG14764|NP_788283.1|DMEL
OG0003938	LOC117563338|XP_034097500.1|DALB	CG34126|NP_001260066.1|DMEL
OG0003939	LOC117564578|XP_034099311.1|DALB	CG7742|NP_608913.1|DMEL
OG0003940	LOC117565962|XP_034101248.1|DALB	mRpL28|NP_608887.1|DMEL
OG0003941	LOC117566137|XP_034101510.1|DALB	CG8891|NP_608890.1|DMEL
OG0003942	LOC117565439|XP_034100420.1|DALB	spz3|NP_609160.2|DMEL
OG0003943	LOC117563930|XP_034098393.1|DALB	CG31917|NP_608895.1|DMEL
OG0003944	LOC117565343|XP_034100288.1|DALB	CG5446|NP_609565.1|DMEL
OG0003945	LOC117566922|XP_034102433.1|DALB	levy|NP_611805.1|DMEL
OG0003946	LOC117563595|XP_034097873.1|DALB, LOC117563555|XP_034097826.1|DALB	fon|NP_609959.1|DMEL
OG0003947	LOC117565057|XP_034099895.1|DALB	pigeon|NP_476946.1|DMEL
OG0003948	LOC117565318|XP_034100249.1|DALB	mEFTs|NP_609847.1|DMEL
OG0003949	LOC117565315|XP_034100244.1|DALB	Dhc36C|NP_001369131.1|DMEL
OG0003950	LOC117564831|XP_034099647.1|DALB	mtm|NP_523489.1|DMEL
OG0003951	LOC117565299|XP_034100226.1|DALB	CG9098|NP_608979.2|DMEL
OG0003952	LOC117563732|XP_034098103.1|DALB	Ppt2|NP_609500.1|DMEL
OG0003953	LOC117563528|XP_034097798.1|DALB	l_2_k09022|NP_609079.2|DMEL
OG0003954	LOC117570859|XP_034108630.1|DALB	CG1273|NP_647883.1|DMEL
OG0003956	LOC117564029|XP_034098523.1|DALB	kon|NP_609881.3|DMEL
OG0003957	LOC117572068|XP_034110539.1|DALB	CG13671|NP_648202.1|DMEL
OG0003958	LOC117573260|XP_034112236.1|DALB	CG9919|NP_573119.1|DMEL
OG0003959	LOC117568383|XP_034104882.1|DALB	Ipk1|NP_001097387.1|DMEL
OG0003960	LOC117578111|XP_034119186.1|DALB	tilB|NP_608460.1|DMEL
OG0003961	LOC117565848|XP_034101056.1|DALB	CG7115|NP_609154.1|DMEL
OG0003962	LOC117563269|XP_034097388.1|DALB	Rpn11|NP_608905.1|DMEL
OG0003964	LOC117564208|XP_034098782.1|DALB	Snx1|NP_608777.1|DMEL
OG0003965	LOC117565988|XP_034101292.1|DALB	Bsg|NP_723346.2|DMEL
OG0003966	LOC117565685|XP_034100810.1|DALB	CG17683|NP_001036428.1|DMEL
OG0003967	LOC117567417|XP_034103284.1|DALB	MESK2|NP_995914.1|DMEL
OG0003968	LOC117566871|XP_034102369.1|DALB	Fkbp14|NP_001246448.1|DMEL
OG0003969	LOC117567414|XP_034103281.1|DALB	cnk|NP_725671.1|DMEL
OG0003970	LOC117565762|XP_034100920.1|DALB	BBS8|NP_608524.1|DMEL
OG0003971	LOC117564828|XP_034099642.1|DALB	CYLD|NP_723554.1|DMEL
OG0003972	LOC117570468|XP_034108033.1|DALB	sstn|NP_648745.1|DMEL
OG0003973	LOC117568176|XP_034104502.1|DALB	Atf-2|NP_001033973.1|DMEL
OG0003974	LOC117569773|XP_034106963.1|DALB	RpIII128|NP_523706.1|DMEL
OG0003975	LOC117563653|XP_034097954.1|DALB	CG34398|NP_001097127.1|DMEL
OG0003976	LOC117564588|XP_034099324.1|DALB	CG10166|NP_609980.1|DMEL
OG0003977	LOC117565155|XP_034100028.1|DALB	ND-B22|NP_609642.1|DMEL
OG0003978	LOC117572484|XP_034111225.1|DALB	rept|NP_524156.1|DMEL
OG0003979	LOC117563611|XP_034097903.1|DALB	CG6094|NP_609416.1|DMEL
OG0003980	LOC117573553|XP_034112725.1|DALB	CG4338|NP_650441.1|DMEL
OG0003981	LOC117563602|XP_034097885.1|DALB	eRF3|NP_477259.1|DMEL
OG0003982	LOC117565169|XP_034100046.1|DALB	CG10026|NP_609968.3|DMEL
OG0003983	LOC117565430|XP_034100407.1|DALB	CG31826|NP_001260473.1|DMEL
OG0003984	LOC117566153|XP_034101530.1|DALB	Acn|NP_609935.1|DMEL
OG0003985	LOC117565464|XP_034100460.1|DALB	CG10492|NP_001097179.1|DMEL
OG0003986	LOC117564532|XP_034099244.1|DALB	Wnt10|NP_609109.3|DMEL
OG0003987	LOC117563826|XP_034098245.1|DALB	ninaC|NP_523503.2|DMEL
OG0003988	LOC117564477|XP_034099168.1|DALB	CG4230|NP_001260087.1|DMEL
OG0003989	LOC117564207|XP_034098779.1|DALB	ThrRS|NP_723725.1|DMEL
OG0003990	LOC117563290|XP_034097423.1|DALB	Su_H_|NP_476868.1|DMEL
OG0003991	LOC117565810|XP_034100991.1|DALB	ine|NP_477012.1|DMEL
OG0003992	LOC117565360|XP_034100313.1|DALB	CG15443|NP_608839.1|DMEL
OG0003993	LOC117563295|XP_034097429.1|DALB	CG15431|NP_608831.1|DMEL
OG0003994	LOC117573815|XP_034113123.1|DALB	beta4GalNAcTB|NP_651657.1|DMEL
OG0003995	LOC117567894|XP_034104058.1|DALB	CG4679|NP_610854.1|DMEL
OG0003996	LOC117568857|XP_034105628.1|DALB	CG13748|NP_610430.1|DMEL
OG0003997	LOC117565655|XP_034100764.1|DALB	CG5160|NP_609112.1|DMEL
OG0003998	LOC117563950|XP_034098413.1|DALB	Nipped-B|NP_001036451.1|DMEL
OG0003999	LOC117565692|XP_034100818.1|DALB	Spf45|NP_001036426.1|DMEL
OG0004000	LOC117577757|XP_034118558.1|DALB	Uros1|NP_572507.1|DMEL
OG0004001	LOC117567294|XP_034103062.1|DALB	IntS1|NP_611875.1|DMEL
OG0004002	LOC117564456|XP_034099131.1|DALB	mRpS18B|NP_523606.1|DMEL
OG0004003	LOC117566071|XP_034101422.1|DALB	Ca-beta|NP_001260375.1|DMEL
OG0004004	LOC117566118|XP_034101483.1|DALB	PGAP5|NP_609191.1|DMEL
OG0004005	LOC117565170|XP_034100048.1|DALB	Oscillin|NP_608938.1|DMEL
OG0004006	LOC117564035|XP_034098530.1|DALB	CG2614|NP_610045.1|DMEL
OG0004007	LOC117564189|XP_034098754.1|DALB	CG9662|NP_001259997.1|DMEL
OG0004008	LOC117563336|XP_034097498.1|DALB	kis|NP_001137761.1|DMEL
OG0004009	LOC117564773|XP_034099563.1|DALB	Eogt|NP_608678.1|DMEL
OG0004010	LOC117565742|XP_034100879.1|DALB	CenG1A|NP_723849.1|DMEL
OG0004011	LOC117564317|XP_034098910.1|DALB, LOC117564322|XP_034098914.1|DALB	ics|NP_609665.2|DMEL
OG0004012	LOC117575532|XP_034115672.1|DALB	sit|NP_651063.1|DMEL
OG0004013	LOC117564419|XP_034099042.1|DALB	bgm|NP_524698.1|DMEL
OG0004014	LOC117569345|XP_034106369.1|DALB	GlyRS|NP_730022.1|DMEL
OG0004015	LOC117563323|XP_034097477.1|DALB	CG16974|NP_609610.2|DMEL
OG0004016	LOC117564762|XP_034099550.1|DALB	GATAd|NP_609383.2|DMEL
OG0004017	LOC117565584|XP_034100671.1|DALB	Tps1|NP_608827.1|DMEL
OG0004018	LOC117569340|XP_034106361.1|DALB	Pgant3|NP_610256.1|DMEL
OG0004019	LOC117563721|XP_034098072.1|DALB	Rhau|NP_610056.1|DMEL
OG0004020	LOC117563349|XP_034097526.1|DALB	SerRS|NP_608743.2|DMEL
OG0004021	LOC117566139|XP_034101513.1|DALB	CG3542|NP_608738.1|DMEL
OG0004022	LOC117565875|XP_034101106.1|DALB	heix|NP_523581.1|DMEL
OG0004023	LOC117569911|XP_034107141.1|DALB	CG15905|NP_611436.2|DMEL
OG0004024	LOC117565215|XP_034100115.1|DALB	Trpgamma|NP_001137830.2|DMEL
OG0004025	LOC117565825|XP_034101024.1|DALB	Fkbp59|NP_524895.2|DMEL
OG0004026	LOC117563925|XP_034098386.1|DALB	aop|NP_722766.1|DMEL
OG0004027	LOC117570701|XP_034108395.1|DALB	CG33680|NP_001027448.1|DMEL
OG0004028	LOC117565271|XP_034100189.1|DALB	obst-E|NP_723116.1|DMEL
OG0004029	LOC117565256|XP_034100164.1|DALB	Agpat2|NP_609231.2|DMEL
OG0004030	LOC117569884|XP_034107114.1|DALB	Stoml2|NP_001261161.1|DMEL
OG0004031	LOC117565425|XP_034100400.1|DALB	CG17211|NP_609552.1|DMEL
OG0004032	LOC117566067|XP_034101415.1|DALB	cta|NP_001036421.1|DMEL
OG0004033	LOC117565978|XP_034101272.1|DALB	CG5853|NP_788019.1|DMEL
OG0004034	LOC117563368|XP_034097558.1|DALB	CG10600|NP_001137839.1|DMEL
OG0004035	LOC117565790|XP_034100958.1|DALB	Rtnl1|NP_001162875.1|DMEL
OG0004036	LOC117564860|XP_034099694.1|DALB	Syt1|NP_523460.2|DMEL
OG0004037	LOC117565990|XP_034101298.1|DALB	Tor|NP_001260427.1|DMEL
OG0004038	LOC117565818|XP_034101009.1|DALB	dbe|NP_477240.1|DMEL
OG0004039	LOC117566160|XP_034101551.1|DALB	eys|NP_001259924.2|DMEL
OG0004040	LOC117566342|XP_034101713.1|DALB	CG13531|NP_611726.1|DMEL
OG0004041	LOC117578245|XP_034119555.1|DALB	Larp7|NP_524795.2|DMEL
OG0004042	LOC117570848|XP_034108620.1|DALB	CG8549|NP_648057.2|DMEL
OG0004044	LOC117569848|XP_034107068.1|DALB	Hira|NP_572401.2|DMEL
OG0004045	LOC117564084|XP_034098604.1|DALB	ATPsynG|NP_001036353.1|DMEL
OG0004046	LOC117566217|XP_034101652.1|DALB	Ets21C|NP_523445.1|DMEL
OG0004047	LOC117564659|XP_034099408.1|DALB	Tom70|NP_609536.1|DMEL
OG0004048	LOC117563879|XP_034098329.1|DALB	CG3036|NP_608873.1|DMEL
OG0004049	LOC117564389|XP_034099001.1|DALB	CG33635|NP_001027215.1|DMEL
OG0004050	LOC117563937|XP_034098401.1|DALB	CG10431|NP_609924.2|DMEL
OG0004051	LOC117563488|XP_034097741.1|DALB	Dlg5|NP_609505.1|DMEL
OG0004052	LOC117564147|XP_034098704.1|DALB	CG15373|NP_001097013.2|DMEL
OG0004053	LOC117566928|XP_034102441.1|DALB	Vhl|NP_524986.1|DMEL
OG0004054	LOC117564770|XP_034099561.1|DALB	IFT46|NP_609890.2|DMEL
OG0004055	LOC117576851|XP_034117833.1|DALB	CG12420|NP_649985.1|DMEL
OG0004056	LOC117574994|XP_034114956.1|DALB	CG14636|NP_001036655.1|DMEL
OG0004057	LOC117571797|XP_034110052.1|DALB	Rpn1|NP_649158.1|DMEL
OG0004058	LOC117568427|XP_034104975.1|DALB	Girdin|NP_647780.1|DMEL
OG0004059	LOC117575247|XP_034115269.1|DALB	DNApol-alpha180|NP_536736.2|DMEL
OG0004060	LOC117574545|XP_034114306.1|DALB	CG17726|NP_650054.2|DMEL
OG0004061	LOC117564031|XP_034098528.1|DALB	CG1578|NP_001285140.1|DMEL
OG0004062	LOC117569691|XP_034106836.1|DALB	Rap1|NP_476857.1|DMEL
OG0004063	LOC117577867|XP_034118714.1|DALB	tko|NP_001245490.1|DMEL
OG0004064	LOC117570507|XP_034108094.1|DALB	elgi|NP_648816.1|DMEL
OG0004065	LOC117571532|XP_034109606.1|DALB	Vrp1|NP_001097406.1|DMEL
OG0004066	LOC117572457|XP_034111182.1|DALB	Blos1|NP_725401.2|DMEL
OG0004067	LOC117568693|XP_034105397.1|DALB	FucT6|NP_572740.1|DMEL
OG0004070	LOC117566382|XP_034101774.1|DALB	Gr63a|NP_001137883.1|DMEL
OG0004071	LOC117572548|XP_034111310.1|DALB	Srp68|NP_648273.1|DMEL
OG0004072	LOC117572550|XP_034111313.1|DALB	CG5644|NP_648274.1|DMEL
OG0004073	LOC117577596|XP_034118336.1|DALB	CG7772|NP_573257.1|DMEL
OG0004074	LOC117572670|XP_034111578.1|DALB	dnr1|NP_001261137.1|DMEL
OG0004075	LOC117571329|XP_034109309.1|DALB	cbs|NP_610875.1|DMEL
OG0004076	LOC117571328|XP_034109305.1|DALB	cnn|NP_001246293.1|DMEL
OG0004077	LOC117565881|XP_034101111.1|DALB	poe|NP_476986.1|DMEL
OG0004078	LOC117575768|XP_034116025.1|DALB	Sld5|NP_651457.1|DMEL
OG0004079	LOC117577585|XP_034118320.1|DALB	CG9657|NP_572397.1|DMEL
OG0004080	LOC117569798|XP_034107002.1|DALB	RpS15|NP_611136.1|DMEL
OG0004081	LOC117567002|XP_034102571.1|DALB	Pcf11|NP_610999.4|DMEL
OG0004082	LOC117573216|XP_034112123.1|DALB	CG4038|NP_477043.1|DMEL
OG0004083	LOC117575343|XP_034115395.1|DALB	LSm3|NP_732931.1|DMEL
OG0004084	LOC117572333|XP_034110962.1|DALB	ash1|NP_524160.2|DMEL
OG0004085	LOC117575346|XP_034115402.1|DALB	CG10324|NP_650571.2|DMEL
OG0004086	LOC117576263|XP_034116795.1|DALB	TTLL6B|NP_651549.1|DMEL
OG0004087	LOC117573103|XP_034111914.1|DALB	CG1582|NP_572663.1|DMEL
OG0004089	LOC117563265|XP_034097387.1|DALB	CHES-1-like|NP_996362.2|DMEL
OG0004090	LOC117576757|XP_034117693.1|DALB	BRWD3|NP_732982.1|DMEL
OG0004091	LOC117574444|XP_034114173.1|DALB	CG6974|NP_650414.1|DMEL
OG0004092	LOC117563311|XP_034097460.1|DALB	Setd3|NP_727144.1|DMEL
OG0004094	LOC117577857|XP_034118696.1|DALB	CG6414|NP_570089.1|DMEL
OG0004095	LOC117574022|XP_034113504.1|DALB	CG14721|NP_650110.3|DMEL
OG0004096	LOC117576267|XP_034116801.1|DALB	pll|NP_476971.1|DMEL
OG0004097	LOC117568031|XP_034104262.1|DALB	ste14|NP_648623.1|DMEL
OG0004098	LOC117570668|XP_034108345.1|DALB	CG14905|NP_650569.1|DMEL
OG0004099	LOC117575552|XP_034115704.1|DALB	ctrip|NP_649496.3|DMEL
OG0004100	LOC117576036|XP_034116450.1|DALB	opa|NP_001368991.1|DMEL
OG0004101	LOC117574940|XP_034114880.1|DALB	Gnf1|NP_001014605.1|DMEL
OG0004102	LOC117576439|XP_034117087.1|DALB	Cdep|NP_001097685.2|DMEL
OG0004103	LOC117575766|XP_034116022.1|DALB	Vps2|NP_651455.1|DMEL
OG0004104	LOC117573899|XP_034113298.1|DALB	CG4374|NP_651146.2|DMEL
OG0004105	LOC117570502|XP_034108090.1|DALB	l_3_72Ab|NP_648818.3|DMEL
OG0004106	LOC117569734|XP_034106903.1|DALB	Arv1|NP_730651.1|DMEL
OG0004107	LOC117570075|XP_034107405.1|DALB	ProRS-m|NP_647737.1|DMEL
OG0004108	LOC117573554|XP_034112726.1|DALB	Set|NP_650438.2|DMEL
OG0004109	LOC117576758|XP_034117694.1|DALB	CG5728|NP_651245.1|DMEL
OG0004110	LOC117568851|XP_034105619.1|DALB	RpLP0|NP_524211.1|DMEL
OG0004111	LOC117576358|XP_034116937.1|DALB	CG5028|NP_001097922.1|DMEL
OG0004112	LOC117575929|XP_034116279.1|DALB	CG6154|NP_733146.2|DMEL
OG0004113	LOC117568867|XP_034105651.1|DALB	Sep1|NP_523430.1|DMEL
OG0004114	LOC117577939|XP_034118840.1|DALB	Snx27|NP_727023.1|DMEL
OG0004115	LOC117567393|XP_034103238.1|DALB	AdamTS-B|NP_572247.2|DMEL
OG0004116	LOC117574912|XP_034114848.1|DALB	RASSF8|NP_651411.1|DMEL
OG0004117	LOC117573501|XP_034112619.1|DALB	CG7379|NP_650656.1|DMEL
OG0004118	LOC117572146|XP_034110677.1|DALB	Rab4|NP_523777.1|DMEL
OG0004119	LOC117576840|XP_034117813.1|DALB	Cbp20|NP_524396.1|DMEL
OG0004120	LOC117573536|XP_034112702.1|DALB	ear|NP_001262595.1|DMEL
OG0004121	LOC117571452|XP_034109490.1|DALB	CG13707|NP_001246634.1|DMEL
OG0004122	LOC117576144|XP_034116602.1|DALB	mRpS10|NP_524355.2|DMEL
OG0004123	LOC117575090|XP_034115080.1|DALB	E2f1|NP_001262809.1|DMEL
OG0004124	LOC117570928|XP_034108749.1|DALB	hep|NP_001368982.1|DMEL
OG0004125	LOC117573312|XP_034112308.1|DALB	RpL32|NP_733339.1|DMEL
OG0004126	LOC117573912|XP_034113312.1|DALB	Axn|NP_733336.1|DMEL
OG0004127	LOC117564167|XP_034098725.1|DALB	RpL13|NP_523530.1|DMEL
OG0004128	LOC117573940|XP_034113358.1|DALB	CG31249|NP_732262.1|DMEL
OG0004129	LOC117572419|XP_034111097.1|DALB	Mtor|NP_477067.2|DMEL
OG0004130	LOC117572602|XP_034111432.1|DALB	Dop2R|NP_001014758.2|DMEL
OG0004131	LOC117574844|XP_034114731.1|DALB	CG5916|NP_650524.1|DMEL
OG0004132	LOC117566970|XP_034102519.1|DALB	CG2162|NP_001163332.2|DMEL
OG0004133	LOC117578394|XP_034119733.1|DALB	Hacd1|NP_609534.1|DMEL
OG0004134	LOC117573132|XP_034111954.1|DALB	Ythdf|NP_651322.1|DMEL
OG0004135	LOC117576084|XP_034116523.1|DALB	cic|NP_001262755.1|DMEL
OG0004136	LOC117574583|XP_034114357.1|DALB	Pbp95|NP_649760.1|DMEL
OG0004137	LOC117570693|XP_034108387.1|DALB	Pdrg1|NP_610538.1|DMEL
OG0004138	LOC117567971|XP_034104170.1|DALB	Smn|NP_524112.1|DMEL
OG0004139	LOC117573563|XP_034112743.1|DALB	CG10793|NP_570054.2|DMEL
OG0004140	LOC117570399|XP_034107912.1|DALB	CG4593|NP_572377.2|DMEL
OG0004141	LOC117567771|XP_034103861.1|DALB	side-VIII|NP_001097382.2|DMEL
OG0004142	LOC117575534|XP_034115678.1|DALB	Coq8|NP_572836.1|DMEL
OG0004143	LOC117575078|XP_034115063.1|DALB	Aos1|NP_650198.1|DMEL
OG0004144	LOC117565896|XP_034101133.1|DALB	Srp54|NP_477347.1|DMEL
OG0004145	LOC117572072|XP_034110549.1|DALB	Sbp2|NP_648204.1|DMEL
OG0004146	LOC117573430|XP_034112534.1|DALB	Hmt-1|NP_650503.1|DMEL
OG0004147	LOC117566246|XP_034101689.1|DALB	CG4709|NP_609331.1|DMEL
OG0004148	LOC117576200|XP_034116683.1|DALB	CG14395|NP_650222.2|DMEL
OG0004149	LOC117575232|XP_034115253.1|DALB	CG31176|NP_732650.1|DMEL
OG0004150	LOC117575651|XP_034115829.1|DALB	Mau2|NP_650428.1|DMEL
OG0004152	LOC117574897|XP_034114825.1|DALB	CG14669|NP_649537.5|DMEL
OG0004153	LOC117567259|XP_034103000.1|DALB	san|NP_524779.1|DMEL
OG0004154	LOC117567892|XP_034104055.1|DALB	TMS1|NP_001261947.1|DMEL
OG0004155	LOC117574999|XP_034114965.1|DALB	rec|NP_732072.1|DMEL
OG0004156	LOC117575714|XP_034115940.1|DALB	CG6912|NP_650419.1|DMEL
OG0004157	LOC117568030|XP_034104265.1|DALB	CG8028|NP_001097031.2|DMEL
OG0004158	LOC117571599|XP_034109706.1|DALB	nerfin-1|NP_524783.1|DMEL
OG0004159	LOC117576689|XP_034117575.1|DALB	CG11858|NP_651364.1|DMEL
OG0004160	LOC117567885|XP_034104048.1|DALB	HBS1|NP_652729.2|DMEL
OG0004161	LOC117573555|XP_034112728.1|DALB	SelR|NP_731523.1|DMEL
OG0004162	LOC117574231|XP_034113832.1|DALB	CG8149|NP_649898.1|DMEL
OG0004163	LOC117574821|XP_034114681.1|DALB	Dh44|NP_649922.2|DMEL
OG0004164	LOC117574267|XP_034113895.1|DALB	CG34357|NP_001356914.1|DMEL
OG0004165	LOC117567066|XP_034102697.1|DALB	Tango11|NP_726111.1|DMEL
OG0004166	LOC117567699|XP_034103721.1|DALB	CG3803|NP_611855.1|DMEL
OG0004167	LOC117574977|XP_034114934.1|DALB	CG8032|NP_649811.1|DMEL
OG0004168	LOC117574293|XP_034113980.1|DALB	CG6695|NP_651276.2|DMEL
OG0004169	LOC117577718|XP_034118513.1|DALB	CG9650|NP_001356899.1|DMEL
OG0004170	LOC117567840|XP_034103985.1|DALB	CG1737|NP_572711.2|DMEL
OG0004171	LOC117577653|XP_034118431.1|DALB	XRCC1|NP_572217.1|DMEL
OG0004172	LOC117563417|XP_034097646.1|DALB	Fur2|NP_727963.1|DMEL
OG0004173	LOC117569862|XP_034107086.1|DALB	CG10731|NP_001286477.1|DMEL
OG0004174	LOC117571950|XP_034110338.1|DALB	Vmat|NP_001014525.1|DMEL
OG0004175	LOC117567846|XP_034103989.1|DALB	CG6665|NP_725632.1|DMEL
OG0004176	LOC117569509|XP_034106586.1|DALB	CG7083|NP_648211.1|DMEL
OG0004177	LOC117573761|XP_034113043.1|DALB	CG42788|NP_731964.2|DMEL
OG0004178	LOC117575910|XP_034116247.1|DALB	osa|NP_524392.2|DMEL
OG0004179	LOC117568305|XP_034104744.1|DALB	Pgd|NP_476860.2|DMEL
OG0004180	LOC117576165|XP_034116630.1|DALB	MICU3|NP_001262741.1|DMEL
OG0004181	LOC117574160|XP_034113737.1|DALB	CG10208|NP_651186.1|DMEL
OG0004182	LOC117568819|XP_034105575.1|DALB	Ncc69|NP_001261758.1|DMEL
OG0004183	LOC117569906|XP_034107137.1|DALB	CrzR|NP_001261755.1|DMEL
OG0004184	LOC117571843|XP_034110122.1|DALB	Chd64|NP_647860.1|DMEL
OG0004185	LOC117563358|XP_034097538.1|DALB	CG9934|NP_609597.1|DMEL
OG0004186	LOC117571862|XP_034110152.1|DALB	Pgam5|NP_569951.1|DMEL
OG0004187	LOC117576171|XP_034116644.1|DALB, LOC117577296|XP_034118162.1|DALB	Rsbp15|NP_650164.1|DMEL
OG0004188	LOC117573532|XP_034112671.1|DALB	Cp190|NP_524359.2|DMEL
OG0004189	LOC117573542|XP_034112712.1|DALB	MRG15|NP_001262588.1|DMEL
OG0004190	LOC117575614|XP_034115779.1|DALB	Syt4|NP_477464.1|DMEL
OG0004191	LOC117575621|XP_034115786.1|DALB	CG10050|NP_649713.1|DMEL
OG0004192	LOC117575500|XP_034115634.1|DALB	sqz|NP_524403.1|DMEL
OG0004193	LOC117564156|XP_034098716.1|DALB	CG32683|NP_727419.1|DMEL
OG0004194	LOC117575721|XP_034115952.1|DALB	CG7183|NP_650692.2|DMEL
OG0004195	LOC117566993|XP_034102558.1|DALB	Grip128|NP_573030.2|DMEL
OG0004196	LOC117576806|XP_034117757.1|DALB	Sirt7|NP_651664.2|DMEL
OG0004197	LOC117574755|XP_034114589.1|DALB	CG5276|NP_650074.1|DMEL
OG0004198	LOC117576325|XP_034116884.1|DALB	Karybeta3|NP_524226.1|DMEL
OG0004199	LOC117575526|XP_034115663.1|DALB	CG14880|NP_650538.1|DMEL
OG0004200	LOC117567065|XP_034102696.1|DALB	LBR|NP_726114.1|DMEL
OG0004201	LOC117574404|XP_034114133.1|DALB	dgt6|NP_651671.1|DMEL
OG0004202	LOC117575738|XP_034115978.1|DALB	CG4813|NP_651088.1|DMEL
OG0004203	LOC117574936|XP_034114877.1|DALB	Fer2|NP_001287359.1|DMEL
OG0004204	LOC117572051|XP_034110518.1|DALB	CG9372|NP_649132.1|DMEL
OG0004205	LOC117570470|XP_034108043.1|DALB	ind|NP_996087.2|DMEL
OG0004206	LOC117575187|XP_034115191.1|DALB	psidin|NP_650858.1|DMEL
OG0004207	LOC117575192|XP_034115196.1|DALB	PIG-L|NP_001247201.1|DMEL
OG0004208	LOC117574021|XP_034113501.1|DALB	wkd|NP_650089.1|DMEL
OG0004209	LOC117573924|XP_034113328.1|DALB	CG5805|NP_651284.1|DMEL
OG0004210	LOC117574212|XP_034113809.1|DALB	CG3308|NP_650963.2|DMEL
OG0004211	LOC117563924|XP_034098384.1|DALB	frtz|NP_608614.1|DMEL
OG0004212	LOC117576445|XP_034117098.1|DALB	Ras85D|NP_476699.1|DMEL
OG0004213	LOC117573801|XP_034113101.1|DALB	CCT7|NP_649835.1|DMEL
OG0004214	LOC117572685|XP_034111614.1|DALB	LSm1|NP_611559.1|DMEL
OG0004215	LOC117568099|XP_034104370.1|DALB	Impbeta11|NP_788357.1|DMEL
OG0004216	LOC117571038|XP_034108892.1|DALB	shd|NP_001261843.1|DMEL
OG0004217	LOC117570123|XP_034107479.1|DALB	Klp64D|NP_523934.1|DMEL
OG0004218	LOC117575539|XP_034115684.1|DALB	e_y_1|NP_523391.3|DMEL
OG0004219	LOC117575429|XP_034115524.1|DALB	CG9773|NP_649813.1|DMEL
OG0004220	LOC117576423|XP_034117046.1|DALB	Sap47|NP_001356918.1|DMEL
OG0004221	LOC117573930|XP_034113346.1|DALB	meigo|NP_001097853.1|DMEL
OG0004222	LOC117574690|XP_034114487.1|DALB	CG10005|NP_650137.3|DMEL
OG0004223	LOC117575034|XP_034115004.1|DALB	mfas|NP_788655.1|DMEL
OG0004224	LOC117573647|XP_034112856.1|DALB	CG2519|NP_649546.1|DMEL
OG0004225	LOC117577189|XP_034118103.1|DALB	CG3149|NP_572246.1|DMEL
OG0004226	LOC117576334|XP_034116898.1|DALB	ema|NP_650542.1|DMEL
OG0004227	LOC117576348|XP_034116923.1|DALB	Sb|NP_476709.1|DMEL
OG0004228	LOC117574845|XP_034114732.1|DALB	CG5903|NP_650523.1|DMEL
OG0004229	LOC117566416|XP_034101831.1|DALB	sli|NP_001261017.1|DMEL
OG0004230	LOC117577642|XP_034118402.1|DALB	fs_1_h|NP_001259321.1|DMEL
OG0004231	LOC117572113|XP_034110625.1|DALB	Ero1L|NP_647865.2|DMEL
OG0004232	LOC117572116|XP_034110632.1|DALB	Teh2|NP_001163345.1|DMEL
OG0004233	LOC117572115|XP_034110631.1|DALB	Teh3|NP_652335.1|DMEL
OG0004234	LOC117571618|XP_034109731.1|DALB	ImpL2|NP_728961.2|DMEL
OG0004235	LOC117571458|XP_034109541.1|DALB, LOC117571687|XP_034109875.1|DALB	Seipin|NP_570012.1|DMEL
OG0004236	LOC117574683|XP_034114480.1|DALB	repo|NP_477026.1|DMEL
OG0004237	LOC117576449|XP_034117105.1|DALB	Nlg1|NP_731172.2|DMEL
