Orthogroup	DALB.longest_only	DANA.longest_only
OG0004143	LOC117575078|XP_034115063.1|DALB	LOC6499831|XP_001953821.1|DANA
OG0004144	LOC117565896|XP_034101133.1|DALB	LOC6498528|XP_001963003.1|DANA
OG0004145	LOC117572072|XP_034110549.1|DALB	LOC6493741|XP_001958348.1|DANA
OG0004146	LOC117573430|XP_034112534.1|DALB	LOC6499269|XP_014765995.1|DANA
OG0004147	LOC117566246|XP_034101689.1|DALB	LOC6498536|XP_001963018.1|DANA
OG0004148	LOC117576200|XP_034116683.1|DALB	LOC6499902|XP_014766274.2|DANA
OG0004149	LOC117575232|XP_034115253.1|DALB	LOC6500590|XP_001953529.1|DANA
OG0004150	LOC117575651|XP_034115829.1|DALB	LOC6500620|XP_001953583.1|DANA
OG0004152	LOC117574897|XP_034114825.1|DALB	LOC6500037|XP_032305727.1|DANA
OG0004153	LOC117567259|XP_034103000.1|DALB	LOC6495399|XP_001958760.1|DANA
OG0004154	LOC117567892|XP_034104055.1|DALB	LOC6506910|XP_001957012.1|DANA
OG0004155	LOC117574999|XP_034114965.1|DALB	LOC6499275|XP_001954977.1|DANA
OG0004156	LOC117575714|XP_034115940.1|DALB	LOC6499947|XP_032308825.1|DANA, LOC116655271|XP_032308778.1|DANA, LOC116655290|XP_032308802.1|DANA, LOC116655284|XP_032308794.1|DANA, LOC6499949|XP_032308769.1|DANA
OG0004157	LOC117568030|XP_034104265.1|DALB	LOC6498750|XP_001967275.2|DANA
OG0004158	LOC117571599|XP_034109706.1|DALB	LOC6507056|XP_032310673.1|DANA
OG0004159	LOC117576689|XP_034117575.1|DALB	LOC6500342|XP_001953008.1|DANA
OG0004160	LOC117567885|XP_034104048.1|DALB	LOC6507580|XP_001955945.1|DANA
OG0004161	LOC117573555|XP_034112728.1|DALB	LOC6498973|XP_001955579.2|DANA
OG0004162	LOC117574231|XP_034113832.1|DALB	LOC6501699|XP_001955792.2|DANA
OG0004163	LOC117574821|XP_034114681.1|DALB	LOC6499405|XP_001954702.2|DANA
OG0004164	LOC117574267|XP_034113895.1|DALB	LOC6501131|XP_032305406.1|DANA
OG0004165	LOC117567066|XP_034102697.1|DALB	LOC6494484|XP_014762811.1|DANA
OG0004166	LOC117567699|XP_034103721.1|DALB	LOC6494908|XP_001959445.1|DANA
OG0004167	LOC117574977|XP_034114934.1|DALB	LOC6501225|XP_001954797.1|DANA
OG0004168	LOC117574293|XP_034113980.1|DALB	LOC6500005|XP_001953420.1|DANA
OG0004169	LOC117577718|XP_034118513.1|DALB	LOC6504029|XP_032308497.1|DANA
OG0004170	LOC117567840|XP_034103985.1|DALB	LOC6504439|XP_032308335.1|DANA
OG0004171	LOC117577653|XP_034118431.1|DALB	LOC6504022|XP_001964023.2|DANA
OG0004172	LOC117563417|XP_034097646.1|DALB	LOC6502035|XP_032311902.1|DANA
OG0004173	LOC117569862|XP_034107086.1|DALB	LOC6495891|XP_001959791.1|DANA
OG0004174	LOC117571950|XP_034110338.1|DALB	LOC6494043|XP_032307009.1|DANA
OG0004175	LOC117567846|XP_034103989.1|DALB	LOC6494290|XP_001960597.1|DANA
OG0004176	LOC117569509|XP_034106586.1|DALB	LOC6502836|XP_001957171.1|DANA
OG0004177	LOC117573761|XP_034113043.1|DALB	LOC6499950|XP_014766290.1|DANA
OG0004178	LOC117575910|XP_034116247.1|DALB	LOC6505787|XP_032305583.1|DANA
OG0004179	LOC117568305|XP_034104744.1|DALB	LOC6504145|XP_001964268.1|DANA
OG0004180	LOC117576165|XP_034116630.1|DALB	LOC6500404|XP_032305739.1|DANA
OG0004181	LOC117574160|XP_034113737.1|DALB	LOC6501507|XP_001955389.1|DANA
OG0004182	LOC117568819|XP_034105575.1|DALB	LOC6507612|XP_032309826.1|DANA
OG0004183	LOC117569906|XP_034107137.1|DALB	LOC6507613|XP_032309851.1|DANA
OG0004184	LOC117571843|XP_034110122.1|DALB	LOC6506524|XP_001957718.1|DANA
OG0004185	LOC117563358|XP_034097538.1|DALB	LOC6498456|XP_001962860.1|DANA
OG0004186	LOC117571862|XP_034110152.1|DALB	LOC6503762|XP_001963786.1|DANA
OG0004187	LOC117576171|XP_034116644.1|DALB, LOC117577296|XP_034118162.1|DALB	LOC6500020|XP_032306921.1|DANA
OG0004188	LOC117573532|XP_034112671.1|DALB	LOC6494610|XP_014760084.1|DANA
OG0004189	LOC117573542|XP_034112712.1|DALB	LOC6494599|XP_001965939.1|DANA
OG0004190	LOC117575614|XP_034115779.1|DALB	LOC6500450|XP_001953237.1|DANA
OG0004191	LOC117575621|XP_034115786.1|DALB	LOC6500449|XP_001953234.1|DANA
OG0004192	LOC117575500|XP_034115634.1|DALB	LOC6499334|XP_001954847.2|DANA
OG0004193	LOC117564156|XP_034098716.1|DALB	LOC6502315|XP_001966222.2|DANA
OG0004194	LOC117575721|XP_034115952.1|DALB	LOC6499297|XP_001954921.1|DANA
OG0004195	LOC117566993|XP_034102558.1|DALB	LOC6504574|XP_001966599.1|DANA
OG0004196	LOC117576806|XP_034117757.1|DALB	LOC6499072|XP_014765895.1|DANA
OG0004197	LOC117574755|XP_034114589.1|DALB	LOC6499659|XP_001954201.1|DANA
OG0004198	LOC117576325|XP_034116884.1|DALB	LOC6501671|XP_001955720.1|DANA
OG0004199	LOC117575526|XP_034115663.1|DALB	LOC6499316|XP_032312064.1|DANA
OG0004200	LOC117567065|XP_034102696.1|DALB	LOC6496109|XP_001960244.1|DANA
OG0004201	LOC117574404|XP_034114133.1|DALB	LOC6505590|XP_001964639.1|DANA
OG0004202	LOC117575738|XP_034115978.1|DALB	LOC6501068|XP_001954496.3|DANA
OG0004203	LOC117574936|XP_034114877.1|DALB	LOC6501617|XP_001955612.1|DANA
OG0004204	LOC117572051|XP_034110518.1|DALB	LOC6506351|XP_001958052.1|DANA
OG0004205	LOC117570470|XP_034108043.1|DALB	LOC6493617|XP_032310372.1|DANA
OG0004206	LOC117575187|XP_034115191.1|DALB	LOC6500416|XP_001953173.1|DANA
OG0004207	LOC117575192|XP_034115196.1|DALB	LOC6500126|XP_001953172.1|DANA
OG0004208	LOC117574021|XP_034113501.1|DALB	LOC6501155|XP_001954654.1|DANA
OG0004209	LOC117573924|XP_034113328.1|DALB	LOC6505829|XP_001964444.1|DANA
OG0004210	LOC117574212|XP_034113809.1|DALB	LOC6500046|XP_001953324.1|DANA
OG0004211	LOC117563924|XP_034098384.1|DALB	LOC6507028|XP_001965296.1|DANA
OG0004212	LOC117576445|XP_034117098.1|DALB	LOC6498854|XP_001955794.1|DANA
OG0004213	LOC117573801|XP_034113101.1|DALB	LOC6500970|XP_001954272.1|DANA
OG0004214	LOC117572685|XP_034111614.1|DALB	LOC6495815|XP_001959644.1|DANA
OG0004215	LOC117568099|XP_034104370.1|DALB	LOC6494359|XP_001960469.1|DANA
OG0004216	LOC117571038|XP_034108892.1|DALB	LOC6507239|XP_014765114.1|DANA
OG0004217	LOC117570123|XP_034107479.1|DALB	LOC6493337|XP_001957548.1|DANA
OG0004218	LOC117575539|XP_034115684.1|DALB	LOC6503795|XP_001963732.1|DANA
OG0004219	LOC117575429|XP_034115524.1|DALB	LOC6499637|XP_001954246.1|DANA
OG0004220	LOC117576423|XP_034117046.1|DALB	LOC6501325|XP_032307487.1|DANA
OG0004221	LOC117573930|XP_034113346.1|DALB	LOC6505803|XP_001964403.2|DANA
OG0004222	LOC117574690|XP_034114487.1|DALB	LOC6505833|XP_001964452.1|DANA
OG0004223	LOC117575034|XP_034115004.1|DALB	LOC6500537|XP_032305352.1|DANA
OG0004224	LOC117573647|XP_034112856.1|DALB	LOC6498841|XP_001955832.1|DANA
OG0004225	LOC117577189|XP_034118103.1|DALB	LOC6505107|XP_001965444.1|DANA
OG0004226	LOC117576334|XP_034116898.1|DALB	LOC6499312|XP_014766007.1|DANA
OG0004227	LOC117576348|XP_034116923.1|DALB	LOC6498953|XP_001955615.2|DANA
OG0004228	LOC117574845|XP_034114732.1|DALB	LOC6501618|XP_001955614.1|DANA
OG0004229	LOC117566416|XP_034101831.1|DALB	LOC6496181|XP_001960384.2|DANA
OG0004230	LOC117577642|XP_034118402.1|DALB	LOC6503678|XP_032308576.1|DANA
OG0004231	LOC117572113|XP_034110625.1|DALB	LOC6493428|XP_001957728.1|DANA
OG0004232	LOC117572116|XP_034110632.1|DALB	LOC6506517|XP_014764793.1|DANA
OG0004233	LOC117572115|XP_034110631.1|DALB	LOC6506516|XP_001957732.1|DANA
OG0004234	LOC117571618|XP_034109731.1|DALB	LOC6506509|XP_014764791.1|DANA
OG0004235	LOC117571458|XP_034109541.1|DALB, LOC117571687|XP_034109875.1|DALB	LOC6504898|XP_001966552.1|DANA
OG0004236	LOC117574683|XP_034114480.1|DALB	LOC6505718|XP_001964396.1|DANA
OG0004237	LOC117576449|XP_034117105.1|DALB	LOC6500462|XP_001953270.1|DANA
OG0004238	LOC117575027|XP_034114997.1|DALB	LOC6501027|XP_001954413.1|DANA
OG0004239	LOC117575809|XP_034116092.1|DALB	LOC6505808|XP_001964410.1|DANA
OG0004240	LOC117574703|XP_034114506.1|DALB	LOC6501694|XP_032312248.1|DANA
OG0004241	LOC117575533|XP_034115674.1|DALB	LOC6500475|XP_001953297.1|DANA
OG0004242	LOC117574500|XP_034114235.1|DALB	LOC6499373|XP_001954765.1|DANA
OG0004243	LOC117572359|XP_034111013.1|DALB	LOC6493341|XP_001957555.1|DANA
OG0004244	LOC117575726|XP_034115960.1|DALB	LOC6501286|XP_001954922.1|DANA
OG0004245	LOC117569824|XP_034107039.1|DALB	LOC6492941|XP_001956697.1|DANA
OG0004246	LOC117567262|XP_034103010.1|DALB	LOC6507165|XP_032309940.1|DANA
OG0004247	LOC117576775|XP_034117721.1|DALB	LOC6504635|XP_001966494.1|DANA
OG0004248	LOC117571104|XP_034108976.1|DALB	LOC6495512|XP_001959005.1|DANA
OG0004249	LOC117571566|XP_034109666.1|DALB	LOC6507555|XP_001955906.1|DANA
OG0004250	LOC117564870|XP_034099709.1|DALB	LOC6504342|XP_001965017.1|DANA
OG0004251	LOC117567390|XP_034103275.1|DALB	LOC6504732|XP_032309113.1|DANA
OG0004252	LOC117576441|XP_034117095.1|DALB	LOC6501701|XP_001955797.1|DANA
OG0004253	LOC117576466|XP_034117128.1|DALB	LOC6499630|XP_001954263.1|DANA
OG0004254	LOC117566073|XP_034101443.1|DALB	LOC6503123|XP_001963465.1|DANA
OG0004255	LOC117564911|XP_034099757.1|DALB	LOC6502736|XP_032309224.1|DANA
OG0004256	LOC117567780|XP_034103871.1|DALB	LOC6494262|XP_032306747.1|DANA
OG0004257	LOC117576768|XP_034117708.1|DALB	LOC6499015|XP_001955508.1|DANA
OG0004258	LOC117574687|XP_034114483.1|DALB	LOC6500220|XP_032305319.1|DANA
OG0004259	LOC117566995|XP_034102561.1|DALB	LOC6496300|XP_001960647.1|DANA
OG0004260	LOC117574379|XP_034114104.1|DALB	LOC6501675|XP_032312185.1|DANA
OG0004261	LOC117576872|XP_034117864.1|DALB	LOC6500487|XP_014766582.1|DANA
OG0004262	LOC117574574|XP_034114342.1|DALB	LOC6503401|XP_001967502.1|DANA
OG0004263	LOC117575125|XP_034115117.1|DALB	LOC6501241|XP_001954832.1|DANA
OG0004264	LOC117576745|XP_034117669.1|DALB	LOC6499641|XP_001954239.1|DANA
OG0004265	LOC117575612|XP_034115776.1|DALB	LOC6500098|XP_001953231.1|DANA
OG0004266	LOC117576539|XP_034117265.1|DALB	LOC6494166|XP_001965970.1|DANA
OG0004267	LOC117575814|XP_034116099.1|DALB	LOC6505709|XP_001964416.1|DANA
OG0004268	LOC117567963|XP_034104160.1|DALB	LOC6494321|XP_032306141.1|DANA
OG0004269	LOC117567902|XP_034104066.1|DALB	LOC6495124|XP_001959000.1|DANA
OG0004270	LOC117570370|XP_034107855.1|DALB	LOC26514796|XP_014764049.1|DANA
OG0004271	LOC117572124|XP_034110642.1|DALB	LOC6495803|XP_001959621.1|DANA
OG0004272	LOC117573593|XP_034112779.1|DALB	LOC6500939|XP_001954212.1|DANA
OG0004273	LOC117576019|XP_034116418.1|DALB	LOC6500736|XP_001953816.1|DANA
OG0004274	LOC117578277|XP_034119595.1|DALB	LOC6502316|XP_001966224.1|DANA
OG0004275	LOC117574480|XP_034114212.1|DALB	LOC6503984|XP_001963956.1|DANA
OG0004276	LOC117570062|XP_034107387.1|DALB	LOC6502415|XP_032311180.1|DANA
OG0004277	LOC117571568|XP_034109668.1|DALB	LOC6507152|XP_001956579.2|DANA
OG0004278	LOC117577758|XP_034118559.1|DALB	LOC6503649|XP_001964000.1|DANA
OG0004279	LOC117564078|XP_034098595.1|DALB	LOC6497889|XP_001961652.1|DANA
OG0004280	LOC117578236|XP_034119526.1|DALB	LOC6504024|XP_032308594.1|DANA
OG0004281	LOC117570548|XP_034108161.1|DALB	LOC6496506|XP_001961040.1|DANA
OG0004282	LOC117568969|XP_034105818.1|DALB	LOC6494278|XP_001960615.1|DANA
OG0004283	LOC117568970|XP_034105819.1|DALB	LOC6496286|XP_001960614.1|DANA
OG0004284	LOC117565630|XP_034100731.1|DALB	LOC26514190|XP_014762303.1|DANA
OG0004285	LOC117575835|XP_034116130.1|DALB, LOC117575514|XP_034115653.1|DALB	LOC6500758|XP_001953862.1|DANA
OG0004286	LOC117569134|XP_034106053.1|DALB	LOC6507155|XP_032309755.1|DANA
OG0004287	LOC117568037|XP_034104272.1|DALB	LOC6507156|XP_032310003.1|DANA
OG0004288	LOC117571708|XP_034109899.1|DALB	LOC6507904|XP_001956568.1|DANA
OG0004289	LOC117566879|XP_034102380.1|DALB	LOC6493580|XP_001958036.1|DANA
OG0004290	LOC117572432|XP_034111151.1|DALB	LOC6496325|XP_001960706.1|DANA
OG0004291	LOC117572649|XP_034111519.1|DALB	LOC6494199|XP_001960767.1|DANA
OG0004292	LOC117567309|XP_034103087.1|DALB	LOC26513871|XP_014765544.1|DANA
OG0004293	LOC117570509|XP_034108098.1|DALB	LOC6506731|XP_001957336.1|DANA
OG0004294	LOC117570469|XP_034108035.1|DALB	LOC6493619|XP_032310369.1|DANA
OG0004295	LOC117568973|XP_034105821.1|DALB	LOC6493503|XP_032309554.1|DANA
OG0004296	LOC117568961|XP_034105810.1|DALB	LOC6493504|XP_001957883.2|DANA
OG0004297	LOC117570272|XP_034107679.1|DALB	LOC6496305|XP_001960657.1|DANA
OG0004298	LOC117568536|XP_034105145.1|DALB	LOC6495223|XP_001958813.1|DANA
OG0004299	LOC117571686|XP_034109820.1|DALB	LOC6494021|XP_032306854.1|DANA
OG0004300	LOC117570815|XP_034108566.1|DALB	LOC6495510|XP_001959003.1|DANA
OG0004301	LOC117570145|XP_034107500.1|DALB	LOC6506494|XP_001957769.1|DANA
OG0004302	LOC117570168|XP_034107535.1|DALB	LOC6495610|XP_001959197.2|DANA
OG0004303	LOC117567253|XP_034102993.1|DALB	LOC6494351|XP_001960485.1|DANA
OG0004304	LOC117571718|XP_034109908.1|DALB	LOC6494506|XP_032307054.1|DANA
OG0004305	LOC117572164|XP_034110705.1|DALB	LOC6494051|XP_032306239.1|DANA
OG0004306	LOC117568339|XP_034104815.1|DALB	LOC6495492|XP_001958965.1|DANA
OG0004307	LOC117572078|XP_034110561.1|DALB	LOC6496559|XP_001961144.1|DANA
OG0004308	LOC117569986|XP_034107256.1|DALB	LOC6495724|XP_032305996.1|DANA
OG0004309	LOC117567919|XP_034104089.1|DALB	LOC6506998|XP_001956856.1|DANA
OG0004310	LOC117568794|XP_034105544.1|DALB	LOC6495236|XP_032306942.1|DANA
OG0004311	LOC117572396|XP_034111067.1|DALB	LOC6507938|XP_001956649.1|DANA
OG0004312	LOC117566834|XP_034102306.1|DALB	LOC6494245|XP_001960671.1|DANA
OG0004313	LOC117567419|XP_034103300.1|DALB	LOC6493917|XP_032311563.1|DANA
OG0004314	LOC117568076|XP_034104337.1|DALB	LOC6496095|XP_001960217.2|DANA
OG0004315	LOC117570883|XP_034108672.1|DALB	LOC6496446|XP_001960926.3|DANA
OG0004316	LOC117571785|XP_034110035.1|DALB	LOC6495893|XP_001959795.1|DANA
OG0004317	LOC117570618|XP_034108271.1|DALB	LOC6496505|XP_001961039.1|DANA
OG0004318	LOC117572062|XP_034110531.1|DALB	LOC6494246|XP_032306096.1|DANA
OG0004319	LOC117568556|XP_034105170.1|DALB	LOC6496243|XP_001960526.1|DANA
OG0004320	LOC117576767|XP_034117707.1|DALB	LOC26514649|XP_014767317.1|DANA
OG0004321	LOC117565427|XP_034100403.1|DALB	LOC6497499|XP_001961958.1|DANA
OG0004322	LOC117575468|XP_034115574.1|DALB	LOC6500893|XP_032312144.1|DANA
OG0004323	LOC117572599|XP_034111401.1|DALB	LOC6507658|XP_001956090.1|DANA
OG0004324	LOC117564439|XP_034099068.1|DALB	LOC26514427|XP_014762327.1|DANA
OG0004325	LOC117569281|XP_034106278.1|DALB	LOC6496397|XP_001960819.1|DANA
OG0004326	LOC117569280|XP_034106277.1|DALB	LOC6494180|XP_032305924.1|DANA
OG0004327	LOC117574061|XP_034113574.1|DALB	LOC6502886|XP_032311832.1|DANA
OG0004328	LOC117566921|XP_034102432.1|DALB	LOC6494698|XP_001959835.1|DANA
OG0004329	LOC117568510|XP_034105102.1|DALB	LOC6494235|XP_032307180.1|DANA
OG0004330	LOC117567158|XP_034102862.1|DALB	LOC6496083|XP_001960184.1|DANA
OG0004331	LOC117570817|XP_034108568.1|DALB	LOC6495986|XP_001959983.1|DANA
OG0004332	LOC117565823|XP_034101018.1|DALB	LOC6498047|XP_001961964.1|DANA
OG0004333	LOC117564658|XP_034099407.1|DALB	LOC6497365|XP_001962241.1|DANA
OG0004334	LOC117565225|XP_034100123.1|DALB	LOC6498671|XP_001963287.1|DANA
OG0004335	LOC117566885|XP_034102389.1|DALB	LOC6496640|XP_001961313.3|DANA
OG0004336	LOC117566884|XP_034102388.1|DALB	LOC6495109|XP_001959034.1|DANA
OG0004337	LOC117565969|XP_034101257.1|DALB	LOC6498085|XP_001962050.2|DANA
OG0004338	LOC117567581|XP_034103553.1|DALB	LOC6507278|XP_001956336.1|DANA
OG0004339	LOC117571156|XP_034109055.1|DALB	LOC6496350|XP_001960742.2|DANA
OG0004340	LOC117571155|XP_034109054.1|DALB	LOC6494212|XP_001960741.1|DANA
OG0004341	LOC117568545|XP_034105154.1|DALB	LOC6496414|XP_001960868.2|DANA
OG0004342	LOC117569692|XP_034106837.1|DALB	LOC6494373|XP_032306822.1|DANA
OG0004343	LOC117567838|XP_034103977.1|DALB	LOC6494374|XP_001960441.3|DANA
OG0004344	LOC117570251|XP_034107651.1|DALB	LOC6496202|XP_001960437.1|DANA
OG0004345	LOC117565075|XP_034099914.1|DALB	LOC6504125|XP_001965190.1|DANA
OG0004346	LOC117570881|XP_034108663.1|DALB	LOC6496304|XP_014763749.1|DANA
OG0004347	LOC117568826|XP_034105592.1|DALB	LOC6494256|XP_001960656.1|DANA
OG0004348	LOC117566736|XP_034102169.1|DALB	LOC6494906|XP_001959449.2|DANA
OG0004349	LOC117568687|XP_034105388.1|DALB	LOC6495721|XP_014763464.1|DANA
OG0004350	LOC117570269|XP_034107674.1|DALB	LOC6495086|XP_001959094.1|DANA
OG0004351	LOC117572077|XP_034110556.1|DALB	LOC6494017|XP_001961139.1|DANA
OG0004352	LOC117576820|XP_034117783.1|DALB	LOC26515247|XP_032305708.1|DANA
OG0004353	LOC117575041|XP_034115013.1|DALB	LOC6501454|XP_001955291.2|DANA
OG0004354	LOC117574627|XP_034114408.1|DALB	LOC6505645|XP_001964539.1|DANA
OG0004355	LOC117575703|XP_034115918.1|DALB	LOC6499452|XP_014766073.1|DANA
OG0004356	LOC117569370|XP_034106392.1|DALB	LOC6494803|XP_001959638.1|DANA
OG0004357	LOC117569814|XP_034107024.1|DALB	LOC6495799|XP_001959611.1|DANA
OG0004358	LOC117569772|XP_034106960.1|DALB	LOC6495135|XP_014763170.1|DANA
OG0004359	LOC117572462|XP_034111188.1|DALB	LOC6494441|XP_001960310.2|DANA
OG0004360	LOC117566981|XP_034102535.1|DALB	LOC6493670|XP_001958195.1|DANA
OG0004361	LOC117574544|XP_034114305.1|DALB	LOC6501030|XP_001954418.1|DANA
OG0004362	LOC117570028|XP_034107341.1|DALB	LOC6507651|XP_001956075.1|DANA
OG0004363	LOC117566721|XP_034102190.1|DALB	LOC6504008|XP_001963995.1|DANA
OG0004364	LOC117567755|XP_034103834.1|DALB	LOC6495807|XP_001959627.2|DANA
OG0004365	LOC117571282|XP_034109235.1|DALB	LOC6494793|XP_032306048.1|DANA
OG0004366	LOC117564080|XP_034098599.1|DALB	LOC6497641|XP_001961654.1|DANA
OG0004367	LOC117571021|XP_034108871.1|DALB	LOC6506768|XP_001957274.1|DANA
OG0004368	LOC117567746|XP_034103822.1|DALB	LOC6493871|XP_001958595.1|DANA
OG0004369	LOC117570233|XP_034107628.1|DALB	LOC6495196|XP_001958875.2|DANA
OG0004370	LOC117566346|XP_034101723.1|DALB	LOC6494279|XP_001960613.1|DANA
OG0004371	LOC117578060|XP_034119087.1|DALB	LOC6503134|XP_001963492.1|DANA
OG0004372	LOC117570592|XP_034108227.1|DALB	LOC6494253|XP_032306752.1|DANA
OG0004373	LOC117566781|XP_034102215.1|DALB	LOC6496658|XP_001961347.1|DANA
OG0004374	LOC117571741|XP_034109950.1|DALB	LOC6494641|XP_032306542.1|DANA
OG0004375	LOC117568093|XP_034104364.1|DALB	LOC6506498|XP_001957762.1|DANA
OG0004376	LOC117570106|XP_034107453.1|DALB	LOC6507840|XP_001956451.1|DANA
OG0004377	LOC117569309|XP_034106313.1|DALB	LOC6493453|XP_001957782.1|DANA
OG0004378	LOC117568024|XP_034104244.1|DALB	LOC6495162|XP_032306081.1|DANA
OG0004379	LOC117572249|XP_034110828.1|DALB	LOC6494794|XP_001959654.1|DANA
OG0004380	LOC117568804|XP_034105556.1|DALB	LOC6495235|XP_001958791.1|DANA
OG0004381	LOC117575970|XP_034116340.1|DALB	LOC6499865|XP_001953744.1|DANA
OG0004382	LOC117566961|XP_034102502.1|DALB	LOC6494937|XP_001959364.1|DANA
OG0004383	LOC117572154|XP_034110691.1|DALB	LOC6495748|XP_001959490.1|DANA
OG0004384	LOC117572156|XP_034110694.1|DALB	LOC6495750|XP_001959492.1|DANA
OG0004385	LOC117571102|XP_034108975.1|DALB	LOC6494322|XP_001960535.1|DANA
OG0004386	LOC117569287|XP_034106284.1|DALB	LOC6495494|XP_001958969.1|DANA
OG0004387	LOC117570601|XP_034108236.1|DALB	LOC6506127|XP_001958495.1|DANA
OG0004388	LOC117567037|XP_034102634.1|DALB	LOC6494934|XP_032306960.1|DANA
OG0004389	LOC117572700|XP_034111645.1|DALB	LOC6493422|XP_001957717.3|DANA
OG0004390	LOC117566363|XP_034101747.1|DALB	LOC6493238|XP_014764266.1|DANA
OG0004391	LOC117568502|XP_034105086.1|DALB	LOC6494594|XP_001960045.2|DANA
OG0004392	LOC117571792|XP_034110042.1|DALB	LOC6493236|XP_032310364.1|DANA
OG0004393	LOC117571998|XP_034110401.1|DALB	LOC6495646|XP_032306126.1|DANA
OG0004394	LOC117569794|XP_034106993.1|DALB	LOC6496445|XP_032306461.1|DANA
OG0004395	LOC117569138|XP_034106057.1|DALB	LOC6496546|XP_001961118.1|DANA
OG0004396	LOC117569689|XP_034106830.1|DALB	LOC6496659|XP_001961350.1|DANA
OG0004397	LOC117570914|XP_034108713.1|DALB	LOC6495804|XP_001959623.1|DANA
OG0004398	LOC117567668|XP_034103680.1|DALB	LOC6494806|XP_001959624.1|DANA
OG0004399	LOC117571004|XP_034108845.1|DALB	LOC6496207|XP_001960452.1|DANA
OG0004400	LOC117574248|XP_034113866.1|DALB	LOC6500959|XP_001954248.1|DANA
OG0004401	LOC117569685|XP_034106824.1|DALB	LOC6495308|XP_001958655.2|DANA
OG0004402	LOC117569046|XP_034105937.1|DALB	LOC6495310|XP_001958652.1|DANA
OG0004403	LOC117571944|XP_034110328.1|DALB	LOC6496091|XP_001960206.1|DANA
OG0004404	LOC117572672|XP_034111580.1|DALB	LOC6496655|XP_001961341.1|DANA
OG0004405	LOC117570138|XP_034107492.1|DALB	LOC6492922|XP_014764150.1|DANA
OG0004406	LOC117567314|XP_034103093.1|DALB	LOC6506109|XP_014764629.1|DANA
OG0004407	LOC117568798|XP_034105550.1|DALB	LOC6495834|XP_001959679.1|DANA
OG0004408	LOC117571833|XP_034110104.1|DALB	LOC6493280|XP_001957430.1|DANA
OG0004409	LOC117573219|XP_034112127.1|DALB	LOC6502326|XP_014760022.1|DANA
OG0004410	LOC117566415|XP_034101827.1|DALB	LOC6494211|XP_032306790.1|DANA
OG0004411	LOC117570604|XP_034108239.1|DALB	LOC6506129|XP_001958493.2|DANA
OG0004412	LOC117570603|XP_034108238.1|DALB	LOC6493815|XP_001958492.1|DANA
OG0004413	LOC117569461|XP_034106517.1|DALB	LOC6495714|XP_001959424.1|DANA
OG0004414	LOC117572047|XP_034110513.1|DALB	LOC6494229|XP_001960696.1|DANA
OG0004415	LOC117567677|XP_034103690.1|DALB	LOC6495160|XP_001958936.1|DANA
OG0004416	LOC117567914|XP_034104084.1|DALB	LOC6494811|XP_001959616.1|DANA
OG0004417	LOC117575666|XP_034115844.1|DALB	LOC6505827|XP_001964441.1|DANA
OG0004418	LOC117568548|XP_034105156.1|DALB	LOC6494828|XP_001959586.2|DANA
OG0004419	LOC117566422|XP_034101843.1|DALB	LOC6495233|XP_014763198.1|DANA
OG0004420	LOC117568936|XP_034105753.1|DALB	LOC6494329|XP_001960525.1|DANA
OG0004421	LOC117569816|XP_034107027.1|DALB	LOC6507851|XP_001956469.1|DANA
OG0004422	LOC117568906|XP_034105700.1|DALB	LOC6493403|XP_014764361.1|DANA
OG0004423	LOC117567299|XP_034103073.1|DALB	LOC6494299|XP_001960578.1|DANA
OG0004424	LOC117567799|XP_034103915.1|DALB	LOC6494115|XP_032306956.1|DANA
OG0004425	LOC117568532|XP_034105137.1|DALB	LOC6493216|XP_001957284.1|DANA
OG0004426	LOC117570490|XP_034108072.1|DALB	LOC6506767|XP_001957276.1|DANA
OG0004427	LOC117571766|XP_034110015.1|DALB, LOC117571764|XP_034110013.1|DALB, LOC117571765|XP_034110014.1|DALB	LOC6506742|XP_001957322.1|DANA
OG0004428	LOC117575202|XP_034115210.1|DALB	LOC6500151|XP_032305409.1|DANA
OG0004429	LOC117565637|XP_034100737.1|DALB	LOC6497568|XP_001961798.2|DANA
OG0004430	LOC117567587|XP_034103560.1|DALB	LOC6507807|XP_001956387.1|DANA
OG0004431	LOC117575695|XP_034115898.1|DALB	LOC6500841|XP_001954017.1|DANA
OG0004432	LOC117575693|XP_034115896.1|DALB	LOC6499742|XP_001954018.2|DANA
OG0004433	LOC117571434|XP_034109467.1|DALB	LOC6507275|XP_001956347.1|DANA
OG0004434	LOC117567666|XP_034103678.1|DALB	LOC6495805|XP_001959625.1|DANA
OG0004435	LOC117569861|XP_034107085.1|DALB	LOC6496023|XP_001960064.1|DANA
OG0004436	LOC117572796|XP_034111790.1|DALB	LOC6494881|XP_032307182.1|DANA
OG0004437	LOC117571664|XP_034109795.1|DALB	LOC6494366|XP_001960451.1|DANA
OG0004438	LOC117570728|XP_034108441.1|DALB	LOC6495747|XP_001959488.1|DANA
OG0004439	LOC117572795|XP_034111788.1|DALB	LOC6496347|XP_001960737.1|DANA
OG0004440	LOC117566421|XP_034101840.1|DALB	LOC6496351|XP_001960744.1|DANA
OG0004441	LOC117565892|XP_034101125.1|DALB	LOC6497415|XP_001962129.1|DANA
OG0004442	LOC117567557|XP_034103509.1|DALB	LOC6494315|XP_001960548.1|DANA
