Orthogroup	DALB.longest_only	DMIR.longest_only
OG0005613	LOC117574918|XP_034114859.1|DALB	LOC108155103|XP_017141221.1|DMIR
OG0005614	LOC117574129|XP_034113677.1|DALB	LOC108156119|XP_017142913.1|DMIR
OG0005616	LOC117573541|XP_034112711.1|DALB	LOC108156073|XP_017142846.1|DMIR
OG0005617	LOC117573995|XP_034113434.1|DALB	LOC108156747|XP_017143898.1|DMIR
OG0005618	LOC117567554|XP_034103504.1|DALB	LOC108158499|XP_017146302.1|DMIR
OG0005619	LOC117574718|XP_034114532.1|DALB	LOC108154990|XP_017141023.1|DMIR
OG0005620	LOC117578058|XP_034119083.1|DALB	LOC108151707|XP_017135966.1|DMIR
OG0005621	LOC117564836|XP_034099655.1|DALB	LOC108162160|XP_017152232.1|DMIR
OG0005622	LOC117577998|XP_034118988.1|DALB	LOC108162416|XP_017152635.1|DMIR
OG0005623	LOC117576793|XP_034117743.1|DALB, LOC117578085|XP_034119141.1|DALB	LOC108152265|XP_017136970.1|DMIR
OG0005624	LOC117576877|XP_034117874.1|DALB	LOC108155030|XP_017141080.1|DMIR
OG0005625	LOC117573429|XP_034112532.1|DALB	LOC108155186|XP_017141346.1|DMIR
OG0005626	LOC117578074|XP_034119110.1|DALB	LOC108153958|XP_017139547.1|DMIR
OG0005627	LOC117576490|XP_034117155.1|DALB	LOC108156042|XP_017142801.1|DMIR
OG0005628	LOC117576265|XP_034116799.1|DALB	LOC108155120|XP_017141251.2|DMIR
OG0005629	LOC117567260|XP_034103001.1|DALB	LOC108160738|XP_017150418.2|DMIR, LOC117188229|XP_033247636.1|DMIR
OG0005630	LOC117571894|XP_034110250.1|DALB	LOC108160170|XP_033247023.1|DMIR
OG0005631	LOC117568732|XP_034105449.1|DALB	LOC108164909|XP_017156377.1|DMIR
OG0005632	LOC117577874|XP_034118723.1|DALB	LOC108152344|XP_017137097.1|DMIR
OG0005633	LOC117576682|XP_034117569.1|DALB	LOC108156490|XP_017143464.2|DMIR
OG0005634	LOC117576854|XP_034117838.1|DALB	LOC108155087|XP_017141198.1|DMIR
OG0005635	LOC117565242|XP_034100144.1|DALB	LOC108162510|XP_017152775.1|DMIR
OG0005636	LOC117573281|XP_034112261.1|DALB	LOC108156976|XP_017144257.1|DMIR
OG0005637	LOC117573989|XP_034113429.1|DALB	LOC108155865|XP_017142472.1|DMIR
OG0005638	LOC117569662|XP_034106799.1|DALB	LOC108159437|XP_017148204.1|DMIR
OG0005639	LOC117572682|XP_034111607.1|DALB	LOC117192219|XP_033252776.1|DMIR, LOC108159804|XP_017148859.1|DMIR
OG0005640	LOC117576507|XP_034117197.1|DALB	LOC108156654|XP_017143757.1|DMIR
OG0005641	LOC117574628|XP_034114413.1|DALB	LOC108156628|XP_017143684.1|DMIR
OG0005642	LOC117574215|XP_034113813.1|DALB	LOC108156089|XP_017142866.1|DMIR
OG0005643	LOC117570201|XP_034107579.1|DALB	LOC108152540|XP_017137439.1|DMIR
OG0005644	LOC117567286|XP_034103047.1|DALB	LOC108152539|XP_017137438.1|DMIR
OG0005645	LOC117566859|XP_034102348.1|DALB	LOC108164594|XP_017155909.1|DMIR
OG0005646	LOC117569214|XP_034106184.1|DALB	LOC108151086|XP_017134961.1|DMIR
OG0005647	LOC117566887|XP_034102390.1|DALB	LOC108163557|XP_017154412.1|DMIR
OG0005648	LOC117567013|XP_034102590.1|DALB	LOC108152431|XP_017137252.1|DMIR
OG0005649	LOC117574110|XP_034113650.1|DALB	LOC108154109|XP_017139721.1|DMIR
OG0005650	LOC117575065|XP_034115045.1|DALB	LOC108154104|XP_017139716.1|DMIR
OG0005651	LOC117574043|XP_034113539.1|DALB	LOC108152834|XP_017137928.1|DMIR
OG0005652	LOC117576582|XP_034117353.1|DALB	LOC108154751|XP_017140613.1|DMIR
OG0005653	LOC117563542|XP_034097812.1|DALB	LOC108163273|XP_017153962.1|DMIR
OG0005654	LOC117576330|XP_034116893.1|DALB	LOC108154138|XP_017139763.1|DMIR
OG0005655	LOC117573557|XP_034112734.1|DALB	LOC108154815|XP_017140705.1|DMIR
OG0005656	LOC117573538|XP_034112705.1|DALB	LOC108156072|XP_017142845.1|DMIR
OG0005657	LOC117576440|XP_034117088.1|DALB	LOC108154094|XP_017139700.1|DMIR
OG0005658	LOC117573981|XP_034113419.1|DALB	LOC108156214|XP_017143041.1|DMIR
OG0005659	LOC117575648|XP_034115822.1|DALB	LOC108156292|XP_017143164.1|DMIR
OG0005660	LOC117570966|XP_034108800.1|DALB	LOC108151146|XP_017135061.1|DMIR
OG0005661	LOC117576919|XP_034117951.1|DALB	LOC108155458|XP_017141766.1|DMIR
OG0005662	LOC117574099|XP_034113630.1|DALB	LOC108155664|XP_017142113.1|DMIR
OG0005663	LOC117577000|XP_034118072.1|DALB	LOC108151093|XP_017134972.1|DMIR
OG0005664	LOC117573330|XP_034112328.1|DALB	LOC108157315|XP_017144809.1|DMIR
OG0005665	LOC117573735|XP_034113002.1|DALB	LOC108157184|XP_017144601.1|DMIR
OG0005666	LOC117574120|XP_034113788.1|DALB	LOC108158724|XP_017146764.1|DMIR
OG0005667	LOC117567406|XP_034103260.1|DALB	LOC108151483|XP_017135608.1|DMIR
OG0005668	LOC117572564|XP_034111333.1|DALB	LOC108151770|XP_017136104.1|DMIR
OG0005669	LOC117564605|XP_034099351.1|DALB	LOC108163072|XP_033248848.1|DMIR
OG0005670	LOC117576795|XP_034117746.1|DALB	LOC108156974|XP_017144253.1|DMIR
OG0005671	LOC117576620|XP_034117428.1|DALB	LOC108154009|XP_017139591.1|DMIR
OG0005672	LOC117566251|XP_034101695.1|DALB	LOC108161322|XP_017151042.1|DMIR
OG0005673	LOC117571713|XP_034109903.1|DALB	LOC108151030|XP_017134878.1|DMIR
OG0005674	LOC117568007|XP_034104221.1|DALB	LOC108152184|XP_017136815.1|DMIR
OG0005675	LOC117575004|XP_034114971.1|DALB	LOC108155848|XP_033245379.1|DMIR
OG0005676	LOC117569534|XP_034106627.1|DALB	LOC108152922|XP_017138091.1|DMIR
OG0005677	LOC117566915|XP_034102426.1|DALB	LOC108159742|XP_017148768.1|DMIR, LOC117193906|XP_033254472.1|DMIR
OG0005678	LOC117573456|XP_034112569.1|DALB	LOC108156139|XP_017142942.1|DMIR
OG0005679	LOC117576875|XP_034117870.1|DALB	LOC108154312|XP_017140058.1|DMIR
OG0005680	LOC117564004|XP_034098485.1|DALB	LOC108163669|XP_017154581.2|DMIR
OG0005681	LOC117575375|XP_034115438.1|DALB	LOC108154804|XP_017140691.1|DMIR
OG0005682	LOC117575372|XP_034115433.1|DALB	LOC108154800|XP_017140686.1|DMIR
OG0005683	LOC117565236|XP_034100140.1|DALB	LOC108151262|XP_017135272.1|DMIR
OG0005684	LOC117566972|XP_034102524.1|DALB	LOC108165491|XP_017157034.1|DMIR
OG0005685	LOC117578284|XP_034119616.1|DALB	LOC108152386|XP_017137172.1|DMIR
OG0005686	LOC117573944|XP_034113363.1|DALB	LOC108155984|XP_017142664.1|DMIR
OG0005687	LOC117570647|XP_034108305.1|DALB	LOC108153493|XP_017139029.1|DMIR
OG0005688	LOC117569085|XP_034105991.1|DALB	LOC108158792|XP_017146967.1|DMIR, LOC117192210|XP_033252771.1|DMIR
OG0005689	LOC117569981|XP_034107293.1|DALB	LOC108152490|XP_017137354.1|DMIR
OG0005690	LOC117576829|XP_034117794.1|DALB	LOC108154701|XP_033244171.1|DMIR
OG0005691	LOC117574566|XP_034114329.1|DALB	LOC108155362|XP_017141613.1|DMIR
OG0005692	LOC117566216|XP_034101651.1|DALB	LOC108163562|XP_017154415.1|DMIR
OG0005693	LOC117569091|XP_034105999.1|DALB	LOC108150914|XP_017134728.1|DMIR
OG0005694	LOC117576857|XP_034117842.1|DALB	LOC108157488|XP_017145074.1|DMIR
OG0005695	LOC117576688|XP_034117574.1|DALB	LOC108156802|XP_017143974.1|DMIR
OG0005696	LOC117576690|XP_034117577.1|DALB	LOC108156803|XP_017143979.1|DMIR
OG0005697	LOC117576678|XP_034117563.1|DALB	LOC108156653|XP_017143756.1|DMIR
OG0005698	LOC117567162|XP_034102866.1|DALB	LOC108159600|XP_017148543.1|DMIR
OG0005699	LOC117576985|XP_034118062.1|DALB	LOC108157226|XP_017144672.1|DMIR
OG0005700	LOC117578237|XP_034119574.1|DALB	LOC108163102|XP_017153684.2|DMIR
OG0005701	LOC117564056|XP_034098568.1|DALB	LOC108161767|XP_017151589.1|DMIR
OG0005702	LOC117574167|XP_034113750.1|DALB	LOC108164862|XP_017156286.1|DMIR
OG0005703	LOC117572683|XP_034111611.1|DALB	LOC108159871|XP_017148961.1|DMIR
OG0005704	LOC117568905|XP_034105703.1|DALB	LOC108152620|XP_017137583.1|DMIR
OG0005705	LOC117570369|XP_034107854.1|DALB	LOC108153678|XP_017139284.1|DMIR
OG0005706	LOC117576264|XP_034116797.1|DALB	LOC108155119|XP_017141250.1|DMIR
OG0005707	LOC117563701|XP_034098041.1|DALB	LOC108164814|XP_033248960.1|DMIR
OG0005708	LOC117567057|XP_034102679.1|DALB	LOC108150831|XP_017134628.1|DMIR
OG0005709	LOC117576824|XP_034117787.1|DALB	LOC108156317|XP_017143195.1|DMIR
OG0005710	LOC117574100|XP_034113631.1|DALB	LOC117186092|XP_033242082.1|DMIR, LOC108154223|XP_017139939.1|DMIR
OG0005711	LOC117567818|XP_034103948.1|DALB	LOC108153114|XP_017138390.1|DMIR
OG0005712	LOC117563252|XP_034097358.1|DALB	LOC108161803|XP_017151648.1|DMIR
OG0005713	LOC117574370|XP_034114095.1|DALB	LOC108157563|XP_017145170.1|DMIR
OG0005714	LOC117574191|XP_034113780.1|DALB	LOC108154763|XP_017140634.1|DMIR
OG0005715	LOC117574068|XP_034113584.1|DALB	LOC108155086|XP_017141195.1|DMIR
OG0005716	LOC117574975|XP_034114930.1|DALB	LOC108155909|XP_017142543.1|DMIR
OG0005717	LOC117575880|XP_034116208.1|DALB	LOC108157352|XP_033245524.1|DMIR, LOC108161235|XP_017150949.1|DMIR
OG0005718	LOC117573939|XP_034113357.1|DALB	LOC108155977|XP_017142655.1|DMIR
OG0005719	LOC117574155|XP_034113727.1|DALB	LOC108156596|XP_017143626.1|DMIR
OG0005720	LOC117574525|XP_034114278.1|DALB	LOC108154950|XP_017140945.1|DMIR
OG0005721	LOC117574720|XP_034114534.1|DALB	LOC108157460|XP_017145021.1|DMIR
OG0005722	LOC117575613|XP_034115777.1|DALB	LOC108155759|XP_017142289.1|DMIR
OG0005723	LOC117574534|XP_034114288.1|DALB	LOC108154294|XP_017140035.1|DMIR
OG0005724	LOC117572744|XP_034111712.1|DALB	LOC108160005|XP_033248382.1|DMIR
OG0005725	LOC117576613|XP_034117408.1|DALB	LOC108157071|XP_017144395.1|DMIR
OG0005726	LOC117577935|XP_034118831.1|DALB	LOC108165102|XP_017156647.1|DMIR
OG0005727	LOC117576254|XP_034116772.1|DALB	LOC108156006|XP_017142697.1|DMIR
OG0005728	LOC117575002|XP_034114968.1|DALB	LOC108154129|XP_017139752.1|DMIR
OG0005729	LOC117576465|XP_034117124.1|DALB	LOC108154122|XP_033245740.1|DMIR, LOC117187357|XP_033245741.1|DMIR
OG0005730	LOC117576468|XP_034117130.1|DALB	LOC108157104|XP_017144467.1|DMIR
OG0005731	LOC117576467|XP_034117129.1|DALB	LOC108157103|XP_017144466.1|DMIR
OG0005732	LOC117576370|XP_034116952.1|DALB	LOC108154273|XP_017140012.1|DMIR
OG0005733	LOC117576369|XP_034116950.1|DALB	LOC108154271|XP_017139998.1|DMIR
OG0005734	LOC117576398|XP_034117004.1|DALB	LOC108154963|XP_017140966.2|DMIR
OG0005735	LOC117576982|XP_034118052.1|DALB	LOC108157341|XP_017144847.1|DMIR
OG0005736	LOC117576980|XP_034118050.1|DALB	LOC108154738|XP_017140595.1|DMIR
OG0005737	LOC117574665|XP_034114461.1|DALB	LOC108155519|XP_017141854.1|DMIR
OG0005738	LOC117575807|XP_034116089.1|DALB	LOC108155110|XP_017141237.1|DMIR
OG0005739	LOC117573969|XP_034113398.1|DALB	LOC108155520|XP_017141855.1|DMIR
OG0005740	LOC117576804|XP_034117755.1|DALB	LOC108156854|XP_017144067.1|DMIR
OG0005741	LOC117575354|XP_034115410.1|DALB	LOC108155143|XP_017141286.1|DMIR
OG0005742	LOC117573338|XP_034112339.1|DALB	LOC108155456|XP_017141760.1|DMIR
OG0005743	LOC117576411|XP_034117030.1|DALB	LOC108156998|XP_017144281.1|DMIR
OG0005744	LOC117576387|XP_034116990.1|DALB	LOC108155213|XP_017141385.1|DMIR
OG0005745	LOC117576569|XP_034117299.1|DALB	LOC108154930|XP_033245097.1|DMIR
OG0005746	LOC117576574|XP_034117335.1|DALB	LOC108156768|XP_017143922.1|DMIR
OG0005747	LOC117575050|XP_034115023.1|DALB	LOC108156942|XP_017144194.1|DMIR
OG0005748	LOC117575466|XP_034115571.1|DALB	LOC108156979|XP_017144260.1|DMIR
OG0005749	LOC117570711|XP_034108415.1|DALB	LOC108152595|XP_017137539.1|DMIR
OG0005750	LOC117573413|XP_034112509.1|DALB	LOC108155870|XP_017142478.1|DMIR
OG0005751	LOC117570767|XP_034108492.1|DALB	LOC108151667|XP_017135895.1|DMIR
OG0005752	LOC117572417|XP_034111094.1|DALB	LOC117188386|XP_033248071.1|DMIR, LOC108159047|XP_017147465.2|DMIR
OG0005753	LOC117565811|XP_034100995.1|DALB	LOC108162185|XP_017152270.1|DMIR
OG0005754	LOC117572080|XP_034110563.1|DALB	LOC108160440|XP_017149939.1|DMIR
OG0005755	LOC117569272|XP_034106262.1|DALB	LOC108159117|XP_017147588.1|DMIR
OG0005756	LOC117576923|XP_034117956.1|DALB	LOC108155464|XP_017141773.1|DMIR
OG0005757	LOC117576412|XP_034117031.1|DALB	LOC108155676|XP_017142129.1|DMIR
OG0005758	LOC117574658|XP_034114453.1|DALB	LOC108155257|XP_017141443.1|DMIR
OG0005759	LOC117573208|XP_034112098.1|DALB	LOC108154071|XP_017139652.1|DMIR
OG0005760	LOC117575063|XP_034115044.1|DALB	LOC108155572|XP_017141963.1|DMIR
OG0005761	LOC117576164|XP_034116629.1|DALB	LOC108156585|XP_017143611.1|DMIR
OG0005762	LOC117574001|XP_034113456.1|DALB	LOC108156469|XP_017143422.1|DMIR
OG0005763	LOC117566906|XP_034102415.1|DALB	LOC117190077|XP_033251051.1|DMIR, LOC108159500|XP_017148334.1|DMIR
OG0005764	LOC117575632|XP_034115803.1|DALB	LOC108155706|XP_017142183.1|DMIR
OG0005765	LOC117573679|XP_034112914.1|DALB	LOC108155704|XP_017142171.1|DMIR
OG0005766	LOC117573983|XP_034113422.1|DALB	LOC108154208|XP_017139919.1|DMIR
OG0005767	LOC117573562|XP_034112739.1|DALB	LOC108157338|XP_033245531.1|DMIR
OG0005768	LOC117576720|XP_034117631.1|DALB, LOC117572211|XP_034110777.1|DALB	LOC108164674|XP_017156016.1|DMIR
OG0005769	LOC117574819|XP_034114678.1|DALB	LOC108156352|XP_017143242.1|DMIR
OG0005770	LOC117573749|XP_034113020.1|DALB	LOC108156488|XP_017143461.2|DMIR
OG0005771	LOC117573901|XP_034113300.1|DALB	LOC108156076|XP_017142851.1|DMIR
OG0005772	LOC117573730|XP_034112992.1|DALB	LOC108155931|XP_017142576.1|DMIR
OG0005773	LOC117574352|XP_034114064.1|DALB	LOC108156169|XP_017142988.1|DMIR
OG0005774	LOC117576959|XP_034118024.1|DALB	LOC108155498|XP_017141817.1|DMIR
OG0005775	LOC117571819|XP_034110081.1|DALB	LOC108153005|XP_017138236.1|DMIR
OG0005776	LOC117567563|XP_034103514.1|DALB	LOC108153199|XP_033242183.1|DMIR
OG0005777	LOC117566157|XP_034101537.1|DALB	LOC108162095|XP_017152146.1|DMIR
OG0005779	LOC117573640|XP_034112841.1|DALB	LOC108156148|XP_017142960.1|DMIR
OG0005780	LOC117568072|XP_034104322.1|DALB	LOC108151545|XP_017135694.1|DMIR
OG0005781	LOC117571655|XP_034109781.1|DALB	LOC108150852|XP_017134644.2|DMIR
OG0005782	LOC117571653|XP_034109777.1|DALB	LOC108151774|XP_017136108.1|DMIR
OG0005783	LOC117567411|XP_034103277.1|DALB	LOC117192853|XP_033253497.1|DMIR, LOC117193418|XP_033254062.1|DMIR, LOC108160589|XP_017150173.1|DMIR
OG0005784	LOC117575459|XP_034115558.1|DALB	LOC108156822|XP_017144008.1|DMIR
OG0005785	LOC117574904|XP_034114833.1|DALB	LOC108156845|XP_017144051.1|DMIR
OG0005786	LOC117575037|XP_034115009.1|DALB	LOC108156171|XP_017142990.1|DMIR
OG0005787	LOC117576329|XP_034116887.1|DALB	LOC108155846|XP_033245380.1|DMIR
OG0005788	LOC117572422|XP_034111117.1|DALB	LOC108158587|XP_017146527.1|DMIR
OG0005789	LOC117575954|XP_034116322.1|DALB	LOC108154974|XP_017140982.1|DMIR
OG0005790	LOC117573581|XP_034112759.1|DALB	LOC108155448|XP_017141753.1|DMIR
OG0005791	LOC117575371|XP_034115431.1|DALB	LOC108154798|XP_017140683.1|DMIR
OG0005792	LOC117575374|XP_034115437.1|DALB	LOC108154805|XP_017140692.1|DMIR
OG0005793	LOC117574890|XP_034114818.1|DALB	LOC108156164|XP_017142981.1|DMIR
OG0005794	LOC117567258|XP_034102999.1|DALB	LOC117192816|XP_033253467.1|DMIR, LOC108159512|XP_017148361.1|DMIR, LOC117192793|XP_033253441.1|DMIR
OG0005795	LOC117576287|XP_034116830.1|DALB	LOC108154134|XP_017139756.1|DMIR
OG0005796	LOC117571800|XP_034110056.1|DALB	LOC108153075|XP_017138345.1|DMIR
OG0005797	LOC117571880|XP_034110231.1|DALB	LOC108152641|XP_017137621.1|DMIR
OG0005798	LOC117576443|XP_034117097.1|DALB	LOC108154112|XP_017139726.1|DMIR
OG0005799	LOC117574580|XP_034114351.1|DALB	LOC108154651|XP_033244390.1|DMIR
OG0005800	LOC117574585|XP_034114359.1|DALB	LOC108154656|XP_017140482.1|DMIR
OG0005801	LOC117574584|XP_034114358.1|DALB	LOC108154655|XP_017140481.1|DMIR
OG0005802	LOC117576338|XP_034116903.1|DALB	LOC108155283|XP_017141488.1|DMIR
OG0005803	LOC117573276|XP_034112250.1|DALB	LOC108154652|XP_017140473.1|DMIR
OG0005804	LOC117574527|XP_034114280.1|DALB	LOC108154951|XP_017140947.1|DMIR
OG0005805	LOC117567839|XP_034103978.1|DALB	LOC108159990|XP_017149187.1|DMIR, LOC117185704|XP_033253402.1|DMIR
OG0005806	LOC117576374|XP_034116960.1|DALB	LOC108156858|XP_017144074.1|DMIR
OG0005807	LOC117573305|XP_034112301.1|DALB	LOC108154408|XP_017140167.2|DMIR
OG0005808	LOC117564677|XP_034099439.1|DALB	LOC108155806|XP_033248819.1|DMIR
OG0005809	LOC117572408|XP_034111081.1|DALB	LOC108151769|XP_017136102.1|DMIR
OG0005810	LOC117574587|XP_034114361.1|DALB	LOC108154660|XP_017140485.1|DMIR
OG0005811	LOC117574588|XP_034114362.1|DALB	LOC108154661|XP_017140486.1|DMIR
OG0005812	LOC117575493|XP_034115618.1|DALB	LOC108154113|XP_017139727.1|DMIR
OG0005813	LOC117574042|XP_034113536.1|DALB	LOC108155241|XP_017141419.1|DMIR
OG0005814	LOC117575725|XP_034115958.1|DALB	LOC108155873|XP_017142481.1|DMIR
OG0005815	LOC117566882|XP_034102385.1|DALB	LOC108159918|XP_017149043.1|DMIR
OG0005817	LOC117573729|XP_034112990.1|DALB	LOC108155929|XP_017142575.1|DMIR
OG0005818	LOC117574369|XP_034114094.1|DALB	LOC108157686|XP_017145342.1|DMIR
OG0005819	LOC117575497|XP_034115631.1|DALB	LOC108155081|XP_017141188.1|DMIR
OG0005820	LOC117575498|XP_034115632.1|DALB	LOC108155082|XP_017141189.1|DMIR
OG0005821	LOC117573674|XP_034112894.1|DALB	LOC108156885|XP_017144109.1|DMIR
OG0005822	LOC117565041|XP_034099879.1|DALB	LOC108163838|XP_017154839.1|DMIR
OG0005823	LOC117568665|XP_034105363.1|DALB	LOC108164560|XP_017155865.1|DMIR
OG0005824	LOC117575275|XP_034115305.1|DALB	LOC108155382|XP_017141646.1|DMIR
OG0005825	LOC117570556|XP_034108173.1|DALB	LOC108152758|XP_017137810.1|DMIR
OG0005826	LOC117573146|XP_034111976.1|DALB	LOC108157224|XP_017144671.1|DMIR
OG0005827	LOC117576360|XP_034116941.1|DALB	LOC108156348|XP_017143238.1|DMIR
OG0005828	LOC117569359|XP_034106382.1|DALB	LOC108165498|XP_017157045.1|DMIR
OG0005829	LOC117574237|XP_034113842.1|DALB	LOC108156810|XP_017143992.1|DMIR
OG0005830	LOC117571842|XP_034110121.1|DALB	LOC108152687|XP_017137679.1|DMIR
OG0005831	LOC117566839|XP_034102314.1|DALB	LOC108153610|XP_017139197.1|DMIR
OG0005832	LOC117571660|XP_034109789.1|DALB	LOC108153275|XP_017138633.1|DMIR
OG0005833	LOC117571610|XP_034109719.1|DALB	LOC108151533|XP_017135675.1|DMIR
OG0005834	LOC117571623|XP_034109735.1|DALB	LOC108151538|XP_017135682.1|DMIR
OG0005835	LOC117571616|XP_034109728.1|DALB	LOC108153404|XP_017138886.1|DMIR
OG0005836	LOC117572463|XP_034111196.1|DALB	LOC108151867|XP_017136245.1|DMIR
OG0005837	LOC117576373|XP_034116959.1|DALB	LOC108155678|XP_033245760.1|DMIR
OG0005838	LOC117573503|XP_034112625.1|DALB	LOC108157036|XP_017144337.1|DMIR
OG0005839	LOC117564371|XP_034098979.1|DALB	LOC108161716|XP_017151524.2|DMIR
OG0005840	LOC117573334|XP_034112334.1|DALB	LOC108155452|XP_017141757.1|DMIR
OG0005841	LOC117576450|XP_034117112.1|DALB	LOC108153855|XP_017139443.1|DMIR
OG0005842	LOC117577922|XP_034118809.1|DALB	LOC108164844|XP_017156262.1|DMIR
OG0005843	LOC117566611|XP_034102042.1|DALB	LOC108152500|XP_017137363.1|DMIR
OG0005844	LOC117566980|XP_034102534.1|DALB	LOC108151415|XP_017135492.1|DMIR
OG0005845	LOC117574704|XP_034114507.1|DALB	LOC108155258|XP_017141445.2|DMIR
OG0005846	LOC117574503|XP_034114237.1|DALB	LOC108154591|XP_017140383.1|DMIR
OG0005847	LOC117576384|XP_034116981.1|DALB	LOC108155208|XP_017141377.1|DMIR
OG0005848	LOC117569362|XP_034106388.1|DALB	LOC117186414|XP_033243070.1|DMIR
OG0005849	LOC117572412|XP_034111134.1|DALB	LOC108164890|XP_033247832.1|DMIR
OG0005850	LOC117571721|XP_034109922.1|DALB	LOC108160665|XP_017150300.1|DMIR
OG0005851	LOC117563319|XP_034097470.1|DALB	LOC108161909|XP_017151801.1|DMIR
OG0005852	LOC117575492|XP_034115617.1|DALB	LOC108155407|XP_017141692.1|DMIR
OG0005853	LOC117575060|XP_034115037.1|DALB	LOC108154897|XP_017140839.1|DMIR
OG0005854	LOC117574586|XP_034114360.1|DALB	LOC108154657|XP_017140483.1|DMIR
OG0005855	LOC117568057|XP_034104343.1|DALB	LOC108164788|XP_033248038.1|DMIR
OG0005856	LOC117578167|XP_034119336.1|DALB	LOC117186837|XP_033244025.1|DMIR
OG0005857	LOC117573845|XP_034113205.1|DALB	LOC108154803|XP_017140690.1|DMIR
OG0005858	LOC117575036|XP_034115006.1|DALB	LOC108156999|XP_017144282.1|DMIR
OG0005859	LOC117563997|XP_034098478.1|DALB	LOC108162224|XP_017152334.1|DMIR
OG0005860	LOC117576663|XP_034117511.1|DALB	LOC108156541|XP_017143536.1|DMIR
OG0005861	LOC117576397|XP_034117003.1|DALB	LOC108155928|XP_033245674.1|DMIR
OG0005862	LOC117569595|XP_034106717.1|DALB	LOC108160592|XP_033246884.1|DMIR, LOC117191595|XP_033252309.1|DMIR
OG0005863	LOC117566917|XP_034102429.1|DALB	LOC108158712|XP_017146744.1|DMIR
OG0005864	LOC117575419|XP_034115494.1|DALB	LOC108154594|XP_017140397.1|DMIR
OG0005865	LOC117576653|XP_034117484.1|DALB	LOC108154107|XP_017139719.1|DMIR
OG0005866	LOC117567449|XP_034103352.1|DALB	LOC108159848|XP_017148927.1|DMIR
OG0005867	LOC117566005|XP_034101314.1|DALB	LOC108162973|XP_017153462.1|DMIR
OG0005868	LOC117572646|XP_034111517.1|DALB	LOC108158542|XP_017146440.2|DMIR, LOC117185743|XP_033247242.1|DMIR
OG0005869	LOC117577065|XP_034118076.1|DALB	LOC108164736|XP_017156118.1|DMIR
OG0005870	LOC117569917|XP_034107155.1|DALB	LOC108164582|XP_017155896.1|DMIR
OG0005871	LOC117572255|XP_034110847.1|DALB	LOC108163716|XP_017154657.1|DMIR
OG0005872	LOC117575690|XP_034115893.1|DALB	LOC108156245|XP_017143083.1|DMIR
OG0005874	LOC117578254|XP_034119565.1|DALB	LOC117186114|XP_033242124.1|DMIR
OG0005875	LOC117572660|XP_034111546.1|DALB	LOC117190492|XP_033251449.1|DMIR, LOC117191637|XP_033252339.1|DMIR, LOC117191759|XP_033252425.1|DMIR, LOC108158854|XP_017147074.1|DMIR
OG0005876	LOC117565164|XP_034100042.1|DALB	LOC108165464|XP_033242767.1|DMIR
OG0005877	LOC117571742|XP_034109999.1|DALB	LOC117186122|XP_033242147.1|DMIR
OG0005878	LOC117578256|XP_034119566.1|DALB	LOC108153079|XP_017138351.1|DMIR
OG0005879	LOC117566028|XP_034101367.1|DALB	LOC108162337|XP_017152522.1|DMIR
OG0005880	LOC117571701|XP_034109890.1|DALB	LOC108153004|XP_017138235.1|DMIR
OG0005881	LOC117567352|XP_034103176.1|DALB	LOC108153280|XP_017138637.1|DMIR
OG0005882	LOC117573254|XP_034112227.1|DALB	LOC108164729|XP_017156111.1|DMIR
OG0005883	LOC117566998|XP_034102563.1|DALB	LOC108151215|XP_017135184.1|DMIR
OG0005884	LOC117571183|XP_034109103.1|DALB	LOC108153148|XP_017138439.1|DMIR
OG0005885	LOC117570230|XP_034107623.1|DALB	LOC108151234|XP_017135222.1|DMIR
OG0005886	LOC117572378|XP_034111037.1|DALB	LOC108152608|XP_017137558.1|DMIR
OG0005887	LOC117567343|XP_034103161.1|DALB	LOC108152384|XP_017137166.1|DMIR
OG0005888	LOC117572289|XP_034110890.1|DALB	LOC108152762|XP_017137819.1|DMIR
OG0005889	LOC117570540|XP_034108138.1|DALB	LOC108151611|XP_017135792.1|DMIR
OG0005890	LOC117577666|XP_034118444.1|DALB	LOC108162907|XP_017153372.1|DMIR
OG0005891	LOC117567357|XP_034103185.1|DALB	LOC108153064|XP_017138325.1|DMIR
OG0005892	LOC117569496|XP_034106570.1|DALB	LOC108153122|XP_017138399.1|DMIR
OG0005893	LOC117568700|XP_034105405.1|DALB	LOC108151410|XP_017135488.1|DMIR
OG0005894	LOC117568702|XP_034105406.1|DALB	LOC108151412|XP_017135490.1|DMIR
OG0005895	LOC117568703|XP_034105407.1|DALB	LOC108151413|XP_017135491.1|DMIR
OG0005896	LOC117571148|XP_034109043.1|DALB	LOC108151521|XP_017135661.1|DMIR
OG0005897	LOC117572158|XP_034110696.1|DALB	LOC108153248|XP_017138582.1|DMIR
OG0005898	LOC117566358|XP_034101743.1|DALB	LOC108162614|XP_017152924.1|DMIR
OG0005899	LOC117572123|XP_034110641.1|DALB	LOC117190640|XP_033251579.1|DMIR, LOC108160041|XP_017149273.1|DMIR
OG0005900	LOC117566220|XP_034101655.1|DALB	LOC108162765|XP_017153141.1|DMIR
OG0005901	LOC117567772|XP_034103862.1|DALB	LOC108160153|XP_017149459.2|DMIR, LOC117187940|XP_033246827.1|DMIR
OG0005902	LOC117571861|XP_034110147.1|DALB	LOC108158592|XP_017146533.1|DMIR
OG0005903	LOC117574556|XP_034114319.1|DALB	LOC108156776|XP_017143937.1|DMIR
