Orthogroup	DALB.longest_only	ASTE.longest_only
OG0004379	LOC117572249|XP_034110828.1|DALB	LOC118508153|XP_035903583.1|ASTE
OG0004380	LOC117568804|XP_034105556.1|DALB	LOC118505918|XP_035898280.1|ASTE
OG0004381	LOC117575970|XP_034116340.1|DALB	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE
OG0004382	LOC117566961|XP_034102502.1|DALB	LOC118507418|XP_035901777.1|ASTE
OG0004383	LOC117572154|XP_034110691.1|DALB	LOC118507420|XP_035901779.1|ASTE
OG0004384	LOC117572156|XP_034110694.1|DALB	LOC118507423|XP_035901786.1|ASTE
OG0004385	LOC117571102|XP_034108975.1|DALB	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE
OG0004386	LOC117569287|XP_034106284.1|DALB	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE
OG0004387	LOC117570601|XP_034108236.1|DALB	LOC118503043|XP_035891769.1|ASTE
OG0004388	LOC117567037|XP_034102634.1|DALB	LOC118506276|XP_035899083.1|ASTE
OG0004389	LOC117572700|XP_034111645.1|DALB	LOC118506216|XP_035898930.1|ASTE
OG0004390	LOC117566363|XP_034101747.1|DALB	LOC118508023|XP_035903305.1|ASTE
OG0004391	LOC117568502|XP_034105086.1|DALB	LOC118505281|XP_035896745.1|ASTE
OG0004392	LOC117571792|XP_034110042.1|DALB	LOC118508082|XP_035903438.1|ASTE
OG0004393	LOC117571998|XP_034110401.1|DALB	LOC118504896|XP_035895850.1|ASTE
OG0004394	LOC117569794|XP_034106993.1|DALB	LOC118517677|XP_035919969.1|ASTE
OG0004395	LOC117569138|XP_034106057.1|DALB	LOC118517696|XP_035920012.1|ASTE
OG0004396	LOC117569689|XP_034106830.1|DALB	LOC118517689|XP_035919993.1|ASTE
OG0004397	LOC117570914|XP_034108713.1|DALB	LOC118517691|XP_035920003.1|ASTE
OG0004398	LOC117567668|XP_034103680.1|DALB	LOC118517698|XP_035920015.1|ASTE
OG0004399	LOC117571004|XP_034108845.1|DALB	LOC118506350|XP_035899232.1|ASTE
OG0004400	LOC117574248|XP_034113866.1|DALB	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE
OG0004401	LOC117569685|XP_034106824.1|DALB	LOC118506232|XP_035898973.1|ASTE
OG0004402	LOC117569046|XP_034105937.1|DALB	LOC118508394|XP_035904039.1|ASTE
OG0004403	LOC117571944|XP_034110328.1|DALB	LOC118503312|XP_035892329.1|ASTE
OG0004404	LOC117572672|XP_034111580.1|DALB	LOC118506213|XP_035898924.1|ASTE
OG0004405	LOC117570138|XP_034107492.1|DALB	LOC118507243|XP_035901389.1|ASTE
OG0004406	LOC117567314|XP_034103093.1|DALB	LOC118505992|XP_035898458.1|ASTE
OG0004407	LOC117568798|XP_034105550.1|DALB	LOC118504726|XP_035895460.1|ASTE
OG0004408	LOC117571833|XP_034110104.1|DALB	LOC118507332|XP_035901614.1|ASTE
OG0004409	LOC117573219|XP_034112127.1|DALB	LOC118512349|XP_035912536.1|ASTE
OG0004410	LOC117566415|XP_034101827.1|DALB	LOC118504747|XP_035895529.1|ASTE
OG0004411	LOC117570604|XP_034108239.1|DALB	LOC118512393|XP_035912663.1|ASTE
OG0004412	LOC117570603|XP_034108238.1|DALB	LOC118512373|XP_035912616.1|ASTE
OG0004413	LOC117569461|XP_034106517.1|DALB	LOC118512374|XP_035912618.1|ASTE
OG0004414	LOC117572047|XP_034110513.1|DALB	LOC118512365|XP_035912583.1|ASTE
OG0004415	LOC117567677|XP_034103690.1|DALB	LOC118504844|XP_035895745.1|ASTE
OG0004416	LOC117567914|XP_034104084.1|DALB	LOC118507759|XP_035902669.1|ASTE
OG0004417	LOC117575666|XP_034115844.1|DALB	LOC118503200|XP_035892078.1|ASTE
OG0004418	LOC117568548|XP_034105156.1|DALB	LOC118506196|XP_035898885.1|ASTE
OG0004419	LOC117566422|XP_034101843.1|DALB	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE
OG0004420	LOC117568936|XP_034105753.1|DALB	LOC118504158|XP_035894184.1|ASTE
OG0004421	LOC117569816|XP_034107027.1|DALB	LOC118504171|XP_035894207.1|ASTE
OG0004422	LOC117568906|XP_034105700.1|DALB	LOC118517666|XP_035919938.1|ASTE
OG0004423	LOC117567299|XP_034103073.1|DALB	LOC118505989|XP_035898448.1|ASTE
OG0004424	LOC117567799|XP_034103915.1|DALB	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE
OG0004425	LOC117568532|XP_034105137.1|DALB	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE
OG0004426	LOC117570490|XP_034108072.1|DALB	LOC118503239|XP_035892141.1|ASTE
OG0004427	LOC117571766|XP_034110015.1|DALB, LOC117571764|XP_034110013.1|DALB, LOC117571765|XP_034110014.1|DALB	LOC118503166|XP_035892023.1|ASTE
OG0004428	LOC117575202|XP_034115210.1|DALB	LOC118503172|XP_035892036.1|ASTE
OG0004429	LOC117565637|XP_034100737.1|DALB	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE
OG0004430	LOC117567587|XP_034103560.1|DALB	LOC118503695|XP_035893138.1|ASTE
OG0004431	LOC117575695|XP_034115898.1|DALB	LOC118506204|XP_035898905.1|ASTE
OG0004432	LOC117575693|XP_034115896.1|DALB	LOC118506202|XP_035898903.1|ASTE
OG0004433	LOC117571434|XP_034109467.1|DALB	LOC118505880|XP_035898210.1|ASTE
OG0004434	LOC117567666|XP_034103678.1|DALB	LOC118502742|XP_035891200.1|ASTE
OG0004435	LOC117569861|XP_034107085.1|DALB	LOC118507377|XP_035901715.1|ASTE
OG0004436	LOC117572796|XP_034111790.1|DALB	LOC118504221|XP_035894321.1|ASTE
OG0004437	LOC117571664|XP_034109795.1|DALB	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE
OG0004438	LOC117570728|XP_034108441.1|DALB	LOC118503075|XP_035891845.1|ASTE
OG0004439	LOC117572795|XP_034111788.1|DALB	LOC118503074|XP_035891844.1|ASTE
OG0004440	LOC117566421|XP_034101840.1|DALB	LOC118503071|XP_035891838.1|ASTE
OG0004441	LOC117565892|XP_034101125.1|DALB	LOC118503906|XP_035893591.1|ASTE
OG0004442	LOC117567557|XP_034103509.1|DALB	LOC118503880|XP_035893526.1|ASTE
OG0004443	LOC117567859|XP_034104012.1|DALB	LOC118507204|XP_035901180.1|ASTE
OG0004444	LOC117566404|XP_034101808.1|DALB	LOC118506122|XP_035898741.1|ASTE
OG0004445	LOC117572041|XP_034110495.1|DALB	LOC118506108|XP_035898687.1|ASTE
OG0004446	LOC117574563|XP_034114325.1|DALB	LOC118506107|XP_035898686.1|ASTE
OG0004447	LOC117576827|XP_034117792.1|DALB	LOC118504160|XP_035894186.1|ASTE
OG0004448	LOC117567159|XP_034102863.1|DALB	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE
OG0004449	LOC117569478|XP_034106536.1|DALB	LOC118503493|XP_035892707.1|ASTE
OG0004450	LOC117567626|XP_034103608.1|DALB	LOC118503046|XP_035891773.1|ASTE
OG0004451	LOC117572273|XP_034110867.1|DALB	LOC118504205|XP_035894283.1|ASTE
OG0004452	LOC117569668|XP_034106805.1|DALB	LOC118504206|XP_035894288.1|ASTE
OG0004453	LOC117568253|XP_034104625.1|DALB	LOC118504209|XP_035894290.1|ASTE
OG0004454	LOC117575038|XP_034115010.1|DALB	LOC118505896|XP_035898244.1|ASTE
OG0004455	LOC117570786|XP_034108519.1|DALB	LOC118503495|XP_035892713.1|ASTE
OG0004456	LOC117576944|XP_034118035.1|DALB	LOC118503496|XP_035892714.1|ASTE
OG0004457	LOC117567263|XP_034103012.1|DALB	LOC118503497|XP_035892715.1|ASTE
OG0004458	LOC117572592|XP_034111374.1|DALB	LOC118503076|XP_035891846.1|ASTE
OG0004459	LOC117567682|XP_034103695.1|DALB	LOC118503079|XP_035891851.1|ASTE
OG0004460	LOC117572097|XP_034110595.1|DALB	LOC118508046|XP_035903391.1|ASTE
OG0004461	LOC117570128|XP_034107484.1|DALB	LOC118503336|XP_035892393.1|ASTE
OG0004462	LOC117567803|XP_034103929.1|DALB	LOC118503343|XP_035892405.1|ASTE
OG0004463	LOC117570501|XP_034108088.1|DALB	LOC118503350|XP_035892423.1|ASTE
OG0004464	LOC117567960|XP_034104155.1|DALB	LOC118503335|XP_035892392.1|ASTE
OG0004465	LOC117566045|XP_034101386.1|DALB	LOC118503854|XP_035893461.1|ASTE
OG0004466	LOC117570120|XP_034107476.1|DALB	LOC118503847|XP_035893449.1|ASTE
OG0004467	LOC117569720|XP_034106877.1|DALB	LOC118503839|XP_035893440.1|ASTE
OG0004468	LOC117569719|XP_034106876.1|DALB	LOC118503835|XP_035893437.1|ASTE
OG0004469	LOC117571221|XP_034109159.1|DALB	LOC118503828|XP_035893424.1|ASTE
OG0004470	LOC117564715|XP_034099488.1|DALB	LOC118503781|XP_035893349.1|ASTE
OG0004471	LOC117574353|XP_034114066.1|DALB	LOC118503773|XP_035893336.1|ASTE
OG0004472	LOC117570494|XP_034108079.1|DALB	LOC118506136|XP_035898765.1|ASTE
OG0004473	LOC117569780|XP_034106972.1|DALB	LOC118506130|XP_035898757.1|ASTE
OG0004474	LOC117569778|XP_034106969.1|DALB	LOC118506127|XP_035898754.1|ASTE
OG0004475	LOC117571674|XP_034109805.1|DALB	LOC118506126|XP_035898753.1|ASTE
OG0004476	LOC117565550|XP_034100605.1|DALB	LOC118508881|XP_035904587.1|ASTE
OG0004477	LOC117569333|XP_034106353.1|DALB	LOC118503739|XP_035893259.1|ASTE
OG0004478	LOC117571702|XP_034109891.1|DALB	LOC118503734|XP_035893243.1|ASTE
OG0004479	LOC117570204|XP_034107583.1|DALB	LOC118505293|XP_035896786.1|ASTE
OG0004480	LOC117569991|XP_034107266.1|DALB	LOC118517488|XP_035919577.1|ASTE
OG0004481	LOC117571346|XP_034109346.1|DALB	LOC118511988|XP_035911621.1|ASTE
OG0004482	LOC117576031|XP_034116431.1|DALB	LOC118517372|XP_035919284.1|ASTE
OG0004483	LOC117567203|XP_034102924.1|DALB	LOC118507439|XP_035901810.1|ASTE
OG0004484	LOC117575377|XP_034115441.1|DALB	LOC118502435|XP_035890556.1|ASTE
OG0004485	LOC117577719|XP_034118514.1|DALB	LOC118513932|XP_035916196.1|ASTE
OG0004486	LOC117572148|XP_034110679.1|DALB	LOC118503530|XP_035892809.1|ASTE
OG0004487	LOC117570856|XP_034108627.1|DALB	LOC118509838|XP_035906923.1|ASTE
OG0004504	LOC117573150|XP_034111992.1|DALB	LOC118512851|XP_035913814.1|ASTE
OG0004505	LOC117576673|XP_034117556.1|DALB	LOC118504954|XP_035895970.1|ASTE
OG0004506	LOC117573884|XP_034113261.1|DALB	LOC118505903|XP_035898253.1|ASTE
OG0004507	LOC117573451|XP_034112564.1|DALB	LOC118507824|XP_035902819.1|ASTE
OG0004508	LOC117574934|XP_034114874.1|DALB	LOC118505151|XP_035896426.1|ASTE
OG0004509	LOC117567354|XP_034103179.1|DALB	LOC118509882|XP_035907014.1|ASTE
OG0004510	LOC117572048|XP_034110554.1|DALB	LOC118510438|XP_035908116.1|ASTE
OG0004511	LOC117574286|XP_034113928.1|DALB	LOC118503740|XP_035893265.1|ASTE
OG0004512	LOC117573218|XP_034112126.1|DALB	LOC118509647|XP_035906461.1|ASTE
OG0004513	LOC117573157|XP_034112007.1|DALB	LOC118509547|XP_035906194.1|ASTE
OG0004514	LOC117573090|XP_034111886.1|DALB	LOC118509504|XP_035906059.1|ASTE
OG0004515	LOC117567505|XP_034103431.1|DALB	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE
OG0004516	LOC117577612|XP_034118353.1|DALB	LOC118506369|XP_035899289.1|ASTE
OG0004517	LOC117565255|XP_034100165.1|DALB	LOC118516111|XP_035917992.1|ASTE
OG0004518	LOC117578149|XP_034119261.1|DALB	LOC118511362|XP_035910221.1|ASTE
OG0004519	LOC117576124|XP_034116573.1|DALB	LOC118503877|XP_035893523.1|ASTE
OG0004520	LOC117577944|XP_034118860.1|DALB	LOC118506911|XP_035900602.1|ASTE
OG0004521	LOC117568257|XP_034104630.1|DALB	LOC118514364|XP_035917098.1|ASTE
OG0004522	LOC117578099|XP_034119165.1|DALB	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE
OG0004523	LOC117576447|XP_034117101.1|DALB	LOC118517498|XP_035919598.1|ASTE
OG0004524	LOC117568658|XP_034105351.1|DALB	LOC118517453|XP_035919503.1|ASTE
OG0004525	LOC117578082|XP_034119133.1|DALB	LOC118505287|XP_035896765.1|ASTE
OG0004526	LOC117566816|XP_034102271.1|DALB	LOC118505219|XP_035896634.1|ASTE
OG0004527	LOC117578150|XP_034119259.1|DALB	LOC118511411|XP_035910361.1|ASTE
OG0004528	LOC117573556|XP_034112733.1|DALB	LOC118517511|XP_035919629.1|ASTE
OG0004529	LOC117564339|XP_034098941.1|DALB	LOC118505741|XP_035897831.1|ASTE
OG0004530	LOC117577663|XP_034118441.1|DALB	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE
OG0004531	LOC117574926|XP_034114868.1|DALB	LOC118515705|XP_035917943.1|ASTE
OG0004532	LOC117563205|XP_034101194.1|DALB	LOC118511449|XP_035910453.1|ASTE
OG0004533	LOC117565477|XP_034100516.1|DALB	LOC118505536|XP_035897354.1|ASTE
OG0004534	LOC117577740|XP_034118542.1|DALB	LOC118506860|XP_035900483.1|ASTE
OG0004535	LOC117571643|XP_034109764.1|DALB	LOC118502977|XP_035891687.1|ASTE
OG0004536	LOC117578294|XP_034119624.1|DALB	LOC118505862|XP_035898142.1|ASTE
OG0004537	LOC117573242|XP_034112189.1|DALB	LOC118510444|XP_035908136.1|ASTE
OG0004538	LOC117571579|XP_034109682.1|DALB	LOC118512077|XP_035911908.1|ASTE
OG0004539	LOC117573565|XP_034112741.1|DALB	LOC118510196|XP_035907616.1|ASTE
OG0004540	LOC117569908|XP_034107142.1|DALB	LOC118510111|XP_035907467.1|ASTE
OG0004541	LOC117570419|XP_034107936.1|DALB	LOC118503260|XP_035892197.1|ASTE
OG0004542	LOC117578219|XP_034119484.1|DALB	LOC118503252|XP_035892187.1|ASTE
OG0004543	LOC117577320|XP_034118175.1|DALB	LOC118510647|XP_035908651.1|ASTE
OG0004544	LOC117567083|XP_034102774.1|DALB	LOC118510456|XP_035908184.1|ASTE
OG0004545	LOC117574914|XP_034114851.1|DALB, LOC117575513|XP_034115652.1|DALB	LOC118503842|XP_035893444.1|ASTE
OG0004546	LOC117567455|XP_034103359.1|DALB	LOC118502909|XP_035891525.1|ASTE
OG0004547	LOC117564640|XP_034099395.1|DALB	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE
OG0004548	LOC117577575|XP_034118304.1|DALB	LOC118517711|XP_035920053.1|ASTE
OG0004549	LOC117566608|XP_034102043.1|DALB	LOC118509186|XP_035905351.1|ASTE
OG0004550	LOC117567905|XP_034104075.1|DALB	LOC118512559|XP_035913045.1|ASTE
OG0004551	LOC117566808|XP_034102247.1|DALB	LOC118510381|XP_035908020.1|ASTE
OG0004552	LOC117569796|XP_034107001.1|DALB	LOC118512793|XP_035913610.1|ASTE
OG0004553	LOC117572011|XP_034110423.1|DALB	LOC118512729|XP_035913482.1|ASTE
OG0004554	LOC117563840|XP_034098264.1|DALB	LOC118503097|XP_035891892.1|ASTE
OG0004555	LOC117577609|XP_034118345.1|DALB	LOC118503082|XP_035891861.1|ASTE
OG0004556	LOC117568997|XP_034105868.1|DALB	LOC118510616|XP_035908535.1|ASTE
OG0004558	LOC117578189|XP_034119396.1|DALB	LOC118507057|XP_035900916.1|ASTE
OG0004559	LOC117575176|XP_034115178.1|DALB	LOC118505786|XP_035897994.1|ASTE
OG0004560	LOC117573160|XP_034112013.1|DALB	LOC118511620|XP_035910815.1|ASTE
OG0004561	LOC117574965|XP_034114919.1|DALB	LOC118508577|XP_035904378.1|ASTE
OG0004562	LOC117575380|XP_034115444.1|DALB	LOC118517460|XP_035919515.1|ASTE
OG0004563	LOC117573527|XP_034112665.1|DALB	LOC118517454|XP_035919505.1|ASTE
OG0004564	LOC117576299|XP_034116845.1|DALB	LOC118517455|XP_035919506.1|ASTE
OG0004565	LOC117575272|XP_034115297.1|DALB	LOC118512656|XP_035913272.1|ASTE
OG0004566	LOC117572539|XP_034111303.1|DALB	LOC118517468|XP_035919534.1|ASTE
OG0004567	LOC117567153|XP_034102897.1|DALB	LOC118512884|XP_035913882.1|ASTE
OG0004568	LOC117576494|XP_034117165.1|DALB	LOC118512263|XP_035912332.1|ASTE
OG0004569	LOC117574852|XP_034114755.1|DALB	LOC118502844|XP_035891433.1|ASTE
OG0004570	LOC117566943|XP_034102466.1|DALB	LOC118517452|XP_035919499.1|ASTE
OG0004571	LOC117570424|XP_034107954.1|DALB	LOC118505158|XP_035896449.1|ASTE
OG0004572	LOC117563647|XP_034097947.1|DALB	LOC118510341|XP_035907909.1|ASTE
OG0004573	LOC117574026|XP_034113508.1|DALB	LOC118517366|XP_035919277.1|ASTE
OG0004574	LOC117566553|XP_034101989.1|DALB	LOC118502582|XP_035890817.1|ASTE
OG0004575	LOC117571703|XP_034109895.1|DALB	LOC118510256|XP_035907737.1|ASTE
OG0004576	LOC117574990|XP_034114951.1|DALB	LOC118505368|XP_035896966.1|ASTE
OG0004577	LOC117575206|XP_034115221.1|DALB	LOC118503476|XP_035892672.1|ASTE
OG0004578	LOC117566381|XP_034101778.1|DALB	LOC118517508|XP_035919623.1|ASTE
OG0004580	LOC117575180|XP_034115180.1|DALB	LOC118506950|XP_035900661.1|ASTE
OG0004581	LOC117575683|XP_034115880.1|DALB	LOC118511142|XP_035909804.1|ASTE
OG0004582	LOC117575626|XP_034115794.1|DALB	LOC118512391|XP_035912703.1|ASTE
OG0004583	LOC117572338|XP_034110974.1|DALB	LOC118504324|XP_035894549.1|ASTE
OG0004584	LOC117570819|XP_034108572.1|DALB	LOC118509702|XP_035906672.1|ASTE
OG0004585	LOC117574677|XP_034114474.1|DALB	LOC118517378|XP_035919294.1|ASTE
OG0004586	LOC117568648|XP_034105338.1|DALB	LOC118517502|XP_035919608.1|ASTE
OG0004587	LOC117573762|XP_034113045.1|DALB	LOC118508911|XP_035904668.1|ASTE
OG0004588	LOC117575436|XP_034115530.1|DALB	LOC118504096|XP_035894072.1|ASTE
OG0004589	LOC117578129|XP_034119220.1|DALB	LOC118510994|XP_035909405.1|ASTE
OG0004590	LOC117575756|XP_034116008.1|DALB	LOC118504772|XP_035895598.1|ASTE
OG0004591	LOC117575755|XP_034116005.1|DALB	LOC118504725|XP_035895463.1|ASTE
OG0004592	LOC117574339|XP_034114054.1|DALB	LOC118517305|XP_035919186.1|ASTE
OG0004593	LOC117567020|XP_034102603.1|DALB	LOC118517316|XP_035919192.1|ASTE
OG0004594	LOC117578049|XP_034119059.1|DALB	LOC118507656|XP_035902366.1|ASTE
OG0004595	LOC117576424|XP_034117061.1|DALB	LOC118508283|XP_035903861.1|ASTE
OG0004596	LOC117565623|XP_034100728.1|DALB	LOC118507892|XP_035903027.1|ASTE
OG0004597	LOC117574972|XP_034114932.1|DALB	LOC118507125|XP_035901029.1|ASTE
OG0004598	LOC117567686|XP_034103701.1|DALB	LOC118507880|XP_035902984.1|ASTE, LOC118504638|XP_035895259.1|ASTE
OG0004599	LOC117564854|XP_034099683.1|DALB	LOC118513893|XP_035916100.1|ASTE
OG0004600	LOC117575491|XP_034115621.1|DALB	LOC118507283|XP_035901510.1|ASTE
OG0004601	LOC117576484|XP_034117195.1|DALB	LOC118507350|XP_035901654.1|ASTE
OG0004602	LOC117567591|XP_034103983.1|DALB	LOC118511311|XP_035910117.1|ASTE
OG0004603	LOC117566227|XP_034101664.1|DALB	LOC118508968|XP_035904816.1|ASTE
OG0004604	LOC117566850|XP_034102336.1|DALB	LOC118504793|XP_035895665.1|ASTE
OG0004605	LOC117578199|XP_034119419.1|DALB	LOC118517359|XP_035919266.1|ASTE
OG0004606	LOC117576189|XP_034116669.1|DALB	LOC118517445|XP_035919472.1|ASTE
OG0004607	LOC117566564|XP_034102000.1|DALB	LOC118511252|XP_035909997.1|ASTE
OG0004608	LOC117577606|XP_034118347.1|DALB	LOC118508972|XP_035904846.1|ASTE, LOC118506529|XP_035899682.1|ASTE
OG0004609	LOC117563467|XP_034097714.1|DALB	LOC118504417|XP_035894748.1|ASTE
OG0004610	LOC117573780|XP_034113071.1|DALB	LOC118517483|XP_035919571.1|ASTE
OG0004611	LOC117574696|XP_034114496.1|DALB	LOC118517622|XP_035919821.1|ASTE
OG0004612	LOC117574236|XP_034113838.1|DALB	LOC118517659|XP_035919917.1|ASTE
OG0004613	LOC117575685|XP_034115882.1|DALB	LOC118506999|XP_035900781.1|ASTE
OG0004614	LOC117570003|XP_034107294.1|DALB	LOC118502805|XP_035891329.1|ASTE
OG0004615	LOC117577816|XP_034118638.1|DALB	LOC118507366|XP_035901683.1|ASTE
OG0004616	LOC117577973|XP_034118948.1|DALB	LOC118516420|XP_035918180.1|ASTE, LOC118509548|XP_035906191.1|ASTE
OG0004617	LOC117564027|XP_034098519.1|DALB	LOC118508112|XP_035903501.1|ASTE
OG0004619	LOC117575689|XP_034115891.1|DALB	LOC118517451|XP_035919498.1|ASTE
OG0004620	LOC117573636|XP_034112835.1|DALB	LOC118516429|XP_035918198.1|ASTE
OG0004621	LOC117574795|XP_034114645.1|DALB	LOC118510544|XP_035908406.1|ASTE
OG0004622	LOC117575836|XP_034116133.1|DALB	LOC118511488|XP_035910535.1|ASTE
OG0004623	LOC117575135|XP_034115132.1|DALB	LOC118512617|XP_035913191.1|ASTE
OG0004624	LOC117576687|XP_034117573.1|DALB	LOC118517474|XP_035919546.1|ASTE
OG0004625	LOC117577847|XP_034118683.1|DALB	LOC118505940|XP_035898359.1|ASTE
OG0004626	LOC117564871|XP_034099713.1|DALB	LOC118504916|XP_035895884.1|ASTE
OG0004627	LOC117571835|XP_034110106.1|DALB	LOC118507611|XP_035902181.1|ASTE
OG0004628	LOC117577100|XP_034118096.1|DALB	LOC118509744|XP_035906771.1|ASTE
OG0004629	LOC117575327|XP_034115373.1|DALB	LOC118502814|XP_035891357.1|ASTE
OG0004630	LOC117575415|XP_034115487.1|DALB	LOC118502796|XP_035891300.1|ASTE
OG0004632	LOC117573769|XP_034113055.1|DALB	LOC118510112|XP_035907469.1|ASTE
OG0004634	LOC117575339|XP_034115388.1|DALB	LOC118504570|XP_035895083.1|ASTE
OG0004635	LOC117569262|XP_034106257.1|DALB	LOC118517407|XP_035919374.1|ASTE
OG0004636	LOC117576670|XP_034117584.1|DALB	LOC118503995|XP_035893840.1|ASTE
OG0004637	LOC117568524|XP_034105122.1|DALB	LOC118508235|XP_035903740.1|ASTE
OG0004641	LOC117577579|XP_034118313.1|DALB	LOC118506482|XP_035899557.1|ASTE
OG0004642	LOC117568623|XP_034105307.1|DALB	LOC118511999|XP_035911634.1|ASTE
OG0004644	LOC117578316|XP_034119662.1|DALB	LOC118513350|XP_035914875.1|ASTE
OG0004645	LOC117566224|XP_034101661.1|DALB	LOC118510337|XP_035907895.1|ASTE
OG0004646	LOC117574564|XP_034114326.1|DALB	LOC118510689|XP_035908758.1|ASTE
OG0004647	LOC117577849|XP_034118681.1|DALB	LOC118503353|XP_035892438.1|ASTE
OG0004648	LOC117575996|XP_034116390.1|DALB	LOC118512472|XP_035912853.1|ASTE
OG0004649	LOC117575387|XP_034115457.1|DALB	LOC118503454|XP_035892622.1|ASTE
OG0004650	LOC117565230|XP_034100127.1|DALB	LOC118517116|XP_035918873.1|ASTE, LOC118513792|XP_035915871.1|ASTE
OG0004651	LOC117576119|XP_034116568.1|DALB	LOC118517480|XP_035919554.1|ASTE
OG0004652	LOC117574035|XP_034113522.1|DALB	LOC118505560|XP_035897404.1|ASTE
OG0004653	LOC117567070|XP_034102703.1|DALB	LOC118506470|XP_035899540.1|ASTE
OG0004654	LOC117564730|XP_034099508.1|DALB	LOC118505567|XP_035897417.1|ASTE
OG0004655	LOC117575977|XP_034116350.1|DALB	LOC118506486|XP_035899559.1|ASTE
OG0004656	LOC117564172|XP_034098730.1|DALB, LOC117565591|XP_034100682.1|DALB	LOC118506479|XP_035899552.1|ASTE
OG0004657	LOC117575717|XP_034115946.1|DALB	LOC118506494|XP_035899581.1|ASTE
OG0004658	LOC117576509|XP_034117207.1|DALB	LOC118508281|XP_035903815.1|ASTE
OG0004659	LOC117575949|XP_034116303.1|DALB	LOC118508291|XP_035903829.1|ASTE
OG0004660	LOC117575086|XP_034115074.1|DALB	LOC118505236|XP_035896668.1|ASTE
OG0004661	LOC117573976|XP_034113410.1|DALB	LOC118504446|XP_035894831.1|ASTE
OG0004662	LOC117576665|XP_034117527.1|DALB	LOC118506392|XP_035899332.1|ASTE
OG0004664	LOC117571790|XP_034110044.1|DALB	LOC118504548|XP_035895043.1|ASTE
OG0004665	LOC117573613|XP_034112805.1|DALB	LOC118504552|XP_035895053.1|ASTE
OG0004666	LOC117575222|XP_034115240.1|DALB	LOC118512031|XP_035911716.1|ASTE
OG0004667	LOC117574343|XP_034114055.1|DALB	LOC118505608|XP_035897533.1|ASTE
OG0004668	LOC117575282|XP_034115320.1|DALB	LOC118504550|XP_035895046.1|ASTE
OG0004669	LOC117564267|XP_034098860.1|DALB	LOC118504549|XP_035895045.1|ASTE
OG0004670	LOC117575122|XP_034115112.1|DALB	LOC118506364|XP_035899276.1|ASTE
OG0004671	LOC117575505|XP_034115639.1|DALB	LOC118504138|XP_035894128.1|ASTE
OG0004673	LOC117574666|XP_034114462.1|DALB	LOC118508285|XP_035903818.1|ASTE
OG0004674	LOC117575796|XP_034116064.1|DALB	LOC118505590|XP_035897460.1|ASTE
OG0004675	LOC117575990|XP_034116378.1|DALB	LOC118505589|XP_035897459.1|ASTE
OG0004676	LOC117574514|XP_034114264.1|DALB	LOC118502734|XP_035891189.1|ASTE
OG0004677	LOC117574177|XP_034113756.1|DALB	LOC118508492|XP_035904212.1|ASTE
OG0004678	LOC117574168|XP_034113747.1|DALB	LOC118508482|XP_035904191.1|ASTE
OG0004679	LOC117574465|XP_034114192.1|DALB	LOC118502920|XP_035891548.1|ASTE
OG0004680	LOC117576024|XP_034116421.1|DALB	LOC118506377|XP_035899300.1|ASTE
OG0004682	LOC117565361|XP_034100315.1|DALB	LOC118508306|XP_035903857.1|ASTE
OG0004683	LOC117573600|XP_034112786.1|DALB	LOC118508296|XP_035903838.1|ASTE
OG0004684	LOC117575715|XP_034115943.1|DALB	LOC118504302|XP_035894492.1|ASTE
OG0004685	LOC117573810|XP_034113113.1|DALB	LOC118507554|XP_035902035.1|ASTE
OG0004686	LOC117576786|XP_034117728.1|DALB	LOC118502964|XP_035891621.1|ASTE
OG0004687	LOC117575388|XP_034115454.1|DALB	LOC118507546|XP_035902019.1|ASTE
OG0004688	LOC117576493|XP_034117162.1|DALB	LOC118504372|XP_035894671.1|ASTE
OG0004689	LOC117576607|XP_034117397.1|DALB	LOC118505417|XP_035897064.1|ASTE
OG0004690	LOC117575089|XP_034115076.1|DALB	LOC118502542|XP_035890708.1|ASTE
OG0004691	LOC117576800|XP_034117750.1|DALB	LOC118502543|XP_035890711.1|ASTE
OG0004692	LOC117574780|XP_034114622.1|DALB	LOC118502546|XP_035890715.1|ASTE
OG0004693	LOC117574779|XP_034114620.1|DALB	LOC118502547|XP_035890716.1|ASTE
