Orthogroup	DALB.longest_only	DBIA.longest_only
OG0004754	LOC117573292|XP_034112286.1|DALB	LOC108024698|XP_016950265.1|DBIA
OG0004755	LOC117575165|XP_034115159.1|DALB	LOC108031749|XP_016960942.1|DBIA
OG0004756	LOC117574162|XP_034113740.1|DALB	LOC108031746|XP_016960936.1|DBIA
OG0004757	LOC117576640|XP_034117456.1|DALB	LOC108024183|XP_016949512.1|DBIA
OG0004758	LOC117575255|XP_034115280.1|DALB	LOC108025237|XP_016951076.1|DBIA
OG0004759	LOC117574164|XP_034113743.1|DALB	LOC108031727|XP_016960887.1|DBIA
OG0004760	LOC117576910|XP_034117940.1|DALB	LOC108031890|XP_016961148.1|DBIA
OG0004761	LOC117576643|XP_034117463.1|DALB	LOC108031459|XP_016960385.1|DBIA
OG0004763	LOC117575777|XP_034116035.1|DALB	LOC108025298|XP_016951183.1|DBIA
OG0004764	LOC117576674|XP_034117560.1|DALB	LOC108032137|XP_016961462.1|DBIA
OG0004765	LOC117576021|XP_034116419.1|DALB	LOC108031765|XP_016960961.1|DBIA
OG0004766	LOC117574295|XP_034113988.1|DALB	LOC108032141|XP_016961465.1|DBIA
OG0004767	LOC117576109|XP_034116558.1|DALB	LOC108024994|XP_016950739.1|DBIA
OG0004768	LOC117574549|XP_034114312.1|DALB	LOC108024948|XP_016950667.1|DBIA
OG0004769	LOC117565486|XP_034100479.1|DALB	LOC108033350|XP_016963148.1|DBIA
OG0004770	LOC117576841|XP_034117814.1|DALB	LOC108024877|XP_016950514.1|DBIA
OG0004771	LOC117576594|XP_034117374.1|DALB	LOC108025281|XP_016951145.1|DBIA
OG0004772	LOC117576601|XP_034117386.1|DALB	LOC108031825|XP_016961047.1|DBIA
OG0004775	LOC117576067|XP_034116492.1|DALB	LOC108031478|XP_016960438.1|DBIA
OG0004776	LOC117572692|XP_034111634.1|DALB	LOC108030334|XP_016958686.1|DBIA
OG0004777	LOC117573159|XP_034112012.1|DALB, LOC117573154|XP_034112003.1|DALB	LOC108025105|XP_016950898.1|DBIA
OG0004778	LOC117565838|XP_034101040.1|DALB	LOC108032797|XP_016962292.1|DBIA
OG0004779	LOC117573644|XP_034112850.1|DALB	LOC108024789|XP_016950396.1|DBIA
OG0004780	LOC117564072|XP_034098588.1|DALB	LOC108027703|XP_016954742.1|DBIA
OG0004781	LOC117576352|XP_034116927.1|DALB	LOC108031947|XP_016961220.1|DBIA
OG0004782	LOC117574104|XP_034113638.1|DALB	LOC108026145|XP_016952364.1|DBIA
OG0004783	LOC117577619|XP_034118363.1|DALB	LOC108023970|XP_016949182.1|DBIA
OG0004784	LOC117575242|XP_034115266.1|DALB	LOC108027066|XP_016953765.1|DBIA
OG0004785	LOC117574806|XP_034114662.1|DALB	LOC108027062|XP_016953760.1|DBIA
OG0004786	LOC117574719|XP_034114533.1|DALB	LOC108027447|XP_016954387.1|DBIA
OG0004787	LOC117573443|XP_034112555.1|DALB	LOC108027134|XP_016953841.1|DBIA
OG0004788	LOC117575292|XP_034115330.1|DALB	LOC108027137|XP_016953843.1|DBIA
OG0004789	LOC117575283|XP_034115317.1|DALB	LOC108027139|XP_016953847.1|DBIA
OG0004790	LOC117575333|XP_034115380.1|DALB	LOC108025542|XP_016951561.1|DBIA
OG0004791	LOC117573663|XP_034112882.1|DALB	LOC108025266|XP_016951116.1|DBIA
OG0004792	LOC117576725|XP_034117638.1|DALB	LOC108032220|XP_016961572.1|DBIA
OG0004793	LOC117573896|XP_034113295.1|DALB	LOC108025248|XP_016951088.1|DBIA
OG0004794	LOC117575200|XP_034115208.1|DALB	LOC108031739|XP_016960922.1|DBIA
OG0004795	LOC117576587|XP_034117365.1|DALB	LOC108024749|XP_016950348.1|DBIA
OG0004796	LOC117574340|XP_034114051.1|DALB	LOC108031734|XP_016960905.1|DBIA
OG0004797	LOC117575281|XP_034115314.1|DALB	LOC108031946|XP_016961216.1|DBIA
OG0004798	LOC117574066|XP_034113580.1|DALB	LOC108026043|XP_016952227.1|DBIA
OG0004799	LOC117576866|XP_034117859.1|DALB	LOC108031675|XP_016960803.1|DBIA
OG0004800	LOC117573650|XP_034112862.1|DALB	LOC108032149|XP_016961478.1|DBIA
OG0004801	LOC117575638|XP_034115809.1|DALB	LOC108026436|XP_016952862.1|DBIA
OG0004803	LOC117573304|XP_034112300.1|DALB	LOC108024573|XP_016950059.1|DBIA
OG0004804	LOC117576076|XP_034116511.1|DALB	LOC108024949|XP_016950672.1|DBIA
OG0004805	LOC117574288|XP_034113933.1|DALB	LOC108031469|XP_016960410.1|DBIA
OG0004806	LOC117577683|XP_034118469.1|DALB	LOC108035981|XP_016967311.1|DBIA
OG0004807	LOC117575440|XP_034115535.1|DALB	LOC108026054|XP_016952237.1|DBIA
OG0004808	LOC117573915|XP_034113317.1|DALB	LOC108032179|XP_016961523.1|DBIA
OG0004811	LOC117570486|XP_034108063.1|DALB	LOC108028686|XP_016956115.1|DBIA
OG0004812	LOC117576669|XP_034117541.1|DALB	LOC108031381|XP_016960223.1|DBIA
OG0004813	LOC117575975|XP_034116346.1|DALB	LOC108024785|XP_016950389.1|DBIA
OG0004814	LOC117573926|XP_034113334.1|DALB	LOC108031658|XP_016960782.1|DBIA
OG0004815	LOC117563780|XP_034098182.1|DALB	LOC108033095|XP_016962780.1|DBIA
OG0004816	LOC117578043|XP_034119052.1|DALB	LOC108023320|XP_016948112.1|DBIA
OG0004817	LOC117569026|XP_034105911.1|DALB	LOC108023599|XP_016948695.1|DBIA
OG0004818	LOC117574989|XP_034114950.1|DALB	LOC108032055|XP_016961360.1|DBIA
OG0004819	LOC117573874|XP_034113242.1|DALB	LOC108031907|XP_016961164.1|DBIA
OG0004820	LOC117573916|XP_034113319.1|DALB	LOC108031871|XP_016961118.1|DBIA
OG0004821	LOC117576588|XP_034117366.1|DALB	LOC108025278|XP_016951140.1|DBIA
OG0004822	LOC117574334|XP_034114041.1|DALB	LOC108024596|XP_016950094.1|DBIA
OG0004823	LOC117574013|XP_034113488.1|DALB	LOC108031506|XP_016960502.1|DBIA
OG0004824	LOC117574015|XP_034113493.1|DALB	LOC108032017|XP_016961312.1|DBIA
OG0004825	LOC117573189|XP_034112068.1|DALB	LOC108035978|XP_016967292.1|DBIA
OG0004826	LOC117576662|XP_034117510.1|DALB	LOC108027326|XP_016954224.1|DBIA
OG0004827	LOC117576064|XP_034116490.1|DALB	LOC108024971|XP_016950703.1|DBIA
OG0004828	LOC117573645|XP_034112852.1|DALB	LOC108024724|XP_016950306.1|DBIA
OG0004829	LOC117573483|XP_034112601.1|DALB	LOC108026391|XP_016952802.1|DBIA
OG0004830	LOC117573739|XP_034113008.1|DALB	LOC108027238|XP_016954061.1|DBIA
OG0004831	LOC117569754|XP_034106938.1|DALB	LOC108028503|XP_016955871.1|DBIA
OG0004832	LOC117576568|XP_034117298.1|DALB	LOC108031663|XP_016960788.1|DBIA
OG0004833	LOC117576704|XP_034117610.1|DALB	LOC108027397|XP_016954324.1|DBIA
OG0004834	LOC117575076|XP_034115061.1|DALB	LOC108024720|XP_016950300.1|DBIA
OG0004835	LOC117576086|XP_034116525.1|DALB	LOC108024859|XP_016950489.1|DBIA
OG0004836	LOC117573416|XP_034112513.1|DALB	LOC108031779|XP_016960982.1|DBIA
OG0004837	LOC117571768|XP_034110017.1|DALB, LOC117571767|XP_034110016.1|DALB, LOC117571770|XP_034110018.1|DALB	LOC108028322|XP_016955544.1|DBIA
OG0004838	LOC117574805|XP_034114661.1|DALB	LOC108031559|XP_016960594.1|DBIA
OG0004839	LOC117573804|XP_034113104.1|DALB	LOC108031558|XP_016960590.1|DBIA
OG0004840	LOC117576760|XP_034117696.1|DALB	LOC108026306|XP_016952679.1|DBIA
OG0004841	LOC117564155|XP_034098712.1|DALB	LOC108029271|XP_016956959.1|DBIA
OG0004842	LOC117575979|XP_034116353.1|DALB	LOC108026006|XP_016952185.1|DBIA
OG0004843	LOC117576272|XP_034116808.1|DALB	LOC108024412|XP_016949820.1|DBIA
OG0004844	LOC117576241|XP_034116750.1|DALB	LOC108036800|XP_016968637.1|DBIA
OG0004845	LOC117573862|XP_034113224.1|DALB	LOC108032890|XP_016962414.1|DBIA
OG0004846	LOC117563253|XP_034097359.1|DALB	LOC108029119|XP_016956721.1|DBIA
OG0004847	LOC117563251|XP_034097355.1|DALB	LOC108029117|XP_016956719.1|DBIA
OG0004848	LOC117567503|XP_034103425.1|DALB	LOC108025022|XP_016950770.1|DBIA
OG0004849	LOC117578389|XP_034119721.1|DALB	LOC108032503|XP_016961817.1|DBIA
OG0004850	LOC117576893|XP_034117921.1|DALB	LOC108027265|XP_016954125.1|DBIA
OG0004851	LOC117576890|XP_034117915.1|DALB	LOC108027051|XP_016953748.1|DBIA
OG0004852	LOC117574111|XP_034113653.1|DALB	LOC108027380|XP_016954300.1|DBIA
OG0004853	LOC117568372|XP_034104866.1|DALB	LOC108026666|XP_016953202.1|DBIA
OG0004854	LOC117571573|XP_034109675.1|DALB	LOC108034928|XP_016965672.1|DBIA
OG0004855	LOC117571000|XP_034108839.1|DALB	LOC108028260|XP_016955439.1|DBIA
OG0004856	LOC117568747|XP_034105462.1|DALB	LOC108035172|XP_016966122.1|DBIA
OG0004857	LOC117568283|XP_034104688.1|DALB	LOC108034599|XP_016965021.1|DBIA
OG0004858	LOC117570350|XP_034107797.1|DALB	LOC108034971|XP_016965773.1|DBIA
OG0004859	LOC117570353|XP_034107814.1|DALB	LOC108034968|XP_016965769.1|DBIA
OG0004860	LOC117567852|XP_034103997.1|DALB	LOC108035613|XP_016966788.1|DBIA
OG0004861	LOC117571873|XP_034110210.1|DALB	LOC108034946|XP_016965714.1|DBIA
OG0004862	LOC117572306|XP_034110917.1|DALB	LOC108034909|XP_016965644.1|DBIA
OG0004863	LOC117567793|XP_034103908.1|DALB	LOC108028459|XP_016955802.1|DBIA
OG0004864	LOC117570032|XP_034107346.1|DALB	LOC108035504|XP_016966651.1|DBIA
OG0004865	LOC117575358|XP_034115414.1|DALB	LOC108024800|XP_016950409.1|DBIA
OG0004866	LOC117571498|XP_034109556.1|DALB	LOC108028607|XP_016956016.1|DBIA
OG0004867	LOC117571918|XP_034110286.1|DALB	LOC108030089|XP_016958215.1|DBIA
OG0004868	LOC117571919|XP_034110287.1|DALB	LOC108024272|XP_016949654.1|DBIA
OG0004869	LOC117566894|XP_034102400.1|DALB	LOC108030052|XP_016958118.1|DBIA
OG0004870	LOC117566901|XP_034102410.1|DALB	LOC108030072|XP_016958161.1|DBIA
OG0004871	LOC117569168|XP_034106125.1|DALB	LOC108022939|XP_016947641.1|DBIA
OG0004872	LOC117570447|XP_034107996.1|DALB	LOC108023097|XP_016947847.1|DBIA
OG0004873	LOC117564443|XP_034099073.1|DALB	LOC108036139|XP_016967613.1|DBIA
OG0004874	LOC117574808|XP_034114663.1|DALB	LOC108025157|XP_016950923.1|DBIA
OG0004875	LOC117578166|XP_034119335.1|DALB	LOC108035773|XP_016966968.1|DBIA
OG0004876	LOC117571569|XP_034109672.1|DALB	LOC108024219|XP_016949574.1|DBIA
OG0004877	LOC117570825|XP_034108580.1|DALB	LOC108030705|XP_016959233.1|DBIA
OG0004878	LOC117569673|XP_034106811.1|DALB	LOC108030409|XP_016958784.1|DBIA
OG0004879	LOC117568190|XP_034104539.1|DALB	LOC108026679|XP_016953244.1|DBIA
OG0004880	LOC117568393|XP_034104897.1|DALB	LOC108030878|XP_016959524.1|DBIA
OG0004881	LOC117568049|XP_034104284.1|DALB	LOC108028543|XP_016955930.1|DBIA
OG0004882	LOC117572764|XP_034111740.1|DALB	LOC108028726|XP_016956176.1|DBIA
OG0004883	LOC117570676|XP_034108366.1|DALB	LOC108035678|XP_016966877.1|DBIA
OG0004884	LOC117572713|XP_034111664.1|DALB	LOC108030063|XP_016958141.1|DBIA
OG0004885	LOC117571077|XP_034108943.1|DALB	LOC108029612|XP_016957484.1|DBIA
OG0004886	LOC117571984|XP_034110381.1|DALB	LOC108036540|XP_016968252.1|DBIA
OG0004887	LOC117570765|XP_034108490.1|DALB	LOC108030453|XP_016958835.1|DBIA
OG0004888	LOC117570398|XP_034107908.1|DALB	LOC108030119|XP_016958308.1|DBIA
OG0004889	LOC117568167|XP_034104489.1|DALB	LOC108036581|XP_016968325.1|DBIA
OG0004890	LOC117566913|XP_034102423.1|DALB	LOC108030143|XP_016958348.1|DBIA
OG0004891	LOC117565952|XP_034101236.1|DALB	LOC108036532|XP_016968243.1|DBIA
OG0004892	LOC117569999|XP_034107277.1|DALB	LOC108030358|XP_016958714.1|DBIA
OG0004893	LOC117568012|XP_034104226.1|DALB	LOC108026626|XP_016953131.1|DBIA
OG0004894	LOC117570760|XP_034108480.1|DALB	LOC108030420|XP_016958796.1|DBIA
OG0004895	LOC117572170|XP_034110711.1|DALB	LOC108022787|XP_016947402.1|DBIA
OG0004896	LOC117568664|XP_034105357.1|DALB	LOC108030317|XP_016958645.1|DBIA
OG0004897	LOC117568388|XP_034104889.1|DALB	LOC108030261|XP_016958572.1|DBIA
OG0004898	LOC117567150|XP_034102855.1|DALB	LOC108022522|XP_016946984.1|DBIA
OG0004899	LOC117572444|XP_034111165.1|DALB	LOC108022498|XP_016946943.1|DBIA
OG0004900	LOC117568207|XP_034104568.1|DALB	LOC108022813|XP_016947439.1|DBIA
OG0004901	LOC117569886|XP_034107116.1|DALB	LOC108023090|XP_016947836.1|DBIA
OG0004902	LOC117569996|XP_034107274.1|DALB	LOC108035638|XP_016966830.1|DBIA
OG0004903	LOC117566963|XP_034102505.1|DALB	LOC108026700|XP_016953282.1|DBIA
OG0004904	LOC117576631|XP_034117449.1|DALB	LOC108026453|XP_016952882.1|DBIA
OG0004905	LOC117572374|XP_034111031.1|DALB	LOC108036525|XP_016968226.1|DBIA
OG0004906	LOC117567578|XP_034103546.1|DALB	LOC108030502|XP_016958883.1|DBIA
OG0004907	LOC117572763|XP_034111739.1|DALB	LOC108028777|XP_016956245.1|DBIA
OG0004908	LOC117569009|XP_034105887.1|DALB	LOC108028658|XP_016956074.1|DBIA
OG0004909	LOC117572303|XP_034110908.1|DALB	LOC108028286|XP_016955486.1|DBIA
OG0004910	LOC117572302|XP_034110906.1|DALB	LOC108028484|XP_016955836.1|DBIA
OG0004911	LOC117568259|XP_034104636.1|DALB	LOC108035413|XP_016966523.1|DBIA
OG0004912	LOC117571191|XP_034109121.1|DALB	LOC108030519|XP_016958900.1|DBIA
OG0004913	LOC117568329|XP_034104803.1|DALB	LOC108022159|XP_016946490.1|DBIA
OG0004914	LOC117569583|XP_034106702.1|DALB	LOC108022923|XP_016947624.1|DBIA
OG0004915	LOC117567635|XP_034103625.1|DALB	LOC108022756|XP_016947343.1|DBIA
OG0004916	LOC117569795|XP_034106996.1|DALB	LOC108036642|XP_016968405.1|DBIA
OG0004917	LOC117567194|XP_034102914.1|DALB	LOC108035126|XP_016966047.1|DBIA
OG0004918	LOC117567188|XP_034102904.1|DALB	LOC108035124|XP_016966044.1|DBIA
OG0004920	LOC117572379|XP_034111039.1|DALB	LOC108034486|XP_016964880.1|DBIA
OG0004921	LOC117567288|XP_034103049.1|DALB	LOC108028444|XP_016955767.1|DBIA
OG0004922	LOC117572513|XP_034111258.1|DALB	LOC108035474|XP_016966613.1|DBIA
OG0004923	LOC117568091|XP_034104362.1|DALB	LOC108035358|XP_016966443.1|DBIA
OG0004924	LOC117571908|XP_034110276.1|DALB	LOC108028209|XP_016955363.1|DBIA
OG0004925	LOC117570781|XP_034108513.1|DALB	LOC108030618|XP_016959107.1|DBIA
OG0004926	LOC117568662|XP_034105355.1|DALB	LOC108028775|XP_016956242.1|DBIA
OG0004927	LOC117567321|XP_034103111.1|DALB	LOC108028703|XP_016956170.1|DBIA
OG0004928	LOC117567331|XP_034103143.1|DALB	LOC108030094|XP_016958230.1|DBIA
OG0004929	LOC117567049|XP_034102662.1|DALB	LOC108027902|XP_016955013.1|DBIA
OG0004930	LOC117571920|XP_034110289.1|DALB	LOC108030048|XP_016958112.1|DBIA
OG0004931	LOC117568332|XP_034104805.1|DALB	LOC108030342|XP_016958696.1|DBIA
OG0004932	LOC117572586|XP_034111361.1|DALB	LOC108022716|XP_016947290.1|DBIA, LOC108029918|XP_016957904.1|DBIA
OG0004933	LOC117570559|XP_034108175.1|DALB	LOC108030340|XP_016958692.1|DBIA
OG0004934	LOC117569273|XP_034106263.1|DALB	LOC108026961|XP_016953665.1|DBIA
OG0004935	LOC117567087|XP_034102734.1|DALB	LOC108030156|XP_016958373.1|DBIA
OG0004936	LOC117571989|XP_034110388.1|DALB	LOC108035362|XP_016966449.1|DBIA
OG0004937	LOC117572759|XP_034111735.1|DALB	LOC108028586|XP_016955989.1|DBIA
OG0004938	LOC117571167|XP_034109087.1|DALB	LOC108034829|XP_016965430.1|DBIA
OG0004939	LOC117569033|XP_034105921.1|DALB	LOC108035924|XP_016967200.1|DBIA
OG0004940	LOC117567911|XP_034104080.1|DALB	LOC108035935|XP_016967214.1|DBIA
OG0004941	LOC117572588|XP_034111362.1|DALB	LOC108035328|XP_016966391.1|DBIA
OG0004942	LOC117569088|XP_034105995.1|DALB	LOC108028412|XP_016955718.1|DBIA
OG0004943	LOC117569510|XP_034106587.1|DALB	LOC108035231|XP_016966250.1|DBIA
OG0004944	LOC117567820|XP_034103952.1|DALB	LOC108034845|XP_016965465.1|DBIA
OG0004945	LOC117570005|XP_034107291.1|DALB	LOC108030402|XP_016958776.1|DBIA
OG0004946	LOC117571020|XP_034108870.1|DALB	LOC108030866|XP_016959502.1|DBIA
OG0004947	LOC117570670|XP_034108359.1|DALB	LOC108035468|XP_016966605.1|DBIA
OG0004948	LOC117572533|XP_034111288.1|DALB	LOC108034769|XP_016965204.1|DBIA
OG0004949	LOC117572531|XP_034111285.1|DALB	LOC108034941|XP_016965709.1|DBIA
OG0004950	LOC117570884|XP_034108673.1|DALB	LOC108029633|XP_016957524.1|DBIA
OG0004951	LOC117573293|XP_034112287.1|DALB	LOC108024666|XP_016950223.1|DBIA
OG0004952	LOC117567124|XP_034102822.1|DALB	LOC108035391|XP_016966492.1|DBIA
OG0004953	LOC117567810|XP_034103936.1|DALB	LOC108035518|XP_016966669.1|DBIA
OG0004954	LOC117567808|XP_034103933.1|DALB	LOC108035624|XP_016966805.1|DBIA
OG0004955	LOC117566966|XP_034102512.1|DALB	LOC108028805|XP_016956279.1|DBIA
OG0004956	LOC117569925|XP_034107167.1|DALB	LOC108036380|XP_016967971.1|DBIA
OG0004957	LOC117567081|XP_034102726.1|DALB	LOC108035219|XP_016966233.1|DBIA
OG0004958	LOC117570870|XP_034108652.1|DALB	LOC108035490|XP_016966630.1|DBIA
OG0004959	LOC117570950|XP_034108775.1|DALB	LOC108035152|XP_016966083.1|DBIA
OG0004960	LOC117571571|XP_034109671.1|DALB	LOC108035153|XP_016966085.1|DBIA
OG0004961	LOC117569148|XP_034106099.1|DALB	LOC108036668|XP_016968438.1|DBIA
OG0004962	LOC117570961|XP_034108795.1|DALB	LOC108028493|XP_016955858.1|DBIA
OG0004963	LOC117568485|XP_034105062.1|DALB	LOC108035922|XP_016967188.1|DBIA
OG0004964	LOC117568911|XP_034105707.1|DALB, LOC117568912|XP_034105709.1|DALB	LOC108035272|XP_016966320.1|DBIA
OG0004965	LOC117567310|XP_034103088.1|DALB	LOC108028130|XP_016955272.1|DBIA
OG0004966	LOC117568144|XP_034104443.1|DALB	LOC108028481|XP_016955832.1|DBIA
OG0004967	LOC117566898|XP_034102404.1|DALB	LOC108030054|XP_016958121.1|DBIA
OG0004968	LOC117568291|XP_034104701.1|DALB	LOC108035575|XP_016966735.1|DBIA
OG0004969	LOC117570439|XP_034107987.1|DALB	LOC108029942|XP_016957933.1|DBIA
OG0004970	LOC117570932|XP_034108751.1|DALB	LOC108035705|XP_016966916.1|DBIA
OG0004971	LOC117572572|XP_034111346.1|DALB	LOC108035336|XP_016966402.1|DBIA
OG0004972	LOC117572075|XP_034110553.1|DALB	LOC108028553|XP_016955945.1|DBIA
OG0004973	LOC117566853|XP_034102337.1|DALB	LOC108028990|XP_016956524.1|DBIA
OG0004974	LOC117567949|XP_034104139.1|DALB	LOC108034926|XP_016965671.1|DBIA
OG0004975	LOC117571914|XP_034110283.1|DALB	LOC108035359|XP_016966446.1|DBIA
OG0004976	LOC117570886|XP_034108675.1|DALB	LOC108034532|XP_016964947.1|DBIA
OG0004977	LOC117571577|XP_034109680.1|DALB	LOC108026761|XP_016953390.1|DBIA
OG0004978	LOC117567088|XP_034102736.1|DALB	LOC108030123|XP_016958314.1|DBIA
OG0004979	LOC117570463|XP_034108016.1|DALB	LOC108034747|XP_016965184.1|DBIA
OG0004980	LOC117569485|XP_034106556.1|DALB	LOC108030642|XP_016959145.1|DBIA
OG0004981	LOC117571358|XP_034109357.1|DALB	LOC108035955|XP_016967249.1|DBIA
OG0004982	LOC117570127|XP_034107482.1|DALB	LOC108035957|XP_016967254.1|DBIA
OG0004983	LOC117569310|XP_034106314.1|DALB	LOC108035489|XP_016966629.1|DBIA
OG0004984	LOC117569950|XP_034107203.1|DALB	LOC108028665|XP_016956086.1|DBIA
OG0004985	LOC117572401|XP_034111073.1|DALB	LOC108028542|XP_016955933.1|DBIA
OG0004986	LOC117567231|XP_034102952.1|DALB	LOC108028639|XP_016956053.1|DBIA
OG0004987	LOC117571121|XP_034109010.1|DALB	LOC108035001|XP_016965829.1|DBIA
OG0004988	LOC117572402|XP_034111074.1|DALB	LOC108028557|XP_016955954.1|DBIA
OG0004989	LOC117571122|XP_034109014.1|DALB	LOC108035355|XP_016966438.1|DBIA
OG0004990	LOC117567167|XP_034102871.1|DALB	LOC108022386|XP_016946758.1|DBIA
OG0004991	LOC117571157|XP_034109056.1|DALB	LOC108030058|XP_016958131.1|DBIA
OG0004992	LOC117571161|XP_034109062.1|DALB	LOC108030062|XP_016958138.1|DBIA
OG0004993	LOC117571717|XP_034109907.1|DALB	LOC108035392|XP_016966494.1|DBIA
OG0004994	LOC117572009|XP_034110419.1|DALB	LOC108034408|XP_016964779.1|DBIA, LOC108035704|XP_016966915.1|DBIA
OG0004995	LOC117570918|XP_034108717.1|DALB	LOC108034914|XP_016965649.1|DBIA
OG0004996	LOC117568277|XP_034104661.1|DALB	LOC108030529|XP_016958912.1|DBIA
OG0004997	LOC117569514|XP_034106596.1|DALB	LOC108036633|XP_016968396.1|DBIA
OG0004998	LOC117572568|XP_034111339.1|DALB	LOC108026691|XP_016953269.1|DBIA
OG0004999	LOC117572358|XP_034111012.1|DALB	LOC108035437|XP_016966560.1|DBIA
OG0005000	LOC117569150|XP_034106101.1|DALB	LOC108036270|XP_016967770.1|DBIA
OG0005001	LOC117567955|XP_034104145.1|DALB	LOC108034955|XP_016965730.1|DBIA
OG0005002	LOC117574551|XP_034114313.1|DALB	LOC108032214|XP_016961563.1|DBIA
OG0005003	LOC117572560|XP_034111327.1|DALB	LOC108035320|XP_016966384.1|DBIA
OG0005004	LOC117571382|XP_034109392.1|DALB	LOC108028838|XP_016956318.1|DBIA
OG0005005	LOC117569828|XP_034107044.1|DALB	LOC108035887|XP_016967131.1|DBIA
OG0005006	LOC117569821|XP_034107035.1|DALB	LOC108030678|XP_016959218.1|DBIA
OG0005007	LOC117568565|XP_034105183.1|DALB	LOC108028624|XP_016956033.1|DBIA
OG0005008	LOC117566387|XP_034101783.1|DALB	LOC108031203|XP_016959920.1|DBIA
OG0005009	LOC117572511|XP_034111255.1|DALB	LOC108028085|XP_016955215.1|DBIA
OG0005010	LOC117568892|XP_034105684.1|DALB	LOC108030497|XP_016958876.1|DBIA
OG0005011	LOC117567295|XP_034103063.1|DALB	LOC108026838|XP_016953502.1|DBIA
OG0005012	LOC117570806|XP_034108552.1|DALB	LOC108028767|XP_016956231.1|DBIA
OG0005013	LOC117576335|XP_034116900.1|DALB	LOC108031546|XP_016960571.1|DBIA
OG0005014	LOC117569322|XP_034106340.1|DALB	LOC108034987|XP_016965806.1|DBIA
OG0005015	LOC117569469|XP_034106528.1|DALB	LOC108028471|XP_016955822.1|DBIA
OG0005016	LOC117571436|XP_034109471.1|DALB	LOC108030676|XP_016959194.1|DBIA
OG0005017	LOC117567730|XP_034103785.1|DALB	LOC108035093|XP_016966003.1|DBIA
OG0005018	LOC117567073|XP_034102709.1|DALB	LOC108030066|XP_016958152.1|DBIA
OG0005019	LOC117569296|XP_034106294.1|DALB	LOC108035236|XP_016966257.1|DBIA
OG0005020	LOC117568861|XP_034105639.1|DALB	LOC108036247|XP_016967745.1|DBIA
OG0005021	LOC117565376|XP_034100341.1|DALB	LOC108034316|XP_016964675.1|DBIA
OG0005022	LOC117572500|XP_034111242.1|DALB	LOC108031238|XP_016959966.1|DBIA
OG0005023	LOC117566547|XP_034101980.1|DALB	LOC108036256|XP_016967755.1|DBIA
OG0005024	LOC117570525|XP_034108119.1|DALB	LOC108035252|XP_016966282.1|DBIA
OG0005025	LOC117568216|XP_034104581.1|DALB	LOC108029698|XP_016957654.1|DBIA
OG0005026	LOC117570396|XP_034107906.1|DALB	LOC108035306|XP_016966365.1|DBIA
OG0005027	LOC117569291|XP_034106287.1|DALB	LOC108035275|XP_016966325.1|DBIA
OG0005028	LOC117575240|XP_034115263.1|DALB	LOC108027186|XP_016953975.1|DBIA
OG0005029	LOC117567560|XP_034103511.1|DALB	LOC108028432|XP_016955750.1|DBIA
OG0005030	LOC117569748|XP_034106927.1|DALB, LOC117571932|XP_034110312.1|DALB	LOC108029489|XP_016957250.1|DBIA
OG0005031	LOC117567929|XP_034104105.1|DALB	LOC108035214|XP_016966219.1|DBIA
OG0005032	LOC117571013|XP_034108862.1|DALB	LOC108028250|XP_016955421.1|DBIA
OG0005033	LOC117567920|XP_034104092.1|DALB	LOC108028453|XP_016955786.1|DBIA
OG0005034	LOC117570333|XP_034107775.1|DALB	LOC108028244|XP_016955412.1|DBIA
OG0005035	LOC117566826|XP_034102282.1|DALB	LOC108028251|XP_016955422.1|DBIA
OG0005036	LOC117566550|XP_034101983.1|DALB	LOC108035228|XP_016966246.1|DBIA
OG0005037	LOC117567585|XP_034103557.1|DALB	LOC108029901|XP_016957884.1|DBIA
OG0005038	LOC117568721|XP_034105430.1|DALB	LOC108035439|XP_016966562.1|DBIA
OG0005039	LOC117564151|XP_034098708.1|DALB	LOC108027899|XP_016955007.1|DBIA
OG0005040	LOC117567025|XP_034102615.1|DALB	LOC108028455|XP_016955790.1|DBIA
OG0005041	LOC117570963|XP_034108796.1|DALB	LOC108028494|XP_016955859.1|DBIA
OG0005042	LOC117572280|XP_034110878.1|DALB	LOC108034538|XP_016964953.1|DBIA
OG0005043	LOC117571591|XP_034109698.1|DALB	LOC108022780|XP_016947382.1|DBIA
OG0005044	LOC117571589|XP_034109696.1|DALB	LOC108022778|XP_016947381.1|DBIA
OG0005045	LOC117568279|XP_034104681.1|DALB	LOC108022233|XP_016946580.1|DBIA
OG0005046	LOC117572719|XP_034111672.1|DALB	LOC108029974|XP_016957970.1|DBIA
OG0005047	LOC117567398|XP_034103246.1|DALB	LOC108030682|XP_016959204.1|DBIA
OG0005048	LOC117567401|XP_034103251.1|DALB	LOC108030685|XP_016959207.1|DBIA
OG0005049	LOC117570205|XP_034107584.1|DALB	LOC108028248|XP_016955420.1|DBIA
OG0005050	LOC117571158|XP_034109057.1|DALB	LOC108030060|XP_016958133.1|DBIA
OG0005051	LOC117571553|XP_034109647.1|DALB	LOC108028521|XP_016955893.1|DBIA
OG0005052	LOC117567582|XP_034103554.1|DALB	LOC108028816|XP_016956292.1|DBIA
OG0005053	LOC117566062|XP_034101410.1|DALB	LOC108032625|XP_016962052.1|DBIA
OG0005054	LOC117572631|XP_034111481.1|DALB	LOC108028418|XP_016955730.1|DBIA
