Orthogroup	DALB.longest_only	HILL.longest_only
OG0003011	LOC117570641|XP_034108302.1|DALB	LOC119656070|XP_037918277.1|HILL
OG0003012	LOC117575657|XP_034115836.1|DALB	LOC119659407|XP_037923406.1|HILL
OG0003013	LOC117577675|XP_034118455.1|DALB	LOC119653797|XP_037914737.1|HILL
OG0003014	LOC117572149|XP_034110683.1|DALB	LOC119654220|XP_037915361.1|HILL
OG0003015	LOC117576065|XP_034116495.1|DALB	LOC119656158|XP_037918423.1|HILL, LOC119655578|XP_037917439.1|HILL
OG0003017	LOC117575582|XP_034115739.1|DALB	LOC119659730|XP_037923914.1|HILL
OG0003018	LOC117576713|XP_034117622.1|DALB	LOC119659159|XP_037923037.1|HILL
OG0003019	LOC117567975|XP_034104182.1|DALB	LOC119649714|XP_037907919.1|HILL
OG0003020	LOC117576141|XP_034116597.1|DALB	LOC119659743|XP_037923933.1|HILL
OG0003021	LOC117573979|XP_034113416.1|DALB	LOC119660333|XP_037924744.1|HILL
OG0003022	LOC117571640|XP_034109759.1|DALB	LOC119649701|XP_037907897.1|HILL
OG0003023	LOC117574304|XP_034114006.1|DALB	LOC119648392|XP_037906058.1|HILL, LOC119657595|XP_037920506.1|HILL
OG0003024	LOC117567865|XP_034104019.1|DALB	LOC119659092|XP_037922932.1|HILL
OG0003025	LOC117574902|XP_034114831.1|DALB	LOC119660234|XP_037924608.1|HILL
OG0003026	LOC117573472|XP_034112590.1|DALB	LOC119660276|XP_037924674.1|HILL
OG0003027	LOC117574884|XP_034114807.1|DALB	LOC119660271|XP_037924659.1|HILL
OG0003028	LOC117570952|XP_034108779.1|DALB	LOC119655179|XP_037916859.1|HILL
OG0003029	LOC117566855|XP_034102339.1|DALB	LOC119655823|XP_037917857.1|HILL
OG0003030	LOC117574060|XP_034113569.1|DALB	LOC119659300|XP_037923241.1|HILL
OG0003031	LOC117577830|XP_034118661.1|DALB	LOC119654778|XP_037916248.1|HILL
OG0003032	LOC117564107|XP_034098648.1|DALB	LOC119654546|XP_037915918.1|HILL
OG0003033	LOC117568903|XP_034105697.1|DALB	LOC119659269|XP_037923197.1|HILL
OG0003034	LOC117575158|XP_034115152.1|DALB	LOC119659153|XP_037923029.1|HILL
OG0003035	LOC117575307|XP_034115351.1|DALB	LOC119659619|XP_037923722.1|HILL
OG0003036	LOC117567611|XP_034103591.1|DALB	LOC119659618|XP_037923721.1|HILL
OG0003037	LOC117572538|XP_034111299.1|DALB	LOC119647747|XP_037904792.1|HILL
OG0003038	LOC117566838|XP_034102313.1|DALB	LOC119658710|XP_037922253.1|HILL
OG0003039	LOC117563730|XP_034098100.1|DALB	LOC119650061|XP_037908483.1|HILL
OG0003040	LOC117567242|XP_034102980.1|DALB	LOC119649082|XP_037907007.1|HILL
OG0003041	LOC117568241|XP_034104609.1|DALB	LOC119650293|XP_037908852.1|HILL
OG0003042	LOC117576232|XP_034116741.1|DALB	LOC119660004|XP_037924310.1|HILL
OG0003043	LOC117576504|XP_034117190.1|DALB	LOC119660287|XP_037924686.1|HILL
OG0003044	LOC117572773|XP_034111758.1|DALB	LOC119660729|XP_037925316.1|HILL
OG0003045	LOC117575767|XP_034116024.1|DALB	LOC119659831|XP_037924053.1|HILL
OG0003046	LOC117576054|XP_034116477.1|DALB	LOC119658863|XP_037922547.1|HILL
OG0003047	LOC117576055|XP_034116478.1|DALB	LOC119658866|XP_037922552.1|HILL
OG0003048	LOC117567137|XP_034102841.1|DALB	LOC119654442|XP_037915770.1|HILL
OG0003049	LOC117574316|XP_034114019.1|DALB	LOC119660432|XP_037924910.1|HILL, LOC119660372|XP_037924817.1|HILL
OG0003050	LOC117574157|XP_034113729.1|DALB	LOC119660155|XP_037924487.1|HILL
OG0003051	LOC117570209|XP_034107590.1|DALB	LOC119659236|XP_037923142.1|HILL
OG0003052	LOC117575704|XP_034115920.1|DALB	LOC119660181|XP_037924516.1|HILL
OG0003053	LOC117574827|XP_034114689.1|DALB	LOC119659821|XP_037924033.1|HILL
OG0003054	LOC117573927|XP_034113342.1|DALB	LOC119660018|XP_037924325.1|HILL, LOC119660019|XP_037924326.1|HILL, LOC119659606|XP_037923705.1|HILL
OG0003055	LOC117576526|XP_034117240.1|DALB	LOC119650579|XP_037909333.1|HILL
OG0003056	LOC117578263|XP_034119576.1|DALB	LOC119653717|XP_037914535.1|HILL
OG0003057	LOC117572153|XP_034110684.1|DALB	LOC119654857|XP_037916367.1|HILL
OG0003058	LOC117567546|XP_034103495.1|DALB	LOC119655321|XP_037917088.1|HILL
OG0003059	LOC117564996|XP_034099835.1|DALB	LOC119661434|XP_037926707.1|HILL
OG0003060	LOC117569712|XP_034106869.1|DALB	LOC119654179|XP_037915294.1|HILL
OG0003061	LOC117578184|XP_034119388.1|DALB	LOC119655381|XP_037917177.1|HILL
OG0003063	LOC117570484|XP_034108059.1|DALB	LOC119647440|XP_037904287.1|HILL
OG0003064	LOC117570371|XP_034107899.1|DALB	LOC119651185|XP_037910550.1|HILL
OG0003065	LOC117564243|XP_034098826.1|DALB	LOC119650634|XP_037909481.1|HILL
OG0003066	LOC117575276|XP_034115306.1|DALB	LOC119660297|XP_037924698.1|HILL
OG0003067	LOC117576958|XP_034118020.1|DALB	LOC119658690|XP_037922203.1|HILL
OG0003068	LOC117576262|XP_034116793.1|DALB	LOC119658750|XP_037922361.1|HILL
OG0003069	LOC117572472|XP_034111210.1|DALB	LOC119654401|XP_037915712.1|HILL
OG0003070	LOC117564761|XP_034099549.1|DALB	LOC119651029|XP_037910268.1|HILL
OG0003071	LOC117570824|XP_034108578.1|DALB	LOC119648638|XP_037906335.1|HILL
OG0003072	LOC117575241|XP_034115265.1|DALB	LOC119659223|XP_037923127.1|HILL
OG0003073	LOC117573974|XP_034113407.1|DALB	LOC119659388|XP_037923376.1|HILL
OG0003074	LOC117564361|XP_034098967.1|DALB	LOC119659271|XP_037923202.1|HILL
OG0003075	LOC117577390|XP_034118189.1|DALB	LOC119658656|XP_037922128.1|HILL
OG0003076	LOC117566610|XP_034102041.1|DALB	LOC119648484|XP_037906175.1|HILL
OG0003077	LOC117576885|XP_034117890.1|DALB	LOC119660563|XP_037925133.1|HILL
OG0003078	LOC117573526|XP_034112658.1|DALB	LOC119658882|XP_037922585.1|HILL
OG0003079	LOC117574838|XP_034114715.1|DALB	LOC119658722|XP_037922299.1|HILL
OG0003080	LOC117576422|XP_034117045.1|DALB	LOC119660381|XP_037924831.1|HILL
OG0003081	LOC117573547|XP_034112717.1|DALB	LOC119659238|XP_037923144.1|HILL
OG0003082	LOC117573929|XP_034113343.1|DALB	LOC119659469|XP_037923487.1|HILL
OG0003083	LOC117576208|XP_034116694.1|DALB	LOC119660190|XP_037924533.1|HILL
OG0003084	LOC117575494|XP_034115620.1|DALB	LOC119660202|XP_037924557.1|HILL
OG0003085	LOC117576258|XP_034116789.1|DALB	LOC119659699|XP_037923879.1|HILL
OG0003086	LOC117575802|XP_034116072.1|DALB	LOC119660607|XP_037925224.1|HILL
OG0003087	LOC117567973|XP_034104179.1|DALB	LOC119650399|XP_037909106.1|HILL
OG0003088	LOC117573474|XP_034112594.1|DALB	LOC119658844|XP_037922522.1|HILL
OG0003089	LOC117573798|XP_034113097.1|DALB	LOC119650995|XP_037910202.1|HILL
OG0003090	LOC117576123|XP_034116572.1|DALB	LOC119659255|XP_037923174.1|HILL
OG0003091	LOC117573269|XP_034112240.1|DALB	LOC119659219|XP_037923122.1|HILL
OG0003092	LOC117575812|XP_034116096.1|DALB	LOC119660420|XP_037924895.1|HILL
OG0003093	LOC117572428|XP_034111144.1|DALB	LOC119653917|XP_037915001.1|HILL
OG0003094	LOC117574382|XP_034114110.1|DALB	LOC119653707|XP_037914518.1|HILL
OG0003095	LOC117576406|XP_034117024.1|DALB	LOC119657156|XP_037919866.1|HILL
OG0003096	LOC117568999|XP_034105871.1|DALB	LOC119653387|XP_037913864.1|HILL
OG0003097	LOC117574616|XP_034114395.1|DALB	LOC119648841|XP_037906644.1|HILL
OG0003098	LOC117568211|XP_034104579.1|DALB	LOC119653622|XP_037914323.1|HILL
OG0003099	LOC117575885|XP_034116216.1|DALB, LOC117574309|XP_034114009.1|DALB	LOC119660198|XP_037924548.1|HILL
OG0003100	LOC117569922|XP_034107169.1|DALB	LOC119653628|XP_037914329.1|HILL
OG0003101	LOC117576537|XP_034117255.1|DALB	LOC119658580|XP_037921958.1|HILL
OG0003102	LOC117575806|XP_034116084.1|DALB	LOC119659211|XP_037923108.1|HILL
OG0003103	LOC117577751|XP_034118553.1|DALB, LOC117573591|XP_034112777.1|DALB, LOC117572005|XP_034110412.1|DALB	LOC119659518|XP_037923575.1|HILL
OG0003104	LOC117571097|XP_034108970.1|DALB	LOC119654332|XP_037915591.1|HILL
OG0003105	LOC117564055|XP_034098570.1|DALB	LOC119654681|XP_037916118.1|HILL, LOC119648684|XP_037906408.1|HILL
OG0003107	LOC117567308|XP_034103090.1|DALB	LOC119654406|XP_037915718.1|HILL
OG0003108	LOC117564540|XP_034099252.1|DALB	LOC119652282|XP_037912203.1|HILL
OG0003109	LOC117577659|XP_034118438.1|DALB	LOC119654567|XP_037915945.1|HILL
OG0003110	LOC117568079|XP_034104344.1|DALB	LOC119655425|XP_037917243.1|HILL
OG0003111	LOC117574943|XP_034114884.1|DALB	LOC119653470|XP_037914015.1|HILL
OG0003112	LOC117573827|XP_034113145.1|DALB	LOC119648145|XP_037905630.1|HILL
OG0003114	LOC117567850|XP_034103994.1|DALB	LOC119654390|XP_037915691.1|HILL
OG0003115	LOC117571210|XP_034109147.1|DALB	LOC119655796|XP_037917819.1|HILL
OG0003116	LOC117567311|XP_034103089.1|DALB	LOC119655672|XP_037917589.1|HILL
OG0003117	LOC117567027|XP_034102619.1|DALB	LOC119649704|XP_037907903.1|HILL
OG0003118	LOC117571704|XP_034109893.1|DALB	LOC119648103|XP_037905545.1|HILL
OG0003119	LOC117571706|XP_034109896.1|DALB	LOC119649646|XP_037907829.1|HILL
OG0003120	LOC117566406|XP_034101811.1|DALB	LOC119661442|XP_037926755.1|HILL
OG0003121	LOC117569358|XP_034106415.1|DALB	LOC119654961|XP_037916546.1|HILL, LOC119654024|XP_037915115.1|HILL, LOC119656064|XP_037918270.1|HILL
OG0003122	LOC117567210|XP_034102930.1|DALB	LOC119654021|XP_037915112.1|HILL
OG0003123	LOC117567979|XP_034104189.1|DALB	LOC119648825|XP_037906613.1|HILL
OG0003124	LOC117567777|XP_034103867.1|DALB	LOC119654773|XP_037916242.1|HILL
OG0003125	LOC117567785|XP_034103890.1|DALB	LOC119650468|XP_037909269.1|HILL
OG0003126	LOC117569156|XP_034106106.1|DALB	LOC119653542|XP_037914150.1|HILL
OG0003127	LOC117568328|XP_034104802.1|DALB	LOC119653545|XP_037914159.1|HILL
OG0003128	LOC117572318|XP_034110941.1|DALB	LOC119648686|XP_037906411.1|HILL, LOC119650170|XP_037908649.1|HILL
OG0003129	LOC117570165|XP_034107531.1|DALB	LOC119653514|XP_037914109.1|HILL
OG0003130	LOC117567667|XP_034103679.1|DALB	LOC119656128|XP_037918389.1|HILL
OG0003131	LOC117566861|XP_034102346.1|DALB	LOC119659038|XP_037922870.1|HILL
OG0003132	LOC117573773|XP_034113063.1|DALB	LOC119651952|XP_037911734.1|HILL
OG0003133	LOC117572044|XP_034110502.1|DALB	LOC119658741|XP_037922347.1|HILL
OG0003134	LOC117566418|XP_034101838.1|DALB	LOC119654977|XP_037916565.1|HILL
OG0003135	LOC117568756|XP_034105472.1|DALB	LOC119647481|XP_037904355.1|HILL
OG0003136	LOC117569394|XP_034106417.1|DALB	LOC119649199|XP_037907166.1|HILL
OG0003137	LOC117570156|XP_034107514.1|DALB	LOC119658135|XP_037921332.1|HILL, LOC119654304|XP_037915539.1|HILL
OG0003138	LOC117568264|XP_034104643.1|DALB	LOC119654369|XP_037915643.1|HILL
OG0003139	LOC117569413|XP_034106442.1|DALB	LOC119650081|XP_037908512.1|HILL
OG0003140	LOC117568145|XP_034104445.1|DALB	LOC119654573|XP_037915955.1|HILL
OG0003141	LOC117567625|XP_034103607.1|DALB	LOC119654683|XP_037916120.1|HILL
OG0003142	LOC117572424|XP_034111122.1|DALB	LOC119655579|XP_037917441.1|HILL
OG0003143	LOC117570210|XP_034107591.1|DALB	LOC119649595|XP_037907736.1|HILL
OG0003144	LOC117568953|XP_034105786.1|DALB	LOC119655776|XP_037917765.1|HILL
OG0003145	LOC117570264|XP_034107669.1|DALB	LOC119654009|XP_037915099.1|HILL
OG0003146	LOC117568414|XP_034104947.1|DALB	LOC119648176|XP_037905684.1|HILL
OG0003147	LOC117572544|XP_034111306.1|DALB	LOC119647798|XP_037904934.1|HILL
OG0003148	LOC117571272|XP_034109225.1|DALB	LOC119650409|XP_037909123.1|HILL
OG0003149	LOC117564626|XP_034099377.1|DALB	LOC119660815|XP_037925586.1|HILL
OG0003150	LOC117570879|XP_034108662.1|DALB	LOC119655265|XP_037916988.1|HILL
OG0003151	LOC117564741|XP_034099522.1|DALB	LOC119654558|XP_037915934.1|HILL
OG0003152	LOC117567157|XP_034102860.1|DALB	LOC119655187|XP_037916879.1|HILL
OG0003153	LOC117567100|XP_034102771.1|DALB	LOC119654385|XP_037915681.1|HILL
OG0003154	LOC117575883|XP_034116213.1|DALB, LOC117577764|XP_034118566.1|DALB	LOC119659677|XP_037923828.1|HILL
OG0003155	LOC117566883|XP_034102387.1|DALB	LOC119656000|XP_037918166.1|HILL
OG0003156	LOC117569527|XP_034106618.1|DALB	LOC119653581|XP_037914255.1|HILL
OG0003157	LOC117564853|XP_034099680.1|DALB, LOC117564852|XP_034099679.1|DALB	LOC119657967|XP_037921100.1|HILL, LOC119657888|XP_037920958.1|HILL
OG0003158	LOC117567615|XP_034103595.1|DALB	LOC119654366|XP_037915639.1|HILL
OG0003159	LOC117567706|XP_034103732.1|DALB	LOC119654786|XP_037916258.1|HILL
OG0003160	LOC117568139|XP_034104437.1|DALB	LOC119654396|XP_037915705.1|HILL
OG0003161	LOC117567410|XP_034103276.1|DALB	LOC119655350|XP_037917130.1|HILL
OG0003162	LOC117572779|XP_034111765.1|DALB	LOC119654470|XP_037915815.1|HILL
OG0003163	LOC117572617|XP_034111463.1|DALB	LOC119649085|XP_037907013.1|HILL
OG0003164	LOC117567610|XP_034103590.1|DALB	LOC119655860|XP_037917908.1|HILL
OG0003165	LOC117568161|XP_034104471.1|DALB	LOC119654564|XP_037915940.1|HILL
OG0003166	LOC117567458|XP_034103364.1|DALB	LOC119653691|XP_037914489.1|HILL
OG0003167	LOC117568297|XP_034104709.1|DALB	LOC119654305|XP_037915541.1|HILL
OG0003168	LOC117576339|XP_034116904.1|DALB	LOC119655228|XP_037916937.1|HILL
OG0003169	LOC117564038|XP_034098533.1|DALB	LOC119653735|XP_037914585.1|HILL
OG0003170	LOC117566983|XP_034102537.1|DALB	LOC119655610|XP_037917499.1|HILL
OG0003171	LOC117569499|XP_034106574.1|DALB	LOC119654339|XP_037915606.1|HILL
OG0003172	LOC117575656|XP_034115834.1|DALB	LOC119660835|XP_037925632.1|HILL
OG0003173	LOC117576572|XP_034117333.1|DALB	LOC119649928|XP_037908275.1|HILL
OG0003175	LOC117570163|XP_034107528.1|DALB	LOC119656054|XP_037918247.1|HILL
OG0003176	LOC117564887|XP_034099726.1|DALB	LOC119651930|XP_037911693.1|HILL
OG0003177	LOC117571334|XP_034109318.1|DALB	LOC119655808|XP_037917837.1|HILL
OG0003178	LOC117570198|XP_034107576.1|DALB	LOC119655806|XP_037917834.1|HILL
OG0003179	LOC117566987|XP_034102543.1|DALB	LOC119646739|XP_037903245.1|HILL
OG0003180	LOC117567215|XP_034102935.1|DALB	LOC119653546|XP_037914160.1|HILL
OG0003181	LOC117572155|XP_034110692.1|DALB	LOC119653547|XP_037914161.1|HILL
OG0003182	LOC117567211|XP_034102931.1|DALB	LOC119655581|XP_037917449.1|HILL
OG0003183	LOC117567773|XP_034103863.1|DALB	LOC119656261|XP_037918607.1|HILL
OG0003184	LOC117570872|XP_034108655.1|DALB	LOC119649265|XP_037907282.1|HILL
OG0003185	LOC117572121|XP_034110637.1|DALB	LOC119655446|XP_037917270.1|HILL
OG0003186	LOC117567945|XP_034104134.1|DALB	LOC119655917|XP_037918010.1|HILL
OG0003187	LOC117565238|XP_034100137.1|DALB	LOC119655379|XP_037917175.1|HILL
OG0003188	LOC117573785|XP_034113082.1|DALB	LOC119660748|XP_037925408.1|HILL
OG0003189	LOC117570122|XP_034107478.1|DALB	LOC119649366|XP_037907410.1|HILL
OG0003190	LOC117572143|XP_034110674.1|DALB	LOC119655288|XP_037917032.1|HILL
OG0003191	LOC117567400|XP_034103250.1|DALB	LOC119657338|XP_037920139.1|HILL, LOC119656518|XP_037918790.1|HILL
OG0003192	LOC117567074|XP_034102710.1|DALB	LOC119647811|XP_037904957.1|HILL
OG0003193	LOC117563738|XP_034098108.1|DALB	LOC119660785|XP_037925507.1|HILL
OG0003194	LOC117567347|XP_034103164.1|DALB	LOC119648219|XP_037905757.1|HILL
OG0003195	LOC117576391|XP_034116995.1|DALB	LOC119661017|XP_037926096.1|HILL
OG0003196	LOC117571810|XP_034110072.1|DALB	LOC119649124|XP_037907057.1|HILL
OG0003197	LOC117567472|XP_034103384.1|DALB	LOC119648670|XP_037906385.1|HILL
OG0003198	LOC117565037|XP_034099876.1|DALB	LOC119648415|XP_037906095.1|HILL
OG0003199	LOC117566999|XP_034102565.1|DALB	LOC119650360|XP_037908975.1|HILL, LOC119650126|XP_037908583.1|HILL
OG0003200	LOC117567665|XP_034103677.1|DALB	LOC119653454|XP_037913991.1|HILL
OG0003201	LOC117572799|XP_034111795.1|DALB	LOC119656288|XP_037918647.1|HILL
OG0003202	LOC117567953|XP_034104143.1|DALB	LOC119650249|XP_037908767.1|HILL
OG0003203	LOC117571547|XP_034109632.1|DALB	LOC119653632|XP_037914336.1|HILL
OG0003204	LOC117576747|XP_034117671.1|DALB	LOC119660051|XP_037924356.1|HILL
OG0003205	LOC117569711|XP_034106868.1|DALB	LOC119655372|XP_037917165.1|HILL
OG0003206	LOC117568573|XP_034105193.1|DALB	LOC119654682|XP_037916119.1|HILL
OG0003207	LOC117573982|XP_034113420.1|DALB	LOC119653493|XP_037914050.1|HILL
OG0003208	LOC117571913|XP_034110282.1|DALB	LOC119656108|XP_037918352.1|HILL, LOC119658183|XP_037921378.1|HILL
OG0003209	LOC117572226|XP_034110796.1|DALB	LOC119654873|XP_037916396.1|HILL
OG0003210	LOC117573270|XP_034112242.1|DALB	LOC119654789|XP_037916264.1|HILL
OG0003211	LOC117568335|XP_034104810.1|DALB	LOC119661463|XP_037926752.1|HILL
OG0003212	LOC117574686|XP_034114482.1|DALB	LOC119659161|XP_037923039.1|HILL
OG0003213	LOC117570170|XP_034107537.1|DALB	LOC119655797|XP_037917820.1|HILL
OG0003214	LOC117566992|XP_034102551.1|DALB	LOC119655677|XP_037917595.1|HILL
OG0003215	LOC117570640|XP_034108301.1|DALB	LOC119655681|XP_037917610.1|HILL
OG0003216	LOC117567442|XP_034103341.1|DALB	LOC119654295|XP_037915528.1|HILL
OG0003217	LOC117570382|XP_034107868.1|DALB	LOC119661090|XP_037926207.1|HILL
OG0003218	LOC117569718|XP_034106873.1|DALB	LOC119649533|XP_037907648.1|HILL
OG0003219	LOC117567690|XP_034103705.1|DALB	LOC119650416|XP_037909137.1|HILL
OG0003220	LOC117563236|XP_034097330.1|DALB	LOC119649534|XP_037907649.1|HILL
OG0003221	LOC117576930|XP_034117968.1|DALB	LOC119661027|XP_037926112.1|HILL
OG0003222	LOC117567078|XP_034102718.1|DALB	LOC119654448|XP_037915778.1|HILL
OG0003223	LOC117569781|XP_034106973.1|DALB	LOC119655029|XP_037916634.1|HILL
OG0003224	LOC117570420|XP_034107941.1|DALB	LOC119654902|XP_037916457.1|HILL
OG0003225	LOC117564171|XP_034098729.1|DALB	LOC119652251|XP_037912159.1|HILL
OG0003226	LOC117569144|XP_034106065.1|DALB	LOC119659473|XP_037923497.1|HILL
OG0003228	LOC117576113|XP_034116561.1|DALB	LOC119651803|XP_037911518.1|HILL
OG0003229	LOC117568131|XP_034104430.1|DALB	LOC119647599|XP_037904553.1|HILL
OG0003230	LOC117577324|XP_034118178.1|DALB, LOC117574148|XP_034113716.1|DALB, LOC117577231|XP_034118112.1|DALB	LOC119648468|XP_037906157.1|HILL, LOC119652098|XP_037911964.1|HILL, LOC119652088|XP_037911953.1|HILL, LOC119661066|XP_037926192.1|HILL, LOC119661065|XP_037926191.1|HILL, LOC119646443|XP_037902822.1|HILL, LOC119653966|XP_037915055.1|HILL, LOC119652114|XP_037911983.1|HILL, LOC119648595|XP_037906292.1|HILL, LOC119658125|XP_037921322.1|HILL, LOC119658124|XP_037921320.1|HILL, LOC119658105|XP_037921299.1|HILL, LOC119658218|XP_037921412.1|HILL, LOC119659033|XP_037922855.1|HILL, LOC119658182|XP_037921377.1|HILL
OG0003231	LOC117566552|XP_034101985.1|DALB	LOC119647737|XP_037904775.1|HILL
OG0003232	LOC117574268|XP_034113899.1|DALB	LOC119652324|XP_037912267.1|HILL
OG0003233	LOC117567879|XP_034104038.1|DALB, LOC117567254|XP_034102994.1|DALB	LOC119651544|XP_037911105.1|HILL
OG0003237	LOC117572233|XP_034110803.1|DALB, LOC117570077|XP_034107408.1|DALB, LOC117572228|XP_034110797.1|DALB, LOC117569715|XP_034106872.1|DALB, LOC117572230|XP_034110800.1|DALB, LOC117569713|XP_034106870.1|DALB, LOC117568680|XP_034105377.1|DALB, LOC117569988|XP_034107259.1|DALB, LOC117572232|XP_034110802.1|DALB, LOC117570078|XP_034107410.1|DALB, LOC117569075|XP_034105980.1|DALB, LOC117563286|XP_034097416.1|DALB	LOC119653461|XP_037914000.1|HILL, LOC119648553|XP_037906251.1|HILL
OG0003251	LOC117575852|XP_034116163.1|DALB	LOC119651023|XP_037910255.1|HILL
OG0003252	LOC117574413|XP_034114142.1|DALB	LOC119651939|XP_037911718.1|HILL
OG0003253	LOC117576819|XP_034117781.1|DALB	LOC119653006|XP_037913362.1|HILL
OG0003254	LOC117576259|XP_034116791.1|DALB	LOC119656661|XP_037919068.1|HILL
OG0003255	LOC117576856|XP_034117840.1|DALB	LOC119646550|XP_037902956.1|HILL
OG0003256	LOC117573609|XP_034112798.1|DALB	LOC119652799|XP_037913049.1|HILL
OG0003257	LOC117578177|XP_034119358.1|DALB	LOC119656758|XP_037919253.1|HILL
OG0003258	LOC117577670|XP_034118449.1|DALB	LOC119657779|XP_037920775.1|HILL
OG0003259	LOC117571166|XP_034109078.1|DALB	LOC119658228|XP_037921429.1|HILL
OG0003260	LOC117577686|XP_034118474.1|DALB	LOC119657518|XP_037920388.1|HILL
OG0003261	LOC117575235|XP_034115258.1|DALB	LOC119653042|XP_037913431.1|HILL
OG0003262	LOC117574184|XP_034113767.1|DALB	LOC119650684|XP_037909573.1|HILL
OG0003263	LOC117565339|XP_034100285.1|DALB	LOC119657529|XP_037920399.1|HILL
OG0003264	LOC117578112|XP_034119187.1|DALB	LOC119656516|XP_037918787.1|HILL
OG0003265	LOC117565833|XP_034101032.1|DALB	LOC119656614|XP_037918981.1|HILL
OG0003266	LOC117563916|XP_034098370.1|DALB	LOC119657552|XP_037920433.1|HILL
OG0003267	LOC117569010|XP_034105891.1|DALB	LOC119657165|XP_037919877.1|HILL
OG0003268	LOC117573822|XP_034113138.1|DALB	LOC119652975|XP_037913310.1|HILL
OG0003269	LOC117575132|XP_034115125.1|DALB	LOC119652933|XP_037913251.1|HILL
OG0003270	LOC117570633|XP_034108292.1|DALB	LOC119650294|XP_037908854.1|HILL
OG0003271	LOC117573209|XP_034112099.1|DALB	LOC119660806|XP_037925567.1|HILL
OG0003272	LOC117563674|XP_034097994.1|DALB	LOC119657273|XP_037920037.1|HILL
OG0003273	LOC117570448|XP_034107997.1|DALB	LOC119657429|XP_037920258.1|HILL
OG0003274	LOC117577892|XP_034118761.1|DALB	LOC119657262|XP_037920019.1|HILL
OG0003275	LOC117577766|XP_034118568.1|DALB	LOC119657887|XP_037920955.1|HILL
OG0003276	LOC117576664|XP_034117526.1|DALB	LOC119658645|XP_037922111.1|HILL
OG0003277	LOC117569436|XP_034106489.1|DALB	LOC119657421|XP_037920247.1|HILL
OG0003278	LOC117575787|XP_034116052.1|DALB	LOC119659386|XP_037923373.1|HILL
OG0003279	LOC117573247|XP_034112200.1|DALB	LOC119657484|XP_037920334.1|HILL
OG0003280	LOC117575111|XP_034115101.1|DALB	LOC119650729|XP_037909684.1|HILL
OG0003282	LOC117565765|XP_034100927.1|DALB	LOC119656701|XP_037919136.1|HILL
OG0003283	LOC117564623|XP_034099370.1|DALB	LOC119650824|XP_037909888.1|HILL
OG0003284	LOC117576765|XP_034117710.1|DALB	LOC119658462|XP_037921794.1|HILL
OG0003285	LOC117574781|XP_034114626.1|DALB	LOC119658605|XP_037922008.1|HILL
OG0003287	LOC117572468|XP_034111206.1|DALB	LOC119657719|XP_037920690.1|HILL
OG0003288	LOC117576881|XP_034117881.1|DALB	LOC119660112|XP_037924430.1|HILL
OG0003289	LOC117568632|XP_034105314.1|DALB	LOC119648274|XP_037905857.1|HILL
OG0003290	LOC117573489|XP_034112608.1|DALB	LOC119652523|XP_037912648.1|HILL
OG0003291	LOC117569467|XP_034106524.1|DALB	LOC119656613|XP_037918979.1|HILL
OG0003292	LOC117566159|XP_034101548.1|DALB	LOC119656595|XP_037918949.1|HILL
OG0003293	LOC117568484|XP_034105103.1|DALB	LOC119657026|XP_037919704.1|HILL
OG0003294	LOC117568141|XP_034104439.1|DALB	LOC119650312|XP_037908898.1|HILL
OG0003295	LOC117578109|XP_034119179.1|DALB	LOC119657187|XP_037919904.1|HILL
OG0003296	LOC117573960|XP_034113389.1|DALB	LOC119646265|XP_037902597.1|HILL
OG0003297	LOC117574190|XP_034113774.1|DALB	LOC119652832|XP_037913089.1|HILL
OG0003298	LOC117578296|XP_034119629.1|DALB	LOC119658138|XP_037921335.1|HILL, LOC119656883|XP_037919477.1|HILL
OG0003299	LOC117574911|XP_034114847.1|DALB	LOC119659050|XP_037922886.1|HILL
OG0003300	LOC117573925|XP_034113333.1|DALB	LOC119650657|XP_037909525.1|HILL
OG0003301	LOC117572205|XP_034110762.1|DALB	LOC119658640|XP_037922101.1|HILL
OG0003302	LOC117572546|XP_034111312.1|DALB	LOC119658024|XP_037921183.1|HILL
OG0003303	LOC117570731|XP_034108444.1|DALB	LOC119657279|XP_037920051.1|HILL
OG0003304	LOC117575170|XP_034115168.1|DALB	LOC119651486|XP_037911027.1|HILL
OG0003305	LOC117578193|XP_034119402.1|DALB	LOC119657320|XP_037920108.1|HILL
OG0003306	LOC117567373|XP_034103207.1|DALB	LOC119657181|XP_037919898.1|HILL
OG0003307	LOC117570068|XP_034107402.1|DALB	LOC119656751|XP_037919237.1|HILL
OG0003308	LOC117566215|XP_034101650.1|DALB	LOC119656738|XP_037919212.1|HILL
OG0003309	LOC117578231|XP_034119499.1|DALB	LOC119657763|XP_037920755.1|HILL
OG0003310	LOC117570334|XP_034107779.1|DALB	LOC119656976|XP_037919638.1|HILL
OG0003311	LOC117573594|XP_034112780.1|DALB	LOC119651467|XP_037911003.1|HILL
OG0003312	LOC117574761|XP_034114595.1|DALB	LOC119651752|XP_037911417.1|HILL
OG0003313	LOC117572425|XP_034111129.1|DALB	LOC119656716|XP_037919166.1|HILL
OG0003314	LOC117569071|XP_034105977.1|DALB	LOC119657883|XP_037920944.1|HILL
OG0003315	LOC117573000|XP_034111822.1|DALB	LOC119657510|XP_037920376.1|HILL
OG0003317	LOC117575270|XP_034115295.1|DALB	LOC119652528|XP_037912657.1|HILL
