Orthogroup	DSAN.longest_only	AALB.longest_only
OG0003887	LOC120446763|XP_039483837.1|DSAN	LOC118468883|XP_035796068.1|AALB
OG0003888	LOC120454692|XP_039496158.1|DSAN	LOC118456889|XP_035773903.1|AALB
OG0003889	LOC120447691|XP_039485158.1|DSAN	LOC118460113|XP_035780041.1|AALB
OG0003890	LOC120448257|XP_039486108.1|DSAN	LOC118458901|XP_035777753.1|AALB
OG0003891	LOC120458034|XP_039501475.1|DSAN	LOC118458896|XP_035777745.1|AALB
OG0003892	LOC120450139|XP_039488900.1|DSAN	LOC118459777|XP_035779385.1|AALB
OG0003893	LOC120446212|XP_039483001.1|DSAN	LOC118460629|XP_035780971.1|AALB
OG0003894	LOC120458626|XP_039502283.1|DSAN	LOC118460631|XP_035780978.1|AALB
OG0003895	LOC120445033|XP_039481053.1|DSAN	LOC118458295|XP_035776512.1|AALB
OG0003896	LOC120446083|XP_039482803.1|DSAN	LOC118461886|XP_035783627.1|AALB
OG0003898	LOC120446711|XP_039483751.1|DSAN	LOC118459234|XP_035778325.1|AALB
OG0003899	LOC120454134|XP_039495128.1|DSAN	LOC118459779|XP_035779388.1|AALB
OG0003900	LOC120444144|XP_039479646.1|DSAN	LOC118458388|XP_035776691.1|AALB
OG0003901	LOC120444294|XP_039479752.1|DSAN	LOC118468335|XP_035794978.1|AALB
OG0003902	LOC120448668|XP_039486741.1|DSAN	LOC118458387|XP_035776690.1|AALB
OG0003903	LOC120444079|XP_039479532.1|DSAN	LOC118458390|XP_035776695.1|AALB
OG0003904	LOC120444078|XP_039479530.1|DSAN, LOC120444077|XP_039479529.1|DSAN	LOC118458389|XP_035776694.1|AALB
OG0003905	LOC120454403|XP_039495598.1|DSAN	LOC118457521|XP_035775059.1|AALB
OG0003907	LOC120457953|XP_039501396.1|DSAN	LOC118456908|XP_035773927.1|AALB
OG0003908	LOC120454430|XP_039495658.1|DSAN	LOC118456911|XP_035773930.1|AALB
OG0003909	LOC120457734|XP_039501168.1|DSAN	LOC118461243|XP_035782236.1|AALB
OG0003910	LOC120453859|XP_039494698.1|DSAN	LOC118461246|XP_035782252.1|AALB
OG0003911	LOC120458198|XP_039501705.1|DSAN	LOC118468958|XP_035796214.1|AALB
OG0003912	LOC120458646|XP_039502309.1|DSAN	LOC118460999|XP_035781717.1|AALB
OG0003913	LOC120446513|XP_039483458.1|DSAN	LOC118460659|XP_035781018.1|AALB
OG0003914	LOC120447129|XP_039484500.1|DSAN	LOC118461750|XP_035783358.1|AALB
OG0003915	LOC120456734|XP_039499655.1|DSAN	LOC118461751|XP_035783359.1|AALB
OG0003916	LOC120445498|XP_039481883.1|DSAN	LOC118457746|XP_035775452.1|AALB
OG0003917	LOC120451887|XP_039491831.1|DSAN	LOC118461167|XP_035782060.1|AALB
OG0003918	LOC120452764|XP_039493121.1|DSAN	LOC118461476|XP_035782726.1|AALB
OG0003919	LOC120457049|XP_039500158.1|DSAN	LOC118462056|XP_035783935.1|AALB
OG0003920	LOC120445620|XP_039482067.1|DSAN	LOC118457988|XP_035775945.1|AALB
OG0003921	LOC120445391|XP_039481730.1|DSAN	LOC118468879|XP_035796056.1|AALB
OG0003922	LOC120457252|XP_039500623.1|DSAN	LOC118459771|XP_035779373.1|AALB
OG0003923	LOC120454825|XP_039496225.1|DSAN	LOC118467487|XP_035793925.1|AALB
OG0003925	LOC120443984|XP_039479395.1|DSAN	LOC118461708|XP_035783227.1|AALB
OG0003926	LOC120453368|XP_039493979.1|DSAN	LOC118456820|XP_035773806.1|AALB
OG0003927	LOC120454915|XP_039496563.1|DSAN	LOC118457694|XP_035775360.1|AALB
OG0003928	LOC120454411|XP_039495617.1|DSAN	LOC118461428|XP_035782629.1|AALB
OG0003929	LOC120458423|XP_039501995.1|DSAN	LOC118460112|XP_035780039.1|AALB
OG0003930	LOC120458464|XP_039502053.1|DSAN	LOC118457669|XP_035775318.1|AALB
OG0003931	LOC120444115|XP_039479586.1|DSAN	LOC118457664|XP_035775310.1|AALB
OG0003932	LOC120458901|XP_039502678.1|DSAN	LOC118457862|XP_035775652.1|AALB
OG0003933	LOC120453787|XP_039494575.1|DSAN	LOC118461446|XP_035782660.1|AALB
OG0003934	LOC120458571|XP_039502204.1|DSAN	LOC118461448|XP_035782662.1|AALB
OG0003935	LOC120446609|XP_039483583.1|DSAN	LOC118459321|XP_035778465.1|AALB
OG0003936	LOC120446612|XP_039483591.1|DSAN	LOC118459328|XP_035778477.1|AALB
OG0003937	LOC120445886|XP_039482473.1|DSAN	LOC118459297|XP_035778437.1|AALB
OG0003938	LOC120444425|XP_039479995.1|DSAN	LOC118460336|XP_035780445.1|AALB
OG0003939	LOC120458711|XP_039502392.1|DSAN	LOC118461443|XP_035782654.1|AALB
OG0003940	LOC120456902|XP_039499959.1|DSAN	LOC118461447|XP_035782661.1|AALB
OG0003941	LOC120444517|XP_039480178.1|DSAN	LOC118461584|XP_035782967.1|AALB
OG0003942	LOC120449381|XP_039487754.1|DSAN, LOC120458620|XP_039502264.1|DSAN	LOC118457684|XP_035775341.1|AALB
OG0003943	LOC120458000|XP_039501426.1|DSAN	LOC118468577|XP_035795402.1|AALB
OG0003944	LOC120458479|XP_039502073.1|DSAN	LOC118467008|XP_035792848.1|AALB
OG0003945	LOC120445681|XP_039482172.1|DSAN	LOC118460001|XP_035779811.1|AALB
OG0003946	LOC120445188|XP_039481336.1|DSAN	LOC118461729|XP_035783309.1|AALB
OG0003947	LOC120445540|XP_039481943.1|DSAN	LOC118458892|XP_035777738.1|AALB
OG0003948	LOC120444804|XP_039480686.1|DSAN	LOC118459246|XP_035778347.1|AALB
OG0003949	LOC120444589|XP_039480292.1|DSAN	LOC118457277|XP_035774578.1|AALB
OG0003950	LOC120458213|XP_039501726.1|DSAN	LOC118456774|XP_035773743.1|AALB
OG0003951	LOC120458548|XP_039502163.1|DSAN	LOC118460839|XP_035781414.1|AALB
OG0003952	LOC120455301|XP_039497278.1|DSAN	LOC118459148|XP_035778126.1|AALB
OG0003953	LOC120454533|XP_039496200.1|DSAN	LOC118456250|XP_035772739.1|AALB
OG0003954	LOC120449506|XP_039487941.1|DSAN	LOC118458653|XP_035777236.1|AALB
OG0003955	LOC120455401|XP_039497477.1|DSAN	LOC118461411|XP_035782587.1|AALB
OG0003956	LOC120444903|XP_039480826.1|DSAN	LOC118468849|XP_035795985.1|AALB
OG0003957	LOC120447930|XP_039485529.1|DSAN	LOC118456803|XP_035773783.1|AALB
OG0003958	LOC120455714|XP_039498061.1|DSAN	LOC118458800|XP_035777539.1|AALB
OG0003959	LOC120445242|XP_039481443.1|DSAN	LOC118456753|XP_035773706.1|AALB
OG0003960	LOC120457371|XP_039500840.1|DSAN	LOC118461410|XP_035782586.1|AALB
OG0003961	LOC120446001|XP_039482674.1|DSAN	LOC118457702|XP_035775374.1|AALB
OG0003962	LOC120453379|XP_039493991.1|DSAN	LOC118460119|XP_035780051.1|AALB
OG0003963	LOC120444442|XP_039480035.1|DSAN	LOC118459660|XP_035779153.1|AALB
OG0003964	LOC120458288|XP_039501820.1|DSAN	LOC118456336|XP_035772886.1|AALB
OG0003965	LOC120458814|XP_039502558.1|DSAN	LOC118459909|XP_035779634.1|AALB
OG0003966	LOC120445655|XP_039482134.1|DSAN	LOC118458655|XP_035777237.1|AALB
OG0003967	LOC120447027|XP_039484283.1|DSAN	LOC118460820|XP_035781333.1|AALB
OG0003968	LOC120444464|XP_039480070.1|DSAN	LOC118456983|XP_035774081.1|AALB
OG0003969	LOC120444603|XP_039480312.1|DSAN	LOC118468505|XP_035795233.1|AALB
OG0003970	LOC120452565|XP_039492782.1|DSAN	LOC118456353|XP_035772907.1|AALB
OG0003971	LOC120458275|XP_039501801.1|DSAN	LOC118460558|XP_035780848.1|AALB
OG0003972	LOC120449196|XP_039487491.1|DSAN	LOC118460560|XP_035780854.1|AALB
OG0003973	LOC120444570|XP_039480261.1|DSAN	LOC118460934|XP_035781590.1|AALB
OG0003974	LOC120445890|XP_039482475.1|DSAN	LOC118456202|XP_035772660.1|AALB
OG0003975	LOC120443713|XP_039478896.1|DSAN	LOC118461939|XP_035783707.1|AALB
OG0003976	LOC120445230|XP_039481422.1|DSAN	LOC118459088|XP_035778046.1|AALB
OG0003977	LOC120455652|XP_039497980.1|DSAN	LOC118459092|XP_035778050.1|AALB
OG0003978	LOC120448180|XP_039485963.1|DSAN	LOC118457536|XP_035775081.1|AALB
OG0003979	LOC120447832|XP_039485366.1|DSAN	LOC118460939|XP_035781595.1|AALB
OG0003980	LOC120451480|XP_039491135.1|DSAN	LOC118460935|XP_035781591.1|AALB
OG0003981	LOC120455730|XP_039498119.1|DSAN	LOC118457433|XP_035774911.1|AALB
OG0003982	LOC120446707|XP_039483742.1|DSAN	LOC118457436|XP_035774917.1|AALB
OG0003983	LOC120458108|XP_039501571.1|DSAN	LOC118457437|XP_035774919.1|AALB
OG0003984	LOC120446554|XP_039483505.1|DSAN	LOC118460301|XP_035780397.1|AALB
OG0003985	LOC120444580|XP_039480275.1|DSAN	LOC118460300|XP_035780396.1|AALB
OG0003986	LOC120455157|XP_039497006.1|DSAN	LOC118459125|XP_035778087.1|AALB
OG0003987	LOC120451653|XP_039491463.1|DSAN	LOC118462016|XP_035783858.1|AALB
OG0003988	LOC120455317|XP_039497316.1|DSAN	LOC118459247|XP_035778350.1|AALB
OG0003989	LOC120455903|XP_039498343.1|DSAN	LOC118461960|XP_035783755.1|AALB
OG0003990	LOC120458080|XP_039501530.1|DSAN	LOC118468329|XP_035794969.1|AALB
OG0003991	LOC120458010|XP_039501445.1|DSAN	LOC118467379|XP_035793708.1|AALB
OG0003992	LOC120454530|XP_039495839.1|DSAN	LOC118467431|XP_035793818.1|AALB
OG0003993	LOC120450268|XP_039489112.1|DSAN	LOC118456603|XP_035773396.1|AALB
OG0003994	LOC120451562|XP_039491299.1|DSAN	LOC118460716|XP_035781153.1|AALB
OG0003995	LOC120445848|XP_039482414.1|DSAN	LOC118468601|XP_035795480.1|AALB
OG0003996	LOC120448468|XP_039486425.1|DSAN	LOC118458223|XP_035776380.1|AALB
OG0003997	LOC120458267|XP_039501792.1|DSAN	LOC118457915|XP_035775809.1|AALB
OG0003998	LOC120457834|XP_039501267.1|DSAN	LOC118468332|XP_035794972.1|AALB
OG0003999	LOC120446026|XP_039482718.1|DSAN	LOC118458121|XP_035776188.1|AALB
OG0004000	LOC120456643|XP_039499502.1|DSAN	LOC118457239|XP_035774513.1|AALB
OG0004001	LOC120444482|XP_039480096.1|DSAN	LOC118459413|XP_035778608.1|AALB
OG0004002	LOC120445118|XP_039481198.1|DSAN	LOC118459843|XP_035779504.1|AALB
OG0004003	LOC120455939|XP_039499656.1|DSAN	LOC118460000|XP_035779807.1|AALB
OG0004004	LOC120451088|XP_039490409.1|DSAN	LOC118460002|XP_035779808.1|AALB
OG0004005	LOC120458449|XP_039502028.1|DSAN	LOC118460003|XP_035779809.1|AALB
OG0004006	LOC120446264|XP_039483074.1|DSAN	LOC118457077|XP_035774250.1|AALB
OG0004007	LOC120453467|XP_039494133.1|DSAN	LOC118457085|XP_035774266.1|AALB
OG0004008	LOC120443883|XP_039479226.1|DSAN	LOC118460687|XP_035781080.1|AALB
OG0004009	LOC120458361|XP_039501909.1|DSAN	LOC118458776|XP_035777492.1|AALB
OG0004010	LOC120444152|XP_039479663.1|DSAN	LOC118457983|XP_035775932.1|AALB
OG0004011	LOC120458469|XP_039502056.1|DSAN	LOC118458734|XP_035777397.1|AALB
OG0004012	LOC120453635|XP_039494361.1|DSAN	LOC118458381|XP_035776680.1|AALB
OG0004013	LOC120452857|XP_039493236.1|DSAN	LOC118460607|XP_035780937.1|AALB
OG0004014	LOC120448981|XP_039487178.1|DSAN	LOC118460606|XP_035780936.1|AALB
OG0004015	LOC120444074|XP_039479526.1|DSAN	LOC118459204|XP_035778267.1|AALB
OG0004016	LOC120456550|XP_039499366.1|DSAN	LOC118459027|XP_035777925.1|AALB
OG0004017	LOC120449507|XP_039487946.1|DSAN	LOC118456503|XP_035773224.1|AALB
OG0004018	LOC120457596|XP_039501043.1|DSAN	LOC118461401|XP_035782560.1|AALB
OG0004019	LOC120447121|XP_039484485.1|DSAN	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB
OG0004020	LOC120458161|XP_039501650.1|DSAN	LOC118458078|XP_035776126.1|AALB
OG0004021	LOC120458158|XP_039501646.1|DSAN	LOC118459640|XP_035779113.1|AALB
OG0004022	LOC120445478|XP_039481862.1|DSAN	LOC118458490|XP_035776935.1|AALB
OG0004023	LOC120444862|XP_039480762.1|DSAN	LOC118461553|XP_035782896.1|AALB
OG0004024	LOC120446638|XP_039483639.1|DSAN	LOC118469079|XP_035796464.1|AALB
OG0004025	LOC120451239|XP_039490684.1|DSAN	LOC118467248|XP_035793424.1|AALB
OG0004026	LOC120458639|XP_039502300.1|DSAN	LOC118468001|XP_035794867.1|AALB
OG0004027	LOC120445502|XP_039481884.1|DSAN	LOC118458610|XP_035777179.1|AALB
OG0004028	LOC120458400|XP_039501959.1|DSAN	LOC118461865|XP_035783566.1|AALB
OG0004029	LOC120458284|XP_039501814.1|DSAN	LOC118458184|XP_035776305.1|AALB
OG0004030	LOC120444656|XP_039480430.1|DSAN	LOC118459395|XP_035778598.1|AALB
OG0004031	LOC120458339|XP_039501890.1|DSAN	LOC118457685|XP_035775345.1|AALB
OG0004032	LOC120445803|XP_039482350.1|DSAN	LOC118461840|XP_035783508.1|AALB
OG0004033	LOC120445020|XP_039481029.1|DSAN	LOC118461834|XP_035783488.1|AALB
OG0004034	LOC120444316|XP_039479794.1|DSAN	LOC118468432|XP_035795088.1|AALB
OG0004035	LOC120444461|XP_039480069.1|DSAN	LOC118459759|XP_035779345.1|AALB
OG0004036	LOC120444149|XP_039479650.1|DSAN	LOC118459757|XP_035779342.1|AALB
OG0004037	LOC120443722|XP_039478905.1|DSAN	LOC118460507|XP_035780760.1|AALB
OG0004038	LOC120458612|XP_039502257.1|DSAN	LOC118457503|XP_035775033.1|AALB
OG0004039	LOC120450099|XP_039488830.1|DSAN	LOC118458482|XP_035776921.1|AALB
OG0004040	LOC120445084|XP_039481147.1|DSAN	LOC118458659|XP_035777245.1|AALB
OG0004041	LOC120456310|XP_039498997.1|DSAN	LOC118456625|XP_035773439.1|AALB
OG0004042	LOC120449041|XP_039487263.1|DSAN	LOC118467688|XP_035794364.1|AALB
OG0004043	LOC120456401|XP_039499167.1|DSAN	LOC118467681|XP_035794349.1|AALB
OG0004044	LOC120455678|XP_039498023.1|DSAN	LOC118468900|XP_035796093.1|AALB
OG0004045	LOC120458236|XP_039501758.1|DSAN	LOC118468916|XP_035796117.1|AALB
OG0004046	LOC120451831|XP_039491744.1|DSAN	LOC118468907|XP_035796105.1|AALB
OG0004047	LOC120456104|XP_039498648.1|DSAN	LOC118468903|XP_035796096.1|AALB
OG0004048	LOC120445651|XP_039482131.1|DSAN	LOC118468905|XP_035796100.1|AALB
OG0004049	LOC120443930|XP_039479307.1|DSAN	LOC118457249|XP_035774530.1|AALB
OG0004050	LOC120445276|XP_039481508.1|DSAN	LOC118456214|XP_035772687.1|AALB
OG0004051	LOC120443805|XP_039479079.1|DSAN, LOC120444024|XP_039479458.1|DSAN, LOC120444042|XP_039479482.1|DSAN, LOC120443807|XP_039479082.1|DSAN	LOC118460508|XP_035780761.1|AALB
OG0004052	LOC120455758|XP_039498129.1|DSAN	LOC118463830|XP_035786611.1|AALB
OG0004054	LOC120445504|XP_039481887.1|DSAN	LOC118463596|XP_035786149.1|AALB
OG0004055	LOC120454486|XP_039495762.1|DSAN	LOC118457506|XP_035775038.1|AALB
OG0004056	LOC120451756|XP_039491616.1|DSAN	LOC118458967|XP_035777843.1|AALB
OG0004057	LOC120450107|XP_039488836.1|DSAN	LOC118456648|XP_035773479.1|AALB
OG0004058	LOC120448083|XP_039485801.1|DSAN	LOC118460392|XP_035780561.1|AALB
OG0004059	LOC120451789|XP_039491674.1|DSAN	LOC118460348|XP_035780479.1|AALB
OG0004060	LOC120453228|XP_039493761.1|DSAN	LOC118464215|XP_035787279.1|AALB
OG0004061	LOC120456795|XP_039499749.1|DSAN	LOC118468490|XP_035795210.1|AALB
OG0004062	LOC120448152|XP_039485922.1|DSAN	LOC118469000|XP_035796322.1|AALB
OG0004063	LOC120456849|XP_039499839.1|DSAN	LOC118468807|XP_035795907.1|AALB
OG0004064	LOC120449046|XP_039487273.1|DSAN	LOC118468806|XP_035795906.1|AALB
OG0004065	LOC120444306|XP_039479770.1|DSAN	LOC118456546|XP_035773305.1|AALB
OG0004066	LOC120446050|XP_039482760.1|DSAN	LOC118456557|XP_035773320.1|AALB
OG0004067	LOC120455072|XP_039496857.1|DSAN	LOC118456547|XP_035773306.1|AALB
OG0004069	LOC120450908|XP_039490092.1|DSAN	LOC118456543|XP_035773292.1|AALB
OG0004070	LOC120449790|XP_039488368.1|DSAN	LOC118458282|XP_035776498.1|AALB
OG0004071	LOC120450579|XP_039489631.1|DSAN	LOC118461906|XP_035783654.1|AALB
OG0004072	LOC120450580|XP_039489633.1|DSAN	LOC118457160|XP_035774380.1|AALB
OG0004073	LOC120455602|XP_039497915.1|DSAN	LOC118461425|XP_035782626.1|AALB
OG0004074	LOC120444961|XP_039480911.1|DSAN	LOC118461423|XP_035782624.1|AALB
OG0004075	LOC120447055|XP_039484379.1|DSAN	LOC118456433|XP_035773083.1|AALB
OG0004076	LOC120447053|XP_039484377.1|DSAN	LOC118459893|XP_035779586.1|AALB
OG0004077	LOC120446942|XP_039484129.1|DSAN	LOC118459461|XP_035778761.1|AALB
OG0004078	LOC120451434|XP_039491043.1|DSAN	LOC118459484|XP_035778790.1|AALB
OG0004079	LOC120456921|XP_039499993.1|DSAN	LOC118458733|XP_035777396.1|AALB
OG0004080	LOC120445819|XP_039482370.1|DSAN	LOC118456954|XP_035774023.1|AALB
OG0004081	LOC120447207|XP_039484648.1|DSAN	LOC118456936|XP_035773979.1|AALB
OG0004082	LOC120445062|XP_039481120.1|DSAN	LOC118458629|XP_035777212.1|AALB
OG0004083	LOC120451783|XP_039491667.1|DSAN	LOC118458632|XP_035777214.1|AALB
OG0004084	LOC120450053|XP_039488744.1|DSAN	LOC118461787|XP_035783409.1|AALB
OG0004085	LOC120452706|XP_039493000.1|DSAN	LOC118460781|XP_035781279.1|AALB
OG0004086	LOC120454287|XP_039495407.1|DSAN	LOC118459903|XP_035779623.1|AALB
OG0004087	LOC120455996|XP_039498488.1|DSAN	LOC118457337|XP_035774726.1|AALB
OG0004088	LOC120453719|XP_039494480.1|DSAN	LOC118456643|XP_035773475.1|AALB
OG0004089	LOC120455353|XP_039497382.1|DSAN	LOC118461221|XP_035782189.1|AALB
OG0004090	LOC120452232|XP_039492291.1|DSAN	LOC118461220|XP_035782187.1|AALB
OG0004091	LOC120451844|XP_039491753.1|DSAN	LOC118459483|XP_035778788.1|AALB
OG0004092	LOC120455905|XP_039498342.1|DSAN	LOC118459917|XP_035779651.1|AALB
OG0004094	LOC120455572|XP_039497873.1|DSAN	LOC118468865|XP_035796040.1|AALB
OG0004095	LOC120451803|XP_039491690.1|DSAN	LOC118459340|XP_035778505.1|AALB
OG0004096	LOC120454288|XP_039495408.1|DSAN	LOC118459339|XP_035778504.1|AALB
OG0004097	LOC120448863|XP_039487010.1|DSAN	LOC118460959|XP_035781627.1|AALB
OG0004098	LOC120450731|XP_039489782.1|DSAN	LOC118460953|XP_035781622.1|AALB
OG0004099	LOC120450898|XP_039490074.1|DSAN	LOC118459863|XP_035779531.1|AALB
OG0004100	LOC120452231|XP_039492290.1|DSAN	LOC118458356|XP_035776601.1|AALB
OG0004101	LOC120451689|XP_039491516.1|DSAN	LOC118458043|XP_035776055.1|AALB
OG0004102	LOC120451688|XP_039491508.1|DSAN	LOC118460343|XP_035780462.1|AALB
OG0004103	LOC120451433|XP_039491042.1|DSAN	LOC118460346|XP_035780477.1|AALB
OG0004104	LOC120453222|XP_039493748.1|DSAN	LOC118460345|XP_035780475.1|AALB
OG0004105	LOC120449050|XP_039487276.1|DSAN	LOC118468483|XP_035795197.1|AALB
OG0004106	LOC120448139|XP_039485890.1|DSAN	LOC118461050|XP_035781834.1|AALB
OG0004107	LOC120449155|XP_039487426.1|DSAN	LOC118461040|XP_035781821.1|AALB
OG0004108	LOC120451481|XP_039491136.1|DSAN	LOC118461051|XP_035781835.1|AALB
OG0004109	LOC120452233|XP_039492293.1|DSAN	LOC118461025|XP_035781773.1|AALB
OG0004110	LOC120449053|XP_039487281.1|DSAN	LOC118461047|XP_035781831.1|AALB
OG0004111	LOC120451729|XP_039491570.1|DSAN	LOC118458791|XP_035777525.1|AALB
OG0004112	LOC120453697|XP_039494452.1|DSAN	LOC118468814|XP_035795923.1|AALB
OG0004113	LOC120456411|XP_039499175.1|DSAN	LOC118462079|XP_035783987.1|AALB
OG0004114	LOC120457022|XP_039500115.1|DSAN	LOC118459751|XP_035779335.1|AALB
OG0004115	LOC120457020|XP_039500109.1|DSAN	LOC118459744|XP_035779314.1|AALB
OG0004116	LOC120452371|XP_039492496.1|DSAN	LOC118461705|XP_035783219.1|AALB
OG0004117	LOC120452729|XP_039493031.1|DSAN	LOC118458353|XP_035776597.1|AALB
OG0004118	LOC120446484|XP_039483422.1|DSAN	LOC118458692|XP_035777324.1|AALB
OG0004119	LOC120451535|XP_039491247.1|DSAN	LOC118458828|XP_035777609.1|AALB
OG0004120	LOC120450979|XP_039490210.1|DSAN	LOC118460579|XP_035780885.1|AALB
OG0004121	LOC120448354|XP_039486255.1|DSAN	LOC118457734|XP_035775421.1|AALB
OG0004122	LOC120454419|XP_039495625.1|DSAN	LOC118467063|XP_035792985.1|AALB
OG0004123	LOC120450986|XP_039490221.1|DSAN	LOC118468604|XP_035795484.1|AALB
OG0004124	LOC120457190|XP_039500474.1|DSAN	LOC118468991|XP_035796309.1|AALB
OG0004125	LOC120453598|XP_039494297.1|DSAN	LOC118457443|XP_035774927.1|AALB
OG0004126	LOC120454409|XP_039495605.1|DSAN	LOC118456570|XP_035773332.1|AALB
OG0004127	LOC120450632|XP_039489718.1|DSAN	LOC118457377|XP_035774805.1|AALB
OG0004128	LOC120453443|XP_039494084.1|DSAN	LOC118461106|XP_035781917.1|AALB, LOC118461107|XP_035781918.1|AALB
OG0004129	LOC120447051|XP_039484365.1|DSAN	LOC118460097|XP_035780015.1|AALB
OG0004130	LOC120455671|XP_039498002.1|DSAN	LOC118456149|XP_035772557.1|AALB
OG0004131	LOC120452946|XP_039493361.1|DSAN	LOC118461817|XP_035783462.1|AALB
OG0004132	LOC120450161|XP_039488939.1|DSAN	LOC118461810|XP_035783452.1|AALB
OG0004133	LOC120444988|XP_039480958.1|DSAN	LOC118461804|XP_035783443.1|AALB
OG0004134	LOC120450982|XP_039490213.1|DSAN	LOC118461793|XP_035783422.1|AALB
OG0004135	LOC120454282|XP_039495384.1|DSAN	LOC118469063|XP_035796429.1|AALB
OG0004136	LOC120452511|XP_039492699.1|DSAN	LOC118459464|XP_035778764.1|AALB
OG0004137	LOC120452034|XP_039492019.1|DSAN	LOC118461182|XP_035782102.1|AALB
OG0004138	LOC120448109|XP_039485846.1|DSAN	LOC118458478|XP_035776914.1|AALB
OG0004139	LOC120456112|XP_039498673.1|DSAN	LOC118458477|XP_035776913.1|AALB
OG0004140	LOC120456967|XP_039500047.1|DSAN	LOC118459550|XP_035778924.1|AALB
OG0004141	LOC120446064|XP_039482778.1|DSAN	LOC118456160|XP_035772576.1|AALB
OG0004142	LOC120456256|XP_039498909.1|DSAN	LOC118458018|XP_035776015.1|AALB
OG0004143	LOC120454643|XP_039496078.1|DSAN	LOC118457212|XP_035774478.1|AALB
OG0004144	LOC120458894|XP_039502670.1|DSAN	LOC118457193|XP_035774436.1|AALB
OG0004145	LOC120447933|XP_039485532.1|DSAN	LOC118456973|XP_035774063.1|AALB
OG0004146	LOC120452289|XP_039492357.1|DSAN	LOC118456972|XP_035774061.1|AALB
OG0004147	LOC120445079|XP_039481142.1|DSAN	LOC118459717|XP_035779270.1|AALB
OG0004148	LOC120453777|XP_039494552.1|DSAN	LOC118456655|XP_035773496.1|AALB
OG0004149	LOC120453618|XP_039494331.1|DSAN	LOC118458090|XP_035776144.1|AALB
OG0004150	LOC120450946|XP_039490153.1|DSAN	LOC118457455|XP_035774945.1|AALB
OG0004151	LOC120454619|XP_039496017.1|DSAN	LOC118469053|XP_035796412.1|AALB
OG0004152	LOC120452767|XP_039493086.1|DSAN	LOC118457616|XP_035775223.1|AALB
OG0004153	LOC120444714|XP_039480525.1|DSAN	LOC118468622|XP_035795526.1|AALB
OG0004154	LOC120448031|XP_039485706.1|DSAN	LOC118468620|XP_035795523.1|AALB
OG0004155	LOC120454704|XP_039496176.1|DSAN	LOC118461868|XP_035783583.1|AALB
OG0004156	LOC120451793|XP_039491680.1|DSAN	LOC118460226|XP_035780246.1|AALB
OG0004157	LOC120457281|XP_039500655.1|DSAN	LOC118458728|XP_035777388.1|AALB
OG0004158	LOC120447601|XP_039485006.1|DSAN	LOC118461932|XP_035783699.1|AALB
OG0004159	LOC120450739|XP_039489791.1|DSAN	LOC118461938|XP_035783706.1|AALB
OG0004160	LOC120450395|XP_039489325.1|DSAN	LOC118461930|XP_035783697.1|AALB
OG0004161	LOC120454382|XP_039495554.1|DSAN	LOC118460596|XP_035780915.1|AALB
OG0004162	LOC120451472|XP_039491098.1|DSAN	LOC118461066|XP_035781851.1|AALB
OG0004163	LOC120453167|XP_039493661.1|DSAN	LOC118456539|XP_035773279.1|AALB
OG0004164	LOC120451081|XP_039490375.1|DSAN	LOC118468982|XP_035796266.1|AALB
OG0004165	LOC120444810|XP_039480691.1|DSAN	LOC118468988|XP_035796295.1|AALB
OG0004166	LOC120444655|XP_039480429.1|DSAN	LOC118456565|XP_035773326.1|AALB
OG0004167	LOC120452813|XP_039493150.1|DSAN	LOC118468515|XP_035795246.1|AALB
OG0004168	LOC120452303|XP_039492377.1|DSAN	LOC118457810|XP_035775563.1|AALB
OG0004169	LOC120456571|XP_039499393.1|DSAN	LOC118457485|XP_035775002.1|AALB
OG0004170	LOC120455487|XP_039497656.1|DSAN	LOC118461929|XP_035783696.1|AALB
OG0004171	LOC120456565|XP_039499380.1|DSAN	LOC118461931|XP_035783698.1|AALB
OG0004172	LOC120455247|XP_039497172.1|DSAN	LOC118468451|XP_035795119.1|AALB
OG0004173	LOC120444760|XP_039480623.1|DSAN	LOC118460855|XP_035781454.1|AALB
OG0004174	LOC120446489|XP_039483428.1|DSAN	LOC118460852|XP_035781449.1|AALB
OG0004175	LOC120445125|XP_039481207.1|DSAN	LOC118461398|XP_035782556.1|AALB
OG0004176	LOC120448329|XP_039486215.1|DSAN	LOC118461799|XP_035783435.1|AALB
OG0004177	LOC120451537|XP_039491249.1|DSAN	LOC118460771|XP_035781259.1|AALB
OG0004178	LOC120453409|XP_039494037.1|DSAN	LOC118460712|XP_035781135.1|AALB
OG0004179	LOC120456325|XP_039499024.1|DSAN	LOC118460650|XP_035781007.1|AALB
OG0004180	LOC120450862|XP_039490011.1|DSAN	LOC118457205|XP_035774453.1|AALB
OG0004181	LOC120450968|XP_039490193.1|DSAN	LOC118460051|XP_035779921.1|AALB
OG0004182	LOC120448336|XP_039486224.1|DSAN	LOC118461609|XP_035783028.1|AALB
OG0004183	LOC120449188|XP_039487474.1|DSAN	LOC118461610|XP_035783037.1|AALB
OG0004184	LOC120449055|XP_039487283.1|DSAN	LOC118460872|XP_035781500.1|AALB
OG0004185	LOC120448020|XP_039485695.1|DSAN	LOC118460511|XP_035780768.1|AALB
OG0004186	LOC120457073|XP_039500186.1|DSAN	LOC118460870|XP_035781494.1|AALB
