Orthogroup	DSAN.longest_only	DANA.longest_only
OG0004602	LOC120455532|XP_039497755.1|DSAN	LOC6501965|XP_001966772.1|DANA
OG0004603	LOC120458042|XP_039501485.1|DSAN	LOC6497840|XP_001961551.1|DANA
OG0004604	LOC120455859|XP_039498264.1|DSAN	LOC6504981|XP_001965693.1|DANA
OG0004605	LOC120456465|XP_039499245.1|DSAN	LOC6504470|XP_032308140.1|DANA
OG0004606	LOC120451771|XP_039491635.1|DSAN	LOC6500408|XP_001953153.1|DANA
OG0004607	LOC120456035|XP_039498539.1|DSAN	LOC6504761|XP_014759802.1|DANA
OG0004608	LOC120457273|XP_039500631.1|DSAN	LOC6503935|XP_032308531.1|DANA
OG0004609	LOC120455815|XP_039498210.1|DSAN	LOC6502038|XP_001967155.1|DANA
OG0004610	LOC120452931|XP_039493336.1|DSAN	LOC6505962|XP_001964689.1|DANA
OG0004611	LOC120451963|XP_039491921.1|DSAN	LOC6505978|XP_032305365.1|DANA
OG0004612	LOC120453018|XP_039493469.1|DSAN	LOC6505977|XP_001964714.1|DANA
OG0004613	LOC120454343|XP_039495489.1|DSAN	LOC6505881|XP_001964541.1|DANA
OG0004614	LOC120457108|XP_039500251.1|DSAN	LOC6504432|XP_001966988.1|DANA
OG0004615	LOC120455372|XP_039497418.1|DSAN	LOC6504765|XP_032309029.1|DANA
OG0004616	LOC120456447|XP_039499218.1|DSAN	LOC6501978|XP_001966807.1|DANA
OG0004617	LOC120445843|XP_039482406.1|DSAN	LOC6503578|XP_001965285.1|DANA
OG0004618	LOC120454691|XP_039496157.1|DSAN	LOC6498939|XP_032312120.1|DANA
OG0004619	LOC120451102|XP_039490442.1|DSAN	LOC6499740|XP_001954021.1|DANA
OG0004620	LOC120454601|XP_039495992.1|DSAN	LOC6501704|XP_001955802.1|DANA
OG0004621	LOC120451640|XP_039491434.1|DSAN	LOC6505705|XP_001964422.1|DANA
OG0004622	LOC120452616|XP_039492852.1|DSAN	LOC6500897|XP_032311884.1|DANA
OG0004623	LOC120453461|XP_039494112.1|DSAN	LOC6505521|XP_001964770.1|DANA
OG0004624	LOC120454071|XP_039495016.1|DSAN	LOC6498832|XP_032309235.1|DANA, LOC6498839|XP_001955834.1|DANA
OG0004625	LOC120454952|XP_039496654.1|DSAN	LOC6503906|XP_032308512.1|DANA
OG0004626	LOC120457259|XP_039500597.1|DSAN	LOC6503862|XP_032308403.1|DANA
OG0004627	LOC120447455|XP_039484745.1|DSAN	LOC6506523|XP_032310497.1|DANA
OG0004628	LOC120456628|XP_039499483.1|DSAN	LOC6504676|XP_001966426.1|DANA
OG0004629	LOC120451356|XP_039490926.1|DSAN	LOC6500910|XP_001954150.1|DANA
OG0004630	LOC120451608|XP_039491375.1|DSAN	LOC6501570|XP_001955494.2|DANA
OG0004631	LOC120453095|XP_039493560.1|DSAN	LOC6499700|XP_014766191.1|DANA
OG0004632	LOC120453091|XP_039493554.1|DSAN	LOC116654458|XP_014766192.1|DANA
OG0004633	LOC120451772|XP_039491636.1|DSAN	LOC6506005|XP_001964767.1|DANA
OG0004634	LOC120452686|XP_039492971.1|DSAN	LOC6505999|XP_001964756.1|DANA
OG0004635	LOC120455217|XP_039497116.1|DSAN	LOC6505187|XP_032308003.1|DANA
OG0004636	LOC120457099|XP_039500221.1|DSAN	LOC6501822|XP_032308318.1|DANA
OG0004637	LOC120455198|XP_039497076.1|DSAN	LOC6504663|XP_032309039.1|DANA
OG0004638	LOC120455991|XP_039498482.1|DSAN	LOC6502012|XP_001966873.3|DANA
OG0004639	LOC120453889|XP_039494739.1|DSAN	LOC6505603|XP_001964612.1|DANA
OG0004640	LOC120453818|XP_039494634.1|DSAN	LOC6505915|XP_001964610.1|DANA
OG0004641	LOC120456679|XP_039499570.1|DSAN	LOC6503561|XP_001964155.2|DANA
OG0004642	LOC120450609|XP_039489678.1|DSAN	LOC6504849|XP_001966447.1|DANA
OG0004643	LOC120454105|XP_039495065.1|DSAN, LOC120454104|XP_039495061.1|DSAN	LOC6499620|XP_001954278.1|DANA
OG0004644	LOC120455070|XP_039496856.1|DSAN	LOC6502903|XP_001963622.1|DANA
OG0004645	LOC120446292|XP_039483123.1|DSAN	LOC6497837|XP_001961544.1|DANA
OG0004646	LOC120453828|XP_039494656.1|DSAN	LOC6505937|XP_001964648.1|DANA
OG0004647	LOC120457224|XP_039500532.1|DSAN	LOC6503918|XP_001963840.1|DANA
OG0004648	LOC120456155|XP_039498726.1|DSAN	LOC6505197|XP_001965529.1|DANA
OG0004649	LOC120456065|XP_039498589.1|DSAN	LOC6504743|XP_001966281.2|DANA
OG0004650	LOC120447140|XP_039484512.1|DSAN	LOC6497054|XP_001962842.1|DANA
OG0004651	LOC120451792|XP_039491679.1|DSAN	LOC6502617|XP_001955111.3|DANA
OG0004652	LOC120450794|XP_039489889.1|DSAN	LOC6501635|XP_001955649.1|DANA
OG0004653	LOC120450461|XP_039489415.1|DSAN	LOC6506140|XP_001958469.1|DANA
OG0004654	LOC120454933|XP_039496627.1|DSAN	LOC6498111|XP_001962100.1|DANA
OG0004655	LOC120452529|XP_039492727.1|DSAN	LOC6500759|XP_032305497.1|DANA
OG0004656	LOC120456808|XP_039499779.1|DSAN	LOC6505170|XP_001965474.1|DANA
OG0004657	LOC120453758|XP_039494525.1|DSAN	LOC6501293|XP_001954936.1|DANA
OG0004658	LOC120453307|XP_039493896.1|DSAN	LOC6500314|XP_001952950.1|DANA
OG0004659	LOC120452219|XP_039492279.1|DSAN	LOC6499782|XP_001953926.1|DANA
OG0004660	LOC120454679|XP_039496128.1|DSAN	LOC6500859|XP_032305731.1|DANA
OG0004661	LOC120452256|XP_039492319.1|DSAN	LOC6501377|XP_001955112.1|DANA
OG0004662	LOC120453486|XP_039494154.1|DSAN	LOC6499306|XP_001954903.1|DANA
OG0004663	LOC120456487|XP_039499285.1|DSAN	LOC6503636|XP_001964027.1|DANA
OG0004664	LOC120456488|XP_039499286.1|DSAN	LOC6503635|XP_014760999.1|DANA
OG0004665	LOC120456018|XP_039498516.1|DSAN	LOC6503868|XP_001963747.2|DANA
OG0004666	LOC120450919|XP_039490117.1|DSAN	LOC6505837|XP_001964461.1|DANA
OG0004667	LOC120452744|XP_039493053.1|DSAN	LOC6500623|XP_001953590.1|DANA
OG0004668	LOC120456470|XP_039499253.1|DSAN	LOC6503732|XP_032308487.1|DANA
OG0004669	LOC120458793|XP_039502521.1|DSAN	LOC6497294|XP_001962376.1|DANA
OG0004670	LOC120452577|XP_039492794.1|DSAN	LOC6501006|XP_001954359.3|DANA
OG0004671	LOC120452702|XP_039492992.1|DSAN	LOC6500743|XP_001953829.2|DANA
OG0004672	LOC120451703|XP_039491534.1|DSAN	LOC6500232|XP_032305329.1|DANA
OG0004673	LOC120451291|XP_039490776.1|DSAN	LOC6505634|XP_032305505.1|DANA
OG0004674	LOC120453015|XP_039493465.1|DSAN	LOC6501469|XP_001955317.1|DANA
OG0004675	LOC120451094|XP_039490433.1|DSAN	LOC6499091|XP_032310551.1|DANA
OG0004676	LOC120451763|XP_039491625.1|DSAN	LOC6501400|XP_001955179.1|DANA
OG0004677	LOC120452624|XP_039492864.1|DSAN	LOC6500748|XP_032307855.1|DANA
OG0004678	LOC120451779|XP_039491656.1|DSAN	LOC6499823|XP_001953840.2|DANA
OG0004679	LOC120451905|XP_039491848.1|DSAN	LOC6501369|XP_032305619.1|DANA
OG0004680	LOC120452754|XP_039493066.1|DSAN	LOC6500921|XP_032312088.1|DANA
OG0004681	LOC120451852|XP_039491777.1|DSAN	LOC6498899|XP_001955718.1|DANA
OG0004682	LOC120450265|XP_039489097.1|DSAN	LOC6506636|XP_001965219.1|DANA
OG0004683	LOC120452054|XP_039492052.1|DSAN	LOC6500363|XP_001953056.1|DANA
OG0004684	LOC120451371|XP_039490955.1|DSAN	LOC6500626|XP_001953595.1|DANA
OG0004685	LOC120451099|XP_039490437.1|DSAN	LOC6505989|XP_014760871.1|DANA
OG0004686	LOC120453335|XP_039493935.1|DSAN	LOC6499369|XP_001954773.1|DANA
OG0004687	LOC120453543|XP_039494229.1|DSAN	LOC6505993|XP_001964745.1|DANA
OG0004688	LOC120453796|XP_039494604.1|DSAN	LOC6500329|XP_001952982.1|DANA
OG0004689	LOC120454538|XP_039495849.1|DSAN	LOC6501520|XP_001955411.1|DANA
OG0004690	LOC120454457|XP_039495703.1|DSAN	LOC6499969|XP_001953527.1|DANA
OG0004691	LOC120454557|XP_039495882.1|DSAN	LOC6501495|XP_001955363.1|DANA
OG0004692	LOC120453950|XP_039494829.1|DSAN	LOC6501505|XP_001955386.1|DANA
OG0004693	LOC120452350|XP_039492456.1|DSAN	LOC6499061|XP_014765888.1|DANA
OG0004694	LOC120452463|XP_039492628.1|DSAN	LOC6500673|XP_001953700.1|DANA
OG0004695	LOC120451322|XP_039490828.1|DSAN	LOC6499090|XP_014765899.1|DANA
OG0004696	LOC120453521|XP_039494202.1|DSAN	LOC6500773|XP_001953889.1|DANA
OG0004698	LOC120456260|XP_039498917.1|DSAN	LOC6505043|XP_001965574.1|DANA
OG0004699	LOC120450991|XP_039490228.1|DSAN	LOC6500301|XP_001952930.1|DANA
OG0004700	LOC120452330|XP_039492423.1|DSAN	LOC6500981|XP_001954295.1|DANA
OG0004701	LOC120452532|XP_039492730.1|DSAN	LOC6499293|XP_032306730.1|DANA
OG0004702	LOC120450773|XP_039489863.1|DSAN	LOC6500754|XP_001953853.1|DANA
OG0004703	LOC120453280|XP_039493840.1|DSAN	LOC6501522|XP_001955419.1|DANA
OG0004704	LOC120451146|XP_039490507.1|DSAN	LOC6505691|XP_001964449.1|DANA
OG0004705	LOC120450852|XP_039489998.1|DSAN	LOC6494534|XP_001965920.1|DANA
OG0004706	LOC120450076|XP_039488796.1|DSAN	LOC6507333|XP_001956225.1|DANA
OG0004707	LOC120444039|XP_039479478.1|DSAN	LOC6498242|XP_001962372.1|DANA
OG0004708	LOC120450758|XP_039489830.1|DSAN	LOC6499640|XP_001954241.1|DANA
OG0004709	LOC120453224|XP_039493752.1|DSAN	LOC6499758|XP_032305580.1|DANA
OG0004710	LOC120452197|XP_039492249.1|DSAN	LOC6500272|XP_032309206.1|DANA
OG0004711	LOC120454590|XP_039495975.1|DSAN	LOC6501334|XP_001955012.1|DANA
OG0004712	LOC120454595|XP_039495981.1|DSAN	LOC6500390|XP_001953118.3|DANA
OG0004713	LOC120454360|XP_039495516.1|DSAN	LOC6501657|XP_014767153.1|DANA
OG0004714	LOC120451659|XP_039491468.1|DSAN	LOC26514865|XP_014767353.1|DANA
OG0004715	LOC120458826|XP_039502580.1|DSAN	LOC6497831|XP_001961537.1|DANA
OG0004716	LOC120454375|XP_039495545.1|DSAN	LOC6498901|XP_032312179.1|DANA
OG0004717	LOC120456472|XP_039499264.1|DSAN	LOC6501958|XP_032308201.1|DANA
OG0004718	LOC120453449|XP_039494099.1|DSAN	LOC6498489|XP_014762148.1|DANA
OG0004719	LOC120454630|XP_039496040.1|DSAN	LOC6505574|XP_032305422.1|DANA
OG0004720	LOC120450771|XP_039489861.1|DSAN	LOC6500753|XP_001953849.1|DANA
OG0004721	LOC120453418|XP_039494051.1|DSAN	LOC6501634|XP_032312121.1|DANA
OG0004722	LOC120452049|XP_039492046.1|DSAN	LOC6505545|XP_001964724.1|DANA
OG0004723	LOC120455853|XP_039498258.1|DSAN	LOC6502949|XP_001963536.1|DANA
OG0004724	LOC120453184|XP_039493681.1|DSAN	LOC6500648|XP_001953646.1|DANA
OG0004725	LOC120454702|XP_039496172.1|DSAN	LOC6499258|XP_001955011.1|DANA
OG0004726	LOC120453240|XP_039493775.1|DSAN	LOC6501475|XP_032310559.1|DANA
OG0004727	LOC120451685|XP_039491502.1|DSAN	LOC6501531|XP_032312060.1|DANA
OG0004728	LOC120450793|XP_039489888.1|DSAN	LOC6500745|XP_001953832.1|DANA
OG0004729	LOC120456879|XP_039499911.1|DSAN	LOC6498761|XP_001967256.2|DANA
OG0004730	LOC120449255|XP_039487572.1|DSAN	LOC6497763|XP_032307719.1|DANA
OG0004731	LOC120451827|XP_039491735.1|DSAN	LOC6505657|XP_001964518.1|DANA
OG0004732	LOC120453435|XP_039494076.1|DSAN	LOC6500914|XP_001954154.1|DANA
OG0004733	LOC120451636|XP_039491428.1|DSAN	LOC6499682|XP_001954155.1|DANA
OG0004734	LOC120452977|XP_039493407.1|DSAN	LOC6500832|XP_032311282.1|DANA
OG0004735	LOC120452362|XP_039492474.1|DSAN	LOC6500276|XP_032309163.1|DANA
OG0004736	LOC120454512|XP_039495803.1|DSAN	LOC6499803|XP_032308496.1|DANA
OG0004737	LOC120452008|XP_039491979.1|DSAN	LOC6499608|XP_001954302.1|DANA
OG0004738	LOC120451861|XP_039491794.1|DSAN	LOC6500985|XP_001954303.2|DANA
OG0004739	LOC120453080|XP_039493541.1|DSAN	LOC6501514|XP_001955399.3|DANA
OG0004740	LOC120453131|XP_039493614.1|DSAN	LOC6499783|XP_014766224.1|DANA
OG0004741	LOC120454509|XP_039495796.1|DSAN	LOC6505859|XP_001964499.1|DANA
OG0004742	LOC120454887|XP_039496418.1|DSAN	LOC6501771|XP_032311688.1|DANA
OG0004743	LOC120451828|XP_039491737.1|DSAN	LOC6499216|XP_001955085.1|DANA
OG0004744	LOC120452375|XP_039492504.1|DSAN	LOC6498187|XP_001962257.2|DANA
OG0004745	LOC120451375|XP_039490960.1|DSAN	LOC6498872|XP_001955766.1|DANA
OG0004746	LOC120451639|XP_039491433.1|DSAN	LOC6505815|XP_001964423.2|DANA
OG0004747	LOC120451644|XP_039491439.1|DSAN	LOC6505704|XP_014760767.1|DANA
OG0004748	LOC120450879|XP_039490039.1|DSAN	LOC6505701|XP_032305564.1|DANA
OG0004749	LOC120452468|XP_039492638.1|DSAN	LOC6499479|XP_001954554.3|DANA
OG0004750	LOC120451104|XP_039490445.1|DSAN	LOC6499741|XP_001954019.1|DANA
OG0004751	LOC120451252|XP_039490708.1|DSAN	LOC6505878|XP_014760830.1|DANA
OG0004752	LOC120452374|XP_039492500.1|DSAN	LOC6505614|XP_001964595.1|DANA
OG0004753	LOC120451501|XP_039491187.1|DSAN	LOC6499106|XP_014765904.2|DANA
OG0004754	LOC120451344|XP_039490860.1|DSAN	LOC6501636|XP_001955651.1|DANA
OG0004755	LOC120454609|XP_039496005.1|DSAN	LOC6501108|XP_001954564.1|DANA
OG0004756	LOC120454607|XP_039496002.1|DSAN	LOC6499474|XP_001954565.1|DANA
OG0004757	LOC120454366|XP_039495524.1|DSAN	LOC6499718|XP_014766195.1|DANA
OG0004758	LOC120452396|XP_039492545.1|DSAN	LOC26513693|XP_014767198.2|DANA
OG0004759	LOC120454197|XP_039495225.1|DSAN	LOC6498965|XP_001955598.1|DANA
OG0004760	LOC120451541|XP_039491257.1|DSAN	LOC6498959|XP_001955606.1|DANA
OG0004761	LOC120451244|XP_039490690.1|DSAN	LOC6500691|XP_001953731.1|DANA
OG0004762	LOC120452016|XP_039491996.1|DSAN	LOC6497000|XP_001962957.1|DANA
OG0004763	LOC120453063|XP_039493522.1|DSAN	LOC6500895|XP_001954121.3|DANA
OG0004764	LOC120453032|XP_039493486.1|DSAN	LOC6499034|XP_001955470.1|DANA
OG0004765	LOC120452277|XP_039492342.1|DSAN	LOC6505694|XP_001964445.3|DANA
OG0004766	LOC120453384|XP_039494000.1|DSAN	LOC6500004|XP_001953422.1|DANA
OG0004767	LOC120452479|XP_039492655.1|DSAN	LOC6500995|XP_001954318.1|DANA
OG0004768	LOC120452477|XP_039492651.1|DSAN	LOC6499304|XP_001954908.1|DANA
OG0004769	LOC120457708|XP_039501138.1|DSAN	LOC6506863|XP_001965263.1|DANA
OG0004770	LOC120451536|XP_039491248.1|DSAN	LOC6501022|XP_001954393.1|DANA
OG0004771	LOC120450831|XP_039489947.1|DSAN	LOC6499011|XP_001955516.1|DANA
OG0004772	LOC120450998|XP_039490241.1|DSAN	LOC6501123|XP_001954594.1|DANA
OG0004773	LOC120454130|XP_039495105.1|DSAN	LOC6501092|XP_001954536.1|DANA
OG0004774	LOC120454133|XP_039495119.1|DSAN	LOC6499487|XP_032305827.1|DANA
OG0004775	LOC120451839|XP_039491750.1|DSAN	LOC6505659|XP_001964514.1|DANA
OG0004776	LOC120458944|XP_039502737.1|DSAN	LOC6495996|XP_001960007.1|DANA
OG0004777	LOC120448672|XP_039486744.1|DSAN	LOC6493878|XP_001958602.1|DANA
OG0004778	LOC120458402|XP_039501961.1|DSAN	LOC6498423|XP_001962774.1|DANA
OG0004779	LOC120451524|XP_039491227.1|DSAN	LOC6499058|XP_001955393.1|DANA
OG0004780	LOC120458797|XP_039502524.1|DSAN	LOC6503283|XP_001967586.1|DANA
OG0004781	LOC120451173|XP_039490543.1|DSAN	LOC6505651|XP_032305516.1|DANA
OG0004782	LOC120450769|XP_039489855.1|DSAN	LOC6500752|XP_001953847.3|DANA
OG0004783	LOC120457378|XP_039500850.1|DSAN	LOC6498792|XP_001967265.1|DANA
OG0004784	LOC120452415|XP_039492568.1|DSAN	LOC6499189|XP_001955147.1|DANA
OG0004785	LOC120451975|XP_039491935.1|DSAN	LOC6499177|XP_001955161.1|DANA
OG0004786	LOC120452797|XP_039493127.1|DSAN	LOC6499175|XP_032312384.1|DANA
OG0004787	LOC120453834|XP_039494661.1|DSAN	LOC6499173|XP_001955165.1|DANA
OG0004788	LOC120452853|XP_039493227.1|DSAN	LOC6501396|XP_014767021.1|DANA
OG0004790	LOC120453483|XP_039494151.1|DSAN	LOC6498920|XP_001955675.3|DANA
OG0004791	LOC120452692|XP_039492979.1|DSAN	LOC6500568|XP_001953492.1|DANA
OG0004792	LOC120453144|XP_039493634.1|DSAN	LOC6501708|XP_001955813.1|DANA
OG0004793	LOC120453115|XP_039493587.1|DSAN	LOC6501439|XP_001955257.2|DANA
OG0004794	LOC120453895|XP_039494746.1|DSAN	LOC6500149|XP_001953127.1|DANA
OG0004795	LOC120451142|XP_039490500.1|DSAN	LOC6500181|XP_001953072.1|DANA
OG0004796	LOC120454634|XP_039496057.1|DSAN	LOC6499906|XP_001953659.2|DANA
OG0004797	LOC120453849|XP_039494684.1|DSAN	LOC6499759|XP_032307754.1|DANA
OG0004798	LOC120454565|XP_039495893.1|DSAN	LOC6505586|XP_001964644.1|DANA
OG0004799	LOC120451363|XP_039490933.1|DSAN	LOC6499518|XP_001954453.1|DANA
OG0004800	LOC120451107|XP_039490451.1|DSAN	LOC6499032|XP_032311420.1|DANA
OG0004801	LOC120454651|XP_039496087.1|DSAN	LOC6500219|XP_001952997.1|DANA
OG0004802	LOC120453073|XP_039493533.1|DSAN	LOC6499484|XP_001954542.1|DANA
OG0004803	LOC120453621|XP_039494337.1|DSAN	LOC6499231|XP_001955059.1|DANA
OG0004804	LOC120452480|XP_039492657.1|DSAN	LOC6501279|XP_001954907.1|DANA
OG0004805	LOC120451012|XP_039490270.1|DSAN	LOC6500544|XP_014766615.1|DANA
OG0004806	LOC120455003|XP_039496755.1|DSAN	LOC6504089|XP_001964153.1|DANA
OG0004807	LOC120453678|XP_039494427.1|DSAN	LOC6500667|XP_001953685.2|DANA
OG0004808	LOC120454450|XP_039495693.1|DSAN	LOC6500635|XP_001953616.1|DANA
OG0004809	LOC120452042|XP_039492028.1|DSAN	LOC6499802|XP_001953881.2|DANA
OG0004810	LOC120454139|XP_039495130.1|DSAN	LOC6501087|XP_001954530.2|DANA
OG0004811	LOC120450438|XP_039489381.1|DSAN	LOC6493209|XP_014764251.1|DANA
OG0004812	LOC120451600|XP_039491366.1|DSAN	LOC6500001|XP_032312092.1|DANA
OG0004813	LOC120452524|XP_039492721.1|DSAN	LOC6499810|XP_001953865.1|DANA
OG0004814	LOC120451892|XP_039491834.1|DSAN	LOC6499937|XP_001953599.1|DANA
OG0004815	LOC120455037|XP_039496806.1|DSAN	LOC6503091|XP_001963408.3|DANA
OG0004816	LOC120456799|XP_039499767.1|DSAN	LOC6501935|XP_001966722.1|DANA
OG0004817	LOC120455279|XP_039497236.1|DSAN	LOC6501936|XP_001966723.1|DANA
OG0004818	LOC120451000|XP_039490246.1|DSAN	LOC6501121|XP_001954591.1|DANA
OG0004819	LOC120451009|XP_039490259.1|DSAN	LOC6499764|XP_001953968.1|DANA
OG0004820	LOC120454451|XP_039495694.1|DSAN	LOC6499925|XP_001953619.1|DANA
OG0004821	LOC120452600|XP_039492832.1|DSAN	LOC6501580|XP_014767113.1|DANA
OG0004822	LOC120452199|XP_039492251.1|DSAN	LOC6500271|XP_032309217.1|DANA
OG0004823	LOC120453898|XP_039494749.1|DSAN	LOC6500928|XP_014766797.1|DANA
OG0004824	LOC120453899|XP_039494756.1|DSAN	LOC6499668|XP_001954185.1|DANA
OG0004825	LOC120454874|XP_039496373.1|DSAN	LOC116656379|XP_032311760.1|DANA
OG0004826	LOC120450963|XP_039490185.1|DSAN	LOC6499163|XP_001955191.1|DANA
OG0004827	LOC120452334|XP_039492431.1|DSAN	LOC6499609|XP_001954300.1|DANA
OG0004828	LOC120450969|XP_039490194.1|DSAN	LOC6499059|XP_001955391.1|DANA
OG0004829	LOC120454363|XP_039495522.1|DSAN	LOC6501660|XP_001955702.1|DANA
OG0004830	LOC120451399|XP_039490999.1|DSAN	LOC26515275|XP_014767410.2|DANA
OG0004831	LOC120448141|XP_039485899.1|DSAN	LOC6493794|XP_001958447.1|DANA
OG0004832	LOC120451149|XP_039490510.1|DSAN	LOC6499897|XP_001953675.1|DANA
OG0004833	LOC120453299|XP_039493865.1|DSAN	LOC6503456|XP_001967517.1|DANA
OG0004834	LOC120451679|XP_039491494.1|DSAN	LOC6501515|XP_001955401.1|DANA
OG0004835	LOC120453551|XP_039494237.1|DSAN	LOC6501516|XP_001955403.2|DANA
OG0004836	LOC120451196|XP_039490581.1|DSAN	LOC6500799|XP_001953942.2|DANA
OG0004837	LOC120450452|XP_039489406.1|DSAN	LOC6506750|XP_032310823.1|DANA
OG0004838	LOC120451621|XP_039491406.1|DSAN	LOC6499877|XP_014766266.1|DANA
OG0004839	LOC120451618|XP_039491398.1|DSAN	LOC6499879|XP_001953715.2|DANA
OG0004840	LOC120452234|XP_039492294.1|DSAN	LOC6503433|XP_001967470.1|DANA
OG0004841	LOC120458433|XP_039502010.1|DSAN	LOC6497717|XP_001961496.1|DANA
OG0004842	LOC120453772|XP_039494547.1|DSAN	LOC6505985|XP_001964732.1|DANA
OG0004843	LOC120454569|XP_039495901.1|DSAN	LOC6500889|XP_001954114.1|DANA
OG0004844	LOC120458463|XP_039502049.1|DSAN	LOC6497045|XP_001962857.1|DANA
OG0004845	LOC120451024|XP_039490282.1|DSAN	LOC6498864|XP_001955780.1|DANA
OG0004846	LOC120443853|XP_039479149.1|DSAN	LOC6506056|XP_001965094.1|DANA
OG0004847	LOC120443849|XP_039479144.1|DSAN	LOC6504265|XP_001965095.1|DANA
OG0004848	LOC120452004|XP_039491970.1|DSAN	LOC6500696|XP_001953745.1|DANA
OG0004849	LOC120443761|XP_039478986.1|DSAN	LOC6497234|XP_014761568.1|DANA
OG0004850	LOC120451545|XP_039491261.1|DSAN	LOC6500572|XP_032307704.1|DANA
OG0004851	LOC120453584|XP_039494278.1|DSAN	LOC6499977|XP_001953503.2|DANA
OG0004852	LOC120451759|XP_039491621.1|DSAN	LOC6500581|XP_032305495.1|DANA
OG0004853	LOC120445050|XP_039481100.1|DSAN	LOC6494964|XP_001959317.2|DANA
OG0004854	LOC120447619|XP_039485045.1|DSAN	LOC6507433|XP_032309975.1|DANA
OG0004855	LOC120449408|XP_039487798.1|DSAN	LOC26513695|XP_014765520.1|DANA
OG0004856	LOC120447717|XP_039485185.1|DSAN	LOC6506785|XP_032310781.1|DANA
OG0004857	LOC120449079|XP_039487317.1|DSAN	LOC6502817|XP_001955936.2|DANA
OG0004858	LOC120447499|XP_039484829.1|DSAN	LOC6506782|XP_001957250.1|DANA
OG0004859	LOC120449169|XP_039487445.1|DSAN	LOC6493502|XP_001957879.3|DANA
OG0004860	LOC120449411|XP_039487801.1|DSAN	LOC6506867|XP_032310021.1|DANA
OG0004861	LOC120447937|XP_039485536.1|DSAN	LOC6507754|XP_014765457.1|DANA
OG0004862	LOC120450266|XP_039489095.1|DSAN	LOC6507311|XP_032310387.1|DANA
OG0004863	LOC120450030|XP_039488714.1|DSAN	LOC6506628|XP_001957513.2|DANA
OG0004864	LOC120448964|XP_039487157.1|DSAN	LOC6507690|XP_001956153.1|DANA
OG0004865	LOC120452717|XP_039493017.1|DSAN	LOC6499104|XP_001955290.1|DANA
OG0004866	LOC120448502|XP_039486470.1|DSAN	LOC6506503|XP_001957757.1|DANA
OG0004867	LOC120445327|XP_039481585.1|DSAN	LOC6494666|XP_001959906.2|DANA
OG0004868	LOC120456827|XP_039499812.1|DSAN	LOC6493906|XP_001961353.1|DANA
OG0004869	LOC120444857|XP_039480757.1|DSAN	LOC6496637|XP_032311583.1|DANA
OG0004870	LOC120446044|XP_039482755.1|DSAN	LOC6496635|XP_001961300.1|DANA
OG0004871	LOC120445609|XP_039482051.1|DSAN	LOC6496466|XP_001960962.1|DANA
OG0004872	LOC120445456|XP_039481835.1|DSAN	LOC6494381|XP_001960428.1|DANA
OG0004873	LOC120458617|XP_039502260.1|DSAN	LOC6497453|XP_001962042.1|DANA
OG0004874	LOC120452168|XP_039492206.1|DSAN	LOC6499575|XP_001954355.1|DANA
OG0004875	LOC120457195|XP_039500481.1|DSAN	LOC6501819|XP_014759584.1|DANA
OG0004876	LOC120457204|XP_039500504.1|DSAN	LOC6504774|XP_032309060.1|DANA
OG0004877	LOC120449649|XP_039488175.1|DSAN	LOC6507913|XP_001956591.1|DANA
OG0004878	LOC120458149|XP_039501629.1|DSAN	LOC6494564|XP_001960094.1|DANA
OG0004879	LOC120446796|XP_039483886.1|DSAN	LOC6496317|XP_032307131.1|DANA
OG0004880	LOC120448307|XP_039486185.1|DSAN	LOC6506357|XP_001958033.1|DANA
OG0004881	LOC120447809|XP_039485319.1|DSAN	LOC6493766|XP_001958397.1|DANA
OG0004882	LOC120449193|XP_039487480.1|DSAN	LOC6507413|XP_014765225.1|DANA
OG0004883	LOC120450160|XP_039488938.1|DSAN	LOC6506898|XP_001957042.1|DANA
OG0004884	LOC120447049|XP_039484352.1|DSAN	LOC6494727|XP_014762937.1|DANA
OG0004885	LOC120444955|XP_039480899.1|DSAN	LOC6495939|XP_001959891.2|DANA
OG0004886	LOC120444573|XP_039480267.1|DSAN	LOC6494418|XP_001960365.1|DANA
OG0004887	LOC120446232|XP_039483036.1|DSAN	LOC6495619|XP_001959233.1|DANA
OG0004888	LOC120445903|XP_039482489.1|DSAN	LOC6496583|XP_032307208.1|DANA
OG0004889	LOC120450349|XP_039489279.1|DSAN	LOC6496404|XP_014763806.1|DANA
OG0004890	LOC120444491|XP_039480131.1|DSAN	LOC6496562|XP_001961154.1|DANA
OG0004891	LOC120456725|XP_039499642.1|DSAN	LOC6504075|XP_001964130.1|DANA
OG0004892	LOC120446399|XP_039483268.1|DSAN	LOC6494831|XP_032306740.1|DANA
OG0004893	LOC120444958|XP_039480907.1|DSAN	LOC6494759|XP_001959726.1|DANA
OG0004894	LOC120445102|XP_039481178.1|DSAN	LOC6494854|XP_001959548.1|DANA
OG0004895	LOC120445673|XP_039482158.1|DSAN	LOC6494703|XP_001959826.1|DANA
OG0004896	LOC120445358|XP_039481637.1|DSAN	LOC6496591|XP_032311611.1|DANA
OG0004897	LOC120445771|XP_039482303.1|DSAN	LOC6493981|XP_032311609.1|DANA
OG0004898	LOC120450790|XP_039489927.1|DSAN	LOC6494877|XP_001959503.1|DANA
OG0004899	LOC120457813|XP_039501244.1|DSAN	LOC6495376|XP_001958699.3|DANA
