Orthogroup	DSAN.longest_only	DVIR.longest_only
OG0006072	LOC120447841|XP_039485381.1|DSAN	LOC6623354|XP_002047418.1|DVIR
OG0006073	LOC120449312|XP_039487640.1|DSAN	LOC6623477|XP_002047370.2|DVIR
OG0006074	LOC120456137|XP_039498698.1|DSAN	LOC6633455|XP_002057338.2|DVIR
OG0006075	LOC120456231|XP_039498851.1|DSAN	LOC116649734|XP_032296601.1|DVIR
OG0006076	LOC120445458|XP_039481837.1|DSAN	LOC6626941|XP_002050079.1|DVIR
OG0006077	LOC120448546|XP_039486532.1|DSAN	LOC6622987|XP_002047560.2|DVIR
OG0006078	LOC120448752|XP_039486870.1|DSAN	LOC6622992|XP_002047561.1|DVIR
OG0006079	LOC120448061|XP_039485760.1|DSAN	LOC6622292|XP_002048085.1|DVIR
OG0006080	LOC120448057|XP_039485741.1|DSAN	LOC6624368|XP_002048087.1|DVIR
OG0006081	LOC120448260|XP_039486117.1|DSAN	LOC6626733|XP_002049277.1|DVIR
OG0006082	LOC120448350|XP_039486254.1|DSAN	LOC6626735|XP_002049279.1|DVIR
OG0006083	LOC120449471|XP_039487877.1|DSAN	LOC6623555|XP_032291089.1|DVIR
OG0006084	LOC120448697|XP_039486785.1|DSAN	LOC6622349|XP_015030453.1|DVIR
OG0006085	LOC120449336|XP_039487674.1|DSAN	LOC6622719|XP_002048007.1|DVIR
OG0006086	LOC120448386|XP_039486302.1|DSAN	LOC6622163|XP_032290394.1|DVIR
OG0006087	LOC120444319|XP_039479799.1|DSAN	LOC6635409|XP_032293214.1|DVIR
OG0006088	LOC120450599|XP_039489654.1|DSAN	LOC6622270|XP_002048398.1|DVIR
OG0006089	LOC120456630|XP_039499487.1|DSAN	LOC6633736|XP_002057021.1|DVIR
OG0006090	LOC120448206|XP_039486011.1|DSAN	LOC6623412|XP_032290911.1|DVIR
OG0006091	LOC120448865|XP_039487012.1|DSAN	LOC6623899|XP_032290506.1|DVIR
OG0006092	LOC120455699|XP_039498040.1|DSAN	LOC26531317|XP_015024204.2|DVIR
OG0006093	LOC120458396|XP_039501953.1|DSAN	LOC6627190|XP_002049932.2|DVIR
OG0006094	LOC120449127|XP_039487374.1|DSAN	LOC6623551|XP_002048629.1|DVIR
OG0006095	LOC120444617|XP_039480348.1|DSAN	LOC6635795|XP_002059383.3|DVIR
OG0006096	LOC120446042|XP_039482749.1|DSAN	LOC6626625|XP_002049701.1|DVIR
OG0006097	LOC120448188|XP_039485987.1|DSAN	LOC6623845|XP_002048263.1|DVIR
OG0006098	LOC120443925|XP_039479302.1|DSAN	LOC6628763|XP_002051903.1|DVIR
OG0006099	LOC120446450|XP_039483378.1|DSAN	LOC6625878|XP_002049679.1|DVIR
OG0006100	LOC120446618|XP_039483598.1|DSAN	LOC6627136|XP_002049430.1|DVIR
OG0006101	LOC120449023|XP_039487242.1|DSAN	LOC6636647|XP_032289190.1|DVIR
OG0006102	LOC120445870|XP_039482447.1|DSAN	LOC6627099|XP_002049942.1|DVIR
OG0006103	LOC120455421|XP_039497505.1|DSAN	LOC6634572|XP_032296290.1|DVIR
OG0006104	LOC120454937|XP_039496639.1|DSAN	LOC6636101|XP_032295511.1|DVIR
OG0006105	LOC120456427|XP_039499193.1|DSAN	LOC6636100|XP_032295680.1|DVIR
OG0006106	LOC120449259|XP_039487575.1|DSAN	LOC6624579|XP_015031571.1|DVIR
OG0006107	LOC120445022|XP_039481027.1|DSAN	LOC6625690|XP_002049816.1|DVIR
OG0006108	LOC120455466|XP_039497622.1|DSAN	LOC6631764|XP_002055172.1|DVIR
OG0006109	LOC120449004|XP_039487209.1|DSAN	LOC6622773|XP_002047667.1|DVIR
OG0006110	LOC120447497|XP_039484828.1|DSAN	LOC6622877|XP_002048032.1|DVIR
OG0006111	LOC120445049|XP_039481099.1|DSAN	LOC6626816|XP_032292085.1|DVIR
OG0006112	LOC120446321|XP_039483170.1|DSAN	LOC116651059|XP_032292639.1|DVIR
OG0006113	LOC120448608|XP_039486652.1|DSAN	LOC6622639|XP_002046686.1|DVIR
OG0006114	LOC120454560|XP_039495885.1|DSAN	LOC6634954|XP_002058588.1|DVIR
OG0006115	LOC120446151|XP_039482914.1|DSAN	LOC6626068|XP_002049376.1|DVIR
OG0006116	LOC120446109|XP_039482837.1|DSAN	LOC6626738|XP_002049572.2|DVIR
OG0006117	LOC120445768|XP_039482297.1|DSAN	LOC6626879|XP_002049155.1|DVIR
OG0006118	LOC120447139|XP_039484508.1|DSAN	LOC6625880|XP_032293010.1|DVIR
OG0006119	LOC120445784|XP_039482321.1|DSAN	LOC6625098|XP_002049549.1|DVIR
OG0006120	LOC120446520|XP_039483466.1|DSAN	LOC6624821|XP_002048979.1|DVIR
OG0006121	LOC120450404|XP_039489334.1|DSAN	LOC6622090|XP_002048017.1|DVIR
OG0006122	LOC120454917|XP_039496577.1|DSAN	LOC6636262|XP_002059731.2|DVIR
OG0006123	LOC120445709|XP_039482203.1|DSAN	LOC6624970|XP_002049478.3|DVIR
OG0006124	LOC120454026|XP_039494950.1|DSAN	LOC6630034|XP_002054025.1|DVIR
OG0006125	LOC120447998|XP_039485643.1|DSAN	LOC116649749|XP_032288970.1|DVIR, LOC6622077|XP_015030438.1|DVIR
OG0006126	LOC120448621|XP_039486667.1|DSAN	LOC6624091|XP_002046876.1|DVIR
OG0006127	LOC120448270|XP_039486128.1|DSAN	LOC6623569|XP_002048224.1|DVIR
OG0006128	LOC120449010|XP_039487222.1|DSAN	LOC6623671|XP_002048243.1|DVIR
OG0006129	LOC120450534|XP_039489559.1|DSAN	LOC6622967|XP_002048216.1|DVIR
OG0006130	LOC120448036|XP_039485714.1|DSAN	LOC6624555|XP_002048260.1|DVIR
OG0006131	LOC120450585|XP_039489640.1|DSAN	LOC6623777|XP_002048257.1|DVIR
OG0006132	LOC120449189|XP_039487475.1|DSAN	LOC6623219|XP_002048248.1|DVIR
OG0006133	LOC120448037|XP_039485715.1|DSAN	LOC6623805|XP_002048261.1|DVIR
OG0006134	LOC120450356|XP_039489266.1|DSAN	LOC6622666|XP_032290700.1|DVIR
OG0006135	LOC120447471|XP_039484796.1|DSAN	LOC6623628|XP_032290507.1|DVIR
OG0006136	LOC120448000|XP_039485647.1|DSAN	LOC6622161|XP_002048462.1|DVIR, LOC116649861|XP_032288968.1|DVIR
OG0006137	LOC120448771|XP_039486889.1|DSAN	LOC6622675|XP_002047994.1|DVIR
OG0006138	LOC120447010|XP_039484256.1|DSAN	LOC6627282|XP_032292813.1|DVIR
OG0006139	LOC120448393|XP_039486319.1|DSAN	LOC6624990|XP_002048921.2|DVIR
OG0006140	LOC120446516|XP_039483459.1|DSAN	LOC6625920|XP_002049459.1|DVIR
OG0006141	LOC120445201|XP_039481370.1|DSAN	LOC6625723|XP_002049017.1|DVIR
OG0006142	LOC120450481|XP_039489462.1|DSAN	LOC6623029|XP_032290511.1|DVIR
OG0006143	LOC120448862|XP_039487006.1|DSAN	LOC6622561|XP_015031533.1|DVIR
OG0006144	LOC120449222|XP_039487526.1|DSAN	LOC6624321|XP_002048519.1|DVIR
OG0006145	LOC120450109|XP_039488840.1|DSAN	LOC6622960|XP_015031539.1|DVIR
OG0006146	LOC120443784|XP_039479047.1|DSAN	LOC6634371|XP_032293703.1|DVIR
OG0006147	LOC120453769|XP_039494539.1|DSAN	LOC6629587|XP_002052994.1|DVIR
OG0006148	LOC120450336|XP_039489237.1|DSAN	LOC6622847|XP_002048024.1|DVIR
OG0006149	LOC120448999|XP_039487201.1|DSAN	LOC116649857|XP_032288964.1|DVIR, LOC6624602|XP_002048439.1|DVIR
OG0006150	LOC120448997|XP_039487199.1|DSAN	LOC116650470|XP_032290033.1|DVIR, LOC6622552|XP_002048438.1|DVIR
OG0006151	LOC120445061|XP_039481123.1|DSAN	LOC6633955|XP_002057758.1|DVIR
OG0006152	LOC120452079|XP_039492077.1|DSAN	LOC6630856|XP_002052951.2|DVIR
OG0006153	LOC120445123|XP_039481204.1|DSAN	LOC6624966|XP_002049327.1|DVIR
OG0006154	LOC120454652|XP_039496088.1|DSAN	LOC6629677|XP_002053660.1|DVIR
OG0006155	LOC120452784|XP_039493110.1|DSAN	LOC6629591|XP_002052998.1|DVIR
OG0006156	LOC120454355|XP_039495511.1|DSAN	LOC6629421|XP_002053155.2|DVIR
OG0006157	LOC120444884|XP_039480800.1|DSAN	LOC6635395|XP_032293203.1|DVIR
OG0006158	LOC120448938|XP_039487116.1|DSAN	LOC6622365|XP_002046968.2|DVIR
OG0006159	LOC120446455|XP_039483385.1|DSAN	LOC6626629|XP_002049413.2|DVIR
OG0006160	LOC120444663|XP_039480439.1|DSAN	LOC6635398|XP_002058841.1|DVIR
OG0006161	LOC120447888|XP_039485441.1|DSAN	LOC6625698|XP_032291946.1|DVIR
OG0006162	LOC120454829|XP_039496230.1|DSAN	LOC6636257|XP_032290066.1|DVIR
OG0006163	LOC120446463|XP_039483399.1|DSAN	LOC6624798|XP_032291710.1|DVIR
OG0006165	LOC120448316|XP_039486198.1|DSAN, LOC120450490|XP_039489471.1|DSAN	LOC6623876|XP_002048647.2|DVIR
OG0006166	LOC120458853|XP_039502614.1|DSAN	LOC6627343|XP_002052454.1|DVIR
OG0006167	LOC120446108|XP_039482836.1|DSAN	LOC6624765|XP_032291919.1|DVIR, LOC6624764|XP_002050728.2|DVIR, LOC6624763|XP_002050727.1|DVIR
OG0006169	LOC120454961|XP_039496676.1|DSAN	LOC6633740|XP_002057025.1|DVIR, LOC6633738|XP_002057023.1|DVIR
OG0006170	LOC120445039|XP_039481062.1|DSAN	LOC6631309|XP_002055052.3|DVIR
OG0006171	LOC120448476|XP_039486435.1|DSAN, LOC120453993|XP_039494884.1|DSAN	LOC6623170|XP_002046725.1|DVIR
OG0006172	LOC120449075|XP_039487308.1|DSAN, LOC120447684|XP_039485145.1|DSAN	LOC6623001|XP_002046675.1|DVIR
OG0006173	LOC120458263|XP_039501787.1|DSAN, LOC120458264|XP_039501788.1|DSAN	LOC6627622|XP_002051713.1|DVIR
OG0006174	LOC120449920|XP_039488546.1|DSAN, LOC120449802|XP_039488381.1|DSAN	LOC6624424|XP_002048374.1|DVIR
OG0006175	LOC120445046|XP_039481093.1|DSAN	LOC6625967|XP_002050961.2|DVIR, LOC6625966|XP_002050960.2|DVIR
OG0006176	LOC120453504|XP_039494185.1|DSAN	LOC6634084|XP_032293622.1|DVIR
OG0006177	LOC120448921|XP_039487083.1|DSAN	LOC26530520|XP_015030218.1|DVIR
OG0006181	LOC120454602|XP_039495993.1|DSAN	LOC6629713|XP_002053075.1|DVIR
OG0006182	LOC120451595|XP_039491349.1|DSAN	LOC6629535|XP_002053969.1|DVIR
OG0006183	LOC120453257|XP_039493812.1|DSAN	LOC6629641|XP_032294972.1|DVIR
OG0006184	LOC120452960|XP_039493384.1|DSAN	LOC6630405|XP_002054193.1|DVIR
OG0006185	LOC120454344|XP_039495490.1|DSAN	LOC6634882|XP_002058501.1|DVIR
OG0006186	LOC120452576|XP_039492793.1|DSAN	LOC6630411|XP_032295331.1|DVIR
OG0006187	LOC120452580|XP_039492798.1|DSAN	LOC6632427|XP_002056099.1|DVIR
OG0006188	LOC120455209|XP_039497102.1|DSAN	LOC6633574|XP_015025482.1|DVIR
OG0006189	LOC120455211|XP_039497106.1|DSAN	LOC6633575|XP_002057079.1|DVIR
OG0006190	LOC120451502|XP_039491188.1|DSAN	LOC6632506|XP_002056011.1|DVIR
OG0006191	LOC120452083|XP_039492080.1|DSAN	LOC6630963|XP_002054740.1|DVIR
OG0006192	LOC120456479|XP_039499277.1|DSAN	LOC6633631|XP_002057275.2|DVIR
OG0006193	LOC120455471|XP_039497626.1|DSAN	LOC6631574|XP_002055039.2|DVIR
OG0006194	LOC120457090|XP_039500209.1|DSAN	LOC6636670|XP_002060148.1|DVIR
OG0006195	LOC120456361|XP_039499090.1|DSAN	LOC6634438|XP_002058053.2|DVIR
OG0006196	LOC120454432|XP_039495660.1|DSAN	LOC6629303|XP_015027287.1|DVIR
OG0006198	LOC120455760|XP_039498134.1|DSAN	LOC6633687|XP_032296502.1|DVIR
OG0006199	LOC120452642|XP_039492891.1|DSAN	LOC6631120|XP_002054240.1|DVIR
OG0006200	LOC120453365|XP_039493973.1|DSAN	LOC6630685|XP_002054408.2|DVIR
OG0006201	LOC120455239|XP_039497150.1|DSAN	LOC6632124|XP_032295718.1|DVIR
OG0006202	LOC120457050|XP_039500154.1|DSAN	LOC6632003|XP_002055095.2|DVIR
OG0006203	LOC120457380|XP_039500853.1|DSAN	LOC6636109|XP_032296203.1|DVIR
OG0006204	LOC120454396|XP_039495581.1|DSAN	LOC6630404|XP_002054269.2|DVIR
OG0006205	LOC120456748|XP_039499673.1|DSAN	LOC26530651|XP_032289310.1|DVIR
OG0006206	LOC120456456|XP_039499229.1|DSAN	LOC6634294|XP_002057446.1|DVIR
OG0006207	LOC120450543|XP_039489583.1|DSAN	LOC6628181|XP_002052915.1|DVIR
OG0006208	LOC120447984|XP_039485614.1|DSAN	LOC6628701|XP_002052566.1|DVIR
OG0006209	LOC120455226|XP_039497131.1|DSAN	LOC6631743|XP_002055463.1|DVIR
OG0006210	LOC120457292|XP_039500681.1|DSAN	LOC6635536|XP_002059106.2|DVIR
OG0006211	LOC120443769|XP_039478997.1|DSAN	LOC6628560|XP_002051957.1|DVIR
OG0006212	LOC120443764|XP_039478992.1|DSAN	LOC6628559|XP_002051956.1|DVIR
OG0006213	LOC120452276|XP_039492341.1|DSAN	LOC6634971|XP_002058718.1|DVIR
OG0006214	LOC120455376|XP_039497434.1|DSAN	LOC6631913|XP_002055594.1|DVIR
OG0006215	LOC120456166|XP_039498744.1|DSAN	LOC6633804|XP_032296530.1|DVIR
OG0006216	LOC120452725|XP_039493024.1|DSAN	LOC6631074|XP_002054230.2|DVIR
OG0006217	LOC120456068|XP_039498591.1|DSAN	LOC6631320|XP_002055287.1|DVIR
OG0006218	LOC120458032|XP_039501474.1|DSAN	LOC6634339|XP_002057467.1|DVIR
OG0006219	LOC120456581|XP_039499422.1|DSAN	LOC6634689|XP_032289233.1|DVIR
OG0006220	LOC120449460|XP_039487866.1|DSAN	LOC6622366|XP_002048409.1|DVIR
OG0006221	LOC120451068|XP_039490361.1|DSAN	LOC6629276|XP_002052982.3|DVIR
OG0006222	LOC120451073|XP_039490368.1|DSAN	LOC6629770|XP_002052984.1|DVIR
OG0006224	LOC120456750|XP_039499675.1|DSAN	LOC6631420|XP_015026453.2|DVIR
OG0006225	LOC120455438|XP_039497569.1|DSAN	LOC6636178|XP_002059564.1|DVIR
OG0006226	LOC120446608|XP_039483582.1|DSAN	LOC6627261|XP_002049917.1|DVIR
OG0006227	LOC120457123|XP_039500274.1|DSAN	LOC26530480|XP_015023749.1|DVIR
OG0006228	LOC120444487|XP_039480127.1|DSAN	LOC6625216|XP_002049935.1|DVIR
OG0006229	LOC120454897|XP_039496486.1|DSAN	LOC6636205|XP_015024129.1|DVIR
OG0006230	LOC120456614|XP_039499466.1|DSAN	LOC6631525|XP_002055332.1|DVIR
OG0006231	LOC120456857|XP_039499865.1|DSAN	LOC6632025|XP_032296017.1|DVIR
OG0006232	LOC120456083|XP_039498608.1|DSAN	LOC6631475|XP_002055119.3|DVIR
OG0006233	LOC120455576|XP_039497880.1|DSAN	LOC6631476|XP_032295897.1|DVIR
OG0006234	LOC120456620|XP_039499476.1|DSAN	LOC6632013|XP_002055386.1|DVIR
OG0006235	LOC120455302|XP_039497275.1|DSAN	LOC6631557|XP_002055434.2|DVIR
OG0006236	LOC120456612|XP_039499460.1|DSAN	LOC6634758|XP_032296459.1|DVIR
OG0006237	LOC120456749|XP_039499674.1|DSAN	LOC6632212|XP_002055526.1|DVIR
OG0006238	LOC120456107|XP_039498651.1|DSAN	LOC6631414|XP_002055423.2|DVIR
OG0006239	LOC120455133|XP_039496965.1|DSAN	LOC6633347|XP_002056788.1|DVIR
OG0006240	LOC120453124|XP_039493605.1|DSAN	LOC6632815|XP_002055902.1|DVIR
OG0006241	LOC120456616|XP_039499472.1|DSAN	LOC6632135|XP_002055387.1|DVIR
OG0006242	LOC120455800|XP_039498195.1|DSAN	LOC6636169|XP_032295681.1|DVIR
OG0006243	LOC120452603|XP_039492834.1|DSAN	LOC6629887|XP_032294833.1|DVIR
OG0006244	LOC120452620|XP_039492859.1|DSAN	LOC6629777|XP_002052991.2|DVIR
OG0006245	LOC120453741|XP_039494507.1|DSAN	LOC6635208|XP_002058396.1|DVIR
OG0006246	LOC120457269|XP_039500621.1|DSAN	LOC6635518|XP_002058936.1|DVIR
OG0006247	LOC120443728|XP_039478917.1|DSAN	LOC6635920|XP_032292209.1|DVIR
OG0006248	LOC120453219|XP_039493744.1|DSAN	LOC6629988|XP_002054170.1|DVIR
OG0006249	LOC120448486|XP_039486453.1|DSAN	LOC6628774|XP_002052765.1|DVIR
OG0006250	LOC120455564|XP_039497861.1|DSAN	LOC6631769|XP_015026634.1|DVIR
OG0006251	LOC120454594|XP_039495980.1|DSAN	LOC6637099|XP_002060505.2|DVIR
OG0006252	LOC120454591|XP_039495976.1|DSAN	LOC116651875|XP_032295019.1|DVIR
OG0006253	LOC120457270|XP_039500626.1|DSAN	LOC6635517|XP_002058935.2|DVIR
OG0006254	LOC120445002|XP_039480982.1|DSAN	LOC6630887|XP_002053133.1|DVIR
OG0006255	LOC120452878|XP_039493262.1|DSAN	LOC6630807|XP_002054275.1|DVIR
OG0006256	LOC120455066|XP_039496852.1|DSAN	LOC6632136|XP_002055388.1|DVIR
OG0006257	LOC120455222|XP_039497127.1|DSAN	LOC6631535|XP_015026620.1|DVIR
OG0006258	LOC120455224|XP_039497130.1|DSAN	LOC6631742|XP_032296090.1|DVIR
OG0006259	LOC120454373|XP_039495542.1|DSAN	LOC6635186|XP_002058385.1|DVIR
OG0006260	LOC120455223|XP_039497129.1|DSAN	LOC6632088|XP_002055636.1|DVIR
OG0006261	LOC120443819|XP_039479095.1|DSAN	LOC6627883|XP_002052007.1|DVIR
OG0006262	LOC120456314|XP_039499003.1|DSAN	LOC6632163|XP_002055772.1|DVIR
OG0006263	LOC120456294|XP_039498975.1|DSAN	LOC6633386|XP_002056797.1|DVIR
OG0006264	LOC120456381|XP_039499138.1|DSAN	LOC6633448|XP_002056910.1|DVIR
OG0006265	LOC120444759|XP_039480622.1|DSAN	LOC6627192|XP_002049934.1|DVIR
OG0006266	LOC120456380|XP_039499137.1|DSAN	LOC6631406|XP_002055004.1|DVIR
OG0006267	LOC120455557|XP_039497838.1|DSAN	LOC6631550|XP_032295717.1|DVIR
OG0006268	LOC120444263|XP_039479708.1|DSAN	LOC6626416|XP_002050914.2|DVIR
OG0006269	LOC120453040|XP_039493494.1|DSAN	LOC6632820|XP_002055907.1|DVIR
OG0006270	LOC120456418|XP_039499184.1|DSAN	LOC6631462|XP_002055550.2|DVIR
OG0006271	LOC120453003|XP_039493442.1|DSAN	LOC6629409|XP_002053065.1|DVIR
OG0006272	LOC120456858|XP_039499870.1|DSAN	LOC6631746|XP_002055466.1|DVIR
OG0006273	LOC120453499|XP_039494182.1|DSAN	LOC6625719|XP_002050489.1|DVIR
OG0006274	LOC120456835|XP_039499819.1|DSAN	LOC6634537|XP_032296464.1|DVIR
OG0006275	LOC120456952|XP_039500030.1|DSAN	LOC6636730|XP_032295792.1|DVIR
OG0006276	LOC120450148|XP_039488918.1|DSAN	LOC6622107|XP_002046463.1|DVIR
OG0006277	LOC120452283|XP_039492349.1|DSAN	LOC6627131|XP_002048949.1|DVIR
OG0006278	LOC120455857|XP_039498262.1|DSAN	LOC6631366|XP_002055294.2|DVIR
OG0006279	LOC120455214|XP_039497110.1|DSAN	LOC6636725|XP_015023785.1|DVIR
OG0006280	LOC120457388|XP_039500875.1|DSAN	LOC6632143|XP_015026432.2|DVIR
OG0006281	LOC120457387|XP_039500872.1|DSAN	LOC6632144|XP_002055396.1|DVIR
OG0006282	LOC120456088|XP_039498615.1|DSAN	LOC6633808|XP_002057097.1|DVIR
OG0006283	LOC120453082|XP_039493543.1|DSAN	LOC6630782|XP_015026841.1|DVIR
OG0006284	LOC120448967|XP_039487160.1|DSAN	LOC6623596|XP_002046184.1|DVIR
OG0006285	LOC120452483|XP_039492664.1|DSAN	LOC6632732|XP_002056055.1|DVIR
OG0006286	LOC120453107|XP_039493574.1|DSAN	LOC6632852|XP_002056250.2|DVIR
OG0006287	LOC120456142|XP_039498703.1|DSAN	LOC6631527|XP_002055334.1|DVIR
OG0006288	LOC120453431|XP_039494069.1|DSAN	LOC6630195|XP_002054096.2|DVIR
OG0006289	LOC120453261|XP_039493818.1|DSAN	LOC6632583|XP_002056223.1|DVIR
OG0006290	LOC120455489|XP_039497660.1|DSAN	LOC6635548|XP_002059095.1|DVIR
OG0006291	LOC120444076|XP_039479528.1|DSAN	LOC6628524|XP_002051682.2|DVIR
OG0006292	LOC120455732|XP_039498080.1|DSAN	LOC6633663|XP_015025569.1|DVIR
OG0006293	LOC120447911|XP_039485495.1|DSAN	LOC6622689|XP_002047234.1|DVIR
OG0006294	LOC120455470|XP_039497625.1|DSAN	LOC6631748|XP_002055040.2|DVIR
OG0006295	LOC120455856|XP_039498261.1|DSAN	LOC6633521|XP_002057069.1|DVIR
OG0006296	LOC120455463|XP_039497618.1|DSAN	LOC6631431|XP_002055539.2|DVIR
OG0006297	LOC120457399|XP_039500909.1|DSAN	LOC6634463|XP_032296369.1|DVIR
OG0006298	LOC120456510|XP_039499310.1|DSAN	LOC6632201|XP_002054944.1|DVIR
OG0006299	LOC120457113|XP_039500259.1|DSAN	LOC6631793|XP_032296086.1|DVIR
OG0006300	LOC120456958|XP_039500035.1|DSAN	LOC6631969|XP_002055016.1|DVIR
OG0006301	LOC120455851|XP_039498255.1|DSAN	LOC6634410|XP_002057931.1|DVIR
OG0006302	LOC120455634|XP_039497955.1|DSAN	LOC6634454|XP_002058173.1|DVIR
OG0006303	LOC120446935|XP_039484120.1|DSAN	LOC6626903|XP_015030175.1|DVIR
OG0006304	LOC120451038|XP_039490300.1|DSAN	LOC6629696|XP_002053977.1|DVIR
OG0006305	LOC120451151|XP_039490512.1|DSAN	LOC6629693|XP_032292741.1|DVIR
OG0006306	LOC120450983|XP_039490214.1|DSAN	LOC26530829|XP_032296670.1|DVIR
OG0006307	LOC120452364|XP_039492487.1|DSAN	LOC6629366|XP_032294813.1|DVIR
OG0006308	LOC120455295|XP_039497270.1|DSAN	LOC6631981|XP_002055606.1|DVIR
OG0006309	LOC120455227|XP_039497132.1|DSAN	LOC6631846|XP_032295713.1|DVIR
OG0006310	LOC120452254|XP_039492316.1|DSAN	LOC6629422|XP_002054354.1|DVIR
OG0006311	LOC120456216|XP_039498832.1|DSAN	LOC6634469|XP_002058240.2|DVIR
OG0006312	LOC120456218|XP_039498834.1|DSAN	LOC6634468|XP_002058239.1|DVIR
OG0006313	LOC120456175|XP_039498777.1|DSAN	LOC6634575|XP_002058076.1|DVIR
OG0006314	LOC120455008|XP_039496762.1|DSAN	LOC6636718|XP_002060191.1|DVIR
OG0006315	LOC120454577|XP_039495912.1|DSAN	LOC6632831|XP_032289792.1|DVIR
OG0006316	LOC120455522|XP_039497736.1|DSAN	LOC6636327|XP_002059926.1|DVIR
OG0006317	LOC120455731|XP_039498079.1|DSAN	LOC6634615|XP_002058100.1|DVIR
OG0006318	LOC120456866|XP_039499890.1|DSAN	LOC6631979|XP_002055604.1|DVIR
OG0006319	LOC120447242|XP_039484706.1|DSAN	LOC6627264|XP_002049920.1|DVIR
OG0006320	LOC120455834|XP_039498237.1|DSAN	LOC6631628|XP_032295528.1|DVIR
OG0006321	LOC120456448|XP_039499219.1|DSAN	LOC6636037|XP_002059642.2|DVIR
OG0006322	LOC120455319|XP_039497327.1|DSAN	LOC6631673|XP_002055415.2|DVIR
OG0006324	LOC120456322|XP_039499017.1|DSAN	LOC6636020|XP_002059544.1|DVIR
OG0006325	LOC120452181|XP_039492225.1|DSAN	LOC6631112|XP_002054136.1|DVIR
OG0006326	LOC120448201|XP_039486000.1|DSAN	LOC6623548|XP_002048240.1|DVIR
OG0006327	LOC120452842|XP_039493206.1|DSAN	LOC6629757|XP_002053899.1|DVIR
OG0006328	LOC120451458|XP_039491069.1|DSAN	LOC6635166|XP_015024873.1|DVIR
OG0006329	LOC120455450|XP_039497599.1|DSAN	LOC6633789|XP_032296523.1|DVIR
OG0006330	LOC120452640|XP_039492886.1|DSAN	LOC6631123|XP_015026974.1|DVIR
OG0006331	LOC120455148|XP_039496987.1|DSAN	LOC6636108|XP_002059650.1|DVIR
OG0006332	LOC120456134|XP_039498696.1|DSAN	LOC6633499|XP_015025566.1|DVIR
OG0006333	LOC120455436|XP_039497566.1|DSAN	LOC6631783|XP_032295560.1|DVIR
OG0006334	LOC120455509|XP_039497708.1|DSAN	LOC6633523|XP_032296586.1|DVIR
OG0006335	LOC120452469|XP_039492640.1|DSAN	LOC6630957|XP_002054734.1|DVIR
OG0006336	LOC120455015|XP_039496774.1|DSAN	LOC6634404|XP_032289265.1|DVIR
OG0006337	LOC120456262|XP_039498919.1|DSAN	LOC6631873|XP_002055734.1|DVIR
OG0006338	LOC120453555|XP_039494242.1|DSAN	LOC6630832|XP_032294832.1|DVIR, LOC116650262|XP_032289391.1|DVIR
OG0006339	LOC120455554|XP_039497831.1|DSAN	LOC6635287|XP_032289304.1|DVIR
OG0006340	LOC120455369|XP_039497410.1|DSAN	LOC6634426|XP_002057938.1|DVIR
OG0006341	LOC120455735|XP_039498085.1|DSAN	LOC6631724|XP_032295527.1|DVIR
OG0006342	LOC120456613|XP_039499462.1|DSAN	LOC26531736|XP_032295525.1|DVIR
OG0006343	LOC120456926|XP_039499999.1|DSAN	LOC6631725|XP_015026356.1|DVIR
OG0006344	LOC120456399|XP_039499162.1|DSAN	LOC6631657|XP_032295463.1|DVIR
OG0006345	LOC120454688|XP_039496149.1|DSAN	LOC6629533|XP_032293012.1|DVIR
OG0006346	LOC120453515|XP_039494197.1|DSAN	LOC6634872|XP_002058601.1|DVIR
OG0006347	LOC120451266|XP_039490730.1|DSAN	LOC6630523|XP_015027033.1|DVIR
OG0006348	LOC120456532|XP_039499340.1|DSAN	LOC6636694|XP_015023787.1|DVIR
OG0006349	LOC120456383|XP_039499140.1|DSAN	LOC6631500|XP_002055007.1|DVIR
OG0006350	LOC120453462|XP_039494113.1|DSAN	LOC6632219|XP_002055887.2|DVIR
OG0006351	LOC120455900|XP_039498335.1|DSAN	LOC6636136|XP_002059530.1|DVIR
OG0006352	LOC120446096|XP_039482823.1|DSAN	LOC6626094|XP_002049403.1|DVIR
OG0006353	LOC120454686|XP_039496137.1|DSAN	LOC6633177|XP_032289583.1|DVIR
OG0006354	LOC120452879|XP_039493263.1|DSAN	LOC6630058|XP_015026957.1|DVIR
OG0006355	LOC120455915|XP_039498359.1|DSAN	LOC6632070|XP_002055037.2|DVIR
OG0006356	LOC120455398|XP_039497469.1|DSAN	LOC6633719|XP_002057084.1|DVIR
OG0006357	LOC120456354|XP_039499076.1|DSAN	LOC6634549|XP_015025109.1|DVIR
OG0006358	LOC120450430|XP_039489374.1|DSAN	LOC6622244|XP_002046369.3|DVIR
OG0006359	LOC120454341|XP_039495487.1|DSAN	LOC6634886|XP_002058505.1|DVIR
OG0006360	LOC120456917|XP_039499982.1|DSAN	LOC6634817|XP_032296293.1|DVIR
OG0006361	LOC120453761|XP_039494529.1|DSAN	LOC6633190|XP_002056677.1|DVIR
OG0006362	LOC120455983|XP_039498472.1|DSAN	LOC6633329|XP_015025461.1|DVIR
OG0006363	LOC120455430|XP_039497542.1|DSAN	LOC6635421|XP_032295484.1|DVIR
